year,month,rank_ME,rank_DP,nstocks,ret_vw
1978,6,3,5,140,-1.1559
1978,7,1,1,436,6.6728
1978,7,1,2,268,5.6547
1978,7,1,3,235,3.6441
1978,7,1,4,185,3.4208
1978,7,1,5,163,2.8866
1978,7,2,1,171,8.2595
1978,7,2,2,127,8.1301
1978,7,2,3,104,4.9787
1978,7,2,4,105,3.0776
1978,7,2,5,82,2.9435
1978,7,3,1,146,8.1665
1978,7,3,2,133,7.2342
1978,7,3,3,132,7.2615
1978,7,3,4,131,4.1680
1978,7,3,5,155,3.0473
1978,8,1,1,430,8.6724
1978,8,1,2,263,9.5450
1978,8,1,3,235,7.6611
1978,8,1,4,184,8.0081
1978,8,1,5,162,4.2169
1978,8,2,1,170,8.3592
1978,8,2,2,126,7.6389
1978,8,2,3,103,8.7070
1978,8,2,4,105,8.1397
1978,8,2,5,82,4.1307
1978,8,3,1,145,5.3585
1978,8,3,2,133,3.3951
1978,8,3,3,132,3.5013
1978,8,3,4,131,3.8726
1978,8,3,5,155,2.5323
1978,9,1,1,424,-1.2509
1978,9,1,2,262,-1.4472
1978,9,1,3,233,-0.0760
1978,9,1,4,184,0.6089
1978,9,1,5,162,0.8283
1978,9,2,1,168,-2.6558
1978,9,2,2,125,-3.1022
1978,9,2,3,103,-0.3663
1978,9,2,4,105,0.5048
1978,9,2,5,81,0.6789
1978,9,3,1,141,-2.7998
1978,9,3,2,132,-2.3720
1978,9,3,3,132,-2.5112
1978,9,3,4,130,1.2906
1978,9,3,5,155,1.5239
1978,10,1,1,419,-24.9135
1978,10,1,2,260,-22.5936
1978,10,1,3,232,-19.0688
1978,10,1,4,184,-16.6447
1978,10,1,5,162,-10.3718
1978,10,2,1,167,-23.2343
1978,10,2,2,123,-19.5792
1978,10,2,3,104,-17.5658
1978,10,2,4,104,-16.4883
1978,10,2,5,81,-10.1750
1978,10,3,1,142,-13.7416
1978,10,3,2,132,-10.6676
1978,10,3,3,132,-9.1650
1978,10,3,4,130,-10.1710
1978,10,3,5,155,-6.7391
1978,11,1,1,417,8.6556
1978,11,1,2,259,6.5605
1978,11,1,3,231,5.8361
1978,11,1,4,184,2.5436
1978,11,1,5,161,1.1503
1978,11,2,1,165,9.6373
1978,11,2,2,121,7.5032
1978,11,2,3,103,5.2838
1978,11,2,4,104,4.5125
1978,11,2,5,81,2.4132
1978,11,3,1,141,4.1463
1978,11,3,2,131,3.5986
1978,11,3,3,132,2.9400
1978,11,3,4,130,2.3832
1978,11,3,5,155,2.8811
1978,12,1,1,413,2.9798
1978,12,1,2,257,1.8179
1978,12,1,3,228,1.1370
1978,12,1,4,181,2.0505
1978,12,1,5,161,-1.0720
1978,12,2,1,165,4.5789
1978,12,2,2,122,2.5129
1978,12,2,3,104,1.6896
1978,12,2,4,102,1.8632
1978,12,2,5,81,0.2448
1978,12,3,1,140,2.2337
1978,12,3,2,130,2.9887
1978,12,3,3,131,3.5262
1978,12,3,4,130,0.9741
1978,12,3,5,155,-0.6455
1979,1,1,1,414,10.2737
1979,1,1,2,256,10.3443
1979,1,1,3,228,8.1439
1979,1,1,4,181,9.5585
1979,1,1,5,161,7.5844
1979,1,2,1,165,7.1186
1979,1,2,2,121,7.1008
1979,1,2,3,104,7.2962
1979,1,2,4,102,7.5965
1979,1,2,5,81,6.0707
1979,1,3,1,140,2.4463
1979,1,3,2,130,3.2307
1979,1,3,3,130,4.7952
1979,1,3,4,130,5.2376
1979,1,3,5,155,5.2446
1979,2,1,1,408,-2.8734
1979,2,1,2,254,-2.8619
1979,2,1,3,228,-2.2302
1979,2,1,4,180,-0.5385
1979,2,1,5,160,-1.0899
1979,2,2,1,162,-3.1963
1979,2,2,2,118,-3.0016
1979,2,2,3,101,-3.0233
1979,2,2,4,102,-1.7588
1979,2,2,5,80,-1.2401
1979,2,3,1,139,-5.3598
1979,2,3,2,129,-4.2302
1979,2,3,3,131,-2.9600
1979,2,3,4,130,-1.9130
1979,2,3,5,155,-1.5704
1979,3,1,1,406,10.4934
1979,3,1,2,254,8.1078
1979,3,1,3,227,7.2870
1979,3,1,4,178,5.0707
1979,3,1,5,159,3.2501
1979,3,2,1,161,12.7403
1979,3,2,2,116,8.5920
1979,3,2,3,100,8.6456
1979,3,2,4,101,8.5088
1979,3,2,5,80,4.8689
1979,3,3,1,139,8.4639
1979,3,3,2,128,5.5473
1979,3,3,3,130,4.9591
1979,3,3,4,128,8.6786
1979,3,3,5,154,3.4667
1979,4,1,1,406,2.8722
1979,4,1,2,252,3.2139
1979,4,1,3,227,3.8236
1979,4,1,4,175,2.7606
1979,4,1,5,159,2.0629
1979,4,2,1,161,1.8263
1979,4,2,2,115,2.6122
1979,4,2,3,99,1.6591
1979,4,2,4,101,2.5695
1979,4,2,5,80,1.6125
1979,4,3,1,138,1.1215
1979,4,3,2,127,0.4009
1979,4,3,3,130,0.6123
1979,4,3,4,129,1.0939
1979,4,3,5,154,-0.6941
1979,5,1,1,404,-0.8980
1979,5,1,2,248,-3.4087
1979,5,1,3,225,0.0958
1979,5,1,4,176,-1.5684
1979,5,1,5,158,-0.4358
1979,5,2,1,158,-2.0039
1979,5,2,2,114,-1.5181
1979,5,2,3,99,-1.8475
1979,5,2,4,100,-1.2174
1979,5,2,5,80,2.0054
1979,5,3,1,138,-1.7342
1979,5,3,2,127,-1.7037
1979,5,3,3,130,-2.0449
1979,5,3,4,129,-2.3507
1979,5,3,5,154,-0.8106
1979,6,1,1,402,5.0164
1979,6,1,2,246,5.2737
1979,6,1,3,224,4.7059
1979,6,1,4,176,2.5218
1979,6,1,5,158,3.4661
1979,6,2,1,157,4.6654
1979,6,2,2,114,4.6060
1979,6,2,3,98,5.1459
1979,6,2,4,100,4.3227
1979,6,2,5,80,5.3948
1979,6,3,1,138,5.4579
1979,6,3,2,127,4.2041
1979,6,3,3,128,1.8413
1979,6,3,4,129,5.6108
1979,6,3,5,154,3.8688
1979,7,1,1,385,1.7714
1979,7,1,2,247,2.7287
1979,7,1,3,229,2.9941
1979,7,1,4,181,3.7584
1979,7,1,5,176,4.0663
1979,7,2,1,181,2.3951
1979,7,2,2,113,3.3153
1979,7,2,3,102,3.2316
1979,7,2,4,93,3.0515
1979,7,2,5,89,4.4568
1979,7,3,1,130,2.5165
1979,7,3,2,147,2.2456
1979,7,3,3,132,-1.0041
1979,7,3,4,142,2.7803
1979,7,3,5,128,0.5956
1979,8,1,1,380,8.9985
1979,8,1,2,246,6.9446
1979,8,1,3,229,8.3913
1979,8,1,4,180,6.1874
1979,8,1,5,176,4.4023
1979,8,2,1,173,8.8054
1979,8,2,2,113,8.9963
1979,8,2,3,101,7.4934
1979,8,2,4,93,8.1580
1979,8,2,5,89,5.4591
1979,8,3,1,130,8.7293
1979,8,3,2,146,7.7904
1979,8,3,3,131,6.2740
1979,8,3,4,142,6.7911
1979,8,3,5,128,2.7916
1979,9,1,1,376,1.0704
1979,9,1,2,242,-1.9508
1979,9,1,3,227,-0.1226
1979,9,1,4,180,-1.3393
1979,9,1,5,176,-0.5001
1979,9,2,1,173,1.0589
1979,9,2,2,111,-0.8916
1979,9,2,3,102,-1.3834
1979,9,2,4,93,-0.2410
1979,9,2,5,89,-2.1471
1979,9,3,1,130,2.0743
1979,9,3,2,145,0.9205
1979,9,3,3,130,-1.2299
1979,9,3,4,142,1.4792
1979,9,3,5,128,-1.4416
1979,10,1,1,372,-11.4185
1979,10,1,2,242,-11.3968
1979,10,1,3,227,-8.9997
1979,10,1,4,179,-10.6906
1979,10,1,5,175,-7.6103
1979,10,2,1,171,-9.0117
1979,10,2,2,111,-10.5398
1979,10,2,3,102,-11.6372
1979,10,2,4,93,-10.2032
1979,10,2,5,89,-9.6243
1979,10,3,1,129,-5.0832
1979,10,3,2,144,-7.0402
1979,10,3,3,130,-6.3958
1979,10,3,4,142,-6.6222
1979,10,3,5,128,-6.2878
1979,11,1,1,371,9.6548
1979,11,1,2,242,5.6970
1979,11,1,3,227,3.9862
1979,11,1,4,179,6.0146
1979,11,1,5,175,3.1074
1979,11,2,1,171,11.7530
1979,11,2,2,111,9.7146
1979,11,2,3,102,5.2976
1979,11,2,4,93,6.2477
1979,11,2,5,89,4.9515
1979,11,3,1,128,9.5665
1979,11,3,2,144,8.0625
1979,11,3,3,129,5.7892
1979,11,3,4,142,3.9289
1979,11,3,5,128,2.9119
1979,12,1,1,364,8.3547
1979,12,1,2,242,8.1653
1979,12,1,3,226,5.2446
1979,12,1,4,179,5.7688
1979,12,1,5,175,2.8836
1979,12,2,1,171,8.1906
1979,12,2,2,110,6.5049
1979,12,2,3,102,5.0589
1979,12,2,4,93,4.7191
1979,12,2,5,89,1.6342
1979,12,3,1,128,5.3362
1979,12,3,2,143,4.2605
1979,12,3,3,129,1.7912
1979,12,3,4,141,1.9116
1979,12,3,5,128,-1.7855
1980,1,1,1,361,9.8749
1980,1,1,2,241,9.5532
1980,1,1,3,225,8.6659
1980,1,1,4,177,6.9102
1980,1,1,5,173,4.8483
1980,1,2,1,171,7.9531
1980,1,2,2,110,7.3206
1980,1,2,3,99,5.4717
1980,1,2,4,92,6.0038
1980,1,2,5,89,4.6853
1980,1,3,1,125,9.2332
1980,1,3,2,143,8.1996
1980,1,3,3,129,6.7557
1980,1,3,4,141,5.8739
1980,1,3,5,128,2.4347
1980,2,1,1,354,-0.0774
1980,2,1,2,238,-2.3997
1980,2,1,3,220,-3.3541
1980,2,1,4,177,-2.4088
1980,2,1,5,170,-4.4539
1980,2,2,1,169,-0.4585
1980,2,2,2,110,-1.8436
1980,2,2,3,98,-3.5752
1980,2,2,4,91,-4.1673
1980,2,2,5,89,-4.4378
1980,2,3,1,122,0.1595
1980,2,3,2,141,-1.9333
1980,2,3,3,129,0.3266
1980,2,3,4,141,2.6046
1980,2,3,5,128,-0.5238
1980,3,1,1,353,-19.8149
1980,3,1,2,236,-17.3395
1980,3,1,3,220,-14.8054
1980,3,1,4,176,-15.5128
1980,3,1,5,169,-11.9488
1980,3,2,1,167,-20.2018
1980,3,2,2,110,-17.9218
1980,3,2,3,98,-15.7215
1980,3,2,4,91,-13.8724
1980,3,2,5,88,-11.9970
1980,3,3,1,122,-13.0474
1980,3,3,2,140,-12.1938
1980,3,3,3,129,-10.6996
1980,3,3,4,141,-11.2822
1980,3,3,5,128,-6.2529
1980,4,1,1,348,7.3483
1980,4,1,2,235,4.7149
1980,4,1,3,217,4.2149
1980,4,1,4,175,6.6643
1980,4,1,5,170,8.0426
1980,4,2,1,167,5.6645
1980,4,2,2,110,6.8058
1980,4,2,3,98,4.7280
1980,4,2,4,91,3.5614
1980,4,2,5,88,8.9716
1980,4,3,1,121,5.8365
1980,4,3,2,139,2.3481
1980,4,3,3,129,3.3543
1980,4,3,4,141,4.9321
1980,4,3,5,128,8.2374
1980,5,1,1,349,7.7217
1980,5,1,2,232,7.5839
1980,5,1,3,216,6.2494
1980,5,1,4,176,6.2815
1980,5,1,5,169,7.2863
1980,5,2,1,165,8.9828
1980,5,2,2,110,8.3502
1980,5,2,3,96,8.7134
1980,5,2,4,90,8.7016
1980,5,2,5,88,7.1092
1980,5,3,1,121,5.7082
1980,5,3,2,140,5.5568
1980,5,3,3,128,5.2399
1980,5,3,4,141,6.9847
1980,5,3,5,128,4.3481
1980,6,1,1,347,3.8591
1980,6,1,2,230,4.0683
1980,6,1,3,215,4.0068
1980,6,1,4,175,4.8655
1980,6,1,5,168,4.4740
1980,6,2,1,164,6.3906
1980,6,2,2,109,3.8290
1980,6,2,3,97,3.4825
1980,6,2,4,90,1.8088
1980,6,2,5,87,4.2284
1980,6,3,1,121,4.5885
1980,6,3,2,139,3.0755
1980,6,3,3,128,4.5595
1980,6,3,4,141,2.5363
1980,6,3,5,128,1.5136
1980,7,1,1,292,13.3338
1980,7,1,2,236,11.6315
1980,7,1,3,239,8.5885
1980,7,1,4,191,9.5525
1980,7,1,5,148,5.8608
1980,7,2,1,184,13.6417
1980,7,2,2,128,10.1634
1980,7,2,3,92,13.4448
1980,7,2,4,106,8.1564
1980,7,2,5,89,4.1355
1980,7,3,1,153,9.8306
1980,7,3,2,138,6.4700
1980,7,3,3,129,7.4102
1980,7,3,4,131,7.4546
1980,7,3,5,114,1.9870
1980,8,1,1,292,8.1208
1980,8,1,2,236,8.0144
1980,8,1,3,239,5.6430
1980,8,1,4,190,5.6179
1980,8,1,5,148,2.9828
1980,8,2,1,182,7.2503
1980,8,2,2,128,4.3396
1980,8,2,3,91,5.9539
1980,8,2,4,106,5.4787
1980,8,2,5,89,-0.3966
1980,8,3,1,153,5.1132
1980,8,3,2,138,1.1372
1980,8,3,3,129,-0.2474
1980,8,3,4,131,1.7057
1980,8,3,5,114,1.3603
1980,9,1,1,289,4.3005
1980,9,1,2,235,2.8996
1980,9,1,3,238,2.7235
1980,9,1,4,191,1.7461
1980,9,1,5,148,1.6495
1980,9,2,1,181,4.7694
1980,9,2,2,126,4.5294
1980,9,2,3,91,2.1078
1980,9,2,4,106,3.2098
1980,9,2,5,90,-0.4756
1980,9,3,1,153,6.6670
1980,9,3,2,137,6.7742
1980,9,3,3,129,2.0987
1980,9,3,4,131,-0.3953
1980,9,3,5,114,-1.8321
1980,10,1,1,285,6.7385
1980,10,1,2,235,3.0473
1980,10,1,3,237,3.9238
1980,10,1,4,191,3.3191
1980,10,1,5,148,1.5053
1980,10,2,1,179,3.7452
1980,10,2,2,126,2.4840
1980,10,2,3,90,3.2828
1980,10,2,4,105,2.1896
1980,10,2,5,90,-0.1549
1980,10,3,1,153,3.5224
1980,10,3,2,137,3.8885
1980,10,3,3,128,1.1430
1980,10,3,4,130,2.2747
1980,10,3,5,114,-2.5515
1980,11,1,1,284,9.2580
1980,11,1,2,233,5.5336
1980,11,1,3,236,2.9278
1980,11,1,4,190,1.3492
1980,11,1,5,148,0.6886
1980,11,2,1,177,11.4382
1980,11,2,2,126,6.6391
1980,11,2,3,89,3.5367
1980,11,2,4,105,3.7968
1980,11,2,5,90,0.2475
1980,11,3,1,152,17.6540
1980,11,3,2,136,14.8524
1980,11,3,3,127,13.7819
1980,11,3,4,130,8.7391
1980,11,3,5,114,-1.7733
1980,12,1,1,284,-5.0630
1980,12,1,2,230,-4.1037
1980,12,1,3,237,-2.4226
1980,12,1,4,189,-3.5289
1980,12,1,5,147,-2.4724
1980,12,2,1,176,-5.2734
1980,12,2,2,125,-1.5973
1980,12,2,3,89,-2.0932
1980,12,2,4,105,-1.1767
1980,12,2,5,90,0.4791
1980,12,3,1,151,-5.7942
1980,12,3,2,136,-5.2925
1980,12,3,3,127,-4.6929
1980,12,3,4,129,-2.3782
1980,12,3,5,114,1.6504
1981,1,1,1,283,-3.1167
1981,1,1,2,229,-0.4701
1981,1,1,3,237,3.3460
1981,1,1,4,186,3.9769
1981,1,1,5,146,3.1389
1981,1,2,1,175,-3.3540
1981,1,2,2,124,-0.5876
1981,1,2,3,89,1.6801
1981,1,2,4,103,1.4214
1981,1,2,5,90,4.0702
1981,1,3,1,151,-9.2549
1981,1,3,2,136,-7.8049
1981,1,3,3,127,-3.4157
1981,1,3,4,128,-1.6604
1981,1,3,5,111,2.7978
1981,2,1,1,282,-2.0563
1981,2,1,2,229,2.5909
1981,2,1,3,233,1.4339
1981,2,1,4,185,2.0461
1981,2,1,5,146,2.6205
1981,2,2,1,173,1.7333
1981,2,2,2,124,1.0588
1981,2,2,3,89,2.5929
1981,2,2,4,102,3.1215
1981,2,2,5,90,1.9719
1981,2,3,1,150,1.5056
1981,2,3,2,136,1.8901
1981,2,3,3,127,2.8460
1981,2,3,4,128,1.5872
1981,2,3,5,110,1.9075
1981,3,1,1,279,9.6565
1981,3,1,2,228,7.8744
1981,3,1,3,231,8.3479
1981,3,1,4,183,7.7395
1981,3,1,5,146,4.6114
1981,3,2,1,171,9.1779
1981,3,2,2,123,7.9482
1981,3,2,3,87,7.6715
1981,3,2,4,102,7.4541
1981,3,2,5,90,5.0909
1981,3,3,1,149,4.6735
1981,3,3,2,136,3.6986
1981,3,3,3,127,3.6210
1981,3,3,4,127,2.4929
1981,3,3,5,110,4.9895
1981,4,1,1,278,5.5280
1981,4,1,2,226,3.1286
1981,4,1,3,230,4.6959
1981,4,1,4,182,4.3439
1981,4,1,5,145,2.4817
1981,4,2,1,169,2.6599
1981,4,2,2,122,3.0572
1981,4,2,3,87,3.1067
1981,4,2,4,100,2.1887
1981,4,2,5,90,2.5583
1981,4,3,1,150,-3.8768
1981,4,3,2,135,-4.6880
1981,4,3,3,126,-1.4783
1981,4,3,4,127,-1.5976
1981,4,3,5,109,2.4094
1981,5,1,1,276,3.8229
1981,5,1,2,227,3.6768
1981,5,1,3,228,2.7394
1981,5,1,4,182,1.9551
1981,5,1,5,144,0.9077
1981,5,2,1,168,4.6116
1981,5,2,2,122,2.3081
1981,5,2,3,87,3.0994
1981,5,2,4,99,2.5321
1981,5,2,5,90,2.3659
1981,5,3,1,147,0.4648
1981,5,3,2,134,-0.3173
1981,5,3,3,126,-2.2334
1981,5,3,4,127,0.5439
1981,5,3,5,110,3.6149
1981,6,1,1,274,-2.3530
1981,6,1,2,227,0.4959
1981,6,1,3,227,3.7035
1981,6,1,4,179,2.5428
1981,6,1,5,144,1.8741
1981,6,2,1,167,-5.3768
1981,6,2,2,121,-1.9156
1981,6,2,3,86,-0.6031
1981,6,2,4,99,-0.6336
1981,6,2,5,89,2.8764
1981,6,3,1,147,-4.1109
1981,6,3,2,134,0.5334
1981,6,3,3,124,-0.0020
1981,6,3,4,127,0.7513
1981,6,3,5,110,0.4911
1981,7,1,1,287,-4.4437
1981,7,1,2,230,-2.9701
1981,7,1,3,172,-2.4907
1981,7,1,4,154,-0.4908
1981,7,1,5,187,-0.5456
1981,7,2,1,176,-2.1679
1981,7,2,2,120,-2.7809
1981,7,2,3,98,-1.8281
1981,7,2,4,78,-0.8474
1981,7,2,5,76,0.0460
1981,7,3,1,138,2.8826
1981,7,3,2,126,-0.3536
1981,7,3,3,129,1.1089
1981,7,3,4,134,-1.0503
1981,7,3,5,122,0.8269
1981,8,1,1,287,-10.5040
1981,8,1,2,228,-5.7350
1981,8,1,3,172,-6.5088
1981,8,1,4,154,-3.4626
1981,8,1,5,187,-1.8482
1981,8,2,1,175,-10.4604
1981,8,2,2,119,-6.1733
1981,8,2,3,97,-5.3115
1981,8,2,4,78,-4.8007
1981,8,2,5,76,-2.1513
1981,8,3,1,138,-7.2831
1981,8,3,2,126,-6.1200
1981,8,3,3,128,-6.6792
1981,8,3,4,131,-5.3701
1981,8,3,5,122,-2.0987
1981,9,1,1,286,-9.7770
1981,9,1,2,225,-7.6064
1981,9,1,3,170,-7.2483
1981,9,1,4,154,-6.0515
1981,9,1,5,183,-4.4699
1981,9,2,1,174,-8.1341
1981,9,2,2,119,-7.5835
1981,9,2,3,97,-7.0575
1981,9,2,4,78,-6.8160
1981,9,2,5,76,-2.1117
1981,9,3,1,136,-8.5433
1981,9,3,2,123,-6.3866
1981,9,3,3,128,-8.1869
1981,9,3,4,131,-4.7027
1981,9,3,5,122,-2.4709
1981,10,1,1,280,9.4001
1981,10,1,2,225,9.1618
1981,10,1,3,169,6.1565
1981,10,1,4,153,4.5533
1981,10,1,5,181,4.9689
1981,10,2,1,174,9.0836
1981,10,2,2,119,7.0407
1981,10,2,3,97,4.0105
1981,10,2,4,77,6.5659
1981,10,2,5,75,4.2129
1981,10,3,1,135,12.2266
1981,10,3,2,123,8.1871
1981,10,3,3,128,3.4846
1981,10,3,4,131,3.2079
1981,10,3,5,122,3.6207
1981,11,1,1,278,1.7981
1981,11,1,2,225,2.2172
1981,11,1,3,167,5.4021
1981,11,1,4,152,3.3554
1981,11,1,5,182,5.0836
1981,11,2,1,173,2.1795
1981,11,2,2,116,4.1023
1981,11,2,3,97,5.6437
1981,11,2,4,77,3.3881
1981,11,2,5,75,6.1900
1981,11,3,1,134,2.5646
1981,11,3,2,122,4.5015
1981,11,3,3,127,5.6320
1981,11,3,4,130,5.7075
1981,11,3,5,122,4.8917
1981,12,1,1,278,-1.4321
1981,12,1,2,222,-1.6176
1981,12,1,3,166,0.1790
1981,12,1,4,151,0.9893
1981,12,1,5,181,-0.6850
1981,12,2,1,173,-2.8113
1981,12,2,2,115,-0.5277
1981,12,2,3,97,1.6234
1981,12,2,4,76,-0.2252
1981,12,2,5,75,-1.9226
1981,12,3,1,132,-3.9487
1981,12,3,2,122,-3.6563
1981,12,3,3,127,-2.9746
1981,12,3,4,131,-0.7307
1981,12,3,5,122,-2.7526
1982,1,1,1,279,-2.2506
1982,1,1,2,217,-0.9955
1982,1,1,3,166,-1.4503
1982,1,1,4,151,-1.3646
1982,1,1,5,176,0.1757
1982,1,2,1,173,-6.1314
1982,1,2,2,114,-5.8728
1982,1,2,3,97,-3.5172
1982,1,2,4,76,-2.6244
1982,1,2,5,74,1.4778
1982,1,3,1,130,-4.1934
1982,1,3,2,122,-2.9768
1982,1,3,3,127,-5.3053
1982,1,3,4,130,-0.3894
1982,1,3,5,122,-0.1033
1982,2,1,1,277,-4.6188
1982,2,1,2,215,-2.0104
1982,2,1,3,165,-3.3348
1982,2,1,4,151,-2.5818
1982,2,1,5,173,-0.6067
1982,2,2,1,172,-6.9561
1982,2,2,2,115,-4.3182
1982,2,2,3,97,-3.1605
1982,2,2,4,75,-3.8323
1982,2,2,5,73,0.4393
1982,2,3,1,130,-8.9828
1982,2,3,2,121,-6.2283
1982,2,3,3,127,-6.7955
1982,2,3,4,130,-3.7313
1982,2,3,5,121,-2.1203
1982,3,1,1,276,-2.0226
1982,3,1,2,214,-0.8338
1982,3,1,3,163,0.1220
1982,3,1,4,149,-0.9187
1982,3,1,5,171,0.9062
1982,3,2,1,172,-2.4784
1982,3,2,2,115,0.1114
1982,3,2,3,96,0.5721
1982,3,2,4,75,0.8580
1982,3,2,5,73,3.3715
1982,3,3,1,130,-3.6104
1982,3,3,2,121,-0.9235
1982,3,3,3,127,-0.3257
1982,3,3,4,130,-1.2471
1982,3,3,5,121,1.7958
1982,4,1,1,274,6.3173
1982,4,1,2,213,6.1411
1982,4,1,3,161,5.1079
1982,4,1,4,149,4.3807
1982,4,1,5,170,4.5243
1982,4,2,1,171,7.1085
1982,4,2,2,113,6.3652
1982,4,2,3,96,5.3967
1982,4,2,4,74,4.6488
1982,4,2,5,73,4.1565
1982,4,3,1,128,5.7534
1982,4,3,2,120,6.6440
1982,4,3,3,126,5.6579
1982,4,3,4,130,4.1053
1982,4,3,5,121,1.3448
1982,5,1,1,272,-2.5287
1982,5,1,2,211,-0.3212
1982,5,1,3,160,-0.7274
1982,5,1,4,147,1.1875
1982,5,1,5,167,-0.2202
1982,5,2,1,170,-4.0474
1982,5,2,2,113,-3.1741
1982,5,2,3,96,-1.6908
1982,5,2,4,73,-1.6135
1982,5,2,5,73,-1.8121
1982,5,3,1,127,-5.7586
1982,5,3,2,120,-3.6891
1982,5,3,3,126,-1.5369
1982,5,3,4,130,-2.5514
1982,5,3,5,121,0.2052
1982,6,1,1,268,-1.8736
1982,6,1,2,206,-0.7538
1982,6,1,3,158,-1.2310
1982,6,1,4,148,-2.1272
1982,6,1,5,166,-2.4625
1982,6,2,1,170,-2.3729
1982,6,2,2,113,-2.2515
1982,6,2,3,96,0.4786
1982,6,2,4,73,-0.6361
1982,6,2,5,73,-0.5047
1982,6,3,1,127,-4.4551
1982,6,3,2,120,0.3402
1982,6,3,3,125,-2.4086
1982,6,3,4,130,-1.2706
1982,6,3,5,120,-1.8640
1982,7,1,1,293,-0.5479
1982,7,1,2,236,-2.1125
1982,7,1,3,182,1.4909
1982,7,1,4,119,-1.2663
1982,7,1,5,117,-0.8001
1982,7,2,1,156,-1.3694
1982,7,2,2,107,-0.4604
1982,7,2,3,104,0.7568
1982,7,2,4,79,-1.6286
1982,7,2,5,66,-1.4296
1982,7,3,1,138,-1.0495
1982,7,3,2,115,-2.6955
1982,7,3,3,122,-0.2987
1982,7,3,4,129,-4.7911
1982,7,3,5,136,-2.1304
1982,8,1,1,289,7.2016
1982,8,1,2,234,5.9199
1982,8,1,3,182,6.2484
1982,8,1,4,119,5.6186
1982,8,1,5,114,7.1907
1982,8,2,1,156,9.1414
1982,8,2,2,105,9.9516
1982,8,2,3,104,8.2584
1982,8,2,4,79,11.9219
1982,8,2,5,65,10.2230
1982,8,3,1,137,12.1082
1982,8,3,2,114,11.8778
1982,8,3,3,122,11.7132
1982,8,3,4,129,14.8058
1982,8,3,5,134,13.0228
1982,9,1,1,291,3.8550
1982,9,1,2,235,5.4206
1982,9,1,3,182,3.8640
1982,9,1,4,119,4.1084
1982,9,1,5,115,5.4901
1982,9,2,1,155,3.1316
1982,9,2,2,105,4.4470
1982,9,2,3,103,3.9668
1982,9,2,4,79,2.9838
1982,9,2,5,65,3.6418
1982,9,3,1,135,1.6139
1982,9,3,2,114,2.3683
1982,9,3,3,121,1.9115
1982,9,3,4,129,0.4872
1982,9,3,5,135,-0.2926
1982,10,1,1,290,14.6497
1982,10,1,2,230,13.2135
1982,10,1,3,181,12.1864
1982,10,1,4,119,10.7685
1982,10,1,5,115,6.8717
1982,10,2,1,151,14.5472
1982,10,2,2,103,12.9086
1982,10,2,3,102,12.0581
1982,10,2,4,79,11.8457
1982,10,2,5,65,8.1800
1982,10,3,1,134,14.1778
1982,10,3,2,113,11.6969
1982,10,3,3,121,11.0041
1982,10,3,4,129,11.6000
1982,10,3,5,135,5.8529
1982,11,1,1,290,9.9320
1982,11,1,2,230,10.4401
1982,11,1,3,179,9.5294
1982,11,1,4,119,9.6029
1982,11,1,5,114,5.5583
1982,11,2,1,151,9.4509
1982,11,2,2,103,9.1124
1982,11,2,3,102,8.1251
1982,11,2,4,77,7.2103
1982,11,2,5,65,5.3925
1982,11,3,1,135,7.5289
1982,11,3,2,113,3.9119
1982,11,3,3,120,4.7833
1982,11,3,4,129,3.5346
1982,11,3,5,135,1.5692
1982,12,1,1,288,4.0167
1982,12,1,2,231,2.6623
1982,12,1,3,179,2.3051
1982,12,1,4,119,0.7552
1982,12,1,5,114,0.7020
1982,12,2,1,151,1.4192
1982,12,2,2,103,1.5394
1982,12,2,3,102,2.1876
1982,12,2,4,76,0.6857
1982,12,2,5,64,2.5290
1982,12,3,1,135,0.9547
1982,12,3,2,112,0.7917
1982,12,3,3,120,3.1195
1982,12,3,4,129,1.2334
1982,12,3,5,135,2.7286
1983,1,1,1,287,9.8570
1983,1,1,2,230,6.3229
1983,1,1,3,177,6.2778
1983,1,1,4,116,7.6519
1983,1,1,5,114,6.5595
1983,1,2,1,151,5.3103
1983,1,2,2,100,4.4366
1983,1,2,3,102,4.0477
1983,1,2,4,77,5.0618
1983,1,2,5,63,4.5663
1983,1,3,1,135,3.5726
1983,1,3,2,111,1.5993
1983,1,3,3,119,2.7995
1983,1,3,4,129,3.3859
1983,1,3,5,135,6.5219
1983,2,1,1,283,6.5326
1983,2,1,2,227,7.1675
1983,2,1,3,177,6.3861
1983,2,1,4,113,8.8822
1983,2,1,5,114,4.1090
1983,2,2,1,149,5.0224
1983,2,2,2,98,7.3922
1983,2,2,3,100,5.6694
1983,2,2,4,77,5.9170
1983,2,2,5,63,5.0657
1983,2,3,1,135,3.9061
1983,2,3,2,110,3.6902
1983,2,3,3,118,1.8545
1983,2,3,4,129,3.8248
1983,2,3,5,135,0.9315
1983,3,1,1,280,5.8682
1983,3,1,2,226,7.2513
1983,3,1,3,176,7.2369
1983,3,1,4,113,6.3537
1983,3,1,5,113,3.3107
1983,3,2,1,149,4.8491
1983,3,2,2,98,5.9964
1983,3,2,3,100,5.3088
1983,3,2,4,77,5.5521
1983,3,2,5,63,2.1260
1983,3,3,1,135,2.8727
1983,3,3,2,111,3.8918
1983,3,3,3,117,2.2262
1983,3,3,4,128,4.5894
