year,month,rank_ME,rank_OP,nstocks,ret_vw
1985,6,3,5,111,2.9205
1985,7,1,1,361,3.1648
1985,7,1,2,183,4.8608
1985,7,1,3,149,3.1035
1985,7,1,4,121,1.1428
1985,7,1,5,137,0.5208
1985,7,2,1,130,2.3633
1985,7,2,2,97,3.9442
1985,7,2,3,80,2.5047
1985,7,2,4,81,0.7941
1985,7,2,5,54,2.2139
1985,7,3,1,119,-0.4123
1985,7,3,2,115,2.2030
1985,7,3,3,106,1.2613
1985,7,3,4,118,-0.9198
1985,7,3,5,122,-1.8418
1985,8,1,1,357,-2.1917
1985,8,1,2,183,-0.6698
1985,8,1,3,149,0.9232
1985,8,1,4,120,1.2665
1985,8,1,5,135,0.3206
1985,8,2,1,130,-2.1789
1985,8,2,2,97,-1.1735
1985,8,2,3,80,-0.8764
1985,8,2,4,81,1.3990
1985,8,2,5,54,1.0481
1985,8,3,1,119,-1.5581
1985,8,3,2,115,-1.8758
1985,8,3,3,106,0.0756
1985,8,3,4,118,0.0503
1985,8,3,5,121,1.2355
1985,9,1,1,358,-6.0018
1985,9,1,2,182,-5.1290
1985,9,1,3,146,-3.3926
1985,9,1,4,119,-3.5537
1985,9,1,5,134,-2.6725
1985,9,2,1,128,-6.1408
1985,9,2,2,97,-4.5063
1985,9,2,3,80,-4.0113
1985,9,2,4,80,-3.0931
1985,9,2,5,54,-5.3039
1985,9,3,1,119,-6.2534
1985,9,3,2,115,-4.2069
1985,9,3,3,104,-1.6837
1985,9,3,4,117,-2.8485
1985,9,3,5,121,-2.5274
1985,10,1,1,357,1.0225
1985,10,1,2,180,4.4195
1985,10,1,3,144,4.3857
1985,10,1,4,118,1.5409
1985,10,1,5,131,3.4642
1985,10,2,1,128,4.7698
1985,10,2,2,97,2.8347
1985,10,2,3,80,5.0043
1985,10,2,4,80,1.5848
1985,10,2,5,54,2.7894
1985,10,3,1,117,3.6307
1985,10,3,2,113,3.9570
1985,10,3,3,104,3.5740
1985,10,3,4,117,4.6170
1985,10,3,5,119,5.4002
1985,11,1,1,352,6.8046
1985,11,1,2,180,5.2073
1985,11,1,3,142,4.6257
1985,11,1,4,118,5.8273
1985,11,1,5,129,4.4971
1985,11,2,1,126,6.5730
1985,11,2,2,96,7.2939
1985,11,2,3,80,5.0980
1985,11,2,4,78,6.0419
1985,11,2,5,54,8.6475
1985,11,3,1,117,7.7615
1985,11,3,2,113,8.3548
1985,11,3,3,103,8.0068
1985,11,3,4,117,6.1995
1985,11,3,5,119,4.6037
1985,12,1,1,347,4.4818
1985,12,1,2,178,4.4803
1985,12,1,3,141,4.2957
1985,12,1,4,118,4.0015
1985,12,1,5,128,5.2262
1985,12,2,1,124,4.7452
1985,12,2,2,96,4.0526
1985,12,2,3,79,5.7718
1985,12,2,4,77,3.6563
1985,12,2,5,53,1.9000
1985,12,3,1,117,4.0584
1985,12,3,2,113,6.5122
1985,12,3,3,102,5.0957
1985,12,3,4,115,4.5467
1985,12,3,5,119,2.4458
1986,1,1,1,347,1.8254
1986,1,1,2,175,1.4643
1986,1,1,3,141,0.8659
1986,1,1,4,118,3.2981
1986,1,1,5,126,0.2485
1986,1,2,1,122,1.4316
1986,1,2,2,95,2.2250
1986,1,2,3,79,-0.9744
1986,1,2,4,76,0.1032
1986,1,2,5,53,2.2928
1986,1,3,1,116,1.6141
1986,1,3,2,112,-0.0811
1986,1,3,3,102,0.9358
1986,1,3,4,114,1.0874
1986,1,3,5,118,0.2261
1986,2,1,1,345,6.1743
1986,2,1,2,175,7.5761
1986,2,1,3,140,6.0352
1986,2,1,4,118,5.9265
1986,2,1,5,125,6.1718
1986,2,2,1,120,8.0279
1986,2,2,2,94,6.9641
1986,2,2,3,79,6.7328
1986,2,2,4,76,7.7939
1986,2,2,5,53,6.8928
1986,2,3,1,116,7.3296
1986,2,3,2,111,6.0254
1986,2,3,3,101,9.8247
1986,2,3,4,114,7.2399
1986,2,3,5,118,7.9180
1986,3,1,1,345,5.1313
1986,3,1,2,175,5.8232
1986,3,1,3,138,6.3286
1986,3,1,4,118,3.1560
1986,3,1,5,125,4.0577
1986,3,2,1,120,3.3176
1986,3,2,2,94,7.1412
1986,3,2,3,78,7.3749
1986,3,2,4,76,5.1342
1986,3,2,5,53,5.6811
1986,3,3,1,115,5.5720
1986,3,3,2,111,3.7195
1986,3,3,3,101,6.3089
1986,3,3,4,114,6.2084
1986,3,3,5,117,5.4403
1986,4,1,1,345,1.9228
1986,4,1,2,173,0.4505
1986,4,1,3,136,0.5461
1986,4,1,4,117,1.3282
1986,4,1,5,126,2.0393
1986,4,2,1,119,1.6475
1986,4,2,2,93,-0.4563
1986,4,2,3,78,-0.9062
1986,4,2,4,75,1.6530
1986,4,2,5,53,-0.6680
1986,4,3,1,114,0.1917
1986,4,3,2,110,0.3874
1986,4,3,3,101,-2.0100
1986,4,3,4,114,-0.2734
1986,4,3,5,117,-1.6261
1986,5,1,1,341,3.6486
1986,5,1,2,172,2.8589
1986,5,1,3,137,4.9234
1986,5,1,4,115,4.1833
1986,5,1,5,123,4.3684
1986,5,2,1,118,3.7511
1986,5,2,2,93,4.8270
1986,5,2,3,77,4.9702
1986,5,2,4,75,2.2992
1986,5,2,5,53,2.9667
1986,5,3,1,114,6.2049
1986,5,3,2,110,3.2610
1986,5,3,3,99,6.0791
1986,5,3,4,114,6.3355
1986,5,3,5,114,5.9894
1986,6,1,1,338,0.2523
1986,6,1,2,172,1.6463
1986,6,1,3,136,1.6917
1986,6,1,4,111,1.6310
1986,6,1,5,123,1.7602
1986,6,2,1,118,-0.6699
1986,6,2,2,93,0.0178
1986,6,2,3,76,-0.2020
1986,6,2,4,75,0.6848
1986,6,2,5,53,3.4318
1986,6,3,1,114,-0.0906
1986,6,3,2,110,-0.3339
1986,6,3,3,98,1.9397
1986,6,3,4,113,3.0224
1986,6,3,5,113,2.4955
1986,7,1,1,409,-9.3545
1986,7,1,2,185,-6.2674
1986,7,1,3,163,-6.7574
1986,7,1,4,126,-7.9528
1986,7,1,5,143,-4.7663
1986,7,2,1,161,-10.5705
1986,7,2,2,88,-8.2517
1986,7,2,3,78,-8.4389
1986,7,2,4,81,-5.9225
1986,7,2,5,48,-5.5000
1986,7,3,1,114,-7.9477
1986,7,3,2,115,-7.9608
1986,7,3,3,102,-6.6664
1986,7,3,4,98,-4.3774
1986,7,3,5,129,-1.0739
1986,8,1,1,404,0.6801
1986,8,1,2,184,0.7152
1986,8,1,3,163,3.1014
1986,8,1,4,122,2.5828
1986,8,1,5,139,2.3186
1986,8,2,1,161,3.7178
1986,8,2,2,88,1.5783
1986,8,2,3,78,5.9491
1986,8,2,4,81,5.2748
1986,8,2,5,47,4.6876
1986,8,3,1,114,4.5854
1986,8,3,2,114,5.3544
1986,8,3,3,102,6.0030
1986,8,3,4,98,6.3860
1986,8,3,5,129,10.5474
1986,9,1,1,401,-5.7205
1986,9,1,2,184,-5.2691
1986,9,1,3,162,-4.0165
1986,9,1,4,121,-1.6334
1986,9,1,5,137,-4.4800
1986,9,2,1,161,-7.3177
1986,9,2,2,87,-4.6734
1986,9,2,3,77,-2.4483
1986,9,2,4,80,-4.1776
1986,9,2,5,47,-6.3490
1986,9,3,1,113,-9.8510
1986,9,3,2,113,-6.4395
1986,9,3,3,102,-9.4818
1986,9,3,4,98,-8.2991
1986,9,3,5,129,-6.4140
1986,10,1,1,399,2.4301
1986,10,1,2,182,2.5287
1986,10,1,3,162,2.8071
1986,10,1,4,120,0.8012
1986,10,1,5,137,4.1453
1986,10,2,1,159,3.6341
1986,10,2,2,87,4.2691
1986,10,2,3,77,3.5602
1986,10,2,4,78,3.9740
1986,10,2,5,47,4.6205
1986,10,3,1,113,6.7980
1986,10,3,2,112,2.5182
1986,10,3,3,101,7.6285
1986,10,3,4,98,6.3211
1986,10,3,5,129,5.5667
1986,11,1,1,393,0.4886
1986,11,1,2,180,0.4818
1986,11,1,3,160,0.0959
1986,11,1,4,119,1.1340
1986,11,1,5,137,0.7599
1986,11,2,1,159,0.8487
1986,11,2,2,86,0.1656
1986,11,2,3,76,1.7314
1986,11,2,4,78,0.9320
1986,11,2,5,47,0.9201
1986,11,3,1,113,1.0367
1986,11,3,2,110,1.8539
1986,11,3,3,99,3.7072
1986,11,3,4,98,2.6825
1986,11,3,5,128,2.2979
1986,12,1,1,389,-1.0867
1986,12,1,2,178,-1.9457
1986,12,1,3,156,-2.6071
1986,12,1,4,119,-1.6627
1986,12,1,5,136,-3.2396
1986,12,2,1,158,-2.8880
1986,12,2,2,86,-1.0240
1986,12,2,3,75,-1.4892
1986,12,2,4,78,-2.2062
1986,12,2,5,47,-1.9538
1986,12,3,1,113,-3.6166
1986,12,3,2,110,-3.3282
1986,12,3,3,97,-1.6334
1986,12,3,4,98,-2.5870
1986,12,3,5,128,-2.2547
1987,1,1,1,376,10.9380
1987,1,1,2,176,9.7524
1987,1,1,3,154,7.8377
1987,1,1,4,116,8.2740
1987,1,1,5,132,13.1009
1987,1,2,1,153,12.8559
1987,1,2,2,86,10.2943
1987,1,2,3,73,13.5672
1987,1,2,4,78,9.2005
1987,1,2,5,46,10.3812
1987,1,3,1,112,12.7152
1987,1,3,2,107,10.9048
1987,1,3,3,95,16.7922
1987,1,3,4,98,13.7356
1987,1,3,5,127,12.7736
1987,2,1,1,375,9.5390
1987,2,1,2,174,7.8937
1987,2,1,3,153,6.1826
1987,2,1,4,116,6.1627
1987,2,1,5,131,6.9832
1987,2,2,1,152,8.2239
1987,2,2,2,84,8.0409
1987,2,2,3,72,5.8111
1987,2,2,4,78,4.8412
1987,2,2,5,45,3.3333
1987,2,3,1,112,8.9575
1987,2,3,2,106,7.8053
1987,2,3,3,94,6.6233
1987,2,3,4,98,3.2101
1987,2,3,5,127,-0.2275
1987,3,1,1,372,1.9038
1987,3,1,2,174,4.3710
1987,3,1,3,152,4.4428
1987,3,1,4,115,1.8143
1987,3,1,5,131,4.3184
1987,3,2,1,152,1.0838
1987,3,2,2,84,2.0849
1987,3,2,3,72,3.0804
1987,3,2,4,77,3.3522
1987,3,2,5,45,1.6638
1987,3,3,1,112,2.2467
1987,3,3,2,106,3.2424
1987,3,3,3,94,1.1637
1987,3,3,4,97,2.7509
1987,3,3,5,126,4.8984
1987,4,1,1,368,-2.2302
1987,4,1,2,173,-2.5687
1987,4,1,3,150,-1.9937
1987,4,1,4,114,-1.4431
1987,4,1,5,130,-1.8621
1987,4,2,1,151,-3.9885
1987,4,2,2,84,-4.1577
1987,4,2,3,72,-2.1896
1987,4,2,4,77,-3.7429
1987,4,2,5,45,-4.4786
1987,4,3,1,112,-1.0640
1987,4,3,2,106,-0.3786
1987,4,3,3,93,-1.0240
1987,4,3,4,97,-1.7218
1987,4,3,5,126,-1.0986
1987,5,1,1,366,0.8909
1987,5,1,2,171,1.2918
1987,5,1,3,147,-0.6034
1987,5,1,4,112,1.2949
1987,5,1,5,127,-0.4238
1987,5,2,1,151,0.0850
1987,5,2,2,83,0.2949
1987,5,2,3,72,2.2274
1987,5,2,4,77,-0.6286
1987,5,2,5,45,-0.6165
1987,5,3,1,112,3.1470
1987,5,3,2,106,0.5412
1987,5,3,3,92,0.5933
1987,5,3,4,97,1.2909
1987,5,3,5,125,0.6453
1987,6,1,1,365,1.3666
1987,6,1,2,170,2.2043
1987,6,1,3,147,2.9187
1987,6,1,4,112,5.7806
1987,6,1,5,127,2.0450
1987,6,2,1,151,5.2418
1987,6,2,2,82,4.4359
1987,6,2,3,70,4.8606
1987,6,2,4,77,3.8946
1987,6,2,5,45,4.0727
1987,6,3,1,112,4.6509
1987,6,3,2,106,4.4499
1987,6,3,3,92,4.9969
1987,6,3,4,97,4.7392
1987,6,3,5,125,5.6085
1987,7,1,1,373,2.8525
1987,7,1,2,161,4.2275
1987,7,1,3,127,5.8726
1987,7,1,4,126,3.9868
1987,7,1,5,144,4.0386
1987,7,2,1,138,3.5993
1987,7,2,2,84,4.2092
1987,7,2,3,63,5.5964
1987,7,2,4,76,4.9440
1987,7,2,5,50,3.1468
1987,7,3,1,115,7.0302
1987,7,3,2,107,6.3491
1987,7,3,3,101,6.6340
1987,7,3,4,113,3.2948
1987,7,3,5,103,4.0425
1987,8,1,1,369,2.1917
1987,8,1,2,161,2.8104
1987,8,1,3,126,3.8964
1987,8,1,4,126,1.8266
1987,8,1,5,143,1.8610
1987,8,2,1,137,4.1735
1987,8,2,2,83,2.6675
1987,8,2,3,63,6.5140
1987,8,2,4,75,1.1907
1987,8,2,5,50,4.3591
1987,8,3,1,115,3.9902
1987,8,3,2,107,3.2073
1987,8,3,3,100,3.7708
1987,8,3,4,112,4.4819
1987,8,3,5,103,2.3272
1987,9,1,1,366,-1.6425
1987,9,1,2,161,-0.1178
1987,9,1,3,125,1.6970
1987,9,1,4,124,0.4084
1987,9,1,5,142,-0.4434
1987,9,2,1,136,-3.5241
1987,9,2,2,83,0.7489
1987,9,2,3,62,-0.2991
1987,9,2,4,75,-1.7309
1987,9,2,5,50,0.3411
1987,9,3,1,115,-3.2591
1987,9,3,2,105,-0.8448
1987,9,3,3,100,-0.8688
1987,9,3,4,112,-3.0072
1987,9,3,5,103,-3.4710
1987,10,1,1,362,-30.1780
1987,10,1,2,157,-26.6056
1987,10,1,3,125,-30.3415
1987,10,1,4,124,-23.8670
1987,10,1,5,141,-27.8679
1987,10,2,1,135,-33.1777
1987,10,2,2,82,-28.2875
1987,10,2,3,62,-28.6838
1987,10,2,4,75,-20.7211
1987,10,2,5,50,-22.4484
1987,10,3,1,115,-26.4595
1987,10,3,2,105,-25.1612
1987,10,3,3,100,-23.5369
1987,10,3,4,112,-16.7016
1987,10,3,5,101,-19.5497
1987,11,1,1,359,-6.7995
1987,11,1,2,156,-3.5356
1987,11,1,3,124,-1.9749
1987,11,1,4,123,-2.4084
1987,11,1,5,140,-2.2920
1987,11,2,1,135,-4.1748
1987,11,2,2,82,-4.7666
1987,11,2,3,61,-3.2425
1987,11,2,4,75,-1.4606
1987,11,2,5,49,-2.4072
1987,11,3,1,113,-8.8069
1987,11,3,2,104,-8.8200
1987,11,3,3,100,-7.3722
1987,11,3,4,112,-9.1544
1987,11,3,5,101,-5.4635
1987,12,1,1,355,4.1103
1987,12,1,2,155,5.3131
1987,12,1,3,122,6.1812
1987,12,1,4,121,4.9563
1987,12,1,5,139,4.7155
1987,12,2,1,133,12.6302
1987,12,2,2,81,9.0950
1987,12,2,3,61,10.3315
1987,12,2,4,75,6.8032
1987,12,2,5,49,3.8675
1987,12,3,1,112,10.8373
1987,12,3,2,104,10.7059
1987,12,3,3,99,9.9740
1987,12,3,4,112,5.5512
1987,12,3,5,101,4.9630
1988,1,1,1,350,5.3707
1988,1,1,2,155,4.6153
1988,1,1,3,122,3.8953
1988,1,1,4,121,4.2260
1988,1,1,5,139,6.1455
1988,1,2,1,131,-0.3455
1988,1,2,2,80,4.1326
1988,1,2,3,60,4.3970
1988,1,2,4,74,4.1154
1988,1,2,5,49,3.9049
1988,1,3,1,112,1.2951
1988,1,3,2,103,2.7397
1988,1,3,3,99,1.3287
1988,1,3,4,112,5.1682
1988,1,3,5,101,8.3468
1988,2,1,1,350,6.7867
1988,2,1,2,155,7.6087
1988,2,1,3,120,11.2824
1988,2,1,4,120,7.1809
1988,2,1,5,137,6.4281
1988,2,2,1,129,11.0915
1988,2,2,2,79,9.7126
1988,2,2,3,60,10.0221
1988,2,2,4,74,6.4780
1988,2,2,5,49,8.2249
1988,2,3,1,112,7.2246
1988,2,3,2,102,7.5554
1988,2,3,3,99,5.3456
1988,2,3,4,112,3.9532
1988,2,3,5,101,3.9830
1988,3,1,1,347,5.6609
1988,3,1,2,154,5.6973
1988,3,1,3,119,5.5580
1988,3,1,4,119,4.3380
1988,3,1,5,136,7.1685
1988,3,2,1,130,2.7378
1988,3,2,2,78,3.6247
1988,3,2,3,60,4.5602
1988,3,2,4,74,0.8912
1988,3,2,5,48,2.7095
1988,3,3,1,112,-2.2493
1988,3,3,2,102,-3.0830
1988,3,3,3,99,-2.8331
1988,3,3,4,112,-3.2608
1988,3,3,5,101,-1.1495
1988,4,1,1,346,2.1682
1988,4,1,2,151,2.8325
1988,4,1,3,118,3.2139
1988,4,1,4,119,2.2044
1988,4,1,5,136,2.8988
1988,4,2,1,130,0.3872
1988,4,2,2,78,0.1989
1988,4,2,3,59,2.6285
1988,4,2,4,72,2.5160
1988,4,2,5,48,3.9751
1988,4,3,1,112,0.0138
1988,4,3,2,101,0.3545
1988,4,3,3,98,0.0598
1988,4,3,4,111,2.0548
1988,4,3,5,101,1.1551
1988,5,1,1,340,-1.8582
1988,5,1,2,150,-0.7936
1988,5,1,3,116,1.4691
1988,5,1,4,118,-0.8976
1988,5,1,5,136,-1.4098
1988,5,2,1,130,-0.4809
1988,5,2,2,78,-0.9711
1988,5,2,3,59,-0.5983
1988,5,2,4,71,-1.5175
1988,5,2,5,47,-0.5871
1988,5,3,1,111,-0.8888
1988,5,3,2,101,-0.2288
1988,5,3,3,97,-0.3764
1988,5,3,4,111,0.9436
1988,5,3,5,101,0.7732
1988,6,1,1,333,4.9374
1988,6,1,2,148,7.4736
1988,6,1,3,112,7.7100
1988,6,1,4,118,7.8823
1988,6,1,5,134,6.7566
1988,6,2,1,129,7.9859
1988,6,2,2,78,8.4371
1988,6,2,3,57,6.6906
1988,6,2,4,71,5.4664
1988,6,2,5,47,6.1694
1988,6,3,1,111,7.1275
1988,6,3,2,101,6.6731
1988,6,3,3,97,5.4567
1988,6,3,4,111,3.2939
1988,6,3,5,100,3.2184
1988,7,1,1,339,-1.3769
1988,7,1,2,171,-0.5744
1988,7,1,3,144,-0.6023
1988,7,1,4,137,0.5072
1988,7,1,5,176,0.0110
1988,7,2,1,148,-1.9504
1988,7,2,2,104,0.3266
1988,7,2,3,73,-0.4663
1988,7,2,4,71,-0.9697
1988,7,2,5,60,-0.5697
1988,7,3,1,107,-3.2130
1988,7,3,2,107,-1.0257
1988,7,3,3,109,-1.6266
1988,7,3,4,100,0.3860
1988,7,3,5,111,0.6633
1988,8,1,1,339,-1.9124
1988,8,1,2,169,-2.4074
1988,8,1,3,144,-3.0513
1988,8,1,4,137,0.3435
1988,8,1,5,172,-1.3803
1988,8,2,1,147,-3.5675
1988,8,2,2,104,-1.9733
1988,8,2,3,72,-2.6716
1988,8,2,4,70,0.4818
1988,8,2,5,60,-3.1394
1988,8,3,1,107,-5.6619
1988,8,3,2,107,-2.0044
1988,8,3,3,109,-3.3723
1988,8,3,4,100,-3.2520
1988,8,3,5,110,-2.5064
1988,9,1,1,334,1.4272
1988,9,1,2,168,3.1393
1988,9,1,3,141,1.6447
1988,9,1,4,136,4.1836
1988,9,1,5,167,2.6304
1988,9,2,1,144,2.9164
1988,9,2,2,104,2.5910
1988,9,2,3,72,2.4395
1988,9,2,4,70,2.8326
1988,9,2,5,59,2.7646
1988,9,3,1,107,4.4661
1988,9,3,2,107,5.3888
1988,9,3,3,109,4.8508
1988,9,3,4,100,3.7588
1988,9,3,5,109,2.9380
1988,10,1,1,332,-3.3755
1988,10,1,2,168,0.1578
1988,10,1,3,141,-0.6492
1988,10,1,4,136,-1.0077
1988,10,1,5,165,-1.0917
1988,10,2,1,143,-0.3085
1988,10,2,2,103,1.7377
1988,10,2,3,71,-0.3850
1988,10,2,4,68,0.5299
1988,10,2,5,59,-0.4803
1988,10,3,1,107,0.3121
1988,10,3,2,107,1.8224
1988,10,3,3,108,2.7615
1988,10,3,4,100,5.2671
1988,10,3,5,109,2.1234
1988,11,1,1,329,-3.1090
1988,11,1,2,166,-3.2729
1988,11,1,3,139,-3.0894
1988,11,1,4,136,-1.4750
1988,11,1,5,163,-1.5980
1988,11,2,1,143,-3.0336
1988,11,2,2,101,-2.8195
1988,11,2,3,71,-1.9991
1988,11,2,4,67,-3.1146
1988,11,2,5,58,-0.6938
1988,11,3,1,107,-2.4163
1988,11,3,2,106,-1.9901
1988,11,3,3,107,-0.5365
1988,11,3,4,100,-1.1840
1988,11,3,5,109,-1.7076
1988,12,1,1,327,3.6213
1988,12,1,2,162,5.8444
1988,12,1,3,138,3.1551
1988,12,1,4,134,2.1432
1988,12,1,5,161,3.7242
1988,12,2,1,142,3.8629
1988,12,2,2,99,4.8670
1988,12,2,3,71,3.2893
1988,12,2,4,67,2.3994
1988,12,2,5,56,3.2366
1988,12,3,1,107,3.6855
1988,12,3,2,106,2.3465
1988,12,3,3,107,2.3390
1988,12,3,4,99,1.7516
1988,12,3,5,109,1.4599
1989,1,1,1,322,3.7714
1989,1,1,2,161,5.5049
1989,1,1,3,137,3.8538
1989,1,1,4,132,5.1458
1989,1,1,5,161,4.5739
1989,1,2,1,141,4.1556
1989,1,2,2,98,4.8434
1989,1,2,3,71,6.1677
1989,1,2,4,67,3.2205
1989,1,2,5,56,3.8635
1989,1,3,1,107,6.8041
1989,1,3,2,106,5.5315
1989,1,3,3,107,8.0863
1989,1,3,4,97,6.5008
1989,1,3,5,108,5.8917
1989,2,1,1,320,0.9617
1989,2,1,2,160,2.3220
1989,2,1,3,135,0.8099
1989,2,1,4,132,0.5043
1989,2,1,5,159,1.0645
1989,2,2,1,141,1.6120
1989,2,2,2,97,-0.0392
1989,2,2,3,71,2.8449
1989,2,2,4,66,0.7914
1989,2,2,5,56,0.6219
1989,2,3,1,107,-2.5531
1989,2,3,2,106,-2.1160
1989,2,3,3,106,-2.1394
1989,2,3,4,97,-2.0630
1989,2,3,5,107,-2.9840
1989,3,1,1,316,3.3694
1989,3,1,2,158,2.3280
1989,3,1,3,134,3.7219
1989,3,1,4,131,2.0797
1989,3,1,5,158,2.1503
1989,3,2,1,141,3.2434
1989,3,2,2,97,3.0745
1989,3,2,3,70,2.3057
1989,3,2,4,66,2.3245
1989,3,2,5,56,1.7060
1989,3,3,1,107,1.2125
1989,3,3,2,106,1.6191
1989,3,3,3,106,2.7160
1989,3,3,4,97,2.5580
1989,3,3,5,107,0.6678
1989,4,1,1,316,3.5001
1989,4,1,2,157,4.4232
1989,4,1,3,134,1.1559
1989,4,1,4,130,1.2492
1989,4,1,5,156,4.5618
1989,4,2,1,139,5.4798
1989,4,2,2,97,4.4666
1989,4,2,3,69,4.4694
1989,4,2,4,66,3.4145
1989,4,2,5,56,5.0756
1989,4,3,1,107,6.4241
1989,4,3,2,105,5.4710
1989,4,3,3,106,6.5573
1989,4,3,4,97,5.3720
1989,4,3,5,106,2.7396
1989,5,1,1,315,3.0993
1989,5,1,2,155,2.5260
1989,5,1,3,133,3.9966
1989,5,1,4,129,3.5414
1989,5,1,5,156,5.2466
1989,5,2,1,138,3.9011
1989,5,2,2,97,3.9760
1989,5,2,3,68,3.6023
1989,5,2,4,66,6.1686
1989,5,2,5,56,6.2013
1989,5,3,1,107,5.6335
1989,5,3,2,105,5.2370
1989,5,3,3,106,4.3789
1989,5,3,4,97,3.1491
1989,5,3,5,106,3.2877
1989,6,1,1,313,-1.0873
1989,6,1,2,152,-1.9681
1989,6,1,3,130,0.8218
1989,6,1,4,126,-1.9138
1989,6,1,5,157,0.7780
1989,6,2,1,137,-1.6295
1989,6,2,2,96,-1.1217
1989,6,2,3,68,-0.8116
1989,6,2,4,65,1.0643
1989,6,2,5,56,0.2343
1989,6,3,1,106,-1.6567
1989,6,3,2,105,-1.2610
1989,6,3,3,106,-1.1194
1989,6,3,4,96,-0.6854
1989,6,3,5,106,1.0570
1989,7,1,1,395,3.4589
1989,7,1,2,190,1.7488
1989,7,1,3,96,3.6961
1989,7,1,4,150,2.7191
1989,7,1,5,179,1.1247
1989,7,2,1,144,3.9045
1989,7,2,2,88,3.8902
1989,7,2,3,70,4.3880
1989,7,2,4,74,3.0549
1989,7,2,5,58,4.9983
1989,7,3,1,104,8.8774
1989,7,3,2,106,9.8329
1989,7,3,3,114,9.4117
1989,7,3,4,109,7.2836
1989,7,3,5,105,7.6799
1989,8,1,1,393,0.4141
1989,8,1,2,189,2.0482
1989,8,1,3,96,0.6166
1989,8,1,4,149,1.5378
1989,8,1,5,178,0.9060
1989,8,2,1,144,3.5882
1989,8,2,2,88,2.4745
1989,8,2,3,70,2.0084
1989,8,2,4,74,4.0702
1989,8,2,5,58,3.2541
1989,8,3,1,102,2.1742
1989,8,3,2,105,1.4744
1989,8,3,3,112,1.3422
1989,8,3,4,109,2.0774
1989,8,3,5,105,2.3432
1989,9,1,1,392,-0.0847
1989,9,1,2,189,-0.9946
1989,9,1,3,96,0.5011
1989,9,1,4,148,-0.5290
1989,9,1,5,178,-1.2551
1989,9,2,1,142,0.8874
1989,9,2,2,88,0.7870
1989,9,2,3,70,-1.7471
1989,9,2,4,74,-0.7223
1989,9,2,5,55,0.4147
1989,9,3,1,101,-0.8060
1989,9,3,2,105,-1.5007
1989,9,3,3,112,-0.4165
1989,9,3,4,108,-0.7547
1989,9,3,5,104,-0.1920
1989,10,1,1,392,-5.3110
1989,10,1,2,187,-4.3072
1989,10,1,3,96,-5.3873
1989,10,1,4,148,-4.4902
1989,10,1,5,175,-6.1359
1989,10,2,1,142,-6.4697
1989,10,2,2,87,-5.7797
1989,10,2,3,70,-5.6002
1989,10,2,4,73,-2.4142
1989,10,2,5,55,-4.2905
1989,10,3,1,101,-3.3401
1989,10,3,2,105,-1.5452
1989,10,3,3,112,-3.3157
1989,10,3,4,108,-1.5654
1989,10,3,5,104,-2.1865
1989,11,1,1,389,0.1759
1989,11,1,2,186,-0.0907
1989,11,1,3,95,-2.2627
1989,11,1,4,146,0.2726
1989,11,1,5,174,-0.4681
1989,11,2,1,142,1.9231
1989,11,2,2,87,0.5175
1989,11,2,3,70,0.5983
1989,11,2,4,73,0.0249
1989,11,2,5,55,2.1584
1989,11,3,1,101,3.2793
1989,11,3,2,105,1.9952
1989,11,3,3,112,3.1497
1989,11,3,4,108,1.4217
1989,11,3,5,103,1.5854
1989,12,1,1,385,-0.8898
1989,12,1,2,186,0.2031
1989,12,1,3,95,-1.3550
1989,12,1,4,144,0.8342
1989,12,1,5,171,-1.2393
1989,12,2,1,141,0.7831
1989,12,2,2,85,1.3774
1989,12,2,3,69,1.5422
1989,12,2,4,73,1.3794
1989,12,2,5,55,0.3302
1989,12,3,1,100,0.3579
1989,12,3,2,105,2.4493
1989,12,3,3,112,2.5964
1989,12,3,4,108,3.1220
1989,12,3,5,103,4.1707
1990,1,1,1,382,-8.1484
1990,1,1,2,185,-6.8324
1990,1,1,3,95,-6.2951
1990,1,1,4,144,-5.9969
1990,1,1,5,171,-7.7596
1990,1,2,1,141,-9.5087
1990,1,2,2,84,-7.1932
1990,1,2,3,69,-6.8291
1990,1,2,4,72,-6.7750
1990,1,2,5,55,-8.0412
1990,1,3,1,98,-6.8435
1990,1,3,2,104,-7.2985
1990,1,3,3,112,-7.1469
1990,1,3,4,108,-5.6839
1990,1,3,5,103,-6.6258
1990,2,1,1,381,3.1130
1990,2,1,2,183,1.1032
1990,2,1,3,95,1.3873
1990,2,1,4,142,1.4966
1990,2,1,5,171,1.9987
1990,2,2,1,140,3.4902
1990,2,2,2,83,0.8344
1990,2,2,3,68,2.3651
1990,2,2,4,71,1.8121
1990,2,2,5,55,1.4250
1990,2,3,1,95,2.5313
1990,2,3,2,103,1.0060
1990,2,3,3,111,0.5873
1990,2,3,4,108,1.7897
1990,2,3,5,103,1.2480
1990,3,1,1,380,3.8696
1990,3,1,2,182,3.6204
1990,3,1,3,94,3.8778
1990,3,1,4,142,1.2898
1990,3,1,5,169,3.5928
1990,3,2,1,140,4.3167
1990,3,2,2,83,3.9034
1990,3,2,3,68,5.1862
1990,3,2,4,70,3.8509
1990,3,2,5,54,2.2918
1990,3,3,1,96,3.2711
1990,3,3,2,103,3.5298
1990,3,3,3,111,3.3665
1990,3,3,4,108,2.9537
1990,3,3,5,103,1.8435
