year,month,rank_ME,rank_EMq_1,nstocks,ret_vw
1976,5,2,2,64,-2.7125
1976,5,2,3,72,1.0964
1976,5,2,4,46,-1.1230
1976,5,2,5,60,-0.5341
1976,5,3,1,78,1.3306
1976,5,3,2,104,1.1689
1976,5,3,3,95,-1.2831
1976,5,3,4,114,1.1256
1976,5,3,5,122,-2.4414
1976,6,1,1,217,2.9585
1976,6,1,2,143,3.6885
1976,6,1,3,123,3.7061
1976,6,1,4,78,4.0270
1976,6,1,5,110,3.6813
1976,6,2,1,96,5.1157
1976,6,2,2,67,3.2199
1976,6,2,3,72,3.5472
1976,6,2,4,51,5.9404
1976,6,2,5,62,4.1419
1976,6,3,1,77,6.8796
1976,6,3,2,104,5.6554
1976,6,3,3,101,3.5142
1976,6,3,4,115,5.2063
1976,6,3,5,118,2.1836
1976,7,1,1,214,0.3700
1976,7,1,2,141,0.5135
1976,7,1,3,115,1.0558
1976,7,1,4,89,-1.8908
1976,7,1,5,109,-0.0276
1976,7,2,1,111,0.8633
1976,7,2,2,63,0.0676
1976,7,2,3,73,0.3639
1976,7,2,4,47,-0.4108
1976,7,2,5,61,-2.1959
1976,7,3,1,70,-0.0333
1976,7,3,2,104,-1.0596
1976,7,3,3,97,0.0712
1976,7,3,4,119,-1.7131
1976,7,3,5,119,-2.6429
1976,8,1,1,168,-1.9143
1976,8,1,2,119,-1.6518
1976,8,1,3,75,-2.8527
1976,8,1,4,67,-2.3310
1976,8,1,5,110,-3.3589
1976,8,2,1,65,-3.5771
1976,8,2,2,57,-2.2843
1976,8,2,3,54,-2.9040
1976,8,2,4,41,-3.7569
1976,8,2,5,41,-7.0410
1976,8,3,1,40,0.5864
1976,8,3,2,58,-0.3010
1976,8,3,3,70,-0.5687
1976,8,3,4,83,-1.3259
1976,8,3,5,69,-0.5389
1976,9,1,1,155,3.7813
1976,9,1,2,97,1.9374
1976,9,1,3,57,1.1462
1976,9,1,4,66,3.3605
1976,9,1,5,93,-0.2193
1976,9,2,1,58,2.5902
1976,9,2,2,51,1.5801
1976,9,2,3,51,2.6711
1976,9,2,4,44,3.3858
1976,9,2,5,43,2.1050
1976,9,3,1,47,5.7204
1976,9,3,2,58,3.2571
1976,9,3,3,69,1.6250
1976,9,3,4,73,1.2365
1976,9,3,5,67,1.2102
1976,10,1,1,188,-2.2623
1976,10,1,2,112,-2.9271
1976,10,1,3,67,-3.8075
1976,10,1,4,76,-3.0488
1976,10,1,5,113,-4.7084
1976,10,2,1,62,-2.5943
1976,10,2,2,57,-2.2559
1976,10,2,3,51,-2.4225
1976,10,2,4,45,-3.3845
1976,10,2,5,46,-5.2660
1976,10,3,1,46,-2.1255
1976,10,3,2,60,-3.7329
1976,10,3,3,70,-2.3888
1976,10,3,4,73,-2.3510
1976,10,3,5,70,-2.3708
1976,11,1,1,210,2.6818
1976,11,1,2,97,3.2133
1976,11,1,3,88,3.4271
1976,11,1,4,71,2.9150
1976,11,1,5,113,2.7379
1976,11,2,1,63,3.3873
1976,11,2,2,56,5.6633
1976,11,2,3,55,5.3219
1976,11,2,4,47,5.6618
1976,11,2,5,45,9.5099
1976,11,3,1,50,-0.3987
1976,11,3,2,56,2.3651
1976,11,3,3,65,0.3844
1976,11,3,4,82,1.1629
1976,11,3,5,80,0.5094
1976,12,1,1,222,12.7024
1976,12,1,2,102,10.2530
1976,12,1,3,80,9.7190
1976,12,1,4,68,9.1175
1976,12,1,5,110,8.9599
1976,12,2,1,57,10.4037
1976,12,2,2,64,9.7164
1976,12,2,3,52,7.4387
1976,12,2,4,45,8.1086
1976,12,2,5,43,7.0277
1976,12,3,1,54,7.5736
1976,12,3,2,52,5.6721
1976,12,3,3,78,8.2604
1976,12,3,4,78,6.4632
1976,12,3,5,76,3.4166
1977,1,1,1,214,5.4803
1977,1,1,2,103,3.1854
1977,1,1,3,80,4.2514
1977,1,1,4,72,6.2964
1977,1,1,5,108,2.0904
1977,1,2,1,61,-1.2336
1977,1,2,2,64,1.2792
1977,1,2,3,41,1.1120
1977,1,2,4,52,3.1045
1977,1,2,5,43,3.5634
1977,1,3,1,54,-0.8156
1977,1,3,2,58,-3.4892
1977,1,3,3,75,-1.5146
1977,1,3,4,76,-5.0578
1977,1,3,5,77,-8.8442
1977,2,1,1,192,0.3870
1977,2,1,2,109,-1.8607
1977,2,1,3,80,-1.8781
1977,2,1,4,55,-1.9229
1977,2,1,5,127,-1.2454
1977,2,2,1,57,0.2772
1977,2,2,2,60,-1.2820
1977,2,2,3,48,-1.6204
1977,2,2,4,49,-2.7223
1977,2,2,5,42,-1.2186
1977,2,3,1,49,-2.6306
1977,2,3,2,62,-2.5895
1977,2,3,3,74,-1.7493
1977,2,3,4,81,-2.6876
1977,2,3,5,71,-0.6766
1977,3,1,1,192,1.6602
1977,3,1,2,107,1.1236
1977,3,1,3,96,0.9486
1977,3,1,4,65,0.0397
1977,3,1,5,120,1.1880
1977,3,2,1,59,1.3951
1977,3,2,2,59,-1.1655
1977,3,2,3,50,0.2636
1977,3,2,4,42,1.2225
1977,3,2,5,46,-1.0684
1977,3,3,1,49,-1.4662
1977,3,3,2,55,-1.4422
1977,3,3,3,72,-1.8870
1977,3,3,4,86,-0.6659
1977,3,3,5,76,-1.9104
1977,4,1,1,200,1.1834
1977,4,1,2,103,1.8762
1977,4,1,3,97,2.2454
1977,4,1,4,59,0.3575
1977,4,1,5,122,-0.6943
1977,4,2,1,57,2.7500
1977,4,2,2,64,2.5676
1977,4,2,3,44,1.5546
1977,4,2,4,45,2.7053
1977,4,2,5,44,0.2980
1977,4,3,1,56,2.0928
1977,4,3,2,52,2.9680
1977,4,3,3,76,1.9289
1977,4,3,4,82,-0.2296
1977,4,3,5,77,-1.8646
1977,5,1,1,189,0.1254
1977,5,1,2,123,0.9150
1977,5,1,3,98,-0.0195
1977,5,1,4,81,-1.4595
1977,5,1,5,136,0.2120
1977,5,2,1,63,1.6899
1977,5,2,2,61,0.9372
1977,5,2,3,56,0.5936
1977,5,2,4,52,-0.1728
1977,5,2,5,62,-1.0304
1977,5,3,1,71,-0.5468
1977,5,3,2,79,-0.2832
1977,5,3,3,95,-0.3589
1977,5,3,4,93,-3.7176
1977,5,3,5,81,-4.7285
1977,6,1,1,191,8.5511
1977,6,1,2,121,10.3518
1977,6,1,3,90,9.2044
1977,6,1,4,80,5.7613
1977,6,1,5,147,6.7266
1977,6,2,1,61,7.2752
1977,6,2,2,56,6.4668
1977,6,2,3,61,7.4253
1977,6,2,4,49,7.5101
1977,6,2,5,62,7.5153
1977,6,3,1,71,5.3881
1977,6,3,2,80,5.4929
1977,6,3,3,99,4.1532
1977,6,3,4,95,2.9180
1977,6,3,5,77,4.2782
1977,7,1,1,182,0.1640
1977,7,1,2,120,0.1975
1977,7,1,3,85,-0.8676
1977,7,1,4,83,-1.7358
1977,7,1,5,149,0.3088
1977,7,2,1,63,-1.2998
1977,7,2,2,56,-0.9734
1977,7,2,3,58,-0.9980
1977,7,2,4,57,-0.2553
1977,7,2,5,62,-3.3311
1977,7,3,1,71,-0.9869
1977,7,3,2,81,-1.6601
1977,7,3,3,98,-2.7033
1977,7,3,4,92,-3.5358
1977,7,3,5,78,-4.0335
1977,8,1,1,172,-1.1499
1977,8,1,2,118,-0.9347
1977,8,1,3,79,-1.1037
1977,8,1,4,78,-0.4413
1977,8,1,5,141,-4.5843
1977,8,2,1,66,-0.9227
1977,8,2,2,61,-2.1720
1977,8,2,3,51,-2.0134
1977,8,2,4,52,-1.9160
1977,8,2,5,50,-0.9537
1977,8,3,1,76,-4.7253
1977,8,3,2,75,-2.2026
1977,8,3,3,97,-3.0171
1977,8,3,4,101,-0.4462
1977,8,3,5,84,-1.6602
1977,9,1,1,169,1.2359
1977,9,1,2,116,2.4423
1977,9,1,3,72,-0.3670
1977,9,1,4,84,1.2831
1977,9,1,5,132,1.6544
1977,9,2,1,69,0.7675
1977,9,2,2,61,3.5827
1977,9,2,3,59,1.3659
1977,9,2,4,46,0.2357
1977,9,2,5,54,1.2105
1977,9,3,1,72,0.7187
1977,9,3,2,73,-0.0248
1977,9,3,3,96,0.7923
1977,9,3,4,97,-0.5698
1977,9,3,5,84,-0.8611
1977,10,1,1,163,-0.5676
1977,10,1,2,117,-2.1679
1977,10,1,3,77,-4.5124
1977,10,1,4,76,-3.6530
1977,10,1,5,134,-3.6967
1977,10,2,1,70,-3.6781
1977,10,2,2,60,-2.4138
1977,10,2,3,58,-4.1027
1977,10,2,4,51,-3.0125
1977,10,2,5,54,-2.4046
1977,10,3,1,70,-2.7280
1977,10,3,2,77,-3.8999
1977,10,3,3,88,-3.7092
1977,10,3,4,102,-5.2159
1977,10,3,5,84,-3.6383
1977,11,1,1,195,11.4708
1977,11,1,2,99,10.3295
1977,11,1,3,95,8.7760
1977,11,1,4,97,10.9015
1977,11,1,5,108,4.3550
1977,11,2,1,70,10.1050
1977,11,2,2,64,10.8003
1977,11,2,3,63,9.0458
1977,11,2,4,48,8.2963
1977,11,2,5,50,3.3823
1977,11,3,1,64,2.1567
1977,11,3,2,83,5.4588
1977,11,3,3,85,5.4313
1977,11,3,4,105,4.7877
1977,11,3,5,91,3.9878
1977,12,1,1,195,2.4691
1977,12,1,2,116,2.0120
1977,12,1,3,80,0.7771
1977,12,1,4,103,1.5653
1977,12,1,5,107,1.4902
1977,12,2,1,68,-0.7287
1977,12,2,2,58,1.4071
1977,12,2,3,73,2.5825
1977,12,2,4,51,1.5496
1977,12,2,5,49,-1.2530
1977,12,3,1,73,2.3504
1977,12,3,2,78,-0.2957
1977,12,3,3,94,1.0481
1977,12,3,4,97,-1.0041
1977,12,3,5,84,-0.5749
1978,1,1,1,197,-0.6602
1978,1,1,2,114,-2.5125
1978,1,1,3,87,0.5002
1978,1,1,4,92,-0.2689
1978,1,1,5,104,0.4151
1978,1,2,1,74,-4.2149
1978,1,2,2,56,-4.5287
1978,1,2,3,61,-4.3766
1978,1,2,4,55,-4.9989
1978,1,2,5,58,-1.2112
1978,1,3,1,71,-6.2415
1978,1,3,2,82,-6.3366
1978,1,3,3,94,-6.7963
1978,1,3,4,96,-7.9612
1978,1,3,5,86,-4.9100
1978,2,1,1,178,3.7391
1978,2,1,2,105,4.3104
1978,2,1,3,96,3.3831
1978,2,1,4,77,2.7324
1978,2,1,5,118,2.1363
1978,2,2,1,64,0.9707
1978,2,2,2,54,5.2143
1978,2,2,3,64,3.1637
1978,2,2,4,42,1.6040
1978,2,2,5,67,0.3445
1978,2,3,1,68,-0.6156
1978,2,3,2,85,-0.8261
1978,2,3,3,92,-1.9519
1978,2,3,4,92,-2.1448
1978,2,3,5,80,-2.4822
1978,3,1,1,178,10.1410
1978,3,1,2,105,8.0392
1978,3,1,3,96,7.7258
1978,3,1,4,76,7.0534
1978,3,1,5,122,5.6910
1978,3,2,1,69,6.3599
1978,3,2,2,51,8.4213
1978,3,2,3,53,4.5862
1978,3,2,4,46,8.0114
1978,3,2,5,66,4.0996
1978,3,3,1,60,4.7173
1978,3,3,2,87,4.0404
1978,3,3,3,97,2.4052
1978,3,3,4,93,2.7662
1978,3,3,5,79,0.6493
1978,4,1,1,166,8.0259
1978,4,1,2,121,6.2154
1978,4,1,3,89,12.1169
1978,4,1,4,76,7.3793
1978,4,1,5,126,6.8297
1978,4,2,1,69,8.6415
1978,4,2,2,51,9.0671
1978,4,2,3,57,8.0976
1978,4,2,4,45,4.7523
1978,4,2,5,63,4.8672
1978,4,3,1,64,8.6551
1978,4,3,2,87,8.7656
1978,4,3,3,90,9.5393
1978,4,3,4,96,6.0609
1978,4,3,5,75,3.4868
1978,5,1,1,173,8.5656
1978,5,1,2,126,8.1158
1978,5,1,3,91,8.5163
1978,5,1,4,104,5.6895
1978,5,1,5,116,5.1203
1978,5,2,1,75,5.1230
1978,5,2,2,67,5.0319
1978,5,2,3,63,6.1120
1978,5,2,4,63,5.5049
1978,5,2,5,58,5.4531
1978,5,3,1,84,1.1047
1978,5,3,2,89,2.8017
1978,5,3,3,101,2.0681
1978,5,3,4,106,0.3091
1978,5,3,5,101,1.1707
1978,6,1,1,170,0.1545
1978,6,1,2,117,0.5794
1978,6,1,3,96,-0.7566
1978,6,1,4,114,0.1568
1978,6,1,5,115,-1.5334
1978,6,2,1,73,-1.5119
1978,6,2,2,65,-2.4534
1978,6,2,3,64,0.3940
1978,6,2,4,58,-0.3616
1978,6,2,5,61,5.4333
1978,6,3,1,82,-3.8612
1978,6,3,2,90,-1.8354
1978,6,3,3,102,-2.1971
1978,6,3,4,112,-0.6759
1978,6,3,5,99,-0.5941
1978,7,1,1,160,5.0769
1978,7,1,2,114,6.3409
1978,7,1,3,112,4.6349
1978,7,1,4,103,6.5774
1978,7,1,5,110,7.7464
1978,7,2,1,76,5.1412
1978,7,2,2,62,6.8616
1978,7,2,3,57,6.4078
1978,7,2,4,72,7.7626
1978,7,2,5,61,5.1987
1978,7,3,1,83,4.7267
1978,7,3,2,87,7.0957
1978,7,3,3,109,4.7845
1978,7,3,4,103,7.0242
1978,7,3,5,100,4.3200
1978,8,1,1,150,8.4695
1978,8,1,2,132,9.7679
1978,8,1,3,72,7.0340
1978,8,1,4,96,10.0970
1978,8,1,5,119,7.4696
1978,8,2,1,70,8.7926
1978,8,2,2,64,7.7541
1978,8,2,3,46,7.9143
1978,8,2,4,51,8.5197
1978,8,2,5,69,9.1857
1978,8,3,1,77,4.7780
1978,8,3,2,80,2.8785
1978,8,3,3,95,3.7710
1978,8,3,4,94,3.7480
1978,8,3,5,77,1.9994
1978,9,1,1,138,1.0357
1978,9,1,2,116,-1.1676
1978,9,1,3,82,0.0576
1978,9,1,4,90,-0.4894
1978,9,1,5,135,-0.4319
1978,9,2,1,60,-1.4016
1978,9,2,2,70,-1.8777
1978,9,2,3,45,-0.3611
1978,9,2,4,61,-3.7905
1978,9,2,5,71,-1.2659
1978,9,3,1,82,3.4072
1978,9,3,2,75,0.7802
1978,9,3,3,91,-1.3714
1978,9,3,4,86,-1.3586
1978,9,3,5,77,-1.1467
1978,10,1,1,146,-18.1741
1978,10,1,2,114,-21.4744
1978,10,1,3,71,-23.6690
1978,10,1,4,98,-25.6097
1978,10,1,5,138,-24.8785
1978,10,2,1,65,-15.4718
1978,10,2,2,62,-20.8621
1978,10,2,3,48,-17.8723
1978,10,2,4,62,-20.7194
1978,10,2,5,69,-22.2493
1978,10,3,1,78,-9.6614
1978,10,3,2,79,-10.1157
1978,10,3,3,95,-10.2120
1978,10,3,4,82,-10.2997
1978,10,3,5,80,-11.0733
1978,11,1,1,162,9.6549
1978,11,1,2,115,6.9357
1978,11,1,3,86,9.9327
1978,11,1,4,107,7.7739
1978,11,1,5,107,4.7241
1978,11,2,1,76,4.4674
1978,11,2,2,52,7.0045
1978,11,2,3,53,7.6991
1978,11,2,4,64,9.4362
1978,11,2,5,57,5.7657
1978,11,3,1,67,4.8520
1978,11,3,2,82,3.0679
1978,11,3,3,103,2.0845
1978,11,3,4,94,5.0674
1978,11,3,5,81,3.2598
1978,12,1,1,164,2.3546
1978,12,1,2,106,0.4240
1978,12,1,3,91,3.6938
1978,12,1,4,104,-0.4523
1978,12,1,5,101,-0.8382
1978,12,2,1,66,2.2222
1978,12,2,2,53,1.5295
1978,12,2,3,62,2.7500
1978,12,2,4,67,2.7572
1978,12,2,5,57,1.6266
1978,12,3,1,74,1.6438
1978,12,3,2,80,0.4490
1978,12,3,3,107,0.8398
1978,12,3,4,84,2.0871
1978,12,3,5,82,-1.2599
1979,1,1,1,170,10.6110
1979,1,1,2,108,10.0447
1979,1,1,3,87,7.8443
1979,1,1,4,96,11.7659
1979,1,1,5,103,10.8547
1979,1,2,1,67,9.8006
1979,1,2,2,48,8.5760
1979,1,2,3,62,9.8585
1979,1,2,4,65,8.2106
1979,1,2,5,61,7.3109
1979,1,3,1,76,4.8770
1979,1,3,2,86,6.6987
1979,1,3,3,102,4.4979
1979,1,3,4,84,3.6869
1979,1,3,5,86,5.5859
1979,2,1,1,173,-1.9247
1979,2,1,2,104,-1.2527
1979,2,1,3,69,-1.6497
1979,2,1,4,99,-3.6636
1979,2,1,5,110,-2.8932
1979,2,2,1,65,-3.8691
1979,2,2,2,58,-4.3928
1979,2,2,3,49,-4.0041
1979,2,2,4,59,-3.5534
1979,2,2,5,69,-0.2029
1979,2,3,1,75,-1.1541
1979,2,3,2,83,-2.1790
1979,2,3,3,99,-2.5593
1979,2,3,4,91,-3.3036
1979,2,3,5,79,-2.7118
1979,3,1,1,170,8.1145
1979,3,1,2,100,12.0421
1979,3,1,3,75,7.1333
1979,3,1,4,103,9.6555
1979,3,1,5,105,9.4473
1979,3,2,1,64,13.1167
1979,3,2,2,59,10.5157
1979,3,2,3,47,9.8238
1979,3,2,4,66,9.0723
1979,3,2,5,64,8.0390
1979,3,3,1,68,8.1795
1979,3,3,2,78,7.6744
1979,3,3,3,100,6.4667
1979,3,3,4,89,6.2864
1979,3,3,5,87,3.8762
1979,4,1,1,175,2.9224
1979,4,1,2,99,3.1524
1979,4,1,3,75,-0.2487
1979,4,1,4,93,1.8098
1979,4,1,5,111,0.5978
1979,4,2,1,62,1.8168
1979,4,2,2,62,3.8757
1979,4,2,3,47,6.2855
1979,4,2,4,72,1.2924
1979,4,2,5,63,0.5935
1979,4,3,1,72,3.2428
1979,4,3,2,71,1.5009
1979,4,3,3,99,-0.0324
1979,4,3,4,86,-0.8199
1979,4,3,5,88,-2.2425
1979,5,1,1,169,-0.4227
1979,5,1,2,106,-0.3337
1979,5,1,3,89,-0.8961
1979,5,1,4,94,-3.5148
1979,5,1,5,105,-1.3653
1979,5,2,1,60,-2.2797
1979,5,2,2,61,0.3952
1979,5,2,3,59,-2.3582
1979,5,2,4,82,-2.5908
1979,5,2,5,70,0.0295
1979,5,3,1,86,-3.1436
1979,5,3,2,84,-1.7222
1979,5,3,3,113,-2.2483
1979,5,3,4,98,-0.1786
1979,5,3,5,91,0.6130
1979,6,1,1,171,3.8461
1979,6,1,2,90,2.5497
1979,6,1,3,100,5.5854
1979,6,1,4,96,4.9800
1979,6,1,5,110,10.8829
1979,6,2,1,61,4.2892
1979,6,2,2,61,6.4154
1979,6,2,3,62,1.6157
1979,6,2,4,78,5.1446
1979,6,2,5,69,6.8590
1979,6,3,1,83,6.3477
1979,6,3,2,87,3.1654
1979,6,3,3,113,5.7225
1979,6,3,4,99,3.6083
1979,6,3,5,94,4.7503
1979,7,1,1,162,3.1944
1979,7,1,2,104,3.0709
1979,7,1,3,93,2.3927
1979,7,1,4,97,2.5057
1979,7,1,5,105,0.7081
1979,7,2,1,67,3.3844
1979,7,2,2,52,3.1377
1979,7,2,3,58,5.6828
1979,7,2,4,69,5.4096
1979,7,2,5,80,0.5949
1979,7,3,1,81,2.3951
1979,7,3,2,90,2.4674
1979,7,3,3,106,2.1186
1979,7,3,4,107,1.3536
1979,7,3,5,93,0.8505
1979,8,1,1,147,8.3282
1979,8,1,2,108,9.7651
1979,8,1,3,93,7.2651
1979,8,1,4,74,8.2245
1979,8,1,5,128,7.1269
1979,8,2,1,66,8.2061
1979,8,2,2,59,9.2527
1979,8,2,3,54,7.2449
1979,8,2,4,54,9.0457
1979,8,2,5,75,6.9211
1979,8,3,1,71,6.5628
1979,8,3,2,78,8.1118
1979,8,3,3,92,7.7230
1979,8,3,4,107,5.8552
1979,8,3,5,74,3.5618
1979,9,1,1,134,-0.2542
1979,9,1,2,122,-0.1074
1979,9,1,3,83,0.2214
1979,9,1,4,91,-1.0618
1979,9,1,5,117,0.1023
1979,9,2,1,71,-1.5999
1979,9,2,2,52,-2.3954
1979,9,2,3,61,-0.1037
1979,9,2,4,43,-0.1437
1979,9,2,5,76,4.7489
1979,9,3,1,74,3.7102
1979,9,3,2,73,1.7461
1979,9,3,3,94,0.6832
1979,9,3,4,102,0.3503
1979,9,3,5,76,-0.5056
1979,10,1,1,150,-9.3851
1979,10,1,2,104,-11.2098
1979,10,1,3,87,-12.0089
1979,10,1,4,94,-11.2900
1979,10,1,5,111,-11.1882
1979,10,2,1,65,-10.8595
1979,10,2,2,56,-9.4147
1979,10,2,3,58,-10.3888
1979,10,2,4,52,-10.3454
1979,10,2,5,76,-10.0484
1979,10,3,1,73,-4.1933
1979,10,3,2,74,-6.7986
1979,10,3,3,95,-6.6552
1979,10,3,4,91,-6.9439
1979,10,3,5,85,-7.4571
1979,11,1,1,129,6.5928
1979,11,1,2,121,6.7943
1979,11,1,3,98,10.8367
1979,11,1,4,112,12.7163
1979,11,1,5,97,7.4052
1979,11,2,1,71,8.0778
1979,11,2,2,61,7.1763
1979,11,2,3,51,7.7547
1979,11,2,4,69,10.5559
1979,11,2,5,64,9.5891
1979,11,3,1,73,4.8842
1979,11,3,2,80,5.4953
1979,11,3,3,94,7.1769
1979,11,3,4,89,8.2978
1979,11,3,5,94,6.9842
1979,12,1,1,140,6.4688
1979,12,1,2,111,8.2802
1979,12,1,3,105,6.9489
1979,12,1,4,105,8.9746
1979,12,1,5,96,5.5221
1979,12,2,1,73,5.8690
1979,12,2,2,69,3.7639
1979,12,2,3,50,7.0630
1979,12,2,4,67,4.8625
1979,12,2,5,63,6.8691
1979,12,3,1,78,3.7525
1979,12,3,2,76,0.5174
1979,12,3,3,95,4.2242
1979,12,3,4,87,4.3151
1979,12,3,5,95,-0.7098
1980,1,1,1,139,8.7457
1980,1,1,2,108,6.5278
1980,1,1,3,110,11.8478
1980,1,1,4,97,13.0073
1980,1,1,5,90,9.9779
1980,1,2,1,74,7.9546
1980,1,2,2,64,4.8539
1980,1,2,3,55,4.5330
1980,1,2,4,59,4.4900
1980,1,2,5,72,7.3282
1980,1,3,1,74,11.1012
1980,1,3,2,83,8.8976
1980,1,3,3,91,8.1754
1980,1,3,4,94,6.8671
1980,1,3,5,90,2.4174
1980,2,1,1,153,-1.8507
1980,2,1,2,64,-3.6971
1980,2,1,3,113,-2.5427
1980,2,1,4,77,-1.2545
1980,2,1,5,137,-1.8532
1980,2,2,1,67,-4.9708
1980,2,2,2,61,-3.9976
1980,2,2,3,59,-3.6804
1980,2,2,4,47,-1.2524
1980,2,2,5,75,-0.9955
1980,2,3,1,84,9.8220
1980,2,3,2,78,-1.1553
1980,2,3,3,81,0.2026
1980,2,3,4,106,0.7361
1980,2,3,5,84,2.3565
1980,3,1,1,147,-16.0712
1980,3,1,2,77,-16.2857
1980,3,1,3,102,-17.8983
1980,3,1,4,87,-18.1826
1980,3,1,5,119,-20.7147
1980,3,2,1,68,-14.8009
1980,3,2,2,66,-14.6767
1980,3,2,3,52,-14.4561
1980,3,2,4,45,-12.6099
1980,3,2,5,80,-19.2469
1980,3,3,1,77,-14.6953
1980,3,3,2,71,-11.5076
1980,3,3,3,85,-12.4650
1980,3,3,4,93,-12.3379
1980,3,3,5,104,-15.9666
1980,4,1,1,148,5.4031
1980,4,1,2,92,4.8527
1980,4,1,3,98,5.2619
1980,4,1,4,83,7.7597
1980,4,1,5,107,5.6921
1980,4,2,1,70,7.3776
1980,4,2,2,69,4.7839
1980,4,2,3,52,5.8551
1980,4,2,4,50,4.7867
1980,4,2,5,70,8.0600
1980,4,3,1,75,5.2553
1980,4,3,2,76,4.0435
1980,4,3,3,86,5.3329
1980,4,3,4,91,6.8581
1980,4,3,5,101,10.2856
1980,5,1,1,147,9.8823
1980,5,1,2,116,5.8885
1980,5,1,3,74,4.3555
1980,5,1,4,97,6.2910
1980,5,1,5,92,6.3333
1980,5,2,1,79,8.3537
1980,5,2,2,61,10.8262
1980,5,2,3,63,9.0758
1980,5,2,4,69,6.6345
1980,5,2,5,62,8.0721
1980,5,3,1,80,6.1529
1980,5,3,2,94,5.9139
1980,5,3,3,99,5.0428
1980,5,3,4,99,6.5479
1980,5,3,5,115,4.8937
1980,6,1,1,157,5.2998
1980,6,1,2,106,5.0893
1980,6,1,3,78,1.7797
1980,6,1,4,90,2.9197
1980,6,1,5,96,4.5336
1980,6,2,1,79,5.2013
1980,6,2,2,61,3.0566
1980,6,2,3,74,3.5175
1980,6,2,4,62,4.8685
1980,6,2,5,62,4.9165
1980,6,3,1,74,1.9994
1980,6,3,2,95,3.8518
1980,6,3,3,97,5.6800
1980,6,3,4,107,2.7516
1980,6,3,5,116,6.1478
1980,7,1,1,142,11.0156
1980,7,1,2,109,8.5733
1980,7,1,3,85,12.2892
1980,7,1,4,82,13.8592
1980,7,1,5,94,11.4734
1980,7,2,1,81,9.7674
1980,7,2,2,67,12.4925
1980,7,2,3,63,9.6837
1980,7,2,4,68,10.0841
1980,7,2,5,67,7.3734
1980,7,3,1,73,4.1001
1980,7,3,2,85,6.2119
1980,7,3,3,103,6.5491
1980,7,3,4,107,8.1455
1980,7,3,5,117,5.0597
1980,8,1,1,145,6.8381
1980,8,1,2,90,10.3892
1980,8,1,3,82,8.0315
1980,8,1,4,77,8.1889
1980,8,1,5,113,6.7205
1980,8,2,1,68,2.8193
1980,8,2,2,69,5.5464
1980,8,2,3,47,1.9183
1980,8,2,4,60,4.5513
1980,8,2,5,69,6.7245
1980,8,3,1,63,1.7863
1980,8,3,2,68,1.7024
1980,8,3,3,93,0.6567
1980,8,3,4,99,0.9860
1980,8,3,5,94,1.9711
1980,9,1,1,134,3.2408
1980,9,1,2,75,1.5578
1980,9,1,3,87,1.8382
1980,9,1,4,83,0.7430
1980,9,1,5,118,3.0490
1980,9,2,1,71,3.7202
1980,9,2,2,60,3.2899
1980,9,2,3,59,2.3306
1980,9,2,4,45,0.7326
1980,9,2,5,79,2.5928
1980,9,3,1,69,3.3366
1980,9,3,2,71,5.4053
1980,9,3,3,81,1.7033
