year,month,rank_ME,rank_EBP,nstocks,ret_vw
1967,1,1,1,20,21.2539
1967,1,1,2,30,16.3436
1967,1,1,3,35,21.2662
1967,1,1,4,41,22.4040
1967,1,1,5,57,14.0101
1967,1,2,1,12,16.3131
1967,1,2,2,18,22.0306
1967,1,2,3,20,18.2610
1967,1,2,4,22,17.2902
1967,1,2,5,34,15.8468
1967,1,3,1,72,8.4067
1967,1,3,2,66,6.8177
1967,1,3,3,57,7.1128
1967,1,3,4,41,9.5083
1967,1,3,5,23,17.3668
1967,2,1,1,20,4.4782
1967,2,1,2,29,8.5975
1967,2,1,3,35,1.9859
1967,2,1,4,41,3.9850
1967,2,1,5,57,4.2832
1967,2,2,1,12,5.4771
1967,2,2,2,18,1.2030
1967,2,2,3,20,2.3095
1967,2,2,4,22,2.8887
1967,2,2,5,34,2.0227
1967,2,3,1,72,3.1371
1967,2,3,2,66,0.4361
1967,2,3,3,57,0.5808
1967,2,3,4,41,-1.9245
1967,2,3,5,23,-1.0985
1967,3,1,1,20,9.7283
1967,3,1,2,30,8.5572
1967,3,1,3,35,12.5478
1967,3,1,4,41,7.4078
1967,3,1,5,57,6.6742
1967,3,2,1,12,5.1844
1967,3,2,2,18,11.0156
1967,3,2,3,20,8.5471
1967,3,2,4,22,7.1361
1967,3,2,5,34,5.6612
1967,3,3,1,72,4.6015
1967,3,3,2,66,3.9040
1967,3,3,3,57,3.9421
1967,3,3,4,41,5.2813
1967,3,3,5,23,7.3612
1967,4,1,1,20,6.1714
1967,4,1,2,30,5.2656
1967,4,1,3,35,2.5443
1967,4,1,4,41,7.8651
1967,4,1,5,57,4.7501
1967,4,2,1,12,5.7253
1967,4,2,2,18,3.6751
1967,4,2,3,20,4.3289
1967,4,2,4,22,6.2882
1967,4,2,5,34,3.9202
1967,4,3,1,72,7.7834
1967,4,3,2,66,1.5449
1967,4,3,3,57,0.9613
1967,4,3,4,41,3.4967
1967,4,3,5,23,2.8841
1967,5,1,1,20,-0.5653
1967,5,1,2,30,-1.9330
1967,5,1,3,35,0.2174
1967,5,1,4,41,1.1039
1967,5,1,5,57,-0.5653
1967,5,2,1,12,-0.1119
1967,5,2,2,18,-1.5641
1967,5,2,3,20,-3.6133
1967,5,2,4,22,-0.2918
1967,5,2,5,34,-1.8877
1967,5,3,1,72,-5.6938
1967,5,3,2,66,-3.6694
1967,5,3,3,57,-5.7280
1967,5,3,4,41,-0.8966
1967,5,3,5,23,-4.5315
1967,6,1,1,20,14.5229
1967,6,1,2,30,11.1449
1967,6,1,3,35,10.8602
1967,6,1,4,41,16.9858
1967,6,1,5,57,10.8898
1967,6,2,1,12,4.5264
1967,6,2,2,18,10.5915
1967,6,2,3,20,6.4455
1967,6,2,4,22,10.4661
1967,6,2,5,34,9.1617
1967,6,3,1,72,2.0098
1967,6,3,2,66,0.4151
1967,6,3,3,56,2.4376
1967,6,3,4,41,4.3709
1967,6,3,5,23,1.5172
1967,7,1,1,47,9.3245
1967,7,1,2,55,6.7727
1967,7,1,3,59,11.3203
1967,7,1,4,106,9.3312
1967,7,1,5,133,11.4644
1967,7,2,1,34,3.5572
1967,7,2,2,42,6.5101
1967,7,2,3,38,10.8774
1967,7,2,4,50,7.7971
1967,7,2,5,50,10.9750
1967,7,3,1,115,5.6750
1967,7,3,2,100,4.8894
1967,7,3,3,88,2.4010
1967,7,3,4,54,6.5438
1967,7,3,5,35,8.0110
1967,8,1,1,47,1.3175
1967,8,1,2,55,0.7810
1967,8,1,3,59,-0.8352
1967,8,1,4,106,0.2837
1967,8,1,5,133,1.5514
1967,8,2,1,34,-1.4040
1967,8,2,2,42,0.8943
1967,8,2,3,38,0.4411
1967,8,2,4,50,0.5801
1967,8,2,5,50,-1.8176
1967,8,3,1,115,-0.6828
1967,8,3,2,100,-1.0081
1967,8,3,3,87,-1.7258
1967,8,3,4,54,0.9386
1967,8,3,5,35,1.9189
1967,9,1,1,47,12.6706
1967,9,1,2,55,11.2858
1967,9,1,3,59,7.2144
1967,9,1,4,106,8.4142
1967,9,1,5,133,5.7541
1967,9,2,1,34,6.5528
1967,9,2,2,42,4.6973
1967,9,2,3,38,3.9358
1967,9,2,4,50,4.0493
1967,9,2,5,50,4.3786
1967,9,3,1,115,4.2401
1967,9,3,2,100,3.7701
1967,9,3,3,87,2.8144
1967,9,3,4,54,2.8331
1967,9,3,5,35,1.5591
1967,10,1,1,47,1.5320
1967,10,1,2,55,-4.0696
1967,10,1,3,59,-0.7481
1967,10,1,4,106,-1.4907
1967,10,1,5,133,-2.2000
1967,10,2,1,34,1.7375
1967,10,2,2,42,-2.3731
1967,10,2,3,38,-4.9562
1967,10,2,4,50,-2.9605
1967,10,2,5,50,-5.7697
1967,10,3,1,115,-0.4082
1967,10,3,2,100,-2.7694
1967,10,3,3,86,-3.0857
1967,10,3,4,54,-5.7058
1967,10,3,5,35,-4.3460
1967,11,1,1,47,-0.3617
1967,11,1,2,55,3.4333
1967,11,1,3,59,0.1802
1967,11,1,4,106,0.0359
1967,11,1,5,133,-1.5136
1967,11,2,1,34,1.6514
1967,11,2,2,42,1.3640
1967,11,2,3,38,1.4057
1967,11,2,4,50,0.5435
1967,11,2,5,50,-2.1489
1967,11,3,1,115,1.0634
1967,11,3,2,100,1.0210
1967,11,3,3,87,-0.1588
1967,11,3,4,54,0.6448
1967,11,3,5,35,-0.5905
1967,12,1,1,47,8.7671
1967,12,1,2,55,13.9028
1967,12,1,3,59,7.7550
1967,12,1,4,106,9.1273
1967,12,1,5,131,9.5621
1967,12,2,1,34,10.6937
1967,12,2,2,42,6.2557
1967,12,2,3,38,4.0947
1967,12,2,4,50,8.9877
1967,12,2,5,50,5.2587
1967,12,3,1,115,1.5112
1967,12,3,2,100,3.1078
1967,12,3,3,87,2.9509
1967,12,3,4,54,7.4924
1967,12,3,5,35,3.4887
1968,1,1,1,47,-0.6962
1968,1,1,2,54,5.3698
1968,1,1,3,59,2.7587
1968,1,1,4,106,1.1298
1968,1,1,5,132,4.9954
1968,1,2,1,34,-5.5646
1968,1,2,2,42,-1.5793
1968,1,2,3,38,-1.8329
1968,1,2,4,50,3.0580
1968,1,2,5,50,1.2302
1968,1,3,1,115,-7.2731
1968,1,3,2,100,-6.4981
1968,1,3,3,87,-0.8384
1968,1,3,4,54,-3.6635
1968,1,3,5,35,-2.4151
1968,2,1,1,47,-9.6995
1968,2,1,2,54,-9.0454
1968,2,1,3,59,-7.3734
1968,2,1,4,106,-6.4291
1968,2,1,5,131,-5.2417
1968,2,2,1,34,-6.5506
1968,2,2,2,42,-5.1259
1968,2,2,3,38,-3.9827
1968,2,2,4,49,-4.7539
1968,2,2,5,50,-3.2651
1968,2,3,1,114,-2.9505
1968,2,3,2,100,-4.2474
1968,2,3,3,87,-2.2326
1968,2,3,4,54,-5.3567
1968,2,3,5,35,-3.1870
1968,3,1,1,47,-2.4345
1968,3,1,2,54,-3.4611
1968,3,1,3,59,-0.5352
1968,3,1,4,106,0.0018
1968,3,1,5,132,-1.2292
1968,3,2,1,34,-0.7882
1968,3,2,2,42,-1.9458
1968,3,2,3,38,-1.9773
1968,3,2,4,49,-0.6175
1968,3,2,5,50,-1.0833
1968,3,3,1,114,2.9663
1968,3,3,2,100,0.3700
1968,3,3,3,87,-0.3395
1968,3,3,4,54,-1.8420
1968,3,3,5,35,0.9505
1968,4,1,1,47,18.4107
1968,4,1,2,54,22.0233
1968,4,1,3,59,17.5846
1968,4,1,4,106,18.2303
1968,4,1,5,132,16.6034
1968,4,2,1,34,16.4733
1968,4,2,2,42,15.5795
1968,4,2,3,38,14.2287
1968,4,2,4,49,13.6137
1968,4,2,5,50,11.5788
1968,4,3,1,114,11.2671
1968,4,3,2,100,10.1299
1968,4,3,3,87,4.1813
1968,4,3,4,54,10.7664
1968,4,3,5,35,12.1387
1968,5,1,1,47,11.4872
1968,5,1,2,54,11.3543
1968,5,1,3,59,12.0429
1968,5,1,4,106,11.3750
1968,5,1,5,132,10.0039
1968,5,2,1,34,9.1706
1968,5,2,2,42,8.7241
1968,5,2,3,38,8.0634
1968,5,2,4,49,5.8478
1968,5,2,5,50,6.6912
1968,5,3,1,114,2.8577
1968,5,3,2,100,2.2646
1968,5,3,3,87,-0.4596
1968,5,3,4,54,1.7097
1968,5,3,5,35,3.4249
1968,6,1,1,47,-1.2096
1968,6,1,2,54,0.0468
1968,6,1,3,59,1.5069
1968,6,1,4,106,3.2753
1968,6,1,5,132,0.5596
1968,6,2,1,34,-2.9344
1968,6,2,2,42,0.4990
1968,6,2,3,38,0.8758
1968,6,2,4,48,1.3457
1968,6,2,5,50,0.4493
1968,6,3,1,114,-0.9837
1968,6,3,2,100,0.8568
1968,6,3,3,87,2.8994
1968,6,3,4,54,1.6856
1968,6,3,5,35,-1.9179
1968,7,1,1,119,-4.8306
1968,7,1,2,91,-5.3783
1968,7,1,3,103,-4.1078
1968,7,1,4,78,-2.4664
1968,7,1,5,128,-1.0336
1968,7,2,1,69,-6.3602
1968,7,2,2,63,-4.9138
1968,7,2,3,37,-5.1899
1968,7,2,4,45,-1.3633
1968,7,2,5,52,0.1672
1968,7,3,1,121,-5.0836
1968,7,3,2,91,-3.7385
1968,7,3,3,90,1.1580
1968,7,3,4,86,0.1691
1968,7,3,5,44,2.3788
1968,8,1,1,119,3.8214
1968,8,1,2,91,4.8946
1968,8,1,3,103,5.5792
1968,8,1,4,78,4.2530
1968,8,1,5,128,4.7039
1968,8,2,1,69,2.8528
1968,8,2,2,63,4.4789
1968,8,2,3,37,1.6610
1968,8,2,4,45,5.5289
1968,8,2,5,52,7.0170
1968,8,3,1,121,1.0164
1968,8,3,2,91,0.9122
1968,8,3,3,89,2.4870
1968,8,3,4,86,2.0417
1968,8,3,5,44,2.5242
1968,9,1,1,119,6.4911
1968,9,1,2,91,7.8310
1968,9,1,3,103,8.6590
1968,9,1,4,78,6.7298
1968,9,1,5,128,7.1058
1968,9,2,1,69,8.3728
1968,9,2,2,63,6.6942
1968,9,2,3,37,9.0702
1968,9,2,4,45,6.5967
1968,9,2,5,52,6.0197
1968,9,3,1,121,2.1236
1968,9,3,2,91,6.0987
1968,9,3,3,89,3.3298
1968,9,3,4,86,5.2257
1968,9,3,5,44,9.4732
1968,10,1,1,119,-0.8864
1968,10,1,2,91,-0.6292
1968,10,1,3,103,-0.6678
1968,10,1,4,78,0.5411
1968,10,1,5,128,2.7542
1968,10,2,1,69,-1.4621
1968,10,2,2,63,2.8128
1968,10,2,3,36,1.8313
1968,10,2,4,45,1.7750
1968,10,2,5,52,0.6380
1968,10,3,1,121,-1.8658
1968,10,3,2,91,1.7386
1968,10,3,3,89,2.6418
1968,10,3,4,86,2.6279
1968,10,3,5,44,1.4871
1968,11,1,1,119,8.3054
1968,11,1,2,91,7.4854
1968,11,1,3,103,6.9741
1968,11,1,4,78,6.1879
1968,11,1,5,128,7.2439
1968,11,2,1,69,9.8011
1968,11,2,2,63,6.7016
1968,11,2,3,37,10.3100
1968,11,2,4,45,7.0733
1968,11,2,5,52,6.6997
1968,11,3,1,121,7.0734
1968,11,3,2,91,2.2869
1968,11,3,3,89,5.1176
1968,11,3,4,86,5.8320
1968,11,3,5,44,4.9726
1968,12,1,1,119,4.5722
1968,12,1,2,91,2.0523
1968,12,1,3,103,1.6741
1968,12,1,4,78,1.3729
1968,12,1,5,128,0.5778
1968,12,2,1,69,-0.8205
1968,12,2,2,63,-0.4290
1968,12,2,3,37,-1.6779
1968,12,2,4,45,0.0207
1968,12,2,5,52,-1.7098
1968,12,3,1,121,-4.9893
1968,12,3,2,91,-4.6513
1968,12,3,3,89,-2.9983
1968,12,3,4,86,-3.4117
1968,12,3,5,44,-2.4353
1969,1,1,1,119,-0.8611
1969,1,1,2,91,-3.2279
1969,1,1,3,103,-1.5931
1969,1,1,4,78,-0.6927
1969,1,1,5,128,-1.9559
1969,1,2,1,69,-2.5551
1969,1,2,2,63,-1.9181
1969,1,2,3,37,-0.4956
1969,1,2,4,45,-0.6927
1969,1,2,5,52,-0.9573
1969,1,3,1,121,-2.4602
1969,1,3,2,91,-1.2568
1969,1,3,3,89,0.5638
1969,1,3,4,86,-0.9640
1969,1,3,5,44,0.1046
1969,2,1,1,119,-11.6705
1969,2,1,2,91,-10.1944
1969,2,1,3,102,-10.9270
1969,2,1,4,78,-8.8633
1969,2,1,5,128,-8.6601
1969,2,2,1,69,-10.6085
1969,2,2,2,63,-7.4320
1969,2,2,3,37,-8.8979
1969,2,2,4,45,-8.7164
1969,2,2,5,52,-7.4517
1969,2,3,1,121,-3.9877
1969,2,3,2,91,-3.1652
1969,2,3,3,89,-5.1599
1969,2,3,4,86,-5.3241
1969,2,3,5,44,-6.9392
1969,3,1,1,119,3.5186
1969,3,1,2,91,3.7488
1969,3,1,3,102,2.1070
1969,3,1,4,78,2.0913
1969,3,1,5,128,2.2776
1969,3,2,1,69,4.0814
1969,3,2,2,63,3.2026
1969,3,2,3,37,-0.1926
1969,3,2,4,45,3.9486
1969,3,2,5,52,5.2809
1969,3,3,1,121,3.9784
1969,3,3,2,91,3.8882
1969,3,3,3,89,3.9677
1969,3,3,4,86,2.0028
1969,3,3,5,44,6.0938
1969,4,1,1,119,0.4678
1969,4,1,2,91,-0.0357
1969,4,1,3,102,0.2075
1969,4,1,4,78,0.0573
1969,4,1,5,128,-0.7488
1969,4,2,1,69,1.0857
1969,4,2,2,63,2.1873
1969,4,2,3,36,-0.1777
1969,4,2,4,45,1.7104
1969,4,2,5,52,3.1473
1969,4,3,1,121,3.8239
1969,4,3,2,91,1.0326
1969,4,3,3,89,0.9739
1969,4,3,4,86,2.4163
1969,4,3,5,44,1.8110
1969,5,1,1,119,3.0706
1969,5,1,2,91,1.0079
1969,5,1,3,102,1.6461
1969,5,1,4,78,-0.2287
1969,5,1,5,126,0.1077
1969,5,2,1,69,0.2125
1969,5,2,2,63,-0.0515
1969,5,2,3,36,-1.5096
1969,5,2,4,45,1.5961
1969,5,2,5,52,0.9110
1969,5,3,1,121,-0.4299
1969,5,3,2,89,-0.1690
1969,5,3,3,89,0.2235
1969,5,3,4,86,2.0727
1969,5,3,5,44,1.5603
1969,6,1,1,119,-14.4451
1969,6,1,2,91,-13.6921
1969,6,1,3,102,-12.8426
1969,6,1,4,78,-14.2358
1969,6,1,5,127,-12.1757
1969,6,2,1,69,-10.4165
1969,6,2,2,63,-11.0529
1969,6,2,3,37,-11.9641
1969,6,2,4,45,-10.8923
1969,6,2,5,52,-10.3931
1969,6,3,1,121,-1.6608
1969,6,3,2,90,-6.1747
1969,6,3,3,89,-8.6378
1969,6,3,4,86,-7.6332
1969,6,3,5,43,-9.5462
1969,7,1,1,174,-11.6917
1969,7,1,2,111,-12.9780
1969,7,1,3,113,-11.1078
1969,7,1,4,90,-10.7623
1969,7,1,5,113,-9.4026
1969,7,2,1,89,-9.5487
1969,7,2,2,62,-10.4248
1969,7,2,3,49,-9.4386
1969,7,2,4,47,-8.7471
1969,7,2,5,47,-7.6742
1969,7,3,1,115,-3.8067
1969,7,3,2,95,-6.9386
1969,7,3,3,92,-8.5252
1969,7,3,4,86,-8.1580
1969,7,3,5,70,-5.4905
1969,8,1,1,174,5.0439
1969,8,1,2,111,4.8993
1969,8,1,3,113,4.4604
1969,8,1,4,90,2.8831
1969,8,1,5,112,3.2293
1969,8,2,1,89,7.6568
1969,8,2,2,62,6.8586
1969,8,2,3,49,6.1687
1969,8,2,4,47,4.8915
1969,8,2,5,47,4.8253
1969,8,3,1,115,7.0431
1969,8,3,2,95,4.5806
1969,8,3,3,92,6.1698
1969,8,3,4,86,5.0230
1969,8,3,5,70,2.1847
1969,9,1,1,174,-2.5905
1969,9,1,2,111,-5.2223
1969,9,1,3,113,-4.3869
1969,9,1,4,90,-4.4412
1969,9,1,5,113,-1.6785
1969,9,2,1,89,1.2475
1969,9,2,2,62,0.4755
1969,9,2,3,49,-0.4124
1969,9,2,4,47,-1.7659
1969,9,2,5,47,-2.2811
1969,9,3,1,115,-0.1670
1969,9,3,2,95,-0.9963
1969,9,3,3,92,-3.9373
1969,9,3,4,86,-5.8538
1969,9,3,5,70,-4.1460
1969,10,1,1,174,14.6462
1969,10,1,2,111,12.0650
1969,10,1,3,113,10.4685
1969,10,1,4,90,7.6388
1969,10,1,5,113,7.1288
1969,10,2,1,89,9.5252
1969,10,2,2,62,7.0092
1969,10,2,3,49,8.9202
1969,10,2,4,47,6.2467
1969,10,2,5,47,7.9753
1969,10,3,1,115,6.3493
1969,10,3,2,95,4.8552
1969,10,3,3,91,4.4598
1969,10,3,4,86,2.2344
1969,10,3,5,70,4.4741
1969,11,1,1,173,-6.6294
1969,11,1,2,111,-7.9592
1969,11,1,3,113,-8.1947
1969,11,1,4,90,-6.8104
1969,11,1,5,113,-7.2594
1969,11,2,1,89,-4.2498
1969,11,2,2,61,-3.7870
1969,11,2,3,49,-5.1291
1969,11,2,4,47,-4.5925
1969,11,2,5,47,-5.9287
1969,11,3,1,115,-1.1546
1969,11,3,2,95,-3.2667
1969,11,3,3,92,-2.5909
1969,11,3,4,86,-5.0365
1969,11,3,5,70,-2.1448
1969,12,1,1,174,-6.7250
1969,12,1,2,111,-9.9363
1969,12,1,3,113,-6.1972
1969,12,1,4,90,-8.0902
1969,12,1,5,113,-8.4717
1969,12,2,1,89,-3.3737
1969,12,2,2,61,-4.1114
1969,12,2,3,49,-4.7606
1969,12,2,4,47,-6.1156
1969,12,2,5,47,-5.4969
1969,12,3,1,115,1.6196
1969,12,3,2,95,-2.8112
1969,12,3,3,92,-1.5014
1969,12,3,4,86,-3.0914
1969,12,3,5,70,-5.4230
1970,1,1,1,174,-5.1510
1970,1,1,2,111,-2.9260
1970,1,1,3,113,-5.0684
1970,1,1,4,90,-2.8232
1970,1,1,5,113,-0.7289
1970,1,2,1,89,-5.6378
1970,1,2,2,61,-8.6863
1970,1,2,3,49,-5.4338
1970,1,2,4,47,-4.4944
1970,1,2,5,47,-3.2896
1970,1,3,1,115,-7.3312
1970,1,3,2,95,-8.9208
1970,1,3,3,92,-10.4203
1970,1,3,4,86,-9.8523
1970,1,3,5,70,-4.5506
1970,2,1,1,174,3.1760
1970,2,1,2,111,2.2735
1970,2,1,3,113,3.5822
1970,2,1,4,90,2.4577
1970,2,1,5,113,3.4232
1970,2,2,1,88,3.0165
1970,2,2,2,61,3.1812
1970,2,2,3,49,3.1997
1970,2,2,4,47,5.3234
1970,2,2,5,47,8.7087
1970,2,3,1,114,3.0602
1970,2,3,2,95,6.4692
1970,2,3,3,92,7.6477
1970,2,3,4,86,6.3738
1970,2,3,5,70,8.0388
1970,3,1,1,174,-6.1393
1970,3,1,2,111,-5.2836
1970,3,1,3,113,-4.0024
1970,3,1,4,90,-0.3318
1970,3,1,5,113,-0.6932
1970,3,2,1,89,-5.0455
1970,3,2,2,62,-1.8543
1970,3,2,3,49,-2.2684
1970,3,2,4,47,-1.0347
1970,3,2,5,47,-0.2440
1970,3,3,1,115,-3.1272
1970,3,3,2,95,2.0613
1970,3,3,3,92,-0.2281
1970,3,3,4,86,0.5406
1970,3,3,5,70,2.3435
1970,4,1,1,174,-23.1585
1970,4,1,2,111,-19.7174
1970,4,1,3,113,-15.1171
1970,4,1,4,90,-14.6871
1970,4,1,5,113,-12.9631
1970,4,2,1,89,-20.0977
1970,4,2,2,62,-16.6404
1970,4,2,3,49,-11.8165
1970,4,2,4,47,-13.2913
1970,4,2,5,47,-12.9223
1970,4,3,1,115,-9.6810
1970,4,3,2,95,-10.6060
1970,4,3,3,92,-9.2793
1970,4,3,4,86,-8.6427
1970,4,3,5,70,-8.2177
1970,5,1,1,173,-9.8750
1970,5,1,2,111,-8.5815
1970,5,1,3,113,-10.5462
1970,5,1,4,90,-9.4011
1970,5,1,5,113,-9.5167
1970,5,2,1,89,-11.3659
1970,5,2,2,62,-10.7517
1970,5,2,3,49,-11.1799
1970,5,2,4,47,-10.8363
1970,5,2,5,47,-8.8179
1970,5,3,1,115,-7.4367
1970,5,3,2,95,-7.5516
1970,5,3,3,92,-5.6129
1970,5,3,4,86,-0.6003
1970,5,3,5,70,-4.4316
1970,6,1,1,173,-11.6201
1970,6,1,2,111,-7.9664
1970,6,1,3,113,-8.0846
1970,6,1,4,90,-9.0054
1970,6,1,5,113,-6.6782
1970,6,2,1,88,-9.0648
1970,6,2,2,62,-5.8727
1970,6,2,3,49,-6.6936
1970,6,2,4,47,-7.2807
1970,6,2,5,47,-6.5612
1970,6,3,1,115,-5.9126
1970,6,3,2,95,-4.4298
1970,6,3,3,92,-1.7772
1970,6,3,4,86,-3.5130
1970,6,3,5,70,-7.9675
1970,7,1,1,113,5.4361
1970,7,1,2,157,3.8221
1970,7,1,3,124,5.1969
1970,7,1,4,163,5.2862
1970,7,1,5,174,4.6086
1970,7,2,1,81,8.7437
1970,7,2,2,77,8.8854
1970,7,2,3,61,5.6235
1970,7,2,4,60,8.4638
1970,7,2,5,55,8.4038
1970,7,3,1,143,4.3549
1970,7,3,2,103,7.1444
1970,7,3,3,87,10.3986
1970,7,3,4,78,10.6976
1970,7,3,5,63,7.0833
1970,8,1,1,113,5.4468
1970,8,1,2,157,5.3937
1970,8,1,3,124,7.8726
1970,8,1,4,163,7.2427
1970,8,1,5,174,5.8386
1970,8,2,1,81,6.9945
1970,8,2,2,77,7.2873
1970,8,2,3,61,7.2984
1970,8,2,4,60,9.1316
1970,8,2,5,55,6.8071
1970,8,3,1,143,3.9435
1970,8,3,2,103,6.1585
1970,8,3,3,87,5.9219
1970,8,3,4,78,4.3907
1970,8,3,5,63,6.6037
1970,9,1,1,113,21.1493
1970,9,1,2,156,17.1917
1970,9,1,3,124,14.7866
1970,9,1,4,162,13.7900
1970,9,1,5,174,11.0241
1970,9,2,1,81,14.4023
1970,9,2,2,77,14.0998
1970,9,2,3,61,12.3714
1970,9,2,4,60,10.7454
1970,9,2,5,55,9.2858
1970,9,3,1,143,7.4411
1970,9,3,2,103,2.7961
1970,9,3,3,86,1.8328
1970,9,3,4,78,0.6799
1970,9,3,5,63,4.4377
1970,10,1,1,113,-10.6995
1970,10,1,2,156,-8.6661
1970,10,1,3,124,-7.6916
1970,10,1,4,163,-8.9082
1970,10,1,5,174,-4.7958
1970,10,2,1,81,-4.4034
1970,10,2,2,77,-5.0882
1970,10,2,3,61,-7.3084
1970,10,2,4,60,-5.9229
1970,10,2,5,55,-3.0642
1970,10,3,1,143,-0.1682
1970,10,3,2,103,-2.2692
1970,10,3,3,86,0.3274
1970,10,3,4,78,-1.9597
1970,10,3,5,63,-4.3307
1970,11,1,1,113,-3.8278
1970,11,1,2,156,-3.1274
1970,11,1,3,124,-1.9361
1970,11,1,4,163,-1.2223
1970,11,1,5,174,0.3143
1970,11,2,1,81,1.5980
1970,11,2,2,77,1.2893
1970,11,2,3,61,2.3386
1970,11,2,4,60,5.2428
1970,11,2,5,55,2.1045
1970,11,3,1,143,5.1268
1970,11,3,2,103,5.4842
1970,11,3,3,86,4.0968
1970,11,3,4,78,6.0762
1970,11,3,5,63,4.3696
1970,12,1,1,113,7.2285
1970,12,1,2,156,8.6303
1970,12,1,3,124,9.8675
1970,12,1,4,162,12.5814
1970,12,1,5,174,10.9111
1970,12,2,1,81,6.8388
1970,12,2,2,77,9.7142
1970,12,2,3,61,8.0850
1970,12,2,4,60,8.9803
1970,12,2,5,55,8.9341
1970,12,3,1,143,4.6544
1970,12,3,2,103,6.9575
1970,12,3,3,86,5.8833
1970,12,3,4,78,6.3698
1970,12,3,5,63,7.4266
1971,1,1,1,113,14.7853
1971,1,1,2,155,13.3316
1971,1,1,3,124,16.9094
1971,1,1,4,162,16.5755
1971,1,1,5,174,13.9262
1971,1,2,1,81,6.9284
1971,1,2,2,77,11.5849
1971,1,2,3,61,14.4875
1971,1,2,4,60,11.5749
1971,1,2,5,55,10.9161
1971,1,3,1,143,4.1731
1971,1,3,2,103,5.1774
1971,1,3,3,86,2.2473
1971,1,3,4,78,6.2898
1971,1,3,5,63,5.9474
1971,2,1,1,113,6.7371
1971,2,1,2,155,7.2545
1971,2,1,3,124,6.3684
1971,2,1,4,162,4.8352
1971,2,1,5,174,3.9285
1971,2,2,1,81,3.7895
1971,2,2,2,77,3.5474
1971,2,2,3,61,1.9334
1971,2,2,4,60,2.9754
1971,2,2,5,55,1.6784
1971,2,3,1,143,2.6111
1971,2,3,2,103,0.9557
1971,2,3,3,86,3.7050
1971,2,3,4,78,-0.7590
1971,2,3,5,63,2.0100
1971,3,1,1,113,8.1067
1971,3,1,2,154,5.3107
1971,3,1,3,124,6.3295
1971,3,1,4,162,6.6521
1971,3,1,5,174,6.0414
1971,3,2,1,81,9.0430
1971,3,2,2,77,10.1031
1971,3,2,3,61,5.8840
1971,3,2,4,60,4.7469
1971,3,2,5,55,3.3769
1971,3,3,1,143,6.2114
1971,3,3,2,103,3.5850
1971,3,3,3,86,3.8778
1971,3,3,4,78,1.3157
1971,3,3,5,62,2.3613
1971,4,1,1,113,0.8190
1971,4,1,2,154,3.3610
1971,4,1,3,124,1.8893
1971,4,1,4,162,2.8026
1971,4,1,5,174,2.3280
1971,4,2,1,80,3.5771
1971,4,2,2,77,4.3317
1971,4,2,3,61,4.7573
1971,4,2,4,60,2.3091
1971,4,2,5,55,5.2247
1971,4,3,1,143,3.6153
1971,4,3,2,103,5.5704
1971,4,3,3,86,4.7667
1971,4,3,4,78,3.3440
1971,4,3,5,62,6.0248
1971,5,1,1,113,-6.9365
1971,5,1,2,154,-5.1856
1971,5,1,3,124,-6.8010
1971,5,1,4,162,-4.7558
1971,5,1,5,174,-6.6206
1971,5,2,1,81,-1.7767
1971,5,2,2,77,-4.2218
1971,5,2,3,61,-6.2003
1971,5,2,4,60,-4.6729
1971,5,2,5,55,-5.0718
1971,5,3,1,143,-2.4694
1971,5,3,2,103,-4.0794
1971,5,3,3,86,-3.6221
1971,5,3,4,78,-5.3675
1971,5,3,5,62,-3.7291
1971,6,1,1,113,-1.2558
1971,6,1,2,154,-3.7179
1971,6,1,3,124,-2.0509
1971,6,1,4,162,-1.3325
1971,6,1,5,174,-2.6157
1971,6,2,1,80,3.0572
1971,6,2,2,77,-1.1786
1971,6,2,3,61,-2.2669
1971,6,2,4,60,-2.0444
1971,6,2,5,55,-1.0087
1971,6,3,1,143,1.4293
1971,6,3,2,103,-2.3977
1971,6,3,3,86,0.0130
1971,6,3,4,78,0.3750
1971,6,3,5,62,-1.3471
1971,7,1,1,83,-9.0989
1971,7,1,2,135,-7.3664
1971,7,1,3,153,-7.8935
1971,7,1,4,167,-6.3654
1971,7,1,5,309,-6.0399
1971,7,2,1,76,-5.8741
1971,7,2,2,82,-4.5948
1971,7,2,3,71,-5.1432
1971,7,2,4,76,-5.9097
1971,7,2,5,61,-5.2773
1971,7,3,1,171,-4.0724
1971,7,3,2,119,-3.7372
1971,7,3,3,104,-4.2677
1971,7,3,4,74,-5.0889
1971,7,3,5,40,-5.5784
1971,8,1,1,83,2.7953
1971,8,1,2,135,2.6749
1971,8,1,3,153,4.4217
1971,8,1,4,167,5.1486
1971,8,1,5,308,5.5612
1971,8,2,1,76,2.8317
1971,8,2,2,82,5.3873
1971,8,2,3,71,4.1705
1971,8,2,4,76,5.8860
1971,8,2,5,61,7.7867
1971,8,3,1,170,5.7484
1971,8,3,2,119,2.5536
1971,8,3,3,103,2.4172
1971,8,3,4,74,3.1209
1971,8,3,5,40,11.9573
1971,9,1,1,83,0.6696
1971,9,1,2,135,1.0020
1971,9,1,3,153,0.9882
1971,9,1,4,167,-0.8232
1971,9,1,5,308,-2.2828
1971,9,2,1,76,1.2823
1971,9,2,2,82,-0.2789
1971,9,2,3,71,-1.5975
1971,9,2,4,75,0.2931
1971,9,2,5,60,-3.2026
1971,9,3,1,170,0.6869
