year,month,rank_ME,rank_OCP,nstocks,ret_vw
1983,9,2,2,104,3.3588
1983,9,2,3,100,2.9782
1983,9,2,4,68,3.9878
1983,9,2,5,84,1.6725
1983,9,3,1,156,2.1316
1983,9,3,2,132,3.9402
1983,9,3,3,133,2.6292
1983,9,3,4,116,0.7739
1983,9,3,5,85,-0.7957
1983,10,1,1,480,-7.2906
1983,10,1,2,293,-6.5731
1983,10,1,3,285,-5.0405
1983,10,1,4,229,-3.3696
1983,10,1,5,354,-5.4044
1983,10,2,1,167,-8.1705
1983,10,2,2,103,-6.5669
1983,10,2,3,100,-3.3017
1983,10,2,4,68,-1.9010
1983,10,2,5,84,-4.4634
1983,10,3,1,155,-5.3873
1983,10,3,2,131,-0.5388
1983,10,3,3,133,-0.1682
1983,10,3,4,116,-1.1029
1983,10,3,5,84,-0.0467
1983,11,1,1,479,3.1373
1983,11,1,2,291,2.9763
1983,11,1,3,283,4.0819
1983,11,1,4,228,3.8407
1983,11,1,5,350,3.2171
1983,11,2,1,167,7.1560
1983,11,2,2,103,4.9872
1983,11,2,3,99,4.9899
1983,11,2,4,67,5.9906
1983,11,2,5,82,4.0357
1983,11,3,1,155,4.7154
1983,11,3,2,131,1.0667
1983,11,3,3,133,3.4589
1983,11,3,4,116,1.2263
1983,11,3,5,83,0.7252
1983,12,1,1,478,-3.0007
1983,12,1,2,290,-0.9510
1983,12,1,3,283,-1.1670
1983,12,1,4,226,-0.2362
1983,12,1,5,347,-1.2602
1983,12,2,1,167,-2.3621
1983,12,2,2,103,-1.8988
1983,12,2,3,99,0.3032
1983,12,2,4,66,-1.2072
1983,12,2,5,82,-0.0526
1983,12,3,1,155,-2.6250
1983,12,3,2,131,0.0745
1983,12,3,3,133,-1.5044
1983,12,3,4,116,-1.0892
1983,12,3,5,83,1.6419
1984,1,1,1,475,-1.6044
1984,1,1,2,286,-1.2874
1984,1,1,3,283,0.1239
1984,1,1,4,225,0.5815
1984,1,1,5,345,2.1488
1984,1,2,1,167,-6.5838
1984,1,2,2,103,-1.3046
1984,1,2,3,98,-1.7920
1984,1,2,4,66,-0.5164
1984,1,2,5,82,1.0136
1984,1,3,1,155,-5.5425
1984,1,3,2,130,-4.2022
1984,1,3,3,133,-2.3986
1984,1,3,4,115,3.4377
1984,1,3,5,81,4.5017
1984,2,1,1,472,-6.4393
1984,2,1,2,283,-5.6552
1984,2,1,3,278,-4.8688
1984,2,1,4,223,-4.9149
1984,2,1,5,340,-5.5802
1984,2,2,1,167,-6.0299
1984,2,2,2,103,-6.4503
1984,2,2,3,98,-4.6471
1984,2,2,4,65,-4.0942
1984,2,2,5,82,-2.4130
1984,2,3,1,154,-5.0913
1984,2,3,2,130,-4.1002
1984,2,3,3,133,-5.8996
1984,2,3,4,115,-2.6967
1984,2,3,5,81,0.3331
1984,3,1,1,472,0.8287
1984,3,1,2,282,0.2003
1984,3,1,3,276,2.5843
1984,3,1,4,218,1.6292
1984,3,1,5,335,0.3599
1984,3,2,1,165,0.6923
1984,3,2,2,103,1.0760
1984,3,2,3,96,0.2960
1984,3,2,4,63,1.4793
1984,3,2,5,81,2.9672
1984,3,3,1,154,0.7212
1984,3,3,2,129,1.9722
1984,3,3,3,133,2.8591
1984,3,3,4,115,0.8835
1984,3,3,5,80,1.1317
1984,4,1,1,469,-3.3079
1984,4,1,2,282,-0.2256
1984,4,1,3,276,-0.6807
1984,4,1,4,218,0.3994
1984,4,1,5,335,-2.0032
1984,4,2,1,165,-0.1170
1984,4,2,2,102,-0.1108
1984,4,2,3,95,1.4003
1984,4,2,4,61,1.7919
1984,4,2,5,80,0.2084
1984,4,3,1,154,0.6189
1984,4,3,2,129,-0.3507
1984,4,3,3,133,0.2784
1984,4,3,4,115,1.5110
1984,4,3,5,80,3.4123
1984,5,1,1,467,-5.4902
1984,5,1,2,282,-4.5650
1984,5,1,3,272,-4.2308
1984,5,1,4,216,-4.3933
1984,5,1,5,334,-2.6856
1984,5,2,1,164,-5.6131
1984,5,2,2,102,-5.2004
1984,5,2,3,95,-3.6590
1984,5,2,4,60,-3.5273
1984,5,2,5,79,-5.1094
1984,5,3,1,154,-5.3381
1984,5,3,2,129,-3.8139
1984,5,3,3,132,-4.0338
1984,5,3,4,115,-4.0702
1984,5,3,5,80,-6.1628
1984,6,1,1,465,3.0564
1984,6,1,2,279,3.5429
1984,6,1,3,270,0.7518
1984,6,1,4,216,2.0263
1984,6,1,5,328,2.5734
1984,6,2,1,163,5.3833
1984,6,2,2,102,3.0628
1984,6,2,3,93,3.7577
1984,6,2,4,60,0.4446
1984,6,2,5,79,0.2199
1984,6,3,1,154,5.5630
1984,6,3,2,129,2.8157
1984,6,3,3,132,3.2746
1984,6,3,4,115,1.3602
1984,6,3,5,80,-0.1950
1984,7,1,1,502,-5.8460
1984,7,1,2,323,-3.3136
1984,7,1,3,251,-4.1068
1984,7,1,4,202,-1.8856
1984,7,1,5,285,-4.2977
1984,7,2,1,146,-4.7626
1984,7,2,2,97,-2.9948
1984,7,2,3,78,-4.5465
1984,7,2,4,84,-4.3924
1984,7,2,5,67,-4.6378
1984,7,3,1,114,-2.7920
1984,7,3,2,115,-0.6980
1984,7,3,3,135,-0.0713
1984,7,3,4,117,-1.1477
1984,7,3,5,104,-3.3135
1984,8,1,1,499,10.3305
1984,8,1,2,320,10.2724
1984,8,1,3,249,8.4672
1984,8,1,4,200,8.0196
1984,8,1,5,282,9.4665
1984,8,2,1,145,14.3534
1984,8,2,2,95,11.7147
1984,8,2,3,78,13.3418
1984,8,2,4,84,11.4891
1984,8,2,5,67,8.8530
1984,8,3,1,114,12.7191
1984,8,3,2,115,10.1880
1984,8,3,3,133,10.7596
1984,8,3,4,116,9.6395
1984,8,3,5,104,11.8681
1984,9,1,1,498,-1.2433
1984,9,1,2,317,-0.3351
1984,9,1,3,248,-0.2396
1984,9,1,4,198,1.6941
1984,9,1,5,280,1.1885
1984,9,2,1,146,-2.8777
1984,9,2,2,92,1.3915
1984,9,2,3,78,0.2440
1984,9,2,4,84,1.4942
1984,9,2,5,67,1.2619
1984,9,3,1,114,-3.9277
1984,9,3,2,115,-2.5370
1984,9,3,3,131,-1.0766
1984,9,3,4,116,1.3743
1984,9,3,5,104,2.3453
1984,10,1,1,492,-3.6649
1984,10,1,2,313,-2.7065
1984,10,1,3,248,-2.1734
1984,10,1,4,194,-1.3768
1984,10,1,5,277,-4.5508
1984,10,2,1,145,-1.8789
1984,10,2,2,92,-1.2963
1984,10,2,3,77,-0.4866
1984,10,2,4,82,-0.9836
1984,10,2,5,66,0.5623
1984,10,3,1,114,-0.5004
1984,10,3,2,114,1.4567
1984,10,3,3,129,1.3384
1984,10,3,4,116,0.5019
1984,10,3,5,104,-0.6980
1984,11,1,1,492,-3.3476
1984,11,1,2,308,-2.5233
1984,11,1,3,248,-2.6947
1984,11,1,4,190,-2.3339
1984,11,1,5,270,-2.2618
1984,11,2,1,144,-2.8860
1984,11,2,2,91,-0.3924
1984,11,2,3,78,-1.4314
1984,11,2,4,82,0.2392
1984,11,2,5,66,0.2881
1984,11,3,1,113,-2.7064
1984,11,3,2,113,0.1228
1984,11,3,3,129,-1.7478
1984,11,3,4,115,-0.8006
1984,11,3,5,104,0.0277
1984,12,1,1,488,0.4190
1984,12,1,2,306,0.7943
1984,12,1,3,243,0.6015
1984,12,1,4,186,0.2529
1984,12,1,5,268,0.1655
1984,12,2,1,143,2.7330
1984,12,2,2,91,2.1543
1984,12,2,3,77,1.3276
1984,12,2,4,82,2.1526
1984,12,2,5,66,2.3497
1984,12,3,1,113,2.0856
1984,12,3,2,113,3.1089
1984,12,3,3,127,2.2088
1984,12,3,4,115,2.1153
1984,12,3,5,102,1.6025
1985,1,1,1,488,13.2458
1985,1,1,2,305,11.3721
1985,1,1,3,240,11.3857
1985,1,1,4,183,10.2004
1985,1,1,5,267,9.0634
1985,1,2,1,143,13.3223
1985,1,2,2,91,10.6127
1985,1,2,3,77,9.6357
1985,1,2,4,81,8.5445
1985,1,2,5,66,6.7836
1985,1,3,1,113,12.5805
1985,1,3,2,113,6.7325
1985,1,3,3,126,8.7805
1985,1,3,4,114,6.7201
1985,1,3,5,102,5.1803
1985,2,1,1,482,4.0972
1985,2,1,2,303,3.8601
1985,2,1,3,239,3.8801
1985,2,1,4,180,3.0516
1985,2,1,5,265,3.0111
1985,2,2,1,143,0.9917
1985,2,2,2,89,2.5689
1985,2,2,3,76,4.0661
1985,2,2,4,81,1.3536
1985,2,2,5,65,2.6519
1985,2,3,1,113,-0.4953
1985,2,3,2,113,1.1112
1985,2,3,3,124,1.1681
1985,2,3,4,114,1.9505
1985,2,3,5,102,3.2148
1985,3,1,1,479,-2.0061
1985,3,1,2,301,-0.9956
1985,3,1,3,236,-0.8385
1985,3,1,4,178,0.6606
1985,3,1,5,265,-1.0282
1985,3,2,1,143,-3.4199
1985,3,2,2,89,-2.0960
1985,3,2,3,75,1.0693
1985,3,2,4,79,0.5382
1985,3,2,5,65,2.1784
1985,3,3,1,113,-1.7731
1985,3,3,2,112,0.5682
1985,3,3,3,124,-2.0497
1985,3,3,4,114,1.0649
1985,3,3,5,102,2.5594
1985,4,1,1,474,-1.4757
1985,4,1,2,299,-1.3656
1985,4,1,3,234,-0.5728
1985,4,1,4,176,-0.2833
1985,4,1,5,264,-0.6052
1985,4,2,1,143,-1.7242
1985,4,2,2,88,-1.0983
1985,4,2,3,75,-1.4241
1985,4,2,4,79,-0.3353
1985,4,2,5,65,0.4306
1985,4,3,1,113,-2.3787
1985,4,3,2,112,-2.2718
1985,4,3,3,124,-1.3297
1985,4,3,4,114,-0.8126
1985,4,3,5,102,1.9790
1985,5,1,1,471,3.4083
1985,5,1,2,298,1.3997
1985,5,1,3,235,2.6698
1985,5,1,4,176,4.6969
1985,5,1,5,264,2.8271
1985,5,2,1,143,4.1518
1985,5,2,2,87,5.8862
1985,5,2,3,75,2.4649
1985,5,2,4,78,4.1513
1985,5,2,5,65,4.2536
1985,5,3,1,113,8.3916
1985,5,3,2,112,7.3374
1985,5,3,3,124,5.8698
1985,5,3,4,114,5.6745
1985,5,3,5,102,4.3207
1985,6,1,1,466,0.5226
1985,6,1,2,295,0.0521
1985,6,1,3,234,1.1748
1985,6,1,4,175,-0.4894
1985,6,1,5,259,0.5519
1985,6,2,1,140,0.8544
1985,6,2,2,87,2.2007
1985,6,2,3,72,1.8634
1985,6,2,4,77,2.7817
1985,6,2,5,64,2.4792
1985,6,3,1,113,1.6440
1985,6,3,2,112,1.7378
1985,6,3,3,124,0.4233
1985,6,3,4,114,3.2207
1985,6,3,5,100,1.6318
1985,7,1,1,578,2.3053
1985,7,1,2,303,3.4306
1985,7,1,3,237,2.5049
1985,7,1,4,238,2.4341
1985,7,1,5,350,2.0403
1985,7,2,1,170,3.2650
1985,7,2,2,103,3.5893
1985,7,2,3,93,2.6254
1985,7,2,4,72,2.0318
1985,7,2,5,71,0.6096
1985,7,3,1,143,-0.3221
1985,7,3,2,123,1.3077
1985,7,3,3,125,0.5021
1985,7,3,4,134,-2.1119
1985,7,3,5,91,0.4554
1985,8,1,1,575,-1.4233
1985,8,1,2,300,-0.4870
1985,8,1,3,235,-0.3922
1985,8,1,4,237,0.8824
1985,8,1,5,342,-1.1827
1985,8,2,1,170,-2.3310
1985,8,2,2,103,-0.3685
1985,8,2,3,93,1.5985
1985,8,2,4,72,-1.0722
1985,8,2,5,70,1.2643
1985,8,3,1,143,-2.2149
1985,8,3,2,123,-0.9628
1985,8,3,3,125,-0.0393
1985,8,3,4,134,0.6782
1985,8,3,5,90,0.6122
1985,9,1,1,569,-6.0167
1985,9,1,2,296,-4.5426
1985,9,1,3,233,-4.2112
1985,9,1,4,237,-5.4699
1985,9,1,5,339,-4.4810
1985,9,2,1,170,-7.4762
1985,9,2,2,103,-5.0672
1985,9,2,3,91,-4.8094
1985,9,2,4,71,-3.1794
1985,9,2,5,70,-6.6495
1985,9,3,1,142,-4.9721
1985,9,3,2,122,-2.5389
1985,9,3,3,125,-2.8385
1985,9,3,4,134,-3.9155
1985,9,3,5,89,-2.1597
1985,10,1,1,569,2.4014
1985,10,1,2,296,2.7426
1985,10,1,3,231,2.7749
1985,10,1,4,234,4.1723
1985,10,1,5,335,1.6865
1985,10,2,1,170,4.9336
1985,10,2,2,103,4.9611
1985,10,2,3,91,3.4424
1985,10,2,4,71,3.5377
1985,10,2,5,70,1.3656
1985,10,3,1,141,2.7975
1985,10,3,2,121,4.3018
1985,10,3,3,123,4.5132
1985,10,3,4,134,4.1481
1985,10,3,5,87,5.1630
1985,11,1,1,566,5.9232
1985,11,1,2,292,5.5073
1985,11,1,3,231,5.0040
1985,11,1,4,232,6.1517
1985,11,1,5,326,5.0888
1985,11,2,1,169,10.5132
1985,11,2,2,101,5.5010
1985,11,2,3,89,6.5764
1985,11,2,4,71,5.7309
1985,11,2,5,70,4.3162
1985,11,3,1,140,10.3787
1985,11,3,2,121,7.8837
1985,11,3,3,123,7.7334
1985,11,3,4,133,5.8404
1985,11,3,5,87,3.2277
1985,12,1,1,564,4.7562
1985,12,1,2,288,4.0570
1985,12,1,3,228,3.6423
1985,12,1,4,230,4.3096
1985,12,1,5,324,1.4917
1985,12,2,1,168,5.5993
1985,12,2,2,100,5.4605
1985,12,2,3,89,4.2684
1985,12,2,4,70,2.9879
1985,12,2,5,68,2.7818
1985,12,3,1,140,5.5548
1985,12,3,2,119,6.5960
1985,12,3,3,122,3.5940
1985,12,3,4,133,4.8248
1985,12,3,5,87,1.0135
1986,1,1,1,560,2.3062
1986,1,1,2,287,1.4471
1986,1,1,3,223,0.2984
1986,1,1,4,228,4.4010
1986,1,1,5,319,2.0178
1986,1,2,1,167,1.7958
1986,1,2,2,98,1.3298
1986,1,2,3,88,3.0493
1986,1,2,4,70,-0.4518
1986,1,2,5,68,-0.7809
1986,1,3,1,139,0.2752
1986,1,3,2,117,0.1779
1986,1,3,3,122,1.4093
1986,1,3,4,132,3.2368
1986,1,3,5,87,-1.5663
1986,2,1,1,555,6.2603
1986,2,1,2,286,6.4843
1986,2,1,3,222,7.1503
1986,2,1,4,228,7.9340
1986,2,1,5,316,3.4092
1986,2,2,1,165,6.9740
1986,2,2,2,98,7.5947
1986,2,2,3,88,6.9712
1986,2,2,4,70,5.6443
1986,2,2,5,68,5.0839
1986,2,3,1,139,8.9470
1986,2,3,2,117,6.1407
1986,2,3,3,120,9.1959
1986,2,3,4,132,8.1206
1986,2,3,5,87,6.1134
1986,3,1,1,556,4.2573
1986,3,1,2,283,4.9852
1986,3,1,3,223,3.7676
1986,3,1,4,228,4.3347
1986,3,1,5,311,5.1084
1986,3,2,1,163,3.9345
1986,3,2,2,98,5.8854
1986,3,2,3,88,6.8744
1986,3,2,4,69,6.1688
1986,3,2,5,68,6.8833
1986,3,3,1,139,6.6999
1986,3,3,2,116,4.8925
1986,3,3,3,119,6.8575
1986,3,3,4,132,4.9127
1986,3,3,5,87,3.9430
1986,4,1,1,551,2.2980
1986,4,1,2,282,1.3615
1986,4,1,3,222,1.2116
1986,4,1,4,226,2.1186
1986,4,1,5,309,0.3479
1986,4,2,1,162,3.7467
1986,4,2,2,98,0.8157
1986,4,2,3,88,1.0594
1986,4,2,4,68,0.3382
1986,4,2,5,68,-1.2139
1986,4,3,1,139,0.6530
1986,4,3,2,115,1.0609
1986,4,3,3,119,-1.3715
1986,4,3,4,131,-3.1169
1986,4,3,5,87,-1.3949
1986,5,1,1,545,3.8432
1986,5,1,2,279,2.9080
1986,5,1,3,219,4.8199
1986,5,1,4,223,4.3656
1986,5,1,5,307,4.9697
1986,5,2,1,160,3.3736
1986,5,2,2,98,5.2867
1986,5,2,3,87,5.1193
1986,5,2,4,67,2.7321
1986,5,2,5,68,1.3403
1986,5,3,1,139,7.2231
1986,5,3,2,114,4.2793
1986,5,3,3,117,5.3332
1986,5,3,4,129,4.4728
1986,5,3,5,86,5.7584
1986,6,1,1,541,-2.0977
1986,6,1,2,277,-0.0806
1986,6,1,3,216,0.4714
1986,6,1,4,220,0.9482
1986,6,1,5,299,1.6550
1986,6,2,1,160,-0.6702
1986,6,2,2,98,1.3724
1986,6,2,3,86,0.3350
1986,6,2,4,67,1.2714
1986,6,2,5,68,-1.1180
1986,6,3,1,138,3.1026
1986,6,3,2,114,0.9996
1986,6,3,3,117,2.0684
1986,6,3,4,128,2.7152
1986,6,3,5,85,-0.7827
1986,7,1,1,620,-8.8761
1986,7,1,2,290,-8.3279
1986,7,1,3,261,-7.9352
1986,7,1,4,239,-7.6332
1986,7,1,5,390,-8.7436
1986,7,2,1,194,-11.8104
1986,7,2,2,124,-10.5496
1986,7,2,3,102,-7.4708
1986,7,2,4,58,-4.3797
1986,7,2,5,70,-7.8234
1986,7,3,1,133,-6.7558
1986,7,3,2,115,-6.7500
1986,7,3,3,123,-5.6291
1986,7,3,4,128,-1.5420
1986,7,3,5,91,-4.4448
1986,8,1,1,616,0.1084
1986,8,1,2,285,0.6963
1986,8,1,3,257,2.5791
1986,8,1,4,237,2.4790
1986,8,1,5,382,1.7739
1986,8,2,1,194,4.6062
1986,8,2,2,124,3.9148
1986,8,2,3,102,4.7988
1986,8,2,4,57,4.3125
1986,8,2,5,70,5.2773
1986,8,3,1,133,3.9381
1986,8,3,2,114,5.5724
1986,8,3,3,123,5.3462
1986,8,3,4,128,6.9708
1986,8,3,5,91,12.5284
1986,9,1,1,608,-7.2232
1986,9,1,2,286,-4.3218
1986,9,1,3,256,-5.3306
1986,9,1,4,237,-4.1352
1986,9,1,5,380,-4.0548
1986,9,2,1,194,-7.3473
1986,9,2,2,122,-5.3445
1986,9,2,3,101,-5.0694
1986,9,2,4,57,-5.5765
1986,9,2,5,70,-4.6824
1986,9,3,1,132,-9.9327
1986,9,3,2,113,-9.3255
1986,9,3,3,123,-8.5721
1986,9,3,4,127,-7.1496
1986,9,3,5,91,-4.5368
1986,10,1,1,603,2.7904
1986,10,1,2,284,0.9733
1986,10,1,3,256,2.4062
1986,10,1,4,235,2.8420
1986,10,1,5,375,3.1912
1986,10,2,1,192,4.3435
1986,10,2,2,121,4.6752
1986,10,2,3,101,4.0981
1986,10,2,4,56,3.8503
1986,10,2,5,69,2.5444
1986,10,3,1,132,7.3146
1986,10,3,2,113,4.8447
1986,10,3,3,123,6.8524
1986,10,3,4,126,6.8098
1986,10,3,5,91,4.7266
1986,11,1,1,600,-0.4326
1986,11,1,2,282,-0.9386
1986,11,1,3,252,1.0589
1986,11,1,4,234,0.2865
1986,11,1,5,367,1.0007
1986,11,2,1,192,0.8890
1986,11,2,2,120,2.2297
1986,11,2,3,101,0.9835
1986,11,2,4,55,0.9310
1986,11,2,5,69,-0.1886
1986,11,3,1,132,2.8529
1986,11,3,2,113,2.5928
1986,11,3,3,119,2.4531
1986,11,3,4,125,2.6579
1986,11,3,5,91,2.3437
1986,12,1,1,593,-2.5308
1986,12,1,2,282,-2.2817
1986,12,1,3,250,-3.1694
1986,12,1,4,230,-2.0908
1986,12,1,5,356,-2.8971
1986,12,2,1,192,-1.3961
1986,12,2,2,120,-0.4585
1986,12,2,3,100,-3.8289
1986,12,2,4,55,-2.3446
1986,12,2,5,68,-1.9414
1986,12,3,1,132,-2.6176
1986,12,3,2,113,-2.0015
1986,12,3,3,119,-3.1655
1986,12,3,4,123,-4.3314
1986,12,3,5,91,-2.0940
1987,1,1,1,588,9.0878
1987,1,1,2,278,12.1695
1987,1,1,3,245,13.5795
1987,1,1,4,225,8.5786
1987,1,1,5,339,9.7790
1987,1,2,1,190,14.2733
1987,1,2,2,118,12.3779
1987,1,2,3,99,13.2655
1987,1,2,4,54,8.9267
1987,1,2,5,63,9.2515
1987,1,3,1,132,16.8069
1987,1,3,2,111,13.2829
1987,1,3,3,118,13.8205
1987,1,3,4,121,10.9594
1987,1,3,5,90,13.0369
1987,2,1,1,584,9.7413
1987,2,1,2,274,8.9498
1987,2,1,3,242,7.3874
1987,2,1,4,224,6.3575
1987,2,1,5,339,6.2260
1987,2,2,1,190,9.5480
1987,2,2,2,117,7.3483
1987,2,2,3,98,6.9847
1987,2,2,4,54,3.9346
1987,2,2,5,62,5.1326
1987,2,3,1,132,8.9569
1987,2,3,2,111,6.7593
1987,2,3,3,117,5.2711
1987,2,3,4,120,-0.3738
1987,2,3,5,90,0.2274
1987,3,1,1,583,0.5770
1987,3,1,2,271,2.9309
1987,3,1,3,242,3.4066
1987,3,1,4,224,3.1483
1987,3,1,5,336,8.1608
1987,3,2,1,190,1.6921
1987,3,2,2,116,2.0913
1987,3,2,3,98,2.6275
1987,3,2,4,54,1.9390
1987,3,2,5,62,5.7112
1987,3,3,1,132,0.9208
1987,3,3,2,111,2.7391
1987,3,3,3,116,2.4481
1987,3,3,4,120,1.6718
1987,3,3,5,89,6.7246
1987,4,1,1,578,-2.3543
1987,4,1,2,270,-1.0048
1987,4,1,3,237,-1.1054
1987,4,1,4,223,-2.6579
1987,4,1,5,331,-1.1664
1987,4,2,1,189,-2.0284
1987,4,2,2,116,-3.7152
1987,4,2,3,98,-2.9245
1987,4,2,4,54,-4.9765
1987,4,2,5,62,-4.8289
1987,4,3,1,132,-0.9469
1987,4,3,2,111,-0.4607
1987,4,3,3,116,-2.3216
1987,4,3,4,120,-1.8675
1987,4,3,5,88,1.2905
1987,5,1,1,576,-0.0255
1987,5,1,2,270,0.5638
1987,5,1,3,233,2.1462
1987,5,1,4,222,-0.9048
1987,5,1,5,325,1.9730
1987,5,2,1,188,1.1874
1987,5,2,2,116,0.3656
1987,5,2,3,97,-1.4592
1987,5,2,4,54,1.4413
1987,5,2,5,62,0.8082
1987,5,3,1,132,1.1104
1987,5,3,2,111,2.3676
1987,5,3,3,115,-0.7398
1987,5,3,4,119,-0.0445
1987,5,3,5,88,1.0453
1987,6,1,1,574,-0.2895
1987,6,1,2,268,2.7102
1987,6,1,3,233,3.3425
1987,6,1,4,220,3.2646
1987,6,1,5,324,2.9661
1987,6,2,1,187,1.6182
1987,6,2,2,116,4.9059
1987,6,2,3,96,3.8888
1987,6,2,4,53,5.0665
1987,6,2,5,62,3.3765
1987,6,3,1,132,4.3869
1987,6,3,2,111,4.5017
1987,6,3,3,115,5.2480
1987,6,3,4,119,5.3122
1987,6,3,5,88,4.8657
1987,7,1,1,510,2.6887
1987,7,1,2,308,3.9262
1987,7,1,3,240,3.1918
1987,7,1,4,237,1.8062
1987,7,1,5,376,6.2572
1987,7,2,1,149,3.3105
1987,7,2,2,101,5.1802
1987,7,2,3,97,3.0661
1987,7,2,4,63,4.8962
1987,7,2,5,70,5.4633
1987,7,3,1,129,5.2574
1987,7,3,2,122,6.0274
1987,7,3,3,115,3.8212
1987,7,3,4,118,3.5319
1987,7,3,5,84,5.3707
1987,8,1,1,510,2.3791
1987,8,1,2,307,3.4019
1987,8,1,3,236,1.5317
1987,8,1,4,232,3.3955
1987,8,1,5,372,0.0912
1987,8,2,1,149,4.1189
1987,8,2,2,98,5.3444
1987,8,2,3,96,2.2385
1987,8,2,4,63,4.2224
1987,8,2,5,70,1.8505
1987,8,3,1,129,4.9966
1987,8,3,2,122,3.7979
1987,8,3,3,113,5.4296
1987,8,3,4,118,1.9048
1987,8,3,5,84,2.5711
1987,9,1,1,508,-0.5920
1987,9,1,2,306,-0.6741
1987,9,1,3,235,-0.2039
1987,9,1,4,230,0.7767
1987,9,1,5,369,-1.2976
1987,9,2,1,147,-2.8345
1987,9,2,2,97,-2.2543
1987,9,2,3,95,-1.2909
1987,9,2,4,63,-0.8608
1987,9,2,5,70,1.2691
1987,9,3,1,129,-2.5264
1987,9,3,2,121,-1.4144
1987,9,3,3,112,-2.9707
1987,9,3,4,118,-1.7982
1987,9,3,5,84,-2.4430
1987,10,1,1,506,-31.9789
1987,10,1,2,303,-30.4012
1987,10,1,3,233,-29.4955
1987,10,1,4,230,-28.8506
1987,10,1,5,361,-29.1120
1987,10,2,1,146,-31.2274
1987,10,2,2,96,-30.2131
1987,10,2,3,94,-27.5776
1987,10,2,4,62,-23.9282
1987,10,2,5,70,-28.0971
1987,10,3,1,129,-24.9998
1987,10,3,2,120,-23.8309
1987,10,3,3,112,-19.8867
1987,10,3,4,117,-16.0733
1987,10,3,5,84,-21.3655
1987,11,1,1,500,-5.2801
1987,11,1,2,301,-4.1976
1987,11,1,3,232,-3.9857
1987,11,1,4,228,-4.3140
1987,11,1,5,359,-3.5973
1987,11,2,1,145,-5.2765
1987,11,2,2,96,-4.2634
1987,11,2,3,93,-3.4022
1987,11,2,4,60,-0.4848
1987,11,2,5,70,-2.2154
1987,11,3,1,128,-8.9817
1987,11,3,2,120,-7.5225
1987,11,3,3,110,-8.3249
1987,11,3,4,117,-7.8869
1987,11,3,5,84,-6.0936
1987,12,1,1,495,4.7358
1987,12,1,2,301,7.2838
1987,12,1,3,231,7.2291
1987,12,1,4,222,5.2510
1987,12,1,5,351,4.3397
1987,12,2,1,146,11.9592
1987,12,2,2,95,9.2434
1987,12,2,3,92,11.4205
1987,12,2,4,60,4.1524
1987,12,2,5,69,6.2054
1987,12,3,1,128,10.3013
1987,12,3,2,120,10.0095
1987,12,3,3,110,6.8441
1987,12,3,4,115,5.5897
1987,12,3,5,84,6.3372
1988,1,1,1,492,4.2344
1988,1,1,2,298,3.0622
1988,1,1,3,227,4.1749
1988,1,1,4,222,5.8150
1988,1,1,5,345,6.9617
1988,1,2,1,144,0.1524
1988,1,2,2,95,3.8078
1988,1,2,3,91,4.0412
1988,1,2,4,60,2.4329
1988,1,2,5,67,3.3890
1988,1,3,1,128,0.6788
1988,1,3,2,120,2.8988
1988,1,3,3,110,2.2735
1988,1,3,4,115,7.5778
1988,1,3,5,83,7.1408
1988,2,1,1,488,7.3818
1988,2,1,2,293,9.5266
1988,2,1,3,226,7.2274
1988,2,1,4,220,7.2306
1988,2,1,5,343,7.0348
1988,2,2,1,143,10.5111
1988,2,2,2,94,8.1860
1988,2,2,3,89,7.9302
1988,2,2,4,60,10.1655
1988,2,2,5,67,7.4267
1988,2,3,1,128,6.5963
1988,2,3,2,120,5.4149
1988,2,3,3,110,5.0558
1988,2,3,4,115,2.2415
1988,2,3,5,83,5.5344
1988,3,1,1,486,5.6639
1988,3,1,2,290,5.4611
1988,3,1,3,225,6.5886
1988,3,1,4,218,6.1085
1988,3,1,5,335,6.1903
1988,3,2,1,143,3.0541
1988,3,2,2,94,3.3787
1988,3,2,3,88,3.9758
1988,3,2,4,60,4.2947
1988,3,2,5,66,2.1266
1988,3,3,1,128,-3.8436
1988,3,3,2,120,-2.8967
1988,3,3,3,110,-3.3443
1988,3,3,4,115,-2.2291
1988,3,3,5,83,-0.6540
1988,4,1,1,482,1.4275
1988,4,1,2,290,2.8176
1988,4,1,3,225,2.6658
1988,4,1,4,216,2.9066
1988,4,1,5,327,2.2781
1988,4,2,1,143,0.8062
1988,4,2,2,93,3.9393
1988,4,2,3,86,2.0577
1988,4,2,4,60,1.2397
1988,4,2,5,66,2.4948
1988,4,3,1,128,0.2141
1988,4,3,2,119,-0.1117
1988,4,3,3,109,1.6901
1988,4,3,4,114,1.4576
1988,4,3,5,83,2.1476
1988,5,1,1,479,-3.2174
1988,5,1,2,289,-1.6766
1988,5,1,3,222,-2.3113
1988,5,1,4,214,1.3438
1988,5,1,5,326,-1.8868
1988,5,2,1,142,-2.3528
1988,5,2,2,93,-0.9251
1988,5,2,3,86,-1.9685
1988,5,2,4,59,0.3565
1988,5,2,5,65,0.2325
1988,5,3,1,128,-1.1728
1988,5,3,2,119,0.3360
1988,5,3,3,108,0.4029
1988,5,3,4,114,1.0767
1988,5,3,5,83,0.4992
1988,6,1,1,474,6.4987
1988,6,1,2,287,7.8661
1988,6,1,3,218,7.0723
1988,6,1,4,211,4.8594
1988,6,1,5,318,5.4321
