year,month,rank_ME,rank_CP,nstocks,ret_vw
1978,9,3,3,135,-0.5282
1978,9,3,4,121,1.3287
1978,9,3,5,90,0.9811
1978,10,1,1,385,-26.9590
1978,10,1,2,274,-23.9314
1978,10,1,3,291,-21.4206
1978,10,1,4,290,-19.7161
1978,10,1,5,565,-22.1205
1978,10,2,1,166,-22.4809
1978,10,2,2,126,-20.4865
1978,10,2,3,109,-18.9989
1978,10,2,4,101,-17.0210
1978,10,2,5,102,-21.4102
1978,10,3,1,183,-9.2082
1978,10,3,2,152,-10.5419
1978,10,3,3,136,-10.3617
1978,10,3,4,121,-7.8696
1978,10,3,5,90,-12.2257
1978,11,1,1,385,9.1573
1978,11,1,2,274,7.3218
1978,11,1,3,291,6.7066
1978,11,1,4,289,5.8189
1978,11,1,5,563,5.3475
1978,11,2,1,165,9.1665
1978,11,2,2,125,8.3123
1978,11,2,3,109,6.0135
1978,11,2,4,101,6.3803
1978,11,2,5,100,5.7250
1978,11,3,1,182,3.0458
1978,11,3,2,152,1.9334
1978,11,3,3,135,4.1116
1978,11,3,4,121,3.3329
1978,11,3,5,90,3.7938
1978,12,1,1,383,2.8743
1978,12,1,2,272,1.6868
1978,12,1,3,287,2.1061
1978,12,1,4,288,2.5998
1978,12,1,5,562,1.0260
1978,12,2,1,165,2.4731
1978,12,2,2,123,2.7257
1978,12,2,3,109,3.1314
1978,12,2,4,101,2.4463
1978,12,2,5,101,1.2614
1978,12,3,1,181,3.3913
1978,12,3,2,151,1.0920
1978,12,3,3,135,1.0036
1978,12,3,4,120,0.2618
1978,12,3,5,90,0.3588
1979,1,1,1,382,10.0000
1979,1,1,2,271,10.6447
1979,1,1,3,285,10.2466
1979,1,1,4,287,8.7740
1979,1,1,5,558,10.2488
1979,1,2,1,164,8.3168
1979,1,2,2,123,5.8330
1979,1,2,3,108,7.6363
1979,1,2,4,101,8.2401
1979,1,2,5,101,10.8601
1979,1,3,1,181,2.8809
1979,1,3,2,151,5.2712
1979,1,3,3,135,5.9692
1979,1,3,4,120,5.1219
1979,1,3,5,90,4.6050
1979,2,1,1,380,-3.5113
1979,2,1,2,269,-2.2213
1979,2,1,3,283,-3.5639
1979,2,1,4,283,-1.6258
1979,2,1,5,557,-2.0168
1979,2,2,1,160,-3.4935
1979,2,2,2,122,-2.2590
1979,2,2,3,107,-3.4423
1979,2,2,4,99,-1.2220
1979,2,2,5,100,-2.6634
1979,2,3,1,181,-4.0597
1979,2,3,2,150,-2.3530
1979,2,3,3,135,-3.4663
1979,2,3,4,119,-1.7713
1979,2,3,5,89,-2.2854
1979,3,1,1,374,11.0227
1979,3,1,2,270,9.7665
1979,3,1,3,283,8.7028
1979,3,1,4,281,7.0837
1979,3,1,5,556,8.3062
1979,3,2,1,160,10.8293
1979,3,2,2,119,10.4784
1979,3,2,3,107,8.5102
1979,3,2,4,97,12.4260
1979,3,2,5,99,9.2595
1979,3,3,1,180,5.0592
1979,3,3,2,150,6.0545
1979,3,3,3,133,6.2604
1979,3,3,4,118,4.8748
1979,3,3,5,89,8.6998
1979,4,1,1,375,2.2202
1979,4,1,2,269,3.4769
1979,4,1,3,281,3.1937
1979,4,1,4,281,3.4633
1979,4,1,5,552,2.3857
1979,4,2,1,159,1.4535
1979,4,2,2,118,1.8277
1979,4,2,3,107,3.5802
1979,4,2,4,97,2.2547
1979,4,2,5,98,3.1909
1979,4,3,1,180,-0.0021
1979,4,3,2,150,0.7108
1979,4,3,3,133,-1.7393
1979,4,3,4,119,0.2142
1979,4,3,5,89,2.9367
1979,5,1,1,372,-2.4512
1979,5,1,2,267,-0.9459
1979,5,1,3,281,-1.5400
1979,5,1,4,278,-1.0084
1979,5,1,5,550,-1.3347
1979,5,2,1,159,-2.5902
1979,5,2,2,116,-1.6489
1979,5,2,3,106,-0.8066
1979,5,2,4,97,-0.6445
1979,5,2,5,97,0.3765
1979,5,3,1,180,-2.1987
1979,5,3,2,150,-1.7075
1979,5,3,3,133,-1.0832
1979,5,3,4,119,-0.9797
1979,5,3,5,89,-2.2403
1979,6,1,1,370,5.5537
1979,6,1,2,265,5.9008
1979,6,1,3,281,5.0174
1979,6,1,4,275,4.7349
1979,6,1,5,550,4.7130
1979,6,2,1,159,4.9808
1979,6,2,2,115,5.7682
1979,6,2,3,105,4.3205
1979,6,2,4,97,6.2147
1979,6,2,5,97,4.6353
1979,6,3,1,179,1.8150
1979,6,3,2,150,6.0642
1979,6,3,3,133,5.2050
1979,6,3,4,118,4.2869
1979,6,3,5,89,5.0158
1979,7,1,1,472,2.7718
1979,7,1,2,322,3.4639
1979,7,1,3,288,2.0360
1979,7,1,4,311,2.3120
1979,7,1,5,443,2.5925
1979,7,2,1,187,2.4068
1979,7,2,2,123,3.5741
1979,7,2,3,104,2.6538
1979,7,2,4,92,3.3031
1979,7,2,5,104,4.2297
1979,7,3,1,175,-0.5345
1979,7,3,2,144,1.8613
1979,7,3,3,129,2.7075
1979,7,3,4,142,1.5255
1979,7,3,5,91,2.3693
1979,8,1,1,470,8.6543
1979,8,1,2,318,7.6537
1979,8,1,3,287,8.1873
1979,8,1,4,309,7.7995
1979,8,1,5,441,7.6676
1979,8,2,1,184,8.6994
1979,8,2,2,121,8.9812
1979,8,2,3,103,8.5834
1979,8,2,4,91,7.5360
1979,8,2,5,102,8.5415
1979,8,3,1,175,6.8469
1979,8,3,2,143,6.0836
1979,8,3,3,129,7.0059
1979,8,3,4,142,5.0704
1979,8,3,5,90,6.6241
1979,9,1,1,469,-0.6654
1979,9,1,2,316,-0.1072
1979,9,1,3,285,-0.6072
1979,9,1,4,306,-0.5496
1979,9,1,5,436,-0.6013
1979,9,2,1,185,1.6108
1979,9,2,2,120,2.2425
1979,9,2,3,103,-0.6376
1979,9,2,4,91,-2.0905
1979,9,2,5,101,-1.6896
1979,9,3,1,174,-1.9913
1979,9,3,2,143,0.7682
1979,9,3,3,129,0.7906
1979,9,3,4,142,1.1243
1979,9,3,5,89,1.0399
1979,10,1,1,467,-10.4202
1979,10,1,2,310,-9.9126
1979,10,1,3,284,-10.4162
1979,10,1,4,306,-9.1492
1979,10,1,5,434,-11.3759
1979,10,2,1,184,-9.0844
1979,10,2,2,119,-7.9668
1979,10,2,3,103,-9.4652
1979,10,2,4,90,-10.9307
1979,10,2,5,101,-13.4471
1979,10,3,1,174,-6.7543
1979,10,3,2,143,-7.0120
1979,10,3,3,128,-5.6460
1979,10,3,4,142,-5.0415
1979,10,3,5,88,-8.1298
1979,11,1,1,465,10.1000
1979,11,1,2,312,7.9776
1979,11,1,3,284,6.5980
1979,11,1,4,303,7.5725
1979,11,1,5,433,5.9988
1979,11,2,1,183,11.5310
1979,11,2,2,120,8.6203
1979,11,2,3,103,8.2700
1979,11,2,4,90,7.5327
1979,11,2,5,101,7.8773
1979,11,3,1,174,6.3206
1979,11,3,2,143,5.1609
1979,11,3,3,128,6.7336
1979,11,3,4,142,5.9797
1979,11,3,5,88,3.0006
1979,12,1,1,463,10.5664
1979,12,1,2,310,6.9195
1979,12,1,3,282,7.9277
1979,12,1,4,302,6.6121
1979,12,1,5,430,5.8153
1979,12,2,1,182,7.1211
1979,12,2,2,119,5.5652
1979,12,2,3,103,6.9425
1979,12,2,4,90,3.9784
1979,12,2,5,101,7.1933
1979,12,3,1,173,2.1058
1979,12,3,2,142,2.7826
1979,12,3,3,128,2.6896
1979,12,3,4,142,0.7390
1979,12,3,5,88,3.6935
1980,1,1,1,461,13.3738
1980,1,1,2,307,10.0755
1980,1,1,3,280,9.1228
1980,1,1,4,300,9.7211
1980,1,1,5,426,9.4514
1980,1,2,1,181,6.7985
1980,1,2,2,118,7.5988
1980,1,2,3,101,7.7145
1980,1,2,4,89,6.6949
1980,1,2,5,100,7.9912
1980,1,3,1,173,3.3485
1980,1,3,2,140,7.3767
1980,1,3,3,128,8.1301
1980,1,3,4,142,6.8743
1980,1,3,5,88,8.8625
1980,2,1,1,457,-0.2407
1980,2,1,2,301,0.2359
1980,2,1,3,278,-0.7977
1980,2,1,4,296,-2.2334
1980,2,1,5,421,-2.1510
1980,2,2,1,180,-0.0808
1980,2,2,2,117,-1.9106
1980,2,2,3,101,-2.9730
1980,2,2,4,89,-0.8471
1980,2,2,5,99,-2.7736
1980,2,3,1,172,-3.9806
1980,2,3,2,139,-1.4723
1980,2,3,3,127,2.3286
1980,2,3,4,140,4.5727
1980,2,3,5,88,-0.3992
1980,3,1,1,456,-21.3017
1980,3,1,2,301,-18.8897
1980,3,1,3,276,-18.1279
1980,3,1,4,294,-16.9451
1980,3,1,5,418,-17.2930
1980,3,2,1,179,-18.2941
1980,3,2,2,116,-18.2080
1980,3,2,3,101,-16.7120
1980,3,2,4,88,-16.7599
1980,3,2,5,99,-18.1105
1980,3,3,1,171,-7.2739
1980,3,3,2,139,-10.3111
1980,3,3,3,127,-13.4871
1980,3,3,4,140,-11.4145
1980,3,3,5,88,-13.2842
1980,4,1,1,454,6.7623
1980,4,1,2,299,6.4088
1980,4,1,3,271,6.3285
1980,4,1,4,291,6.3407
1980,4,1,5,418,5.8535
1980,4,2,1,179,5.6222
1980,4,2,2,115,5.7677
1980,4,2,3,101,6.2208
1980,4,2,4,88,4.1314
1980,4,2,5,99,6.2201
1980,4,3,1,171,3.8619
1980,4,3,2,138,3.7697
1980,4,3,3,126,5.9906
1980,4,3,4,140,6.5294
1980,4,3,5,88,2.8722
1980,5,1,1,450,7.6262
1980,5,1,2,298,6.7520
1980,5,1,3,274,7.1281
1980,5,1,4,289,7.3978
1980,5,1,5,417,5.5473
1980,5,2,1,177,8.1649
1980,5,2,2,115,9.3709
1980,5,2,3,100,7.7679
1980,5,2,4,87,7.7147
1980,5,2,5,99,8.8795
1980,5,3,1,171,5.4648
1980,5,3,2,139,6.9821
1980,5,3,3,126,6.4267
1980,5,3,4,140,4.1071
1980,5,3,5,88,5.6152
1980,6,1,1,447,4.1871
1980,6,1,2,298,4.0412
1980,6,1,3,273,3.9372
1980,6,1,4,288,4.7598
1980,6,1,5,412,4.7590
1980,6,2,1,176,4.3940
1980,6,2,2,114,5.1540
1980,6,2,3,100,4.1894
1980,6,2,4,87,5.6762
1980,6,2,5,99,3.4226
1980,6,3,1,170,2.7498
1980,6,3,2,139,3.3343
1980,6,3,3,126,3.3569
1980,6,3,4,140,3.3718
1980,6,3,5,88,1.9866
1980,7,1,1,500,12.4139
1980,7,1,2,309,13.0962
1980,7,1,3,275,9.7886
1980,7,1,4,250,8.3436
1980,7,1,5,448,9.3694
1980,7,2,1,226,12.8090
1980,7,2,2,120,12.7189
1980,7,2,3,113,7.9509
1980,7,2,4,95,10.3533
1980,7,2,5,103,9.4607
1980,7,3,1,195,11.7742
1980,7,3,2,136,7.5495
1980,7,3,3,128,7.0362
1980,7,3,4,131,3.0680
1980,7,3,5,91,4.6977
1980,8,1,1,499,11.4947
1980,8,1,2,308,8.0072
1980,8,1,3,275,7.8241
1980,8,1,4,250,6.8537
1980,8,1,5,447,6.2655
1980,8,2,1,224,7.0316
1980,8,2,2,120,7.0276
1980,8,2,3,112,5.5964
1980,8,2,4,95,3.8331
1980,8,2,5,102,3.7562
1980,8,3,1,195,2.2532
1980,8,3,2,136,1.0951
1980,8,3,3,128,1.2362
1980,8,3,4,131,1.2171
1980,8,3,5,91,2.7847
1980,9,1,1,494,5.1379
1980,9,1,2,306,3.5123
1980,9,1,3,275,2.0583
1980,9,1,4,250,2.8294
1980,9,1,5,447,2.5552
1980,9,2,1,224,5.2680
1980,9,2,2,120,3.2139
1980,9,2,3,111,3.4372
1980,9,2,4,93,3.4876
1980,9,2,5,103,1.7814
1980,9,3,1,195,3.7214
1980,9,3,2,136,3.9680
1980,9,3,3,127,5.0941
1980,9,3,4,131,1.9200
1980,9,3,5,91,-0.4864
1980,10,1,1,487,8.3378
1980,10,1,2,303,6.1015
1980,10,1,3,273,4.2076
1980,10,1,4,247,3.5642
1980,10,1,5,446,3.4365
1980,10,2,1,220,5.8756
1980,10,2,2,118,3.2841
1980,10,2,3,110,1.7746
1980,10,2,4,93,2.8341
1980,10,2,5,102,2.5131
1980,10,3,1,195,1.2350
1980,10,3,2,135,1.7170
1980,10,3,3,127,4.5294
1980,10,3,4,130,3.4343
1980,10,3,5,91,-0.4587
1980,11,1,1,490,13.3124
1980,11,1,2,303,9.6279
1980,11,1,3,273,4.0548
1980,11,1,4,247,3.5715
1980,11,1,5,442,1.9337
1980,11,2,1,220,12.5259
1980,11,2,2,117,5.6413
1980,11,2,3,110,7.2449
1980,11,2,4,93,5.9477
1980,11,2,5,101,4.5921
1980,11,3,1,196,11.1225
1980,11,3,2,135,10.1711
1980,11,3,3,127,14.8380
1980,11,3,4,128,15.0803
1980,11,3,5,91,6.8165
1980,12,1,1,489,-6.4471
1980,12,1,2,300,-5.1279
1980,12,1,3,273,-5.1121
1980,12,1,4,243,-4.9426
1980,12,1,5,441,-2.5194
1980,12,2,1,221,-5.1254
1980,12,2,2,114,-4.5748
1980,12,2,3,110,-0.5326
1980,12,2,4,92,-0.8247
1980,12,2,5,101,-2.2769
1980,12,3,1,196,-1.2510
1980,12,3,2,135,-2.4589
1980,12,3,3,127,-5.8349
1980,12,3,4,128,-6.2507
1980,12,3,5,90,-3.6026
1981,1,1,1,488,-4.7669
1981,1,1,2,298,-1.4910
1981,1,1,3,270,1.0722
1981,1,1,4,243,1.0693
1981,1,1,5,438,3.6583
1981,1,2,1,220,-4.2174
1981,1,2,2,113,-0.5584
1981,1,2,3,110,-0.7153
1981,1,2,4,91,0.0850
1981,1,2,5,101,1.7382
1981,1,3,1,196,-5.5994
1981,1,3,2,135,-5.1863
1981,1,3,3,127,-6.8856
1981,1,3,4,126,-4.1241
1981,1,3,5,90,-0.0357
1981,2,1,1,484,-3.1107
1981,2,1,2,296,-0.5025
1981,2,1,3,269,1.0940
1981,2,1,4,241,1.6118
1981,2,1,5,433,2.7554
1981,2,2,1,219,0.8184
1981,2,2,2,114,1.6638
1981,2,2,3,110,1.7757
1981,2,2,4,91,1.8734
1981,2,2,5,100,3.0955
1981,2,3,1,195,2.6499
1981,2,3,2,135,3.0543
1981,2,3,3,127,1.2870
1981,2,3,4,126,0.0346
1981,2,3,5,90,2.9459
1981,3,1,1,478,8.0438
1981,3,1,2,293,7.7547
1981,3,1,3,268,8.9686
1981,3,1,4,238,8.0840
1981,3,1,5,431,8.8804
1981,3,2,1,216,7.0843
1981,3,2,2,114,7.6748
1981,3,2,3,110,8.3900
1981,3,2,4,90,6.2437
1981,3,2,5,99,9.1626
1981,3,3,1,194,4.6457
1981,3,3,2,135,5.1143
1981,3,3,3,127,6.5833
1981,3,3,4,125,0.2953
1981,3,3,5,90,3.3340
1981,4,1,1,473,2.6335
1981,4,1,2,291,4.1337
1981,4,1,3,268,5.5842
1981,4,1,4,238,5.5609
1981,4,1,5,428,4.1169
1981,4,2,1,215,1.3781
1981,4,2,2,113,3.1995
1981,4,2,3,107,2.6359
1981,4,2,4,89,1.5351
1981,4,2,5,99,2.9113
1981,4,3,1,195,-1.6742
1981,4,3,2,133,-2.1560
1981,4,3,3,127,-5.4508
1981,4,3,4,125,-1.3103
1981,4,3,5,89,0.7132
1981,5,1,1,472,4.8370
1981,5,1,2,286,4.8659
1981,5,1,3,268,3.6351
1981,5,1,4,238,2.6292
1981,5,1,5,427,4.0561
1981,5,2,1,214,5.0225
1981,5,2,2,113,3.6771
1981,5,2,3,107,2.6539
1981,5,2,4,88,2.2678
1981,5,2,5,99,2.9826
1981,5,3,1,192,1.8465
1981,5,3,2,133,-0.6069
1981,5,3,3,127,-0.9058
1981,5,3,4,124,-1.3886
1981,5,3,5,90,2.3495
1981,6,1,1,470,-6.9060
1981,6,1,2,286,-0.5942
1981,6,1,3,267,0.8415
1981,6,1,4,237,3.2152
1981,6,1,5,425,2.1582
1981,6,2,1,213,-6.1052
1981,6,2,2,113,-2.3975
1981,6,2,3,106,-1.4867
1981,6,2,4,87,-0.3644
1981,6,2,5,98,-0.9826
1981,6,3,1,192,-4.9403
1981,6,3,2,133,-1.7244
1981,6,3,3,126,2.2206
1981,6,3,4,123,3.7097
1981,6,3,5,90,-1.0186
1981,7,1,1,591,-4.2642
1981,7,1,2,274,-3.1785
1981,7,1,3,286,-1.9334
1981,7,1,4,246,-1.9762
1981,7,1,5,407,-1.8862
1981,7,2,1,210,-1.2273
1981,7,2,2,138,-3.0287
1981,7,2,3,100,-1.5545
1981,7,2,4,85,-2.4119
1981,7,2,5,95,-2.2428
1981,7,3,1,189,0.8821
1981,7,3,2,137,0.5224
1981,7,3,3,132,1.1074
1981,7,3,4,137,0.4294
1981,7,3,5,83,-0.7629
1981,8,1,1,588,-12.3925
1981,8,1,2,273,-9.5385
1981,8,1,3,284,-6.5518
1981,8,1,4,245,-4.1771
1981,8,1,5,406,-5.4366
1981,8,2,1,210,-9.2026
1981,8,2,2,136,-7.0998
1981,8,2,3,99,-5.6436
1981,8,2,4,85,-6.0875
1981,8,2,5,94,-5.2597
1981,8,3,1,189,-7.5734
1981,8,3,2,137,-5.5384
1981,8,3,3,130,-5.8378
1981,8,3,4,137,-5.9537
1981,8,3,5,83,-1.4319
1981,9,1,1,586,-12.6862
1981,9,1,2,271,-9.0079
1981,9,1,3,280,-7.8611
1981,9,1,4,243,-6.8587
1981,9,1,5,402,-6.0540
1981,9,2,1,210,-11.0297
1981,9,2,2,135,-7.2542
1981,9,2,3,99,-6.6399
1981,9,2,4,85,-5.6207
1981,9,2,5,95,-4.3050
1981,9,3,1,188,-7.0402
1981,9,3,2,135,-5.3087
1981,9,3,3,128,-6.4205
1981,9,3,4,137,-7.3769
1981,9,3,5,83,-0.6285
1981,10,1,1,581,10.6878
1981,10,1,2,270,9.2463
1981,10,1,3,277,8.0640
1981,10,1,4,242,6.1369
1981,10,1,5,395,5.7865
1981,10,2,1,209,10.7347
1981,10,2,2,135,7.0562
1981,10,2,3,98,4.6850
1981,10,2,4,85,6.7757
1981,10,2,5,95,5.6654
1981,10,3,1,188,9.6101
1981,10,3,2,134,5.9545
1981,10,3,3,128,5.6123
1981,10,3,4,137,1.8985
1981,10,3,5,83,4.0053
1981,11,1,1,585,-0.4276
1981,11,1,2,269,2.2678
1981,11,1,3,276,2.9748
1981,11,1,4,239,3.5921
1981,11,1,5,394,3.4855
1981,11,2,1,209,0.6286
1981,11,2,2,133,3.6938
1981,11,2,3,97,5.0416
1981,11,2,4,85,5.1705
1981,11,2,5,95,3.9332
1981,11,3,1,188,2.6016
1981,11,3,2,133,4.7263
1981,11,3,3,128,7.2410
1981,11,3,4,135,3.5133
1981,11,3,5,83,3.9963
1981,12,1,1,582,-4.0598
1981,12,1,2,266,-0.9807
1981,12,1,3,273,-0.6605
1981,12,1,4,239,0.9500
1981,12,1,5,394,-1.4979
1981,12,2,1,209,-2.6987
1981,12,2,2,133,-0.3760
1981,12,2,3,96,-0.3097
1981,12,2,4,84,-1.0924
1981,12,2,5,95,-0.8306
1981,12,3,1,186,-3.3504
1981,12,3,2,133,-1.7820
1981,12,3,3,128,-3.7080
1981,12,3,4,136,-2.3594
1981,12,3,5,83,-2.1835
1982,1,1,1,576,-3.0642
1982,1,1,2,265,-1.3631
1982,1,1,3,270,-0.8013
1982,1,1,4,239,-0.7640
1982,1,1,5,390,-1.0862
1982,1,2,1,208,-7.2337
1982,1,2,2,133,-3.3394
1982,1,2,3,95,-3.9731
1982,1,2,4,83,-2.7197
1982,1,2,5,95,-1.5303
1982,1,3,1,186,-2.5291
1982,1,3,2,131,-0.3200
1982,1,3,3,128,-4.2926
1982,1,3,4,136,-3.2980
1982,1,3,5,83,-0.0785
1982,2,1,1,579,-6.3979
1982,2,1,2,264,-4.1376
1982,2,1,3,267,-3.5785
1982,2,1,4,238,-2.0931
1982,2,1,5,386,-1.1971
1982,2,2,1,208,-8.5338
1982,2,2,2,132,-5.5072
1982,2,2,3,95,-4.6723
1982,2,2,4,83,-1.7223
1982,2,2,5,95,0.0266
1982,2,3,1,186,-7.7269
1982,2,3,2,130,-6.4141
1982,2,3,3,128,-5.3371
1982,2,3,4,136,-1.5764
1982,2,3,5,82,-2.5894
1982,3,1,1,577,-2.2895
1982,3,1,2,262,-1.5683
1982,3,1,3,264,-0.3390
1982,3,1,4,236,-0.2537
1982,3,1,5,384,1.0627
1982,3,2,1,206,-4.3448
1982,3,2,2,132,0.1427
1982,3,2,3,95,0.9469
1982,3,2,4,83,0.4381
1982,3,2,5,95,2.5889
1982,3,3,1,186,-3.7588
1982,3,3,2,130,-0.8759
1982,3,3,3,128,-0.7976
1982,3,3,4,136,1.6388
1982,3,3,5,82,1.8727
1982,4,1,1,575,6.5156
1982,4,1,2,258,6.5810
1982,4,1,3,260,5.1781
1982,4,1,4,236,3.9793
1982,4,1,5,383,5.9048
1982,4,2,1,206,5.9880
1982,4,2,2,131,6.1105
1982,4,2,3,93,5.5596
1982,4,2,4,82,5.2619
1982,4,2,5,95,5.5854
1982,4,3,1,184,5.9114
1982,4,3,2,130,5.8686
1982,4,3,3,127,4.3388
1982,4,3,4,136,3.1342
1982,4,3,5,82,1.2649
1982,5,1,1,572,-2.8180
1982,5,1,2,257,-0.9668
1982,5,1,3,261,-0.6145
1982,5,1,4,233,-0.7065
1982,5,1,5,378,-1.4386
1982,5,2,1,206,-4.9501
1982,5,2,2,130,-2.0427
1982,5,2,3,93,-2.3623
1982,5,2,4,82,-2.6082
1982,5,2,5,94,-2.0318
1982,5,3,1,181,-5.0453
1982,5,3,2,130,-2.7733
1982,5,3,3,127,-1.8043
1982,5,3,4,136,-1.1873
1982,5,3,5,82,-1.1624
1982,6,1,1,570,-3.7758
1982,6,1,2,254,-2.7951
1982,6,1,3,255,-2.1900
1982,6,1,4,232,-0.4532
1982,6,1,5,376,-1.3853
1982,6,2,1,206,-5.1116
1982,6,2,2,130,-2.2004
1982,6,2,3,93,-1.3955
1982,6,2,4,82,-0.3844
1982,6,2,5,94,2.6359
1982,6,3,1,182,-3.6572
1982,6,3,2,130,-1.3559
1982,6,3,3,127,-0.5961
1982,6,3,4,135,-1.4238
1982,6,3,5,82,-2.4882
1982,7,1,1,710,-2.9575
1982,7,1,2,328,-1.6932
1982,7,1,3,264,-2.4136
1982,7,1,4,250,-0.1601
1982,7,1,5,355,-0.1807
1982,7,2,1,224,-2.3473
1982,7,2,2,123,-1.5518
1982,7,2,3,88,0.8885
1982,7,2,4,87,-0.8493
1982,7,2,5,85,-1.0790
1982,7,3,1,159,-1.6862
1982,7,3,2,149,-1.7638
1982,7,3,3,119,-2.2538
1982,7,3,4,135,-1.1786
1982,7,3,5,108,-4.2651
1982,8,1,1,709,6.0494
1982,8,1,2,323,7.3380
1982,8,1,3,261,6.4099
1982,8,1,4,247,4.3720
1982,8,1,5,354,5.4776
1982,8,2,1,222,9.7891
1982,8,2,2,123,8.6418
1982,8,2,3,87,10.8665
1982,8,2,4,86,9.8787
1982,8,2,5,85,9.7209
1982,8,3,1,159,13.0637
1982,8,3,2,147,11.9234
1982,8,3,3,119,11.4530
1982,8,3,4,135,12.9907
1982,8,3,5,106,13.9333
1982,9,1,1,705,2.1286
1982,9,1,2,326,3.1484
1982,9,1,3,262,3.1521
1982,9,1,4,248,4.3034
1982,9,1,5,353,5.3970
1982,9,2,1,221,2.3074
1982,9,2,2,123,1.2639
1982,9,2,3,86,4.4285
1982,9,2,4,86,4.9618
1982,9,2,5,85,3.1631
1982,9,3,1,158,0.7806
1982,9,3,2,145,1.6321
1982,9,3,3,119,2.1433
1982,9,3,4,135,0.1127
1982,9,3,5,107,0.1143
1982,10,1,1,702,15.4157
1982,10,1,2,323,13.2202
1982,10,1,3,260,12.9840
1982,10,1,4,247,10.3573
1982,10,1,5,348,13.2566
1982,10,2,1,220,15.8352
1982,10,2,2,121,13.1012
1982,10,2,3,85,12.0400
1982,10,2,4,86,11.8536
1982,10,2,5,83,9.7201
1982,10,3,1,158,14.7490
1982,10,3,2,144,12.4411
1982,10,3,3,119,9.3764
1982,10,3,4,135,8.8926
1982,10,3,5,107,9.5364
1982,11,1,1,701,9.6232
1982,11,1,2,323,9.5761
1982,11,1,3,259,10.4048
1982,11,1,4,244,10.3219
1982,11,1,5,346,9.8828
1982,11,2,1,217,10.0891
1982,11,2,2,121,8.3967
1982,11,2,3,85,7.9989
1982,11,2,4,86,6.2214
1982,11,2,5,83,7.2509
1982,11,3,1,158,8.4418
1982,11,3,2,143,5.3456
1982,11,3,3,119,4.3425
1982,11,3,4,135,1.9603
1982,11,3,5,107,2.1304
1982,12,1,1,699,2.8053
1982,12,1,2,324,2.1145
1982,12,1,3,259,1.9685
1982,12,1,4,244,2.9880
1982,12,1,5,343,1.3588
1982,12,2,1,215,0.2019
1982,12,2,2,121,2.3116
1982,12,2,3,85,-0.0263
1982,12,2,4,86,1.5892
1982,12,2,5,82,2.4728
1982,12,3,1,158,-0.9974
1982,12,3,2,143,0.6399
1982,12,3,3,119,4.1056
1982,12,3,4,134,1.0912
1982,12,3,5,107,3.6963
1983,1,1,1,696,12.0219
1983,1,1,2,321,8.9354
1983,1,1,3,257,8.5729
1983,1,1,4,244,8.7600
1983,1,1,5,341,8.3245
1983,1,2,1,213,8.4969
1983,1,2,2,120,6.9305
1983,1,2,3,84,4.3567
1983,1,2,4,86,4.4747
1983,1,2,5,82,3.7224
1983,1,3,1,158,3.4383
1983,1,3,2,141,1.3923
1983,1,3,3,119,4.2486
1983,1,3,4,134,8.0208
1983,1,3,5,107,3.0113
1983,2,1,1,689,3.2065
1983,2,1,2,316,6.9624
1983,2,1,3,255,7.4317
1983,2,1,4,243,5.7981
1983,2,1,5,335,8.5185
1983,2,2,1,213,5.1863
1983,2,2,2,118,3.6093
1983,2,2,3,84,6.5625
1983,2,2,4,86,7.8202
1983,2,2,5,80,5.1575
1983,2,3,1,157,3.5594
1983,2,3,2,140,3.9676
1983,2,3,3,119,2.5578
1983,2,3,4,134,1.0398
1983,2,3,5,107,2.3970
1983,3,1,1,686,3.7980
1983,3,1,2,316,6.0743
1983,3,1,3,251,5.7248
1983,3,1,4,242,6.9534
1983,3,1,5,335,6.4665
1983,3,2,1,211,2.5590
1983,3,2,2,118,4.8360
1983,3,2,3,84,5.7825
1983,3,2,4,86,3.8802
1983,3,2,5,80,4.7542
1983,3,3,1,158,2.6771
1983,3,3,2,139,2.5539
1983,3,3,3,119,3.7536
1983,3,3,4,133,1.8782
1983,3,3,5,107,3.3417
1983,4,1,1,683,7.0621
1983,4,1,2,312,6.8739
1983,4,1,3,248,9.4661
1983,4,1,4,241,8.2077
1983,4,1,5,334,8.0558
1983,4,2,1,211,7.2179
1983,4,2,2,118,6.9509
1983,4,2,3,84,6.3630
1983,4,2,4,85,6.7383
1983,4,2,5,80,4.7864
1983,4,3,1,158,3.9819
1983,4,3,2,137,6.5462
1983,4,3,3,119,8.8409
1983,4,3,4,133,6.3856
1983,4,3,5,107,9.2751
1983,5,1,1,681,11.4159
1983,5,1,2,311,11.9665
1983,5,1,3,247,7.4952
1983,5,1,4,239,9.8278
1983,5,1,5,333,9.1808
1983,5,2,1,212,6.4627
1983,5,2,2,118,6.7677
1983,5,2,3,84,2.9020
1983,5,2,4,85,4.0318
1983,5,2,5,80,4.3137
1983,5,3,1,158,1.2148
1983,5,3,2,137,-0.8584
1983,5,3,3,119,-1.5838
1983,5,3,4,133,1.0281
1983,5,3,5,107,0.4015
1983,6,1,1,678,4.2178
1983,6,1,2,312,6.5371
1983,6,1,3,247,2.6572
1983,6,1,4,239,4.8350
1983,6,1,5,328,3.7319
1983,6,2,1,211,5.3007
1983,6,2,2,118,6.8850
1983,6,2,3,84,8.9040
1983,6,2,4,85,4.6563
1983,6,2,5,79,3.7958
1983,6,3,1,158,5.9969
1983,6,3,2,137,3.7750
