year,month,rank_ME,rank_CP,nstocks,ret_vw
1996,6,1,2,305,-7.6450
1996,6,1,3,294,-4.7738
1996,6,1,4,282,-2.1606
1996,6,1,5,462,-2.5258
1996,6,2,1,318,-5.4958
1996,6,2,2,158,-5.8825
1996,6,2,3,134,-0.5379
1996,6,2,4,101,-2.3261
1996,6,2,5,106,-0.5885
1996,6,3,1,269,-0.6146
1996,6,3,2,176,0.1870
1996,6,3,3,127,0.7736
1996,6,3,4,147,-0.1736
1996,6,3,5,109,-0.7221
1996,7,1,1,614,-12.0172
1996,7,1,2,309,-9.1185
1996,7,1,3,323,-6.9416
1996,7,1,4,332,-6.3064
1996,7,1,5,532,-5.6116
1996,7,2,1,368,-13.2402
1996,7,2,2,176,-7.9018
1996,7,2,3,159,-6.6497
1996,7,2,4,126,-6.0070
1996,7,2,5,109,-7.2545
1996,7,3,1,309,-6.2120
1996,7,3,2,176,-5.2889
1996,7,3,3,166,-4.6943
1996,7,3,4,139,-3.6867
1996,7,3,5,106,-5.5635
1996,8,1,1,609,4.2688
1996,8,1,2,309,5.6379
1996,8,1,3,322,4.7802
1996,8,1,4,331,3.6804
1996,8,1,5,528,4.4241
1996,8,2,1,367,8.0205
1996,8,2,2,175,4.3518
1996,8,2,3,158,4.6571
1996,8,2,4,124,5.1268
1996,8,2,5,108,5.3763
1996,8,3,1,306,3.2121
1996,8,3,2,175,2.7508
1996,8,3,3,166,0.6226
1996,8,3,4,138,2.9088
1996,8,3,5,106,3.2784
1996,9,1,1,602,3.2720
1996,9,1,2,305,2.0651
1996,9,1,3,321,4.4670
1996,9,1,4,329,2.3324
1996,9,1,5,520,2.6899
1996,9,2,1,365,5.8554
1996,9,2,2,175,3.3764
1996,9,2,3,158,0.9547
1996,9,2,4,124,3.3552
1996,9,2,5,107,3.7659
1996,9,3,1,305,7.2301
1996,9,3,2,175,5.9269
1996,9,3,3,165,4.8496
1996,9,3,4,138,3.3267
1996,9,3,5,106,1.4533
1996,10,1,1,602,-4.2637
1996,10,1,2,302,-2.9739
1996,10,1,3,319,0.2815
1996,10,1,4,325,2.3906
1996,10,1,5,515,-0.5235
1996,10,2,1,362,-5.4794
1996,10,2,2,174,0.3813
1996,10,2,3,158,0.6974
1996,10,2,4,124,0.7709
1996,10,2,5,107,1.9580
1996,10,3,1,304,-0.9714
1996,10,3,2,174,1.2184
1996,10,3,3,165,3.0955
1996,10,3,4,137,2.7598
1996,10,3,5,106,2.8448
1996,11,1,1,601,1.7421
1996,11,1,2,302,3.5767
1996,11,1,3,319,3.1110
1996,11,1,4,322,3.3790
1996,11,1,5,509,3.9344
1996,11,2,1,360,2.5689
1996,11,2,2,173,4.2010
1996,11,2,3,157,4.7527
1996,11,2,4,124,4.5605
1996,11,2,5,107,3.9489
1996,11,3,1,302,6.6710
1996,11,3,2,174,7.0575
1996,11,3,3,165,7.4302
1996,11,3,4,137,7.0062
1996,11,3,5,106,6.4044
1996,12,1,1,595,0.0593
1996,12,1,2,301,1.3372
1996,12,1,3,316,3.5441
1996,12,1,4,322,2.8533
1996,12,1,5,508,2.1156
1996,12,2,1,357,1.0476
1996,12,2,2,172,1.4109
1996,12,2,3,157,2.8182
1996,12,2,4,124,2.1904
1996,12,2,5,107,2.7629
1996,12,3,1,301,-2.0851
1996,12,3,2,174,-3.2770
1996,12,3,3,165,0.3293
1996,12,3,4,137,-0.6789
1996,12,3,5,106,-1.0064
1997,1,1,1,586,7.4092
1997,1,1,2,300,5.2206
1997,1,1,3,314,4.7503
1997,1,1,4,318,3.7167
1997,1,1,5,506,3.2808
1997,1,2,1,354,3.1790
1997,1,2,2,171,2.5939
1997,1,2,3,157,3.1532
1997,1,2,4,124,0.8268
1997,1,2,5,106,1.4344
1997,1,3,1,301,6.2478
1997,1,3,2,173,5.6947
1997,1,3,3,163,5.8323
1997,1,3,4,136,4.5295
1997,1,3,5,105,3.4551
1997,2,1,1,583,-6.4092
1997,2,1,2,296,-4.5243
1997,2,1,3,311,-2.9087
1997,2,1,4,316,-1.1547
1997,2,1,5,503,-0.4393
1997,2,2,1,354,-7.8169
1997,2,2,2,169,-2.2776
1997,2,2,3,157,-1.7967
1997,2,2,4,124,-1.1608
1997,2,2,5,106,-1.2784
1997,2,3,1,298,-1.6140
1997,2,3,2,173,1.0497
1997,2,3,3,162,-0.3561
1997,2,3,4,136,-1.3086
1997,2,3,5,105,1.3263
1997,3,1,1,580,-8.9805
1997,3,1,2,294,-3.9870
1997,3,1,3,310,-3.5983
1997,3,1,4,314,-2.1633
1997,3,1,5,498,-0.6094
1997,3,2,1,350,-7.5632
1997,3,2,2,169,-2.2031
1997,3,2,3,155,-2.1017
1997,3,2,4,124,-1.6927
1997,3,2,5,105,-2.1592
1997,3,3,1,298,-6.3969
1997,3,3,2,173,-3.2123
1997,3,3,3,162,-2.3714
1997,3,3,4,136,-1.4207
1997,3,3,5,105,-3.5436
1997,4,1,1,577,-3.1190
1997,4,1,2,294,-4.3920
1997,4,1,3,306,-0.1165
1997,4,1,4,312,-1.8980
1997,4,1,5,492,-3.7010
1997,4,2,1,346,-1.5566
1997,4,2,2,167,2.9252
1997,4,2,3,155,1.4894
1997,4,2,4,124,1.1656
1997,4,2,5,104,1.6561
1997,4,3,1,298,7.1180
1997,4,3,2,173,5.6851
1997,4,3,3,161,3.5454
1997,4,3,4,136,2.4087
1997,4,3,5,105,4.2273
1997,5,1,1,574,14.8567
1997,5,1,2,291,12.2385
1997,5,1,3,305,8.9387
1997,5,1,4,311,9.4131
1997,5,1,5,490,8.6246
1997,5,2,1,342,16.9231
1997,5,2,2,166,12.4123
1997,5,2,3,155,10.1775
1997,5,2,4,124,8.7986
1997,5,2,5,104,8.9305
1997,5,3,1,298,7.9265
1997,5,3,2,173,7.4551
1997,5,3,3,161,5.9154
1997,5,3,4,135,4.9914
1997,5,3,5,104,5.4366
1997,6,1,1,570,5.6344
1997,6,1,2,291,5.3345
1997,6,1,3,305,5.2432
1997,6,1,4,309,6.0984
1997,6,1,5,486,6.3394
1997,6,2,1,340,4.3354
1997,6,2,2,165,5.7708
1997,6,2,3,153,5.1442
1997,6,2,4,124,2.9012
1997,6,2,5,104,4.6281
1997,6,3,1,297,4.3843
1997,6,3,2,171,5.1045
1997,6,3,3,161,2.8111
1997,6,3,4,135,3.8107
1997,6,3,5,103,1.6203
1997,7,1,1,634,6.1917
1997,7,1,2,328,6.7803
1997,7,1,3,369,5.6520
1997,7,1,4,327,6.9889
1997,7,1,5,545,5.5659
1997,7,2,1,334,5.9753
1997,7,2,2,155,6.7210
1997,7,2,3,178,5.5525
1997,7,2,4,134,4.2620
1997,7,2,5,109,5.3297
1997,7,3,1,316,7.4520
1997,7,3,2,212,9.4692
1997,7,3,3,155,6.3411
1997,7,3,4,154,4.4626
1997,7,3,5,112,6.2961
1997,8,1,1,630,5.0602
1997,8,1,2,325,4.0592
1997,8,1,3,367,6.0612
1997,8,1,4,324,4.7040
1997,8,1,5,538,4.2151
1997,8,2,1,334,3.7881
1997,8,2,2,154,3.1589
1997,8,2,3,176,4.6056
1997,8,2,4,134,3.1108
1997,8,2,5,107,2.9328
1997,8,3,1,313,-6.0640
1997,8,3,2,211,-4.2421
1997,8,3,3,155,-2.9759
1997,8,3,4,153,-2.7490
1997,8,3,5,112,-0.1766
1997,9,1,1,627,7.4400
1997,9,1,2,324,9.2311
1997,9,1,3,367,8.5209
1997,9,1,4,322,8.3190
1997,9,1,5,537,9.0464
1997,9,2,1,328,7.6409
1997,9,2,2,151,6.2845
1997,9,2,3,171,6.1744
1997,9,2,4,132,6.6592
1997,9,2,5,106,8.7525
1997,9,3,1,312,4.9225
1997,9,3,2,210,4.7959
1997,9,3,3,153,3.6417
1997,9,3,4,150,5.0985
1997,9,3,5,111,5.9657
1997,10,1,1,625,-4.0570
1997,10,1,2,322,-4.4597
1997,10,1,3,362,-3.4771
1997,10,1,4,320,-2.4279
1997,10,1,5,533,-2.0889
1997,10,2,1,325,-6.7157
1997,10,2,2,151,-4.9981
1997,10,2,3,170,-4.8872
1997,10,2,4,131,-3.5197
1997,10,2,5,106,-2.2189
1997,10,3,1,311,-1.4052
1997,10,3,2,208,-6.6056
1997,10,3,3,151,-4.8289
1997,10,3,4,150,-2.3268
1997,10,3,5,111,-1.8961
1997,11,1,1,623,-1.5695
1997,11,1,2,320,-2.7660
1997,11,1,3,360,-2.7495
1997,11,1,4,316,-1.3034
1997,11,1,5,528,-0.6395
1997,11,2,1,323,-2.3398
1997,11,2,2,151,-0.9338
1997,11,2,3,166,-2.2835
1997,11,2,4,129,0.2677
1997,11,2,5,106,0.8328
1997,11,3,1,310,3.6296
1997,11,3,2,207,4.4185
1997,11,3,3,150,4.0965
1997,11,3,4,148,6.2177
1997,11,3,5,111,3.0401
1997,12,1,1,621,-4.5954
1997,12,1,2,315,-2.4948
1997,12,1,3,359,-1.9136
1997,12,1,4,312,-1.1528
1997,12,1,5,524,0.0864
1997,12,2,1,321,-0.7271
1997,12,2,2,149,-1.3571
1997,12,2,3,165,0.3953
1997,12,2,4,128,2.0226
1997,12,2,5,104,2.5700
1997,12,3,1,310,1.1194
1997,12,3,2,205,0.0944
1997,12,3,3,149,0.6172
1997,12,3,4,148,1.7033
1997,12,3,5,110,4.7620
1998,1,1,1,615,-1.2848
1998,1,1,2,311,-1.0620
1998,1,1,3,350,0.1821
1998,1,1,4,311,-1.4894
1998,1,1,5,515,0.1773
1998,1,2,1,315,-1.1063
1998,1,2,2,147,-1.8159
1998,1,2,3,161,-1.2231
1998,1,2,4,127,-2.7536
1998,1,2,5,104,1.3083
1998,1,3,1,309,2.7624
1998,1,3,2,205,2.6840
1998,1,3,3,148,-0.9313
1998,1,3,4,148,1.1025
1998,1,3,5,110,-1.4656
1998,2,1,1,611,6.5238
1998,2,1,2,307,5.7948
1998,2,1,3,349,4.5829
1998,2,1,4,307,5.6335
1998,2,1,5,509,6.9836
1998,2,2,1,314,10.1285
1998,2,2,2,146,9.7402
1998,2,2,3,159,7.5998
1998,2,2,4,126,5.3941
1998,2,2,5,103,8.4064
1998,2,3,1,308,8.5047
1998,2,3,2,205,6.9365
1998,2,3,3,147,6.2323
1998,2,3,4,147,3.4429
1998,2,3,5,110,6.9744
1998,3,1,1,609,6.3591
1998,3,1,2,302,3.0942
1998,3,1,3,347,4.1856
1998,3,1,4,304,4.2967
1998,3,1,5,506,5.6294
1998,3,2,1,313,4.0989
1998,3,2,2,145,3.8494
1998,3,2,3,159,3.4116
1998,3,2,4,126,4.5900
1998,3,2,5,102,4.7287
1998,3,3,1,308,5.5959
1998,3,3,2,205,2.2986
1998,3,3,3,146,4.3236
1998,3,3,4,146,7.0140
1998,3,3,5,110,7.3596
1998,4,1,1,603,1.4902
1998,4,1,2,301,1.9511
1998,4,1,3,343,4.5359
1998,4,1,4,304,3.2193
1998,4,1,5,498,1.6578
1998,4,2,1,311,0.1350
1998,4,2,2,144,0.1028
1998,4,2,3,158,0.6376
1998,4,2,4,123,1.2696
1998,4,2,5,102,2.2090
1998,4,3,1,306,1.6227
1998,4,3,2,204,0.5734
1998,4,3,3,145,2.8713
1998,4,3,4,146,-2.2766
1998,4,3,5,109,0.2979
1998,5,1,1,599,-6.1992
1998,5,1,2,297,-5.1927
1998,5,1,3,339,-2.1438
1998,5,1,4,299,-3.4439
1998,5,1,5,492,-3.1735
1998,5,2,1,307,-8.0635
1998,5,2,2,143,-5.2844
1998,5,2,3,158,-4.4109
1998,5,2,4,123,-3.5094
1998,5,2,5,101,-4.4889
1998,5,3,1,304,-2.5417
1998,5,3,2,204,-2.9542
1998,5,3,3,144,-2.1412
1998,5,3,4,146,-2.7228
1998,5,3,5,108,1.9375
1998,6,1,1,592,0.0393
1998,6,1,2,295,-0.1459
1998,6,1,3,334,-0.3962
1998,6,1,4,297,-0.5383
1998,6,1,5,487,-0.8618
1998,6,2,1,305,3.5018
1998,6,2,2,143,-1.4198
1998,6,2,3,158,-2.1774
1998,6,2,4,123,0.2386
1998,6,2,5,100,0.3221
1998,6,3,1,303,8.2404
1998,6,3,2,202,3.6074
1998,6,3,3,143,-1.8067
1998,6,3,4,144,0.7866
1998,6,3,5,108,1.2802
1998,7,1,1,581,-7.0400
1998,7,1,2,319,-5.4748
1998,7,1,3,325,-7.1848
1998,7,1,4,371,-8.0283
1998,7,1,5,522,-7.3581
1998,7,2,1,311,-8.5497
1998,7,2,2,171,-8.8297
1998,7,2,3,144,-9.1203
1998,7,2,4,142,-7.2271
1998,7,2,5,132,-7.8720
1998,7,3,1,337,-1.2018
1998,7,3,2,199,-2.8926
1998,7,3,3,158,-0.4833
1998,7,3,4,150,-4.3656
1998,7,3,5,108,-2.5581
1998,8,1,1,574,-23.4059
1998,8,1,2,316,-20.6120
1998,8,1,3,323,-18.1206
1998,8,1,4,369,-16.5520
1998,8,1,5,518,-17.4524
1998,8,2,1,310,-22.5896
1998,8,2,2,170,-18.5926
1998,8,2,3,142,-16.6791
1998,8,2,4,142,-15.0085
1998,8,2,5,132,-18.2474
1998,8,3,1,335,-14.2162
1998,8,3,2,198,-14.2288
1998,8,3,3,156,-12.3482
1998,8,3,4,149,-7.4411
1998,8,3,5,108,-12.6365
1998,9,1,1,569,5.6095
1998,9,1,2,314,2.8851
1998,9,1,3,317,2.7669
1998,9,1,4,367,0.1312
1998,9,1,5,514,1.6703
1998,9,2,1,305,10.6466
1998,9,2,2,167,6.3169
1998,9,2,3,142,3.9825
1998,9,2,4,142,3.8212
1998,9,2,5,132,5.8639
1998,9,3,1,334,7.4795
1998,9,3,2,198,6.9894
1998,9,3,3,154,7.3874
1998,9,3,4,148,10.0590
1998,9,3,5,107,4.5269
1998,10,1,1,564,4.3332
1998,10,1,2,313,1.8759
1998,10,1,3,312,3.8477
1998,10,1,4,363,1.6791
1998,10,1,5,509,1.2771
1998,10,2,1,302,6.0044
1998,10,2,2,167,3.6657
1998,10,2,3,142,6.8430
1998,10,2,4,142,4.1838
1998,10,2,5,131,5.3825
1998,10,3,1,332,7.1838
1998,10,3,2,195,9.4010
1998,10,3,3,152,7.9739
1998,10,3,4,147,4.0647
1998,10,3,5,107,5.3864
1998,11,1,1,557,6.3761
1998,11,1,2,309,8.9875
1998,11,1,3,310,6.5441
1998,11,1,4,361,4.4498
1998,11,1,5,499,6.8552
1998,11,2,1,300,7.6989
1998,11,2,2,167,7.5027
1998,11,2,3,140,3.0280
1998,11,2,4,141,3.3765
1998,11,2,5,130,4.5908
1998,11,3,1,330,6.4918
1998,11,3,2,194,7.6236
1998,11,3,3,149,5.9485
1998,11,3,4,147,3.0780
1998,11,3,5,106,3.6864
1998,12,1,1,552,2.8192
1998,12,1,2,305,3.6104
1998,12,1,3,309,2.6506
1998,12,1,4,360,2.1387
1998,12,1,5,496,-0.8704
1998,12,2,1,299,8.4361
1998,12,2,2,167,5.3914
1998,12,2,3,139,2.8863
1998,12,2,4,141,4.7858
1998,12,2,5,130,3.7913
1998,12,3,1,329,9.3814
1998,12,3,2,194,5.1506
1998,12,3,3,148,5.2609
1998,12,3,4,147,1.9521
1998,12,3,5,105,3.0413
1999,1,1,1,541,5.5818
1999,1,1,2,303,4.4969
1999,1,1,3,306,2.0049
1999,1,1,4,356,6.0432
1999,1,1,5,490,4.2946
1999,1,2,1,297,1.5656
1999,1,2,2,165,0.1222
1999,1,2,3,138,-2.0684
1999,1,2,4,140,-3.1533
1999,1,2,5,130,-2.2802
1999,1,3,1,328,6.1865
1999,1,3,2,193,3.1560
1999,1,3,3,148,2.1390
1999,1,3,4,147,-2.3251
1999,1,3,5,105,2.2568
1999,2,1,1,532,-9.6181
1999,2,1,2,301,-7.6722
1999,2,1,3,306,-6.1004
1999,2,1,4,351,-7.4898
1999,2,1,5,482,-5.3839
1999,2,2,1,295,-12.6424
1999,2,2,2,163,-7.3676
1999,2,2,3,137,-7.3536
1999,2,2,4,140,-6.8227
1999,2,2,5,129,-9.5476
1999,2,3,1,323,-4.5796
1999,2,3,2,192,-6.5690
1999,2,3,3,148,-3.3411
1999,2,3,4,146,-1.6269
1999,2,3,5,105,-4.8352
1999,3,1,1,530,-4.3532
1999,3,1,2,297,-5.9141
1999,3,1,3,303,-6.9421
1999,3,1,4,351,-3.4374
1999,3,1,5,467,-2.1567
1999,3,2,1,293,-0.6949
1999,3,2,2,162,-0.6773
1999,3,2,3,136,-1.9012
1999,3,2,4,139,-0.1393
1999,3,2,5,128,-1.6793
1999,3,3,1,323,5.0450
1999,3,3,2,192,1.7825
1999,3,3,3,147,0.0010
1999,3,3,4,146,0.8093
1999,3,3,5,105,2.1241
1999,4,1,1,521,8.6117
1999,4,1,2,293,9.8990
1999,4,1,3,297,8.1721
1999,4,1,4,346,9.6932
1999,4,1,5,460,8.0300
1999,4,2,1,291,4.2872
1999,4,2,2,161,7.8311
1999,4,2,3,135,10.4440
1999,4,2,4,137,7.6368
1999,4,2,5,125,11.7058
1999,4,3,1,319,-1.9869
1999,4,3,2,191,6.5296
1999,4,3,3,147,12.3016
1999,4,3,4,144,12.3688
1999,4,3,5,103,8.5635
1999,5,1,1,514,6.0642
1999,5,1,2,290,5.3741
1999,5,1,3,291,5.1058
1999,5,1,4,345,4.2513
1999,5,1,5,456,4.3611
1999,5,2,1,287,4.0079
1999,5,2,2,160,2.4265
1999,5,2,3,135,3.3550
1999,5,2,4,136,1.8371
1999,5,2,5,124,4.2761
1999,5,3,1,315,-2.0234
1999,5,3,2,191,-1.0898
1999,5,3,3,146,0.8538
1999,5,3,4,143,0.1466
1999,5,3,5,103,-1.7335
1999,6,1,1,508,8.2811
1999,6,1,2,288,8.0038
1999,6,1,3,287,5.6302
1999,6,1,4,341,7.4998
1999,6,1,5,450,6.0029
1999,6,2,1,287,7.7730
1999,6,2,2,160,7.6072
1999,6,2,3,135,6.2410
1999,6,2,4,134,4.7428
1999,6,2,5,123,6.0639
1999,6,3,1,314,7.2123
1999,6,3,2,191,7.1809
1999,6,3,3,144,3.6095
1999,6,3,4,143,2.6303
1999,6,3,5,103,-0.2872
1999,7,1,1,369,-1.4042
1999,7,1,2,294,2.0674
1999,7,1,3,294,0.1790
1999,7,1,4,375,0.9268
1999,7,1,5,603,2.9169
1999,7,2,1,237,-1.2557
1999,7,2,2,177,-1.9626
1999,7,2,3,171,-0.8509
1999,7,2,4,141,-0.4731
1999,7,2,5,127,-1.1902
1999,7,3,1,360,-3.1576
1999,7,3,2,202,-0.7917
1999,7,3,3,152,-2.6890
1999,7,3,4,154,-1.2031
1999,7,3,5,68,-4.7934
1999,8,1,1,366,-4.6032
1999,8,1,2,289,-4.7348
1999,8,1,3,288,-3.5604
1999,8,1,4,374,-1.8980
1999,8,1,5,595,-2.0578
1999,8,2,1,237,-2.0239
1999,8,2,2,174,-4.6249
1999,8,2,3,167,-3.6067
1999,8,2,4,140,-3.5482
1999,8,2,5,124,-2.5929
1999,8,3,1,359,2.6577
1999,8,3,2,200,-3.6659
1999,8,3,3,151,-3.9811
1999,8,3,4,152,-1.8221
1999,8,3,5,68,1.8193
1999,9,1,1,364,0.7159
1999,9,1,2,283,-2.7384
1999,9,1,3,285,-2.9703
1999,9,1,4,371,-2.5031
1999,9,1,5,591,-3.7983
1999,9,2,1,236,0.6323
1999,9,2,2,174,-0.7545
1999,9,2,3,164,-0.3384
1999,9,2,4,135,-0.0915
1999,9,2,5,123,-2.1152
1999,9,3,1,357,-2.1119
1999,9,3,2,197,-2.2238
1999,9,3,3,150,-0.6184
1999,9,3,4,149,-4.4103
1999,9,3,5,68,-4.0992
1999,10,1,1,358,-3.3538
1999,10,1,2,279,-0.9658
1999,10,1,3,281,-1.6636
1999,10,1,4,366,-2.9708
1999,10,1,5,577,-3.6465
1999,10,2,1,234,1.6118
1999,10,2,2,173,-2.7961
1999,10,2,3,163,-3.1898
1999,10,2,4,135,-3.8306
1999,10,2,5,123,-4.4763
1999,10,3,1,356,8.0423
1999,10,3,2,195,-1.0944
1999,10,3,3,148,0.8064
1999,10,3,4,149,0.6480
1999,10,3,5,67,5.9765
1999,11,1,1,357,15.6013
1999,11,1,2,276,11.4930
1999,11,1,3,279,8.8727
1999,11,1,4,362,5.1549
1999,11,1,5,573,3.9864
1999,11,2,1,234,12.2228
1999,11,2,2,173,7.7440
1999,11,2,3,160,4.2122
1999,11,2,4,134,2.2047
1999,11,2,5,121,3.1833
1999,11,3,1,355,4.9762
1999,11,3,2,191,5.3406
1999,11,3,3,148,-0.1724
1999,11,3,4,147,-3.6725
1999,11,3,5,66,-0.7816
1999,12,1,1,352,13.5462
1999,12,1,2,273,10.6398
1999,12,1,3,275,9.4191
1999,12,1,4,361,2.1288
1999,12,1,5,569,3.7052
1999,12,2,1,227,16.5460
1999,12,2,2,169,10.9570
1999,12,2,3,158,5.6425
1999,12,2,4,132,2.7605
1999,12,2,5,120,4.0075
1999,12,3,1,353,10.6255
1999,12,3,2,189,5.4279
1999,12,3,3,146,1.0711
1999,12,3,4,146,4.3622
1999,12,3,5,66,4.2938
2000,1,1,1,351,5.9046
2000,1,1,2,270,4.0736
2000,1,1,3,271,3.4107
2000,1,1,4,357,1.7683
2000,1,1,5,562,1.9988
2000,1,2,1,222,1.1675
2000,1,2,2,167,-0.7430
2000,1,2,3,158,-4.0394
2000,1,2,4,131,-2.2137
2000,1,2,5,116,-4.8995
2000,1,3,1,352,-5.9913
2000,1,3,2,186,-3.4995
2000,1,3,3,145,-1.2184
2000,1,3,4,146,-5.2870
2000,1,3,5,65,-4.3605
2000,2,1,1,348,24.2750
2000,2,1,2,268,13.3002
2000,2,1,3,267,17.0666
2000,2,1,4,351,13.1178
2000,2,1,5,559,9.0430
2000,2,2,1,220,28.8741
2000,2,2,2,165,6.8796
2000,2,2,3,157,7.3457
2000,2,2,4,131,1.9278
2000,2,2,5,115,-1.0695
2000,2,3,1,350,5.3537
2000,2,3,2,185,-4.3731
2000,2,3,3,144,-9.2413
2000,2,3,4,146,-5.6422
2000,2,3,5,65,-6.7880
2000,3,1,1,344,-5.9918
2000,3,1,2,263,0.1496
2000,3,1,3,263,-2.4268
2000,3,1,4,347,1.6109
2000,3,1,5,553,0.0803
2000,3,2,1,215,-12.4064
2000,3,2,2,162,2.2403
2000,3,2,3,155,3.4129
2000,3,2,4,131,3.3602
2000,3,2,5,114,8.0564
2000,3,3,1,349,7.3843
2000,3,3,2,183,9.0306
2000,3,3,3,144,11.8914
2000,3,3,4,146,10.7105
2000,3,3,5,65,11.6646
2000,4,1,1,341,-19.6658
2000,4,1,2,259,-8.1542
2000,4,1,3,258,-11.5749
2000,4,1,4,345,-8.7275
2000,4,1,5,545,-4.2623
2000,4,2,1,214,-10.6104
2000,4,2,2,158,-3.4043
2000,4,2,3,153,3.2026
2000,4,2,4,131,-2.8020
2000,4,2,5,113,2.9601
2000,4,3,1,348,-4.8658
2000,4,3,2,182,-2.5589
2000,4,3,3,144,-0.1722
2000,4,3,4,145,3.3922
2000,4,3,5,64,7.9015
2000,5,1,1,335,-14.0115
2000,5,1,2,258,-5.1596
2000,5,1,3,254,-2.8655
2000,5,1,4,342,-7.5579
2000,5,1,5,540,-3.9060
2000,5,2,1,214,-8.8474
2000,5,2,2,156,-7.5929
2000,5,2,3,148,-2.6902
2000,5,2,4,128,-2.5489
2000,5,2,5,112,1.4930
2000,5,3,1,345,-4.2313
2000,5,3,2,182,-3.0219
2000,5,3,3,142,-3.1178
2000,5,3,4,145,-0.1556
2000,5,3,5,64,-4.3762
2000,6,1,1,327,21.1404
2000,6,1,2,257,14.1931
2000,6,1,3,250,26.9650
2000,6,1,4,340,9.0080
2000,6,1,5,533,11.0456
2000,6,2,1,212,14.6444
2000,6,2,2,154,7.3624
2000,6,2,3,147,8.4853
2000,6,2,4,127,1.3986
2000,6,2,5,111,-0.9904
2000,6,3,1,344,7.6152
2000,6,3,2,182,-1.9021
2000,6,3,3,141,-3.7433
2000,6,3,4,144,-6.7506
2000,6,3,5,64,-6.6253
2000,7,1,1,306,-4.9288
2000,7,1,2,262,0.2614
2000,7,1,3,274,0.8280
2000,7,1,4,328,1.3826
2000,7,1,5,495,1.5182
2000,7,2,1,234,-5.9079
2000,7,2,2,159,2.7187
2000,7,2,3,153,1.7713
2000,7,2,4,134,1.1042
2000,7,2,5,110,2.7721
2000,7,3,1,453,-3.9182
2000,7,3,2,185,-0.3503
2000,7,3,3,138,-0.1407
2000,7,3,4,113,0.7886
2000,7,3,5,64,3.2119
2000,8,1,1,302,9.2295
2000,8,1,2,259,8.5423
2000,8,1,3,271,7.1088
2000,8,1,4,325,5.1807
2000,8,1,5,491,3.4635
2000,8,2,1,233,9.3916
2000,8,2,2,158,5.9519
2000,8,2,3,152,3.4405
2000,8,2,4,133,6.5512
2000,8,2,5,108,7.4504
2000,8,3,1,447,6.5798
2000,8,3,2,181,4.3383
2000,8,3,3,136,4.1532
2000,8,3,4,113,9.1049
2000,8,3,5,62,6.0922
2000,9,1,1,301,-3.3917
2000,9,1,2,256,-3.3949
2000,9,1,3,267,-0.9216
2000,9,1,4,321,-1.3709
2000,9,1,5,485,-2.1562
2000,9,2,1,233,-4.3856
2000,9,2,2,156,-2.4919
2000,9,2,3,150,-0.1321
2000,9,2,4,133,-0.8068
2000,9,2,5,107,-2.0829
2000,9,3,1,444,-7.6628
2000,9,3,2,181,-1.7516
2000,9,3,3,134,0.8702
2000,9,3,4,110,3.4773
2000,9,3,5,62,1.2640
2000,10,1,1,297,-8.8083
2000,10,1,2,251,-8.7001
2000,10,1,3,262,-6.8937
2000,10,1,4,320,-5.4934
2000,10,1,5,482,-6.2648
2000,10,2,1,231,-3.0866
2000,10,2,2,155,-0.6206
2000,10,2,3,146,0.4605
2000,10,2,4,129,-0.5411
2000,10,2,5,107,-1.0793
2000,10,3,1,440,-2.3453
2000,10,3,2,180,2.7578
2000,10,3,3,132,6.5121
2000,10,3,4,108,3.3244
2000,10,3,5,62,1.8016
2000,11,1,1,293,-14.6062
2000,11,1,2,248,-8.8748
2000,11,1,3,253,-7.4158
2000,11,1,4,311,-5.1825
2000,11,1,5,472,-4.0893
2000,11,2,1,227,-14.7232
2000,11,2,2,153,-4.9552
2000,11,2,3,146,0.1155
2000,11,2,4,126,0.0833
2000,11,2,5,107,-3.7606
2000,11,3,1,437,-11.1562
2000,11,3,2,179,-3.5424
2000,11,3,3,131,0.1263
2000,11,3,4,107,0.9605
2000,11,3,5,62,-4.7573
2000,12,1,1,292,-4.1334
2000,12,1,2,247,-0.3057
2000,12,1,3,248,0.6344
2000,12,1,4,307,2.4028
2000,12,1,5,467,3.5278
2000,12,2,1,227,6.1155
2000,12,2,2,149,9.5026
2000,12,2,3,145,8.1570
2000,12,2,4,126,10.9612
2000,12,2,5,106,12.7300
2000,12,3,1,437,-1.8818
2000,12,3,2,177,0.7800
2000,12,3,3,129,4.5326
2000,12,3,4,105,9.0472
2000,12,3,5,62,5.1437
2001,1,1,1,287,21.6089
2001,1,1,2,245,16.8207
2001,1,1,3,245,16.6342
2001,1,1,4,300,10.0858
2001,1,1,5,462,13.6766
2001,1,2,1,223,9.6995
2001,1,2,2,148,6.1699
2001,1,2,3,144,1.8516
2001,1,2,4,125,1.5124
2001,1,2,5,106,4.9444
2001,1,3,1,437,4.9209
2001,1,3,2,177,4.2617
2001,1,3,3,129,2.3753
2001,1,3,4,102,-2.2589
2001,1,3,5,61,0.1815
2001,2,1,1,283,-8.3833
2001,2,1,2,240,-6.3263
2001,2,1,3,243,-4.0984
2001,2,1,4,297,-1.9116
2001,2,1,5,453,2.3161
2001,2,2,1,221,-10.4736
2001,2,2,2,148,-1.6133
2001,2,2,3,144,1.8506
2001,2,2,4,122,0.0161
2001,2,2,5,105,2.1713
2001,2,3,1,436,-12.8851
2001,2,3,2,177,-1.5722
