year,month,rank_ME,rank_Dur,nstocks,ret_vw
1980,8,2,5,188,7.2380
1980,8,3,1,78,0.8548
1980,8,3,2,117,2.2071
1980,8,3,3,126,1.4343
1980,8,3,4,162,1.0489
1980,8,3,5,198,2.7055
1980,9,1,1,529,3.1588
1980,9,1,2,286,2.2552
1980,9,1,3,269,1.9137
1980,9,1,4,225,2.7562
1980,9,1,5,378,6.0871
1980,9,2,1,112,1.4268
1980,9,2,2,116,2.3024
1980,9,2,3,132,4.3699
1980,9,2,4,118,4.0780
1980,9,2,5,188,4.3978
1980,9,3,1,78,0.7978
1980,9,3,2,116,-0.4390
1980,9,3,3,126,1.8900
1980,9,3,4,162,4.8104
1980,9,3,5,198,4.2534
1980,10,1,1,525,3.7360
1980,10,1,2,285,3.2959
1980,10,1,3,266,4.1257
1980,10,1,4,223,6.2921
1980,10,1,5,373,6.9896
1980,10,2,1,111,2.6629
1980,10,2,2,116,2.6618
1980,10,2,3,130,2.8735
1980,10,2,4,116,2.8558
1980,10,2,5,187,6.2853
1980,10,3,1,78,-0.4723
1980,10,3,2,116,-1.5851
1980,10,3,3,124,3.5923
1980,10,3,4,162,3.5450
1980,10,3,5,198,2.1250
1980,11,1,1,524,2.6925
1980,11,1,2,283,3.5275
1980,11,1,3,265,6.4873
1980,11,1,4,223,6.5827
1980,11,1,5,374,13.7898
1980,11,2,1,111,6.1612
1980,11,2,2,116,4.5354
1980,11,2,3,129,5.8765
1980,11,2,4,115,4.9705
1980,11,2,5,187,13.8681
1980,11,3,1,77,2.8303
1980,11,3,2,115,6.7714
1980,11,3,3,124,14.6714
1980,11,3,4,162,13.0837
1980,11,3,5,198,13.0106
1980,12,1,1,520,-3.8178
1980,12,1,2,281,-3.5903
1980,12,1,3,264,-4.7238
1980,12,1,4,222,-4.9930
1980,12,1,5,369,-6.5153
1980,12,2,1,111,-1.1349
1980,12,2,2,115,-0.5525
1980,12,2,3,128,-1.5179
1980,12,2,4,115,-4.1168
1980,12,2,5,185,-5.9838
1980,12,3,1,76,-2.1441
1980,12,3,2,115,-2.2740
1980,12,3,3,124,-4.3302
1980,12,3,4,161,-4.8441
1980,12,3,5,198,-3.2636
1981,1,1,1,519,2.3619
1981,1,1,2,279,0.4702
1981,1,1,3,261,1.0650
1981,1,1,4,220,-1.1236
1981,1,1,5,368,-3.2681
1981,1,2,1,111,2.3144
1981,1,2,2,113,-0.4562
1981,1,2,3,127,-0.0738
1981,1,2,4,114,0.9483
1981,1,2,5,185,-4.5826
1981,1,3,1,76,0.3826
1981,1,3,2,113,0.4684
1981,1,3,3,123,-4.6489
1981,1,3,4,161,-5.8948
1981,1,3,5,198,-6.9308
1981,2,1,1,512,2.0357
1981,2,1,2,277,1.4478
1981,2,1,3,260,0.6633
1981,2,1,4,219,-0.2422
1981,2,1,5,363,-2.6388
1981,2,2,1,109,3.4733
1981,2,2,2,113,1.2213
1981,2,2,3,127,2.2180
1981,2,2,4,114,2.2257
1981,2,2,5,185,1.0124
1981,2,3,1,76,4.2765
1981,2,3,2,113,1.1343
1981,2,3,3,123,0.4466
1981,2,3,4,160,2.9117
1981,2,3,5,198,2.0145
1981,3,1,1,510,9.1252
1981,3,1,2,275,7.6191
1981,3,1,3,257,10.2725
1981,3,1,4,218,8.9222
1981,3,1,5,357,7.7046
1981,3,2,1,109,7.8256
1981,3,2,2,112,6.7670
1981,3,2,3,127,7.7597
1981,3,2,4,113,8.3914
1981,3,2,5,182,6.6389
1981,3,3,1,76,7.2943
1981,3,3,2,113,4.0178
1981,3,3,3,123,2.6235
1981,3,3,4,158,4.2648
1981,3,3,5,198,3.7783
1981,4,1,1,507,5.0792
1981,4,1,2,273,4.6646
1981,4,1,3,256,4.5118
1981,4,1,4,219,5.5870
1981,4,1,5,356,2.2067
1981,4,2,1,107,1.8254
1981,4,2,2,111,3.0724
1981,4,2,3,126,1.9682
1981,4,2,4,112,3.8593
1981,4,2,5,181,1.1189
1981,4,3,1,76,-1.1924
1981,4,3,2,112,2.2567
1981,4,3,3,122,-0.0361
1981,4,3,4,159,-4.9368
1981,4,3,5,197,-2.7986
1981,5,1,1,504,2.3685
1981,5,1,2,274,4.5443
1981,5,1,3,255,4.7765
1981,5,1,4,216,5.8292
1981,5,1,5,351,4.0851
1981,5,2,1,107,2.1080
1981,5,2,2,110,1.5561
1981,5,2,3,126,3.5399
1981,5,2,4,112,3.8838
1981,5,2,5,180,4.3923
1981,5,3,1,76,1.5205
1981,5,3,2,113,2.7363
1981,5,3,3,122,-0.9220
1981,5,3,4,157,-1.6175
1981,5,3,5,195,1.3912
1981,6,1,1,501,1.9065
1981,6,1,2,274,1.2419
1981,6,1,3,255,0.1552
1981,6,1,4,214,-0.6412
1981,6,1,5,350,-7.3082
1981,6,2,1,106,-0.0519
1981,6,2,2,109,-0.6812
1981,6,2,3,125,-1.0471
1981,6,2,4,111,-2.6403
1981,6,2,5,179,-6.0416
1981,6,3,1,76,-0.6974
1981,6,3,2,112,0.3746
1981,6,3,3,121,1.4122
1981,6,3,4,157,0.4931
1981,6,3,5,195,-3.8983
1981,7,1,1,518,-1.3633
1981,7,1,2,278,-2.1151
1981,7,1,3,268,-3.1809
1981,7,1,4,221,-3.6314
1981,7,1,5,526,-4.3299
1981,7,2,1,106,-1.6598
1981,7,2,2,100,-1.0609
1981,7,2,3,117,-2.8032
1981,7,2,4,121,-2.1879
1981,7,2,5,188,-1.4177
1981,7,3,1,76,-1.6563
1981,7,3,2,116,-0.1482
1981,7,3,3,133,-1.5130
1981,7,3,4,162,0.8875
1981,7,3,5,189,2.4146
1981,8,1,1,516,-4.9954
1981,8,1,2,276,-7.0295
1981,8,1,3,267,-6.8430
1981,8,1,4,220,-9.8997
1981,8,1,5,521,-12.2384
1981,8,2,1,105,-5.0848
1981,8,2,2,100,-5.4827
1981,8,2,3,116,-6.4076
1981,8,2,4,120,-6.8378
1981,8,2,5,187,-9.5918
1981,8,3,1,76,-3.4856
1981,8,3,2,115,-3.3166
1981,8,3,3,130,-5.5240
1981,8,3,4,162,-6.2474
1981,8,3,5,189,-6.6811
1981,9,1,1,511,-5.9892
1981,9,1,2,275,-6.2941
1981,9,1,3,266,-8.9866
1981,9,1,4,216,-8.8517
1981,9,1,5,518,-12.8021
1981,9,2,1,106,-5.0556
1981,9,2,2,99,-4.0176
1981,9,2,3,116,-6.5365
1981,9,2,4,119,-6.9439
1981,9,2,5,187,-11.8020
1981,9,3,1,76,-4.1568
1981,9,3,2,115,-2.1037
1981,9,3,3,127,-5.6548
1981,9,3,4,160,-6.6142
1981,9,3,5,188,-7.1366
1981,10,1,1,505,6.3467
1981,10,1,2,275,8.1099
1981,10,1,3,262,8.0808
1981,10,1,4,212,8.7059
1981,10,1,5,509,9.9601
1981,10,2,1,104,5.9555
1981,10,2,2,99,5.6422
1981,10,2,3,116,6.8138
1981,10,2,4,119,6.1960
1981,10,2,5,186,10.4402
1981,10,3,1,76,3.4571
1981,10,3,2,115,4.2719
1981,10,3,3,126,2.6686
1981,10,3,4,160,5.7635
1981,10,3,5,188,8.5752
1981,11,1,1,503,3.2135
1981,11,1,2,273,3.7356
1981,11,1,3,261,4.3663
1981,11,1,4,216,1.4858
1981,11,1,5,512,-1.8938
1981,11,2,1,104,4.5332
1981,11,2,2,99,4.2742
1981,11,2,3,115,4.4230
1981,11,2,4,117,3.2936
1981,11,2,5,186,1.2309
1981,11,3,1,76,5.7471
1981,11,3,2,114,3.4323
1981,11,3,3,125,4.5834
1981,11,3,4,159,4.7586
1981,11,3,5,188,4.4910
1981,12,1,1,502,-0.5676
1981,12,1,2,272,-1.0203
1981,12,1,3,260,-0.6476
1981,12,1,4,213,-1.9976
1981,12,1,5,510,-3.8329
1981,12,2,1,104,-1.4666
1981,12,2,2,98,-1.0430
1981,12,2,3,114,-0.0026
1981,12,2,4,117,-1.5529
1981,12,2,5,186,-2.4879
1981,12,3,1,76,-2.1847
1981,12,3,2,115,-2.0242
1981,12,3,3,125,-2.6498
1981,12,3,4,159,-2.6203
1981,12,3,5,186,-3.2208
1982,1,1,1,501,-0.5805
1982,1,1,2,271,-0.9923
1982,1,1,3,260,-0.8681
1982,1,1,4,209,-1.7881
1982,1,1,5,506,-2.9702
1982,1,2,1,104,-1.8347
1982,1,2,2,97,-2.5877
1982,1,2,3,113,-3.5179
1982,1,2,4,117,-3.6962
1982,1,2,5,184,-6.5269
1982,1,3,1,76,-1.5314
1982,1,3,2,115,-0.6277
1982,1,3,3,124,-2.5666
1982,1,3,4,159,-2.9087
1982,1,3,5,185,-2.0737
1982,2,1,1,495,-1.5903
1982,2,1,2,267,-3.1915
1982,2,1,3,260,-2.7716
1982,2,1,4,210,-3.7610
1982,2,1,5,506,-7.0027
1982,2,2,1,102,0.5511
1982,2,2,2,97,-2.4517
1982,2,2,3,113,-2.9203
1982,2,2,4,116,-5.6111
1982,2,2,5,184,-8.8758
1982,2,3,1,75,0.0370
1982,2,3,2,115,-3.0822
1982,2,3,3,124,-2.7603
1982,2,3,4,158,-5.8562
1982,2,3,5,185,-8.1454
1982,3,1,1,493,0.4211
1982,3,1,2,265,-0.0922
1982,3,1,3,258,-2.4742
1982,3,1,4,208,0.0621
1982,3,1,5,502,-2.2931
1982,3,2,1,102,1.3953
1982,3,2,2,97,1.1396
1982,3,2,3,113,0.3888
1982,3,2,4,116,0.4180
1982,3,2,5,182,-3.2125
1982,3,3,1,75,0.9056
1982,3,3,2,115,2.4341
1982,3,3,3,124,-0.4946
1982,3,3,4,158,-0.1140
1982,3,3,5,185,-3.2354
1982,4,1,1,491,5.0370
1982,4,1,2,264,6.3920
1982,4,1,3,255,4.5262
1982,4,1,4,205,4.7404
1982,4,1,5,497,7.8255
1982,4,2,1,102,4.7718
1982,4,2,2,97,4.7385
1982,4,2,3,111,6.3557
1982,4,2,4,115,5.7158
1982,4,2,5,180,6.6650
1982,4,3,1,75,3.9912
1982,4,3,2,115,1.9246
1982,4,3,3,124,3.6901
1982,4,3,4,157,3.9060
1982,4,3,5,183,6.9259
1982,5,1,1,484,-0.6204
1982,5,1,2,262,-1.4157
1982,5,1,3,256,-1.1302
1982,5,1,4,203,-1.4288
1982,5,1,5,493,-2.8348
1982,5,2,1,100,-1.9203
1982,5,2,2,97,-1.9719
1982,5,2,3,111,-2.7046
1982,5,2,4,114,-2.2244
1982,5,2,5,181,-5.2601
1982,5,3,1,75,-1.8355
1982,5,3,2,115,-1.9918
1982,5,3,3,124,-2.1916
1982,5,3,4,157,-2.2785
1982,5,3,5,180,-3.3996
1982,6,1,1,480,-1.0222
1982,6,1,2,259,-1.6813
1982,6,1,3,252,-1.4312
1982,6,1,4,203,-4.2703
1982,6,1,5,489,-3.1853
1982,6,2,1,100,-1.0539
1982,6,2,2,97,2.1342
1982,6,2,3,111,-0.9183
1982,6,2,4,114,-2.9809
1982,6,2,5,180,-3.9333
1982,6,3,1,75,-2.2628
1982,6,3,2,115,-2.0612
1982,6,3,3,124,-0.5829
1982,6,3,4,157,-0.5037
1982,6,3,5,180,-3.5610
1982,7,1,1,439,0.0241
1982,7,1,2,265,-0.4792
1982,7,1,3,234,-0.0177
1982,7,1,4,249,-1.3450
1982,7,1,5,688,-3.1205
1982,7,2,1,90,-1.5119
1982,7,2,2,80,-1.6705
1982,7,2,3,113,0.8325
1982,7,2,4,133,-0.6489
1982,7,2,5,183,-3.1319
1982,7,3,1,95,-2.2288
1982,7,3,2,131,-1.5055
1982,7,3,3,121,-4.5824
1982,7,3,4,143,-1.2000
1982,7,3,5,168,-1.7433
1982,8,1,1,436,4.5230
1982,8,1,2,263,5.1197
1982,8,1,3,231,6.3651
1982,8,1,4,246,7.6741
1982,8,1,5,679,6.3090
1982,8,2,1,88,8.1448
1982,8,2,2,79,10.0137
1982,8,2,3,113,10.8850
1982,8,2,4,132,10.6651
1982,8,2,5,182,8.7755
1982,8,3,1,94,14.4313
1982,8,3,2,131,11.9771
1982,8,3,3,120,14.9535
1982,8,3,4,143,11.2362
1982,8,3,5,166,11.9442
1982,9,1,1,436,5.0190
1982,9,1,2,262,6.6578
1982,9,1,3,232,4.2748
1982,9,1,4,248,1.2973
1982,9,1,5,679,1.5039
1982,9,2,1,88,4.5056
1982,9,2,2,79,5.0994
1982,9,2,3,112,3.8615
1982,9,2,4,132,3.0046
1982,9,2,5,181,1.5520
1982,9,3,1,95,0.1619
1982,9,3,2,131,0.3827
1982,9,3,3,119,1.1079
1982,9,3,4,142,1.4142
1982,9,3,5,166,1.4932
1982,10,1,1,430,10.0674
1982,10,1,2,263,11.6454
1982,10,1,3,229,12.7674
1982,10,1,4,247,15.4084
1982,10,1,5,670,15.3429
1982,10,2,1,87,8.9913
1982,10,2,2,78,11.8171
1982,10,2,3,110,13.3963
1982,10,2,4,130,13.3279
1982,10,2,5,181,14.6099
1982,10,3,1,95,8.8483
1982,10,3,2,131,7.4917
1982,10,3,3,119,13.6414
1982,10,3,4,141,10.5944
1982,10,3,5,166,13.6773
1982,11,1,1,425,10.1902
1982,11,1,2,262,11.0097
1982,11,1,3,229,10.5928
1982,11,1,4,246,10.9341
1982,11,1,5,666,7.9437
1982,11,2,1,87,8.9769
1982,11,2,2,77,6.5847
1982,11,2,3,108,6.7816
1982,11,2,4,130,9.0757
1982,11,2,5,178,9.1632
1982,11,3,1,95,3.6833
1982,11,3,2,131,1.9807
1982,11,3,3,118,4.0550
1982,11,3,4,141,4.9809
1982,11,3,5,166,6.8967
1982,12,1,1,426,2.1881
1982,12,1,2,259,1.2600
1982,12,1,3,229,2.1342
1982,12,1,4,245,2.8917
1982,12,1,5,659,2.1798
1982,12,2,1,86,1.9240
1982,12,2,2,77,1.8309
1982,12,2,3,107,1.2547
1982,12,2,4,130,1.0938
1982,12,2,5,178,0.7208
1982,12,3,1,95,2.8808
1982,12,3,2,131,1.5935
1982,12,3,3,118,0.6467
1982,12,3,4,140,3.3237
1982,12,3,5,166,-0.0333
1983,1,1,1,423,7.3683
1983,1,1,2,259,7.5902
1983,1,1,3,227,8.7131
1983,1,1,4,243,9.8021
1983,1,1,5,657,12.2078
1983,1,2,1,86,2.8738
1983,1,2,2,77,4.4772
1983,1,2,3,107,4.5376
1983,1,2,4,128,6.4707
1983,1,2,5,177,9.5978
1983,1,3,1,95,4.9468
1983,1,3,2,131,5.9393
1983,1,3,3,118,4.0877
1983,1,3,4,139,2.4091
1983,1,3,5,165,3.6147
1983,2,1,1,416,8.4726
1983,2,1,2,254,7.4841
1983,2,1,3,224,7.1115
1983,2,1,4,242,7.7224
1983,2,1,5,650,2.3553
1983,2,2,1,86,6.1131
1983,2,2,2,76,6.0399
1983,2,2,3,107,8.0294
1983,2,2,4,126,5.4286
1983,2,2,5,176,3.7784
1983,2,3,1,95,4.5669
1983,2,3,2,131,1.0568
1983,2,3,3,118,2.4164
1983,2,3,4,138,2.8480
1983,2,3,5,164,3.3656
1983,3,1,1,415,8.2420
1983,3,1,2,254,4.8983
1983,3,1,3,222,4.4289
1983,3,1,4,242,5.9513
1983,3,1,5,640,4.2162
1983,3,2,1,86,6.3110
1983,3,2,2,76,5.2583
1983,3,2,3,107,4.8955
1983,3,2,4,126,4.9548
1983,3,2,5,174,1.4974
1983,3,3,1,95,3.8263
1983,3,3,2,130,2.3924
1983,3,3,3,118,3.6530
1983,3,3,4,137,2.2953
1983,3,3,5,165,2.8253
1983,4,1,1,413,7.6408
1983,4,1,2,253,9.7492
1983,4,1,3,222,7.7226
1983,4,1,4,239,6.9293
1983,4,1,5,636,6.5252
1983,4,2,1,85,5.6198
1983,4,2,2,76,5.3291
1983,4,2,3,107,6.9045
1983,4,2,4,126,7.0971
1983,4,2,5,174,7.6559
1983,4,3,1,95,6.3236
1983,4,3,2,130,6.8552
1983,4,3,3,118,10.2105
1983,4,3,4,136,7.0743
1983,4,3,5,164,3.9469
1983,5,1,1,411,8.9952
1983,5,1,2,250,7.6828
1983,5,1,3,221,8.7486
1983,5,1,4,239,11.9854
1983,5,1,5,630,11.9818
1983,5,2,1,85,4.1782
1983,5,2,2,76,3.3035
1983,5,2,3,107,3.7735
1983,5,2,4,126,6.0524
1983,5,2,5,175,7.1937
1983,5,3,1,95,1.4726
1983,5,3,2,130,0.0790
1983,5,3,3,118,-0.4541
1983,5,3,4,136,-1.9462
1983,5,3,5,164,1.8046
1983,6,1,1,409,4.0831
1983,6,1,2,250,3.5887
1983,6,1,3,221,3.2082
1983,6,1,4,239,4.6269
1983,6,1,5,623,5.5020
1983,6,2,1,83,4.3969
1983,6,2,2,76,3.7017
1983,6,2,3,106,5.6964
1983,6,2,4,126,7.6588
1983,6,2,5,175,6.4609
1983,6,3,1,94,1.7245
1983,6,3,2,130,-0.0748
1983,6,3,3,118,5.6748
1983,6,3,4,136,4.7077
1983,6,3,5,164,7.1459
1983,7,1,1,448,0.4209
1983,7,1,2,250,-0.0995
1983,7,1,3,303,-0.7601
1983,7,1,4,255,-2.6927
1983,7,1,5,789,-5.6404
1983,7,2,1,99,1.1510
1983,7,2,2,95,1.0855
1983,7,2,3,113,-2.9417
1983,7,2,4,123,-1.7938
1983,7,2,5,178,-7.5854
1983,7,3,1,92,-1.9643
1983,7,3,2,118,-1.4116
1983,7,3,3,120,-2.8664
1983,7,3,4,153,-4.8266
1983,7,3,5,181,-4.4253
1983,8,1,1,445,-2.2926
1983,8,1,2,247,-1.3937
1983,8,1,3,303,-2.5144
1983,8,1,4,254,-4.5441
1983,8,1,5,784,-5.3333
1983,8,2,1,98,-1.4124
1983,8,2,2,92,-0.8329
1983,8,2,3,113,-3.9347
1983,8,2,4,123,-3.4917
1983,8,2,5,178,-4.6920
1983,8,3,1,92,3.4517
1983,8,3,2,118,4.7447
1983,8,3,3,120,1.4354
1983,8,3,4,152,-1.1545
1983,8,3,5,181,-1.1424
1983,9,1,1,441,2.7088
1983,9,1,2,244,1.0032
1983,9,1,3,302,-0.2606
1983,9,1,4,252,0.4481
1983,9,1,5,779,-3.3391
1983,9,2,1,96,4.1420
1983,9,2,2,91,3.1142
1983,9,2,3,111,4.3210
1983,9,2,4,123,2.0153
1983,9,2,5,178,0.7708
1983,9,3,1,91,1.5107
1983,9,3,2,118,-0.0356
1983,9,3,3,119,2.0173
1983,9,3,4,152,2.5225
1983,9,3,5,181,2.8463
1983,10,1,1,438,-3.8814
1983,10,1,2,244,-3.0451
1983,10,1,3,300,-5.9474
1983,10,1,4,249,-7.6316
1983,10,1,5,775,-9.0307
1983,10,2,1,96,-2.7503
1983,10,2,2,91,-3.3211
1983,10,2,3,111,-4.1269
1983,10,2,4,122,-7.2403
1983,10,2,5,177,-8.9697
1983,10,3,1,91,0.2567
1983,10,3,2,117,-0.7250
1983,10,3,3,118,-1.5243
1983,10,3,4,151,-1.7910
1983,10,3,5,180,-2.9852
1983,11,1,1,434,5.0500
1983,11,1,2,243,3.2428
1983,11,1,3,299,3.3383
1983,11,1,4,250,5.2432
1983,11,1,5,769,1.8137
1983,11,2,1,95,5.1904
1983,11,2,2,90,4.0427
1983,11,2,3,109,5.4005
1983,11,2,4,121,6.4929
1983,11,2,5,177,5.8559
1983,11,3,1,90,-0.1681
1983,11,3,2,117,2.0864
1983,11,3,3,118,2.7739
1983,11,3,4,151,5.2069
1983,11,3,5,180,1.3510
1983,12,1,1,433,-0.9590
1983,12,1,2,240,-0.1468
1983,12,1,3,299,0.2464
1983,12,1,4,248,-1.3357
1983,12,1,5,766,-4.2946
1983,12,2,1,95,-0.6151
1983,12,2,2,89,-0.3704
1983,12,2,3,109,-1.0287
1983,12,2,4,121,-2.2333
1983,12,2,5,177,-2.2199
1983,12,3,1,90,-0.0510
1983,12,3,2,117,-1.2123
1983,12,3,3,118,-1.1428
1983,12,3,4,151,-0.5844
1983,12,3,5,180,-0.8826
1984,1,1,1,431,1.3053
1984,1,1,2,240,-0.3692
1984,1,1,3,297,0.0586
1984,1,1,4,246,-0.4988
1984,1,1,5,758,-1.4370
1984,1,2,1,95,-0.1931
1984,1,2,2,89,0.1945
1984,1,2,3,108,-1.6449
1984,1,2,4,121,-4.0302
1984,1,2,5,177,-5.8186
1984,1,3,1,88,3.7186
1984,1,3,2,117,4.0335
1984,1,3,3,118,-1.9811
1984,1,3,4,150,-2.7434
1984,1,3,5,179,-5.8352
1984,2,1,1,422,-5.1754
1984,2,1,2,239,-4.2192
1984,2,1,3,297,-6.1929
1984,2,1,4,246,-6.0547
1984,2,1,5,743,-7.0965
1984,2,2,1,95,-3.0258
1984,2,2,2,89,-2.9965
1984,2,2,3,107,-5.4704
1984,2,2,4,121,-5.9734
1984,2,2,5,176,-7.1275
1984,2,3,1,88,0.2789
1984,2,3,2,117,-2.2387
1984,2,3,3,118,-4.4549
1984,2,3,4,150,-6.1026
1984,2,3,5,178,-4.4934
1984,3,1,1,417,1.7507
1984,3,1,2,238,1.4812
1984,3,1,3,296,1.9439
1984,3,1,4,245,1.2705
1984,3,1,5,734,-1.0798
1984,3,2,1,92,4.3676
1984,3,2,2,88,0.1746
1984,3,2,3,107,0.8977
1984,3,2,4,121,1.2162
1984,3,2,5,173,0.4012
1984,3,3,1,87,0.5724
1984,3,3,2,117,0.4832
1984,3,3,3,117,1.7530
1984,3,3,4,150,2.9376
1984,3,3,5,178,1.6716
1984,4,1,1,416,-1.1700
1984,4,1,2,238,0.9064
1984,4,1,3,295,0.0543
1984,4,1,4,244,-1.7505
1984,4,1,5,732,-4.5513
1984,4,2,1,90,0.7395
1984,4,2,2,87,1.1212
1984,4,2,3,107,0.1653
1984,4,2,4,120,0.7100
1984,4,2,5,172,-0.8571
1984,4,3,1,87,1.1853
1984,4,3,2,117,2.8436
1984,4,3,3,117,0.0197
1984,4,3,4,150,-0.7357
1984,4,3,5,178,0.7789
1984,5,1,1,413,-3.2679
1984,5,1,2,238,-3.2723
1984,5,1,3,292,-5.9120
1984,5,1,4,244,-4.6654
1984,5,1,5,727,-6.5473
1984,5,2,1,89,-5.0037
1984,5,2,2,87,-3.4027
1984,5,2,3,106,-4.6981
1984,5,2,4,119,-4.5994
1984,5,2,5,171,-7.4721
1984,5,3,1,87,-5.4229
1984,5,3,2,117,-3.3144
1984,5,3,3,117,-5.0547
1984,5,3,4,150,-5.2357
1984,5,3,5,177,-5.1885
1984,6,1,1,410,2.1263
1984,6,1,2,236,3.2138
1984,6,1,3,290,2.5089
1984,6,1,4,243,2.6926
1984,6,1,5,718,1.2948
1984,6,2,1,88,0.3291
1984,6,2,2,87,1.5263
1984,6,2,3,105,3.1959
1984,6,2,4,119,5.2702
1984,6,2,5,170,4.6913
1984,6,3,1,87,0.5615
1984,6,3,2,117,1.4053
1984,6,3,3,117,3.2179
1984,6,3,4,150,3.5571
1984,6,3,5,177,3.3309
1984,7,1,1,372,-1.3299
1984,7,1,2,252,-1.0878
1984,7,1,3,281,-3.9160
1984,7,1,4,295,-5.3524
1984,7,1,5,952,-8.6041
1984,7,2,1,74,-4.0351
1984,7,2,2,91,-4.5139
1984,7,2,3,120,-3.6537
1984,7,2,4,114,-4.3634
1984,7,2,5,185,-5.7818
1984,7,3,1,111,-2.6353
1984,7,3,2,131,-1.7648
1984,7,3,3,125,-2.2769
1984,7,3,4,134,0.5283
1984,7,3,5,145,-3.4320
1984,8,1,1,366,7.7786
1984,8,1,2,251,7.9027
1984,8,1,3,278,10.8741
1984,8,1,4,293,11.6953
1984,8,1,5,942,10.7038
1984,8,2,1,74,8.5705
1984,8,2,2,91,10.7334
1984,8,2,3,119,11.6640
1984,8,2,4,113,14.1033
1984,8,2,5,184,16.0089
1984,8,3,1,111,11.1533
1984,8,3,2,130,10.3423
1984,8,3,3,125,11.6560
1984,8,3,4,132,9.9211
1984,8,3,5,144,13.4380
1984,9,1,1,362,2.5955
1984,9,1,2,251,1.1873
1984,9,1,3,278,-0.8882
1984,9,1,4,290,-1.1214
1984,9,1,5,937,-2.7226
1984,9,2,1,74,2.5271
1984,9,2,2,90,1.5698
1984,9,2,3,118,-0.0730
1984,9,2,4,113,-0.3983
1984,9,2,5,183,-4.7073
1984,9,3,1,111,3.5574
1984,9,3,2,130,1.2009
1984,9,3,3,125,-1.1498
1984,9,3,4,130,-1.8890
1984,9,3,5,144,-4.8018
1984,10,1,1,359,-0.7028
1984,10,1,2,246,-0.7438
1984,10,1,3,278,-1.9903
1984,10,1,4,290,-3.2457
1984,10,1,5,915,-5.2833
1984,10,2,1,71,2.4935
1984,10,2,2,90,0.0025
1984,10,2,3,117,-1.2630
1984,10,2,4,112,-1.7734
1984,10,2,5,182,-2.8820
1984,10,3,1,111,0.3624
1984,10,3,2,129,-0.6439
1984,10,3,3,125,1.0620
1984,10,3,4,129,1.9363
1984,10,3,5,143,-2.1276
1984,11,1,1,357,-0.7539
1984,11,1,2,242,-1.3265
1984,11,1,3,276,-2.5953
1984,11,1,4,290,-3.0744
1984,11,1,5,900,-6.1792
1984,11,2,1,70,0.8745
1984,11,2,2,90,1.3481
1984,11,2,3,116,-0.9859
1984,11,2,4,112,-2.1159
1984,11,2,5,183,-4.3780
1984,11,3,1,111,1.0568
1984,11,3,2,129,-1.4364
1984,11,3,3,124,-0.5646
1984,11,3,4,128,-0.9614
1984,11,3,5,142,-3.9114
1984,12,1,1,352,0.4950
1984,12,1,2,239,0.9626
1984,12,1,3,274,1.4996
1984,12,1,4,290,0.8748
1984,12,1,5,880,-0.4508
1984,12,2,1,70,1.6105
1984,12,2,2,90,2.1114
1984,12,2,3,115,2.0436
1984,12,2,4,111,2.8593
1984,12,2,5,183,2.6099
1984,12,3,1,108,1.7182
1984,12,3,2,128,1.9437
1984,12,3,3,124,1.9328
1984,12,3,4,128,2.3787
1984,12,3,5,141,2.9032
1985,1,1,1,350,8.3700
1985,1,1,2,237,9.2068
1985,1,1,3,272,12.6088
1985,1,1,4,289,13.7986
1985,1,1,5,874,14.3570
1985,1,2,1,70,7.1513
1985,1,2,2,90,8.3526
1985,1,2,3,114,10.6861
1985,1,2,4,111,11.4755
1985,1,2,5,183,14.6957
1985,1,3,1,108,4.4034
1985,1,3,2,127,7.1243
1985,1,3,3,124,8.0407
1985,1,3,4,127,9.1057
1985,1,3,5,141,11.7272
1985,2,1,1,350,3.7584
1985,2,1,2,234,3.0565
1985,2,1,3,270,2.7430
1985,2,1,4,288,3.8748
1985,2,1,5,860,4.1119
1985,2,2,1,70,1.7674
1985,2,2,2,88,2.0438
1985,2,2,3,113,2.9353
1985,2,2,4,110,3.0418
1985,2,2,5,183,0.5816
1985,2,3,1,108,2.2004
1985,2,3,2,127,2.3447
1985,2,3,3,123,2.4032
1985,2,3,4,126,0.7086
1985,2,3,5,141,-0.1225
1985,3,1,1,346,0.4626
1985,3,1,2,234,-0.4883
1985,3,1,3,264,-2.0968
1985,3,1,4,286,-1.6786
1985,3,1,5,853,-2.9955
1985,3,2,1,70,3.5958
1985,3,2,2,85,-1.0879
1985,3,2,3,113,-1.9979
1985,3,2,4,108,-2.9943
1985,3,2,5,183,-3.5934
1985,3,3,1,107,2.9415
1985,3,3,2,127,0.9940
1985,3,3,3,123,-0.2400
1985,3,3,4,125,-1.5400
1985,3,3,5,141,-2.5303
1985,4,1,1,343,0.8497
1985,4,1,2,232,0.1181
1985,4,1,3,262,-0.9109
1985,4,1,4,283,-1.9615
1985,4,1,5,850,-3.0851
1985,4,2,1,70,0.9925
1985,4,2,2,85,0.5279
1985,4,2,3,112,-2.2638
1985,4,2,4,108,-0.7619
1985,4,2,5,183,-3.8001
1985,4,3,1,107,2.5617
1985,4,3,2,127,-0.5080
1985,4,3,3,123,-1.8458
1985,4,3,4,125,-1.7462
1985,4,3,5,141,-2.8207
1985,5,1,1,343,3.0249
1985,5,1,2,232,3.8091
1985,5,1,3,259,3.3873
1985,5,1,4,283,3.8199
1985,5,1,5,842,1.2383
