year,month,rank_ME,rank_EPq_12,nstocks,ret_vw
1967,1,1,1,72,18.4036
1967,1,1,2,44,23.5808
1967,1,1,3,64,16.8705
1967,1,1,4,97,18.9517
1967,1,1,5,167,21.0417
1967,1,2,1,37,11.2521
1967,1,2,2,27,13.7773
1967,1,2,3,50,15.6853
1967,1,2,4,62,18.4633
1967,1,2,5,69,19.8833
1967,1,3,1,139,6.4329
1967,1,3,2,128,6.0943
1967,1,3,3,98,6.7248
1967,1,3,4,80,13.3966
1967,1,3,5,46,15.1270
1967,2,1,1,132,5.4327
1967,2,1,2,75,5.3050
1967,2,1,3,105,5.5938
1967,2,1,4,150,4.0438
1967,2,1,5,232,3.1359
1967,2,2,1,65,1.6345
1967,2,2,2,55,2.7880
1967,2,2,3,80,2.2123
1967,2,2,4,95,1.8430
1967,2,2,5,101,1.2223
1967,2,3,1,179,3.2420
1967,2,3,2,197,0.3608
1967,2,3,3,172,-0.7621
1967,2,3,4,136,-1.6535
1967,2,3,5,71,-0.4682
1967,3,1,1,149,8.6722
1967,3,1,2,97,7.4896
1967,3,1,3,134,7.4819
1967,3,1,4,167,7.1551
1967,3,1,5,262,6.5411
1967,3,2,1,76,5.6896
1967,3,2,2,65,6.3252
1967,3,2,3,89,6.4712
1967,3,2,4,114,6.7235
1967,3,2,5,111,6.6284
1967,3,3,1,190,4.5018
1967,3,3,2,214,3.5237
1967,3,3,3,188,4.2283
1967,3,3,4,146,5.4245
1967,3,3,5,84,6.8192
1967,4,1,1,160,4.7888
1967,4,1,2,119,4.8243
1967,4,1,3,150,4.9625
1967,4,1,4,191,3.7619
1967,4,1,5,289,5.1792
1967,4,2,1,83,2.3432
1967,4,2,2,77,4.6843
1967,4,2,3,97,3.9645
1967,4,2,4,123,4.4888
1967,4,2,5,119,5.0501
1967,4,3,1,194,6.9753
1967,4,3,2,228,2.8026
1967,4,3,3,200,2.4302
1967,4,3,4,159,4.4623
1967,4,3,5,92,3.0765
1967,5,1,1,194,0.3644
1967,5,1,2,143,-1.0380
1967,5,1,3,185,0.7520
1967,5,1,4,242,-0.3577
1967,5,1,5,342,0.1975
1967,5,2,1,100,-2.3000
1967,5,2,2,106,-3.2681
1967,5,2,3,121,-1.6367
1967,5,2,4,150,-1.0617
1967,5,2,5,139,-2.0969
1967,5,3,1,232,-5.4756
1967,5,3,2,262,-5.2031
1967,5,3,3,249,-2.9974
1967,5,3,4,188,-3.9261
1967,5,3,5,128,-1.7258
1967,6,1,1,205,13.1473
1967,6,1,2,160,15.6254
1967,6,1,3,200,11.1042
1967,6,1,4,258,9.8610
1967,6,1,5,353,9.3608
1967,6,2,1,115,9.4732
1967,6,2,2,112,6.2713
1967,6,2,3,132,5.4982
1967,6,2,4,158,6.8712
1967,6,2,5,148,8.2803
1967,6,3,1,234,2.5853
1967,6,3,2,276,1.9472
1967,6,3,3,265,0.8081
1967,6,3,4,202,1.5542
1967,6,3,5,137,3.3224
1967,7,1,1,216,8.9870
1967,7,1,2,174,7.9545
1967,7,1,3,210,8.6303
1967,7,1,4,274,10.4917
1967,7,1,5,356,9.8094
1967,7,2,1,126,6.5958
1967,7,2,2,123,6.0262
1967,7,2,3,143,7.7536
1967,7,2,4,165,8.0957
1967,7,2,5,153,9.9580
1967,7,3,1,237,4.4127
1967,7,3,2,290,1.5521
1967,7,3,3,280,6.1977
1967,7,3,4,213,7.2302
1967,7,3,5,144,6.0865
1967,8,1,1,256,-1.1953
1967,8,1,2,215,-0.4082
1967,8,1,3,237,1.8475
1967,8,1,4,298,-0.4948
1967,8,1,5,369,1.1107
1967,8,2,1,139,-1.5711
1967,8,2,2,139,-1.1110
1967,8,2,3,162,-0.0373
1967,8,2,4,184,0.3303
1967,8,2,5,166,1.0296
1967,8,3,1,250,-0.8666
1967,8,3,2,311,-0.3799
1967,8,3,3,309,-1.4068
1967,8,3,4,251,-0.8831
1967,8,3,5,184,0.1616
1967,9,1,1,267,10.7527
1967,9,1,2,229,8.9654
1967,9,1,3,248,8.8485
1967,9,1,4,303,6.7547
1967,9,1,5,378,6.4519
1967,9,2,1,143,5.7032
1967,9,2,2,147,4.0181
1967,9,2,3,168,4.2642
1967,9,2,4,192,4.5222
1967,9,2,5,177,3.9412
1967,9,3,1,253,4.1723
1967,9,3,2,321,2.6816
1967,9,3,3,317,2.8870
1967,9,3,4,260,3.1895
1967,9,3,5,190,3.2997
1967,10,1,1,278,0.6334
1967,10,1,2,240,-0.7857
1967,10,1,3,263,-2.2992
1967,10,1,4,313,-3.2396
1967,10,1,5,384,-2.4390
1967,10,2,1,151,-2.3417
1967,10,2,2,154,-3.8214
1967,10,2,3,177,-3.4012
1967,10,2,4,198,-2.6929
1967,10,2,5,183,-3.7808
1967,10,3,1,255,0.5157
1967,10,3,2,333,-4.1956
1967,10,3,3,323,-3.6519
1967,10,3,4,266,-4.2266
1967,10,3,5,198,-5.9074
1967,11,1,1,310,-0.0699
1967,11,1,2,273,0.7442
1967,11,1,3,287,1.6883
1967,11,1,4,325,-0.0771
1967,11,1,5,394,0.5429
1967,11,2,1,165,2.7540
1967,11,2,2,169,1.9995
1967,11,2,3,195,1.2084
1967,11,2,4,216,0.0680
1967,11,2,5,192,0.4296
1967,11,3,1,267,2.0897
1967,11,3,2,343,-0.0107
1967,11,3,3,349,-0.2057
1967,11,3,4,290,-0.1078
1967,11,3,5,223,0.6618
1967,12,1,1,314,11.9953
1967,12,1,2,283,11.6312
1967,12,1,3,299,9.4359
1967,12,1,4,335,8.0129
1967,12,1,5,400,8.3028
1967,12,2,1,173,8.6582
1967,12,2,2,176,5.6059
1967,12,2,3,204,4.4487
1967,12,2,4,221,5.0043
1967,12,2,5,197,6.3746
1967,12,3,1,270,1.7071
1967,12,3,2,347,2.4985
1967,12,3,3,353,3.4381
1967,12,3,4,296,3.7745
1967,12,3,5,228,4.1198
1968,1,1,1,317,1.5934
1968,1,1,2,289,1.8656
1968,1,1,3,295,1.2016
1968,1,1,4,311,2.7075
1968,1,1,5,377,4.5701
1968,1,2,1,175,-4.4949
1968,1,2,2,174,-2.6573
1968,1,2,3,203,-0.6994
1968,1,2,4,208,1.1337
1968,1,2,5,194,2.4826
1968,1,3,1,252,-7.8751
1968,1,3,2,335,-4.0552
1968,1,3,3,345,-1.7981
1968,1,3,4,291,-2.0571
1968,1,3,5,231,-2.7746
1968,2,1,1,354,-9.3346
1968,2,1,2,301,-7.6738
1968,2,1,3,299,-6.2020
1968,2,1,4,325,-5.5115
1968,2,1,5,387,-4.7979
1968,2,2,1,189,-5.3658
1968,2,2,2,183,-6.0034
1968,2,2,3,209,-4.6059
1968,2,2,4,216,-3.8924
1968,2,2,5,204,-4.4225
1968,2,3,1,266,-2.9473
1968,2,3,2,348,-3.3011
1968,2,3,3,363,-2.5433
1968,2,3,4,308,-2.5779
1968,2,3,5,249,-4.1158
1968,3,1,1,356,-0.9304
1968,3,1,2,308,-1.9115
1968,3,1,3,296,-1.0661
1968,3,1,4,328,-0.4912
1968,3,1,5,387,-0.7446
1968,3,2,1,199,-2.6386
1968,3,2,2,191,-1.3066
1968,3,2,3,213,-1.7866
1968,3,2,4,213,-0.5560
1968,3,2,5,203,-1.3029
1968,3,3,1,267,3.7234
1968,3,3,2,346,-0.0495
1968,3,3,3,366,-0.8800
1968,3,3,4,316,-0.9637
1968,3,3,5,253,-0.0464
1968,4,1,1,340,18.2222
1968,4,1,2,309,17.4908
1968,4,1,3,280,17.4634
1968,4,1,4,319,15.2715
1968,4,1,5,371,15.2660
1968,4,2,1,191,17.7336
1968,4,2,2,192,14.9352
1968,4,2,3,211,12.6020
1968,4,2,4,203,10.9623
1968,4,2,5,196,11.6201
1968,4,3,1,254,11.2105
1968,4,3,2,333,10.1983
1968,4,3,3,351,6.6447
1968,4,3,4,301,5.6239
1968,4,3,5,251,9.4284
1968,5,1,1,370,12.9431
1968,5,1,2,342,11.8266
1968,5,1,3,295,9.3916
1968,5,1,4,327,10.7984
1968,5,1,5,381,9.4805
1968,5,2,1,203,7.8829
1968,5,2,2,199,8.4860
1968,5,2,3,218,7.1352
1968,5,2,4,202,5.2355
1968,5,2,5,203,7.7715
1968,5,3,1,260,2.9728
1968,5,3,2,339,1.0269
1968,5,3,3,362,0.9483
1968,5,3,4,312,0.3594
1968,5,3,5,259,2.0388
1968,6,1,1,372,1.5020
1968,6,1,2,347,0.2739
1968,6,1,3,301,1.4893
1968,6,1,4,331,1.4396
1968,6,1,5,377,2.3675
1968,6,2,1,211,-1.2650
1968,6,2,2,203,-0.8749
1968,6,2,3,216,0.6628
1968,6,2,4,201,2.0848
1968,6,2,5,204,1.6105
1968,6,3,1,254,-1.1042
1968,6,3,2,330,0.8068
1968,6,3,3,361,1.9980
1968,6,3,4,312,2.5759
1968,6,3,5,264,3.5077
1968,7,1,1,361,-4.3457
1968,7,1,2,344,-3.8062
1968,7,1,3,294,-3.3326
1968,7,1,4,316,-3.6540
1968,7,1,5,360,-2.7496
1968,7,2,1,203,-6.1181
1968,7,2,2,194,-4.8920
1968,7,2,3,208,-3.6249
1968,7,2,4,193,-2.3669
1968,7,2,5,191,-2.8082
1968,7,3,1,240,-5.0994
1968,7,3,2,301,-3.5085
1968,7,3,3,344,-0.6286
1968,7,3,4,300,2.2946
1968,7,3,5,248,-1.6834
1968,8,1,1,392,4.6557
1968,8,1,2,365,5.3715
1968,8,1,3,320,4.4493
1968,8,1,4,316,4.7002
1968,8,1,5,364,5.0576
1968,8,2,1,221,2.9088
1968,8,2,2,201,4.2261
1968,8,2,3,218,3.7821
1968,8,2,4,197,3.8773
1968,8,2,5,198,4.5618
1968,8,3,1,246,1.1486
1968,8,3,2,309,1.8113
1968,8,3,3,350,1.5853
1968,8,3,4,313,1.2609
1968,8,3,5,255,1.1890
1968,9,1,1,396,9.0891
1968,9,1,2,372,6.7502
1968,9,1,3,325,6.5445
1968,9,1,4,314,6.1886
1968,9,1,5,367,6.5573
1968,9,2,1,229,7.6333
1968,9,2,2,204,6.8764
1968,9,2,3,218,7.1434
1968,9,2,4,197,6.4633
1968,9,2,5,197,5.8022
1968,9,3,1,245,2.8590
1968,9,3,2,307,4.3804
1968,9,3,3,348,3.7947
1968,9,3,4,323,3.9177
1968,9,3,5,257,6.5629
1968,10,1,1,390,-2.1136
1968,10,1,2,354,0.3396
1968,10,1,3,315,0.5775
1968,10,1,4,309,1.9314
1968,10,1,5,362,1.4121
1968,10,2,1,226,-0.8843
1968,10,2,2,207,0.4132
1968,10,2,3,214,1.2185
1968,10,2,4,187,2.7461
1968,10,2,5,195,2.2175
1968,10,3,1,246,-2.3886
1968,10,3,2,299,0.8344
1968,10,3,3,340,1.9047
1968,10,3,4,317,2.7834
1968,10,3,5,255,1.8622
1968,11,1,1,429,8.3821
1968,11,1,2,375,6.6809
1968,11,1,3,341,8.0266
1968,11,1,4,318,7.5869
1968,11,1,5,373,6.9544
1968,11,2,1,244,8.9671
1968,11,2,2,219,7.8049
1968,11,2,3,217,7.5757
1968,11,2,4,193,8.4740
1968,11,2,5,209,6.9995
1968,11,3,1,253,6.5187
1968,11,3,2,309,5.2739
1968,11,3,3,350,6.1078
1968,11,3,4,329,4.9675
1968,11,3,5,258,5.4028
1968,12,1,1,431,3.3904
1968,12,1,2,373,1.0868
1968,12,1,3,332,0.9706
1968,12,1,4,322,-0.0382
1968,12,1,5,367,0.3385
1968,12,2,1,245,-1.1660
1968,12,2,2,222,-0.5777
1968,12,2,3,218,-0.9387
1968,12,2,4,195,-2.3173
1968,12,2,5,209,-1.2761
1968,12,3,1,253,-5.0879
1968,12,3,2,305,-4.0670
1968,12,3,3,343,-3.3636
1968,12,3,4,328,-4.0237
1968,12,3,5,255,-1.8575
1969,1,1,1,424,-2.1015
1969,1,1,2,351,-1.6729
1969,1,1,3,317,-1.5696
1969,1,1,4,305,-1.8378
1969,1,1,5,356,-1.3012
1969,1,2,1,237,-2.3565
1969,1,2,2,221,-2.4286
1969,1,2,3,208,-1.1635
1969,1,2,4,188,-0.0392
1969,1,2,5,203,0.2999
1969,1,3,1,256,-2.0103
1969,1,3,2,302,-0.7983
1969,1,3,3,335,-1.2752
1969,1,3,4,328,0.0720
1969,1,3,5,243,0.0630
1969,2,1,1,448,-11.3298
1969,2,1,2,374,-8.9451
1969,2,1,3,335,-8.1661
1969,2,1,4,321,-7.8740
1969,2,1,5,362,-8.0800
1969,2,2,1,241,-9.5269
1969,2,2,2,229,-8.5142
1969,2,2,3,215,-8.5504
1969,2,2,4,193,-6.6156
1969,2,2,5,209,-6.9711
1969,2,3,1,268,-3.6371
1969,2,3,2,308,-5.1497
1969,2,3,3,349,-5.3286
1969,2,3,4,336,-3.9865
1969,2,3,5,256,-6.2098
1969,3,1,1,450,4.5174
1969,3,1,2,377,2.8517
1969,3,1,3,339,1.3944
1969,3,1,4,326,1.0979
1969,3,1,5,362,1.7409
1969,3,2,1,237,3.5986
1969,3,2,2,231,3.0265
1969,3,2,3,209,1.6998
1969,3,2,4,195,2.0174
1969,3,2,5,212,2.2482
1969,3,3,1,262,4.5536
1969,3,3,2,309,3.0794
1969,3,3,3,352,2.2298
1969,3,3,4,335,3.3304
1969,3,3,5,256,2.7268
1969,4,1,1,433,1.1471
1969,4,1,2,365,-0.2889
1969,4,1,3,328,-1.6492
1969,4,1,4,312,-0.9551
1969,4,1,5,339,-0.8296
1969,4,2,1,232,2.0533
1969,4,2,2,224,0.7787
1969,4,2,3,200,0.9005
1969,4,2,4,194,-0.1211
1969,4,2,5,202,0.2408
1969,4,3,1,252,4.0743
1969,4,3,2,293,2.4648
1969,4,3,3,342,1.6338
1969,4,3,4,322,1.7619
1969,4,3,5,256,0.0284
1969,5,1,1,464,1.2384
1969,5,1,2,377,0.4605
1969,5,1,3,346,0.2911
1969,5,1,4,317,0.1266
1969,5,1,5,363,0.0010
1969,5,2,1,243,1.0576
1969,5,2,2,237,-0.0811
1969,5,2,3,204,-0.4404
1969,5,2,4,208,0.4965
1969,5,2,5,209,-0.4679
1969,5,3,1,256,0.0779
1969,5,3,2,312,-0.6179
1969,5,3,3,353,0.4422
1969,5,3,4,330,1.2752
1969,5,3,5,268,0.9268
1969,6,1,1,470,-14.3267
1969,6,1,2,380,-12.8991
1969,6,1,3,343,-12.2553
1969,6,1,4,314,-11.8943
1969,6,1,5,362,-11.6414
1969,6,2,1,250,-11.8875
1969,6,2,2,233,-11.2539
1969,6,2,3,211,-10.3180
1969,6,2,4,208,-10.3085
1969,6,2,5,214,-10.2374
1969,6,3,1,251,-1.3277
1969,6,3,2,315,-6.8457
