year,month,rank_ME,rank_VFP,nstocks,ret_vw
1988,7,1,3,47,-0.6815
1988,7,1,4,79,0.3527
1988,7,1,5,182,0.0044
1988,7,2,1,124,-2.4124
1988,7,2,2,89,-3.2754
1988,7,2,3,76,-1.2344
1988,7,2,4,70,-0.9553
1988,7,2,5,77,1.8499
1988,7,3,1,107,-1.0555
1988,7,3,2,122,-1.2862
1988,7,3,3,105,-1.0645
1988,7,3,4,103,-1.1906
1988,7,3,5,76,-0.0102
1988,8,1,1,122,-2.6380
1988,8,1,2,64,-0.6928
1988,8,1,3,47,-2.6250
1988,8,1,4,79,-0.8265
1988,8,1,5,182,-2.3721
1988,8,2,1,121,-3.4039
1988,8,2,2,89,-2.5971
1988,8,2,3,76,-1.0686
1988,8,2,4,70,-2.3190
1988,8,2,5,77,-4.5190
1988,8,3,1,106,-3.0438
1988,8,3,2,121,-3.8338
1988,8,3,3,105,-3.5822
1988,8,3,4,103,-2.6714
1988,8,3,5,76,-2.7675
1988,9,1,1,121,0.5054
1988,9,1,2,63,5.7799
1988,9,1,3,46,3.5714
1988,9,1,4,79,3.1842
1988,9,1,5,182,2.2707
1988,9,2,1,116,2.0424
1988,9,2,2,89,2.3986
1988,9,2,3,76,3.6145
1988,9,2,4,69,3.7845
1988,9,2,5,76,0.8878
1988,9,3,1,106,4.0831
1988,9,3,2,121,3.9256
1988,9,3,3,105,5.1093
1988,9,3,4,103,2.7754
1988,9,3,5,76,4.5288
1988,10,1,1,120,-3.2717
1988,10,1,2,63,-1.8195
1988,10,1,3,46,-0.6407
1988,10,1,4,79,-1.0011
1988,10,1,5,181,-2.2150
1988,10,2,1,115,-1.4049
1988,10,2,2,88,-0.8793
1988,10,2,3,74,0.1220
1988,10,2,4,69,1.7155
1988,10,2,5,76,-1.5691
1988,10,3,1,106,0.1685
1988,10,3,2,120,1.4957
1988,10,3,3,105,2.9808
1988,10,3,4,103,3.7960
1988,10,3,5,76,5.2783
1988,11,1,1,120,-5.5084
1988,11,1,2,63,-2.9107
1988,11,1,3,45,-1.1261
1988,11,1,4,78,-3.1143
1988,11,1,5,181,-4.8438
1988,11,2,1,113,-2.9747
1988,11,2,2,87,-1.3852
1988,11,2,3,73,-2.8899
1988,11,2,4,69,-2.7570
1988,11,2,5,76,-3.1285
1988,11,3,1,103,-1.3023
1988,11,3,2,120,-2.0658
1988,11,3,3,105,-1.4038
1988,11,3,4,102,-0.3398
1988,11,3,5,76,-0.9489
1988,12,1,1,117,5.1651
1988,12,1,2,62,5.0911
1988,12,1,3,44,3.4626
1988,12,1,4,78,5.8634
1988,12,1,5,180,4.6674
1988,12,2,1,112,4.8597
1988,12,2,2,87,4.6741
1988,12,2,3,72,3.8675
1988,12,2,4,69,2.8413
1988,12,2,5,76,5.4865
1988,12,3,1,101,3.2328
1988,12,3,2,119,2.9415
1988,12,3,3,105,0.6949
1988,12,3,4,102,2.1221
1988,12,3,5,76,2.4193
1989,1,1,1,117,4.6771
1989,1,1,2,62,5.0273
1989,1,1,3,44,2.1100
1989,1,1,4,76,4.9606
1989,1,1,5,178,4.2127
1989,1,2,1,112,3.5883
1989,1,2,2,85,4.0427
1989,1,2,3,72,4.2141
1989,1,2,4,68,4.9404
1989,1,2,5,76,4.3871
1989,1,3,1,99,6.5795
1989,1,3,2,119,6.7322
1989,1,3,3,105,6.3379
1989,1,3,4,101,6.7794
1989,1,3,5,75,7.2818
1989,2,1,1,116,2.1231
1989,2,1,2,62,0.7450
1989,2,1,3,44,2.0312
1989,2,1,4,76,3.1703
1989,2,1,5,177,0.4101
1989,2,2,1,112,2.2688
1989,2,2,2,85,-0.0650
1989,2,2,3,71,1.6918
1989,2,2,4,67,-0.0431
1989,2,2,5,75,-0.2367
1989,2,3,1,99,-1.2887
1989,2,3,2,118,-3.3338
1989,2,3,3,104,-2.3184
1989,2,3,4,101,-2.2910
1989,2,3,5,75,-1.8102
1989,3,1,1,115,1.8067
1989,3,1,2,62,3.3311
1989,3,1,3,43,2.0637
1989,3,1,4,75,1.8535
1989,3,1,5,174,1.6015
1989,3,2,1,111,2.2921
1989,3,2,2,84,2.8111
1989,3,2,3,71,3.1298
1989,3,2,4,67,2.5390
1989,3,2,5,74,2.0094
1989,3,3,1,99,1.0865
1989,3,3,2,118,0.3825
1989,3,3,3,104,3.3951
1989,3,3,4,101,2.0276
1989,3,3,5,75,1.6173
1989,4,1,1,115,5.2491
1989,4,1,2,61,0.9600
1989,4,1,3,43,4.7777
1989,4,1,4,75,1.8314
1989,4,1,5,174,3.8004
1989,4,2,1,111,6.6201
1989,4,2,2,84,6.2440
1989,4,2,3,70,3.6364
1989,4,2,4,66,3.2260
1989,4,2,5,74,4.0838
1989,4,3,1,99,6.6829
1989,4,3,2,118,4.9685
1989,4,3,3,102,6.7261
1989,4,3,4,101,4.6824
1989,4,3,5,75,3.7022
1989,5,1,1,114,3.6679
1989,5,1,2,61,2.7813
1989,5,1,3,43,1.6009
1989,5,1,4,74,3.5504
1989,5,1,5,171,3.4796
1989,5,2,1,111,4.4451
1989,5,2,2,83,5.8243
1989,5,2,3,69,3.7428
1989,5,2,4,66,6.8465
1989,5,2,5,74,2.6983
1989,5,3,1,99,5.4249
1989,5,3,2,118,3.6097
1989,5,3,3,102,6.0736
1989,5,3,4,101,3.8059
1989,5,3,5,75,1.9036
1989,6,1,1,114,-1.1313
1989,6,1,2,61,-0.9582
1989,6,1,3,43,-1.3410
1989,6,1,4,71,-0.5640
1989,6,1,5,169,-1.3097
1989,6,2,1,110,-2.3582
1989,6,2,2,82,-3.5207
1989,6,2,3,69,0.6701
1989,6,2,4,66,-1.0794
1989,6,2,5,73,-1.7420
1989,6,3,1,98,-1.0822
1989,6,3,2,118,-0.3177
1989,6,3,3,102,-1.8238
1989,6,3,4,100,-0.2642
1989,6,3,5,73,-1.1402
1989,7,1,1,125,3.9993
1989,7,1,2,67,6.9910
1989,7,1,3,80,2.7883
1989,7,1,4,88,4.5916
1989,7,1,5,202,2.3496
1989,7,2,1,105,5.5029
1989,7,2,2,85,5.3861
1989,7,2,3,76,3.7119
1989,7,2,4,85,6.2915
1989,7,2,5,85,1.7417
1989,7,3,1,113,7.0289
1989,7,3,2,132,11.9011
1989,7,3,3,102,7.7598
1989,7,3,4,93,6.0464
1989,7,3,5,82,6.7725
1989,8,1,1,124,0.8628
1989,8,1,2,67,-0.0493
1989,8,1,3,80,2.7689
1989,8,1,4,88,2.0887
1989,8,1,5,202,2.4718
1989,8,2,1,105,2.0575
1989,8,2,2,85,3.5716
1989,8,2,3,76,1.9800
1989,8,2,4,85,3.2137
1989,8,2,5,85,5.1283
1989,8,3,1,109,0.3314
1989,8,3,2,131,-0.1497
1989,8,3,3,102,0.5817
1989,8,3,4,93,2.8593
1989,8,3,5,82,7.4890
1989,9,1,1,123,0.6807
1989,9,1,2,67,1.5771
1989,9,1,3,80,-0.5030
1989,9,1,4,87,0.3468
1989,9,1,5,201,-1.8743
1989,9,2,1,103,0.9448
1989,9,2,2,84,0.6589
1989,9,2,3,75,-0.5340
1989,9,2,4,85,0.3799
1989,9,2,5,85,1.3927
1989,9,3,1,106,0.1210
1989,9,3,2,130,1.5517
1989,9,3,3,102,0.2212
1989,9,3,4,93,-2.2722
1989,9,3,5,82,-3.1849
1989,10,1,1,122,-6.9519
1989,10,1,2,66,-5.1330
1989,10,1,3,80,-5.7518
1989,10,1,4,87,-3.9807
1989,10,1,5,201,-6.3925
1989,10,2,1,102,-5.2426
1989,10,2,2,83,-3.2130
1989,10,2,3,75,-5.7946
1989,10,2,4,85,-7.1308
1989,10,2,5,84,-7.8176
1989,10,3,1,106,-3.8187
1989,10,3,2,130,-0.3956
1989,10,3,3,102,-0.1789
1989,10,3,4,93,-2.6350
1989,10,3,5,82,-5.1252
1989,11,1,1,122,0.4306
1989,11,1,2,66,-1.6178
1989,11,1,3,80,2.2983
1989,11,1,4,87,-1.4102
1989,11,1,5,201,-1.1201
1989,11,2,1,102,3.0929
1989,11,2,2,82,2.5046
1989,11,2,3,75,1.2627
1989,11,2,4,85,1.1346
1989,11,2,5,84,-1.3729
1989,11,3,1,106,1.6451
1989,11,3,2,128,2.7613
1989,11,3,3,102,4.0968
1989,11,3,4,93,2.2093
1989,11,3,5,82,-1.0306
1989,12,1,1,122,3.1160
1989,12,1,2,66,-1.3193
1989,12,1,3,80,-0.0424
1989,12,1,4,87,-0.4197
1989,12,1,5,200,1.1383
1989,12,2,1,99,1.9609
1989,12,2,2,81,1.5774
1989,12,2,3,75,2.2779
1989,12,2,4,85,1.7529
1989,12,2,5,84,0.2696
1989,12,3,1,105,1.7430
1989,12,3,2,128,3.9847
1989,12,3,3,102,4.2851
1989,12,3,4,93,1.7209
1989,12,3,5,82,0.7866
1990,1,1,1,122,-9.3734
1990,1,1,2,66,-8.0811
1990,1,1,3,80,-8.1847
1990,1,1,4,87,-5.8124
1990,1,1,5,199,-8.8754
1990,1,2,1,99,-9.4186
1990,1,2,2,81,-7.6964
1990,1,2,3,75,-8.6475
1990,1,2,4,85,-6.7334
1990,1,2,5,83,-6.6040
1990,1,3,1,103,-8.8964
1990,1,3,2,127,-8.4150
1990,1,3,3,102,-5.9347
1990,1,3,4,93,-2.9755
1990,1,3,5,82,-6.0064
1990,2,1,1,120,5.6035
1990,2,1,2,66,2.1574
1990,2,1,3,80,3.0297
1990,2,1,4,87,2.9936
1990,2,1,5,197,3.5346
1990,2,2,1,97,2.7664
1990,2,2,2,80,3.2199
1990,2,2,3,73,3.3517
1990,2,2,4,85,1.9339
1990,2,2,5,82,4.2860
1990,2,3,1,100,0.9743
1990,2,3,2,126,0.0850
1990,2,3,3,102,0.9889
1990,2,3,4,93,2.4609
1990,2,3,5,82,2.7672
1990,3,1,1,119,4.4402
1990,3,1,2,66,4.0617
1990,3,1,3,80,3.4828
1990,3,1,4,87,2.1697
1990,3,1,5,196,4.1913
1990,3,2,1,95,4.7076
1990,3,2,2,79,4.0476
1990,3,2,3,73,1.8284
1990,3,2,4,85,5.5699
1990,3,2,5,82,5.6883
1990,3,3,1,100,1.6591
1990,3,3,2,127,4.1030
1990,3,3,3,102,2.0688
1990,3,3,4,93,2.1573
1990,3,3,5,82,3.2315
1990,4,1,1,119,-3.1345
1990,4,1,2,66,-2.4835
1990,4,1,3,79,-0.7529
1990,4,1,4,87,-0.8490
1990,4,1,5,196,-3.1182
1990,4,2,1,95,-2.4841
1990,4,2,2,78,-1.8603
1990,4,2,3,73,-3.2850
1990,4,2,4,85,-2.5479
1990,4,2,5,82,-3.0030
1990,4,3,1,100,-2.3450
1990,4,3,2,127,-0.7590
1990,4,3,3,102,-3.1861
1990,4,3,4,93,-2.7838
1990,4,3,5,81,-3.5287
1990,5,1,1,119,9.1572
1990,5,1,2,66,9.5865
1990,5,1,3,79,7.3891
1990,5,1,4,87,4.3287
1990,5,1,5,195,8.0554
1990,5,2,1,95,8.6682
1990,5,2,2,78,6.1656
1990,5,2,3,73,7.5204
1990,5,2,4,85,7.1342
1990,5,2,5,82,8.7023
1990,5,3,1,99,10.2280
1990,5,3,2,127,11.0716
1990,5,3,3,102,7.5139
1990,5,3,4,93,8.9362
1990,5,3,5,81,5.9738
1990,6,1,1,119,0.5377
1990,6,1,2,66,0.5130
1990,6,1,3,78,2.2971
1990,6,1,4,87,1.1593
1990,6,1,5,195,-0.6799
1990,6,2,1,95,1.6318
1990,6,2,2,77,1.2805
1990,6,2,3,73,2.1951
1990,6,2,4,85,-2.1055
1990,6,2,5,82,0.7084
1990,6,3,1,99,-0.6536
1990,6,3,2,127,0.6231
1990,6,3,3,102,-0.2765
1990,6,3,4,93,-1.1088
1990,6,3,5,81,-1.2053
1990,7,1,1,118,-3.7759
1990,7,1,2,72,-5.4262
1990,7,1,3,75,-2.1789
1990,7,1,4,65,-5.2924
1990,7,1,5,219,-4.7142
1990,7,2,1,112,-1.4622
1990,7,2,2,88,-0.5539
1990,7,2,3,98,-5.0263
1990,7,2,4,56,-4.6565
1990,7,2,5,94,-3.4019
1990,7,3,1,137,-0.3651
1990,7,3,2,109,0.4678
1990,7,3,3,110,-0.2379
1990,7,3,4,96,0.0744
1990,7,3,5,60,-2.0127
1990,8,1,1,118,-13.5468
1990,8,1,2,72,-14.2911
1990,8,1,3,75,-17.0718
1990,8,1,4,65,-16.0934
1990,8,1,5,218,-15.7554
1990,8,2,1,110,-11.9989
1990,8,2,2,88,-14.2813
1990,8,2,3,98,-12.4859
1990,8,2,4,56,-11.0769
1990,8,2,5,94,-15.3313
1990,8,3,1,136,-8.1088
1990,8,3,2,109,-8.4962
1990,8,3,3,110,-8.9146
1990,8,3,4,96,-9.2103
1990,8,3,5,60,-11.6168
1990,9,1,1,116,-7.7353
1990,9,1,2,72,-6.6538
1990,9,1,3,75,-9.9237
1990,9,1,4,65,-6.1624
1990,9,1,5,218,-10.7703
1990,9,2,1,109,-6.7332
1990,9,2,2,87,-10.3885
1990,9,2,3,98,-7.2145
1990,9,2,4,56,-4.6675
1990,9,2,5,93,-9.3394
1990,9,3,1,134,-5.5433
1990,9,3,2,109,-2.7644
1990,9,3,3,110,-3.0591
1990,9,3,4,96,-3.9327
1990,9,3,5,60,-8.1927
1990,10,1,1,114,-7.3673
1990,10,1,2,72,-5.6815
1990,10,1,3,75,-4.9921
1990,10,1,4,65,-7.6358
1990,10,1,5,218,-7.1154
1990,10,2,1,109,-4.1937
1990,10,2,2,87,-6.1717
1990,10,2,3,98,-5.7094
1990,10,2,4,56,-2.4714
1990,10,2,5,93,-9.7326
1990,10,3,1,134,-0.2855
1990,10,3,2,109,-0.0513
1990,10,3,3,109,1.0316
1990,10,3,4,96,1.7548
1990,10,3,5,60,-0.8473
1990,11,1,1,114,6.9728
1990,11,1,2,72,6.8492
1990,11,1,3,75,3.8620
1990,11,1,4,65,6.4366
1990,11,1,5,218,4.3505
1990,11,2,1,108,9.4299
1990,11,2,2,86,7.4269
1990,11,2,3,97,8.1404
1990,11,2,4,56,7.1541
1990,11,2,5,93,10.0361
1990,11,3,1,134,6.5125
1990,11,3,2,109,5.8000
1990,11,3,3,109,4.5751
1990,11,3,4,96,5.3326
1990,11,3,5,60,5.6809
1990,12,1,1,115,0.8508
1990,12,1,2,72,4.7339
1990,12,1,3,75,5.4075
1990,12,1,4,64,2.2214
1990,12,1,5,218,2.4704
1990,12,2,1,108,5.4244
1990,12,2,2,85,5.2840
1990,12,2,3,95,5.9155
1990,12,2,4,56,3.2664
1990,12,2,5,93,4.1832
1990,12,3,1,134,2.2646
1990,12,3,2,109,3.0285
1990,12,3,3,109,2.4669
1990,12,3,4,96,3.5746
1990,12,3,5,60,2.6981
1991,1,1,1,114,9.6792
1991,1,1,2,72,6.2508
1991,1,1,3,75,8.9187
1991,1,1,4,64,11.8992
1991,1,1,5,217,10.4537
1991,1,2,1,108,7.6646
1991,1,2,2,85,8.8860
1991,1,2,3,95,10.8718
1991,1,2,4,56,5.3535
1991,1,2,5,92,10.9513
1991,1,3,1,133,4.4402
1991,1,3,2,109,2.7758
1991,1,3,3,109,5.4069
1991,1,3,4,96,3.7922
1991,1,3,5,60,8.5061
1991,2,1,1,114,9.7729
1991,2,1,2,72,11.8109
1991,2,1,3,75,13.6409
1991,2,1,4,64,11.3544
1991,2,1,5,216,13.6964
1991,2,2,1,107,10.3323
1991,2,2,2,85,9.8034
1991,2,2,3,95,9.4377
1991,2,2,4,56,7.3945
1991,2,2,5,92,10.4300
1991,2,3,1,133,7.9416
1991,2,3,2,109,5.8770
1991,2,3,3,109,5.7429
1991,2,3,4,96,7.8704
1991,2,3,5,60,8.0767
1991,3,1,1,113,5.7995
1991,3,1,2,71,7.9598
1991,3,1,3,75,4.8563
1991,3,1,4,64,8.6682
1991,3,1,5,216,7.3950
1991,3,2,1,107,5.2869
1991,3,2,2,85,6.7303
1991,3,2,3,95,3.9711
1991,3,2,4,56,3.6553
1991,3,2,5,92,4.6601
1991,3,3,1,133,2.6367
1991,3,3,2,109,2.8588
1991,3,3,3,109,0.2509
1991,3,3,4,96,2.0813
1991,3,3,5,60,1.8733
1991,4,1,1,113,-2.5134
1991,4,1,2,70,-1.3927
1991,4,1,3,74,-0.3809
1991,4,1,4,64,3.1688
1991,4,1,5,216,0.9683
1991,4,2,1,107,-0.9601
1991,4,2,2,85,2.3399
1991,4,2,3,95,-0.5314
1991,4,2,4,56,-0.0038
1991,4,2,5,92,-0.1196
1991,4,3,1,132,-1.1563
1991,4,3,2,109,0.0880
1991,4,3,3,109,0.2086
1991,4,3,4,96,1.2684
1991,4,3,5,60,-0.6068
1991,5,1,1,113,1.6076
1991,5,1,2,70,4.5961
1991,5,1,3,73,3.7266
1991,5,1,4,63,3.7429
1991,5,1,5,216,4.3091
1991,5,2,1,107,3.0829
1991,5,2,2,84,5.5712
1991,5,2,3,95,5.5866
1991,5,2,4,56,2.7332
1991,5,2,5,92,3.6186
1991,5,3,1,132,3.4784
1991,5,3,2,109,4.0866
1991,5,3,3,109,3.0150
1991,5,3,4,96,4.9570
1991,5,3,5,60,8.1051
1991,6,1,1,112,-4.1930
1991,6,1,2,69,-4.5731
1991,6,1,3,73,-3.1267
1991,6,1,4,63,-6.3996
1991,6,1,5,215,-4.6137
1991,6,2,1,107,-4.8912
1991,6,2,2,84,-5.6081
1991,6,2,3,94,-5.7760
1991,6,2,4,56,-2.0451
1991,6,2,5,91,-4.2187
1991,6,3,1,132,-5.9944
1991,6,3,2,109,-3.6728
1991,6,3,3,109,-3.9391
1991,6,3,4,95,-3.6058
1991,6,3,5,60,-4.0597
1991,7,1,1,120,3.3288
1991,7,1,2,62,3.4472
1991,7,1,3,65,0.4525
1991,7,1,4,71,4.0670
1991,7,1,5,235,4.4070
1991,7,2,1,105,3.2776
1991,7,2,2,97,5.1461
1991,7,2,3,91,2.3295
1991,7,2,4,69,5.2768
1991,7,2,5,98,1.8687
1991,7,3,1,131,5.9860
1991,7,3,2,125,4.1491
1991,7,3,3,107,3.2462
1991,7,3,4,102,4.9963
1991,7,3,5,62,5.6718
1991,8,1,1,119,6.4675
1991,8,1,2,62,4.3908
1991,8,1,3,65,1.5455
1991,8,1,4,71,3.5206
1991,8,1,5,234,2.7018
1991,8,2,1,104,4.3372
1991,8,2,2,94,3.3663
1991,8,2,3,91,2.0960
1991,8,2,4,69,2.2152
1991,8,2,5,98,3.5936
1991,8,3,1,131,3.0799
1991,8,3,2,124,1.5379
1991,8,3,3,107,1.7284
1991,8,3,4,102,2.9477
1991,8,3,5,62,2.9743
1991,9,1,1,119,-1.6736
1991,9,1,2,62,-1.0498
1991,9,1,3,65,0.4527
1991,9,1,4,71,-3.6367
1991,9,1,5,234,-0.0302
1991,9,2,1,104,1.9487
1991,9,2,2,94,-0.7962
1991,9,2,3,91,-0.1313
1991,9,2,4,69,-0.8998
1991,9,2,5,98,-0.2657
1991,9,3,1,130,-0.8520
1991,9,3,2,124,-2.3957
1991,9,3,3,107,-1.6483
1991,9,3,4,102,0.5721
1991,9,3,5,62,-0.9921
1991,10,1,1,119,4.2714
1991,10,1,2,61,1.9841
1991,10,1,3,65,2.3829
1991,10,1,4,71,7.8443
1991,10,1,5,234,3.9810
1991,10,2,1,104,0.8545
1991,10,2,2,94,2.9504
1991,10,2,3,91,1.0885
1991,10,2,4,69,2.0400
1991,10,2,5,98,1.1208
1991,10,3,1,129,3.7587
1991,10,3,2,124,2.6174
1991,10,3,3,107,1.7020
1991,10,3,4,102,-0.3946
1991,10,3,5,62,1.4915
1991,11,1,1,119,-4.8612
1991,11,1,2,61,-4.2603
1991,11,1,3,65,-1.3740
1991,11,1,4,71,-6.8082
1991,11,1,5,234,-3.0298
1991,11,2,1,103,-4.7584
1991,11,2,2,94,-5.3366
1991,11,2,3,91,-4.4608
1991,11,2,4,69,-2.6196
1991,11,2,5,98,-5.5914
1991,11,3,1,129,-1.1175
1991,11,3,2,124,-5.0200
1991,11,3,3,107,-5.0053
1991,11,3,4,102,-3.2100
1991,11,3,5,62,-2.7353
1991,12,1,1,118,7.2639
1991,12,1,2,61,8.4727
1991,12,1,3,64,8.6449
1991,12,1,4,69,5.7763
1991,12,1,5,233,6.3338
1991,12,2,1,103,9.2610
1991,12,2,2,94,10.5375
1991,12,2,3,90,8.2880
1991,12,2,4,68,10.1184
1991,12,2,5,98,9.2446
1991,12,3,1,129,14.4394
1991,12,3,2,124,11.7575
1991,12,3,3,107,9.2163
1991,12,3,4,102,7.9536
1991,12,3,5,62,8.1897
1992,1,1,1,118,11.4335
1992,1,1,2,61,12.8879
1992,1,1,3,64,10.2063
1992,1,1,4,69,6.8602
1992,1,1,5,232,15.2341
1992,1,2,1,103,4.1302
1992,1,2,2,94,5.7276
1992,1,2,3,90,5.4156
1992,1,2,4,68,4.2118
1992,1,2,5,98,9.7808
1992,1,3,1,129,-2.0553
1992,1,3,2,124,-1.3508
1992,1,3,3,107,-2.7637
1992,1,3,4,102,-0.7888
1992,1,3,5,62,1.5325
1992,2,1,1,118,1.2438
1992,2,1,2,60,4.2590
1992,2,1,3,64,2.0511
1992,2,1,4,69,3.2160
1992,2,1,5,231,6.6019
1992,2,2,1,101,-0.1583
1992,2,2,2,94,1.8844
1992,2,2,3,90,4.2279
1992,2,2,4,68,4.9189
1992,2,2,5,98,4.0531
1992,2,3,1,129,1.4588
1992,2,3,2,124,0.0030
1992,2,3,3,107,1.1305
1992,2,3,4,102,0.4067
1992,2,3,5,62,0.8364
1992,3,1,1,118,-5.9030
1992,3,1,2,58,0.3991
1992,3,1,3,64,-0.8742
1992,3,1,4,69,-2.3448
1992,3,1,5,231,-4.6260
1992,3,2,1,101,-5.1293
1992,3,2,2,93,-2.1930
1992,3,2,3,90,-2.9730
1992,3,2,4,68,-2.0988
1992,3,2,5,98,-7.1765
1992,3,3,1,129,-3.9222
1992,3,3,2,124,-0.4295
1992,3,3,3,107,-2.0996
1992,3,3,4,102,-2.2399
1992,3,3,5,62,-3.1240
1992,4,1,1,118,-6.3051
1992,4,1,2,58,-4.6918
1992,4,1,3,64,-2.0245
1992,4,1,4,68,-4.7695
1992,4,1,5,231,-4.9236
1992,4,2,1,101,-6.2984
1992,4,2,2,93,-0.6670
1992,4,2,3,89,-2.4742
1992,4,2,4,67,-2.4323
1992,4,2,5,98,-3.2078
1992,4,3,1,129,0.5785
1992,4,3,2,124,3.3763
1992,4,3,3,107,4.7770
1992,4,3,4,102,4.2972
1992,4,3,5,62,1.3380
1992,5,1,1,118,-0.2467
1992,5,1,2,58,0.2111
1992,5,1,3,64,0.3805
1992,5,1,4,68,1.6006
1992,5,1,5,230,-1.8183
1992,5,2,1,101,-2.2173
1992,5,2,2,93,-1.9016
1992,5,2,3,89,0.4175
1992,5,2,4,67,0.8501
1992,5,2,5,98,0.7129
1992,5,3,1,129,1.9872
1992,5,3,2,123,-0.4297
1992,5,3,3,107,0.1574
1992,5,3,4,102,0.5835
1992,5,3,5,62,0.1105
1992,6,1,1,118,-8.9342
1992,6,1,2,58,-7.3805
1992,6,1,3,64,-3.4337
1992,6,1,4,68,-6.0536
1992,6,1,5,230,-6.3401
1992,6,2,1,100,-5.0137
1992,6,2,2,93,-3.9585
1992,6,2,3,89,-4.1464
1992,6,2,4,67,-2.1423
1992,6,2,5,98,-4.3846
1992,6,3,1,129,-3.0311
1992,6,3,2,123,-3.2857
1992,6,3,3,107,-1.5950
1992,6,3,4,102,-0.3938
1992,6,3,5,62,-3.9553
1992,7,1,1,97,1.3665
1992,7,1,2,54,0.9043
1992,7,1,3,49,0.3833
1992,7,1,4,86,3.5408
1992,7,1,5,251,1.1664
1992,7,2,1,112,2.7826
1992,7,2,2,87,2.5722
1992,7,2,3,81,3.9335
1992,7,2,4,98,2.8906
1992,7,2,5,83,3.4665
1992,7,3,1,130,4.3674
1992,7,3,2,122,4.6275
1992,7,3,3,115,4.3220
1992,7,3,4,94,3.1178
1992,7,3,5,59,5.5076
1992,8,1,1,97,-3.9665
1992,8,1,2,54,-2.4758
1992,8,1,3,49,-0.6797
1992,8,1,4,86,-1.8375
1992,8,1,5,251,-2.6631
1992,8,2,1,112,-3.1247
1992,8,2,2,87,-2.7192
1992,8,2,3,81,-1.2116
1992,8,2,4,98,-0.4071
1992,8,2,5,83,-4.6420
1992,8,3,1,130,-1.2495
1992,8,3,2,122,-0.4722
1992,8,3,3,115,-3.6956
1992,8,3,4,94,-4.0968
1992,8,3,5,59,-1.0539
1992,9,1,1,97,2.1029
1992,9,1,2,54,0.7139
1992,9,1,3,49,-2.8515
1992,9,1,4,86,5.1026
1992,9,1,5,251,1.4396
1992,9,2,1,112,1.9566
1992,9,2,2,87,2.6556
1992,9,2,3,81,1.3407
1992,9,2,4,98,3.1812
1992,9,2,5,83,0.6093
1992,9,3,1,130,0.0540
1992,9,3,2,122,2.1674
1992,9,3,3,115,0.2205
1992,9,3,4,94,-0.6097
1992,9,3,5,59,2.6219
1992,10,1,1,97,0.6871
1992,10,1,2,54,5.2051
1992,10,1,3,49,3.7644
1992,10,1,4,86,6.2105
1992,10,1,5,251,1.4597
1992,10,2,1,112,4.4816
1992,10,2,2,87,4.0509
1992,10,2,3,81,2.1407
1992,10,2,4,98,3.5182
1992,10,2,5,83,2.6882
1992,10,3,1,128,1.6204
1992,10,3,2,122,1.2365
1992,10,3,3,115,0.6084
1992,10,3,4,94,-1.5405
1992,10,3,5,59,-3.9586
1992,11,1,1,97,9.7558
1992,11,1,2,54,11.5317
1992,11,1,3,49,6.7751
1992,11,1,4,86,9.3332
1992,11,1,5,249,9.2457
1992,11,2,1,112,7.2080
1992,11,2,2,87,5.6815
1992,11,2,3,80,5.0432
1992,11,2,4,96,7.6709
1992,11,2,5,82,8.6551
1992,11,3,1,128,2.9899
1992,11,3,2,122,1.5578
1992,11,3,3,115,3.5221
1992,11,3,4,94,3.8036
1992,11,3,5,59,3.6528
1992,12,1,1,97,1.8549
1992,12,1,2,54,2.3803
1992,12,1,3,49,3.5317
1992,12,1,4,86,4.1693
1992,12,1,5,249,3.2621
1992,12,2,1,112,3.4606
1992,12,2,2,87,2.3995
1992,12,2,3,80,4.7842
1992,12,2,4,96,2.4713
1992,12,2,5,82,2.3616
1992,12,3,1,128,0.0295
1992,12,3,2,122,1.0587
1992,12,3,3,115,2.0776
1992,12,3,4,94,-0.9000
1992,12,3,5,59,2.5774
1993,1,1,1,97,4.0704
1993,1,1,2,54,1.4352
1993,1,1,3,49,6.0325
1993,1,1,4,86,2.9391
1993,1,1,5,249,4.5118
1993,1,2,1,112,-0.9576
1993,1,2,2,87,3.9171
1993,1,2,3,80,2.0811
1993,1,2,4,96,5.3300
1993,1,2,5,82,4.1167
1993,1,3,1,128,-0.2835
1993,1,3,2,122,-1.0784
1993,1,3,3,115,1.2366
1993,1,3,4,94,1.8303
1993,1,3,5,59,-0.9341
1993,2,1,1,97,-1.9519
1993,2,1,2,54,-6.2633
1993,2,1,3,49,-4.6146
1993,2,1,4,86,-3.8959
1993,2,1,5,247,-3.0632
1993,2,2,1,112,-3.9944
1993,2,2,2,87,-2.2779
1993,2,2,3,80,0.6416
1993,2,2,4,96,1.6370
1993,2,2,5,82,-2.8325
1993,2,3,1,128,-1.6170
1993,2,3,2,122,2.9556
1993,2,3,3,115,1.7223
1993,2,3,4,94,1.8031
1993,2,3,5,59,-2.5405
1993,3,1,1,97,6.3914
1993,3,1,2,54,3.5751
1993,3,1,3,49,-1.4008
1993,3,1,4,86,0.0206
1993,3,1,5,247,1.4375
1993,3,2,1,111,4.0477
1993,3,2,2,86,3.8696
1993,3,2,3,80,1.2305
1993,3,2,4,96,2.4910
1993,3,2,5,82,0.9282
1993,3,3,1,128,2.4629
1993,3,3,2,122,1.8305
1993,3,3,3,115,2.9078
1993,3,3,4,94,1.0558
