year,month,rank_ME,rank_BMJ,nstocks,ret_vw
1978,7,2,4,82,3.8994
1978,7,2,5,98,6.6668
1978,7,3,1,201,7.6440
1978,7,3,2,155,6.2422
1978,7,3,3,122,4.3823
1978,7,3,4,146,3.4588
1978,7,3,5,79,5.0767
1978,8,1,1,452,9.8275
1978,8,1,2,315,9.3472
1978,8,1,3,351,8.6304
1978,8,1,4,311,7.9418
1978,8,1,5,574,8.9811
1978,8,2,1,204,9.5835
1978,8,2,2,131,8.0836
1978,8,2,3,133,7.9143
1978,8,2,4,81,6.2305
1978,8,2,5,97,7.9477
1978,8,3,1,200,3.6296
1978,8,3,2,155,3.6755
1978,8,3,3,122,4.2546
1978,8,3,4,146,3.9203
1978,8,3,5,79,1.1942
1978,9,1,1,445,-1.2567
1978,9,1,2,313,-0.9217
1978,9,1,3,351,-0.6812
1978,9,1,4,310,-0.6046
1978,9,1,5,571,1.5727
1978,9,2,1,200,-2.7868
1978,9,2,2,131,-2.3674
1978,9,2,3,130,-0.6796
1978,9,2,4,82,-0.8382
1978,9,2,5,98,-0.6649
1978,9,3,1,196,-3.5982
1978,9,3,2,154,-1.1553
1978,9,3,3,121,1.7288
1978,9,3,4,146,1.3305
1978,9,3,5,79,0.9936
1978,10,1,1,442,-27.5429
1978,10,1,2,309,-25.1992
1978,10,1,3,348,-21.3469
1978,10,1,4,309,-19.0076
1978,10,1,5,572,-19.8119
1978,10,2,1,198,-23.3303
1978,10,2,2,131,-20.2633
1978,10,2,3,130,-18.0436
1978,10,2,4,82,-17.1679
1978,10,2,5,98,-18.0202
1978,10,3,1,198,-9.5586
1978,10,3,2,154,-11.4084
1978,10,3,3,120,-9.9414
1978,10,3,4,146,-8.1972
1978,10,3,5,79,-10.0628
1978,11,1,1,443,9.1432
1978,11,1,2,310,9.2560
1978,11,1,3,345,5.7524
1978,11,1,4,307,4.7149
1978,11,1,5,569,3.1549
1978,11,2,1,197,10.9738
1978,11,2,2,130,6.3502
1978,11,2,3,128,4.3317
1978,11,2,4,82,5.3526
1978,11,2,5,98,5.1700
1978,11,3,1,196,3.2438
1978,11,3,2,154,3.2610
1978,11,3,3,120,2.8336
1978,11,3,4,146,3.0483
1978,11,3,5,79,3.1689
1978,12,1,1,440,4.0290
1978,12,1,2,308,3.0875
1978,12,1,3,343,0.3122
1978,12,1,4,306,0.8999
1978,12,1,5,565,-0.2081
1978,12,2,1,196,2.7430
1978,12,2,2,129,4.6374
1978,12,2,3,129,1.5939
1978,12,2,4,82,-1.2361
1978,12,2,5,98,2.6445
1978,12,3,1,195,4.0143
1978,12,3,2,153,0.9667
1978,12,3,3,120,0.6055
1978,12,3,4,145,0.3270
1978,12,3,5,79,-1.3213
1979,1,1,1,435,10.1901
1979,1,1,2,307,8.5690
1979,1,1,3,342,9.8498
1979,1,1,4,303,10.2298
1979,1,1,5,563,11.7232
1979,1,2,1,195,7.8950
1979,1,2,2,128,7.3313
1979,1,2,3,129,7.5077
1979,1,2,4,82,7.1655
1979,1,2,5,97,10.1165
1979,1,3,1,195,2.3849
1979,1,3,2,152,6.0506
1979,1,3,3,120,4.8777
1979,1,3,4,145,5.1030
1979,1,3,5,79,6.7362
1979,2,1,1,434,-3.5616
1979,2,1,2,305,-3.4696
1979,2,1,3,337,-2.2523
1979,2,1,4,299,-1.7167
1979,2,1,5,561,-1.5988
1979,2,2,1,194,-3.3696
1979,2,2,2,124,-2.3869
1979,2,2,3,126,-2.6187
1979,2,2,4,82,-2.7113
1979,2,2,5,96,-1.6829
1979,2,3,1,194,-4.0970
1979,2,3,2,153,-3.5278
1979,2,3,3,119,-2.5904
1979,2,3,4,144,-1.4390
1979,2,3,5,79,-1.9353
1979,3,1,1,432,11.7967
1979,3,1,2,305,10.6720
1979,3,1,3,337,7.2260
1979,3,1,4,297,6.5408
1979,3,1,5,555,6.8502
1979,3,2,1,193,12.7115
1979,3,2,2,121,10.3700
1979,3,2,3,125,8.4729
1979,3,2,4,82,9.4777
1979,3,2,5,95,7.6236
1979,3,3,1,193,5.3404
1979,3,3,2,152,6.6868
1979,3,3,3,118,7.1033
1979,3,3,4,142,4.3883
1979,3,3,5,79,7.0439
1979,4,1,1,429,2.6315
1979,4,1,2,304,2.7463
1979,4,1,3,338,2.7145
1979,4,1,4,294,3.0631
1979,4,1,5,553,3.2519
1979,4,2,1,192,1.7652
1979,4,2,2,120,1.3168
1979,4,2,3,124,3.6986
1979,4,2,4,82,1.8735
1979,4,2,5,95,3.0479
1979,4,3,1,193,0.2283
1979,4,3,2,152,0.1441
1979,4,3,3,118,1.5565
1979,4,3,4,143,-0.4164
1979,4,3,5,79,0.2527
1979,5,1,1,427,-2.4565
1979,5,1,2,301,0.2888
1979,5,1,3,337,-1.2994
1979,5,1,4,291,-2.2886
1979,5,1,5,552,-0.9326
1979,5,2,1,190,-3.5314
1979,5,2,2,119,-0.5308
1979,5,2,3,124,-1.3333
1979,5,2,4,81,1.4751
1979,5,2,5,95,-0.3246
1979,5,3,1,193,-2.0521
1979,5,3,2,152,-1.8166
1979,5,3,3,118,-1.2382
1979,5,3,4,143,-1.1893
1979,5,3,5,79,-2.2134
1979,6,1,1,426,5.2117
1979,6,1,2,300,4.9964
1979,6,1,3,333,6.0329
1979,6,1,4,291,4.6618
1979,6,1,5,549,4.8992
1979,6,2,1,189,5.7109
1979,6,2,2,118,5.2571
1979,6,2,3,124,4.0567
1979,6,2,4,81,8.0207
1979,6,2,5,95,3.5812
1979,6,3,1,193,2.3738
1979,6,3,2,150,4.3870
1979,6,3,3,118,6.0097
1979,6,3,4,143,4.5250
1979,6,3,5,79,4.4160
1979,7,1,1,463,2.3279
1979,7,1,2,301,3.2073
1979,7,1,3,304,2.4624
1979,7,1,4,375,2.5803
1979,7,1,5,552,1.9863
1979,7,2,1,219,1.4698
1979,7,2,2,141,2.0245
1979,7,2,3,107,4.9313
1979,7,2,4,91,5.3098
1979,7,2,5,93,4.0504
1979,7,3,1,187,-0.1549
1979,7,3,2,153,1.6262
1979,7,3,3,139,2.2918
1979,7,3,4,132,1.0769
1979,7,3,5,80,3.6161
1979,8,1,1,459,9.2446
1979,8,1,2,296,7.4690
1979,8,1,3,301,7.7534
1979,8,1,4,375,7.9723
1979,8,1,5,551,6.8293
1979,8,2,1,213,9.2580
1979,8,2,2,139,9.1959
1979,8,2,3,106,7.7738
1979,8,2,4,91,5.8709
1979,8,2,5,93,7.8515
1979,8,3,1,187,6.7580
1979,8,3,2,152,6.9081
1979,8,3,3,138,7.3594
1979,8,3,4,132,4.0483
1979,8,3,5,80,4.9326
1979,9,1,1,457,0.4082
1979,9,1,2,292,-0.4009
1979,9,1,3,299,-0.5471
1979,9,1,4,372,-1.1225
1979,9,1,5,546,-1.2053
1979,9,2,1,213,2.8476
1979,9,2,2,138,-1.0228
1979,9,2,3,106,-1.0197
1979,9,2,4,91,-1.1210
1979,9,2,5,93,-2.0323
1979,9,3,1,187,-1.5450
1979,9,3,2,150,1.9811
1979,9,3,3,138,1.3855
1979,9,3,4,132,0.0116
1979,9,3,5,80,-1.0030
1979,10,1,1,453,-9.8460
1979,10,1,2,288,-11.8188
1979,10,1,3,296,-11.8183
1979,10,1,4,371,-9.2972
1979,10,1,5,546,-10.3325
1979,10,2,1,210,-7.9444
1979,10,2,2,138,-10.0313
1979,10,2,3,106,-11.2675
1979,10,2,4,91,-10.3586
1979,10,2,5,93,-12.5810
1979,10,3,1,187,-6.4066
1979,10,3,2,149,-5.3330
1979,10,3,3,137,-6.6532
1979,10,3,4,132,-6.2279
1979,10,3,5,80,-8.1028
1979,11,1,1,450,12.1115
1979,11,1,2,287,9.1095
1979,11,1,3,297,5.6352
1979,11,1,4,371,5.1702
1979,11,1,5,544,5.0624
1979,11,2,1,210,12.9598
1979,11,2,2,137,7.3065
1979,11,2,3,106,6.7130
1979,11,2,4,91,6.9187
1979,11,2,5,93,5.6982
1979,11,3,1,187,6.2020
1979,11,3,2,149,7.8778
1979,11,3,3,137,5.1484
1979,11,3,4,132,4.7689
1979,11,3,5,80,2.4872
1979,12,1,1,447,10.8995
1979,12,1,2,286,9.2058
1979,12,1,3,294,6.2896
1979,12,1,4,368,5.5485
1979,12,1,5,543,5.0160
1979,12,2,1,208,8.4116
1979,12,2,2,137,6.6042
1979,12,2,3,106,3.5110
1979,12,2,4,91,3.6434
1979,12,2,5,93,4.6125
1979,12,3,1,186,3.1595
1979,12,3,2,148,2.7160
1979,12,3,3,137,1.4702
1979,12,3,4,130,0.4447
1979,12,3,5,80,2.2316
1980,1,1,1,444,13.0936
1980,1,1,2,282,12.0531
1980,1,1,3,294,9.2654
1980,1,1,4,364,8.8397
1980,1,1,5,537,9.0427
1980,1,2,1,206,6.8833
1980,1,2,2,133,8.6560
1980,1,2,3,105,8.6020
1980,1,2,4,91,4.4684
1980,1,2,5,93,7.1092
1980,1,3,1,184,4.4841
1980,1,3,2,148,9.3413
1980,1,3,3,137,8.7952
1980,1,3,4,130,3.3793
1980,1,3,5,80,6.6165
1980,2,1,1,438,1.3628
1980,2,1,2,278,-1.6275
1980,2,1,3,290,-1.2746
1980,2,1,4,362,-2.2673
1980,2,1,5,530,-2.7912
1980,2,2,1,204,1.3328
1980,2,2,2,132,-3.2395
1980,2,2,3,104,-3.6954
1980,2,2,4,91,-3.7243
1980,2,2,5,93,-3.6209
1980,2,3,1,184,-2.6654
1980,2,3,2,146,0.8715
1980,2,3,3,134,1.6041
1980,2,3,4,130,2.2969
1980,2,3,5,80,0.0089
1980,3,1,1,436,-22.5680
1980,3,1,2,275,-19.5259
1980,3,1,3,289,-17.5529
1980,3,1,4,363,-16.2528
1980,3,1,5,526,-15.8500
1980,3,2,1,203,-20.0532
1980,3,2,2,131,-16.6909
1980,3,2,3,104,-17.2184
1980,3,2,4,90,-14.8819
1980,3,2,5,93,-14.2469
1980,3,3,1,183,-8.6441
1980,3,3,2,146,-13.1236
1980,3,3,3,134,-12.1950
1980,3,3,4,130,-8.6404
1980,3,3,5,80,-12.2653
1980,4,1,1,435,7.1775
1980,4,1,2,274,7.1198
1980,4,1,3,288,6.5586
1980,4,1,4,356,5.5436
1980,4,1,5,523,4.3385
1980,4,2,1,202,5.6821
1980,4,2,2,131,6.1731
1980,4,2,3,104,4.5792
1980,4,2,4,89,6.6852
1980,4,2,5,93,5.9784
1980,4,3,1,183,3.6193
1980,4,3,2,145,3.5981
1980,4,3,3,134,4.3020
1980,4,3,4,129,8.3396
1980,4,3,5,80,5.8077
1980,5,1,1,434,7.5372
1980,5,1,2,274,6.5401
1980,5,1,3,289,6.6076
1980,5,1,4,356,6.8487
1980,5,1,5,519,6.6090
1980,5,2,1,200,8.7732
1980,5,2,2,131,8.0441
1980,5,2,3,104,8.2811
1980,5,2,4,89,7.7125
1980,5,2,5,91,8.5875
1980,5,3,1,183,5.5549
1980,5,3,2,146,5.7031
1980,5,3,3,134,5.8924
1980,5,3,4,129,4.6644
1980,5,3,5,80,6.2305
1980,6,1,1,430,4.5564
1980,6,1,2,273,4.3295
1980,6,1,3,287,4.0565
1980,6,1,4,355,3.8384
1980,6,1,5,514,4.4368
1980,6,2,1,199,6.0408
1980,6,2,2,130,3.8497
1980,6,2,3,104,4.9978
1980,6,2,4,88,3.5061
1980,6,2,5,92,2.0360
1980,6,3,1,183,3.5226
1980,6,3,2,144,3.4993
1980,6,3,3,134,4.1849
1980,6,3,4,129,1.0916
1980,6,3,5,80,1.5407
1980,7,1,1,481,11.6765
1980,7,1,2,328,12.2127
1980,7,1,3,298,10.4823
1980,7,1,4,300,9.5505
1980,7,1,5,595,9.1806
1980,7,2,1,251,12.6348
1980,7,2,2,133,13.7144
1980,7,2,3,133,9.6556
1980,7,2,4,106,7.7477
1980,7,2,5,82,6.8771
1980,7,3,1,221,10.4267
1980,7,3,2,158,5.9603
1980,7,3,3,119,5.7295
1980,7,3,4,124,4.4053
1980,7,3,5,70,6.5047
1980,8,1,1,480,11.4087
1980,8,1,2,328,9.5904
1980,8,1,3,298,6.2754
1980,8,1,4,299,7.5776
1980,8,1,5,593,6.0113
1980,8,2,1,249,7.9745
1980,8,2,2,133,6.4961
1980,8,2,3,131,4.2198
1980,8,2,4,106,1.5191
1980,8,2,5,82,4.6963
1980,8,3,1,221,3.0269
1980,8,3,2,158,0.6902
1980,8,3,3,119,2.2517
1980,8,3,4,124,1.4204
1980,8,3,5,70,-0.5430
1980,9,1,1,473,5.9278
1980,9,1,2,327,4.0861
1980,9,1,3,298,2.4284
1980,9,1,4,298,1.1806
1980,9,1,5,591,3.1510
1980,9,2,1,248,5.5108
1980,9,2,2,132,5.2137
1980,9,2,3,131,2.7632
1980,9,2,4,105,1.2351
1980,9,2,5,83,-0.1159
1980,9,3,1,221,5.1379
1980,9,3,2,157,4.1920
1980,9,3,3,119,1.7697
1980,9,3,4,124,-1.2587
1980,9,3,5,70,0.1400
1980,10,1,1,465,9.1841
1980,10,1,2,325,5.4795
1980,10,1,3,296,5.0700
1980,10,1,4,297,2.5232
1980,10,1,5,586,2.3535
1980,10,2,1,242,6.3665
1980,10,2,2,131,2.4865
1980,10,2,3,131,2.7349
1980,10,2,4,105,1.8089
1980,10,2,5,82,1.3076
1980,10,3,1,221,2.5338
1980,10,3,2,157,3.8413
1980,10,3,3,117,2.3585
1980,10,3,4,124,-1.8299
1980,10,3,5,70,-0.1372
1980,11,1,1,467,16.3333
1980,11,1,2,323,8.4153
1980,11,1,3,294,3.7279
1980,11,1,4,295,3.7725
1980,11,1,5,587,0.7457
1980,11,2,1,241,13.7752
1980,11,2,2,130,6.0443
1980,11,2,3,131,2.8370
1980,11,2,4,105,5.1224
1980,11,2,5,82,4.0864
1980,11,3,1,222,14.0190
1980,11,3,2,155,14.1893
1980,11,3,3,117,15.7119
1980,11,3,4,123,0.9370
1980,11,3,5,70,2.4267
1980,12,1,1,464,-7.1967
1980,12,1,2,320,-4.6193
1980,12,1,3,289,-4.9490
1980,12,1,4,294,-2.8174
1980,12,1,5,584,-3.8450
1980,12,2,1,239,-5.4135
1980,12,2,2,130,-3.3472
1980,12,2,3,130,0.1438
1980,12,2,4,105,-2.5735
1980,12,2,5,81,-0.8861
1980,12,3,1,222,-3.5988
1980,12,3,2,154,-4.9785
1980,12,3,3,117,-5.7997
1980,12,3,4,123,0.4408
1980,12,3,5,69,-1.2587
1981,1,1,1,462,-5.4884
1981,1,1,2,318,-1.5968
1981,1,1,3,284,1.5823
1981,1,1,4,293,2.6183
1981,1,1,5,584,3.5764
1981,1,2,1,239,-4.7426
1981,1,2,2,129,-1.4206
1981,1,2,3,128,1.6880
1981,1,2,4,104,0.8029
1981,1,2,5,81,3.0349
1981,1,3,1,222,-7.3459
1981,1,3,2,154,-6.0567
1981,1,3,3,117,-5.0526
1981,1,3,4,121,2.4599
1981,1,3,5,68,3.4938
1981,2,1,1,457,-3.9467
1981,2,1,2,317,-1.0308
1981,2,1,3,283,1.5301
1981,2,1,4,291,1.6205
1981,2,1,5,574,2.6314
1981,2,2,1,238,0.7487
1981,2,2,2,130,1.2437
1981,2,2,3,127,2.8981
1981,2,2,4,104,1.8584
1981,2,2,5,80,3.2327
1981,2,3,1,222,2.4031
1981,2,3,2,153,1.8812
1981,2,3,3,117,0.6218
1981,2,3,4,121,3.2391
1981,2,3,5,68,1.0212
1981,3,1,1,453,7.2427
1981,3,1,2,313,7.9956
1981,3,1,3,279,8.6003
1981,3,1,4,285,9.4935
1981,3,1,5,573,8.3470
1981,3,2,1,234,7.0425
1981,3,2,2,130,7.4931
1981,3,2,3,127,8.4474
1981,3,2,4,103,6.4923
1981,3,2,5,80,8.9016
1981,3,3,1,221,4.4845
1981,3,3,2,153,2.8201
1981,3,3,3,117,1.7243
1981,3,3,4,120,5.1817
1981,3,3,5,68,11.2328
1981,4,1,1,450,2.2367
1981,4,1,2,314,4.5154
1981,4,1,3,276,3.7878
1981,4,1,4,285,4.5405
1981,4,1,5,572,5.5594
1981,4,2,1,232,0.9167
1981,4,2,2,129,3.5651
1981,4,2,3,125,4.4181
1981,4,2,4,101,1.5511
1981,4,2,5,80,1.6806
1981,4,3,1,222,-3.9165
1981,4,3,2,151,-2.6376
1981,4,3,3,117,-1.2972
1981,4,3,4,120,2.2347
1981,4,3,5,67,-1.0871
1981,5,1,1,448,4.8460
1981,5,1,2,310,5.8764
1981,5,1,3,274,4.4023
1981,5,1,4,282,3.4034
1981,5,1,5,567,2.4851
1981,5,2,1,231,4.8630
1981,5,2,2,129,3.1668
1981,5,2,3,124,3.2595
1981,5,2,4,101,2.0242
1981,5,2,5,80,1.6725
1981,5,3,1,217,0.9104
1981,5,3,2,152,-1.4753
1981,5,3,3,117,-1.6071
1981,5,3,4,120,3.6013
1981,5,3,5,68,2.1671
1981,6,1,1,447,-8.1797
1981,6,1,2,310,-0.8660
1981,6,1,3,273,0.7408
1981,6,1,4,281,2.2079
1981,6,1,5,565,2.1224
1981,6,2,1,230,-6.4385
1981,6,2,2,129,-1.9464
1981,6,2,3,123,-1.6104
1981,6,2,4,100,1.1655
1981,6,2,5,78,0.0680
1981,6,3,1,217,-4.2960
1981,6,3,2,151,1.8409
1981,6,3,3,116,0.8449
1981,6,3,4,120,0.0597
1981,6,3,5,68,-0.8995
1981,7,1,1,656,-4.2500
1981,7,1,2,331,-3.4569
1981,7,1,3,266,-3.5563
1981,7,1,4,364,-1.6293
1981,7,1,5,476,-1.4785
1981,7,2,1,251,-1.9755
1981,7,2,2,145,-2.9945
1981,7,2,3,110,-0.5281
1981,7,2,4,87,-1.3637
1981,7,2,5,76,-1.9908
1981,7,3,1,217,0.9028
1981,7,3,2,146,0.2980
1981,7,3,3,117,1.1777
1981,7,3,4,115,-0.3782
1981,7,3,5,88,0.7607
1981,8,1,1,653,-13.2295
1981,8,1,2,328,-8.3218
1981,8,1,3,265,-5.8083
1981,8,1,4,363,-6.6320
1981,8,1,5,472,-4.3288
1981,8,2,1,249,-9.6390
1981,8,2,2,144,-6.3298
1981,8,2,3,110,-5.8011
1981,8,2,4,87,-5.5755
1981,8,2,5,75,-4.4210
1981,8,3,1,217,-7.3372
1981,8,3,2,145,-5.7706
1981,8,3,3,115,-5.8164
1981,8,3,4,114,-5.9266
1981,8,3,5,88,-1.3359
1981,9,1,1,650,-12.7470
1981,9,1,2,325,-9.2783
1981,9,1,3,264,-8.6290
1981,9,1,4,359,-7.5261
1981,9,1,5,468,-6.0273
1981,9,2,1,249,-10.2677
1981,9,2,2,142,-7.3480
1981,9,2,3,110,-6.3470
1981,9,2,4,87,-6.4477
1981,9,2,5,76,-4.3036
1981,9,3,1,214,-6.6513
1981,9,3,2,143,-5.2226
1981,9,3,3,114,-8.2437
1981,9,3,4,114,-5.3712
1981,9,3,5,88,-2.1173
1981,10,1,1,644,10.9101
1981,10,1,2,320,7.6832
1981,10,1,3,258,9.2928
1981,10,1,4,356,7.1526
1981,10,1,5,462,3.6600
1981,10,2,1,248,10.7919
1981,10,2,2,142,7.1555
1981,10,2,3,109,5.7729
1981,10,2,4,86,4.2252
1981,10,2,5,76,4.9253
1981,10,3,1,214,10.6058
1981,10,3,2,142,5.0311
1981,10,3,3,114,5.9427
1981,10,3,4,114,1.3372
1981,10,3,5,88,3.7744
1981,11,1,1,645,-1.2349
1981,11,1,2,319,3.4703
1981,11,1,3,258,2.2733
1981,11,1,4,357,3.2183
1981,11,1,5,459,3.5183
1981,11,2,1,247,0.3166
1981,11,2,2,141,4.4293
1981,11,2,3,108,4.9574
1981,11,2,4,86,5.5282
1981,11,2,5,76,4.4781
1981,11,3,1,214,2.1203
1981,11,3,2,141,6.2422
1981,11,3,3,112,3.1571
1981,11,3,4,114,6.5280
1981,11,3,5,88,4.1916
1981,12,1,1,639,-3.9544
1981,12,1,2,315,-2.8111
1981,12,1,3,255,-0.3905
1981,12,1,4,356,0.2962
1981,12,1,5,459,-1.6960
1981,12,2,1,247,-2.2881
1981,12,2,2,140,-1.2326
1981,12,2,3,107,0.1166
1981,12,2,4,86,-1.4262
1981,12,2,5,76,-1.6815
1981,12,3,1,212,-3.5221
1981,12,3,2,141,-2.3255
1981,12,3,3,113,-2.3882
1981,12,3,4,114,-2.7224
1981,12,3,5,88,-2.3393
1982,1,1,1,632,-3.1242
1982,1,1,2,317,-2.4227
1982,1,1,3,250,-1.2386
1982,1,1,4,352,0.1503
1982,1,1,5,458,-0.4174
1982,1,2,1,246,-6.7696
1982,1,2,2,139,-4.1945
1982,1,2,3,107,-4.5846
1982,1,2,4,85,-1.3971
1982,1,2,5,75,1.4129
1982,1,3,1,212,-2.6533
1982,1,3,2,140,-1.2422
1982,1,3,3,112,-4.5492
1982,1,3,4,114,-2.2434
1982,1,3,5,88,0.0552
1982,2,1,1,632,-7.4087
1982,2,1,2,316,-4.4016
1982,2,1,3,250,-2.4783
1982,2,1,4,347,-2.2473
1982,2,1,5,456,-1.2236
1982,2,2,1,245,-8.1989
1982,2,2,2,139,-4.8105
1982,2,2,3,107,-3.5357
1982,2,2,4,83,-2.1907
1982,2,2,5,75,0.7774
1982,2,3,1,212,-7.5388
1982,2,3,2,140,-5.4435
1982,2,3,3,111,-6.0852
1982,2,3,4,113,-2.9163
1982,2,3,5,88,-1.9663
1982,3,1,1,629,-1.6037
1982,3,1,2,313,-1.0696
1982,3,1,3,249,-0.5687
1982,3,1,4,343,-0.0825
1982,3,1,5,454,-0.4333
1982,3,2,1,243,-3.0277
1982,3,2,2,140,-1.0566
1982,3,2,3,107,0.6709
1982,3,2,4,82,1.4771
1982,3,2,5,75,3.6446
1982,3,3,1,212,-3.0195
1982,3,3,2,140,-0.4644
1982,3,3,3,111,-0.6621
1982,3,3,4,113,0.1023
1982,3,3,5,88,2.0688
1982,4,1,1,627,6.7710
1982,4,1,2,310,7.3115
1982,4,1,3,247,5.3624
1982,4,1,4,341,4.1920
1982,4,1,5,448,3.5943
1982,4,2,1,242,6.7400
1982,4,2,2,137,6.0525
1982,4,2,3,106,6.0246
1982,4,2,4,82,4.5071
1982,4,2,5,75,3.8611
1982,4,3,1,211,6.2990
1982,4,3,2,138,5.5951
1982,4,3,3,111,4.0901
1982,4,3,4,113,3.3690
1982,4,3,5,88,0.8373
1982,5,1,1,623,-3.4349
1982,5,1,2,310,-2.0611
1982,5,1,3,243,-0.9740
1982,5,1,4,340,-1.0411
1982,5,1,5,440,0.3863
1982,5,2,1,243,-4.2837
1982,5,2,2,137,-2.4274
1982,5,2,3,106,-2.3740
1982,5,2,4,81,-3.8674
1982,5,2,5,73,-1.5211
1982,5,3,1,208,-4.7835
1982,5,3,2,138,-2.8586
1982,5,3,3,111,-1.8482
1982,5,3,4,113,-1.3051
1982,5,3,5,88,-0.5833
1982,6,1,1,620,-4.0936
1982,6,1,2,305,-2.5347
1982,6,1,3,241,-1.1920
1982,6,1,4,338,-1.7338
1982,6,1,5,437,-1.4700
1982,6,2,1,242,-4.0648
1982,6,2,2,137,-0.7049
1982,6,2,3,105,-2.2425
1982,6,2,4,81,1.1377
1982,6,2,5,73,0.0648
1982,6,3,1,209,-3.3106
1982,6,3,2,138,0.1549
1982,6,3,3,110,-3.0005
1982,6,3,4,113,-1.1845
1982,6,3,5,88,-2.7934
1982,7,1,1,723,-3.2133
1982,7,1,2,414,-2.5401
1982,7,1,3,394,-1.5447
1982,7,1,4,283,-0.2280
1982,7,1,5,508,-0.8149
1982,7,2,1,231,-1.2945
1982,7,2,2,139,-1.5771
1982,7,2,3,118,0.0094
1982,7,2,4,75,-2.0329
1982,7,2,5,78,-2.5246
1982,7,3,1,203,0.9135
1982,7,3,2,139,-3.9291
1982,7,3,3,124,-4.5531
1982,7,3,4,126,-4.3067
1982,7,3,5,82,-1.5994
1982,8,1,1,716,4.5578
1982,8,1,2,408,6.5852
1982,8,1,3,389,6.7509
1982,8,1,4,281,5.0550
1982,8,1,5,502,5.5888
1982,8,2,1,229,9.0564
1982,8,2,2,138,9.3936
1982,8,2,3,117,9.8229
1982,8,2,4,75,10.7533
1982,8,2,5,77,10.1443
1982,8,3,1,201,11.3767
1982,8,3,2,139,11.1754
1982,8,3,3,124,13.7103
1982,8,3,4,125,14.1447
1982,8,3,5,81,13.8066
1982,9,1,1,712,3.3512
1982,9,1,2,408,2.9549
1982,9,1,3,389,4.1299
1982,9,1,4,281,2.8961
1982,9,1,5,504,3.0712
1982,9,2,1,228,3.5044
1982,9,2,2,138,2.7582
1982,9,2,3,116,3.0960
1982,9,2,4,75,3.1165
1982,9,2,5,77,2.6030
1982,9,3,1,199,2.1215
1982,9,3,2,138,1.7303
1982,9,3,3,124,0.6855
1982,9,3,4,125,-0.2217
1982,9,3,5,82,-0.6542
1982,10,1,1,708,16.7324
1982,10,1,2,404,14.3554
1982,10,1,3,382,12.2859
1982,10,1,4,281,11.2776
1982,10,1,5,497,10.9617
1982,10,2,1,226,15.0967
1982,10,2,2,137,12.1157
1982,10,2,3,114,13.9310
1982,10,2,4,75,12.1158
1982,10,2,5,76,9.6565
1982,10,3,1,199,12.6022
1982,10,3,2,137,11.3601
1982,10,3,3,124,10.9579
1982,10,3,4,125,8.7449
1982,10,3,5,82,8.9474
1982,11,1,1,702,10.5072
1982,11,1,2,400,8.3668
1982,11,1,3,380,10.6030
1982,11,1,4,280,8.4518
1982,11,1,5,495,10.6771
1982,11,2,1,224,11.7867
1982,11,2,2,136,5.5260
1982,11,2,3,113,7.2363
1982,11,2,4,74,5.9648
1982,11,2,5,75,8.6436
1982,11,3,1,199,8.0537
1982,11,3,2,136,3.1079
1982,11,3,3,124,2.0759
1982,11,3,4,125,1.6299
1982,11,3,5,82,3.7269
1982,12,1,1,697,3.1933
1982,12,1,2,400,2.6531
1982,12,1,3,378,1.2501
1982,12,1,4,275,1.4409
1982,12,1,5,494,2.3621
1982,12,2,1,224,0.4854
1982,12,2,2,136,1.6173
1982,12,2,3,111,2.3641
1982,12,2,4,74,-0.0276
1982,12,2,5,75,1.0201
1982,12,3,1,198,0.9237
1982,12,3,2,136,1.1876
1982,12,3,3,124,2.5866
1982,12,3,4,125,2.9434
1982,12,3,5,82,1.3921
1983,1,1,1,694,12.4602
1983,1,1,2,397,10.2298
1983,1,1,3,375,9.0168
1983,1,1,4,275,8.8018
1983,1,1,5,492,8.5969
1983,1,2,1,222,8.1281
1983,1,2,2,133,6.0622
1983,1,2,3,112,5.3296
1983,1,2,4,74,5.2051
1983,1,2,5,75,5.4087
1983,1,3,1,197,2.4123
1983,1,3,2,135,4.6085
1983,1,3,3,124,3.4316
1983,1,3,4,125,3.8543
1983,1,3,5,82,9.2003
1983,2,1,1,688,3.6782
1983,2,1,2,389,6.1991
1983,2,1,3,370,6.4309
1983,2,1,4,274,6.0339
1983,2,1,5,486,8.0695
1983,2,2,1,220,4.5562
1983,2,2,2,132,6.0355
1983,2,2,3,112,5.6064
1983,2,2,4,73,6.7547
1983,2,2,5,75,5.2446
1983,2,3,1,195,3.9896
1983,2,3,2,135,2.4694
1983,2,3,3,124,1.5017
1983,2,3,4,125,2.8856
1983,2,3,5,82,0.9710
1983,3,1,1,684,3.2580
1983,3,1,2,384,6.5301
1983,3,1,3,369,6.8219
1983,3,1,4,273,5.0136
1983,3,1,5,484,6.2810
1983,3,2,1,218,2.1067
1983,3,2,2,132,3.9174
1983,3,2,3,112,6.0759
1983,3,2,4,73,4.3220
1983,3,2,5,75,5.0105
1983,3,3,1,196,2.1954
1983,3,3,2,135,4.3735
1983,3,3,3,122,3.4931
1983,3,3,4,125,2.8796
1983,3,3,5,82,1.9593
1983,4,1,1,681,7.1886
1983,4,1,2,381,7.1241
1983,4,1,3,364,7.8107
1983,4,1,4,272,8.6017
1983,4,1,5,481,8.5587
1983,4,2,1,218,8.4260
1983,4,2,2,132,6.6838
1983,4,2,3,112,6.0944
