year,month,rank_ME,rank_NOP,nstocks,ret_vw
1983,9,3,4,118,1.0038
1983,9,3,5,93,-0.3280
1983,10,1,1,572,-9.8367
1983,10,1,2,318,-6.7817
1983,10,1,3,209,-3.9341
1983,10,1,4,173,-3.2007
1983,10,1,5,236,-2.8572
1983,10,2,1,150,-7.4693
1983,10,2,2,129,-8.5795
1983,10,2,3,100,-4.8146
1983,10,2,4,86,-2.2466
1983,10,2,5,85,-3.6987
1983,10,3,1,139,-5.4711
1983,10,3,2,132,-1.3413
1983,10,3,3,124,-0.7015
1983,10,3,4,118,-1.1246
1983,10,3,5,92,-0.0772
1983,11,1,1,569,1.9466
1983,11,1,2,317,4.6564
1983,11,1,3,207,3.2738
1983,11,1,4,173,3.7070
1983,11,1,5,233,4.4395
1983,11,2,1,150,6.0615
1983,11,2,2,127,6.7269
1983,11,2,3,99,5.5251
1983,11,2,4,86,4.7114
1983,11,2,5,85,4.8485
1983,11,3,1,139,3.9148
1983,11,3,2,132,2.1443
1983,11,3,3,124,0.9832
1983,11,3,4,118,4.4912
1983,11,3,5,91,0.6012
1983,12,1,1,566,-4.7110
1983,12,1,2,317,-1.5357
1983,12,1,3,208,1.1714
1983,12,1,4,171,-0.4260
1983,12,1,5,231,0.1708
1983,12,2,1,150,-2.9586
1983,12,2,2,127,-2.0072
1983,12,2,3,99,-0.9460
1983,12,2,4,86,-0.0447
1983,12,2,5,84,-0.5503
1983,12,3,1,139,-1.8323
1983,12,3,2,132,-2.2425
1983,12,3,3,124,0.5089
1983,12,3,4,118,-1.8712
1983,12,3,5,91,1.7789
1984,1,1,1,563,-1.8505
1984,1,1,2,315,-1.3339
1984,1,1,3,208,-0.8766
1984,1,1,4,169,0.8443
1984,1,1,5,230,3.4844
1984,1,2,1,150,-5.5984
1984,1,2,2,127,-5.2328
1984,1,2,3,99,-1.5773
1984,1,2,4,85,0.2244
1984,1,2,5,84,-0.0820
1984,1,3,1,137,-5.0740
1984,1,3,2,132,-3.2621
1984,1,3,3,124,-4.4020
1984,1,3,4,117,1.1164
1984,1,3,5,91,5.3433
1984,2,1,1,555,-6.3160
1984,2,1,2,312,-6.4268
1984,2,1,3,205,-6.2364
1984,2,1,4,168,-5.0001
1984,2,1,5,226,-4.2142
1984,2,2,1,150,-6.2673
1984,2,2,2,127,-5.4978
1984,2,2,3,99,-6.1762
1984,2,2,4,85,-4.7770
1984,2,2,5,84,-2.4202
1984,2,3,1,136,-5.9284
1984,2,3,2,132,-5.0724
1984,2,3,3,124,-4.7761
1984,2,3,4,117,-3.5465
1984,2,3,5,91,1.1827
1984,3,1,1,551,-1.2729
1984,3,1,2,310,1.1586
1984,3,1,3,203,1.4337
1984,3,1,4,168,3.0123
1984,3,1,5,223,1.0927
1984,3,2,1,148,0.8932
1984,3,2,2,126,-0.0965
1984,3,2,3,98,2.7124
1984,3,2,4,84,0.9886
1984,3,2,5,83,3.1867
1984,3,3,1,136,0.7720
1984,3,3,2,132,1.0306
1984,3,3,3,124,2.6865
1984,3,3,4,116,1.8326
1984,3,3,5,90,1.1082
1984,4,1,1,551,-4.0639
1984,4,1,2,308,-1.4147
1984,4,1,3,203,-0.3410
1984,4,1,4,168,0.1976
1984,4,1,5,223,0.5972
1984,4,2,1,146,-0.7713
1984,4,2,2,125,1.0860
1984,4,2,3,97,-1.0197
1984,4,2,4,84,2.0272
1984,4,2,5,82,0.9051
1984,4,3,1,136,0.0094
1984,4,3,2,132,0.8407
1984,4,3,3,124,0.2925
1984,4,3,4,116,0.1166
1984,4,3,5,90,2.3339
1984,5,1,1,547,-5.7153
1984,5,1,2,307,-4.4215
1984,5,1,3,201,-4.8466
1984,5,1,4,167,-4.3262
1984,5,1,5,223,-2.7938
1984,5,2,1,145,-6.7591
1984,5,2,2,124,-5.6841
1984,5,2,3,97,-3.9104
1984,5,2,4,84,-3.1970
1984,5,2,5,81,-5.3694
1984,5,3,1,136,-4.9139
1984,5,3,2,131,-5.3061
1984,5,3,3,124,-4.7370
1984,5,3,4,116,-4.6577
1984,5,3,5,90,-5.4063
1984,6,1,1,541,1.1076
1984,6,1,2,306,2.0272
1984,6,1,3,199,4.3368
1984,6,1,4,163,3.0538
1984,6,1,5,220,2.4400
1984,6,2,1,144,4.4277
1984,6,2,2,123,5.4291
1984,6,2,3,97,1.7006
1984,6,2,4,83,1.3843
1984,6,2,5,81,2.3752
1984,6,3,1,136,2.8653
1984,6,3,2,131,3.6355
1984,6,3,3,124,2.6348
1984,6,3,4,116,1.4202
1984,6,3,5,90,0.4292
1984,7,1,1,471,-7.8658
1984,7,1,2,601,-6.1255
1984,7,1,3,262,-2.0849
1984,7,1,4,159,-2.4459
1984,7,1,5,188,-1.9068
1984,7,2,1,134,-6.3554
1984,7,2,2,143,-4.9278
1984,7,2,3,117,-4.6744
1984,7,2,4,81,-2.2760
1984,7,2,5,69,-4.0519
1984,7,3,1,116,-2.7784
1984,7,3,2,109,-2.2275
1984,7,3,3,122,0.8832
1984,7,3,4,126,-1.8102
1984,7,3,5,126,-2.2025
1984,8,1,1,466,11.0948
1984,8,1,2,601,10.8334
1984,8,1,3,260,10.1904
1984,8,1,4,158,8.5962
1984,8,1,5,184,6.3326
1984,8,2,1,134,14.8771
1984,8,2,2,143,14.7127
1984,8,2,3,115,13.0759
1984,8,2,4,80,10.9751
1984,8,2,5,69,8.7591
1984,8,3,1,115,12.8417
1984,8,3,2,109,12.9329
1984,8,3,3,122,11.3938
1984,8,3,4,124,10.8676
1984,8,3,5,125,9.1721
1984,9,1,1,465,-2.8860
1984,9,1,2,600,-1.9662
1984,9,1,3,257,0.5723
1984,9,1,4,158,2.2583
1984,9,1,5,184,1.9487
1984,9,2,1,134,-2.9204
1984,9,2,2,143,-2.2543
1984,9,2,3,113,-0.1533
1984,9,2,4,80,0.9661
1984,9,2,5,69,2.6494
1984,9,3,1,115,-2.6559
1984,9,3,2,108,-3.0389
1984,9,3,3,122,-0.7189
1984,9,3,4,123,-0.3962
1984,9,3,5,125,1.4723
1984,10,1,1,456,-3.5534
1984,10,1,2,594,-4.0281
1984,10,1,3,257,-0.4592
1984,10,1,4,156,-2.5532
1984,10,1,5,179,-0.5336
1984,10,2,1,132,-0.7211
1984,10,2,2,141,-3.6776
1984,10,2,3,111,-1.2303
1984,10,2,4,80,-0.5900
1984,10,2,5,69,1.4068
1984,10,3,1,114,0.0350
1984,10,3,2,108,0.1115
1984,10,3,3,122,1.4283
1984,10,3,4,122,-0.0327
1984,10,3,5,124,0.5305
1984,11,1,1,450,-5.6212
1984,11,1,2,586,-3.6700
1984,11,1,3,255,-2.5985
1984,11,1,4,157,-0.6974
1984,11,1,5,177,0.0155
1984,11,2,1,132,-2.8870
1984,11,2,2,142,-2.3759
1984,11,2,3,110,-1.7447
1984,11,2,4,80,-0.5612
1984,11,2,5,68,0.3930
1984,11,3,1,113,-1.9062
1984,11,3,2,107,-3.1480
1984,11,3,3,121,-0.9490
1984,11,3,4,122,-1.2060
1984,11,3,5,124,0.3824
1984,12,1,1,442,1.5799
1984,12,1,2,578,-0.3724
1984,12,1,3,253,0.7543
1984,12,1,4,156,0.3408
1984,12,1,5,178,0.5596
1984,12,2,1,132,3.5070
1984,12,2,2,140,2.1852
1984,12,2,3,110,1.7323
1984,12,2,4,80,2.8807
1984,12,2,5,68,2.1368
1984,12,3,1,112,2.7178
1984,12,3,2,107,3.1677
1984,12,3,3,120,2.2415
1984,12,3,4,122,2.1167
1984,12,3,5,121,0.8715
1985,1,1,1,440,15.0715
1985,1,1,2,570,13.7965
1985,1,1,3,250,11.1891
1985,1,1,4,156,10.1962
1985,1,1,5,178,7.5126
1985,1,2,1,132,12.6090
1985,1,2,2,140,13.2610
1985,1,2,3,110,9.8224
1985,1,2,4,79,10.4317
1985,1,2,5,68,7.3351
1985,1,3,1,112,9.9393
1985,1,3,2,107,11.6049
1985,1,3,3,120,8.7632
1985,1,3,4,121,8.3817
1985,1,3,5,120,4.5965
1985,2,1,1,431,2.8354
1985,2,1,2,565,4.3697
1985,2,1,3,250,2.9636
1985,2,1,4,155,3.5219
1985,2,1,5,176,3.7677
1985,2,2,1,131,1.5991
1985,2,2,2,139,2.1611
1985,2,2,3,110,1.5194
1985,2,2,4,78,2.2618
1985,2,2,5,68,1.1462
1985,2,3,1,112,0.7748
1985,2,3,2,106,-0.6025
1985,2,3,3,120,0.5742
1985,2,3,4,121,1.6746
1985,2,3,5,119,3.9263
1985,3,1,1,428,-3.1228
1985,3,1,2,561,-2.5335
1985,3,1,3,245,0.1611
1985,3,1,4,152,-1.3763
1985,3,1,5,175,0.8871
1985,3,2,1,130,-3.1437
1985,3,2,2,137,-3.3215
1985,3,2,3,110,-1.9091
1985,3,2,4,76,-1.8029
1985,3,2,5,68,1.9388
1985,3,3,1,112,-1.6335
1985,3,3,2,106,-1.8577
1985,3,3,3,120,-1.0607
1985,3,3,4,121,-0.3574
1985,3,3,5,119,1.8995
1985,4,1,1,428,-3.0486
1985,4,1,2,559,-1.4861
1985,4,1,3,243,-1.0441
1985,4,1,4,150,-0.5327
1985,4,1,5,175,-0.7891
1985,4,2,1,130,-2.4983
1985,4,2,2,137,-3.1423
1985,4,2,3,109,-1.7606
1985,4,2,4,76,0.2806
1985,4,2,5,68,1.0030
1985,4,3,1,112,-2.0928
1985,4,3,2,106,-1.8689
1985,4,3,3,120,-1.5416
1985,4,3,4,121,0.0261
1985,4,3,5,119,0.3035
1985,5,1,1,423,2.9144
1985,5,1,2,556,3.0266
1985,5,1,3,242,1.7489
1985,5,1,4,151,4.1343
1985,5,1,5,173,3.7106
1985,5,2,1,130,4.5426
1985,5,2,2,136,4.6035
1985,5,2,3,108,4.5714
1985,5,2,4,76,3.2627
1985,5,2,5,68,4.5516
1985,5,3,1,112,7.8984
1985,5,3,2,106,6.5526
1985,5,3,3,120,6.3333
1985,5,3,4,121,6.5299
1985,5,3,5,119,4.0157
1985,6,1,1,419,0.1836
1985,6,1,2,552,0.4654
1985,6,1,3,238,0.6895
1985,6,1,4,150,1.0882
1985,6,1,5,172,0.5524
1985,6,2,1,130,1.2032
1985,6,2,2,136,0.8703
1985,6,2,3,104,1.1712
1985,6,2,4,74,1.9461
1985,6,2,5,67,3.4968
1985,6,3,1,112,2.1391
1985,6,3,2,106,3.0290
1985,6,3,3,120,0.7533
1985,6,3,4,121,1.1131
1985,6,3,5,119,2.2807
1985,7,1,1,929,2.2875
1985,7,1,2,291,2.9791
1985,7,1,3,181,5.0967
1985,7,1,4,144,2.6155
1985,7,1,5,169,0.8042
1985,7,2,1,193,3.2657
1985,7,2,2,108,2.3488
1985,7,2,3,89,4.6555
1985,7,2,4,92,0.7090
1985,7,2,5,69,2.0021
1985,7,3,1,84,0.1320
1985,7,3,2,136,0.0679
1985,7,3,3,128,2.0149
1985,7,3,4,118,-1.0039
1985,7,3,5,132,-0.9434
1985,8,1,1,919,-1.6889
1985,8,1,2,290,-1.4554
1985,8,1,3,181,-0.6685
1985,8,1,4,143,0.9410
1985,8,1,5,167,0.9695
1985,8,2,1,192,-2.1267
1985,8,2,2,108,-2.4687
1985,8,2,3,89,-1.1735
1985,8,2,4,92,1.5409
1985,8,2,5,69,1.1779
1985,8,3,1,84,-2.3800
1985,8,3,2,136,-1.4856
1985,8,3,3,128,-2.0298
1985,8,3,4,118,1.0596
1985,8,3,5,131,0.8993
1985,9,1,1,908,-7.3733
1985,9,1,2,290,-5.8406
1985,9,1,3,179,-4.6101
1985,9,1,4,141,-2.7422
1985,9,1,5,166,-2.7043
1985,9,2,1,191,-8.0498
1985,9,2,2,107,-5.4038
1985,9,2,3,89,-5.4131
1985,9,2,4,92,-3.3383
1985,9,2,5,69,-3.8317
1985,9,3,1,84,-5.8426
1985,9,3,2,136,-5.4675
1985,9,3,3,127,-3.5869
1985,9,3,4,116,-2.5160
1985,9,3,5,131,-1.9797
1985,10,1,1,904,1.1378
1985,10,1,2,289,2.9233
1985,10,1,3,178,4.0828
1985,10,1,4,139,3.6580
1985,10,1,5,163,2.0715
1985,10,2,1,191,4.4017
1985,10,2,2,107,4.7115
1985,10,2,3,89,4.0176
1985,10,2,4,92,2.8107
1985,10,2,5,69,1.7234
1985,10,3,1,83,4.1604
1985,10,3,2,135,2.2005
1985,10,3,3,125,4.2684
1985,10,3,4,116,5.1358
1985,10,3,5,129,4.8693
1985,11,1,1,900,5.6949
1985,11,1,2,286,6.1894
1985,11,1,3,176,5.6585
1985,11,1,4,139,4.2582
1985,11,1,5,160,5.0190
1985,11,2,1,188,7.9269
1985,11,2,2,106,6.1740
1985,11,2,3,89,5.8149
1985,11,2,4,91,5.8449
1985,11,2,5,68,8.0241
1985,11,3,1,83,9.0404
1985,11,3,2,135,7.9966
1985,11,3,3,125,8.1810
1985,11,3,4,116,6.6780
1985,11,3,5,129,5.6410
1985,12,1,1,887,2.9602
1985,12,1,2,282,5.2083
1985,12,1,3,174,4.8169
1985,12,1,4,139,4.1162
1985,12,1,5,159,4.5931
1985,12,2,1,188,4.8507
1985,12,2,2,104,4.0571
1985,12,2,3,88,4.8856
1985,12,2,4,90,5.3036
1985,12,2,5,67,1.6983
1985,12,3,1,83,3.9776
1985,12,3,2,135,3.1978
1985,12,3,3,125,7.4590
1985,12,3,4,115,4.7710
1985,12,3,5,127,2.6480
1986,1,1,1,873,2.9579
1986,1,1,2,281,0.8985
1986,1,1,3,173,1.9280
1986,1,1,4,139,1.7000
1986,1,1,5,156,0.6127
1986,1,2,1,188,1.0285
1986,1,2,2,102,2.9796
1986,1,2,3,87,-0.2050
1986,1,2,4,89,0.5016
1986,1,2,5,67,1.0509
1986,1,3,1,82,1.8221
1986,1,3,2,134,1.9796
1986,1,3,3,124,-0.1032
1986,1,3,4,115,1.4432
1986,1,3,5,126,0.7911
1986,2,1,1,864,5.5579
1986,2,1,2,280,6.9247
1986,2,1,3,173,7.8675
1986,2,1,4,138,4.2171
1986,2,1,5,155,6.2743
1986,2,2,1,186,6.5789
1986,2,2,2,102,8.2078
1986,2,2,3,86,8.0877
1986,2,2,4,89,6.9311
1986,2,2,5,67,7.2153
1986,2,3,1,82,7.5589
1986,2,3,2,134,8.1257
1986,2,3,3,123,6.5774
1986,2,3,4,114,9.6999
1986,2,3,5,126,7.6335
1986,3,1,1,858,3.6567
1986,3,1,2,279,5.9036
1986,3,1,3,173,6.5637
1986,3,1,4,136,5.0988
1986,3,1,5,155,3.6170
1986,3,2,1,185,4.2388
1986,3,2,2,102,6.2144
1986,3,2,3,86,5.5304
1986,3,2,4,88,6.5136
1986,3,2,5,67,6.0787
1986,3,3,1,82,4.8440
1986,3,3,2,133,4.5084
1986,3,3,3,123,3.6839
1986,3,3,4,114,6.7567
1986,3,3,5,125,6.2914
1986,4,1,1,853,2.5900
1986,4,1,2,278,0.6365
1986,4,1,3,171,0.5646
1986,4,1,4,135,0.6167
1986,4,1,5,155,2.0739
1986,4,2,1,184,2.3186
1986,4,2,2,101,-0.0417
1986,4,2,3,86,-0.2352
1986,4,2,4,87,-0.2414
1986,4,2,5,67,0.3085
1986,4,3,1,81,2.1227
1986,4,3,2,132,-0.3980
1986,4,3,3,123,-0.2788
1986,4,3,4,114,-3.1910
1986,4,3,5,125,0.2147
1986,5,1,1,842,2.6749
1986,5,1,2,276,5.4042
1986,5,1,3,170,2.4274
1986,5,1,4,135,4.3148
1986,5,1,5,151,5.1944
1986,5,2,1,182,3.5047
1986,5,2,2,100,3.7596
1986,5,2,3,85,3.7120
1986,5,2,4,87,3.3259
1986,5,2,5,67,2.8917
1986,5,3,1,81,6.3537
1986,5,3,2,131,5.4244
1986,5,3,3,123,3.4238
1986,5,3,4,112,6.0915
1986,5,3,5,123,6.4852
1986,6,1,1,833,-2.3571
1986,6,1,2,273,1.4655
1986,6,1,3,169,1.7654
1986,6,1,4,133,2.0312
1986,6,1,5,149,1.7230
1986,6,2,1,182,-0.4410
1986,6,2,2,100,-0.5229
1986,6,2,3,85,-0.3208
1986,6,2,4,86,1.5603
1986,6,2,5,67,1.3211
1986,6,3,1,81,-1.2661
1986,6,3,2,131,-0.2216
1986,6,3,3,122,0.6035
1986,6,3,4,111,3.4527
1986,6,3,5,122,2.7251
1986,7,1,1,909,-10.7377
1986,7,1,2,289,-7.7363
1986,7,1,3,184,-6.1815
1986,7,1,4,146,-7.9563
1986,7,1,5,179,-4.5250
1986,7,2,1,207,-11.2150
1986,7,2,2,139,-9.7883
1986,7,2,3,78,-6.3091
1986,7,2,4,93,-8.2756
1986,7,2,5,67,-7.0379
1986,7,3,1,100,-7.2712
1986,7,3,2,126,-5.9865
1986,7,3,3,125,-7.4391
1986,7,3,4,112,-5.3695
1986,7,3,5,121,-2.1596
1986,8,1,1,900,1.0540
1986,8,1,2,285,1.4152
1986,8,1,3,182,1.0707
1986,8,1,4,143,2.0905
1986,8,1,5,175,1.9639
1986,8,2,1,206,4.5519
1986,8,2,2,139,2.7739
1986,8,2,3,78,2.2739
1986,8,2,4,93,6.2883
1986,8,2,5,67,3.9343
1986,8,3,1,100,6.9171
1986,8,3,2,125,6.3241
1986,8,3,3,125,5.4814
1986,8,3,4,112,5.4892
1986,8,3,5,121,9.0264
1986,9,1,1,895,-7.6334
1986,9,1,2,284,-5.2389
1986,9,1,3,181,-4.1540
1986,9,1,4,143,-3.2525
1986,9,1,5,172,-3.4524
1986,9,2,1,205,-8.3361
1986,9,2,2,139,-6.6101
1986,9,2,3,78,-3.8648
1986,9,2,4,92,-4.2489
1986,9,2,5,66,-3.8508
1986,9,3,1,99,-7.9417
1986,9,3,2,124,-10.1734
1986,9,3,3,124,-6.9317
1986,9,3,4,112,-8.8530
1986,9,3,5,121,-7.5747
1986,10,1,1,885,2.2793
1986,10,1,2,282,3.0939
1986,10,1,3,179,2.3353
1986,10,1,4,143,2.3334
1986,10,1,5,171,3.7936
1986,10,2,1,204,5.8553
1986,10,2,2,136,4.0347
1986,10,2,3,77,4.8770
1986,10,2,4,92,3.6603
1986,10,2,5,66,4.1882
1986,10,3,1,98,6.5937
1986,10,3,2,123,6.8671
1986,10,3,3,123,3.0220
1986,10,3,4,112,8.0027
1986,10,3,5,121,6.3674
1986,11,1,1,874,-1.3724
1986,11,1,2,279,0.6987
1986,11,1,3,177,0.4404
1986,11,1,4,140,1.0468
1986,11,1,5,171,-0.0092
1986,11,2,1,204,-0.2915
1986,11,2,2,136,1.2403
1986,11,2,3,75,0.0930
1986,11,2,4,92,1.8826
1986,11,2,5,66,0.8741
1986,11,3,1,98,-0.1729
1986,11,3,2,122,2.4429
1986,11,3,3,121,3.0897
1986,11,3,4,111,2.1141
1986,11,3,5,120,2.8475
1986,12,1,1,857,-4.4960
1986,12,1,2,276,-0.9916
1986,12,1,3,175,-0.6744
1986,12,1,4,138,-2.1009
1986,12,1,5,170,-3.1051
1986,12,2,1,203,-3.5515
1986,12,2,2,136,-2.2744
1986,12,2,3,74,-1.3858
1986,12,2,4,92,-2.4787
1986,12,2,5,66,-0.5138
1986,12,3,1,97,-3.1831
1986,12,3,2,122,-3.0487
1986,12,3,3,120,-2.5433
1986,12,3,4,111,-2.6262
1986,12,3,5,120,-2.6666
1987,1,1,1,845,11.9875
1987,1,1,2,268,9.5680
1987,1,1,3,170,6.4827
1987,1,1,4,136,6.2548
1987,1,1,5,166,13.3082
1987,1,2,1,199,14.5541
1987,1,2,2,132,12.3177
1987,1,2,3,73,10.1723
1987,1,2,4,91,11.0867
1987,1,2,5,65,9.6570
1987,1,3,1,97,16.9473
1987,1,3,2,119,12.6497
1987,1,3,3,119,12.9004
1987,1,3,4,109,15.3314
1987,1,3,5,119,12.4156
1987,2,1,1,838,9.7017
1987,2,1,2,266,8.3271
1987,2,1,3,168,6.6888
1987,2,1,4,135,5.7060
1987,2,1,5,165,7.6760
1987,2,2,1,199,8.6491
1987,2,2,2,131,8.7471
1987,2,2,3,71,6.9535
1987,2,2,4,91,4.9861
1987,2,2,5,64,4.5416
1987,2,3,1,97,7.5910
1987,2,3,2,118,6.4126
1987,2,3,3,118,7.4613
1987,2,3,4,109,5.8755
1987,2,3,5,119,0.1525
1987,3,1,1,835,1.7959
1987,3,1,2,266,3.3631
1987,3,1,3,167,4.4232
1987,3,1,4,134,2.4192
1987,3,1,5,165,3.9673
1987,3,2,1,199,1.1396
1987,3,2,2,131,2.9587
1987,3,2,3,71,1.4423
1987,3,2,4,90,3.5312
1987,3,2,5,64,1.0331
1987,3,3,1,97,1.0975
1987,3,3,2,118,1.7819
1987,3,3,3,117,2.0986
1987,3,3,4,109,2.5777
1987,3,3,5,118,4.3562
1987,4,1,1,833,-2.3176
1987,4,1,2,262,-2.2234
1987,4,1,3,165,-2.5112
1987,4,1,4,132,-3.1288
1987,4,1,5,164,-1.9431
1987,4,2,1,198,-2.5560
1987,4,2,2,131,-4.3652
1987,4,2,3,71,-2.6996
1987,4,2,4,90,-4.1683
1987,4,2,5,64,-2.1121
1987,4,3,1,97,-0.1263
1987,4,3,2,118,-1.9753
1987,4,3,3,116,-0.5267
1987,4,3,4,109,-0.8147
1987,4,3,5,118,-1.4111
1987,5,1,1,828,0.4329
1987,5,1,2,262,-1.3436
1987,5,1,3,161,1.7416
1987,5,1,4,131,0.7819
1987,5,1,5,161,-0.2930
1987,5,2,1,197,1.8366
1987,5,2,2,131,-0.2822
1987,5,2,3,70,-0.3862
1987,5,2,4,90,0.8149
1987,5,2,5,64,0.0116
1987,5,3,1,97,0.4781
1987,5,3,2,118,1.7061
1987,5,3,3,116,0.6751
1987,5,3,4,108,0.9913
1987,5,3,5,117,0.7804
1987,6,1,1,822,-0.0846
1987,6,1,2,262,1.6708
1987,6,1,3,160,2.9951
1987,6,1,4,130,4.2210
1987,6,1,5,161,3.0712
1987,6,2,1,196,0.6917
1987,6,2,2,130,5.4157
1987,6,2,3,70,4.6627
1987,6,2,4,89,4.1929
1987,6,2,5,64,3.9709
1987,6,3,1,97,2.2504
1987,6,3,2,118,4.6228
1987,6,3,3,116,4.6770
1987,6,3,4,108,4.8761
1987,6,3,5,117,5.5352
1987,7,1,1,853,2.3811
1987,7,1,2,413,3.3286
1987,7,1,3,181,3.9285
1987,7,1,4,117,4.6207
1987,7,1,5,186,4.5396
1987,7,2,1,188,4.3727
1987,7,2,2,135,4.0847
1987,7,2,3,80,4.2109
1987,7,2,4,78,6.1152
1987,7,2,5,59,3.7434
1987,7,3,1,92,5.6625
1987,7,3,2,119,5.0314
1987,7,3,3,125,6.9534
1987,7,3,4,119,5.4599
1987,7,3,5,111,3.2000
1987,8,1,1,844,1.6014
1987,8,1,2,411,2.9209
1987,8,1,3,181,2.2217
1987,8,1,4,116,2.7336
1987,8,1,5,185,1.7375
1987,8,2,1,185,2.8971
1987,8,2,2,135,3.4796
1987,8,2,3,80,4.2297
1987,8,2,4,77,3.2084
1987,8,2,5,59,3.0346
1987,8,3,1,92,5.7516
1987,8,3,2,119,3.8152
1987,8,3,3,125,3.1664
1987,8,3,4,117,4.1657
1987,8,3,5,111,3.1368
1987,9,1,1,838,-1.6264
1987,9,1,2,408,-0.6256
1987,9,1,3,181,0.6171
1987,9,1,4,116,0.9553
1987,9,1,5,182,-0.6769
1987,9,2,1,183,-0.9923
1987,9,2,2,134,-3.8070
1987,9,2,3,80,-1.2742
1987,9,2,4,76,-0.6263
1987,9,2,5,59,-0.4964
1987,9,3,1,91,-0.4192
1987,9,3,2,118,-3.8451
1987,9,3,3,124,-1.6551
1987,9,3,4,117,-0.6322
1987,9,3,5,111,-4.5413
1987,10,1,1,833,-33.5124
1987,10,1,2,403,-30.2676
1987,10,1,3,178,-27.6085
1987,10,1,4,116,-25.3398
1987,10,1,5,181,-28.3972
1987,10,2,1,179,-35.0734
1987,10,2,2,133,-31.5070
1987,10,2,3,80,-28.5396
1987,10,2,4,76,-24.6262
1987,10,2,5,59,-20.1753
1987,10,3,1,91,-26.1899
1987,10,3,2,118,-26.0175
1987,10,3,3,124,-24.4881
1987,10,3,4,117,-18.0365
1987,10,3,5,109,-19.0993
1987,11,1,1,822,-6.6442
1987,11,1,2,397,-6.0470
1987,11,1,3,178,-2.3196
1987,11,1,4,116,-3.0592
1987,11,1,5,180,-2.9116
1987,11,2,1,178,-6.3217
1987,11,2,2,133,-3.3371
1987,11,2,3,79,-5.9839
1987,11,2,4,76,-2.0935
1987,11,2,5,58,-2.7403
1987,11,3,1,91,-8.6389
1987,11,3,2,116,-8.5336
1987,11,3,3,123,-8.3006
1987,11,3,4,117,-7.3492
1987,11,3,5,109,-7.6491
1987,12,1,1,806,4.8336
1987,12,1,2,395,4.9628
1987,12,1,3,176,6.5072
1987,12,1,4,116,4.3059
1987,12,1,5,180,6.3342
1987,12,2,1,178,11.6031
1987,12,2,2,130,10.6327
1987,12,2,3,79,10.5861
1987,12,2,4,76,8.4076
1987,12,2,5,58,4.5093
1987,12,3,1,90,12.4509
1987,12,3,2,116,9.8539
1987,12,3,3,123,8.9659
1987,12,3,4,116,6.0741
1987,12,3,5,109,6.3784
1988,1,1,1,797,6.3878
1988,1,1,2,390,5.8769
1988,1,1,3,176,2.8884
1988,1,1,4,116,5.4285
1988,1,1,5,180,6.0337
1988,1,2,1,176,1.1796
1988,1,2,2,128,1.7414
1988,1,2,3,79,3.0159
1988,1,2,4,75,3.6274
1988,1,2,5,57,4.4587
1988,1,3,1,90,-1.1397
1988,1,3,2,115,1.5106
1988,1,3,3,123,4.3989
1988,1,3,4,116,3.8427
1988,1,3,5,109,6.1458
1988,2,1,1,788,7.2439
1988,2,1,2,390,7.9123
1988,2,1,3,175,8.0520
1988,2,1,4,114,9.0758
1988,2,1,5,179,6.4739
1988,2,2,1,175,8.3613
1988,2,2,2,126,10.7269
1988,2,2,3,79,9.2322
1988,2,2,4,75,9.1256
1988,2,2,5,57,7.3163
1988,2,3,1,89,7.6197
1988,2,3,2,115,7.3022
1988,2,3,3,123,5.8648
1988,2,3,4,116,3.4131
1988,2,3,5,109,4.7811
1988,3,1,1,775,4.4664
1988,3,1,2,388,5.7952
1988,3,1,3,173,6.4256
1988,3,1,4,113,4.5360
1988,3,1,5,178,7.2165
1988,3,2,1,174,3.6353
1988,3,2,2,126,3.0037
1988,3,2,3,79,3.7486
1988,3,2,4,75,3.2263
1988,3,2,5,56,1.2189
1988,3,3,1,89,-3.3980
1988,3,3,2,115,-2.2800
1988,3,3,3,123,-3.3653
1988,3,3,4,116,-2.5332
1988,3,3,5,109,-2.4076
1988,4,1,1,764,1.4559
1988,4,1,2,385,2.2382
1988,4,1,3,171,2.9867
1988,4,1,4,113,3.7133
1988,4,1,5,178,2.6879
1988,4,2,1,174,3.2039
1988,4,2,2,126,0.1312
1988,4,2,3,79,2.4063
1988,4,2,4,73,1.6989
1988,4,2,5,55,2.4617
1988,4,3,1,89,1.0835
1988,4,3,2,115,-0.2479
1988,4,3,3,122,0.2144
1988,4,3,4,115,0.1776
1988,4,3,5,109,2.2514
1988,5,1,1,760,-3.5579
1988,5,1,2,380,-1.3319
1988,5,1,3,169,-1.5694
1988,5,1,4,112,2.5131
1988,5,1,5,175,-2.1515
1988,5,2,1,174,-1.4086
1988,5,2,2,125,-2.2247
1988,5,2,3,79,-0.7926
1988,5,2,4,72,-1.1197
1988,5,2,5,54,-0.5079
1988,5,3,1,88,-1.8991
1988,5,3,2,115,-0.2549
1988,5,3,3,121,-0.3560
1988,5,3,4,115,1.0289
1988,5,3,5,109,0.6990
1988,6,1,1,752,6.0768
1988,6,1,2,373,5.5982
1988,6,1,3,166,6.8260
1988,6,1,4,111,7.0724
1988,6,1,5,173,7.7922
1988,6,2,1,172,7.5813
1988,6,2,2,124,8.3868
1988,6,2,3,79,8.2963
1988,6,2,4,71,6.7447
1988,6,2,5,54,5.9226
1988,6,3,1,88,7.8565
