year,month,rank_ME,rank_EM,nstocks,ret_vw
1978,5,2,1,138,5.8944
1978,5,2,2,141,6.6427
1978,5,2,3,105,6.6968
1978,5,2,4,108,5.9644
1978,5,2,5,86,7.2823
1978,5,3,1,91,1.5406
1978,5,3,2,109,2.8559
1978,5,3,3,146,1.7030
1978,5,3,4,172,0.8666
1978,5,3,5,178,2.4806
1978,6,1,1,714,-0.0333
1978,6,1,2,333,1.4803
1978,6,1,3,212,0.6602
1978,6,1,4,228,-1.0585
1978,6,1,5,331,0.6059
1978,6,2,1,137,0.1418
1978,6,2,2,141,-0.2565
1978,6,2,3,104,-1.2699
1978,6,2,4,107,0.4625
1978,6,2,5,87,-0.8934
1978,6,3,1,90,-3.7454
1978,6,3,2,108,-1.5606
1978,6,3,3,145,-1.1434
1978,6,3,4,171,-1.2313
1978,6,3,5,178,-0.3736
1978,7,1,1,550,4.9095
1978,7,1,2,326,4.9551
1978,7,1,3,266,6.7112
1978,7,1,4,261,5.9444
1978,7,1,5,463,5.5270
1978,7,2,1,129,6.2416
1978,7,2,2,146,6.4181
1978,7,2,3,104,6.6914
1978,7,2,4,122,7.3249
1978,7,2,5,117,6.3274
1978,7,3,1,111,5.7228
1978,7,3,2,124,5.8433
1978,7,3,3,153,5.7659
1978,7,3,4,153,5.3329
1978,7,3,5,152,6.0758
1978,8,1,1,546,9.3904
1978,8,1,2,323,9.0778
1978,8,1,3,265,10.1844
1978,8,1,4,258,9.6232
1978,8,1,5,457,7.6626
1978,8,2,1,129,7.7908
1978,8,2,2,145,9.0798
1978,8,2,3,104,8.3521
1978,8,2,4,121,8.4618
1978,8,2,5,116,7.4352
1978,8,3,1,111,4.1116
1978,8,3,2,124,4.8354
1978,8,3,3,152,4.4785
1978,8,3,4,153,3.8338
1978,8,3,5,152,0.8272
1978,9,1,1,544,-1.1905
1978,9,1,2,320,-0.3821
1978,9,1,3,265,-1.1386
1978,9,1,4,258,0.1134
1978,9,1,5,451,0.2282
1978,9,2,1,127,-1.9024
1978,9,2,2,145,-0.7580
1978,9,2,3,103,-1.7365
1978,9,2,4,121,-3.2648
1978,9,2,5,115,-0.8312
1978,9,3,1,110,1.6425
1978,9,3,2,124,0.3057
1978,9,3,3,150,-2.0455
1978,9,3,4,151,-1.8940
1978,9,3,5,151,-1.1133
1978,10,1,1,541,-21.2699
1978,10,1,2,318,-21.9283
1978,10,1,3,261,-24.2190
1978,10,1,4,259,-23.8496
1978,10,1,5,451,-25.0616
1978,10,2,1,125,-18.4069
1978,10,2,2,144,-19.3378
1978,10,2,3,103,-20.1041
1978,10,2,4,121,-20.8939
1978,10,2,5,116,-23.0145
1978,10,3,1,111,-10.8668
1978,10,3,2,124,-10.9791
1978,10,3,3,151,-10.8994
1978,10,3,4,150,-7.9159
1978,10,3,5,151,-9.4792
1978,11,1,1,539,5.8864
1978,11,1,2,319,6.5034
1978,11,1,3,262,8.5536
1978,11,1,4,258,6.3946
1978,11,1,5,447,6.5243
1978,11,2,1,124,6.3506
1978,11,2,2,142,5.8104
1978,11,2,3,103,7.7526
1978,11,2,4,120,8.8996
1978,11,2,5,116,8.3544
1978,11,3,1,111,4.5326
1978,11,3,2,123,2.3942
1978,11,3,3,151,2.1346
1978,11,3,4,150,2.7756
1978,11,3,5,150,3.7013
1978,12,1,1,535,1.4730
1978,12,1,2,317,2.2315
1978,12,1,3,260,2.7485
1978,12,1,4,256,2.3365
1978,12,1,5,446,1.9451
1978,12,2,1,124,1.7117
1978,12,2,2,141,2.4921
1978,12,2,3,103,2.8159
1978,12,2,4,120,3.0187
1978,12,2,5,116,2.2625
1978,12,3,1,111,1.0487
1978,12,3,2,123,2.2691
1978,12,3,3,151,0.2653
1978,12,3,4,148,2.9400
1978,12,3,5,149,0.4037
1979,1,1,1,536,9.4235
1979,1,1,2,315,9.0471
1979,1,1,3,260,11.5753
1979,1,1,4,253,10.3098
1979,1,1,5,441,10.7959
1979,1,2,1,124,7.9128
1979,1,2,2,141,7.9383
1979,1,2,3,103,6.8389
1979,1,2,4,118,8.5756
1979,1,2,5,115,8.8798
1979,1,3,1,111,4.5973
1979,1,3,2,123,4.6461
1979,1,3,3,151,4.9900
1979,1,3,4,148,3.6969
1979,1,3,5,148,5.0081
1979,2,1,1,534,-2.5640
1979,2,1,2,312,-3.2959
1979,2,1,3,257,-2.7644
1979,2,1,4,252,-2.0595
1979,2,1,5,436,-2.6544
1979,2,2,1,121,-3.7787
1979,2,2,2,139,-2.8042
1979,2,2,3,102,-3.6143
1979,2,2,4,117,-1.9448
1979,2,2,5,113,-1.2899
1979,2,3,1,111,-2.7571
1979,2,3,2,122,-3.5596
1979,2,3,3,149,-2.5435
1979,2,3,4,148,-2.7796
1979,2,3,5,149,-3.3941
1979,3,1,1,534,8.1642
1979,3,1,2,311,7.6277
1979,3,1,3,255,9.7070
1979,3,1,4,253,9.8816
1979,3,1,5,430,9.5647
1979,3,2,1,118,9.9262
1979,3,2,2,138,8.4700
1979,3,2,3,101,10.7024
1979,3,2,4,117,10.1117
1979,3,2,5,112,12.6805
1979,3,3,1,110,7.9771
1979,3,3,2,122,7.0573
1979,3,3,3,148,6.7761
1979,3,3,4,147,4.4131
1979,3,3,5,147,4.1358
1979,4,1,1,534,2.1568
1979,4,1,2,307,3.5900
1979,4,1,3,255,2.9085
1979,4,1,4,250,3.6037
1979,4,1,5,430,2.9977
1979,4,2,1,118,1.5998
1979,4,2,2,136,3.4297
1979,4,2,3,101,3.8081
1979,4,2,4,116,0.7149
1979,4,2,5,112,2.4329
1979,4,3,1,111,3.1698
1979,4,3,2,122,1.4076
1979,4,3,3,148,0.4091
1979,4,3,4,147,-0.9237
1979,4,3,5,147,-1.8141
1979,5,1,1,533,-0.5747
1979,5,1,2,304,-1.0466
1979,5,1,3,251,-2.0219
1979,5,1,4,250,-1.5826
1979,5,1,5,429,-2.2270
1979,5,2,1,117,-1.3955
1979,5,2,2,135,-1.8100
1979,5,2,3,100,-1.0072
1979,5,2,4,116,-1.0061
1979,5,2,5,111,-1.0779
1979,5,3,1,111,-2.6010
1979,5,3,2,122,-3.3041
1979,5,3,3,148,-0.8135
1979,5,3,4,147,-1.4125
1979,5,3,5,147,-0.6180
1979,6,1,1,532,3.9714
1979,6,1,2,303,4.4524
1979,6,1,3,247,7.2577
1979,6,1,4,249,4.7312
1979,6,1,5,429,6.4709
1979,6,2,1,117,4.4660
1979,6,2,2,135,3.6400
1979,6,2,3,99,3.7179
1979,6,2,4,116,5.6661
1979,6,2,5,110,9.1730
1979,6,3,1,110,6.3279
1979,6,3,2,122,4.7233
1979,6,3,3,147,4.1357
1979,6,3,4,147,2.2162
1979,6,3,5,147,3.9345
1979,7,1,1,506,3.0191
1979,7,1,2,285,2.4746
1979,7,1,3,263,3.6171
1979,7,1,4,289,1.3500
1979,7,1,5,497,2.4266
1979,7,2,1,118,3.5413
1979,7,2,2,121,3.3956
1979,7,2,3,115,3.6622
1979,7,2,4,120,3.5991
1979,7,2,5,142,1.1891
1979,7,3,1,117,2.2461
1979,7,3,2,124,2.5440
1979,7,3,3,146,2.9922
1979,7,3,4,145,-0.8342
1979,7,3,5,153,0.5300
1979,8,1,1,503,8.4271
1979,8,1,2,282,7.9057
1979,8,1,3,262,7.6791
1979,8,1,4,287,7.8751
1979,8,1,5,495,8.0802
1979,8,2,1,115,8.9104
1979,8,2,2,118,8.3985
1979,8,2,3,114,9.2218
1979,8,2,4,120,8.0640
1979,8,2,5,140,8.0294
1979,8,3,1,116,7.1509
1979,8,3,2,124,6.7950
1979,8,3,3,145,7.1442
1979,8,3,4,145,4.9733
1979,8,3,5,153,5.7289
1979,9,1,1,498,-0.7931
1979,9,1,2,278,-0.3501
1979,9,1,3,262,-0.4319
1979,9,1,4,287,0.5475
1979,9,1,5,490,-1.2586
1979,9,2,1,114,-1.7084
1979,9,2,2,117,-1.3298
1979,9,2,3,114,0.8266
1979,9,2,4,120,0.5156
1979,9,2,5,141,2.4287
1979,9,3,1,115,4.0287
1979,9,3,2,124,0.5407
1979,9,3,3,144,-0.6000
1979,9,3,4,145,-1.7836
1979,9,3,5,153,-1.4949
1979,10,1,1,497,-9.8213
1979,10,1,2,275,-9.4538
1979,10,1,3,260,-11.0506
1979,10,1,4,283,-10.8212
1979,10,1,5,490,-10.8737
1979,10,2,1,114,-11.7441
1979,10,2,2,116,-10.7089
1979,10,2,3,113,-9.5417
1979,10,2,4,119,-8.9667
1979,10,2,5,141,-8.7726
1979,10,3,1,115,-5.2509
1979,10,3,2,123,-7.7869
1979,10,3,3,144,-6.5338
1979,10,3,4,145,-6.3475
1979,10,3,5,152,-6.4715
1979,11,1,1,496,5.1669
1979,11,1,2,275,6.3620
1979,11,1,3,259,8.8319
1979,11,1,4,284,9.1038
1979,11,1,5,490,9.8533
1979,11,2,1,114,6.5248
1979,11,2,2,116,8.0908
1979,11,2,3,112,7.5156
1979,11,2,4,120,8.7682
1979,11,2,5,140,13.6761
1979,11,3,1,115,4.7877
1979,11,3,2,123,5.1537
1979,11,3,3,144,5.4509
1979,11,3,4,145,5.7832
1979,11,3,5,152,7.5516
1979,12,1,1,490,6.0766
1979,12,1,2,275,6.4172
1979,12,1,3,258,7.5150
1979,12,1,4,282,9.1639
1979,12,1,5,488,9.9660
1979,12,2,1,114,6.5687
1979,12,2,2,116,5.1843
1979,12,2,3,111,4.4179
1979,12,2,4,119,7.1384
1979,12,2,5,140,7.5920
1979,12,3,1,115,1.6410
1979,12,3,2,123,3.3052
1979,12,3,3,142,3.4801
1979,12,3,4,145,1.3272
1979,12,3,5,151,1.6710
1980,1,1,1,485,9.2036
1980,1,1,2,274,8.2067
1980,1,1,3,258,9.5748
1980,1,1,4,278,11.8345
1980,1,1,5,485,13.3678
1980,1,2,1,113,7.3724
1980,1,2,2,114,5.5564
1980,1,2,3,110,7.8004
1980,1,2,4,119,5.6838
1980,1,2,5,139,9.5451
1980,1,3,1,114,11.5603
1980,1,3,2,122,7.6867
1980,1,3,3,142,6.6404
1980,1,3,4,145,4.5796
1980,1,3,5,151,1.3971
1980,2,1,1,478,-2.5254
1980,2,1,2,269,-1.3939
1980,2,1,3,254,-1.4467
1980,2,1,4,276,0.0370
1980,2,1,5,481,0.5711
1980,2,2,1,112,-4.0300
1980,2,2,2,114,-3.9227
1980,2,2,3,109,-2.7732
1980,2,2,4,118,-0.3329
1980,2,2,5,139,1.8577
1980,2,3,1,111,6.0178
1980,2,3,2,122,-0.9054
1980,2,3,3,141,-0.3665
1980,2,3,4,145,-2.2225
1980,2,3,5,150,-2.9074
1980,3,1,1,473,-17.2441
1980,3,1,2,270,-16.6380
1980,3,1,3,253,-17.8537
1980,3,1,4,273,-19.5209
1980,3,1,5,482,-21.7250
1980,3,2,1,111,-15.6585
1980,3,2,2,114,-16.2794
1980,3,2,3,108,-16.6250
1980,3,2,4,117,-17.7590
1980,3,2,5,139,-20.7227
1980,3,3,1,111,-13.7463
1980,3,3,2,122,-12.7615
1980,3,3,3,140,-10.7379
1980,3,3,4,145,-8.9220
1980,3,3,5,150,-7.0536
1980,4,1,1,471,5.1511
1980,4,1,2,266,6.7176
1980,4,1,3,252,6.5310
1980,4,1,4,273,8.3151
1980,4,1,5,477,6.0303
1980,4,2,1,111,3.7227
1980,4,2,2,114,4.3401
1980,4,2,3,108,6.3845
1980,4,2,4,117,6.0513
1980,4,2,5,138,7.1584
1980,4,3,1,111,3.5756
1980,4,3,2,121,3.2090
1980,4,3,3,140,4.7063
1980,4,3,4,144,4.8099
1980,4,3,5,150,7.8270
1980,5,1,1,471,6.8412
1980,5,1,2,268,7.4139
1980,5,1,3,252,6.5837
1980,5,1,4,270,6.8402
1980,5,1,5,475,6.6741
1980,5,2,1,111,8.8117
1980,5,2,2,113,8.7145
1980,5,2,3,108,7.9231
1980,5,2,4,117,8.0390
1980,5,2,5,135,8.4847
1980,5,3,1,111,4.1190
1980,5,3,2,121,7.5670
1980,5,3,3,140,5.9663
1980,5,3,4,145,5.9924
1980,5,3,5,150,4.7887
1980,6,1,1,467,5.8300
1980,6,1,2,265,3.3195
1980,6,1,3,249,4.6460
1980,6,1,4,270,2.7600
1980,6,1,5,473,4.3101
1980,6,2,1,111,2.5025
1980,6,2,2,112,3.3581
1980,6,2,3,108,4.1929
1980,6,2,4,117,6.5294
1980,6,2,5,134,5.1467
1980,6,3,1,111,3.6732
1980,6,3,2,121,3.0267
1980,6,3,3,140,3.5090
1980,6,3,4,144,2.0893
1980,6,3,5,149,3.1603
1980,7,1,1,464,9.2181
1980,7,1,2,284,11.2020
1980,7,1,3,251,11.7365
1980,7,1,4,292,12.6975
1980,7,1,5,510,10.4599
1980,7,2,1,152,10.2019
1980,7,2,2,121,10.9957
1980,7,2,3,103,11.6492
1980,7,2,4,105,9.9256
1980,7,2,5,187,11.8045
1980,7,3,1,110,5.3717
1980,7,3,2,125,7.4922
1980,7,3,3,144,7.2787
1980,7,3,4,142,9.0417
1980,7,3,5,165,7.2297
1980,8,1,1,464,6.7144
1980,8,1,2,283,8.4149
1980,8,1,3,251,7.9503
1980,8,1,4,292,8.6750
1980,8,1,5,507,10.4880
1980,8,2,1,152,4.6057
1980,8,2,2,121,5.8359
1980,8,2,3,102,7.5096
1980,8,2,4,103,3.8909
1980,8,2,5,186,6.7094
1980,8,3,1,110,1.8040
1980,8,3,2,125,2.1559
1980,8,3,3,144,1.5071
1980,8,3,4,142,2.0876
1980,8,3,5,165,1.1529
1980,9,1,1,464,3.1718
1980,9,1,2,284,2.2494
1980,9,1,3,250,3.2706
1980,9,1,4,289,2.3176
1980,9,1,5,502,5.2626
1980,9,2,1,151,3.0866
1980,9,2,2,121,3.5145
1980,9,2,3,102,3.8129
1980,9,2,4,102,3.1959
1980,9,2,5,186,4.6824
1980,9,3,1,110,3.6634
1980,9,3,2,124,4.2272
1980,9,3,3,144,0.5875
1980,9,3,4,142,4.7898
1980,9,3,5,165,3.1272
1980,10,1,1,461,3.8907
1980,10,1,2,283,6.1425
1980,10,1,3,248,5.1257
1980,10,1,4,285,4.9515
1980,10,1,5,496,6.7086
1980,10,2,1,150,1.8147
1980,10,2,2,118,1.7072
1980,10,2,3,102,2.8701
1980,10,2,4,101,3.4354
1980,10,2,5,183,7.1097
1980,10,3,1,109,4.0190
1980,10,3,2,123,3.3577
1980,10,3,3,144,1.1150
1980,10,3,4,142,0.9045
1980,10,3,5,165,0.7499
1980,11,1,1,458,4.3384
1980,11,1,2,283,3.8105
1980,11,1,3,247,5.6726
1980,11,1,4,286,7.7015
1980,11,1,5,498,13.2103
1980,11,2,1,150,4.5565
1980,11,2,2,118,4.9476
1980,11,2,3,101,3.9364
1980,11,2,4,100,9.1406
1980,11,2,5,183,14.3529
1980,11,3,1,109,15.4755
1980,11,3,2,120,15.5081
1980,11,3,3,144,6.6655
1980,11,3,4,142,11.3017
1980,11,3,5,166,11.0840
1980,12,1,1,453,-4.4325
1980,12,1,2,283,-4.3716
1980,12,1,3,247,-3.9622
1980,12,1,4,284,-4.1811
1980,12,1,5,493,-6.7223
1980,12,2,1,149,-1.9931
1980,12,2,2,117,-1.9513
1980,12,2,3,101,-2.1684
1980,12,2,4,100,-2.5120
1980,12,2,5,182,-5.6770
1980,12,3,1,109,-7.7881
1980,12,3,2,120,-3.9393
1980,12,3,3,144,-1.7805
1980,12,3,4,141,-3.3679
1980,12,3,5,166,-0.1858
1981,1,1,1,455,1.9994
1981,1,1,2,281,1.3722
1981,1,1,3,245,1.1173
1981,1,1,4,280,-1.8386
1981,1,1,5,491,-4.0706
1981,1,2,1,148,2.0915
1981,1,2,2,116,0.6471
1981,1,2,3,101,0.0347
1981,1,2,4,100,-2.9910
1981,1,2,5,180,-5.0174
1981,1,3,1,109,-6.1710
1981,1,3,2,119,-5.9733
1981,1,3,3,142,-1.8058
1981,1,3,4,141,-5.1824
1981,1,3,5,166,-5.0698
1981,2,1,1,452,0.8379
1981,2,1,2,278,1.5905
1981,2,1,3,241,1.3945
1981,2,1,4,278,-0.1973
1981,2,1,5,488,-2.7861
1981,2,2,1,148,3.5665
1981,2,2,2,115,1.4981
1981,2,2,3,101,0.9455
1981,2,2,4,99,1.7081
1981,2,2,5,181,0.6561
1981,2,3,1,109,0.7121
1981,2,3,2,119,3.4260
1981,2,3,3,142,2.5736
1981,2,3,4,141,2.3504
1981,2,3,5,165,1.3444
1981,3,1,1,447,9.0144
1981,3,1,2,278,9.3520
1981,3,1,3,240,9.8675
1981,3,1,4,278,6.7404
1981,3,1,5,481,7.3650
1981,3,2,1,147,8.1273
1981,3,2,2,115,8.5693
1981,3,2,3,99,9.1148
1981,3,2,4,99,7.7213
1981,3,2,5,179,5.9271
1981,3,3,1,109,1.1021
1981,3,3,2,119,3.4912
1981,3,3,3,142,3.9960
1981,3,3,4,139,6.8995
1981,3,3,5,165,6.0994
1981,4,1,1,444,3.9083
1981,4,1,2,276,5.5757
1981,4,1,3,237,4.2191
1981,4,1,4,277,5.2631
1981,4,1,5,480,2.4884
1981,4,2,1,146,3.1203
1981,4,2,2,113,3.8824
1981,4,2,3,99,2.6021
1981,4,2,4,98,1.8178
1981,4,2,5,176,0.3787
1981,4,3,1,108,-3.7180
1981,4,3,2,118,-2.6552
1981,4,3,3,141,-1.1568
1981,4,3,4,140,-1.6144
1981,4,3,5,165,-0.6630
1981,5,1,1,443,4.3887
1981,5,1,2,275,3.2619
1981,5,1,3,237,5.3487
1981,5,1,4,275,4.5404
1981,5,1,5,475,3.7418
1981,5,2,1,145,3.4940
1981,5,2,2,113,2.7010
1981,5,2,3,99,4.2328
1981,5,2,4,98,3.2112
1981,5,2,5,175,4.2855
1981,5,3,1,108,-2.2893
1981,5,3,2,118,-0.2423
1981,5,3,3,141,1.0672
1981,5,3,4,139,0.5870
1981,5,3,5,163,3.0622
1981,6,1,1,443,2.8485
1981,6,1,2,274,1.4778
1981,6,1,3,235,-0.8971
1981,6,1,4,274,-2.9521
1981,6,1,5,473,-5.5129
1981,6,2,1,143,0.0658
1981,6,2,2,113,-1.9230
1981,6,2,3,98,-2.0272
1981,6,2,4,97,-3.5515
1981,6,2,5,175,-6.0203
1981,6,3,1,107,3.2158
1981,6,3,2,117,-0.9581
1981,6,3,3,141,-1.1354
1981,6,3,4,139,-2.7837
1981,6,3,5,163,-3.6317
1981,7,1,1,478,-1.8383
1981,7,1,2,279,-2.3121
1981,7,1,3,228,-3.9119
1981,7,1,4,251,-2.3789
1981,7,1,5,555,-4.2558
1981,7,2,1,126,-2.0047
1981,7,2,2,109,-2.0967
1981,7,2,3,104,-2.4087
1981,7,2,4,108,-1.7823
1981,7,2,5,192,-1.5652
1981,7,3,1,99,2.8036
1981,7,3,2,128,-0.2163
1981,7,3,3,133,-0.5337
1981,7,3,4,156,-0.5361
1981,7,3,5,159,2.1307
1981,8,1,1,476,-5.0479
1981,8,1,2,275,-7.3915
1981,8,1,3,228,-7.5730
1981,8,1,4,250,-7.5203
1981,8,1,5,553,-12.5627
1981,8,2,1,125,-6.3609
1981,8,2,2,108,-6.8237
1981,8,2,3,104,-5.1262
1981,8,2,4,107,-7.2698
1981,8,2,5,191,-8.7860
1981,8,3,1,98,-5.9113
1981,8,3,2,127,-4.3170
1981,8,3,3,133,-5.3276
1981,8,3,4,156,-6.1461
1981,8,3,5,159,-7.0466
1981,9,1,1,470,-6.3180
1981,9,1,2,274,-7.0268
1981,9,1,3,226,-7.7289
1981,9,1,4,247,-9.5016
1981,9,1,5,553,-12.4117
1981,9,2,1,125,-6.0183
1981,9,2,2,109,-4.2313
1981,9,2,3,103,-6.6846
1981,9,2,4,107,-8.7566
1981,9,2,5,191,-11.1122
1981,9,3,1,97,-7.2893
1981,9,3,2,127,-2.9958
1981,9,3,3,131,-6.8973
1981,9,3,4,155,-5.9267
1981,9,3,5,158,-7.5955
1981,10,1,1,463,7.0790
1981,10,1,2,270,7.5422
1981,10,1,3,225,8.7708
1981,10,1,4,246,7.9122
1981,10,1,5,546,9.7663
1981,10,2,1,124,4.9992
1981,10,2,2,109,7.1554
1981,10,2,3,102,5.9757
1981,10,2,4,107,9.0422
1981,10,2,5,190,9.4690
1981,10,3,1,98,3.6506
1981,10,3,2,126,2.4875
1981,10,3,3,130,7.6145
1981,10,3,4,155,7.3912
1981,10,3,5,158,9.0029
1981,11,1,1,464,3.7207
1981,11,1,2,268,3.5710
1981,11,1,3,224,2.0633
1981,11,1,4,246,1.5378
1981,11,1,5,544,0.0713
1981,11,2,1,123,4.2778
1981,11,2,2,108,3.9505
1981,11,2,3,101,4.5886
1981,11,2,4,106,3.6774
1981,11,2,5,191,0.7094
1981,11,3,1,96,6.1683
1981,11,3,2,126,4.7401
1981,11,3,3,129,4.0961
1981,11,3,4,155,4.3993
1981,11,3,5,158,3.1310
1981,12,1,1,462,-0.2309
1981,12,1,2,266,-0.7311
1981,12,1,3,221,-0.1646
1981,12,1,4,245,-2.1740
1981,12,1,5,543,-4.0929
1981,12,2,1,122,0.0915
1981,12,2,2,107,0.5757
1981,12,2,3,101,-0.3283
1981,12,2,4,106,-1.9346
1981,12,2,5,191,-3.6204
1981,12,3,1,97,-4.1010
1981,12,3,2,126,-1.3853
1981,12,3,3,129,-1.9072
1981,12,3,4,155,-3.0439
1981,12,3,5,156,-4.1142
1982,1,1,1,457,-0.6773
1982,1,1,2,266,-1.4084
1982,1,1,3,221,-0.4342
1982,1,1,4,243,-0.7957
1982,1,1,5,536,-3.6640
1982,1,2,1,122,-3.0367
1982,1,2,2,106,-4.3464
1982,1,2,3,100,-0.9567
1982,1,2,4,105,-3.1892
1982,1,2,5,191,-7.4758
1982,1,3,1,97,-3.3847
1982,1,3,2,125,-0.9201
1982,1,3,3,128,-3.2492
1982,1,3,4,155,-2.0221
1982,1,3,5,156,-2.3235
1982,2,1,1,453,-2.4564
1982,2,1,2,263,-3.0365
1982,2,1,3,220,-2.5061
1982,2,1,4,242,-2.9113
1982,2,1,5,540,-6.5103
1982,2,2,1,121,-2.9466
1982,2,2,2,107,-2.1469
1982,2,2,3,100,-3.3145
1982,2,2,4,104,-4.1295
1982,2,2,5,190,-9.0680
1982,2,3,1,96,-3.8844
1982,2,3,2,125,-4.3552
1982,2,3,3,127,-6.0326
1982,2,3,4,155,-4.7234
1982,2,3,5,156,-7.4283
1982,3,1,1,449,-0.7293
1982,3,1,2,263,0.4894
1982,3,1,3,217,-0.3768
1982,3,1,4,242,-0.3697
1982,3,1,5,537,-2.2417
1982,3,2,1,121,0.3728
1982,3,2,2,107,1.1854
1982,3,2,3,99,1.0126
1982,3,2,4,104,-0.3242
1982,3,2,5,189,-3.6791
1982,3,3,1,96,0.2223
1982,3,3,2,125,0.3374
1982,3,3,3,127,-0.7217
1982,3,3,4,155,-0.1615
1982,3,3,5,156,-3.5692
1982,4,1,1,447,5.9824
1982,4,1,2,262,4.6605
1982,4,1,3,216,6.1260
1982,4,1,4,240,5.3752
1982,4,1,5,532,6.6899
1982,4,2,1,120,6.2202
1982,4,2,2,104,5.0154
1982,4,2,3,99,6.2162
1982,4,2,4,104,5.9019
1982,4,2,5,189,5.9036
1982,4,3,1,95,3.3268
1982,4,3,2,125,3.5794
1982,4,3,3,127,4.8971
1982,4,3,4,154,5.0663
1982,4,3,5,155,5.4138
1982,5,1,1,442,-0.7535
1982,5,1,2,260,-1.6653
1982,5,1,3,216,-2.0989
1982,5,1,4,239,-0.7666
1982,5,1,5,529,-2.3793
1982,5,2,1,120,-2.2212
1982,5,2,2,103,-2.1474
1982,5,2,3,99,-2.3719
1982,5,2,4,104,-2.7610
1982,5,2,5,188,-5.1448
1982,5,3,1,95,0.3990
1982,5,3,2,125,-1.2039
1982,5,3,3,127,-4.3949
1982,5,3,4,154,-3.8995
1982,5,3,5,152,-4.2870
1982,6,1,1,439,-1.2358
1982,6,1,2,258,-1.6816
1982,6,1,3,212,-2.5801
1982,6,1,4,236,-2.4565
1982,6,1,5,527,-3.4308
1982,6,2,1,120,0.0052
1982,6,2,2,103,-1.1718
1982,6,2,3,99,-0.0084
1982,6,2,4,104,-0.3132
1982,6,2,5,188,-5.8511
1982,6,3,1,95,-1.3754
1982,6,3,2,124,-1.0134
1982,6,3,3,127,-1.7061
1982,6,3,4,154,-1.7223
1982,6,3,5,153,-4.6691
1982,7,1,1,471,-0.2526
1982,7,1,2,227,-0.8735
1982,7,1,3,248,-0.8667
1982,7,1,4,298,-1.5791
1982,7,1,5,654,-3.3705
1982,7,2,1,120,1.0974
1982,7,2,2,95,-0.3826
1982,7,2,3,106,-1.5073
1982,7,2,4,111,-3.1735
1982,7,2,5,179,-2.0627
1982,7,3,1,111,-3.5151
1982,7,3,2,131,-1.0559
1982,7,3,3,127,-2.8769
1982,7,3,4,152,-2.5556
1982,7,3,5,148,-1.9503
1982,8,1,1,468,5.2140
1982,8,1,2,225,5.8824
1982,8,1,3,248,6.6044
1982,8,1,4,297,7.4802
1982,8,1,5,646,5.3747
1982,8,2,1,118,10.0645
1982,8,2,2,95,9.7836
1982,8,2,3,106,9.1448
1982,8,2,4,111,9.6582
1982,8,2,5,177,9.4551
1982,8,3,1,110,12.0988
1982,8,3,2,130,11.3455
1982,8,3,3,126,14.1825
1982,8,3,4,151,13.7863
1982,8,3,5,148,13.0158
1982,9,1,1,469,6.3983
1982,9,1,2,225,3.3890
1982,9,1,3,246,2.5098
1982,9,1,4,297,1.6506
1982,9,1,5,645,2.4697
1982,9,2,1,117,4.0772
1982,9,2,2,95,5.0664
1982,9,2,3,106,3.4121
1982,9,2,4,111,2.3697
1982,9,2,5,176,1.3077
1982,9,3,1,111,1.3566
1982,9,3,2,128,1.3513
1982,9,3,3,125,0.2988
1982,9,3,4,151,0.8382
1982,9,3,5,148,0.7271
1982,10,1,1,461,13.4084
1982,10,1,2,223,13.4988
1982,10,1,3,245,13.6873
1982,10,1,4,296,13.6059
1982,10,1,5,644,14.2559
1982,10,2,1,116,10.9598
1982,10,2,2,93,10.5668
1982,10,2,3,105,12.6318
1982,10,2,4,110,13.3826
1982,10,2,5,175,16.4190
1982,10,3,1,111,10.1514
1982,10,3,2,127,8.8609
1982,10,3,3,125,12.2545
1982,10,3,4,151,14.1960
1982,10,3,5,148,11.0950
1982,11,1,1,458,11.5829
1982,11,1,2,223,10.2093
1982,11,1,3,245,6.9096
1982,11,1,4,294,12.0618
1982,11,1,5,643,8.8252
1982,11,2,1,114,6.5647
1982,11,2,2,92,7.7525
1982,11,2,3,105,9.2411
1982,11,2,4,110,7.2126
1982,11,2,5,173,9.5350
1982,11,3,1,110,2.8502
1982,11,3,2,127,3.4015
1982,11,3,3,125,4.7744
1982,11,3,4,151,6.1480
1982,11,3,5,148,6.3043
1982,12,1,1,457,1.8485
1982,12,1,2,223,2.3123
1982,12,1,3,246,1.6245
1982,12,1,4,293,2.0650
1982,12,1,5,640,3.0754
1982,12,2,1,113,1.7179
1982,12,2,2,92,2.6426
1982,12,2,3,105,0.4401
1982,12,2,4,109,2.1838
1982,12,2,5,172,-0.2088
1982,12,3,1,109,2.9617
1982,12,3,2,127,1.9686
1982,12,3,3,125,1.6624
1982,12,3,4,151,1.1178
1982,12,3,5,148,0.4425
1983,1,1,1,453,8.4108
1983,1,1,2,223,7.9607
1983,1,1,3,243,7.5867
1983,1,1,4,292,11.4815
1983,1,1,5,639,12.1813
1983,1,2,1,113,4.4758
1983,1,2,2,90,3.7685
1983,1,2,3,105,5.5246
1983,1,2,4,109,6.5310
1983,1,2,5,170,8.6449
1983,1,3,1,109,3.4771
1983,1,3,2,127,6.2040
1983,1,3,3,125,2.0777
1983,1,3,4,150,2.6639
1983,1,3,5,147,4.3903
1983,2,1,1,446,8.1663
1983,2,1,2,222,6.0798
1983,2,1,3,242,6.7502
1983,2,1,4,288,5.8277
