year,month,rank_ME,rank_CPq_1,nstocks,ret_vw
1967,11,3,3,60,0.1048
1967,11,3,4,49,1.7236
1967,11,3,5,48,-0.3869
1967,12,1,1,33,11.7416
1967,12,1,2,23,6.5083
1967,12,1,3,19,11.2232
1967,12,1,4,29,2.7616
1967,12,1,5,50,7.8270
1967,12,2,1,26,9.7911
1967,12,2,2,18,5.6161
1967,12,2,3,18,3.7016
1967,12,2,4,23,4.7361
1967,12,2,5,28,5.2194
1967,12,3,1,73,2.5390
1967,12,3,2,57,2.8663
1967,12,3,3,59,3.0625
1967,12,3,4,50,4.0371
1967,12,3,5,44,4.1487
1968,1,1,1,37,3.2186
1968,1,1,2,24,0.6725
1968,1,1,3,18,1.0983
1968,1,1,4,21,6.2883
1968,1,1,5,59,3.6767
1968,1,2,1,29,-3.6883
1968,1,2,2,14,-1.2352
1968,1,2,3,19,0.7412
1968,1,2,4,26,2.3447
1968,1,2,5,28,2.7094
1968,1,3,1,71,-8.9669
1968,1,3,2,61,-4.2464
1968,1,3,3,59,-3.1763
1968,1,3,4,52,-2.4340
1968,1,3,5,39,-2.3693
1968,2,1,1,35,-5.3889
1968,2,1,2,15,-7.8757
1968,2,1,3,15,-5.4449
1968,2,1,4,18,-6.0228
1968,2,1,5,46,-2.2894
1968,2,2,1,20,-1.0682
1968,2,2,2,20,-7.0764
1968,2,2,3,15,-1.8022
1968,2,2,4,19,-2.3412
1968,2,2,5,27,-2.9242
1968,2,3,1,63,-3.4221
1968,2,3,2,57,-4.1447
1968,2,3,3,57,-1.8802
1968,2,3,4,54,-3.2709
1968,2,3,5,33,-3.8717
1968,3,1,1,31,-2.8469
1968,3,1,2,18,-1.4915
1968,3,1,3,12,-2.7108
1968,3,1,4,24,-2.6500
1968,3,1,5,49,0.0100
1968,3,2,1,20,2.7919
1968,3,2,2,14,-2.2024
1968,3,2,3,20,-2.1630
1968,3,2,4,20,-1.5230
1968,3,2,5,27,-1.3022
1968,3,3,1,65,0.5948
1968,3,3,2,59,-2.1039
1968,3,3,3,54,-0.3108
1968,3,3,4,49,-1.4652
1968,3,3,5,40,-0.5592
1968,4,1,1,31,16.6574
1968,4,1,2,19,20.3783
1968,4,1,3,14,16.5943
1968,4,1,4,24,14.0842
1968,4,1,5,47,13.5305
1968,4,2,1,22,10.9503
1968,4,2,2,12,13.7082
1968,4,2,3,14,6.6411
1968,4,2,4,27,14.4481
1968,4,2,5,29,12.6583
1968,4,3,1,61,10.7282
1968,4,3,2,62,6.8976
1968,4,3,3,56,4.9966
1968,4,3,4,45,6.4820
1968,4,3,5,36,7.7841
1968,5,1,1,83,12.1413
1968,5,1,2,44,8.9762
1968,5,1,3,56,11.0969
1968,5,1,4,71,9.6064
1968,5,1,5,111,9.6978
1968,5,2,1,50,7.0241
1968,5,2,2,33,4.7080
1968,5,2,3,43,5.7277
1968,5,2,4,49,6.7988
1968,5,2,5,58,7.7099
1968,5,3,1,111,2.7445
1968,5,3,2,100,2.5479
1968,5,3,3,91,-0.5152
1968,5,3,4,71,0.1851
1968,5,3,5,56,3.2660
1968,6,1,1,85,0.7419
1968,6,1,2,56,0.5108
1968,6,1,3,48,2.7093
1968,6,1,4,73,4.8250
1968,6,1,5,110,2.6392
1968,6,2,1,57,-0.7436
1968,6,2,2,31,3.3035
1968,6,2,3,45,3.9666
1968,6,2,4,48,-0.6050
1968,6,2,5,52,1.2131
1968,6,3,1,107,-0.0871
1968,6,3,2,105,0.7246
1968,6,3,3,85,2.2005
1968,6,3,4,77,2.2351
1968,6,3,5,55,-0.1691
1968,7,1,1,78,-4.2770
1968,7,1,2,54,-0.4363
1968,7,1,3,59,-4.2951
1968,7,1,4,72,-5.4949
1968,7,1,5,100,-2.8346
1968,7,2,1,52,-6.3390
1968,7,2,2,38,-5.5625
1968,7,2,3,36,-2.3999
1968,7,2,4,49,-3.4661
1968,7,2,5,57,-1.9227
1968,7,3,1,113,-5.1817
1968,7,3,2,94,-3.1068
1968,7,3,3,92,1.5633
1968,7,3,4,77,-0.9352
1968,7,3,5,54,-1.8691
1968,8,1,1,43,3.1594
1968,8,1,2,13,5.5219
1968,8,1,3,13,8.0804
1968,8,1,4,17,-0.7506
1968,8,1,5,34,8.4378
1968,8,2,1,18,5.7953
1968,8,2,2,15,1.9610
1968,8,2,3,19,5.0996
1968,8,2,4,13,1.2048
1968,8,2,5,25,0.8165
1968,8,3,1,58,2.1348
1968,8,3,2,52,1.2107
1968,8,3,3,46,1.4599
1968,8,3,4,49,0.0842
1968,8,3,5,34,0.5668
1968,9,1,1,42,5.7225
1968,9,1,2,15,10.3281
1968,9,1,3,7,5.2033
1968,9,1,4,16,5.4550
1968,9,1,5,30,5.3263
1968,9,2,1,26,8.5650
1968,9,2,2,21,8.5516
1968,9,2,3,16,4.6399
1968,9,2,4,8,1.4523
1968,9,2,5,20,4.1840
1968,9,3,1,52,2.8504
1968,9,3,2,43,4.4905
1968,9,3,3,46,3.5935
1968,9,3,4,51,4.4346
1968,9,3,5,37,7.6794
1968,10,1,1,43,-1.8887
1968,10,1,2,12,3.1625
1968,10,1,3,10,6.0009
1968,10,1,4,14,-3.1763
1968,10,1,5,31,1.1817
1968,10,2,1,30,0.1344
1968,10,2,2,19,1.8109
1968,10,2,3,12,2.2574
1968,10,2,4,13,3.2565
1968,10,2,5,19,2.5480
1968,10,3,1,52,-1.0690
1968,10,3,2,45,3.1935
1968,10,3,3,49,1.5011
1968,10,3,4,47,2.2028
1968,10,3,5,37,3.2969
1968,11,1,1,53,6.5078
1968,11,1,2,28,4.2304
1968,11,1,3,18,1.9272
1968,11,1,4,20,6.0054
1968,11,1,5,46,8.2769
1968,11,2,1,45,8.3041
1968,11,2,2,17,10.6563
1968,11,2,3,12,8.6685
1968,11,2,4,25,8.6300
1968,11,2,5,26,6.5258
1968,11,3,1,57,8.4584
1968,11,3,2,56,5.3589
1968,11,3,3,58,3.6165
1968,11,3,4,45,6.3788
1968,11,3,5,41,3.9950
1968,12,1,1,52,6.4962
1968,12,1,2,26,2.3749
1968,12,1,3,20,3.4336
1968,12,1,4,20,2.6334
1968,12,1,5,49,2.1524
1968,12,2,1,39,0.1729
1968,12,2,2,18,-2.9991
1968,12,2,3,15,-6.3092
1968,12,2,4,26,0.1954
1968,12,2,5,29,0.5986
1968,12,3,1,58,-4.0092
1968,12,3,2,61,-4.5918
1968,12,3,3,58,-4.1956
1968,12,3,4,48,-2.0507
1968,12,3,5,37,-2.7873
1969,1,1,1,51,-1.6754
1969,1,1,2,19,-1.4103
1969,1,1,3,27,0.3115
1969,1,1,4,25,-3.2095
1969,1,1,5,49,0.5673
1969,1,2,1,41,-0.9063
1969,1,2,2,14,0.8573
1969,1,2,3,19,0.1220
1969,1,2,4,22,1.0415
1969,1,2,5,25,-0.4418
1969,1,3,1,58,0.0245
1969,1,3,2,66,-0.3990
1969,1,3,3,54,-0.6382
1969,1,3,4,52,-0.4133
1969,1,3,5,42,0.3692
1969,2,1,1,35,-11.0718
1969,2,1,2,28,-11.2897
1969,2,1,3,14,-5.9720
1969,2,1,4,15,-9.3864
1969,2,1,5,46,-7.7383
1969,2,2,1,29,-7.9970
1969,2,2,2,21,-7.3356
1969,2,2,3,13,-5.0071
1969,2,2,4,16,-5.5057
1969,2,2,5,23,-7.8138
1969,2,3,1,54,-4.2837
1969,2,3,2,51,-6.0257
1969,2,3,3,61,-4.9551
1969,2,3,4,55,-5.2493
1969,2,3,5,38,-4.9947
1969,3,1,1,37,2.3099
1969,3,1,2,21,2.5059
1969,3,1,3,23,0.8232
1969,3,1,4,17,3.7846
1969,3,1,5,47,2.0417
1969,3,2,1,33,0.5907
1969,3,2,2,19,2.4126
1969,3,2,3,15,0.1659
1969,3,2,4,15,1.8629
1969,3,2,5,24,3.6198
1969,3,3,1,53,4.0988
1969,3,3,2,55,2.7321
1969,3,3,3,57,3.6002
1969,3,3,4,57,5.9060
1969,3,3,5,37,1.2024
1969,4,1,1,33,0.6137
1969,4,1,2,24,5.6254
1969,4,1,3,24,1.0541
1969,4,1,4,11,0.2823
1969,4,1,5,51,-1.1757
1969,4,2,1,32,3.8148
1969,4,2,2,22,-0.7477
1969,4,2,3,12,2.3892
1969,4,2,4,21,-0.4859
1969,4,2,5,22,0.1693
1969,4,3,1,54,2.2904
1969,4,3,2,50,0.4586
1969,4,3,3,61,-0.0689
1969,4,3,4,53,0.0396
1969,4,3,5,39,0.0162
1969,5,1,1,99,0.8733
1969,5,1,2,55,0.1185
1969,5,1,3,55,0.8242
1969,5,1,4,97,2.7337
1969,5,1,5,110,-0.4141
1969,5,2,1,60,-1.0320
1969,5,2,2,45,-2.2773
1969,5,2,3,41,-0.1826
1969,5,2,4,57,0.0522
1969,5,2,5,54,-3.1755
1969,5,3,1,116,0.6700
1969,5,3,2,102,0.8276
1969,5,3,3,94,0.7155
1969,5,3,4,76,-0.3108
1969,5,3,5,58,-1.4974
1969,6,1,1,95,-15.1376
1969,6,1,2,56,-14.4399
1969,6,1,3,65,-12.0001
1969,6,1,4,89,-13.4783
1969,6,1,5,117,-11.8034
1969,6,2,1,59,-12.4214
1969,6,2,2,38,-10.2825
1969,6,2,3,48,-8.3788
1969,6,2,4,56,-11.9072
1969,6,2,5,53,-11.2241
1969,6,3,1,117,-4.1992
1969,6,3,2,110,-8.0834
1969,6,3,3,89,-3.4176
1969,6,3,4,78,-8.3108
1969,6,3,5,57,-6.1466
1969,7,1,1,99,-14.5994
1969,7,1,2,47,-10.4143
1969,7,1,3,79,-10.0480
1969,7,1,4,90,-10.6969
1969,7,1,5,122,-10.2873
1969,7,2,1,53,-10.1352
1969,7,2,2,39,-10.0889
1969,7,2,3,47,-9.9968
1969,7,2,4,53,-6.4789
1969,7,2,5,51,-8.0824
1969,7,3,1,118,-4.3937
1969,7,3,2,109,-6.7648
1969,7,3,3,91,-5.5186
1969,7,3,4,80,-7.4803
1969,7,3,5,55,-6.6348
1969,8,1,1,40,4.1105
1969,8,1,2,22,5.9353
1969,8,1,3,16,0.1597
1969,8,1,4,30,3.8860
1969,8,1,5,40,4.4992
1969,8,2,1,32,10.7036
1969,8,2,2,13,7.4999
1969,8,2,3,15,2.5358
1969,8,2,4,20,3.0880
1969,8,2,5,24,4.0791
1969,8,3,1,58,6.3391
1969,8,3,2,57,3.1773
1969,8,3,3,54,4.3631
1969,8,3,4,43,0.8834
1969,8,3,5,38,2.7769
1969,9,1,1,42,-1.2496
1969,9,1,2,19,0.8382
1969,9,1,3,16,-0.3258
1969,9,1,4,25,-5.8948
1969,9,1,5,39,-4.1633
1969,9,2,1,39,2.8004
1969,9,2,2,15,-3.0836
1969,9,2,3,14,-2.8814
1969,9,2,4,18,-1.6247
1969,9,2,5,25,-3.3756
1969,9,3,1,54,-2.8143
1969,9,3,2,50,-7.6261
1969,9,3,3,52,-3.7588
1969,9,3,4,44,-3.3209
1969,9,3,5,39,-5.2345
1969,10,1,1,37,8.8665
1969,10,1,2,23,10.0970
1969,10,1,3,14,7.1822
1969,10,1,4,21,9.0920
1969,10,1,5,42,9.5695
1969,10,2,1,36,7.5471
1969,10,2,2,17,5.5376
1969,10,2,3,18,9.8920
1969,10,2,4,19,5.4818
1969,10,2,5,23,6.7926
1969,10,3,1,55,5.2011
1969,10,3,2,53,4.1049
1969,10,3,3,49,2.1750
1969,10,3,4,44,6.0225
1969,10,3,5,38,5.1429
1969,11,1,1,50,-5.2422
1969,11,1,2,13,-6.9851
1969,11,1,3,25,-4.0424
1969,11,1,4,33,-5.9855
1969,11,1,5,56,-6.6299
1969,11,2,1,49,-4.8052
1969,11,2,2,19,-5.7125
1969,11,2,3,20,-5.3882
1969,11,2,4,24,-6.2347
1969,11,2,5,29,-4.7120
1969,11,3,1,64,-3.1132
1969,11,3,2,61,-3.7861
1969,11,3,3,49,-5.4971
1969,11,3,4,50,-5.7153
1969,11,3,5,43,-4.3591
1969,12,1,1,46,-7.4917
1969,12,1,2,20,-12.5878
1969,12,1,3,23,-5.2116
1969,12,1,4,32,-4.0307
1969,12,1,5,54,-9.7220
1969,12,2,1,40,-5.2530
1969,12,2,2,23,-5.0314
1969,12,2,3,21,-2.8337
1969,12,2,4,25,-4.5343
1969,12,2,5,33,-7.7599
1969,12,3,1,66,-0.4638
1969,12,3,2,62,-1.5445
1969,12,3,3,52,-2.1565
1969,12,3,4,48,-6.1652
1969,12,3,5,41,-2.3266
1970,1,1,1,40,-2.0555
1970,1,1,2,18,-6.2489
1970,1,1,3,30,-2.1397
1970,1,1,4,32,-3.1268
1970,1,1,5,63,-3.0248
1970,1,2,1,38,-8.0916
1970,1,2,2,22,-2.5807
1970,1,2,3,27,-6.5919
1970,1,2,4,20,-3.7929
1970,1,2,5,31,-3.6566
1970,1,3,1,74,-7.1540
1970,1,3,2,62,-8.8583
1970,1,3,3,48,-8.3503
1970,1,3,4,53,-11.2197
1970,1,3,5,40,-8.4833
1970,2,1,1,33,-0.6723
1970,2,1,2,27,4.1213
1970,2,1,3,22,1.1610
1970,2,1,4,20,4.5374
1970,2,1,5,51,1.1618
1970,2,2,1,31,2.2588
1970,2,2,2,23,7.8187
1970,2,2,3,20,1.8959
1970,2,2,4,21,5.5557
1970,2,2,5,30,6.4970
1970,2,3,1,69,7.9419
1970,2,3,2,50,5.2912
1970,2,3,3,52,5.5455
1970,2,3,4,49,8.7902
1970,2,3,5,39,9.4318
1970,3,1,1,28,-1.8350
1970,3,1,2,29,-6.5909
1970,3,1,3,20,-1.9864
1970,3,1,4,26,0.5576
1970,3,1,5,58,-3.0172
1970,3,2,1,33,2.4877
1970,3,2,2,18,2.3567
1970,3,2,3,22,2.3442
1970,3,2,4,22,-0.8031
1970,3,2,5,29,-4.0426
1970,3,3,1,70,1.3934
1970,3,3,2,56,0.0619
1970,3,3,3,52,1.6860
1970,3,3,4,50,0.7743
1970,3,3,5,41,-1.2564
1970,4,1,1,25,-23.4390
1970,4,1,2,25,-17.4319
1970,4,1,3,20,-17.8602
1970,4,1,4,26,-15.4502
1970,4,1,5,63,-15.5576
1970,4,2,1,33,-16.5027
1970,4,2,2,22,-11.5360
1970,4,2,3,18,-10.1453
1970,4,2,4,25,-13.4318
1970,4,2,5,31,-13.2035
1970,4,3,1,64,-9.1224
1970,4,3,2,56,-9.6479
1970,4,3,3,56,-7.5715
1970,4,3,4,46,-7.5286
1970,4,3,5,41,-12.2357
1970,5,1,1,70,-8.9707
1970,5,1,2,55,-5.6660
1970,5,1,3,64,-11.5428
1970,5,1,4,112,-8.6949
1970,5,1,5,162,-10.0501
1970,5,2,1,51,-10.5808
1970,5,2,2,48,-7.5270
1970,5,2,3,52,-11.1220
1970,5,2,4,69,-10.1210
1970,5,2,5,54,-10.8055
1970,5,3,1,133,-8.2385
1970,5,3,2,114,-4.3240
1970,5,3,3,94,-4.3236
1970,5,3,4,75,-4.0519
1970,5,3,5,55,-6.6479
1970,6,1,1,75,-11.2118
1970,6,1,2,50,-11.3126
1970,6,1,3,61,-7.7609
1970,6,1,4,123,-9.6218
1970,6,1,5,160,-7.7494
1970,6,2,1,51,-5.4049
1970,6,2,2,46,-5.3281
1970,6,2,3,62,-8.1304
1970,6,2,4,60,-8.7670
1970,6,2,5,63,-9.4034
1970,6,3,1,139,-3.5517
1970,6,3,2,115,-5.3080
1970,6,3,3,94,-3.6458
1970,6,3,4,72,-5.0567
1970,6,3,5,50,-9.1808
1970,7,1,1,68,5.7891
1970,7,1,2,53,5.5524
1970,7,1,3,69,4.0243
1970,7,1,4,125,5.6487
1970,7,1,5,159,6.4109
1970,7,2,1,44,7.3575
1970,7,2,2,41,8.2290
1970,7,2,3,60,8.7570
1970,7,2,4,59,7.3225
1970,7,2,5,61,8.3865
1970,7,3,1,141,5.7661
1970,7,3,2,123,7.2570
1970,7,3,3,91,9.7076
1970,7,3,4,75,7.2058
1970,7,3,5,45,11.1716
1970,8,1,1,33,6.8188
1970,8,1,2,21,8.3735
1970,8,1,3,21,8.4309
1970,8,1,4,21,9.9875
1970,8,1,5,65,8.5428
1970,8,2,1,31,7.8954
1970,8,2,2,22,8.8586
1970,8,2,3,21,5.1075
1970,8,2,4,26,4.9581
1970,8,2,5,35,9.8928
1970,8,3,1,65,6.2334
1970,8,3,2,62,5.0514
1970,8,3,3,59,5.4842
1970,8,3,4,57,6.1296
1970,8,3,5,29,8.0767
1970,9,1,1,32,13.7924
1970,9,1,2,24,14.3163
1970,9,1,3,20,11.0125
1970,9,1,4,22,12.9589
1970,9,1,5,57,12.2117
1970,9,2,1,29,11.9062
1970,9,2,2,28,15.3724
1970,9,2,3,19,7.3395
1970,9,2,4,23,6.1399
1970,9,2,5,33,8.3069
1970,9,3,1,61,1.7478
1970,9,3,2,56,0.8475
1970,9,3,3,56,1.0009
1970,9,3,4,54,3.3200
1970,9,3,5,35,2.5355
1970,10,1,1,37,-10.0153
1970,10,1,2,17,-4.0945
1970,10,1,3,29,-3.3937
1970,10,1,4,18,1.2433
1970,10,1,5,48,-5.0186
1970,10,2,1,33,-2.9687
1970,10,2,2,21,-7.4557
1970,10,2,3,16,-2.1994
1970,10,2,4,30,-3.7916
1970,10,2,5,30,-1.5113
1970,10,3,1,59,-1.9802
1970,10,3,2,64,-0.0438
1970,10,3,3,52,-1.5198
1970,10,3,4,51,-2.8123
1970,10,3,5,38,-2.1856
1970,11,1,1,45,-5.2205
1970,11,1,2,14,-0.8271
1970,11,1,3,24,0.4250
1970,11,1,4,41,-0.9152
1970,11,1,5,71,-2.2943
1970,11,2,1,36,1.1245
1970,11,2,2,26,4.0234
1970,11,2,3,25,5.3166
1970,11,2,4,32,3.7775
1970,11,2,5,38,2.2448
1970,11,3,1,85,6.7800
1970,11,3,2,63,6.6037
1970,11,3,3,61,7.2964
1970,11,3,4,48,4.6263
1970,11,3,5,42,3.0685
1970,12,1,1,33,0.8655
1970,12,1,2,19,7.9990
1970,12,1,3,23,3.7239
1970,12,1,4,42,11.5351
1970,12,1,5,73,10.7413
1970,12,2,1,27,3.0327
1970,12,2,2,25,6.1353
1970,12,2,3,33,10.4419
1970,12,2,4,28,11.0257
1970,12,2,5,37,7.1198
1970,12,3,1,88,4.4040
1970,12,3,2,69,4.2813
1970,12,3,3,56,7.8963
1970,12,3,4,51,8.1426
1970,12,3,5,39,10.1705
1971,1,1,1,38,15.4017
1971,1,1,2,16,12.1862
1971,1,1,3,28,10.6072
1971,1,1,4,45,14.6464
1971,1,1,5,72,17.3831
1971,1,2,1,32,8.7657
1971,1,2,2,28,10.0562
1971,1,2,3,29,11.7460
1971,1,2,4,26,11.6765
1971,1,2,5,40,9.5285
1971,1,3,1,81,3.2112
1971,1,3,2,65,1.3721
1971,1,3,3,60,4.8427
1971,1,3,4,57,2.9223
1971,1,3,5,39,6.8312
1971,2,1,1,30,4.4307
1971,2,1,2,27,8.3003
1971,2,1,3,16,1.4364
1971,2,1,4,37,6.0624
1971,2,1,5,60,10.0618
1971,2,2,1,33,4.2616
1971,2,2,2,23,2.5263
1971,2,2,3,26,3.0279
1971,2,2,4,22,2.0743
1971,2,2,5,34,1.7281
1971,2,3,1,65,1.1131
1971,2,3,2,65,-1.3571
1971,2,3,3,58,2.7220
1971,2,3,4,52,2.0392
1971,2,3,5,41,1.8668
1971,3,1,1,35,0.7462
1971,3,1,2,29,8.9896
1971,3,1,3,16,7.1187
1971,3,1,4,35,5.3904
1971,3,1,5,61,5.8401
1971,3,2,1,37,8.8309
1971,3,2,2,25,7.2323
1971,3,2,3,26,4.0695
1971,3,2,4,21,0.6876
1971,3,2,5,35,5.0981
1971,3,3,1,65,3.7051
1971,3,3,2,64,1.3373
1971,3,3,3,59,4.2756
1971,3,3,4,55,3.5802
1971,3,3,5,45,3.3801
1971,4,1,1,41,-0.5787
1971,4,1,2,27,3.7363
1971,4,1,3,17,-0.4659
1971,4,1,4,30,0.7362
1971,4,1,5,63,2.3100
1971,4,2,1,35,1.4363
1971,4,2,2,29,3.8695
1971,4,2,3,29,0.6632
1971,4,2,4,20,0.9701
1971,4,2,5,35,5.5103
1971,4,3,1,64,6.1688
1971,4,3,2,61,3.2653
1971,4,3,3,56,2.6598
1971,4,3,4,59,3.2617
1971,4,3,5,41,5.9830
1971,5,1,1,87,-6.7402
1971,5,1,2,67,-4.4835
1971,5,1,3,61,-3.0051
1971,5,1,4,114,-5.3877
1971,5,1,5,144,-8.5499
1971,5,2,1,54,-4.1460
1971,5,2,2,55,-3.6890
1971,5,2,3,54,-4.5877
1971,5,2,4,55,-4.2185
1971,5,2,5,70,-4.9700
1971,5,3,1,137,-2.3231
1971,5,3,2,110,-4.9993
1971,5,3,3,90,-4.3820
1971,5,3,4,86,-4.2375
1971,5,3,5,50,-1.2818
1971,6,1,1,89,-2.0472
1971,6,1,2,61,-4.1141
1971,6,1,3,58,-2.6467
1971,6,1,4,106,-1.4918
1971,6,1,5,163,-3.0688
1971,6,2,1,55,-1.1033
1971,6,2,2,55,0.9733
1971,6,2,3,57,-1.6009
1971,6,2,4,51,-2.9299
1971,6,2,5,72,-2.3963
1971,6,3,1,138,0.4024
1971,6,3,2,111,1.6209
1971,6,3,3,96,-0.1503
1971,6,3,4,87,-0.0837
1971,6,3,5,44,-1.0760
1971,7,1,1,77,-8.5705
1971,7,1,2,68,-7.4810
1971,7,1,3,70,-4.5430
1971,7,1,4,97,-5.5182
1971,7,1,5,164,-5.4379
1971,7,2,1,58,-5.0921
1971,7,2,2,43,-3.1754
1971,7,2,3,56,-2.9704
1971,7,2,4,54,-4.4233
1971,7,2,5,70,-4.7535
1971,7,3,1,142,-3.0899
1971,7,3,2,116,-4.9112
1971,7,3,3,91,-4.4988
1971,7,3,4,85,-4.4783
1971,7,3,5,44,-6.6990
1971,8,1,1,45,-0.9794
1971,8,1,2,30,2.8710
1971,8,1,3,23,5.7017
1971,8,1,4,29,5.0936
1971,8,1,5,57,1.5259
1971,8,2,1,34,2.5380
1971,8,2,2,28,5.5310
1971,8,2,3,21,1.6945
1971,8,2,4,26,3.4678
1971,8,2,5,36,2.7031
1971,8,3,1,70,5.4878
1971,8,3,2,63,5.4998
1971,8,3,3,65,1.3572
1971,8,3,4,52,2.6766
1971,8,3,5,39,5.9672
1971,9,1,1,39,-0.2211
1971,9,1,2,38,3.4608
1971,9,1,3,29,-1.5220
1971,9,1,4,14,-1.2847
1971,9,1,5,59,0.0284
1971,9,2,1,36,0.4135
1971,9,2,2,23,0.8845
1971,9,2,3,23,-5.0108
1971,9,2,4,22,2.1605
