year,month,rank_ME,rank_BM,nstocks,ret_vw
1980,5,1,3,282,7.0662
1980,5,1,4,308,6.2296
1980,5,1,5,566,6.9564
1980,5,2,1,190,8.5453
1980,5,2,2,131,8.6505
1980,5,2,3,108,8.5923
1980,5,2,4,96,7.8455
1980,5,2,5,90,7.8263
1980,5,3,1,192,5.5163
1980,5,3,2,145,5.7988
1980,5,3,3,133,5.9545
1980,5,3,4,128,4.1691
1980,5,3,5,74,6.6021
1980,6,1,1,418,4.7536
1980,6,1,2,278,3.4748
1980,6,1,3,278,3.7409
1980,6,1,4,306,3.6091
1980,6,1,5,562,5.2821
1980,6,2,1,189,4.6579
1980,6,2,2,132,6.7652
1980,6,2,3,108,3.4504
1980,6,2,4,94,5.3616
1980,6,2,5,90,1.4400
1980,6,3,1,192,2.8746
1980,6,3,2,144,4.1975
1980,6,3,3,132,2.6386
1980,6,3,4,128,3.5052
1980,6,3,5,74,1.0008
1980,7,1,1,469,12.3833
1980,7,1,2,318,12.9499
1980,7,1,3,280,9.6873
1980,7,1,4,369,8.3618
1980,7,1,5,553,9.5642
1980,7,2,1,242,13.0651
1980,7,2,2,131,12.7729
1980,7,2,3,133,9.7834
1980,7,2,4,114,9.2028
1980,7,2,5,85,5.4643
1980,7,3,1,212,11.6400
1980,7,3,2,159,6.8630
1980,7,3,3,116,4.7675
1980,7,3,4,123,3.8771
1980,7,3,5,82,5.4076
1980,8,1,1,468,11.6802
1980,8,1,2,318,8.9474
1980,8,1,3,279,6.4700
1980,8,1,4,367,8.1821
1980,8,1,5,553,5.4386
1980,8,2,1,240,7.9705
1980,8,2,2,131,7.0253
1980,8,2,3,132,4.4641
1980,8,2,4,114,1.9997
1980,8,2,5,84,3.4919
1980,8,3,1,212,2.8902
1980,8,3,2,159,1.3474
1980,8,3,3,116,1.6284
1980,8,3,4,123,1.6137
1980,8,3,5,82,-0.7534
1980,9,1,1,464,6.2874
1980,9,1,2,314,2.9316
1980,9,1,3,279,2.0701
1980,9,1,4,367,2.1631
1980,9,1,5,550,3.2562
1980,9,2,1,240,5.4324
1980,9,2,2,130,4.2826
1980,9,2,3,131,3.4290
1980,9,2,4,114,1.5096
1980,9,2,5,84,0.7066
1980,9,3,1,212,4.0751
1980,9,3,2,159,5.1202
1980,9,3,3,116,3.2270
1980,9,3,4,122,-1.1832
1980,9,3,5,82,-0.2004
1980,10,1,1,456,8.3533
1980,10,1,2,315,6.5283
1980,10,1,3,276,3.9773
1980,10,1,4,364,3.8349
1980,10,1,5,545,2.4766
1980,10,2,1,236,5.6675
1980,10,2,2,127,2.2845
1980,10,2,3,131,2.4714
1980,10,2,4,114,4.0561
1980,10,2,5,83,1.4568
1980,10,3,1,212,1.2549
1980,10,3,2,159,3.8434
1980,10,3,3,114,4.3143
1980,10,3,4,122,-1.2008
1980,10,3,5,82,-0.1757
1980,11,1,1,458,16.5415
1980,11,1,2,314,7.1127
1980,11,1,3,275,5.9568
1980,11,1,4,362,1.7134
1980,11,1,5,544,1.5009
1980,11,2,1,235,13.2565
1980,11,2,2,127,7.4523
1980,11,2,3,130,3.1008
1980,11,2,4,114,4.9209
1980,11,2,5,83,4.3617
1980,11,3,1,213,12.1243
1980,11,3,2,158,13.4871
1980,11,3,3,113,17.5379
1980,11,3,4,121,5.0546
1980,11,3,5,82,1.5560
1980,12,1,1,456,-6.9336
1980,12,1,2,308,-5.3164
1980,12,1,3,272,-3.4624
1980,12,1,4,361,-3.5747
1980,12,1,5,541,-4.3010
1980,12,2,1,233,-5.4759
1980,12,2,2,127,-3.1096
1980,12,2,3,129,-1.1690
1980,12,2,4,114,-1.3842
1980,12,2,5,82,-1.1709
1980,12,3,1,213,-1.6027
1980,12,3,2,157,-5.6905
1980,12,3,3,113,-6.1767
1980,12,3,4,121,-1.7075
1980,12,3,5,81,-1.0947
1981,1,1,1,454,-5.1671
1981,1,1,2,307,-0.9256
1981,1,1,3,271,1.0262
1981,1,1,4,357,1.7101
1981,1,1,5,539,3.3599
1981,1,2,1,233,-5.0734
1981,1,2,2,127,0.0305
1981,1,2,3,127,-0.0343
1981,1,2,4,113,0.6068
1981,1,2,5,81,4.0830
1981,1,3,1,213,-6.6169
1981,1,3,2,157,-6.2362
1981,1,3,3,113,-5.8108
1981,1,3,4,118,0.5170
1981,1,3,5,81,3.2796
1981,2,1,1,448,-3.4569
1981,2,1,2,306,-1.5202
1981,2,1,3,269,0.7731
1981,2,1,4,357,1.8162
1981,2,1,5,529,2.7746
1981,2,2,1,233,0.2686
1981,2,2,2,126,1.5379
1981,2,2,3,127,3.0262
1981,2,2,4,113,2.2045
1981,2,2,5,80,3.5242
1981,2,3,1,212,2.5318
1981,2,3,2,157,2.5915
1981,2,3,3,113,0.1900
1981,2,3,4,118,2.6415
1981,2,3,5,81,0.9081
1981,3,1,1,444,7.2790
1981,3,1,2,303,8.3316
1981,3,1,3,266,9.0108
1981,3,1,4,349,9.4524
1981,3,1,5,528,7.5417
1981,3,2,1,229,7.2176
1981,3,2,2,126,8.0128
1981,3,2,3,127,7.2304
1981,3,2,4,112,8.4569
1981,3,2,5,80,6.5748
1981,3,3,1,211,4.7776
1981,3,3,2,157,4.3296
1981,3,3,3,113,0.5620
1981,3,3,4,117,4.2432
1981,3,3,5,81,9.4009
1981,4,1,1,440,2.5401
1981,4,1,2,304,3.8975
1981,4,1,3,265,4.1548
1981,4,1,4,348,4.1951
1981,4,1,5,527,5.8290
1981,4,2,1,227,1.1704
1981,4,2,2,126,3.0558
1981,4,2,3,125,3.9135
1981,4,2,4,109,2.1608
1981,4,2,5,80,1.6110
1981,4,3,1,212,-2.4845
1981,4,3,2,155,-3.8035
1981,4,3,3,113,-2.4349
1981,4,3,4,117,1.7369
1981,4,3,5,80,-0.6994
1981,5,1,1,438,4.9404
1981,5,1,2,298,4.9598
1981,5,1,3,265,5.2804
1981,5,1,4,346,2.6660
1981,5,1,5,521,3.2335
1981,5,2,1,226,5.2332
1981,5,2,2,126,2.3400
1981,5,2,3,125,3.6605
1981,5,2,4,108,1.9279
1981,5,2,5,80,1.8111
1981,5,3,1,207,1.6636
1981,5,3,2,156,-1.4328
1981,5,3,3,113,-2.1610
1981,5,3,4,117,2.8082
1981,5,3,5,81,2.2754
1981,6,1,1,438,-8.1764
1981,6,1,2,297,-0.7204
1981,6,1,3,264,1.2701
1981,6,1,4,345,2.4878
1981,6,1,5,519,1.3693
1981,6,2,1,225,-6.2879
1981,6,2,2,126,-2.3542
1981,6,2,3,124,-1.4402
1981,6,2,4,106,-1.0219
1981,6,2,5,79,2.0446
1981,6,3,1,207,-4.8366
1981,6,3,2,155,0.5784
1981,6,3,3,112,2.5869
1981,6,3,4,117,0.0897
1981,6,3,5,81,-0.4819
1981,7,1,1,639,-4.5302
1981,7,1,2,286,-3.9220
1981,7,1,3,282,-2.3941
1981,7,1,4,373,-1.8060
1981,7,1,5,503,-1.9141
1981,7,2,1,248,-1.8382
1981,7,2,2,113,-2.3022
1981,7,2,3,133,-2.3364
1981,7,2,4,96,-0.7042
1981,7,2,5,78,-1.9515
1981,7,3,1,216,1.6769
1981,7,3,2,147,1.5885
1981,7,3,3,130,-0.9734
1981,7,3,4,111,-1.2578
1981,7,3,5,79,-0.3752
1981,8,1,1,636,-12.9662
1981,8,1,2,284,-9.1372
1981,8,1,3,281,-7.5152
1981,8,1,4,369,-5.9968
1981,8,1,5,501,-4.4195
1981,8,2,1,247,-9.2300
1981,8,2,2,111,-7.5615
1981,8,2,3,133,-4.8193
1981,8,2,4,95,-6.1619
1981,8,2,5,78,-5.2162
1981,8,3,1,216,-6.3664
1981,8,3,2,147,-6.3365
1981,8,3,3,127,-5.9728
1981,8,3,4,110,-5.4381
1981,8,3,5,79,-1.1483
1981,9,1,1,632,-13.7829
1981,9,1,2,284,-8.2621
1981,9,1,3,277,-9.1138
1981,9,1,4,367,-6.6727
1981,9,1,5,496,-6.1014
1981,9,2,1,247,-10.7454
1981,9,2,2,110,-6.5880
1981,9,2,3,132,-7.6751
1981,9,2,4,96,-4.1693
1981,9,2,5,78,-4.9975
1981,9,3,1,215,-6.8860
1981,9,3,2,143,-6.5682
1981,9,3,3,126,-6.9785
1981,9,3,4,110,-3.5631
1981,9,3,5,79,-0.7397
1981,10,1,1,625,10.8478
1981,10,1,2,280,7.6895
1981,10,1,3,272,8.5913
1981,10,1,4,364,7.3111
1981,10,1,5,489,4.8786
1981,10,2,1,246,10.8354
1981,10,2,2,110,5.0833
1981,10,2,3,131,6.7317
1981,10,2,4,95,6.0315
1981,10,2,5,78,4.8763
1981,10,3,1,215,8.2820
1981,10,3,2,142,7.1615
1981,10,3,3,126,3.6842
1981,10,3,4,110,1.1283
1981,10,3,5,79,3.5061
1981,11,1,1,625,-1.3639
1981,11,1,2,280,2.4155
1981,11,1,3,273,3.8235
1981,11,1,4,364,1.9863
1981,11,1,5,486,4.2909
1981,11,2,1,246,0.9564
1981,11,2,2,108,3.0811
1981,11,2,3,130,5.1882
1981,11,2,4,95,5.3816
1981,11,2,5,78,3.7317
1981,11,3,1,215,3.4773
1981,11,3,2,141,5.1490
1981,11,3,3,125,5.1856
1981,11,3,4,109,5.1471
1981,11,3,5,79,3.8508
1981,12,1,1,620,-4.2775
1981,12,1,2,278,-2.1773
1981,12,1,3,270,-0.4291
1981,12,1,4,361,-0.2580
1981,12,1,5,485,-1.5066
1981,12,2,1,246,-2.3566
1981,12,2,2,108,-0.8677
1981,12,2,3,129,-0.4259
1981,12,2,4,94,-0.9312
1981,12,2,5,78,-1.9857
1981,12,3,1,213,-2.8167
1981,12,3,2,141,-3.2680
1981,12,3,3,125,-2.8891
1981,12,3,4,110,-1.4934
1981,12,3,5,79,-2.0562
1982,1,1,1,613,-3.5510
1982,1,1,2,277,-0.1295
1982,1,1,3,267,-1.2141
1982,1,1,4,358,-1.8388
1982,1,1,5,484,0.0334
1982,1,2,1,246,-6.8702
1982,1,2,2,107,-3.9518
1982,1,2,3,128,-3.5086
1982,1,2,4,92,-2.9822
1982,1,2,5,78,1.0206
1982,1,3,1,212,-1.4750
1982,1,3,2,141,-3.5763
1982,1,3,3,124,-3.3228
1982,1,3,4,110,-2.0201
1982,1,3,5,79,1.2583
1982,2,1,1,614,-7.7088
1982,2,1,2,275,-3.9179
1982,2,1,3,266,-2.9672
1982,2,1,4,356,-2.5336
1982,2,1,5,480,-1.1673
1982,2,2,1,245,-8.8639
1982,2,2,2,106,-4.9337
1982,2,2,3,129,-3.1954
1982,2,2,4,91,-1.5677
1982,2,2,5,77,0.8226
1982,2,3,1,212,-7.2117
1982,2,3,2,140,-7.3714
1982,2,3,3,124,-3.0484
1982,2,3,4,109,-1.0387
1982,2,3,5,79,-2.3245
1982,3,1,1,611,-1.9346
1982,3,1,2,274,-1.0192
1982,3,1,3,260,-1.3059
1982,3,1,4,355,-0.3256
1982,3,1,5,478,0.6382
1982,3,2,1,243,-3.5734
1982,3,2,2,107,1.0470
1982,3,2,3,129,-0.4128
1982,3,2,4,90,1.2049
1982,3,2,5,77,3.4678
1982,3,3,1,212,-3.8715
1982,3,3,2,140,0.5561
1982,3,3,3,124,-1.7158
1982,3,3,4,109,2.7652
1982,3,3,5,79,2.7019
1982,4,1,1,609,6.9665
1982,4,1,2,271,5.7772
1982,4,1,3,259,5.5033
1982,4,1,4,350,5.2400
1982,4,1,5,474,3.8671
1982,4,2,1,242,6.2715
1982,4,2,2,106,6.7233
1982,4,2,3,126,6.5357
1982,4,2,4,90,4.1925
1982,4,2,5,77,3.9081
1982,4,3,1,211,6.6733
1982,4,3,2,138,4.3097
1982,4,3,3,124,3.5768
1982,4,3,4,109,4.0069
1982,4,3,5,79,0.9342
1982,5,1,1,604,-3.4465
1982,5,1,2,271,-1.5234
1982,5,1,3,257,-0.8603
1982,5,1,4,348,-1.2203
1982,5,1,5,466,-0.4946
1982,5,2,1,243,-4.3142
1982,5,2,2,106,-1.7276
1982,5,2,3,126,-4.0045
1982,5,2,4,88,-1.8956
1982,5,2,5,76,-1.7279
1982,5,3,1,208,-4.1856
1982,5,3,2,138,-2.0020
1982,5,3,3,124,-1.9568
1982,5,3,4,109,-1.9372
1982,5,3,5,79,-1.1272
1982,6,1,1,600,-3.9933
1982,6,1,2,266,-3.0216
1982,6,1,3,257,-2.4641
1982,6,1,4,345,-0.8537
1982,6,1,5,463,-1.3720
1982,6,2,1,242,-4.8848
1982,6,2,2,105,-0.2383
1982,6,2,3,126,-1.0754
1982,6,2,4,88,1.5296
1982,6,2,5,76,-0.5309
1982,6,3,1,209,-3.2399
1982,6,3,2,137,-1.1848
1982,6,3,3,124,-0.8856
1982,6,3,4,109,-1.1183
1982,6,3,5,79,-2.0910
1982,7,1,1,784,-4.1493
1982,7,1,2,373,-2.5820
1982,7,1,3,318,0.3638
1982,7,1,4,348,-0.5333
1982,7,1,5,485,-0.4057
1982,7,2,1,227,-2.8862
1982,7,2,2,136,0.9491
1982,7,2,3,120,-1.1499
1982,7,2,4,73,-1.5342
1982,7,2,5,84,-1.2139
1982,7,3,1,199,-0.2083
1982,7,3,2,141,-3.3316
1982,7,3,3,117,-3.9573
1982,7,3,4,133,-2.1736
1982,7,3,5,84,-2.4627
1982,8,1,1,774,5.1013
1982,8,1,2,368,7.2535
1982,8,1,3,317,6.4292
1982,8,1,4,345,5.0311
1982,8,1,5,479,4.4700
1982,8,2,1,225,9.1776
1982,8,2,2,136,9.8199
1982,8,2,3,119,10.6084
1982,8,2,4,72,9.8560
1982,8,2,5,83,8.7735
1982,8,3,1,198,11.0016
1982,8,3,2,140,12.7672
1982,8,3,3,117,12.4814
1982,8,3,4,132,14.0339
1982,8,3,5,83,13.5966
1982,9,1,1,771,1.6395
1982,9,1,2,370,2.4332
1982,9,1,3,316,6.3085
1982,9,1,4,345,3.9507
1982,9,1,5,478,4.2059
1982,9,2,1,224,2.2522
1982,9,2,2,135,4.0163
1982,9,2,3,119,2.5390
1982,9,2,4,72,3.7601
1982,9,2,5,83,3.9637
1982,9,3,1,196,1.7675
1982,9,3,2,140,1.2867
1982,9,3,3,116,2.0903
1982,9,3,4,132,-0.2100
1982,9,3,5,84,-0.7256
1982,10,1,1,765,17.3072
1982,10,1,2,366,12.7706
1982,10,1,3,313,13.1214
1982,10,1,4,342,12.5612
1982,10,1,5,473,9.6749
1982,10,2,1,223,15.1677
1982,10,2,2,133,13.2715
1982,10,2,3,118,12.4547
1982,10,2,4,72,11.3546
1982,10,2,5,81,10.7810
1982,10,3,1,196,12.6634
1982,10,3,2,140,11.3427
1982,10,3,3,115,10.2868
1982,10,3,4,132,9.2569
1982,10,3,5,84,10.0407
1982,11,1,1,755,7.9473
1982,11,1,2,366,11.2382
1982,11,1,3,312,11.4373
1982,11,1,4,341,10.4557
1982,11,1,5,470,10.1310
1982,11,2,1,221,9.8618
1982,11,2,2,132,7.8227
1982,11,2,3,116,7.8380
1982,11,2,4,72,6.2697
1982,11,2,5,80,9.1746
1982,11,3,1,196,7.2154
1982,11,3,2,139,4.7484
1982,11,3,3,115,1.5508
1982,11,3,4,132,2.8716
1982,11,3,5,84,4.3314
1982,12,1,1,751,2.9331
1982,12,1,2,363,2.1494
1982,12,1,3,313,1.7085
1982,12,1,4,335,1.9775
1982,12,1,5,470,2.5131
1982,12,2,1,221,0.2122
1982,12,2,2,132,2.4860
1982,12,2,3,115,0.4664
1982,12,2,4,71,1.4335
1982,12,2,5,80,1.4583
1982,12,3,1,196,2.5278
1982,12,3,2,138,-0.0831
1982,12,3,3,115,1.3144
1982,12,3,4,132,1.6792
1982,12,3,5,84,3.6780
1983,1,1,1,749,13.0625
1983,1,1,2,358,9.1685
1983,1,1,3,313,9.2276
1983,1,1,4,333,8.8771
1983,1,1,5,468,8.2689
1983,1,2,1,219,8.8707
1983,1,2,2,131,7.0259
1983,1,2,3,114,3.9799
1983,1,2,4,71,4.7815
1983,1,2,5,80,4.3230
1983,1,3,1,196,2.9046
1983,1,3,2,137,3.7435
1983,1,3,3,114,3.9573
1983,1,3,4,132,6.6418
1983,1,3,5,84,2.6397
1983,2,1,1,742,3.0471
1983,2,1,2,352,4.3307
1983,2,1,3,309,7.5894
1983,2,1,4,331,8.2392
1983,2,1,5,461,8.4826
1983,2,2,1,218,3.9141
1983,2,2,2,130,5.3413
1983,2,2,3,114,8.1971
1983,2,2,4,69,6.2695
1983,2,2,5,80,4.8847
1983,2,3,1,194,2.9345
1983,2,3,2,137,3.3494
1983,2,3,3,114,3.1876
1983,2,3,4,132,0.8458
1983,2,3,5,84,4.1730
1983,3,1,1,735,3.6425
1983,3,1,2,350,5.3296
1983,3,1,3,306,6.5172
1983,3,1,4,331,5.2025
1983,3,1,5,460,7.2355
1983,3,2,1,216,1.3381
1983,3,2,2,130,5.1995
1983,3,2,3,114,4.8461
1983,3,2,4,69,5.4899
1983,3,2,5,80,5.1881
1983,3,3,1,195,2.4511
1983,3,3,2,136,2.3986
1983,3,3,3,113,4.1460
1983,3,3,4,132,2.7238
1983,3,3,5,84,3.3419
1983,4,1,1,730,6.5053
1983,4,1,2,348,7.1715
1983,4,1,3,304,8.6379
1983,4,1,4,330,9.2588
1983,4,1,5,456,8.2996
1983,4,2,1,216,7.3679
1983,4,2,2,130,7.5930
1983,4,2,3,114,6.7269
1983,4,2,4,69,5.2889
1983,4,2,5,79,6.6728
1983,4,3,1,194,6.4682
1983,4,3,2,136,5.5492
1983,4,3,3,112,8.8506
1983,4,3,4,132,7.2644
1983,4,3,5,84,7.9817
1983,5,1,1,721,12.3394
1983,5,1,2,347,11.2764
1983,5,1,3,302,8.6265
1983,5,1,4,328,8.2739
1983,5,1,5,453,9.2347
1983,5,2,1,217,5.6267
1983,5,2,2,130,6.6883
1983,5,2,3,114,4.7955
1983,5,2,4,69,3.4181
1983,5,2,5,79,4.7994
1983,5,3,1,194,0.7706
1983,5,3,2,136,-1.2639
1983,5,3,3,112,0.3473
1983,5,3,4,132,-0.2808
1983,5,3,5,84,0.6411
1983,6,1,1,710,4.1472
1983,6,1,2,347,6.6021
1983,6,1,3,301,3.8431
1983,6,1,4,327,3.8857
1983,6,1,5,451,4.4696
1983,6,2,1,217,5.5859
1983,6,2,2,130,7.5495
1983,6,2,3,113,6.9916
1983,6,2,4,69,3.1441
1983,6,2,5,77,2.7796
1983,6,3,1,194,6.0787
1983,6,3,2,136,5.2810
1983,6,3,3,112,3.9509
1983,6,3,4,132,1.2734
1983,6,3,5,83,1.9484
1983,7,1,1,725,-6.3378
1983,7,1,2,438,-2.1803
1983,7,1,3,384,-1.2090
1983,7,1,4,338,0.7173
1983,7,1,5,500,0.8580
1983,7,2,1,242,-6.5789
1983,7,2,2,135,-3.8138
1983,7,2,3,109,-0.2133
1983,7,2,4,89,0.8432
1983,7,2,5,77,1.2283
1983,7,3,1,222,-4.8309
1983,7,3,2,135,-5.1909
1983,7,3,3,122,-3.2304
1983,7,3,4,124,-0.4810
1983,7,3,5,79,-1.4739
1983,8,1,1,722,-6.1982
1983,8,1,2,435,-3.6436
1983,8,1,3,383,-2.3486
1983,8,1,4,335,-4.7148
1983,8,1,5,497,-1.5360
1983,8,2,1,242,-4.7962
1983,8,2,2,133,-4.8298
1983,8,2,3,109,-2.6573
1983,8,2,4,87,-1.4351
1983,8,2,5,77,0.2838
1983,8,3,1,222,-1.2667
1983,8,3,2,134,-1.6126
1983,8,3,3,122,-0.0242
1983,8,3,4,124,4.4177
1983,8,3,5,79,6.0798
1983,9,1,1,719,-2.8675
1983,9,1,2,432,0.1212
1983,9,1,3,377,0.3027
1983,9,1,4,335,1.2791
1983,9,1,5,491,1.2868
1983,9,2,1,242,1.9022
1983,9,2,2,132,1.5431
1983,9,2,3,107,2.9674
1983,9,2,4,87,4.4473
1983,9,2,5,75,3.6689
1983,9,3,1,222,2.8481
1983,9,3,2,134,3.9515
1983,9,3,3,122,1.4727
1983,9,3,4,122,-0.5673
1983,9,3,5,79,0.9557
1983,10,1,1,713,-10.5392
1983,10,1,2,430,-6.1086
1983,10,1,3,376,-5.7586
1983,10,1,4,332,-4.6640
1983,10,1,5,489,-3.2959
1983,10,2,1,240,-9.2507
1983,10,2,2,132,-7.5912
1983,10,2,3,107,-3.6571
1983,10,2,4,87,-2.2619
1983,10,2,5,75,-2.6766
1983,10,3,1,222,-3.7085
1983,10,3,2,133,-2.2565
1983,10,3,3,120,-0.0778
1983,10,3,4,122,-0.3740
1983,10,3,5,78,-0.4631
1983,11,1,1,711,3.5742
1983,11,1,2,427,3.2915
1983,11,1,3,372,3.0055
1983,11,1,4,329,2.8728
1983,11,1,5,485,3.6480
1983,11,2,1,239,5.5860
1983,11,2,2,132,5.9990
1983,11,2,3,106,5.3111
1983,11,2,4,84,4.6553
1983,11,2,5,75,3.9834
1983,11,3,1,222,2.2868
1983,11,3,2,133,3.3670
1983,11,3,3,120,3.5803
1983,11,3,4,122,1.7471
1983,11,3,5,77,0.6937
1983,12,1,1,710,-5.3212
1983,12,1,2,423,-1.1425
1983,12,1,3,370,-0.9575
1983,12,1,4,327,-0.3746
1983,12,1,5,481,-0.1294
1983,12,2,1,239,-2.9664
1983,12,2,2,132,-1.8755
1983,12,2,3,106,-0.3175
1983,12,2,4,84,-0.5611
1983,12,2,5,74,-0.4707
1983,12,3,1,222,-0.9797
1983,12,3,2,133,-0.0879
1983,12,3,3,120,-2.1533
1983,12,3,4,122,-0.9378
1983,12,3,5,77,0.2022
1984,1,1,1,704,-2.1381
1984,1,1,2,420,-1.0072
1984,1,1,3,365,-0.3703
1984,1,1,4,325,0.8635
1984,1,1,5,478,3.0718
1984,1,2,1,239,-6.5841
1984,1,2,2,132,-2.1549
1984,1,2,3,105,-2.6254
1984,1,2,4,84,0.1073
1984,1,2,5,74,2.6141
1984,1,3,1,222,-6.1573
1984,1,3,2,131,-2.0479
1984,1,3,3,120,0.6898
1984,1,3,4,122,1.1854
1984,1,3,5,75,5.2959
1984,2,1,1,695,-7.3477
1984,2,1,2,416,-6.9385
1984,2,1,3,362,-5.6616
1984,2,1,4,319,-4.9713
1984,2,1,5,470,-4.1616
1984,2,2,1,238,-7.4044
1984,2,2,2,132,-6.0942
1984,2,2,3,104,-3.9979
1984,2,2,4,84,-3.8517
1984,2,2,5,74,-2.7112
1984,2,3,1,221,-4.1946
1984,2,3,2,131,-6.3180
1984,2,3,3,120,-4.2671
1984,2,3,4,122,-2.7176
1984,2,3,5,75,-0.4004
1984,3,1,1,692,-1.1859
1984,3,1,2,413,1.6053
1984,3,1,3,359,0.9056
1984,3,1,4,316,1.2073
1984,3,1,5,464,2.4186
1984,3,2,1,236,0.3825
1984,3,2,2,130,0.8142
1984,3,2,3,104,1.5100
1984,3,2,4,83,0.7309
1984,3,2,5,72,4.1143
1984,3,3,1,221,1.3059
1984,3,3,2,131,2.6603
1984,3,3,3,119,0.6760
1984,3,3,4,122,1.9162
1984,3,3,5,74,1.0081
1984,4,1,1,688,-4.0978
1984,4,1,2,413,-1.5917
1984,4,1,3,357,-1.0777
1984,4,1,4,316,0.4176
1984,4,1,5,460,-1.0637
1984,4,2,1,235,-0.7946
1984,4,2,2,130,1.8089
1984,4,2,3,103,1.1930
1984,4,2,4,82,-1.4089
1984,4,2,5,70,1.3324
1984,4,3,1,221,1.0542
1984,4,3,2,131,-0.5940
1984,4,3,3,119,0.7673
1984,4,3,4,122,1.4099
1984,4,3,5,74,1.3416
1984,5,1,1,684,-6.2403
1984,5,1,2,412,-4.8857
1984,5,1,3,355,-4.9922
1984,5,1,4,315,-4.4488
1984,5,1,5,455,-2.8771
1984,5,2,1,235,-6.6924
1984,5,2,2,128,-4.2443
1984,5,2,3,101,-6.0950
1984,5,2,4,82,-2.3270
1984,5,2,5,70,-5.5990
1984,5,3,1,221,-4.9878
1984,5,3,2,130,-4.1435
1984,5,3,3,119,-4.9802
1984,5,3,4,122,-3.7667
1984,5,3,5,74,-6.4466
1984,6,1,1,678,1.1488
1984,6,1,2,410,3.6015
1984,6,1,3,351,2.1775
1984,6,1,4,314,1.6416
1984,6,1,5,448,1.6461
1984,6,2,1,232,5.3539
1984,6,2,2,128,4.9434
1984,6,2,3,100,2.7212
1984,6,2,4,82,0.6126
1984,6,2,5,70,-0.6962
1984,6,3,1,221,4.0089
1984,6,3,2,130,4.9036
1984,6,3,3,119,2.5369
1984,6,3,4,122,-0.7455
1984,6,3,5,74,1.6521
1984,7,1,1,980,-7.5946
1984,7,1,2,486,-5.6099
1984,7,1,3,379,-5.4175
1984,7,1,4,354,-1.4001
1984,7,1,5,400,-2.8296
1984,7,2,1,255,-4.8408
1984,7,2,2,138,-5.3174
1984,7,2,3,94,-3.7812
1984,7,2,4,82,-4.7196
1984,7,2,5,81,-5.1293
1984,7,3,1,181,-0.5270
1984,7,3,2,141,-1.7670
1984,7,3,3,111,-1.7475
1984,7,3,4,122,-2.6867
1984,7,3,5,110,-2.1214
1984,8,1,1,974,11.5065
1984,8,1,2,484,11.6659
1984,8,1,3,378,9.7915
1984,8,1,4,347,6.4041
1984,8,1,5,393,9.1039
1984,8,2,1,254,15.9176
1984,8,2,2,136,12.3680
1984,8,2,3,94,11.7027
1984,8,2,4,82,10.2227
1984,8,2,5,81,10.0374
1984,8,3,1,180,11.5307
1984,8,3,2,140,9.9864
1984,8,3,3,111,11.2706
1984,8,3,4,121,10.8019
1984,8,3,5,109,11.5991
1984,9,1,1,970,-2.6485
1984,9,1,2,483,-1.8135
1984,9,1,3,376,0.0794
1984,9,1,4,343,1.4125
1984,9,1,5,389,1.9278
1984,9,2,1,253,-4.0912
1984,9,2,2,136,0.6159
1984,9,2,3,93,0.8792
1984,9,2,4,81,0.1358
1984,9,2,5,81,1.1200
1984,9,3,1,180,-2.8648
1984,9,3,2,138,-1.4940
1984,9,3,3,111,-1.3357
1984,9,3,4,121,1.6615
1984,9,3,5,109,3.1147
1984,10,1,1,958,-4.2440
1984,10,1,2,478,-1.8789
1984,10,1,3,372,-2.4397
1984,10,1,4,337,-1.8752
1984,10,1,5,380,-2.3222
1984,10,2,1,251,-2.3603
1984,10,2,2,136,-0.5889
1984,10,2,3,91,-0.8446
1984,10,2,4,80,-0.9416
1984,10,2,5,79,0.2351
1984,10,3,1,180,0.4941
1984,10,3,2,136,1.4556
1984,10,3,3,111,0.6998
1984,10,3,4,120,-0.2235
1984,10,3,5,109,-0.9437
1984,11,1,1,949,-5.4517
1984,11,1,2,475,-3.6310
1984,11,1,3,364,-2.0395
1984,11,1,4,334,-1.3991
1984,11,1,5,375,-1.9550
1984,11,2,1,252,-4.5176
1984,11,2,2,136,-1.9188
1984,11,2,3,90,0.4821
1984,11,2,4,79,-1.0140
1984,11,2,5,79,0.7016
1984,11,3,1,179,-2.8949
1984,11,3,2,135,-0.3641
1984,11,3,3,110,-1.7077
1984,11,3,4,120,-0.6768
1984,11,3,5,109,1.5925
1984,12,1,1,933,0.4396
1984,12,1,2,469,0.9198
1984,12,1,3,360,0.2690
1984,12,1,4,330,1.0147
1984,12,1,5,371,-0.1706
1984,12,2,1,251,3.2583
1984,12,2,2,135,1.8122
1984,12,2,3,90,1.9848
1984,12,2,4,79,1.5827
1984,12,2,5,79,2.2780
1984,12,3,1,178,2.8321
1984,12,3,2,135,2.0947
1984,12,3,3,110,1.8824
1984,12,3,4,117,2.7295
1984,12,3,5,108,0.7937
1985,1,1,1,930,15.6857
1985,1,1,2,463,15.1454
1985,1,1,3,355,11.1403
1985,1,1,4,330,9.9641
1985,1,1,5,369,7.9370
1985,1,2,1,251,14.6638
1985,1,2,2,133,11.8204
1985,1,2,3,90,9.2851
1985,1,2,4,79,9.3941
1985,1,2,5,79,7.1876
1985,1,3,1,178,10.3800
1985,1,3,2,133,8.5999
1985,1,3,3,110,7.8986
1985,1,3,4,117,6.9144
