year,month,rank_ME,rank_TV_1,nstocks,ret_vw
1967,1,1,1,73,11.6876
1967,1,1,2,70,15.9957
1967,1,1,3,81,18.3177
1967,1,1,4,168,19.8712
1967,1,1,5,540,22.6575
1967,1,2,1,64,10.5710
1967,1,2,2,61,14.0579
1967,1,2,3,79,16.0819
1967,1,2,4,80,16.5028
1967,1,2,5,130,18.4715
1967,1,3,1,155,7.1121
1967,1,3,2,143,6.6565
1967,1,3,3,135,8.5041
1967,1,3,4,124,10.8939
1967,1,3,5,56,14.1528
1967,2,1,1,61,2.6930
1967,2,1,2,55,5.2802
1967,2,1,3,93,3.5755
1967,2,1,4,163,4.2122
1967,2,1,5,564,6.7608
1967,2,2,1,58,0.8885
1967,2,2,2,59,2.9426
1967,2,2,3,72,1.1791
1967,2,2,4,104,2.5451
1967,2,2,5,119,3.5816
1967,2,3,1,169,1.4144
1967,2,3,2,158,0.3682
1967,2,3,3,135,0.0394
1967,2,3,4,89,0.9308
1967,2,3,5,63,3.5981
1967,3,1,1,51,6.9930
1967,3,1,2,85,6.7573
1967,3,1,3,83,5.6042
1967,3,1,4,159,8.2074
1967,3,1,5,551,6.8558
1967,3,2,1,61,3.6710
1967,3,2,2,53,6.1428
1967,3,2,3,74,8.1454
1967,3,2,4,110,5.2749
1967,3,2,5,123,6.8754
1967,3,3,1,166,4.1182
1967,3,3,2,154,4.3948
1967,3,3,3,131,3.9965
1967,3,3,4,100,5.8117
1967,3,3,5,63,4.0778
1967,4,1,1,57,3.4303
1967,4,1,2,71,4.2971
1967,4,1,3,105,5.1363
1967,4,1,4,161,3.5579
1967,4,1,5,534,5.2834
1967,4,2,1,64,3.4906
1967,4,2,2,51,3.8202
1967,4,2,3,70,3.2241
1967,4,2,4,101,4.6968
1967,4,2,5,139,2.7936
1967,4,3,1,153,4.3738
1967,4,3,2,149,3.1127
1967,4,3,3,133,5.8509
1967,4,3,4,113,6.7718
1967,4,3,5,64,2.2487
1967,5,1,1,65,0.4111
1967,5,1,2,74,2.5704
1967,5,1,3,105,0.2488
1967,5,1,4,165,1.4882
1967,5,1,5,510,-0.8100
1967,5,2,1,48,-1.4444
1967,5,2,2,68,-0.2679
1967,5,2,3,73,-0.9605
1967,5,2,4,92,-1.1438
1967,5,2,5,149,-3.2239
1967,5,3,1,155,-4.1665
1967,5,3,2,146,-4.1829
1967,5,3,3,140,-4.8128
1967,5,3,4,100,-4.2928
1967,5,3,5,72,-2.9559
1967,6,1,1,71,3.9714
1967,6,1,2,69,3.2057
1967,6,1,3,93,7.2165
1967,6,1,4,153,10.9731
1967,6,1,5,527,14.4577
1967,6,2,1,60,1.9562
1967,6,2,2,69,4.3050
1967,6,2,3,69,7.5198
1967,6,2,4,101,8.0106
1967,6,2,5,137,11.2933
1967,6,3,1,149,1.5505
1967,6,3,2,145,1.3573
1967,6,3,3,143,2.3701
1967,6,3,4,99,4.1016
1967,6,3,5,73,7.1991
1967,7,1,1,71,6.0919
1967,7,1,2,75,10.1747
1967,7,1,3,82,9.2642
1967,7,1,4,145,12.0396
1967,7,1,5,529,9.3017
1967,7,2,1,58,5.7123
1967,7,2,2,56,7.6900
1967,7,2,3,71,8.1744
1967,7,2,4,103,6.5600
1967,7,2,5,158,7.1977
1967,7,3,1,147,2.4163
1967,7,3,2,153,5.5715
1967,7,3,3,141,6.8334
1967,7,3,4,104,5.1584
1967,7,3,5,63,7.4083
1967,8,1,1,50,3.4194
1967,8,1,2,70,2.3491
1967,8,1,3,93,1.4223
1967,8,1,4,154,-0.5143
1967,8,1,5,531,-0.3203
1967,8,2,1,54,1.3624
1967,8,2,2,60,1.4893
1967,8,2,3,88,0.3175
1967,8,2,4,106,-0.5926
1967,8,2,5,139,-1.6352
1967,8,3,1,163,-0.6691
1967,8,3,2,156,-0.2955
1967,8,3,3,119,-1.3716
1967,8,3,4,103,-0.2344
1967,8,3,5,66,-3.4279
1967,9,1,1,51,4.5734
1967,9,1,2,55,5.9745
1967,9,1,3,104,7.8600
1967,9,1,4,142,6.7885
1967,9,1,5,551,9.4239
1967,9,2,1,62,2.9529
1967,9,2,2,73,4.9801
1967,9,2,3,73,3.6049
1967,9,2,4,94,5.4613
1967,9,2,5,145,6.3476
1967,9,3,1,164,3.2108
1967,9,3,2,134,2.9751
1967,9,3,3,131,2.6475
1967,9,3,4,117,4.5921
1967,9,3,5,60,2.0234
1967,10,1,1,46,-1.5407
1967,10,1,2,48,-2.9759
1967,10,1,3,94,-1.0099
1967,10,1,4,182,-2.7799
1967,10,1,5,536,-1.6910
1967,10,2,1,56,-2.8261
1967,10,2,2,72,-1.4010
1967,10,2,3,75,-4.1744
1967,10,2,4,112,-3.3626
1967,10,2,5,130,-2.9787
1967,10,3,1,161,-3.1225
1967,10,3,2,149,-1.6458
1967,10,3,3,130,-3.6076
1967,10,3,4,88,-3.4906
1967,10,3,5,75,-1.7214
1967,11,1,1,60,-1.4792
1967,11,1,2,56,1.4535
1967,11,1,3,100,1.3028
1967,11,1,4,154,2.1316
1967,11,1,5,536,-0.7793
1967,11,2,1,62,-0.3424
1967,11,2,2,77,0.4015
1967,11,2,3,74,0.9745
1967,11,2,4,99,1.9593
1967,11,2,5,135,1.1946
1967,11,3,1,157,1.5260
1967,11,3,2,135,-0.3803
1967,11,3,3,134,0.4971
1967,11,3,4,102,1.6465
1967,11,3,5,77,0.9971
1967,12,1,1,70,2.8274
1967,12,1,2,71,5.4650
1967,12,1,3,108,9.0804
1967,12,1,4,169,9.6595
1967,12,1,5,491,13.5137
1967,12,2,1,62,2.0641
1967,12,2,2,74,5.6683
1967,12,2,3,75,5.7815
1967,12,2,4,89,7.7203
1967,12,2,5,145,12.1203
1967,12,3,1,152,2.3509
1967,12,3,2,137,3.4738
1967,12,3,3,126,1.3911
1967,12,3,4,101,3.1733
1967,12,3,5,90,5.2087
1968,1,1,1,63,5.2222
1968,1,1,2,58,5.0918
1968,1,1,3,77,5.4589
1968,1,1,4,181,2.6115
1968,1,1,5,520,3.0518
1968,1,2,1,70,3.0098
1968,1,2,2,60,1.8970
1968,1,2,3,71,-1.3597
1968,1,2,4,101,-2.5081
1968,1,2,5,154,-2.3145
1968,1,3,1,141,-2.0070
1968,1,3,2,154,-5.9063
1968,1,3,3,136,-6.2068
1968,1,3,4,107,-6.9958
1968,1,3,5,67,-8.7281
1968,2,1,1,46,-1.1008
1968,2,1,2,56,-1.4783
1968,2,1,3,92,-3.1437
1968,2,1,4,126,-4.7011
1968,2,1,5,576,-8.8108
1968,2,2,1,65,-2.4288
1968,2,2,2,66,-3.0689
1968,2,2,3,81,-3.7117
1968,2,2,4,108,-5.4023
1968,2,2,5,136,-8.9069
1968,2,3,1,160,-1.9197
1968,2,3,2,144,-2.9749
1968,2,3,3,117,-3.2432
1968,2,3,4,99,-4.9891
1968,2,3,5,79,-9.0972
1968,3,1,1,64,-0.9982
1968,3,1,2,76,1.0030
1968,3,1,3,124,-1.4206
1968,3,1,4,206,-1.8661
1968,3,1,5,444,-2.0667
1968,3,2,1,54,-1.9878
1968,3,2,2,80,-1.2079
1968,3,2,3,71,-1.0660
1968,3,2,4,93,0.3912
1968,3,2,5,150,-1.0491
1968,3,3,1,155,-0.4335
1968,3,3,2,125,0.9691
1968,3,3,3,123,0.7599
1968,3,3,4,105,3.4241
1968,3,3,5,86,3.1371
1968,4,1,1,70,9.5904
1968,4,1,2,85,11.6746
1968,4,1,3,109,15.6338
1968,4,1,4,200,16.4043
1968,4,1,5,458,19.0575
1968,4,2,1,65,8.1870
1968,4,2,2,70,10.9460
1968,4,2,3,78,13.9319
1968,4,2,4,87,15.5991
1968,4,2,5,144,19.5059
1968,4,3,1,150,6.5292
1968,4,3,2,128,7.3563
1968,4,3,3,111,10.7158
1968,4,3,4,116,11.5027
1968,4,3,5,92,15.9088
1968,5,1,1,60,10.9135
1968,5,1,2,61,6.4097
1968,5,1,3,99,11.8751
1968,5,1,4,165,13.0817
1968,5,1,5,533,13.1593
1968,5,2,1,60,3.6404
1968,5,2,2,75,5.9594
1968,5,2,3,69,5.1392
1968,5,2,4,101,8.0758
1968,5,2,5,139,7.7408
1968,5,3,1,152,1.1017
1968,5,3,2,132,2.3500
1968,5,3,3,129,1.7078
1968,5,3,4,106,2.8245
1968,5,3,5,83,5.7061
1968,6,1,1,43,4.9039
1968,6,1,2,39,4.4389
1968,6,1,3,70,2.6222
1968,6,1,4,172,1.2948
1968,6,1,5,602,-0.5210
1968,6,2,1,61,4.2759
1968,6,2,2,63,3.2065
1968,6,2,3,79,1.0542
1968,6,2,4,101,0.4098
1968,6,2,5,142,-2.4691
1968,6,3,1,151,2.5194
1968,6,3,2,152,0.6258
1968,6,3,3,129,-0.2221
1968,6,3,4,103,-1.8685
1968,6,3,5,64,-1.6279
1968,7,1,1,49,-1.2192
1968,7,1,2,64,-3.5736
1968,7,1,3,100,-3.0071
1968,7,1,4,162,-3.4596
1968,7,1,5,536,-3.9904
1968,7,2,1,60,-0.0290
1968,7,2,2,74,-0.7563
1968,7,2,3,83,-3.8591
1968,7,2,4,108,-4.5190
1968,7,2,5,126,-5.5417
1968,7,3,1,148,0.3479
1968,7,3,2,139,-2.8136
1968,7,3,3,129,-4.3298
1968,7,3,4,103,-4.9891
1968,7,3,5,77,-3.6881
1968,8,1,1,52,2.2758
1968,8,1,2,68,4.0949
1968,8,1,3,93,4.7478
1968,8,1,4,193,4.6584
1968,8,1,5,498,4.5157
1968,8,2,1,66,1.3132
1968,8,2,2,58,3.7948
1968,8,2,3,79,3.7608
1968,8,2,4,111,3.1180
1968,8,2,5,127,3.6602
1968,8,3,1,145,1.2074
1968,8,3,2,155,1.5663
1968,8,3,3,130,2.0505
1968,8,3,4,91,1.7354
1968,8,3,5,80,0.2475
1968,9,1,1,56,4.6344
1968,9,1,2,55,5.4206
1968,9,1,3,86,5.8654
1968,9,1,4,181,7.4330
1968,9,1,5,530,7.4540
1968,9,2,1,65,4.6930
1968,9,2,2,63,6.5284
1968,9,2,3,87,6.3613
1968,9,2,4,101,7.9843
1968,9,2,5,131,7.0581
1968,9,3,1,153,3.3128
1968,9,3,2,141,2.1822
1968,9,3,3,121,5.7752
1968,9,3,4,105,6.5302
1968,9,3,5,80,7.2346
1968,10,1,1,46,4.1628
1968,10,1,2,67,2.2505
1968,10,1,3,90,4.3393
1968,10,1,4,181,-0.0278
1968,10,1,5,518,-2.1252
1968,10,2,1,63,3.2746
1968,10,2,2,60,4.0861
1968,10,2,3,82,1.4742
1968,10,2,4,99,0.5041
1968,10,2,5,144,-1.5033
1968,10,3,1,150,1.0200
1968,10,3,2,140,1.2651
1968,10,3,3,135,0.1965
1968,10,3,4,102,1.1883
1968,10,3,5,78,-1.3268
1968,11,1,1,50,6.4642
1968,11,1,2,63,7.1855
1968,11,1,3,112,6.4552
1968,11,1,4,192,7.4316
1968,11,1,5,497,7.3342
1968,11,2,1,54,6.5071
1968,11,2,2,63,7.6012
1968,11,2,3,89,7.0505
1968,11,2,4,105,8.3396
1968,11,2,5,132,9.8350
1968,11,3,1,156,4.3929
1968,11,3,2,152,6.1393
1968,11,3,3,124,6.1687
1968,11,3,4,94,7.7857
1968,11,3,5,74,8.6282
1968,12,1,1,44,3.4802
1968,12,1,2,75,-0.0945
1968,12,1,3,101,2.6212
1968,12,1,4,188,0.3515
1968,12,1,5,501,2.8333
1968,12,2,1,57,-0.5547
1968,12,2,2,74,-1.1691
1968,12,2,3,77,-1.8001
1968,12,2,4,103,-1.4491
1968,12,2,5,143,-0.5065
1968,12,3,1,153,-4.4185
1968,12,3,2,140,-3.4763
1968,12,3,3,125,-3.1686
1968,12,3,4,105,-2.9046
1968,12,3,5,74,-4.3986
1969,1,1,1,64,0.6229
1969,1,1,2,67,0.2265
1969,1,1,3,101,-2.1053
1969,1,1,4,162,-1.3533
1969,1,1,5,517,-0.4543
1969,1,2,1,59,1.2667
1969,1,2,2,75,-1.0298
1969,1,2,3,81,-0.3931
1969,1,2,4,106,-1.7460
1969,1,2,5,133,-1.4085
1969,1,3,1,156,-0.8402
1969,1,3,2,140,-0.8850
1969,1,3,3,118,0.3752
1969,1,3,4,109,-1.8738
1969,1,3,5,77,-1.6025
1969,2,1,1,64,-4.2262
1969,2,1,2,64,-5.6285
1969,2,1,3,106,-7.7137
1969,2,1,4,154,-9.7109
1969,2,1,5,520,-11.9579
1969,2,2,1,60,-5.4132
1969,2,2,2,59,-6.9729
1969,2,2,3,65,-5.7927
1969,2,2,4,110,-8.9439
1969,2,2,5,160,-11.6513
1969,2,3,1,155,-3.2793
1969,2,3,2,141,-3.9058
1969,2,3,3,135,-6.0671
1969,2,3,4,106,-8.5562
1969,2,3,5,63,-9.4763
1969,3,1,1,54,0.4826
1969,3,1,2,66,1.1083
1969,3,1,3,128,2.3772
1969,3,1,4,182,2.3737
1969,3,1,5,493,2.0646
1969,3,2,1,68,-0.0626
1969,3,2,2,71,2.9870
1969,3,2,3,72,1.9345
1969,3,2,4,96,2.5447
1969,3,2,5,143,3.2139
1969,3,3,1,152,2.8197
1969,3,3,2,147,4.3034
1969,3,3,3,127,2.6467
1969,3,3,4,101,4.4521
1969,3,3,5,70,3.3617
1969,4,1,1,80,-0.3467
1969,4,1,2,63,-0.6642
1969,4,1,3,100,0.3213
1969,4,1,4,181,0.1872
1969,4,1,5,510,-1.9527
1969,4,2,1,63,0.3610
1969,4,2,2,67,0.6037
1969,4,2,3,77,2.0825
1969,4,2,4,90,-1.0886
1969,4,2,5,151,0.3184
1969,4,3,1,149,2.3010
1969,4,3,2,136,2.8064
1969,4,3,3,132,2.3721
1969,4,3,4,105,0.7451
1969,4,3,5,79,2.5471
1969,5,1,1,57,-0.4913
1969,5,1,2,74,0.5576
1969,5,1,3,98,1.2713
1969,5,1,4,175,1.2568
1969,5,1,5,527,0.8984
1969,5,2,1,62,0.8779
1969,5,2,2,71,0.9765
1969,5,2,3,75,-0.6954
1969,5,2,4,98,-0.1001
1969,5,2,5,152,-1.7076
1969,5,3,1,155,1.2241
1969,5,3,2,134,0.5387
1969,5,3,3,129,0.5315
1969,5,3,4,105,-1.1000
1969,5,3,5,82,-2.3418
1969,6,1,1,57,-7.3150
1969,6,1,2,78,-9.5191
1969,6,1,3,85,-10.3472
1969,6,1,4,163,-12.7176
1969,6,1,5,541,-15.1924
1969,6,2,1,57,-7.9765
1969,6,2,2,67,-9.1632
1969,6,2,3,86,-10.1596
1969,6,2,4,96,-12.0003
1969,6,2,5,157,-14.0724
1969,6,3,1,153,-3.8500
1969,6,3,2,139,-5.9046
1969,6,3,3,126,-7.3916
1969,6,3,4,112,-8.3286
1969,6,3,5,79,-11.9925
1969,7,1,1,55,-9.0463
1969,7,1,2,84,-7.5015
1969,7,1,3,99,-9.8587
1969,7,1,4,193,-10.9112
1969,7,1,5,512,-13.8797
1969,7,2,1,65,-6.0662
1969,7,2,2,65,-5.9139
1969,7,2,3,83,-8.8028
1969,7,2,4,97,-9.3748
1969,7,2,5,149,-11.0930
1969,7,3,1,153,-5.8111
1969,7,3,2,138,-4.7255
1969,7,3,3,131,-7.1121
1969,7,3,4,96,-7.0052
1969,7,3,5,89,-8.0195
1969,8,1,1,60,2.3978
1969,8,1,2,90,4.6071
1969,8,1,3,118,5.5426
1969,8,1,4,214,4.4602
1969,8,1,5,467,5.3576
1969,8,2,1,65,4.1813
1969,8,2,2,62,4.8578
1969,8,2,3,82,4.7884
1969,8,2,4,94,7.4014
1969,8,2,5,157,7.5701
1969,8,3,1,159,2.5759
1969,8,3,2,148,5.2037
1969,8,3,3,121,6.8615
1969,8,3,4,98,6.0014
1969,8,3,5,85,9.2413
1969,9,1,1,68,-0.7232
1969,9,1,2,85,-1.6901
1969,9,1,3,113,-0.9792
1969,9,1,4,189,-2.7084
1969,9,1,5,502,-4.5322
1969,9,2,1,76,-0.0185
1969,9,2,2,58,-0.9344
1969,9,2,3,76,-0.4940
1969,9,2,4,97,-0.5116
1969,9,2,5,157,-0.7706
1969,9,3,1,145,-2.6175
1969,9,3,2,143,-1.5472
1969,9,3,3,133,-3.1677
1969,9,3,4,110,-2.9573
1969,9,3,5,76,-4.3313
1969,10,1,1,77,5.9696
1969,10,1,2,79,8.6693
1969,10,1,3,110,10.1502
1969,10,1,4,208,12.1554
1969,10,1,5,482,12.1087
1969,10,2,1,62,5.8891
1969,10,2,2,69,5.9083
1969,10,2,3,82,8.5767
1969,10,2,4,95,7.7228
1969,10,2,5,165,9.4710
1969,10,3,1,150,5.1664
1969,10,3,2,146,4.8155
1969,10,3,3,134,4.7265
1969,10,3,4,98,7.0979
1969,10,3,5,85,4.4222
1969,11,1,1,61,-2.7761
1969,11,1,2,60,-4.0134
1969,11,1,3,89,-5.2264
1969,11,1,4,192,-6.1462
1969,11,1,5,558,-8.5054
1969,11,2,1,65,-3.7736
1969,11,2,2,66,-4.7030
1969,11,2,3,98,-4.2147
1969,11,2,4,92,-4.4118
1969,11,2,5,157,-5.5085
1969,11,3,1,163,-2.5891
1969,11,3,2,150,-2.6368
1969,11,3,3,130,-2.6730
1969,11,3,4,113,-4.0480
1969,11,3,5,62,-4.6291
1969,12,1,1,72,-4.9675
1969,12,1,2,64,-4.9731
1969,12,1,3,99,-6.8440
1969,12,1,4,195,-7.2674
1969,12,1,5,532,-10.5047
1969,12,2,1,58,-4.9166
1969,12,2,2,67,-2.8854
1969,12,2,3,79,-4.9245
1969,12,2,4,104,-4.9501
1969,12,2,5,169,-7.6938
1969,12,3,1,160,-0.1605
1969,12,3,2,154,-2.9314
1969,12,3,3,136,-1.2520
1969,12,3,4,106,-2.2324
1969,12,3,5,65,-3.7116
1970,1,1,1,67,-1.3267
1970,1,1,2,65,-0.6547
1970,1,1,3,109,-1.0783
1970,1,1,4,189,-2.5839
1970,1,1,5,541,-3.3989
1970,1,2,1,55,-2.0371
1970,1,2,2,83,-2.3049
1970,1,2,3,90,-4.7360
1970,1,2,4,83,-6.7217
1970,1,2,5,162,-11.3650
1970,1,3,1,167,-5.5927
1970,1,3,2,150,-7.6262
1970,1,3,3,126,-9.4015
1970,1,3,4,108,-10.7715
1970,1,3,5,66,-14.8289
1970,2,1,1,74,1.3863
1970,2,1,2,66,5.5228
1970,2,1,3,105,2.7726
1970,2,1,4,186,2.7446
1970,2,1,5,550,2.0259
1970,2,2,1,72,1.8328
1970,2,2,2,71,4.4946
1970,2,2,3,86,5.8088
1970,2,2,4,99,4.6138
1970,2,2,5,140,2.1113
1970,2,3,1,161,6.2092
1970,2,3,2,155,4.2364
1970,2,3,3,128,6.9336
1970,2,3,4,106,6.9136
1970,2,3,5,67,3.4404
1970,3,1,1,104,0.0024
1970,3,1,2,89,-2.4729
1970,3,1,3,146,-3.3298
1970,3,1,4,199,-2.6689
1970,3,1,5,446,-5.7349
1970,3,2,1,88,0.0725
1970,3,2,2,77,0.9545
1970,3,2,3,81,1.3706
1970,3,2,4,86,-4.7927
1970,3,2,5,140,-5.5031
1970,3,3,1,139,0.6996
1970,3,3,2,137,-0.0003
1970,3,3,3,129,0.0355
1970,3,3,4,122,-1.4934
1970,3,3,5,94,-3.5142
1970,4,1,1,83,-9.6888
1970,4,1,2,90,-12.7422
1970,4,1,3,130,-15.9257
1970,4,1,4,186,-17.4624
1970,4,1,5,504,-22.2911
1970,4,2,1,60,-10.9276
1970,4,2,2,75,-12.0968
1970,4,2,3,85,-13.7234
1970,4,2,4,94,-15.4048
1970,4,2,5,158,-22.0098
1970,4,3,1,155,-7.2295
1970,4,3,2,141,-9.1607
1970,4,3,3,144,-11.2358
1970,4,3,4,111,-12.9845
1970,4,3,5,68,-18.6161
1970,5,1,1,63,-10.7027
1970,5,1,2,73,-9.2074
1970,5,1,3,127,-10.0150
1970,5,1,4,219,-9.6983
1970,5,1,5,538,-9.2076
1970,5,2,1,61,-9.0452
1970,5,2,2,68,-10.0494
1970,5,2,3,87,-8.5181
1970,5,2,4,92,-9.6138
1970,5,2,5,154,-12.6858
1970,5,3,1,165,-4.5255
1970,5,3,2,150,-5.7932
1970,5,3,3,127,-6.3066
1970,5,3,4,96,-8.0404
1970,5,3,5,74,-13.3735
1970,6,1,1,79,-2.2498
1970,6,1,2,90,-2.8124
1970,6,1,3,141,-6.2724
1970,6,1,4,195,-8.9404
1970,6,1,5,512,-13.0228
1970,6,2,1,66,-3.7503
1970,6,2,2,76,-3.2129
1970,6,2,3,74,-6.3932
1970,6,2,4,92,-8.6237
1970,6,2,5,159,-11.7492
1970,6,3,1,159,-3.8593
1970,6,3,2,144,-3.9504
1970,6,3,3,135,-5.9300
1970,6,3,4,103,-7.2012
1970,6,3,5,68,-12.8940
1970,7,1,1,67,2.0602
1970,7,1,2,75,4.7177
1970,7,1,3,123,5.3748
1970,7,1,4,227,5.9141
1970,7,1,5,529,4.2374
1970,7,2,1,55,6.0561
1970,7,2,2,71,8.4549
1970,7,2,3,77,9.9109
1970,7,2,4,95,8.4391
1970,7,2,5,157,6.5204
1970,7,3,1,178,8.9769
1970,7,3,2,144,5.6757
1970,7,3,3,128,6.9885
1970,7,3,4,100,9.5669
1970,7,3,5,63,6.0489
1970,8,1,1,96,3.2663
1970,8,1,2,83,6.2221
1970,8,1,3,136,5.0539
1970,8,1,4,216,7.3513
1970,8,1,5,498,6.7952
1970,8,2,1,62,4.9424
1970,8,2,2,67,3.6426
1970,8,2,3,80,5.3305
1970,8,2,4,104,6.2061
1970,8,2,5,144,10.9765
1970,8,3,1,174,4.2064
1970,8,3,2,149,4.6839
1970,8,3,3,134,4.0310
1970,8,3,4,93,8.0773
1970,8,3,5,64,10.8160
1970,9,1,1,72,7.1368
1970,9,1,2,86,11.3487
1970,9,1,3,125,12.4178
1970,9,1,4,199,14.2121
1970,9,1,5,544,20.1321
1970,9,2,1,63,4.8044
1970,9,2,2,72,6.5333
1970,9,2,3,76,9.6898
1970,9,2,4,97,13.2711
1970,9,2,5,156,18.8456
1970,9,3,1,177,0.8531
1970,9,3,2,143,2.9283
1970,9,3,3,142,6.5854
1970,9,3,4,102,9.9219
1970,9,3,5,50,11.3835
1970,10,1,1,42,0.8401
1970,10,1,2,62,-1.7470
1970,10,1,3,104,0.3558
1970,10,1,4,208,-6.5811
1970,10,1,5,606,-11.1504
1970,10,2,1,54,-0.2430
1970,10,2,2,67,-0.3123
1970,10,2,3,89,-1.1891
1970,10,2,4,107,-6.4412
1970,10,2,5,144,-9.7400
1970,10,3,1,182,-0.2195
1970,10,3,2,147,-0.4640
1970,10,3,3,149,-1.8303
1970,10,3,4,96,-6.1054
1970,10,3,5,50,-8.0175
1970,11,1,1,57,-0.7243
1970,11,1,2,57,3.0401
1970,11,1,3,125,0.0266
1970,11,1,4,230,-0.5248
1970,11,1,5,554,-4.1313
1970,11,2,1,64,5.3746
1970,11,2,2,62,4.3476
1970,11,2,3,101,3.6735
1970,11,2,4,112,2.2227
1970,11,2,5,131,0.2693
1970,11,3,1,171,6.1037
1970,11,3,2,173,5.5139
1970,11,3,3,135,4.4536
1970,11,3,4,94,3.3587
1970,11,3,5,51,2.3418
1970,12,1,1,46,9.8896
1970,12,1,2,78,12.4021
1970,12,1,3,102,10.0883
1970,12,1,4,233,12.5054
1970,12,1,5,568,7.2945
1970,12,2,1,52,10.3450
1970,12,2,2,75,10.9650
1970,12,2,3,103,10.7968
1970,12,2,4,99,9.1585
1970,12,2,5,143,5.2111
1970,12,3,1,185,5.4991
1970,12,3,2,157,5.7960
1970,12,3,3,124,5.9693
1970,12,3,4,105,7.5695
1970,12,3,5,52,3.2902
1971,1,1,1,30,11.5860
1971,1,1,2,46,10.9660
1971,1,1,3,97,13.4682
1971,1,1,4,197,15.6313
1971,1,1,5,665,17.6188
1971,1,2,1,50,7.1375
1971,1,2,2,76,8.7062
1971,1,2,3,96,7.4751
1971,1,2,4,129,11.4388
1971,1,2,5,117,12.9076
1971,1,3,1,200,3.4605
1971,1,3,2,168,5.4505
1971,1,3,3,138,5.8189
1971,1,3,4,83,8.7753
1971,1,3,5,33,14.3149
1971,2,1,1,26,1.0050
1971,2,1,2,48,3.3188
1971,2,1,3,85,5.6495
1971,2,1,4,201,5.4129
1971,2,1,5,675,8.2005
1971,2,2,1,56,2.9396
1971,2,2,2,69,3.1606
1971,2,2,3,99,4.2839
1971,2,2,4,120,4.0062
1971,2,2,5,122,0.5976
1971,2,3,1,188,0.6998
1971,2,3,2,168,2.0363
1971,2,3,3,126,3.0747
1971,2,3,4,91,2.1705
1971,2,3,5,47,0.4017
1971,3,1,1,33,6.1872
1971,3,1,2,38,6.8893
1971,3,1,3,81,5.8164
1971,3,1,4,183,7.5539
1971,3,1,5,688,5.4085
1971,3,2,1,62,3.5830
1971,3,2,2,61,5.6672
1971,3,2,3,97,4.8614
1971,3,2,4,121,8.9597
1971,3,2,5,133,5.8856
1971,3,3,1,182,4.1292
1971,3,3,2,171,2.6398
1971,3,3,3,140,4.3021
1971,3,3,4,83,7.5200
1971,3,3,5,47,5.8704
1971,4,1,1,36,3.7334
1971,4,1,2,40,2.2193
1971,4,1,3,89,3.2723
1971,4,1,4,191,4.8320
1971,4,1,5,670,1.1981
1971,4,2,1,52,1.7713
1971,4,2,2,71,2.6870
1971,4,2,3,89,4.5871
1971,4,2,4,132,3.7748
1971,4,2,5,132,2.4929
1971,4,3,1,187,2.8503
1971,4,3,2,159,3.8997
1971,4,3,3,143,4.6928
1971,4,3,4,95,5.4123
1971,4,3,5,39,3.8313
1971,5,1,1,37,-1.3794
1971,5,1,2,51,-5.1071
1971,5,1,3,89,-4.6652
1971,5,1,4,199,-6.0207
1971,5,1,5,650,-6.8216
1971,5,2,1,57,-2.7564
1971,5,2,2,78,-2.5098
1971,5,2,3,90,-3.3651
1971,5,2,4,127,-5.5780
1971,5,2,5,124,-6.6548
1971,5,3,1,180,-4.2043
1971,5,3,2,152,-2.9917
1971,5,3,3,141,-1.9954
1971,5,3,4,94,-2.8690
1971,5,3,5,57,-2.0429
1971,6,1,1,56,-3.6305
1971,6,1,2,50,-1.4944
1971,6,1,3,111,-0.8231
1971,6,1,4,179,-1.8967
1971,6,1,5,627,-3.4393
1971,6,2,1,67,0.5642
1971,6,2,2,79,-1.5446
1971,6,2,3,80,-0.0971
1971,6,2,4,116,-0.9838
1971,6,2,5,135,-2.5226
1971,6,3,1,169,0.2315
1971,6,3,2,153,1.9708
1971,6,3,3,132,-0.3590
1971,6,3,4,107,0.9203
1971,6,3,5,67,-3.4271
1971,7,1,1,67,-1.9172
1971,7,1,2,58,-2.6263
1971,7,1,3,107,-2.8491
1971,7,1,4,207,-5.0449
1971,7,1,5,588,-9.5382
1971,7,2,1,68,-1.6019
1971,7,2,2,76,-2.9075
1971,7,2,3,87,-2.7897
1971,7,2,4,118,-5.1183
1971,7,2,5,125,-8.7733
1971,7,3,1,168,-2.7588
1971,7,3,2,162,-4.5015
1971,7,3,3,131,-3.8677
1971,7,3,4,106,-7.6052
1971,7,3,5,58,-9.5185
1971,8,1,1,49,2.1411
1971,8,1,2,73,3.4239
1971,8,1,3,107,6.7665
1971,8,1,4,206,6.0569
1971,8,1,5,601,3.1178
1971,8,2,1,55,1.2092
1971,8,2,2,67,3.2435
1971,8,2,3,86,6.1792
1971,8,2,4,117,6.2499
1971,8,2,5,139,5.1029
1971,8,3,1,188,2.8978
1971,8,3,2,159,3.8182
1971,8,3,3,136,5.8245
1971,8,3,4,99,6.8322
1971,8,3,5,49,10.7034
1971,9,1,1,65,0.0308
1971,9,1,2,65,0.6172
1971,9,1,3,125,1.6104
1971,9,1,4,219,-1.7729
1971,9,1,5,569,-0.3886
1971,9,2,1,77,-0.4323
1971,9,2,2,73,-0.1708
1971,9,2,3,74,-0.4621
1971,9,2,4,118,-0.5660
1971,9,2,5,120,-1.6064
1971,9,3,1,171,-0.4829
