year,month,rank_ME,rank_TV_1,nstocks,ret_vw
1996,6,3,3,178,-0.2340
1996,6,3,4,181,-0.3970
1996,6,3,5,219,-6.9668
1996,7,1,1,58,-3.8484
1996,7,1,2,89,-5.7390
1996,7,1,3,156,-4.7603
1996,7,1,4,338,-7.2025
1996,7,1,5,2750,-12.3774
1996,7,2,1,89,-3.4087
1996,7,2,2,102,-6.6394
1996,7,2,3,158,-7.9991
1996,7,2,4,254,-7.4580
1996,7,2,5,621,-15.6606
1996,7,3,1,204,-4.5814
1996,7,3,2,208,-4.0768
1996,7,3,3,171,-6.4511
1996,7,3,4,170,-5.9778
1996,7,3,5,207,-11.1998
1996,8,1,1,90,2.9139
1996,8,1,2,97,2.1597
1996,8,1,3,183,2.6372
1996,8,1,4,417,4.3038
1996,8,1,5,2680,5.0525
1996,8,2,1,87,4.0469
1996,8,2,2,132,4.3013
1996,8,2,3,144,5.4485
1996,8,2,4,221,5.1802
1996,8,2,5,640,8.5226
1996,8,3,1,190,0.0633
1996,8,3,2,177,2.5511
1996,8,3,3,170,2.8317
1996,8,3,4,172,4.3580
1996,8,3,5,225,4.6926
1996,9,1,1,65,1.1823
1996,9,1,2,58,-0.6759
1996,9,1,3,149,3.4234
1996,9,1,4,352,2.0653
1996,9,1,5,2883,2.5406
1996,9,2,1,79,2.8156
1996,9,2,2,107,0.6659
1996,9,2,3,152,3.3204
1996,9,2,4,233,4.4691
1996,9,2,5,629,6.5455
1996,9,3,1,207,4.4283
1996,9,3,2,197,5.4155
1996,9,3,3,153,4.9058
1996,9,3,4,184,6.2568
1996,9,3,5,208,8.5249
1996,10,1,1,59,1.2650
1996,10,1,2,79,-0.0870
1996,10,1,3,162,0.5511
1996,10,1,4,386,-0.5793
1996,10,1,5,2813,-5.3580
1996,10,2,1,81,0.9380
1996,10,2,2,110,2.2170
1996,10,2,3,153,-0.8060
1996,10,2,4,240,-1.4499
1996,10,2,5,606,-4.5327
1996,10,3,1,203,2.7161
1996,10,3,2,190,2.6221
1996,10,3,3,174,-0.4053
1996,10,3,4,170,0.7507
1996,10,3,5,242,-5.3267
1996,11,1,1,68,3.3583
1996,11,1,2,75,2.7644
1996,11,1,3,167,2.1984
1996,11,1,4,370,3.1961
1996,11,1,5,2909,1.3957
1996,11,2,1,85,3.1784
1996,11,2,2,111,3.3869
1996,11,2,3,145,4.2716
1996,11,2,4,221,2.4602
1996,11,2,5,593,2.5708
1996,11,3,1,199,5.0802
1996,11,3,2,197,7.4690
1996,11,3,3,178,6.2859
1996,11,3,4,182,8.1060
1996,11,3,5,223,7.1770
1996,12,1,1,58,2.3198
1996,12,1,2,71,1.6331
1996,12,1,3,183,2.2649
1996,12,1,4,378,4.0447
1996,12,1,5,2939,-0.1301
1996,12,2,1,95,1.0864
1996,12,2,2,106,1.9338
1996,12,2,3,175,4.1243
1996,12,2,4,224,3.6568
1996,12,2,5,581,0.8111
1996,12,3,1,197,0.2467
1996,12,3,2,190,-1.8810
1996,12,3,3,182,-1.1162
1996,12,3,4,198,-3.0321
1996,12,3,5,211,-3.4892
1997,1,1,1,78,3.5903
1997,1,1,2,101,2.7787
1997,1,1,3,134,3.0881
1997,1,1,4,352,4.9849
1997,1,1,5,2961,6.2012
1997,1,2,1,88,0.7650
1997,1,2,2,113,2.6106
1997,1,2,3,162,3.5020
1997,1,2,4,230,3.3504
1997,1,2,5,590,3.7305
1997,1,3,1,203,3.9171
1997,1,3,2,204,4.1219
1997,1,3,3,181,4.5363
1997,1,3,4,166,7.8598
1997,1,3,5,246,8.1135
1997,2,1,1,82,-1.3600
1997,2,1,2,92,-0.6833
1997,2,1,3,156,0.0474
1997,2,1,4,413,-1.0553
1997,2,1,5,2903,-4.1099
1997,2,2,1,101,-0.1210
1997,2,2,2,129,0.7146
1997,2,2,3,122,1.1252
1997,2,2,4,231,-2.7856
1997,2,2,5,588,-8.0768
1997,2,3,1,179,1.2346
1997,2,3,2,190,2.1415
1997,2,3,3,215,0.1732
1997,2,3,4,172,-2.6679
1997,2,3,5,245,-8.0661
1997,3,1,1,86,-0.8320
1997,3,1,2,105,-4.0183
1997,3,1,3,198,-2.3373
1997,3,1,4,442,-4.4963
1997,3,1,5,2873,-8.0103
1997,3,2,1,103,-1.6890
1997,3,2,2,104,-0.7793
1997,3,2,3,138,-4.1813
1997,3,2,4,239,-3.3658
1997,3,2,5,547,-7.7943
1997,3,3,1,187,-0.6533
1997,3,3,2,201,-3.6920
1997,3,3,3,185,-4.4437
1997,3,3,4,192,-4.8592
1997,3,3,5,226,-6.2887
1997,4,1,1,91,-1.7501
1997,4,1,2,112,-3.9336
1997,4,1,3,212,-3.8239
1997,4,1,4,363,-3.9642
1997,4,1,5,2937,-5.5721
1997,4,2,1,111,1.4534
1997,4,2,2,116,3.2187
1997,4,2,3,137,0.0155
1997,4,2,4,219,-0.1553
1997,4,2,5,561,-2.4036
1997,4,3,1,187,0.4783
1997,4,3,2,182,5.7715
1997,4,3,3,199,4.0469
1997,4,3,4,165,8.1286
1997,4,3,5,247,3.5097
1997,5,1,1,94,6.4181
1997,5,1,2,139,9.9991
1997,5,1,3,195,8.2644
1997,5,1,4,435,10.4742
1997,5,1,5,2901,12.9602
1997,5,2,1,129,7.3539
1997,5,2,2,111,8.5180
1997,5,2,3,138,12.6343
1997,5,2,4,224,12.6013
1997,5,2,5,507,20.6479
1997,5,3,1,161,5.8112
1997,5,3,2,196,4.8997
1997,5,3,3,178,5.7509
1997,5,3,4,182,6.0437
1997,5,3,5,259,13.3887
1997,6,1,1,85,5.9686
1997,6,1,2,83,5.8294
1997,6,1,3,176,6.4756
1997,6,1,4,409,5.3945
1997,6,1,5,2986,2.8056
1997,6,2,1,101,3.9368
1997,6,2,2,98,5.4113
1997,6,2,3,147,5.4078
1997,6,2,4,223,6.7884
1997,6,2,5,541,5.9596
1997,6,3,1,201,4.1014
1997,6,3,2,207,5.3438
1997,6,3,3,176,3.5779
1997,6,3,4,188,5.0671
1997,6,3,5,228,0.1275
1997,7,1,1,84,3.4154
1997,7,1,2,117,5.4204
1997,7,1,3,160,5.7658
1997,7,1,4,373,5.6930
1997,7,1,5,2970,5.0382
1997,7,2,1,105,4.3963
1997,7,2,2,127,5.7369
1997,7,2,3,134,4.7269
1997,7,2,4,247,5.0594
1997,7,2,5,487,6.0535
1997,7,3,1,194,5.9554
1997,7,3,2,188,6.1436
1997,7,3,3,196,7.4807
1997,7,3,4,191,6.7294
1997,7,3,5,245,10.9988
1997,8,1,1,122,3.9232
1997,8,1,2,130,3.9225
1997,8,1,3,190,5.0180
1997,8,1,4,362,4.6232
1997,8,1,5,2918,4.5108
1997,8,2,1,117,2.6592
1997,8,2,2,113,2.6003
1997,8,2,3,158,3.4403
1997,8,2,4,199,2.2957
1997,8,2,5,518,5.1603
1997,8,3,1,174,-5.2215
1997,8,3,2,184,-5.5240
1997,8,3,3,191,-4.8386
1997,8,3,4,216,-3.2223
1997,8,3,5,248,-1.1019
1997,9,1,1,109,5.0198
1997,9,1,2,104,7.6131
1997,9,1,3,182,7.3849
1997,9,1,4,389,10.5394
1997,9,1,5,2958,9.6352
1997,9,2,1,107,6.4678
1997,9,2,2,124,5.7622
1997,9,2,3,136,6.8957
1997,9,2,4,256,7.4782
1997,9,2,5,471,9.2719
1997,9,3,1,188,4.7077
1997,9,3,2,198,4.5346
1997,9,3,3,198,4.9969
1997,9,3,4,201,4.8426
1997,9,3,5,220,5.4739
1997,10,1,1,107,-1.7893
1997,10,1,2,126,-2.1901
1997,10,1,3,200,-2.0407
1997,10,1,4,398,-2.4151
1997,10,1,5,2879,-4.4513
1997,10,2,1,109,-0.5194
1997,10,2,2,119,-3.0695
1997,10,2,3,168,-4.3159
1997,10,2,4,227,-4.2399
1997,10,2,5,494,-7.0966
1997,10,3,1,187,-3.3025
1997,10,3,2,191,-1.7131
1997,10,3,3,198,-4.5017
1997,10,3,4,203,-2.1732
1997,10,3,5,227,-7.7663
1997,11,1,1,171,0.8087
1997,11,1,2,198,0.3429
1997,11,1,3,245,-0.5098
1997,11,1,4,531,-0.8472
1997,11,1,5,2579,-5.1226
1997,11,2,1,117,1.5008
1997,11,2,2,133,-0.2931
1997,11,2,3,168,-0.1144
1997,11,2,4,220,-0.7747
1997,11,2,5,490,-4.4836
1997,11,3,1,176,6.5313
1997,11,3,2,175,4.6291
1997,11,3,3,182,4.6222
1997,11,3,4,191,4.3462
1997,11,3,5,277,1.6584
1997,12,1,1,171,1.9414
1997,12,1,2,143,1.1556
1997,12,1,3,238,-0.0772
1997,12,1,4,478,-1.3348
1997,12,1,5,2713,-7.1843
1997,12,2,1,118,3.2606
1997,12,2,2,122,1.5578
1997,12,2,3,169,3.0022
1997,12,2,4,231,0.6662
1997,12,2,5,473,-2.3034
1997,12,3,1,161,4.5710
1997,12,3,2,192,0.7716
1997,12,3,3,195,2.5610
1997,12,3,4,195,-0.7784
1997,12,3,5,260,-1.5999
1998,1,1,1,157,-1.1455
1998,1,1,2,156,-0.8891
1998,1,1,3,240,0.3014
1998,1,1,4,533,-0.3057
1998,1,1,5,2660,0.3804
1998,1,2,1,103,-0.8967
1998,1,2,2,117,0.4749
1998,1,2,3,168,0.6181
1998,1,2,4,242,0.1925
1998,1,2,5,479,-1.1773
1998,1,3,1,191,-1.9101
1998,1,3,2,198,0.8715
1998,1,3,3,180,1.9068
1998,1,3,4,203,4.2716
1998,1,3,5,230,3.0252
1998,2,1,1,178,4.0660
1998,2,1,2,178,5.9993
1998,2,1,3,230,7.4062
1998,2,1,4,482,6.9473
1998,2,1,5,2667,6.9006
1998,2,2,1,116,5.7752
1998,2,2,2,113,7.6038
1998,2,2,3,153,8.7545
1998,2,2,4,232,7.4940
1998,2,2,5,490,11.0282
1998,2,3,1,180,6.3637
1998,2,3,2,191,5.4147
1998,2,3,3,188,8.3085
1998,2,3,4,207,5.8970
1998,2,3,5,233,8.7173
1998,3,1,1,116,3.6085
1998,3,1,2,130,6.0481
1998,3,1,3,266,5.1728
1998,3,1,4,490,4.5494
1998,3,1,5,2709,4.3520
1998,3,2,1,95,4.2982
1998,3,2,2,117,5.5695
1998,3,2,3,155,4.9130
1998,3,2,4,257,6.6528
1998,3,2,5,467,4.3796
1998,3,3,1,199,7.0803
1998,3,3,2,218,4.4780
1998,3,3,3,195,5.5131
1998,3,3,4,202,2.2254
1998,3,3,5,210,3.7833
1998,4,1,1,137,1.8263
1998,4,1,2,140,1.9739
1998,4,1,3,224,1.7579
1998,4,1,4,463,2.0876
1998,4,1,5,2729,3.1920
1998,4,2,1,101,-0.3159
1998,4,2,2,114,0.7905
1998,4,2,3,145,-0.2845
1998,4,2,4,289,0.1060
1998,4,2,5,438,1.3790
1998,4,3,1,189,-0.9679
1998,4,3,2,202,0.2122
1998,4,3,3,206,1.5784
1998,4,3,4,191,0.8455
1998,4,3,5,241,3.1644
1998,5,1,1,176,-2.4170
1998,5,1,2,155,-2.5869
1998,5,1,3,228,-3.2422
1998,5,1,4,457,-3.4464
1998,5,1,5,2648,-7.6159
1998,5,2,1,114,-2.2569
1998,5,2,2,121,-3.2900
1998,5,2,3,144,-3.2852
1998,5,2,4,234,-5.0743
1998,5,2,5,484,-9.0418
1998,5,3,1,173,-1.2594
1998,5,3,2,190,-1.6310
1998,5,3,3,203,0.0924
1998,5,3,4,217,-3.6731
1998,5,3,5,252,-8.4592
1998,6,1,1,134,-0.3107
1998,6,1,2,143,-2.6683
1998,6,1,3,216,-4.6335
1998,6,1,4,437,-2.4930
1998,6,1,5,2751,-4.6866
1998,6,2,1,109,-1.4946
1998,6,2,2,101,-1.9868
1998,6,2,3,151,-0.4191
1998,6,2,4,254,-1.1361
1998,6,2,5,474,1.3475
1998,6,3,1,187,1.7454
1998,6,3,2,206,4.0312
1998,6,3,3,184,3.2674
1998,6,3,4,198,6.5743
1998,6,3,5,244,3.7937
1998,7,1,1,184,-4.0606
1998,7,1,2,145,-4.5128
1998,7,1,3,225,-3.7444
1998,7,1,4,491,-5.2330
1998,7,1,5,2498,-8.9558
1998,7,2,1,114,-3.5752
1998,7,2,2,117,-6.3087
1998,7,2,3,158,-6.8496
1998,7,2,4,249,-9.6560
1998,7,2,5,460,-9.2229
1998,7,3,1,162,-3.1951
1998,7,3,2,202,-2.7067
1998,7,3,3,198,-1.6574
1998,7,3,4,218,1.6901
1998,7,3,5,261,-4.3578
1998,8,1,1,184,-10.4828
1998,8,1,2,175,-17.0061
1998,8,1,3,211,-16.0984
1998,8,1,4,396,-20.3090
1998,8,1,5,2595,-25.8885
1998,8,2,1,124,-8.3259
1998,8,2,2,124,-17.7267
1998,8,2,3,153,-19.5578
1998,8,2,4,200,-21.3891
1998,8,2,5,473,-26.1607
1998,8,3,1,167,-7.6405
1998,8,3,2,188,-11.1718
1998,8,3,3,197,-13.4216
1998,8,3,4,224,-14.0224
1998,8,3,5,273,-22.3316
1998,9,1,1,191,-4.0803
1998,9,1,2,158,-4.6656
1998,9,1,3,247,-0.7033
1998,9,1,4,542,2.5394
1998,9,1,5,2466,7.9317
1998,9,2,1,101,0.3990
1998,9,2,2,126,4.6359
1998,9,2,3,151,3.9052
1998,9,2,4,239,8.6162
1998,9,2,5,437,12.6322
1998,9,3,1,180,6.6390
1998,9,3,2,200,6.2780
1998,9,3,3,212,7.6828
1998,9,3,4,209,6.8249
1998,9,3,5,215,13.9445
1998,10,1,1,232,1.3328
1998,10,1,2,172,5.4881
1998,10,1,3,283,3.3791
1998,10,1,4,515,4.6860
1998,10,1,5,2316,5.0319
1998,10,2,1,108,3.4265
1998,10,2,2,124,3.5964
1998,10,2,3,150,4.1634
1998,10,2,4,218,6.0437
1998,10,2,5,457,7.7186
1998,10,3,1,154,2.5941
1998,10,3,2,190,5.1881
1998,10,3,3,224,7.8642
1998,10,3,4,212,9.8630
1998,10,3,5,268,9.8766
1998,11,1,1,168,3.3527
1998,11,1,2,212,4.9053
1998,11,1,3,275,10.9893
1998,11,1,4,593,7.6463
1998,11,1,5,2179,11.9039
1998,11,2,1,95,2.9190
1998,11,2,2,120,6.6615
1998,11,2,3,163,6.3338
1998,11,2,4,239,5.0620
1998,11,2,5,465,8.5289
1998,11,3,1,187,4.9632
1998,11,3,2,189,5.9388
1998,11,3,3,212,6.6302
1998,11,3,4,235,9.0776
1998,11,3,5,221,7.1259
1998,12,1,1,114,-0.1763
1998,12,1,2,137,-0.0395
1998,12,1,3,187,0.8332
1998,12,1,4,471,4.6299
1998,12,1,5,2443,1.2847
1998,12,2,1,95,3.8814
1998,12,2,2,109,4.2363
1998,12,2,3,169,5.6109
1998,12,2,4,261,6.9963
1998,12,2,5,467,6.3568
1998,12,3,1,199,5.7087
1998,12,3,2,226,5.3362
1998,12,3,3,209,8.8956
1998,12,3,4,227,9.1238
1998,12,3,5,197,16.8820
1999,1,1,1,166,0.0523
1999,1,1,2,135,1.2266
1999,1,1,3,213,1.7204
1999,1,1,4,463,6.8345
1999,1,1,5,2314,9.7740
1999,1,2,1,94,-2.2712
1999,1,2,2,122,-1.5804
1999,1,2,3,172,0.7851
1999,1,2,4,252,1.0613
1999,1,2,5,446,5.0065
1999,1,3,1,190,-3.7765
1999,1,3,2,206,0.6640
1999,1,3,3,229,6.6922
1999,1,3,4,248,9.3422
1999,1,3,5,217,14.7996
1999,2,1,1,182,-3.4969
1999,2,1,2,130,-3.5502
1999,2,1,3,190,-5.6068
1999,2,1,4,445,-6.3329
1999,2,1,5,2237,-7.8275
1999,2,2,1,108,-6.7267
1999,2,2,2,134,-9.3415
1999,2,2,3,150,-6.4786
1999,2,2,4,239,-7.7529
1999,2,2,5,476,-11.9655
1999,2,3,1,175,-2.1403
1999,2,3,2,193,-1.7016
1999,2,3,3,232,-1.5733
1999,2,3,4,233,-8.0215
1999,2,3,5,288,-6.7973
1999,3,1,1,173,-5.2136
1999,3,1,2,179,-6.6535
1999,3,1,3,246,-6.6961
1999,3,1,4,523,-4.0771
1999,3,1,5,2049,-1.0344
1999,3,2,1,121,-1.7906
1999,3,2,2,136,-1.9907
1999,3,2,3,153,-1.3504
1999,3,2,4,252,0.2172
1999,3,2,5,434,2.7763
1999,3,3,1,178,1.9064
1999,3,3,2,198,2.7694
1999,3,3,3,219,3.1491
1999,3,3,4,219,6.4615
1999,3,3,5,290,8.5772
1999,4,1,1,157,5.8922
1999,4,1,2,152,7.7836
1999,4,1,3,268,9.5312
1999,4,1,4,553,11.1293
1999,4,1,5,1981,11.1701
1999,4,2,1,111,5.9026
1999,4,2,2,116,10.4339
1999,4,2,3,158,9.8932
1999,4,2,4,260,8.0505
1999,4,2,5,469,9.0232
1999,4,3,1,193,5.1005
1999,4,3,2,218,4.0999
1999,4,3,3,220,2.0457
1999,4,3,4,218,3.5497
1999,4,3,5,241,6.2833
1999,5,1,1,181,5.0534
1999,5,1,2,187,5.1231
1999,5,1,3,245,2.6568
1999,5,1,4,484,5.2961
1999,5,1,5,2025,3.6535
1999,5,2,1,108,4.1032
1999,5,2,2,128,5.3075
1999,5,2,3,166,4.4361
1999,5,2,4,228,3.6220
1999,5,2,5,463,2.2427
1999,5,3,1,177,0.3190
1999,5,3,2,201,-0.9864
1999,5,3,3,196,-3.2053
1999,5,3,4,194,0.3704
1999,5,3,5,304,-5.7710
1999,6,1,1,171,5.4395
1999,6,1,2,192,4.4725
1999,6,1,3,225,5.0393
1999,6,1,4,413,3.8236
1999,6,1,5,2110,1.9005
1999,6,2,1,127,3.5891
1999,6,2,2,128,5.7180
1999,6,2,3,156,6.3436
1999,6,2,4,214,7.2604
1999,6,2,5,472,9.6302
1999,6,3,1,166,-2.8379
1999,6,3,2,202,6.3985
1999,6,3,3,201,4.1580
1999,6,3,4,220,9.2655
1999,6,3,5,280,7.1479
1999,7,1,1,161,2.1130
1999,7,1,2,162,1.5358
1999,7,1,3,240,1.8697
1999,7,1,4,462,1.2991
1999,7,1,5,1990,1.7984
1999,7,2,1,107,1.0227
1999,7,2,2,111,-0.4177
1999,7,2,3,151,-0.3216
1999,7,2,4,246,-1.0798
1999,7,2,5,491,-3.2390
1999,7,3,1,185,-2.2035
1999,7,3,2,178,-3.1055
1999,7,3,3,184,-3.3552
1999,7,3,4,218,-1.9898
1999,7,3,5,301,-2.9769
1999,8,1,1,122,-2.7534
1999,8,1,2,138,-4.1832
1999,8,1,3,222,-2.5781
1999,8,1,4,388,-0.8538
1999,8,1,5,2136,-3.7475
1999,8,2,1,126,-2.8582
1999,8,2,2,103,-3.2292
1999,8,2,3,134,-4.8263
1999,8,2,4,210,-3.3051
1999,8,2,5,528,-2.7745
1999,8,3,1,168,0.1591
1999,8,3,2,196,-1.8195
1999,8,3,3,199,-2.5097
1999,8,3,4,207,3.1790
1999,8,3,5,306,3.7497
1999,9,1,1,150,-4.4345
1999,9,1,2,141,-2.1144
1999,9,1,3,198,-1.8610
1999,9,1,4,454,-2.1438
1999,9,1,5,2040,-0.5889
1999,9,2,1,127,-1.9374
1999,9,2,2,112,-1.5462
1999,9,2,3,158,-0.7676
1999,9,2,4,220,1.6089
1999,9,2,5,497,3.5663
1999,9,3,1,155,-4.2831
1999,9,3,2,193,-4.4995
1999,9,3,3,183,-2.1443
1999,9,3,4,238,-1.1572
1999,9,3,5,317,2.2096
1999,10,1,1,167,-3.6557
1999,10,1,2,162,-2.2906
1999,10,1,3,232,-1.9606
1999,10,1,4,428,-3.3236
1999,10,1,5,1919,-2.2312
1999,10,2,1,131,-2.2450
1999,10,2,2,121,-3.2252
1999,10,2,3,149,-3.2021
1999,10,2,4,216,-4.0096
1999,10,2,5,522,2.7637
1999,10,3,1,150,4.0509
1999,10,3,2,180,8.3765
1999,10,3,3,202,2.9836
1999,10,3,4,228,1.4997
1999,10,3,5,349,11.7059
1999,11,1,1,193,2.4675
1999,11,1,2,172,5.5429
1999,11,1,3,291,6.7256
1999,11,1,4,454,9.2326
1999,11,1,5,1757,17.6945
1999,11,2,1,144,1.1749
1999,11,2,2,135,3.8747
1999,11,2,3,163,3.5838
1999,11,2,4,239,9.9436
1999,11,2,5,471,19.7988
1999,11,3,1,138,-4.8932
1999,11,3,2,192,2.3345
1999,11,3,3,205,3.9718
1999,11,3,4,248,5.0763
1999,11,3,5,370,13.3845
1999,12,1,1,149,-0.0686
1999,12,1,2,132,4.7008
1999,12,1,3,204,5.0000
1999,12,1,4,422,5.7329
1999,12,1,5,1856,15.7011
1999,12,2,1,113,-0.6815
1999,12,2,2,125,2.0735
1999,12,2,3,157,3.7457
1999,12,2,4,225,8.7810
1999,12,2,5,542,19.7279
1999,12,3,1,177,-2.3675
1999,12,3,2,202,12.1148
1999,12,3,3,193,2.8592
1999,12,3,4,241,12.5472
1999,12,3,5,411,23.1605
2000,1,1,1,149,-0.0576
2000,1,1,2,121,0.7401
2000,1,1,3,224,4.7396
2000,1,1,4,361,8.0663
2000,1,1,5,1812,13.0873
2000,1,2,1,116,-1.5171
2000,1,2,2,113,-4.1009
2000,1,2,3,145,-4.1982
2000,1,2,4,231,-0.0150
2000,1,2,5,586,1.3441
2000,1,3,1,178,-4.1106
2000,1,3,2,189,-1.7540
2000,1,3,3,215,-6.7240
2000,1,3,4,216,-5.8659
2000,1,3,5,500,-4.7453
2000,2,1,1,190,-0.9733
2000,2,1,2,169,4.8942
2000,2,1,3,211,3.3762
2000,2,1,4,385,7.7984
2000,2,1,5,1646,24.3168
2000,2,2,1,142,-0.3243
2000,2,2,2,115,-2.3594
2000,2,2,3,149,0.8635
2000,2,2,4,219,4.8314
2000,2,2,5,607,30.0092
2000,2,3,1,142,-6.9949
2000,2,3,2,166,-5.7449
2000,2,3,3,195,-7.3058
2000,2,3,4,228,0.4121
2000,2,3,5,579,19.9506
2000,3,1,1,176,2.1167
2000,3,1,2,150,2.7977
2000,3,1,3,220,-1.2198
2000,3,1,4,374,4.8691
2000,3,1,5,1553,-2.4691
2000,3,2,1,130,3.7582
2000,3,2,2,114,8.2051
2000,3,2,3,148,7.5287
2000,3,2,4,206,2.6168
2000,3,2,5,634,-6.1781
2000,3,3,1,151,5.9690
2000,3,3,2,178,10.2914
2000,3,3,3,184,10.6371
2000,3,3,4,253,7.4120
2000,3,3,5,650,-7.9675
2000,4,1,1,241,0.3540
2000,4,1,2,215,-2.9600
2000,4,1,3,220,-9.2893
2000,4,1,4,303,-6.8162
2000,4,1,5,1527,-19.2109
2000,4,2,1,170,4.0621
2000,4,2,2,131,2.5954
2000,4,2,3,144,-1.0142
2000,4,2,4,167,-4.1424
2000,4,2,5,667,-21.8194
2000,4,3,1,101,0.8996
2000,4,3,2,169,1.1905
2000,4,3,3,201,-5.4287
2000,4,3,4,219,-3.9312
2000,4,3,5,660,-13.8401
2000,5,1,1,191,-1.5771
2000,5,1,2,137,-2.6441
2000,5,1,3,190,0.5168
2000,5,1,4,295,-4.5385
2000,5,1,5,1843,-13.9984
2000,5,2,1,141,1.0812
2000,5,2,2,126,-0.4300
2000,5,2,3,126,1.2013
2000,5,2,4,164,-1.1973
2000,5,2,5,719,-12.0823
2000,5,3,1,121,1.5927
2000,5,3,2,171,2.5938
2000,5,3,3,172,-1.1512
2000,5,3,4,176,-4.2516
2000,5,3,5,577,-11.3768
2000,6,1,1,176,1.7278
2000,6,1,2,132,4.1725
2000,6,1,3,207,1.0893
2000,6,1,4,344,6.2075
2000,6,1,5,1907,12.8284
2000,6,2,1,131,0.8977
2000,6,2,2,109,-0.4061
2000,6,2,3,122,3.4334
2000,6,2,4,196,5.6301
2000,6,2,5,660,26.8022
2000,6,3,1,141,-1.2446
2000,6,3,2,169,-0.2069
2000,6,3,3,171,3.2466
2000,6,3,4,192,3.9408
2000,6,3,5,497,15.2490
2000,7,1,1,176,2.7531
2000,7,1,2,142,1.4132
2000,7,1,3,226,0.2798
2000,7,1,4,340,1.0119
2000,7,1,5,1777,-4.5436
2000,7,2,1,118,2.2254
2000,7,2,2,116,2.9486
2000,7,2,3,147,1.6761
2000,7,2,4,183,-1.5445
2000,7,2,5,619,-8.5981
2000,7,3,1,155,-1.2882
2000,7,3,2,168,-2.2842
2000,7,3,3,167,-3.7238
2000,7,3,4,185,-1.8645
2000,7,3,5,573,-7.0302
2000,8,1,1,182,3.1054
2000,8,1,2,152,3.6106
2000,8,1,3,212,4.7524
2000,8,1,4,390,6.2704
2000,8,1,5,1731,7.9960
2000,8,2,1,105,3.6619
2000,8,2,2,114,2.6386
2000,8,2,3,159,4.9277
2000,8,2,4,213,8.6377
2000,8,2,5,625,8.6013
2000,8,3,1,143,5.0503
2000,8,3,2,158,3.3957
2000,8,3,3,164,2.4426
2000,8,3,4,196,8.1493
2000,8,3,5,546,13.0246
2000,9,1,1,134,-0.9200
2000,9,1,2,113,2.0860
2000,9,1,3,176,0.4018
2000,9,1,4,351,-0.0297
2000,9,1,5,1868,-9.1458
2000,9,2,1,102,-2.4846
2000,9,2,2,119,-1.3965
2000,9,2,3,161,-2.0077
2000,9,2,4,227,-4.6338
2000,9,2,5,655,-9.7894
2000,9,3,1,154,5.0093
2000,9,3,2,167,-2.4724
2000,9,3,3,191,-10.9590
2000,9,3,4,223,-8.1810
2000,9,3,5,495,-9.1790
2000,10,1,1,194,-2.6506
2000,10,1,2,131,-5.1759
2000,10,1,3,188,-4.4508
2000,10,1,4,445,-9.0482
2000,10,1,5,1689,-12.4928
2000,10,2,1,130,1.8587
2000,10,2,2,130,-1.2649
2000,10,2,3,122,-0.0529
2000,10,2,4,233,-3.2228
2000,10,2,5,638,-13.6653
2000,10,3,1,140,1.7299
2000,10,3,2,179,-0.3424
2000,10,3,3,181,4.0486
2000,10,3,4,206,-5.0707
2000,10,3,5,493,-9.2110
2000,11,1,1,182,0.5739
2000,11,1,2,157,-2.7765
2000,11,1,3,211,-6.2649
2000,11,1,4,404,-9.3973
2000,11,1,5,1724,-22.5632
2000,11,2,1,122,1.7579
2000,11,2,2,126,-1.4990
2000,11,2,3,147,-3.4511
2000,11,2,4,210,-9.2529
2000,11,2,5,633,-25.5360
2000,11,3,1,140,3.0947
2000,11,3,2,152,-0.5350
2000,11,3,3,173,-2.9428
2000,11,3,4,202,-11.5002
2000,11,3,5,479,-23.0939
2000,12,1,1,122,-1.5158
2000,12,1,2,132,2.5008
2000,12,1,3,194,1.3573
2000,12,1,4,364,-2.2451
2000,12,1,5,1945,-7.2059
2000,12,2,1,115,6.8628
2000,12,2,2,94,8.1563
2000,12,2,3,158,11.4499
2000,12,2,4,212,8.8244
2000,12,2,5,634,2.4786
2000,12,3,1,155,4.5715
2000,12,3,2,169,0.7963
2000,12,3,3,169,2.7892
2000,12,3,4,198,0.1032
2000,12,3,5,357,-5.2167
2001,1,1,1,181,7.6755
2001,1,1,2,122,9.6275
2001,1,1,3,166,12.0216
2001,1,1,4,319,16.9961
2001,1,1,5,1976,42.0671
2001,1,2,1,85,2.4178
2001,1,2,2,110,3.6808
2001,1,2,3,164,6.1539
2001,1,2,4,214,9.8083
2001,1,2,5,612,20.0867
2001,1,3,1,156,-6.0574
2001,1,3,2,177,-3.6915
2001,1,3,3,158,3.7539
2001,1,3,4,199,17.6122
2001,1,3,5,337,10.8983
2001,2,1,1,199,2.5551
2001,2,1,2,137,-0.0046
2001,2,1,3,175,-0.8571
2001,2,1,4,359,-3.9432
2001,2,1,5,1844,-16.2586
2001,2,2,1,100,2.4206
2001,2,2,2,103,2.1521
2001,2,2,3,132,-0.0740
2001,2,2,4,225,-5.1594
2001,2,2,5,603,-21.1777
2001,2,3,1,143,-1.6747
2001,2,3,2,172,1.4228
2001,2,3,3,172,-2.0204
2001,2,3,4,182,-7.2101
2001,2,3,5,376,-29.8718
2001,3,1,1,160,0.4949
2001,3,1,2,111,-0.6118
2001,3,1,3,177,-2.7303
2001,3,1,4,399,-3.6701
2001,3,1,5,1966,-12.4958
