year,month,rank_ME,rank_IVFF_1,nstocks,ret_vw
1980,7,3,2,169,8.8686
1980,7,3,3,147,5.8713
1980,7,3,4,115,10.3263
1980,7,3,5,77,6.9349
1980,8,1,1,422,4.6387
1980,8,1,2,229,7.2915
1980,8,1,3,252,7.0204
1980,8,1,4,385,9.3266
1980,8,1,5,1061,10.4372
1980,8,2,1,140,2.6522
1980,8,2,2,118,4.7904
1980,8,2,3,136,6.6234
1980,8,2,4,165,7.6684
1980,8,2,5,179,6.2399
1980,8,3,1,207,1.5649
1980,8,3,2,173,1.0791
1980,8,3,3,146,1.4280
1980,8,3,4,102,5.5669
1980,8,3,5,79,2.3696
1980,9,1,1,430,3.6022
1980,9,1,2,203,2.9208
1980,9,1,3,233,4.5290
1980,9,1,4,402,5.3210
1980,9,1,5,1089,4.6841
1980,9,2,1,133,1.6159
1980,9,2,2,90,4.1322
1980,9,2,3,139,5.7489
1980,9,2,4,167,3.8562
1980,9,2,5,211,3.2100
1980,9,3,1,202,1.3720
1980,9,3,2,174,4.0199
1980,9,3,3,141,5.6486
1980,9,3,4,124,2.8676
1980,9,3,5,68,2.0408
1980,10,1,1,437,2.3551
1980,10,1,2,192,5.1972
1980,10,1,3,236,7.7372
1980,10,1,4,340,5.9249
1980,10,1,5,1147,7.3286
1980,10,2,1,147,1.2362
1980,10,2,2,102,2.1404
1980,10,2,3,126,3.7659
1980,10,2,4,163,5.6718
1980,10,2,5,219,5.1254
1980,10,3,1,192,0.9146
1980,10,3,2,162,1.5351
1980,10,3,3,136,1.4620
1980,10,3,4,133,5.5024
1980,10,3,5,92,0.9380
1980,11,1,1,463,2.0355
1980,11,1,2,218,5.4537
1980,11,1,3,240,6.2445
1980,11,1,4,341,7.8329
1980,11,1,5,1109,12.1774
1980,11,2,1,138,2.1456
1980,11,2,2,112,6.0955
1980,11,2,3,123,8.4790
1980,11,2,4,153,9.4083
1980,11,2,5,233,11.8548
1980,11,3,1,196,6.7080
1980,11,3,2,153,13.4950
1980,11,3,3,161,13.6511
1980,11,3,4,124,16.0591
1980,11,3,5,92,13.4796
1980,12,1,1,526,-1.5023
1980,12,1,2,199,-2.8020
1980,12,1,3,243,-4.5131
1980,12,1,4,352,-4.6685
1980,12,1,5,1057,-6.3347
1980,12,2,1,167,-1.0615
1980,12,2,2,104,0.1417
1980,12,2,3,114,-1.8326
1980,12,2,4,161,-3.9461
1980,12,2,5,226,-6.5286
1980,12,3,1,175,-1.7224
1980,12,3,2,158,-3.5666
1980,12,3,3,159,-4.3370
1980,12,3,4,127,-6.6818
1980,12,3,5,108,-7.7225
1981,1,1,1,494,1.5768
1981,1,1,2,207,3.4105
1981,1,1,3,231,2.0351
1981,1,1,4,361,0.6995
1981,1,1,5,1115,-1.5300
1981,1,2,1,156,2.2384
1981,1,2,2,98,2.7181
1981,1,2,3,122,-1.3130
1981,1,2,4,166,-1.5867
1981,1,2,5,228,-5.3405
1981,1,3,1,201,-2.1846
1981,1,3,2,175,-6.5958
1981,1,3,3,152,-4.8177
1981,1,3,4,122,-5.5634
1981,1,3,5,80,-7.6122
1981,2,1,1,517,1.2733
1981,2,1,2,220,-0.7524
1981,2,1,3,257,0.0372
1981,2,1,4,407,-0.5018
1981,2,1,5,1066,-3.2331
1981,2,2,1,153,2.3413
1981,2,2,2,106,1.4727
1981,2,2,3,110,2.1549
1981,2,2,4,189,1.4072
1981,2,2,5,180,-0.5185
1981,2,3,1,198,2.1199
1981,2,3,2,174,1.8438
1981,2,3,3,159,1.8045
1981,2,3,4,108,1.0207
1981,2,3,5,82,1.2137
1981,3,1,1,550,6.4433
1981,3,1,2,221,8.0079
1981,3,1,3,298,10.8603
1981,3,1,4,452,8.1804
1981,3,1,5,970,6.2548
1981,3,2,1,142,7.1308
1981,3,2,2,108,9.8091
1981,3,2,3,127,8.9356
1981,3,2,4,147,8.1641
1981,3,2,5,202,5.6313
1981,3,3,1,195,3.2018
1981,3,3,2,172,3.8507
1981,3,3,3,136,6.6194
1981,3,3,4,122,3.9931
1981,3,3,5,91,3.6913
1981,4,1,1,505,4.6199
1981,4,1,2,222,3.7492
1981,4,1,3,295,4.0529
1981,4,1,4,403,4.1308
1981,4,1,5,1080,1.1695
1981,4,2,1,137,4.2132
1981,4,2,2,123,3.9224
1981,4,2,3,131,3.1535
1981,4,2,4,156,2.6665
1981,4,2,5,187,-0.0076
1981,4,3,1,195,-1.7925
1981,4,3,2,174,-1.2469
1981,4,3,3,143,-1.1239
1981,4,3,4,129,-4.1996
1981,4,3,5,82,-2.5215
1981,5,1,1,474,1.5321
1981,5,1,2,234,2.0310
1981,5,1,3,294,3.2793
1981,5,1,4,398,4.8835
1981,5,1,5,1128,2.9557
1981,5,2,1,131,1.9079
1981,5,2,2,114,3.5316
1981,5,2,3,129,4.8798
1981,5,2,4,161,5.9280
1981,5,2,5,210,4.5712
1981,5,3,1,187,0.8402
1981,5,3,2,171,-0.1842
1981,5,3,3,166,0.5478
1981,5,3,4,114,2.1579
1981,5,3,5,85,0.8913
1981,6,1,1,516,1.9537
1981,6,1,2,233,1.0623
1981,6,1,3,227,0.2084
1981,6,1,4,385,-2.8757
1981,6,1,5,1207,-5.0111
1981,6,2,1,139,1.6634
1981,6,2,2,109,0.8117
1981,6,2,3,122,-2.9839
1981,6,2,4,148,-4.9162
1981,6,2,5,236,-7.1085
1981,6,3,1,201,-0.6475
1981,6,3,2,157,-0.9785
1981,6,3,3,140,-1.6179
1981,6,3,4,128,-1.8624
1981,6,3,5,94,-0.5580
1981,7,1,1,513,-2.4399
1981,7,1,2,249,-3.0810
1981,7,1,3,245,-1.9201
1981,7,1,4,410,-3.2456
1981,7,1,5,1219,-3.2904
1981,7,2,1,153,-2.2865
1981,7,2,2,108,-1.6857
1981,7,2,3,122,-1.2131
1981,7,2,4,135,-2.6968
1981,7,2,5,209,-0.9039
1981,7,3,1,181,-0.3804
1981,7,3,2,158,-2.4781
1981,7,3,3,142,2.0665
1981,7,3,4,139,3.7155
1981,7,3,5,96,1.6882
1981,8,1,1,524,-3.5152
1981,8,1,2,241,-7.9743
1981,8,1,3,282,-7.9094
1981,8,1,4,459,-9.7542
1981,8,1,5,1182,-11.8723
1981,8,2,1,148,-3.7490
1981,8,2,2,113,-6.0275
1981,8,2,3,120,-7.3518
1981,8,2,4,154,-8.1452
1981,8,2,5,197,-10.3081
1981,8,3,1,190,-4.0962
1981,8,3,2,151,-5.9268
1981,8,3,3,145,-5.5486
1981,8,3,4,114,-7.1822
1981,8,3,5,116,-7.3627
1981,9,1,1,464,-6.8610
1981,9,1,2,213,-10.4245
1981,9,1,3,299,-9.1412
1981,9,1,4,413,-10.0717
1981,9,1,5,1304,-11.9450
1981,9,2,1,138,-4.9433
1981,9,2,2,103,-5.2442
1981,9,2,3,131,-7.8304
1981,9,2,4,144,-7.6528
1981,9,2,5,223,-10.3819
1981,9,3,1,199,-2.4584
1981,9,3,2,158,-6.3229
1981,9,3,3,144,-6.6453
1981,9,3,4,118,-8.0717
1981,9,3,5,101,-15.3194
1981,10,1,1,392,3.6448
1981,10,1,2,214,6.2708
1981,10,1,3,295,9.4709
1981,10,1,4,384,9.2070
1981,10,1,5,1440,10.3823
1981,10,2,1,116,4.0755
1981,10,2,2,113,7.3287
1981,10,2,3,125,8.4228
1981,10,2,4,152,10.5541
1981,10,2,5,219,8.2589
1981,10,3,1,203,3.3538
1981,10,3,2,166,7.0637
1981,10,3,3,143,7.5616
1981,10,3,4,126,7.2872
1981,10,3,5,80,8.3168
1981,11,1,1,523,3.8941
1981,11,1,2,250,2.4312
1981,11,1,3,292,3.5944
1981,11,1,4,424,3.3503
1981,11,1,5,1259,-1.0133
1981,11,2,1,135,4.7021
1981,11,2,2,98,6.3413
1981,11,2,3,139,3.0993
1981,11,2,4,153,2.9005
1981,11,2,5,196,0.0933
1981,11,3,1,208,5.4897
1981,11,3,2,166,4.0730
1981,11,3,3,149,2.4804
1981,11,3,4,119,5.6998
1981,11,3,5,78,5.6439
1981,12,1,1,505,0.7606
1981,12,1,2,244,-0.2043
1981,12,1,3,273,-1.7890
1981,12,1,4,495,-2.7836
1981,12,1,5,1247,-3.6438
1981,12,2,1,157,-0.4949
1981,12,2,2,105,-1.5002
1981,12,2,3,110,-0.4909
1981,12,2,4,172,-2.1067
1981,12,2,5,183,-2.9955
1981,12,3,1,203,-1.7274
1981,12,3,2,162,-2.5545
1981,12,3,3,157,-3.3247
1981,12,3,4,121,-3.4994
1981,12,3,5,78,-6.5096
1982,1,1,1,465,-1.4010
1982,1,1,2,209,-1.1929
1982,1,1,3,302,-1.7535
1982,1,1,4,407,-1.4885
1982,1,1,5,1407,-2.4858
1982,1,2,1,137,-2.0609
1982,1,2,2,108,-3.6170
1982,1,2,3,115,-3.2575
1982,1,2,4,175,-4.9306
1982,1,2,5,181,-7.0258
1982,1,3,1,209,-0.1619
1982,1,3,2,180,-2.6072
1982,1,3,3,158,-4.3254
1982,1,3,4,110,-5.1112
1982,1,3,5,61,-10.1360
1982,2,1,1,598,-2.5134
1982,2,1,2,231,-2.5250
1982,2,1,3,305,-3.1323
1982,2,1,4,435,-5.5942
1982,2,1,5,1238,-8.7099
1982,2,2,1,138,-2.8674
1982,2,2,2,132,-3.5766
1982,2,2,3,125,-3.9588
1982,2,2,4,128,-6.6575
1982,2,2,5,186,-7.6211
1982,2,3,1,196,-3.7060
1982,2,3,2,145,-3.4876
1982,2,3,3,155,-6.5277
1982,2,3,4,128,-7.5341
1982,2,3,5,93,-12.7800
1982,3,1,1,529,-1.9992
1982,3,1,2,282,0.0088
1982,3,1,3,308,0.4183
1982,3,1,4,424,-2.2608
1982,3,1,5,1287,-2.4675
1982,3,2,1,137,-0.2888
1982,3,2,2,107,1.4905
1982,3,2,3,137,-2.2834
1982,3,2,4,136,-1.6029
1982,3,2,5,187,-2.7877
1982,3,3,1,203,0.4752
1982,3,3,2,174,-0.8791
1982,3,3,3,135,-1.5651
1982,3,3,4,119,-2.8844
1982,3,3,5,78,-1.9899
1982,4,1,1,539,3.9250
1982,4,1,2,280,5.3920
1982,4,1,3,306,7.1775
1982,4,1,4,405,7.2005
1982,4,1,5,1310,4.3388
1982,4,2,1,151,5.7312
1982,4,2,2,99,7.7629
1982,4,2,3,109,6.8120
1982,4,2,4,143,5.8532
1982,4,2,5,190,5.6031
1982,4,3,1,191,3.0240
1982,4,3,2,141,4.5500
1982,4,3,3,149,5.7133
1982,4,3,4,124,5.3677
1982,4,3,5,97,5.3227
1982,5,1,1,513,0.7524
1982,5,1,2,248,-1.5097
1982,5,1,3,304,-2.7839
1982,5,1,4,413,-1.3277
1982,5,1,5,1346,-4.3794
1982,5,2,1,125,-0.6750
1982,5,2,2,102,-1.4840
1982,5,2,3,123,-2.4870
1982,5,2,4,144,-5.2890
1982,5,2,5,200,-6.3543
1982,5,3,1,189,-1.1992
1982,5,3,2,168,-2.7017
1982,5,3,3,150,-3.7805
1982,5,3,4,114,-4.0671
1982,5,3,5,79,-4.3124
1982,6,1,1,495,-2.0443
1982,6,1,2,266,-3.5349
1982,6,1,3,271,-3.8294
1982,6,1,4,391,-3.0609
1982,6,1,5,1379,-5.9321
1982,6,2,1,132,-2.5479
1982,6,2,2,87,-2.4497
1982,6,2,3,149,-1.6110
1982,6,2,4,143,-1.1423
1982,6,2,5,181,-6.2475
1982,6,3,1,193,-0.9303
1982,6,3,2,182,-1.9719
1982,6,3,3,136,-2.4215
1982,6,3,4,116,-4.1991
1982,6,3,5,75,-2.9778
1982,7,1,1,604,-0.0778
1982,7,1,2,270,-0.4660
1982,7,1,3,315,-0.7455
1982,7,1,4,386,-1.6544
1982,7,1,5,1204,-4.2027
1982,7,2,1,148,-1.0235
1982,7,2,2,111,-0.6173
1982,7,2,3,130,1.7211
1982,7,2,4,136,-1.6294
1982,7,2,5,167,-3.5377
1982,7,3,1,187,-0.4509
1982,7,3,2,155,-2.4107
1982,7,3,3,150,-3.0265
1982,7,3,4,127,-5.3908
1982,7,3,5,73,-6.5053
1982,8,1,1,611,2.9971
1982,8,1,2,303,4.9913
1982,8,1,3,320,7.2646
1982,8,1,4,425,5.6264
1982,8,1,5,1132,6.8514
1982,8,2,1,143,8.2649
1982,8,2,2,112,8.7180
1982,8,2,3,137,11.6776
1982,8,2,4,131,11.0676
1982,8,2,5,157,8.9709
1982,8,3,1,188,11.9415
1982,8,3,2,157,13.3623
1982,8,3,3,145,13.3403
1982,8,3,4,125,13.0031
1982,8,3,5,76,10.4901
1982,9,1,1,595,5.8483
1982,9,1,2,284,5.7531
1982,9,1,3,307,3.6221
1982,9,1,4,444,6.3073
1982,9,1,5,1181,-0.0371
1982,9,2,1,140,6.6274
1982,9,2,2,110,4.4359
1982,9,2,3,115,3.3172
1982,9,2,4,133,2.3236
1982,9,2,5,173,0.2285
1982,9,3,1,174,0.8639
1982,9,3,2,157,1.2962
1982,9,3,3,147,0.8383
1982,9,3,4,138,0.9519
1982,9,3,5,70,1.3711
1982,10,1,1,552,9.0376
1982,10,1,2,221,12.2681
1982,10,1,3,281,17.3015
1982,10,1,4,342,13.7728
1982,10,1,5,1375,15.5951
1982,10,2,1,124,10.7198
1982,10,2,2,106,14.6834
1982,10,2,3,141,14.3306
1982,10,2,4,129,15.1404
1982,10,2,5,188,15.0399
1982,10,3,1,193,8.9732
1982,10,3,2,160,10.3465
1982,10,3,3,139,14.8760
1982,10,3,4,132,14.6127
1982,10,3,5,64,15.1250
1982,11,1,1,568,9.6857
1982,11,1,2,220,9.6743
1982,11,1,3,283,9.7849
1982,11,1,4,415,11.9201
1982,11,1,5,1259,9.2696
1982,11,2,1,121,8.3274
1982,11,2,2,98,9.0276
1982,11,2,3,136,9.6783
1982,11,2,4,143,9.5583
1982,11,2,5,191,6.9715
1982,11,3,1,175,4.1073
1982,11,3,2,164,4.6563
1982,11,3,3,156,5.4465
1982,11,3,4,117,5.3967
1982,11,3,5,79,2.6497
1982,12,1,1,458,2.3749
1982,12,1,2,220,3.0061
1982,12,1,3,253,2.6692
1982,12,1,4,319,1.1877
1982,12,1,5,1532,2.2462
1982,12,2,1,124,3.8893
1982,12,2,2,112,2.6023
1982,12,2,3,120,1.6361
1982,12,2,4,146,-0.2418
1982,12,2,5,188,0.7956
1982,12,3,1,189,2.5881
1982,12,3,2,179,0.8143
1982,12,3,3,146,2.2846
1982,12,3,4,110,0.6980
1982,12,3,5,75,-1.8621
1983,1,1,1,484,6.4707
1983,1,1,2,216,9.7214
1983,1,1,3,254,10.3119
1983,1,1,4,411,10.6705
1983,1,1,5,1402,13.8590
1983,1,2,1,127,4.2211
1983,1,2,2,117,6.6616
1983,1,2,3,118,4.9414
1983,1,2,4,153,9.9778
1983,1,2,5,194,7.5673
1983,1,3,1,181,4.5254
1983,1,3,2,161,3.2405
1983,1,3,3,155,3.3528
1983,1,3,4,126,5.0984
1983,1,3,5,72,6.3735
1983,2,1,1,454,6.8429
1983,2,1,2,234,7.0180
1983,2,1,3,254,8.2972
1983,2,1,4,344,7.6315
1983,2,1,5,1453,2.6732
1983,2,2,1,138,5.9249
1983,2,2,2,111,5.6791
1983,2,2,3,116,7.9998
1983,2,2,4,159,5.2169
1983,2,2,5,211,3.2199
1983,2,3,1,166,2.1707
1983,2,3,2,158,3.5447
1983,2,3,3,152,4.1987
1983,2,3,4,128,0.8546
1983,2,3,5,89,2.3039
1983,3,1,1,466,6.4270
1983,3,1,2,215,6.7518
1983,3,1,3,242,2.7247
1983,3,1,4,422,4.0453
1983,3,1,5,1427,3.5134
1983,3,2,1,124,4.9657
1983,3,2,2,100,3.2919
1983,3,2,3,130,3.6450
1983,3,2,4,161,4.3280
1983,3,2,5,182,2.1335
1983,3,3,1,187,2.3238
1983,3,3,2,180,3.3411
1983,3,3,3,145,4.4039
1983,3,3,4,109,3.0163
1983,3,3,5,81,-0.4536
1983,4,1,1,416,6.3143
1983,4,1,2,265,7.1479
1983,4,1,3,232,8.4477
1983,4,1,4,410,8.7043
1983,4,1,5,1464,7.3809
1983,4,2,1,115,4.9044
1983,4,2,2,111,9.0367
1983,4,2,3,134,7.1405
1983,4,2,4,135,6.8902
1983,4,2,5,210,6.0598
1983,4,3,1,191,6.7647
1983,4,3,2,163,7.2776
1983,4,3,3,134,6.1044
1983,4,3,4,134,7.7075
1983,4,3,5,84,8.4492
1983,5,1,1,424,7.1680
1983,5,1,2,248,9.4898
1983,5,1,3,304,10.1132
1983,5,1,4,447,11.4022
1983,5,1,5,1370,11.8359
1983,5,2,1,102,4.8107
1983,5,2,2,109,3.8581
1983,5,2,3,138,6.2199
1983,5,2,4,168,7.8591
1983,5,2,5,206,6.7820
1983,5,3,1,189,-2.0567
1983,5,3,2,171,0.8668
1983,5,3,3,148,0.3770
1983,5,3,4,131,4.5057
1983,5,3,5,70,6.6387
1983,6,1,1,375,5.4278
1983,6,1,2,229,5.4561
1983,6,1,3,250,4.6063
1983,6,1,4,410,5.4008
1983,6,1,5,1540,4.6502
1983,6,2,1,102,1.9953
1983,6,2,2,116,4.0103
1983,6,2,3,134,6.5651
1983,6,2,4,155,5.3024
1983,6,2,5,218,5.2842
1983,6,3,1,177,3.0320
1983,6,3,2,179,3.6381
1983,6,3,3,162,6.0607
1983,6,3,4,121,5.6042
1983,6,3,5,74,5.2681
1983,7,1,1,397,0.2676
1983,7,1,2,199,0.1090
1983,7,1,3,292,1.0671
1983,7,1,4,438,-2.6384
1983,7,1,5,1503,-4.7329
1983,7,2,1,114,0.9180
1983,7,2,2,112,-0.4559
1983,7,2,3,123,-3.8317
1983,7,2,4,162,-4.1533
1983,7,2,5,210,-7.2203
1983,7,3,1,172,-0.9635
1983,7,3,2,161,-3.5593
1983,7,3,3,165,-3.7723
1983,7,3,4,120,-6.4292
1983,7,3,5,95,-8.1040
1983,8,1,1,438,-2.3935
1983,8,1,2,285,-4.1055
1983,8,1,3,285,-2.9242
1983,8,1,4,456,-4.5363
1983,8,1,5,1410,-5.2946
1983,8,2,1,112,-3.3740
1983,8,2,2,103,-3.4657
1983,8,2,3,125,-4.3470
1983,8,2,4,170,-2.6353
1983,8,2,5,224,-5.0909
1983,8,3,1,183,2.3244
1983,8,3,2,158,-0.7924
1983,8,3,3,150,-0.2862
1983,8,3,4,127,1.3011
1983,8,3,5,92,0.6673
1983,9,1,1,458,1.7618
1983,9,1,2,287,1.0292
1983,9,1,3,309,2.3184
1983,9,1,4,417,-0.4592
1983,9,1,5,1474,-2.6955
1983,9,2,1,119,3.5377
1983,9,2,2,121,6.0895
1983,9,2,3,123,1.3542
1983,9,2,4,149,2.5666
1983,9,2,5,226,-1.0818
1983,9,3,1,156,2.6126
1983,9,3,2,152,2.5216
1983,9,3,3,153,-0.4533
1983,9,3,4,140,1.6696
1983,9,3,5,96,0.0041
1983,10,1,1,501,-2.3614
1983,10,1,2,279,-4.7586
1983,10,1,3,281,-6.1176
1983,10,1,4,447,-7.1970
1983,10,1,5,1472,-9.7374
1983,10,2,1,121,-1.7614
1983,10,2,2,117,-5.2069
1983,10,2,3,126,-5.9251
1983,10,2,4,161,-8.1659
1983,10,2,5,226,-11.3122
1983,10,3,1,173,0.7844
1983,10,3,2,151,-2.7157
1983,10,3,3,139,-3.9317
1983,10,3,4,132,-4.2239
1983,10,3,5,96,-5.5626
1983,11,1,1,497,1.3765
1983,11,1,2,246,3.8392
1983,11,1,3,274,4.1992
1983,11,1,4,501,5.1051
1983,11,1,5,1534,2.9912
1983,11,2,1,124,2.6254
1983,11,2,2,102,4.9640
1983,11,2,3,129,5.6879
1983,11,2,4,166,6.0216
1983,11,2,5,228,6.3450
1983,11,3,1,176,0.2931
1983,11,3,2,162,2.6738
1983,11,3,3,140,3.4233
1983,11,3,4,108,4.4437
1983,11,3,5,100,7.4250
1983,12,1,1,484,0.6759
1983,12,1,2,250,-0.3556
1983,12,1,3,300,-1.6022
1983,12,1,4,484,-2.3842
1983,12,1,5,1603,-4.5787
1983,12,2,1,119,-0.0896
1983,12,2,2,114,-0.6587
1983,12,2,3,131,-0.5257
1983,12,2,4,155,-1.5838
1983,12,2,5,221,-5.2550
1983,12,3,1,169,-0.6475
1983,12,3,2,171,-1.5991
1983,12,3,3,137,-0.2264
1983,12,3,4,135,-1.8689
1983,12,3,5,76,0.6391
1984,1,1,1,511,0.4557
1984,1,1,2,257,-0.3440
1984,1,1,3,286,-0.1584
1984,1,1,4,428,-1.6994
1984,1,1,5,1706,-0.6851
1984,1,2,1,128,-1.5949
1984,1,2,2,109,-2.1818
1984,1,2,3,122,-1.9517
1984,1,2,4,173,-3.5090
1984,1,2,5,202,-4.3642
1984,1,3,1,172,-1.2655
1984,1,3,2,153,-1.6680
1984,1,3,3,141,0.7174
1984,1,3,4,132,-2.4831
1984,1,3,5,93,-1.6349
1984,2,1,1,568,-4.9813
1984,2,1,2,223,-8.3785
1984,2,1,3,291,-7.0345
1984,2,1,4,485,-6.2342
1984,2,1,5,1661,-7.4667
1984,2,2,1,114,-4.6023
1984,2,2,2,114,-4.9542
1984,2,2,3,127,-5.7514
1984,2,2,4,143,-5.2687
1984,2,2,5,229,-6.1341
1984,2,3,1,175,-3.7430
1984,2,3,2,156,-3.6973
1984,2,3,3,147,-5.0140
1984,2,3,4,122,-2.6761
1984,2,3,5,89,-1.1861
1984,3,1,1,612,0.6392
1984,3,1,2,269,0.7017
1984,3,1,3,374,0.5168
1984,3,1,4,506,1.0646
1984,3,1,5,1502,-0.8631
1984,3,2,1,118,0.9605
1984,3,2,2,96,-0.0506
1984,3,2,3,135,0.8332
1984,3,2,4,163,0.7940
1984,3,2,5,211,0.0514
1984,3,3,1,169,1.0338
1984,3,3,2,147,2.0090
1984,3,3,3,144,1.9420
1984,3,3,4,132,1.8054
1984,3,3,5,92,0.6371
1984,4,1,1,638,-0.8331
1984,4,1,2,282,-0.4354
1984,4,1,3,330,-0.6937
1984,4,1,4,468,-1.7173
1984,4,1,5,1586,-3.6503
1984,4,2,1,106,1.0401
1984,4,2,2,112,0.2766
1984,4,2,3,113,0.7547
1984,4,2,4,171,-0.1748
1984,4,2,5,202,-0.7636
1984,4,3,1,174,1.5579
1984,4,3,2,149,-0.4018
1984,4,3,3,149,1.0872
1984,4,3,4,123,0.7557
1984,4,3,5,92,-0.4650
1984,5,1,1,598,-3.0605
1984,5,1,2,306,-3.2846
1984,5,1,3,350,-5.0403
1984,5,1,4,474,-6.2737
1984,5,1,5,1597,-6.9031
1984,5,2,1,111,-2.2717
1984,5,2,2,91,-3.1038
1984,5,2,3,141,-4.4622
1984,5,2,4,151,-5.3007
1984,5,2,5,209,-7.3929
1984,5,3,1,165,-4.0437
1984,5,3,2,156,-5.6347
1984,5,3,3,157,-3.9205
1984,5,3,4,126,-7.2581
1984,5,3,5,83,-5.7779
1984,6,1,1,574,1.9114
1984,6,1,2,279,2.5076
1984,6,1,3,270,0.9563
1984,6,1,4,494,2.7880
1984,6,1,5,1720,0.4752
1984,6,2,1,116,3.0817
1984,6,2,2,96,3.4712
1984,6,2,3,122,2.8171
1984,6,2,4,172,4.1595
1984,6,2,5,197,4.1146
1984,6,3,1,169,2.7026
1984,6,3,2,176,1.9341
1984,6,3,3,142,1.4068
1984,6,3,4,111,5.5669
1984,6,3,5,87,2.6782
1984,7,1,1,569,-0.7173
1984,7,1,2,324,-2.9289
1984,7,1,3,311,-3.5791
1984,7,1,4,496,-5.6839
1984,7,1,5,1602,-8.1919
1984,7,2,1,122,-1.8515
1984,7,2,2,114,-3.4758
1984,7,2,3,115,-4.5773
1984,7,2,4,161,-5.3935
1984,7,2,5,192,-7.7075
1984,7,3,1,171,-0.4533
1984,7,3,2,156,-1.3703
1984,7,3,3,159,-2.3861
1984,7,3,4,122,-3.6816
1984,7,3,5,79,-3.9913
1984,8,1,1,571,5.4742
1984,8,1,2,272,8.9323
1984,8,1,3,329,9.0178
1984,8,1,4,552,13.0783
1984,8,1,5,1585,11.0202
1984,8,2,1,123,8.8680
1984,8,2,2,91,11.8703
1984,8,2,3,130,11.1540
1984,8,2,4,165,14.9417
1984,8,2,5,200,16.5266
1984,8,3,1,170,9.4188
1984,8,3,2,157,10.8526
1984,8,3,3,156,11.3074
1984,8,3,4,110,13.6675
1984,8,3,5,91,16.3039
1984,9,1,1,533,2.3179
1984,9,1,2,262,1.3325
1984,9,1,3,316,0.0560
1984,9,1,4,473,-0.9026
1984,9,1,5,1742,-2.3744
1984,9,2,1,95,2.8757
1984,9,2,2,96,0.2916
1984,9,2,3,137,-0.6868
1984,9,2,4,166,-2.5900
1984,9,2,5,206,-3.8197
1984,9,3,1,176,0.8516
1984,9,3,2,164,-0.9357
1984,9,3,3,147,-0.9492
1984,9,3,4,131,-1.6389
1984,9,3,5,69,-1.6851
1984,10,1,1,567,-0.6010
1984,10,1,2,197,-0.1706
1984,10,1,3,270,-0.9789
1984,10,1,4,514,-2.7410
1984,10,1,5,1768,-4.6528
1984,10,2,1,112,0.5403
1984,10,2,2,107,0.6690
1984,10,2,3,120,-1.1757
1984,10,2,4,152,-2.3487
1984,10,2,5,189,-3.9061
1984,10,3,1,179,0.4433
1984,10,3,2,157,1.0419
1984,10,3,3,147,0.4131
1984,10,3,4,111,0.0446
1984,10,3,5,94,-2.1209
1984,11,1,1,526,-0.6804
1984,11,1,2,223,-0.9474
1984,11,1,3,263,-1.9692
1984,11,1,4,432,-2.7437
1984,11,1,5,1846,-5.9693
1984,11,2,1,121,1.0085
1984,11,2,2,89,-1.0190
1984,11,2,3,116,-1.0232
1984,11,2,4,148,-2.7795
1984,11,2,5,220,-5.7767
1984,11,3,1,175,-0.9104
1984,11,3,2,159,-0.6468
1984,11,3,3,156,-0.8122
1984,11,3,4,125,-0.9167
1984,11,3,5,67,-3.7727
1984,12,1,1,453,1.4489
1984,12,1,2,209,0.5275
1984,12,1,3,243,0.2836
1984,12,1,4,437,1.4347
1984,12,1,5,1942,-0.3040
1984,12,2,1,94,2.4410
1984,12,2,2,117,2.4276
1984,12,2,3,124,1.8700
1984,12,2,4,169,2.2105
1984,12,2,5,187,1.5076
1984,12,3,1,190,2.0544
1984,12,3,2,151,2.2499
1984,12,3,3,156,2.7386
1984,12,3,4,113,2.0206
1984,12,3,5,70,2.5466
1985,1,1,1,448,7.6142
1985,1,1,2,221,13.1737
1985,1,1,3,278,12.6535
1985,1,1,4,497,15.9149
1985,1,1,5,1844,16.6489
1985,1,2,1,104,7.6958
1985,1,2,2,111,8.9968
1985,1,2,3,106,13.6117
1985,1,2,4,175,14.2032
1985,1,2,5,196,15.1874
1985,1,3,1,181,6.2565
1985,1,3,2,165,7.8358
1985,1,3,3,162,9.9048
1985,1,3,4,114,10.6755
1985,1,3,5,57,8.6093
1985,2,1,1,430,3.8308
1985,2,1,2,190,4.4826
1985,2,1,3,239,2.4029
1985,2,1,4,504,4.4737
1985,2,1,5,1921,3.6357
1985,2,2,1,82,1.9517
1985,2,2,2,94,3.0153
1985,2,2,3,120,2.4842
1985,2,2,4,177,1.4335
1985,2,2,5,211,2.4922
1985,2,3,1,189,1.4781
1985,2,3,2,155,2.0932
1985,2,3,3,144,1.1654
1985,2,3,4,134,0.7260
1985,2,3,5,62,3.0257
1985,3,1,1,351,0.6665
1985,3,1,2,215,-0.3210
1985,3,1,3,269,-1.8546
1985,3,1,4,487,-1.9845
1985,3,1,5,1944,-3.1224
1985,3,2,1,84,0.7759
1985,3,2,2,106,-1.7825
1985,3,2,3,122,-2.6830
1985,3,2,4,192,-3.8846
1985,3,2,5,193,-4.5010
1985,3,3,1,180,0.6417
1985,3,3,2,171,0.4016
1985,3,3,3,149,0.8370
1985,3,3,4,110,-2.1660
1985,3,3,5,68,-2.4025
1985,4,1,1,358,0.3772
1985,4,1,2,224,0.4264
1985,4,1,3,278,-1.3885
