year,month,rank_ME,rank_IVFF_1,nstocks,ret_vw
1993,8,1,2,80,4.5602
1993,8,1,3,127,3.3572
1993,8,1,4,361,4.3096
1993,8,1,5,2358,4.2838
1993,8,2,1,59,2.2931
1993,8,2,2,91,4.3880
1993,8,2,3,132,6.4921
1993,8,2,4,259,4.6676
1993,8,2,5,340,4.4725
1993,8,3,1,194,2.8762
1993,8,3,2,174,4.5305
1993,8,3,3,177,4.4887
1993,8,3,4,138,4.9381
1993,8,3,5,90,5.5755
1993,9,1,1,43,0.1692
1993,9,1,2,75,1.8761
1993,9,1,3,115,2.1946
1993,9,1,4,277,1.8774
1993,9,1,5,2485,3.1174
1993,9,2,1,71,1.0974
1993,9,2,2,96,1.7642
1993,9,2,3,127,1.8281
1993,9,2,4,208,2.2761
1993,9,2,5,392,3.2943
1993,9,3,1,182,-0.4616
1993,9,3,2,190,-0.5993
1993,9,3,3,174,-1.7521
1993,9,3,4,138,0.0987
1993,9,3,5,105,0.4748
1993,10,1,1,45,0.3279
1993,10,1,2,76,1.0841
1993,10,1,3,123,4.2507
1993,10,1,4,303,5.3565
1993,10,1,5,2442,4.9315
1993,10,2,1,66,0.9285
1993,10,2,2,96,1.8645
1993,10,2,3,137,1.7534
1993,10,2,4,201,2.7704
1993,10,2,5,419,4.4359
1993,10,3,1,188,1.4420
1993,10,3,2,185,3.4087
1993,10,3,3,162,3.1948
1993,10,3,4,153,3.3294
1993,10,3,5,107,1.4489
1993,11,1,1,58,-0.1727
1993,11,1,2,82,1.1903
1993,11,1,3,125,-0.5476
1993,11,1,4,354,-1.8103
1993,11,1,5,2388,-3.5274
1993,11,2,1,88,-1.5942
1993,11,2,2,91,-1.1842
1993,11,2,3,137,-0.9989
1993,11,2,4,245,-2.1660
1993,11,2,5,380,-4.2030
1993,11,3,1,176,-2.3696
1993,11,3,2,179,-0.2586
1993,11,3,3,165,0.8252
1993,11,3,4,159,-1.5540
1993,11,3,5,122,-1.4124
1993,12,1,1,70,2.2016
1993,12,1,2,74,1.8202
1993,12,1,3,118,2.5331
1993,12,1,4,303,2.9289
1993,12,1,5,2515,0.0998
1993,12,2,1,73,5.4386
1993,12,2,2,101,5.8854
1993,12,2,3,134,5.5948
1993,12,2,4,261,4.9471
1993,12,2,5,350,2.0989
1993,12,3,1,197,1.7502
1993,12,3,2,177,1.9673
1993,12,3,3,177,0.6275
1993,12,3,4,137,1.5302
1993,12,3,5,111,2.5236
1994,1,1,1,42,6.3183
1994,1,1,2,74,3.1104
1994,1,1,3,117,6.6337
1994,1,1,4,313,5.1563
1994,1,1,5,2579,4.7308
1994,1,2,1,52,0.1271
1994,1,2,2,95,3.3625
1994,1,2,3,163,1.8334
1994,1,2,4,226,2.6426
1994,1,2,5,405,3.6452
1994,1,3,1,212,2.1144
1994,1,3,2,177,3.4166
1994,1,3,3,166,3.6777
1994,1,3,4,151,3.6469
1994,1,3,5,104,4.3541
1994,2,1,1,54,0.4110
1994,2,1,2,78,-0.3239
1994,2,1,3,125,-0.5148
1994,2,1,4,346,0.4555
1994,2,1,5,2558,-0.8616
1994,2,2,1,84,-0.9482
1994,2,2,2,97,0.2652
1994,2,2,3,156,-0.1382
1994,2,2,4,243,0.1239
1994,2,2,5,374,-1.6285
1994,2,3,1,203,-2.8616
1994,2,3,2,175,-1.2095
1994,2,3,3,181,-3.4432
1994,2,3,4,148,0.7079
1994,2,3,5,102,-1.8159
1994,3,1,1,57,-2.7527
1994,3,1,2,58,-3.0575
1994,3,1,3,120,-4.8410
1994,3,1,4,301,-5.1403
1994,3,1,5,2598,-5.4115
1994,3,2,1,72,-3.4232
1994,3,2,2,98,-3.3137
1994,3,2,3,158,-4.4833
1994,3,2,4,256,-7.4782
1994,3,2,5,413,-7.5477
1994,3,3,1,195,-3.4262
1994,3,3,2,190,-4.6048
1994,3,3,3,155,-5.1093
1994,3,3,4,168,-5.5282
1994,3,3,5,104,-7.0520
1994,4,1,1,60,-1.6165
1994,4,1,2,55,1.1760
1994,4,1,3,135,-0.8576
1994,4,1,4,347,-0.4583
1994,4,1,5,2615,-3.1599
1994,4,2,1,75,0.7172
1994,4,2,2,96,0.5956
1994,4,2,3,161,-0.1227
1994,4,2,4,234,-0.3916
1994,4,2,5,416,-2.5954
1994,4,3,1,194,1.4674
1994,4,3,2,193,0.7118
1994,4,3,3,171,1.4459
1994,4,3,4,143,0.0291
1994,4,3,5,110,-0.5431
1994,5,1,1,87,-0.7522
1994,5,1,2,90,0.3293
1994,5,1,3,148,-0.7475
1994,5,1,4,297,-0.7209
1994,5,1,5,2637,-1.4499
1994,5,2,1,87,-2.4005
1994,5,2,2,116,-1.4649
1994,5,2,3,137,-0.4426
1994,5,2,4,212,-2.8907
1994,5,2,5,408,-2.2676
1994,5,3,1,184,0.2280
1994,5,3,2,177,1.1148
1994,5,3,3,170,0.4328
1994,5,3,4,145,0.6909
1994,5,3,5,141,-0.9512
1994,6,1,1,65,1.6168
1994,6,1,2,75,-2.1548
1994,6,1,3,114,-1.5249
1994,6,1,4,335,-3.4767
1994,6,1,5,2691,-5.2576
1994,6,2,1,83,-1.1035
1994,6,2,2,103,-0.6785
1994,6,2,3,133,-0.4958
1994,6,2,4,237,-2.5132
1994,6,2,5,407,-6.6498
1994,6,3,1,200,-2.7687
1994,6,3,2,175,-2.1577
1994,6,3,3,157,-2.3287
1994,6,3,4,158,-1.9705
1994,6,3,5,136,-4.9321
1994,7,1,1,58,2.1040
1994,7,1,2,79,1.4147
1994,7,1,3,121,1.6023
1994,7,1,4,281,0.7403
1994,7,1,5,2821,0.5184
1994,7,2,1,77,2.0410
1994,7,2,2,99,2.6672
1994,7,2,3,141,1.9694
1994,7,2,4,205,2.4515
1994,7,2,5,399,1.7136
1994,7,3,1,196,2.8389
1994,7,3,2,175,4.6098
1994,7,3,3,150,3.4390
1994,7,3,4,166,2.0001
1994,7,3,5,130,3.7636
1994,8,1,1,70,3.1290
1994,8,1,2,69,2.5551
1994,8,1,3,127,4.5639
1994,8,1,4,309,4.2390
1994,8,1,5,2794,4.6032
1994,8,2,1,76,2.2839
1994,8,2,2,95,5.0993
1994,8,2,3,143,6.0943
1994,8,2,4,215,5.5664
1994,8,2,5,391,10.3522
1994,8,3,1,193,3.2505
1994,8,3,2,177,3.8557
1994,8,3,3,167,3.8546
1994,8,3,4,158,5.9707
1994,8,3,5,129,9.2373
1994,9,1,1,63,1.0304
1994,9,1,2,59,1.5426
1994,9,1,3,113,-0.6043
1994,9,1,4,278,1.5680
1994,9,1,5,2853,1.4080
1994,9,2,1,77,-1.5644
1994,9,2,2,97,-1.5977
1994,9,2,3,120,0.5288
1994,9,2,4,227,-0.7653
1994,9,2,5,418,0.5943
1994,9,3,1,190,-2.6483
1994,9,3,2,183,-1.7939
1994,9,3,3,161,-0.2620
1994,9,3,4,168,-0.8785
1994,9,3,5,122,-1.1470
1994,10,1,1,56,0.0020
1994,10,1,2,74,1.9234
1994,10,1,3,121,1.5208
1994,10,1,4,314,0.5011
1994,10,1,5,2799,0.7888
1994,10,2,1,81,-0.4926
1994,10,2,2,102,0.5528
1994,10,2,3,136,0.0013
1994,10,2,4,254,0.9611
1994,10,2,5,362,1.0942
1994,10,3,1,196,2.5518
1994,10,3,2,185,2.2930
1994,10,3,3,179,1.5338
1994,10,3,4,159,2.3083
1994,10,3,5,112,1.6155
1994,11,1,1,64,-1.5786
1994,11,1,2,81,-3.9468
1994,11,1,3,129,-3.1167
1994,11,1,4,316,-3.0857
1994,11,1,5,2777,-3.8586
1994,11,2,1,84,-2.5812
1994,11,2,2,99,-3.3056
1994,11,2,3,157,-4.1851
1994,11,2,4,224,-4.0598
1994,11,2,5,383,-3.4370
1994,11,3,1,198,-2.4450
1994,11,3,2,183,-3.1832
1994,11,3,3,176,-4.2890
1994,11,3,4,158,-4.8179
1994,11,3,5,120,-3.2039
1994,12,1,1,53,-0.8324
1994,12,1,2,56,-0.3860
1994,12,1,3,119,1.3021
1994,12,1,4,302,-0.1987
1994,12,1,5,2835,-2.9839
1994,12,2,1,87,2.7409
1994,12,2,2,100,3.4048
1994,12,2,3,148,1.8519
1994,12,2,4,245,2.9327
1994,12,2,5,389,0.9361
1994,12,3,1,200,1.3031
1994,12,3,2,192,1.6676
1994,12,3,3,186,2.6119
1994,12,3,4,160,-0.3098
1994,12,3,5,107,-0.3636
1995,1,1,1,54,2.7415
1995,1,1,2,60,3.7662
1995,1,1,3,140,1.8101
1995,1,1,4,354,1.3048
1995,1,1,5,2749,2.6972
1995,1,2,1,74,0.2649
1995,1,2,2,93,0.0360
1995,1,2,3,145,-2.2346
1995,1,2,4,253,-0.1772
1995,1,2,5,413,-3.1293
1995,1,3,1,206,3.0975
1995,1,3,2,206,1.8880
1995,1,3,3,199,0.0951
1995,1,3,4,159,-0.2307
1995,1,3,5,82,-0.9640
1995,2,1,1,48,0.8556
1995,2,1,2,94,4.0742
1995,2,1,3,126,2.2417
1995,2,1,4,348,2.8740
1995,2,1,5,2771,2.7436
1995,2,2,1,80,2.0593
1995,2,2,2,104,1.2348
1995,2,2,3,169,3.0547
1995,2,2,4,228,3.7162
1995,2,2,5,373,4.4326
1995,2,3,1,206,3.1532
1995,2,3,2,184,3.6215
1995,2,3,3,180,4.6297
1995,2,3,4,180,6.1882
1995,2,3,5,103,4.1123
1995,3,1,1,44,-0.0438
1995,3,1,2,62,2.3974
1995,3,1,3,124,2.5616
1995,3,1,4,356,1.6828
1995,3,1,5,2817,2.0312
1995,3,2,1,69,0.9276
1995,3,2,2,103,3.5762
1995,3,2,3,146,2.4624
1995,3,2,4,224,0.8362
1995,3,2,5,388,3.8525
1995,3,3,1,215,2.4139
1995,3,3,2,188,2.9454
1995,3,3,3,171,3.3879
1995,3,3,4,178,5.5116
1995,3,3,5,107,1.5297
1995,4,1,1,44,1.6228
1995,4,1,2,61,3.4910
1995,4,1,3,120,3.3692
1995,4,1,4,373,2.0082
1995,4,1,5,2767,2.8120
1995,4,2,1,72,2.4661
1995,4,2,2,107,2.7613
1995,4,2,3,147,2.1605
1995,4,2,4,234,0.2893
1995,4,2,5,410,2.9285
1995,4,3,1,205,2.2638
1995,4,3,2,198,4.2749
1995,4,3,3,185,1.6934
1995,4,3,4,194,2.0530
1995,4,3,5,90,2.9598
1995,5,1,1,45,2.9988
1995,5,1,2,91,2.5209
1995,5,1,3,161,1.2772
1995,5,1,4,388,1.9028
1995,5,1,5,2660,1.9659
1995,5,2,1,82,1.7373
1995,5,2,2,102,2.1628
1995,5,2,3,154,0.9848
1995,5,2,4,266,1.0423
1995,5,2,5,391,0.3250
1995,5,3,1,203,3.9052
1995,5,3,2,183,2.6248
1995,5,3,3,176,3.1081
1995,5,3,4,162,3.1033
1995,5,3,5,144,1.6791
1995,6,1,1,64,1.6312
1995,6,1,2,71,2.6955
1995,6,1,3,131,3.7408
1995,6,1,4,325,4.1983
1995,6,1,5,2763,7.3204
1995,6,2,1,90,2.8615
1995,6,2,2,91,3.8084
1995,6,2,3,146,3.3088
1995,6,2,4,241,6.0188
1995,6,2,5,419,9.0616
1995,6,3,1,181,1.0262
1995,6,3,2,212,2.1762
1995,6,3,3,176,3.7561
1995,6,3,4,161,5.2965
1995,6,3,5,137,9.9666
1995,7,1,1,53,2.0467
1995,7,1,2,84,3.2976
1995,7,1,3,131,3.8094
1995,7,1,4,290,4.1636
1995,7,1,5,2682,7.4470
1995,7,2,1,73,1.4937
1995,7,2,2,105,4.1223
1995,7,2,3,150,6.1140
1995,7,2,4,226,6.1087
1995,7,2,5,490,8.6619
1995,7,3,1,207,1.7489
1995,7,3,2,183,3.2658
1995,7,3,3,178,5.4124
1995,7,3,4,177,5.0465
1995,7,3,5,153,10.1306
1995,8,1,1,49,1.1224
1995,8,1,2,83,4.4981
1995,8,1,3,159,4.3279
1995,8,1,4,342,3.8799
1995,8,1,5,2597,4.1995
1995,8,2,1,77,2.1839
1995,8,2,2,113,1.7153
1995,8,2,3,160,1.6204
1995,8,2,4,244,2.2579
1995,8,2,5,482,0.2046
1995,8,3,1,199,-0.3931
1995,8,3,2,191,-0.1540
1995,8,3,3,168,-0.0186
1995,8,3,4,177,0.7464
1995,8,3,5,162,0.9571
1995,9,1,1,50,1.7247
1995,9,1,2,67,3.4003
1995,9,1,3,123,2.5305
1995,9,1,4,274,1.6543
1995,9,1,5,2712,2.2804
1995,9,2,1,78,3.2468
1995,9,2,2,102,2.3679
1995,9,2,3,141,0.7448
1995,9,2,4,273,2.5205
1995,9,2,5,515,1.2146
1995,9,3,1,213,5.1559
1995,9,3,2,183,4.7623
1995,9,3,3,177,1.0589
1995,9,3,4,171,1.0112
1995,9,3,5,161,2.8004
1995,10,1,1,57,-2.2403
1995,10,1,2,85,-2.0034
1995,10,1,3,130,-3.5352
1995,10,1,4,347,-3.7984
1995,10,1,5,2615,-7.5438
1995,10,2,1,79,-2.1946
1995,10,2,2,118,-4.9055
1995,10,2,3,155,-5.2280
1995,10,2,4,243,-6.2468
1995,10,2,5,509,-7.8055
1995,10,3,1,195,0.4449
1995,10,3,2,179,0.3639
1995,10,3,3,171,-1.3710
1995,10,3,4,214,0.1679
1995,10,3,5,158,-1.6146
1995,11,1,1,81,1.8410
1995,11,1,2,80,1.9581
1995,11,1,3,157,2.2156
1995,11,1,4,321,1.6555
1995,11,1,5,2599,1.1841
1995,11,2,1,90,2.4430
1995,11,2,2,109,4.4578
1995,11,2,3,154,2.5149
1995,11,2,4,229,5.8210
1995,11,2,5,540,5.5751
1995,11,3,1,192,4.6176
1995,11,3,2,194,4.7760
1995,11,3,3,173,4.4260
1995,11,3,4,166,2.0447
1995,11,3,5,194,1.4076
1995,12,1,1,72,3.9117
1995,12,1,2,73,2.3704
1995,12,1,3,152,3.0767
1995,12,1,4,362,2.3783
1995,12,1,5,2608,-0.5011
1995,12,2,1,71,4.2709
1995,12,2,2,117,2.6672
1995,12,2,3,166,2.2491
1995,12,2,4,266,4.1683
1995,12,2,5,491,1.1387
1995,12,3,1,209,3.0146
1995,12,3,2,197,3.2191
1995,12,3,3,187,1.3893
1995,12,3,4,149,-1.1840
1995,12,3,5,188,-5.3480
1996,1,1,1,65,1.4023
1996,1,1,2,82,1.8207
1996,1,1,3,159,0.8338
1996,1,1,4,377,1.7485
1996,1,1,5,2604,1.9776
1996,1,2,1,82,0.9366
1996,1,2,2,119,1.2320
1996,1,2,3,157,-0.7626
1996,1,2,4,246,-0.5894
1996,1,2,5,520,0.2145
1996,1,3,1,209,3.2192
1996,1,3,2,202,3.1863
1996,1,3,3,176,2.8611
1996,1,3,4,176,3.1919
1996,1,3,5,175,-1.2929
1996,2,1,1,63,0.7396
1996,2,1,2,111,2.6900
1996,2,1,3,178,4.3431
1996,2,1,4,315,3.1368
1996,2,1,5,2659,3.9766
1996,2,2,1,87,2.4459
1996,2,2,2,119,3.1023
1996,2,2,3,153,2.5446
1996,2,2,4,225,5.6957
1996,2,2,5,536,4.6002
1996,2,3,1,201,-0.7610
1996,2,3,2,170,1.9399
1996,2,3,3,180,1.0229
1996,2,3,4,157,2.0651
1996,2,3,5,231,4.3477
1996,3,1,1,56,2.2544
1996,3,1,2,111,3.8344
1996,3,1,3,142,2.8596
1996,3,1,4,323,3.9854
1996,3,1,5,2693,2.4511
1996,3,2,1,86,1.8976
1996,3,2,2,114,3.3106
1996,3,2,3,171,3.3727
1996,3,2,4,247,3.0326
1996,3,2,5,528,1.1806
1996,3,3,1,212,1.3469
1996,3,3,2,174,1.3989
1996,3,3,3,182,0.9426
1996,3,3,4,173,0.3652
1996,3,3,5,195,-0.4829
1996,4,1,1,81,0.7369
1996,4,1,2,100,6.2096
1996,4,1,3,169,9.3295
1996,4,1,4,344,8.4441
1996,4,1,5,2689,10.2981
1996,4,2,1,82,1.5194
1996,4,2,2,126,4.5766
1996,4,2,3,160,6.1750
1996,4,2,4,242,7.3621
1996,4,2,5,515,11.5645
1996,4,3,1,193,0.0181
1996,4,3,2,182,1.0570
1996,4,3,3,187,2.2136
1996,4,3,4,183,6.0870
1996,4,3,5,195,8.0348
1996,5,1,1,59,2.6856
1996,5,1,2,89,5.1345
1996,5,1,3,164,7.1464
1996,5,1,4,349,6.1606
1996,5,1,5,2696,10.2059
1996,5,2,1,85,1.8453
1996,5,2,2,114,3.2387
1996,5,2,3,159,4.8398
1996,5,2,4,251,3.3601
1996,5,2,5,570,6.2292
1996,5,3,1,198,3.6529
1996,5,3,2,194,1.7879
1996,5,3,3,191,1.7177
1996,5,3,4,168,3.8187
1996,5,3,5,219,2.4346
1996,6,1,1,49,-0.4031
1996,6,1,2,78,-2.3176
1996,6,1,3,121,-1.8381
1996,6,1,4,327,-3.4073
1996,6,1,5,2774,-7.8574
1996,6,2,1,77,-0.8113
1996,6,2,2,109,-1.3186
1996,6,2,3,172,-1.5701
1996,6,2,4,229,-2.5568
1996,6,2,5,639,-8.1903
1996,6,3,1,207,1.8195
1996,6,3,2,197,0.3236
1996,6,3,3,178,-0.7148
1996,6,3,4,195,-1.8456
1996,6,3,5,189,-7.1648
1996,7,1,1,47,-4.0886
1996,7,1,2,88,-5.8245
1996,7,1,3,149,-4.8758
1996,7,1,4,306,-6.3721
1996,7,1,5,2801,-12.3714
1996,7,2,1,81,-4.0791
1996,7,2,2,100,-5.7426
1996,7,2,3,155,-7.8996
1996,7,2,4,267,-8.1340
1996,7,2,5,621,-15.3656
1996,7,3,1,209,-4.1734
1996,7,3,2,209,-5.1947
1996,7,3,3,166,-5.7295
1996,7,3,4,180,-5.6026
1996,7,3,5,196,-12.1409
1996,8,1,1,71,2.0328
1996,8,1,2,83,2.7990
1996,8,1,3,156,3.3408
1996,8,1,4,383,4.4528
1996,8,1,5,2774,4.8855
1996,8,2,1,79,4.2293
1996,8,2,2,110,3.8863
1996,8,2,3,161,5.4823
1996,8,2,4,227,4.7288
1996,8,2,5,647,8.6647
1996,8,3,1,203,1.1284
1996,8,3,2,182,2.1322
1996,8,3,3,176,3.3310
1996,8,3,4,168,4.7062
1996,8,3,5,205,4.1589
1996,9,1,1,52,0.8924
1996,9,1,2,52,0.4577
1996,9,1,3,144,2.6657
1996,9,1,4,315,1.8149
1996,9,1,5,2944,2.5929
1996,9,2,1,63,3.5347
1996,9,2,2,118,1.4957
1996,9,2,3,147,2.7336
1996,9,2,4,238,3.8729
1996,9,2,5,634,6.7139
1996,9,3,1,226,5.4142
1996,9,3,2,184,4.5187
1996,9,3,3,169,5.9620
1996,9,3,4,179,5.7156
1996,9,3,5,191,8.2777
1996,10,1,1,52,1.6769
1996,10,1,2,84,-0.5416
1996,10,1,3,152,0.2873
1996,10,1,4,389,0.0487
1996,10,1,5,2822,-5.4160
1996,10,2,1,75,2.0893
1996,10,2,2,100,-0.2429
1996,10,2,3,164,0.0728
1996,10,2,4,241,-1.9457
1996,10,2,5,610,-4.2437
1996,10,3,1,210,2.5076
1996,10,3,2,197,3.0056
1996,10,3,3,176,-0.8989
1996,10,3,4,162,-0.5365
1996,10,3,5,234,-5.1381
1996,11,1,1,64,3.9938
1996,11,1,2,70,3.3482
1996,11,1,3,176,3.4148
1996,11,1,4,348,2.4680
1996,11,1,5,2931,1.3896
1996,11,2,1,82,2.7821
1996,11,2,2,114,3.6980
1996,11,2,3,145,2.7833
1996,11,2,4,229,3.8462
1996,11,2,5,585,2.4034
1996,11,3,1,203,4.7494
1996,11,3,2,197,8.1561
1996,11,3,3,179,7.9342
1996,11,3,4,179,6.2634
1996,11,3,5,221,6.7719
1996,12,1,1,50,3.1451
1996,12,1,2,82,2.3117
1996,12,1,3,170,2.5979
1996,12,1,4,375,3.4814
1996,12,1,5,2952,-0.0869
1996,12,2,1,90,0.7367
1996,12,2,2,109,2.1389
1996,12,2,3,178,4.0736
1996,12,2,4,225,3.0154
1996,12,2,5,579,1.0785
1996,12,3,1,201,-0.4746
1996,12,3,2,196,-1.4207
1996,12,3,3,174,-0.6724
1996,12,3,4,197,-2.7321
1996,12,3,5,210,-4.8362
1997,1,1,1,58,2.4498
1997,1,1,2,85,4.9445
1997,1,1,3,142,3.0335
1997,1,1,4,353,4.7143
1997,1,1,5,2988,6.1594
1997,1,2,1,87,0.7510
1997,1,2,2,112,2.3140
1997,1,2,3,154,3.3982
1997,1,2,4,234,3.5518
1997,1,2,5,596,3.7534
1997,1,3,1,212,4.4782
1997,1,3,2,207,4.9054
1997,1,3,3,177,6.2464
1997,1,3,4,179,8.5479
1997,1,3,5,225,3.3369
1997,2,1,1,73,-0.8420
1997,2,1,2,85,-1.5212
1997,2,1,3,154,0.8912
1997,2,1,4,412,-1.2910
1997,2,1,5,2922,-4.0757
1997,2,2,1,98,0.1415
1997,2,2,2,115,1.0692
1997,2,2,3,140,0.0806
1997,2,2,4,243,-3.2376
1997,2,2,5,575,-7.9164
1997,2,3,1,192,2.4544
1997,2,3,2,205,0.2533
1997,2,3,3,195,-0.0883
1997,2,3,4,177,-3.5574
1997,2,3,5,232,-7.5812
1997,3,1,1,73,-0.2174
1997,3,1,2,95,-2.8781
1997,3,1,3,199,-2.0540
1997,3,1,4,450,-4.4098
1997,3,1,5,2887,-8.0885
1997,3,2,1,94,-1.5672
1997,3,2,2,102,-0.9141
1997,3,2,3,156,-3.2373
1997,3,2,4,229,-4.2066
1997,3,2,5,550,-7.6298
1997,3,3,1,197,-1.7016
1997,3,3,2,201,-5.0260
1997,3,3,3,188,-4.1437
1997,3,3,4,194,-3.0225
1997,3,3,5,211,-6.8855
1997,4,1,1,79,-2.1852
1997,4,1,2,91,-2.6496
1997,4,1,3,187,-4.7576
1997,4,1,4,403,-4.0592
1997,4,1,5,2955,-5.4793
1997,4,2,1,101,1.5614
1997,4,2,2,106,4.0511
1997,4,2,3,144,0.6298
1997,4,2,4,240,-0.4902
1997,4,2,5,553,-2.5845
1997,4,3,1,204,4.2841
1997,4,3,2,179,5.2043
1997,4,3,3,191,6.7780
1997,4,3,4,180,2.2610
1997,4,3,5,226,3.3227
1997,5,1,1,79,5.7118
1997,5,1,2,99,9.9486
1997,5,1,3,191,9.0028
1997,5,1,4,405,10.1395
1997,5,1,5,2990,12.8348
1997,5,2,1,118,7.3755
1997,5,2,2,110,8.3416
1997,5,2,3,130,12.8283
1997,5,2,4,234,12.7352
1997,5,2,5,517,20.3720
1997,5,3,1,171,5.6542
1997,5,3,2,215,4.4608
1997,5,3,3,174,6.5479
1997,5,3,4,177,7.0972
1997,5,3,5,239,13.9275
1997,6,1,1,58,6.3709
1997,6,1,2,91,4.4659
1997,6,1,3,162,5.7495
1997,6,1,4,359,7.5236
1997,6,1,5,3069,2.6503
1997,6,2,1,85,3.8135
1997,6,2,2,103,5.5211
1997,6,2,3,161,5.4570
1997,6,2,4,224,6.3401
1997,6,2,5,537,6.1032
1997,6,3,1,217,5.2226
1997,6,3,2,200,5.5956
1997,6,3,3,180,2.3779
1997,6,3,4,186,1.7107
1997,6,3,5,217,0.9698
1997,7,1,1,68,2.4738
1997,7,1,2,94,5.4258
1997,7,1,3,171,5.0184
1997,7,1,4,369,6.6801
1997,7,1,5,3002,4.9192
1997,7,2,1,94,3.7511
1997,7,2,2,119,6.8720
1997,7,2,3,143,4.4596
1997,7,2,4,239,4.8405
1997,7,2,5,505,6.0436
1997,7,3,1,218,6.7371
1997,7,3,2,187,7.7811
1997,7,3,3,177,4.7042
1997,7,3,4,212,9.9559
1997,7,3,5,220,10.7648
1997,8,1,1,103,4.8582
1997,8,1,2,112,3.2927
1997,8,1,3,164,5.0906
1997,8,1,4,376,4.7182
1997,8,1,5,2967,4.4650
1997,8,2,1,106,2.5329
1997,8,2,2,114,2.3767
1997,8,2,3,140,2.8793
1997,8,2,4,211,3.1585
1997,8,2,5,534,4.9562
1997,8,3,1,191,-6.2910
1997,8,3,2,189,-4.6643
1997,8,3,3,190,-3.9730
1997,8,3,4,204,-3.1567
1997,8,3,5,239,-0.1821
1997,9,1,1,81,4.5858
1997,9,1,2,94,8.1170
1997,9,1,3,161,6.4302
1997,9,1,4,361,10.1781
1997,9,1,5,3045,9.6977
1997,9,2,1,87,4.9438
1997,9,2,2,122,6.5227
1997,9,2,3,144,6.2934
1997,9,2,4,259,8.4158
1997,9,2,5,482,8.9222
1997,9,3,1,209,4.8708
1997,9,3,2,206,4.8454
1997,9,3,3,197,5.2034
1997,9,3,4,180,4.4625
1997,9,3,5,213,4.4314
1997,10,1,1,85,-2.2752
1997,10,1,2,112,-0.4165
1997,10,1,3,197,-2.8604
1997,10,1,4,408,-2.5846
1997,10,1,5,2908,-4.3742
1997,10,2,1,91,-0.5746
1997,10,2,2,111,-2.3103
1997,10,2,3,174,-3.3296
1997,10,2,4,246,-5.0048
1997,10,2,5,495,-7.0697
1997,10,3,1,208,-2.0400
1997,10,3,2,187,-3.1667
1997,10,3,3,200,-3.4674
1997,10,3,4,204,-4.4635
1997,10,3,5,207,-7.8449
1997,11,1,1,100,0.1876
1997,11,1,2,112,2.3341
1997,11,1,3,201,-1.1327
1997,11,1,4,435,-0.4501
1997,11,1,5,2876,-4.6657
1997,11,2,1,98,0.8268
1997,11,2,2,114,1.3391
1997,11,2,3,163,-0.3079
1997,11,2,4,260,-1.1448
1997,11,2,5,493,-4.4239
1997,11,3,1,206,6.4310
1997,11,3,2,201,4.4036
1997,11,3,3,179,2.7693
1997,11,3,4,194,3.7033
1997,11,3,5,221,-0.4776
1997,12,1,1,127,2.4002
1997,12,1,2,127,0.3999
1997,12,1,3,191,1.2447
1997,12,1,4,429,-1.9641
1997,12,1,5,2869,-6.5823
1997,12,2,1,111,2.7354
1997,12,2,2,117,2.5607
1997,12,2,3,159,1.6994
1997,12,2,4,256,0.5969
1997,12,2,5,470,-1.8787
1997,12,3,1,191,1.0609
1997,12,3,2,174,3.4089
1997,12,3,3,200,1.4290
1997,12,3,4,207,-1.7870
1997,12,3,5,231,-0.3782
1998,1,1,1,124,-1.0188
1998,1,1,2,128,-1.3832
1998,1,1,3,245,-0.0974
1998,1,1,4,487,-0.6095
1998,1,1,5,2762,0.5147
1998,1,2,1,95,0.1493
1998,1,2,2,111,-0.6697
1998,1,2,3,190,-0.0027
1998,1,2,4,241,-0.0096
1998,1,2,5,472,-0.7997
1998,1,3,1,207,0.6680
1998,1,3,2,209,0.7502
1998,1,3,3,173,2.4421
1998,1,3,4,201,3.6915
1998,1,3,5,212,0.9990
1998,2,1,1,124,3.6496
1998,2,1,2,176,5.0303
1998,2,1,3,186,7.3847
1998,2,1,4,461,7.2479
1998,2,1,5,2788,6.8821
1998,2,2,1,103,6.0551
1998,2,2,2,115,9.2047
1998,2,2,3,147,7.3171
1998,2,2,4,260,7.5506
1998,2,2,5,479,11.0618
1998,2,3,1,197,5.6029
1998,2,3,2,205,7.4672
1998,2,3,3,193,7.0692
1998,2,3,4,182,7.4031
1998,2,3,5,222,7.7125
1998,3,1,1,95,4.3929
1998,3,1,2,143,5.5703
1998,3,1,3,257,4.0455
1998,3,1,4,517,4.7290
1998,3,1,5,2699,4.4542
1998,3,2,1,89,4.4285
1998,3,2,2,107,5.1440
1998,3,2,3,167,5.0535
1998,3,2,4,272,5.1095
1998,3,2,5,456,5.3244
1998,3,3,1,209,6.7482
1998,3,3,2,217,5.2713
1998,3,3,3,209,2.9376
1998,3,3,4,191,4.4960
1998,3,3,5,198,3.9556
1998,4,1,1,126,2.0174
1998,4,1,2,129,1.5553
1998,4,1,3,235,1.9046
1998,4,1,4,484,2.5134
1998,4,1,5,2719,3.0778
1998,4,2,1,104,-0.8535
1998,4,2,2,105,0.8030
1998,4,2,3,160,-0.9167
1998,4,2,4,295,0.9166
1998,4,2,5,423,1.2463
1998,4,3,1,185,-1.3522
1998,4,3,2,215,1.3051
1998,4,3,3,210,1.4832
1998,4,3,4,197,0.3783
