year,month,rank_ME,rank_DTV_12,nstocks,ret_vw
1980,2,1,4,9,1.3596
1980,2,1,5,0,
1980,2,2,1,172,-3.0352
1980,2,2,2,362,-3.2364
1980,2,2,3,325,-1.3043
1980,2,2,4,145,2.3043
1980,2,2,5,23,4.0530
1980,2,3,1,21,3.1995
1980,2,3,2,103,-2.6611
1980,2,3,3,237,-1.3132
1980,2,3,4,360,-2.7855
1980,2,3,5,316,1.2718
1980,3,1,1,801,-17.2350
1980,3,1,2,264,-21.2456
1980,3,1,3,66,-22.2664
1980,3,1,4,8,-28.2425
1980,3,1,5,0,
1980,3,2,1,172,-13.8277
1980,3,2,2,357,-14.6465
1980,3,2,3,320,-18.9189
1980,3,2,4,138,-21.3176
1980,3,2,5,21,-27.0422
1980,3,3,1,18,-15.4734
1980,3,3,2,102,-10.4343
1980,3,3,3,233,-11.5321
1980,3,3,4,367,-10.8801
1980,3,3,5,319,-10.6944
1980,4,1,1,792,5.3427
1980,4,1,2,262,7.5228
1980,4,1,3,72,7.0309
1980,4,1,4,5,5.4791
1980,4,1,5,0,
1980,4,2,1,166,6.6266
1980,4,2,2,354,6.2437
1980,4,2,3,311,5.1860
1980,4,2,4,138,5.2779
1980,4,2,5,20,9.7977
1980,4,3,1,18,4.9390
1980,4,3,2,103,6.6270
1980,4,3,3,234,6.1992
1980,4,3,4,366,6.6890
1980,4,3,5,320,4.2494
1980,5,1,1,786,6.2790
1980,5,1,2,263,5.7818
1980,5,1,3,74,8.0496
1980,5,1,4,4,6.3373
1980,5,1,5,0,
1980,5,2,1,172,6.0266
1980,5,2,2,348,8.2701
1980,5,2,3,312,9.1316
1980,5,2,4,138,9.1998
1980,5,2,5,20,9.1129
1980,5,3,1,18,8.1947
1980,5,3,2,101,7.6801
1980,5,3,3,227,7.8106
1980,5,3,4,354,7.2746
1980,5,3,5,316,4.9025
1980,6,1,1,782,3.9218
1980,6,1,2,257,2.6563
1980,6,1,3,74,2.2051
1980,6,1,4,5,11.2831
1980,6,1,5,0,
1980,6,2,1,174,4.8132
1980,6,2,2,344,3.8647
1980,6,2,3,299,3.3775
1980,6,2,4,136,4.6951
1980,6,2,5,22,6.9802
1980,6,3,1,17,4.0944
1980,6,3,2,103,3.4261
1980,6,3,3,224,3.8390
1980,6,3,4,352,3.9399
1980,6,3,5,315,3.0380
1980,7,1,1,792,10.9558
1980,7,1,2,254,15.1856
1980,7,1,3,73,18.4650
1980,7,1,4,3,8.3038
1980,7,1,5,0,
1980,7,2,1,175,7.8219
1980,7,2,2,343,10.9337
1980,7,2,3,299,14.0576
1980,7,2,4,138,12.9976
1980,7,2,5,20,4.9752
1980,7,3,1,18,0.6136
1980,7,3,2,94,5.2441
1980,7,3,3,226,7.2681
1980,7,3,4,356,8.4815
1980,7,3,5,312,6.5370
1980,8,1,1,790,7.5102
1980,8,1,2,255,9.6806
1980,8,1,3,66,7.1252
1980,8,1,4,2,2.7273
1980,8,1,5,0,
1980,8,2,1,172,3.6795
1980,8,2,2,348,6.1579
1980,8,2,3,301,5.3107
1980,8,2,4,134,6.8199
1980,8,2,5,18,3.6081
1980,8,3,1,18,10.1374
1980,8,3,2,92,7.4726
1980,8,3,3,229,1.7981
1980,8,3,4,356,1.1785
1980,8,3,5,317,1.5646
1980,9,1,1,793,3.1076
1980,9,1,2,254,3.7719
1980,9,1,3,61,2.4745
1980,9,1,4,2,9.4945
1980,9,1,5,0,
1980,9,2,1,171,4.4000
1980,9,2,2,359,2.3633
1980,9,2,3,305,2.8688
1980,9,2,4,138,4.3504
1980,9,2,5,16,11.4514
1980,9,3,1,19,-0.6317
1980,9,3,2,91,1.2354
1980,9,3,3,232,2.3447
1980,9,3,4,350,2.6977
1980,9,3,5,317,2.8773
1980,10,1,1,786,4.2676
1980,10,1,2,254,5.7384
1980,10,1,3,62,7.2024
1980,10,1,4,2,13.4406
1980,10,1,5,0,
1980,10,2,1,174,2.6052
1980,10,2,2,354,3.0423
1980,10,2,3,309,2.8743
1980,10,2,4,132,3.4251
1980,10,2,5,16,0.1070
1980,10,3,1,18,-1.0079
1980,10,3,2,91,-1.6679
1980,10,3,3,233,0.2810
1980,10,3,4,355,0.9472
1980,10,3,5,315,2.2322
1980,11,1,1,784,3.6863
1980,11,1,2,257,8.4105
1980,11,1,3,65,14.5801
1980,11,1,4,1,35.8209
1980,11,1,5,0,
1980,11,2,1,176,3.4527
1980,11,2,2,357,5.7568
1980,11,2,3,312,8.9488
1980,11,2,4,126,12.8711
1980,11,2,5,17,10.3790
1980,11,3,1,19,-1.9930
1980,11,3,2,89,2.2954
1980,11,3,3,234,4.5321
1980,11,3,4,356,8.7118
1980,11,3,5,317,12.8849
1980,12,1,1,775,-3.2128
1980,12,1,2,256,-5.1165
1980,12,1,3,66,-2.9801
1980,12,1,4,1,-12.8205
1980,12,1,5,0,
1980,12,2,1,175,-1.1610
1980,12,2,2,358,-2.0975
1980,12,2,3,319,-2.6893
1980,12,2,4,131,-5.7441
1980,12,2,5,17,-6.2386
1980,12,3,1,19,0.1996
1980,12,3,2,93,0.8439
1980,12,3,3,238,-2.0316
1980,12,3,4,362,-2.5158
1980,12,3,5,322,-4.2773
1981,1,1,1,754,2.3717
1981,1,1,2,259,-1.7258
1981,1,1,3,68,-7.5373
1981,1,1,4,0,
1981,1,1,5,0,
1981,1,2,1,176,1.8967
1981,1,2,2,355,1.7680
1981,1,2,3,305,-2.1426
1981,1,2,4,125,-7.0385
1981,1,2,5,16,-0.4669
1981,1,3,1,17,7.9015
1981,1,3,2,92,-0.6749
1981,1,3,3,232,0.1402
1981,1,3,4,359,-2.2915
1981,1,3,5,319,-5.4421
1981,2,1,1,742,1.5085
1981,2,1,2,259,0.0726
1981,2,1,3,67,-2.2760
1981,2,1,4,0,
1981,2,1,5,0,
1981,2,2,1,175,2.7648
1981,2,2,2,355,2.0295
1981,2,2,3,308,2.0601
1981,2,2,4,126,0.1436
1981,2,2,5,14,3.8586
1981,2,3,1,17,3.7318
1981,2,3,2,93,0.4459
1981,2,3,3,236,1.7120
1981,2,3,4,357,2.2735
1981,2,3,5,317,1.8363
1981,3,1,1,746,9.8147
1981,3,1,2,260,9.4829
1981,3,1,3,67,8.7414
1981,3,1,4,0,
1981,3,1,5,0,
1981,3,2,1,173,7.6181
1981,3,2,2,354,7.5246
1981,3,2,3,300,8.3804
1981,3,2,4,123,7.8804
1981,3,2,5,14,5.8053
1981,3,3,1,17,4.5096
1981,3,3,2,96,6.0365
1981,3,3,3,242,8.4297
1981,3,3,4,353,7.1018
1981,3,3,5,313,2.8811
1981,4,1,1,751,3.9924
1981,4,1,2,264,3.1762
1981,4,1,3,69,0.3804
1981,4,1,4,1,2.7027
1981,4,1,5,0,
1981,4,2,1,176,3.5625
1981,4,2,2,350,2.8492
1981,4,2,3,309,1.3400
1981,4,2,4,126,0.1313
1981,4,2,5,12,2.8386
1981,4,3,1,16,-1.7862
1981,4,3,2,95,1.9834
1981,4,3,3,239,0.9005
1981,4,3,4,355,-0.6684
1981,4,3,5,317,-2.6046
1981,5,1,1,741,3.5214
1981,5,1,2,267,5.3607
1981,5,1,3,71,7.1871
1981,5,1,4,1,-3.5088
1981,5,1,5,0,
1981,5,2,1,180,1.8375
1981,5,2,2,364,3.0550
1981,5,2,3,320,3.8087
1981,5,2,4,124,2.4788
1981,5,2,5,11,5.1251
1981,5,3,1,16,0.0185
1981,5,3,2,90,1.8696
1981,5,3,3,237,1.5039
1981,5,3,4,361,2.5689
1981,5,3,5,314,-0.0083
1981,6,1,1,749,1.5014
1981,6,1,2,270,-2.6797
1981,6,1,3,71,-6.3481
1981,6,1,4,1,-14.2424
1981,6,1,5,0,
1981,6,2,1,180,0.7706
1981,6,2,2,376,-0.7430
1981,6,2,3,328,-3.6319
1981,6,2,4,124,-7.5937
1981,6,2,5,10,-17.3151
1981,6,3,1,15,4.1328
1981,6,3,2,91,2.0797
1981,6,3,3,240,1.0538
1981,6,3,4,362,-1.5449
1981,6,3,5,317,-0.8144
1981,7,1,1,749,-2.9440
1981,7,1,2,252,-4.0813
1981,7,1,3,69,-5.5874
1981,7,1,4,1,1.0753
1981,7,1,5,0,
1981,7,2,1,175,-0.9330
1981,7,2,2,384,-2.7200
1981,7,2,3,318,-2.1236
1981,7,2,4,122,-2.1829
1981,7,2,5,11,-10.1617
1981,7,3,1,13,-6.8527
1981,7,3,2,90,-1.4672
1981,7,3,3,242,-1.5759
1981,7,3,4,356,-1.5896
1981,7,3,5,315,1.1985
1981,8,1,1,750,-7.4955
1981,8,1,2,243,-10.4510
1981,8,1,3,74,-14.1548
1981,8,1,4,2,-0.6343
1981,8,1,5,0,
1981,8,2,1,172,-4.1969
1981,8,2,2,380,-5.9812
1981,8,2,3,315,-8.8265
1981,8,2,4,125,-10.6276
1981,8,2,5,11,-12.6685
1981,8,3,1,14,-3.8402
1981,8,3,2,87,-1.2413
1981,8,3,3,248,-3.7556
1981,8,3,4,358,-4.6440
1981,8,3,5,318,-5.7007
1981,9,1,1,743,-7.3521
1981,9,1,2,253,-9.1107
1981,9,1,3,71,-10.7148
1981,9,1,4,2,12.0230
1981,9,1,5,0,
1981,9,2,1,172,-5.6081
1981,9,2,2,375,-6.3813
1981,9,2,3,317,-7.3958
1981,9,2,4,123,-12.6576
1981,9,2,5,13,-10.1202
1981,9,3,1,15,-1.2756
1981,9,3,2,87,-4.0402
1981,9,3,3,241,-5.0360
1981,9,3,4,351,-6.3161
1981,9,3,5,310,-5.9102
1981,10,1,1,739,7.4276
1981,10,1,2,261,12.8196
1981,10,1,3,69,10.2074
1981,10,1,4,3,0.6042
1981,10,1,5,0,
1981,10,2,1,177,5.3057
1981,10,2,2,368,6.7845
1981,10,2,3,311,7.9407
1981,10,2,4,126,9.9681
1981,10,2,5,13,3.4629
1981,10,3,1,15,1.4709
1981,10,3,2,88,7.5584
1981,10,3,3,244,5.7745
1981,10,3,4,355,5.2544
1981,10,3,5,310,5.4722
1981,11,1,1,753,3.1059
1981,11,1,2,266,1.3293
1981,11,1,3,70,-0.7122
1981,11,1,4,3,-6.1632
1981,11,1,5,0,
1981,11,2,1,176,5.1469
1981,11,2,2,365,4.2388
1981,11,2,3,312,1.4811
1981,11,2,4,125,0.8476
1981,11,2,5,15,5.3681
1981,11,3,1,15,7.7155
1981,11,3,2,93,5.6731
1981,11,3,3,240,5.2286
1981,11,3,4,354,4.2211
1981,11,3,5,309,4.6658
1981,12,1,1,763,-1.9595
1981,12,1,2,266,-1.1425
1981,12,1,3,75,-3.4633
1981,12,1,4,3,-1.3667
1981,12,1,5,0,
1981,12,2,1,179,-0.8742
1981,12,2,2,367,-0.7508
1981,12,2,3,313,-1.3343
1981,12,2,4,128,-1.8440
1981,12,2,5,14,-0.9685
1981,12,3,1,16,1.4725
1981,12,3,2,97,-1.4600
1981,12,3,3,250,-1.7992
1981,12,3,4,351,-2.1862
1981,12,3,5,308,-2.9490
1982,1,1,1,758,-0.7553
1982,1,1,2,262,-2.0161
1982,1,1,3,76,-2.1958
1982,1,1,4,4,12.3052
1982,1,1,5,0,
1982,1,2,1,181,-2.2216
1982,1,2,2,361,-3.3388
1982,1,2,3,310,-5.1344
1982,1,2,4,132,-4.5126
1982,1,2,5,12,1.5913
1982,1,3,1,17,-6.0035
1982,1,3,2,94,-1.7999
1982,1,3,3,256,-3.4826
1982,1,3,4,357,-2.8581
1982,1,3,5,305,-1.9331
1982,2,1,1,759,-2.8589
1982,2,1,2,254,-5.0135
1982,2,1,3,71,-10.3144
1982,2,1,4,4,-10.3881
1982,2,1,5,0,
1982,2,2,1,185,-3.1667
1982,2,2,2,368,-3.1465
1982,2,2,3,307,-5.6352
1982,2,2,4,133,-6.4201
1982,2,2,5,12,-0.4979
1982,2,3,1,16,-7.7769
1982,2,3,2,100,-1.9547
1982,2,3,3,256,-3.0448
1982,2,3,4,357,-2.9314
1982,2,3,5,304,-5.9474
1982,3,1,1,758,-0.7070
1982,3,1,2,250,0.4529
1982,3,1,3,68,-2.3365
1982,3,1,4,3,9.8967
1982,3,1,5,0,
1982,3,2,1,187,0.5628
1982,3,2,2,376,-0.0174
1982,3,2,3,309,-0.8568
1982,3,2,4,125,-0.0074
1982,3,2,5,11,-1.2525
1982,3,3,1,16,1.6936
1982,3,3,2,98,1.6800
1982,3,3,3,253,0.7278
1982,3,3,4,356,0.0174
1982,3,3,5,306,-1.0676
1982,4,1,1,761,4.2630
1982,4,1,2,237,6.0364
1982,4,1,3,64,3.8650
1982,4,1,4,2,-5.3219
1982,4,1,5,0,
1982,4,2,1,189,5.3931
1982,4,2,2,376,5.5610
1982,4,2,3,311,5.9978
1982,4,2,4,113,5.6439
1982,4,2,5,9,0.9168
1982,4,3,1,16,-1.5972
1982,4,3,2,95,5.2798
1982,4,3,3,248,4.4882
1982,4,3,4,356,4.6524
1982,4,3,5,299,4.0631
1982,5,1,1,766,-1.8189
1982,5,1,2,225,-4.7922
1982,5,1,3,62,-6.7254
1982,5,1,4,2,-0.1824
1982,5,1,5,0,
1982,5,2,1,186,-1.2208
1982,5,2,2,381,-2.4481
1982,5,2,3,312,-4.5505
1982,5,2,4,107,-7.6222
1982,5,2,5,10,-7.3382
1982,5,3,1,17,2.0064
1982,5,3,2,95,-1.1062
1982,5,3,3,247,-1.5288
1982,5,3,4,352,-3.0814
1982,5,3,5,301,-2.2564
1982,6,1,1,764,-1.7603
1982,6,1,2,218,-2.9844
1982,6,1,3,59,-2.0597
1982,6,1,4,2,-10.2894
1982,6,1,5,0,
1982,6,2,1,182,-1.8468
1982,6,2,2,379,-1.7420
1982,6,2,3,297,-1.4882
1982,6,2,4,103,-3.3876
1982,6,2,5,10,-0.8144
1982,6,3,1,15,-3.0226
1982,6,3,2,95,-1.1668
1982,6,3,3,247,-1.8166
1982,6,3,4,343,-1.7630
1982,6,3,5,303,-1.8937
1982,7,1,1,765,-0.7048
1982,7,1,2,212,-1.6832
1982,7,1,3,59,-0.5181
1982,7,1,4,3,-22.4907
1982,7,1,5,0,
1982,7,2,1,190,0.9198
1982,7,2,2,389,-1.2303
1982,7,2,3,297,-0.0823
1982,7,2,4,96,-2.7806
1982,7,2,5,9,1.6450
1982,7,3,1,15,0.9560
1982,7,3,2,94,-0.9797
1982,7,3,3,246,-1.4473
1982,7,3,4,338,-2.6294
1982,7,3,5,295,-2.0651
1982,8,1,1,770,6.0732
1982,8,1,2,209,9.5369
1982,8,1,3,57,8.8820
1982,8,1,4,3,15.2497
1982,8,1,5,0,
1982,8,2,1,194,9.1666
1982,8,2,2,394,11.2435
1982,8,2,3,304,11.6705
1982,8,2,4,94,11.7274
1982,8,2,5,8,13.2691
1982,8,3,1,15,9.8681
1982,8,3,2,96,9.5258
1982,8,3,3,248,12.7386
1982,8,3,4,346,12.0499
1982,8,3,5,298,12.8897
1982,9,1,1,777,4.1373
1982,9,1,2,222,2.8761
1982,9,1,3,53,2.9797
1982,9,1,4,3,15.4978
1982,9,1,5,0,
1982,9,2,1,191,3.9499
1982,9,2,2,391,3.1383
1982,9,2,3,304,1.6554
1982,9,2,4,99,-0.2492
1982,9,2,5,7,-2.4883
1982,9,3,1,15,3.7776
1982,9,3,2,94,3.8987
1982,9,3,3,246,2.3319
1982,9,3,4,354,2.6723
1982,9,3,5,299,0.2391
1982,10,1,1,779,13.2416
1982,10,1,2,223,17.5273
1982,10,1,3,50,16.3710
1982,10,1,4,3,17.2213
1982,10,1,5,0,
1982,10,2,1,187,11.4768
1982,10,2,2,391,12.9691
1982,10,2,3,305,15.6796
1982,10,2,4,100,19.0168
1982,10,2,5,7,13.8572
1982,10,3,1,13,9.6764
1982,10,3,2,93,11.2715
1982,10,3,3,242,11.3813
1982,10,3,4,359,11.5792
1982,10,3,5,300,10.5324
1982,11,1,1,783,10.1590
1982,11,1,2,223,7.7478
1982,11,1,3,44,11.6431
1982,11,1,4,2,64.0347
1982,11,1,5,0,
1982,11,2,1,184,9.6316
1982,11,2,2,391,7.5698
1982,11,2,3,301,8.8535
1982,11,2,4,99,10.6685
1982,11,2,5,7,7.6523
1982,11,3,1,13,5.9212
1982,11,3,2,87,7.1162
1982,11,3,3,245,5.8489
1982,11,3,4,364,5.0270
1982,11,3,5,301,3.9407
1982,12,1,1,788,2.1162
1982,12,1,2,228,1.6075
1982,12,1,3,42,-0.6166
1982,12,1,4,2,-9.4280
1982,12,1,5,0,
1982,12,2,1,178,2.9723
1982,12,2,2,392,1.7051
1982,12,2,3,302,1.9792
1982,12,2,4,102,-1.8131
1982,12,2,5,6,-5.2757
1982,12,3,1,14,5.8260
1982,12,3,2,85,2.0048
1982,12,3,3,242,2.0354
1982,12,3,4,364,2.4106
1982,12,3,5,303,1.5928
1983,1,1,1,785,8.7565
1983,1,1,2,229,8.1742
1983,1,1,3,39,9.5024
1983,1,1,4,2,-2.0270
1983,1,1,5,0,
1983,1,2,1,178,3.8499
1983,1,2,2,384,6.2352
1983,1,2,3,301,6.1894
1983,1,2,4,103,9.8617
1983,1,2,5,7,6.8063
1983,1,3,1,13,6.0540
1983,1,3,2,82,3.9347
1983,1,3,3,241,3.8761
1983,1,3,4,361,2.6431
1983,1,3,5,304,4.4428
1983,2,1,1,2302,6.0940
1983,2,1,2,285,4.4323
1983,2,1,3,37,3.4330
1983,2,1,4,1,11.1111
1983,2,1,5,0,
1983,2,2,1,269,6.0771
1983,2,2,2,456,5.5371
1983,2,2,3,335,5.2618
1983,2,2,4,97,7.4826
1983,2,2,5,7,4.2548
1983,2,3,1,17,5.0411
1983,2,3,2,96,5.2804
1983,2,3,3,253,4.4536
1983,2,3,4,379,3.1440
1983,2,3,5,303,2.1232
1983,3,1,1,2650,5.9125
1983,3,1,2,330,4.4138
1983,3,1,3,37,1.0186
1983,3,1,4,2,12.6330
1983,3,1,5,0,
1983,3,2,1,287,5.3094
1983,3,2,2,491,3.5297
1983,3,2,3,348,4.8836
1983,3,2,4,97,3.5249
1983,3,2,5,7,-3.1413
1983,3,3,1,18,0.8026
1983,3,3,2,101,3.5229
1983,3,3,3,260,4.4211
1983,3,3,4,379,3.4478
1983,3,3,5,303,2.5769
1983,4,1,1,2688,7.6484
1983,4,1,2,344,7.4329
1983,4,1,3,37,8.0654
1983,4,1,4,2,13.0931
1983,4,1,5,0,
1983,4,2,1,309,8.1911
1983,4,2,2,508,6.6877
1983,4,2,3,353,5.6894
1983,4,2,4,96,3.3756
1983,4,2,5,8,-0.4401
1983,4,3,1,22,1.2831
1983,4,3,2,108,5.0539
1983,4,3,3,259,5.4701
1983,4,3,4,379,6.8532
1983,4,3,5,300,7.2726
1983,5,1,1,2698,10.5780
1983,5,1,2,347,10.7208
1983,5,1,3,40,6.6034
1983,5,1,4,2,23.2143
1983,5,1,5,0,
1983,5,2,1,329,4.2503
1983,5,2,2,527,5.3309
1983,5,2,3,362,6.2342
1983,5,2,4,100,7.8976
1983,5,2,5,8,11.4904
1983,5,3,1,21,3.5966
1983,5,3,2,113,4.8874
1983,5,3,3,275,3.9890
1983,5,3,4,377,4.0249
1983,5,3,5,303,-1.2614
1983,6,1,1,2722,4.2897
1983,6,1,2,365,4.6891
1983,6,1,3,44,-1.8375
1983,6,1,4,2,-5.9355
1983,6,1,5,0,
1983,6,2,1,336,4.4095
1983,6,2,2,543,5.4518
1983,6,2,3,362,6.2566
1983,6,2,4,101,9.6125
1983,6,2,5,7,-3.5636
1983,6,3,1,23,2.9248
1983,6,3,2,108,3.2017
1983,6,3,3,278,2.7178
1983,6,3,4,376,3.2293
1983,6,3,5,300,4.3732
1983,7,1,1,2737,-1.5528
1983,7,1,2,377,-3.7353
1983,7,1,3,46,-5.7528
1983,7,1,4,2,6.8725
1983,7,1,5,0,
1983,7,2,1,338,0.4671
1983,7,2,2,560,-2.3867
1983,7,2,3,369,-4.4138
1983,7,2,4,103,-6.1353
1983,7,2,5,8,-9.8212
1983,7,3,1,22,5.6498
1983,7,3,2,109,-1.8397
1983,7,3,3,288,-1.7574
1983,7,3,4,378,-2.8752
1983,7,3,5,307,-3.4849
1983,8,1,1,2763,-3.3336
1983,8,1,2,384,-4.1864
1983,8,1,3,49,-5.2472
1983,8,1,4,2,-10.1136
1983,8,1,5,0,
1983,8,2,1,334,-4.8175
1983,8,2,2,571,-2.8479
1983,8,2,3,379,-3.1770
1983,8,2,4,102,-1.6618
1983,8,2,5,10,-0.6135
1983,8,3,1,23,-4.5849
1983,8,3,2,113,-4.3528
1983,8,3,3,289,-1.2395
1983,8,3,4,373,0.0751
1983,8,3,5,309,1.8631
1983,9,1,1,2798,0.1295
1983,9,1,2,400,-0.4023
1983,9,1,3,50,-7.5717
1983,9,1,4,3,-13.4798
1983,9,1,5,0,
1983,9,2,1,345,3.0601
1983,9,2,2,569,3.3315
1983,9,2,3,385,2.1957
1983,9,2,4,101,-0.6261
1983,9,2,5,9,-15.9226
1983,9,3,1,21,-0.0772
1983,9,3,2,110,4.5975
1983,9,3,3,293,3.9615
1983,9,3,4,373,2.5422
1983,9,3,5,305,1.2485
1983,10,1,1,2843,-5.9145
1983,10,1,2,422,-10.2443
1983,10,1,3,50,-14.6919
1983,10,1,4,3,-16.3461
1983,10,1,5,0,
1983,10,2,1,354,-4.5677
1983,10,2,2,570,-5.5951
1983,10,2,3,393,-8.4511
1983,10,2,4,96,-8.5669
1983,10,2,5,9,-15.9482
1983,10,3,1,22,-7.3969
1983,10,3,2,108,-4.3816
1983,10,3,3,293,-3.0446
1983,10,3,4,372,-3.0400
1983,10,3,5,302,-1.1117
1983,11,1,1,2901,3.3994
1983,11,1,2,429,4.2753
1983,11,1,3,61,6.7586
1983,11,1,4,6,-0.3720
1983,11,1,5,0,
1983,11,2,1,365,3.3949
1983,11,2,2,576,5.1704
1983,11,2,3,394,6.5817
1983,11,2,4,91,7.6379
1983,11,2,5,7,0.3169
1983,11,3,1,25,6.4897
1983,11,3,2,109,5.1333
1983,11,3,3,285,3.9233
1983,11,3,4,368,3.6448
1983,11,3,5,303,1.7792
1983,12,1,1,2965,-2.0438
1983,12,1,2,441,-3.8501
1983,12,1,3,65,-4.4588
1983,12,1,4,6,-7.6607
1983,12,1,5,0,
1983,12,2,1,379,0.0447
1983,12,2,2,587,-1.5103
1983,12,2,3,395,-3.0376
1983,12,2,4,93,-3.3413
1983,12,2,5,9,-8.3197
1983,12,3,1,24,0.2202
1983,12,3,2,108,-0.5297
1983,12,3,3,284,-0.7698
1983,12,3,4,368,-2.4546
1983,12,3,5,303,-0.4705
1984,1,1,1,3038,0.0371
1984,1,1,2,455,-3.3190
1984,1,1,3,65,-4.9461
1984,1,1,4,6,-14.9592
1984,1,1,5,0,
1984,1,2,1,393,-0.2090
1984,1,2,2,593,-3.1811
1984,1,2,3,393,-4.8456
1984,1,2,4,91,-2.4286
1984,1,2,5,10,10.1173
1984,1,3,1,24,-1.8497
1984,1,3,2,106,-4.1357
1984,1,3,3,287,-3.8803
1984,1,3,4,377,-2.8022
1984,1,3,5,304,-0.3660
1984,2,1,1,3079,-6.1410
1984,2,1,2,450,-7.6461
1984,2,1,3,68,-9.9221
1984,2,1,4,6,-6.8223
1984,2,1,5,0,
1984,2,2,1,395,-4.5936
1984,2,2,2,588,-5.2823
1984,2,2,3,389,-6.2533
1984,2,2,4,91,-5.0486
1984,2,2,5,11,4.2018
1984,2,3,1,24,-1.9108
1984,2,3,2,106,-6.4515
1984,2,3,3,286,-4.9031
1984,2,3,4,382,-5.2768
1984,2,3,5,306,-2.9568
1984,3,1,1,3148,0.5693
1984,3,1,2,445,-0.5123
1984,3,1,3,70,-1.7797
1984,3,1,4,5,5.3581
1984,3,1,5,0,
1984,3,2,1,387,0.1435
1984,3,2,2,579,0.7420
1984,3,2,3,382,1.2671
1984,3,2,4,88,1.8813
1984,3,2,5,11,1.9932
1984,3,3,1,25,-0.0330
1984,3,3,2,101,0.5770
1984,3,3,3,287,1.9676
1984,3,3,4,383,2.0768
1984,3,3,5,308,1.3160
1984,4,1,1,3199,-2.1451
1984,4,1,2,439,-1.9523
1984,4,1,3,72,-2.5887
1984,4,1,4,4,-3.2667
1984,4,1,5,0,
1984,4,2,1,386,-0.2007
1984,4,2,2,580,0.3501
1984,4,2,3,389,0.4247
1984,4,2,4,92,-0.8434
1984,4,2,5,10,2.0974
1984,4,3,1,24,-1.1098
1984,4,3,2,97,-0.6714
1984,4,3,3,281,-0.9830
1984,4,3,4,381,-0.6468
1984,4,3,5,307,1.3343
1984,5,1,1,3233,-4.9448
1984,5,1,2,441,-7.9804
1984,5,1,3,76,-7.1167
1984,5,1,4,4,-12.6701
1984,5,1,5,0,
1984,5,2,1,385,-3.3149
1984,5,2,2,583,-4.8728
1984,5,2,3,392,-6.5394
1984,5,2,4,91,-7.6244
1984,5,2,5,10,-4.1690
1984,5,3,1,23,-1.5064
1984,5,3,2,99,-3.3010
1984,5,3,3,285,-3.9705
1984,5,3,4,383,-5.0612
1984,5,3,5,312,-4.8976
1984,6,1,1,3259,1.4106
1984,6,1,2,431,2.7363
1984,6,1,3,75,4.1187
1984,6,1,4,5,-6.0512
1984,6,1,5,0,
1984,6,2,1,389,2.5581
1984,6,2,2,578,3.9435
1984,6,2,3,388,4.2314
1984,6,2,4,86,0.6101
1984,6,2,5,10,-4.1304
1984,6,3,1,23,0.5371
1984,6,3,2,97,2.3466
1984,6,3,3,279,3.3314
1984,6,3,4,376,4.2107
1984,6,3,5,316,2.0702
1984,7,1,1,3236,-4.7307
1984,7,1,2,414,-7.2386
1984,7,1,3,72,-8.6751
1984,7,1,4,4,-16.5623
1984,7,1,5,0,
1984,7,2,1,395,-3.3035
1984,7,2,2,580,-4.1764
1984,7,2,3,383,-6.8649
1984,7,2,4,86,-7.1379
1984,7,2,5,8,-9.6905
1984,7,3,1,24,-4.8961
1984,7,3,2,105,-1.8158
1984,7,3,3,269,-2.8216
1984,7,3,4,373,-2.6646
1984,7,3,5,313,-1.3710
1984,8,1,1,3252,9.2511
1984,8,1,2,424,12.7331
1984,8,1,3,68,15.8846
1984,8,1,4,4,25.9764
1984,8,1,5,0,
1984,8,2,1,406,10.4085
1984,8,2,2,579,12.8990
1984,8,2,3,387,14.4730
1984,8,2,4,88,14.8293
1984,8,2,5,8,19.0140
1984,8,3,1,25,15.4362
1984,8,3,2,107,12.5843
1984,8,3,3,267,10.8425
1984,8,3,4,375,11.7634
1984,8,3,5,311,10.9052
1984,9,1,1,3282,-0.3388
1984,9,1,2,423,-2.7344
1984,9,1,3,69,-2.9455
1984,9,1,4,4,-8.2977
1984,9,1,5,0,
1984,9,2,1,401,0.3777
1984,9,2,2,579,-1.4887
1984,9,2,3,389,-2.5095
1984,9,2,4,88,-2.9775
1984,9,2,5,10,2.5611
1984,9,3,1,24,1.9312
1984,9,3,2,107,-0.6269
1984,9,3,3,272,0.3773
1984,9,3,4,378,-0.0370
1984,9,3,5,310,-0.5507
1984,10,1,1,3271,-2.9057
1984,10,1,2,421,-3.8886
1984,10,1,3,71,-2.0768
1984,10,1,4,4,3.1407
1984,10,1,5,0,
1984,10,2,1,393,-1.3861
1984,10,2,2,567,-1.0974
1984,10,2,3,379,-1.3972
1984,10,2,4,84,-2.5945
1984,10,2,5,9,6.3621
1984,10,3,1,24,-1.5053
1984,10,3,2,100,-1.4314
1984,10,3,3,266,-0.5174
1984,10,3,4,378,0.1428
1984,10,3,5,307,0.4319
1984,11,1,1,3271,-3.5145
1984,11,1,2,416,-3.8761
1984,11,1,3,67,-8.2201
1984,11,1,4,3,9.8561
1984,11,1,5,0,
1984,11,2,1,391,-1.0792
1984,11,2,2,567,-2.2979
1984,11,2,3,373,-3.3518
1984,11,2,4,82,-3.4768
1984,11,2,5,9,-11.9801
1984,11,3,1,23,0.8220
1984,11,3,2,99,-0.2628
