year,month,rank_ME,rank_DTV_12,nstocks,ret_vw
1995,10,3,5,411,0.2816
1995,11,1,1,3078,1.4358
1995,11,1,2,986,2.4276
1995,11,1,3,242,1.6205
1995,11,1,4,19,-2.0764
1995,11,1,5,1,37.5000
1995,11,2,1,362,6.8724
1995,11,2,2,859,3.9695
1995,11,2,3,709,4.3667
1995,11,2,4,240,4.9602
1995,11,2,5,14,10.6446
1995,11,3,1,14,6.4751
1995,11,3,2,78,3.1852
1995,11,3,3,316,3.5722
1995,11,3,4,490,4.8301
1995,11,3,5,416,3.7221
1995,12,1,1,3100,2.3295
1995,12,1,2,985,1.4879
1995,12,1,3,249,-4.3535
1995,12,1,4,19,-6.3190
1995,12,1,5,1,-20.4545
1995,12,2,1,360,4.6457
1995,12,2,2,855,2.8307
1995,12,2,3,718,1.6174
1995,12,2,4,241,-0.3400
1995,12,2,5,18,-16.8261
1995,12,3,1,15,7.6081
1995,12,3,2,82,0.8549
1995,12,3,3,316,3.0237
1995,12,3,4,493,1.5731
1995,12,3,5,421,1.3954
1996,1,1,1,3108,2.5787
1996,1,1,2,997,-0.3278
1996,1,1,3,261,-3.4961
1996,1,1,4,18,4.3964
1996,1,1,5,1,34.2857
1996,1,2,1,371,1.0386
1996,1,2,2,867,0.0619
1996,1,2,3,715,-0.3089
1996,1,2,4,240,-2.9245
1996,1,2,5,23,1.5343
1996,1,3,1,14,-2.8552
1996,1,3,2,80,0.7840
1996,1,3,3,324,0.7534
1996,1,3,4,503,1.7877
1996,1,3,5,424,3.1223
1996,2,1,1,3108,3.1378
1996,2,1,2,1025,3.9034
1996,2,1,3,264,3.3666
1996,2,1,4,18,-2.3329
1996,2,1,5,1,-17.0213
1996,2,2,1,367,3.0054
1996,2,2,2,886,3.2740
1996,2,2,3,732,4.4694
1996,2,2,4,245,6.1130
1996,2,2,5,29,7.1254
1996,2,3,1,14,1.9453
1996,2,3,2,80,3.2620
1996,2,3,3,333,1.9442
1996,2,3,4,522,2.1757
1996,2,3,5,434,1.1564
1996,3,1,1,3115,3.5270
1996,3,1,2,1058,2.2402
1996,3,1,3,257,1.5430
1996,3,1,4,19,-2.3930
1996,3,1,5,1,15.3846
1996,3,2,1,374,2.4296
1996,3,2,2,906,3.2796
1996,3,2,3,748,2.5794
1996,3,2,4,242,-0.2075
1996,3,2,5,30,4.2173
1996,3,3,1,13,6.3225
1996,3,3,2,85,1.1741
1996,3,3,3,334,2.8959
1996,3,3,4,521,1.8699
1996,3,3,5,434,0.7079
1996,4,1,1,3156,7.5589
1996,4,1,2,1074,11.6942
1996,4,1,3,250,15.2787
1996,4,1,4,20,5.6358
1996,4,1,5,1,-8.8889
1996,4,2,1,369,3.4436
1996,4,2,2,904,6.4561
1996,4,2,3,758,8.2922
1996,4,2,4,249,9.5700
1996,4,2,5,30,27.3435
1996,4,3,1,13,3.4403
1996,4,3,2,86,2.3932
1996,4,3,3,334,2.5134
1996,4,3,4,524,2.8111
1996,4,3,5,439,2.3563
1996,5,1,1,3176,8.4854
1996,5,1,2,1110,8.8739
1996,5,1,3,254,11.0772
1996,5,1,4,20,11.5144
1996,5,1,5,1,-4.8780
1996,5,2,1,374,4.2286
1996,5,2,2,925,5.5059
1996,5,2,3,770,4.5592
1996,5,2,4,261,3.2244
1996,5,2,5,32,12.9796
1996,5,3,1,14,6.5918
1996,5,3,2,88,2.2052
1996,5,3,3,345,2.5663
1996,5,3,4,533,1.3494
1996,5,3,5,446,2.8276
1996,6,1,1,3170,-4.6311
1996,6,1,2,1128,-8.4004
1996,6,1,3,257,-12.2817
1996,6,1,4,17,-18.5142
1996,6,1,5,1,-15.3846
1996,6,2,1,380,-1.1628
1996,6,2,2,956,-2.4980
1996,6,2,3,808,-5.4518
1996,6,2,4,265,-9.9467
1996,6,2,5,33,-23.4905
1996,6,3,1,14,-2.4580
1996,6,3,2,93,-1.1476
1996,6,3,3,347,-0.8071
1996,6,3,4,541,-0.7405
1996,6,3,5,452,-0.1338
1996,7,1,1,3143,-9.2845
1996,7,1,2,1134,-13.4380
1996,7,1,3,271,-15.1497
1996,7,1,4,20,-19.5916
1996,7,1,5,2,-33.4592
1996,7,2,1,374,-5.9053
1996,7,2,2,989,-8.6857
1996,7,2,3,831,-11.8173
1996,7,2,4,275,-14.6595
1996,7,2,5,39,-22.6559
1996,7,3,1,16,-8.8962
1996,7,3,2,97,-5.8675
1996,7,3,3,355,-5.7322
1996,7,3,4,536,-6.7333
1996,7,3,5,455,-5.0690
1996,8,1,1,3167,4.1119
1996,8,1,2,1144,5.5398
1996,8,1,3,295,7.1939
1996,8,1,4,23,6.8533
1996,8,1,5,3,19.0315
1996,8,2,1,375,3.0250
1996,8,2,2,990,5.1746
1996,8,2,3,838,7.4137
1996,8,2,4,287,7.9112
1996,8,2,5,44,6.7594
1996,8,3,1,17,3.7832
1996,8,3,2,98,3.4367
1996,8,3,3,361,4.5639
1996,8,3,4,530,4.3208
1996,8,3,5,457,2.1092
1996,9,1,1,3184,2.2451
1996,9,1,2,1168,3.7946
1996,9,1,3,296,4.6615
1996,9,1,4,23,7.5514
1996,9,1,5,3,19.0338
1996,9,2,1,374,3.0653
1996,9,2,2,995,3.8392
1996,9,2,3,851,4.3882
1996,9,2,4,290,6.3236
1996,9,2,5,45,16.2463
1996,9,3,1,16,3.9802
1996,9,3,2,103,1.9318
1996,9,3,3,366,3.2138
1996,9,3,4,541,4.2733
1996,9,3,5,458,5.8151
1996,10,1,1,3211,-1.9221
1996,10,1,2,1188,-5.0643
1996,10,1,3,293,-6.9615
1996,10,1,4,23,-0.9427
1996,10,1,5,2,-37.7673
1996,10,2,1,376,0.6396
1996,10,2,2,1006,-1.2259
1996,10,2,3,861,-4.3365
1996,10,2,4,298,-4.2403
1996,10,2,5,46,-6.0227
1996,10,3,1,16,-2.9837
1996,10,3,2,106,1.5243
1996,10,3,3,379,-0.1849
1996,10,3,4,549,-0.2851
1996,10,3,5,458,1.4939
1996,11,1,1,3266,1.4533
1996,11,1,2,1202,2.0041
1996,11,1,3,303,3.9805
1996,11,1,4,27,2.9343
1996,11,1,5,2,20.7723
1996,11,2,1,377,2.4571
1996,11,2,2,1002,2.3136
1996,11,2,3,864,2.6913
1996,11,2,4,305,4.8786
1996,11,2,5,46,8.5163
1996,11,3,1,16,5.8391
1996,11,3,2,104,4.5348
1996,11,3,3,390,4.0023
1996,11,3,4,554,4.6122
1996,11,3,5,459,7.4929
1996,12,1,1,3290,1.2356
1996,12,1,2,1192,1.0679
1996,12,1,3,298,-0.6772
1996,12,1,4,26,-13.1022
1996,12,1,5,2,-23.9872
1996,12,2,1,380,3.3602
1996,12,2,2,1015,2.6761
1996,12,2,3,856,1.0596
1996,12,2,4,313,0.4028
1996,12,2,5,44,-5.2880
1996,12,3,1,16,-0.4619
1996,12,3,2,99,0.7872
1996,12,3,3,401,0.3163
1996,12,3,4,565,-0.6071
1996,12,3,5,460,-1.7519
1997,1,1,1,3306,5.4024
1997,1,1,2,1215,5.2930
1997,1,1,3,298,7.1286
1997,1,1,4,29,1.1229
1997,1,1,5,2,-27.4375
1997,1,2,1,377,1.0014
1997,1,2,2,1039,2.6551
1997,1,2,3,850,1.8762
1997,1,2,4,309,5.8662
1997,1,2,5,38,14.7813
1997,1,3,1,15,2.1669
1997,1,3,2,104,0.5621
1997,1,3,3,396,0.9691
1997,1,3,4,564,1.6238
1997,1,3,5,460,6.4670
1997,2,1,1,3339,-2.2298
1997,2,1,2,1209,-5.8961
1997,2,1,3,295,-8.7573
1997,2,1,4,29,-8.7419
1997,2,1,5,2,-38.7572
1997,2,2,1,380,-0.2580
1997,2,2,2,1050,-3.0180
1997,2,2,3,875,-5.6581
1997,2,2,4,310,-7.8285
1997,2,2,5,42,-6.1905
1997,2,3,1,15,2.1456
1997,2,3,2,110,0.8123
1997,2,3,3,401,-1.5012
1997,2,3,4,568,-1.1708
1997,2,3,5,454,-0.4278
1997,3,1,1,3387,-4.4610
1997,3,1,2,1198,-8.3268
1997,3,1,3,297,-10.5060
1997,3,1,4,31,-15.5949
1997,3,1,5,3,-38.7253
1997,3,2,1,375,-2.5687
1997,3,2,2,1053,-4.0903
1997,3,2,3,872,-6.3546
1997,3,2,4,313,-9.8149
1997,3,2,5,38,-13.8045
1997,3,3,1,17,-0.2007
1997,3,3,2,112,-4.2450
1997,3,3,3,399,-3.4144
1997,3,3,4,569,-3.6146
1997,3,3,5,455,-3.9606
1997,4,1,1,3387,-4.1325
1997,4,1,2,1170,-5.3685
1997,4,1,3,292,-3.8849
1997,4,1,4,28,4.2170
1997,4,1,5,1,-18.1818
1997,4,2,1,378,-1.0211
1997,4,2,2,1031,-0.3634
1997,4,2,3,864,-0.4511
1997,4,2,4,311,-0.4360
1997,4,2,5,36,-7.7841
1997,4,3,1,16,4.3883
1997,4,3,2,116,-0.4610
1997,4,3,3,400,1.9772
1997,4,3,4,565,0.9585
1997,4,3,5,453,5.7975
1997,5,1,1,3433,8.4595
1997,5,1,2,1172,15.3152
1997,5,1,3,303,18.8878
1997,5,1,4,31,18.6847
1997,5,1,5,1,3.7037
1997,5,2,1,371,8.1028
1997,5,2,2,1011,11.8155
1997,5,2,3,855,16.1545
1997,5,2,4,314,18.4729
1997,5,2,5,37,21.0340
1997,5,3,1,16,6.9006
1997,5,3,2,120,7.2630
1997,5,3,3,405,8.2500
1997,5,3,4,556,7.9499
1997,5,3,5,448,6.6421
1997,6,1,1,3460,5.1773
1997,6,1,2,1176,3.7195
1997,6,1,3,303,-0.0499
1997,6,1,4,30,-1.5123
1997,6,1,5,1,-10.7143
1997,6,2,1,374,6.2388
1997,6,2,2,988,5.5804
1997,6,2,3,850,4.7247
1997,6,2,4,307,3.7821
1997,6,2,5,35,0.7906
1997,6,3,1,15,4.4176
1997,6,3,2,125,3.1959
1997,6,3,3,412,4.0660
1997,6,3,4,549,4.1625
1997,6,3,5,451,3.9804
1997,7,1,1,3452,5.0477
1997,7,1,2,1142,6.2907
1997,7,1,3,288,6.4254
1997,7,1,4,27,8.9638
1997,7,1,5,1,10.0000
1997,7,2,1,372,3.1048
1997,7,2,2,959,4.5938
1997,7,2,3,822,6.2971
1997,7,2,4,295,7.3167
1997,7,2,5,31,14.7907
1997,7,3,1,13,0.6219
1997,7,3,2,120,3.7528
1997,7,3,3,411,4.0233
1997,7,3,4,552,6.3094
1997,7,3,5,447,7.7386
1997,8,1,1,3487,4.4883
1997,8,1,2,1131,6.0221
1997,8,1,3,273,6.7612
1997,8,1,4,28,3.2181
1997,8,1,5,1,-3.6364
1997,8,2,1,376,3.1012
1997,8,2,2,961,3.3471
1997,8,2,3,819,2.7224
1997,8,2,4,287,4.3101
1997,8,2,5,25,6.7337
1997,8,3,1,12,-0.0965
1997,8,3,2,118,0.7992
1997,8,3,3,423,0.2151
1997,8,3,4,568,-0.4342
1997,8,3,5,446,-4.9739
1997,9,1,1,3508,9.3679
1997,9,1,2,1135,9.5378
1997,9,1,3,268,6.6167
1997,9,1,4,27,8.5178
1997,9,1,5,1,0.0000
1997,9,2,1,376,7.4012
1997,9,2,2,947,7.4026
1997,9,2,3,796,8.8629
1997,9,2,4,286,5.5985
1997,9,2,5,25,6.0409
1997,9,3,1,11,8.0148
1997,9,3,2,115,4.4875
1997,9,3,3,426,5.5294
1997,9,3,4,575,5.1270
1997,9,3,5,452,4.7642
1997,10,1,1,3516,-3.0865
1997,10,1,2,1130,-6.7622
1997,10,1,3,249,-8.8877
1997,10,1,4,27,-4.8790
1997,10,1,5,1,-16.9811
1997,10,2,1,383,-2.8135
1997,10,2,2,947,-4.0917
1997,10,2,3,781,-5.8451
1997,10,2,4,276,-8.2044
1997,10,2,5,27,-17.1275
1997,10,3,1,11,1.3635
1997,10,3,2,114,-2.2411
1997,10,3,3,428,-3.8093
1997,10,3,4,567,-4.5665
1997,10,3,5,453,-3.4214
1997,11,1,1,3517,-2.5797
1997,11,1,2,1112,-3.4498
1997,11,1,3,237,-5.2326
1997,11,1,4,24,-7.9870
1997,11,1,5,0,
1997,11,2,1,377,0.2491
1997,11,2,2,956,-1.4749
1997,11,2,3,777,-2.5053
1997,11,2,4,281,-3.1557
1997,11,2,5,25,-11.4180
1997,11,3,1,11,0.3983
1997,11,3,2,120,0.0038
1997,11,3,3,420,1.9501
1997,11,3,4,572,2.0525
1997,11,3,5,452,4.6272
1997,12,1,1,3511,-3.2337
1997,12,1,2,1098,-4.6638
1997,12,1,3,230,-5.3936
1997,12,1,4,27,-11.8213
1997,12,1,5,0,
1997,12,2,1,375,2.2358
1997,12,2,2,948,0.6505
1997,12,2,3,754,0.2683
1997,12,2,4,265,-2.1848
1997,12,2,5,23,-15.0932
1997,12,3,1,11,3.1155
1997,12,3,2,123,1.6986
1997,12,3,3,418,3.7796
1997,12,3,4,572,2.6355
1997,12,3,5,458,0.7130
1998,1,1,1,3487,-0.0111
1998,1,1,2,1080,-1.1462
1998,1,1,3,232,-1.0904
1998,1,1,4,25,1.5835
1998,1,1,5,0,
1998,1,2,1,374,-1.3323
1998,1,2,2,925,-0.8107
1998,1,2,3,733,-0.8459
1998,1,2,4,265,-0.9581
1998,1,2,5,26,-1.1245
1998,1,3,1,10,-3.3504
1998,1,3,2,129,0.0655
1998,1,3,3,420,-1.8290
1998,1,3,4,571,-1.1087
1998,1,3,5,465,2.1628
1998,2,1,1,3493,5.5983
1998,2,1,2,1067,8.5393
1998,2,1,3,231,9.5146
1998,2,1,4,28,7.9084
1998,2,1,5,0,
1998,2,2,1,369,5.3538
1998,2,2,2,917,7.7300
1998,2,2,3,727,9.5398
1998,2,2,4,270,11.4109
1998,2,2,5,27,12.6313
1998,2,3,1,12,5.4214
1998,2,3,2,128,5.7640
1998,2,3,3,410,7.8842
1998,2,3,4,570,7.8080
1998,2,3,5,462,6.7932
1998,3,1,1,3519,5.4452
1998,3,1,2,1041,4.6149
1998,3,1,3,217,1.6290
1998,3,1,4,24,0.5849
1998,3,1,5,0,
1998,3,2,1,370,4.5398
1998,3,2,2,921,5.0642
1998,3,2,3,713,4.7487
1998,3,2,4,267,2.3687
1998,3,2,5,27,-5.6759
1998,3,3,1,12,2.5944
1998,3,3,2,128,6.1584
1998,3,3,3,414,5.3768
1998,3,3,4,569,5.0130
1998,3,3,5,464,4.8769
1998,4,1,1,3509,2.5034
1998,4,1,2,1027,1.5302
1998,4,1,3,213,2.4445
1998,4,1,4,25,-1.9282
1998,4,1,5,0,
1998,4,2,1,375,0.9223
1998,4,2,2,924,0.1595
1998,4,2,3,714,0.1267
1998,4,2,4,267,3.0264
1998,4,2,5,26,2.3727
1998,4,3,1,13,0.7323
1998,4,3,2,127,0.2686
1998,4,3,3,421,-0.7300
1998,4,3,4,573,-0.3999
1998,4,3,5,468,1.2470
1998,5,1,1,3511,-4.3436
1998,5,1,2,1012,-7.9331
1998,5,1,3,206,-10.9011
1998,5,1,4,28,-10.5987
1998,5,1,5,0,
1998,5,2,1,377,-2.8233
1998,5,2,2,926,-5.1105
1998,5,2,3,718,-7.3424
1998,5,2,4,266,-10.0603
1998,5,2,5,23,-18.6243
1998,5,3,1,13,-0.4658
1998,5,3,2,125,-3.9020
1998,5,3,3,422,-3.7018
1998,5,3,4,579,-3.4259
1998,5,3,5,474,-2.0544
1998,6,1,1,3495,-2.5726
1998,6,1,2,1006,-1.3013
1998,6,1,3,206,-2.9392
1998,6,1,4,27,-3.8632
1998,6,1,5,1,-7.6000
1998,6,2,1,377,0.7843
1998,6,2,2,922,0.6148
1998,6,2,3,704,0.7258
1998,6,2,4,275,-1.7885
1998,6,2,5,26,-5.9374
1998,6,3,1,15,7.9370
1998,6,3,2,128,0.2152
1998,6,3,3,413,1.0455
1998,6,3,4,583,1.4617
1998,6,3,5,467,4.5699
1998,7,1,1,3370,-6.3439
1998,7,1,2,953,-9.0117
1998,7,1,3,195,-8.4408
1998,7,1,4,31,-15.9155
1998,7,1,5,1,-44.5887
1998,7,2,1,367,-6.1566
1998,7,2,2,898,-6.7869
1998,7,2,3,686,-10.0768
1998,7,2,4,278,-9.1109
1998,7,2,5,24,-15.7148
1998,7,3,1,15,0.6390
1998,7,3,2,124,-3.8687
1998,7,3,3,405,-5.1742
1998,7,3,4,580,-5.0465
1998,7,3,5,467,-1.0111
1998,8,1,1,3353,-20.0024
1998,8,1,2,964,-25.8130
1998,8,1,3,212,-29.5111
1998,8,1,4,34,-34.3564
1998,8,1,5,1,-18.7500
1998,8,2,1,373,-14.5182
1998,8,2,2,891,-18.6786
1998,8,2,3,706,-22.9126
1998,8,2,4,285,-27.4518
1998,8,2,5,25,-31.9167
1998,8,3,1,15,-6.5706
1998,8,3,2,131,-13.9055
1998,8,3,3,408,-13.9740
1998,8,3,4,591,-14.9186
1998,8,3,5,466,-12.9031
1998,9,1,1,3349,2.2637
1998,9,1,2,978,9.6561
1998,9,1,3,221,16.5487
1998,9,1,4,38,15.6582
1998,9,1,5,2,10.8585
1998,9,2,1,376,5.3339
1998,9,2,2,874,8.2493
1998,9,2,3,696,8.6407
1998,9,2,4,291,8.8391
1998,9,2,5,28,13.0846
1998,9,3,1,16,4.5276
1998,9,3,2,142,3.6893
1998,9,3,3,409,5.8716
1998,9,3,4,579,5.4591
1998,9,3,5,466,8.0946
1998,10,1,1,3316,1.5636
1998,10,1,2,996,5.6225
1998,10,1,3,227,8.1385
1998,10,1,4,41,8.5099
1998,10,1,5,2,-6.2486
1998,10,2,1,388,1.0711
1998,10,2,2,865,2.5938
1998,10,2,3,692,6.6428
1998,10,2,4,287,11.6715
1998,10,2,5,29,20.5251
1998,10,3,1,16,1.9645
1998,10,3,2,146,6.4211
1998,10,3,3,422,5.8680
1998,10,3,4,577,5.9237
1998,10,3,5,463,7.4291
1998,11,1,1,3293,7.5788
1998,11,1,2,1005,11.5662
1998,11,1,3,231,19.7285
1998,11,1,4,41,10.2959
1998,11,1,5,2,176.3525
1998,11,2,1,390,4.3163
1998,11,2,2,883,5.8967
1998,11,2,3,702,7.7179
1998,11,2,4,282,9.3812
1998,11,2,5,28,5.3990
1998,11,3,1,17,3.1475
1998,11,3,2,142,4.3297
1998,11,3,3,431,2.9388
1998,11,3,4,589,4.6722
1998,11,3,5,471,6.6173
1998,12,1,1,3292,1.7774
1998,12,1,2,987,6.3190
1998,12,1,3,223,1.6383
1998,12,1,4,41,-0.3495
1998,12,1,5,2,-23.7330
1998,12,2,1,400,6.3454
1998,12,2,2,894,6.6734
1998,12,2,3,714,6.1789
1998,12,2,4,292,5.9997
1998,12,2,5,27,7.9181
1998,12,3,1,17,11.9936
1998,12,3,2,138,6.7551
1998,12,3,3,439,6.4845
1998,12,3,4,593,5.9462
1998,12,3,5,471,7.6016
1999,1,1,1,3257,6.4203
1999,1,1,2,965,6.5890
1999,1,1,3,219,9.4146
1999,1,1,4,40,5.4245
1999,1,1,5,2,-3.1689
1999,1,2,1,404,-1.8080
1999,1,2,2,914,-0.1132
1999,1,2,3,710,3.4226
1999,1,2,4,288,12.4926
1999,1,2,5,28,25.8180
1999,1,3,1,16,5.8559
1999,1,3,2,145,-2.5415
1999,1,3,3,443,-3.1380
1999,1,3,4,604,-1.4791
1999,1,3,5,474,5.4511
1999,2,1,1,3212,-6.4551
1999,2,1,2,946,-9.3182
1999,2,1,3,212,-13.2959
1999,2,1,4,36,-15.6942
1999,2,1,5,2,-9.0736
1999,2,2,1,408,-6.3342
1999,2,2,2,921,-8.4790
1999,2,2,3,724,-10.2313
1999,2,2,4,290,-12.2347
1999,2,2,5,25,-6.5199
1999,2,3,1,15,-3.4992
1999,2,3,2,139,-4.3524
1999,2,3,3,467,-6.2895
1999,2,3,4,618,-3.6411
1999,2,3,5,474,-4.3839
1999,3,1,1,3162,-4.4787
1999,3,1,2,916,0.3664
1999,3,1,3,213,4.4646
1999,3,1,4,37,17.0157
1999,3,1,5,2,-3.0393
1999,3,2,1,407,-2.9175
1999,3,2,2,914,0.1422
1999,3,2,3,732,3.1317
1999,3,2,4,288,5.8464
1999,3,2,5,23,17.3495
1999,3,3,1,15,-1.0268
1999,3,3,2,133,0.4641
1999,3,3,3,465,0.1041
1999,3,3,4,629,1.7410
1999,3,3,5,480,4.5366
1999,4,1,1,3085,9.5705
1999,4,1,2,874,11.1522
1999,4,1,3,212,10.4396
1999,4,1,4,36,10.5478
1999,4,1,5,2,-11.5182
1999,4,2,1,409,7.4579
1999,4,2,2,909,7.3502
1999,4,2,3,744,10.5879
1999,4,2,4,279,7.9193
1999,4,2,5,25,3.8888
1999,4,3,1,13,6.5137
1999,4,3,2,134,4.4789
1999,4,3,3,464,9.1839
1999,4,3,4,636,8.6932
1999,4,3,5,489,2.8874
1999,5,1,1,3042,4.1200
1999,5,1,2,882,2.1514
1999,5,1,3,227,-1.1081
1999,5,1,4,38,-4.1608
1999,5,1,5,3,-22.2560
1999,5,2,1,416,3.6630
1999,5,2,2,908,3.4974
1999,5,2,3,751,3.1239
1999,5,2,4,285,-1.0238
1999,5,2,5,27,-11.4102
1999,5,3,1,14,-1.7369
1999,5,3,2,132,2.1497
1999,5,3,3,461,0.7704
1999,5,3,4,640,0.6367
1999,5,3,5,493,-2.0593
1999,6,1,1,3010,4.6499
1999,6,1,2,880,7.6748
1999,6,1,3,229,5.3829
1999,6,1,4,47,0.4322
1999,6,1,5,4,5.6189
1999,6,2,1,413,4.7487
1999,6,2,2,906,6.7797
1999,6,2,3,753,8.5906
1999,6,2,4,281,8.2664
1999,6,2,5,26,8.7923
1999,6,3,1,14,3.0661
1999,6,3,2,129,3.8005
1999,6,3,3,459,4.4868
1999,6,3,4,638,3.6069
1999,6,3,5,488,5.7971
1999,7,1,1,2907,1.2809
1999,7,1,2,832,0.2100
1999,7,1,3,226,-3.7633
1999,7,1,4,50,-4.1497
1999,7,1,5,4,-8.5131
1999,7,2,1,397,-1.0213
1999,7,2,2,892,0.0126
1999,7,2,3,736,-0.8999
1999,7,2,4,281,-4.7314
1999,7,2,5,24,-14.6713
1999,7,3,1,12,-0.8907
1999,7,3,2,129,0.0565
1999,7,3,3,448,-0.4243
1999,7,3,4,620,-2.0748
1999,7,3,5,483,-2.7494
1999,8,1,1,2888,-2.2376
1999,8,1,2,834,-0.1248
1999,8,1,3,225,-4.4346
1999,8,1,4,50,-7.7665
1999,8,1,5,4,-10.3250
1999,8,2,1,393,-3.9509
1999,8,2,2,894,-3.2796
1999,8,2,3,758,-0.8604
1999,8,2,4,298,-0.3339
1999,8,2,5,24,-4.6379
1999,8,3,1,12,-4.7746
1999,8,3,2,118,-4.0644
1999,8,3,3,450,-3.8625
1999,8,3,4,621,-3.4586
1999,8,3,5,487,0.5699
1999,9,1,1,2866,-1.0763
1999,9,1,2,833,0.3090
1999,9,1,3,223,1.7906
1999,9,1,4,53,-3.3575
1999,9,1,5,4,-7.1599
1999,9,2,1,386,-0.4541
1999,9,2,2,901,-0.4476
1999,9,2,3,757,0.1776
1999,9,2,4,294,3.2036
1999,9,2,5,25,4.8460
1999,9,3,1,9,3.4597
1999,9,3,2,115,-1.7502
1999,9,3,3,457,0.6081
1999,9,3,4,628,-2.6678
1999,9,3,5,491,-2.0954
1999,10,1,1,2831,-1.1558
1999,10,1,2,801,-0.0227
1999,10,1,3,225,1.4631
1999,10,1,4,49,1.7575
1999,10,1,5,4,8.1214
1999,10,2,1,381,-0.3584
1999,10,2,2,899,-2.1793
1999,10,2,3,789,-0.4548
1999,10,2,4,303,7.4652
1999,10,2,5,25,8.7359
1999,10,3,1,9,4.6240
1999,10,3,2,109,2.0938
1999,10,3,3,453,1.0783
1999,10,3,4,646,2.7845
1999,10,3,5,498,5.5685
1999,11,1,1,2797,11.6880
1999,11,1,2,791,16.5575
1999,11,1,3,237,24.0685
1999,11,1,4,51,25.6462
1999,11,1,5,2,20.6944
1999,11,2,1,382,2.3371
1999,11,2,2,908,6.7289
1999,11,2,3,814,10.1186
1999,11,2,4,311,17.6060
1999,11,2,5,27,20.7688
1999,11,3,1,8,5.7869
1999,11,3,2,113,2.3427
1999,11,3,3,458,3.1284
1999,11,3,4,662,3.1100
1999,11,3,5,507,4.4137
1999,12,1,1,2768,15.8226
1999,12,1,2,796,16.3578
1999,12,1,3,233,16.2804
1999,12,1,4,50,7.2586
1999,12,1,5,2,7.7915
1999,12,2,1,375,7.2910
1999,12,2,2,915,10.0422
1999,12,2,3,803,15.1962
1999,12,2,4,318,18.7320
1999,12,2,5,23,2.8996
1999,12,3,1,9,13.8936
1999,12,3,2,109,6.7536
1999,12,3,3,482,6.6921
1999,12,3,4,685,11.0451
1999,12,3,5,516,8.5792
2000,1,1,1,2709,9.3014
2000,1,1,2,807,6.1686
2000,1,1,3,233,7.4859
2000,1,1,4,52,18.0284
2000,1,1,5,2,-8.4339
2000,1,2,1,381,0.7802
2000,1,2,2,947,-1.2918
2000,1,2,3,831,-1.2535
2000,1,2,4,319,-2.1661
2000,1,2,5,23,1.7515
2000,1,3,1,11,-4.2369
2000,1,3,2,104,-3.4647
2000,1,3,3,502,-3.3803
2000,1,3,4,734,-3.6273
2000,1,3,5,539,-4.7357
2000,2,1,1,2690,29.3882
2000,2,1,2,843,27.9003
2000,2,1,3,237,24.2391
2000,2,1,4,55,15.0740
2000,2,1,5,2,-4.2719
2000,2,2,1,378,9.8698
2000,2,2,2,981,13.4516
2000,2,2,3,891,21.7249
2000,2,2,4,325,27.2352
2000,2,2,5,24,28.0770
2000,2,3,1,14,-4.1881
2000,2,3,2,106,1.3505
2000,2,3,3,511,4.9997
2000,2,3,4,767,8.4394
2000,2,3,5,565,2.0337
2000,3,1,1,2652,-8.2689
2000,3,1,2,886,-8.3579
2000,3,1,3,244,-13.7044
2000,3,1,4,56,-14.3839
2000,3,1,5,2,-21.4175
2000,3,2,1,397,-1.8662
2000,3,2,2,1012,-3.0819
2000,3,2,3,954,-5.4128
2000,3,2,4,349,-13.2840
2000,3,2,5,24,-8.9691
2000,3,3,1,14,4.8348
2000,3,3,2,100,6.7107
2000,3,3,3,564,3.9699
2000,3,3,4,834,2.1409
2000,3,3,5,581,6.9372
2000,4,1,1,2635,-14.4442
2000,4,1,2,942,-19.9147
2000,4,1,3,250,-29.9052
2000,4,1,4,54,-32.3055
2000,4,1,5,2,-26.2456
2000,4,2,1,385,-3.4261
2000,4,2,2,1026,-6.0782
2000,4,2,3,998,-11.0898
2000,4,2,4,381,-20.9850
2000,4,2,5,25,-25.3144
2000,4,3,1,14,-3.1651
2000,4,3,2,95,-1.7022
2000,4,3,3,563,-4.5184
2000,4,3,4,855,-3.3638
2000,4,3,5,598,-4.7601
2000,5,1,1,2622,-8.5640
2000,5,1,2,967,-12.6937
2000,5,1,3,319,-19.1019
2000,5,1,4,66,-18.6700
2000,5,1,5,1,-9.3750
2000,5,2,1,381,-3.9373
2000,5,2,2,1019,-3.6371
2000,5,2,3,1003,-7.5576
2000,5,2,4,449,-12.5794
2000,5,2,5,26,-17.4652
2000,5,3,1,12,-8.4650
2000,5,3,2,91,-3.6096
2000,5,3,3,560,-3.1079
2000,5,3,4,865,-4.1949
2000,5,3,5,608,-4.8239
2000,6,1,1,2603,14.8037
2000,6,1,2,979,19.6145
2000,6,1,3,357,16.0885
2000,6,1,4,75,21.2693
2000,6,1,5,0,
2000,6,2,1,376,6.8278
2000,6,2,2,1011,10.0026
2000,6,2,3,1012,13.0161
2000,6,2,4,492,18.2363
2000,6,2,5,32,33.0905
2000,6,3,1,10,11.2664
2000,6,3,2,90,-1.6594
2000,6,3,3,565,5.2742
2000,6,3,4,873,4.0071
2000,6,3,5,612,5.6585
2000,7,1,1,2544,-3.0971
2000,7,1,2,983,-7.2519
2000,7,1,3,346,-7.8850
2000,7,1,4,73,-11.8595
2000,7,1,5,0,
2000,7,2,1,370,0.7959
2000,7,2,2,995,-2.0855
