year,month,rank_ME,rank_ISq_1,nstocks,ret_vw
1995,3,3,2,163,3.1308
1995,3,3,3,175,3.0171
1995,3,3,4,164,2.4227
1995,3,3,5,172,3.3113
1995,4,1,1,674,2.1636
1995,4,1,2,657,2.6949
1995,4,1,3,703,3.8457
1995,4,1,4,696,3.3198
1995,4,1,5,632,1.4893
1995,4,2,1,194,1.6177
1995,4,2,2,176,0.9297
1995,4,2,3,175,0.4038
1995,4,2,4,205,3.3234
1995,4,2,5,220,3.8328
1995,4,3,1,167,2.0058
1995,4,3,2,179,4.3194
1995,4,3,3,177,1.9618
1995,4,3,4,187,2.0930
1995,4,3,5,162,3.8754
1995,5,1,1,606,2.1421
1995,5,1,2,725,2.4314
1995,5,1,3,731,3.4806
1995,5,1,4,720,0.4687
1995,5,1,5,562,1.1238
1995,5,2,1,201,0.7679
1995,5,2,2,203,1.1870
1995,5,2,3,192,-0.4194
1995,5,2,4,216,0.4059
1995,5,2,5,183,3.1420
1995,5,3,1,169,2.4223
1995,5,3,2,185,3.1855
1995,5,3,3,169,3.6253
1995,5,3,4,169,2.6358
1995,5,3,5,176,3.8273
1995,6,1,1,613,3.7641
1995,6,1,2,746,6.8757
1995,6,1,3,768,5.8867
1995,6,1,4,644,7.2756
1995,6,1,5,579,7.7026
1995,6,2,1,210,4.9876
1995,6,2,2,193,5.8540
1995,6,2,3,196,6.3623
1995,6,2,4,205,7.0736
1995,6,2,5,183,7.2164
1995,6,3,1,164,2.5014
1995,6,3,2,178,2.2541
1995,6,3,3,180,4.7924
1995,6,3,4,173,3.5520
1995,6,3,5,172,3.2624
1995,7,1,1,481,7.3962
1995,7,1,2,618,6.3410
1995,7,1,3,755,6.2869
1995,7,1,4,700,6.8773
1995,7,1,5,682,5.6964
1995,7,2,1,180,5.2890
1995,7,2,2,188,5.8243
1995,7,2,3,197,5.9650
1995,7,2,4,227,7.1403
1995,7,2,5,252,8.3658
1995,7,3,1,178,3.1986
1995,7,3,2,167,3.3971
1995,7,3,3,193,3.6139
1995,7,3,4,184,4.9345
1995,7,3,5,176,3.6184
1995,8,1,1,563,3.5633
1995,8,1,2,675,3.2360
1995,8,1,3,685,4.4861
1995,8,1,4,653,4.5400
1995,8,1,5,650,4.6042
1995,8,2,1,206,0.5941
1995,8,2,2,199,2.5052
1995,8,2,3,194,1.2068
1995,8,2,4,233,0.4512
1995,8,2,5,244,1.5354
1995,8,3,1,177,-0.0230
1995,8,3,2,185,-0.0079
1995,8,3,3,166,-1.2830
1995,8,3,4,176,-0.3778
1995,8,3,5,193,1.8849
1995,9,1,1,539,0.8068
1995,9,1,2,741,1.8530
1995,9,1,3,625,2.9129
1995,9,1,4,667,2.4178
1995,9,1,5,652,3.0530
1995,9,2,1,219,1.4084
1995,9,2,2,193,1.5617
1995,9,2,3,209,2.3505
1995,9,2,4,218,1.5910
1995,9,2,5,270,1.8156
1995,9,3,1,171,2.2652
1995,9,3,2,198,5.4006
1995,9,3,3,177,3.0178
1995,9,3,4,185,1.8903
1995,9,3,5,174,4.4923
1995,10,1,1,536,-5.8424
1995,10,1,2,616,-5.8916
1995,10,1,3,684,-5.9390
1995,10,1,4,775,-6.3949
1995,10,1,5,620,-7.4602
1995,10,2,1,198,-6.1275
1995,10,2,2,211,-7.2380
1995,10,2,3,235,-4.9205
1995,10,2,4,213,-6.7373
1995,10,2,5,247,-6.2785
1995,10,3,1,166,-1.1512
1995,10,3,2,185,0.4931
1995,10,3,3,190,0.2540
1995,10,3,4,203,0.1475
1995,10,3,5,173,-0.6762
1995,11,1,1,581,2.0842
1995,11,1,2,755,0.9931
1995,11,1,3,688,1.6391
1995,11,1,4,633,1.1659
1995,11,1,5,578,0.9893
1995,11,2,1,232,3.9634
1995,11,2,2,224,4.3749
1995,11,2,3,238,6.0838
1995,11,2,4,207,4.0654
1995,11,2,5,221,5.2778
1995,11,3,1,152,5.2460
1995,11,3,2,189,3.6899
1995,11,3,3,200,2.9565
1995,11,3,4,188,3.7124
1995,11,3,5,190,4.6288
1995,12,1,1,704,0.9412
1995,12,1,2,675,0.2237
1995,12,1,3,662,0.1903
1995,12,1,4,615,0.0749
1995,12,1,5,609,0.8979
1995,12,2,1,207,3.1131
1995,12,2,2,207,2.8044
1995,12,2,3,215,1.2391
1995,12,2,4,231,2.2354
1995,12,2,5,251,2.9298
1995,12,3,1,173,1.2332
1995,12,3,2,187,3.1390
1995,12,3,3,200,-0.5095
1995,12,3,4,191,2.0816
1995,12,3,5,179,1.7159
1996,1,1,1,563,1.8152
1996,1,1,2,632,1.0729
1996,1,1,3,623,2.6676
1996,1,1,4,717,2.4007
1996,1,1,5,752,1.3164
1996,1,2,1,225,0.3246
1996,1,2,2,205,-0.6681
1996,1,2,3,201,0.8840
1996,1,2,4,242,-0.0725
1996,1,2,5,251,-0.0720
1996,1,3,1,185,2.8115
1996,1,3,2,189,2.6233
1996,1,3,3,186,2.6414
1996,1,3,4,184,4.1806
1996,1,3,5,194,1.4862
1996,2,1,1,606,2.7214
1996,2,1,2,716,3.7388
1996,2,1,3,690,3.7072
1996,2,1,4,652,4.1366
1996,2,1,5,661,4.3495
1996,2,2,1,209,4.9909
1996,2,2,2,202,4.3060
1996,2,2,3,219,2.2342
1996,2,2,4,238,5.7415
1996,2,2,5,252,3.5174
1996,2,3,1,181,1.4336
1996,2,3,2,190,0.9002
1996,2,3,3,202,0.5427
1996,2,3,4,181,2.5457
1996,2,3,5,185,1.7644
1996,3,1,1,568,2.4234
1996,3,1,2,644,2.0183
1996,3,1,3,811,2.3775
1996,3,1,4,670,3.5241
1996,3,1,5,632,3.4456
1996,3,2,1,214,2.7370
1996,3,2,2,213,2.9530
1996,3,2,3,244,1.8546
1996,3,2,4,234,1.6991
1996,3,2,5,241,1.9434
1996,3,3,1,186,1.0819
1996,3,3,2,193,0.5763
1996,3,3,3,193,0.2535
1996,3,3,4,187,1.9861
1996,3,3,5,177,1.2989
1996,4,1,1,620,9.5231
1996,4,1,2,652,8.6132
1996,4,1,3,700,9.1643
1996,4,1,4,728,10.2424
1996,4,1,5,682,9.4980
1996,4,2,1,212,7.2132
1996,4,2,2,204,9.0463
1996,4,2,3,222,7.0252
1996,4,2,4,236,8.7889
1996,4,2,5,251,8.7742
1996,4,3,1,199,3.1155
1996,4,3,2,195,2.2240
1996,4,3,3,169,3.2118
1996,4,3,4,195,2.2204
1996,4,3,5,182,1.5247
1996,5,1,1,544,10.8856
1996,5,1,2,714,6.7906
1996,5,1,3,772,8.7541
1996,5,1,4,723,9.4720
1996,5,1,5,601,9.2621
1996,5,2,1,223,3.9148
1996,5,2,2,185,4.2821
1996,5,2,3,258,5.5257
1996,5,2,4,216,5.2005
1996,5,2,5,297,4.7110
1996,5,3,1,175,1.2345
1996,5,3,2,183,2.7601
1996,5,3,3,206,2.7470
1996,5,3,4,202,2.5434
1996,5,3,5,204,3.6356
1996,6,1,1,579,-5.8583
1996,6,1,2,724,-5.6075
1996,6,1,3,653,-6.3270
1996,6,1,4,685,-6.4848
1996,6,1,5,708,-8.0454
1996,6,2,1,244,-4.8596
1996,6,2,2,228,-5.0915
1996,6,2,3,192,-2.6920
1996,6,2,4,287,-5.0011
1996,6,2,5,275,-6.2075
1996,6,3,1,180,-0.3735
1996,6,3,2,209,0.5344
1996,6,3,3,201,-0.0598
1996,6,3,4,212,-2.1319
1996,6,3,5,164,-0.2848
1996,7,1,1,634,-11.0088
1996,7,1,2,629,-11.3030
1996,7,1,3,711,-9.3441
1996,7,1,4,648,-10.6749
1996,7,1,5,767,-11.0904
1996,7,2,1,266,-11.0610
1996,7,2,2,220,-9.6265
1996,7,2,3,225,-11.9448
1996,7,2,4,229,-11.3639
1996,7,2,5,284,-11.4011
1996,7,3,1,190,-4.6711
1996,7,3,2,176,-6.5919
1996,7,3,3,204,-5.8509
1996,7,3,4,203,-4.1135
1996,7,3,5,187,-6.2307
1996,8,1,1,634,5.8188
1996,8,1,2,722,4.3381
1996,8,1,3,672,3.9207
1996,8,1,4,690,5.3193
1996,8,1,5,742,3.5176
1996,8,2,1,252,7.6845
1996,8,2,2,226,7.1550
1996,8,2,3,210,5.7173
1996,8,2,4,266,6.2955
1996,8,2,5,270,6.5818
1996,8,3,1,174,2.5829
1996,8,3,2,191,2.3248
1996,8,3,3,202,2.8613
1996,8,3,4,185,2.0477
1996,8,3,5,182,3.0586
1996,9,1,1,676,2.4978
1996,9,1,2,730,2.8362
1996,9,1,3,706,2.3856
1996,9,1,4,700,1.4577
1996,9,1,5,692,2.8554
1996,9,2,1,203,2.6643
1996,9,2,2,236,4.7817
1996,9,2,3,230,4.9112
1996,9,2,4,263,5.0210
1996,9,2,5,268,6.3525
1996,9,3,1,204,4.6742
1996,9,3,2,177,4.9111
1996,9,3,3,192,6.7773
1996,9,3,4,202,5.5968
1996,9,3,5,174,5.9060
1996,10,1,1,737,-4.3226
1996,10,1,2,743,-3.2196
1996,10,1,3,706,-2.4853
1996,10,1,4,690,-4.1461
1996,10,1,5,622,-4.8397
1996,10,2,1,243,-2.1282
1996,10,2,2,206,-2.8916
1996,10,2,3,237,-2.5673
1996,10,2,4,232,-2.9832
1996,10,2,5,272,-1.3875
1996,10,3,1,204,0.8024
1996,10,3,2,192,2.2866
1996,10,3,3,196,0.0469
1996,10,3,4,201,0.4526
1996,10,3,5,186,0.5408
1996,11,1,1,635,1.6096
1996,11,1,2,694,2.3649
1996,11,1,3,779,1.3362
1996,11,1,4,776,2.8502
1996,11,1,5,702,0.9389
1996,11,2,1,217,0.7049
1996,11,2,2,202,3.0119
1996,11,2,3,220,3.0191
1996,11,2,4,241,3.8479
1996,11,2,5,275,3.5948
1996,11,3,1,212,6.3647
1996,11,3,2,191,6.9696
1996,11,3,3,202,6.4532
1996,11,3,4,197,8.0797
1996,11,3,5,177,6.3039
1996,12,1,1,699,1.3429
1996,12,1,2,833,0.8622
1996,12,1,3,693,1.2463
1996,12,1,4,711,1.1188
1996,12,1,5,692,-0.4747
1996,12,2,1,229,1.9636
1996,12,2,2,259,1.9409
1996,12,2,3,210,3.7449
1996,12,2,4,236,1.6701
1996,12,2,5,247,1.0043
1996,12,3,1,184,-1.7648
1996,12,3,2,186,-1.7736
1996,12,3,3,193,-0.9386
1996,12,3,4,208,-0.9400
1996,12,3,5,207,-2.6423
1997,1,1,1,695,6.2479
1997,1,1,2,696,5.0416
1997,1,1,3,712,4.5755
1997,1,1,4,786,6.5076
1997,1,1,5,736,5.5149
1997,1,2,1,226,2.7195
1997,1,2,2,220,3.4850
1997,1,2,3,219,2.5442
1997,1,2,4,230,3.9448
1997,1,2,5,288,3.6089
1997,1,3,1,198,5.2467
1997,1,3,2,204,6.1086
1997,1,3,3,201,4.1761
1997,1,3,4,223,6.0164
1997,1,3,5,174,4.2020
1997,2,1,1,717,-1.6990
1997,2,1,2,762,-4.1385
1997,2,1,3,710,-2.8378
1997,2,1,4,681,-3.8179
1997,2,1,5,774,-3.2290
1997,2,2,1,252,-5.3455
1997,2,2,2,197,-4.1013
1997,2,2,3,217,-3.9435
1997,2,2,4,255,-3.4905
1997,2,2,5,250,-4.3014
1997,2,3,1,223,-1.3734
1997,2,3,2,211,-2.7221
1997,2,3,3,185,1.3908
1997,2,3,4,197,0.0622
1997,2,3,5,185,-0.1421
1997,3,1,1,666,-6.9755
1997,3,1,2,775,-5.2295
1997,3,1,3,770,-5.4310
1997,3,1,4,731,-8.1128
1997,3,1,5,760,-6.7907
1997,3,2,1,260,-4.2976
1997,3,2,2,228,-4.9987
1997,3,2,3,203,-5.3775
1997,3,2,4,213,-5.6601
1997,3,2,5,227,-5.5123
1997,3,3,1,175,-1.3733
1997,3,3,2,191,-3.8052
1997,3,3,3,213,-3.6862
1997,3,3,4,223,-5.0049
1997,3,3,5,189,-5.1888
1997,4,1,1,794,-4.3995
1997,4,1,2,730,-5.3599
1997,4,1,3,753,-4.6286
1997,4,1,4,769,-5.1753
1997,4,1,5,667,-5.4843
1997,4,2,1,254,-0.0452
1997,4,2,2,200,-2.0815
1997,4,2,3,218,0.6693
1997,4,2,4,240,-0.8869
1997,4,2,5,232,-0.9079
1997,4,3,1,200,4.9398
1997,4,3,2,196,4.9117
1997,4,3,3,190,5.6968
1997,4,3,4,205,5.4955
1997,4,3,5,189,2.2913
1997,5,1,1,777,13.5253
1997,5,1,2,800,12.8945
1997,5,1,3,852,10.1106
1997,5,1,4,664,11.0402
1997,5,1,5,670,10.8836
1997,5,2,1,255,17.4929
1997,5,2,2,219,17.0911
1997,5,2,3,213,13.4528
1997,5,2,4,197,13.6707
1997,5,2,5,225,13.5109
1997,5,3,1,190,7.2092
1997,5,3,2,194,5.7069
1997,5,3,3,204,6.1281
1997,5,3,4,196,8.1743
1997,5,3,5,192,7.1140
1997,6,1,1,616,2.6723
1997,6,1,2,733,4.8741
1997,6,1,3,765,4.3248
1997,6,1,4,807,3.4293
1997,6,1,5,816,3.2582
1997,6,2,1,181,5.6914
1997,6,2,2,199,5.4356
1997,6,2,3,231,6.4512
1997,6,2,4,234,5.8715
1997,6,2,5,265,5.5559
1997,6,3,1,218,2.8010
1997,6,3,2,220,5.0174
1997,6,3,3,205,4.3235
1997,6,3,4,199,4.0821
1997,6,3,5,158,4.1906
1997,7,1,1,700,4.4717
1997,7,1,2,740,4.1691
1997,7,1,3,818,7.2000
1997,7,1,4,656,4.8356
1997,7,1,5,789,4.8051
1997,7,2,1,220,5.1228
1997,7,2,2,199,6.1234
1997,7,2,3,207,5.8750
1997,7,2,4,238,5.0610
1997,7,2,5,236,5.2342
1997,7,3,1,208,6.2042
1997,7,3,2,221,8.2941
1997,7,3,3,201,9.8264
1997,7,3,4,200,6.2374
1997,7,3,5,184,6.1431
1997,8,1,1,716,4.4142
1997,8,1,2,831,4.9939
1997,8,1,3,745,3.5635
1997,8,1,4,751,4.6741
1997,8,1,5,677,4.8050
1997,8,2,1,241,3.3414
1997,8,2,2,216,3.1703
1997,8,2,3,183,5.0981
1997,8,2,4,254,3.8689
1997,8,2,5,211,3.8941
1997,8,3,1,181,-4.5424
1997,8,3,2,206,-3.0338
1997,8,3,3,205,-4.8502
1997,8,3,4,213,-4.6210
1997,8,3,5,208,-3.6039
1997,9,1,1,682,9.3257
1997,9,1,2,763,9.0004
1997,9,1,3,697,9.1164
1997,9,1,4,798,10.1471
1997,9,1,5,800,8.8204
1997,9,2,1,209,8.4957
1997,9,2,2,193,8.8284
1997,9,2,3,216,7.8931
1997,9,2,4,223,7.7842
1997,9,2,5,253,6.4642
1997,9,3,1,199,4.9143
1997,9,3,2,212,4.7604
1997,9,3,3,209,6.4118
1997,9,3,4,201,4.5658
1997,9,3,5,184,3.2673
1997,10,1,1,643,-3.2800
1997,10,1,2,659,-2.1927
1997,10,1,3,714,-3.1504
1997,10,1,4,774,-3.4825
1997,10,1,5,916,-5.3659
1997,10,2,1,213,-4.5926
1997,10,2,2,196,-4.3546
1997,10,2,3,201,-6.7504
1997,10,2,4,227,-4.8234
1997,10,2,5,280,-4.5043
1997,10,3,1,188,-4.5173
1997,10,3,2,213,-1.3807
1997,10,3,3,211,-3.2909
1997,10,3,4,214,-5.4360
1997,10,3,5,180,-3.5924
1997,11,1,1,529,-3.6923
1997,11,1,2,744,-3.1615
1997,11,1,3,694,-3.7198
1997,11,1,4,801,-3.0998
1997,11,1,5,955,-2.4885
1997,11,2,1,212,-1.6569
1997,11,2,2,234,-1.9365
1997,11,2,3,226,-2.6094
1997,11,2,4,217,-1.8805
1997,11,2,5,239,-1.7599
1997,11,3,1,172,2.4889
1997,11,3,2,203,3.2334
1997,11,3,3,210,4.3742
1997,11,3,4,229,5.8118
1997,11,3,5,187,3.8560
1997,12,1,1,698,-4.5358
1997,12,1,2,672,-3.3958
1997,12,1,3,696,-4.4252
1997,12,1,4,758,-3.5438
1997,12,1,5,916,-5.4208
1997,12,2,1,214,-0.4922
1997,12,2,2,219,-1.0451
1997,12,2,3,215,0.1594
1997,12,2,4,242,1.1722
1997,12,2,5,223,1.0363
1997,12,3,1,209,-0.3563
1997,12,3,2,171,0.9004
1997,12,3,3,233,2.9013
1997,12,3,4,189,1.8623
1997,12,3,5,201,0.6473
1998,1,1,1,688,1.9869
1998,1,1,2,833,-0.5785
1998,1,1,3,618,-0.8825
1998,1,1,4,775,-0.3358
1998,1,1,5,829,0.2184
1998,1,2,1,200,1.5257
1998,1,2,2,208,-0.2257
1998,1,2,3,243,-2.5702
1998,1,2,4,200,-0.0966
1998,1,2,5,258,-0.2258
1998,1,3,1,203,3.1192
1998,1,3,2,215,0.2317
1998,1,3,3,201,1.5892
1998,1,3,4,195,0.0834
1998,1,3,5,188,2.6436
1998,2,1,1,610,5.9712
1998,2,1,2,741,7.3740
1998,2,1,3,680,8.3120
1998,2,1,4,708,5.9020
1998,2,1,5,996,6.0151
1998,2,2,1,193,9.1637
1998,2,2,2,225,8.7770
1998,2,2,3,225,9.7848
1998,2,2,4,210,8.2174
1998,2,2,5,251,9.2845
1998,2,3,1,169,8.1338
1998,2,3,2,215,6.5512
1998,2,3,3,203,5.3999
1998,2,3,4,217,6.5895
1998,2,3,5,195,8.2307
1998,3,1,1,756,3.5405
1998,3,1,2,650,4.5527
1998,3,1,3,663,4.1418
1998,3,1,4,758,4.4596
1998,3,1,5,884,5.6711
1998,3,2,1,224,6.8371
1998,3,2,2,199,5.4120
1998,3,2,3,214,4.9189
1998,3,2,4,216,4.3983
1998,3,2,5,238,4.1016
1998,3,3,1,201,7.4571
1998,3,3,2,214,4.9982
1998,3,3,3,206,4.5036
1998,3,3,4,211,3.1214
1998,3,3,5,192,5.5380
1998,4,1,1,684,2.0243
1998,4,1,2,669,2.3078
1998,4,1,3,654,3.5747
1998,4,1,4,754,1.6358
1998,4,1,5,932,3.8301
1998,4,2,1,175,-0.3043
1998,4,2,2,213,0.5585
1998,4,2,3,207,1.1832
1998,4,2,4,230,0.7396
1998,4,2,5,262,0.5099
1998,4,3,1,193,-0.1064
1998,4,3,2,216,1.2812
1998,4,3,3,204,-0.6728
1998,4,3,4,232,3.2314
1998,4,3,5,184,-0.1276
1998,5,1,1,717,-5.7462
1998,5,1,2,723,-4.6142
1998,5,1,3,649,-5.9977
1998,5,1,4,640,-5.5163
1998,5,1,5,934,-7.0228
1998,5,2,1,219,-6.8344
1998,5,2,2,215,-5.9526
1998,5,2,3,199,-5.7992
1998,5,2,4,222,-5.3028
1998,5,2,5,242,-6.3332
1998,5,3,1,181,-2.4332
1998,5,3,2,213,-1.1882
1998,5,3,3,219,-2.1147
1998,5,3,4,219,-3.0719
1998,5,3,5,203,-3.0637
1998,6,1,1,722,-2.6942
1998,6,1,2,676,-3.3229
1998,6,1,3,674,-3.2782
1998,6,1,4,745,-5.7842
1998,6,1,5,863,-4.5484
1998,6,2,1,276,-0.1891
1998,6,2,2,193,-0.3241
1998,6,2,3,193,0.4755
1998,6,2,4,209,0.7805
1998,6,2,5,218,-1.2212
1998,6,3,1,157,3.3240
1998,6,3,2,222,5.2307
1998,6,3,3,222,3.9483
1998,6,3,4,221,4.3051
1998,6,3,5,197,2.8781
1998,7,1,1,665,-7.0758
1998,7,1,2,603,-5.7066
1998,7,1,3,704,-6.5148
1998,7,1,4,694,-7.9912
1998,7,1,5,877,-8.3783
1998,7,2,1,201,-8.1207
1998,7,2,2,210,-7.6460
1998,7,2,3,203,-8.0200
1998,7,2,4,232,-9.6722
1998,7,2,5,252,-6.9746
1998,7,3,1,182,-2.1138
1998,7,3,2,215,0.1668
1998,7,3,3,215,-2.7627
1998,7,3,4,223,-3.4125
1998,7,3,5,206,-1.3767
1998,8,1,1,570,-21.6838
1998,8,1,2,710,-21.1360
1998,8,1,3,707,-21.7927
1998,8,1,4,730,-23.1834
1998,8,1,5,844,-23.7722
1998,8,2,1,208,-19.8654
1998,8,2,2,201,-21.3163
1998,8,2,3,219,-21.4046
1998,8,2,4,215,-20.7535
1998,8,2,5,231,-22.4361
1998,8,3,1,190,-12.4394
1998,8,3,2,203,-12.8640
1998,8,3,3,218,-12.2753
1998,8,3,4,224,-14.3899
1998,8,3,5,214,-14.4050
1998,9,1,1,655,3.7044
1998,9,1,2,722,6.1127
1998,9,1,3,678,4.0582
1998,9,1,4,728,5.1061
1998,9,1,5,821,2.7737
1998,9,2,1,229,5.0341
1998,9,2,2,201,6.4487
1998,9,2,3,220,7.5727
1998,9,2,4,202,12.4207
1998,9,2,5,202,10.5656
1998,9,3,1,157,5.0645
1998,9,3,2,208,7.6786
1998,9,3,3,208,7.5266
1998,9,3,4,213,8.7568
1998,9,3,5,230,7.6949
1998,10,1,1,532,5.9568
1998,10,1,2,557,4.9947
1998,10,1,3,772,3.8856
1998,10,1,4,771,3.4307
1998,10,1,5,886,4.4764
1998,10,2,1,180,8.6687
1998,10,2,2,183,5.3388
1998,10,2,3,205,4.8035
1998,10,2,4,245,5.4056
1998,10,2,5,244,6.0629
1998,10,3,1,190,10.9162
1998,10,3,2,224,4.7042
1998,10,3,3,215,6.6196
1998,10,3,4,217,4.2745
1998,10,3,5,202,8.0549
1998,11,1,1,558,11.1267
1998,11,1,2,566,8.4353
1998,11,1,3,675,7.6067
1998,11,1,4,688,9.6683
1998,11,1,5,940,11.2145
1998,11,2,1,203,4.6108
1998,11,2,2,202,5.5028
1998,11,2,3,195,6.1815
1998,11,2,4,216,8.1501
1998,11,2,5,266,8.6232
1998,11,3,1,235,5.8414
1998,11,3,2,234,7.2831
1998,11,3,3,208,5.0769
1998,11,3,4,202,6.5493
1998,11,3,5,165,6.9960
1998,12,1,1,560,1.1369
1998,12,1,2,583,2.8331
1998,12,1,3,686,1.4124
1998,12,1,4,700,1.5400
1998,12,1,5,822,1.8001
1998,12,2,1,222,4.8615
1998,12,2,2,194,6.8774
1998,12,2,3,213,6.2534
1998,12,2,4,226,5.6860
1998,12,2,5,246,6.1410
1998,12,3,1,187,9.0071
1998,12,3,2,222,4.7804
1998,12,3,3,240,7.7071
1998,12,3,4,203,7.2617
1998,12,3,5,206,9.3502
1999,1,1,1,538,5.7548
1999,1,1,2,570,5.3550
1999,1,1,3,598,5.6215
1999,1,1,4,741,8.6767
1999,1,1,5,844,9.0544
1999,1,2,1,203,-2.0782
1999,1,2,2,170,0.5181
1999,1,2,3,204,1.5691
1999,1,2,4,240,2.9936
1999,1,2,5,269,5.3297
1999,1,3,1,189,-0.1730
1999,1,3,2,222,5.3421
1999,1,3,3,225,4.7002
1999,1,3,4,223,5.3564
1999,1,3,5,231,6.9096
1999,2,1,1,462,-5.5987
1999,2,1,2,588,-6.2542
1999,2,1,3,674,-6.6269
1999,2,1,4,615,-6.8482
1999,2,1,5,845,-7.8623
1999,2,2,1,223,-9.2346
1999,2,2,2,223,-9.2827
1999,2,2,3,226,-8.8429
1999,2,2,4,203,-11.6508
1999,2,2,5,232,-8.2843
1999,2,3,1,208,-3.0434
1999,2,3,2,252,-3.2385
1999,2,3,3,223,-6.5467
1999,2,3,4,239,-3.7750
1999,2,3,5,199,-4.4812
1999,3,1,1,629,-3.1428
1999,3,1,2,543,-3.2590
1999,3,1,3,610,-4.2259
1999,3,1,4,702,-1.7851
1999,3,1,5,685,-3.3780
1999,3,2,1,222,-0.2736
1999,3,2,2,199,-1.0412
1999,3,2,3,234,1.1056
1999,3,2,4,234,3.2663
1999,3,2,5,207,-1.1612
1999,3,3,1,186,7.1209
1999,3,3,2,225,4.0505
1999,3,3,3,224,5.3583
1999,3,3,4,237,1.8277
1999,3,3,5,232,2.0340
1999,4,1,1,653,10.0587
1999,4,1,2,622,9.9554
1999,4,1,3,587,9.8288
1999,4,1,4,549,11.8755
1999,4,1,5,700,10.0663
1999,4,2,1,214,9.1466
1999,4,2,2,214,9.8960
1999,4,2,3,200,9.5138
1999,4,2,4,197,8.3039
1999,4,2,5,289,7.4315
1999,4,3,1,162,2.9592
1999,4,3,2,214,2.8627
1999,4,3,3,245,3.9396
1999,4,3,4,241,4.3833
1999,4,3,5,228,5.0062
1999,5,1,1,535,4.1225
1999,5,1,2,568,3.7458
1999,5,1,3,618,4.7691
1999,5,1,4,624,4.9823
1999,5,1,5,777,3.1182
1999,5,2,1,204,4.7909
1999,5,2,2,196,5.2749
1999,5,2,3,217,3.1702
1999,5,2,4,239,2.8340
1999,5,2,5,237,1.3597
1999,5,3,1,217,-2.7536
1999,5,3,2,226,-1.7211
1999,5,3,3,203,-1.8132
1999,5,3,4,210,-2.3442
1999,5,3,5,216,-0.1865
1999,6,1,1,594,1.1686
1999,6,1,2,594,3.7879
1999,6,1,3,599,3.7197
1999,6,1,4,632,3.5161
1999,6,1,5,692,3.0532
1999,6,2,1,199,8.4048
1999,6,2,2,179,6.9483
1999,6,2,3,232,9.3154
1999,6,2,4,209,8.3691
1999,6,2,5,278,5.0823
1999,6,3,1,191,5.4175
1999,6,3,2,219,6.5081
1999,6,3,3,235,2.9871
1999,6,3,4,225,6.5606
1999,6,3,5,199,5.7481
1999,7,1,1,549,1.0975
1999,7,1,2,547,2.2730
1999,7,1,3,574,1.2238
1999,7,1,4,650,2.3681
1999,7,1,5,695,1.5739
1999,7,2,1,194,-1.8997
1999,7,2,2,193,-0.9823
1999,7,2,3,246,-0.9954
1999,7,2,4,249,-1.7752
1999,7,2,5,224,-2.5705
1999,7,3,1,224,-0.7979
1999,7,3,2,208,-4.1597
1999,7,3,3,221,-5.1814
1999,7,3,4,209,-3.2548
1999,7,3,5,204,0.0691
1999,8,1,1,497,-4.1210
1999,8,1,2,575,-3.5457
1999,8,1,3,581,-1.2452
1999,8,1,4,574,-1.8872
1999,8,1,5,779,-4.4002
1999,8,2,1,191,-3.4928
1999,8,2,2,202,-3.3035
1999,8,2,3,225,-3.4041
1999,8,2,4,210,-2.0240
1999,8,2,5,273,-3.5892
1999,8,3,1,179,-0.5116
1999,8,3,2,220,-0.4072
1999,8,3,3,243,-3.5037
1999,8,3,4,235,1.6754
1999,8,3,5,199,2.7929
1999,9,1,1,517,-1.4699
1999,9,1,2,598,-1.4702
1999,9,1,3,597,-1.8751
1999,9,1,4,569,-2.9580
1999,9,1,5,702,0.2622
1999,9,2,1,224,1.3116
1999,9,2,2,214,-0.4098
1999,9,2,3,213,1.3534
1999,9,2,4,232,1.5248
1999,9,2,5,231,2.8795
1999,9,3,1,188,-2.0752
1999,9,3,2,200,-3.1842
1999,9,3,3,230,-2.3683
1999,9,3,4,236,-0.8167
1999,9,3,5,232,-0.6807
1999,10,1,1,573,-2.3025
1999,10,1,2,554,0.2634
1999,10,1,3,505,-2.5153
1999,10,1,4,581,-2.6852
1999,10,1,5,695,-4.6415
1999,10,2,1,184,-0.6157
1999,10,2,2,201,-2.3288
1999,10,2,3,226,-1.3084
1999,10,2,4,250,0.9126
1999,10,2,5,278,-0.0810
1999,10,3,1,163,6.3905
1999,10,3,2,222,1.7261
1999,10,3,3,223,7.9232
1999,10,3,4,255,4.8241
1999,10,3,5,246,7.3572
1999,11,1,1,482,10.5523
1999,11,1,2,523,10.8021
1999,11,1,3,593,11.8237
1999,11,1,4,638,14.4020
1999,11,1,5,631,12.3163
1999,11,2,1,208,10.4615
1999,11,2,2,205,6.3066
1999,11,2,3,237,16.1455
1999,11,2,4,246,10.3954
1999,11,2,5,256,11.5767
1999,11,3,1,211,4.6633
1999,11,3,2,239,4.6623
1999,11,3,3,246,4.5881
1999,11,3,4,221,5.6249
1999,11,3,5,236,4.1850
1999,12,1,1,483,4.7964
1999,12,1,2,480,9.7872
1999,12,1,3,517,9.3637
1999,12,1,4,568,16.0731
1999,12,1,5,715,12.9493
1999,12,2,1,213,5.4133
1999,12,2,2,174,10.7864
1999,12,2,3,225,10.7296
1999,12,2,4,229,12.7510
1999,12,2,5,321,14.6939
1999,12,3,1,210,8.1806
1999,12,3,2,248,4.3734
