year,month,rank_ME,rank_ISq_1,nstocks,ret_vw
1980,9,1,2,244,4.1779
1980,9,1,3,317,4.9309
1980,9,1,4,378,4.9197
1980,9,1,5,865,3.8302
1980,9,2,1,124,4.5644
1980,9,2,2,108,3.0203
1980,9,2,3,135,2.5064
1980,9,2,4,157,3.6722
1980,9,2,5,216,4.1451
1980,9,3,1,161,2.9319
1980,9,3,2,145,4.5277
1980,9,3,3,146,2.9215
1980,9,3,4,123,0.5655
1980,9,3,5,134,2.5217
1980,10,1,1,485,5.1334
1980,10,1,2,278,6.5376
1980,10,1,3,305,6.6515
1980,10,1,4,383,5.7611
1980,10,1,5,847,6.4183
1980,10,2,1,143,2.2265
1980,10,2,2,135,2.9610
1980,10,2,3,132,4.2552
1980,10,2,4,145,4.9032
1980,10,2,5,202,4.4418
1980,10,3,1,148,-0.4489
1980,10,3,2,137,2.9875
1980,10,3,3,145,2.9695
1980,10,3,4,137,2.2158
1980,10,3,5,148,1.1127
1980,11,1,1,528,6.5587
1980,11,1,2,299,8.5546
1980,11,1,3,328,5.4195
1980,11,1,4,356,9.0691
1980,11,1,5,819,10.0155
1980,11,2,1,149,6.8604
1980,11,2,2,133,7.7447
1980,11,2,3,136,8.6171
1980,11,2,4,145,9.4950
1980,11,2,5,196,7.7044
1980,11,3,1,160,11.9097
1980,11,3,2,144,13.8222
1980,11,3,3,145,11.0674
1980,11,3,4,139,7.0882
1980,11,3,5,138,12.7539
1980,12,1,1,560,-3.7865
1980,12,1,2,312,-4.8957
1980,12,1,3,345,-3.6763
1980,12,1,4,395,-5.6152
1980,12,1,5,715,-4.6776
1980,12,2,1,143,-2.9524
1980,12,2,2,132,-1.9419
1980,12,2,3,150,-2.1885
1980,12,2,4,155,-4.2379
1980,12,2,5,192,-4.0715
1980,12,3,1,149,-6.9417
1980,12,3,2,144,-3.0776
1980,12,3,3,138,-0.6212
1980,12,3,4,144,-3.9152
1980,12,3,5,152,-2.5126
1981,1,1,1,662,1.4079
1981,1,1,2,364,0.1766
1981,1,1,3,385,0.3378
1981,1,1,4,376,-0.4154
1981,1,1,5,594,-0.1086
1981,1,2,1,159,0.2868
1981,1,2,2,142,-1.5378
1981,1,2,3,139,-3.3252
1981,1,2,4,138,-0.0003
1981,1,2,5,192,-1.5945
1981,1,3,1,145,-5.5778
1981,1,3,2,142,-7.5549
1981,1,3,3,150,-4.4469
1981,1,3,4,159,-4.2044
1981,1,3,5,134,-0.0814
1981,2,1,1,562,-1.3176
1981,2,1,2,316,-0.6308
1981,2,1,3,310,-1.0654
1981,2,1,4,397,-1.7866
1981,2,1,5,829,-1.3926
1981,2,2,1,136,1.0454
1981,2,2,2,132,1.4630
1981,2,2,3,119,0.7978
1981,2,2,4,155,0.7083
1981,2,2,5,196,2.0590
1981,2,3,1,167,1.3007
1981,2,3,2,135,2.1391
1981,2,3,3,138,2.0283
1981,2,3,4,144,1.3153
1981,2,3,5,137,2.9672
1981,3,1,1,660,7.2238
1981,3,1,2,371,7.7838
1981,3,1,3,335,7.6998
1981,3,1,4,370,8.4440
1981,3,1,5,691,7.0940
1981,3,2,1,150,6.8982
1981,3,2,2,123,8.7287
1981,3,2,3,132,7.7314
1981,3,2,4,136,7.8845
1981,3,2,5,185,7.2331
1981,3,3,1,140,4.4830
1981,3,3,2,149,5.5026
1981,3,3,3,141,3.8122
1981,3,3,4,136,3.1397
1981,3,3,5,150,3.5177
1981,4,1,1,576,4.0847
1981,4,1,2,323,4.1534
1981,4,1,3,346,2.0620
1981,4,1,4,374,2.6645
1981,4,1,5,828,2.3488
1981,4,2,1,135,2.6962
1981,4,2,2,118,4.8511
1981,4,2,3,142,2.2261
1981,4,2,4,137,2.0204
1981,4,2,5,201,1.8021
1981,4,3,1,138,-2.2299
1981,4,3,2,151,-1.4101
1981,4,3,3,131,-4.3868
1981,4,3,4,156,-1.3334
1981,4,3,5,147,0.0398
1981,5,1,1,613,2.2499
1981,5,1,2,345,3.8886
1981,5,1,3,318,3.9477
1981,5,1,4,450,3.7164
1981,5,1,5,744,2.1763
1981,5,2,1,145,4.9361
1981,5,2,2,119,2.4885
1981,5,2,3,140,4.9099
1981,5,2,4,143,5.3376
1981,5,2,5,198,3.6774
1981,5,3,1,164,1.2818
1981,5,3,2,149,0.0387
1981,5,3,3,128,-0.2571
1981,5,3,4,147,2.6190
1981,5,3,5,135,-0.1483
1981,6,1,1,631,-1.4715
1981,6,1,2,317,-2.8688
1981,6,1,3,348,-1.5065
1981,6,1,4,344,-3.2034
1981,6,1,5,861,-2.2494
1981,6,2,1,130,-1.4479
1981,6,2,2,124,-1.9773
1981,6,2,3,123,-3.3411
1981,6,2,4,150,-3.4696
1981,6,2,5,227,-4.1435
1981,6,3,1,149,-0.1920
1981,6,3,2,139,-1.4925
1981,6,3,3,144,-1.4937
1981,6,3,4,151,-1.8872
1981,6,3,5,137,0.0135
1981,7,1,1,724,-1.9838
1981,7,1,2,366,-3.5091
1981,7,1,3,357,-3.0158
1981,7,1,4,386,-3.6951
1981,7,1,5,737,-3.0630
1981,7,2,1,183,-2.4775
1981,7,2,2,145,-1.4269
1981,7,2,3,116,-1.7397
1981,7,2,4,108,-0.9895
1981,7,2,5,173,-1.5541
1981,7,3,1,151,-1.2518
1981,7,3,2,139,0.6573
1981,7,3,3,145,0.0288
1981,7,3,4,157,1.1058
1981,7,3,5,124,2.1904
1981,8,1,1,763,-8.2917
1981,8,1,2,357,-8.8288
1981,8,1,3,371,-9.3894
1981,8,1,4,406,-9.4619
1981,8,1,5,726,-9.2557
1981,8,2,1,168,-6.8503
1981,8,2,2,130,-7.7283
1981,8,2,3,117,-5.7588
1981,8,2,4,144,-8.2656
1981,8,2,5,171,-8.0563
1981,8,3,1,159,-6.2838
1981,8,3,2,137,-5.8162
1981,8,3,3,143,-4.4287
1981,8,3,4,144,-5.0908
1981,8,3,5,133,-5.4355
1981,9,1,1,863,-10.3468
1981,9,1,2,363,-9.5723
1981,9,1,3,346,-10.2133
1981,9,1,4,361,-10.2995
1981,9,1,5,699,-10.5523
1981,9,2,1,173,-6.0788
1981,9,2,2,116,-7.6246
1981,9,2,3,123,-7.9308
1981,9,2,4,135,-7.1966
1981,9,2,5,192,-9.0089
1981,9,3,1,145,-6.0078
1981,9,3,2,145,-5.0603
1981,9,3,3,147,-6.3363
1981,9,3,4,139,-5.2780
1981,9,3,5,144,-7.5848
1981,10,1,1,858,8.0072
1981,10,1,2,398,8.6838
1981,10,1,3,381,9.3044
1981,10,1,4,405,9.2246
1981,10,1,5,632,8.8411
1981,10,2,1,158,6.6749
1981,10,2,2,129,8.9341
1981,10,2,3,133,8.2049
1981,10,2,4,138,8.3695
1981,10,2,5,167,7.5768
1981,10,3,1,156,6.0756
1981,10,3,2,157,3.8911
1981,10,3,3,137,6.8933
1981,10,3,4,139,5.1746
1981,10,3,5,129,6.5675
1981,11,1,1,658,1.7124
1981,11,1,2,333,2.6539
1981,11,1,3,356,2.9005
1981,11,1,4,449,1.1509
1981,11,1,5,862,0.9038
1981,11,2,1,128,4.9844
1981,11,2,2,118,2.0894
1981,11,2,3,134,3.4081
1981,11,2,4,153,2.8521
1981,11,2,5,188,2.3356
1981,11,3,1,167,4.2882
1981,11,3,2,145,3.6469
1981,11,3,3,134,5.6901
1981,11,3,4,144,4.3238
1981,11,3,5,130,4.9041
1981,12,1,1,767,-0.7439
1981,12,1,2,363,-2.6901
1981,12,1,3,339,-2.1364
1981,12,1,4,364,-2.8886
1981,12,1,5,846,-2.3761
1981,12,2,1,139,-0.2935
1981,12,2,2,129,0.2131
1981,12,2,3,125,-1.9025
1981,12,2,4,124,-2.0354
1981,12,2,5,210,-3.2507
1981,12,3,1,146,-1.1232
1981,12,3,2,152,-3.5913
1981,12,3,3,145,-2.8457
1981,12,3,4,161,-2.8214
1981,12,3,5,117,-2.2391
1982,1,1,1,808,-1.4692
1982,1,1,2,393,-0.7047
1982,1,1,3,337,-3.3876
1982,1,1,4,401,-1.2492
1982,1,1,5,767,-2.6792
1982,1,2,1,156,-4.7107
1982,1,2,2,108,-4.7182
1982,1,2,3,117,-5.7131
1982,1,2,4,131,-2.8275
1982,1,2,5,204,-4.1974
1982,1,3,1,170,-0.9690
1982,1,3,2,157,-1.2465
1982,1,3,3,152,-3.9548
1982,1,3,4,129,-2.4052
1982,1,3,5,110,-5.7485
1982,2,1,1,778,-4.6737
1982,2,1,2,405,-5.6350
1982,2,1,3,295,-6.2880
1982,2,1,4,402,-5.2036
1982,2,1,5,807,-6.0065
1982,2,2,1,159,-5.4069
1982,2,2,2,131,-5.5373
1982,2,2,3,117,-5.4094
1982,2,2,4,138,-4.2797
1982,2,2,5,163,-4.7089
1982,2,3,1,150,-4.1706
1982,2,3,2,158,-7.1581
1982,2,3,3,153,-4.4275
1982,2,3,4,126,-4.8386
1982,2,3,5,130,-5.5832
1982,3,1,1,784,-2.0964
1982,3,1,2,459,-1.3774
1982,3,1,3,396,-1.7047
1982,3,1,4,339,0.0212
1982,3,1,5,746,-2.2845
1982,3,2,1,157,-2.1903
1982,3,2,2,115,0.3472
1982,3,2,3,127,-0.6126
1982,3,2,4,125,-3.0145
1982,3,2,5,179,-0.9954
1982,3,3,1,134,-1.7064
1982,3,3,2,151,0.3872
1982,3,3,3,154,-1.9663
1982,3,3,4,146,0.4061
1982,3,3,5,124,-1.0132
1982,4,1,1,715,5.2919
1982,4,1,2,350,4.3013
1982,4,1,3,356,5.1474
1982,4,1,4,419,5.3244
1982,4,1,5,889,5.6340
1982,4,2,1,141,5.7067
1982,4,2,2,121,6.0371
1982,4,2,3,111,7.7241
1982,4,2,4,140,5.6330
1982,4,2,5,179,6.2191
1982,4,3,1,174,5.1304
1982,4,3,2,137,5.0849
1982,4,3,3,143,3.0241
1982,4,3,4,133,3.8478
1982,4,3,5,115,4.3244
1982,5,1,1,689,-2.4445
1982,5,1,2,341,-2.9815
1982,5,1,3,326,-1.8569
1982,5,1,4,378,-3.8688
1982,5,1,5,947,-2.0509
1982,5,2,1,115,-2.4669
1982,5,2,2,116,-3.5757
1982,5,2,3,122,-3.4297
1982,5,2,4,125,-5.4813
1982,5,2,5,215,-3.3862
1982,5,3,1,139,-2.9291
1982,5,3,2,143,-2.0188
1982,5,3,3,134,-1.6982
1982,5,3,4,151,-2.4167
1982,5,3,5,133,-2.7854
1982,6,1,1,793,-5.2800
1982,6,1,2,374,-4.1742
1982,6,1,3,318,-3.5571
1982,6,1,4,380,-4.0627
1982,6,1,5,805,-3.7532
1982,6,2,1,162,-2.4687
1982,6,2,2,116,-3.6556
1982,6,2,3,119,-2.9967
1982,6,2,4,135,-3.6016
1982,6,2,5,160,-2.3824
1982,6,3,1,147,-2.7437
1982,6,3,2,151,-3.1250
1982,6,3,3,149,-0.3726
1982,6,3,4,126,-1.6411
1982,6,3,5,129,-1.4278
1982,7,1,1,896,-1.3788
1982,7,1,2,368,-2.3281
1982,7,1,3,333,-1.5317
1982,7,1,4,343,-1.8564
1982,7,1,5,696,-2.5509
1982,7,2,1,170,-0.9098
1982,7,2,2,126,-2.3118
1982,7,2,3,102,0.6468
1982,7,2,4,130,-1.4375
1982,7,2,5,163,-1.4161
1982,7,3,1,151,-2.1676
1982,7,3,2,153,-2.3748
1982,7,3,3,144,-1.8022
1982,7,3,4,128,-1.6160
1982,7,3,5,116,-2.6593
1982,8,1,1,861,5.9897
1982,8,1,2,350,6.4581
1982,8,1,3,300,4.8770
1982,8,1,4,372,6.2029
1982,8,1,5,774,5.2110
1982,8,2,1,143,10.3479
1982,8,2,2,115,9.4204
1982,8,2,3,124,11.4811
1982,8,2,4,123,9.9548
1982,8,2,5,173,7.9722
1982,8,3,1,153,14.1095
1982,8,3,2,150,12.3960
1982,8,3,3,123,11.0893
1982,8,3,4,141,12.7583
1982,8,3,5,124,12.9911
1982,9,1,1,709,4.3906
1982,9,1,2,373,3.4057
1982,9,1,3,346,3.3428
1982,9,1,4,368,3.4903
1982,9,1,5,877,3.0564
1982,9,2,1,127,2.5667
1982,9,2,2,121,3.7248
1982,9,2,3,110,2.9858
1982,9,2,4,132,3.7555
1982,9,2,5,181,3.0970
1982,9,3,1,152,0.0181
1982,9,3,2,139,1.3504
1982,9,3,3,139,0.6341
1982,9,3,4,136,0.9963
1982,9,3,5,120,2.8238
1982,10,1,1,699,12.8311
1982,10,1,2,288,16.0383
1982,10,1,3,365,14.0433
1982,10,1,4,329,16.1972
1982,10,1,5,964,13.3431
1982,10,2,1,128,13.6235
1982,10,2,2,108,13.9366
1982,10,2,3,139,13.2111
1982,10,2,4,125,17.1772
1982,10,2,5,188,13.0090
1982,10,3,1,166,11.6007
1982,10,3,2,135,9.5367
1982,10,3,3,137,10.1026
1982,10,3,4,125,13.3567
1982,10,3,5,125,10.9007
1982,11,1,1,606,9.3674
1982,11,1,2,320,9.7655
1982,11,1,3,310,11.6265
1982,11,1,4,383,8.7311
1982,11,1,5,1016,10.4092
1982,11,2,1,121,6.6412
1982,11,2,2,102,9.0275
1982,11,2,3,120,7.6566
1982,11,2,4,132,8.5468
1982,11,2,5,214,10.1240
1982,11,3,1,136,5.2883
1982,11,3,2,156,5.1130
1982,11,3,3,142,3.0859
1982,11,3,4,132,4.5748
1982,11,3,5,125,4.4700
1982,12,1,1,560,1.8240
1982,12,1,2,323,3.0789
1982,12,1,3,295,3.2934
1982,12,1,4,465,1.4158
1982,12,1,5,1058,2.2754
1982,12,2,1,105,2.9807
1982,12,2,2,112,0.8337
1982,12,2,3,119,0.0374
1982,12,2,4,149,2.0440
1982,12,2,5,205,2.0331
1982,12,3,1,162,0.9072
1982,12,3,2,143,2.6674
1982,12,3,3,138,2.9845
1982,12,3,4,133,1.3847
1982,12,3,5,123,-0.1620
1983,1,1,1,614,10.5764
1983,1,1,2,370,12.4323
1983,1,1,3,334,11.7282
1983,1,1,4,430,10.8948
1983,1,1,5,923,10.8006
1983,1,2,1,131,7.2030
1983,1,2,2,114,8.2143
1983,1,2,3,138,7.8866
1983,1,2,4,123,4.0479
1983,1,2,5,203,6.8826
1983,1,3,1,145,6.6860
1983,1,3,2,156,4.4235
1983,1,3,3,129,2.4428
1983,1,3,4,140,3.6068
1983,1,3,5,125,2.3605
1983,2,1,1,459,5.2749
1983,2,1,2,263,7.4652
1983,2,1,3,350,5.4822
1983,2,1,4,441,3.7549
1983,2,1,5,1150,5.3345
1983,2,2,1,124,6.4129
1983,2,2,2,110,6.3345
1983,2,2,3,127,5.1293
1983,2,2,4,151,5.2548
1983,2,2,5,223,4.3182
1983,2,3,1,154,4.1027
1983,2,3,2,155,2.0068
1983,2,3,3,142,1.5552
1983,2,3,4,131,2.4738
1983,2,3,5,111,3.5956
1983,3,1,1,585,5.1199
1983,3,1,2,361,4.9217
1983,3,1,3,338,4.3890
1983,3,1,4,463,3.3976
1983,3,1,5,925,4.1233
1983,3,2,1,112,2.1597
1983,3,2,2,119,4.1892
1983,3,2,3,121,3.5668
1983,3,2,4,140,3.5226
1983,3,2,5,205,4.3542
1983,3,3,1,155,2.8450
1983,3,3,2,149,1.5209
1983,3,3,3,130,4.7791
1983,3,3,4,142,2.2047
1983,3,3,5,126,3.9700
1983,4,1,1,655,7.2218
1983,4,1,2,382,7.8165
1983,4,1,3,338,8.2860
1983,4,1,4,343,8.0421
1983,4,1,5,983,7.2322
1983,4,2,1,134,7.4391
1983,4,2,2,124,4.9592
1983,4,2,3,124,8.4128
1983,4,2,4,125,6.5257
1983,4,2,5,198,6.4644
1983,4,3,1,148,6.5959
1983,4,3,2,133,9.0693
1983,4,3,3,143,7.6738
1983,4,3,4,145,4.5345
1983,4,3,5,137,6.3908
1983,5,1,1,576,11.0011
1983,5,1,2,352,12.1632
1983,5,1,3,375,9.6993
1983,5,1,4,470,9.3359
1983,5,1,5,926,11.1220
1983,5,2,1,128,6.0994
1983,5,2,2,128,6.7257
1983,5,2,3,115,6.5506
1983,5,2,4,164,6.2556
1983,5,2,5,188,5.5034
1983,5,3,1,143,-0.1477
1983,5,3,2,153,-1.3230
1983,5,3,3,147,0.2108
1983,5,3,4,150,2.6060
1983,5,3,5,116,1.2230
1983,6,1,1,573,5.4752
1983,6,1,2,324,4.3748
1983,6,1,3,389,4.7478
1983,6,1,4,464,5.5296
1983,6,1,5,986,4.4752
1983,6,2,1,144,5.6376
1983,6,2,2,122,4.1340
1983,6,2,3,132,5.4513
1983,6,2,4,141,4.6916
1983,6,2,5,186,4.3392
1983,6,3,1,160,4.7613
1983,6,3,2,139,3.2425
1983,6,3,3,154,4.2038
1983,6,3,4,141,4.0820
1983,6,3,5,119,3.8798
1983,7,1,1,637,-1.9909
1983,7,1,2,378,-3.8424
1983,7,1,3,396,-1.6171
1983,7,1,4,463,-2.8618
1983,7,1,5,890,-2.7063
1983,7,2,1,148,-2.5846
1983,7,2,2,119,-1.5515
1983,7,2,3,133,-4.4412
1983,7,2,4,142,-5.2744
1983,7,2,5,179,-3.8012
1983,7,3,1,147,-1.7977
1983,7,3,2,139,-2.3953
1983,7,3,3,142,-3.5172
1983,7,3,4,153,-5.4209
1983,7,3,5,132,-4.1248
1983,8,1,1,761,-4.7383
1983,8,1,2,392,-4.1617
1983,8,1,3,384,-4.2458
1983,8,1,4,457,-4.6460
1983,8,1,5,804,-3.9251
1983,8,2,1,182,-3.3767
1983,8,2,2,117,-4.1590
1983,8,2,3,148,-4.5867
1983,8,2,4,131,-3.7272
1983,8,2,5,155,-3.8527
1983,8,3,1,150,0.5992
1983,8,3,2,148,2.0376
1983,8,3,3,142,0.6441
1983,8,3,4,144,0.5679
1983,8,3,5,126,0.8580
1983,9,1,1,933,0.2530
1983,9,1,2,423,-1.7562
1983,9,1,3,373,-0.5775
1983,9,1,4,414,-0.3559
1983,9,1,5,729,-1.1443
1983,9,2,1,174,2.9305
1983,9,2,2,140,1.4867
1983,9,2,3,132,1.4143
1983,9,2,4,129,2.2126
1983,9,2,5,163,1.9838
1983,9,3,1,129,3.9072
1983,9,3,2,141,2.1780
1983,9,3,3,133,-0.1890
1983,9,3,4,159,1.9239
1983,9,3,5,135,0.1255
1983,10,1,1,860,-6.3585
1983,10,1,2,473,-7.7139
1983,10,1,3,335,-7.3050
1983,10,1,4,461,-7.8650
1983,10,1,5,773,-6.8601
1983,10,2,1,159,-6.5674
1983,10,2,2,159,-6.4189
1983,10,2,3,138,-7.0827
1983,10,2,4,140,-7.9272
1983,10,2,5,155,-8.1920
1983,10,3,1,133,-2.6141
1983,10,3,2,145,-0.6949
1983,10,3,3,137,-1.9346
1983,10,3,4,141,-0.2354
1983,10,3,5,135,-4.4587
1983,11,1,1,926,4.5000
1983,11,1,2,441,4.5679
1983,11,1,3,402,2.6710
1983,11,1,4,423,3.4339
1983,11,1,5,775,1.9370
1983,11,2,1,157,5.8501
1983,11,2,2,153,6.1569
1983,11,2,3,144,4.8551
1983,11,2,4,135,4.9124
1983,11,2,5,160,4.7996
1983,11,3,1,139,3.2013
1983,11,3,2,136,3.3792
1983,11,3,3,146,0.9961
1983,11,3,4,139,2.2009
1983,11,3,5,126,3.2203
1983,12,1,1,822,-2.4862
1983,12,1,2,445,-2.7315
1983,12,1,3,359,-2.7735
1983,12,1,4,518,-3.0361
1983,12,1,5,889,-2.4234
1983,12,2,1,137,-1.8805
1983,12,2,2,132,-2.2293
1983,12,2,3,112,-2.6147
1983,12,2,4,159,-1.6290
1983,12,2,5,200,-1.9901
1983,12,3,1,159,-1.5584
1983,12,3,2,147,-0.3233
1983,12,3,3,131,-0.4080
1983,12,3,4,135,-0.7757
1983,12,3,5,116,-1.2261
1984,1,1,1,845,-0.1542
1984,1,1,2,491,-0.1520
1984,1,1,3,454,-0.7163
1984,1,1,4,491,-0.7567
1984,1,1,5,820,-0.9136
1984,1,2,1,148,-2.9309
1984,1,2,2,155,-3.5152
1984,1,2,3,127,-2.4943
1984,1,2,4,149,-2.9055
1984,1,2,5,155,-2.7112
1984,1,3,1,146,-1.9912
1984,1,3,2,136,-3.5177
1984,1,3,3,149,-0.3967
1984,1,3,4,136,-0.1964
1984,1,3,5,124,-0.3118
1984,2,1,1,836,-6.4947
1984,2,1,2,388,-7.8436
1984,2,1,3,455,-7.2651
1984,2,1,4,484,-6.1099
1984,2,1,5,968,-6.9017
1984,2,2,1,158,-6.0619
1984,2,2,2,123,-4.6499
1984,2,2,3,151,-6.6710
1984,2,2,4,136,-4.2162
1984,2,2,5,159,-5.5364
1984,2,3,1,160,-4.6581
1984,2,3,2,134,-3.8716
1984,2,3,3,145,-3.5168
1984,2,3,4,126,-3.4354
1984,2,3,5,124,-1.7817
1984,3,1,1,1045,0.3214
1984,3,1,2,451,0.6433
1984,3,1,3,440,0.2582
1984,3,1,4,459,-0.4308
1984,3,1,5,770,-0.4682
1984,3,2,1,167,0.5458
1984,3,2,2,140,0.2816
1984,3,2,3,132,0.7507
1984,3,2,4,124,0.2188
1984,3,2,5,159,0.7312
1984,3,3,1,133,2.6737
1984,3,3,2,143,0.3668
1984,3,3,3,141,2.8662
1984,3,3,4,137,0.4919
1984,3,3,5,130,1.1527
1984,4,1,1,922,-1.0121
1984,4,1,2,419,-1.1431
1984,4,1,3,381,-2.9351
1984,4,1,4,484,-2.8185
1984,4,1,5,978,-2.7856
1984,4,2,1,142,0.3182
1984,4,2,2,133,0.5984
1984,4,2,3,121,-1.2816
1984,4,2,4,146,-1.2748
1984,4,2,5,162,1.7270
1984,4,3,1,157,0.0638
1984,4,3,2,124,2.1269
1984,4,3,3,139,0.0925
1984,4,3,4,132,0.5968
1984,4,3,5,135,0.9714
1984,5,1,1,1014,-4.4829
1984,5,1,2,448,-5.8825
1984,5,1,3,486,-6.9376
1984,5,1,4,406,-4.5954
1984,5,1,5,836,-5.9628
1984,5,2,1,131,-5.0143
1984,5,2,2,131,-3.9118
1984,5,2,3,150,-4.8829
1984,5,2,4,130,-4.9182
1984,5,2,5,158,-5.8773
1984,5,3,1,143,-5.9118
1984,5,3,2,137,-3.2836
1984,5,3,3,133,-5.2360
1984,5,3,4,142,-5.0629
1984,5,3,5,132,-4.8642
1984,6,1,1,1097,2.1742
1984,6,1,2,441,1.8014
1984,6,1,3,423,0.1929
1984,6,1,4,432,2.1928
1984,6,1,5,831,0.6134
1984,6,2,1,184,3.8906
1984,6,2,2,131,3.1644
1984,6,2,3,124,3.9877
1984,6,2,4,105,4.2912
1984,6,2,5,158,2.9765
1984,6,3,1,134,3.2177
1984,6,3,2,131,2.3317
1984,6,3,3,143,1.9851
1984,6,3,4,155,3.3044
1984,6,3,5,122,1.6602
1984,7,1,1,912,-4.6265
1984,7,1,2,414,-5.3908
1984,7,1,3,402,-6.6174
1984,7,1,4,479,-6.5554
1984,7,1,5,961,-4.8785
1984,7,2,1,130,-5.0738
1984,7,2,2,130,-5.5972
1984,7,2,3,134,-5.3637
1984,7,2,4,138,-4.0019
1984,7,2,5,172,-4.7025
1984,7,3,1,138,0.1553
1984,7,3,2,149,-1.6737
1984,7,3,3,156,-2.2660
1984,7,3,4,119,-1.1532
1984,7,3,5,125,-3.2698
1984,8,1,1,1040,10.0026
1984,8,1,2,456,11.3512
1984,8,1,3,416,13.1859
1984,8,1,4,510,9.4510
1984,8,1,5,747,8.1289
1984,8,2,1,153,11.8018
1984,8,2,2,133,14.6183
1984,8,2,3,138,14.1183
1984,8,2,4,136,14.4040
1984,8,2,5,149,11.1318
1984,8,3,1,127,10.3872
1984,8,3,2,149,10.6457
1984,8,3,3,147,11.9408
1984,8,3,4,144,9.7265
1984,8,3,5,117,12.3168
1984,9,1,1,804,0.0925
1984,9,1,2,454,-1.7968
1984,9,1,3,403,-0.7538
1984,9,1,4,513,-1.2201
1984,9,1,5,1023,-0.5174
1984,9,2,1,138,-2.5057
1984,9,2,2,129,-1.2294
1984,9,2,3,143,-1.4098
1984,9,2,4,136,-1.9166
1984,9,2,5,154,-0.0219
1984,9,3,1,161,-0.1284
1984,9,3,2,146,0.8484
1984,9,3,3,139,-0.8356
1984,9,3,4,133,-0.5889
1984,9,3,5,108,-1.1694
1984,10,1,1,887,-2.9549
1984,10,1,2,446,-2.6777
1984,10,1,3,455,-2.3224
1984,10,1,4,495,-3.4473
1984,10,1,5,905,-2.7201
1984,10,2,1,152,-1.3925
1984,10,2,2,104,-0.5114
1984,10,2,3,143,-1.5013
1984,10,2,4,125,-2.9013
1984,10,2,5,155,-1.2336
1984,10,3,1,166,0.0120
1984,10,3,2,145,-0.2350
1984,10,3,3,127,1.4983
1984,10,3,4,124,-0.1229
1984,10,3,5,126,0.6854
1984,11,1,1,952,-4.0969
1984,11,1,2,465,-2.9649
1984,11,1,3,424,-5.3709
1984,11,1,4,417,-4.3592
1984,11,1,5,907,-2.7403
1984,11,2,1,139,-2.4575
1984,11,2,2,142,-1.7942
1984,11,2,3,121,-1.5209
1984,11,2,4,136,-3.0092
1984,11,2,5,156,-3.3627
1984,11,3,1,154,-0.6986
1984,11,3,2,149,-1.4334
1984,11,3,3,135,-0.9992
1984,11,3,4,132,-1.2745
1984,11,3,5,112,0.4178
1984,12,1,1,905,-0.0035
1984,12,1,2,485,0.4601
1984,12,1,3,478,1.3257
1984,12,1,4,451,0.1061
1984,12,1,5,856,0.2215
1984,12,2,1,150,1.6618
1984,12,2,2,143,2.6016
1984,12,2,3,123,1.5447
1984,12,2,4,129,2.5446
1984,12,2,5,145,1.8512
1984,12,3,1,130,2.3242
1984,12,3,2,150,2.4191
1984,12,3,3,143,1.7970
1984,12,3,4,129,2.7930
1984,12,3,5,128,1.6724
1985,1,1,1,826,13.8197
1985,1,1,2,520,15.8549
1985,1,1,3,454,15.4569
1985,1,1,4,471,16.1632
1985,1,1,5,892,12.7701
1985,1,2,1,146,11.9324
1985,1,2,2,130,12.2191
1985,1,2,3,103,13.6459
1985,1,2,4,150,13.8966
1985,1,2,5,160,11.3263
1985,1,3,1,141,8.6052
1985,1,3,2,144,7.9750
1985,1,3,3,148,7.0424
1985,1,3,4,126,6.0732
1985,1,3,5,120,8.7276
1985,2,1,1,649,4.6300
1985,2,1,2,392,4.1430
1985,2,1,3,424,3.9202
1985,2,1,4,546,3.4166
1985,2,1,5,1163,3.3030
1985,2,2,1,95,3.5806
1985,2,2,2,119,1.3753
1985,2,2,3,135,2.1038
1985,2,2,4,146,1.1777
1985,2,2,5,188,3.0367
1985,2,3,1,160,1.9844
1985,2,3,2,146,1.4079
1985,2,3,3,135,0.9975
1985,2,3,4,136,1.5250
1985,2,3,5,107,1.9179
1985,3,1,1,649,-1.2396
1985,3,1,2,495,-2.2684
1985,3,1,3,453,-3.4590
1985,3,1,4,518,-2.1777
1985,3,1,5,1044,-1.9302
1985,3,2,1,117,-4.3327
1985,3,2,2,135,-2.2428
1985,3,2,3,131,-3.7229
1985,3,2,4,149,-3.0345
1985,3,2,5,164,-1.5444
1985,3,3,1,146,-1.5405
1985,3,3,2,142,-0.4818
1985,3,3,3,155,0.1971
1985,3,3,4,133,2.2659
1985,3,3,5,102,0.0177
1985,4,1,1,845,-1.8438
1985,4,1,2,480,-2.6681
1985,4,1,3,495,-2.1550
1985,4,1,4,471,-1.1998
1985,4,1,5,843,-1.5504
1985,4,2,1,172,-1.2762
1985,4,2,2,126,-1.5223
1985,4,2,3,103,-2.4529
1985,4,2,4,142,-2.3407
1985,4,2,5,144,-1.2811
1985,4,3,1,132,-2.0606
1985,4,3,2,143,-0.6892
1985,4,3,3,152,-1.0374
1985,4,3,4,130,0.1484
1985,4,3,5,124,0.4038
1985,5,1,1,883,3.0478
1985,5,1,2,464,2.7525
1985,5,1,3,466,1.7337
1985,5,1,4,496,1.9163
1985,5,1,5,774,0.4431
1985,5,2,1,149,4.4706
1985,5,2,2,137,4.5252
1985,5,2,3,143,3.2485
1985,5,2,4,134,4.2560
