year,month,rank_ME,rank_RDMq_12,nstocks,ret_vw
1991,6,2,3,127,-7.9573
1991,6,2,4,138,-9.5228
1991,6,2,5,89,-8.6538
1991,6,3,1,100,-4.3258
1991,6,3,2,95,-4.6867
1991,6,3,3,95,-4.2166
1991,6,3,4,73,-7.3124
1991,6,3,5,53,-7.0701
1991,7,1,1,294,2.9677
1991,7,1,2,324,3.8532
1991,7,1,3,402,4.7789
1991,7,1,4,482,5.5848
1991,7,1,5,539,2.8722
1991,7,2,1,119,9.7771
1991,7,2,2,109,8.4056
1991,7,2,3,114,2.7681
1991,7,2,4,127,3.2334
1991,7,2,5,84,2.2519
1991,7,3,1,99,7.9137
1991,7,3,2,90,4.1118
1991,7,3,3,87,3.9604
1991,7,3,4,67,4.5939
1991,7,3,5,49,4.7335
1991,8,1,1,300,4.2250
1991,8,1,2,330,7.7763
1991,8,1,3,404,9.2908
1991,8,1,4,502,5.3248
1991,8,1,5,540,5.0501
1991,8,2,1,120,3.9877
1991,8,2,2,113,7.0873
1991,8,2,3,118,6.3293
1991,8,2,4,127,4.0689
1991,8,2,5,84,4.0042
1991,8,3,1,100,3.1481
1991,8,3,2,91,2.5387
1991,8,3,3,88,0.6993
1991,8,3,4,68,0.9223
1991,8,3,5,52,-0.9757
1991,9,1,1,304,4.3759
1991,9,1,2,334,5.2186
1991,9,1,3,399,3.3302
1991,9,1,4,504,4.5372
1991,9,1,5,531,0.6179
1991,9,2,1,123,0.3426
1991,9,2,2,115,-0.7282
1991,9,2,3,118,0.1873
1991,9,2,4,132,0.1658
1991,9,2,5,84,-3.5489
1991,9,3,1,100,-1.1194
1991,9,3,2,90,-2.0545
1991,9,3,3,91,-1.2690
1991,9,3,4,70,-1.5140
1991,9,3,5,51,-5.3561
1991,10,1,1,300,4.9949
1991,10,1,2,328,7.1181
1991,10,1,3,402,10.3452
1991,10,1,4,499,8.6040
1991,10,1,5,524,7.2751
1991,10,2,1,125,5.4353
1991,10,2,2,118,2.4144
1991,10,2,3,116,5.5850
1991,10,2,4,129,6.8757
1991,10,2,5,87,7.0110
1991,10,3,1,98,5.0207
1991,10,3,2,93,3.1807
1991,10,3,3,90,2.4355
1991,10,3,4,67,1.2369
1991,10,3,5,51,5.9067
1991,11,1,1,312,-3.6305
1991,11,1,2,330,-6.0650
1991,11,1,3,408,-3.1713
1991,11,1,4,502,-4.3314
1991,11,1,5,545,-4.4248
1991,11,2,1,142,-5.2070
1991,11,2,2,127,-7.7098
1991,11,2,3,132,-8.2039
1991,11,2,4,138,-8.9884
1991,11,2,5,91,-7.0775
1991,11,3,1,102,-1.4554
1991,11,3,2,99,-4.4631
1991,11,3,3,93,-6.0584
1991,11,3,4,72,-4.5325
1991,11,3,5,52,-4.4322
1991,12,1,1,309,9.5466
1991,12,1,2,328,9.4377
1991,12,1,3,415,6.7712
1991,12,1,4,498,7.2262
1991,12,1,5,544,5.3200
1991,12,2,1,147,15.5190
1991,12,2,2,123,12.6235
1991,12,2,3,134,12.2582
1991,12,2,4,137,10.9798
1991,12,2,5,90,11.1558
1991,12,3,1,104,15.4824
1991,12,3,2,98,13.6799
1991,12,3,3,93,10.8233
1991,12,3,4,70,5.6199
1991,12,3,5,52,6.4612
1992,1,1,1,299,13.2717
1992,1,1,2,316,13.8630
1992,1,1,3,410,14.9509
1992,1,1,4,475,17.2795
1992,1,1,5,527,20.4357
1992,1,2,1,154,4.6837
1992,1,2,2,121,6.9518
1992,1,2,3,132,9.3726
1992,1,2,4,135,12.1992
1992,1,2,5,89,11.2535
1992,1,3,1,106,-4.6629
1992,1,3,2,101,-4.9131
1992,1,3,3,89,1.6420
1992,1,3,4,69,4.3921
1992,1,3,5,53,4.1764
1992,2,1,1,313,-0.9172
1992,2,1,2,331,-0.7980
1992,2,1,3,411,0.0888
1992,2,1,4,482,2.4654
1992,2,1,5,520,8.1266
1992,2,2,1,168,-0.4569
1992,2,2,2,138,-1.6825
1992,2,2,3,142,0.2418
1992,2,2,4,138,1.9440
1992,2,2,5,91,7.4544
1992,2,3,1,107,0.3050
1992,2,3,2,103,-1.3044
1992,2,3,3,89,1.5004
1992,2,3,4,70,1.6312
1992,2,3,5,54,8.7266
1992,3,1,1,305,-7.4055
1992,3,1,2,332,-7.8260
1992,3,1,3,416,-4.5355
1992,3,1,4,467,-6.6970
1992,3,1,5,518,-1.8951
1992,3,2,1,164,-9.0849
1992,3,2,2,137,-6.8809
1992,3,2,3,147,-7.8220
1992,3,2,4,138,-5.6354
1992,3,2,5,94,-6.3312
1992,3,3,1,108,-3.7800
1992,3,3,2,104,-3.8668
1992,3,3,3,91,0.1632
1992,3,3,4,74,-2.3180
1992,3,3,5,54,-5.8809
1992,4,1,1,303,-12.3741
1992,4,1,2,329,-9.0479
1992,4,1,3,407,-9.3482
1992,4,1,4,452,-7.5168
1992,4,1,5,506,-5.8853
1992,4,2,1,169,-8.9488
1992,4,2,2,137,-9.5742
1992,4,2,3,148,-6.3992
1992,4,2,4,135,-3.6386
1992,4,2,5,93,-5.5303
1992,4,3,1,106,-0.5435
1992,4,3,2,106,2.2398
1992,4,3,3,93,2.5945
1992,4,3,4,73,3.4472
1992,4,3,5,54,1.6193
1992,5,1,1,327,-1.7553
1992,5,1,2,353,-1.3243
1992,5,1,3,441,-1.1751
1992,5,1,4,481,-0.5557
1992,5,1,5,514,-1.5824
1992,5,2,1,172,-0.5071
1992,5,2,2,148,0.3350
1992,5,2,3,158,1.3094
1992,5,2,4,151,2.8148
1992,5,2,5,103,1.9023
1992,5,3,1,118,1.7142
1992,5,3,2,114,1.3063
1992,5,3,3,98,-0.5781
1992,5,3,4,82,-0.1687
1992,5,3,5,55,-2.8154
1992,6,1,1,323,-8.4447
1992,6,1,2,343,-8.0554
1992,6,1,3,444,-6.6482
1992,6,1,4,479,-7.7826
1992,6,1,5,501,-8.6496
1992,6,2,1,168,-6.2127
1992,6,2,2,152,-5.1279
1992,6,2,3,157,-5.7168
1992,6,2,4,147,-2.4228
1992,6,2,5,100,-7.1204
1992,6,3,1,118,-3.8212
1992,6,3,2,116,-3.3464
1992,6,3,3,95,-1.3048
1992,6,3,4,82,-1.7457
1992,6,3,5,57,-5.5241
1992,7,1,1,294,-0.5495
1992,7,1,2,322,1.1002
1992,7,1,3,388,1.2814
1992,7,1,4,443,1.9425
1992,7,1,5,448,1.8703
1992,7,2,1,159,0.2321
1992,7,2,2,147,2.4258
1992,7,2,3,151,4.3523
1992,7,2,4,138,2.9103
1992,7,2,5,90,1.4280
1992,7,3,1,112,4.8954
1992,7,3,2,114,5.3791
1992,7,3,3,84,3.2387
1992,7,3,4,83,3.2642
1992,7,3,5,56,5.1555
1992,8,1,1,299,-6.1698
1992,8,1,2,359,-4.7184
1992,8,1,3,407,-3.6226
1992,8,1,4,460,-4.8638
1992,8,1,5,469,-5.0784
1992,8,2,1,167,-6.6072
1992,8,2,2,160,-6.4070
1992,8,2,3,168,-4.1175
1992,8,2,4,151,-3.9401
1992,8,2,5,96,-3.4772
1992,8,3,1,115,-2.5436
1992,8,3,2,117,-2.3205
1992,8,3,3,90,-4.3540
1992,8,3,4,83,-5.4095
1992,8,3,5,56,-4.4218
1992,9,1,1,296,0.6545
1992,9,1,2,369,0.7257
1992,9,1,3,403,1.9111
1992,9,1,4,452,2.0157
1992,9,1,5,476,1.3912
1992,9,2,1,162,1.1832
1992,9,2,2,162,0.5262
1992,9,2,3,168,3.2274
1992,9,2,4,151,3.6757
1992,9,2,5,101,6.2905
1992,9,3,1,112,-0.4125
1992,9,3,2,118,-2.3414
1992,9,3,3,92,3.3189
1992,9,3,4,82,-0.9824
1992,9,3,5,57,-0.4340
1992,10,1,1,295,1.0201
1992,10,1,2,370,2.1115
1992,10,1,3,407,2.4228
1992,10,1,4,448,3.9808
1992,10,1,5,482,6.5289
1992,10,2,1,158,5.8785
1992,10,2,2,164,4.3619
1992,10,2,3,170,3.6272
1992,10,2,4,154,5.7833
1992,10,2,5,102,6.4061
1992,10,3,1,111,2.6181
1992,10,3,2,121,2.3853
1992,10,3,3,92,0.7062
1992,10,3,4,81,-3.2424
1992,10,3,5,54,-0.0405
1992,11,1,1,301,10.5957
1992,11,1,2,393,10.9251
1992,11,1,3,430,14.5203
1992,11,1,4,461,14.2224
1992,11,1,5,489,13.3610
1992,11,2,1,159,8.5567
1992,11,2,2,170,11.2850
1992,11,2,3,177,11.9523
1992,11,2,4,154,11.4817
1992,11,2,5,103,10.5185
1992,11,3,1,111,4.5810
1992,11,3,2,122,2.5281
1992,11,3,3,94,5.4702
1992,11,3,4,85,4.1467
1992,11,3,5,53,3.2188
1992,12,1,1,300,1.4043
1992,12,1,2,396,1.0902
1992,12,1,3,431,1.9417
1992,12,1,4,459,1.9134
1992,12,1,5,496,4.6613
1992,12,2,1,158,3.0916
1992,12,2,2,170,2.4190
1992,12,2,3,181,1.5611
1992,12,2,4,150,2.8697
1992,12,2,5,100,4.3411
1992,12,3,1,110,-1.8786
1992,12,3,2,125,-0.1409
1992,12,3,3,97,6.6109
1992,12,3,4,88,-3.6451
1992,12,3,5,55,-0.2362
1993,1,1,1,296,3.3079
1993,1,1,2,392,2.0747
1993,1,1,3,426,2.5122
1993,1,1,4,447,2.0920
1993,1,1,5,485,8.3538
1993,1,2,1,157,-1.7509
1993,1,2,2,170,0.3751
1993,1,2,3,177,0.8636
1993,1,2,4,144,-0.8956
1993,1,2,5,102,4.2190
1993,1,3,1,109,-2.0643
1993,1,3,2,123,-4.8175
1993,1,3,3,99,3.1277
1993,1,3,4,89,2.4923
1993,1,3,5,53,7.5945
1993,2,1,1,305,-5.9861
1993,2,1,2,392,-8.1485
1993,2,1,3,442,-8.7234
1993,2,1,4,460,-7.1458
1993,2,1,5,496,-4.6725
1993,2,2,1,153,-9.4728
1993,2,2,2,167,-8.3077
1993,2,2,3,175,-5.6663
1993,2,2,4,142,-5.6126
1993,2,2,5,104,-3.3187
1993,2,3,1,107,-4.7198
1993,2,3,2,128,-2.8519
1993,2,3,3,104,2.0651
1993,2,3,4,89,3.1446
1993,2,3,5,54,1.8937
1993,3,1,1,305,1.9256
1993,3,1,2,393,0.1297
1993,3,1,3,438,1.2009
1993,3,1,4,483,1.0174
1993,3,1,5,508,2.1483
1993,3,2,1,144,2.6716
1993,3,2,2,165,-0.2949
1993,3,2,3,169,-0.3363
1993,3,2,4,145,-0.4232
1993,3,2,5,104,2.6646
1993,3,3,1,107,2.1955
1993,3,3,2,123,2.0890
1993,3,3,3,105,1.1185
1993,3,3,4,88,1.5496
1993,3,3,5,54,0.5330
1993,4,1,1,298,-3.8482
1993,4,1,2,382,-6.4924
1993,4,1,3,438,-4.7881
1993,4,1,4,488,-4.4862
1993,4,1,5,500,-3.7973
1993,4,2,1,138,-3.6410
1993,4,2,2,155,-4.0714
1993,4,2,3,163,-3.2260
1993,4,2,4,146,-4.7442
1993,4,2,5,106,-4.0351
1993,4,3,1,106,-5.0184
1993,4,3,2,124,1.7321
1993,4,3,3,108,0.2648
1993,4,3,4,89,0.1405
1993,4,3,5,53,0.3249
1993,5,1,1,318,6.0350
1993,5,1,2,407,3.8494
1993,5,1,3,472,8.3649
1993,5,1,4,539,8.0574
1993,5,1,5,538,7.2495
1993,5,2,1,139,6.9779
1993,5,2,2,165,9.0384
1993,5,2,3,182,9.9145
1993,5,2,4,154,9.9322
1993,5,2,5,119,12.1327
1993,5,3,1,112,3.5684
1993,5,3,2,132,3.2444
1993,5,3,3,121,6.6341
1993,5,3,4,95,6.3623
1993,5,3,5,56,4.9789
1993,6,1,1,313,0.5827
1993,6,1,2,404,-0.0184
1993,6,1,3,475,0.1835
1993,6,1,4,542,0.3678
1993,6,1,5,535,-0.8821
1993,6,2,1,139,1.3458
1993,6,2,2,163,0.2035
1993,6,2,3,179,2.1103
1993,6,2,4,151,0.0887
1993,6,2,5,118,-0.9028
1993,6,3,1,112,-2.3520
1993,6,3,2,130,-1.5955
1993,6,3,3,120,1.1670
1993,6,3,4,91,-0.9809
1993,6,3,5,58,0.0435
1993,7,1,1,266,-0.9122
1993,7,1,2,370,-1.2837
1993,7,1,3,439,0.0998
1993,7,1,4,509,-1.8769
1993,7,1,5,510,0.2961
1993,7,2,1,130,-0.9920
1993,7,2,2,156,-0.0060
1993,7,2,3,166,0.8194
1993,7,2,4,139,0.2524
1993,7,2,5,114,2.0069
1993,7,3,1,105,-5.7386
1993,7,3,2,120,-4.6227
1993,7,3,3,111,-1.9449
1993,7,3,4,89,-1.4139
1993,7,3,5,55,-4.0674
1993,8,1,1,294,4.3965
1993,8,1,2,393,4.6481
1993,8,1,3,458,5.4633
1993,8,1,4,558,4.9699
1993,8,1,5,606,7.1897
1993,8,2,1,135,3.8454
1993,8,2,2,173,5.2786
1993,8,2,3,178,7.2039
1993,8,2,4,155,6.8827
1993,8,2,5,132,7.1456
1993,8,3,1,106,2.7934
1993,8,3,2,125,4.3065
1993,8,3,3,114,5.5462
1993,8,3,4,94,4.6858
1993,8,3,5,62,5.0146
1993,9,1,1,294,1.5857
1993,9,1,2,390,2.3834
1993,9,1,3,467,2.8028
1993,9,1,4,566,4.4321
1993,9,1,5,629,3.5824
1993,9,2,1,137,2.3057
1993,9,2,2,172,4.2672
1993,9,2,3,170,3.9583
1993,9,2,4,160,1.9770
1993,9,2,5,131,1.6835
1993,9,3,1,107,0.8665
1993,9,3,2,127,-0.6622
1993,9,3,3,112,-0.4404
1993,9,3,4,98,-1.3847
1993,9,3,5,61,-3.6537
1993,10,1,1,290,7.4216
1993,10,1,2,377,5.1526
1993,10,1,3,466,6.1390
1993,10,1,4,572,8.2977
1993,10,1,5,620,6.7607
1993,10,2,1,133,4.2795
1993,10,2,2,170,3.6475
1993,10,2,3,165,0.2780
1993,10,2,4,157,3.2516
1993,10,2,5,123,2.7461
1993,10,3,1,107,2.5967
1993,10,3,2,127,1.8017
1993,10,3,3,110,3.4005
1993,10,3,4,94,2.7757
1993,10,3,5,62,5.6588
1993,11,1,1,310,-6.8851
1993,11,1,2,397,-1.7235
1993,11,1,3,475,-3.1673
1993,11,1,4,594,-3.8179
1993,11,1,5,627,-3.1797
1993,11,2,1,144,-3.3408
1993,11,2,2,174,-3.3033
1993,11,2,3,169,-3.2734
1993,11,2,4,166,-2.2311
1993,11,2,5,127,-0.0107
1993,11,3,1,106,1.0453
1993,11,3,2,131,-0.1421
1993,11,3,3,110,-0.8461
1993,11,3,4,97,0.1288
1993,11,3,5,62,7.0352
1993,12,1,1,310,0.4450
1993,12,1,2,390,1.8999
1993,12,1,3,471,0.9993
1993,12,1,4,594,-0.7542
1993,12,1,5,631,-1.5699
1993,12,2,1,141,-0.1318
1993,12,2,2,172,4.3361
1993,12,2,3,169,3.6983
1993,12,2,4,162,1.4462
1993,12,2,5,126,1.1245
1993,12,3,1,104,2.2261
1993,12,3,2,130,0.6263
1993,12,3,3,108,2.8287
1993,12,3,4,99,1.5368
1993,12,3,5,64,3.0125
1994,1,1,1,299,1.5626
1994,1,1,2,378,4.3027
1994,1,1,3,458,4.6284
1994,1,1,4,592,6.0568
1994,1,1,5,629,6.4429
1994,1,2,1,137,2.3628
1994,1,2,2,168,3.7499
1994,1,2,3,162,4.5112
1994,1,2,4,161,5.7864
1994,1,2,5,123,4.4893
1994,1,3,1,104,4.2077
1994,1,3,2,132,4.3119
1994,1,3,3,105,2.4682
1994,1,3,4,96,5.5429
1994,1,3,5,64,3.8368
1994,2,1,1,323,-4.6331
1994,2,1,2,383,-0.6082
1994,2,1,3,462,0.0073
1994,2,1,4,602,-1.5994
1994,2,1,5,654,-2.0573
1994,2,2,1,141,-2.1196
1994,2,2,2,165,-0.5910
1994,2,2,3,163,0.8386
1994,2,2,4,159,-0.0287
1994,2,2,5,127,2.0766
1994,2,3,1,104,-0.5199
1994,2,3,2,135,-4.2367
1994,2,3,3,110,-2.1928
1994,2,3,4,95,1.0198
1994,2,3,5,64,-1.6042
1994,3,1,1,317,-8.0947
1994,3,1,2,377,-7.1769
1994,3,1,3,457,-5.9590
1994,3,1,4,595,-6.8114
1994,3,1,5,651,-4.1089
1994,3,2,1,142,-9.0476
1994,3,2,2,163,-7.6347
1994,3,2,3,164,-8.2298
1994,3,2,4,159,-7.6086
1994,3,2,5,127,-5.1552
1994,3,3,1,104,-5.7428
1994,3,3,2,137,-3.1502
1994,3,3,3,109,-4.0732
1994,3,3,4,95,-5.1773
1994,3,3,5,64,-1.4435
1994,4,1,1,312,-6.8086
1994,4,1,2,369,-1.0664
1994,4,1,3,446,-2.5459
1994,4,1,4,594,-2.8579
1994,4,1,5,650,-2.8837
1994,4,2,1,139,-1.1114
1994,4,2,2,161,-1.7068
1994,4,2,3,162,0.3695
1994,4,2,4,155,0.4065
1994,4,2,5,126,-1.2617
1994,4,3,1,102,-1.9855
1994,4,3,2,140,1.3579
1994,4,3,3,109,0.9043
1994,4,3,4,90,0.2564
1994,4,3,5,65,-0.9722
1994,5,1,1,340,-2.5074
1994,5,1,2,397,-2.3167
1994,5,1,3,485,-1.9339
1994,5,1,4,643,-1.5373
1994,5,1,5,705,-1.0609
1994,5,2,1,153,-2.3497
1994,5,2,2,174,-3.5172
1994,5,2,3,175,-3.4067
1994,5,2,4,166,-2.1375
1994,5,2,5,135,-0.0352
1994,5,3,1,110,-2.4625
1994,5,3,2,147,2.9977
1994,5,3,3,122,5.3093
1994,5,3,4,100,3.4476
1994,5,3,5,72,4.3998
1994,6,1,1,341,-6.8690
1994,6,1,2,399,-4.8590
1994,6,1,3,479,-2.7675
1994,6,1,4,632,-5.5329
1994,6,1,5,701,-5.6501
1994,6,2,1,147,-6.0466
1994,6,2,2,171,-3.6801
1994,6,2,3,167,-5.6802
1994,6,2,4,163,-5.0731
1994,6,2,5,140,-6.0256
1994,6,3,1,107,-4.3247
1994,6,3,2,143,-2.4824
1994,6,3,3,121,-2.5006
1994,6,3,4,97,-2.5860
1994,6,3,5,72,-4.9576
1994,7,1,1,312,5.2842
1994,7,1,2,361,2.2926
1994,7,1,3,443,0.5346
1994,7,1,4,576,0.0532
1994,7,1,5,692,-0.5023
1994,7,2,1,140,-0.6897
1994,7,2,2,162,2.3531
1994,7,2,3,148,2.9579
1994,7,2,4,146,3.1268
1994,7,2,5,131,1.4254
1994,7,3,1,103,2.8169
1994,7,3,2,129,1.9074
1994,7,3,3,113,4.2210
1994,7,3,4,85,3.1086
1994,7,3,5,71,4.0798
1994,8,1,1,331,3.4918
1994,8,1,2,391,5.1839
1994,8,1,3,464,6.8222
1994,8,1,4,625,6.9283
1994,8,1,5,764,8.4223
1994,8,2,1,143,9.7144
1994,8,2,2,165,12.2008
1994,8,2,3,152,11.0401
1994,8,2,4,165,10.4319
1994,8,2,5,142,9.1630
1994,8,3,1,103,7.9684
1994,8,3,2,131,7.5323
1994,8,3,3,117,6.5147
1994,8,3,4,85,8.6696
1994,8,3,5,72,10.3849
1994,9,1,1,329,2.3853
1994,9,1,2,394,1.9817
1994,9,1,3,462,2.7553
1994,9,1,4,625,3.2053
1994,9,1,5,758,2.8711
1994,9,2,1,144,-1.5250
1994,9,2,2,162,1.4312
1994,9,2,3,151,1.3578
1994,9,2,4,167,1.8397
