year,month,rank_ME,rank_IOCA,nstocks,ret_vw
1967,1,1,1,69,14.1772
1967,1,1,2,72,18.2716
1967,1,1,3,69,21.1984
1967,1,1,4,80,21.3906
1967,1,1,5,116,18.0885
1967,1,2,1,51,16.5278
1967,1,2,2,46,18.3615
1967,1,2,3,41,19.2117
1967,1,2,4,37,18.2731
1967,1,2,5,51,14.7073
1967,1,3,1,74,9.8962
1967,1,3,2,82,11.1976
1967,1,3,3,92,6.8515
1967,1,3,4,86,6.5342
1967,1,3,5,72,6.6594
1967,2,1,1,68,4.1094
1967,2,1,2,72,2.0270
1967,2,1,3,69,5.9899
1967,2,1,4,80,8.2016
1967,2,1,5,116,5.4975
1967,2,2,1,51,3.9378
1967,2,2,2,46,1.4932
1967,2,2,3,41,0.9282
1967,2,2,4,37,2.2023
1967,2,2,5,51,3.1998
1967,2,3,1,74,0.8785
1967,2,3,2,82,-0.2533
1967,2,3,3,92,-0.2423
1967,2,3,4,86,2.8218
1967,2,3,5,72,2.0648
1967,3,1,1,69,7.6944
1967,3,1,2,72,6.5101
1967,3,1,3,69,6.6959
1967,3,1,4,80,5.4244
1967,3,1,5,116,7.0787
1967,3,2,1,51,5.3316
1967,3,2,2,46,7.3669
1967,3,2,3,41,7.0891
1967,3,2,4,37,8.4448
1967,3,2,5,51,8.1685
1967,3,3,1,74,4.8761
1967,3,3,2,82,5.3119
1967,3,3,3,92,4.1423
1967,3,3,4,86,3.8261
1967,3,3,5,72,5.9784
1967,4,1,1,69,4.0441
1967,4,1,2,72,4.7411
1967,4,1,3,69,6.1495
1967,4,1,4,80,5.5150
1967,4,1,5,116,3.4530
1967,4,2,1,51,4.5519
1967,4,2,2,46,5.2567
1967,4,2,3,41,3.8127
1967,4,2,4,37,6.7656
1967,4,2,5,51,3.6903
1967,4,3,1,74,3.5961
1967,4,3,2,82,6.1728
1967,4,3,3,92,6.1484
1967,4,3,4,86,4.5961
1967,4,3,5,72,4.4095
1967,5,1,1,69,-1.1648
1967,5,1,2,72,1.3124
1967,5,1,3,69,1.2307
1967,5,1,4,80,0.2122
1967,5,1,5,116,1.4005
1967,5,2,1,51,-1.4755
1967,5,2,2,46,-3.6172
1967,5,2,3,41,-1.9919
1967,5,2,4,37,-2.5941
1967,5,2,5,51,-1.2751
1967,5,3,1,74,-5.4754
1967,5,3,2,82,-4.6213
1967,5,3,3,92,-4.5453
1967,5,3,4,86,-3.6946
1967,5,3,5,72,-3.7971
1967,6,1,1,69,13.6394
1967,6,1,2,72,11.6685
1967,6,1,3,69,13.4736
1967,6,1,4,80,13.6306
1967,6,1,5,116,11.3704
1967,6,2,1,51,10.0526
1967,6,2,2,46,6.2492
1967,6,2,3,41,6.4684
1967,6,2,4,37,9.2732
1967,6,2,5,51,7.1764
1967,6,3,1,74,0.8034
1967,6,3,2,82,1.5607
1967,6,3,3,92,1.2401
1967,6,3,4,85,4.2938
1967,6,3,5,72,3.4008
1967,7,1,1,88,10.0224
1967,7,1,2,110,10.7379
1967,7,1,3,92,8.4719
1967,7,1,4,127,10.1994
1967,7,1,5,158,8.8050
1967,7,2,1,60,9.0705
1967,7,2,2,51,7.7667
1967,7,2,3,54,7.5957
1967,7,2,4,40,6.1578
1967,7,2,5,65,8.8670
1967,7,3,1,86,2.0209
1967,7,3,2,80,6.6307
1967,7,3,3,91,7.9148
1967,7,3,4,92,5.0415
1967,7,3,5,73,5.7569
1967,8,1,1,88,2.5280
1967,8,1,2,110,-1.2331
1967,8,1,3,92,2.4201
1967,8,1,4,127,-0.0498
1967,8,1,5,158,0.1746
1967,8,2,1,60,-1.2827
1967,8,2,2,51,2.6817
1967,8,2,3,54,0.0630
1967,8,2,4,40,-0.9434
1967,8,2,5,65,-0.3944
1967,8,3,1,86,-0.5508
1967,8,3,2,80,-0.3588
1967,8,3,3,91,-1.1656
1967,8,3,4,92,-1.1607
1967,8,3,5,72,-0.2893
1967,9,1,1,88,9.0746
1967,9,1,2,110,7.7261
1967,9,1,3,92,10.3816
1967,9,1,4,127,7.4181
1967,9,1,5,157,8.8691
1967,9,2,1,60,2.4605
1967,9,2,2,51,3.8971
1967,9,2,3,54,3.4290
1967,9,2,4,40,6.9770
1967,9,2,5,65,5.7284
1967,9,3,1,86,3.9409
1967,9,3,2,80,3.5468
1967,9,3,3,91,1.4513
1967,9,3,4,92,5.9056
1967,9,3,5,72,2.5249
1967,10,1,1,88,-0.6951
1967,10,1,2,110,-3.2245
1967,10,1,3,92,-2.3391
1967,10,1,4,127,-0.0529
1967,10,1,5,158,-1.4792
1967,10,2,1,60,-3.1038
1967,10,2,2,51,-5.2532
1967,10,2,3,53,-3.6733
1967,10,2,4,40,-3.1759
1967,10,2,5,65,-2.2119
1967,10,3,1,86,-2.4164
1967,10,3,2,80,-5.4476
1967,10,3,3,91,-3.2362
1967,10,3,4,92,0.9743
1967,10,3,5,72,-3.1155
1967,11,1,1,88,1.9925
1967,11,1,2,110,-1.2455
1967,11,1,3,92,0.3363
1967,11,1,4,127,-1.2169
1967,11,1,5,158,0.7709
1967,11,2,1,59,-0.1661
1967,11,2,2,51,1.4034
1967,11,2,3,53,1.8565
1967,11,2,4,40,0.6165
1967,11,2,5,65,0.4857
1967,11,3,1,86,0.0788
1967,11,3,2,80,-1.2753
1967,11,3,3,91,-0.1327
1967,11,3,4,92,1.1696
1967,11,3,5,72,2.4203
1967,12,1,1,87,8.0843
1967,12,1,2,109,10.1364
1967,12,1,3,92,9.7639
1967,12,1,4,127,7.9200
1967,12,1,5,158,11.4862
1967,12,2,1,59,5.8320
1967,12,2,2,51,7.7404
1967,12,2,3,53,8.4243
1967,12,2,4,40,7.1697
1967,12,2,5,65,4.7663
1967,12,3,1,86,2.5217
1967,12,3,2,80,3.2361
1967,12,3,3,91,1.8563
1967,12,3,4,92,2.9202
1967,12,3,5,72,2.7751
1968,1,1,1,87,3.6207
1968,1,1,2,110,2.6063
1968,1,1,3,91,2.7396
1968,1,1,4,127,2.8330
1968,1,1,5,158,3.1223
1968,1,2,1,59,0.8891
1968,1,2,2,51,-1.2099
1968,1,2,3,53,-2.3139
1968,1,2,4,40,-1.1373
1968,1,2,5,65,-1.3194
1968,1,3,1,86,-3.3773
1968,1,3,2,80,-4.6443
1968,1,3,3,91,-8.6212
1968,1,3,4,92,-4.3540
1968,1,3,5,72,-5.0114
1968,2,1,1,87,-8.7135
1968,2,1,2,110,-7.5784
1968,2,1,3,91,-6.7400
1968,2,1,4,126,-7.0489
1968,2,1,5,157,-5.6825
1968,2,2,1,59,-5.5764
1968,2,2,2,50,-4.8968
1968,2,2,3,53,-4.7644
1968,2,2,4,40,-5.0314
1968,2,2,5,65,-5.3159
1968,2,3,1,86,-3.5162
1968,2,3,2,80,-3.0782
1968,2,3,3,90,-3.9931
1968,2,3,4,92,-2.2387
1968,2,3,5,72,-3.2730
1968,3,1,1,87,-1.3979
1968,3,1,2,110,-0.9583
1968,3,1,3,91,-2.1348
1968,3,1,4,126,-0.4186
1968,3,1,5,158,-0.6685
1968,3,2,1,59,-0.9101
1968,3,2,2,50,-0.8262
1968,3,2,3,53,-2.9806
1968,3,2,4,40,0.6632
1968,3,2,5,65,-0.9872
1968,3,3,1,86,0.2312
1968,3,3,2,80,0.4126
1968,3,3,3,90,2.3289
1968,3,3,4,92,2.8675
1968,3,3,5,72,0.3049
1968,4,1,1,87,16.6940
1968,4,1,2,109,16.7074
1968,4,1,3,91,17.5180
1968,4,1,4,126,16.6935
1968,4,1,5,158,21.3215
1968,4,2,1,59,10.5818
1968,4,2,2,50,16.7406
1968,4,2,3,53,15.5693
1968,4,2,4,40,15.4431
1968,4,2,5,65,13.7161
1968,4,3,1,86,7.8122
1968,4,3,2,80,10.8328
1968,4,3,3,90,10.5003
1968,4,3,4,92,9.0781
1968,4,3,5,72,10.4864
1968,5,1,1,87,9.7330
1968,5,1,2,109,12.3448
1968,5,1,3,90,11.7907
1968,5,1,4,126,13.4387
1968,5,1,5,158,11.0232
1968,5,2,1,59,8.5356
1968,5,2,2,50,6.0926
1968,5,2,3,53,9.4992
1968,5,2,4,40,9.1391
1968,5,2,5,65,7.1999
1968,5,3,1,86,1.2810
1968,5,3,2,80,1.9111
1968,5,3,3,90,1.2934
1968,5,3,4,92,2.2621
1968,5,3,5,72,2.8176
1968,6,1,1,87,1.8380
1968,6,1,2,109,0.6886
1968,6,1,3,90,-0.0031
1968,6,1,4,126,0.7013
1968,6,1,5,158,-2.3196
1968,6,2,1,59,-0.0391
1968,6,2,2,50,1.0245
1968,6,2,3,53,-2.0045
1968,6,2,4,40,-3.0188
1968,6,2,5,64,1.0424
1968,6,3,1,86,0.6289
1968,6,3,2,80,0.1919
1968,6,3,3,90,-1.0283
1968,6,3,4,92,0.4933
1968,6,3,5,72,0.7426
1968,7,1,1,94,-2.4221
1968,7,1,2,90,-4.3493
1968,7,1,3,125,-4.6060
1968,7,1,4,139,-3.3494
1968,7,1,5,183,-2.5023
1968,7,2,1,65,-5.9915
1968,7,2,2,58,-2.4680
1968,7,2,3,54,-4.1345
1968,7,2,4,48,-6.6384
1968,7,2,5,67,-2.9413
1968,7,3,1,88,-1.7084
1968,7,3,2,85,-4.4157
1968,7,3,3,85,-2.5636
1968,7,3,4,94,-1.0045
1968,7,3,5,69,-2.6394
1968,8,1,1,94,4.8965
1968,8,1,2,90,4.3004
1968,8,1,3,125,4.4224
1968,8,1,4,139,3.9942
1968,8,1,5,183,5.2482
1968,8,2,1,65,3.9209
1968,8,2,2,57,3.9176
1968,8,2,3,54,6.0814
1968,8,2,4,48,3.9346
1968,8,2,5,67,3.5837
1968,8,3,1,87,1.8600
1968,8,3,2,85,1.7437
1968,8,3,3,85,2.0503
1968,8,3,4,94,1.2463
1968,8,3,5,69,0.8712
1968,9,1,1,94,9.3308
1968,9,1,2,90,8.5173
1968,9,1,3,125,6.3188
1968,9,1,4,139,6.2595
1968,9,1,5,182,8.1353
1968,9,2,1,65,6.7131
1968,9,2,2,57,7.4144
1968,9,2,3,54,6.2036
1968,9,2,4,48,6.5199
1968,9,2,5,67,8.4348
1968,9,3,1,87,4.7611
1968,9,3,2,85,5.6181
1968,9,3,3,85,6.0476
1968,9,3,4,94,1.7271
1968,9,3,5,69,4.9232
1968,10,1,1,94,-1.2304
1968,10,1,2,90,0.1821
1968,10,1,3,125,0.6038
1968,10,1,4,139,1.6583
1968,10,1,5,182,0.2840
1968,10,2,1,65,1.5119
1968,10,2,2,57,-0.6526
1968,10,2,3,54,1.4227
1968,10,2,4,48,0.9587
1968,10,2,5,66,0.6512
1968,10,3,1,87,2.3215
1968,10,3,2,85,0.4427
1968,10,3,3,85,0.7362
1968,10,3,4,94,-0.4596
1968,10,3,5,68,0.4818
1968,11,1,1,94,7.1588
1968,11,1,2,90,5.3975
1968,11,1,3,123,7.1295
1968,11,1,4,139,8.3088
1968,11,1,5,182,6.9514
1968,11,2,1,65,7.1398
1968,11,2,2,57,6.4094
1968,11,2,3,54,9.2887
1968,11,2,4,48,7.8838
1968,11,2,5,67,8.1846
1968,11,3,1,87,3.1553
1968,11,3,2,85,4.3428
1968,11,3,3,85,7.1792
1968,11,3,4,94,5.9790
1968,11,3,5,68,7.4051
1968,12,1,1,94,2.8845
1968,12,1,2,90,0.3536
1968,12,1,3,125,1.5751
1968,12,1,4,139,4.3560
1968,12,1,5,181,1.0392
1968,12,2,1,65,0.0225
1968,12,2,2,57,-1.9999
1968,12,2,3,54,-1.7398
1968,12,2,4,48,-2.5404
1968,12,2,5,67,0.1231
1968,12,3,1,87,-4.7539
1968,12,3,2,85,-3.3344
1968,12,3,3,85,-3.9759
1968,12,3,4,94,-4.0674
1968,12,3,5,68,-3.8490
1969,1,1,1,94,-2.2712
1969,1,1,2,90,-0.5768
1969,1,1,3,125,-3.0459
1969,1,1,4,139,0.6095
1969,1,1,5,181,-2.1614
1969,1,2,1,65,-1.3973
1969,1,2,2,57,-0.5899
1969,1,2,3,54,-1.9106
1969,1,2,4,48,-2.4600
1969,1,2,5,67,-3.0068
1969,1,3,1,86,0.1299
1969,1,3,2,85,-0.5501
1969,1,3,3,85,-1.1801
1969,1,3,4,94,-2.4987
1969,1,3,5,68,-1.6740
1969,2,1,1,94,-10.5847
1969,2,1,2,90,-8.3886
1969,2,1,3,125,-11.2586
1969,2,1,4,139,-10.4301
1969,2,1,5,179,-9.7169
1969,2,2,1,65,-9.7735
1969,2,2,2,57,-8.3152
1969,2,2,3,54,-8.1551
1969,2,2,4,48,-7.7131
1969,2,2,5,67,-7.8772
1969,2,3,1,86,-3.9817
1969,2,3,2,85,-5.2025
1969,2,3,3,85,-6.4293
1969,2,3,4,94,-3.5012
1969,2,3,5,68,-4.2080
1969,3,1,1,94,1.4592
1969,3,1,2,90,1.4696
1969,3,1,3,125,3.6598
1969,3,1,4,139,3.6701
1969,3,1,5,178,2.8077
1969,3,2,1,65,3.1850
1969,3,2,2,57,2.4309
1969,3,2,3,54,2.8385
1969,3,2,4,48,2.3407
1969,3,2,5,67,4.1487
1969,3,3,1,86,2.2556
1969,3,3,2,85,3.3211
1969,3,3,3,85,2.3245
1969,3,3,4,94,5.4373
1969,3,3,5,68,6.4135
1969,4,1,1,94,0.1335
1969,4,1,2,90,-3.1061
1969,4,1,3,125,-0.0633
1969,4,1,4,139,0.4296
1969,4,1,5,178,0.8733
1969,4,2,1,65,-0.1886
1969,4,2,2,57,-0.8501
1969,4,2,3,53,2.8783
1969,4,2,4,48,-0.6035
1969,4,2,5,67,4.1250
1969,4,3,1,86,3.4341
1969,4,3,2,85,1.4562
1969,4,3,3,85,2.6201
1969,4,3,4,94,1.7021
1969,4,3,5,68,2.9199
1969,5,1,1,94,0.1809
1969,5,1,2,90,0.9203
1969,5,1,3,124,0.3774
1969,5,1,4,138,1.5350
1969,5,1,5,179,1.8514
1969,5,2,1,65,-1.4027
1969,5,2,2,57,-0.1053
1969,5,2,3,54,0.1222
1969,5,2,4,48,-0.7288
1969,5,2,5,66,2.3962
1969,5,3,1,84,0.5503
1969,5,3,2,85,-0.7422
1969,5,3,3,85,0.1606
1969,5,3,4,94,0.5810
1969,5,3,5,68,1.6407
1969,6,1,1,94,-14.5839
1969,6,1,2,90,-14.2960
1969,6,1,3,124,-13.8204
1969,6,1,4,139,-13.9689
1969,6,1,5,179,-12.7122
1969,6,2,1,65,-11.3523
1969,6,2,2,57,-11.4518
1969,6,2,3,54,-10.5159
1969,6,2,4,48,-11.4959
1969,6,2,5,67,-10.3781
1969,6,3,1,85,-6.4202
1969,6,3,2,84,-7.2414
1969,6,3,3,85,-6.5397
1969,6,3,4,94,-3.8806
1969,6,3,5,68,-4.9739
1969,7,1,1,115,-10.5274
1969,7,1,2,128,-10.8185
1969,7,1,3,138,-12.9157
1969,7,1,4,134,-11.8699
1969,7,1,5,204,-11.9287
1969,7,2,1,64,-11.3176
1969,7,2,2,63,-8.8571
1969,7,2,3,56,-9.9154
1969,7,2,4,65,-10.7037
1969,7,2,5,72,-6.7458
1969,7,3,1,93,-5.5290
1969,7,3,2,89,-6.7487
1969,7,3,3,90,-5.4183
1969,7,3,4,96,-6.3730
1969,7,3,5,77,-6.5979
1969,8,1,1,115,3.3768
1969,8,1,2,128,3.7024
1969,8,1,3,137,2.8425
1969,8,1,4,134,7.3367
1969,8,1,5,203,3.9892
1969,8,2,1,64,7.8200
1969,8,2,2,63,7.1947
1969,8,2,3,56,4.6763
1969,8,2,4,65,5.6257
1969,8,2,5,72,6.6071
1969,8,3,1,93,3.1066
1969,8,3,2,89,6.0877
1969,8,3,3,90,5.4580
1969,8,3,4,96,6.1666
1969,8,3,5,77,7.8660
1969,9,1,1,115,-3.2661
1969,9,1,2,128,-1.7540
1969,9,1,3,137,-4.5771
1969,9,1,4,134,-4.6476
1969,9,1,5,204,-3.2923
1969,9,2,1,62,0.8784
1969,9,2,2,63,-2.3741
1969,9,2,3,56,1.6680
1969,9,2,4,65,-1.4608
1969,9,2,5,72,0.6369
1969,9,3,1,93,-3.1501
1969,9,3,2,89,-2.5650
1969,9,3,3,90,-0.9765
1969,9,3,4,96,-1.8172
1969,9,3,5,77,-3.6136
1969,10,1,1,115,8.3047
1969,10,1,2,128,9.6931
1969,10,1,3,137,11.4958
1969,10,1,4,134,12.0947
1969,10,1,5,204,11.3512
1969,10,2,1,62,9.1849
1969,10,2,2,63,7.8223
1969,10,2,3,56,8.3291
1969,10,2,4,64,11.0489
1969,10,2,5,72,6.2444
1969,10,3,1,93,4.4765
1969,10,3,2,88,6.2076
1969,10,3,3,90,6.6623
1969,10,3,4,96,3.2562
1969,10,3,5,77,4.8053
1969,11,1,1,115,-9.0986
1969,11,1,2,127,-7.0017
1969,11,1,3,137,-7.4570
1969,11,1,4,134,-5.9766
1969,11,1,5,204,-6.0117
1969,11,2,1,62,-5.5061
1969,11,2,2,63,-5.7230
1969,11,2,3,56,-4.4206
1969,11,2,4,64,-4.4715
1969,11,2,5,72,-3.4123
1969,11,3,1,93,-2.2984
1969,11,3,2,89,-3.1242
1969,11,3,3,90,-2.6379
1969,11,3,4,96,-2.7265
1969,11,3,5,77,-2.4450
1969,12,1,1,115,-8.3334
1969,12,1,2,128,-8.2320
1969,12,1,3,137,-9.7632
1969,12,1,4,134,-7.5765
1969,12,1,5,204,-6.1505
1969,12,2,1,61,-6.6773
1969,12,2,2,63,-5.5065
1969,12,2,3,56,-5.9190
1969,12,2,4,64,-3.3740
1969,12,2,5,72,-2.6719
1969,12,3,1,93,-1.8472
1969,12,3,2,89,-3.3391
1969,12,3,3,90,-2.8696
1969,12,3,4,96,0.2034
1969,12,3,5,77,-0.5091
1970,1,1,1,115,-5.6102
1970,1,1,2,128,-3.8880
1970,1,1,3,137,-3.6135
1970,1,1,4,134,-2.2652
1970,1,1,5,204,-1.6375
1970,1,2,1,62,-7.8136
1970,1,2,2,63,-6.8801
1970,1,2,3,56,-4.0021
1970,1,2,4,64,-5.9901
1970,1,2,5,72,-5.6341
1970,1,3,1,93,-6.9736
1970,1,3,2,89,-8.8046
1970,1,3,3,90,-8.9099
1970,1,3,4,96,-7.9435
1970,1,3,5,77,-8.7562
1970,2,1,1,115,3.3244
1970,2,1,2,128,3.1161
1970,2,1,3,136,3.1136
1970,2,1,4,134,4.1451
1970,2,1,5,204,2.0335
1970,2,2,1,60,5.4820
1970,2,2,2,63,5.9406
1970,2,2,3,56,2.0798
1970,2,2,4,64,3.6821
1970,2,2,5,72,3.4718
1970,2,3,1,92,7.4576
1970,2,3,2,89,8.3402
1970,2,3,3,90,3.3208
1970,2,3,4,96,3.6943
1970,2,3,5,77,5.2233
1970,3,1,1,115,-2.8538
1970,3,1,2,128,-4.0333
1970,3,1,3,136,-4.0858
1970,3,1,4,134,-4.5936
1970,3,1,5,204,-3.6028
1970,3,2,1,62,-2.5798
1970,3,2,2,63,-2.2994
1970,3,2,3,56,-1.7833
1970,3,2,4,65,-4.1339
1970,3,2,5,72,-1.4901
1970,3,3,1,93,1.7219
1970,3,3,2,89,0.6076
1970,3,3,3,90,-2.5905
1970,3,3,4,96,-0.1543
1970,3,3,5,77,-2.4893
1970,4,1,1,115,-17.2931
1970,4,1,2,127,-19.3828
1970,4,1,3,135,-16.9723
1970,4,1,4,134,-18.7524
1970,4,1,5,204,-18.0284
1970,4,2,1,61,-16.8319
1970,4,2,2,63,-13.3208
1970,4,2,3,56,-17.8979
1970,4,2,4,65,-16.6450
1970,4,2,5,72,-15.8713
1970,4,3,1,93,-8.4306
1970,4,3,2,89,-10.5795
1970,4,3,3,90,-8.6656
1970,4,3,4,96,-9.7433
1970,4,3,5,77,-10.6133
1970,5,1,1,115,-7.8087
1970,5,1,2,127,-9.6861
1970,5,1,3,134,-10.5185
1970,5,1,4,132,-10.3064
1970,5,1,5,204,-8.5267
1970,5,2,1,61,-11.7451
1970,5,2,2,63,-10.5581
1970,5,2,3,56,-11.8628
1970,5,2,4,65,-12.2345
1970,5,2,5,72,-7.9648
1970,5,3,1,93,-5.8485
1970,5,3,2,89,-7.7462
1970,5,3,3,90,-7.2205
1970,5,3,4,96,-3.8974
1970,5,3,5,77,-5.4680
1970,6,1,1,114,-10.7206
1970,6,1,2,127,-8.3277
1970,6,1,3,133,-8.2987
1970,6,1,4,132,-11.0468
1970,6,1,5,203,-6.5769
1970,6,2,1,61,-9.2728
1970,6,2,2,63,-4.7676
1970,6,2,3,55,-8.7549
1970,6,2,4,64,-9.2117
1970,6,2,5,72,-6.5041
1970,6,3,1,93,-4.5740
1970,6,3,2,89,-5.3685
1970,6,3,3,90,-5.5809
1970,6,3,4,96,-5.1080
1970,6,3,5,77,-2.8869
1970,7,1,1,127,6.0680
1970,7,1,2,142,4.8128
1970,7,1,3,171,4.2801
1970,7,1,4,148,3.9660
1970,7,1,5,225,5.0333
1970,7,2,1,69,5.5886
1970,7,2,2,70,7.6629
1970,7,2,3,69,5.4044
1970,7,2,4,70,10.2832
1970,7,2,5,70,8.9393
1970,7,3,1,94,8.0548
1970,7,3,2,94,9.2029
1970,7,3,3,90,6.7875
1970,7,3,4,92,5.5501
1970,7,3,5,82,6.9546
1970,8,1,1,127,5.5014
1970,8,1,2,141,6.9207
1970,8,1,3,170,6.6310
1970,8,1,4,148,5.9956
1970,8,1,5,225,6.4034
1970,8,2,1,68,8.5955
1970,8,2,2,70,5.5746
1970,8,2,3,69,8.2636
1970,8,2,4,70,6.0567
1970,8,2,5,70,5.8548
1970,8,3,1,93,4.3130
1970,8,3,2,94,5.5354
1970,8,3,3,90,5.3685
1970,8,3,4,92,5.0341
1970,8,3,5,82,4.6746
1970,9,1,1,127,15.5719
1970,9,1,2,141,15.3190
1970,9,1,3,170,14.4729
1970,9,1,4,147,17.0788
1970,9,1,5,223,14.4004
1970,9,2,1,68,14.4732
1970,9,2,2,69,13.1821
1970,9,2,3,69,13.1732
1970,9,2,4,70,9.9121
1970,9,2,5,70,10.4943
1970,9,3,1,92,1.4168
1970,9,3,2,94,5.6006
1970,9,3,3,90,3.4856
1970,9,3,4,92,6.6746
1970,9,3,5,82,4.0279
1970,10,1,1,127,-8.7999
1970,10,1,2,141,-6.9567
1970,10,1,3,170,-8.2913
1970,10,1,4,146,-10.2809
1970,10,1,5,224,-5.9222
1970,10,2,1,68,-6.2352
1970,10,2,2,69,-4.9837
1970,10,2,3,69,-6.4860
1970,10,2,4,70,-4.0516
1970,10,2,5,70,-5.5935
1970,10,3,1,92,-2.0154
1970,10,3,2,94,-2.3768
1970,10,3,3,90,-2.6148
1970,10,3,4,92,0.0395
1970,10,3,5,82,1.6226
1970,11,1,1,127,-1.7827
1970,11,1,2,141,-2.5278
1970,11,1,3,170,-0.3406
1970,11,1,4,145,-1.4897
1970,11,1,5,222,-2.2229
1970,11,2,1,68,3.7641
1970,11,2,2,69,0.8210
1970,11,2,3,69,3.3636
1970,11,2,4,69,1.5462
1970,11,2,5,70,1.8575
1970,11,3,1,92,5.9352
1970,11,3,2,94,5.7998
1970,11,3,3,90,4.0847
1970,11,3,4,92,4.5913
1970,11,3,5,82,4.2594
1970,12,1,1,125,8.5880
1970,12,1,2,141,7.3431
1970,12,1,3,170,13.1599
1970,12,1,4,144,10.6001
1970,12,1,5,222,8.6934
1970,12,2,1,68,5.5691
1970,12,2,2,69,9.5158
1970,12,2,3,69,7.8344
1970,12,2,4,69,10.2342
1970,12,2,5,70,9.7687
1970,12,3,1,92,6.3842
1970,12,3,2,94,6.1368
1970,12,3,3,89,6.3162
1970,12,3,4,92,5.0822
1970,12,3,5,82,5.0683
1971,1,1,1,125,14.5230
1971,1,1,2,141,16.3598
1971,1,1,3,168,15.7165
1971,1,1,4,144,14.8909
1971,1,1,5,222,14.7426
1971,1,2,1,67,12.8023
1971,1,2,2,69,9.3592
1971,1,2,3,69,12.7256
1971,1,2,4,68,9.7640
1971,1,2,5,70,9.0943
1971,1,3,1,92,4.6348
1971,1,3,2,94,6.8366
1971,1,3,3,89,6.3021
1971,1,3,4,92,3.0343
1971,1,3,5,82,2.3999
1971,2,1,1,125,5.9153
1971,2,1,2,141,5.7859
1971,2,1,3,167,4.9276
1971,2,1,4,143,6.5725
1971,2,1,5,220,6.1906
1971,2,2,1,66,3.7134
1971,2,2,2,69,4.2319
1971,2,2,3,69,0.9927
1971,2,2,4,68,3.4829
1971,2,2,5,70,3.4057
1971,2,3,1,92,-0.6719
1971,2,3,2,94,0.9731
1971,2,3,3,89,1.6005
1971,2,3,4,91,4.0365
1971,2,3,5,82,3.4688
1971,3,1,1,125,5.2652
1971,3,1,2,141,4.9544
1971,3,1,3,167,7.1744
1971,3,1,4,143,5.5392
1971,3,1,5,219,8.1435
1971,3,2,1,66,7.6090
1971,3,2,2,69,7.1155
1971,3,2,3,69,6.3996
1971,3,2,4,68,8.3785
1971,3,2,5,70,6.5447
1971,3,3,1,92,2.8252
1971,3,3,2,93,5.8281
1971,3,3,3,89,3.4629
1971,3,3,4,91,4.6608
1971,3,3,5,82,4.0753
1971,4,1,1,125,2.8537
1971,4,1,2,141,3.1796
1971,4,1,3,167,-0.5111
1971,4,1,4,143,4.1064
1971,4,1,5,217,2.9380
1971,4,2,1,65,3.7145
1971,4,2,2,69,3.4542
1971,4,2,3,69,5.1594
1971,4,2,4,68,3.6972
1971,4,2,5,69,4.5679
1971,4,3,1,92,3.8535
1971,4,3,2,93,5.9549
1971,4,3,3,89,5.7138
1971,4,3,4,91,3.8815
1971,4,3,5,82,3.2487
1971,5,1,1,124,-7.8848
1971,5,1,2,141,-5.9747
1971,5,1,3,166,-6.4216
1971,5,1,4,141,-6.6716
1971,5,1,5,216,-4.6987
1971,5,2,1,65,-5.1040
1971,5,2,2,69,-5.6553
1971,5,2,3,69,-4.8239
1971,5,2,4,68,-2.8038
1971,5,2,5,69,-2.1596
1971,5,3,1,92,-4.5536
1971,5,3,2,93,-2.3329
1971,5,3,3,89,-2.0047
1971,5,3,4,91,-4.4124
1971,5,3,5,82,-3.0947
1971,6,1,1,123,-3.0812
1971,6,1,2,141,-4.0727
1971,6,1,3,164,-2.1023
1971,6,1,4,139,-1.2902
1971,6,1,5,215,-1.5351
1971,6,2,1,65,-1.1352
1971,6,2,2,68,-1.0053
1971,6,2,3,69,-1.7733
1971,6,2,4,68,1.8442
1971,6,2,5,69,-0.2231
1971,6,3,1,92,-1.8379
1971,6,3,2,93,0.7993
1971,6,3,3,89,-1.5372
1971,6,3,4,90,0.7903
1971,6,3,5,82,2.3149
1971,7,1,1,128,-6.8500
1971,7,1,2,130,-7.5992
1971,7,1,3,161,-6.9703
1971,7,1,4,181,-7.9227
1971,7,1,5,230,-5.8700
1971,7,2,1,72,-6.8823
1971,7,2,2,70,-4.9177
1971,7,2,3,71,-4.0030
1971,7,2,4,70,-6.0583
1971,7,2,5,65,-6.7109
1971,7,3,1,100,-3.2725
1971,7,3,2,102,-5.2433
1971,7,3,3,91,-4.1429
1971,7,3,4,97,-5.2957
1971,7,3,5,83,-3.0826
1971,8,1,1,128,3.2407
1971,8,1,2,130,4.9687
1971,8,1,3,161,3.9818
1971,8,1,4,180,5.0997
1971,8,1,5,230,4.3326
1971,8,2,1,72,4.4710
1971,8,2,2,70,6.2064
1971,8,2,3,71,4.5131
1971,8,2,4,70,5.2752
1971,8,2,5,65,6.3235
1971,8,3,1,100,4.6955
1971,8,3,2,101,6.2157
1971,8,3,3,91,6.6181
1971,8,3,4,97,5.5481
1971,8,3,5,82,0.1066
1971,9,1,1,128,-0.6812
1971,9,1,2,130,-0.4934
1971,9,1,3,161,-1.4681
1971,9,1,4,180,0.7432
1971,9,1,5,230,-0.4124
1971,9,2,1,71,-1.9056
1971,9,2,2,70,-0.5301
1971,9,2,3,70,-0.4286
1971,9,2,4,70,-0.7249
1971,9,2,5,65,0.4872
