year,month,rank_ME,rank_OL,nstocks,ret_vw
1967,1,1,1,51,16.9717
1967,1,1,2,55,19.1498
1967,1,1,3,70,18.4610
1967,1,1,4,79,16.3310
1967,1,1,5,157,21.0282
1967,1,2,1,44,15.8885
1967,1,2,2,27,19.4476
1967,1,2,3,45,17.9548
1967,1,2,4,60,17.8829
1967,1,2,5,50,15.9602
1967,1,3,1,94,6.8286
1967,1,3,2,100,8.8925
1967,1,3,3,77,8.2568
1967,1,3,4,69,11.4119
1967,1,3,5,69,9.5736
1967,2,1,1,50,3.5863
1967,2,1,2,55,5.7589
1967,2,1,3,70,7.8183
1967,2,1,4,79,5.7580
1967,2,1,5,157,3.8161
1967,2,2,1,44,2.8704
1967,2,2,2,27,2.5523
1967,2,2,3,45,1.0693
1967,2,2,4,60,3.2992
1967,2,2,5,50,2.0309
1967,2,3,1,94,1.3057
1967,2,3,2,100,0.8817
1967,2,3,3,77,0.4825
1967,2,3,4,69,0.7700
1967,2,3,5,69,2.8539
1967,3,1,1,51,11.7348
1967,3,1,2,55,6.6482
1967,3,1,3,70,6.6474
1967,3,1,4,79,5.7323
1967,3,1,5,157,6.1488
1967,3,2,1,44,7.3187
1967,3,2,2,27,6.5034
1967,3,2,3,45,8.8824
1967,3,2,4,60,8.4895
1967,3,2,5,50,4.4321
1967,3,3,1,94,4.4520
1967,3,3,2,100,4.5853
1967,3,3,3,77,5.3898
1967,3,3,4,69,5.1393
1967,3,3,5,69,3.7138
1967,4,1,1,51,3.2139
1967,4,1,2,55,5.3082
1967,4,1,3,70,6.8141
1967,4,1,4,79,5.1628
1967,4,1,5,157,3.6974
1967,4,2,1,44,3.6622
1967,4,2,2,27,9.0990
1967,4,2,3,45,3.4186
1967,4,2,4,60,4.8104
1967,4,2,5,50,4.3830
1967,4,3,1,94,2.9352
1967,4,3,2,100,3.3037
1967,4,3,3,77,7.7233
1967,4,3,4,69,8.6740
1967,4,3,5,69,5.1854
1967,5,1,1,51,0.3025
1967,5,1,2,55,0.6888
1967,5,1,3,70,1.3146
1967,5,1,4,79,-0.3314
1967,5,1,5,157,0.4584
1967,5,2,1,44,-2.5505
1967,5,2,2,27,-5.2709
1967,5,2,3,45,-1.6483
1967,5,2,4,60,-2.5293
1967,5,2,5,50,0.2268
1967,5,3,1,94,-3.9824
1967,5,3,2,100,-4.6344
1967,5,3,3,77,-4.9364
1967,5,3,4,69,-5.9662
1967,5,3,5,69,-3.6749
1967,6,1,1,51,12.1368
1967,6,1,2,55,14.4750
1967,6,1,3,70,15.9828
1967,6,1,4,79,9.4864
1967,6,1,5,157,11.7861
1967,6,2,1,44,7.2127
1967,6,2,2,27,8.0841
1967,6,2,3,45,6.0912
1967,6,2,4,60,9.4513
1967,6,2,5,50,7.8963
1967,6,3,1,94,2.2636
1967,6,3,2,100,1.3023
1967,6,3,3,77,2.7876
1967,6,3,4,68,0.6756
1967,6,3,5,69,5.7411
1967,7,1,1,72,11.3921
1967,7,1,2,67,10.7545
1967,7,1,3,82,9.5317
1967,7,1,4,131,8.7867
1967,7,1,5,229,9.2365
1967,7,2,1,47,8.4630
1967,7,2,2,46,6.5250
1967,7,2,3,56,8.8840
1967,7,2,4,63,8.2275
1967,7,2,5,61,8.2085
1967,7,3,1,109,2.6601
1967,7,3,2,97,6.5127
1967,7,3,3,89,6.4511
1967,7,3,4,65,8.4488
1967,7,3,5,64,6.2881
1967,8,1,1,72,1.6707
1967,8,1,2,67,1.5091
1967,8,1,3,82,-0.9708
1967,8,1,4,131,1.1074
1967,8,1,5,229,-0.1548
1967,8,2,1,47,-0.2717
1967,8,2,2,46,0.7551
1967,8,2,3,56,-0.7476
1967,8,2,4,63,0.4067
1967,8,2,5,61,0.1241
1967,8,3,1,109,-1.1026
1967,8,3,2,97,-0.7507
1967,8,3,3,89,-0.3646
1967,8,3,4,65,-0.5532
1967,8,3,5,63,0.2487
1967,9,1,1,72,7.1074
1967,9,1,2,66,9.8108
1967,9,1,3,82,7.7309
1967,9,1,4,131,8.7346
1967,9,1,5,228,8.9705
1967,9,2,1,47,2.0863
1967,9,2,2,46,5.1894
1967,9,2,3,56,4.6337
1967,9,2,4,63,4.6075
1967,9,2,5,61,5.3857
1967,9,3,1,109,4.0384
1967,9,3,2,97,3.0235
1967,9,3,3,89,3.5485
1967,9,3,4,65,4.8203
1967,9,3,5,63,4.0533
1967,10,1,1,72,-3.7916
1967,10,1,2,66,0.2797
1967,10,1,3,82,1.7675
1967,10,1,4,131,-2.2658
1967,10,1,5,229,-2.1211
1967,10,2,1,47,-4.6968
1967,10,2,2,45,-6.7977
1967,10,2,3,56,-7.4389
1967,10,2,4,63,-3.4874
1967,10,2,5,61,2.7212
1967,10,3,1,109,-1.0903
1967,10,3,2,97,-3.4211
1967,10,3,3,89,-3.7520
1967,10,3,4,65,-1.9321
1967,10,3,5,63,-2.3559
1967,11,1,1,72,1.4713
1967,11,1,2,66,-0.1880
1967,11,1,3,82,-3.0160
1967,11,1,4,131,0.7853
1967,11,1,5,229,0.3827
1967,11,2,1,47,1.6163
1967,11,2,2,44,0.5505
1967,11,2,3,56,0.4210
1967,11,2,4,63,1.0027
1967,11,2,5,61,0.4248
1967,11,3,1,109,0.4912
1967,11,3,2,97,0.4805
1967,11,3,3,89,1.0941
1967,11,3,4,65,-1.6815
1967,11,3,5,63,1.2466
1967,12,1,1,71,11.8785
1967,12,1,2,65,7.6033
1967,12,1,3,82,8.9128
1967,12,1,4,131,8.5143
1967,12,1,5,229,10.3915
1967,12,2,1,47,7.4546
1967,12,2,2,44,6.5402
1967,12,2,3,56,5.4646
1967,12,2,4,63,7.4266
1967,12,2,5,61,6.0282
1967,12,3,1,109,2.8466
1967,12,3,2,97,2.8665
1967,12,3,3,89,3.2675
1967,12,3,4,65,0.6503
1967,12,3,5,63,2.3514
1968,1,1,1,72,4.0195
1968,1,1,2,65,3.5776
1968,1,1,3,81,1.1837
1968,1,1,4,131,0.5000
1968,1,1,5,229,4.9709
1968,1,2,1,47,0.2973
1968,1,2,2,44,-0.7146
1968,1,2,3,56,-1.7500
1968,1,2,4,63,-2.1577
1968,1,2,5,61,-0.7312
1968,1,3,1,109,-3.6726
1968,1,3,2,97,-5.1677
1968,1,3,3,89,-5.3378
1968,1,3,4,65,-8.0842
1968,1,3,5,63,-5.2226
1968,2,1,1,72,-8.5723
1968,2,1,2,64,-9.5726
1968,2,1,3,81,-7.1190
1968,2,1,4,131,-6.6641
1968,2,1,5,228,-5.7939
1968,2,2,1,47,-2.6491
1968,2,2,2,43,-4.4947
1968,2,2,3,56,-5.7330
1968,2,2,4,63,-6.1728
1968,2,2,5,61,-5.6922
1968,2,3,1,109,-2.5820
1968,2,3,2,97,-6.1979
1968,2,3,3,89,-3.0401
1968,2,3,4,64,-2.7755
1968,2,3,5,63,-1.3813
1968,3,1,1,72,-1.7603
1968,3,1,2,65,-3.1934
1968,3,1,3,81,-0.6835
1968,3,1,4,131,-0.6211
1968,3,1,5,228,-0.5084
1968,3,2,1,47,-0.7364
1968,3,2,2,43,-1.7690
1968,3,2,3,56,-2.2386
1968,3,2,4,63,-0.9980
1968,3,2,5,61,-0.1836
1968,3,3,1,109,1.2955
1968,3,3,2,97,1.7066
1968,3,3,3,89,1.2205
1968,3,3,4,64,0.5826
1968,3,3,5,63,2.4681
1968,4,1,1,72,22.2569
1968,4,1,2,65,14.2495
1968,4,1,3,81,16.8087
1968,4,1,4,130,16.2107
1968,4,1,5,228,19.1679
1968,4,2,1,47,13.4872
1968,4,2,2,43,13.7434
1968,4,2,3,56,14.9481
1968,4,2,4,63,14.3996
1968,4,2,5,61,14.2712
1968,4,3,1,109,6.7294
1968,4,3,2,97,11.2131
1968,4,3,3,89,10.8811
1968,4,3,4,64,12.8284
1968,4,3,5,63,12.7926
1968,5,1,1,72,12.8373
1968,5,1,2,65,9.4092
1968,5,1,3,81,10.2036
1968,5,1,4,130,10.8713
1968,5,1,5,227,13.0952
1968,5,2,1,47,8.5943
1968,5,2,2,43,8.2589
1968,5,2,3,56,6.6383
1968,5,2,4,63,7.3967
1968,5,2,5,61,8.9998
1968,5,3,1,109,1.8690
1968,5,3,2,97,2.8887
1968,5,3,3,89,1.0378
1968,5,3,4,64,1.1987
1968,5,3,5,63,2.8677
1968,6,1,1,72,0.0459
1968,6,1,2,65,1.3403
1968,6,1,3,81,0.0278
1968,6,1,4,130,-0.7452
1968,6,1,5,227,0.0043
1968,6,2,1,47,0.3335
1968,6,2,2,43,-1.4140
1968,6,2,3,56,0.2743
1968,6,2,4,62,-0.2205
1968,6,2,5,61,-0.9000
1968,6,3,1,109,0.8386
1968,6,3,2,97,-0.3755
1968,6,3,3,89,0.4713
1968,6,3,4,64,-1.2928
1968,6,3,5,63,0.1166
1968,7,1,1,72,-2.0321
1968,7,1,2,82,-2.9051
1968,7,1,3,92,-4.1545
1968,7,1,4,157,-5.1268
1968,7,1,5,233,-2.4881
1968,7,2,1,53,-5.9699
1968,7,2,2,49,-3.2175
1968,7,2,3,54,-4.1504
1968,7,2,4,67,-4.9150
1968,7,2,5,72,-3.7771
1968,7,3,1,109,0.2072
1968,7,3,2,101,-2.6148
1968,7,3,3,82,-4.4297
1968,7,3,4,70,-4.6911
1968,7,3,5,60,-5.1629
1968,8,1,1,72,5.2547
1968,8,1,2,82,5.3303
1968,8,1,3,92,3.0087
1968,8,1,4,157,4.2495
1968,8,1,5,233,5.2057
1968,8,2,1,53,3.6263
1968,8,2,2,49,3.2199
1968,8,2,3,54,6.5886
1968,8,2,4,66,2.6929
1968,8,2,5,72,5.4788
1968,8,3,1,109,0.9968
1968,8,3,2,101,3.5599
1968,8,3,3,81,1.7324
1968,8,3,4,70,0.7017
1968,8,3,5,60,1.2140
1968,9,1,1,72,10.0093
1968,9,1,2,82,8.1075
1968,9,1,3,92,6.5720
1968,9,1,4,157,6.7696
1968,9,1,5,232,7.2933
1968,9,2,1,53,5.9287
1968,9,2,2,49,8.0835
1968,9,2,3,54,6.2952
1968,9,2,4,66,6.1981
1968,9,2,5,72,8.5376
1968,9,3,1,109,3.0540
1968,9,3,2,101,4.6940
1968,9,3,3,81,5.6465
1968,9,3,4,70,4.0556
1968,9,3,5,60,6.0491
1968,10,1,1,72,-1.7168
1968,10,1,2,82,-0.0245
1968,10,1,3,92,-0.3731
1968,10,1,4,157,1.1230
1968,10,1,5,232,1.3671
1968,10,2,1,53,-1.6971
1968,10,2,2,49,2.5828
1968,10,2,3,53,0.7447
1968,10,2,4,66,0.1501
1968,10,2,5,72,1.9525
1968,10,3,1,109,-0.0385
1968,10,3,2,101,1.7100
1968,10,3,3,81,0.9965
1968,10,3,4,70,2.1249
1968,10,3,5,59,-0.1218
1968,11,1,1,72,5.4486
1968,11,1,2,81,8.5761
1968,11,1,3,92,6.3359
1968,11,1,4,157,6.2735
1968,11,1,5,231,8.2491
1968,11,2,1,53,6.7510
1968,11,2,2,49,8.1410
1968,11,2,3,54,8.8879
1968,11,2,4,66,7.9888
1968,11,2,5,72,7.4140
1968,11,3,1,109,6.0670
1968,11,3,2,101,6.9064
1968,11,3,3,81,2.2669
1968,11,3,4,70,4.0747
1968,11,3,5,59,5.9695
1968,12,1,1,71,2.1334
1968,12,1,2,82,5.9927
1968,12,1,3,92,0.9420
1968,12,1,4,157,0.8731
1968,12,1,5,232,1.9927
1968,12,2,1,53,-1.1180
1968,12,2,2,49,-0.5067
1968,12,2,3,54,-2.7522
1968,12,2,4,66,0.1103
1968,12,2,5,72,-1.8781
1968,12,3,1,109,-4.3786
1968,12,3,2,101,-3.4263
1968,12,3,3,81,-3.5892
1968,12,3,4,70,-4.9676
1968,12,3,5,59,-3.7968
1969,1,1,1,71,-1.1109
1969,1,1,2,82,-0.4741
1969,1,1,3,92,-1.2808
1969,1,1,4,157,-1.9767
1969,1,1,5,232,-1.4325
1969,1,2,1,53,0.2872
1969,1,2,2,49,-0.7227
1969,1,2,3,54,-2.2392
1969,1,2,4,66,-3.2850
1969,1,2,5,72,-2.7810
1969,1,3,1,109,-1.1100
1969,1,3,2,100,-0.5429
1969,1,3,3,81,-0.6311
1969,1,3,4,70,-2.7544
1969,1,3,5,59,-2.3533
1969,2,1,1,71,-11.8936
1969,2,1,2,82,-9.3527
1969,2,1,3,91,-9.5477
1969,2,1,4,157,-9.9858
1969,2,1,5,231,-9.8858
1969,2,2,1,53,-10.3644
1969,2,2,2,49,-10.1018
1969,2,2,3,54,-8.4155
1969,2,2,4,66,-8.1235
1969,2,2,5,72,-6.4158
1969,2,3,1,109,-3.9390
1969,2,3,2,100,-6.3326
1969,2,3,3,81,-3.3498
1969,2,3,4,70,-4.0599
1969,2,3,5,59,-5.8440
1969,3,1,1,71,3.3090
1969,3,1,2,82,2.6447
1969,3,1,3,90,1.7913
1969,3,1,4,157,2.5423
1969,3,1,5,231,3.0924
1969,3,2,1,53,2.5592
1969,3,2,2,49,3.3181
1969,3,2,3,54,4.2120
1969,3,2,4,66,0.3341
1969,3,2,5,72,4.4423
1969,3,3,1,109,3.4090
1969,3,3,2,100,4.8895
1969,3,3,3,81,4.7247
1969,3,3,4,70,3.1544
1969,3,3,5,59,3.1049
1969,4,1,1,71,-1.0861
1969,4,1,2,82,1.5917
1969,4,1,3,90,-2.0909
1969,4,1,4,157,0.0689
1969,4,1,5,231,0.0118
1969,4,2,1,52,0.0730
1969,4,2,2,49,1.9038
1969,4,2,3,54,0.8552
1969,4,2,4,66,1.5676
1969,4,2,5,72,1.3373
1969,4,3,1,109,2.4816
1969,4,3,2,100,1.7533
1969,4,3,3,81,2.6469
1969,4,3,4,70,2.6548
1969,4,3,5,59,2.6978
1969,5,1,1,71,3.7933
1969,5,1,2,80,1.3780
1969,5,1,3,91,3.8415
1969,5,1,4,157,-0.5326
1969,5,1,5,231,-0.1454
1969,5,2,1,53,0.6047
1969,5,2,2,49,1.3403
1969,5,2,3,54,-0.9804
1969,5,2,4,65,0.7829
1969,5,2,5,72,-0.6243
1969,5,3,1,109,0.8769
1969,5,3,2,100,-0.1718
1969,5,3,3,80,0.2030
1969,5,3,4,70,1.3614
1969,5,3,5,58,-2.2779
1969,6,1,1,71,-15.8035
1969,6,1,2,81,-14.0488
1969,6,1,3,91,-11.8978
1969,6,1,4,157,-14.2658
1969,6,1,5,231,-13.2536
1969,6,2,1,53,-12.5853
1969,6,2,2,49,-11.7668
1969,6,2,3,54,-11.6280
1969,6,2,4,66,-10.3993
1969,6,2,5,72,-9.6369
1969,6,3,1,108,-5.2556
1969,6,3,2,100,-6.3781
1969,6,3,3,81,-5.6405
1969,6,3,4,70,-5.7130
1969,6,3,5,58,-5.4046
1969,7,1,1,89,-12.0361
1969,7,1,2,100,-10.4972
1969,7,1,3,122,-12.2633
1969,7,1,4,160,-11.5230
1969,7,1,5,252,-11.6679
1969,7,2,1,59,-11.0608
1969,7,2,2,53,-9.5317
1969,7,2,3,54,-10.0322
1969,7,2,4,72,-8.8052
1969,7,2,5,84,-8.3504
1969,7,3,1,114,-6.2638
1969,7,3,2,105,-4.7773
1969,7,3,3,94,-5.5576
1969,7,3,4,69,-6.5839
1969,7,3,5,63,-8.5239
1969,8,1,1,89,3.9822
1969,8,1,2,100,3.6823
1969,8,1,3,120,4.6152
1969,8,1,4,160,4.2401
1969,8,1,5,252,4.3493
1969,8,2,1,59,9.2977
1969,8,2,2,53,7.0760
1969,8,2,3,54,5.1897
1969,8,2,4,72,5.0518
1969,8,2,5,84,6.1148
1969,8,3,1,114,5.0214
1969,8,3,2,105,6.3096
1969,8,3,3,94,6.4304
1969,8,3,4,69,3.8984
1969,8,3,5,63,7.0706
1969,9,1,1,89,-2.4185
1969,9,1,2,100,-0.3044
1969,9,1,3,121,-5.5230
1969,9,1,4,160,-3.5291
1969,9,1,5,252,-4.4763
1969,9,2,1,58,1.4308
1969,9,2,2,53,-1.9581
1969,9,2,3,54,-2.3140
1969,9,2,4,72,0.8451
1969,9,2,5,83,0.0957
1969,9,3,1,114,-4.2248
1969,9,3,2,105,-2.5880
1969,9,3,3,94,0.1912
1969,9,3,4,69,0.0692
1969,9,3,5,63,-0.3491
1969,10,1,1,89,8.9844
1969,10,1,2,100,8.3701
1969,10,1,3,121,11.2782
1969,10,1,4,160,12.3524
1969,10,1,5,252,10.7368
1969,10,2,1,57,8.0714
1969,10,2,2,53,10.4709
1969,10,2,3,54,8.3689
1969,10,2,4,72,8.1564
1969,10,2,5,83,8.1324
1969,10,3,1,113,3.2170
1969,10,3,2,105,5.4067
1969,10,3,3,94,6.6195
1969,10,3,4,69,5.2173
1969,10,3,5,63,7.4788
1969,11,1,1,89,-8.1163
1969,11,1,2,99,-5.7952
1969,11,1,3,121,-7.2557
1969,11,1,4,160,-7.0142
1969,11,1,5,252,-6.9868
1969,11,2,1,58,-5.8879
1969,11,2,2,53,-4.9486
1969,11,2,3,53,-3.7049
1969,11,2,4,72,-4.5381
1969,11,2,5,83,-4.5733
1969,11,3,1,114,-2.4428
1969,11,3,2,105,-1.9717
1969,11,3,3,94,-2.5062
1969,11,3,4,69,-3.3614
1969,11,3,5,63,-4.2693
1969,12,1,1,89,-9.3362
1969,12,1,2,100,-8.7798
1969,12,1,3,121,-6.0679
1969,12,1,4,160,-5.7361
1969,12,1,5,252,-9.5624
1969,12,2,1,58,-6.8751
1969,12,2,2,52,-5.1142
1969,12,2,3,53,-4.3566
1969,12,2,4,72,-3.2075
1969,12,2,5,83,-4.4572
1969,12,3,1,114,-1.3963
1969,12,3,2,105,-2.0513
1969,12,3,3,94,0.7987
1969,12,3,4,69,-2.5616
1969,12,3,5,63,-2.9934
1970,1,1,1,89,-3.4122
1970,1,1,2,100,-3.5142
1970,1,1,3,121,-3.1583
1970,1,1,4,160,-3.6673
1970,1,1,5,252,-2.8259
1970,1,2,1,58,-7.9210
1970,1,2,2,53,-7.0173
1970,1,2,3,53,-6.1557
1970,1,2,4,72,-4.2742
1970,1,2,5,83,-5.7524
1970,1,3,1,114,-8.1360
1970,1,3,2,105,-9.7558
1970,1,3,3,94,-7.6030
1970,1,3,4,69,-7.7544
1970,1,3,5,63,-4.9292
1970,2,1,1,89,4.4246
1970,2,1,2,99,2.1618
1970,2,1,3,121,4.2699
1970,2,1,4,160,2.4523
1970,2,1,5,252,2.5037
1970,2,2,1,58,9.1960
1970,2,2,2,53,2.8298
1970,2,2,3,53,3.5884
1970,2,2,4,72,2.0861
1970,2,2,5,81,3.7566
1970,2,3,1,114,4.7608
1970,2,3,2,105,6.0387
1970,2,3,3,94,5.7670
1970,2,3,4,68,5.7748
1970,2,3,5,63,6.2338
1970,3,1,1,89,-3.0468
1970,3,1,2,99,-3.6071
1970,3,1,3,121,-4.4648
1970,3,1,4,160,-4.9282
1970,3,1,5,252,-2.7656
1970,3,2,1,58,-3.4008
1970,3,2,2,53,0.0691
1970,3,2,3,54,-3.4652
1970,3,2,4,71,-2.9269
1970,3,2,5,83,-2.5091
1970,3,3,1,114,0.0510
1970,3,3,2,105,-1.5018
1970,3,3,3,94,-1.5688
1970,3,3,4,69,2.7285
1970,3,3,5,63,-2.1889
1970,4,1,1,89,-20.7526
1970,4,1,2,99,-17.9163
1970,4,1,3,121,-15.5799
1970,4,1,4,159,-18.1527
1970,4,1,5,251,-18.2083
1970,4,2,1,58,-18.0292
1970,4,2,2,52,-15.7700
1970,4,2,3,54,-14.5452
1970,4,2,4,72,-15.0098
1970,4,2,5,83,-16.7116
1970,4,3,1,114,-9.1291
1970,4,3,2,105,-9.0288
1970,4,3,3,94,-10.7461
1970,4,3,4,69,-8.6430
1970,4,3,5,63,-11.2557
1970,5,1,1,88,-7.6833
1970,5,1,2,99,-9.1661
1970,5,1,3,121,-8.7690
1970,5,1,4,158,-9.6548
1970,5,1,5,250,-10.1994
1970,5,2,1,58,-11.6700
1970,5,2,2,52,-11.8260
1970,5,2,3,54,-11.4225
1970,5,2,4,72,-11.3836
1970,5,2,5,83,-8.2681
1970,5,3,1,114,-3.5388
1970,5,3,2,105,-6.5068
1970,5,3,3,94,-7.8264
1970,5,3,4,69,-7.5340
1970,5,3,5,63,-8.0836
1970,6,1,1,87,-7.0723
1970,6,1,2,98,-10.1896
1970,6,1,3,121,-11.1434
1970,6,1,4,158,-7.9260
1970,6,1,5,249,-8.2665
1970,6,2,1,58,-8.9691
1970,6,2,2,52,-6.3775
1970,6,2,3,53,-7.4970
1970,6,2,4,72,-8.6863
1970,6,2,5,82,-5.9158
1970,6,3,1,114,-5.7763
1970,6,3,2,105,-5.5719
1970,6,3,3,94,-3.6943
1970,6,3,4,69,-2.8067
1970,6,3,5,63,-3.7000
1970,7,1,1,100,6.9809
1970,7,1,2,109,2.6950
1970,7,1,3,146,3.5135
1970,7,1,4,177,4.6014
1970,7,1,5,280,5.9945
1970,7,2,1,65,7.8095
1970,7,2,2,60,7.6703
1970,7,2,3,62,6.7192
1970,7,2,4,71,6.8715
1970,7,2,5,90,8.3979
1970,7,3,1,121,7.4105
1970,7,3,2,109,5.7551
1970,7,3,3,96,7.3646
1970,7,3,4,63,7.5284
1970,7,3,5,63,8.5767
1970,8,1,1,100,6.1077
1970,8,1,2,108,4.4798
1970,8,1,3,146,8.6375
1970,8,1,4,176,6.7741
1970,8,1,5,280,5.3261
1970,8,2,1,65,9.7486
1970,8,2,2,60,3.5992
1970,8,2,3,61,6.2916
1970,8,2,4,71,8.2544
1970,8,2,5,90,6.2682
1970,8,3,1,121,5.0721
1970,8,3,2,109,5.2430
1970,8,3,3,96,3.3910
1970,8,3,4,62,5.0488
1970,8,3,5,63,5.5166
1970,9,1,1,100,16.6306
1970,9,1,2,108,17.8186
1970,9,1,3,146,14.0443
1970,9,1,4,176,14.6449
1970,9,1,5,277,14.7926
1970,9,2,1,65,15.3715
1970,9,2,2,60,11.5132
1970,9,2,3,60,14.1422
1970,9,2,4,71,7.9048
1970,9,2,5,90,13.0493
1970,9,3,1,121,3.7361
1970,9,3,2,109,3.6050
1970,9,3,3,96,6.8433
1970,9,3,4,61,3.5583
1970,9,3,5,63,5.2455
1970,10,1,1,100,-6.9772
1970,10,1,2,108,-9.8860
1970,10,1,3,145,-7.3868
1970,10,1,4,176,-8.7606
1970,10,1,5,278,-7.2266
1970,10,2,1,64,-5.3429
1970,10,2,2,60,-8.9130
1970,10,2,3,60,-5.4667
1970,10,2,4,71,-5.1864
1970,10,2,5,90,-3.5688
1970,10,3,1,121,-0.3967
1970,10,3,2,109,-2.0631
1970,10,3,3,96,-2.1585
1970,10,3,4,61,-0.7335
1970,10,3,5,63,-0.7813
1970,11,1,1,100,-1.9408
1970,11,1,2,108,-2.1164
1970,11,1,3,143,-3.0001
1970,11,1,4,175,0.0266
1970,11,1,5,278,-1.6484
1970,11,2,1,63,0.8652
1970,11,2,2,60,1.5007
1970,11,2,3,60,0.5851
1970,11,2,4,71,3.2604
1970,11,2,5,90,3.8110
1970,11,3,1,121,4.6959
1970,11,3,2,109,3.5918
1970,11,3,3,96,5.6115
1970,11,3,4,61,6.3499
1970,11,3,5,63,6.1453
1970,12,1,1,98,4.5570
1970,12,1,2,108,9.2618
1970,12,1,3,143,10.2685
1970,12,1,4,174,10.5830
1970,12,1,5,278,11.3819
1970,12,2,1,63,4.9872
1970,12,2,2,60,7.8931
1970,12,2,3,60,9.6046
1970,12,2,4,71,11.3077
1970,12,2,5,90,8.8946
1970,12,3,1,120,4.7609
1970,12,3,2,109,8.1497
1970,12,3,3,96,5.3609
1970,12,3,4,61,5.7593
1970,12,3,5,63,7.3490
1971,1,1,1,96,13.6276
1971,1,1,2,108,15.5752
1971,1,1,3,144,16.2895
1971,1,1,4,174,13.5435
1971,1,1,5,277,16.2794
1971,1,2,1,62,14.0441
1971,1,2,2,60,11.8574
1971,1,2,3,59,10.2480
1971,1,2,4,71,10.1201
1971,1,2,5,90,8.7556
1971,1,3,1,120,3.9559
1971,1,3,2,109,4.0604
1971,1,3,3,96,6.5685
1971,1,3,4,61,3.3764
1971,1,3,5,63,6.7163
1971,2,1,1,96,5.5874
1971,2,1,2,108,5.7617
1971,2,1,3,143,6.6430
1971,2,1,4,172,4.3365
1971,2,1,5,276,6.5672
1971,2,2,1,61,2.9181
1971,2,2,2,60,3.3651
1971,2,2,3,59,2.8627
1971,2,2,4,71,2.9453
1971,2,2,5,90,3.4621
1971,2,3,1,120,1.4764
1971,2,3,2,109,1.5347
1971,2,3,3,95,1.6026
1971,2,3,4,61,2.0346
1971,2,3,5,63,4.9717
1971,3,1,1,96,4.6294
1971,3,1,2,108,6.6077
1971,3,1,3,142,4.8096
1971,3,1,4,172,6.5519
1971,3,1,5,276,7.8493
1971,3,2,1,61,7.8918
1971,3,2,2,60,6.8479
1971,3,2,3,59,5.6797
1971,3,2,4,71,6.2951
1971,3,2,5,90,8.6392
1971,3,3,1,120,3.9900
1971,3,3,2,109,3.3903
1971,3,3,3,95,5.4621
1971,3,3,4,61,3.8447
1971,3,3,5,62,4.6859
1971,4,1,1,96,2.7839
1971,4,1,2,108,2.2424
1971,4,1,3,142,1.8933
1971,4,1,4,171,3.4772
1971,4,1,5,275,2.0181
1971,4,2,1,61,5.3918
1971,4,2,2,60,4.5826
1971,4,2,3,58,2.1602
1971,4,2,4,70,4.3827
1971,4,2,5,90,3.8570
1971,4,3,1,120,2.9544
1971,4,3,2,109,5.5334
1971,4,3,3,95,4.8029
1971,4,3,4,61,6.2617
1971,4,3,5,62,4.9400
1971,5,1,1,96,-7.6368
1971,5,1,2,108,-7.0062
1971,5,1,3,141,-5.8975
1971,5,1,4,171,-5.5852
1971,5,1,5,271,-5.9723
1971,5,2,1,61,-4.9678
1971,5,2,2,59,-3.3578
1971,5,2,3,59,-5.8712
1971,5,2,4,70,-3.3211
1971,5,2,5,90,-3.5809
1971,5,3,1,120,-4.5449
1971,5,3,2,109,-3.2248
1971,5,3,3,95,-1.7111
1971,5,3,4,61,-3.4435
1971,5,3,5,62,-1.9223
1971,6,1,1,94,-1.5826
1971,6,1,2,106,-3.0522
1971,6,1,3,140,-3.4576
1971,6,1,4,170,-2.2184
1971,6,1,5,271,-1.7644
1971,6,2,1,60,-4.1877
1971,6,2,2,59,-1.2324
1971,6,2,3,59,0.1123
1971,6,2,4,70,-1.8363
1971,6,2,5,90,3.1178
1971,6,3,1,120,-0.3058
1971,6,3,2,108,-0.4835
1971,6,3,3,95,0.7543
1971,6,3,4,61,0.7187
1971,6,3,5,62,0.5140
1971,7,1,1,111,-7.7519
1971,7,1,2,112,-6.5333
1971,7,1,3,150,-7.8574
1971,7,1,4,165,-7.1524
1971,7,1,5,291,-6.0956
1971,7,2,1,64,-7.3856
1971,7,2,2,58,-6.7808
1971,7,2,3,62,-4.5307
1971,7,2,4,71,-4.7773
1971,7,2,5,93,-5.2270
1971,7,3,1,127,-4.4730
1971,7,3,2,106,-3.6171
1971,7,3,3,94,-4.1604
1971,7,3,4,76,-4.2197
1971,7,3,5,70,-3.8818
1971,8,1,1,111,1.6997
1971,8,1,2,112,5.3527
1971,8,1,3,150,5.3910
1971,8,1,4,164,4.7851
1971,8,1,5,291,4.1575
1971,8,2,1,64,2.2452
1971,8,2,2,58,8.0546
1971,8,2,3,62,6.4466
1971,8,2,4,71,6.9981
1971,8,2,5,93,3.5129
1971,8,3,1,127,2.6237
1971,8,3,2,105,5.2274
1971,8,3,3,93,7.0893
1971,8,3,4,76,6.3134
1971,8,3,5,70,5.7522
1971,9,1,1,111,-1.7093
1971,9,1,2,112,-1.8602
1971,9,1,3,150,-1.4417
1971,9,1,4,164,-0.2663
1971,9,1,5,291,1.3881
1971,9,2,1,63,-3.2970
1971,9,2,2,58,-0.5431
1971,9,2,3,62,-0.5906
1971,9,2,4,71,-1.2046
1971,9,2,5,92,1.3071
1971,9,3,1,127,-1.0537
