year,month,rank_ME,rank_ETR,nstocks,ret_vw
1978,12,2,2,98,1.9151
1978,12,2,3,93,3.3708
1978,12,2,4,93,1.3164
1978,12,2,5,102,3.0705
1978,12,3,1,99,0.9154
1978,12,3,2,144,0.6531
1978,12,3,3,152,3.2808
1978,12,3,4,154,1.1555
1978,12,3,5,108,0.8886
1979,1,1,1,309,9.5518
1979,1,1,2,168,9.4766
1979,1,1,3,118,8.5316
1979,1,1,4,127,9.1486
1979,1,1,5,292,9.8400
1979,1,2,1,124,8.7704
1979,1,2,2,98,6.7352
1979,1,2,3,93,7.0894
1979,1,2,4,93,6.2573
1979,1,2,5,102,6.8263
1979,1,3,1,99,6.7053
1979,1,3,2,143,4.1673
1979,1,3,3,152,3.3605
1979,1,3,4,154,4.1305
1979,1,3,5,108,6.1813
1979,2,1,1,309,-2.0227
1979,2,1,2,167,-3.3104
1979,2,1,3,115,-2.7528
1979,2,1,4,126,-3.4703
1979,2,1,5,288,-2.7247
1979,2,2,1,123,-1.6632
1979,2,2,2,98,-3.6099
1979,2,2,3,92,-3.2729
1979,2,2,4,89,-2.6802
1979,2,2,5,102,-1.7414
1979,2,3,1,98,-2.4055
1979,2,3,2,144,-2.9519
1979,2,3,3,152,-2.4716
1979,2,3,4,153,-3.2475
1979,2,3,5,108,-3.4518
1979,3,1,1,308,10.4357
1979,3,1,2,166,7.5332
1979,3,1,3,115,7.5824
1979,3,1,4,126,8.0565
1979,3,1,5,288,8.9081
1979,3,2,1,121,10.0129
1979,3,2,2,98,7.6318
1979,3,2,3,91,8.2425
1979,3,2,4,87,8.5405
1979,3,2,5,102,10.4181
1979,3,3,1,97,6.6450
1979,3,3,2,142,3.0480
1979,3,3,3,152,6.0208
1979,3,3,4,151,6.8855
1979,3,3,5,108,6.4461
1979,4,1,1,306,2.5897
1979,4,1,2,166,1.6269
1979,4,1,3,114,3.1798
1979,4,1,4,126,2.2782
1979,4,1,5,288,4.0403
1979,4,2,1,121,1.8921
1979,4,2,2,98,1.7481
1979,4,2,3,91,2.9350
1979,4,2,4,87,2.2570
1979,4,2,5,101,1.9994
1979,4,3,1,97,0.7968
1979,4,3,2,142,-0.4410
1979,4,3,3,152,0.7438
1979,4,3,4,152,0.8294
1979,4,3,5,108,-1.0015
1979,5,1,1,306,-1.4479
1979,5,1,2,165,-1.6957
1979,5,1,3,112,-0.9727
1979,5,1,4,126,-0.7892
1979,5,1,5,286,-0.2663
1979,5,2,1,120,-0.2029
1979,5,2,2,97,-2.0038
1979,5,2,3,90,-1.9932
1979,5,2,4,87,-1.9464
1979,5,2,5,101,-1.1209
1979,5,3,1,97,-1.1798
1979,5,3,2,142,-0.5267
1979,5,3,3,152,-2.8008
1979,5,3,4,152,-1.5009
1979,5,3,5,108,-1.4890
1979,6,1,1,306,5.9490
1979,6,1,2,163,6.8210
1979,6,1,3,112,4.3788
1979,6,1,4,126,3.1575
1979,6,1,5,283,5.4122
1979,6,2,1,120,6.2881
1979,6,2,2,97,5.8233
1979,6,2,3,89,5.9874
1979,6,2,4,87,2.8209
1979,6,2,5,101,3.6153
1979,6,3,1,97,4.4262
1979,6,3,2,142,3.9274
1979,6,3,3,150,3.2957
1979,6,3,4,152,4.4157
1979,6,3,5,108,5.4084
1979,7,1,1,305,1.9267
1979,7,1,2,134,3.9214
1979,7,1,3,121,3.7463
1979,7,1,4,158,2.6474
1979,7,1,5,260,2.0118
1979,7,2,1,127,3.8723
1979,7,2,2,99,2.5546
1979,7,2,3,92,3.5992
1979,7,2,4,93,3.1387
1979,7,2,5,128,2.3527
1979,7,3,1,114,1.2343
1979,7,3,2,140,2.2036
1979,7,3,3,153,-0.0035
1979,7,3,4,141,1.5514
1979,7,3,5,108,2.7198
1979,8,1,1,302,7.8587
1979,8,1,2,134,7.6018
1979,8,1,3,121,7.4245
1979,8,1,4,157,8.3467
1979,8,1,5,257,7.7863
1979,8,2,1,125,7.7440
1979,8,2,2,98,7.6235
1979,8,2,3,92,6.8582
1979,8,2,4,91,8.9955
1979,8,2,5,126,8.7049
1979,8,3,1,114,7.8259
1979,8,3,2,139,6.2969
1979,8,3,3,153,4.9048
1979,8,3,4,140,6.6919
1979,8,3,5,108,7.6733
1979,9,1,1,298,0.0926
1979,9,1,2,133,-1.2397
1979,9,1,3,121,-1.2505
1979,9,1,4,156,0.6069
1979,9,1,5,253,-0.7877
1979,9,2,1,125,-0.3262
1979,9,2,2,97,0.4146
1979,9,2,3,91,-0.7830
1979,9,2,4,91,-0.2647
1979,9,2,5,126,-0.2005
1979,9,3,1,114,1.4923
1979,9,3,2,138,0.9515
1979,9,3,3,152,-0.5028
1979,9,3,4,140,-0.6677
1979,9,3,5,108,0.2087
1979,10,1,1,298,-10.1020
1979,10,1,2,134,-9.8120
1979,10,1,3,119,-11.3792
1979,10,1,4,154,-9.9782
1979,10,1,5,253,-10.3496
1979,10,2,1,123,-11.0974
1979,10,2,2,97,-8.5012
1979,10,2,3,91,-8.4093
1979,10,2,4,91,-9.0704
1979,10,2,5,126,-10.7963
1979,10,3,1,114,-7.1440
1979,10,3,2,138,-5.6492
1979,10,3,3,152,-6.2338
1979,10,3,4,139,-5.9423
1979,10,3,5,108,-7.2911
1979,11,1,1,297,8.8574
1979,11,1,2,134,4.9688
1979,11,1,3,119,7.1426
1979,11,1,4,155,5.0727
1979,11,1,5,253,7.6198
1979,11,2,1,124,10.4267
1979,11,2,2,97,7.3434
1979,11,2,3,91,8.3966
1979,11,2,4,91,8.0385
1979,11,2,5,126,7.8729
1979,11,3,1,114,6.9046
1979,11,3,2,138,5.2709
1979,11,3,3,152,4.4613
1979,11,3,4,139,5.7865
1979,11,3,5,108,8.5494
1979,12,1,1,294,8.2409
1979,12,1,2,133,6.6677
1979,12,1,3,119,5.2340
1979,12,1,4,154,6.3911
1979,12,1,5,252,6.5634
1979,12,2,1,123,6.8430
1979,12,2,2,97,4.5970
1979,12,2,3,91,4.7438
1979,12,2,4,91,4.2729
1979,12,2,5,125,7.3110
1979,12,3,1,114,3.6368
1979,12,3,2,136,1.4057
1979,12,3,3,152,0.0033
1979,12,3,4,138,3.0204
1979,12,3,5,107,5.4613
1980,1,1,1,293,11.8122
1980,1,1,2,131,7.9410
1980,1,1,3,118,6.7624
1980,1,1,4,154,6.7736
1980,1,1,5,249,10.1315
1980,1,2,1,122,6.4477
1980,1,2,2,96,5.5660
1980,1,2,3,89,5.8171
1980,1,2,4,91,6.7608
1980,1,2,5,123,8.9214
1980,1,3,1,114,7.0461
1980,1,3,2,135,7.2454
1980,1,3,3,152,4.6586
1980,1,3,4,137,5.1597
1980,1,3,5,107,8.4150
1980,2,1,1,289,-0.9914
1980,2,1,2,129,-1.3231
1980,2,1,3,115,-4.3472
1980,2,1,4,150,-2.3366
1980,2,1,5,246,-2.3188
1980,2,2,1,122,-1.4209
1980,2,2,2,95,-2.3995
1980,2,2,3,89,-3.6674
1980,2,2,4,90,-3.2859
1980,2,2,5,122,-1.8362
1980,2,3,1,114,5.0308
1980,2,3,2,135,0.1650
1980,2,3,3,152,0.4313
1980,2,3,4,135,-2.5921
1980,2,3,5,104,-1.8843
1980,3,1,1,286,-19.1776
1980,3,1,2,129,-17.8242
1980,3,1,3,115,-14.9435
1980,3,1,4,151,-16.5018
1980,3,1,5,246,-17.5066
1980,3,2,1,122,-17.6464
1980,3,2,2,94,-16.0307
1980,3,2,3,88,-15.4555
1980,3,2,4,89,-15.5328
1980,3,2,5,122,-18.4536
1980,3,3,1,114,-13.7886
1980,3,3,2,135,-10.4309
1980,3,3,3,152,-9.3723
1980,3,3,4,135,-8.6871
1980,3,3,5,103,-12.5238
1980,4,1,1,286,5.7723
1980,4,1,2,128,5.7501
1980,4,1,3,115,6.0659
1980,4,1,4,149,5.1467
1980,4,1,5,244,7.4181
1980,4,2,1,122,4.7389
1980,4,2,2,93,6.0141
1980,4,2,3,88,6.2606
1980,4,2,4,89,7.1048
1980,4,2,5,122,6.2837
1980,4,3,1,113,6.0197
1980,4,3,2,135,5.8729
1980,4,3,3,151,4.2449
1980,4,3,4,135,3.6362
1980,4,3,5,103,5.4669
1980,5,1,1,287,8.6108
1980,5,1,2,129,6.6944
1980,5,1,3,115,6.9579
1980,5,1,4,148,4.8384
1980,5,1,5,241,6.8903
1980,5,2,1,120,10.2173
1980,5,2,2,93,8.2152
1980,5,2,3,87,8.6913
1980,5,2,4,89,6.4925
1980,5,2,5,121,7.5289
1980,5,3,1,114,6.2488
1980,5,3,2,135,5.8153
1980,5,3,3,151,4.9539
1980,5,3,4,135,5.6124
1980,5,3,5,103,5.9855
1980,6,1,1,286,3.6450
1980,6,1,2,128,3.3585
1980,6,1,3,115,4.3442
1980,6,1,4,148,4.1093
1980,6,1,5,240,3.9739
1980,6,2,1,121,3.2424
1980,6,2,2,92,4.0188
1980,6,2,3,87,3.2125
1980,6,2,4,87,5.4713
1980,6,2,5,120,5.4278
1980,6,3,1,114,1.9218
1980,6,3,2,135,3.5352
1980,6,3,3,150,2.8783
1980,6,3,4,134,3.3286
1980,6,3,5,103,3.4537
1980,7,1,1,253,11.2405
1980,7,1,2,124,10.3900
1980,7,1,3,143,11.0359
1980,7,1,4,189,11.7512
1980,7,1,5,285,10.0562
1980,7,2,1,121,13.6006
1980,7,2,2,115,10.2408
1980,7,2,3,112,9.6196
1980,7,2,4,111,8.9937
1980,7,2,5,117,10.4357
1980,7,3,1,125,5.9950
1980,7,3,2,140,7.8072
1980,7,3,3,145,7.1313
1980,7,3,4,131,6.9784
1980,7,3,5,109,6.2270
1980,8,1,1,252,8.7310
1980,8,1,2,124,7.8484
1980,8,1,3,142,6.5951
1980,8,1,4,189,7.8589
1980,8,1,5,285,8.1037
1980,8,2,1,121,6.5429
1980,8,2,2,114,6.1062
1980,8,2,3,112,3.7282
1980,8,2,4,111,4.5392
1980,8,2,5,115,5.8529
1980,8,3,1,125,1.7597
1980,8,3,2,140,2.3210
1980,8,3,3,145,1.0888
1980,8,3,4,131,0.5589
1980,8,3,5,109,4.0808
1980,9,1,1,251,5.7433
1980,9,1,2,124,2.0873
1980,9,1,3,142,3.5691
1980,9,1,4,189,1.7933
1980,9,1,5,285,2.0684
1980,9,2,1,120,3.9842
1980,9,2,2,114,3.9080
1980,9,2,3,111,3.4152
1980,9,2,4,110,3.1142
1980,9,2,5,116,3.8763
1980,9,3,1,124,4.8142
1980,9,3,2,140,2.4155
1980,9,3,3,145,1.1234
1980,9,3,4,131,2.2828
1980,9,3,5,109,4.1071
1980,10,1,1,250,5.2896
1980,10,1,2,124,4.5617
1980,10,1,3,140,4.2373
1980,10,1,4,187,3.9047
1980,10,1,5,283,4.1677
1980,10,2,1,119,4.4833
1980,10,2,2,113,2.4195
1980,10,2,3,108,0.9639
1980,10,2,4,110,4.0919
1980,10,2,5,116,5.4927
1980,10,3,1,124,3.7973
1980,10,3,2,140,2.5294
1980,10,3,3,144,-0.2983
1980,10,3,4,131,1.9245
1980,10,3,5,108,3.2339
1980,11,1,1,250,5.3643
1980,11,1,2,123,5.1291
1980,11,1,3,140,7.5876
1980,11,1,4,188,4.6926
1980,11,1,5,280,6.0326
1980,11,2,1,119,10.2342
1980,11,2,2,113,6.1686
1980,11,2,3,108,3.7536
1980,11,2,4,109,6.5079
1980,11,2,5,115,9.5695
1980,11,3,1,124,20.6567
1980,11,3,2,140,9.8902
1980,11,3,3,144,6.7793
1980,11,3,4,131,9.4698
1980,11,3,5,107,11.8591
1980,12,1,1,250,-5.5215
1980,12,1,2,123,-4.0853
1980,12,1,3,140,-4.0632
1980,12,1,4,187,-3.1659
1980,12,1,5,278,-4.2083
1980,12,2,1,118,-3.2151
1980,12,2,2,112,-2.4775
1980,12,2,3,108,-2.4652
1980,12,2,4,109,-1.7199
1980,12,2,5,115,-4.5821
1980,12,3,1,124,-8.3319
1980,12,3,2,140,-3.0352
1980,12,3,3,144,-1.1299
1980,12,3,4,130,0.1247
1980,12,3,5,106,-7.4787
1981,1,1,1,246,-0.4011
1981,1,1,2,123,0.1917
1981,1,1,3,139,-1.0549
1981,1,1,4,187,0.6990
1981,1,1,5,279,0.0692
1981,1,2,1,117,-2.5262
1981,1,2,2,112,0.9189
1981,1,2,3,106,0.7693
1981,1,2,4,109,0.7772
1981,1,2,5,114,-2.1868
1981,1,3,1,124,-7.2605
1981,1,3,2,140,-2.5894
1981,1,3,3,143,-1.0994
1981,1,3,4,128,-6.7642
1981,1,3,5,106,-5.4515
1981,2,1,1,246,0.0780
1981,2,1,2,121,-0.1123
1981,2,1,3,137,1.7044
1981,2,1,4,186,0.4076
1981,2,1,5,277,1.8304
1981,2,2,1,116,1.0130
1981,2,2,2,111,2.6293
1981,2,2,3,107,3.2218
1981,2,2,4,109,0.3027
1981,2,2,5,114,1.7325
1981,2,3,1,124,0.9166
1981,2,3,2,140,1.5507
1981,2,3,3,142,3.8556
1981,2,3,4,128,0.9305
1981,2,3,5,106,2.9300
1981,3,1,1,246,10.1295
1981,3,1,2,121,7.6265
1981,3,1,3,136,7.8881
1981,3,1,4,184,9.3021
1981,3,1,5,276,8.0245
1981,3,2,1,116,7.6642
1981,3,2,2,110,8.9087
1981,3,2,3,106,5.6948
1981,3,2,4,107,7.2255
1981,3,2,5,113,8.0779
1981,3,3,1,123,3.3700
1981,3,3,2,140,5.2962
1981,3,3,3,141,3.2328
1981,3,3,4,128,2.9434
1981,3,3,5,106,4.3102
1981,4,1,1,245,4.7878
1981,4,1,2,121,3.2288
1981,4,1,3,136,5.3516
1981,4,1,4,182,4.2738
1981,4,1,5,275,3.6687
1981,4,2,1,115,2.1900
1981,4,2,2,109,4.9059
1981,4,2,3,104,4.0289
1981,4,2,4,107,0.9479
1981,4,2,5,111,0.6570
1981,4,3,1,123,-5.2796
1981,4,3,2,139,0.2052
1981,4,3,3,140,0.6498
1981,4,3,4,128,-3.6658
1981,4,3,5,106,-2.3485
1981,5,1,1,244,4.7264
1981,5,1,2,121,3.1365
1981,5,1,3,135,3.1628
1981,5,1,4,181,4.1834
1981,5,1,5,275,3.3427
1981,5,2,1,114,3.2754
1981,5,2,2,109,4.4568
1981,5,2,3,104,3.6843
1981,5,2,4,106,3.1826
1981,5,2,5,111,1.4078
1981,5,3,1,123,-2.7578
1981,5,3,2,139,1.1371
1981,5,3,3,139,1.6543
1981,5,3,4,128,1.5084
1981,5,3,5,104,-0.3892
1981,6,1,1,244,0.8242
1981,6,1,2,120,-0.0215
1981,6,1,3,135,-1.2685
1981,6,1,4,181,-2.6797
1981,6,1,5,274,1.7165
1981,6,2,1,114,-3.3352
1981,6,2,2,108,-2.8547
1981,6,2,3,102,-1.1177
1981,6,2,4,105,-1.3874
1981,6,2,5,111,-3.1330
1981,6,3,1,122,0.7673
1981,6,3,2,139,-1.7343
1981,6,3,3,139,-2.6795
1981,6,3,4,128,-0.1948
1981,6,3,5,103,2.2775
1981,7,1,1,250,-2.0670
1981,7,1,2,152,-2.9782
1981,7,1,3,153,-3.2046
1981,7,1,4,188,-1.8176
1981,7,1,5,289,-3.1296
1981,7,2,1,107,-1.9121
1981,7,2,2,97,-2.5267
1981,7,2,3,107,-1.8594
1981,7,2,4,120,-2.2507
1981,7,2,5,102,-0.4443
1981,7,3,1,119,0.0003
1981,7,3,2,144,-0.5475
1981,7,3,3,141,-0.9119
1981,7,3,4,119,4.0652
1981,7,3,5,115,1.2285
1981,8,1,1,249,-8.6163
1981,8,1,2,151,-5.5527
1981,8,1,3,152,-6.2783
1981,8,1,4,188,-7.3129
1981,8,1,5,289,-6.7317
1981,8,2,1,106,-8.5590
1981,8,2,2,96,-6.0065
1981,8,2,3,107,-4.8067
1981,8,2,4,120,-6.4373
1981,8,2,5,101,-6.6940
1981,8,3,1,118,-4.5722
1981,8,3,2,143,-5.9846
1981,8,3,3,140,-5.0738
1981,8,3,4,118,-5.1098
1981,8,3,5,115,-6.7712
1981,9,1,1,246,-7.9332
1981,9,1,2,152,-5.5135
1981,9,1,3,152,-7.6148
1981,9,1,4,187,-8.0265
1981,9,1,5,285,-8.1193
1981,9,2,1,106,-6.6560
1981,9,2,2,96,-6.2991
1981,9,2,3,107,-5.7073
1981,9,2,4,118,-6.9079
1981,9,2,5,102,-8.3932
1981,9,3,1,117,-6.3149
1981,9,3,2,140,-4.5345
1981,9,3,3,140,-2.2001
1981,9,3,4,116,-8.9123
1981,9,3,5,115,-7.2559
1981,10,1,1,245,6.9379
1981,10,1,2,149,7.2857
1981,10,1,3,151,8.4053
1981,10,1,4,185,8.5029
1981,10,1,5,284,7.4649
1981,10,2,1,106,7.4307
1981,10,2,2,96,6.0718
1981,10,2,3,106,7.8774
1981,10,2,4,117,5.5664
1981,10,2,5,102,7.2845
1981,10,3,1,117,3.2821
1981,10,3,2,141,6.7352
1981,10,3,3,140,6.2269
1981,10,3,4,115,5.5567
1981,10,3,5,114,8.8400
1981,11,1,1,245,2.0407
1981,11,1,2,149,3.1920
1981,11,1,3,151,3.0192
1981,11,1,4,183,3.3697
1981,11,1,5,283,2.3036
1981,11,2,1,106,2.3136
1981,11,2,2,96,3.9314
1981,11,2,3,105,3.9541
1981,11,2,4,116,4.6649
1981,11,2,5,101,4.2025
1981,11,3,1,117,5.6506
1981,11,3,2,141,3.1046
1981,11,3,3,140,3.5426
1981,11,3,4,113,6.7481
1981,11,3,5,113,4.7279
1981,12,1,1,245,-1.1278
1981,12,1,2,149,-0.4562
1981,12,1,3,150,-0.8304
1981,12,1,4,182,-1.2855
1981,12,1,5,280,-1.2719
1981,12,2,1,106,-1.1487
1981,12,2,2,95,0.9809
1981,12,2,3,104,-0.1394
1981,12,2,4,116,-1.1909
1981,12,2,5,101,-2.5037
1981,12,3,1,116,-2.9209
1981,12,3,2,140,-1.3583
1981,12,3,3,140,-2.0062
1981,12,3,4,114,-4.6211
1981,12,3,5,113,-3.4518
1982,1,1,1,241,-1.5116
1982,1,1,2,148,-1.0203
1982,1,1,3,148,-1.8623
1982,1,1,4,182,-1.2156
1982,1,1,5,280,-1.3163
1982,1,2,1,106,-3.3016
1982,1,2,2,95,-3.7973
1982,1,2,3,103,-2.7970
1982,1,2,4,115,-4.0994
1982,1,2,5,101,-3.4569
1982,1,3,1,116,-0.1518
1982,1,3,2,140,-0.9920
1982,1,3,3,140,-0.4182
1982,1,3,4,114,-5.3750
1982,1,3,5,111,-5.3311
1982,2,1,1,241,-4.2313
1982,2,1,2,146,-2.2188
1982,2,1,3,146,-2.8542
1982,2,1,4,181,-4.3171
1982,2,1,5,278,-4.3348
1982,2,2,1,104,-5.2215
1982,2,2,2,95,-3.6498
1982,2,2,3,104,-2.3721
1982,2,2,4,115,-4.7528
1982,2,2,5,100,-4.7100
1982,2,3,1,116,-4.5065
1982,2,3,2,139,-5.0230
1982,2,3,3,139,-3.8443
1982,2,3,4,114,-5.4134
1982,2,3,5,111,-7.6456
1982,3,1,1,239,-0.8205
1982,3,1,2,145,0.7661
1982,3,1,3,144,-0.3855
1982,3,1,4,179,-0.3688
1982,3,1,5,277,-0.8843
1982,3,2,1,104,-1.6700
1982,3,2,2,95,0.8865
1982,3,2,3,104,-0.6527
1982,3,2,4,114,0.9724
1982,3,2,5,99,1.0407
1982,3,3,1,116,-2.2101
1982,3,3,2,139,-0.0472
1982,3,3,3,139,0.4608
1982,3,3,4,114,-0.7286
1982,3,3,5,111,-1.1575
1982,4,1,1,238,5.0429
1982,4,1,2,145,5.9878
1982,4,1,3,143,7.1897
1982,4,1,4,178,5.7567
1982,4,1,5,276,3.8174
1982,4,2,1,104,5.6364
1982,4,2,2,94,7.0894
1982,4,2,3,103,5.6999
1982,4,2,4,112,5.0202
1982,4,2,5,99,4.9605
1982,4,3,1,116,4.4816
1982,4,3,2,138,3.9961
1982,4,3,3,138,4.1891
1982,4,3,4,113,5.6757
1982,4,3,5,111,3.8211
1982,5,1,1,237,-1.0650
1982,5,1,2,142,0.8424
1982,5,1,3,144,-0.6615
1982,5,1,4,176,-1.4776
1982,5,1,5,274,-1.9106
1982,5,2,1,103,-3.5900
1982,5,2,2,93,-1.5278
1982,5,2,3,103,-2.0844
1982,5,2,4,112,-2.5701
1982,5,2,5,99,-3.9500
1982,5,3,1,116,-2.8893
1982,5,3,2,138,-3.4544
1982,5,3,3,138,-2.3943
1982,5,3,4,111,-1.6793
1982,5,3,5,110,-1.3925
1982,6,1,1,235,-2.6881
1982,6,1,2,141,-0.4866
1982,6,1,3,142,-2.1582
1982,6,1,4,174,-2.5954
1982,6,1,5,270,-1.3990
1982,6,2,1,103,-1.7501
1982,6,2,2,93,0.8290
1982,6,2,3,103,-2.2042
1982,6,2,4,112,-2.2620
1982,6,2,5,99,-2.9265
1982,6,3,1,116,-1.6317
1982,6,3,2,138,-0.5710
1982,6,3,3,138,-1.3675
1982,6,3,4,110,-2.5229
1982,6,3,5,111,-4.1881
1982,7,1,1,249,-1.2782
1982,7,1,2,139,1.0188
1982,7,1,3,138,-1.7521
1982,7,1,4,204,-1.0743
1982,7,1,5,262,1.3214
1982,7,2,1,106,-2.0654
1982,7,2,2,97,-0.2228
1982,7,2,3,88,1.2906
1982,7,2,4,98,-1.7719
1982,7,2,5,103,-0.1658
1982,7,3,1,115,-3.9746
1982,7,3,2,151,-2.1253
1982,7,3,3,154,-0.1893
1982,7,3,4,119,-3.9554
1982,7,3,5,93,-3.2612
1982,8,1,1,247,6.5792
1982,8,1,2,138,5.8589
1982,8,1,3,136,5.9631
1982,8,1,4,202,6.2639
1982,8,1,5,261,6.7620
1982,8,2,1,105,8.8073
1982,8,2,2,97,10.1735
1982,8,2,3,88,9.9020
1982,8,2,4,95,9.7257
1982,8,2,5,102,8.8796
1982,8,3,1,115,13.3855
1982,8,3,2,148,12.0927
1982,8,3,3,153,11.2417
1982,8,3,4,119,12.6694
1982,8,3,5,93,16.2679
1982,9,1,1,247,3.5325
1982,9,1,2,138,5.7165
1982,9,1,3,137,4.0634
1982,9,1,4,202,6.7846
1982,9,1,5,261,3.6422
1982,9,2,1,104,3.5030
1982,9,2,2,97,2.9540
1982,9,2,3,87,5.3725
1982,9,2,4,95,2.6310
1982,9,2,5,102,3.5137
1982,9,3,1,115,1.5641
1982,9,3,2,149,0.9308
1982,9,3,3,153,1.6371
1982,9,3,4,117,1.4409
1982,9,3,5,93,-0.5601
1982,10,1,1,245,11.3029
1982,10,1,2,137,12.3946
1982,10,1,3,136,12.3687
1982,10,1,4,201,13.7091
1982,10,1,5,259,12.4787
1982,10,2,1,103,12.3468
1982,10,2,2,95,12.2983
1982,10,2,3,87,11.0259
1982,10,2,4,95,13.5301
1982,10,2,5,102,13.3831
1982,10,3,1,115,13.5236
1982,10,3,2,148,12.0832
1982,10,3,3,153,8.3502
1982,10,3,4,117,9.7877
1982,10,3,5,93,12.7505
1982,11,1,1,243,8.7667
1982,11,1,2,138,10.6409
1982,11,1,3,135,12.5231
1982,11,1,4,199,9.1782
1982,11,1,5,259,11.8403
1982,11,2,1,103,7.6778
1982,11,2,2,94,8.0351
1982,11,2,3,87,9.2625
1982,11,2,4,94,7.6171
1982,11,2,5,101,7.5765
1982,11,3,1,115,4.8487
1982,11,3,2,148,6.2129
1982,11,3,3,152,3.9425
1982,11,3,4,117,1.7789
1982,11,3,5,93,4.6729
1982,12,1,1,242,2.4287
1982,12,1,2,138,2.9986
1982,12,1,3,134,1.1136
1982,12,1,4,199,1.3324
1982,12,1,5,261,2.6945
1982,12,2,1,103,2.2102
1982,12,2,2,94,2.1242
1982,12,2,3,87,1.3576
1982,12,2,4,94,2.5678
1982,12,2,5,99,0.0688
1982,12,3,1,115,-0.2929
1982,12,3,2,147,1.6109
1982,12,3,3,152,2.4965
1982,12,3,4,117,2.1075
1982,12,3,5,93,0.4470
1983,1,1,1,240,10.9730
1983,1,1,2,137,6.7753
1983,1,1,3,135,8.9354
1983,1,1,4,196,7.4744
1983,1,1,5,260,8.8576
1983,1,2,1,102,5.2092
1983,1,2,2,94,4.4753
1983,1,2,3,85,4.9477
1983,1,2,4,94,4.9958
1983,1,2,5,98,6.1642
1983,1,3,1,115,3.5517
1983,1,3,2,147,3.6455
1983,1,3,3,151,4.4377
1983,1,3,4,117,3.6937
1983,1,3,5,92,4.4395
1983,2,1,1,236,5.8967
1983,2,1,2,135,6.5661
1983,2,1,3,133,5.8963
1983,2,1,4,193,6.7904
1983,2,1,5,258,6.7718
1983,2,2,1,101,4.9934
1983,2,2,2,92,5.7293
1983,2,2,3,84,5.3027
1983,2,2,4,94,7.4391
1983,2,2,5,98,5.2134
1983,2,3,1,115,3.8944
1983,2,3,2,147,4.0253
1983,2,3,3,150,1.2312
1983,2,3,4,117,3.2077
1983,2,3,5,91,3.4314
1983,3,1,1,234,5.7004
1983,3,1,2,135,5.7919
1983,3,1,3,134,6.0758
1983,3,1,4,192,4.8098
1983,3,1,5,255,5.4502
1983,3,2,1,101,4.6701
1983,3,2,2,92,4.2946
1983,3,2,3,84,4.7895
1983,3,2,4,94,3.0440
1983,3,2,5,96,4.2221
1983,3,3,1,114,3.0094
1983,3,3,2,147,1.9876
1983,3,3,3,151,2.8587
1983,3,3,4,116,3.9103
1983,3,3,5,91,3.7840
1983,4,1,1,234,6.6710
1983,4,1,2,135,6.5548
1983,4,1,3,133,7.6338
1983,4,1,4,190,7.4537
1983,4,1,5,254,8.4982
1983,4,2,1,101,6.1501
1983,4,2,2,92,7.6799
1983,4,2,3,84,5.2061
1983,4,2,4,93,6.7135
1983,4,2,5,96,5.5964
1983,4,3,1,114,5.8916
1983,4,3,2,147,4.5713
1983,4,3,3,150,7.2558
1983,4,3,4,115,7.5284
1983,4,3,5,91,8.2497
1983,5,1,1,233,9.9985
1983,5,1,2,135,8.3740
1983,5,1,3,133,8.8755
1983,5,1,4,188,9.5001
1983,5,1,5,252,11.3213
1983,5,2,1,101,3.7368
1983,5,2,2,92,3.8103
1983,5,2,3,84,2.7706
1983,5,2,4,93,7.1443
1983,5,2,5,97,7.1695
1983,5,3,1,114,1.0675
1983,5,3,2,147,0.9461
1983,5,3,3,150,-2.3690
1983,5,3,4,115,1.7424
1983,5,3,5,91,1.0574
1983,6,1,1,230,5.0314
1983,6,1,2,135,1.6097
1983,6,1,3,133,6.4083
1983,6,1,4,188,3.4010
1983,6,1,5,251,3.1536
1983,6,2,1,101,3.4017
1983,6,2,2,92,6.7762
1983,6,2,3,84,3.4475
1983,6,2,4,93,6.1338
1983,6,2,5,95,5.9011
1983,6,3,1,113,3.5886
1983,6,3,2,147,4.1179
1983,6,3,3,150,4.3699
1983,6,3,4,115,3.7219
1983,6,3,5,91,1.7702
1983,7,1,1,227,-2.5645
1983,7,1,2,110,-2.8832
1983,7,1,3,149,-0.9549
1983,7,1,4,164,-0.5133
1983,7,1,5,241,-1.0111
1983,7,2,1,98,-1.8163
1983,7,2,2,88,-1.5554
1983,7,2,3,94,-2.4361
1983,7,2,4,103,-1.9588
1983,7,2,5,77,-2.4070
1983,7,3,1,104,-4.5232
1983,7,3,2,140,-3.4452
1983,7,3,3,131,-4.2837
1983,7,3,4,111,-3.1981
1983,7,3,5,94,-0.0169
1983,8,1,1,224,-1.4426
1983,8,1,2,110,-4.1222
1983,8,1,3,149,-2.9988
1983,8,1,4,164,-3.4284
1983,8,1,5,239,-1.8823
1983,8,2,1,94,-2.6723
1983,8,2,2,88,-2.7552
1983,8,2,3,94,-3.3519
1983,8,2,4,103,-2.4488
1983,8,2,5,77,-2.2799
1983,8,3,1,104,1.7861
1983,8,3,2,140,1.3654
1983,8,3,3,130,0.2321
1983,8,3,4,111,1.5274
1983,8,3,5,94,3.2617
1983,9,1,1,222,0.2752
1983,9,1,2,110,1.7117
1983,9,1,3,147,2.0284
1983,9,1,4,163,1.2234
1983,9,1,5,238,2.1658
1983,9,2,1,93,3.2265
