year,month,rank_ME,rank_EPRD,nstocks,ret_vw
1996,8,3,2,116,-0.3886
1996,8,3,3,109,2.7685
1996,8,3,4,91,2.2324
1996,8,3,5,105,3.2726
1996,9,1,1,124,1.8336
1996,9,1,2,207,2.5243
1996,9,1,3,179,4.4432
1996,9,1,4,161,2.0476
1996,9,1,5,193,2.1235
1996,9,2,1,95,1.0574
1996,9,2,2,85,2.9007
1996,9,2,3,71,2.4677
1996,9,2,4,58,5.0773
1996,9,2,5,66,1.2712
1996,9,3,1,149,6.1969
1996,9,3,2,116,5.4731
1996,9,3,3,109,5.8031
1996,9,3,4,90,3.8930
1996,9,3,5,105,2.6446
1996,10,1,1,123,2.0261
1996,10,1,2,206,-0.1189
1996,10,1,3,178,-0.6352
1996,10,1,4,161,-1.3262
1996,10,1,5,191,-1.5601
1996,10,2,1,95,-0.6944
1996,10,2,2,85,0.8504
1996,10,2,3,70,-0.8916
1996,10,2,4,58,1.3137
1996,10,2,5,66,0.0697
1996,10,3,1,149,1.0848
1996,10,3,2,116,3.8280
1996,10,3,3,109,2.7795
1996,10,3,4,90,0.1756
1996,10,3,5,103,1.1214
1996,11,1,1,122,4.8403
1996,11,1,2,204,4.3608
1996,11,1,3,177,2.8414
1996,11,1,4,161,3.7373
1996,11,1,5,188,2.4091
1996,11,2,1,95,4.4451
1996,11,2,2,85,4.9095
1996,11,2,3,69,5.8430
1996,11,2,4,57,4.8303
1996,11,2,5,66,3.9284
1996,11,3,1,149,6.7099
1996,11,3,2,116,6.9316
1996,11,3,3,109,6.2874
1996,11,3,4,90,6.7509
1996,11,3,5,103,7.7077
1996,12,1,1,121,4.0438
1996,12,1,2,203,2.0739
1996,12,1,3,177,2.3721
1996,12,1,4,159,0.4980
1996,12,1,5,187,-0.1746
1996,12,2,1,95,3.4557
1996,12,2,2,85,1.6317
1996,12,2,3,69,2.8543
1996,12,2,4,57,1.4553
1996,12,2,5,66,1.0935
1996,12,3,1,149,-3.2139
1996,12,3,2,116,0.6480
1996,12,3,3,109,-1.9022
1996,12,3,4,90,-0.8174
1996,12,3,5,103,-0.3246
1997,1,1,1,121,3.8126
1997,1,1,2,201,2.6186
1997,1,1,3,176,5.1198
1997,1,1,4,158,4.4826
1997,1,1,5,184,6.1407
1997,1,2,1,95,1.3367
1997,1,2,2,85,0.9081
1997,1,2,3,69,3.0272
1997,1,2,4,55,0.1627
1997,1,2,5,66,6.5856
1997,1,3,1,149,7.4397
1997,1,3,2,115,5.8222
1997,1,3,3,108,4.3666
1997,1,3,4,90,5.6444
1997,1,3,5,101,2.5851
1997,2,1,1,121,-2.6680
1997,2,1,2,198,-1.8709
1997,2,1,3,174,-0.5303
1997,2,1,4,157,-4.4177
1997,2,1,5,183,-3.4159
1997,2,2,1,95,-1.1657
1997,2,2,2,85,-1.1770
1997,2,2,3,69,-0.3008
1997,2,2,4,55,0.2157
1997,2,2,5,66,-5.1565
1997,2,3,1,149,1.0677
1997,2,3,2,115,1.8024
1997,2,3,3,108,-1.3110
1997,2,3,4,90,-0.9081
1997,2,3,5,101,-0.9320
1997,3,1,1,121,-1.3353
1997,3,1,2,196,-2.5758
1997,3,1,3,173,-3.6733
1997,3,1,4,156,-2.0955
1997,3,1,5,183,-3.5901
1997,3,2,1,95,-1.0512
1997,3,2,2,85,-1.9211
1997,3,2,3,69,-3.8935
1997,3,2,4,54,-2.8754
1997,3,2,5,66,-3.6076
1997,3,3,1,149,-4.4014
1997,3,3,2,115,-4.1986
1997,3,3,3,108,-1.0545
1997,3,3,4,90,-1.2730
1997,3,3,5,101,-4.2930
1997,4,1,1,120,-2.7987
1997,4,1,2,193,-3.0529
1997,4,1,3,172,-3.1306
1997,4,1,4,154,-2.3776
1997,4,1,5,182,-3.9918
1997,4,2,1,94,2.4267
1997,4,2,2,85,-1.4337
1997,4,2,3,69,2.3938
1997,4,2,4,53,3.3163
1997,4,2,5,66,2.2668
1997,4,3,1,149,7.7701
1997,4,3,2,115,5.8319
1997,4,3,3,108,3.1689
1997,4,3,4,90,0.5643
1997,4,3,5,101,4.6484
1997,5,1,1,120,10.3182
1997,5,1,2,192,9.1672
1997,5,1,3,170,8.3110
1997,5,1,4,154,6.9429
1997,5,1,5,182,7.5840
1997,5,2,1,94,8.5551
1997,5,2,2,84,10.5825
1997,5,2,3,69,12.7313
1997,5,2,4,53,11.5833
1997,5,2,5,66,10.8659
1997,5,3,1,149,5.0272
1997,5,3,2,115,7.7733
1997,5,3,3,108,5.9193
1997,5,3,4,89,5.8462
1997,5,3,5,101,6.2156
1997,6,1,1,120,2.9081
1997,6,1,2,192,5.6457
1997,6,1,3,169,4.7214
1997,6,1,4,153,5.7274
1997,6,1,5,181,4.6864
1997,6,2,1,94,3.6057
1997,6,2,2,83,4.6125
1997,6,2,3,69,3.1003
1997,6,2,4,53,4.9218
1997,6,2,5,66,5.1841
1997,6,3,1,149,4.3802
1997,6,3,2,115,5.0349
1997,6,3,3,107,3.1281
1997,6,3,4,89,6.6659
1997,6,3,5,101,2.5855
1997,7,1,1,138,5.1733
1997,7,1,2,206,6.7676
1997,7,1,3,203,4.0002
1997,7,1,4,180,5.2097
1997,7,1,5,208,4.5203
1997,7,2,1,88,4.9062
1997,7,2,2,86,6.6097
1997,7,2,3,73,5.2029
1997,7,2,4,64,6.3332
1997,7,2,5,58,5.9889
1997,7,3,1,158,7.3366
1997,7,3,2,130,6.2224
1997,7,3,3,114,6.6845
1997,7,3,4,92,6.7717
1997,7,3,5,114,8.7628
1997,8,1,1,136,3.9962
1997,8,1,2,205,4.8704
1997,8,1,3,203,5.9196
1997,8,1,4,179,4.5838
1997,8,1,5,201,8.6337
1997,8,2,1,88,2.8433
1997,8,2,2,86,3.1840
1997,8,2,3,72,4.1450
1997,8,2,4,64,2.4773
1997,8,2,5,58,3.8603
1997,8,3,1,158,-6.7475
1997,8,3,2,130,-3.2914
1997,8,3,3,114,-5.5809
1997,8,3,4,90,-4.1993
1997,8,3,5,114,-1.0958
1997,9,1,1,133,8.1682
1997,9,1,2,205,9.6875
1997,9,1,3,203,6.9830
1997,9,1,4,177,7.4075
1997,9,1,5,201,10.9734
1997,9,2,1,87,6.2858
1997,9,2,2,85,5.0036
1997,9,2,3,70,5.4919
1997,9,2,4,62,7.7870
1997,9,2,5,57,6.2424
1997,9,3,1,157,4.5718
1997,9,3,2,128,5.3045
1997,9,3,3,114,5.0985
1997,9,3,4,88,4.0260
1997,9,3,5,112,6.3466
1997,10,1,1,133,-2.4556
1997,10,1,2,203,-2.9696
1997,10,1,3,202,-5.6277
1997,10,1,4,174,-2.4506
1997,10,1,5,200,-3.6299
1997,10,2,1,87,-1.8167
1997,10,2,2,85,-4.0074
1997,10,2,3,70,-5.8370
1997,10,2,4,61,-4.9591
1997,10,2,5,56,-5.4237
1997,10,3,1,157,-3.4835
1997,10,3,2,127,-2.7885
1997,10,3,3,114,-2.4615
1997,10,3,4,88,-6.1500
1997,10,3,5,110,-3.9669
1997,11,1,1,131,-0.2375
1997,11,1,2,203,0.4637
1997,11,1,3,202,-1.1780
1997,11,1,4,171,-1.0941
1997,11,1,5,198,-2.7524
1997,11,2,1,86,0.8892
1997,11,2,2,85,0.8128
1997,11,2,3,68,-1.1682
1997,11,2,4,61,1.7240
1997,11,2,5,54,-2.7547
1997,11,3,1,157,5.4920
1997,11,3,2,127,5.3383
1997,11,3,3,114,5.8977
1997,11,3,4,88,2.0871
1997,11,3,5,109,3.3224
1997,12,1,1,130,-1.3936
1997,12,1,2,200,-0.9394
1997,12,1,3,202,0.4768
1997,12,1,4,171,0.3324
1997,12,1,5,197,-1.6318
1997,12,2,1,86,2.2254
1997,12,2,2,85,-0.2351
1997,12,2,3,68,-0.1649
1997,12,2,4,61,0.5447
1997,12,2,5,52,1.6125
1997,12,3,1,157,1.1148
1997,12,3,2,127,1.9852
1997,12,3,3,114,1.0740
1997,12,3,4,87,-0.6853
1997,12,3,5,108,1.2794
1998,1,1,1,130,-0.9790
1998,1,1,2,198,-0.6467
1998,1,1,3,196,-0.4217
1998,1,1,4,170,-0.4558
1998,1,1,5,196,-1.6387
1998,1,2,1,86,-0.6777
1998,1,2,2,85,-3.0269
1998,1,2,3,67,-3.2842
1998,1,2,4,58,-0.6652
1998,1,2,5,50,-3.1413
1998,1,3,1,157,4.5788
1998,1,3,2,127,0.8689
1998,1,3,3,114,0.1489
1998,1,3,4,86,0.1034
1998,1,3,5,108,0.0240
1998,2,1,1,129,5.7881
1998,2,1,2,197,5.1661
1998,2,1,3,194,6.5764
1998,2,1,4,167,3.0173
1998,2,1,5,192,4.4831
1998,2,2,1,85,7.5311
1998,2,2,2,85,7.3103
1998,2,2,3,66,7.4862
1998,2,2,4,58,8.1398
1998,2,2,5,50,5.2058
1998,2,3,1,157,8.5630
1998,2,3,2,126,3.6424
1998,2,3,3,114,5.1195
1998,2,3,4,86,6.7531
1998,2,3,5,107,5.4248
1998,3,1,1,129,4.2713
1998,3,1,2,195,4.5358
1998,3,1,3,192,4.1355
1998,3,1,4,167,4.9889
1998,3,1,5,190,3.8094
1998,3,2,1,85,4.6400
1998,3,2,2,85,3.0216
1998,3,2,3,66,1.6989
1998,3,2,4,58,5.1792
1998,3,2,5,50,2.4826
1998,3,3,1,157,4.9972
1998,3,3,2,126,4.4745
1998,3,3,3,114,3.5464
1998,3,3,4,86,5.5925
1998,3,3,5,107,5.4861
1998,4,1,1,129,0.6094
1998,4,1,2,192,2.8517
1998,4,1,3,190,1.6857
1998,4,1,4,163,1.9991
1998,4,1,5,187,-0.6610
1998,4,2,1,84,-0.1287
1998,4,2,2,85,1.5098
1998,4,2,3,66,-1.3752
1998,4,2,4,57,-0.9649
1998,4,2,5,50,-0.9526
1998,4,3,1,157,0.4365
1998,4,3,2,125,0.0312
1998,4,3,3,113,0.3615
1998,4,3,4,86,-0.8158
1998,4,3,5,107,2.0212
1998,5,1,1,129,-2.9952
1998,5,1,2,190,-2.1504
1998,5,1,3,188,-4.1502
1998,5,1,4,161,-2.2598
1998,5,1,5,183,-3.7511
1998,5,2,1,83,-2.5488
1998,5,2,2,85,-3.9402
1998,5,2,3,64,-5.1498
1998,5,2,4,57,-5.0386
1998,5,2,5,50,-7.7929
1998,5,3,1,157,-2.2467
1998,5,3,2,124,-2.4133
1998,5,3,3,113,-2.2255
1998,5,3,4,85,-2.1843
1998,5,3,5,107,0.3590
1998,6,1,1,129,-1.4677
1998,6,1,2,188,-1.7292
1998,6,1,3,188,-0.7939
1998,6,1,4,158,-1.9589
1998,6,1,5,179,-4.1083
1998,6,2,1,83,0.3100
1998,6,2,2,85,-2.5010
1998,6,2,3,64,-1.4602
1998,6,2,4,57,-1.7611
1998,6,2,5,48,-2.1908
1998,6,3,1,156,7.7009
1998,6,3,2,124,2.0940
1998,6,3,3,113,3.3792
1998,6,3,4,83,-1.2154
1998,6,3,5,107,-0.8698
1998,7,1,1,172,-5.8942
1998,7,1,2,190,-6.5477
1998,7,1,3,193,-8.1729
1998,7,1,4,191,-6.9201
1998,7,1,5,190,-4.2605
1998,7,2,1,75,-5.4736
1998,7,2,2,82,-7.9820
1998,7,2,3,79,-9.2897
1998,7,2,4,74,-9.5432
1998,7,2,5,61,-10.4828
1998,7,3,1,163,-0.3537
1998,7,3,2,122,-2.7182
1998,7,3,3,108,-2.4337
1998,7,3,4,106,-5.7619
1998,7,3,5,110,0.7089
1998,8,1,1,172,-16.1800
1998,8,1,2,189,-16.7573
1998,8,1,3,192,-19.2037
1998,8,1,4,188,-17.1304
1998,8,1,5,188,-22.8281
1998,8,2,1,75,-12.4735
1998,8,2,2,82,-13.3807
1998,8,2,3,79,-15.2732
1998,8,2,4,73,-18.6245
1998,8,2,5,61,-19.7569
1998,8,3,1,163,-12.5048
1998,8,3,2,122,-11.0145
1998,8,3,3,107,-9.5141
1998,8,3,4,105,-9.9911
1998,8,3,5,109,-16.7621
1998,9,1,1,172,6.1312
1998,9,1,2,186,1.6618
1998,9,1,3,192,4.8918
1998,9,1,4,186,-0.2481
1998,9,1,5,188,3.2458
1998,9,2,1,75,7.3341
1998,9,2,2,81,5.6774
1998,9,2,3,79,5.8140
1998,9,2,4,73,5.4025
1998,9,2,5,61,4.3506
1998,9,3,1,163,8.3144
1998,9,3,2,122,6.3770
1998,9,3,3,106,5.1774
1998,9,3,4,105,7.1510
1998,9,3,5,108,9.1461
1998,10,1,1,171,2.0950
1998,10,1,2,185,5.4126
1998,10,1,3,190,2.4521
1998,10,1,4,184,2.9299
1998,10,1,5,183,3.6604
1998,10,2,1,75,6.6792
1998,10,2,2,81,6.0863
1998,10,2,3,79,2.8676
1998,10,2,4,72,8.2228
1998,10,2,5,61,5.5838
1998,10,3,1,163,6.9084
1998,10,3,2,122,7.9447
1998,10,3,3,103,8.1296
1998,10,3,4,104,5.7524
1998,10,3,5,108,8.8124
1998,11,1,1,170,3.5437
1998,11,1,2,184,7.0155
1998,11,1,3,187,6.4939
1998,11,1,4,182,6.2192
1998,11,1,5,180,7.9708
1998,11,2,1,75,4.2367
1998,11,2,2,81,4.0148
1998,11,2,3,79,3.1814
1998,11,2,4,70,4.2344
1998,11,2,5,61,1.6323
1998,11,3,1,163,8.1267
1998,11,3,2,121,6.1138
1998,11,3,3,102,3.2411
1998,11,3,4,102,7.5480
1998,11,3,5,107,3.7187
1998,12,1,1,169,2.1672
1998,12,1,2,183,2.6474
1998,12,1,3,183,4.7214
1998,12,1,4,181,0.9229
1998,12,1,5,176,-2.0132
1998,12,2,1,75,8.3218
1998,12,2,2,81,3.9712
1998,12,2,3,79,-1.2913
1998,12,2,4,70,5.1934
1998,12,2,5,61,1.7345
1998,12,3,1,163,7.9780
1998,12,3,2,120,2.9346
1998,12,3,3,102,6.8582
1998,12,3,4,102,0.9968
1998,12,3,5,105,6.5775
1999,1,1,1,169,2.4506
1999,1,1,2,182,5.3773
1999,1,1,3,183,1.6788
1999,1,1,4,177,1.9838
1999,1,1,5,172,6.4971
1999,1,2,1,75,-2.3055
1999,1,2,2,80,-5.8379
1999,1,2,3,79,-0.8327
1999,1,2,4,70,-2.3151
1999,1,2,5,61,-1.7021
1999,1,3,1,163,7.6496
1999,1,3,2,120,0.6914
1999,1,3,3,101,1.3113
1999,1,3,4,102,-0.8898
1999,1,3,5,105,2.9973
1999,2,1,1,167,-6.7059
1999,2,1,2,179,-7.2983
1999,2,1,3,177,-4.7624
1999,2,1,4,173,-5.7086
1999,2,1,5,169,-5.6417
1999,2,2,1,74,-8.6520
1999,2,2,2,79,-6.7501
1999,2,2,3,79,-5.6750
1999,2,2,4,69,-7.2764
1999,2,2,5,61,-11.0245
1999,2,3,1,161,-3.8539
1999,2,3,2,120,-5.2404
1999,2,3,3,101,-3.0705
1999,2,3,4,101,-3.2793
1999,2,3,5,105,-3.1489
1999,3,1,1,165,-3.6595
1999,3,1,2,178,-2.9426
1999,3,1,3,176,-4.1946
1999,3,1,4,171,-3.2006
1999,3,1,5,167,-0.1704
1999,3,2,1,73,-0.6770
1999,3,2,2,78,-0.2052
1999,3,2,3,79,-0.2803
1999,3,2,4,68,-0.8590
1999,3,2,5,61,-5.8726
1999,3,3,1,161,5.0113
1999,3,3,2,120,-0.8055
1999,3,3,3,101,1.7212
1999,3,3,4,101,3.6876
1999,3,3,5,105,2.7064
1999,4,1,1,164,8.1172
1999,4,1,2,173,12.4593
1999,4,1,3,174,11.3553
1999,4,1,4,169,6.4365
1999,4,1,5,165,8.8520
1999,4,2,1,73,4.2823
1999,4,2,2,77,9.5847
1999,4,2,3,77,9.2927
1999,4,2,4,67,9.3571
1999,4,2,5,61,11.7790
1999,4,3,1,161,-1.8349
1999,4,3,2,120,5.5213
1999,4,3,3,98,2.8062
1999,4,3,4,101,11.0210
1999,4,3,5,104,8.1214
1999,5,1,1,163,3.8793
1999,5,1,2,171,6.9267
1999,5,1,3,172,5.6649
1999,5,1,4,168,5.8672
1999,5,1,5,162,5.5671
1999,5,2,1,73,2.1838
1999,5,2,2,77,3.5115
1999,5,2,3,77,3.9757
1999,5,2,4,67,4.2416
1999,5,2,5,61,4.1072
1999,5,3,1,161,-2.9256
1999,5,3,2,120,0.9696
1999,5,3,3,96,-2.1336
1999,5,3,4,100,-1.2178
1999,5,3,5,103,1.9843
1999,6,1,1,163,4.7238
1999,6,1,2,170,8.0212
1999,6,1,3,172,9.0921
1999,6,1,4,167,7.8568
1999,6,1,5,160,6.5640
1999,6,2,1,73,6.1587
1999,6,2,2,77,5.3209
1999,6,2,3,77,9.5935
1999,6,2,4,67,9.6899
1999,6,2,5,61,4.5353
1999,6,3,1,161,7.3663
1999,6,3,2,118,2.4776
1999,6,3,3,95,5.0670
1999,6,3,4,100,4.9247
1999,6,3,5,101,2.7814
1999,7,1,1,158,2.4400
1999,7,1,2,183,0.7286
1999,7,1,3,186,1.9115
1999,7,1,4,168,3.5539
1999,7,1,5,177,-1.8186
1999,7,2,1,75,1.0864
1999,7,2,2,90,0.4656
1999,7,2,3,86,0.0165
1999,7,2,4,58,-5.4440
1999,7,2,5,79,-0.9850
1999,7,3,1,155,-4.5493
1999,7,3,2,126,1.1533
1999,7,3,3,97,-1.6581
1999,7,3,4,116,-2.5667
1999,7,3,5,89,-4.2865
1999,8,1,1,157,-2.5968
1999,8,1,2,181,-3.7177
1999,8,1,3,185,-2.3209
1999,8,1,4,167,-2.4946
1999,8,1,5,172,-4.0725
1999,8,2,1,75,-4.4239
1999,8,2,2,88,-2.3469
1999,8,2,3,85,-4.4021
1999,8,2,4,58,-3.6659
1999,8,2,5,78,-1.0931
1999,8,3,1,155,1.8418
1999,8,3,2,125,2.4029
1999,8,3,3,95,-3.1952
1999,8,3,4,116,-3.3488
1999,8,3,5,89,-1.7737
1999,9,1,1,157,-1.6137
1999,9,1,2,179,-1.6022
1999,9,1,3,183,-2.7081
1999,9,1,4,166,-4.2493
1999,9,1,5,170,-2.2391
1999,9,2,1,75,-0.5313
1999,9,2,2,86,-0.9764
1999,9,2,3,84,0.1364
1999,9,2,4,58,-3.2215
1999,9,2,5,76,-0.2278
1999,9,3,1,154,-1.7649
1999,9,3,2,125,-5.4622
1999,9,3,3,94,0.6752
1999,9,3,4,113,-3.3151
1999,9,3,5,88,-3.6662
1999,10,1,1,156,-1.3816
1999,10,1,2,175,0.1187
1999,10,1,3,179,-1.2257
1999,10,1,4,161,-4.2935
1999,10,1,5,168,-2.9864
1999,10,2,1,74,-2.6312
1999,10,2,2,84,-1.7646
1999,10,2,3,84,-2.2372
1999,10,2,4,57,-2.3651
1999,10,2,5,76,-2.9176
1999,10,3,1,154,8.7335
1999,10,3,2,124,1.9669
1999,10,3,3,92,8.3238
1999,10,3,4,113,2.4931
1999,10,3,5,87,-2.9503
1999,11,1,1,153,7.2554
1999,11,1,2,173,3.7997
1999,11,1,3,175,8.1700
1999,11,1,4,161,8.4900
1999,11,1,5,167,9.0569
1999,11,2,1,74,6.1359
1999,11,2,2,84,4.2274
1999,11,2,3,83,8.0126
1999,11,2,4,57,-0.5037
1999,11,2,5,74,9.8193
1999,11,3,1,153,3.1139
1999,11,3,2,124,2.4600
1999,11,3,3,90,-1.3614
1999,11,3,4,111,0.0404
1999,11,3,5,85,5.1028
1999,12,1,1,152,13.2923
1999,12,1,2,171,7.3608
1999,12,1,3,172,3.2153
1999,12,1,4,161,5.2033
1999,12,1,5,165,13.7340
1999,12,2,1,74,4.2089
1999,12,2,2,82,9.6609
1999,12,2,3,82,6.0609
1999,12,2,4,55,3.9172
1999,12,2,5,73,10.2041
1999,12,3,1,153,9.4758
1999,12,3,2,123,3.0398
1999,12,3,3,89,5.1484
1999,12,3,4,110,3.3070
1999,12,3,5,85,4.4020
2000,1,1,1,152,4.7326
2000,1,1,2,170,5.3918
2000,1,1,3,170,7.3112
2000,1,1,4,159,8.4593
2000,1,1,5,162,9.6223
2000,1,2,1,74,-3.4267
2000,1,2,2,81,2.2341
2000,1,2,3,82,1.4926
2000,1,2,4,55,-1.5803
2000,1,2,5,73,-0.7490
2000,1,3,1,153,-6.0029
2000,1,3,2,123,2.3039
2000,1,3,3,88,-4.6433
2000,1,3,4,108,-7.4140
2000,1,3,5,84,-3.2859
2000,2,1,1,152,22.7747
2000,2,1,2,170,18.6942
2000,2,1,3,167,20.8376
2000,2,1,4,159,21.7565
2000,2,1,5,158,38.7741
2000,2,2,1,74,7.5387
2000,2,2,2,81,19.8049
2000,2,2,3,81,13.7471
2000,2,2,4,54,4.0544
2000,2,2,5,72,9.3346
2000,2,3,1,152,-2.2065
2000,2,3,2,123,1.3954
2000,2,3,3,88,-5.2908
2000,2,3,4,107,-2.1640
2000,2,3,5,84,-4.3580
2000,3,1,1,150,-4.2949
2000,3,1,2,170,-3.4332
2000,3,1,3,165,-4.6122
2000,3,1,4,156,-2.0703
2000,3,1,5,157,-15.7762
2000,3,2,1,74,2.3515
2000,3,2,2,79,-7.4745
2000,3,2,3,81,-1.6612
2000,3,2,4,54,3.3263
2000,3,2,5,72,-0.5019
2000,3,3,1,151,9.2079
2000,3,3,2,123,5.6766
2000,3,3,3,87,12.9685
2000,3,3,4,107,6.2009
2000,3,3,5,83,8.5558
2000,4,1,1,150,-11.4088
2000,4,1,2,168,-12.9077
2000,4,1,3,165,-10.3338
2000,4,1,4,155,-5.7417
2000,4,1,5,154,-23.2136
2000,4,2,1,74,0.4407
2000,4,2,2,79,-9.9124
2000,4,2,3,80,1.6054
2000,4,2,4,52,2.7691
2000,4,2,5,72,-5.7321
2000,4,3,1,151,-3.8044
2000,4,3,2,123,-0.6219
2000,4,3,3,85,1.7554
2000,4,3,4,106,1.0301
2000,4,3,5,83,-5.1737
2000,5,1,1,149,-4.6309
2000,5,1,2,167,-5.0666
2000,5,1,3,164,-6.5966
2000,5,1,4,155,-7.2157
2000,5,1,5,154,-11.0250
2000,5,2,1,73,-2.6050
2000,5,2,2,77,-5.5940
2000,5,2,3,79,-7.4969
2000,5,2,4,52,-7.1933
2000,5,2,5,70,-6.9246
2000,5,3,1,151,-2.2242
2000,5,3,2,122,-0.6158
2000,5,3,3,85,-0.1023
2000,5,3,4,105,-0.8743
2000,5,3,5,82,-8.2950
2000,6,1,1,148,27.4376
2000,6,1,2,166,20.7054
2000,6,1,3,162,21.6988
2000,6,1,4,152,9.7502
2000,6,1,5,153,22.6253
2000,6,2,1,73,2.7966
2000,6,2,2,76,10.9754
2000,6,2,3,78,9.0053
2000,6,2,4,51,4.6338
2000,6,2,5,68,7.1450
2000,6,3,1,151,8.5339
2000,6,3,2,122,2.5968
2000,6,3,3,85,-0.4854
2000,6,3,4,105,0.0394
2000,6,3,5,80,-4.8292
2000,7,1,1,133,-0.8387
2000,7,1,2,147,2.6711
2000,7,1,3,189,2.1657
2000,7,1,4,157,0.3219
2000,7,1,5,163,-0.0595
2000,7,2,1,85,0.6642
2000,7,2,2,85,-0.6534
2000,7,2,3,79,-3.5820
2000,7,2,4,52,0.9696
2000,7,2,5,73,-2.7488
2000,7,3,1,140,-4.3167
2000,7,3,2,125,-3.0356
2000,7,3,3,102,-3.8548
2000,7,3,4,98,1.3935
2000,7,3,5,95,-1.3964
2000,8,1,1,133,4.7942
2000,8,1,2,146,8.4842
2000,8,1,3,187,7.0666
2000,8,1,4,157,7.0982
2000,8,1,5,162,4.9460
2000,8,2,1,85,5.6225
2000,8,2,2,84,7.3942
2000,8,2,3,77,7.2324
2000,8,2,4,52,6.7845
2000,8,2,5,72,6.5052
2000,8,3,1,139,4.5000
2000,8,3,2,122,6.2515
2000,8,3,3,102,6.7072
2000,8,3,4,96,3.3208
2000,8,3,5,95,6.9746
2000,9,1,1,133,-1.2461
2000,9,1,2,143,-0.4437
2000,9,1,3,187,-3.6509
2000,9,1,4,155,-0.6843
2000,9,1,5,161,-3.1093
2000,9,2,1,84,2.3879
2000,9,2,2,83,-0.7535
2000,9,2,3,76,-1.5096
2000,9,2,4,52,-2.9545
2000,9,2,5,72,-5.9653
2000,9,3,1,139,-9.3432
2000,9,3,2,119,2.5298
2000,9,3,3,102,-0.8450
2000,9,3,4,95,-2.2951
2000,9,3,5,95,-8.7295
2000,10,1,1,131,-4.7981
2000,10,1,2,141,-2.8029
2000,10,1,3,184,-6.4787
2000,10,1,4,153,-7.3495
2000,10,1,5,160,-9.8100
2000,10,2,1,84,0.9275
2000,10,2,2,82,-1.2072
2000,10,2,3,75,-0.3093
2000,10,2,4,51,-0.5776
2000,10,2,5,72,-4.6881
2000,10,3,1,138,0.5526
2000,10,3,2,118,0.9364
2000,10,3,3,98,2.7973
2000,10,3,4,94,5.0155
2000,10,3,5,94,-6.3436
2000,11,1,1,129,-4.6765
2000,11,1,2,138,-6.5805
2000,11,1,3,182,-8.3560
2000,11,1,4,151,-8.1621
2000,11,1,5,157,-9.8880
2000,11,2,1,84,-2.4304
2000,11,2,2,82,-5.6894
2000,11,2,3,73,-3.9776
2000,11,2,4,51,-4.9224
2000,11,2,5,72,-11.3764
2000,11,3,1,138,-7.2902
2000,11,3,2,118,-2.3249
2000,11,3,3,97,-6.7752
2000,11,3,4,94,-4.1246
2000,11,3,5,92,-10.0774
2000,12,1,1,128,3.4679
2000,12,1,2,137,-1.3153
2000,12,1,3,180,-0.8996
2000,12,1,4,148,-0.9735
2000,12,1,5,156,-0.5844
2000,12,2,1,84,10.5484
2000,12,2,2,81,7.5038
2000,12,2,3,71,6.3025
2000,12,2,4,51,10.5120
2000,12,2,5,71,7.5601
2000,12,3,1,138,-3.4340
2000,12,3,2,118,4.0289
2000,12,3,3,97,1.2058
2000,12,3,4,94,1.5707
2000,12,3,5,87,1.8974
2001,1,1,1,128,8.6002
2001,1,1,2,135,13.9911
2001,1,1,3,178,13.4291
2001,1,1,4,143,12.1828
2001,1,1,5,154,15.8038
2001,1,2,1,84,-0.5600
2001,1,2,2,80,5.5199
2001,1,2,3,71,4.2663
2001,1,2,4,50,5.4654
2001,1,2,5,69,5.8978
2001,1,3,1,138,5.9801
2001,1,3,2,117,-3.3456
2001,1,3,3,97,0.3252
2001,1,3,4,93,0.0631
2001,1,3,5,87,14.8925
2001,2,1,1,128,0.2488
2001,2,1,2,134,-0.7550
2001,2,1,3,175,-4.1482
2001,2,1,4,140,-2.1618
2001,2,1,5,151,-2.8922
2001,2,2,1,84,-2.8985
2001,2,2,2,80,-2.8467
2001,2,2,3,70,-4.4702
2001,2,2,4,49,-2.3150
2001,2,2,5,69,-1.8585
2001,2,3,1,138,-11.2195
2001,2,3,2,117,-2.7193
2001,2,3,3,97,-3.6440
2001,2,3,4,91,0.0217
2001,2,3,5,87,-6.4782
2001,3,1,1,128,-1.2791
2001,3,1,2,134,-0.9320
2001,3,1,3,174,-3.5745
2001,3,1,4,140,-5.1525
2001,3,1,5,150,-3.4280
2001,3,2,1,83,1.0585
2001,3,2,2,79,-2.5035
2001,3,2,3,70,-3.3683
2001,3,2,4,49,-1.3388
2001,3,2,5,69,-0.8960
2001,3,3,1,138,-6.9781
2001,3,3,2,116,-4.5384
2001,3,3,3,96,-5.0549
2001,3,3,4,91,-3.6775
2001,3,3,5,85,-3.1883
2001,4,1,1,128,8.6753
2001,4,1,2,131,4.8721
2001,4,1,3,172,3.8569
2001,4,1,4,139,5.2634
2001,4,1,5,147,3.8538
2001,4,2,1,82,7.6597
2001,4,2,2,79,4.2505
2001,4,2,3,70,6.0869
2001,4,2,4,49,3.7104
2001,4,2,5,68,3.3062
2001,4,3,1,138,8.3435
2001,4,3,2,115,3.6981
2001,4,3,3,96,9.3700
2001,4,3,4,91,6.5454
2001,4,3,5,85,9.0582
2001,5,1,1,128,13.4248
2001,5,1,2,130,8.4815
2001,5,1,3,170,11.9103
2001,5,1,4,138,12.3911
2001,5,1,5,145,11.0298
2001,5,2,1,82,2.1051
