year,month,rank_ME,rank_EPRD,nstocks,ret_vw
1982,8,1,4,104,6.3227
1982,8,1,5,127,4.1744
1982,8,2,1,46,10.9916
1982,8,2,2,55,12.3955
1982,8,2,3,57,10.8486
1982,8,2,4,68,9.5088
1982,8,2,5,60,12.0166
1982,8,3,1,142,12.1648
1982,8,3,2,108,12.6150
1982,8,3,3,112,13.4902
1982,8,3,4,83,13.5041
1982,8,3,5,72,12.0454
1982,9,1,1,43,6.9217
1982,9,1,2,81,4.1632
1982,9,1,3,102,3.5780
1982,9,1,4,103,4.6572
1982,9,1,5,126,2.5291
1982,9,2,1,46,4.9838
1982,9,2,2,55,5.2349
1982,9,2,3,56,1.9336
1982,9,2,4,67,1.3969
1982,9,2,5,60,1.1246
1982,9,3,1,142,1.6235
1982,9,3,2,107,0.4354
1982,9,3,3,112,0.6566
1982,9,3,4,82,1.0666
1982,9,3,5,74,-0.1245
1982,10,1,1,43,11.7765
1982,10,1,2,81,13.3798
1982,10,1,3,101,12.5353
1982,10,1,4,102,10.8591
1982,10,1,5,125,12.8668
1982,10,2,1,46,12.2675
1982,10,2,2,55,12.9738
1982,10,2,3,54,11.5265
1982,10,2,4,67,12.9020
1982,10,2,5,58,14.4029
1982,10,3,1,142,12.0509
1982,10,3,2,107,8.8958
1982,10,3,3,111,9.7812
1982,10,3,4,82,10.2985
1982,10,3,5,74,9.8364
1982,11,1,1,43,12.7305
1982,11,1,2,81,10.1383
1982,11,1,3,100,12.3752
1982,11,1,4,102,9.6583
1982,11,1,5,125,6.9035
1982,11,2,1,46,10.7880
1982,11,2,2,55,6.5646
1982,11,2,3,54,7.4447
1982,11,2,4,66,8.8473
1982,11,2,5,57,8.2270
1982,11,3,1,142,5.9707
1982,11,3,2,107,5.2796
1982,11,3,3,111,3.0458
1982,11,3,4,81,-0.5590
1982,11,3,5,74,3.2001
1982,12,1,1,42,2.9459
1982,12,1,2,81,2.4013
1982,12,1,3,101,2.7431
1982,12,1,4,102,0.8521
1982,12,1,5,125,0.2781
1982,12,2,1,46,1.0920
1982,12,2,2,55,3.1105
1982,12,2,3,54,3.3312
1982,12,2,4,66,3.1136
1982,12,2,5,57,0.9841
1982,12,3,1,142,1.1793
1982,12,3,2,107,3.9350
1982,12,3,3,111,0.2378
1982,12,3,4,81,2.7161
1982,12,3,5,74,1.7635
1983,1,1,1,43,8.2496
1983,1,1,2,80,8.5867
1983,1,1,3,100,10.4416
1983,1,1,4,102,10.2443
1983,1,1,5,124,12.7466
1983,1,2,1,46,5.2788
1983,1,2,2,54,3.9026
1983,1,2,3,53,5.3762
1983,1,2,4,65,3.3660
1983,1,2,5,57,7.9734
1983,1,3,1,142,2.4321
1983,1,3,2,107,3.8450
1983,1,3,3,111,3.0467
1983,1,3,4,80,3.6674
1983,1,3,5,73,8.0396
1983,2,1,1,42,9.1593
1983,2,1,2,80,7.3117
1983,2,1,3,100,8.3713
1983,2,1,4,98,6.2304
1983,2,1,5,120,6.4430
1983,2,2,1,46,6.7422
1983,2,2,2,53,6.5511
1983,2,2,3,53,5.9048
1983,2,2,4,64,6.5608
1983,2,2,5,57,2.8049
1983,2,3,1,142,3.5022
1983,2,3,2,106,2.0841
1983,2,3,3,110,4.4544
1983,2,3,4,80,1.1817
1983,2,3,5,73,0.5305
1983,3,1,1,43,6.6057
1983,3,1,2,80,5.8725
1983,3,1,3,100,9.1993
1983,3,1,4,97,4.2915
1983,3,1,5,120,3.6041
1983,3,2,1,46,5.5297
1983,3,2,2,53,5.2341
1983,3,2,3,53,6.0435
1983,3,2,4,64,4.6667
1983,3,2,5,57,3.5695
1983,3,3,1,142,3.1720
1983,3,3,2,107,3.5304
1983,3,3,3,109,3.4716
1983,3,3,4,79,2.7572
1983,3,3,5,73,1.0301
1983,4,1,1,43,7.1435
1983,4,1,2,79,11.1555
1983,4,1,3,100,9.0487
1983,4,1,4,97,9.3543
1983,4,1,5,120,6.4170
1983,4,2,1,46,5.4197
1983,4,2,2,53,7.2612
1983,4,2,3,53,6.6384
1983,4,2,4,63,5.8448
1983,4,2,5,57,4.9778
1983,4,3,1,142,3.8440
1983,4,3,2,107,8.9791
1983,4,3,3,109,7.6433
1983,4,3,4,78,8.6552
1983,4,3,5,72,7.8996
1983,5,1,1,43,9.7111
1983,5,1,2,79,10.9186
1983,5,1,3,99,10.4159
1983,5,1,4,97,9.1106
1983,5,1,5,120,10.4158
1983,5,2,1,46,2.7964
1983,5,2,2,53,4.8948
1983,5,2,3,53,6.8764
1983,5,2,4,63,4.2645
1983,5,2,5,57,5.1077
1983,5,3,1,142,-0.9814
1983,5,3,2,107,-1.3124
1983,5,3,3,109,-0.6903
1983,5,3,4,78,1.2448
1983,5,3,5,72,-0.1454
1983,6,1,1,43,4.4767
1983,6,1,2,79,2.9537
1983,6,1,3,100,4.4909
1983,6,1,4,97,5.2276
1983,6,1,5,120,4.5631
1983,6,2,1,46,5.7484
1983,6,2,2,53,7.0916
1983,6,2,3,53,5.7084
1983,6,2,4,63,5.8415
1983,6,2,5,56,4.3754
1983,6,3,1,142,4.4072
1983,6,3,2,106,4.5744
1983,6,3,3,109,2.7069
1983,6,3,4,78,4.6746
1983,6,3,5,72,2.6388
1983,7,1,1,57,0.3154
1983,7,1,2,111,0.5320
1983,7,1,3,152,-0.9278
1983,7,1,4,138,-0.6951
1983,7,1,5,159,-1.1085
1983,7,2,1,80,-2.7127
1983,7,2,2,64,-2.7677
1983,7,2,3,79,-1.3966
1983,7,2,4,89,-1.5423
1983,7,2,5,70,-0.7800
1983,7,3,1,151,-5.3237
1983,7,3,2,130,-0.7228
1983,7,3,3,116,-2.0810
1983,7,3,4,77,-4.5375
1983,7,3,5,79,-2.5638
1983,8,1,1,57,-1.1240
1983,8,1,2,111,-1.7330
1983,8,1,3,151,-2.9230
1983,8,1,4,137,-2.6035
1983,8,1,5,159,-3.9422
1983,8,2,1,80,-1.5103
1983,8,2,2,63,-3.0198
1983,8,2,3,79,-2.4838
1983,8,2,4,89,-3.1345
1983,8,2,5,70,-1.7848
1983,8,3,1,151,0.0869
1983,8,3,2,129,0.5332
1983,8,3,3,116,1.2705
1983,8,3,4,77,4.2976
1983,8,3,5,79,4.2108
1983,9,1,1,57,1.4875
1983,9,1,2,111,2.7501
1983,9,1,3,150,0.8321
1983,9,1,4,137,1.8272
1983,9,1,5,155,-1.4827
1983,9,2,1,80,4.2762
1983,9,2,2,63,3.9432
1983,9,2,3,79,3.2342
1983,9,2,4,87,3.7039
1983,9,2,5,68,1.7226
1983,9,3,1,151,2.9299
1983,9,3,2,129,3.0630
1983,9,3,3,116,0.8235
1983,9,3,4,75,-0.2289
1983,9,3,5,79,0.2094
1983,10,1,1,57,-3.3510
1983,10,1,2,111,-3.7754
1983,10,1,3,149,-4.8120
1983,10,1,4,137,-5.0122
1983,10,1,5,154,-5.2226
1983,10,2,1,79,-4.5221
1983,10,2,2,63,-4.3229
1983,10,2,3,79,-4.3705
1983,10,2,4,87,-4.9342
1983,10,2,5,68,-4.9650
1983,10,3,1,150,-1.5170
1983,10,3,2,128,-0.1552
1983,10,3,3,116,-0.7944
1983,10,3,4,75,-2.0856
1983,10,3,5,77,-1.4955
1983,11,1,1,57,6.6528
1983,11,1,2,111,4.6774
1983,11,1,3,148,4.0133
1983,11,1,4,135,3.5391
1983,11,1,5,152,5.8026
1983,11,2,1,77,3.7215
1983,11,2,2,62,6.8604
1983,11,2,3,78,5.3673
1983,11,2,4,87,5.8421
1983,11,2,5,68,5.3647
1983,11,3,1,150,3.0731
1983,11,3,2,128,0.2136
1983,11,3,3,116,2.4626
1983,11,3,4,75,2.0652
1983,11,3,5,77,2.6295
1983,12,1,1,57,-0.4927
1983,12,1,2,111,-0.2604
1983,12,1,3,148,-1.0085
1983,12,1,4,135,1.8971
1983,12,1,5,152,-0.7810
1983,12,2,1,77,-1.0239
1983,12,2,2,62,-1.7757
1983,12,2,3,78,-1.0351
1983,12,2,4,87,-1.3219
1983,12,2,5,67,-1.2311
1983,12,3,1,150,-0.7538
1983,12,3,2,128,0.0090
1983,12,3,3,116,-2.6142
1983,12,3,4,75,-0.2920
1983,12,3,5,77,0.6800
1984,1,1,1,57,-0.2914
1984,1,1,2,109,-1.0060
1984,1,1,3,148,-1.1374
1984,1,1,4,135,1.8250
1984,1,1,5,151,2.3919
1984,1,2,1,77,-3.7821
1984,1,2,2,62,-2.8266
1984,1,2,3,78,-1.8876
1984,1,2,4,86,-1.8121
1984,1,2,5,67,2.5708
1984,1,3,1,149,-3.5331
1984,1,3,2,128,-2.1197
1984,1,3,3,115,-0.2417
1984,1,3,4,74,3.0021
1984,1,3,5,77,3.6593
1984,2,1,1,57,-5.1677
1984,2,1,2,109,-5.9867
1984,2,1,3,147,-4.4635
1984,2,1,4,130,-5.9072
1984,2,1,5,149,-6.1217
1984,2,2,1,77,-5.3141
1984,2,2,2,62,-4.6591
1984,2,2,3,78,-4.0200
1984,2,2,4,85,-5.1553
1984,2,2,5,67,-4.8326
1984,2,3,1,148,-4.3838
1984,2,3,2,128,-3.5098
1984,2,3,3,115,-4.3309
1984,2,3,4,74,-3.9797
1984,2,3,5,77,-0.3936
1984,3,1,1,57,1.8903
1984,3,1,2,109,2.6861
1984,3,1,3,146,1.0077
1984,3,1,4,129,-0.3274
1984,3,1,5,147,4.2440
1984,3,2,1,77,0.7493
1984,3,2,2,61,0.7507
1984,3,2,3,77,0.3201
1984,3,2,4,85,2.5383
1984,3,2,5,65,4.2986
1984,3,3,1,148,2.1603
1984,3,3,2,128,1.7223
1984,3,3,3,115,1.5887
1984,3,3,4,73,1.9682
1984,3,3,5,76,0.5907
1984,4,1,1,57,3.1011
1984,4,1,2,108,0.6118
1984,4,1,3,146,-1.2999
1984,4,1,4,127,-1.0554
1984,4,1,5,147,-1.4226
1984,4,2,1,77,1.0018
1984,4,2,2,61,0.9837
1984,4,2,3,76,-0.4174
1984,4,2,4,85,1.1453
1984,4,2,5,63,-0.6695
1984,4,3,1,148,1.3940
1984,4,3,2,128,1.4743
1984,4,3,3,115,0.3512
1984,4,3,4,73,0.5573
1984,4,3,5,76,0.3553
1984,5,1,1,57,-2.6177
1984,5,1,2,108,-3.9451
1984,5,1,3,145,-4.4996
1984,5,1,4,126,-5.1275
1984,5,1,5,143,-4.4534
1984,5,2,1,77,-4.4540
1984,5,2,2,61,-4.4220
1984,5,2,3,75,-2.1034
1984,5,2,4,85,-5.1217
1984,5,2,5,62,-7.8199
1984,5,3,1,148,-4.9645
1984,5,3,2,127,-4.1736
1984,5,3,3,115,-3.8436
1984,5,3,4,73,-6.4570
1984,5,3,5,76,-6.3442
1984,6,1,1,57,5.3594
1984,6,1,2,108,2.7019
1984,6,1,3,144,2.8023
1984,6,1,4,126,2.5580
1984,6,1,5,141,3.8745
1984,6,2,1,77,3.7088
1984,6,2,2,61,3.1414
1984,6,2,3,74,1.3763
1984,6,2,4,85,2.8275
1984,6,2,5,62,0.0055
1984,6,3,1,148,4.5174
1984,6,3,2,127,1.3390
1984,6,3,3,115,0.9661
1984,6,3,4,73,2.5053
1984,6,3,5,76,0.9640
1984,7,1,1,97,-3.0727
1984,7,1,2,143,-3.7835
1984,7,1,3,183,-3.1376
1984,7,1,4,200,-2.8012
1984,7,1,5,188,-3.9225
1984,7,2,1,104,-1.3548
1984,7,2,2,84,-1.0311
1984,7,2,3,85,-5.8113
1984,7,2,4,91,-5.2897
1984,7,2,5,75,-7.3670
1984,7,3,1,161,-0.9335
1984,7,3,2,128,-0.0811
1984,7,3,3,117,-3.3216
1984,7,3,4,85,-2.0151
1984,7,3,5,84,-2.8455
1984,8,1,1,97,10.1681
1984,8,1,2,142,10.3986
1984,8,1,3,181,8.9448
1984,8,1,4,198,10.1201
1984,8,1,5,185,10.5349
1984,8,2,1,104,14.1027
1984,8,2,2,84,12.6519
1984,8,2,3,83,13.9567
1984,8,2,4,91,12.7223
1984,8,2,5,75,9.4554
1984,8,3,1,161,9.4124
1984,8,3,2,128,12.6476
1984,8,3,3,116,12.1381
1984,8,3,4,83,10.3135
1984,8,3,5,83,10.6593
1984,9,1,1,97,-0.1394
1984,9,1,2,143,1.0943
1984,9,1,3,181,-0.3213
1984,9,1,4,196,0.1123
1984,9,1,5,183,1.6227
1984,9,2,1,104,-0.6140
1984,9,2,2,83,0.5356
1984,9,2,3,81,-0.1278
1984,9,2,4,90,-0.2616
1984,9,2,5,75,-0.2540
1984,9,3,1,161,-1.9876
1984,9,3,2,127,-0.0639
1984,9,3,3,115,1.3200
1984,9,3,4,83,-0.8875
1984,9,3,5,83,1.6352
1984,10,1,1,97,0.9923
1984,10,1,2,143,-0.9672
1984,10,1,3,179,-1.3560
1984,10,1,4,191,-2.7115
1984,10,1,5,182,-2.9292
1984,10,2,1,103,0.3638
1984,10,2,2,83,0.7099
1984,10,2,3,80,-1.5211
1984,10,2,4,89,-0.6882
1984,10,2,5,73,-3.4370
1984,10,3,1,161,1.3556
1984,10,3,2,126,1.0909
1984,10,3,3,115,-0.5736
1984,10,3,4,81,-0.8037
1984,10,3,5,83,-0.4677
1984,11,1,1,97,-1.7823
1984,11,1,2,142,-2.6476
1984,11,1,3,178,-0.9454
1984,11,1,4,189,-2.7949
1984,11,1,5,178,-4.1839
1984,11,2,1,104,-0.8417
1984,11,2,2,83,-1.0990
1984,11,2,3,80,-0.0690
1984,11,2,4,88,-0.0408
1984,11,2,5,72,-3.0635
1984,11,3,1,160,-1.2320
1984,11,3,2,126,-1.2825
1984,11,3,3,114,0.2075
1984,11,3,4,80,-0.3926
1984,11,3,5,83,-1.4351
1984,12,1,1,96,1.6836
1984,12,1,2,141,3.0795
1984,12,1,3,179,1.7418
1984,12,1,4,185,0.8072
1984,12,1,5,176,-1.2696
1984,12,2,1,104,2.1209
1984,12,2,2,83,2.7963
1984,12,2,3,79,2.1510
1984,12,2,4,88,2.8273
1984,12,2,5,72,0.2034
1984,12,3,1,160,2.5587
1984,12,3,2,126,2.4443
1984,12,3,3,114,1.5949
1984,12,3,4,79,0.7414
1984,12,3,5,80,3.7073
1985,1,1,1,96,12.6575
1985,1,1,2,141,10.1225
1985,1,1,3,179,11.5338
1985,1,1,4,183,11.4419
1985,1,1,5,176,11.7739
1985,1,2,1,104,11.2667
1985,1,2,2,82,10.7082
1985,1,2,3,79,8.4993
1985,1,2,4,88,9.9851
1985,1,2,5,72,10.1159
1985,1,3,1,160,8.3501
1985,1,3,2,125,8.0103
1985,1,3,3,114,6.4692
1985,1,3,4,79,6.6952
1985,1,3,5,79,6.9563
1985,2,1,1,96,3.2076
1985,2,1,2,140,3.6492
1985,2,1,3,179,3.8169
1985,2,1,4,181,2.9604
1985,2,1,5,172,3.0788
1985,2,2,1,104,2.9759
1985,2,2,2,81,1.3170
1985,2,2,3,77,2.0880
1985,2,2,4,87,0.8613
1985,2,2,5,72,1.1351
1985,2,3,1,160,2.1886
1985,2,3,2,124,0.7775
1985,2,3,3,113,2.2889
1985,2,3,4,79,0.8465
1985,2,3,5,79,1.4919
1985,3,1,1,96,-0.5750
1985,3,1,2,140,-1.4201
1985,3,1,3,176,-2.2373
1985,3,1,4,179,-2.6213
1985,3,1,5,170,-2.2386
1985,3,2,1,104,-0.9749
1985,3,2,2,80,-1.4659
1985,3,2,3,76,-2.1573
1985,3,2,4,85,-1.7190
1985,3,2,5,72,-1.2802
1985,3,3,1,160,1.3096
1985,3,3,2,123,-1.2119
1985,3,3,3,113,0.7858
1985,3,3,4,79,0.0026
1985,3,3,5,78,0.7794
1985,4,1,1,95,1.2075
1985,4,1,2,140,-1.8929
1985,4,1,3,174,-0.6329
1985,4,1,4,178,-1.2234
1985,4,1,5,169,-2.2054
1985,4,2,1,103,0.3517
1985,4,2,2,80,-1.1272
1985,4,2,3,76,-1.0695
1985,4,2,4,85,-1.2789
1985,4,2,5,72,-2.7300
1985,4,3,1,160,-1.7547
1985,4,3,2,123,-0.3426
1985,4,3,3,113,2.0959
1985,4,3,4,79,-0.4332
1985,4,3,5,78,-2.6247
1985,5,1,1,94,4.7861
1985,5,1,2,140,5.6348
1985,5,1,3,172,2.4287
1985,5,1,4,178,2.1817
1985,5,1,5,168,1.8192
1985,5,2,1,102,6.8684
1985,5,2,2,80,5.1032
1985,5,2,3,76,4.0392
1985,5,2,4,85,3.9734
1985,5,2,5,72,1.4471
1985,5,3,1,160,7.0064
1985,5,3,2,123,5.5668
1985,5,3,3,113,5.7721
1985,5,3,4,79,5.2784
1985,5,3,5,78,5.1531
1985,6,1,1,94,2.1123
1985,6,1,2,139,0.7787
1985,6,1,3,166,0.0479
1985,6,1,4,176,1.6655
1985,6,1,5,166,0.0396
1985,6,2,1,101,1.5026
1985,6,2,2,80,2.6582
1985,6,2,3,75,2.7462
1985,6,2,4,84,1.6343
1985,6,2,5,71,-2.5432
1985,6,3,1,160,2.6484
1985,6,3,2,123,0.8076
1985,6,3,3,112,1.5064
1985,6,3,4,79,0.8665
1985,6,3,5,77,2.0212
1985,7,1,1,124,3.8120
1985,7,1,2,184,1.8160
1985,7,1,3,213,3.5244
1985,7,1,4,231,2.4959
1985,7,1,5,194,2.3394
1985,7,2,1,97,4.4442
1985,7,2,2,81,1.7781
1985,7,2,3,76,0.4940
1985,7,2,4,87,1.5202
1985,7,2,5,64,3.6810
1985,7,3,1,172,-1.1098
1985,7,3,2,131,0.9414
1985,7,3,3,113,-0.2771
1985,7,3,4,85,1.1831
1985,7,3,5,83,-1.5454
1985,8,1,1,123,0.5043
1985,8,1,2,183,0.3520
1985,8,1,3,212,-0.3345
1985,8,1,4,228,-1.0669
1985,8,1,5,190,-2.0466
1985,8,2,1,97,-0.8739
1985,8,2,2,81,-1.5958
1985,8,2,3,76,0.2008
1985,8,2,4,87,0.6867
1985,8,2,5,63,-1.6313
1985,8,3,1,172,-0.2723
1985,8,3,2,131,-0.8140
1985,8,3,3,113,0.0542
1985,8,3,4,84,0.2767
1985,8,3,5,83,-0.3344
1985,9,1,1,123,-3.8314
1985,9,1,2,182,-4.5935
1985,9,1,3,213,-4.1421
1985,9,1,4,226,-4.2324
1985,9,1,5,187,-5.3649
1985,9,2,1,97,-3.7490
1985,9,2,2,81,-5.6668
1985,9,2,3,76,-4.6905
1985,9,2,4,87,-3.6476
1985,9,2,5,63,-5.3021
1985,9,3,1,172,-3.4400
1985,9,3,2,131,-3.1205
1985,9,3,3,113,-4.2571
1985,9,3,4,83,-1.1912
1985,9,3,5,82,-3.2838
1985,10,1,1,123,3.7297
1985,10,1,2,182,3.0931
1985,10,1,3,211,2.3378
1985,10,1,4,225,0.6522
1985,10,1,5,186,1.0677
1985,10,2,1,97,3.6591
1985,10,2,2,81,3.7487
1985,10,2,3,76,3.4346
1985,10,2,4,87,3.2421
1985,10,2,5,62,3.6319
1985,10,3,1,171,4.5652
1985,10,3,2,130,4.8625
1985,10,3,3,113,4.1674
1985,10,3,4,82,3.7706
1985,10,3,5,80,1.9231
1985,11,1,1,123,8.4345
1985,11,1,2,181,6.0690
1985,11,1,3,210,5.3126
1985,11,1,4,224,4.9160
1985,11,1,5,182,5.8016
1985,11,2,1,96,8.6916
1985,11,2,2,80,7.1484
1985,11,2,3,76,5.8269
1985,11,2,4,86,4.5956
1985,11,2,5,62,4.6992
1985,11,3,1,171,9.2340
1985,11,3,2,130,5.4806
1985,11,3,3,113,5.9893
1985,11,3,4,80,6.8003
1985,11,3,5,80,5.9648
1985,12,1,1,122,6.0407
1985,12,1,2,181,3.6002
1985,12,1,3,207,4.8063
1985,12,1,4,223,4.5639
1985,12,1,5,179,3.6885
1985,12,2,1,96,4.7951
1985,12,2,2,80,3.6839
1985,12,2,3,75,6.0773
1985,12,2,4,86,3.0583
1985,12,2,5,58,0.1327
1985,12,3,1,171,5.2136
1985,12,3,2,129,5.2660
1985,12,3,3,113,3.6051
1985,12,3,4,79,2.8303
1985,12,3,5,80,4.1280
1986,1,1,1,123,0.6561
1986,1,1,2,181,1.0891
1986,1,1,3,205,0.6042
1986,1,1,4,222,2.2854
1986,1,1,5,178,1.0679
1986,1,2,1,96,1.3086
1986,1,2,2,79,2.0762
1986,1,2,3,75,0.4744
1986,1,2,4,85,0.4124
1986,1,2,5,58,-0.2658
1986,1,3,1,171,0.9106
1986,1,3,2,128,-0.5272
1986,1,3,3,113,1.8319
1986,1,3,4,78,1.4097
1986,1,3,5,78,-1.3991
1986,2,1,1,122,8.4899
1986,2,1,2,181,7.1346
1986,2,1,3,205,7.2533
1986,2,1,4,221,5.5263
1986,2,1,5,178,6.2521
1986,2,2,1,96,8.5300
1986,2,2,2,78,5.8119
1986,2,2,3,73,9.9150
1986,2,2,4,85,6.7414
1986,2,2,5,58,3.1853
1986,2,3,1,171,8.7912
1986,2,3,2,128,5.7194
1986,2,3,3,113,8.1356
1986,2,3,4,76,8.8010
1986,2,3,5,78,7.4847
1986,3,1,1,122,6.0659
1986,3,1,2,181,5.1509
1986,3,1,3,204,5.6056
1986,3,1,4,220,4.9736
1986,3,1,5,176,6.3939
1986,3,2,1,96,5.9134
1986,3,2,2,78,5.2377
1986,3,2,3,73,3.5602
1986,3,2,4,84,5.7287
1986,3,2,5,58,7.4454
1986,3,3,1,170,7.8721
1986,3,3,2,128,3.6644
1986,3,3,3,112,4.4436
1986,3,3,4,76,4.5764
1986,3,3,5,78,4.2147
1986,4,1,1,122,3.6201
1986,4,1,2,180,1.2351
1986,4,1,3,200,1.4677
1986,4,1,4,216,-0.1745
1986,4,1,5,174,-0.2235
1986,4,2,1,95,0.6353
1986,4,2,2,78,0.3499
1986,4,2,3,73,0.3764
1986,4,2,4,84,-1.0748
1986,4,2,5,58,-2.2447
1986,4,3,1,170,0.2562
1986,4,3,2,128,0.5653
1986,4,3,3,112,-2.0960
1986,4,3,4,76,-3.4856
1986,4,3,5,77,-0.7193
1986,5,1,1,123,6.7956
1986,5,1,2,178,4.3677
1986,5,1,3,198,3.8103
1986,5,1,4,212,1.5182
1986,5,1,5,172,5.9047
1986,5,2,1,95,5.8553
1986,5,2,2,77,4.5383
1986,5,2,3,73,3.8598
1986,5,2,4,84,3.5952
1986,5,2,5,57,0.9050
1986,5,3,1,170,6.7312
1986,5,3,2,128,3.8851
1986,5,3,3,109,4.9986
1986,5,3,4,75,5.3581
1986,5,3,5,75,3.7968
1986,6,1,1,122,-0.2985
1986,6,1,2,178,1.0466
1986,6,1,3,197,0.2296
1986,6,1,4,208,0.7868
1986,6,1,5,171,0.5930
1986,6,2,1,95,0.5450
1986,6,2,2,77,-0.2781
1986,6,2,3,73,1.8243
1986,6,2,4,83,0.5628
1986,6,2,5,57,-0.2381
1986,6,3,1,170,4.5542
1986,6,3,2,127,-0.2837
1986,6,3,3,108,2.1855
1986,6,3,4,74,-1.2739
1986,6,3,5,75,-0.6335
1986,7,1,1,105,-5.8288
1986,7,1,2,173,-7.8119
1986,7,1,3,199,-7.1729
1986,7,1,4,218,-7.8055
1986,7,1,5,179,-9.7848
1986,7,2,1,91,-7.8405
1986,7,2,2,84,-8.9403
1986,7,2,3,85,-8.0271
1986,7,2,4,82,-6.7412
1986,7,2,5,66,-10.8586
1986,7,3,1,176,-6.0184
1986,7,3,2,129,-3.9941
1986,7,3,3,103,-3.7121
1986,7,3,4,77,-5.8193
1986,7,3,5,77,-8.0362
1986,8,1,1,105,1.4997
1986,8,1,2,171,1.2784
1986,8,1,3,198,1.2864
1986,8,1,4,213,1.7301
1986,8,1,5,177,-0.7182
1986,8,2,1,91,2.6661
1986,8,2,2,84,4.9652
1986,8,2,3,85,5.2806
1986,8,2,4,82,6.9412
1986,8,2,5,66,4.6319
1986,8,3,1,176,4.3291
1986,8,3,2,129,7.4758
1986,8,3,3,102,8.4860
1986,8,3,4,77,10.4314
1986,8,3,5,77,8.3865
1986,9,1,1,105,-5.4621
1986,9,1,2,171,-4.7248
1986,9,1,3,197,-4.5163
1986,9,1,4,211,-3.5765
1986,9,1,5,176,-1.7971
1986,9,2,1,91,-7.2363
1986,9,2,2,84,-5.5323
1986,9,2,3,85,-6.5130
1986,9,2,4,81,-2.7654
1986,9,2,5,66,-1.1428
1986,9,3,1,175,-11.5038
1986,9,3,2,129,-6.3703
1986,9,3,3,101,-6.6915
1986,9,3,4,77,-5.4164
1986,9,3,5,76,-3.3930
1986,10,1,1,105,1.0205
1986,10,1,2,171,2.6154
1986,10,1,3,194,3.7849
1986,10,1,4,210,1.1481
1986,10,1,5,174,1.9522
1986,10,2,1,91,3.5572
1986,10,2,2,83,5.4461
1986,10,2,3,84,4.2597
1986,10,2,4,80,3.7015
1986,10,2,5,65,3.1249
1986,10,3,1,174,8.0348
1986,10,3,2,129,2.9347
1986,10,3,3,101,5.9088
1986,10,3,4,77,6.8225
1986,10,3,5,75,6.3121
1986,11,1,1,105,0.7057
1986,11,1,2,170,1.3537
1986,11,1,3,190,0.1810
1986,11,1,4,207,1.2728
1986,11,1,5,171,-0.3438
1986,11,2,1,91,1.6544
1986,11,2,2,83,1.7454
1986,11,2,3,84,1.3300
1986,11,2,4,79,1.4136
1986,11,2,5,64,-1.6450
1986,11,3,1,174,2.1691
1986,11,3,2,129,2.6588
1986,11,3,3,99,2.2967
1986,11,3,4,75,3.3753
1986,11,3,5,74,2.0358
1986,12,1,1,105,-2.2941
1986,12,1,2,168,-2.6087
1986,12,1,3,186,-1.4351
1986,12,1,4,203,-0.5729
1986,12,1,5,169,-2.8657
1986,12,2,1,91,-0.0614
1986,12,2,2,83,-1.2918
1986,12,2,3,84,-2.8940
1986,12,2,4,79,-3.9401
1986,12,2,5,62,-2.8622
1986,12,3,1,174,-1.3485
1986,12,3,2,128,-3.6239
1986,12,3,3,99,-4.0226
1986,12,3,4,74,-1.3406
1986,12,3,5,74,-4.4157
1987,1,1,1,104,10.8128
1987,1,1,2,166,8.1601
1987,1,1,3,177,10.4061
1987,1,1,4,199,8.2423
1987,1,1,5,166,9.9805
1987,1,2,1,91,11.4389
1987,1,2,2,82,11.3164
1987,1,2,3,84,11.2137
1987,1,2,4,75,10.4512
1987,1,2,5,58,13.0359
1987,1,3,1,174,14.2904
1987,1,3,2,127,12.7517
1987,1,3,3,98,12.4895
1987,1,3,4,73,16.9198
1987,1,3,5,70,10.0454
1987,2,1,1,103,8.8002
1987,2,1,2,166,6.3361
1987,2,1,3,176,8.5245
1987,2,1,4,197,7.3728
1987,2,1,5,166,7.4179
1987,2,2,1,91,7.9462
1987,2,2,2,82,4.9614
1987,2,2,3,84,6.7844
1987,2,2,4,72,3.7214
1987,2,2,5,57,6.8396
1987,2,3,1,174,6.0686
1987,2,3,2,127,3.2891
1987,2,3,3,97,3.6199
1987,2,3,4,72,4.3592
1987,2,3,5,70,1.8682
1987,3,1,1,103,1.3714
1987,3,1,2,165,3.2474
1987,3,1,3,175,4.5157
1987,3,1,4,197,4.6386
1987,3,1,5,166,3.2276
1987,3,2,1,91,2.0224
1987,3,2,2,82,3.0320
1987,3,2,3,84,0.3262
1987,3,2,4,71,1.0606
1987,3,2,5,57,8.0638
1987,3,3,1,174,1.2866
1987,3,3,2,127,4.0206
1987,3,3,3,97,1.2261
1987,3,3,4,71,5.9544
1987,3,3,5,69,5.2173
1987,4,1,1,102,-1.9999
1987,4,1,2,165,-3.0413
1987,4,1,3,173,-2.6196
1987,4,1,4,193,-0.1617
1987,4,1,5,163,-3.3531
1987,4,2,1,91,-4.5268
1987,4,2,2,82,-4.3217
1987,4,2,3,84,-2.6889
1987,4,2,4,71,-1.9351
1987,4,2,5,57,-1.4638
1987,4,3,1,174,-2.7384
1987,4,3,2,127,0.0553
1987,4,3,3,97,-1.7038
1987,4,3,4,70,1.7200
1987,4,3,5,69,3.0808
1987,5,1,1,102,0.1960
1987,5,1,2,164,0.5382
1987,5,1,3,169,-0.2112
