year,month,rank_ME,rank_OLq_1,nstocks,ret_vw
1974,6,3,1,126,-1.7941
1974,6,3,2,90,-1.1625
1974,6,3,3,77,-2.8417
1974,6,3,4,58,-1.1522
1974,6,3,5,56,-1.4870
1974,7,1,1,44,-0.2461
1974,7,1,2,81,-5.0242
1974,7,1,3,96,-4.4820
1974,7,1,4,131,-1.9235
1974,7,1,5,181,-5.0964
1974,7,2,1,73,-4.2067
1974,7,2,2,56,-4.6264
1974,7,2,3,48,-3.8826
1974,7,2,4,53,-6.3214
1974,7,2,5,69,-2.9458
1974,7,3,1,122,-2.1329
1974,7,3,2,88,-10.6751
1974,7,3,3,77,-12.0609
1974,7,3,4,60,-14.3412
1974,7,3,5,55,-9.2384
1974,8,1,1,38,-7.2123
1974,8,1,2,25,-7.0486
1974,8,1,3,31,-8.8591
1974,8,1,4,23,-12.1101
1974,8,1,5,22,-11.7900
1974,8,2,1,33,-6.2718
1974,8,2,2,14,-9.1057
1974,8,2,3,10,-3.1769
1974,8,2,4,8,-9.4552
1974,8,2,5,8,-11.5507
1974,8,3,1,31,-10.3470
1974,8,3,2,7,-12.9283
1974,8,3,3,8,-19.3859
1974,8,3,4,9,-18.0558
1974,8,3,5,10,-7.0996
1974,9,1,1,23,-12.2211
1974,9,1,2,24,-10.1309
1974,9,1,3,27,-3.0262
1974,9,1,4,31,-7.4292
1974,9,1,5,23,-6.9388
1974,9,2,1,27,-8.9108
1974,9,2,2,13,-14.5083
1974,9,2,3,8,-10.1174
1974,9,2,4,9,-23.3225
1974,9,2,5,9,-6.0666
1974,9,3,1,34,-11.6139
1974,9,3,2,3,-16.4942
1974,9,3,3,5,-15.8561
1974,9,3,4,5,-5.3076
1974,9,3,5,5,-11.3334
1974,10,1,1,24,9.8508
1974,10,1,2,26,14.1378
1974,10,1,3,19,-0.6444
1974,10,1,4,27,1.2741
1974,10,1,5,30,8.4641
1974,10,2,1,26,5.3002
1974,10,2,2,10,14.6073
1974,10,2,3,7,-5.0124
1974,10,2,4,9,5.4962
1974,10,2,5,6,7.2817
1974,10,3,1,32,25.1996
1974,10,3,2,5,25.6840
1974,10,3,3,4,20.5403
1974,10,3,4,7,24.1583
1974,10,3,5,5,35.0897
1974,11,1,1,39,-9.9774
1974,11,1,2,39,-6.3122
1974,11,1,3,27,-10.2414
1974,11,1,4,37,-7.3802
1974,11,1,5,43,-5.1825
1974,11,2,1,29,-4.6028
1974,11,2,2,14,-2.4085
1974,11,2,3,9,-9.6838
1974,11,2,4,12,-9.5669
1974,11,2,5,9,-5.5650
1974,11,3,1,43,-0.5712
1974,11,3,2,11,-2.5831
1974,11,3,3,9,-4.1899
1974,11,3,4,7,-5.3216
1974,11,3,5,11,-3.0528
1974,12,1,1,40,-11.6275
1974,12,1,2,35,-12.8849
1974,12,1,3,31,-11.9258
1974,12,1,4,31,-10.3464
1974,12,1,5,42,-7.9604
1974,12,2,1,30,-2.0568
1974,12,2,2,14,-7.7594
1974,12,2,3,16,-7.3691
1974,12,2,4,9,-8.0986
1974,12,2,5,12,-5.6227
1974,12,3,1,40,-6.7421
1974,12,3,2,13,-9.4809
1974,12,3,3,8,-2.9026
1974,12,3,4,8,1.2817
1974,12,3,5,10,-3.3971
1975,1,1,1,32,31.9523
1975,1,1,2,35,28.1433
1975,1,1,3,28,34.5393
1975,1,1,4,40,42.9584
1975,1,1,5,45,30.5603
1975,1,2,1,29,27.4213
1975,1,2,2,10,30.2267
1975,1,2,3,17,25.4285
1975,1,2,4,13,24.1675
1975,1,2,5,13,25.9272
1975,1,3,1,43,15.7815
1975,1,3,2,17,12.5596
1975,1,3,3,11,32.9637
1975,1,3,4,8,13.9762
1975,1,3,5,9,20.9752
1975,2,1,1,13,4.0491
1975,2,1,2,36,4.8902
1975,2,1,3,21,5.7064
1975,2,1,4,31,0.8631
1975,2,1,5,51,2.2889
1975,2,2,1,30,0.4695
1975,2,2,2,7,4.6709
1975,2,2,3,13,5.8507
1975,2,2,4,9,-0.7162
1975,2,2,5,14,-0.9560
1975,2,3,1,41,2.3971
1975,2,3,2,13,12.0447
1975,2,3,3,8,11.6024
1975,2,3,4,9,4.7909
1975,2,3,5,9,9.1181
1975,3,1,1,12,17.2252
1975,3,1,2,31,6.7690
1975,3,1,3,23,7.8768
1975,3,1,4,35,12.9419
1975,3,1,5,58,9.0256
1975,3,2,1,27,1.7805
1975,3,2,2,10,9.4246
1975,3,2,3,12,14.2736
1975,3,2,4,8,2.5851
1975,3,2,5,13,7.2064
1975,3,3,1,44,5.1218
1975,3,3,2,13,7.2778
1975,3,3,3,11,9.5778
1975,3,3,4,12,0.9224
1975,3,3,5,11,5.5398
1975,4,1,1,22,5.0291
1975,4,1,2,33,3.5245
1975,4,1,3,21,0.4041
1975,4,1,4,30,2.3646
1975,4,1,5,63,2.5523
1975,4,2,1,30,1.2729
1975,4,2,2,6,0.2915
1975,4,2,3,13,3.0090
1975,4,2,4,7,1.8356
1975,4,2,5,10,-3.5239
1975,4,3,1,39,10.0626
1975,4,3,2,10,8.1100
1975,4,3,3,10,10.4342
1975,4,3,4,13,6.0541
1975,4,3,5,12,1.9799
1975,5,1,1,43,4.2148
1975,5,1,2,93,7.5096
1975,5,1,3,92,7.2934
1975,5,1,4,111,9.7721
1975,5,1,5,203,5.8861
1975,5,2,1,77,7.9766
1975,5,2,2,46,11.7121
1975,5,2,3,55,8.0476
1975,5,2,4,49,6.9106
1975,5,2,5,74,8.5256
1975,5,3,1,119,6.0626
1975,5,3,2,92,4.2992
1975,5,3,3,77,4.3412
1975,5,3,4,65,7.2875
1975,5,3,5,50,4.5803
1975,6,1,1,49,8.2936
1975,6,1,2,94,8.4898
1975,6,1,3,98,8.4191
1975,6,1,4,132,7.3259
1975,6,1,5,185,9.0622
1975,6,2,1,78,3.4305
1975,6,2,2,50,7.6617
1975,6,2,3,53,7.7546
1975,6,2,4,61,7.0485
1975,6,2,5,74,8.3706
1975,6,3,1,121,5.9283
1975,6,3,2,93,1.6483
1975,6,3,3,80,5.0857
1975,6,3,4,60,6.1710
1975,6,3,5,55,7.4333
1975,7,1,1,50,-3.1314
1975,7,1,2,99,-1.7005
1975,7,1,3,94,-2.5450
1975,7,1,4,138,-1.4300
1975,7,1,5,179,-0.3327
1975,7,2,1,80,-4.0742
1975,7,2,2,52,-5.8918
1975,7,2,3,58,-4.0577
1975,7,2,4,59,-1.7111
1975,7,2,5,78,-3.1392
1975,7,3,1,120,-4.5606
1975,7,3,2,92,-7.8893
1975,7,3,3,79,-8.8554
1975,7,3,4,60,-8.6169
1975,7,3,5,54,-7.4093
1975,8,1,1,24,-6.9011
1975,8,1,2,24,-7.6504
1975,8,1,3,44,-6.6341
1975,8,1,4,107,-6.5739
1975,8,1,5,89,-5.8343
1975,8,2,1,53,-4.5805
1975,8,2,2,16,-7.5996
1975,8,2,3,29,-6.4693
1975,8,2,4,38,-4.4701
1975,8,2,5,36,-2.9502
1975,8,3,1,77,-1.4949
1975,8,3,2,59,1.3631
1975,8,3,3,44,-0.8729
1975,8,3,4,26,-1.8842
1975,8,3,5,27,1.1762
1975,9,1,1,26,-5.2886
1975,9,1,2,24,-4.9469
1975,9,1,3,41,-3.2134
1975,9,1,4,89,-2.0471
1975,9,1,5,118,-2.2614
1975,9,2,1,53,-5.3627
1975,9,2,2,19,0.1681
1975,9,2,3,30,-3.5087
1975,9,2,4,37,-3.1989
1975,9,2,5,35,-1.5232
1975,9,3,1,76,-5.9346
1975,9,3,2,59,-5.8308
1975,9,3,3,41,-1.6961
1975,9,3,4,32,-2.0500
1975,9,3,5,21,-2.3998
1975,10,1,1,32,2.7654
1975,10,1,2,23,-3.0769
1975,10,1,3,45,5.9937
1975,10,1,4,90,0.6035
1975,10,1,5,119,1.8028
1975,10,2,1,55,-1.3247
1975,10,2,2,23,1.5582
1975,10,2,3,30,4.2062
1975,10,2,4,37,3.3100
1975,10,2,5,37,4.3042
1975,10,3,1,76,3.5496
1975,10,3,2,58,6.4382
1975,10,3,3,42,4.6797
1975,10,3,4,35,6.5943
1975,10,3,5,23,6.7402
1975,11,1,1,42,0.5122
1975,11,1,2,37,1.5703
1975,11,1,3,65,4.4874
1975,11,1,4,96,1.9749
1975,11,1,5,151,4.4132
1975,11,2,1,61,1.7298
1975,11,2,2,25,4.0983
1975,11,2,3,38,5.1619
1975,11,2,4,43,2.3525
1975,11,2,5,39,4.6922
1975,11,3,1,83,2.0943
1975,11,3,2,66,1.6663
1975,11,3,3,45,2.8030
1975,11,3,4,43,3.5558
1975,11,3,5,37,3.3665
1975,12,1,1,47,-0.3293
1975,12,1,2,38,-0.5678
1975,12,1,3,69,0.0507
1975,12,1,4,106,-0.9230
1975,12,1,5,139,-2.4842
1975,12,2,1,61,0.2311
1975,12,2,2,25,-1.7334
1975,12,2,3,38,1.3487
1975,12,2,4,42,-3.3179
1975,12,2,5,42,-2.2636
1975,12,3,1,85,-0.5260
1975,12,3,2,69,-0.5118
1975,12,3,3,47,-1.6166
1975,12,3,4,40,0.3922
1975,12,3,5,41,-0.9911
1976,1,1,1,44,20.3066
1976,1,1,2,42,25.2623
1976,1,1,3,72,24.7316
1976,1,1,4,105,25.1154
1976,1,1,5,141,23.6602
1976,1,2,1,61,15.0476
1976,1,2,2,27,20.0229
1976,1,2,3,39,23.4779
1976,1,2,4,44,23.4407
1976,1,2,5,44,19.5468
1976,1,3,1,89,12.3845
1976,1,3,2,68,13.3012
1976,1,3,3,48,13.0762
1976,1,3,4,41,13.3548
1976,1,3,5,45,8.1438
1976,2,1,1,42,11.1478
1976,2,1,2,43,14.9499
1976,2,1,3,58,13.1602
1976,2,1,4,105,13.7304
1976,2,1,5,127,13.0469
1976,2,2,1,62,3.4410
1976,2,2,2,28,10.9801
1976,2,2,3,38,11.7557
1976,2,2,4,47,7.1141
1976,2,2,5,51,6.6640
1976,2,3,1,92,-0.4514
1976,2,3,2,73,-0.0758
1976,2,3,3,49,2.0187
1976,2,3,4,43,2.3785
1976,2,3,5,42,1.0814
1976,3,1,1,46,1.6207
1976,3,1,2,47,2.0239
1976,3,1,3,58,4.9166
1976,3,1,4,113,2.7312
1976,3,1,5,150,1.7808
1976,3,2,1,62,1.5809
1976,3,2,2,29,0.9927
1976,3,2,3,33,3.5546
1976,3,2,4,46,3.0025
1976,3,2,5,52,1.9479
1976,3,3,1,86,4.3421
1976,3,3,2,74,2.7512
1976,3,3,3,53,4.7433
1976,3,3,4,45,3.1554
1976,3,3,5,43,0.6923
1976,4,1,1,42,-1.5473
1976,4,1,2,45,-3.6053
1976,4,1,3,58,-1.8796
1976,4,1,4,112,-2.2779
1976,4,1,5,153,-2.7794
1976,4,2,1,65,-0.3190
1976,4,2,2,29,-0.8996
1976,4,2,3,36,-1.4574
1976,4,2,4,46,-2.8782
1976,4,2,5,52,-1.9302
1976,4,3,1,85,-2.0283
1976,4,3,2,73,-0.1551
1976,4,3,3,52,1.6080
1976,4,3,4,47,-0.0883
1976,4,3,5,38,-2.0110
1976,5,1,1,89,1.0186
1976,5,1,2,109,-2.2601
1976,5,1,3,168,-3.3001
1976,5,1,4,158,-3.2333
1976,5,1,5,221,-2.7385
1976,5,2,1,93,1.7533
1976,5,2,2,55,-0.0576
1976,5,2,3,79,-2.7366
1976,5,2,4,81,-1.5578
1976,5,2,5,80,-3.2603
1976,5,3,1,126,-0.5525
1976,5,3,2,103,1.4288
1976,5,3,3,79,-1.2096
1976,5,3,4,107,-1.0523
1976,5,3,5,80,-1.5017
1976,6,1,1,97,5.3272
1976,6,1,2,107,3.9384
1976,6,1,3,194,2.8299
1976,6,1,4,160,2.5516
1976,6,1,5,221,2.8661
1976,6,2,1,100,4.7187
1976,6,2,2,59,5.1244
1976,6,2,3,82,6.1018
1976,6,2,4,84,3.6345
1976,6,2,5,79,3.9209
1976,6,3,1,129,3.8140
1976,6,3,2,106,4.0190
1976,6,3,3,78,4.6482
1976,6,3,4,103,4.6332
1976,6,3,5,84,6.4869
1976,7,1,1,99,0.8557
1976,7,1,2,109,-0.3380
1976,7,1,3,195,-1.1718
1976,7,1,4,167,0.0672
1976,7,1,5,219,0.2066
1976,7,2,1,104,0.9411
1976,7,2,2,57,-0.5929
1976,7,2,3,87,-1.6822
1976,7,2,4,86,1.1111
1976,7,2,5,86,-0.4415
1976,7,3,1,129,-2.4206
1976,7,3,2,109,-0.7737
1976,7,3,3,79,-0.9322
1976,7,3,4,105,-0.5173
1976,7,3,5,77,-1.2413
1976,8,1,1,106,-3.4886
1976,8,1,2,94,-0.4171
1976,8,1,3,140,-2.2769
1976,8,1,4,201,-2.2187
1976,8,1,5,270,-3.4758
1976,8,2,1,105,-2.8422
1976,8,2,2,63,-2.9361
1976,8,2,3,77,-2.3177
1976,8,2,4,75,-2.2227
1976,8,2,5,91,-2.5200
1976,8,3,1,126,-0.2986
1976,8,3,2,116,-2.3205
1976,8,3,3,101,0.2654
1976,8,3,4,75,-1.1085
1976,8,3,5,69,1.9516
1976,9,1,1,97,2.6534
1976,9,1,2,90,0.5812
1976,9,1,3,112,3.4185
1976,9,1,4,156,2.8697
1976,9,1,5,253,1.6228
1976,9,2,1,109,4.0880
1976,9,2,2,63,2.1123
1976,9,2,3,78,2.0390
1976,9,2,4,64,1.5906
1976,9,2,5,91,2.3199
1976,9,3,1,123,3.1799
1976,9,3,2,113,2.0015
1976,9,3,3,103,2.8456
1976,9,3,4,80,3.4233
1976,9,3,5,67,1.5731
1976,10,1,1,115,-0.7621
1976,10,1,2,104,-1.6194
1976,10,1,3,138,-3.1500
1976,10,1,4,202,-3.6148
1976,10,1,5,305,-3.3510
1976,10,2,1,118,-2.2944
1976,10,2,2,73,-5.0396
1976,10,2,3,81,-2.6938
1976,10,2,4,69,-2.6712
1976,10,2,5,94,-3.0354
1976,10,3,1,127,-2.7933
1976,10,3,2,112,-1.8376
1976,10,3,3,107,-4.3669
1976,10,3,4,80,-1.7083
1976,10,3,5,71,-2.5723
1976,11,1,1,117,3.4828
1976,11,1,2,97,2.4582
1976,11,1,3,141,1.4350
1976,11,1,4,213,2.6650
1976,11,1,5,324,3.3465
1976,11,2,1,110,4.6719
1976,11,2,2,73,4.0069
1976,11,2,3,73,4.1888
1976,11,2,4,69,5.1719
1976,11,2,5,100,3.6287
1976,11,3,1,134,-1.6774
1976,11,3,2,109,0.1397
1976,11,3,3,102,-0.7387
1976,11,3,4,86,1.1056
1976,11,3,5,74,3.3534
1976,12,1,1,115,12.3313
1976,12,1,2,102,10.4162
1976,12,1,3,146,9.5750
1976,12,1,4,204,11.2969
1976,12,1,5,328,10.8444
1976,12,2,1,113,9.8964
1976,12,2,2,68,8.9267
1976,12,2,3,84,10.0079
1976,12,2,4,73,10.0788
1976,12,2,5,95,9.2412
1976,12,3,1,134,4.8210
1976,12,3,2,117,5.1719
1976,12,3,3,103,7.4772
1976,12,3,4,85,5.9578
1976,12,3,5,78,3.1040
1977,1,1,1,114,8.5239
1977,1,1,2,98,5.8384
1977,1,1,3,156,2.4310
1977,1,1,4,201,2.7539
1977,1,1,5,324,3.8604
1977,1,2,1,111,3.1216
1977,1,2,2,73,2.2201
1977,1,2,3,78,1.4832
1977,1,2,4,70,-1.9165
1977,1,2,5,99,-1.0589
1977,1,3,1,138,-6.1300
1977,1,3,2,115,-3.9400
1977,1,3,3,106,-4.0345
1977,1,3,4,86,-5.0900
1977,1,3,5,76,-6.3918
1977,2,1,1,116,-0.6329
1977,2,1,2,104,-3.2128
1977,2,1,3,147,0.5078
1977,2,1,4,204,-0.5404
1977,2,1,5,297,-1.5776
1977,2,2,1,111,-0.9609
1977,2,2,2,76,-2.6239
1977,2,2,3,74,-0.2775
1977,2,2,4,81,-1.4385
1977,2,2,5,88,0.3637
1977,2,3,1,138,-1.4762
1977,2,3,2,119,-1.4082
1977,2,3,3,97,-1.7065
1977,2,3,4,77,-2.4632
1977,2,3,5,71,-3.4025
1977,3,1,1,116,1.9178
1977,3,1,2,111,0.2726
1977,3,1,3,141,2.4504
1977,3,1,4,213,1.0372
1977,3,1,5,300,0.3832
1977,3,2,1,113,0.4998
1977,3,2,2,72,0.7403
1977,3,2,3,77,0.2636
1977,3,2,4,80,1.4324
1977,3,2,5,88,-1.6373
1977,3,3,1,136,-2.0524
1977,3,3,2,120,-0.9489
1977,3,3,3,93,-0.3126
1977,3,3,4,80,-2.0327
1977,3,3,5,69,-2.2515
1977,4,1,1,116,-0.0238
1977,4,1,2,115,1.7144
1977,4,1,3,141,1.6193
1977,4,1,4,209,1.3436
1977,4,1,5,304,1.6194
1977,4,2,1,115,0.8920
1977,4,2,2,70,2.3249
1977,4,2,3,80,1.0637
1977,4,2,4,76,2.6342
1977,4,2,5,85,0.9680
1977,4,3,1,135,-1.7966
1977,4,3,2,120,0.3493
1977,4,3,3,94,1.4804
1977,4,3,4,87,1.3979
1977,4,3,5,67,-1.1639
1977,5,1,1,111,2.2489
1977,5,1,2,119,-0.9045
1977,5,1,3,168,-0.3140
1977,5,1,4,219,-0.6327
1977,5,1,5,298,-0.7488
1977,5,2,1,116,0.4809
1977,5,2,2,76,-0.6885
1977,5,2,3,74,0.2957
1977,5,2,4,82,-0.6443
1977,5,2,5,91,-0.2677
1977,5,3,1,145,-3.2171
1977,5,3,2,115,-2.4871
1977,5,3,3,103,-0.6285
1977,5,3,4,90,-0.6723
1977,5,3,5,74,-2.0120
1977,6,1,1,111,6.0021
1977,6,1,2,119,5.9575
1977,6,1,3,171,6.8243
1977,6,1,4,227,9.0106
1977,6,1,5,290,7.7219
1977,6,2,1,114,7.3583
1977,6,2,2,80,7.1800
1977,6,2,3,76,6.9865
1977,6,2,4,85,6.5908
1977,6,2,5,84,6.1567
1977,6,3,1,149,5.2300
1977,6,3,2,109,3.6792
1977,6,3,3,105,5.6178
1977,6,3,4,82,5.1788
1977,6,3,5,76,5.3566
1977,7,1,1,118,-2.2450
1977,7,1,2,112,-0.6234
1977,7,1,3,173,-1.0952
1977,7,1,4,220,0.2699
1977,7,1,5,282,1.0964
1977,7,2,1,115,-1.5135
1977,7,2,2,80,-1.9063
1977,7,2,3,71,-1.7861
1977,7,2,4,96,-0.7829
1977,7,2,5,89,-0.0733
1977,7,3,1,149,-2.3169
1977,7,3,2,110,-2.7756
1977,7,3,3,107,-1.7447
1977,7,3,4,79,-2.1871
1977,7,3,5,75,-0.0727
1977,8,1,1,116,-1.0478
1977,8,1,2,122,-2.4459
1977,8,1,3,155,-1.4845
1977,8,1,4,216,-2.0079
1977,8,1,5,278,-1.2885
1977,8,2,1,115,-1.0439
1977,8,2,2,70,0.3442
1977,8,2,3,76,-2.1292
1977,8,2,4,88,-0.6267
1977,8,2,5,92,0.3659
1977,8,3,1,136,-0.3470
1977,8,3,2,120,-2.6276
1977,8,3,3,102,-1.8515
1977,8,3,4,78,-0.8540
1977,8,3,5,68,2.0480
1977,9,1,1,116,2.8908
1977,9,1,2,126,0.2876
