year,month,rank_ME,rank_DLS_1,nstocks,ret_vw
1986,9,1,2,105,-7.7306
1986,9,1,3,52,-3.9355
1986,9,1,4,61,-7.4068
1986,9,1,5,162,-5.6673
1986,9,2,1,124,-7.1307
1986,9,2,2,129,-6.7864
1986,9,2,3,90,-6.1409
1986,9,2,4,120,-6.2625
1986,9,2,5,116,-2.8844
1986,9,3,1,92,-6.1370
1986,9,3,2,135,-8.7973
1986,9,3,3,165,-10.9478
1986,9,3,4,134,-9.3471
1986,9,3,5,107,-2.7157
1986,10,1,1,188,3.8812
1986,10,1,2,90,4.0592
1986,10,1,3,57,5.6326
1986,10,1,4,80,1.4687
1986,10,1,5,153,2.4300
1986,10,2,1,129,5.1229
1986,10,2,2,122,7.1166
1986,10,2,3,96,3.8147
1986,10,2,4,111,3.5833
1986,10,2,5,119,4.2963
1986,10,3,1,89,6.4661
1986,10,3,2,141,8.5123
1986,10,3,3,161,7.5329
1986,10,3,4,143,6.1546
1986,10,3,5,105,1.0414
1986,11,1,1,191,1.9483
1986,11,1,2,93,0.3542
1986,11,1,3,45,1.5984
1986,11,1,4,86,0.8721
1986,11,1,5,165,0.6115
1986,11,2,1,129,0.0397
1986,11,2,2,112,1.7599
1986,11,2,3,101,1.0735
1986,11,2,4,112,0.5485
1986,11,2,5,119,-0.9123
1986,11,3,1,95,3.6804
1986,11,3,2,151,3.1926
1986,11,3,3,155,1.4474
1986,11,3,4,137,2.6857
1986,11,3,5,97,2.1282
1986,12,1,1,188,-2.2442
1986,12,1,2,90,-1.1480
1986,12,1,3,49,-1.6088
1986,12,1,4,93,-2.8996
1986,12,1,5,164,-1.4215
1986,12,2,1,138,-3.4889
1986,12,2,2,120,-2.2441
1986,12,2,3,93,-0.8073
1986,12,2,4,126,-2.7340
1986,12,2,5,113,-2.3683
1986,12,3,1,97,-2.9985
1986,12,3,2,151,-2.9071
1986,12,3,3,160,-2.5143
1986,12,3,4,140,-2.6055
1986,12,3,5,87,-3.9450
1987,1,1,1,186,13.4717
1987,1,1,2,103,13.7160
1987,1,1,3,43,9.9156
1987,1,1,4,93,8.8778
1987,1,1,5,164,8.6925
1987,1,2,1,132,15.4891
1987,1,2,2,124,12.5414
1987,1,2,3,89,12.0903
1987,1,2,4,125,9.8722
1987,1,2,5,110,14.6434
1987,1,3,1,92,17.8914
1987,1,3,2,143,15.0179
1987,1,3,3,162,12.6081
1987,1,3,4,132,13.7313
1987,1,3,5,91,10.7495
1987,2,1,1,203,8.6014
1987,2,1,2,97,10.0168
1987,2,1,3,51,10.5123
1987,2,1,4,83,7.9134
1987,2,1,5,168,5.9488
1987,2,2,1,125,8.5246
1987,2,2,2,119,11.9612
1987,2,2,3,93,6.3849
1987,2,2,4,124,7.7961
1987,2,2,5,114,8.3455
1987,2,3,1,97,6.9649
1987,2,3,2,146,4.6474
1987,2,3,3,163,3.3993
1987,2,3,4,129,3.0797
1987,2,3,5,97,4.4158
1987,3,1,1,190,2.2569
1987,3,1,2,95,3.4844
1987,3,1,3,57,0.9287
1987,3,1,4,58,1.8769
1987,3,1,5,210,2.3049
1987,3,2,1,119,2.2610
1987,3,2,2,128,1.4843
1987,3,2,3,94,1.9500
1987,3,2,4,105,3.2934
1987,3,2,5,145,2.8448
1987,3,3,1,93,5.6319
1987,3,3,2,141,3.8075
1987,3,3,3,171,2.4105
1987,3,3,4,142,0.3771
1987,3,3,5,95,5.5073
1987,4,1,1,197,-2.3468
1987,4,1,2,143,-4.9976
1987,4,1,3,59,-4.3917
1987,4,1,4,49,-3.9248
1987,4,1,5,183,-5.7444
1987,4,2,1,132,-0.6529
1987,4,2,2,123,-1.0396
1987,4,2,3,104,-5.1713
1987,4,2,4,103,-3.0413
1987,4,2,5,133,-3.4833
1987,4,3,1,92,2.4720
1987,4,3,2,121,-0.2882
1987,4,3,3,166,-1.0710
1987,4,3,4,145,-3.2274
1987,4,3,5,115,0.6941
1987,5,1,1,206,1.5455
1987,5,1,2,151,-0.9697
1987,5,1,3,59,-0.6050
1987,5,1,4,53,2.2281
1987,5,1,5,179,0.2259
1987,5,2,1,132,-0.3618
1987,5,2,2,124,-0.3168
1987,5,2,3,120,0.3499
1987,5,2,4,91,0.4441
1987,5,2,5,140,1.8204
1987,5,3,1,96,2.5302
1987,5,3,2,117,-0.3042
1987,5,3,3,156,1.5500
1987,5,3,4,161,0.7417
1987,5,3,5,117,-0.0560
1987,6,1,1,205,1.8583
1987,6,1,2,161,3.1015
1987,6,1,3,59,3.6807
1987,6,1,4,65,4.8776
1987,6,1,5,195,3.0455
1987,6,2,1,123,1.4623
1987,6,2,2,121,2.8229
1987,6,2,3,119,2.9633
1987,6,2,4,96,5.3106
1987,6,2,5,135,3.6905
1987,6,3,1,97,3.2113
1987,6,3,2,130,4.6758
1987,6,3,3,158,5.3670
1987,6,3,4,156,4.5735
1987,6,3,5,110,4.4012
1987,7,1,1,212,3.0486
1987,7,1,2,155,2.5359
1987,7,1,3,66,1.0739
1987,7,1,4,66,4.1147
1987,7,1,5,188,2.2280
1987,7,2,1,130,4.9452
1987,7,2,2,133,2.4514
1987,7,2,3,106,3.6319
1987,7,2,4,103,3.4879
1987,7,2,5,139,4.2588
1987,7,3,1,91,8.6124
1987,7,3,2,125,3.9726
1987,7,3,3,162,6.4275
1987,7,3,4,146,2.1415
1987,7,3,5,108,5.0051
1987,8,1,1,183,0.7754
1987,8,1,2,134,3.6920
1987,8,1,3,53,6.5649
1987,8,1,4,61,2.9955
1987,8,1,5,170,1.9022
1987,8,2,1,119,1.7834
1987,8,2,2,120,4.5209
1987,8,2,3,100,4.1428
1987,8,2,4,95,4.0005
1987,8,2,5,122,4.0147
1987,8,3,1,96,2.4487
1987,8,3,2,126,3.5918
1987,8,3,3,148,3.9788
1987,8,3,4,138,4.5575
1987,8,3,5,114,3.5495
1987,9,1,1,214,-1.6755
1987,9,1,2,116,-2.0763
1987,9,1,3,66,-3.2910
1987,9,1,4,58,-2.9058
1987,9,1,5,179,-2.6181
1987,9,2,1,113,-0.7721
1987,9,2,2,118,-2.2388
1987,9,2,3,98,-2.0126
1987,9,2,4,92,-2.6363
1987,9,2,5,121,-1.8692
1987,9,3,1,102,1.3903
1987,9,3,2,131,-1.8929
1987,9,3,3,153,-2.6874
1987,9,3,4,139,-2.8897
1987,9,3,5,103,-3.5056
1987,10,1,1,219,-34.0746
1987,10,1,2,114,-32.8148
1987,10,1,3,73,-30.0758
1987,10,1,4,49,-30.1155
1987,10,1,5,168,-30.7681
1987,10,2,1,112,-34.1826
1987,10,2,2,113,-32.3556
1987,10,2,3,96,-28.6803
1987,10,2,4,94,-25.4144
1987,10,2,5,123,-28.5939
1987,10,3,1,107,-27.0995
1987,10,3,2,135,-24.1107
1987,10,3,3,144,-23.4189
1987,10,3,4,136,-16.4316
1987,10,3,5,97,-19.3303
1987,11,1,1,216,-6.9627
1987,11,1,2,112,-7.5529
1987,11,1,3,66,-4.7338
1987,11,1,4,55,-5.1792
1987,11,1,5,171,-9.1051
1987,11,2,1,116,-6.7507
1987,11,2,2,126,-4.8755
1987,11,2,3,93,-4.9832
1987,11,2,4,94,-4.3985
1987,11,2,5,108,-5.4635
1987,11,3,1,103,-7.1195
1987,11,3,2,127,-6.7041
1987,11,3,3,145,-8.4627
1987,11,3,4,142,-7.8802
1987,11,3,5,105,-8.0220
1987,12,1,1,217,8.4793
1987,12,1,2,109,10.6390
1987,12,1,3,73,13.5866
1987,12,1,4,49,8.0340
1987,12,1,5,177,4.3948
1987,12,2,1,106,12.6566
1987,12,2,2,131,13.1768
1987,12,2,3,95,12.7618
1987,12,2,4,90,12.3124
1987,12,2,5,116,7.5952
1987,12,3,1,105,9.6018
1987,12,3,2,130,8.8209
1987,12,3,3,138,8.7031
1987,12,3,4,141,6.0428
1987,12,3,5,107,6.8084
1988,1,1,1,212,6.6901
1988,1,1,2,116,3.1840
1988,1,1,3,63,5.9880
1988,1,1,4,64,7.0548
1988,1,1,5,169,7.5593
1988,1,2,1,107,2.7510
1988,1,2,2,128,1.4217
1988,1,2,3,99,-0.0678
1988,1,2,4,88,3.5382
1988,1,2,5,118,4.4404
1988,1,3,1,105,-1.2488
1988,1,3,2,138,2.4802
1988,1,3,3,141,2.7990
1988,1,3,4,142,6.0727
1988,1,3,5,101,7.7535
1988,2,1,1,196,11.9315
1988,2,1,2,109,8.7733
1988,2,1,3,67,8.9301
1988,2,1,4,60,11.0051
1988,2,1,5,168,8.9138
1988,2,2,1,109,11.0140
1988,2,2,2,132,11.1407
1988,2,2,3,93,9.9401
1988,2,2,4,93,9.9186
1988,2,2,5,117,9.9418
1988,2,3,1,106,7.6712
1988,2,3,2,130,6.7574
1988,2,3,3,141,4.4751
1988,2,3,4,142,3.1192
1988,2,3,5,100,5.0621
1988,3,1,1,191,6.2468
1988,3,1,2,137,5.6462
1988,3,1,3,62,7.9361
1988,3,1,4,40,6.4341
1988,3,1,5,169,4.5808
1988,3,2,1,113,5.6421
1988,3,2,2,128,4.4374
1988,3,2,3,92,3.2799
1988,3,2,4,98,4.7095
1988,3,2,5,105,2.4112
1988,3,3,1,98,0.4058
1988,3,3,2,128,-2.6521
1988,3,3,3,153,-4.4176
1988,3,3,4,135,-2.2548
1988,3,3,5,111,-0.5119
1988,4,1,1,201,1.5353
1988,4,1,2,108,1.4763
1988,4,1,3,76,1.7370
1988,4,1,4,41,0.8621
1988,4,1,5,167,0.1628
1988,4,2,1,122,3.1470
1988,4,2,2,124,1.0566
1988,4,2,3,108,1.3244
1988,4,2,4,99,2.2003
1988,4,2,5,91,3.6508
1988,4,3,1,94,2.5474
1988,4,3,2,118,0.4137
1988,4,3,3,151,0.8196
1988,4,3,4,140,1.0994
1988,4,3,5,121,1.7539
1988,5,1,1,212,-4.0633
1988,5,1,2,98,-0.2015
1988,5,1,3,82,-3.5386
1988,5,1,4,52,-2.9645
1988,5,1,5,142,-3.7704
1988,5,2,1,119,-1.8136
1988,5,2,2,132,-1.3918
1988,5,2,3,110,-1.3913
1988,5,2,4,95,-1.3468
1988,5,2,5,94,-2.0074
1988,5,3,1,92,-0.7844
1988,5,3,2,120,-0.0644
1988,5,3,3,147,-0.2468
1988,5,3,4,142,0.3535
1988,5,3,5,122,1.4009
1988,6,1,1,194,7.9029
1988,6,1,2,108,10.3221
1988,6,1,3,69,9.1797
1988,6,1,4,62,8.4406
1988,6,1,5,135,5.3882
1988,6,2,1,120,7.2574
1988,6,2,2,130,8.9634
1988,6,2,3,105,8.6991
1988,6,2,4,108,6.6700
1988,6,2,5,98,7.0210
1988,6,3,1,93,5.1691
1988,6,3,2,129,5.7478
1988,6,3,3,138,5.2735
1988,6,3,4,136,3.5154
1988,6,3,5,121,5.2890
1988,7,1,1,174,-0.2564
1988,7,1,2,102,-0.5447
1988,7,1,3,68,-0.2560
1988,7,1,4,64,-0.3054
1988,7,1,5,143,-1.8849
1988,7,2,1,109,-2.9973
1988,7,2,2,128,-1.0915
1988,7,2,3,105,-1.7594
1988,7,2,4,104,-2.3496
1988,7,2,5,103,-1.5599
1988,7,3,1,98,-1.7695
1988,7,3,2,128,-2.6819
1988,7,3,3,146,-0.4671
1988,7,3,4,135,0.0791
1988,7,3,5,123,-0.8261
1988,8,1,1,163,-1.1920
1988,8,1,2,116,-2.6855
1988,8,1,3,74,-1.3591
1988,8,1,4,57,-1.5042
1988,8,1,5,151,-2.7013
1988,8,2,1,110,-3.3950
1988,8,2,2,117,-4.3247
1988,8,2,3,115,-3.7700
1988,8,2,4,94,-1.3353
1988,8,2,5,111,-3.1405
1988,8,3,1,97,-3.2035
1988,8,3,2,130,-4.4531
1988,8,3,3,139,-3.5666
1988,8,3,4,137,-2.3757
1988,8,3,5,120,-1.9321
1988,9,1,1,174,2.0181
1988,9,1,2,101,4.0297
1988,9,1,3,71,3.4621
1988,9,1,4,61,4.8766
1988,9,1,5,152,3.8064
1988,9,2,1,114,2.4293
1988,9,2,2,123,2.6029
1988,9,2,3,102,3.3805
1988,9,2,4,107,3.4181
1988,9,2,5,110,2.7844
1988,9,3,1,101,3.8433
1988,9,3,2,133,2.8994
1988,9,3,3,137,3.9931
1988,9,3,4,143,5.4006
1988,9,3,5,105,4.3481
1988,10,1,1,168,-1.4430
1988,10,1,2,102,0.6505
1988,10,1,3,66,0.0450
1988,10,1,4,63,-2.7918
1988,10,1,5,179,-1.4682
1988,10,2,1,117,-2.4355
1988,10,2,2,120,-2.3617
1988,10,2,3,94,0.8659
1988,10,2,4,97,-1.1369
1988,10,2,5,124,-0.2384
1988,10,3,1,95,2.5168
1988,10,3,2,131,2.1877
1988,10,3,3,137,2.1646
1988,10,3,4,141,3.7510
1988,10,3,5,107,2.1620
1988,11,1,1,167,-4.6382
1988,11,1,2,96,-2.8332
1988,11,1,3,57,-4.4202
1988,11,1,4,70,-3.8169
1988,11,1,5,179,-5.0932
1988,11,2,1,119,-2.1841
1988,11,2,2,128,-2.5920
1988,11,2,3,90,-2.6214
1988,11,2,4,105,-3.9774
1988,11,2,5,119,-2.1909
1988,11,3,1,96,-2.2200
1988,11,3,2,133,-0.5986
1988,11,3,3,137,-1.7509
1988,11,3,4,140,-0.7949
1988,11,3,5,108,-1.9214
1988,12,1,1,165,5.7948
1988,12,1,2,101,3.9646
1988,12,1,3,47,5.3030
1988,12,1,4,79,7.0477
1988,12,1,5,186,5.7219
1988,12,2,1,109,6.3379
1988,12,2,2,131,5.5160
1988,12,2,3,87,4.1891
1988,12,2,4,110,3.8269
1988,12,2,5,104,6.5308
1988,12,3,1,93,3.0223
1988,12,3,2,139,2.1483
1988,12,3,3,137,2.3532
1988,12,3,4,130,1.0795
1988,12,3,5,112,2.8927
1989,1,1,1,175,6.3617
1989,1,1,2,88,5.4684
1989,1,1,3,59,4.0311
1989,1,1,4,78,4.1611
1989,1,1,5,171,3.2899
1989,1,2,1,113,6.8860
1989,1,2,2,115,4.6140
1989,1,2,3,103,3.0636
1989,1,2,4,93,3.7605
1989,1,2,5,119,5.0469
1989,1,3,1,97,7.7454
1989,1,3,2,137,7.2022
1989,1,3,3,136,6.3168
1989,1,3,4,133,5.4092
1989,1,3,5,106,7.8378
1989,2,1,1,175,2.5733
1989,2,1,2,82,0.2549
1989,2,1,3,61,1.2195
1989,2,1,4,65,0.6319
1989,2,1,5,159,1.3609
1989,2,2,1,106,1.8706
1989,2,2,2,120,0.5409
1989,2,2,3,103,0.1666
1989,2,2,4,105,0.5917
1989,2,2,5,112,1.8172
1989,2,3,1,95,-2.0778
1989,2,3,2,135,-2.1356
1989,2,3,3,131,-2.9681
1989,2,3,4,129,-2.1613
1989,2,3,5,115,-1.2523
1989,3,1,1,202,4.0897
1989,3,1,2,87,3.0540
1989,3,1,3,46,3.6095
1989,3,1,4,51,1.7518
1989,3,1,5,167,1.3673
1989,3,2,1,124,2.6318
1989,3,2,2,134,2.4565
1989,3,2,3,94,0.9509
1989,3,2,4,89,2.3283
1989,3,2,5,109,3.1612
1989,3,3,1,85,1.6002
1989,3,3,2,129,0.2144
1989,3,3,3,146,2.5093
1989,3,3,4,129,2.6635
1989,3,3,5,112,1.6867
1989,4,1,1,203,3.1877
1989,4,1,2,104,4.2010
1989,4,1,3,42,8.7278
1989,4,1,4,49,1.7914
1989,4,1,5,152,2.4029
1989,4,2,1,128,7.0745
1989,4,2,2,128,6.1667
1989,4,2,3,91,6.2493
1989,4,2,4,87,4.5185
1989,4,2,5,120,3.5365
1989,4,3,1,78,5.8940
1989,4,3,2,132,5.8185
1989,4,3,3,145,5.8627
1989,4,3,4,136,5.1248
1989,4,3,5,108,3.7578
1989,5,1,1,201,4.0496
1989,5,1,2,126,5.1326
1989,5,1,3,47,7.5099
1989,5,1,4,53,2.3202
1989,5,1,5,149,2.3613
1989,5,2,1,127,5.3865
1989,5,2,2,140,6.7066
1989,5,2,3,91,5.0259
1989,5,2,4,88,5.8302
1989,5,2,5,117,4.7609
1989,5,3,1,77,5.9259
1989,5,3,2,119,3.7804
1989,5,3,3,155,4.2519
1989,5,3,4,140,3.9910
1989,5,3,5,106,3.9739
1989,6,1,1,225,-1.2915
1989,6,1,2,105,-2.1899
1989,6,1,3,52,-0.2858
1989,6,1,4,49,-4.8294
1989,6,1,5,155,-1.6467
1989,6,2,1,127,-3.5810
1989,6,2,2,127,-3.5484
1989,6,2,3,92,-2.6102
1989,6,2,4,101,-0.8216
1989,6,2,5,111,-2.6021
1989,6,3,1,89,-0.8719
1989,6,3,2,123,-0.7161
1989,6,3,3,152,-0.7306
1989,6,3,4,133,-0.3108
1989,6,3,5,109,-1.6510
1989,7,1,1,219,3.6676
1989,7,1,2,105,5.5617
1989,7,1,3,56,4.8099
1989,7,1,4,59,3.8657
1989,7,1,5,165,3.4688
1989,7,2,1,125,6.0219
1989,7,2,2,124,4.5894
1989,7,2,3,87,5.4488
1989,7,2,4,100,3.0755
1989,7,2,5,107,2.4751
1989,7,3,1,83,7.9101
1989,7,3,2,121,10.0402
1989,7,3,3,160,9.6432
1989,7,3,4,139,7.0471
1989,7,3,5,100,5.0593
1989,8,1,1,208,1.3639
1989,8,1,2,104,1.4244
1989,8,1,3,53,1.4580
1989,8,1,4,56,1.7015
1989,8,1,5,162,2.0885
1989,8,2,1,126,4.1364
1989,8,2,2,122,4.2128
1989,8,2,3,85,0.8052
1989,8,2,4,106,2.0062
1989,8,2,5,114,2.0305
1989,8,3,1,84,3.9248
1989,8,3,2,119,2.7017
1989,8,3,3,164,1.6298
1989,8,3,4,133,1.1968
1989,8,3,5,103,3.6459
1989,9,1,1,208,-1.0380
1989,9,1,2,97,-0.5153
1989,9,1,3,53,1.3849
1989,9,1,4,52,0.4421
1989,9,1,5,178,-1.3564
1989,9,2,1,121,1.1580
1989,9,2,2,126,1.5005
1989,9,2,3,90,1.0790
1989,9,2,4,104,0.0886
1989,9,2,5,116,-0.7144
1989,9,3,1,90,0.5052
1989,9,3,2,124,0.5146
1989,9,3,3,147,-1.1248
1989,9,3,4,136,-0.9284
1989,9,3,5,104,-1.4478
1989,10,1,1,193,-6.9878
1989,10,1,2,101,-5.3653
1989,10,1,3,54,-5.3260
1989,10,1,4,62,-5.9684
1989,10,1,5,179,-6.6598
1989,10,2,1,122,-7.3280
1989,10,2,2,119,-6.8583
1989,10,2,3,87,-4.0536
1989,10,2,4,107,-5.2529
1989,10,2,5,119,-7.9549
1989,10,3,1,86,-5.4161
1989,10,3,2,127,-1.4451
1989,10,3,3,154,-1.5083
1989,10,3,4,133,-1.7759
1989,10,3,5,102,-3.8613
1989,11,1,1,200,0.2095
1989,11,1,2,94,0.4281
1989,11,1,3,46,-3.3540
1989,11,1,4,73,-0.3171
1989,11,1,5,184,-2.3191
1989,11,2,1,133,1.3606
1989,11,2,2,114,1.7473
1989,11,2,3,86,0.2954
1989,11,2,4,102,0.2889
1989,11,2,5,129,-0.0840
1989,11,3,1,82,3.2154
1989,11,3,2,138,3.5590
1989,11,3,3,160,2.5479
1989,11,3,4,125,1.4369
1989,11,3,5,96,0.0158
1989,12,1,1,194,0.9134
1989,12,1,2,93,-0.8032
1989,12,1,3,49,-2.9526
1989,12,1,4,88,-0.5016
1989,12,1,5,189,-1.0329
1989,12,2,1,130,1.2277
1989,12,2,2,111,1.0610
1989,12,2,3,94,1.8762
1989,12,2,4,103,2.4453
1989,12,2,5,123,2.1887
1989,12,3,1,88,3.1005
1989,12,3,2,140,3.3483
1989,12,3,3,158,2.6356
1989,12,3,4,121,2.6459
1989,12,3,5,94,1.5868
1990,1,1,1,197,-8.7190
1990,1,1,2,94,-7.5876
1990,1,1,3,48,-10.3635
1990,1,1,4,69,-8.5173
1990,1,1,5,190,-10.3794
1990,1,2,1,125,-8.5796
1990,1,2,2,104,-9.7503
1990,1,2,3,95,-8.2174
1990,1,2,4,102,-9.2130
1990,1,2,5,137,-10.6886
1990,1,3,1,97,-9.2781
1990,1,3,2,141,-7.3126
1990,1,3,3,159,-6.6265
1990,1,3,4,119,-4.8089
1990,1,3,5,96,-5.5744
1990,2,1,1,199,1.9516
1990,2,1,2,92,6.7825
1990,2,1,3,44,0.7931
1990,2,1,4,68,0.6121
1990,2,1,5,204,1.7868
1990,2,2,1,121,5.2961
1990,2,2,2,100,4.3747
1990,2,2,3,84,2.7850
1990,2,2,4,116,3.1245
1990,2,2,5,131,4.5008
1990,2,3,1,101,4.0352
1990,2,3,2,148,0.9580
1990,2,3,3,150,0.7002
1990,2,3,4,111,1.0496
1990,2,3,5,97,2.3880
1990,3,1,1,190,2.9506
1990,3,1,2,93,3.4014
1990,3,1,3,36,2.5260
1990,3,1,4,80,7.9634
1990,3,1,5,204,3.7752
1990,3,2,1,116,5.7737
1990,3,2,2,112,5.5840
1990,3,2,3,79,5.1882
1990,3,2,4,107,5.6049
1990,3,2,5,145,3.8471
1990,3,3,1,93,3.6685
1990,3,3,2,142,2.8047
1990,3,3,3,148,3.4598
1990,3,3,4,124,2.5189
1990,3,3,5,97,2.2646
1990,4,1,1,189,-3.3541
1990,4,1,2,88,-1.5001
1990,4,1,3,45,-2.4687
1990,4,1,4,68,-1.7380
1990,4,1,5,156,-2.6427
1990,4,2,1,138,-3.9480
1990,4,2,2,99,-4.4251
1990,4,2,3,80,-4.1029
1990,4,2,4,106,-1.5788
1990,4,2,5,131,-5.0295
1990,4,3,1,86,-2.6345
1990,4,3,2,140,-3.2250
1990,4,3,3,152,-0.8980
1990,4,3,4,136,-2.5570
1990,4,3,5,93,-4.0044
1990,5,1,1,213,9.3616
1990,5,1,2,80,8.2085
1990,5,1,3,47,5.1215
1990,5,1,4,61,5.7110
1990,5,1,5,144,6.5997
1990,5,2,1,148,12.0920
1990,5,2,2,125,11.5461
1990,5,2,3,80,8.9362
1990,5,2,4,106,5.8853
1990,5,2,5,130,8.6759
1990,5,3,1,79,10.9651
1990,5,3,2,147,9.8509
1990,5,3,3,148,9.7463
1990,5,3,4,134,8.4976
1990,5,3,5,95,7.0905
1990,6,1,1,204,1.7133
1990,6,1,2,77,3.0799
1990,6,1,3,32,1.0007
1990,6,1,4,85,-0.5846
1990,6,1,5,146,0.7221
1990,6,2,1,154,1.0431
1990,6,2,2,121,0.4714
1990,6,2,3,89,-1.2455
1990,6,2,4,118,1.3213
1990,6,2,5,110,1.5821
1990,6,3,1,81,-2.0466
1990,6,3,2,149,0.0740
1990,6,3,3,148,1.5204
1990,6,3,4,130,-0.6244
1990,6,3,5,103,-3.1112
1990,7,1,1,208,-4.6061
1990,7,1,2,74,-3.6616
1990,7,1,3,40,-2.2752
1990,7,1,4,84,-4.9093
1990,7,1,5,151,-7.7143
1990,7,2,1,148,-2.8131
1990,7,2,2,110,-2.9388
1990,7,2,3,85,-3.0239
1990,7,2,4,105,-4.7907
1990,7,2,5,119,-4.7189
1990,7,3,1,93,-4.3171
1990,7,3,2,140,0.4815
1990,7,3,3,156,0.0067
1990,7,3,4,128,1.2285
1990,7,3,5,100,-2.1607
1990,8,1,1,229,-16.6194
1990,8,1,2,65,-15.2026
1990,8,1,3,39,-15.9105
1990,8,1,4,76,-15.2998
1990,8,1,5,152,-15.2833
1990,8,2,1,162,-14.8869
1990,8,2,2,124,-13.0933
1990,8,2,3,87,-12.8236
1990,8,2,4,102,-12.3587
1990,8,2,5,120,-14.7810
1990,8,3,1,92,-9.7245
1990,8,3,2,144,-7.6685
1990,8,3,3,155,-9.5743
1990,8,3,4,128,-7.3196
1990,8,3,5,101,-10.9288
1990,9,1,1,236,-12.7114
1990,9,1,2,68,-8.1762
1990,9,1,3,48,-9.6103
1990,9,1,4,74,-9.7741
1990,9,1,5,165,-11.5318
1990,9,2,1,168,-11.1999
1990,9,2,2,127,-8.6239
1990,9,2,3,84,-7.8945
1990,9,2,4,110,-7.3384
1990,9,2,5,105,-9.9875
1990,9,3,1,91,-3.0495
1990,9,3,2,140,-4.3563
1990,9,3,3,161,-4.6899
1990,9,3,4,132,-3.4858
1990,9,3,5,93,-7.0309
1990,10,1,1,222,-8.6449
1990,10,1,2,87,-4.2431
1990,10,1,3,50,-4.9984
1990,10,1,4,75,-2.6596
1990,10,1,5,165,-7.9957
1990,10,2,1,161,-7.3727
1990,10,2,2,119,-4.5606
1990,10,2,3,88,-1.7342
1990,10,2,4,112,-3.3054
1990,10,2,5,109,-7.2901
1990,10,3,1,92,-1.0676
1990,10,3,2,138,0.9151
1990,10,3,3,161,0.1371
1990,10,3,4,131,0.8561
1990,10,3,5,89,-2.4997
1990,11,1,1,221,10.3321
1990,11,1,2,82,8.3776
1990,11,1,3,42,6.6085
1990,11,1,4,87,10.1380
1990,11,1,5,152,5.7282
1990,11,2,1,165,10.3900
1990,11,2,2,127,8.4099
1990,11,2,3,80,8.1535
1990,11,2,4,116,8.2085
1990,11,2,5,111,10.1834
1990,11,3,1,97,6.4686
1990,11,3,2,144,6.6964
1990,11,3,3,162,5.0754
1990,11,3,4,130,5.8976
1990,11,3,5,89,5.7977
1990,12,1,1,221,1.9675
1990,12,1,2,73,4.2867
1990,12,1,3,40,4.0401
1990,12,1,4,74,4.6353
1990,12,1,5,157,-1.7294
1990,12,2,1,159,4.7416
1990,12,2,2,125,5.3891
1990,12,2,3,91,8.6688
1990,12,2,4,118,6.4076
1990,12,2,5,106,6.9975
1990,12,3,1,107,0.6130
1990,12,3,2,137,2.9022
1990,12,3,3,160,3.5980
1990,12,3,4,124,2.3645
1990,12,3,5,93,2.8222
1991,1,1,1,195,12.8998
1991,1,1,2,72,10.4168
1991,1,1,3,49,8.7747
1991,1,1,4,64,14.3810
1991,1,1,5,149,14.8482
1991,1,2,1,154,10.8111
1991,1,2,2,120,8.5851
1991,1,2,3,107,8.9731
1991,1,2,4,114,9.3361
1991,1,2,5,121,12.0488
1991,1,3,1,108,4.8657
1991,1,3,2,148,3.6232
1991,1,3,3,156,4.6802
1991,1,3,4,130,3.8322
1991,1,3,5,90,8.8375
1991,2,1,1,184,13.1171
1991,2,1,2,72,13.5106
1991,2,1,3,55,9.3314
1991,2,1,4,81,14.8865
1991,2,1,5,141,16.1599
1991,2,2,1,151,10.2299
1991,2,2,2,113,8.4317
1991,2,2,3,112,9.4371
1991,2,2,4,121,11.0651
1991,2,2,5,112,11.7622
1991,2,3,1,113,5.9136
1991,2,3,2,153,8.7362
1991,2,3,3,151,6.5239
1991,2,3,4,129,5.2481
1991,2,3,5,90,6.3031
1991,3,1,1,184,9.1989
1991,3,1,2,69,6.3226
1991,3,1,3,36,10.0867
1991,3,1,4,68,7.4145
1991,3,1,5,175,7.8891
1991,3,2,1,140,6.9936
1991,3,2,2,123,6.4034
1991,3,2,3,85,4.1722
1991,3,2,4,107,4.9226
1991,3,2,5,141,5.5199
1991,3,3,1,96,4.7120
1991,3,3,2,140,3.9583
1991,3,3,3,156,1.6837
1991,3,3,4,154,2.3818
1991,3,3,5,92,-1.0145
1991,4,1,1,194,0.1050
1991,4,1,2,82,0.0219
1991,4,1,3,40,-1.4573
1991,4,1,4,56,0.0208
1991,4,1,5,150,0.6845
1991,4,2,1,149,-0.7338
1991,4,2,2,118,0.2263
1991,4,2,3,92,2.0248
1991,4,2,4,112,1.5642
1991,4,2,5,131,-1.6513
1991,4,3,1,83,-1.3515
1991,4,3,2,140,-1.0611
1991,4,3,3,158,-0.4501
1991,4,3,4,150,0.7033
1991,4,3,5,107,3.0282
1991,5,1,1,201,4.1736
1991,5,1,2,72,2.7745
1991,5,1,3,42,5.3816
1991,5,1,4,62,5.1236
1991,5,1,5,143,2.3297
1991,5,2,1,159,6.0187
1991,5,2,2,127,4.4139
1991,5,2,3,98,4.4351
1991,5,2,4,113,2.6344
1991,5,2,5,116,3.5263
1991,5,3,1,74,4.5065
1991,5,3,2,152,3.1224
1991,5,3,3,154,3.8538
1991,5,3,4,149,2.7235
