year,month,rank_ME,rank_RER,nstocks,ret_vw
1984,10,1,3,134,-2.3662
1984,10,1,4,110,-2.0130
1984,10,1,5,234,-2.9996
1984,10,2,1,49,-2.2979
1984,10,2,2,43,0.1437
1984,10,2,3,56,-3.1912
1984,10,2,4,44,-1.6147
1984,10,2,5,51,-1.0660
1984,10,3,1,54,2.0081
1984,10,3,2,47,0.6564
1984,10,3,3,44,1.0469
1984,10,3,4,34,1.2527
1984,10,3,5,36,-0.4341
1984,11,1,1,286,-3.6347
1984,11,1,2,158,-2.7260
1984,11,1,3,133,-3.3394
1984,11,1,4,109,-1.0121
1984,11,1,5,233,-4.4563
1984,11,2,1,50,-2.3188
1984,11,2,2,43,-2.3912
1984,11,2,3,56,-3.8196
1984,11,2,4,44,-3.5824
1984,11,2,5,51,-3.4935
1984,11,3,1,54,-1.4795
1984,11,3,2,46,-0.2111
1984,11,3,3,44,-1.8731
1984,11,3,4,34,-2.0500
1984,11,3,5,36,-3.4927
1984,12,1,1,284,0.1779
1984,12,1,2,158,0.6671
1984,12,1,3,132,-0.1218
1984,12,1,4,109,2.1173
1984,12,1,5,230,-0.4644
1984,12,2,1,49,-0.9343
1984,12,2,2,43,0.1676
1984,12,2,3,56,2.0871
1984,12,2,4,44,4.6778
1984,12,2,5,51,1.7152
1984,12,3,1,52,3.2592
1984,12,3,2,46,1.9366
1984,12,3,3,44,1.4446
1984,12,3,4,34,-0.4988
1984,12,3,5,36,3.1871
1985,1,1,1,282,15.1510
1985,1,1,2,155,11.9246
1985,1,1,3,132,13.9699
1985,1,1,4,109,14.4121
1985,1,1,5,229,15.1193
1985,1,2,1,49,13.6377
1985,1,2,2,43,13.1566
1985,1,2,3,56,11.7094
1985,1,2,4,43,13.0049
1985,1,2,5,51,15.3575
1985,1,3,1,52,7.7653
1985,1,3,2,45,8.4844
1985,1,3,3,44,10.3484
1985,1,3,4,34,11.0556
1985,1,3,5,36,10.1463
1985,2,1,1,282,2.9793
1985,2,1,2,155,5.1008
1985,2,1,3,132,4.6777
1985,2,1,4,107,5.9890
1985,2,1,5,225,2.3930
1985,2,2,1,49,0.8743
1985,2,2,2,42,3.5846
1985,2,2,3,56,0.6543
1985,2,2,4,43,3.2074
1985,2,2,5,51,0.6018
1985,2,3,1,52,-0.7076
1985,2,3,2,44,1.1165
1985,2,3,3,44,0.2495
1985,2,3,4,33,3.2296
1985,2,3,5,36,-1.3586
1985,3,1,1,278,-1.6446
1985,3,1,2,153,-0.8630
1985,3,1,3,131,-2.6327
1985,3,1,4,105,-0.5339
1985,3,1,5,224,-2.3388
1985,3,2,1,49,0.0827
1985,3,2,2,42,-1.8159
1985,3,2,3,56,-2.2607
1985,3,2,4,42,-4.5459
1985,3,2,5,50,-2.4072
1985,3,3,1,52,-2.5093
1985,3,3,2,43,-0.0364
1985,3,3,3,44,-2.7117
1985,3,3,4,33,0.1334
1985,3,3,5,36,-0.8913
1985,4,1,1,274,-2.0031
1985,4,1,2,151,-1.0061
1985,4,1,3,131,-0.9903
1985,4,1,4,104,-0.4648
1985,4,1,5,224,-3.1337
1985,4,2,1,49,-1.9033
1985,4,2,2,42,-0.1972
1985,4,2,3,56,-3.2154
1985,4,2,4,41,-1.1354
1985,4,2,5,50,-3.0319
1985,4,3,1,52,-3.1411
1985,4,3,2,42,-1.2854
1985,4,3,3,44,-1.1244
1985,4,3,4,33,0.6523
1985,4,3,5,36,-2.4953
1985,5,1,1,273,2.6896
1985,5,1,2,148,2.7952
1985,5,1,3,130,5.0493
1985,5,1,4,104,3.0864
1985,5,1,5,220,2.4719
1985,5,2,1,49,4.7212
1985,5,2,2,42,5.5185
1985,5,2,3,55,3.7190
1985,5,2,4,41,5.9971
1985,5,2,5,49,4.4602
1985,5,3,1,52,7.6899
1985,5,3,2,42,5.4393
1985,5,3,3,44,5.8275
1985,5,3,4,33,9.7685
1985,5,3,5,36,5.6883
1985,6,1,1,269,0.0033
1985,6,1,2,142,1.7724
1985,6,1,3,127,1.6664
1985,6,1,4,104,0.1617
1985,6,1,5,219,-1.0709
1985,6,2,1,48,-0.1407
1985,6,2,2,39,2.1693
1985,6,2,3,55,0.1983
1985,6,2,4,41,2.8923
1985,6,2,5,48,1.1010
1985,6,3,1,52,2.4628
1985,6,3,2,42,1.2518
1985,6,3,3,44,-1.4721
1985,6,3,4,33,1.7357
1985,6,3,5,36,1.0084
1985,7,1,1,232,2.9588
1985,7,1,2,127,1.2542
1985,7,1,3,76,1.3448
1985,7,1,4,136,2.6479
1985,7,1,5,195,0.8404
1985,7,2,1,42,3.0259
1985,7,2,2,37,2.8284
1985,7,2,3,41,3.1992
1985,7,2,4,39,3.7147
1985,7,2,5,41,8.7143
1985,7,3,1,38,0.7961
1985,7,3,2,52,-0.1113
1985,7,3,3,30,4.2378
1985,7,3,4,36,-0.8724
1985,7,3,5,36,1.6921
1985,8,1,1,231,-1.9453
1985,8,1,2,126,0.8577
1985,8,1,3,76,-0.3253
1985,8,1,4,136,-1.0546
1985,8,1,5,194,-2.5548
1985,8,2,1,42,-1.2912
1985,8,2,2,37,0.4889
1985,8,2,3,41,-2.1054
1985,8,2,4,39,0.8008
1985,8,2,5,40,-2.6611
1985,8,3,1,38,0.7901
1985,8,3,2,52,-0.7766
1985,8,3,3,30,-2.5904
1985,8,3,4,36,-0.4209
1985,8,3,5,36,-0.7229
1985,9,1,1,228,-6.4860
1985,9,1,2,125,-5.4122
1985,9,1,3,76,-5.3178
1985,9,1,4,134,-7.6572
1985,9,1,5,194,-6.6083
1985,9,2,1,41,-8.3504
1985,9,2,2,37,-5.5854
1985,9,2,3,41,-6.2888
1985,9,2,4,39,-7.6672
1985,9,2,5,40,-8.5621
1985,9,3,1,38,-2.4711
1985,9,3,2,52,-4.2955
1985,9,3,3,30,-3.4673
1985,9,3,4,36,-3.3629
1985,9,3,5,36,-0.0471
1985,10,1,1,226,2.0573
1985,10,1,2,124,2.9269
1985,10,1,3,76,3.1663
1985,10,1,4,134,1.5659
1985,10,1,5,194,2.0598
1985,10,2,1,41,5.3358
1985,10,2,2,37,3.0467
1985,10,2,3,41,1.8799
1985,10,2,4,39,2.0352
1985,10,2,5,40,3.4184
1985,10,3,1,38,5.8426
1985,10,3,2,51,1.7109
1985,10,3,3,30,4.5244
1985,10,3,4,36,2.7770
1985,10,3,5,36,3.8245
1985,11,1,1,225,8.3006
1985,11,1,2,122,5.2076
1985,11,1,3,75,5.7743
1985,11,1,4,134,7.1980
1985,11,1,5,193,5.9233
1985,11,2,1,41,8.5816
1985,11,2,2,37,5.4742
1985,11,2,3,41,9.1851
1985,11,2,4,38,8.7132
1985,11,2,5,40,12.3241
1985,11,3,1,38,11.5372
1985,11,3,2,51,8.9947
1985,11,3,3,30,9.4242
1985,11,3,4,36,7.1865
1985,11,3,5,36,6.9563
1985,12,1,1,222,2.5396
1985,12,1,2,122,3.5117
1985,12,1,3,75,2.1815
1985,12,1,4,131,2.9762
1985,12,1,5,193,4.2397
1985,12,2,1,40,3.1024
1985,12,2,2,36,4.0555
1985,12,2,3,41,3.9155
1985,12,2,4,38,5.1353
1985,12,2,5,40,4.6472
1985,12,3,1,38,3.8270
1985,12,3,2,51,4.9671
1985,12,3,3,30,9.3465
1985,12,3,4,36,2.8078
1985,12,3,5,35,4.9323
1986,1,1,1,220,3.0483
1986,1,1,2,121,1.3627
1986,1,1,3,75,5.3828
1986,1,1,4,131,2.4306
1986,1,1,5,192,2.4354
1986,1,2,1,39,0.9102
1986,1,2,2,36,0.8485
1986,1,2,3,40,1.8682
1986,1,2,4,38,3.9177
1986,1,2,5,40,1.7809
1986,1,3,1,38,2.3792
1986,1,3,2,50,1.7495
1986,1,3,3,30,-1.3963
1986,1,3,4,36,3.3432
1986,1,3,5,34,2.5962
1986,2,1,1,217,8.5323
1986,2,1,2,119,5.6083
1986,2,1,3,73,6.6415
1986,2,1,4,131,6.2169
1986,2,1,5,192,7.6703
1986,2,2,1,39,7.0216
1986,2,2,2,36,7.6444
1986,2,2,3,40,6.2054
1986,2,2,4,38,9.1934
1986,2,2,5,40,9.0070
1986,2,3,1,38,9.6590
1986,2,3,2,50,10.6828
1986,2,3,3,30,4.5065
1986,2,3,4,36,9.2355
1986,2,3,5,33,10.2715
1986,3,1,1,215,3.4148
1986,3,1,2,119,4.7145
1986,3,1,3,72,7.7864
1986,3,1,4,130,5.3058
1986,3,1,5,192,4.1502
1986,3,2,1,39,7.2023
1986,3,2,2,36,5.2444
1986,3,2,3,40,4.7364
1986,3,2,4,38,4.2409
1986,3,2,5,40,6.8417
1986,3,3,1,38,7.3438
1986,3,3,2,50,8.6271
1986,3,3,3,30,1.5236
1986,3,3,4,36,8.3619
1986,3,3,5,33,4.1951
1986,4,1,1,214,5.2307
1986,4,1,2,118,5.2518
1986,4,1,3,72,1.2389
1986,4,1,4,128,0.9417
1986,4,1,5,192,1.7414
1986,4,2,1,38,2.9417
1986,4,2,2,35,-1.8672
1986,4,2,3,40,0.7637
1986,4,2,4,38,2.5149
1986,4,2,5,40,2.8888
1986,4,3,1,38,-2.4451
1986,4,3,2,50,-0.9703
1986,4,3,3,30,0.8695
1986,4,3,4,36,1.4792
1986,4,3,5,33,1.6713
1986,5,1,1,211,2.6950
1986,5,1,2,118,1.6030
1986,5,1,3,72,5.8562
1986,5,1,4,125,4.6022
1986,5,1,5,188,2.9849
1986,5,2,1,38,3.7556
1986,5,2,2,35,5.0299
1986,5,2,3,40,3.8614
1986,5,2,4,38,3.9377
1986,5,2,5,38,1.4335
1986,5,3,1,37,5.3605
1986,5,3,2,49,6.7326
1986,5,3,3,30,0.7870
1986,5,3,4,36,5.8483
1986,5,3,5,32,5.6354
1986,6,1,1,211,0.7525
1986,6,1,2,114,-0.7382
1986,6,1,3,72,-0.7439
1986,6,1,4,125,-1.5546
1986,6,1,5,186,1.7791
1986,6,2,1,38,-1.2983
1986,6,2,2,35,1.1086
1986,6,2,3,40,-3.4158
1986,6,2,4,38,-5.0877
1986,6,2,5,38,1.2865
1986,6,3,1,37,0.6959
1986,6,3,2,48,2.5974
1986,6,3,3,30,-1.1390
1986,6,3,4,36,5.4748
1986,6,3,5,32,-1.4737
1986,7,1,1,328,-9.0355
1986,7,1,2,149,-9.6672
1986,7,1,3,137,-7.5815
1986,7,1,4,172,-9.2185
1986,7,1,5,270,-9.5216
1986,7,2,1,55,-10.5429
1986,7,2,2,48,-7.5565
1986,7,2,3,42,-10.4455
1986,7,2,4,58,-9.4565
1986,7,2,5,62,-10.8923
1986,7,3,1,50,-5.4181
1986,7,3,2,59,-7.6568
1986,7,3,3,47,-8.5965
1986,7,3,4,38,-6.3844
1986,7,3,5,43,-7.4866
1986,8,1,1,327,0.2790
1986,8,1,2,149,0.9826
1986,8,1,3,136,0.0088
1986,8,1,4,170,0.3282
1986,8,1,5,269,1.1278
1986,8,2,1,55,2.5803
1986,8,2,2,48,1.6455
1986,8,2,3,42,3.6062
1986,8,2,4,57,5.8698
1986,8,2,5,62,3.4385
1986,8,3,1,50,6.2603
1986,8,3,2,58,3.0995
1986,8,3,3,47,6.0013
1986,8,3,4,38,2.8531
1986,8,3,5,43,5.4018
1986,9,1,1,321,-6.9926
1986,9,1,2,149,-5.4486
1986,9,1,3,135,-4.2117
1986,9,1,4,169,-6.1162
1986,9,1,5,269,-7.7188
1986,9,2,1,55,-6.6074
1986,9,2,2,48,-3.9125
1986,9,2,3,42,-6.1347
1986,9,2,4,56,-6.5841
1986,9,2,5,62,-6.8397
1986,9,3,1,50,-9.7413
1986,9,3,2,57,-10.1898
1986,9,3,3,47,-5.4358
1986,9,3,4,38,-11.1120
1986,9,3,5,42,-10.5972
1986,10,1,1,319,2.2785
1986,10,1,2,147,2.8382
1986,10,1,3,133,1.5176
1986,10,1,4,168,2.0617
1986,10,1,5,267,1.6747
1986,10,2,1,55,5.9876
1986,10,2,2,47,5.6534
1986,10,2,3,42,5.2096
1986,10,2,4,55,3.0907
1986,10,2,5,62,5.5478
1986,10,3,1,49,9.1312
1986,10,3,2,57,8.5533
1986,10,3,3,47,-0.3863
1986,10,3,4,38,8.9991
1986,10,3,5,42,8.5265
1986,11,1,1,314,-1.3667
1986,11,1,2,145,0.1647
1986,11,1,3,133,2.1868
1986,11,1,4,168,0.1157
1986,11,1,5,264,0.3919
1986,11,2,1,55,-2.2453
1986,11,2,2,46,2.9511
1986,11,2,3,42,1.2469
1986,11,2,4,55,0.7756
1986,11,2,5,62,2.2609
1986,11,3,1,48,3.2939
1986,11,3,2,57,3.0662
1986,11,3,3,46,4.0004
1986,11,3,4,38,2.0480
1986,11,3,5,41,1.3807
1986,12,1,1,304,-3.2175
1986,12,1,2,144,-3.4365
1986,12,1,3,131,-1.6922
1986,12,1,4,167,-3.9255
1986,12,1,5,260,-4.2104
1986,12,2,1,55,-1.6517
1986,12,2,2,44,-1.7092
1986,12,2,3,42,-2.4006
1986,12,2,4,55,-4.8363
1986,12,2,5,62,-3.8493
1986,12,3,1,48,-2.5342
1986,12,3,2,57,-1.6711
1986,12,3,3,45,-2.8269
1986,12,3,4,38,-2.1931
1986,12,3,5,41,-4.0166
1987,1,1,1,300,11.3364
1987,1,1,2,140,11.0749
1987,1,1,3,130,8.1173
1987,1,1,4,162,11.2178
1987,1,1,5,259,10.4527
1987,1,2,1,55,9.3769
1987,1,2,2,44,14.9855
1987,1,2,3,40,12.0994
1987,1,2,4,55,10.5936
1987,1,2,5,62,11.6086
1987,1,3,1,48,17.6298
1987,1,3,2,56,14.3078
1987,1,3,3,43,10.9140
1987,1,3,4,38,12.4800
1987,1,3,5,40,19.6529
1987,2,1,1,296,7.4506
1987,2,1,2,137,12.3265
1987,2,1,3,130,9.0190
1987,2,1,4,161,7.8725
1987,2,1,5,257,9.1873
1987,2,2,1,55,10.2285
1987,2,2,2,44,6.9853
1987,2,2,3,40,7.5534
1987,2,2,4,55,9.5380
1987,2,2,5,62,10.2748
1987,2,3,1,48,4.7040
1987,2,3,2,55,5.7924
1987,2,3,3,43,6.6744
1987,2,3,4,38,9.4726
1987,2,3,5,40,8.4727
1987,3,1,1,295,1.3017
1987,3,1,2,138,1.5202
1987,3,1,3,129,3.0142
1987,3,1,4,160,3.4996
1987,3,1,5,256,1.9189
1987,3,2,1,55,3.7208
1987,3,2,2,44,5.2419
1987,3,2,3,39,1.3714
1987,3,2,4,55,0.3100
1987,3,2,5,62,2.0076
1987,3,3,1,46,4.2059
1987,3,3,2,55,1.9534
1987,3,3,3,43,3.9918
1987,3,3,4,38,3.4518
1987,3,3,5,40,2.5696
1987,4,1,1,293,-1.3368
1987,4,1,2,137,-2.1957
1987,4,1,3,126,-1.1555
1987,4,1,4,160,-1.6483
1987,4,1,5,253,-4.3135
1987,4,2,1,55,-3.1377
1987,4,2,2,44,-2.7788
1987,4,2,3,39,-3.7950
1987,4,2,4,55,-0.5584
1987,4,2,5,62,-0.6212
1987,4,3,1,46,-0.9053
1987,4,3,2,55,0.6389
1987,4,3,3,43,1.3081
1987,4,3,4,38,-3.3975
1987,4,3,5,40,-0.0125
1987,5,1,1,293,1.5360
1987,5,1,2,135,0.8606
1987,5,1,3,125,0.7272
1987,5,1,4,160,-0.1882
1987,5,1,5,249,0.7211
1987,5,2,1,55,0.9807
1987,5,2,2,44,1.0848
1987,5,2,3,39,-0.6392
1987,5,2,4,55,2.1037
1987,5,2,5,60,-0.1679
1987,5,3,1,46,-0.6670
1987,5,3,2,53,1.1750
1987,5,3,3,43,0.7872
1987,5,3,4,38,4.5846
1987,5,3,5,40,-0.2467
1987,6,1,1,291,1.0689
1987,6,1,2,136,1.4144
1987,6,1,3,124,2.9513
1987,6,1,4,160,4.4446
1987,6,1,5,248,0.6337
1987,6,2,1,55,3.5398
1987,6,2,2,43,1.0291
1987,6,2,3,38,2.4875
1987,6,2,4,55,2.6805
1987,6,2,5,60,-1.3258
1987,6,3,1,46,4.9979
1987,6,3,2,53,5.1666
1987,6,3,3,43,3.8391
1987,6,3,4,38,5.8973
1987,6,3,5,40,4.4662
1987,7,1,1,349,2.9570
1987,7,1,2,189,2.5965
1987,7,1,3,117,5.4019
1987,7,1,4,165,1.6466
1987,7,1,5,294,2.1805
1987,7,2,1,55,4.3084
1987,7,2,2,52,3.7937
1987,7,2,3,39,5.3414
1987,7,2,4,53,3.6232
1987,7,2,5,67,1.9681
1987,7,3,1,51,2.2198
1987,7,3,2,58,5.5392
1987,7,3,3,47,4.6170
1987,7,3,4,40,5.3422
1987,7,3,5,38,6.3993
1987,8,1,1,346,2.8477
1987,8,1,2,188,0.9310
1987,8,1,3,116,2.7155
1987,8,1,4,162,3.4162
1987,8,1,5,293,2.4102
1987,8,2,1,55,4.4513
1987,8,2,2,52,3.0246
1987,8,2,3,39,1.5721
1987,8,2,4,53,5.5908
1987,8,2,5,65,3.2394
1987,8,3,1,50,5.5827
1987,8,3,2,58,5.2606
1987,8,3,3,47,3.3745
1987,8,3,4,40,4.3829
1987,8,3,5,38,4.1780
1987,9,1,1,340,-1.4422
1987,9,1,2,187,-0.1905
1987,9,1,3,116,-0.3291
1987,9,1,4,163,-0.7287
1987,9,1,5,291,-2.4067
1987,9,2,1,55,-4.4497
1987,9,2,2,52,-2.6178
1987,9,2,3,38,-0.9034
1987,9,2,4,53,-0.4024
1987,9,2,5,64,-0.5487
1987,9,3,1,50,-3.9043
1987,9,3,2,57,-1.8803
1987,9,3,3,47,-5.0961
1987,9,3,4,40,-2.9671
1987,9,3,5,38,-4.1400
1987,10,1,1,336,-33.1357
1987,10,1,2,186,-28.7894
1987,10,1,3,116,-34.4299
1987,10,1,4,162,-31.0142
1987,10,1,5,288,-31.8810
1987,10,2,1,55,-29.8364
1987,10,2,2,51,-32.2301
1987,10,2,3,38,-32.3474
1987,10,2,4,52,-30.7857
1987,10,2,5,64,-33.1015
1987,10,3,1,50,-23.8690
1987,10,3,2,57,-22.9749
1987,10,3,3,46,-22.4374
1987,10,3,4,40,-24.8206
1987,10,3,5,38,-23.8323
1987,11,1,1,333,-7.2852
1987,11,1,2,183,-3.1486
1987,11,1,3,116,-5.9622
1987,11,1,4,161,-4.0457
1987,11,1,5,284,-5.6356
1987,11,2,1,53,-4.5162
1987,11,2,2,51,-7.3818
1987,11,2,3,38,-3.7616
1987,11,2,4,52,-7.1142
1987,11,2,5,64,-5.1576
1987,11,3,1,50,-6.2764
1987,11,3,2,56,-8.7414
1987,11,3,3,46,-9.2536
1987,11,3,4,39,-10.6518
1987,11,3,5,38,-8.4312
1987,12,1,1,329,6.1897
1987,12,1,2,182,5.0363
1987,12,1,3,114,7.4332
1987,12,1,4,158,7.5434
1987,12,1,5,284,4.3409
1987,12,2,1,53,11.5642
1987,12,2,2,51,17.1931
1987,12,2,3,38,9.0368
1987,12,2,4,49,13.7881
1987,12,2,5,64,12.9635
1987,12,3,1,50,10.6849
1987,12,3,2,56,6.3221
1987,12,3,3,46,6.3141
1987,12,3,4,39,10.2439
1987,12,3,5,38,10.8268
1988,1,1,1,324,6.0459
1988,1,1,2,180,5.6490
1988,1,1,3,112,6.7461
1988,1,1,4,154,4.1078
1988,1,1,5,281,5.2670
1988,1,2,1,53,0.8649
1988,1,2,2,51,1.9726
1988,1,2,3,37,1.9209
1988,1,2,4,48,0.3862
1988,1,2,5,64,2.6193
1988,1,3,1,50,3.4932
1988,1,3,2,56,1.0372
1988,1,3,3,46,1.9289
1988,1,3,4,39,2.4570
1988,1,3,5,38,2.4251
1988,2,1,1,320,7.8954
1988,2,1,2,176,7.4343
1988,2,1,3,112,7.1749
1988,2,1,4,153,9.2817
1988,2,1,5,279,8.6346
1988,2,2,1,53,11.8199
1988,2,2,2,50,10.1833
1988,2,2,3,37,13.1019
1988,2,2,4,48,9.2721
1988,2,2,5,63,9.8450
1988,2,3,1,50,7.1395
1988,2,3,2,56,6.9058
1988,2,3,3,46,5.5412
1988,2,3,4,39,6.8366
1988,2,3,5,38,7.5111
1988,3,1,1,314,4.3431
1988,3,1,2,172,6.4382
1988,3,1,3,112,9.9495
1988,3,1,4,150,5.6225
1988,3,1,5,272,5.6749
1988,3,2,1,52,5.1880
1988,3,2,2,50,2.3324
1988,3,2,3,36,5.9192
1988,3,2,4,47,4.3608
1988,3,2,5,63,3.2049
1988,3,3,1,50,-3.1850
1988,3,3,2,56,-1.2542
1988,3,3,3,46,-5.6077
1988,3,3,4,39,-4.7707
1988,3,3,5,38,-2.8142
1988,4,1,1,308,3.3011
1988,4,1,2,170,2.6094
1988,4,1,3,112,1.6323
1988,4,1,4,150,1.9353
1988,4,1,5,267,1.5437
1988,4,2,1,52,2.1597
1988,4,2,2,50,5.1406
1988,4,2,3,36,2.3641
1988,4,2,4,46,1.1255
1988,4,2,5,62,2.0748
1988,4,3,1,50,3.8830
1988,4,3,2,56,0.8474
1988,4,3,3,46,1.5033
1988,4,3,4,39,-0.4484
1988,4,3,5,38,-0.6139
1988,5,1,1,308,-3.6889
1988,5,1,2,166,-1.1882
1988,5,1,3,110,-4.4957
1988,5,1,4,150,-1.5655
1988,5,1,5,264,-1.3647
1988,5,2,1,50,-3.4296
1988,5,2,2,50,-2.1126
1988,5,2,3,35,2.4438
1988,5,2,4,45,0.6981
1988,5,2,5,62,-0.5535
1988,5,3,1,49,-1.7782
1988,5,3,2,55,0.6501
1988,5,3,3,46,-0.0129
1988,5,3,4,39,-1.0207
1988,5,3,5,38,1.1557
1988,6,1,1,304,6.0912
1988,6,1,2,163,5.2496
1988,6,1,3,109,10.0989
1988,6,1,4,145,6.7693
1988,6,1,5,259,5.2131
1988,6,2,1,50,7.0681
1988,6,2,2,50,7.7700
1988,6,2,3,35,3.8904
1988,6,2,4,45,8.6024
1988,6,2,5,62,8.3150
1988,6,3,1,49,6.6734
1988,6,3,2,55,5.8586
1988,6,3,3,46,7.5955
1988,6,3,4,39,5.9759
1988,6,3,5,38,5.8107
1988,7,1,1,325,-0.7432
1988,7,1,2,192,0.1765
1988,7,1,3,119,-0.2008
1988,7,1,4,177,-1.1250
1988,7,1,5,273,-0.0100
1988,7,2,1,59,-1.4826
1988,7,2,2,63,0.1775
1988,7,2,3,43,-2.4188
1988,7,2,4,49,-3.8377
1988,7,2,5,58,-3.1848
1988,7,3,1,48,-1.3175
1988,7,3,2,53,-0.4478
1988,7,3,3,51,-2.0631
1988,7,3,4,44,-1.8978
1988,7,3,5,35,0.1101
1988,8,1,1,320,-3.1705
1988,8,1,2,192,-2.2094
1988,8,1,3,119,-3.0581
1988,8,1,4,177,-1.8357
1988,8,1,5,269,-3.7718
1988,8,2,1,59,-3.4572
1988,8,2,2,63,-4.3738
1988,8,2,3,43,-3.4951
1988,8,2,4,48,-3.1881
1988,8,2,5,58,-2.4000
1988,8,3,1,48,-3.9555
1988,8,3,2,53,-3.4609
1988,8,3,3,51,-2.5883
1988,8,3,4,44,-6.9369
1988,8,3,5,35,-4.3831
1988,9,1,1,318,1.3036
1988,9,1,2,190,3.1213
1988,9,1,3,118,1.6912
1988,9,1,4,175,3.3935
1988,9,1,5,265,2.3520
1988,9,2,1,58,2.1402
1988,9,2,2,63,1.8984
1988,9,2,3,42,0.7570
1988,9,2,4,48,4.6081
1988,9,2,5,58,4.0661
1988,9,3,1,48,4.0829
1988,9,3,2,53,4.7400
1988,9,3,3,50,6.7508
1988,9,3,4,44,4.7586
1988,9,3,5,35,5.4906
1988,10,1,1,313,-3.5493
1988,10,1,2,190,-1.5927
1988,10,1,3,117,-1.3145
1988,10,1,4,173,-2.5707
1988,10,1,5,264,-2.5286
1988,10,2,1,58,-1.3616
1988,10,2,2,62,-2.4907
1988,10,2,3,42,-0.8941
1988,10,2,4,47,1.7511
1988,10,2,5,58,3.2920
1988,10,3,1,48,2.1920
1988,10,3,2,53,6.8356
1988,10,3,3,50,5.7335
1988,10,3,4,44,3.1020
1988,10,3,5,35,0.4694
1988,11,1,1,309,-5.1383
1988,11,1,2,188,-2.5221
1988,11,1,3,117,-5.0535
1988,11,1,4,172,-4.8857
1988,11,1,5,261,-3.1584
1988,11,2,1,58,-1.4050
1988,11,2,2,61,-5.4492
1988,11,2,3,42,-2.8579
1988,11,2,4,47,-2.5640
1988,11,2,5,57,-2.9143
1988,11,3,1,47,-2.3171
1988,11,3,2,52,0.0393
1988,11,3,3,50,-0.4778
1988,11,3,4,44,-2.5513
1988,11,3,5,34,-2.8420
1988,12,1,1,307,4.4622
1988,12,1,2,187,4.4675
1988,12,1,3,114,3.8507
1988,12,1,4,171,4.0953
1988,12,1,5,257,4.0465
1988,12,2,1,55,4.7937
1988,12,2,2,61,5.5502
1988,12,2,3,42,5.5938
1988,12,2,4,47,3.5767
1988,12,2,5,55,3.7465
1988,12,3,1,47,2.0578
1988,12,3,2,52,1.1851
1988,12,3,3,50,1.5753
1988,12,3,4,44,1.7744
1988,12,3,5,34,2.5935
1989,1,1,1,306,6.6532
1989,1,1,2,185,6.8549
1989,1,1,3,111,3.3301
1989,1,1,4,169,3.5562
1989,1,1,5,256,5.3668
1989,1,2,1,55,4.6996
1989,1,2,2,61,3.3772
1989,1,2,3,42,5.1284
1989,1,2,4,47,2.6152
1989,1,2,5,54,6.6069
1989,1,3,1,47,8.3162
1989,1,3,2,52,7.6256
1989,1,3,3,49,7.7198
1989,1,3,4,44,7.3319
1989,1,3,5,34,6.3504
1989,2,1,1,303,0.5416
1989,2,1,2,183,-0.0470
1989,2,1,3,111,-1.4720
1989,2,1,4,167,0.5180
1989,2,1,5,253,1.9302
1989,2,2,1,55,-0.6550
1989,2,2,2,61,1.9394
1989,2,2,3,41,1.0889
1989,2,2,4,47,1.6067
1989,2,2,5,54,-0.3400
1989,2,3,1,46,-3.1845
1989,2,3,2,52,-1.6649
1989,2,3,3,49,-3.0408
1989,2,3,4,44,-3.4209
1989,2,3,5,34,-2.8624
1989,3,1,1,299,3.7294
1989,3,1,2,182,1.7921
1989,3,1,3,111,0.6743
1989,3,1,4,166,2.8063
1989,3,1,5,248,3.7238
1989,3,2,1,55,0.5066
1989,3,2,2,60,3.5362
1989,3,2,3,41,3.6210
1989,3,2,4,47,4.8940
1989,3,2,5,54,2.4269
1989,3,3,1,46,-0.2493
1989,3,3,2,52,1.5287
1989,3,3,3,49,1.4203
1989,3,3,4,44,-3.4721
1989,3,3,5,34,3.0751
1989,4,1,1,297,5.4079
1989,4,1,2,178,2.4310
1989,4,1,3,111,4.4138
1989,4,1,4,164,3.7965
1989,4,1,5,245,4.0110
1989,4,2,1,55,3.9849
1989,4,2,2,60,3.3896
1989,4,2,3,41,5.8977
1989,4,2,4,47,5.1042
1989,4,2,5,53,6.4727
1989,4,3,1,45,4.4813
1989,4,3,2,52,3.3199
1989,4,3,3,49,6.8239
1989,4,3,4,44,4.9819
1989,4,3,5,34,7.2374
1989,5,1,1,294,5.5775
1989,5,1,2,176,3.1129
1989,5,1,3,111,6.8836
1989,5,1,4,164,2.7619
1989,5,1,5,243,2.7860
1989,5,2,1,55,3.8494
1989,5,2,2,58,5.2519
1989,5,2,3,41,2.6208
1989,5,2,4,46,4.8430
1989,5,2,5,52,4.7049
1989,5,3,1,45,3.0779
1989,5,3,2,52,3.1584
1989,5,3,3,49,7.3926
1989,5,3,4,44,2.1673
1989,5,3,5,34,5.3504
1989,6,1,1,292,-2.2760
1989,6,1,2,173,-0.4259
1989,6,1,3,110,-0.7727
1989,6,1,4,161,-0.6565
1989,6,1,5,241,-2.0947
1989,6,2,1,55,-4.2874
1989,6,2,2,57,-3.4701
1989,6,2,3,41,-2.0168
1989,6,2,4,46,-2.6937
1989,6,2,5,52,-1.2066
1989,6,3,1,44,0.3657
1989,6,3,2,51,-0.7165
1989,6,3,3,49,-2.4988
1989,6,3,4,44,-2.2974
1989,6,3,5,33,-0.8666
1989,7,1,1,324,3.6289
