year,month,rank_ME,rank_RDMq_1,nstocks,ret_vw
1990,1,1,1,146,-6.9229
1990,1,1,2,119,-6.2607
1990,1,1,3,134,-10.1592
1990,1,1,4,132,-5.7505
1990,1,1,5,283,-6.6795
1990,1,2,1,35,-9.3914
1990,1,2,2,37,-7.0772
1990,1,2,3,39,-9.6859
1990,1,2,4,34,-9.1238
1990,1,2,5,25,-7.2576
1990,1,3,1,38,-7.8960
1990,1,3,2,31,-5.7778
1990,1,3,3,27,-8.0518
1990,1,3,4,16,-0.6015
1990,1,3,5,11,-4.4668
1990,2,1,1,158,4.6666
1990,2,1,2,122,2.0449
1990,2,1,3,105,2.7389
1990,2,1,4,166,2.2265
1990,2,1,5,263,2.6994
1990,2,2,1,35,4.0423
1990,2,2,2,33,3.8515
1990,2,2,3,30,9.7428
1990,2,2,4,38,9.0725
1990,2,2,5,22,5.9978
1990,2,3,1,36,-0.3232
1990,2,3,2,32,0.5778
1990,2,3,3,29,3.5309
1990,2,3,4,16,3.1750
1990,2,3,5,14,-0.3149
1990,3,1,1,147,3.1982
1990,3,1,2,107,4.4696
1990,3,1,3,115,1.9202
1990,3,1,4,181,5.3679
1990,3,1,5,263,4.9064
1990,3,2,1,36,8.9763
1990,3,2,2,35,6.4852
1990,3,2,3,26,3.5147
1990,3,2,4,46,4.7795
1990,3,2,5,21,8.7580
1990,3,3,1,33,4.0970
1990,3,3,2,38,3.2926
1990,3,3,3,28,6.5895
1990,3,3,4,18,4.5488
1990,3,3,5,12,3.1056
1990,4,1,1,138,2.7888
1990,4,1,2,121,-3.7307
1990,4,1,3,93,-3.9783
1990,4,1,4,170,-1.0799
1990,4,1,5,269,-2.6810
1990,4,2,1,39,-6.0562
1990,4,2,2,35,-0.9563
1990,4,2,3,35,-3.5182
1990,4,2,4,41,-1.3591
1990,4,2,5,24,-5.5789
1990,4,3,1,36,-1.0489
1990,4,3,2,39,-0.4696
1990,4,3,3,26,-3.3822
1990,4,3,4,20,-0.8738
1990,4,3,5,14,-1.6002
1990,5,1,1,155,2.4111
1990,5,1,2,148,4.8972
1990,5,1,3,159,8.4460
1990,5,1,4,172,6.3454
1990,5,1,5,293,6.7977
1990,5,2,1,67,9.9137
1990,5,2,2,56,10.4473
1990,5,2,3,50,13.0979
1990,5,2,4,68,10.9169
1990,5,2,5,37,11.7965
1990,5,3,1,60,9.7435
1990,5,3,2,60,8.3529
1990,5,3,3,45,8.8904
1990,5,3,4,30,11.1724
1990,5,3,5,33,7.7213
1990,6,1,1,155,3.1192
1990,6,1,2,127,4.0218
1990,6,1,3,157,1.4930
1990,6,1,4,181,1.7943
1990,6,1,5,297,0.7682
1990,6,2,1,65,0.8241
1990,6,2,2,58,-0.1939
1990,6,2,3,45,0.1722
1990,6,2,4,62,1.0693
1990,6,2,5,35,2.2090
1990,6,3,1,60,0.2531
1990,6,3,2,57,1.7296
1990,6,3,3,49,-2.3145
1990,6,3,4,34,-2.2266
1990,6,3,5,32,-3.5309
1990,7,1,1,155,-5.5275
1990,7,1,2,128,-4.5807
1990,7,1,3,141,-7.0050
1990,7,1,4,210,-6.5061
1990,7,1,5,267,-5.0501
1990,7,2,1,64,-4.0996
1990,7,2,2,59,-5.2631
1990,7,2,3,40,-6.4251
1990,7,2,4,57,-2.7502
1990,7,2,5,33,-6.6643
1990,7,3,1,59,1.0114
1990,7,3,2,53,3.8622
1990,7,3,3,53,0.3959
1990,7,3,4,34,-5.9927
1990,7,3,5,33,-1.9117
1990,8,1,1,127,-15.3127
1990,8,1,2,88,-15.6413
1990,8,1,3,112,-13.0002
1990,8,1,4,164,-15.1827
1990,8,1,5,265,-14.4095
1990,8,2,1,44,-12.9962
1990,8,2,2,32,-15.6369
1990,8,2,3,43,-15.3773
1990,8,2,4,40,-19.1713
1990,8,2,5,24,-17.2605
1990,8,3,1,39,-7.9633
1990,8,3,2,30,-9.2211
1990,8,3,3,26,-12.6031
1990,8,3,4,23,-8.8292
1990,8,3,5,13,-10.5986
1990,9,1,1,129,-8.8094
1990,9,1,2,97,-9.2493
1990,9,1,3,116,-11.2857
1990,9,1,4,176,-14.0929
1990,9,1,5,248,-10.2277
1990,9,2,1,42,-8.6182
1990,9,2,2,34,-14.3150
1990,9,2,3,38,-9.4282
1990,9,2,4,31,-10.7350
1990,9,2,5,25,-12.6538
1990,9,3,1,42,-4.6937
1990,9,3,2,29,-5.8320
1990,9,3,3,27,-2.4490
1990,9,3,4,19,-13.7114
1990,9,3,5,13,-14.1559
1990,10,1,1,115,-1.7186
1990,10,1,2,118,-4.3715
1990,10,1,3,119,-6.4860
1990,10,1,4,182,-4.9159
1990,10,1,5,239,-6.2866
1990,10,2,1,34,-5.3764
1990,10,2,2,35,-4.1191
1990,10,2,3,39,-4.5282
1990,10,2,4,32,0.4703
1990,10,2,5,26,-8.2963
1990,10,3,1,44,1.5549
1990,10,3,2,28,1.3282
1990,10,3,3,28,2.4865
1990,10,3,4,22,-8.4906
1990,10,3,5,12,-10.6013
1990,11,1,1,135,5.8803
1990,11,1,2,125,4.9357
1990,11,1,3,114,7.0064
1990,11,1,4,191,6.3725
1990,11,1,5,235,6.3151
1990,11,2,1,40,12.0335
1990,11,2,2,43,7.9403
1990,11,2,3,42,16.5077
1990,11,2,4,39,14.8854
1990,11,2,5,27,13.0720
1990,11,3,1,48,10.2900
1990,11,3,2,32,6.1970
1990,11,3,3,25,5.8242
1990,11,3,4,20,15.0607
1990,11,3,5,11,7.5438
1990,12,1,1,125,1.6623
1990,12,1,2,120,3.9860
1990,12,1,3,101,0.4078
1990,12,1,4,227,0.1212
1990,12,1,5,240,-2.8782
1990,12,2,1,37,6.1539
1990,12,2,2,45,8.1846
1990,12,2,3,39,8.8617
1990,12,2,4,42,4.4420
1990,12,2,5,20,8.4968
1990,12,3,1,47,3.5851
1990,12,3,2,35,3.2565
1990,12,3,3,22,0.7455
1990,12,3,4,27,11.9304
1990,12,3,5,8,2.7333
1991,1,1,1,133,10.9229
1991,1,1,2,85,12.0629
1991,1,1,3,100,13.9420
1991,1,1,4,207,17.1839
1991,1,1,5,258,20.7297
1991,1,2,1,47,13.1046
1991,1,2,2,45,12.4895
1991,1,2,3,42,16.8987
1991,1,2,4,38,22.2793
1991,1,2,5,26,22.8126
1991,1,3,1,47,5.3920
1991,1,3,2,31,5.7154
1991,1,3,3,30,5.2807
1991,1,3,4,24,11.6560
1991,1,3,5,9,17.5340
1991,2,1,1,137,15.6783
1991,2,1,2,66,12.4974
1991,2,1,3,112,15.0602
1991,2,1,4,174,18.1782
1991,2,1,5,274,17.2367
1991,2,2,1,52,7.0328
1991,2,2,2,38,13.2939
1991,2,2,3,39,9.6962
1991,2,2,4,34,12.5094
1991,2,2,5,25,17.7122
1991,2,3,1,44,8.8595
1991,2,3,2,30,6.3172
1991,2,3,3,30,5.6066
1991,2,3,4,30,5.5240
1991,2,3,5,9,1.9763
1991,3,1,1,141,8.2980
1991,3,1,2,68,11.7206
1991,3,1,3,111,12.8790
1991,3,1,4,175,13.1455
1991,3,1,5,264,14.0245
1991,3,2,1,57,9.9671
1991,3,2,2,34,7.4188
1991,3,2,3,40,5.4512
1991,3,2,4,34,6.3551
1991,3,2,5,23,12.5502
1991,3,3,1,44,6.7437
1991,3,3,2,32,0.1868
1991,3,3,3,34,1.4127
1991,3,3,4,29,-4.9086
1991,3,3,5,14,0.7684
1991,4,1,1,141,1.6311
1991,4,1,2,83,3.3287
1991,4,1,3,107,1.3368
1991,4,1,4,161,1.6704
1991,4,1,5,248,2.1473
1991,4,2,1,56,-2.1709
1991,4,2,2,39,-2.5429
1991,4,2,3,42,-0.4435
1991,4,2,4,33,-2.4243
1991,4,2,5,26,1.3274
1991,4,3,1,51,-0.3654
1991,4,3,2,33,-2.0648
1991,4,3,3,29,0.6297
1991,4,3,4,29,-2.9431
1991,4,3,5,15,0.1986
1991,5,1,1,165,5.9194
1991,5,1,2,119,0.6671
1991,5,1,3,165,4.2850
1991,5,1,4,194,4.3310
1991,5,1,5,253,2.1585
1991,5,2,1,83,4.3608
1991,5,2,2,46,3.6433
1991,5,2,3,54,5.9612
1991,5,2,4,49,2.5510
1991,5,2,5,42,5.2766
1991,5,3,1,75,3.4507
1991,5,3,2,58,1.4647
1991,5,3,3,55,5.4746
1991,5,3,4,35,4.9988
1991,5,3,5,35,12.6670
1991,6,1,1,164,-7.3276
1991,6,1,2,108,-5.3571
1991,6,1,3,174,-7.8365
1991,6,1,4,186,-5.8950
1991,6,1,5,263,-5.0780
1991,6,2,1,77,-8.5151
1991,6,2,2,50,-6.8342
