year,month,rank_ME,rank_RDSq_12,nstocks,ret_vw
1990,9,3,4,64,-4.5497
1990,9,3,5,82,-6.1812
1990,10,1,1,234,-5.2789
1990,10,1,2,223,-6.4954
1990,10,1,3,311,-2.9649
1990,10,1,4,336,-4.3781
1990,10,1,5,551,-5.3243
1990,10,2,1,53,-10.5140
1990,10,2,2,61,-3.5564
1990,10,2,3,73,-6.8193
1990,10,2,4,94,-2.9809
1990,10,2,5,137,-4.6535
1990,10,3,1,65,-1.2815
1990,10,3,2,56,0.7413
1990,10,3,3,70,4.3968
1990,10,3,4,65,0.5853
1990,10,3,5,82,-1.8842
1990,11,1,1,251,6.1222
1990,11,1,2,244,10.6737
1990,11,1,3,329,5.9604
1990,11,1,4,368,6.4643
1990,11,1,5,585,5.7015
1990,11,2,1,55,6.4255
1990,11,2,2,65,12.2354
1990,11,2,3,77,12.8424
1990,11,2,4,97,14.9016
1990,11,2,5,149,14.6345
1990,11,3,1,66,6.8790
1990,11,3,2,56,6.1344
1990,11,3,3,72,3.7861
1990,11,3,4,67,9.8306
1990,11,3,5,83,9.5851
1990,12,1,1,257,-0.2055
1990,12,1,2,249,2.1554
1990,12,1,3,337,1.9472
1990,12,1,4,375,3.5340
1990,12,1,5,587,0.5332
1990,12,2,1,55,5.4410
1990,12,2,2,67,10.9452
1990,12,2,3,79,6.4907
1990,12,2,4,100,4.1380
1990,12,2,5,148,6.5366
1990,12,3,1,66,5.0761
1990,12,3,2,57,4.0505
1990,12,3,3,72,0.6713
1990,12,3,4,68,3.9131
1990,12,3,5,85,2.5714
1991,1,1,1,248,11.0994
1991,1,1,2,227,12.1679
1991,1,1,3,321,12.0077
1991,1,1,4,356,13.2984
1991,1,1,5,565,19.2363
1991,1,2,1,55,7.5515
1991,1,2,2,66,11.2633
1991,1,2,3,78,12.1920
1991,1,2,4,102,14.9622
1991,1,2,5,146,20.8211
1991,1,3,1,65,4.3679
1991,1,3,2,60,6.6819
1991,1,3,3,72,8.3668
1991,1,3,4,67,6.3073
1991,1,3,5,83,9.3911
1991,2,1,1,256,13.5608
1991,2,1,2,238,10.1818
1991,2,1,3,334,12.6785
1991,2,1,4,376,13.9241
1991,2,1,5,580,16.9806
1991,2,2,1,58,10.1071
1991,2,2,2,69,8.6866
1991,2,2,3,84,10.0415
1991,2,2,4,103,9.9760
1991,2,2,5,150,11.1758
1991,2,3,1,63,7.1760
1991,2,3,2,61,6.7167
1991,2,3,3,74,5.1124
1991,2,3,4,68,7.6910
1991,2,3,5,83,7.3752
1991,3,1,1,258,9.2840
1991,3,1,2,241,8.3819
1991,3,1,3,334,9.2676
1991,3,1,4,384,10.9381
1991,3,1,5,575,15.4571
1991,3,2,1,56,2.6050
1991,3,2,2,72,8.4025
1991,3,2,3,83,7.9399
1991,3,2,4,101,7.4866
1991,3,2,5,155,8.1341
1991,3,3,1,63,2.6789
1991,3,3,2,61,2.4733
1991,3,3,3,76,1.1501
1991,3,3,4,66,1.7488
1991,3,3,5,82,1.0250
1991,4,1,1,243,0.0758
1991,4,1,2,228,1.4744
1991,4,1,3,318,-0.4783
1991,4,1,4,352,0.8261
1991,4,1,5,554,0.6612
1991,4,2,1,60,-1.4044
1991,4,2,2,72,0.9305
1991,4,2,3,85,-3.5051
1991,4,2,4,97,0.2053
1991,4,2,5,156,-2.8938
1991,4,3,1,61,2.7853
1991,4,3,2,62,-0.9419
1991,4,3,3,75,1.0264
1991,4,3,4,65,-2.0625
1991,4,3,5,83,-1.3093
1991,5,1,1,263,6.5002
1991,5,1,2,257,6.2451
1991,5,1,3,352,5.0222
1991,5,1,4,375,2.9821
1991,5,1,5,574,2.7028
1991,5,2,1,67,1.9327
1991,5,2,2,82,4.3050
1991,5,2,3,96,4.7238
1991,5,2,4,105,2.1833
1991,5,2,5,162,4.8947
1991,5,3,1,63,3.0845
1991,5,3,2,69,6.4812
1991,5,3,3,84,2.5840
1991,5,3,4,74,4.4710
1991,5,3,5,88,6.3722
1991,6,1,1,260,-4.6299
1991,6,1,2,254,-5.2304
1991,6,1,3,346,-7.3844
1991,6,1,4,377,-8.3271
1991,6,1,5,581,-7.9078
1991,6,2,1,67,-3.0406
1991,6,2,2,77,-3.4424
1991,6,2,3,98,-2.3060
1991,6,2,4,106,-9.9846
1991,6,2,5,163,-10.3899
1991,6,3,1,63,-4.7710
1991,6,3,2,69,-4.3123
1991,6,3,3,84,-2.3689
1991,6,3,4,72,-4.8340
1991,6,3,5,90,-7.5236
1991,7,1,1,228,3.8295
1991,7,1,2,230,3.9901
1991,7,1,3,318,3.1058
1991,7,1,4,346,3.5585
1991,7,1,5,555,5.1726
1991,7,2,1,61,5.8797
1991,7,2,2,61,4.6861
1991,7,2,3,88,10.3287
1991,7,2,4,103,2.6864
1991,7,2,5,160,5.4093
1991,7,3,1,59,4.4642
1991,7,3,2,65,5.1157
1991,7,3,3,72,4.4872
1991,7,3,4,63,5.4464
1991,7,3,5,87,6.6236
1991,8,1,1,235,4.6395
1991,8,1,2,242,4.8274
1991,8,1,3,336,3.2655
1991,8,1,4,363,3.9963
1991,8,1,5,574,8.7698
1991,8,2,1,63,2.1880
1991,8,2,2,64,4.9613
1991,8,2,3,88,1.9430
1991,8,2,4,102,6.2932
1991,8,2,5,168,6.5488
1991,8,3,1,59,1.2015
1991,8,3,2,67,2.6348
1991,8,3,3,74,0.2007
1991,8,3,4,63,1.9211
1991,8,3,5,90,3.0291
1991,9,1,1,241,-0.5270
1991,9,1,2,239,0.1033
1991,9,1,3,330,1.7283
1991,9,1,4,358,2.0874
1991,9,1,5,566,5.8117
1991,9,2,1,64,-0.2617
1991,9,2,2,65,-0.5818
1991,9,2,3,87,-1.5718
1991,9,2,4,103,0.4002
1991,9,2,5,169,-1.0591
1991,9,3,1,59,-4.3954
1991,9,3,2,68,-1.6243
1991,9,3,3,74,-1.3795
1991,9,3,4,64,-1.5843
1991,9,3,5,90,-1.2518
1991,10,1,1,237,1.1224
1991,10,1,2,225,-0.1517
1991,10,1,3,301,2.5973
1991,10,1,4,352,7.5437
1991,10,1,5,554,12.5713
1991,10,2,1,65,3.9338
1991,10,2,2,64,1.3647
1991,10,2,3,86,1.5878
1991,10,2,4,101,3.0866
1991,10,2,5,170,8.3871
1991,10,3,1,59,2.6750
1991,10,3,2,68,2.0573
1991,10,3,3,75,3.5133
1991,10,3,4,64,4.1758
1991,10,3,5,89,3.7920
1991,11,1,1,246,-2.6486
1991,11,1,2,237,-3.4438
1991,11,1,3,316,-2.9964
1991,11,1,4,360,-4.3075
1991,11,1,5,571,-5.9946
1991,11,2,1,70,-7.3343
1991,11,2,2,64,-4.3490
1991,11,2,3,88,-2.9626
1991,11,2,4,109,-7.7402
1991,11,2,5,194,-9.5562
1991,11,3,1,59,-4.6645
1991,11,3,2,72,-4.6179
1991,11,3,3,78,-5.0356
1991,11,3,4,68,-3.7257
1991,11,3,5,97,-2.2372
1991,12,1,1,245,4.9710
1991,12,1,2,229,6.9007
1991,12,1,3,317,6.4839
1991,12,1,4,357,8.9916
1991,12,1,5,575,8.6725
1991,12,2,1,71,8.6863
1991,12,2,2,61,13.8362
1991,12,2,3,87,14.1967
1991,12,2,4,116,12.2065
1991,12,2,5,194,12.9144
1991,12,3,1,59,10.1871
1991,12,3,2,75,11.3878
1991,12,3,3,77,12.0913
1991,12,3,4,67,13.8751
1991,12,3,5,98,12.1241
1992,1,1,1,229,12.8094
1992,1,1,2,216,12.6013
1992,1,1,3,297,12.8447
1992,1,1,4,342,16.0689
1992,1,1,5,554,17.9424
1992,1,2,1,72,5.7270
1992,1,2,2,61,4.4277
1992,1,2,3,86,4.1888
1992,1,2,4,112,7.5114
1992,1,2,5,194,11.0454
1992,1,3,1,60,-1.5685
1992,1,3,2,75,-0.2149
1992,1,3,3,78,-2.2942
1992,1,3,4,66,-2.7882
1992,1,3,5,98,-0.8988
1992,2,1,1,243,5.0456
1992,2,1,2,227,4.1437
1992,2,1,3,320,4.0414
1992,2,1,4,351,5.2383
1992,2,1,5,560,-0.9132
1992,2,2,1,74,4.4928
1992,2,2,2,62,3.5449
1992,2,2,3,94,2.8115
1992,2,2,4,113,0.0967
1992,2,2,5,214,-0.6955
1992,2,3,1,61,2.9082
1992,2,3,2,75,1.1466
1992,2,3,3,82,1.1916
1992,2,3,4,71,0.3719
1992,2,3,5,98,0.5629
1992,3,1,1,234,-4.8829
1992,3,1,2,228,-2.1430
1992,3,1,3,322,-4.3144
1992,3,1,4,344,-5.0187
1992,3,1,5,561,-7.4850
1992,3,2,1,71,-4.3925
1992,3,2,2,60,-3.6969
1992,3,2,3,97,-5.3201
1992,3,2,4,112,-6.8131
1992,3,2,5,219,-9.3131
1992,3,3,1,61,-1.1866
1992,3,3,2,76,-1.2741
1992,3,3,3,82,1.9928
1992,3,3,4,71,-4.1703
1992,3,3,5,103,-5.7379
1992,4,1,1,229,-6.7081
1992,4,1,2,219,-8.9594
1992,4,1,3,307,-7.3869
1992,4,1,4,323,-7.7566
1992,4,1,5,551,-10.7604
1992,4,2,1,72,-3.3288
1992,4,2,2,63,-4.2941
1992,4,2,3,94,-3.0369
1992,4,2,4,112,-4.1103
1992,4,2,5,219,-10.7677
1992,4,3,1,61,4.0492
1992,4,3,2,75,3.2484
1992,4,3,3,80,3.1613
1992,4,3,4,72,0.6047
1992,4,3,5,104,-0.3306
1992,5,1,1,246,-1.7328
1992,5,1,2,241,-0.6255
1992,5,1,3,336,-0.6310
1992,5,1,4,356,-0.0218
1992,5,1,5,592,-1.9719
1992,5,2,1,75,2.0542
1992,5,2,2,68,1.3565
1992,5,2,3,102,0.0593
1992,5,2,4,128,1.1614
1992,5,2,5,235,0.6438
1992,5,3,1,72,0.2024
1992,5,3,2,90,1.1856
1992,5,3,3,88,-0.3785
1992,5,3,4,84,0.2365
1992,5,3,5,106,1.2680
1992,6,1,1,247,-8.2259
1992,6,1,2,236,-10.6112
1992,6,1,3,333,-5.1516
1992,6,1,4,356,-7.5060
1992,6,1,5,585,-8.9755
1992,6,2,1,75,-4.4848
1992,6,2,2,64,-7.0904
1992,6,2,3,101,-4.2174
1992,6,2,4,124,-3.4391
1992,6,2,5,235,-6.1089
1992,6,3,1,72,-0.6458
1992,6,3,2,91,-4.0955
1992,6,3,3,90,-1.9729
1992,6,3,4,84,-5.3870
1992,6,3,5,107,-2.0138
1992,7,1,1,226,-0.0112
1992,7,1,2,198,1.4058
1992,7,1,3,297,0.8425
1992,7,1,4,309,2.5135
1992,7,1,5,529,0.6891
1992,7,2,1,67,-3.4858
1992,7,2,2,55,2.7549
1992,7,2,3,92,4.7611
1992,7,2,4,112,2.2180
1992,7,2,5,231,3.2429
1992,7,3,1,62,3.1083
1992,7,3,2,85,4.7458
1992,7,3,3,82,3.5474
1992,7,3,4,81,5.8504
1992,7,3,5,103,3.8744
1992,8,1,1,230,-3.4169
1992,8,1,2,212,-4.6192
1992,8,1,3,315,-3.5155
1992,8,1,4,335,-3.5744
1992,8,1,5,559,-6.1759
1992,8,2,1,73,-4.7969
1992,8,2,2,58,-4.2768
1992,8,2,3,93,-4.3103
1992,8,2,4,118,-3.7711
1992,8,2,5,249,-5.9397
1992,8,3,1,63,-3.5302
1992,8,3,2,88,-2.5158
1992,8,3,3,84,-2.9064
1992,8,3,4,86,-3.1842
1992,8,3,5,107,-4.8411
1992,9,1,1,230,1.7373
1992,9,1,2,213,0.5208
1992,9,1,3,313,-0.7095
1992,9,1,4,331,2.0884
1992,9,1,5,557,1.7792
1992,9,2,1,72,1.9457
1992,9,2,2,57,3.6987
1992,9,2,3,93,0.4027
1992,9,2,4,115,2.7948
1992,9,2,5,247,2.8669
1992,9,3,1,62,2.5496
1992,9,3,2,87,1.4374
1992,9,3,3,83,1.2645
1992,9,3,4,86,-1.7425
1992,9,3,5,108,-1.5127
1992,10,1,1,222,-2.3443
1992,10,1,2,201,3.3663
1992,10,1,3,302,3.3639
1992,10,1,4,317,4.3583
1992,10,1,5,552,4.1166
1992,10,2,1,71,3.3608
1992,10,2,2,56,1.7526
1992,10,2,3,94,0.9305
1992,10,2,4,113,6.4604
1992,10,2,5,246,6.8621
1992,10,3,1,61,2.3512
1992,10,3,2,87,1.2501
1992,10,3,3,82,0.1385
1992,10,3,4,86,2.3027
1992,10,3,5,108,1.0731
1992,11,1,1,226,10.6079
1992,11,1,2,209,8.6339
1992,11,1,3,323,11.5160
1992,11,1,4,340,11.6380
1992,11,1,5,586,14.6820
1992,11,2,1,75,4.9809
1992,11,2,2,56,3.7615
1992,11,2,3,101,7.8717
1992,11,2,4,119,13.0879
1992,11,2,5,251,13.3814
1992,11,3,1,62,4.3771
1992,11,3,2,87,3.8635
1992,11,3,3,81,5.0434
1992,11,3,4,87,3.8985
1992,11,3,5,111,3.8978
1992,12,1,1,225,0.9056
1992,12,1,2,215,2.5182
1992,12,1,3,321,4.5598
1992,12,1,4,341,2.2793
1992,12,1,5,586,1.5521
1992,12,2,1,75,1.5112
1992,12,2,2,56,3.6113
1992,12,2,3,102,3.7349
1992,12,2,4,120,1.3277
1992,12,2,5,250,3.4520
1992,12,3,1,61,0.8903
1992,12,3,2,87,1.7044
1992,12,3,3,82,3.8290
1992,12,3,4,87,-1.7600
1992,12,3,5,114,-1.6405
1993,1,1,1,221,6.1232
1993,1,1,2,202,6.6966
1993,1,1,3,309,4.0744
1993,1,1,4,321,4.5338
1993,1,1,5,573,2.4007
1993,1,2,1,73,2.6858
1993,1,2,2,50,1.7209
1993,1,2,3,94,-0.2298
1993,1,2,4,110,0.5206
1993,1,2,5,249,-0.2522
1993,1,3,1,62,1.1673
1993,1,3,2,86,0.5362
1993,1,3,3,82,1.1212
1993,1,3,4,84,-2.9451
1993,1,3,5,111,-0.4352
1993,2,1,1,230,-3.1485
1993,2,1,2,222,-6.5330
1993,2,1,3,311,-4.7353
1993,2,1,4,342,-6.4759
1993,2,1,5,589,-9.0239
1993,2,2,1,74,-2.0312
1993,2,2,2,52,-1.5832
1993,2,2,3,90,-6.9908
1993,2,2,4,120,-7.9779
1993,2,2,5,253,-8.0439
1993,2,3,1,65,0.8704
1993,2,3,2,90,-1.2079
1993,2,3,3,83,1.4078
1993,2,3,4,86,-1.0632
1993,2,3,5,108,-3.1450
1993,3,1,1,230,0.1432
1993,3,1,2,228,0.6034
1993,3,1,3,317,0.6328
1993,3,1,4,347,0.0781
1993,3,1,5,598,1.6187
1993,3,2,1,75,3.0144
1993,3,2,2,55,-0.2908
1993,3,2,3,90,1.6556
1993,3,2,4,118,-1.3093
1993,3,2,5,240,0.7848
1993,3,3,1,66,2.6277
1993,3,3,2,89,3.0676
1993,3,3,3,83,1.9262
1993,3,3,4,86,1.8977
1993,3,3,5,103,0.7349
1993,4,1,1,222,-3.6086
1993,4,1,2,218,-5.7035
1993,4,1,3,294,-3.8992
1993,4,1,4,334,-5.4950
1993,4,1,5,582,-4.7609
1993,4,2,1,73,-2.9120
1993,4,2,2,54,-1.4944
1993,4,2,3,86,-5.2524
1993,4,2,4,120,-4.9496
1993,4,2,5,238,-3.7985
1993,4,3,1,66,-3.9857
1993,4,3,2,88,-1.7429
1993,4,3,3,79,-0.7372
1993,4,3,4,83,0.5499
1993,4,3,5,101,-0.1733
1993,5,1,1,244,4.8412
1993,5,1,2,245,4.6147
1993,5,1,3,349,6.8508
1993,5,1,4,370,5.6446
1993,5,1,5,632,7.5405
1993,5,2,1,72,3.6892
1993,5,2,2,64,4.2109
1993,5,2,3,104,6.7647
1993,5,2,4,136,10.0498
1993,5,2,5,244,12.0463
1993,5,3,1,67,1.5352
1993,5,3,2,96,2.2072
1993,5,3,3,87,6.2899
1993,5,3,4,101,5.2312
1993,5,3,5,108,5.3276
1993,6,1,1,247,0.8541
1993,6,1,2,246,0.2418
1993,6,1,3,346,1.0515
1993,6,1,4,369,1.1767
1993,6,1,5,631,-0.3143
1993,6,2,1,70,2.8937
1993,6,2,2,64,-1.3542
1993,6,2,3,102,0.5020
1993,6,2,4,135,0.9895
1993,6,2,5,244,0.9665
1993,6,3,1,71,-1.1157
1993,6,3,2,96,0.3455
1993,6,3,3,89,0.7786
1993,6,3,4,97,-2.1242
1993,6,3,5,107,-1.7781
1993,7,1,1,219,0.4249
1993,7,1,2,214,1.0116
1993,7,1,3,315,-0.7596
1993,7,1,4,345,1.2888
1993,7,1,5,609,-2.0049
1993,7,2,1,66,-1.4344
1993,7,2,2,60,0.4189
1993,7,2,3,85,0.7079
1993,7,2,4,130,3.2423
1993,7,2,5,231,-0.2442
1993,7,3,1,67,-2.4819
1993,7,3,2,90,-0.9394
1993,7,3,3,82,-0.8311
1993,7,3,4,86,-3.8873
1993,7,3,5,103,-7.1248
1993,8,1,1,234,3.1214
1993,8,1,2,235,6.2156
1993,8,1,3,324,5.4667
1993,8,1,4,385,5.4034
1993,8,1,5,655,5.9404
1993,8,2,1,71,1.6340
1993,8,2,2,61,2.9094
1993,8,2,3,86,1.4213
1993,8,2,4,141,5.4140
1993,8,2,5,247,8.8827
1993,8,3,1,70,4.3327
1993,8,3,2,90,3.5757
1993,8,3,3,83,1.9747
1993,8,3,4,87,5.2006
1993,8,3,5,108,5.3570
1993,9,1,1,231,2.7716
1993,9,1,2,235,3.2364
1993,9,1,3,327,1.7582
1993,9,1,4,382,2.6546
1993,9,1,5,661,3.5133
1993,9,2,1,70,0.0170
1993,9,2,2,60,0.4283
1993,9,2,3,87,3.5624
1993,9,2,4,139,3.2803
1993,9,2,5,250,4.1414
1993,9,3,1,71,-0.7818
1993,9,3,2,89,-1.7134
1993,9,3,3,83,-3.0310
1993,9,3,4,88,-0.7667
1993,9,3,5,107,1.3456
1993,10,1,1,229,5.7537
1993,10,1,2,220,4.3849
1993,10,1,3,313,5.9349
1993,10,1,4,368,6.0740
1993,10,1,5,652,8.0990
1993,10,2,1,65,3.9440
1993,10,2,2,56,4.1762
1993,10,2,3,83,4.5035
1993,10,2,4,134,3.7807
1993,10,2,5,239,1.3416
1993,10,3,1,71,2.5652
1993,10,3,2,86,5.2340
1993,10,3,3,82,0.1655
1993,10,3,4,88,3.9487
1993,10,3,5,108,2.3369
1993,11,1,1,241,-4.8962
1993,11,1,2,228,-2.4392
1993,11,1,3,342,-1.4533
1993,11,1,4,392,-3.1751
1993,11,1,5,670,-4.3481
1993,11,2,1,67,-1.0989
1993,11,2,2,60,0.6236
1993,11,2,3,89,-3.8304
1993,11,2,4,144,-2.2437
1993,11,2,5,250,-3.5851
1993,11,3,1,74,2.1190
1993,11,3,2,87,-0.0512
1993,11,3,3,82,-2.6388
1993,11,3,4,92,1.0025
1993,11,3,5,110,2.1865
1993,12,1,1,244,1.6037
1993,12,1,2,232,1.9989
1993,12,1,3,345,1.6800
1993,12,1,4,393,0.7210
1993,12,1,5,676,-1.2207
1993,12,2,1,65,2.7203
1993,12,2,2,60,5.3051
1993,12,2,3,89,1.8593
1993,12,2,4,142,3.4372
1993,12,2,5,251,1.0964
1993,12,3,1,74,1.2601
1993,12,3,2,88,2.8368
1993,12,3,3,84,0.5015
1993,12,3,4,93,1.8084
1993,12,3,5,115,1.9435
1994,1,1,1,237,3.3962
1994,1,1,2,221,5.8362
1994,1,1,3,320,5.1944
1994,1,1,4,384,5.4697
1994,1,1,5,661,4.6059
1994,1,2,1,64,2.3205
1994,1,2,2,58,4.5954
1994,1,2,3,84,3.6136
1994,1,2,4,138,2.7961
1994,1,2,5,245,5.2572
1994,1,3,1,72,4.6511
1994,1,3,2,84,6.2627
1994,1,3,3,82,5.7660
1994,1,3,4,95,2.7473
1994,1,3,5,116,3.0798
1994,2,1,1,245,-1.0195
1994,2,1,2,248,0.5275
1994,2,1,3,333,-0.1629
1994,2,1,4,402,-0.1616
1994,2,1,5,691,-3.1156
1994,2,2,1,67,0.2523
1994,2,2,2,58,1.4209
1994,2,2,3,84,3.3467
1994,2,2,4,145,1.3248
1994,2,2,5,246,-1.4478
1994,2,3,1,71,-0.0805
1994,2,3,2,84,-0.6511
1994,2,3,3,83,-3.6696
1994,2,3,4,98,-1.0404
1994,2,3,5,116,-3.6001
1994,3,1,1,242,-5.5982
1994,3,1,2,244,-3.0562
1994,3,1,3,339,-6.2976
1994,3,1,4,396,-3.9962
1994,3,1,5,691,-7.3232
1994,3,2,1,68,-6.9417
1994,3,2,2,59,-6.9780
1994,3,2,3,88,-7.0282
1994,3,2,4,147,-7.2432
1994,3,2,5,244,-8.0057
1994,3,3,1,71,-6.1195
1994,3,3,2,84,-3.0791
1994,3,3,3,82,-2.7613
1994,3,3,4,100,-3.8015
1994,3,3,5,119,-4.3862
1994,4,1,1,236,-0.1123
1994,4,1,2,224,-2.4948
1994,4,1,3,343,0.1608
1994,4,1,4,377,-1.9578
1994,4,1,5,691,-5.4219
1994,4,2,1,69,-1.3673
1994,4,2,2,59,-1.0185
1994,4,2,3,88,0.7695
1994,4,2,4,140,2.1598
1994,4,2,5,240,-1.6829
1994,4,3,1,69,-0.2105
1994,4,3,2,80,-0.0615
1994,4,3,3,81,0.3732
1994,4,3,4,98,-0.3448
1994,4,3,5,119,1.2608
1994,5,1,1,257,-0.3687
1994,5,1,2,262,-1.2666
1994,5,1,3,382,-2.5238
1994,5,1,4,418,-0.3514
1994,5,1,5,764,-2.2466
1994,5,2,1,80,1.9774
1994,5,2,2,70,-3.9803
1994,5,2,3,102,-2.5736
1994,5,2,4,154,-2.3980
1994,5,2,5,253,-3.0059
1994,5,3,1,75,-0.0124
1994,5,3,2,89,-0.6758
1994,5,3,3,89,3.2419
1994,5,3,4,115,3.4569
1994,5,3,5,121,5.0538
1994,6,1,1,257,-0.9284
1994,6,1,2,258,-5.3897
1994,6,1,3,375,-3.3223
1994,6,1,4,423,-3.9870
1994,6,1,5,756,-6.7859
1994,6,2,1,81,-1.2031
1994,6,2,2,69,-2.1086
1994,6,2,3,103,-4.4971
1994,6,2,4,154,-6.4867
1994,6,2,5,249,-6.5340
1994,6,3,1,74,-3.6255
1994,6,3,2,89,-3.4563
1994,6,3,3,88,-0.5122
1994,6,3,4,114,-3.7565
1994,6,3,5,120,-3.4660
1994,7,1,1,227,3.1976
1994,7,1,2,230,5.1414
1994,7,1,3,327,2.8964
1994,7,1,4,372,2.3513
1994,7,1,5,731,-1.0181
1994,7,2,1,73,0.3472
1994,7,2,2,64,2.0413
1994,7,2,3,92,2.7039
1994,7,2,4,132,2.2420
1994,7,2,5,240,1.8868
1994,7,3,1,67,5.2777
1994,7,3,2,86,3.5812
1994,7,3,3,72,1.7128
1994,7,3,4,105,4.1043
1994,7,3,5,115,1.9243
1994,8,1,1,242,4.5590
1994,8,1,2,246,5.6082
1994,8,1,3,350,6.5771
1994,8,1,4,413,7.7350
1994,8,1,5,787,6.6086
1994,8,2,1,74,5.7669
1994,8,2,2,65,7.4743
1994,8,2,3,100,9.3506
1994,8,2,4,135,11.0743
1994,8,2,5,250,13.2350
1994,8,3,1,67,5.5145
1994,8,3,2,88,6.0084
1994,8,3,3,76,2.7380
1994,8,3,4,108,8.6344
1994,8,3,5,118,11.0540
1994,9,1,1,239,3.5487
1994,9,1,2,244,0.6073
1994,9,1,3,347,2.5802
1994,9,1,4,408,3.7890
1994,9,1,5,779,2.9175
1994,9,2,1,75,-2.5625
1994,9,2,2,65,0.0354
1994,9,2,3,101,-0.3866
1994,9,2,4,135,1.8363
1994,9,2,5,253,1.0776
