year,month,rank_ME,rank_r10a,nstocks,ret_vw
1967,1,1,1,13,20.2361
1967,1,1,2,13,14.6334
1967,1,1,3,27,15.9603
1967,1,1,4,37,18.3934
1967,1,1,5,48,21.0106
1967,1,2,1,21,16.1236
1967,1,2,2,43,16.4460
1967,1,2,3,28,12.6852
1967,1,2,4,36,14.8383
1967,1,2,5,57,15.3711
1967,1,3,1,119,8.2335
1967,1,3,2,97,5.3685
1967,1,3,3,97,5.4201
1967,1,3,4,80,10.1507
1967,1,3,5,48,12.6606
1967,2,1,1,41,1.1121
1967,2,1,2,29,3.1723
1967,2,1,3,13,5.7074
1967,2,1,4,31,4.3154
1967,2,1,5,28,3.5523
1967,2,2,1,39,-0.0448
1967,2,2,2,40,0.9616
1967,2,2,3,37,0.2640
1967,2,2,4,33,2.3075
1967,2,2,5,38,3.2141
1967,2,3,1,73,-1.0768
1967,2,3,2,85,-1.0324
1967,2,3,3,102,1.1201
1967,2,3,4,89,2.3575
1967,2,3,5,88,1.3541
1967,3,1,1,29,4.8299
1967,3,1,2,28,9.0127
1967,3,1,3,26,5.9153
1967,3,1,4,24,7.9696
1967,3,1,5,35,6.9511
1967,3,2,1,45,5.7099
1967,3,2,2,34,3.8463
1967,3,2,3,31,5.5754
1967,3,2,4,39,4.9763
1967,3,2,5,41,6.7507
1967,3,3,1,79,5.4758
1967,3,3,2,91,4.8804
1967,3,3,3,95,3.4180
1967,3,3,4,92,3.0559
1967,3,3,5,78,4.9939
1967,4,1,1,39,1.8552
1967,4,1,2,31,4.2432
1967,4,1,3,23,10.1184
1967,4,1,4,20,3.8808
1967,4,1,5,28,4.3112
1967,4,2,1,54,2.3789
1967,4,2,2,41,3.9816
1967,4,2,3,42,0.7367
1967,4,2,4,26,2.1711
1967,4,2,5,28,5.7278
1967,4,3,1,61,5.0157
1967,4,3,2,80,5.9385
1967,4,3,3,89,2.6724
1967,4,3,4,107,2.6048
1967,4,3,5,98,5.5058
1967,5,1,1,42,-0.6195
1967,5,1,2,27,0.2873
1967,5,1,3,29,2.7609
1967,5,1,4,23,3.1074
1967,5,1,5,22,-0.3995
1967,5,2,1,46,-2.6442
1967,5,2,2,30,0.4580
1967,5,2,3,32,-0.7316
1967,5,2,4,41,-2.4080
1967,5,2,5,39,-1.5429
1967,5,3,1,67,-3.1715
1967,5,3,2,97,-3.7694
1967,5,3,3,92,-5.4936
1967,5,3,4,89,-4.9996
1967,5,3,5,91,-5.0858
1967,6,1,1,38,7.5419
1967,6,1,2,30,6.1113
1967,6,1,3,20,8.8776
1967,6,1,4,27,8.1668
1967,6,1,5,27,8.9320
1967,6,2,1,48,6.9283
1967,6,2,2,41,4.0302
1967,6,2,3,30,5.6218
1967,6,2,4,37,6.3870
1967,6,2,5,34,7.0211
1967,6,3,1,66,3.4268
1967,6,3,2,82,2.2897
1967,6,3,3,104,0.9834
1967,6,3,4,89,0.9878
1967,6,3,5,89,2.8893
1967,7,1,1,47,9.1076
1967,7,1,2,22,9.3826
1967,7,1,3,17,11.8041
1967,7,1,4,17,11.9483
1967,7,1,5,34,9.1369
1967,7,2,1,47,9.3919
1967,7,2,2,36,9.7586
1967,7,2,3,30,6.2153
1967,7,2,4,37,6.6903
1967,7,2,5,48,8.1541
1967,7,3,1,59,5.1842
1967,7,3,2,95,6.5199
1967,7,3,3,104,0.9171
1967,7,3,4,95,3.8875
1967,7,3,5,71,7.8556
1967,8,1,1,39,0.9904
1967,8,1,2,23,0.3112
1967,8,1,3,21,-0.0963
1967,8,1,4,27,2.3765
1967,8,1,5,27,-0.9023
1967,8,2,1,49,-0.2910
1967,8,2,2,36,0.4429
1967,8,2,3,28,2.1846
1967,8,2,4,37,0.4003
1967,8,2,5,46,-0.3015
1967,8,3,1,65,-0.9182
1967,8,3,2,95,-0.5667
1967,8,3,3,103,-0.6819
1967,8,3,4,86,-0.7628
1967,8,3,5,78,-1.0653
1967,9,1,1,25,3.4706
1967,9,1,2,24,4.9673
1967,9,1,3,27,5.6254
1967,9,1,4,26,3.7802
1967,9,1,5,33,5.2223
1967,9,2,1,48,5.7900
1967,9,2,2,30,1.1936
1967,9,2,3,42,1.5331
1967,9,2,4,36,5.2814
1967,9,2,5,42,3.6378
1967,9,3,1,81,2.1019
1967,9,3,2,97,3.7193
1967,9,3,3,81,3.4585
1967,9,3,4,90,2.6424
1967,9,3,5,78,3.8328
1967,10,1,1,51,-3.5231
1967,10,1,2,29,-3.3253
1967,10,1,3,19,-3.6752
1967,10,1,4,18,0.1899
1967,10,1,5,19,-3.8980
1967,10,2,1,55,-4.6562
1967,10,2,2,48,-3.3707
1967,10,2,3,33,-2.3389
1967,10,2,4,31,-3.0250
1967,10,2,5,25,-3.4050
1967,10,3,1,48,-5.7907
1967,10,3,2,74,-6.2636
1967,10,3,3,98,-3.4163
1967,10,3,4,102,-4.4603
1967,10,3,5,105,0.4509
1967,11,1,1,51,-1.7708
1967,11,1,2,29,2.7226
1967,11,1,3,15,-3.0741
1967,11,1,4,20,3.0647
1967,11,1,5,19,1.8339
1967,11,2,1,46,1.5099
1967,11,2,2,41,-1.1206
1967,11,2,3,34,0.3678
1967,11,2,4,30,0.7875
1967,11,2,5,41,2.3131
1967,11,3,1,56,-1.1330
1967,11,3,2,81,-0.3679
1967,11,3,3,100,1.0164
1967,11,3,4,100,2.3443
1967,11,3,5,91,-0.3971
1967,12,1,1,37,10.8807
1967,12,1,2,33,6.3742
1967,12,1,3,29,6.1574
1967,12,1,4,16,18.1637
1967,12,1,5,21,9.8536
1967,12,2,1,57,7.3241
1967,12,2,2,36,7.6248
1967,12,2,3,31,4.2019
1967,12,2,4,31,6.1928
1967,12,2,5,39,8.3365
1967,12,3,1,60,1.1826
1967,12,3,2,80,3.6888
1967,12,3,3,90,3.1537
1967,12,3,4,103,2.8801
1967,12,3,5,91,1.8652
1968,1,1,1,17,-0.6815
1968,1,1,2,11,-1.2664
1968,1,1,3,17,5.3160
1968,1,1,4,35,5.2117
1968,1,1,5,59,4.9742
1968,1,2,1,20,-0.1014
1968,1,2,2,39,-0.1689
1968,1,2,3,38,2.8041
1968,1,2,4,47,3.1749
1968,1,2,5,48,0.6587
1968,1,3,1,113,-5.9373
1968,1,3,2,99,-1.3419
1968,1,3,3,95,-1.2234
1968,1,3,4,71,-1.1771
1968,1,3,5,44,-6.2083
1968,2,1,1,40,-5.3561
1968,2,1,2,25,-4.3941
1968,2,1,3,26,-4.3895
1968,2,1,4,19,-2.8264
1968,2,1,5,25,-3.0354
1968,2,2,1,37,-3.3968
1968,2,2,2,37,-4.8899
1968,2,2,3,40,-2.0308
1968,2,2,4,33,-2.7471
1968,2,2,5,41,-5.0973
1968,2,3,1,72,-2.3383
1968,2,3,2,87,-2.3896
1968,2,3,3,84,-3.4551
1968,2,3,4,96,-2.5190
1968,2,3,5,83,-4.1743
1968,3,1,1,27,-1.4545
1968,3,1,2,28,1.2530
1968,3,1,3,22,-0.5332
1968,3,1,4,25,-2.8336
1968,3,1,5,31,-1.3613
1968,3,2,1,39,-2.0638
1968,3,2,2,40,-2.4722
1968,3,2,3,30,-0.2635
1968,3,2,4,39,-1.1349
1968,3,2,5,37,0.2311
1968,3,3,1,81,-0.4480
1968,3,3,2,78,-0.5454
1968,3,3,3,97,0.2926
1968,3,3,4,85,1.7432
1968,3,3,5,80,0.8392
1968,4,1,1,37,13.3676
1968,4,1,2,27,11.5959
1968,4,1,3,27,12.8281
1968,4,1,4,20,11.5105
1968,4,1,5,20,10.7805
1968,4,2,1,49,15.1740
