year,month,rank_ME,rank_RDM,nstocks,ret_vw
1988,11,3,2,62,-0.6571
1988,11,3,3,58,-0.9215
1988,11,3,4,51,-2.0800
1988,11,3,5,42,-1.2129
1988,12,1,1,147,2.0539
1988,12,1,2,164,4.0510
1988,12,1,3,177,2.5543
1988,12,1,4,228,4.9773
1988,12,1,5,449,5.3297
1988,12,2,1,56,6.0643
1988,12,2,2,44,6.3600
1988,12,2,3,55,3.3719
1988,12,2,4,73,8.1011
1988,12,2,5,51,9.3504
1988,12,3,1,66,2.1723
1988,12,3,2,61,2.8809
1988,12,3,3,58,2.3676
1988,12,3,4,51,3.0199
1988,12,3,5,41,0.0195
1989,1,1,1,146,4.4686
1989,1,1,2,163,5.1009
1989,1,1,3,175,4.5201
1989,1,1,4,226,6.5691
1989,1,1,5,443,5.0353
1989,1,2,1,56,1.3866
1989,1,2,2,44,5.3093
1989,1,2,3,55,2.1700
1989,1,2,4,73,3.1199
1989,1,2,5,50,4.4111
1989,1,3,1,65,5.8382
1989,1,3,2,61,7.0230
1989,1,3,3,57,6.9747
1989,1,3,4,51,8.5284
1989,1,3,5,41,7.0575
1989,2,1,1,145,-2.0619
1989,2,1,2,162,-0.7113
1989,2,1,3,175,-0.0930
1989,2,1,4,225,0.5768
1989,2,1,5,436,-0.0895
1989,2,2,1,56,0.7258
1989,2,2,2,44,2.6946
1989,2,2,3,55,2.9571
1989,2,2,4,71,-2.3947
1989,2,2,5,50,-0.4052
1989,2,3,1,65,-2.8397
1989,2,3,2,59,-2.1021
1989,2,3,3,57,-2.2114
1989,2,3,4,51,-4.1464
1989,2,3,5,41,-2.6256
1989,3,1,1,144,-0.4947
1989,3,1,2,162,2.5411
1989,3,1,3,173,0.5933
1989,3,1,4,223,1.3873
1989,3,1,5,431,4.0938
1989,3,2,1,56,5.1794
1989,3,2,2,44,5.0797
1989,3,2,3,55,2.1270
1989,3,2,4,70,0.8159
1989,3,2,5,48,4.1780
1989,3,3,1,65,3.1715
1989,3,3,2,59,2.4970
1989,3,3,3,57,1.3287
1989,3,3,4,51,-1.2917
1989,3,3,5,41,-1.5549
1989,4,1,1,143,2.6100
1989,4,1,2,162,1.6878
1989,4,1,3,172,4.0803
1989,4,1,4,217,3.3677
1989,4,1,5,425,2.3641
1989,4,2,1,56,7.1923
1989,4,2,2,44,1.6123
1989,4,2,3,54,3.3511
1989,4,2,4,70,3.4454
1989,4,2,5,47,3.7211
1989,4,3,1,64,4.4508
1989,4,3,2,59,4.4876
1989,4,3,3,57,5.5546
1989,4,3,4,51,5.7045
1989,4,3,5,41,2.9208
1989,5,1,1,143,1.7511
1989,5,1,2,161,2.5492
1989,5,1,3,173,2.1569
1989,5,1,4,216,3.1054
1989,5,1,5,423,5.5494
1989,5,2,1,55,4.0616
1989,5,2,2,43,4.0715
1989,5,2,3,53,4.2635
1989,5,2,4,70,4.2260
1989,5,2,5,47,2.5201
1989,5,3,1,64,3.8688
1989,5,3,2,59,4.1511
1989,5,3,3,57,5.7117
1989,5,3,4,51,0.9659
1989,5,3,5,41,2.5015
1989,6,1,1,142,0.5144
1989,6,1,2,156,-3.1078
1989,6,1,3,172,-2.0121
1989,6,1,4,214,-2.1376
1989,6,1,5,417,-1.7847
1989,6,2,1,55,-2.7861
1989,6,2,2,43,-1.5840
1989,6,2,3,52,-2.3604
1989,6,2,4,69,-5.8554
1989,6,2,5,47,-5.9786
1989,6,3,1,64,-0.2007
1989,6,3,2,59,-2.3839
1989,6,3,3,57,-3.0597
1989,6,3,4,51,-1.5262
1989,6,3,5,40,-2.4965
1989,7,1,1,168,2.2507
1989,7,1,2,165,4.2082
1989,7,1,3,203,2.7678
1989,7,1,4,226,1.1494
1989,7,1,5,463,1.9147
1989,7,2,1,49,4.4913
1989,7,2,2,51,2.4627
1989,7,2,3,59,5.2898
1989,7,2,4,63,3.0701
1989,7,2,5,45,4.0213
1989,7,3,1,62,8.0935
1989,7,3,2,55,8.6026
1989,7,3,3,54,11.7369
1989,7,3,4,48,6.1061
1989,7,3,5,40,7.5533
1989,8,1,1,166,1.7447
1989,8,1,2,163,1.0414
1989,8,1,3,203,2.7468
1989,8,1,4,224,0.4504
1989,8,1,5,459,2.3168
1989,8,2,1,49,2.0282
1989,8,2,2,51,6.1131
1989,8,2,3,59,1.2698
1989,8,2,4,63,4.1151
1989,8,2,5,45,1.6773
1989,8,3,1,62,0.9568
1989,8,3,2,54,3.4963
1989,8,3,3,53,0.9402
1989,8,3,4,47,4.1964
1989,8,3,5,40,3.8269
1989,9,1,1,165,-0.9427
1989,9,1,2,163,1.0568
1989,9,1,3,202,-1.8176
1989,9,1,4,223,1.1767
1989,9,1,5,455,0.1755
1989,9,2,1,48,0.9389
1989,9,2,2,51,0.6402
1989,9,2,3,58,2.4782
1989,9,2,4,62,1.6189
1989,9,2,5,45,1.6604
1989,9,3,1,61,1.0155
1989,9,3,2,54,0.1026
1989,9,3,3,52,-0.3013
1989,9,3,4,46,-3.1661
1989,9,3,5,40,-1.1668
1989,10,1,1,162,-4.3036
1989,10,1,2,162,-6.8255
1989,10,1,3,200,-6.8840
1989,10,1,4,223,-5.1889
1989,10,1,5,451,-6.9395
1989,10,2,1,47,-5.3963
1989,10,2,2,51,-5.8604
1989,10,2,3,58,-5.3470
1989,10,2,4,62,-4.7082
1989,10,2,5,44,-7.8412
1989,10,3,1,61,0.0792
1989,10,3,2,54,-1.3286
1989,10,3,3,52,-0.8866
1989,10,3,4,46,-4.5826
1989,10,3,5,40,-3.9795
1989,11,1,1,163,-1.1229
1989,11,1,2,161,-0.0589
1989,11,1,3,197,-0.8105
1989,11,1,4,221,-0.9990
1989,11,1,5,446,-2.3838
1989,11,2,1,47,1.1133
1989,11,2,2,51,2.3330
1989,11,2,3,58,-0.5881
1989,11,2,4,61,2.4093
1989,11,2,5,44,2.3575
1989,11,3,1,61,2.7713
1989,11,3,2,54,4.4045
1989,11,3,3,51,5.1155
1989,11,3,4,46,1.0906
1989,11,3,5,40,-2.1135
1989,12,1,1,161,-1.2798
1989,12,1,2,159,-1.1299
1989,12,1,3,197,-0.8349
1989,12,1,4,221,0.4707
1989,12,1,5,439,-2.0362
1989,12,2,1,47,-0.5895
1989,12,2,2,51,1.1523
1989,12,2,3,58,2.0676
1989,12,2,4,61,0.7237
1989,12,2,5,44,0.1038
1989,12,3,1,61,3.9464
1989,12,3,2,54,3.0925
1989,12,3,3,50,2.5680
1989,12,3,4,46,1.0809
1989,12,3,5,40,0.5338
1990,1,1,1,159,-8.3126
1990,1,1,2,158,-10.9008
1990,1,1,3,196,-7.1513
1990,1,1,4,219,-6.5355
1990,1,1,5,437,-4.9231
1990,1,2,1,47,-8.8409
1990,1,2,2,51,-8.5935
1990,1,2,3,57,-8.9375
1990,1,2,4,61,-8.8352
1990,1,2,5,44,-7.7597
1990,1,3,1,60,-6.5320
1990,1,3,2,54,-5.0057
1990,1,3,3,50,-6.2939
1990,1,3,4,46,-2.1174
1990,1,3,5,40,-6.2585
1990,2,1,1,159,0.2844
1990,2,1,2,157,2.0494
1990,2,1,3,195,2.1935
1990,2,1,4,220,3.3610
1990,2,1,5,433,3.0996
1990,2,2,1,47,1.0946
1990,2,2,2,50,1.8076
1990,2,2,3,56,2.8960
1990,2,2,4,60,7.7840
1990,2,2,5,43,4.7110
1990,2,3,1,60,1.2607
1990,2,3,2,53,0.8928
1990,2,3,3,49,0.1697
1990,2,3,4,45,2.3316
1990,2,3,5,39,4.0315
1990,3,1,1,158,1.9066
1990,3,1,2,156,5.3261
1990,3,1,3,193,3.1897
1990,3,1,4,218,4.9628
1990,3,1,5,432,6.6992
1990,3,2,1,47,6.9820
1990,3,2,2,50,4.9010
1990,3,2,3,56,3.9440
1990,3,2,4,59,4.6069
1990,3,2,5,43,8.5690
1990,3,3,1,60,2.5790
1990,3,3,2,53,3.1787
1990,3,3,3,50,3.8168
1990,3,3,4,45,3.6452
1990,3,3,5,39,4.0974
1990,4,1,1,157,-1.2190
1990,4,1,2,154,-0.1601
1990,4,1,3,191,-0.6248
1990,4,1,4,217,-3.6623
1990,4,1,5,428,-2.7553
1990,4,2,1,47,-3.5980
1990,4,2,2,50,-1.8046
1990,4,2,3,56,-2.4511
1990,4,2,4,59,-4.8897
1990,4,2,5,43,-1.7137
1990,4,3,1,59,-1.2103
1990,4,3,2,53,-4.0924
1990,4,3,3,50,1.1026
1990,4,3,4,45,-1.9957
1990,4,3,5,39,-4.2417
1990,5,1,1,152,6.9428
1990,5,1,2,154,4.4758
1990,5,1,3,190,6.4223
1990,5,1,4,215,11.5776
1990,5,1,5,423,9.0636
1990,5,2,1,47,6.3444
1990,5,2,2,50,5.8836
1990,5,2,3,56,9.9171
1990,5,2,4,58,13.7895
1990,5,2,5,43,15.1380
1990,5,3,1,59,6.7533
1990,5,3,2,53,9.2834
1990,5,3,3,50,11.2261
1990,5,3,4,45,9.8795
1990,5,3,5,39,9.0875
1990,6,1,1,150,0.4576
1990,6,1,2,154,1.9775
1990,6,1,3,189,3.6869
1990,6,1,4,214,1.8254
1990,6,1,5,419,1.2838
1990,6,2,1,47,-0.4215
1990,6,2,2,50,2.2115
1990,6,2,3,56,2.0764
1990,6,2,4,58,-1.9217
1990,6,2,5,42,3.7541
1990,6,3,1,59,0.3251
1990,6,3,2,53,-0.6423
1990,6,3,3,50,2.3727
1990,6,3,4,45,-0.5637
1990,6,3,5,39,-4.9571
1990,7,1,1,157,-4.8964
1990,7,1,2,148,-5.8642
1990,7,1,3,162,-4.8846
1990,7,1,4,222,-4.5821
1990,7,1,5,451,-7.1325
1990,7,2,1,57,-4.1059
1990,7,2,2,54,-0.6030
1990,7,2,3,65,-2.9791
1990,7,2,4,68,-7.1100
1990,7,2,5,50,-7.4523
1990,7,3,1,71,3.8679
1990,7,3,2,54,1.7426
1990,7,3,3,47,1.5500
1990,7,3,4,50,-1.6873
1990,7,3,5,49,-5.4800
1990,8,1,1,157,-15.2358
1990,8,1,2,146,-16.9658
1990,8,1,3,162,-13.6060
1990,8,1,4,221,-15.3963
1990,8,1,5,446,-14.7556
1990,8,2,1,57,-15.7796
1990,8,2,2,54,-13.3155
1990,8,2,3,64,-12.5857
1990,8,2,4,67,-16.2225
1990,8,2,5,50,-18.8522
1990,8,3,1,71,-5.0628
1990,8,3,2,54,-8.7225
1990,8,3,3,47,-9.1496
1990,8,3,4,50,-12.5042
1990,8,3,5,48,-10.6241
1990,9,1,1,157,-9.2287
1990,9,1,2,146,-8.5968
1990,9,1,3,161,-9.4871
1990,9,1,4,221,-8.3310
1990,9,1,5,440,-9.5484
1990,9,2,1,57,-10.6682
1990,9,2,2,54,-6.4456
1990,9,2,3,64,-10.7390
1990,9,2,4,67,-12.9410
1990,9,2,5,50,-13.0574
1990,9,3,1,71,-1.9974
1990,9,3,2,53,-6.4072
1990,9,3,3,46,-4.1933
1990,9,3,4,50,-7.2011
1990,9,3,5,48,-6.4716
1990,10,1,1,156,-5.0439
1990,10,1,2,146,-6.1206
1990,10,1,3,161,-4.8409
1990,10,1,4,219,-5.4002
1990,10,1,5,434,-5.7150
1990,10,2,1,55,-8.4699
1990,10,2,2,54,-8.2643
1990,10,2,3,64,-5.4883
1990,10,2,4,67,-6.8227
1990,10,2,5,50,-3.7765
1990,10,3,1,71,-0.9436
1990,10,3,2,53,-0.0484
1990,10,3,3,46,1.0387
1990,10,3,4,50,2.8653
1990,10,3,5,48,-3.9478
1990,11,1,1,156,6.0805
1990,11,1,2,144,6.7645
1990,11,1,3,160,3.3209
1990,11,1,4,218,7.0148
1990,11,1,5,430,2.2201
1990,11,2,1,55,9.9678
1990,11,2,2,53,9.2505
1990,11,2,3,64,10.5240
1990,11,2,4,66,13.1463
1990,11,2,5,49,11.9441
1990,11,3,1,71,4.4653
1990,11,3,2,53,7.4174
1990,11,3,3,46,9.2431
1990,11,3,4,50,5.4310
1990,11,3,5,48,7.7136
1990,12,1,1,155,1.9138
1990,12,1,2,144,-0.1764
1990,12,1,3,159,1.1248
1990,12,1,4,216,1.3752
1990,12,1,5,427,0.3153
1990,12,2,1,55,6.0486
1990,12,2,2,53,4.3121
1990,12,2,3,64,2.9017
1990,12,2,4,66,7.6925
1990,12,2,5,49,7.4222
1990,12,3,1,71,2.1759
1990,12,3,2,53,4.6621
1990,12,3,3,46,2.6424
1990,12,3,4,50,1.1038
1990,12,3,5,48,2.4982
1991,1,1,1,154,7.8638
1991,1,1,2,144,10.6159
1991,1,1,3,158,10.8926
1991,1,1,4,215,13.2397
1991,1,1,5,421,19.9858
1991,1,2,1,54,5.7876
1991,1,2,2,53,8.1231
1991,1,2,3,64,12.2674
1991,1,2,4,66,18.5717
1991,1,2,5,49,15.6934
1991,1,3,1,70,1.2942
1991,1,3,2,53,4.1168
1991,1,3,3,46,5.9583
1991,1,3,4,50,7.5212
1991,1,3,5,48,11.3025
1991,2,1,1,153,13.1088
1991,2,1,2,143,14.8334
1991,2,1,3,158,12.7651
1991,2,1,4,213,13.9203
1991,2,1,5,418,15.3221
1991,2,2,1,54,9.9035
1991,2,2,2,53,10.9012
1991,2,2,3,64,8.1866
1991,2,2,4,65,11.7490
1991,2,2,5,49,7.7421
1991,2,3,1,70,9.4640
1991,2,3,2,53,7.2608
1991,2,3,3,46,7.4687
1991,2,3,4,50,4.7684
1991,2,3,5,48,6.8743
1991,3,1,1,152,8.8485
1991,3,1,2,143,6.9367
1991,3,1,3,158,8.3164
1991,3,1,4,211,9.8181
1991,3,1,5,414,13.4110
1991,3,2,1,54,5.9746
1991,3,2,2,53,4.0106
1991,3,2,3,64,3.7678
1991,3,2,4,65,7.0410
1991,3,2,5,49,9.4752
1991,3,3,1,70,2.8324
1991,3,3,2,53,3.5258
1991,3,3,3,46,3.0448
1991,3,3,4,50,0.8151
1991,3,3,5,48,-2.6947
1991,4,1,1,151,2.0441
1991,4,1,2,143,-1.9364
1991,4,1,3,158,-2.1383
1991,4,1,4,209,0.9638
1991,4,1,5,409,-0.5245
1991,4,2,1,54,1.0739
1991,4,2,2,53,-1.7886
1991,4,2,3,64,0.2658
1991,4,2,4,65,-4.6398
1991,4,2,5,49,0.7278
1991,4,3,1,70,0.1038
1991,4,3,2,53,-0.0535
1991,4,3,3,46,-0.7762
1991,4,3,4,50,2.5431
1991,4,3,5,48,-3.2623
1991,5,1,1,150,3.2835
1991,5,1,2,142,2.8027
1991,5,1,3,157,4.9682
1991,5,1,4,208,5.5902
1991,5,1,5,403,4.1552
1991,5,2,1,54,4.8215
1991,5,2,2,53,5.5089
1991,5,2,3,64,3.2154
1991,5,2,4,65,6.4120
1991,5,2,5,49,1.5387
1991,5,3,1,70,0.5457
1991,5,3,2,53,5.8721
1991,5,3,3,46,4.6198
1991,5,3,4,50,7.1767
1991,5,3,5,48,6.3326
1991,6,1,1,148,-7.6137
1991,6,1,2,143,-5.5111
1991,6,1,3,157,-5.5175
1991,6,1,4,208,-5.4652
1991,6,1,5,399,-8.5938
1991,6,2,1,54,-1.2012
1991,6,2,2,53,-3.4429
1991,6,2,3,64,-2.9836
1991,6,2,4,65,-9.6044
1991,6,2,5,49,-10.1174
1991,6,3,1,70,-4.0566
1991,6,3,2,53,-4.4947
1991,6,3,3,45,-4.3458
1991,6,3,4,50,-3.1912
1991,6,3,5,48,-6.9504
1991,7,1,1,120,1.5285
1991,7,1,2,138,3.1176
1991,7,1,3,178,3.2250
1991,7,1,4,264,4.6696
1991,7,1,5,415,3.3074
1991,7,2,1,54,5.7098
1991,7,2,2,55,7.6211
1991,7,2,3,78,6.1730
1991,7,2,4,61,2.8503
1991,7,2,5,51,1.6416
1991,7,3,1,78,5.2790
1991,7,3,2,63,5.2318
1991,7,3,3,53,5.1708
1991,7,3,4,53,4.6378
1991,7,3,5,35,1.6712
1991,8,1,1,119,4.2447
1991,8,1,2,138,2.3172
1991,8,1,3,176,5.3524
1991,8,1,4,262,4.9320
1991,8,1,5,411,5.5296
1991,8,2,1,53,3.6548
1991,8,2,2,55,5.0394
1991,8,2,3,78,4.6476
1991,8,2,4,60,5.1572
1991,8,2,5,51,4.7406
1991,8,3,1,78,2.7178
1991,8,3,2,63,2.9208
1991,8,3,3,53,2.5695
1991,8,3,4,53,0.0277
1991,8,3,5,35,-1.8256
1991,9,1,1,119,-1.9724
1991,9,1,2,138,2.1264
1991,9,1,3,176,3.9952
1991,9,1,4,259,2.4920
1991,9,1,5,406,1.5873
1991,9,2,1,53,0.4050
1991,9,2,2,55,1.1195
1991,9,2,3,78,1.2503
1991,9,2,4,60,-0.7945
1991,9,2,5,51,1.6063
1991,9,3,1,78,-1.3781
1991,9,3,2,63,-1.3719
1991,9,3,3,53,-2.3827
1991,9,3,4,53,-0.6887
1991,9,3,5,35,-4.8702
1991,10,1,1,119,-0.2598
1991,10,1,2,138,4.0434
1991,10,1,3,176,7.1627
1991,10,1,4,259,7.6896
1991,10,1,5,404,7.1667
1991,10,2,1,53,3.2752
1991,10,2,2,55,1.4621
1991,10,2,3,78,4.1166
1991,10,2,4,59,3.6815
1991,10,2,5,51,7.7171
1991,10,3,1,78,1.4907
1991,10,3,2,63,3.5961
1991,10,3,3,53,3.0493
1991,10,3,4,52,1.8451
1991,10,3,5,35,1.7018
1991,11,1,1,118,-2.7089
1991,11,1,2,138,-2.1918
1991,11,1,3,174,-6.1028
1991,11,1,4,259,-4.6714
1991,11,1,5,400,-2.2364
1991,11,2,1,53,-2.3296
1991,11,2,2,55,-5.1512
1991,11,2,3,78,-8.4607
1991,11,2,4,59,-6.6787
1991,11,2,5,49,-10.6096
1991,11,3,1,78,-4.3955
1991,11,3,2,63,-2.7413
1991,11,3,3,53,-4.1493
1991,11,3,4,52,-5.2694
1991,11,3,5,35,-6.8161
1991,12,1,1,118,8.7884
1991,12,1,2,137,6.6476
1991,12,1,3,175,8.2666
1991,12,1,4,259,8.3862
1991,12,1,5,395,7.7346
1991,12,2,1,53,11.4867
1991,12,2,2,55,7.9452
1991,12,2,3,78,12.9277
1991,12,2,4,59,10.7669
1991,12,2,5,49,11.3490
1991,12,3,1,78,10.3712
1991,12,3,2,63,15.8081
1991,12,3,3,53,13.1804
1991,12,3,4,52,7.2522
1991,12,3,5,35,7.5706
1992,1,1,1,117,10.7495
1992,1,1,2,137,13.0951
1992,1,1,3,173,15.6705
1992,1,1,4,256,15.0250
1992,1,1,5,388,17.9559
1992,1,2,1,53,5.6254
1992,1,2,2,55,9.9998
1992,1,2,3,78,4.6124
1992,1,2,4,59,12.0995
1992,1,2,5,49,10.0884
1992,1,3,1,78,-4.1944
1992,1,3,2,63,-2.8154
1992,1,3,3,53,-2.8769
1992,1,3,4,51,2.4697
1992,1,3,5,35,8.2700
1992,2,1,1,117,1.3317
1992,2,1,2,136,2.1018
1992,2,1,3,172,-0.0686
1992,2,1,4,254,0.9015
1992,2,1,5,386,4.6317
1992,2,2,1,53,3.7065
1992,2,2,2,55,1.0440
1992,2,2,3,78,-0.0876
1992,2,2,4,58,0.9678
1992,2,2,5,49,2.1872
1992,2,3,1,78,-0.9189
1992,2,3,2,63,1.3529
1992,2,3,3,53,-1.4019
1992,2,3,4,51,0.6899
1992,2,3,5,35,12.2811
1992,3,1,1,117,-5.1116
1992,3,1,2,135,-3.3139
1992,3,1,3,170,-4.0242
1992,3,1,4,254,-5.8834
1992,3,1,5,382,-5.5823
1992,3,2,1,53,-6.1991
1992,3,2,2,55,-4.9888
1992,3,2,3,78,-4.6517
1992,3,2,4,58,-5.5466
1992,3,2,5,49,-6.1847
1992,3,3,1,78,-2.2010
1992,3,3,2,63,-3.1592
1992,3,3,3,53,-2.8817
1992,3,3,4,51,-1.5811
1992,3,3,5,35,-0.5163
1992,4,1,1,117,-6.9097
1992,4,1,2,135,-9.2470
1992,4,1,3,170,-6.8952
1992,4,1,4,253,-7.9598
1992,4,1,5,380,-7.4333
1992,4,2,1,52,-2.4692
1992,4,2,2,55,-3.0627
1992,4,2,3,78,-3.6681
1992,4,2,4,58,-4.4320
1992,4,2,5,48,-5.2334
1992,4,3,1,78,5.6074
1992,4,3,2,63,0.5729
1992,4,3,3,53,2.0889
1992,4,3,4,51,3.3024
1992,4,3,5,35,5.7657
1992,5,1,1,113,1.2036
1992,5,1,2,134,-0.2238
1992,5,1,3,170,0.1635
1992,5,1,4,253,-1.0662
1992,5,1,5,373,-1.1686
1992,5,2,1,52,1.1989
1992,5,2,2,55,0.4129
1992,5,2,3,78,-0.6060
1992,5,2,4,58,4.5827
1992,5,2,5,48,0.2913
1992,5,3,1,78,0.6769
1992,5,3,2,63,0.9989
1992,5,3,3,53,0.7084
1992,5,3,4,51,-0.1662
1992,5,3,5,35,-3.0214
1992,6,1,1,110,-7.4884
1992,6,1,2,131,-8.0549
1992,6,1,3,168,-5.9424
1992,6,1,4,251,-6.3753
1992,6,1,5,366,-8.4755
1992,6,2,1,52,-6.3096
1992,6,2,2,55,-5.4251
1992,6,2,3,78,-3.8516
1992,6,2,4,58,-3.9044
1992,6,2,5,48,-6.2505
1992,6,3,1,78,-1.6101
1992,6,3,2,63,-4.2691
1992,6,3,3,53,-3.6510
1992,6,3,4,51,-0.8261
1992,6,3,5,35,-0.5958
1992,7,1,1,131,-1.5555
1992,7,1,2,171,-0.3923
1992,7,1,3,185,1.8816
1992,7,1,4,224,1.7530
1992,7,1,5,374,1.7227
1992,7,2,1,53,-1.6365
1992,7,2,2,72,3.3602
1992,7,2,3,78,3.6566
1992,7,2,4,75,1.1785
1992,7,2,5,47,4.0543
1992,7,3,1,85,5.5873
1992,7,3,2,74,3.3406
1992,7,3,3,56,6.2654
1992,7,3,4,51,3.4705
1992,7,3,5,40,1.3706
1992,8,1,1,130,-5.9010
1992,8,1,2,171,-4.6600
1992,8,1,3,185,-3.8413
1992,8,1,4,222,-2.9800
1992,8,1,5,365,-5.1868
1992,8,2,1,53,-5.8641
1992,8,2,2,72,-7.0580
1992,8,2,3,77,-4.5882
1992,8,2,4,75,-3.0760
1992,8,2,5,47,-1.1485
1992,8,3,1,85,0.3391
1992,8,3,2,74,-1.4782
1992,8,3,3,56,-3.9613
1992,8,3,4,51,-4.4896
1992,8,3,5,40,-7.9947
1992,9,1,1,129,0.6512
1992,9,1,2,171,-0.6288
1992,9,1,3,184,-1.5413
1992,9,1,4,222,2.0833
1992,9,1,5,357,0.5998
1992,9,2,1,53,1.5370
1992,9,2,2,72,-0.5274
1992,9,2,3,77,0.6906
1992,9,2,4,75,2.6722
1992,9,2,5,46,8.9504
1992,9,3,1,85,1.6112
1992,9,3,2,74,0.4439
1992,9,3,3,56,-0.9075
1992,9,3,4,51,2.3274
1992,9,3,5,40,-1.8588
1992,10,1,1,129,0.4930
1992,10,1,2,171,0.9497
1992,10,1,3,184,3.1695
1992,10,1,4,222,1.7482
1992,10,1,5,353,6.5995
1992,10,2,1,53,4.8523
1992,10,2,2,72,5.4087
1992,10,2,3,77,2.2855
1992,10,2,4,74,2.1354
1992,10,2,5,46,10.0400
1992,10,3,1,85,-1.0609
1992,10,3,2,74,0.2346
1992,10,3,3,56,2.8120
1992,10,3,4,51,2.2481
1992,10,3,5,40,-4.2807
1992,11,1,1,128,11.1249
1992,11,1,2,169,9.9098
1992,11,1,3,183,10.8774
1992,11,1,4,221,12.4892
1992,11,1,5,348,12.6539
1992,11,2,1,53,6.9268
1992,11,2,2,72,8.0677
1992,11,2,3,77,11.4790
1992,11,2,4,74,9.2538
1992,11,2,5,46,8.9449
1992,11,3,1,85,1.7814
1992,11,3,2,74,2.9419
1992,11,3,3,56,2.5848
1992,11,3,4,51,4.1717
1992,11,3,5,40,6.6048
1992,12,1,1,128,1.2254
1992,12,1,2,168,3.1166
1992,12,1,3,182,1.7509
1992,12,1,4,219,5.9029
1992,12,1,5,346,2.7417
1992,12,2,1,53,1.6189
1992,12,2,2,72,4.4859
1992,12,2,3,77,0.0798
1992,12,2,4,74,2.5812
1992,12,2,5,46,8.5123
1992,12,3,1,85,0.7163
1992,12,3,2,74,-0.3949
1992,12,3,3,56,-0.8391
1992,12,3,4,51,7.6873
1992,12,3,5,40,-3.5913
1993,1,1,1,127,0.5818
1993,1,1,2,169,3.6758
1993,1,1,3,181,3.2872
1993,1,1,4,219,3.4725
1993,1,1,5,345,6.8462
1993,1,2,1,53,-1.2374
1993,1,2,2,72,2.6284
1993,1,2,3,77,-0.6986
1993,1,2,4,74,2.6553
1993,1,2,5,46,5.6453
1993,1,3,1,85,-0.2734
1993,1,3,2,74,-1.5188
1993,1,3,3,56,-4.1822
1993,1,3,4,51,1.8122
1993,1,3,5,40,8.3926
1993,2,1,1,125,-8.4704
1993,2,1,2,167,-6.3189
1993,2,1,3,181,-7.1004
1993,2,1,4,219,-5.4317
1993,2,1,5,342,-3.0424
1993,2,2,1,53,-7.1088
1993,2,2,2,72,-3.4982
1993,2,2,3,77,-4.5822
1993,2,2,4,74,-3.7074
1993,2,2,5,46,-3.2875
1993,2,3,1,85,0.6229
1993,2,3,2,74,-0.8885
1993,2,3,3,56,-1.0036
1993,2,3,4,51,2.3235
1993,2,3,5,40,2.9540
1993,3,1,1,126,0.5294
1993,3,1,2,167,-0.1013
1993,3,1,3,181,-1.1141
1993,3,1,4,219,4.8436
1993,3,1,5,340,2.0330
1993,3,2,1,53,3.2528
1993,3,2,2,72,1.6306
1993,3,2,3,77,1.0863
1993,3,2,4,74,-0.7832
1993,3,2,5,45,3.8031
1993,3,3,1,85,1.9514
1993,3,3,2,74,2.5222
1993,3,3,3,56,1.3363
1993,3,3,4,51,1.7447
1993,3,3,5,40,2.2394
1993,4,1,1,125,-5.6000
1993,4,1,2,166,-5.5835
1993,4,1,3,180,-3.5169
1993,4,1,4,219,-5.5290
1993,4,1,5,335,-4.4566
1993,4,2,1,53,-3.2592
1993,4,2,2,72,-2.8728
1993,4,2,3,77,-2.0041
1993,4,2,4,74,-4.2784
1993,4,2,5,45,-1.8189
1993,4,3,1,85,-7.1178
1993,4,3,2,74,0.3292
1993,4,3,3,56,2.4165
1993,4,3,4,51,0.4500
1993,4,3,5,40,1.2133
1993,5,1,1,124,4.3500
1993,5,1,2,165,4.5288
1993,5,1,3,179,6.8115
1993,5,1,4,217,6.6274
1993,5,1,5,335,7.8988
1993,5,2,1,53,4.6873
1993,5,2,2,72,7.2748
1993,5,2,3,77,8.3485
1993,5,2,4,74,10.0548
1993,5,2,5,45,10.4742
1993,5,3,1,85,1.2282
1993,5,3,2,74,2.0128
1993,5,3,3,56,2.8873
1993,5,3,4,51,6.8631
1993,5,3,5,40,5.3249
1993,6,1,1,122,-0.1877
1993,6,1,2,163,1.1725
1993,6,1,3,178,-1.4299
1993,6,1,4,215,-0.9481
1993,6,1,5,332,1.4387
1993,6,2,1,53,0.3560
1993,6,2,2,72,0.2643
1993,6,2,3,77,-0.8475
1993,6,2,4,74,3.4577
1993,6,2,5,45,4.2654
1993,6,3,1,85,0.0692
1993,6,3,2,74,-1.1293
1993,6,3,3,56,-2.3724
1993,6,3,4,51,1.4449
1993,6,3,5,40,1.9107
1993,7,1,1,128,-2.1438
1993,7,1,2,162,0.6387
1993,7,1,3,232,-1.1315
1993,7,1,4,260,0.0275
1993,7,1,5,414,-0.5040
1993,7,2,1,51,0.5169
1993,7,2,2,63,0.3702
1993,7,2,3,92,-1.3126
1993,7,2,4,83,1.3626
1993,7,2,5,56,2.1983
1993,7,3,1,77,-1.2264
1993,7,3,2,83,-1.8413
1993,7,3,3,65,-4.6737
1993,7,3,4,58,-1.0824
1993,7,3,5,46,-0.8712
1993,8,1,1,128,4.2960
1993,8,1,2,162,1.9699
1993,8,1,3,232,3.0133
1993,8,1,4,258,6.6507
1993,8,1,5,411,6.9896
1993,8,2,1,51,5.4825
1993,8,2,2,63,6.4876
1993,8,2,3,92,4.0260
