year,month,rank_ME,rank_RCA,nstocks,ret_vw
1991,10,3,4,60,2.9989
1991,10,3,5,71,4.6915
1991,11,1,1,130,-4.0318
1991,11,1,2,130,-3.8118
1991,11,1,3,153,-2.1530
1991,11,1,4,238,-4.4089
1991,11,1,5,469,-3.6512
1991,11,2,1,37,-6.2029
1991,11,2,2,54,-5.1858
1991,11,2,3,52,-4.9216
1991,11,2,4,57,-8.3789
1991,11,2,5,96,-7.6768
1991,11,3,1,51,-5.6943
1991,11,3,2,49,-4.0539
1991,11,3,3,52,-4.9543
1991,11,3,4,60,-3.8270
1991,11,3,5,71,-3.0796
1991,12,1,1,129,6.4061
1991,12,1,2,130,6.5087
1991,12,1,3,150,3.7417
1991,12,1,4,237,9.4354
1991,12,1,5,467,9.1062
1991,12,2,1,37,4.1972
1991,12,2,2,54,9.2147
1991,12,2,3,52,10.5225
1991,12,2,4,57,10.7582
1991,12,2,5,96,14.9769
1991,12,3,1,51,9.5747
1991,12,3,2,49,13.1162
1991,12,3,3,52,10.3863
1991,12,3,4,60,10.5411
1991,12,3,5,71,13.6582
1992,1,1,1,127,12.4072
1992,1,1,2,129,14.7735
1992,1,1,3,149,15.4799
1992,1,1,4,234,13.4930
1992,1,1,5,458,16.9531
1992,1,2,1,37,12.4593
1992,1,2,2,54,5.4291
1992,1,2,3,52,5.1860
1992,1,2,4,57,9.5429
1992,1,2,5,96,8.4803
1992,1,3,1,51,-3.2209
1992,1,3,2,49,-3.3868
1992,1,3,3,52,1.7467
1992,1,3,4,59,0.1974
1992,1,3,5,71,-2.1111
1992,2,1,1,127,7.2322
1992,2,1,2,130,4.6188
1992,2,1,3,148,2.5929
1992,2,1,4,234,2.0849
1992,2,1,5,453,0.6287
1992,2,2,1,37,1.6345
1992,2,2,2,54,4.8479
1992,2,2,3,52,2.9760
1992,2,2,4,57,2.3401
1992,2,2,5,95,-2.0009
1992,2,3,1,51,-0.6295
1992,2,3,2,49,1.7993
1992,2,3,3,52,5.8444
1992,2,3,4,59,-0.8151
1992,2,3,5,71,1.0530
1992,3,1,1,127,-2.0502
1992,3,1,2,130,0.0770
1992,3,1,3,148,-2.9446
1992,3,1,4,233,-5.4142
1992,3,1,5,447,-7.2955
1992,3,2,1,37,-6.2879
1992,3,2,2,54,-3.0669
1992,3,2,3,52,-3.2699
1992,3,2,4,57,-4.4799
1992,3,2,5,95,-7.9579
1992,3,3,1,51,-1.9494
1992,3,3,2,49,-2.0808
1992,3,3,3,52,-0.6822
1992,3,3,4,59,-2.1181
1992,3,3,5,71,-3.5206
1992,4,1,1,126,-2.4075
1992,4,1,2,128,-5.6628
1992,4,1,3,148,-5.7884
1992,4,1,4,232,-9.1414
1992,4,1,5,445,-9.4920
1992,4,2,1,36,-0.5171
1992,4,2,2,54,-0.9000
1992,4,2,3,52,-3.3841
1992,4,2,4,57,-2.1427
1992,4,2,5,94,-8.0209
1992,4,3,1,51,6.6319
1992,4,3,2,49,2.7660
1992,4,3,3,52,5.8686
1992,4,3,4,59,3.5508
1992,4,3,5,71,-0.2499
1992,5,1,1,125,0.2090
1992,5,1,2,127,-1.1227
1992,5,1,3,147,-0.1904
1992,5,1,4,231,0.2648
1992,5,1,5,438,-1.0508
1992,5,2,1,36,0.6712
1992,5,2,2,54,0.8864
1992,5,2,3,52,0.1059
1992,5,2,4,57,-0.1728
1992,5,2,5,94,2.8698
1992,5,3,1,51,0.5833
1992,5,3,2,49,-0.4136
1992,5,3,3,52,0.7292
1992,5,3,4,59,0.4400
1992,5,3,5,71,0.1771
1992,6,1,1,124,-8.0365
1992,6,1,2,125,-4.0550
1992,6,1,3,145,-6.7756
1992,6,1,4,229,-6.9581
1992,6,1,5,428,-8.8489
1992,6,2,1,36,-6.0373
1992,6,2,2,54,-2.6153
1992,6,2,3,52,-5.6370
1992,6,2,4,57,-3.7625
1992,6,2,5,94,-6.2194
1992,6,3,1,51,-2.2141
1992,6,3,2,49,0.0994
1992,6,3,3,52,-0.1165
1992,6,3,4,59,-2.8674
1992,6,3,5,71,-4.5636
1992,7,1,1,116,-0.0737
1992,7,1,2,144,0.4062
1992,7,1,3,133,2.8926
1992,7,1,4,256,1.6045
1992,7,1,5,464,0.2065
1992,7,2,1,36,-1.9988
1992,7,2,2,56,0.7001
1992,7,2,3,55,1.9679
1992,7,2,4,72,1.6982
1992,7,2,5,109,4.8459
1992,7,3,1,59,5.5196
1992,7,3,2,55,2.3988
1992,7,3,3,52,2.6425
1992,7,3,4,66,3.5214
1992,7,3,5,74,5.3877
1992,8,1,1,114,-5.2352
1992,8,1,2,141,-2.1507
1992,8,1,3,132,-4.1582
1992,8,1,4,256,-4.3711
1992,8,1,5,457,-5.3870
1992,8,2,1,36,-4.3754
1992,8,2,2,55,-3.6551
1992,8,2,3,55,-2.2840
1992,8,2,4,72,-5.9808
1992,8,2,5,109,-5.2033
1992,8,3,1,59,0.3712
1992,8,3,2,55,-0.9481
1992,8,3,3,52,-5.4959
1992,8,3,4,66,-4.2817
1992,8,3,5,74,-3.6875
1992,9,1,1,114,2.4462
1992,9,1,2,141,-0.9426
1992,9,1,3,133,-1.3056
1992,9,1,4,253,-0.4221
1992,9,1,5,449,0.9981
1992,9,2,1,36,-0.7954
1992,9,2,2,55,1.0636
1992,9,2,3,55,1.3549
1992,9,2,4,71,1.1251
1992,9,2,5,109,4.9229
1992,9,3,1,59,1.2186
1992,9,3,2,55,3.0718
1992,9,3,3,52,-0.0199
1992,9,3,4,66,0.5276
1992,9,3,5,74,-1.3634
1992,10,1,1,113,-0.4876
1992,10,1,2,140,2.4401
1992,10,1,3,133,0.1482
1992,10,1,4,250,1.7178
1992,10,1,5,448,5.2453
1992,10,2,1,36,3.6174
1992,10,2,2,55,1.0146
1992,10,2,3,55,2.6830
1992,10,2,4,71,6.7424
1992,10,2,5,108,6.0599
1992,10,3,1,59,-2.9525
1992,10,3,2,55,-0.4999
1992,10,3,3,52,0.9343
1992,10,3,4,66,-0.1741
1992,10,3,5,74,3.3610
1992,11,1,1,113,8.0732
1992,11,1,2,139,7.7120
1992,11,1,3,130,12.1392
1992,11,1,4,247,13.2838
1992,11,1,5,445,12.3737
1992,11,2,1,36,6.6461
1992,11,2,2,55,5.2080
1992,11,2,3,55,6.0119
1992,11,2,4,71,9.7650
1992,11,2,5,108,12.7519
1992,11,3,1,59,1.2935
1992,11,3,2,55,2.9350
1992,11,3,3,52,5.0059
1992,11,3,4,66,4.5060
1992,11,3,5,74,3.0197
1992,12,1,1,112,2.2436
1992,12,1,2,138,4.3521
1992,12,1,3,130,6.1526
1992,12,1,4,246,3.8594
1992,12,1,5,442,1.0941
1992,12,2,1,36,0.2662
1992,12,2,2,55,4.6754
1992,12,2,3,55,2.3469
1992,12,2,4,71,3.0260
1992,12,2,5,108,3.6094
1992,12,3,1,59,1.3962
1992,12,3,2,55,0.8006
1992,12,3,3,52,1.2777
1992,12,3,4,66,-0.7922
1992,12,3,5,74,0.5827
1993,1,1,1,113,2.0822
1993,1,1,2,138,5.1203
1993,1,1,3,129,4.6307
1993,1,1,4,247,2.6000
1993,1,1,5,439,4.2321
1993,1,2,1,36,4.1396
1993,1,2,2,55,4.0382
1993,1,2,3,55,2.0550
1993,1,2,4,71,-0.0679
1993,1,2,5,108,0.9432
1993,1,3,1,59,0.2788
1993,1,3,2,55,0.7975
1993,1,3,3,52,4.7046
1993,1,3,4,66,0.0968
1993,1,3,5,74,-2.9734
1993,2,1,1,112,-5.9049
1993,2,1,2,138,-1.7163
1993,2,1,3,128,-5.4785
1993,2,1,4,245,-7.8974
1993,2,1,5,436,-5.9963
1993,2,2,1,36,-2.3353
1993,2,2,2,55,1.3769
1993,2,2,3,55,-3.9993
1993,2,2,4,71,-5.9897
1993,2,2,5,108,-6.7017
1993,2,3,1,59,1.5927
1993,2,3,2,55,1.8693
1993,2,3,3,52,0.1867
1993,2,3,4,66,1.0607
1993,2,3,5,74,-1.9731
1993,3,1,1,111,1.1541
1993,3,1,2,138,0.7841
1993,3,1,3,127,-0.5553
1993,3,1,4,246,1.1224
1993,3,1,5,434,2.5333
1993,3,2,1,36,7.2457
1993,3,2,2,55,2.6841
1993,3,2,3,55,1.2186
1993,3,2,4,71,-2.5545
1993,3,2,5,107,1.8969
1993,3,3,1,59,2.1269
1993,3,3,2,55,3.1226
1993,3,3,3,52,4.0469
1993,3,3,4,66,0.5280
1993,3,3,5,74,1.5943
1993,4,1,1,111,-7.0358
1993,4,1,2,136,-2.7132
1993,4,1,3,125,-3.2086
1993,4,1,4,244,-4.3429
1993,4,1,5,432,-6.1306
1993,4,2,1,36,-3.8815
1993,4,2,2,55,-2.2189
1993,4,2,3,55,-2.2397
1993,4,2,4,71,-1.6751
1993,4,2,5,107,-4.0418
1993,4,3,1,59,-5.0789
1993,4,3,2,55,-1.3778
1993,4,3,3,52,-1.2609
1993,4,3,4,66,-0.1574
1993,4,3,5,74,1.1247
1993,5,1,1,111,3.7250
1993,5,1,2,136,7.6854
1993,5,1,3,126,4.9910
1993,5,1,4,242,4.0057
1993,5,1,5,428,8.0612
1993,5,2,1,36,3.2198
1993,5,2,2,55,5.1817
1993,5,2,3,55,4.8776
1993,5,2,4,71,10.0705
1993,5,2,5,107,11.9903
1993,5,3,1,59,0.8395
1993,5,3,2,55,2.3414
1993,5,3,3,52,1.0141
1993,5,3,4,66,4.8027
1993,5,3,5,74,5.2560
1993,6,1,1,110,-0.7634
1993,6,1,2,132,0.6040
1993,6,1,3,124,1.5589
1993,6,1,4,240,-1.2739
1993,6,1,5,426,0.4879
1993,6,2,1,36,-0.1662
1993,6,2,2,55,1.8728
1993,6,2,3,55,0.2351
1993,6,2,4,71,-0.5523
1993,6,2,5,107,3.3988
1993,6,3,1,59,0.6391
1993,6,3,2,55,0.4143
1993,6,3,3,52,2.9723
1993,6,3,4,66,-0.3379
1993,6,3,5,74,-2.7085
1993,7,1,1,138,0.0392
1993,7,1,2,119,-0.3342
1993,7,1,3,170,2.3887
1993,7,1,4,263,-0.2992
1993,7,1,5,532,-1.7468
1993,7,2,1,40,-0.1687
1993,7,2,2,49,-0.5277
1993,7,2,3,60,1.4571
1993,7,2,4,73,-0.0185
1993,7,2,5,123,0.9944
1993,7,3,1,63,0.4976
1993,7,3,2,54,-1.8865
1993,7,3,3,63,-0.8236
1993,7,3,4,64,-0.9473
1993,7,3,5,86,-5.6325
1993,8,1,1,138,1.8527
1993,8,1,2,119,2.7606
1993,8,1,3,169,2.9869
1993,8,1,4,261,3.1404
1993,8,1,5,530,7.7648
1993,8,2,1,40,6.5417
1993,8,2,2,49,4.5497
1993,8,2,3,60,3.0048
1993,8,2,4,73,4.9075
1993,8,2,5,123,6.4494
1993,8,3,1,63,3.3430
1993,8,3,2,54,4.0990
1993,8,3,3,63,1.5923
1993,8,3,4,64,2.0106
1993,8,3,5,86,6.2589
1993,9,1,1,138,1.1655
1993,9,1,2,118,2.2418
1993,9,1,3,170,2.7894
1993,9,1,4,260,1.8324
1993,9,1,5,528,3.6687
1993,9,2,1,40,2.5144
1993,9,2,2,49,-0.7172
1993,9,2,3,60,3.0020
1993,9,2,4,73,1.9659
1993,9,2,5,123,3.2956
1993,9,3,1,63,-0.3271
1993,9,3,2,54,-0.1628
1993,9,3,3,63,-0.8646
1993,9,3,4,64,-2.6339
1993,9,3,5,86,0.2882
1993,10,1,1,138,4.5940
1993,10,1,2,117,1.9390
1993,10,1,3,169,4.1342
1993,10,1,4,260,6.9161
1993,10,1,5,524,8.5272
1993,10,2,1,40,3.9953
1993,10,2,2,49,3.9639
1993,10,2,3,60,3.4769
1993,10,2,4,72,4.4334
1993,10,2,5,123,2.6860
1993,10,3,1,63,2.3336
1993,10,3,2,54,1.3972
1993,10,3,3,63,7.7722
1993,10,3,4,64,2.2860
1993,10,3,5,86,2.3111
1993,11,1,1,138,-0.6772
1993,11,1,2,117,-2.4551
1993,11,1,3,170,-3.1186
1993,11,1,4,260,-3.5645
1993,11,1,5,521,-3.8733
1993,11,2,1,40,-3.2277
1993,11,2,2,49,-1.6681
1993,11,2,3,60,-1.9958
1993,11,2,4,72,-1.9718
1993,11,2,5,123,-2.8571
1993,11,3,1,63,-0.8373
1993,11,3,2,54,-2.1495
1993,11,3,3,63,0.3342
1993,11,3,4,64,1.2614
1993,11,3,5,86,0.7019
1993,12,1,1,137,-0.8411
1993,12,1,2,117,3.6065
1993,12,1,3,169,4.4794
1993,12,1,4,260,0.3893
1993,12,1,5,519,-0.6597
1993,12,2,1,40,1.8797
1993,12,2,2,49,2.5170
1993,12,2,3,60,4.2451
1993,12,2,4,72,2.6038
1993,12,2,5,123,1.7362
1993,12,3,1,62,1.8295
1993,12,3,2,54,0.9779
1993,12,3,3,63,3.0358
1993,12,3,4,64,1.9083
1993,12,3,5,86,1.4819
1994,1,1,1,137,5.4353
1994,1,1,2,117,6.6750
1994,1,1,3,168,4.0805
1994,1,1,4,259,5.5310
1994,1,1,5,511,4.9904
1994,1,2,1,40,2.2340
1994,1,2,2,49,0.0462
1994,1,2,3,60,1.8797
1994,1,2,4,71,3.8527
1994,1,2,5,123,3.5684
1994,1,3,1,62,4.3028
1994,1,3,2,53,2.6894
1994,1,3,3,63,6.7019
1994,1,3,4,64,5.9345
1994,1,3,5,86,2.2768
1994,2,1,1,137,-1.0008
1994,2,1,2,117,2.2296
1994,2,1,3,167,-0.2522
1994,2,1,4,257,0.3011
1994,2,1,5,510,-3.3980
1994,2,2,1,40,-3.7421
1994,2,2,2,49,-0.5490
1994,2,2,3,60,0.8963
1994,2,2,4,71,-0.7308
1994,2,2,5,123,1.1464
1994,2,3,1,62,-3.9313
1994,2,3,2,53,-1.9800
1994,2,3,3,62,-2.0883
1994,2,3,4,64,-2.3878
1994,2,3,5,86,-1.6563
1994,3,1,1,135,-4.5133
1994,3,1,2,117,-5.2837
1994,3,1,3,166,-3.5229
1994,3,1,4,255,-5.8193
1994,3,1,5,502,-6.8876
1994,3,2,1,40,-5.8014
1994,3,2,2,49,-7.8112
1994,3,2,3,60,-5.4711
1994,3,2,4,71,-10.2175
1994,3,2,5,123,-6.5016
1994,3,3,1,62,-5.0678
1994,3,3,2,53,-3.0332
1994,3,3,3,62,-5.8915
1994,3,3,4,64,-2.7432
1994,3,3,5,86,-4.6867
1994,4,1,1,136,-0.9932
1994,4,1,2,117,-0.7101
1994,4,1,3,166,-0.7506
1994,4,1,4,255,-0.4283
1994,4,1,5,500,-5.2097
1994,4,2,1,40,2.1991
1994,4,2,2,49,-0.2976
1994,4,2,3,60,0.8638
1994,4,2,4,71,-0.5547
1994,4,2,5,123,0.3678
1994,4,3,1,62,1.7806
1994,4,3,2,53,0.5423
1994,4,3,3,62,-0.3292
1994,4,3,4,64,1.8126
1994,4,3,5,86,0.0443
1994,5,1,1,136,-1.5547
1994,5,1,2,117,-0.3888
1994,5,1,3,163,0.1916
1994,5,1,4,254,-1.4898
1994,5,1,5,496,-3.1767
1994,5,2,1,40,-0.5354
1994,5,2,2,49,-0.7580
1994,5,2,3,60,-2.7621
1994,5,2,4,71,-0.9603
1994,5,2,5,122,-1.3491
1994,5,3,1,62,0.0182
1994,5,3,2,53,0.9547
1994,5,3,3,62,-1.1365
1994,5,3,4,64,3.3214
1994,5,3,5,86,4.5511
1994,6,1,1,135,-3.4456
1994,6,1,2,115,-3.0117
1994,6,1,3,163,-3.0275
1994,6,1,4,253,-5.0535
1994,6,1,5,489,-8.0296
1994,6,2,1,40,-4.5248
1994,6,2,2,49,-0.8137
1994,6,2,3,59,-2.2238
1994,6,2,4,71,-6.3298
1994,6,2,5,122,-5.5967
1994,6,3,1,62,-1.7699
1994,6,3,2,53,-3.6291
1994,6,3,3,62,-3.3275
1994,6,3,4,64,-2.9313
1994,6,3,5,86,-3.1517
1994,7,1,1,168,0.9037
1994,7,1,2,144,0.9062
1994,7,1,3,147,2.7743
1994,7,1,4,272,0.6681
1994,7,1,5,632,0.1792
1994,7,2,1,44,5.8502
1994,7,2,2,56,0.7911
1994,7,2,3,55,3.4311
1994,7,2,4,83,4.1317
1994,7,2,5,117,1.0577
1994,7,3,1,67,5.0598
1994,7,3,2,54,3.2899
1994,7,3,3,65,4.8666
1994,7,3,4,65,2.0927
1994,7,3,5,97,3.0471
1994,8,1,1,168,3.3938
1994,8,1,2,144,3.2437
1994,8,1,3,146,5.8810
1994,8,1,4,271,5.6737
1994,8,1,5,631,7.8128
1994,8,2,1,44,7.4001
1994,8,2,2,56,6.3984
1994,8,2,3,55,6.3216
1994,8,2,4,83,11.5505
1994,8,2,5,117,11.2148
1994,8,3,1,67,2.2268
1994,8,3,2,54,3.6364
1994,8,3,3,65,3.5243
1994,8,3,4,65,5.2550
1994,8,3,5,97,9.9007
1994,9,1,1,167,-1.6486
1994,9,1,2,143,2.9792
1994,9,1,3,144,0.4184
1994,9,1,4,269,4.2545
1994,9,1,5,625,2.7974
1994,9,2,1,43,-0.0740
1994,9,2,2,55,0.3652
1994,9,2,3,55,0.4926
1994,9,2,4,83,-0.1678
1994,9,2,5,117,-0.4479
1994,9,3,1,67,-2.2389
1994,9,3,2,54,-0.3546
1994,9,3,3,65,-2.9510
1994,9,3,4,65,-1.6156
1994,9,3,5,97,-0.0718
1994,10,1,1,167,-1.5095
1994,10,1,2,141,2.5849
1994,10,1,3,144,2.1232
1994,10,1,4,266,2.8858
1994,10,1,5,619,1.7816
1994,10,2,1,43,-1.6062
1994,10,2,2,55,0.8472
1994,10,2,3,55,3.7029
1994,10,2,4,82,1.6768
1994,10,2,5,115,4.3152
1994,10,3,1,67,2.7309
1994,10,3,2,54,3.3516
1994,10,3,3,65,2.7564
1994,10,3,4,65,1.2112
1994,10,3,5,97,4.8932
1994,11,1,1,167,-4.7007
1994,11,1,2,140,-5.7560
1994,11,1,3,143,-5.1572
1994,11,1,4,263,-0.6738
1994,11,1,5,614,-1.3517
1994,11,2,1,43,-6.3134
1994,11,2,2,54,-3.1612
1994,11,2,3,55,-0.2549
1994,11,2,4,82,-1.4934
1994,11,2,5,115,-1.6226
1994,11,3,1,67,-3.4844
1994,11,3,2,53,-3.4367
1994,11,3,3,65,-5.2943
1994,11,3,4,65,-4.6676
1994,11,3,5,96,-1.3428
1994,12,1,1,166,-3.0124
1994,12,1,2,139,0.0432
1994,12,1,3,142,0.8737
1994,12,1,4,261,-1.4673
1994,12,1,5,607,0.8829
1994,12,2,1,42,2.8066
1994,12,2,2,54,3.6532
1994,12,2,3,55,3.7945
1994,12,2,4,81,1.8359
1994,12,2,5,115,2.1658
1994,12,3,1,67,2.7362
1994,12,3,2,53,0.6755
1994,12,3,3,65,2.4036
1994,12,3,4,65,3.1275
1994,12,3,5,95,1.8470
1995,1,1,1,164,0.2484
1995,1,1,2,137,1.4018
1995,1,1,3,140,0.8954
1995,1,1,4,259,2.1490
1995,1,1,5,603,2.6041
1995,1,2,1,39,-2.9214
1995,1,2,2,54,-3.0710
1995,1,2,3,55,-2.5215
1995,1,2,4,81,-1.8809
1995,1,2,5,114,-2.7445
1995,1,3,1,67,2.5471
1995,1,3,2,53,-0.6400
1995,1,3,3,65,-1.0977
1995,1,3,4,65,-0.1019
1995,1,3,5,95,2.0968
1995,2,1,1,164,1.8571
1995,2,1,2,137,3.5560
1995,2,1,3,139,5.2231
1995,2,1,4,257,2.4513
1995,2,1,5,599,3.6530
1995,2,2,1,39,1.6167
1995,2,2,2,53,3.0591
1995,2,2,3,54,2.8433
1995,2,2,4,81,8.1582
1995,2,2,5,112,5.6948
1995,2,3,1,67,3.4375
1995,2,3,2,53,4.7318
1995,2,3,3,65,4.4150
1995,2,3,4,65,5.0919
1995,2,3,5,95,4.6020
1995,3,1,1,162,0.4559
1995,3,1,2,135,2.2905
1995,3,1,3,139,2.6502
1995,3,1,4,256,3.4346
1995,3,1,5,591,2.6659
1995,3,2,1,39,5.5771
1995,3,2,2,53,5.2839
1995,3,2,3,53,2.3162
1995,3,2,4,80,4.3781
1995,3,2,5,112,3.0884
1995,3,3,1,67,2.5569
1995,3,3,2,53,4.4896
1995,3,3,3,65,3.9671
1995,3,3,4,65,3.5824
1995,3,3,5,95,4.5470
1995,4,1,1,161,1.3696
1995,4,1,2,135,5.5311
1995,4,1,3,138,2.9156
1995,4,1,4,257,4.8703
1995,4,1,5,583,3.8063
1995,4,2,1,39,0.3163
1995,4,2,2,53,2.4805
1995,4,2,3,53,2.2600
1995,4,2,4,80,5.7921
1995,4,2,5,111,3.5634
1995,4,3,1,67,2.9067
1995,4,3,2,52,2.7041
1995,4,3,3,64,3.2391
1995,4,3,4,65,2.9411
1995,4,3,5,95,7.7399
1995,5,1,1,157,3.0456
1995,5,1,2,135,1.0393
1995,5,1,3,137,2.5330
1995,5,1,4,254,0.9196
1995,5,1,5,582,4.6740
1995,5,2,1,39,1.2747
1995,5,2,2,52,3.0443
1995,5,2,3,53,0.4384
1995,5,2,4,80,0.8176
1995,5,2,5,111,2.0013
1995,5,3,1,67,3.6728
1995,5,3,2,52,2.7817
1995,5,3,3,64,2.8977
1995,5,3,4,65,4.1540
1995,5,3,5,95,3.1213
1995,6,1,1,156,6.7832
1995,6,1,2,132,8.2095
1995,6,1,3,137,7.8337
1995,6,1,4,255,9.7254
1995,6,1,5,577,13.4265
1995,6,2,1,39,6.3512
1995,6,2,2,51,5.6713
1995,6,2,3,53,3.2858
1995,6,2,4,80,9.4467
1995,6,2,5,111,11.4699
1995,6,3,1,67,-0.3786
1995,6,3,2,52,0.1771
1995,6,3,3,63,3.0678
1995,6,3,4,64,3.6800
1995,6,3,5,95,6.8135
1995,7,1,1,156,4.8543
1995,7,1,2,140,5.1370
1995,7,1,3,142,7.1020
1995,7,1,4,233,8.9344
1995,7,1,5,629,9.3722
1995,7,2,1,45,5.9474
1995,7,2,2,50,4.4116
1995,7,2,3,66,4.9411
1995,7,2,4,82,8.3815
1995,7,2,5,180,11.7962
1995,7,3,1,69,3.2384
1995,7,3,2,61,1.4189
1995,7,3,3,71,3.2464
1995,7,3,4,88,3.2244
1995,7,3,5,128,5.5254
1995,8,1,1,155,0.8328
1995,8,1,2,140,-0.1320
1995,8,1,3,141,5.8774
1995,8,1,4,231,6.8851
1995,8,1,5,622,7.3927
1995,8,2,1,45,-1.2322
1995,8,2,2,50,2.2852
1995,8,2,3,66,1.3442
1995,8,2,4,82,-0.1234
1995,8,2,5,179,2.6453
1995,8,3,1,69,-0.4535
1995,8,3,2,61,-0.1709
1995,8,3,3,71,1.1757
1995,8,3,4,88,0.7354
1995,8,3,5,125,-0.4871
1995,9,1,1,154,1.5190
1995,9,1,2,139,0.9863
1995,9,1,3,141,3.1673
1995,9,1,4,229,2.7130
1995,9,1,5,618,4.9703
1995,9,2,1,44,0.6553
1995,9,2,2,50,0.8385
1995,9,2,3,66,-0.0802
1995,9,2,4,82,2.1106
1995,9,2,5,177,3.4635
1995,9,3,1,69,4.2102
1995,9,3,2,61,4.2848
1995,9,3,3,71,1.1933
1995,9,3,4,88,6.7821
1995,9,3,5,125,2.7115
1995,10,1,1,151,-3.0697
1995,10,1,2,137,-8.3582
1995,10,1,3,141,-5.4028
1995,10,1,4,228,-6.7865
1995,10,1,5,615,-6.3085
1995,10,2,1,44,-7.2953
1995,10,2,2,50,-6.0250
1995,10,2,3,66,-5.7341
1995,10,2,4,81,-3.5513
1995,10,2,5,177,-7.1302
1995,10,3,1,69,-0.0672
1995,10,3,2,61,0.5107
1995,10,3,3,71,-2.1587
1995,10,3,4,88,-1.1121
1995,10,3,5,125,2.4441
1995,11,1,1,150,2.9636
1995,11,1,2,136,1.5273
1995,11,1,3,141,1.0098
1995,11,1,4,226,2.8631
1995,11,1,5,609,1.5437
1995,11,2,1,44,3.8685
1995,11,2,2,50,3.5015
1995,11,2,3,66,7.1599
1995,11,2,4,81,4.2345
1995,11,2,5,175,4.3913
1995,11,3,1,69,4.4261
1995,11,3,2,61,5.5237
1995,11,3,3,71,5.7761
1995,11,3,4,88,5.2064
1995,11,3,5,125,0.6720
1995,12,1,1,148,0.4092
1995,12,1,2,134,0.0949
1995,12,1,3,141,-0.0712
1995,12,1,4,225,-0.3744
1995,12,1,5,604,6.0673
1995,12,2,1,42,-3.0403
1995,12,2,2,50,0.9040
1995,12,2,3,66,2.0259
1995,12,2,4,80,0.9647
1995,12,2,5,175,1.3895
1995,12,3,1,69,4.5138
1995,12,3,2,61,3.2852
1995,12,3,3,71,1.2278
1995,12,3,4,88,0.9104
1995,12,3,5,123,-0.7095
1996,1,1,1,148,-0.6051
1996,1,1,2,134,1.5133
1996,1,1,3,140,0.9158
1996,1,1,4,224,-0.5246
1996,1,1,5,598,3.7172
1996,1,2,1,42,2.5527
1996,1,2,2,50,2.2597
1996,1,2,3,66,-0.1536
1996,1,2,4,80,-1.3927
1996,1,2,5,174,1.4659
1996,1,3,1,69,2.4369
1996,1,3,2,60,2.0840
1996,1,3,3,71,3.1621
1996,1,3,4,88,4.2353
1996,1,3,5,123,3.7637
1996,2,1,1,147,4.3665
1996,2,1,2,132,2.4671
1996,2,1,3,138,4.2954
1996,2,1,4,223,3.1196
1996,2,1,5,595,3.1856
1996,2,2,1,42,4.4330
1996,2,2,2,49,1.8248
1996,2,2,3,64,2.8959
1996,2,2,4,80,5.8154
1996,2,2,5,173,4.6474
1996,2,3,1,69,-0.2577
1996,2,3,2,60,2.6325
1996,2,3,3,71,2.6978
1996,2,3,4,88,-0.3471
1996,2,3,5,123,3.5859
1996,3,1,1,146,5.9948
1996,3,1,2,133,2.9692
1996,3,1,3,136,1.0764
1996,3,1,4,222,-0.7041
1996,3,1,5,594,0.6063
1996,3,2,1,42,3.1948
1996,3,2,2,49,4.7491
1996,3,2,3,62,2.9652
1996,3,2,4,80,-1.9832
1996,3,2,5,173,-1.9739
1996,3,3,1,69,2.6858
1996,3,3,2,60,0.4377
1996,3,3,3,71,3.4475
1996,3,3,4,88,0.5142
1996,3,3,5,121,-1.9196
1996,4,1,1,145,12.9956
1996,4,1,2,131,4.6310
1996,4,1,3,134,8.1361
1996,4,1,4,221,8.5011
1996,4,1,5,591,12.2276
1996,4,2,1,42,5.2450
1996,4,2,2,49,5.0446
1996,4,2,3,61,5.5940
1996,4,2,4,79,11.8283
1996,4,2,5,173,10.3940
1996,4,3,1,67,1.6215
1996,4,3,2,60,1.3551
1996,4,3,3,71,2.5167
1996,4,3,4,88,1.6867
1996,4,3,5,121,5.0756
1996,5,1,1,145,7.1862
1996,5,1,2,129,6.9463
1996,5,1,3,134,5.9420
1996,5,1,4,219,9.5287
1996,5,1,5,590,10.0830
1996,5,2,1,41,4.5850
1996,5,2,2,49,3.4711
1996,5,2,3,62,3.6119
1996,5,2,4,79,5.8892
1996,5,2,5,173,7.1742
1996,5,3,1,66,2.0273
1996,5,3,2,60,3.0786
1996,5,3,3,70,2.8732
1996,5,3,4,88,2.2954
1996,5,3,5,121,3.0966
1996,6,1,1,144,-2.8517
1996,6,1,2,128,-3.4322
1996,6,1,3,132,-2.9721
1996,6,1,4,218,-7.5634
1996,6,1,5,587,-10.5088
1996,6,2,1,41,-5.1844
1996,6,2,2,49,-4.1612
1996,6,2,3,61,-5.6002
1996,6,2,4,78,-8.1753
1996,6,2,5,172,-11.0990
1996,6,3,1,66,1.5464
1996,6,3,2,59,0.9523
1996,6,3,3,70,-2.3176
1996,6,3,4,88,-0.8676
1996,6,3,5,121,-1.9431
1996,7,1,1,141,-9.3518
1996,7,1,2,150,-6.7892
1996,7,1,3,144,-13.1252
1996,7,1,4,294,-11.0568
1996,7,1,5,593,-15.9284
1996,7,2,1,53,-8.1304
1996,7,2,2,64,-9.6088
1996,7,2,3,66,-9.5526
1996,7,2,4,92,-13.7902
1996,7,2,5,248,-15.5166
1996,7,3,1,72,-4.8348
