year,month,rank_ME,rank_SM_1,nstocks,ret_vw
1989,8,3,5,81,1.9331
1989,9,1,1,81,-2.1691
1989,9,1,2,72,-0.9195
1989,9,1,3,111,-0.3897
1989,9,1,4,154,0.2028
1989,9,1,5,91,-0.6172
1989,9,2,1,45,1.9849
1989,9,2,2,40,-0.2241
1989,9,2,3,40,-0.2890
1989,9,2,4,47,-0.1926
1989,9,2,5,35,0.0324
1989,9,3,1,77,1.6035
1989,9,3,2,78,-2.0602
1989,9,3,3,53,-1.8411
1989,9,3,4,54,-3.0464
1989,9,3,5,54,-3.0269
1989,10,1,1,93,-6.6689
1989,10,1,2,77,-7.3704
1989,10,1,3,113,-7.3305
1989,10,1,4,100,-5.6803
1989,10,1,5,121,-5.0455
1989,10,2,1,45,-7.6777
1989,10,2,2,43,-7.9320
1989,10,2,3,43,-6.1013
1989,10,2,4,25,-4.2578
1989,10,2,5,50,-4.9908
1989,10,3,1,57,-5.7224
1989,10,3,2,57,-5.8016
1989,10,3,3,55,-2.3335
1989,10,3,4,76,-1.9459
1989,10,3,5,67,-1.0108
1989,11,1,1,110,-2.1711
1989,11,1,2,104,1.5466
1989,11,1,3,132,-0.2857
1989,11,1,4,88,0.8250
1989,11,1,5,63,-0.1543
1989,11,2,1,49,-1.3482
1989,11,2,2,33,3.7240
1989,11,2,3,47,0.3865
1989,11,2,4,39,2.3136
1989,11,2,5,40,5.0688
1989,11,3,1,47,-1.7199
1989,11,3,2,53,2.2075
1989,11,3,3,60,4.4438
1989,11,3,4,81,2.8444
1989,11,3,5,70,2.2460
1989,12,1,1,119,-2.2862
1989,12,1,2,135,-0.0873
1989,12,1,3,109,-0.3368
1989,12,1,4,76,0.9704
1989,12,1,5,53,2.9927
1989,12,2,1,54,-0.0451
1989,12,2,2,39,2.1980
1989,12,2,3,48,-0.3540
1989,12,2,4,34,0.0060
1989,12,2,5,35,6.7405
1989,12,3,1,49,0.2097
1989,12,3,2,47,2.7859
1989,12,3,3,68,2.3884
1989,12,3,4,69,2.1707
1989,12,3,5,76,3.7356
1990,1,1,1,119,-3.6250
1990,1,1,2,95,-9.7120
1990,1,1,3,125,-8.6932
1990,1,1,4,110,-5.3383
1990,1,1,5,36,-6.8422
1990,1,2,1,53,-7.6287
1990,1,2,2,45,-7.5844
1990,1,2,3,32,-7.1181
1990,1,2,4,38,-9.0429
1990,1,2,5,39,-7.6951
1990,1,3,1,55,-5.1622
1990,1,3,2,51,-6.3934
1990,1,3,3,59,-6.7504
1990,1,3,4,69,-6.7079
1990,1,3,5,80,-7.1115
1990,2,1,1,85,2.1596
1990,2,1,2,101,0.9424
1990,2,1,3,76,1.9788
1990,2,1,4,101,2.5541
1990,2,1,5,120,-0.3288
1990,2,2,1,45,-0.4235
1990,2,2,2,36,3.6431
1990,2,2,3,31,2.8151
1990,2,2,4,42,3.5722
1990,2,2,5,54,2.4498
1990,2,3,1,75,-0.7497
1990,2,3,2,65,0.9606
1990,2,3,3,64,1.2957
1990,2,3,4,57,3.6001
1990,2,3,5,47,5.5124
1990,3,1,1,68,0.7278
1990,3,1,2,76,5.1483
1990,3,1,3,60,2.0832
1990,3,1,4,116,2.5641
1990,3,1,5,158,4.5282
1990,3,2,1,34,4.5603
1990,3,2,2,35,2.4413
1990,3,2,3,39,1.8857
1990,3,2,4,59,4.9602
1990,3,2,5,42,4.8640
1990,3,3,1,71,3.0945
1990,3,3,2,66,1.8224
1990,3,3,3,68,1.3106
1990,3,3,4,49,3.5287
1990,3,3,5,52,4.2347
1990,4,1,1,62,-2.4992
1990,4,1,2,92,-3.0007
1990,4,1,3,94,-4.7211
1990,4,1,4,140,-1.4395
1990,4,1,5,83,-2.9303
1990,4,2,1,46,-5.9422
1990,4,2,2,33,-4.2026
1990,4,2,3,47,-3.4916
1990,4,2,4,38,-4.5051
1990,4,2,5,46,-2.7357
1990,4,3,1,61,-4.4532
1990,4,3,2,82,-4.9830
1990,4,3,3,60,-0.7257
1990,4,3,4,47,-2.2167
1990,4,3,5,57,-2.4710
1990,5,1,1,102,2.1595
1990,5,1,2,80,4.3884
1990,5,1,3,89,2.9003
1990,5,1,4,94,4.4884
1990,5,1,5,101,6.7498
1990,5,2,1,47,6.7666
1990,5,2,2,47,6.2157
1990,5,2,3,39,6.4994
1990,5,2,4,39,6.4304
1990,5,2,5,35,8.0081
1990,5,3,1,52,8.3230
1990,5,3,2,64,8.7513
1990,5,3,3,63,8.0028
1990,5,3,4,62,7.7389
1990,5,3,5,66,10.6978
1990,6,1,1,70,0.4087
1990,6,1,2,67,2.1492
1990,6,1,3,83,-3.0152
1990,6,1,4,104,0.1731
1990,6,1,5,137,2.4034
1990,6,2,1,45,-2.2412
1990,6,2,2,37,-0.1930
1990,6,2,3,50,1.0540
1990,6,2,4,36,1.4323
1990,6,2,5,39,0.7446
1990,6,3,1,62,-1.7708
1990,6,3,2,71,-0.3443
1990,6,3,3,51,-1.9809
1990,6,3,4,67,-0.9476
1990,6,3,5,59,1.8398
1990,7,1,1,140,-6.3130
1990,7,1,2,75,-5.1883
1990,7,1,3,57,-3.9322
1990,7,1,4,76,-7.3535
1990,7,1,5,118,-2.1016
1990,7,2,1,58,-1.8631
1990,7,2,2,41,0.0255
1990,7,2,3,40,-2.6096
1990,7,2,4,35,-2.8010
1990,7,2,5,37,-1.7480
1990,7,3,1,51,-5.5295
1990,7,3,2,67,4.5382
1990,7,3,3,65,0.7152
1990,7,3,4,61,2.0995
1990,7,3,5,62,-1.1891
1990,8,1,1,140,-14.7895
1990,8,1,2,106,-13.5470
1990,8,1,3,88,-11.6106
1990,8,1,4,72,-11.2484
1990,8,1,5,57,-5.9340
1990,8,2,1,53,-14.0842
1990,8,2,2,38,-13.9541
1990,8,2,3,43,-11.0602
1990,8,2,4,38,-9.2705
1990,8,2,5,35,-6.1635
1990,8,3,1,44,-12.8104
1990,8,3,2,60,-11.5253
1990,8,3,3,65,-8.3697
1990,8,3,4,80,-7.9818
1990,8,3,5,64,-5.6860
1990,9,1,1,161,-12.1177
1990,9,1,2,81,-5.4287
1990,9,1,3,70,-9.8029
1990,9,1,4,91,-9.3427
1990,9,1,5,60,-6.9596
1990,9,2,1,49,-6.5492
1990,9,2,2,42,-9.9697
1990,9,2,3,41,-11.3914
1990,9,2,4,36,-5.7770
1990,9,2,5,35,-7.2647
1990,9,3,1,41,-7.5814
1990,9,3,2,57,-9.3973
1990,9,3,3,68,-3.4258
1990,9,3,4,75,-3.4569
1990,9,3,5,69,-2.3908
1990,10,1,1,116,-7.2032
1990,10,1,2,100,-4.0448
1990,10,1,3,105,-5.7307
1990,10,1,4,99,-8.6431
1990,10,1,5,41,-7.1653
1990,10,2,1,43,-10.0110
1990,10,2,2,42,-7.1824
1990,10,2,3,43,-6.3342
1990,10,2,4,41,-7.7265
1990,10,2,5,40,-6.9710
1990,10,3,1,45,-1.3691
1990,10,3,2,58,-1.8971
1990,10,3,3,64,-0.2186
1990,10,3,4,62,-0.2387
1990,10,3,5,77,-0.4525
1990,11,1,1,114,2.7107
1990,11,1,2,105,3.7956
1990,11,1,3,105,3.6190
1990,11,1,4,83,6.9175
1990,11,1,5,48,6.0667
1990,11,2,1,55,6.7593
1990,11,2,2,43,7.9024
1990,11,2,3,42,7.7501
1990,11,2,4,31,4.7719
1990,11,2,5,37,5.1486
1990,11,3,1,38,8.4381
1990,11,3,2,58,5.9670
1990,11,3,3,57,3.8696
1990,11,3,4,71,7.7736
1990,11,3,5,84,4.8858
1990,12,1,1,63,-2.9033
1990,12,1,2,70,0.1345
1990,12,1,3,80,-0.6559
1990,12,1,4,94,3.0968
1990,12,1,5,153,-0.1939
1990,12,2,1,44,5.0541
1990,12,2,2,36,5.6606
1990,12,2,3,42,5.6060
1990,12,2,4,32,5.5636
1990,12,2,5,46,2.7720
1990,12,3,1,64,1.9574
1990,12,3,2,67,1.6898
1990,12,3,3,64,1.9802
1990,12,3,4,65,4.0403
1990,12,3,5,45,3.1882
1991,1,1,1,56,0.3742
1991,1,1,2,99,6.6742
1991,1,1,3,115,11.3135
1991,1,1,4,111,15.9420
1991,1,1,5,68,7.9347
1991,1,2,1,44,-0.4282
1991,1,2,2,41,6.4237
1991,1,2,3,37,11.7472
1991,1,2,4,46,9.5948
1991,1,2,5,39,11.7673
1991,1,3,1,72,-1.2616
1991,1,3,2,68,2.3242
1991,1,3,3,55,5.4258
1991,1,3,4,62,9.2865
1991,1,3,5,48,5.6363
1991,2,1,1,43,11.2739
1991,2,1,2,48,10.1713
1991,2,1,3,72,9.9041
1991,2,1,4,117,13.1555
1991,2,1,5,164,16.4698
1991,2,2,1,37,9.2529
1991,2,2,2,35,10.5945
1991,2,2,3,38,10.8288
1991,2,2,4,47,9.1944
1991,2,2,5,52,13.0572
1991,2,3,1,75,6.7075
1991,2,3,2,81,8.0432
1991,2,3,3,64,7.2797
1991,2,3,4,44,7.0619
1991,2,3,5,40,7.4215
1991,3,1,1,68,2.4470
1991,3,1,2,79,4.4769
1991,3,1,3,107,9.6717
1991,3,1,4,49,10.7982
1991,3,1,5,139,5.2742
1991,3,2,1,48,3.7498
1991,3,2,2,42,0.0223
1991,3,2,3,46,3.5657
1991,3,2,4,26,6.7676
1991,3,2,5,48,2.1191
1991,3,3,1,56,0.8810
1991,3,3,2,58,-1.1486
1991,3,3,3,64,2.6913
1991,3,3,4,77,3.2741
1991,3,3,5,49,0.2443
1991,4,1,1,55,-0.2783
1991,4,1,2,65,0.0210
1991,4,1,3,81,-2.1949
1991,4,1,4,104,3.3509
1991,4,1,5,138,-1.4077
1991,4,2,1,43,1.0371
1991,4,2,2,41,1.9991
1991,4,2,3,37,-0.7712
1991,4,2,4,37,-1.9790
1991,4,2,5,51,-1.1275
1991,4,3,1,63,0.9548
1991,4,3,2,67,0.7224
1991,4,3,3,68,1.0851
1991,4,3,4,55,-0.1419
1991,4,3,5,47,-1.7760
1991,5,1,1,104,3.6802
1991,5,1,2,103,3.6220
1991,5,1,3,63,1.5040
1991,5,1,4,101,5.5586
1991,5,1,5,72,1.3714
1991,5,2,1,48,5.4276
1991,5,2,2,39,2.6432
1991,5,2,3,38,4.2579
1991,5,2,4,47,4.4840
1991,5,2,5,35,5.2930
1991,5,3,1,49,5.6817
1991,5,3,2,56,5.9356
1991,5,3,3,64,5.4635
1991,5,3,4,66,6.4004
1991,5,3,5,66,1.1907
1991,6,1,1,54,-3.5126
1991,6,1,2,96,-1.8768
1991,6,1,3,129,-2.6339
1991,6,1,4,80,-1.9156
1991,6,1,5,81,-3.8903
1991,6,2,1,44,-5.5062
1991,6,2,2,49,-4.4361
1991,6,2,3,44,-3.2906
1991,6,2,4,34,-5.2337
1991,6,2,5,34,-3.9235
1991,6,3,1,73,-4.5582
1991,6,3,2,52,-4.2862
1991,6,3,3,62,-4.2841
1991,6,3,4,62,-5.3602
1991,6,3,5,53,-4.7325
1991,7,1,1,133,-0.3917
1991,7,1,2,102,0.7715
1991,7,1,3,76,1.1906
1991,7,1,4,74,1.0901
1991,7,1,5,73,2.1795
1991,7,2,1,59,4.4040
1991,7,2,2,39,1.6375
1991,7,2,3,33,0.9006
1991,7,2,4,32,5.1288
1991,7,2,5,47,3.6301
1991,7,3,1,47,4.2050
1991,7,3,2,56,1.8769
1991,7,3,3,77,4.5379
1991,7,3,4,79,5.3793
1991,7,3,5,52,3.3202
1991,8,1,1,101,0.2001
1991,8,1,2,89,-2.2454
1991,8,1,3,74,0.4848
1991,8,1,4,112,1.5352
1991,8,1,5,75,5.0031
1991,8,2,1,41,1.0846
1991,8,2,2,42,3.1250
1991,8,2,3,40,2.1092
1991,8,2,4,51,2.9267
1991,8,2,5,38,2.4016
1991,8,3,1,58,1.3035
1991,8,3,2,71,1.6654
1991,8,3,3,58,1.6981
1991,8,3,4,56,2.9696
1991,8,3,5,70,2.1578
1991,9,1,1,86,0.6638
1991,9,1,2,83,0.4542
1991,9,1,3,73,0.4296
1991,9,1,4,83,-0.8583
1991,9,1,5,128,0.0471
1991,9,2,1,37,1.3587
1991,9,2,2,49,0.5472
1991,9,2,3,41,1.3851
1991,9,2,4,43,-1.2192
1991,9,2,5,43,1.9276
1991,9,3,1,61,-1.5015
1991,9,3,2,60,-2.0061
1991,9,3,3,77,-2.7785
1991,9,3,4,56,-2.4056
1991,9,3,5,59,-3.0143
1991,10,1,1,94,-1.4256
1991,10,1,2,88,-0.5169
1991,10,1,3,85,0.0126
1991,10,1,4,91,7.1256
1991,10,1,5,91,-0.6426
1991,10,2,1,37,1.7233
1991,10,2,2,41,3.6995
1991,10,2,3,48,-1.6639
1991,10,2,4,42,3.1766
1991,10,2,5,46,0.8899
1991,10,3,1,62,0.4250
1991,10,3,2,64,0.2335
1991,10,3,3,55,2.4072
1991,10,3,4,66,2.6240
1991,10,3,5,69,2.5632
1991,11,1,1,108,-4.9416
1991,11,1,2,85,-4.1341
1991,11,1,3,87,-1.1460
1991,11,1,4,76,-2.9960
1991,11,1,5,99,-0.0111
1991,11,2,1,50,-3.6128
1991,11,2,2,53,-5.7540
1991,11,2,3,36,-6.5267
1991,11,2,4,29,-6.4715
1991,11,2,5,41,-6.2347
1991,11,3,1,41,-7.6056
1991,11,3,2,56,-5.2840
1991,11,3,3,73,-3.0625
1991,11,3,4,76,-5.9684
1991,11,3,5,66,-4.8069
1991,12,1,1,85,-0.2135
1991,12,1,2,85,4.5907
1991,12,1,3,112,4.1148
1991,12,1,4,99,2.0218
1991,12,1,5,66,1.3282
1991,12,2,1,53,5.9395
1991,12,2,2,46,7.4767
1991,12,2,3,34,8.3300
1991,12,2,4,47,9.9121
1991,12,2,5,35,5.8117
1991,12,3,1,46,7.0696
1991,12,3,2,71,10.3108
1991,12,3,3,57,8.4546
1991,12,3,4,66,12.4956
1991,12,3,5,73,13.4859
1992,1,1,1,68,12.6382
1992,1,1,2,62,11.8883
1992,1,1,3,80,4.5989
1992,1,1,4,120,11.2534
1992,1,1,5,119,15.0803
1992,1,2,1,50,4.5295
1992,1,2,2,38,4.5903
1992,1,2,3,44,8.0928
1992,1,2,4,36,4.3868
1992,1,2,5,45,6.5872
1992,1,3,1,56,-2.6474
1992,1,3,2,73,0.6508
1992,1,3,3,60,-1.1090
1992,1,3,4,54,1.5954
1992,1,3,5,68,-2.6121
1992,2,1,1,51,1.6254
1992,2,1,2,68,4.7725
1992,2,1,3,107,4.0528
1992,2,1,4,79,8.0836
1992,2,1,5,141,3.6706
1992,2,2,1,28,1.7267
1992,2,2,2,41,2.1564
1992,2,2,3,58,4.2503
1992,2,2,4,43,2.1759
1992,2,2,5,42,6.3806
1992,2,3,1,74,0.3400
1992,2,3,2,78,-1.1089
1992,2,3,3,57,2.9862
1992,2,3,4,58,8.6491
1992,2,3,5,47,1.1092
1992,3,1,1,78,-2.6885
1992,3,1,2,80,-5.5220
1992,3,1,3,97,-0.4513
1992,3,1,4,104,1.3160
1992,3,1,5,89,3.7808
1992,3,2,1,36,-8.7413
1992,3,2,2,32,-5.7076
1992,3,2,3,39,-1.9751
1992,3,2,4,51,-2.9891
1992,3,2,5,47,1.8642
1992,3,3,1,81,-1.1300
1992,3,3,2,69,-1.3445
1992,3,3,3,55,-1.8919
1992,3,3,4,61,-0.5473
1992,3,3,5,49,0.6514
1992,4,1,1,158,-5.3261
1992,4,1,2,75,-2.2813
1992,4,1,3,73,-2.9716
1992,4,1,4,74,0.6872
1992,4,1,5,72,-3.0038
1992,4,2,1,48,-1.5089
1992,4,2,2,41,-3.9732
1992,4,2,3,40,-1.4498
1992,4,2,4,39,0.5167
1992,4,2,5,33,-1.1697
1992,4,3,1,55,1.4389
1992,4,3,2,60,4.2880
1992,4,3,3,62,5.4639
1992,4,3,4,65,3.1853
1992,4,3,5,71,2.4696
1992,5,1,1,153,0.9828
1992,5,1,2,101,-1.0198
1992,5,1,3,80,-0.0848
1992,5,1,4,66,0.1241
1992,5,1,5,48,1.1735
1992,5,2,1,50,-2.6275
1992,5,2,2,37,2.3802
1992,5,2,3,37,-0.2770
1992,5,2,4,44,3.2255
1992,5,2,5,33,1.6831
1992,5,3,1,49,0.1375
1992,5,3,2,60,-0.0163
1992,5,3,3,68,-0.1930
1992,5,3,4,63,-0.1325
1992,5,3,5,75,0.5375
1992,6,1,1,131,-3.7336
1992,6,1,2,90,-6.9113
1992,6,1,3,62,-5.3118
1992,6,1,4,54,-4.5524
1992,6,1,5,103,-5.4810
1992,6,2,1,48,-4.7399
1992,6,2,2,40,-3.4279
1992,6,2,3,49,-2.0541
1992,6,2,4,39,-6.9468
1992,6,2,5,32,-2.0677
1992,6,3,1,57,0.0148
1992,6,3,2,56,-2.5098
1992,6,3,3,59,-1.1897
1992,6,3,4,74,-3.2331
1992,6,3,5,67,-3.9984
1992,7,1,1,160,1.7769
1992,7,1,2,107,1.5140
1992,7,1,3,76,5.3374
1992,7,1,4,54,2.6634
1992,7,1,5,42,2.8688
1992,7,2,1,65,4.6493
1992,7,2,2,29,4.3152
1992,7,2,3,30,2.8640
1992,7,2,4,41,2.2688
1992,7,2,5,31,7.1429
1992,7,3,1,44,3.2208
1992,7,3,2,61,4.7526
1992,7,3,3,63,2.6785
1992,7,3,4,71,4.0204
1992,7,3,5,77,4.3147
1992,8,1,1,99,-3.2340
1992,8,1,2,95,-6.0774
1992,8,1,3,93,1.0325
1992,8,1,4,80,-2.7093
1992,8,1,5,65,-0.4989
1992,8,2,1,53,-2.8612
1992,8,2,2,29,-0.9125
1992,8,2,3,36,-3.5399
1992,8,2,4,41,-2.6012
1992,8,2,5,41,-0.0215
1992,8,3,1,51,-4.0401
1992,8,3,2,63,-1.3695
1992,8,3,3,66,-3.0037
1992,8,3,4,70,-1.1856
1992,8,3,5,65,-0.9518
1992,9,1,1,84,-1.2542
1992,9,1,2,73,0.3760
1992,9,1,3,118,-0.9905
1992,9,1,4,78,1.6413
1992,9,1,5,72,-1.7682
1992,9,2,1,42,1.3555
1992,9,2,2,45,-1.4717
1992,9,2,3,39,-0.4339
1992,9,2,4,51,-0.5112
1992,9,2,5,30,1.5055
1992,9,3,1,49,0.2280
1992,9,3,2,71,0.0524
1992,9,3,3,64,1.4690
1992,9,3,4,65,0.9065
1992,9,3,5,64,2.2764
1992,10,1,1,90,-0.0098
1992,10,1,2,64,4.1663
1992,10,1,3,63,3.6539
1992,10,1,4,74,2.1877
1992,10,1,5,140,2.8264
1992,10,2,1,35,2.3512
1992,10,2,2,42,1.1313
1992,10,2,3,33,0.1621
1992,10,2,4,41,1.8141
1992,10,2,5,48,3.3765
1992,10,3,1,73,-0.3279
1992,10,3,2,61,-0.7552
1992,10,3,3,69,0.7029
1992,10,3,4,58,2.0397
1992,10,3,5,54,1.1965
1992,11,1,1,62,10.6760
1992,11,1,2,54,7.8430
1992,11,1,3,97,5.6629
1992,11,1,4,130,8.0568
1992,11,1,5,93,11.2770
1992,11,2,1,42,2.7128
1992,11,2,2,41,-0.5446
1992,11,2,3,34,7.0565
1992,11,2,4,31,7.8582
1992,11,2,5,45,6.6314
1992,11,3,1,57,0.3996
1992,11,3,2,60,4.2173
1992,11,3,3,71,3.1794
1992,11,3,4,73,5.5367
1992,11,3,5,51,5.9118
1992,12,1,1,51,2.7815
1992,12,1,2,47,4.4089
1992,12,1,3,106,6.4157
1992,12,1,4,146,2.8915
1992,12,1,5,82,4.5064
1992,12,2,1,34,1.5027
1992,12,2,2,39,5.1951
1992,12,2,3,38,3.8823
1992,12,2,4,40,2.6272
1992,12,2,5,41,5.4881
1992,12,3,1,62,0.3358
1992,12,3,2,71,3.4809
1992,12,3,3,63,0.6027
1992,12,3,4,57,0.7921
1992,12,3,5,59,1.0186
1993,1,1,1,100,-1.6882
1993,1,1,2,97,7.6385
1993,1,1,3,65,5.7387
1993,1,1,4,65,3.9133
1993,1,1,5,101,6.3425
1993,1,2,1,41,2.0601
1993,1,2,2,34,5.0663
1993,1,2,3,40,2.7204
1993,1,2,4,41,3.1341
1993,1,2,5,35,5.2463
1993,1,3,1,60,-4.0474
1993,1,3,2,72,0.3674
1993,1,3,3,58,1.5024
1993,1,3,4,63,2.4224
1993,1,3,5,64,3.5635
1993,2,1,1,82,-5.3810
1993,2,1,2,77,1.0747
1993,2,1,3,75,-1.5834
1993,2,1,4,104,2.4519
1993,2,1,5,90,0.3352
1993,2,2,1,41,-0.7520
1993,2,2,2,25,0.7361
1993,2,2,3,32,1.5373
1993,2,2,4,54,3.4825
1993,2,2,5,33,0.2974
1993,2,3,1,70,-2.0791
1993,2,3,2,77,4.0333
1993,2,3,3,66,4.6192
1993,2,3,4,45,0.9994
1993,2,3,5,62,1.1129
1993,3,1,1,125,0.6898
1993,3,1,2,93,-0.9374
1993,3,1,3,84,4.1047
1993,3,1,4,76,1.9020
1993,3,1,5,47,9.1383
1993,3,2,1,38,1.6230
1993,3,2,2,37,1.8654
1993,3,2,3,39,1.7059
1993,3,2,4,31,3.6149
1993,3,2,5,36,7.4161
1993,3,3,1,65,2.7594
1993,3,3,2,60,3.4439
1993,3,3,3,65,3.0328
1993,3,3,4,66,1.5543
1993,3,3,5,68,2.3924
1993,4,1,1,97,-4.9802
1993,4,1,2,53,-3.4853
1993,4,1,3,79,-4.6855
1993,4,1,4,82,-1.7255
1993,4,1,5,110,-0.2083
1993,4,2,1,34,-1.2697
1993,4,2,2,32,-1.0669
1993,4,2,3,35,-2.5599
1993,4,2,4,35,-3.3349
1993,4,2,5,43,2.4746
1993,4,3,1,72,-3.7273
1993,4,3,2,58,-2.0991
1993,4,3,3,67,-0.3347
1993,4,3,4,64,0.4184
1993,4,3,5,65,-3.0764
1993,5,1,1,140,3.1487
1993,5,1,2,125,6.1691
1993,5,1,3,54,8.4457
1993,5,1,4,56,3.3590
1993,5,1,5,42,-0.3279
1993,5,2,1,34,8.7571
1993,5,2,2,37,1.6471
1993,5,2,3,43,6.2392
1993,5,2,4,35,1.8428
1993,5,2,5,31,3.2180
1993,5,3,1,60,3.4336
1993,5,3,2,60,4.3805
1993,5,3,3,68,4.2472
1993,5,3,4,65,0.8300
1993,5,3,5,75,1.7819
1993,6,1,1,57,1.0263
1993,6,1,2,71,-0.3858
1993,6,1,3,71,1.5867
1993,6,1,4,111,1.4661
1993,6,1,5,108,1.0435
1993,6,2,1,33,2.2312
1993,6,2,2,33,-0.1273
1993,6,2,3,33,0.2648
1993,6,2,4,41,0.9196
1993,6,2,5,34,-0.8401
1993,6,3,1,69,2.0685
1993,6,3,2,66,-2.0240
1993,6,3,3,72,-1.0135
1993,6,3,4,68,2.8007
1993,6,3,5,55,0.6550
1993,7,1,1,97,2.7594
1993,7,1,2,90,2.2684
1993,7,1,3,103,3.6503
1993,7,1,4,82,3.7774
1993,7,1,5,63,0.4827
1993,7,2,1,43,0.8307
1993,7,2,2,31,2.1670
1993,7,2,3,42,1.3585
1993,7,2,4,25,3.2424
1993,7,2,5,36,2.2082
1993,7,3,1,59,-0.6264
1993,7,3,2,65,-1.6866
1993,7,3,3,55,-0.0125
1993,7,3,4,72,-0.7479
1993,7,3,5,71,1.8705
1993,8,1,1,96,0.8431
1993,8,1,2,93,0.3990
1993,8,1,3,97,3.5735
1993,8,1,4,77,-0.2736
1993,8,1,5,72,3.4860
1993,8,2,1,40,2.3244
1993,8,2,2,23,3.1034
1993,8,2,3,40,7.1419
1993,8,2,4,33,2.3722
1993,8,2,5,43,2.4834
1993,8,3,1,60,5.6122
1993,8,3,2,65,4.5236
1993,8,3,3,63,4.7370
1993,8,3,4,64,1.8919
1993,8,3,5,67,2.0148
1993,9,1,1,85,1.1149
1993,9,1,2,70,1.1188
1993,9,1,3,81,-1.6550
1993,9,1,4,74,2.1638
1993,9,1,5,126,2.9408
1993,9,2,1,32,0.6950
1993,9,2,2,32,1.9203
1993,9,2,3,40,2.8470
1993,9,2,4,34,-1.8095
1993,9,2,5,36,3.2513
1993,9,3,1,70,-1.3487
1993,9,3,2,70,-2.0500
1993,9,3,3,59,-1.6735
1993,9,3,4,63,-0.3819
1993,9,3,5,59,-0.7005
1993,10,1,1,90,2.2954
1993,10,1,2,71,4.7821
1993,10,1,3,53,1.2359
1993,10,1,4,98,3.8971
1993,10,1,5,119,2.6231
1993,10,2,1,41,-0.0276
1993,10,2,2,30,2.7074
1993,10,2,3,29,1.8727
1993,10,2,4,31,3.9205
1993,10,2,5,45,0.3764
1993,10,3,1,57,6.8311
1993,10,3,2,61,1.2982
1993,10,3,3,77,1.8413
1993,10,3,4,64,1.8026
1993,10,3,5,64,5.3364
1993,11,1,1,78,-1.7253
1993,11,1,2,87,-2.7572
1993,11,1,3,86,-3.6945
1993,11,1,4,83,-1.3092
1993,11,1,5,97,-1.0103
1993,11,2,1,34,-6.4175
1993,11,2,2,42,-0.0750
1993,11,2,3,30,-1.5445
1993,11,2,4,34,-2.6167
1993,11,2,5,40,-1.2833
1993,11,3,1,60,-6.3130
1993,11,3,2,69,-0.3448
1993,11,3,3,69,0.5811
1993,11,3,4,64,0.6647
1993,11,3,5,57,-1.7118
1993,12,1,1,54,-0.4037
1993,12,1,2,109,-0.7131
1993,12,1,3,83,1.0361
1993,12,1,4,112,3.3637
1993,12,1,5,73,-1.9233
1993,12,2,1,42,2.9241
1993,12,2,2,36,5.7066
1993,12,2,3,31,7.6051
1993,12,2,4,31,6.8336
1993,12,2,5,31,5.7305
1993,12,3,1,62,-0.5249
1993,12,3,2,57,3.6173
1993,12,3,3,68,2.2743
1993,12,3,4,71,1.7741
1993,12,3,5,65,0.9657
1994,1,1,1,80,5.8729
1994,1,1,2,69,4.9700
1994,1,1,3,105,8.0500
1994,1,1,4,98,8.8247
1994,1,1,5,78,6.8127
1994,1,2,1,29,1.6643
1994,1,2,2,39,0.6657
1994,1,2,3,23,-1.7467
1994,1,2,4,35,1.9583
1994,1,2,5,44,4.2586
1994,1,3,1,76,3.0403
1994,1,3,2,63,1.6820
1994,1,3,3,73,4.0410
1994,1,3,4,54,4.3674
1994,1,3,5,57,7.3507
1994,2,1,1,75,-1.1935
1994,2,1,2,59,1.6648
1994,2,1,3,88,-0.6417
1994,2,1,4,85,0.8862
1994,2,1,5,117,1.2988
1994,2,2,1,40,-1.5939
1994,2,2,2,41,-0.5077
1994,2,2,3,26,-1.4378
1994,2,2,4,34,-1.3678
1994,2,2,5,33,-2.2094
1994,2,3,1,55,-3.2571
1994,2,3,2,65,-2.9231
1994,2,3,3,75,-3.3964
1994,2,3,4,63,-2.7820
1994,2,3,5,63,-1.6832
1994,3,1,1,66,-3.5582
1994,3,1,2,77,-7.3136
1994,3,1,3,59,-5.2805
1994,3,1,4,91,-5.1283
1994,3,1,5,123,-3.5587
1994,3,2,1,35,-4.1987
1994,3,2,2,33,-3.9739
1994,3,2,3,27,-3.6335
1994,3,2,4,44,-7.4806
1994,3,2,5,41,-2.5981
1994,3,3,1,77,-4.0489
1994,3,3,2,66,-4.4991
1994,3,3,3,64,-4.7933
1994,3,3,4,60,-5.1537
1994,3,3,5,52,-5.1795
1994,4,1,1,56,-3.4387
1994,4,1,2,109,2.6130
1994,4,1,3,71,0.5731
1994,4,1,4,81,2.0314
1994,4,1,5,97,0.4496
1994,4,2,1,31,0.3450
1994,4,2,2,29,2.5109
1994,4,2,3,48,-0.7302
1994,4,2,4,40,-0.1564
1994,4,2,5,33,-0.4266
1994,4,3,1,67,-0.6404
1994,4,3,2,71,1.2403
1994,4,3,3,55,-0.0047
1994,4,3,4,73,0.5882
1994,4,3,5,53,2.6205
1994,5,1,1,97,-1.9731
1994,5,1,2,84,-0.5911
1994,5,1,3,91,0.2864
1994,5,1,4,74,-1.5176
1994,5,1,5,61,1.2896
1994,5,2,1,42,-2.4727
1994,5,2,2,37,-0.7720
1994,5,2,3,31,-0.5961
1994,5,2,4,34,0.6956
1994,5,2,5,39,-1.7010
