year,month,rank_ME,rank_Resid11_1,nstocks,ret_vw
1967,1,1,1,147,22.5275
1967,1,1,2,137,19.8289
1967,1,1,3,141,19.2137
1967,1,1,4,137,20.6581
1967,1,1,5,121,17.4415
1967,1,2,1,75,17.8450
1967,1,2,2,70,15.0196
1967,1,2,3,56,15.9504
1967,1,2,4,56,16.0667
1967,1,2,5,62,13.5588
1967,1,3,1,96,11.1405
1967,1,3,2,98,11.2854
1967,1,3,3,115,6.4344
1967,1,3,4,125,5.9447
1967,1,3,5,128,7.3154
1967,2,1,1,161,2.6079
1967,2,1,2,158,3.6438
1967,2,1,3,134,4.3775
1967,2,1,4,125,7.0640
1967,2,1,5,111,5.8792
1967,2,2,1,79,0.4905
1967,2,2,2,75,1.3295
1967,2,2,3,54,3.8015
1967,2,2,4,50,3.8439
1967,2,2,5,71,3.1967
1967,2,3,1,89,-0.8899
1967,2,3,2,103,-0.3076
1967,2,3,3,110,2.0947
1967,2,3,4,123,0.8657
1967,2,3,5,137,1.8947
1967,3,1,1,171,4.9184
1967,3,1,2,168,6.4720
1967,3,1,3,124,6.5728
1967,3,1,4,123,9.1006
1967,3,1,5,106,9.0547
1967,3,2,1,73,4.1978
1967,3,2,2,65,6.6477
1967,3,2,3,61,6.0452
1967,3,2,4,68,4.4245
1967,3,2,5,66,8.2541
1967,3,3,1,95,3.6716
1967,3,3,2,97,4.5766
1967,3,3,3,120,4.3501
1967,3,3,4,120,3.4550
1967,3,3,5,129,4.5439
1967,4,1,1,162,2.3573
1967,4,1,2,145,4.1888
1967,4,1,3,143,4.8338
1967,4,1,4,141,4.0706
1967,4,1,5,109,7.7566
1967,4,2,1,70,2.4268
1967,4,2,2,64,1.9268
1967,4,2,3,66,4.6154
1967,4,2,4,55,2.7633
1967,4,2,5,80,5.4103
1967,4,3,1,101,7.4245
1967,4,3,2,113,3.8105
1967,4,3,3,113,3.9323
1967,4,3,4,124,3.7845
1967,4,3,5,109,2.9206
1967,5,1,1,170,-0.4092
1967,5,1,2,149,1.4248
1967,5,1,3,136,0.7433
1967,5,1,4,120,0.3777
1967,5,1,5,127,-0.2200
1967,5,2,1,68,-1.3050
1967,5,2,2,75,-1.6997
1967,5,2,3,64,-1.5542
1967,5,2,4,64,-0.9283
1967,5,2,5,69,-2.8916
1967,5,3,1,99,-5.1187
1967,5,3,2,109,-4.7606
1967,5,3,3,116,-3.1373
1967,5,3,4,123,-4.3915
1967,5,3,5,115,-4.0179
1967,6,1,1,157,6.1710
1967,6,1,2,133,9.4434
1967,6,1,3,132,11.5230
1967,6,1,4,154,13.0285
1967,6,1,5,123,15.4080
1967,6,2,1,77,5.0798
1967,6,2,2,62,6.6373
1967,6,2,3,54,4.6575
1967,6,2,4,69,8.2542
1967,6,2,5,80,9.8714
1967,6,3,1,92,1.3930
1967,6,3,2,117,1.4044
1967,6,3,3,130,0.0868
1967,6,3,4,112,2.5376
1967,6,3,5,111,4.0998
1967,7,1,1,161,10.8814
1967,7,1,2,130,11.3832
1967,7,1,3,129,9.4119
1967,7,1,4,144,7.5755
1967,7,1,5,129,10.3692
1967,7,2,1,70,6.7424
1967,7,2,2,67,7.3417
1967,7,2,3,57,7.8518
1967,7,2,4,77,8.2722
1967,7,2,5,73,7.7664
1967,7,3,1,95,5.8110
1967,7,3,2,116,4.5753
1967,7,3,3,130,6.6463
1967,7,3,4,110,5.0338
1967,7,3,5,112,1.7404
1967,8,1,1,138,1.4826
1967,8,1,2,130,-0.8982
1967,8,1,3,125,0.6399
1967,8,1,4,161,1.2276
1967,8,1,5,134,-1.2573
1967,8,2,1,71,0.6391
1967,8,2,2,70,0.7375
1967,8,2,3,62,0.9556
1967,8,2,4,52,-0.8572
1967,8,2,5,89,-0.0742
1967,8,3,1,104,-0.7932
1967,8,3,2,109,-0.5645
1967,8,3,3,123,-0.3274
1967,8,3,4,119,-0.5909
1967,8,3,5,113,-1.0208
1967,9,1,1,126,4.4026
1967,9,1,2,122,7.7276
1967,9,1,3,139,9.0004
1967,9,1,4,138,7.6858
1967,9,1,5,160,8.9310
1967,9,2,1,71,5.7466
1967,9,2,2,64,2.5980
1967,9,2,3,66,4.1267
1967,9,2,4,67,4.1422
1967,9,2,5,78,6.0791
1967,9,3,1,107,4.2774
1967,9,3,2,112,1.7002
1967,9,3,3,115,2.8422
1967,9,3,4,118,3.2881
1967,9,3,5,114,3.5785
1967,10,1,1,150,-4.0207
1967,10,1,2,126,-1.0300
1967,10,1,3,128,-1.7959
1967,10,1,4,146,-2.1907
1967,10,1,5,143,1.5504
1967,10,2,1,62,-3.2952
1967,10,2,2,66,-2.8382
1967,10,2,3,73,-2.8897
1967,10,2,4,67,-5.5763
1967,10,2,5,72,-1.1875
1967,10,3,1,109,-4.4431
1967,10,3,2,114,-2.6918
1967,10,3,3,111,-3.3072
1967,10,3,4,115,-4.5426
1967,10,3,5,116,0.2175
1967,11,1,1,126,-0.8129
1967,11,1,2,109,1.1493
1967,11,1,3,144,-0.5331
1967,11,1,4,136,0.3984
1967,11,1,5,177,1.0877
1967,11,2,1,67,0.5122
1967,11,2,2,65,1.1008
1967,11,2,3,58,0.9886
1967,11,2,4,74,0.2096
1967,11,2,5,77,2.3644
1967,11,3,1,114,1.7311
1967,11,3,2,121,0.9858
1967,11,3,3,117,0.2748
1967,11,3,4,109,0.2700
1967,11,3,5,105,0.7096
1967,12,1,1,88,7.8243
1967,12,1,2,117,8.9773
1967,12,1,3,120,10.4352
1967,12,1,4,171,10.5139
1967,12,1,5,197,13.0514
1967,12,2,1,63,6.3008
1967,12,2,2,70,6.9161
1967,12,2,3,71,7.4498
1967,12,2,4,63,5.9020
1967,12,2,5,77,8.6855
1967,12,3,1,129,2.3642
1967,12,3,2,112,2.5787
1967,12,3,3,112,2.0280
1967,12,3,4,105,3.1926
1967,12,3,5,103,2.9765
1968,1,1,1,91,4.1214
1968,1,1,2,99,5.3278
1968,1,1,3,120,3.2201
1968,1,1,4,183,3.5344
1968,1,1,5,191,5.1852
1968,1,2,1,66,-0.8651
1968,1,2,2,60,-0.6254
1968,1,2,3,72,0.3594
1968,1,2,4,77,1.1210
1968,1,2,5,73,0.5822
1968,1,3,1,127,-8.0086
1968,1,3,2,128,-3.4330
1968,1,3,3,111,-3.3144
1968,1,3,4,91,-3.2368
1968,1,3,5,100,-3.2112
1968,2,1,1,107,-7.7220
1968,2,1,2,92,-6.2825
1968,2,1,3,111,-5.4554
1968,2,1,4,169,-5.1292
1968,2,1,5,197,-6.6829
1968,2,2,1,71,-6.9792
1968,2,2,2,82,-4.3104
1968,2,2,3,60,-3.7088
1968,2,2,4,65,-3.5462
1968,2,2,5,72,-5.1630
1968,2,3,1,119,-4.3838
1968,2,3,2,108,-2.9608
1968,2,3,3,122,-3.7962
1968,2,3,4,103,-1.7564
1968,2,3,5,101,-2.7430
1968,3,1,1,127,-1.5809
1968,3,1,2,103,-1.5171
1968,3,1,3,123,-2.2432
1968,3,1,4,132,-0.4946
1968,3,1,5,200,-0.6522
1968,3,2,1,78,-1.4379
1968,3,2,2,71,0.1782
1968,3,2,3,66,-1.3111
1968,3,2,4,72,-0.9332
1968,3,2,5,61,0.2926
1968,3,3,1,110,2.0580
1968,3,3,2,113,0.7117
1968,3,3,3,117,-0.4905
1968,3,3,4,111,-0.3390
1968,3,3,5,100,1.8088
1968,4,1,1,125,13.1590
1968,4,1,2,100,14.5438
1968,4,1,3,132,18.1930
1968,4,1,4,169,14.9737
1968,4,1,5,159,18.9478
1968,4,2,1,64,15.8072
1968,4,2,2,73,13.8930
1968,4,2,3,74,13.1343
1968,4,2,4,68,11.5058
1968,4,2,5,67,13.2005
1968,4,3,1,123,11.5608
1968,4,3,2,109,6.4854
1968,4,3,3,117,7.8649
1968,4,3,4,103,8.8813
1968,4,3,5,99,8.7299
1968,5,1,1,130,9.2078
1968,5,1,2,110,12.4377
1968,5,1,3,119,11.2456
1968,5,1,4,156,14.5994
1968,5,1,5,171,12.9280
1968,5,2,1,68,8.7106
1968,5,2,2,68,6.7519
1968,5,2,3,53,6.9281
1968,5,2,4,78,4.8289
1968,5,2,5,75,7.3321
1968,5,3,1,127,2.3296
1968,5,3,2,111,2.5638
1968,5,3,3,128,1.6686
1968,5,3,4,94,0.7182
1968,5,3,5,94,2.4707
1968,6,1,1,118,-0.1099
1968,6,1,2,109,0.7004
1968,6,1,3,109,1.4729
1968,6,1,4,183,0.8336
1968,6,1,5,168,-0.2807
1968,6,2,1,63,-1.0233
1968,6,2,2,64,-1.0129
1968,6,2,3,74,2.8773
1968,6,2,4,68,0.7185
1968,6,2,5,73,1.5947
1968,6,3,1,121,-1.9423
1968,6,3,2,125,1.3890
1968,6,3,3,117,2.7601
1968,6,3,4,98,2.6128
1968,6,3,5,93,-0.1103
1968,7,1,1,122,-5.7029
1968,7,1,2,94,-4.3624
1968,7,1,3,104,-3.2648
1968,7,1,4,178,-3.3674
1968,7,1,5,178,-1.0647
1968,7,2,1,70,-6.4807
1968,7,2,2,64,-4.1971
1968,7,2,3,70,-3.7153
1968,7,2,4,71,-2.9074
1968,7,2,5,73,-0.0552
1968,7,3,1,120,-4.9077
1968,7,3,2,130,-2.4393
1968,7,3,3,111,-1.6101
1968,7,3,4,99,-1.7615
1968,7,3,5,92,-0.1008
1968,8,1,1,115,1.4327
1968,8,1,2,118,3.5349
1968,8,1,3,121,3.8857
1968,8,1,4,146,4.6384
1968,8,1,5,171,6.6674
1968,8,2,1,78,2.3072
1968,8,2,2,65,3.9787
1968,8,2,3,66,3.9438
1968,8,2,4,63,3.0704
1968,8,2,5,73,5.1727
1968,8,3,1,120,1.0575
1968,8,3,2,114,1.4445
1968,8,3,3,113,1.7294
1968,8,3,4,105,0.8837
1968,8,3,5,100,2.2992
1968,9,1,1,116,6.1968
1968,9,1,2,117,7.8842
1968,9,1,3,135,5.2705
1968,9,1,4,146,6.6907
1968,9,1,5,166,9.3426
1968,9,2,1,75,8.6488
1968,9,2,2,66,6.0764
1968,9,2,3,60,6.0401
1968,9,2,4,66,3.9888
1968,9,2,5,78,7.6433
1968,9,3,1,118,5.6649
1968,9,3,2,109,2.5975
1968,9,3,3,112,4.4486
1968,9,3,4,113,3.9887
1968,9,3,5,98,3.1817
1968,10,1,1,133,-1.4490
1968,10,1,2,126,0.9277
1968,10,1,3,120,1.9173
1968,10,1,4,151,1.7773
1968,10,1,5,145,-1.9086
1968,10,2,1,71,-0.1529
1968,10,2,2,75,2.4176
1968,10,2,3,64,2.4023
1968,10,2,4,63,0.7596
1968,10,2,5,71,1.5120
1968,10,3,1,109,1.1081
1968,10,3,2,115,2.1517
1968,10,3,3,111,1.8954
1968,10,3,4,115,-1.8184
1968,10,3,5,101,1.5823
1968,11,1,1,149,8.0965
1968,11,1,2,125,6.9931
1968,11,1,3,126,6.1128
1968,11,1,4,138,6.9116
1968,11,1,5,142,8.2437
1968,11,2,1,79,8.5380
1968,11,2,2,62,7.5347
1968,11,2,3,60,10.0923
1968,11,2,4,66,6.5674
1968,11,2,5,74,8.5269
1968,11,3,1,98,6.9632
1968,11,3,2,119,3.9150
1968,11,3,3,119,6.2685
1968,11,3,4,102,4.7976
1968,11,3,5,109,6.0392
1968,12,1,1,154,1.7095
1968,12,1,2,114,3.5671
1968,12,1,3,128,2.7154
1968,12,1,4,132,3.4474
1968,12,1,5,152,0.4204
1968,12,2,1,77,0.9188
1968,12,2,2,63,1.3226
1968,12,2,3,65,-2.0149
1968,12,2,4,63,-1.3328
1968,12,2,5,74,-2.3651
1968,12,3,1,96,-2.7680
1968,12,3,2,124,-4.4118
1968,12,3,3,109,-2.7321
1968,12,3,4,116,-5.2954
1968,12,3,5,104,-3.7682
1969,1,1,1,181,-0.7816
1969,1,1,2,130,-1.0475
1969,1,1,3,102,0.6197
1969,1,1,4,120,-0.8670
1969,1,1,5,147,-0.8043
1969,1,2,1,66,-1.9030
1969,1,2,2,65,0.2344
1969,1,2,3,65,-0.7137
1969,1,2,4,64,-0.5488
1969,1,2,5,82,-0.5874
1969,1,3,1,99,-0.6199
1969,1,3,2,112,-1.5384
1969,1,3,3,123,-0.5891
1969,1,3,4,120,-0.5741
1969,1,3,5,94,-0.2227
1969,2,1,1,175,-10.1906
1969,2,1,2,111,-8.9030
1969,2,1,3,108,-10.7760
1969,2,1,4,152,-9.7846
1969,2,1,5,133,-9.0719
1969,2,2,1,65,-10.4010
1969,2,2,2,71,-7.1342
1969,2,2,3,61,-8.3380
1969,2,2,4,65,-7.4817
1969,2,2,5,82,-7.7681
1969,2,3,1,107,-4.2363
1969,2,3,2,111,-3.5558
1969,2,3,3,127,-5.0017
1969,2,3,4,108,-5.6400
1969,2,3,5,100,-6.0527
1969,3,1,1,177,0.1606
1969,3,1,2,109,1.7929
1969,3,1,3,113,0.8462
1969,3,1,4,133,2.0587
1969,3,1,5,155,5.1434
1969,3,2,1,74,0.2138
1969,3,2,2,66,0.3775
1969,3,2,3,65,2.3125
1969,3,2,4,70,2.5847
1969,3,2,5,68,6.6454
1969,3,3,1,95,3.7321
1969,3,3,2,116,3.8641
1969,3,3,3,112,1.6755
1969,3,3,4,113,4.4904
1969,3,3,5,114,3.8861
1969,4,1,1,166,-1.6391
1969,4,1,2,129,-0.2040
1969,4,1,3,128,-1.9063
1969,4,1,4,115,-0.0706
1969,4,1,5,143,-1.3115
1969,4,2,1,68,-0.0680
1969,4,2,2,69,0.1226
1969,4,2,3,68,0.1402
1969,4,2,4,61,1.8557
1969,4,2,5,70,1.3440
1969,4,3,1,98,1.9906
1969,4,3,2,110,1.3192
1969,4,3,3,116,3.8890
1969,4,3,4,114,2.4417
1969,4,3,5,118,1.5142
1969,5,1,1,150,-0.6731
1969,5,1,2,149,1.3270
1969,5,1,3,108,1.3554
1969,5,1,4,119,-0.6607
1969,5,1,5,149,3.7139
1969,5,2,1,73,-0.7400
1969,5,2,2,73,-0.4712
1969,5,2,3,55,-0.8764
1969,5,2,4,66,-0.1186
1969,5,2,5,75,0.5355
1969,5,3,1,103,-1.0365
1969,5,3,2,99,-0.5156
1969,5,3,3,118,1.3950
1969,5,3,4,117,0.7169
1969,5,3,5,115,1.5771
1969,6,1,1,167,-14.5059
1969,6,1,2,139,-12.7453
1969,6,1,3,128,-12.3872
1969,6,1,4,113,-12.8536
1969,6,1,5,130,-14.1202
1969,6,2,1,69,-11.1834
1969,6,2,2,70,-10.1287
1969,6,2,3,61,-9.7770
1969,6,2,4,72,-11.4602
1969,6,2,5,72,-12.4578
1969,6,3,1,101,-3.2012
1969,6,3,2,109,-6.7564
1969,6,3,3,110,-5.1611
