year,month,rank_ME,rank_P52W_6,nstocks,ret_vw
1967,9,2,1,208,3.3764
1967,9,2,2,271,3.2890
1967,9,2,3,280,5.2276
1967,9,2,4,263,5.1675
1967,9,2,5,327,5.9026
1967,9,3,1,214,4.2059
1967,9,3,2,371,3.4931
1967,9,3,3,402,2.6915
1967,9,3,4,419,1.9496
1967,9,3,5,446,3.7356
1967,10,1,1,636,-1.5882
1967,10,1,2,559,-1.0625
1967,10,1,3,530,-1.7569
1967,10,1,4,424,-1.4105
1967,10,1,5,534,-1.2624
1967,10,2,1,210,-4.6558
1967,10,2,2,257,-3.6063
1967,10,2,3,280,-2.2516
1967,10,2,4,257,-2.1426
1967,10,2,5,341,-1.4933
1967,10,3,1,218,-5.7603
1967,10,3,2,366,-3.8898
1967,10,3,3,397,-3.0532
1967,10,3,4,413,-2.9588
1967,10,3,5,455,-0.4329
1967,11,1,1,612,0.0052
1967,11,1,2,556,-0.2452
1967,11,1,3,551,-0.7514
1967,11,1,4,433,0.7883
1967,11,1,5,508,1.1432
1967,11,2,1,215,0.7561
1967,11,2,2,238,1.0120
1967,11,2,3,284,1.1158
1967,11,2,4,266,-0.1002
1967,11,2,5,332,1.7144
1967,11,3,1,237,0.8043
1967,11,3,2,373,1.0641
1967,11,3,3,394,0.6505
1967,11,3,4,400,-0.1672
1967,11,3,5,417,1.2016
1967,12,1,1,586,10.6167
1967,12,1,2,542,11.2631
1967,12,1,3,539,10.3924
1967,12,1,4,444,9.2284
1967,12,1,5,501,10.3514
1967,12,2,1,203,7.7237
1967,12,2,2,230,7.3775
1967,12,2,3,269,6.2506
1967,12,2,4,272,6.3667
1967,12,2,5,331,7.1692
1967,12,3,1,230,2.6186
1967,12,3,2,359,3.1943
1967,12,3,3,387,2.8562
1967,12,3,4,377,2.6054
1967,12,3,5,398,2.4579
1968,1,1,1,554,3.7451
1968,1,1,2,536,4.3411
1968,1,1,3,526,5.2586
1968,1,1,4,460,3.4344
1968,1,1,5,510,2.5688
1968,1,2,1,198,-1.5981
1968,1,2,2,230,0.4842
1968,1,2,3,262,0.0989
1968,1,2,4,279,-0.0522
1968,1,2,5,331,-1.5037
1968,1,3,1,221,-4.4771
1968,1,3,2,349,-2.4437
1968,1,3,3,379,-3.0478
1968,1,3,4,381,-4.3179
1968,1,3,5,400,-5.8386
1968,2,1,1,526,-7.9666
1968,2,1,2,535,-6.7585
1968,2,1,3,536,-6.3308
1968,2,1,4,467,-5.3078
1968,2,1,5,518,-5.8389
1968,2,2,1,213,-6.6171
1968,2,2,2,244,-4.5053
1968,2,2,3,256,-4.9436
1968,2,2,4,281,-4.9058
1968,2,2,5,303,-4.7388
1968,2,3,1,239,-4.0028
1968,2,3,2,351,-3.1018
1968,2,3,3,392,-2.9969
1968,2,3,4,371,-2.6332
1968,2,3,5,361,-2.7609
1968,3,1,1,515,-2.0453
1968,3,1,2,553,-1.4760
1968,3,1,3,535,-1.8196
1968,3,1,4,471,-0.7993
1968,3,1,5,502,-0.2124
1968,3,2,1,208,-1.8774
1968,3,2,2,237,-2.2587
1968,3,2,3,251,-0.7894
1968,3,2,4,273,-0.8714
1968,3,2,5,298,-0.7540
1968,3,3,1,233,-0.0132
1968,3,3,2,351,-0.2179
1968,3,3,3,387,-0.1906
1968,3,3,4,377,1.1309
1968,3,3,5,352,1.8811
1968,4,1,1,527,15.3636
1968,4,1,2,543,14.6521
1968,4,1,3,510,14.7024
1968,4,1,4,469,16.3337
1968,4,1,5,442,17.8430
1968,4,2,1,199,14.9998
1968,4,2,2,232,12.4367
1968,4,2,3,243,12.8270
1968,4,2,4,267,13.7775
1968,4,2,5,271,14.2257
1968,4,3,1,220,11.1049
1968,4,3,2,353,7.6581
1968,4,3,3,374,7.5410
1968,4,3,4,360,9.1570
1968,4,3,5,328,8.9902
1968,5,1,1,520,11.7195
1968,5,1,2,517,12.7989
1968,5,1,3,475,11.7758
1968,5,1,4,455,10.9547
1968,5,1,5,446,13.0889
1968,5,2,1,197,8.4173
1968,5,2,2,237,6.3915
1968,5,2,3,246,5.2333
1968,5,2,4,266,6.3958
1968,5,2,5,275,6.9346
1968,5,3,1,207,2.1881
1968,5,3,2,338,0.5617
1968,5,3,3,375,1.4005
1968,5,3,4,356,2.5875
1968,5,3,5,336,2.3293
1968,6,1,1,479,-0.7275
1968,6,1,2,519,1.9004
1968,6,1,3,482,2.1656
1968,6,1,4,460,0.8392
1968,6,1,5,500,0.2935
1968,6,2,1,191,-2.1331
1968,6,2,2,229,0.8665
1968,6,2,3,248,1.6777
1968,6,2,4,259,1.1933
1968,6,2,5,272,0.6206
1968,6,3,1,199,-1.1051
1968,6,3,2,330,1.8012
1968,6,3,3,365,2.3655
1968,6,3,4,350,1.1149
1968,6,3,5,334,0.2387
1968,7,1,1,452,-5.5376
1968,7,1,2,537,-3.3249
1968,7,1,3,483,-2.1802
1968,7,1,4,438,-2.7047
1968,7,1,5,458,-2.4894
1968,7,2,1,174,-6.3741
1968,7,2,2,238,-3.6869
1968,7,2,3,273,-2.9446
1968,7,2,4,247,-2.6953
1968,7,2,5,258,-2.2749
1968,7,3,1,196,-4.8900
1968,7,3,2,316,-2.7801
1968,7,3,3,362,-1.9065
1968,7,3,4,349,-1.6601
1968,7,3,5,332,-0.6690
1968,8,1,1,481,2.6442
1968,8,1,2,562,4.6283
1968,8,1,3,495,4.9713
1968,8,1,4,419,5.4899
1968,8,1,5,419,6.0933
1968,8,2,1,170,1.5022
1968,8,2,2,254,3.3738
1968,8,2,3,285,3.8772
1968,8,2,4,230,3.9658
1968,8,2,5,253,4.4927
1968,8,3,1,183,0.6227
1968,8,3,2,314,1.6730
1968,8,3,3,371,1.6622
1968,8,3,4,367,1.1569
1968,8,3,5,347,1.6175
1968,9,1,1,485,6.4847
1968,9,1,2,581,7.7763
1968,9,1,3,503,6.4808
1968,9,1,4,427,7.0400
1968,9,1,5,444,6.7425
1968,9,2,1,171,7.3191
1968,9,2,2,257,6.7437
1968,9,2,3,283,6.2021
1968,9,2,4,249,6.3477
1968,9,2,5,261,6.1828
1968,9,3,1,182,6.7073
1968,9,3,2,319,5.3858
1968,9,3,3,379,3.6807
1968,9,3,4,377,2.9839
1968,9,3,5,354,3.2890
1968,10,1,1,466,-0.1678
1968,10,1,2,563,-0.2202
1968,10,1,3,503,0.4285
1968,10,1,4,426,1.4238
1968,10,1,5,472,0.8763
1968,10,2,1,167,-1.1832
1968,10,2,2,247,1.2618
1968,10,2,3,284,2.2033
1968,10,2,4,248,1.3786
1968,10,2,5,293,1.3420
1968,10,3,1,187,1.9260
1968,10,3,2,312,1.3225
1968,10,3,3,376,0.7397
1968,10,3,4,375,0.7873
1968,10,3,5,383,0.4946
1968,11,1,1,485,7.3362
1968,11,1,2,582,6.7091
1968,11,1,3,494,7.2330
1968,11,1,4,412,7.0724
1968,11,1,5,442,7.8674
1968,11,2,1,173,9.4105
1968,11,2,2,248,8.5196
1968,11,2,3,287,7.6742
1968,11,2,4,245,7.2556
1968,11,2,5,283,7.3425
1968,11,3,1,188,8.1918
1968,11,3,2,314,6.9061
1968,11,3,3,383,4.8203
1968,11,3,4,386,5.2801
1968,11,3,5,398,5.4710
1968,12,1,1,505,2.6098
1968,12,1,2,578,4.5824
1968,12,1,3,471,1.7418
1968,12,1,4,388,2.1284
1968,12,1,5,377,0.2668
1968,12,2,1,175,-2.4382
1968,12,2,2,237,-0.8294
1968,12,2,3,266,0.1251
1968,12,2,4,249,-0.7208
1968,12,2,5,274,-1.6005
1968,12,3,1,182,-4.3898
1968,12,3,2,302,-3.8241
1968,12,3,3,380,-3.9164
1968,12,3,4,379,-3.6275
1968,12,3,5,396,-3.6825
1969,1,1,1,508,0.4748
1969,1,1,2,568,-0.5443
1969,1,1,3,462,-0.6386
1969,1,1,4,386,-1.5857
1969,1,1,5,393,-1.7538
1969,1,2,1,181,-1.2309
1969,1,2,2,241,-0.7269
1969,1,2,3,256,-1.0549
1969,1,2,4,248,-0.7871
1969,1,2,5,284,-1.2472
1969,1,3,1,181,-1.8285
1969,1,3,2,318,-0.6433
1969,1,3,3,387,-1.0865
1969,1,3,4,393,-0.4747
1969,1,3,5,393,-0.4910
1969,2,1,1,524,-11.8772
1969,2,1,2,561,-9.7207
1969,2,1,3,446,-9.3536
1969,2,1,4,401,-8.4431
1969,2,1,5,414,-9.2099
1969,2,2,1,188,-10.0139
1969,2,2,2,249,-9.0546
1969,2,2,3,251,-7.6435
1969,2,2,4,255,-7.3929
1969,2,2,5,287,-7.8169
1969,2,3,1,184,-6.5793
1969,2,3,2,336,-4.5613
1969,2,3,3,398,-4.1530
1969,2,3,4,403,-4.7710
1969,2,3,5,406,-5.1743
1969,3,1,1,572,0.4087
1969,3,1,2,565,2.1297
1969,3,1,3,449,2.2526
1969,3,1,4,386,3.6131
1969,3,1,5,392,3.3565
1969,3,2,1,196,0.6606
1969,3,2,2,261,1.2679
1969,3,2,3,243,2.4649
1969,3,2,4,255,3.2410
1969,3,2,5,279,3.2041
1969,3,3,1,177,1.4478
1969,3,3,2,317,3.3723
1969,3,3,3,397,3.4719
1969,3,3,4,401,3.4349
1969,3,3,5,415,3.6268
1969,4,1,1,580,-1.4087
1969,4,1,2,544,-1.2461
1969,4,1,3,418,-0.2884
1969,4,1,4,364,0.3566
1969,4,1,5,358,1.0305
1969,4,2,1,201,-0.7354
1969,4,2,2,253,0.7117
1969,4,2,3,246,0.8945
1969,4,2,4,261,0.8697
1969,4,2,5,260,1.1660
1969,4,3,1,161,1.3094
1969,4,3,2,309,3.2129
1969,4,3,3,391,2.8290
1969,4,3,4,387,1.8072
1969,4,3,5,404,1.4613
1969,5,1,1,595,0.4907
1969,5,1,2,538,1.1045
1969,5,1,3,407,1.0139
1969,5,1,4,330,0.4248
1969,5,1,5,345,0.8971
1969,5,2,1,200,-1.1482
1969,5,2,2,246,0.1528
1969,5,2,3,244,0.1827
1969,5,2,4,258,1.4121
1969,5,2,5,262,0.5550
1969,5,3,1,160,-1.9856
1969,5,3,2,285,-0.0059
1969,5,3,3,372,0.9664
1969,5,3,4,382,0.6005
1969,5,3,5,394,0.8170
1969,6,1,1,593,-14.7295
1969,6,1,2,522,-13.3566
1969,6,1,3,405,-11.8173
1969,6,1,4,323,-11.7841
1969,6,1,5,297,-11.5688
1969,6,2,1,200,-13.4309
1969,6,2,2,249,-11.8501
1969,6,2,3,249,-10.8646
1969,6,2,4,248,-9.5790
1969,6,2,5,230,-9.9275
1969,6,3,1,157,-8.5607
1969,6,3,2,271,-6.0006
1969,6,3,3,360,-4.9486
1969,6,3,4,379,-5.6381
1969,6,3,5,358,-6.8318
1969,7,1,1,601,-12.6521
1969,7,1,2,515,-11.4194
1969,7,1,3,394,-10.5861
1969,7,1,4,286,-9.6763
1969,7,1,5,227,-9.1907
1969,7,2,1,198,-12.4510
1969,7,2,2,253,-9.3350
1969,7,2,3,245,-9.0410
1969,7,2,4,248,-8.2843
1969,7,2,5,206,-6.6462
1969,7,3,1,138,-10.3360
1969,7,3,2,247,-7.5053
1969,7,3,3,347,-5.5573
1969,7,3,4,378,-5.3000
1969,7,3,5,357,-5.5484
1969,8,1,1,609,3.9695
1969,8,1,2,522,3.7177
1969,8,1,3,370,3.6584
1969,8,1,4,243,6.0430
1969,8,1,5,178,7.0710
1969,8,2,1,199,6.8835
1969,8,2,2,251,6.0116
1969,8,2,3,244,5.9457
1969,8,2,4,229,5.2215
1969,8,2,5,183,6.2223
1969,8,3,1,121,6.3454
1969,8,3,2,230,4.5017
1969,8,3,3,329,5.1993
1969,8,3,4,382,3.8931
1969,8,3,5,336,5.0235
1969,9,1,1,605,-4.2401
1969,9,1,2,512,-3.3045
1969,9,1,3,357,-2.4289
1969,9,1,4,234,-1.6609
1969,9,1,5,169,-0.2193
1969,9,2,1,187,-1.2797
1969,9,2,2,244,-1.1355
1969,9,2,3,234,-0.8409
1969,9,2,4,218,-0.1680
1969,9,2,5,175,0.9073
1969,9,3,1,113,-4.2467
1969,9,3,2,207,-2.8352
1969,9,3,3,316,-3.2809
1969,9,3,4,359,-2.5544
1969,9,3,5,331,-2.5140
1969,10,1,1,633,13.2870
1969,10,1,2,494,9.4574
1969,10,1,3,332,7.5454
1969,10,1,4,221,7.1466
1969,10,1,5,150,8.8885
1969,10,2,1,182,11.2224
1969,10,2,2,239,7.3584
1969,10,2,3,235,6.8267
1969,10,2,4,214,5.9151
1969,10,2,5,169,6.9803
1969,10,3,1,106,9.0457
1969,10,3,2,192,6.3927
1969,10,3,3,302,4.4790
1969,10,3,4,356,4.6215
1969,10,3,5,327,4.8258
1969,11,1,1,628,-8.6928
1969,11,1,2,503,-6.9665
1969,11,1,3,332,-4.8381
1969,11,1,4,222,-4.5599
1969,11,1,5,127,-4.1838
1969,11,2,1,189,-7.0672
1969,11,2,2,238,-4.4323
1969,11,2,3,240,-4.8326
1969,11,2,4,205,-3.9146
1969,11,2,5,157,-2.1861
1969,11,3,1,104,-6.2784
1969,11,3,2,198,-4.5488
1969,11,3,3,302,-3.9347
1969,11,3,4,346,-4.0276
1969,11,3,5,330,-1.4994
1969,12,1,1,622,-10.7474
1969,12,1,2,486,-8.7305
1969,12,1,3,314,-6.8327
1969,12,1,4,200,-4.3071
1969,12,1,5,114,-0.6694
1969,12,2,1,179,-7.5996
1969,12,2,2,245,-6.3840
1969,12,2,3,238,-5.0572
1969,12,2,4,202,-3.5287
1969,12,2,5,149,-2.4528
1969,12,3,1,98,-5.4472
1969,12,3,2,188,-5.2313
1969,12,3,3,293,-2.6604
1969,12,3,4,341,-2.2666
1969,12,3,5,320,0.0588
1970,1,1,1,634,-1.7698
1970,1,1,2,478,-2.6710
1970,1,1,3,306,-2.8760
1970,1,1,4,193,-3.6931
1970,1,1,5,116,-4.0940
1970,1,2,1,185,-8.5478
1970,1,2,2,245,-5.5773
1970,1,2,3,241,-5.7573
1970,1,2,4,198,-6.2033
1970,1,2,5,154,-4.7511
1970,1,3,1,87,-9.9238
1970,1,3,2,194,-11.0696
1970,1,3,3,282,-9.1463
1970,1,3,4,344,-7.3152
1970,1,3,5,323,-6.6404
1970,2,1,1,647,2.9891
1970,2,1,2,486,2.7680
1970,2,1,3,307,2.5641
1970,2,1,4,197,2.6398
1970,2,1,5,114,2.6280
1970,2,2,1,191,3.4245
1970,2,2,2,241,2.6619
1970,2,2,3,240,3.6530
1970,2,2,4,204,4.8940
1970,2,2,5,160,4.6775
1970,2,3,1,95,5.4595
1970,2,3,2,205,6.3998
1970,2,3,3,279,6.6855
1970,2,3,4,332,6.9869
1970,2,3,5,313,4.6927
1970,3,1,1,651,-3.6161
1970,3,1,2,494,-2.4557
1970,3,1,3,314,-2.6578
1970,3,1,4,206,-3.8829
1970,3,1,5,118,-5.1680
1970,3,2,1,188,-3.0450
1970,3,2,2,247,-1.5335
1970,3,2,3,237,-0.9817
1970,3,2,4,203,-0.0343
1970,3,2,5,160,-4.2387
1970,3,3,1,98,-2.6732
1970,3,3,2,206,-0.6631
1970,3,3,3,283,1.6255
1970,3,3,4,354,2.2921
1970,3,3,5,317,-1.4358
1970,4,1,1,653,-19.2182
1970,4,1,2,499,-17.4444
1970,4,1,3,319,-14.1889
1970,4,1,4,201,-15.3373
1970,4,1,5,124,-19.4337
1970,4,2,1,183,-19.6388
1970,4,2,2,244,-14.9824
1970,4,2,3,240,-12.8359
1970,4,2,4,199,-13.0915
1970,4,2,5,159,-17.5035
1970,4,3,1,96,-13.5514
1970,4,3,2,196,-8.9333
1970,4,3,3,291,-9.8103
1970,4,3,4,353,-8.7285
1970,4,3,5,325,-9.7404
1970,5,1,1,679,-8.1085
1970,5,1,2,512,-10.1109
1970,5,1,3,306,-10.3482
1970,5,1,4,201,-10.4765
1970,5,1,5,108,-10.6697
1970,5,2,1,194,-11.3628
1970,5,2,2,260,-9.9335
1970,5,2,3,254,-9.7324
1970,5,2,4,213,-8.5946
1970,5,2,5,164,-9.7161
1970,5,3,1,99,-5.1299
1970,5,3,2,197,-0.9705
1970,5,3,3,310,-4.4320
1970,5,3,4,370,-6.7039
1970,5,3,5,336,-7.2817
1970,6,1,1,708,-11.5845
1970,6,1,2,503,-8.3320
1970,6,1,3,315,-6.6067
1970,6,1,4,189,-4.8214
1970,6,1,5,105,-3.9209
1970,6,2,1,202,-9.6755
1970,6,2,2,255,-9.7461
1970,6,2,3,260,-6.7292
1970,6,2,4,210,-4.8754
1970,6,2,5,160,-3.7885
1970,6,3,1,97,-9.8311
1970,6,3,2,210,-4.9181
1970,6,3,3,322,-5.4251
1970,6,3,4,378,-5.4560
1970,6,3,5,358,-4.1343
1970,7,1,1,689,3.7550
1970,7,1,2,530,4.3003
1970,7,1,3,329,4.9096
1970,7,1,4,194,4.9392
1970,7,1,5,95,5.0200
1970,7,2,1,209,8.6651
1970,7,2,2,254,8.4010
1970,7,2,3,253,7.4250
1970,7,2,4,206,6.7457
1970,7,2,5,149,6.0565
1970,7,3,1,99,12.4070
1970,7,3,2,214,10.6852
1970,7,3,3,323,8.5921
1970,7,3,4,402,6.5418
1970,7,3,5,341,6.3132
1970,8,1,1,704,7.3175
1970,8,1,2,544,5.7159
1970,8,1,3,334,4.5418
1970,8,1,4,186,3.3464
1970,8,1,5,87,3.7848
1970,8,2,1,217,12.0046
1970,8,2,2,254,7.9729
1970,8,2,3,255,5.4381
1970,8,2,4,205,3.1784
1970,8,2,5,141,2.5979
1970,8,3,1,98,10.3236
1970,8,3,2,214,8.1692
1970,8,3,3,316,6.6725
1970,8,3,4,398,5.1310
1970,8,3,5,340,3.1686
1970,9,1,1,711,20.0000
1970,9,1,2,522,13.1171
1970,9,1,3,316,8.6057
1970,9,1,4,177,8.2430
1970,9,1,5,76,8.8014
1970,9,2,1,214,20.2042
1970,9,2,2,248,11.9922
1970,9,2,3,254,8.2006
1970,9,2,4,194,6.2995
1970,9,2,5,126,4.6138
1970,9,3,1,92,11.1064
1970,9,3,2,211,6.3769
1970,9,3,3,314,4.8576
1970,9,3,4,380,4.4104
1970,9,3,5,323,1.8990
1970,10,1,1,704,-12.1147
1970,10,1,2,519,-5.8750
1970,10,1,3,308,-1.9434
1970,10,1,4,184,-0.2076
1970,10,1,5,85,0.0931
1970,10,2,1,215,-10.8290
1970,10,2,2,247,-4.9697
1970,10,2,3,241,-2.4318
1970,10,2,4,185,-2.1320
1970,10,2,5,116,0.4578
1970,10,3,1,93,-8.0413
1970,10,3,2,200,-4.5858
1970,10,3,3,305,-0.7956
1970,10,3,4,376,-0.4159
1970,10,3,5,318,-0.5867
1970,11,1,1,691,-3.0853
1970,11,1,2,507,-1.2194
1970,11,1,3,290,-0.4239
1970,11,1,4,182,1.1074
1970,11,1,5,101,0.8177
1970,11,2,1,214,0.7820
1970,11,2,2,232,2.3754
1970,11,2,3,230,3.8639
1970,11,2,4,182,4.1253
1970,11,2,5,120,4.4615
1970,11,3,1,89,4.4680
1970,11,3,2,185,4.7765
1970,11,3,3,302,4.8484
1970,11,3,4,366,5.0985
1970,11,3,5,317,6.1720
1970,12,1,1,679,8.2347
1970,12,1,2,510,8.8381
1970,12,1,3,292,10.5791
1970,12,1,4,194,10.1186
1970,12,1,5,100,11.4782
1970,12,2,1,202,7.4076
1970,12,2,2,231,9.7799
1970,12,2,3,224,9.1867
1970,12,2,4,181,8.3386
1970,12,2,5,141,7.2487
1970,12,3,1,79,5.7353
1970,12,3,2,184,7.4107
1970,12,3,3,287,6.5952
1970,12,3,4,362,6.8394
1970,12,3,5,323,4.6570
1971,1,1,1,690,19.6332
1971,1,1,2,485,14.4803
1971,1,1,3,300,11.0771
1971,1,1,4,189,11.6916
1971,1,1,5,117,9.4930
1971,1,2,1,196,14.1312
1971,1,2,2,226,10.2482
1971,1,2,3,227,9.1031
1971,1,2,4,184,7.4689
1971,1,2,5,154,7.6799
1971,1,3,1,78,12.4432
1971,1,3,2,183,9.3431
1971,1,3,3,288,4.2543
1971,1,3,4,362,4.7154
1971,1,3,5,335,3.1994
1971,2,1,1,699,6.7356
1971,2,1,2,508,4.6237
1971,2,1,3,318,4.2016
1971,2,1,4,206,4.9171
1971,2,1,5,190,6.7323
1971,2,2,1,203,2.9753
1971,2,2,2,236,2.3981
1971,2,2,3,231,3.3052
1971,2,2,4,202,3.0582
1971,2,2,5,197,2.8043
1971,2,3,1,91,0.6440
1971,2,3,2,196,1.1682
1971,2,3,3,315,2.0982
1971,2,3,4,393,0.5915
1971,2,3,5,388,1.8197
1971,3,1,1,698,5.5935
1971,3,1,2,546,5.6189
1971,3,1,3,351,6.7770
1971,3,1,4,245,7.6167
1971,3,1,5,223,6.7877
1971,3,2,1,196,7.9839
1971,3,2,2,254,6.1856
1971,3,2,3,244,5.1342
1971,3,2,4,212,4.6414
1971,3,2,5,230,5.9892
1971,3,3,1,106,8.7892
1971,3,3,2,215,5.6911
1971,3,3,3,337,4.8528
1971,3,3,4,410,2.5808
1971,3,3,5,413,3.6994
1971,4,1,1,709,1.7777
1971,4,1,2,590,3.6305
1971,4,1,3,374,1.1064
1971,4,1,4,277,0.4572
1971,4,1,5,277,1.1545
1971,4,2,1,196,3.5095
1971,4,2,2,264,3.8234
1971,4,2,3,265,3.1613
1971,4,2,4,223,2.7178
1971,4,2,5,256,4.0315
1971,4,3,1,106,5.2138
1971,4,3,2,241,5.1481
1971,4,3,3,364,2.2230
1971,4,3,4,415,3.2244
1971,4,3,5,444,4.1194
1971,5,1,1,771,-8.0373
1971,5,1,2,623,-6.2252
1971,5,1,3,412,-5.5339
1971,5,1,4,317,-4.5787
1971,5,1,5,325,-4.5106
1971,5,2,1,207,-6.6891
1971,5,2,2,286,-3.6678
1971,5,2,3,293,-4.2210
1971,5,2,4,255,-3.9479
1971,5,2,5,276,-2.8445
1971,5,3,1,135,-3.4354
1971,5,3,2,285,-3.2149
1971,5,3,3,378,-3.4321
1971,5,3,4,442,-3.4034
1971,5,3,5,484,-3.5436
1971,6,1,1,774,-4.5091
1971,6,1,2,640,-2.6859
1971,6,1,3,424,-1.8442
1971,6,1,4,319,-1.6443
1971,6,1,5,358,-1.0884
1971,6,2,1,214,-3.9304
1971,6,2,2,304,-0.6203
1971,6,2,3,297,-0.3513
1971,6,2,4,261,0.8037
1971,6,2,5,295,1.1884
1971,6,3,1,141,-1.7884
1971,6,3,2,302,-0.4605
1971,6,3,3,396,0.2225
1971,6,3,4,458,1.1257
1971,6,3,5,503,0.8227
1971,7,1,1,770,-7.6263
1971,7,1,2,659,-6.3973
1971,7,1,3,438,-5.2856
1971,7,1,4,317,-5.0490
1971,7,1,5,361,-5.4349
1971,7,2,1,216,-7.2095
1971,7,2,2,307,-4.7844
1971,7,2,3,297,-4.9293
1971,7,2,4,264,-4.0128
1971,7,2,5,298,-3.5798
1971,7,3,1,143,-7.3852
1971,7,3,2,302,-4.9938
1971,7,3,3,404,-4.0331
1971,7,3,4,464,-2.9000
1971,7,3,5,484,-4.1169
1971,8,1,1,793,2.7761
1971,8,1,2,648,4.9793
1971,8,1,3,430,4.9541
1971,8,1,4,319,4.8696
1971,8,1,5,319,6.2522
1971,8,2,1,223,4.3941
1971,8,2,2,311,5.0432
1971,8,2,3,300,4.7739
1971,8,2,4,263,4.6293
1971,8,2,5,276,4.7446
1971,8,3,1,154,4.7727
1971,8,3,2,316,2.9336
1971,8,3,3,405,3.4189
1971,8,3,4,455,3.6926
1971,8,3,5,462,4.8564
1971,9,1,1,801,-1.9196
1971,9,1,2,629,0.0531
1971,9,1,3,397,0.8358
1971,9,1,4,294,0.1549
1971,9,1,5,299,1.9482
1971,9,2,1,223,-2.2278
1971,9,2,2,299,-1.0675
1971,9,2,3,296,-0.6003
1971,9,2,4,265,0.3117
