year,month,rank_ME,rank_SUE_6,nstocks,ret_vw
1982,9,2,4,217,4.0442
1982,9,2,5,189,4.5346
1982,9,3,1,240,-0.0717
1982,9,3,2,269,1.1528
1982,9,3,3,274,0.3341
1982,9,3,4,309,1.3304
1982,9,3,5,292,1.7294
1982,10,1,1,296,11.4399
1982,10,1,2,332,14.6767
1982,10,1,3,386,12.8599
1982,10,1,4,286,14.3620
1982,10,1,5,199,15.0611
1982,10,2,1,174,13.2248
1982,10,2,2,174,12.3568
1982,10,2,3,203,13.8310
1982,10,2,4,193,14.1841
1982,10,2,5,161,11.9127
1982,10,3,1,201,10.8288
1982,10,3,2,222,10.6297
1982,10,3,3,221,11.3448
1982,10,3,4,259,9.9823
1982,10,3,5,250,10.9905
1982,11,1,1,288,8.2320
1982,11,1,2,346,9.1287
1982,11,1,3,372,11.2822
1982,11,1,4,275,11.5107
1982,11,1,5,198,8.2081
1982,11,2,1,179,5.9639
1982,11,2,2,181,6.5122
1982,11,2,3,215,8.8342
1982,11,2,4,200,10.2032
1982,11,2,5,169,10.6455
1982,11,3,1,235,2.6954
1982,11,3,2,254,2.0117
1982,11,3,3,242,3.0039
1982,11,3,4,292,4.6077
1982,11,3,5,264,7.2670
1982,12,1,1,298,2.7256
1982,12,1,2,359,2.1904
1982,12,1,3,398,1.5339
1982,12,1,4,308,1.6631
1982,12,1,5,203,2.5291
1982,12,2,1,187,0.9619
1982,12,2,2,193,1.5464
1982,12,2,3,228,1.3072
1982,12,2,4,212,2.5423
1982,12,2,5,178,0.9327
1982,12,3,1,240,2.7009
1982,12,3,2,267,1.7299
1982,12,3,3,253,1.6772
1982,12,3,4,298,0.8557
1982,12,3,5,269,2.0094
1983,1,1,1,277,8.3168
1983,1,1,2,343,7.5918
1983,1,1,3,363,9.6528
1983,1,1,4,285,10.4223
1983,1,1,5,199,7.9844
1983,1,2,1,160,7.7642
1983,1,2,2,174,6.8328
1983,1,2,3,205,6.5225
1983,1,2,4,197,5.5863
1983,1,2,5,167,4.6201
1983,1,3,1,207,5.7623
1983,1,3,2,225,4.6799
1983,1,3,3,215,5.5635
1983,1,3,4,253,3.6510
1983,1,3,5,238,2.3707
1983,2,1,1,257,3.5972
1983,2,1,2,310,7.1820
1983,2,1,3,343,5.6085
1983,2,1,4,275,7.4970
1983,2,1,5,189,6.6431
1983,2,2,1,159,3.3065
1983,2,2,2,172,5.2578
1983,2,2,3,196,5.2329
1983,2,2,4,194,5.7388
1983,2,2,5,166,7.7667
1983,2,3,1,206,1.6953
1983,2,3,2,241,3.4071
1983,2,3,3,225,1.3777
1983,2,3,4,263,2.1375
1983,2,3,5,241,3.6036
1983,3,1,1,266,4.9553
1983,3,1,2,314,5.4778
1983,3,1,3,366,5.2796
1983,3,1,4,300,6.2447
1983,3,1,5,213,7.7439
1983,3,2,1,162,3.9263
1983,3,2,2,194,4.0070
1983,3,2,3,218,3.2996
1983,3,2,4,214,5.8101
1983,3,2,5,181,4.5668
1983,3,3,1,227,1.8776
1983,3,3,2,274,2.3088
1983,3,3,3,249,3.2552
1983,3,3,4,288,4.4399
1983,3,3,5,255,2.7428
1983,4,1,1,264,6.6424
1983,4,1,2,309,8.0448
1983,4,1,3,356,7.7504
1983,4,1,4,310,7.5663
1983,4,1,5,232,6.7977
1983,4,2,1,152,4.6630
1983,4,2,2,182,6.4179
1983,4,2,3,214,5.4057
1983,4,2,4,206,7.1906
1983,4,2,5,177,6.7796
1983,4,3,1,196,5.4555
1983,4,3,2,235,6.9916
1983,4,3,3,219,7.7292
1983,4,3,4,258,7.2752
1983,4,3,5,239,7.0332
1983,5,1,1,281,10.7953
1983,5,1,2,330,9.7569
1983,5,1,3,360,10.1235
1983,5,1,4,318,10.5279
1983,5,1,5,231,8.6983
1983,5,2,1,166,6.6256
1983,5,2,2,207,4.9559
1983,5,2,3,234,6.0713
1983,5,2,4,226,4.8904
1983,5,2,5,200,5.5624
1983,5,3,1,228,2.3206
1983,5,3,2,276,1.2610
1983,5,3,3,262,0.8181
1983,5,3,4,295,-0.2499
1983,5,3,5,257,-1.8089
1983,6,1,1,293,2.5711
1983,6,1,2,342,3.8445
1983,6,1,3,371,4.7031
1983,6,1,4,350,3.9793
1983,6,1,5,248,4.6415
1983,6,2,1,180,4.7345
1983,6,2,2,217,5.2748
1983,6,2,3,234,6.2379
1983,6,2,4,235,4.7651
1983,6,2,5,207,6.8058
1983,6,3,1,237,2.1021
1983,6,3,2,281,2.6154
1983,6,3,3,270,4.1014
1983,6,3,4,301,3.9915
1983,6,3,5,267,6.1413
1983,7,1,1,279,-0.4352
1983,7,1,2,321,-2.2869
1983,7,1,3,361,-0.8388
1983,7,1,4,342,-1.2817
1983,7,1,5,249,-0.5518
1983,7,2,1,171,-1.9660
1983,7,2,2,199,-1.0569
1983,7,2,3,229,-1.3125
1983,7,2,4,223,-2.0201
1983,7,2,5,196,-2.6657
1983,7,3,1,223,-3.8253
1983,7,3,2,258,-3.2365
1983,7,3,3,257,-3.1478
1983,7,3,4,271,-1.1891
1983,7,3,5,259,-3.8297
1983,8,1,1,276,-2.9845
1983,8,1,2,337,-1.8053
1983,8,1,3,373,-3.0865
1983,8,1,4,345,-2.4910
1983,8,1,5,245,-0.9187
1983,8,2,1,173,-1.7015
1983,8,2,2,203,-2.0884
1983,8,2,3,224,-2.9194
1983,8,2,4,231,-2.4083
1983,8,2,5,204,-3.3805
1983,8,3,1,237,3.6129
1983,8,3,2,275,2.7589
1983,8,3,3,276,1.7835
1983,8,3,4,289,0.8159
1983,8,3,5,270,-1.8670
1983,9,1,1,298,-1.2958
1983,9,1,2,359,0.3922
1983,9,1,3,383,0.3059
1983,9,1,4,342,1.5445
1983,9,1,5,235,3.2602
1983,9,2,1,181,2.7903
1983,9,2,2,205,2.3692
1983,9,2,3,226,2.8464
1983,9,2,4,235,3.1806
1983,9,2,5,212,3.4216
1983,9,3,1,241,0.1523
1983,9,3,2,286,1.5112
1983,9,3,3,276,1.5426
1983,9,3,4,298,2.3926
1983,9,3,5,265,2.9114
1983,10,1,1,273,-7.0608
1983,10,1,2,324,-5.4012
1983,10,1,3,340,-4.0815
1983,10,1,4,325,-4.7565
1983,10,1,5,231,-5.8872
1983,10,2,1,176,-5.6036
1983,10,2,2,191,-3.9166
1983,10,2,3,195,-4.6085
1983,10,2,4,213,-5.5372
1983,10,2,5,193,-5.9960
1983,10,3,1,199,-3.9884
1983,10,3,2,234,-2.0054
1983,10,3,3,238,-0.2245
1983,10,3,4,264,-0.2951
1983,10,3,5,237,-0.9582
1983,11,1,1,297,4.0664
1983,11,1,2,376,4.6467
1983,11,1,3,388,5.3212
1983,11,1,4,353,5.1440
1983,11,1,5,251,7.4009
1983,11,2,1,189,5.7621
1983,11,2,2,221,4.4473
1983,11,2,3,231,6.5835
1983,11,2,4,236,5.4579
1983,11,2,5,204,6.4020
1983,11,3,1,209,2.6946
1983,11,3,2,260,2.9521
1983,11,3,3,279,2.8964
1983,11,3,4,306,0.5596
1983,11,3,5,276,2.7284
1983,12,1,1,387,-1.0302
1983,12,1,2,428,-1.1558
1983,12,1,3,430,-0.2659
1983,12,1,4,395,-1.4006
1983,12,1,5,273,-1.5229
1983,12,2,1,202,0.0496
1983,12,2,2,245,0.2389
1983,12,2,3,236,-1.1259
1983,12,2,4,249,-1.2590
1983,12,2,5,210,-3.0439
1983,12,3,1,212,1.4109
1983,12,3,2,273,-0.3655
1983,12,3,3,289,-1.5606
1983,12,3,4,318,-0.6762
1983,12,3,5,274,-1.5724
1984,1,1,1,395,1.4667
1984,1,1,2,409,3.2241
1984,1,1,3,397,1.1986
1984,1,1,4,351,-1.3053
1984,1,1,5,256,-1.9640
1984,1,2,1,185,-0.0942
1984,1,2,2,218,0.0199
1984,1,2,3,222,-1.6976
1984,1,2,4,218,-4.6863
1984,1,2,5,189,-5.5253
1984,1,3,1,185,0.9990
1984,1,3,2,230,0.8729
1984,1,3,3,243,1.6800
1984,1,3,4,272,-4.2490
1984,1,3,5,246,-3.8477
1984,2,1,1,404,-5.3307
1984,2,1,2,432,-5.8365
1984,2,1,3,384,-6.0206
1984,2,1,4,352,-6.3236
1984,2,1,5,261,-6.6848
1984,2,2,1,183,-4.1793
1984,2,2,2,214,-4.6747
1984,2,2,3,226,-4.0078
1984,2,2,4,217,-5.8549
1984,2,2,5,208,-4.6691
1984,2,3,1,204,-3.9682
1984,2,3,2,251,-2.8731
1984,2,3,3,256,-2.6203
1984,2,3,4,284,-3.9666
1984,2,3,5,271,-4.3083
1984,3,1,1,460,1.0180
1984,3,1,2,491,0.8241
1984,3,1,3,441,2.2494
1984,3,1,4,399,0.6062
1984,3,1,5,292,1.5131
1984,3,2,1,203,2.4888
1984,3,2,2,236,1.3883
1984,3,2,3,254,0.6737
1984,3,2,4,242,-0.2568
1984,3,2,5,231,1.5856
1984,3,3,1,213,2.2135
1984,3,3,2,265,0.4490
1984,3,3,3,289,1.7334
1984,3,3,4,313,2.3741
1984,3,3,5,293,1.4405
1984,4,1,1,489,-1.7798
1984,4,1,2,507,-1.0734
1984,4,1,3,431,-1.1456
1984,4,1,4,388,-1.3498
1984,4,1,5,304,-0.7657
1984,4,2,1,183,0.7003
1984,4,2,2,222,1.1619
1984,4,2,3,236,-0.0091
1984,4,2,4,220,-0.5306
1984,4,2,5,201,0.5871
1984,4,3,1,197,0.5582
1984,4,3,2,220,1.4496
1984,4,3,3,250,1.2091
1984,4,3,4,273,0.0470
1984,4,3,5,271,0.8141
1984,5,1,1,608,-6.0842
1984,5,1,2,558,-5.3241
1984,5,1,3,481,-4.0376
1984,5,1,4,420,-4.7155
1984,5,1,5,317,-3.4596
1984,5,2,1,205,-6.0050
1984,5,2,2,236,-4.3426
1984,5,2,3,249,-4.2176
1984,5,2,4,245,-4.7013
1984,5,2,5,219,-3.9797
1984,5,3,1,222,-5.4190
1984,5,3,2,255,-4.8231
1984,5,3,3,288,-4.8483
1984,5,3,4,308,-4.8261
1984,5,3,5,298,-4.4284
1984,6,1,1,679,0.2367
1984,6,1,2,619,2.4201
1984,6,1,3,520,3.3652
1984,6,1,4,486,3.4312
1984,6,1,5,350,3.8551
1984,6,2,1,219,1.2417
1984,6,2,2,249,1.9352
1984,6,2,3,265,2.4628
1984,6,2,4,267,4.0304
1984,6,2,5,234,6.6213
1984,6,3,1,237,-0.2548
1984,6,3,2,266,2.3173
1984,6,3,3,289,2.0659
1984,6,3,4,322,2.5258
1984,6,3,5,315,3.6279
1984,7,1,1,680,-5.5943
1984,7,1,2,619,-5.1310
1984,7,1,3,502,-3.2987
1984,7,1,4,479,-4.7529
1984,7,1,5,347,-2.9210
1984,7,2,1,213,-7.5481
1984,7,2,2,229,-6.0059
1984,7,2,3,255,-3.7779
1984,7,2,4,251,-2.8754
1984,7,2,5,220,-3.0584
1984,7,3,1,211,-5.4563
1984,7,3,2,240,-3.4139
1984,7,3,3,269,-2.4305
1984,7,3,4,305,-1.0020
1984,7,3,5,289,0.0105
1984,8,1,1,736,8.8841
1984,8,1,2,661,10.2001
1984,8,1,3,529,10.6584
1984,8,1,4,492,11.6973
1984,8,1,5,343,12.1192
1984,8,2,1,214,12.2664
1984,8,2,2,241,11.2478
1984,8,2,3,258,12.1879
1984,8,2,4,243,13.6401
1984,8,2,5,223,14.1358
1984,8,3,1,210,11.9845
1984,8,3,2,243,11.5186
1984,8,3,3,280,11.6696
1984,8,3,4,324,11.0035
1984,8,3,5,301,10.6347
1984,9,1,1,815,-1.2015
1984,9,1,2,717,0.1467
1984,9,1,3,580,0.6017
1984,9,1,4,512,-0.6978
1984,9,1,5,376,-1.1397
1984,9,2,1,225,-0.4893
1984,9,2,2,243,-0.4303
1984,9,2,3,270,-0.8084
1984,9,2,4,257,-1.7006
1984,9,2,5,237,-1.7901
1984,9,3,1,218,0.3311
1984,9,3,2,247,0.8698
1984,9,3,3,281,0.0608
1984,9,3,4,339,-0.5634
1984,9,3,5,310,-1.4940
1984,10,1,1,793,-3.1698
1984,10,1,2,652,-3.3855
1984,10,1,3,530,-2.8611
1984,10,1,4,469,-1.8387
1984,10,1,5,370,-0.8878
1984,10,2,1,199,-3.6215
1984,10,2,2,223,-1.0459
1984,10,2,3,241,-0.7684
1984,10,2,4,230,-1.4634
1984,10,2,5,213,0.6278
1984,10,3,1,188,-0.7822
1984,10,3,2,199,0.0354
1984,10,3,3,230,-0.3188
1984,10,3,4,299,0.8815
1984,10,3,5,286,1.0800
1984,11,1,1,775,-4.0165
1984,11,1,2,714,-2.3860
1984,11,1,3,586,-2.9733
1984,11,1,4,540,-2.8318
1984,11,1,5,394,-3.1138
1984,11,2,1,218,-3.4028
1984,11,2,2,234,0.5705
1984,11,2,3,263,-0.9563
1984,11,2,4,248,-1.6193
1984,11,2,5,237,-2.8290
1984,11,3,1,221,-1.0576
1984,11,3,2,234,0.3399
1984,11,3,3,265,-0.6602
1984,11,3,4,312,-0.7194
1984,11,3,5,299,-1.9628
1984,12,1,1,811,0.1495
1984,12,1,2,771,-0.1209
1984,12,1,3,650,1.3165
1984,12,1,4,596,1.0064
1984,12,1,5,424,2.3341
1984,12,2,1,225,0.8457
1984,12,2,2,241,1.9396
1984,12,2,3,283,2.4750
1984,12,2,4,252,2.6537
1984,12,2,5,247,3.1678
1984,12,3,1,218,1.1392
1984,12,3,2,236,1.2834
1984,12,3,3,275,1.8557
1984,12,3,4,315,2.4679
1984,12,3,5,306,2.7421
1985,1,1,1,761,12.7002
1985,1,1,2,705,11.9975
1985,1,1,3,602,12.7231
1985,1,1,4,569,12.8352
1985,1,1,5,403,13.4380
1985,1,2,1,213,11.4783
1985,1,2,2,227,8.6990
1985,1,2,3,259,9.9667
1985,1,2,4,237,10.4355
1985,1,2,5,231,14.4439
1985,1,3,1,191,7.9114
1985,1,3,2,209,5.6071
1985,1,3,3,229,7.1901
1985,1,3,4,275,7.9193
1985,1,3,5,270,9.2432
1985,2,1,1,713,2.0784
1985,2,1,2,681,2.1786
1985,2,1,3,609,2.8864
1985,2,1,4,571,4.2116
1985,2,1,5,395,4.5320
1985,2,2,1,210,1.0296
1985,2,2,2,225,1.4229
1985,2,2,3,250,1.9937
1985,2,2,4,247,1.9940
1985,2,2,5,241,2.6360
1985,2,3,1,208,1.5136
1985,2,3,2,234,1.8070
1985,2,3,3,242,1.5792
1985,2,3,4,290,1.2570
1985,2,3,5,295,1.4048
1985,3,1,1,753,-2.4189
1985,3,1,2,724,-1.3777
1985,3,1,3,657,-1.2202
1985,3,1,4,613,-2.4813
1985,3,1,5,415,-1.7794
1985,3,2,1,218,-1.9425
1985,3,2,2,256,-0.8986
1985,3,2,3,268,-1.3929
1985,3,2,4,269,-2.7103
1985,3,2,5,238,-3.8787
1985,3,3,1,228,1.1922
1985,3,3,2,251,2.2438
1985,3,3,3,256,0.5076
1985,3,3,4,306,-0.5850
1985,3,3,5,319,-1.1067
1985,4,1,1,668,-3.0077
1985,4,1,2,673,-2.7277
1985,4,1,3,587,-0.9992
1985,4,1,4,616,-1.1260
1985,4,1,5,395,-0.9244
1985,4,2,1,208,-1.9579
1985,4,2,2,232,-1.3898
1985,4,2,3,227,-1.2540
1985,4,2,4,245,-1.9710
1985,4,2,5,224,-1.9703
1985,4,3,1,203,0.3744
1985,4,3,2,220,-0.3630
1985,4,3,3,210,-0.5810
1985,4,3,4,256,-0.5616
1985,4,3,5,293,-1.4376
1985,5,1,1,688,1.4605
1985,5,1,2,694,1.3605
1985,5,1,3,614,2.8031
1985,5,1,4,686,2.6303
1985,5,1,5,469,3.9077
1985,5,2,1,232,2.8447
1985,5,2,2,261,3.1759
1985,5,2,3,247,3.5258
1985,5,2,4,261,3.8165
1985,5,2,5,239,4.4730
1985,5,3,1,239,4.2522
1985,5,3,2,253,6.6641
1985,5,3,3,242,6.2992
1985,5,3,4,303,6.4748
1985,5,3,5,318,6.2587
1985,6,1,1,730,-0.7057
1985,6,1,2,739,-0.2793
1985,6,1,3,658,-0.4239
1985,6,1,4,714,0.7420
1985,6,1,5,519,0.5721
1985,6,2,1,238,-0.4033
1985,6,2,2,270,1.6496
1985,6,2,3,239,0.3411
1985,6,2,4,272,0.3357
1985,6,2,5,243,2.2906
1985,6,3,1,239,1.0723
1985,6,3,2,262,1.3850
1985,6,3,3,242,1.5948
1985,6,3,4,316,2.1134
1985,6,3,5,329,1.8787
1985,7,1,1,686,1.7516
1985,7,1,2,671,1.6531
1985,7,1,3,647,3.6461
1985,7,1,4,660,3.0090
1985,7,1,5,503,3.4891
1985,7,2,1,223,2.1201
1985,7,2,2,253,1.8592
1985,7,2,3,229,2.9168
1985,7,2,4,252,3.7539
1985,7,2,5,222,3.4359
1985,7,3,1,216,1.4271
1985,7,3,2,241,0.2099
1985,7,3,3,215,0.0532
1985,7,3,4,277,-1.3364
1985,7,3,5,298,-0.4573
1985,8,1,1,669,-1.3352
1985,8,1,2,654,-1.1780
1985,8,1,3,659,-0.0253
1985,8,1,4,656,-0.4742
1985,8,1,5,517,-0.8143
1985,8,2,1,237,-0.4463
1985,8,2,2,255,0.5294
1985,8,2,3,222,-0.3946
1985,8,2,4,254,-1.2927
1985,8,2,5,237,-2.4305
1985,8,3,1,247,-1.0649
1985,8,3,2,255,0.0521
1985,8,3,3,240,-0.5484
1985,8,3,4,285,0.1812
1985,8,3,5,305,-0.4529
1985,9,1,1,673,-5.7668
1985,9,1,2,675,-4.2662
1985,9,1,3,664,-4.7018
1985,9,1,4,679,-4.5679
1985,9,1,5,531,-6.1382
1985,9,2,1,243,-6.4026
1985,9,2,2,251,-5.1362
1985,9,2,3,219,-4.7675
1985,9,2,4,255,-5.3566
1985,9,2,5,238,-6.4861
1985,9,3,1,254,-2.7231
1985,9,3,2,260,-2.6129
1985,9,3,3,246,-2.9164
1985,9,3,4,288,-3.5496
1985,9,3,5,309,-4.1903
1985,10,1,1,613,1.1820
1985,10,1,2,582,1.2659
1985,10,1,3,560,2.4978
1985,10,1,4,586,3.4220
1985,10,1,5,499,2.8968
1985,10,2,1,223,1.9662
1985,10,2,2,219,4.1159
1985,10,2,3,188,2.9204
1985,10,2,4,222,3.4996
1985,10,2,5,214,5.9365
1985,10,3,1,208,4.2414
1985,10,3,2,215,4.4291
1985,10,3,3,201,4.3349
1985,10,3,4,228,4.6202
1985,10,3,5,269,3.8232
1985,11,1,1,602,5.1505
1985,11,1,2,571,4.3926
1985,11,1,3,568,4.9311
1985,11,1,4,610,6.0612
1985,11,1,5,465,6.1141
1985,11,2,1,228,6.0936
1985,11,2,2,234,6.3974
1985,11,2,3,192,8.2280
1985,11,2,4,259,6.6739
1985,11,2,5,223,7.6548
1985,11,3,1,249,6.1265
1985,11,3,2,245,5.9426
1985,11,3,3,240,5.9652
1985,11,3,4,262,7.1880
1985,11,3,5,287,8.5365
1985,12,1,1,638,4.2085
1985,12,1,2,622,5.0233
1985,12,1,3,596,2.9790
1985,12,1,4,647,3.9787
1985,12,1,5,480,4.0344
1985,12,2,1,239,4.6278
1985,12,2,2,234,3.5031
1985,12,2,3,198,4.0809
1985,12,2,4,259,4.6679
1985,12,2,5,225,4.8029
1985,12,3,1,252,4.9920
1985,12,3,2,256,4.0313
1985,12,3,3,248,3.2340
1985,12,3,4,267,4.6741
1985,12,3,5,288,4.4195
1986,1,1,1,588,-0.8016
1986,1,1,2,554,0.5021
1986,1,1,3,561,2.7823
1986,1,1,4,627,2.4252
1986,1,1,5,442,3.3062
1986,1,2,1,225,-1.2470
1986,1,2,2,208,1.0302
1986,1,2,3,170,0.7672
1986,1,2,4,235,2.3640
1986,1,2,5,213,1.0538
1986,1,3,1,208,-0.0466
1986,1,3,2,209,0.9527
1986,1,3,3,220,0.7034
1986,1,3,4,229,0.7563
1986,1,3,5,248,1.3194
1986,2,1,1,570,5.3490
1986,2,1,2,562,5.0143
1986,2,1,3,551,6.7140
1986,2,1,4,624,7.0123
1986,2,1,5,418,7.6046
1986,2,2,1,221,7.4796
1986,2,2,2,227,7.1950
1986,2,2,3,177,6.4831
1986,2,2,4,249,6.6233
1986,2,2,5,219,7.1270
1986,2,3,1,226,6.7885
1986,2,3,2,234,6.8257
1986,2,3,3,240,8.0718
1986,2,3,4,257,8.1567
1986,2,3,5,272,8.6837
1986,3,1,1,615,4.0203
1986,3,1,2,624,4.3970
1986,3,1,3,615,4.6819
1986,3,1,4,663,4.9085
1986,3,1,5,447,4.9109
1986,3,2,1,235,2.5924
1986,3,2,2,242,4.9069
1986,3,2,3,204,6.4901
1986,3,2,4,275,6.0210
1986,3,2,5,238,6.7455
1986,3,3,1,241,3.2165
1986,3,3,2,252,4.1206
1986,3,3,3,268,4.4077
1986,3,3,4,280,5.1509
1986,3,3,5,290,8.3407
1986,4,1,1,610,0.5332
1986,4,1,2,621,0.2409
1986,4,1,3,610,1.4359
1986,4,1,4,618,1.2557
1986,4,1,5,390,4.2814
1986,4,2,1,217,1.2653
1986,4,2,2,222,-0.5099
1986,4,2,3,196,0.2121
1986,4,2,4,244,1.7356
1986,4,2,5,225,1.6057
1986,4,3,1,208,-0.7590
1986,4,3,2,230,-1.0936
1986,4,3,3,223,-0.8429
1986,4,3,4,252,-0.3578
1986,4,3,5,261,-0.1797
1986,5,1,1,689,2.4132
1986,5,1,2,636,2.7923
1986,5,1,3,612,3.7591
1986,5,1,4,646,4.1506
1986,5,1,5,426,5.6067
1986,5,2,1,255,3.4395
1986,5,2,2,242,2.9297
1986,5,2,3,218,2.9040
1986,5,2,4,279,3.6513
1986,5,2,5,256,4.7992
1986,5,3,1,244,4.4069
1986,5,3,2,274,4.5752
1986,5,3,3,261,3.7832
1986,5,3,4,285,5.9007
1986,5,3,5,290,6.6239
1986,6,1,1,724,-1.7326
1986,6,1,2,689,-0.7193
1986,6,1,3,669,-0.2660
1986,6,1,4,692,0.8178
1986,6,1,5,480,2.9070
1986,6,2,1,261,-1.5885
1986,6,2,2,255,-1.7893
1986,6,2,3,233,0.8589
1986,6,2,4,286,0.4378
1986,6,2,5,269,0.9087
1986,6,3,1,261,-0.1770
1986,6,3,2,279,-0.2443
1986,6,3,3,268,0.6919
1986,6,3,4,290,2.3834
1986,6,3,5,295,3.3577
1986,7,1,1,700,-9.3341
1986,7,1,2,673,-9.0651
1986,7,1,3,641,-7.4115
1986,7,1,4,634,-7.9916
1986,7,1,5,477,-8.6606
1986,7,2,1,248,-10.4964
1986,7,2,2,232,-8.2283
1986,7,2,3,217,-7.6537
1986,7,2,4,275,-8.1277
1986,7,2,5,254,-10.1249
1986,7,3,1,227,-5.1500
1986,7,3,2,247,-5.2814
1986,7,3,3,232,-6.0990
1986,7,3,4,265,-5.1727
1986,7,3,5,285,-5.4418
1986,8,1,1,719,1.3839
1986,8,1,2,705,2.0350
1986,8,1,3,656,1.5549
1986,8,1,4,644,1.1708
1986,8,1,5,471,1.5546
1986,8,2,1,262,3.8555
1986,8,2,2,248,6.3952
1986,8,2,3,229,4.4338
1986,8,2,4,300,3.8263
1986,8,2,5,261,3.8706
1986,8,3,1,240,8.3524
1986,8,3,2,263,8.5167
1986,8,3,3,261,7.3776
1986,8,3,4,280,6.0284
1986,8,3,5,311,5.8736
1986,9,1,1,750,-5.0617
1986,9,1,2,746,-5.2484
1986,9,1,3,676,-4.5904
1986,9,1,4,671,-5.9752
1986,9,1,5,492,-7.4597
1986,9,2,1,268,-4.7275
1986,9,2,2,259,-4.5289
1986,9,2,3,237,-3.9286
1986,9,2,4,307,-6.9030
1986,9,2,5,262,-8.6478
1986,9,3,1,242,-5.2785
1986,9,3,2,261,-5.6137
1986,9,3,3,262,-7.1551
1986,9,3,4,286,-8.6881
1986,9,3,5,314,-9.6715
1986,10,1,1,706,0.6971
1986,10,1,2,649,1.8837
1986,10,1,3,607,3.7268
1986,10,1,4,635,3.0043
1986,10,1,5,460,4.2539
1986,10,2,1,233,4.7677
1986,10,2,2,230,2.7522
1986,10,2,3,208,3.3012
1986,10,2,4,272,5.0314
1986,10,2,5,244,5.1384
1986,10,3,1,197,5.6663
1986,10,3,2,211,4.2126
1986,10,3,3,213,4.6950
1986,10,3,4,227,6.6249
1986,10,3,5,277,7.9178
1986,11,1,1,696,1.1425
1986,11,1,2,727,-0.2114
1986,11,1,3,666,-0.4279
1986,11,1,4,656,-0.1251
1986,11,1,5,440,-0.7490
1986,11,2,1,244,-0.8450
1986,11,2,2,262,0.1850
1986,11,2,3,229,0.3042
1986,11,2,4,296,0.7772
1986,11,2,5,250,1.2790
1986,11,3,1,214,2.3842
1986,11,3,2,239,1.8966
1986,11,3,3,245,2.6940
1986,11,3,4,268,3.0735
1986,11,3,5,302,2.1972
1986,12,1,1,739,-2.2540
1986,12,1,2,793,-2.0546
1986,12,1,3,713,-2.8469
1986,12,1,4,682,-2.7312
1986,12,1,5,463,-3.5503
1986,12,2,1,255,-1.7681
1986,12,2,2,265,-2.6582
1986,12,2,3,239,-2.6967
1986,12,2,4,303,-2.1650
1986,12,2,5,244,-1.1353
1986,12,3,1,216,-3.4661
1986,12,3,2,242,-4.3082
1986,12,3,3,250,-3.2604
1986,12,3,4,273,-2.5531
1986,12,3,5,305,-1.7219
1987,1,1,1,689,8.5903
1987,1,1,2,745,10.5106
1987,1,1,3,681,11.1135
1987,1,1,4,617,11.8042
1987,1,1,5,415,12.5375
1987,1,2,1,235,11.6151
1987,1,2,2,241,12.5951
1987,1,2,3,220,12.0333
1987,1,2,4,255,14.0040
1987,1,2,5,209,13.5424
1987,1,3,1,179,11.5474
1987,1,3,2,197,11.2685
1987,1,3,3,212,13.9544
1987,1,3,4,235,14.7429
1987,1,3,5,264,14.8862
1987,2,1,1,665,7.6307
1987,2,1,2,746,6.6636
1987,2,1,3,682,8.5024
1987,2,1,4,599,9.6827
1987,2,1,5,408,10.4595
1987,2,2,1,235,7.4636
1987,2,2,2,251,6.4961
1987,2,2,3,224,8.2175
1987,2,2,4,254,8.2069
1987,2,2,5,217,9.2736
1987,2,3,1,204,4.9391
1987,2,3,2,213,2.4201
1987,2,3,3,234,3.4798
1987,2,3,4,252,4.2936
1987,2,3,5,289,5.5917
1987,3,1,1,694,1.5818
1987,3,1,2,816,2.4772
1987,3,1,3,749,3.1511
1987,3,1,4,669,2.6799
1987,3,1,5,449,2.1367
1987,3,2,1,248,2.5055
1987,3,2,2,268,2.3088
1987,3,2,3,249,1.5198
1987,3,2,4,272,0.7729
1987,3,2,5,242,2.6829
1987,3,3,1,230,4.7599
1987,3,3,2,240,5.3714
1987,3,3,3,252,1.6766
1987,3,3,4,287,2.3924
1987,3,3,5,318,1.8248
1987,4,1,1,660,-3.1146
1987,4,1,2,778,-2.1972
1987,4,1,3,699,-2.9390
1987,4,1,4,636,-2.4487
1987,4,1,5,414,-2.3392
1987,4,2,1,222,-2.7269
1987,4,2,2,248,-2.8933
1987,4,2,3,228,-2.0507
1987,4,2,4,246,-3.2519
1987,4,2,5,236,-2.3965
1987,4,3,1,203,1.3388
1987,4,3,2,213,0.1473
1987,4,3,3,215,-0.8320
1987,4,3,4,248,-2.2908
1987,4,3,5,280,-1.3236
1987,5,1,1,732,0.6835
1987,5,1,2,801,0.6184
1987,5,1,3,732,1.1442
1987,5,1,4,663,-0.2339
1987,5,1,5,440,0.1105
1987,5,2,1,263,0.5185
1987,5,2,2,270,1.8740
1987,5,2,3,263,0.1597
1987,5,2,4,263,0.4395
1987,5,2,5,251,0.0555
1987,5,3,1,234,1.3308
1987,5,3,2,255,0.9658
1987,5,3,3,240,1.1109
1987,5,3,4,284,0.6775
1987,5,3,5,309,0.5109
1987,6,1,1,805,2.1545
1987,6,1,2,827,1.4677
1987,6,1,3,787,2.8502
1987,6,1,4,703,2.6314
1987,6,1,5,482,3.4282
1987,6,2,1,267,2.5776
1987,6,2,2,270,3.3973
