year,month,rank_ME,rank_SIM_12,nstocks,ret_vw
1967,7,1,4,672,8.5534
1967,7,1,5,671,9.7069
1967,7,2,1,304,7.7667
1967,7,2,2,343,7.6097
1967,7,2,3,318,7.6573
1967,7,2,4,320,6.9997
1967,7,2,5,318,8.0396
1967,7,3,1,468,5.6211
1967,7,3,2,474,3.6659
1967,7,3,3,403,4.8218
1967,7,3,4,445,4.9718
1967,7,3,5,483,4.9262
1967,8,1,1,751,0.4051
1967,8,1,2,763,0.5487
1967,8,1,3,709,-0.6062
1967,8,1,4,701,0.4011
1967,8,1,5,690,1.2553
1967,8,2,1,362,-0.4272
1967,8,2,2,385,0.0069
1967,8,2,3,332,-1.4482
1967,8,2,4,342,0.6364
1967,8,2,5,334,0.3921
1967,8,3,1,528,-0.7493
1967,8,3,2,528,-0.7441
1967,8,3,3,402,-0.1242
1967,8,3,4,459,-0.4868
1967,8,3,5,497,-0.5300
1967,9,1,1,772,7.7109
1967,9,1,2,791,7.7986
1967,9,1,3,752,8.1897
1967,9,1,4,703,8.4895
1967,9,1,5,706,8.9877
1967,9,2,1,377,3.9525
1967,9,2,2,408,4.3369
1967,9,2,3,365,5.3053
1967,9,2,4,347,4.5966
1967,9,2,5,352,5.4990
1967,9,3,1,545,3.0543
1967,9,3,2,540,2.6915
1967,9,3,3,428,3.8409
1967,9,3,4,466,2.7484
1967,9,3,5,506,4.0226
1967,10,1,1,779,-1.6980
1967,10,1,2,822,-1.9562
1967,10,1,3,762,-0.7538
1967,10,1,4,730,-1.3697
1967,10,1,5,713,-1.1289
1967,10,2,1,391,-3.4583
1967,10,2,2,428,-3.1217
1967,10,2,3,369,-1.6027
1967,10,2,4,361,-2.3776
1967,10,2,5,358,-2.2833
1967,10,3,1,546,-3.7356
1967,10,3,2,548,-3.9855
1967,10,3,3,431,-2.3814
1967,10,3,4,473,-3.9234
1967,10,3,5,511,-1.8832
1967,11,1,1,793,0.3705
1967,11,1,2,823,0.0551
1967,11,1,3,793,0.2233
1967,11,1,4,813,-0.2623
1967,11,1,5,728,0.3598
1967,11,2,1,392,0.8819
1967,11,2,2,429,0.8970
1967,11,2,3,401,1.2738
1967,11,2,4,408,1.7756
1967,11,2,5,369,0.9988
1967,11,3,1,555,0.3156
1967,11,3,2,551,0.6443
1967,11,3,3,523,1.4785
1967,11,3,4,545,0.2023
1967,11,3,5,519,0.3029
1967,12,1,1,788,11.0428
1967,12,1,2,820,9.4999
1967,12,1,3,838,11.4583
1967,12,1,4,817,10.0934
1967,12,1,5,745,11.4103
1967,12,2,1,393,6.7039
1967,12,2,2,436,6.8905
1967,12,2,3,437,7.3753
1967,12,2,4,410,6.7635
1967,12,2,5,403,7.6063
1967,12,3,1,555,3.6421
1967,12,3,2,555,3.0134
1967,12,3,3,545,1.8341
1967,12,3,4,545,2.3519
1967,12,3,5,526,2.4038
1968,1,1,1,781,3.5662
1968,1,1,2,795,3.2230
1968,1,1,3,834,2.2046
1968,1,1,4,825,2.8378
1968,1,1,5,763,3.5351
1968,1,2,1,404,-0.1663
1968,1,2,2,435,-0.3097
1968,1,2,3,435,-1.8512
1968,1,2,4,429,-1.1438
1968,1,2,5,409,-1.3834
1968,1,3,1,546,-3.7585
1968,1,3,2,546,-4.2796
1968,1,3,3,540,-6.3854
1968,1,3,4,564,-4.6588
1968,1,3,5,518,-4.1214
1968,2,1,1,825,-7.0117
1968,2,1,2,752,-6.2984
1968,2,1,3,842,-8.0267
1968,2,1,4,812,-6.5103
1968,2,1,5,715,-6.8078
1968,2,2,1,435,-4.8077
1968,2,2,2,421,-4.3031
1968,2,2,3,445,-6.4214
1968,2,2,4,431,-5.3203
1968,2,2,5,386,-5.5472
1968,2,3,1,581,-3.1902
1968,2,3,2,543,-3.0069
1968,2,3,3,547,-3.4133
1968,2,3,4,563,-3.1951
1968,2,3,5,512,-2.8578
1968,3,1,1,820,-1.6840
1968,3,1,2,760,-1.7886
1968,3,1,3,840,-1.1350
1968,3,1,4,811,-1.8618
1968,3,1,5,737,-0.6506
1968,3,2,1,440,-1.6514
1968,3,2,2,416,-1.4824
1968,3,2,3,439,-0.9901
1968,3,2,4,438,-1.2373
1968,3,2,5,407,-0.5641
1968,3,3,1,581,0.2570
1968,3,3,2,538,0.8194
1968,3,3,3,542,1.4039
1968,3,3,4,563,0.6448
1968,3,3,5,534,1.0691
1968,4,1,1,818,17.0256
1968,4,1,2,766,16.4786
1968,4,1,3,791,16.8680
1968,4,1,4,810,15.6961
1968,4,1,5,747,16.8314
1968,4,2,1,445,13.6407
1968,4,2,2,415,14.1892
1968,4,2,3,413,14.8435
1968,4,2,4,442,13.9053
1968,4,2,5,413,14.3984
1968,4,3,1,584,8.8854
1968,4,3,2,522,8.6127
1968,4,3,3,505,10.9788
1968,4,3,4,561,8.9628
1968,4,3,5,536,9.1196
1968,5,1,1,777,10.7733
1968,5,1,2,645,11.2416
1968,5,1,3,775,11.9733
1968,5,1,4,802,12.5993
1968,5,1,5,719,12.5402
1968,5,2,1,426,5.9493
1968,5,2,2,387,6.9080
1968,5,2,3,410,7.4331
1968,5,2,4,438,7.2320
1968,5,2,5,396,6.6994
1968,5,3,1,544,1.7254
1968,5,3,2,485,1.7419
1968,5,3,3,498,2.1900
1968,5,3,4,567,2.2074
1968,5,3,5,527,2.1607
1968,6,1,1,746,0.3334
1968,6,1,2,643,-0.4311
1968,6,1,3,777,0.9637
1968,6,1,4,810,0.2991
1968,6,1,5,744,1.0790
1968,6,2,1,419,0.4600
1968,6,2,2,387,0.5326
1968,6,2,3,404,-0.2870
1968,6,2,4,430,0.0992
1968,6,2,5,402,0.4898
1968,6,3,1,539,1.4236
1968,6,3,2,485,1.0615
1968,6,3,3,529,0.3534
1968,6,3,4,560,0.4907
1968,6,3,5,531,1.3462
1968,7,1,1,742,-3.0647
1968,7,1,2,622,-3.8675
1968,7,1,3,777,-3.4200
1968,7,1,4,804,-3.5099
1968,7,1,5,730,-2.7064
1968,7,2,1,410,-4.0353
1968,7,2,2,374,-3.6274
1968,7,2,3,411,-3.3374
1968,7,2,4,430,-3.9075
1968,7,2,5,409,-3.1832
1968,7,3,1,527,-2.8674
1968,7,3,2,473,-1.8939
1968,7,3,3,535,-3.6324
1968,7,3,4,565,-3.1675
1968,7,3,5,524,-1.4984
1968,8,1,1,760,3.6199
1968,8,1,2,575,4.6818
1968,8,1,3,788,5.5623
1968,8,1,4,805,5.2575
1968,8,1,5,709,4.4787
1968,8,2,1,419,2.8124
1968,8,2,2,362,3.4966
1968,8,2,3,428,4.1158
1968,8,2,4,438,4.3937
1968,8,2,5,399,3.6734
1968,8,3,1,535,1.6470
1968,8,3,2,460,1.5841
1968,8,3,3,548,1.7760
1968,8,3,4,578,2.1508
1968,8,3,5,521,1.2630
1968,9,1,1,753,6.2208
1968,9,1,2,612,6.6249
1968,9,1,3,774,6.8596
1968,9,1,4,754,7.5434
1968,9,1,5,663,7.3395
1968,9,2,1,423,6.0251
1968,9,2,2,363,6.6189
1968,9,2,3,428,7.3521
1968,9,2,4,410,7.4560
1968,9,2,5,376,6.8759
1968,9,3,1,536,4.2395
1968,9,3,2,461,4.1915
1968,9,3,3,535,5.1127
1968,9,3,4,547,4.0140
1968,9,3,5,501,4.0657
1968,10,1,1,783,-0.6734
1968,10,1,2,646,-0.7496
1968,10,1,3,778,0.2357
1968,10,1,4,709,0.4031
1968,10,1,5,679,0.7342
1968,10,2,1,431,1.1347
1968,10,2,2,369,0.5158
1968,10,2,3,428,0.0403
1968,10,2,4,400,0.6155
1968,10,2,5,385,1.8994
1968,10,3,1,551,0.3449
1968,10,3,2,482,1.4420
1968,10,3,3,529,1.2462
1968,10,3,4,534,1.3023
1968,10,3,5,499,0.7180
1968,11,1,1,778,6.9768
1968,11,1,2,759,7.1372
1968,11,1,3,822,6.5585
1968,11,1,4,755,7.6899
1968,11,1,5,713,7.5748
1968,11,2,1,429,7.9991
1968,11,2,2,406,8.6053
1968,11,2,3,425,7.8529
1968,11,2,4,424,7.9519
1968,11,2,5,396,7.5546
1968,11,3,1,552,6.2364
1968,11,3,2,520,4.3920
1968,11,3,3,482,4.8336
1968,11,3,4,549,5.6299
1968,11,3,5,523,5.3256
1968,12,1,1,784,1.7617
1968,12,1,2,772,2.8225
1968,12,1,3,776,2.3156
1968,12,1,4,828,2.2294
1968,12,1,5,704,2.9547
1968,12,2,1,434,-1.4759
1968,12,2,2,406,-1.7153
1968,12,2,3,402,-1.2262
1968,12,2,4,438,-0.7652
1968,12,2,5,390,-0.6157
1968,12,3,1,560,-3.4821
1968,12,3,2,522,-4.0279
1968,12,3,3,469,-3.4901
1968,12,3,4,575,-4.0525
1968,12,3,5,507,-3.6037
1969,1,1,1,781,-0.4290
1969,1,1,2,804,-1.1664
1969,1,1,3,823,-1.0061
1969,1,1,4,850,-1.1803
1969,1,1,5,684,-0.0516
1969,1,2,1,432,-0.7262
1969,1,2,2,424,-1.2508
1969,1,2,3,414,-1.3227
1969,1,2,4,454,-1.0926
1969,1,2,5,389,-0.9632
1969,1,3,1,556,-0.9095
1969,1,3,2,545,-1.1221
1969,1,3,3,486,-0.5627
1969,1,3,4,583,-0.8557
1969,1,3,5,483,-0.0774
1969,2,1,1,778,-10.1452
1969,2,1,2,792,-10.0154
1969,2,1,3,819,-9.9164
1969,2,1,4,838,-10.4458
1969,2,1,5,677,-10.1619
1969,2,2,1,430,-7.9978
1969,2,2,2,427,-8.4636
1969,2,2,3,405,-8.7387
1969,2,2,4,457,-9.0864
1969,2,2,5,388,-8.0201
1969,2,3,1,552,-4.7295
1969,2,3,2,531,-4.1927
1969,2,3,3,482,-4.8782
1969,2,3,4,582,-4.6700
1969,2,3,5,486,-5.0882
1969,3,1,1,773,1.4335
1969,3,1,2,801,1.9706
1969,3,1,3,812,2.2264
1969,3,1,4,789,2.8271
1969,3,1,5,684,3.2835
1969,3,2,1,433,1.3738
1969,3,2,2,441,1.9849
1969,3,2,3,395,2.6557
1969,3,2,4,430,2.8068
1969,3,2,5,391,2.7591
1969,3,3,1,557,2.5744
1969,3,3,2,541,3.5442
1969,3,3,3,471,2.9162
1969,3,3,4,556,3.2700
1969,3,3,5,489,3.3080
1969,4,1,1,765,-0.8954
1969,4,1,2,811,-0.7530
1969,4,1,3,806,-0.7410
1969,4,1,4,775,-0.5800
1969,4,1,5,708,-0.0870
1969,4,2,1,431,-0.1537
1969,4,2,2,448,0.1790
1969,4,2,3,392,0.7581
1969,4,2,4,418,1.5600
1969,4,2,5,402,1.1470
1969,4,3,1,553,2.4295
1969,4,3,2,572,1.6917
1969,4,3,3,473,1.6094
1969,4,3,4,547,2.6225
1969,4,3,5,501,2.1575
1969,5,1,1,750,0.0018
1969,5,1,2,803,0.3291
1969,5,1,3,812,-0.0535
1969,5,1,4,772,1.5173
1969,5,1,5,701,2.7436
1969,5,2,1,410,-0.7152
1969,5,2,2,450,-0.1970
1969,5,2,3,429,-0.5516
1969,5,2,4,416,1.1450
1969,5,2,5,404,1.1749
1969,5,3,1,538,0.0264
1969,5,3,2,564,0.3464
1969,5,3,3,552,0.3983
1969,5,3,4,552,0.5113
1969,5,3,5,501,0.3140
1969,6,1,1,748,-12.7933
1969,6,1,2,802,-13.3892
1969,6,1,3,713,-12.8260
1969,6,1,4,786,-13.5366
1969,6,1,5,698,-13.9722
1969,6,2,1,408,-10.7135
1969,6,2,2,452,-11.7568
1969,6,2,3,397,-11.4200
1969,6,2,4,442,-11.4356
1969,6,2,5,405,-11.3472
1969,6,3,1,530,-4.6394
1969,6,3,2,563,-5.8609
1969,6,3,3,515,-6.0116
1969,6,3,4,581,-5.4779
1969,6,3,5,498,-6.9695
1969,7,1,1,738,-10.4199
1969,7,1,2,830,-11.3542
1969,7,1,3,701,-10.9734
1969,7,1,4,794,-11.8882
1969,7,1,5,746,-11.0039
1969,7,2,1,410,-9.1173
1969,7,2,2,462,-9.6725
1969,7,2,3,390,-9.4044
1969,7,2,4,453,-9.5976
1969,7,2,5,427,-9.0088
1969,7,3,1,529,-5.9524
1969,7,3,2,557,-6.2637
1969,7,3,3,509,-5.9452
1969,7,3,4,579,-5.6321
1969,7,3,5,546,-5.8643
1969,8,1,1,791,4.3304
1969,8,1,2,854,4.7610
1969,8,1,3,693,4.5809
1969,8,1,4,797,4.8654
1969,8,1,5,744,4.5125
1969,8,2,1,441,6.4397
1969,8,2,2,472,6.2578
1969,8,2,3,371,5.8698
1969,8,2,4,450,6.8104
1969,8,2,5,427,6.7603
1969,8,3,1,569,4.7781
1969,8,3,2,566,4.4138
1969,8,3,3,478,4.3854
1969,8,3,4,574,4.8578
1969,8,3,5,545,4.2531
1969,9,1,1,797,-2.9998
1969,9,1,2,864,-3.2204
1969,9,1,3,710,-3.4963
1969,9,1,4,817,-2.7135
1969,9,1,5,751,-2.6232
1969,9,2,1,436,-1.0434
1969,9,2,2,463,-1.0182
1969,9,2,3,373,-0.4298
1969,9,2,4,458,0.0126
1969,9,2,5,441,-1.5079
1969,9,3,1,558,-1.8418
1969,9,3,2,565,-3.2170
1969,9,3,3,482,-1.3346
1969,9,3,4,586,-1.6725
1969,9,3,5,550,-3.0669
1969,10,1,1,786,10.2232
1969,10,1,2,826,9.4303
1969,10,1,3,711,9.9557
1969,10,1,4,837,11.1374
1969,10,1,5,783,9.9572
1969,10,2,1,436,7.8509
1969,10,2,2,449,7.0308
1969,10,2,3,382,7.3058
1969,10,2,4,466,8.2439
1969,10,2,5,454,6.8950
1969,10,3,1,562,5.2510
1969,10,3,2,535,4.7673
1969,10,3,3,489,5.6792
1969,10,3,4,588,5.6148
1969,10,3,5,569,5.1771
1969,11,1,1,785,-6.5211
1969,11,1,2,816,-6.9959
1969,11,1,3,659,-6.5481
1969,11,1,4,820,-6.2766
1969,11,1,5,835,-6.5025
1969,11,2,1,446,-4.4554
1969,11,2,2,447,-4.5681
1969,11,2,3,362,-4.7181
1969,11,2,4,460,-4.2516
1969,11,2,5,463,-4.3398
1969,11,3,1,561,-2.9544
1969,11,3,2,540,-3.7552
1969,11,3,3,459,-2.9914
1969,11,3,4,572,-2.7671
1969,11,3,5,579,-2.6473
1969,12,1,1,784,-7.5550
1969,12,1,2,810,-8.6369
1969,12,1,3,778,-7.2687
1969,12,1,4,777,-7.8958
1969,12,1,5,830,-8.1342
1969,12,2,1,447,-5.5774
1969,12,2,2,450,-5.5377
1969,12,2,3,411,-4.2761
1969,12,2,4,434,-4.6312
1969,12,2,5,455,-4.8189
1969,12,3,1,566,-1.7516
1969,12,3,2,538,-2.7713
1969,12,3,3,510,-1.2764
1969,12,3,4,532,-1.0388
1969,12,3,5,581,-1.2016
1970,1,1,1,775,-2.0592
1970,1,1,2,819,-2.1650
1970,1,1,3,786,-2.4473
1970,1,1,4,788,-3.0649
1970,1,1,5,842,-3.8004
1970,1,2,1,434,-5.0501
1970,1,2,2,448,-5.7736
1970,1,2,3,417,-5.8955
1970,1,2,4,442,-6.8940
1970,1,2,5,460,-6.3598
1970,1,3,1,526,-7.3129
1970,1,3,2,552,-7.8587
1970,1,3,3,517,-7.4894
1970,1,3,4,533,-7.9205
1970,1,3,5,588,-7.4192
1970,2,1,1,779,2.9941
1970,2,1,2,864,2.9827
1970,2,1,3,827,3.4239
1970,2,1,4,803,2.0263
1970,2,1,5,826,2.9469
1970,2,2,1,438,5.1471
1970,2,2,2,465,3.2625
1970,2,2,3,440,3.1113
1970,2,2,4,446,3.1269
1970,2,2,5,451,3.7908
1970,2,3,1,531,6.4209
1970,2,3,2,576,6.0346
1970,2,3,3,561,5.4005
1970,2,3,4,539,5.6273
1970,2,3,5,588,5.7507
1970,3,1,1,783,-2.4777
1970,3,1,2,874,-3.6479
1970,3,1,3,838,-3.4704
1970,3,1,4,788,-4.1073
1970,3,1,5,852,-3.5551
1970,3,2,1,438,-1.3230
1970,3,2,2,465,-2.0050
1970,3,2,3,452,-1.6528
1970,3,2,4,413,-3.3015
1970,3,2,5,458,-1.9906
1970,3,3,1,566,0.3758
1970,3,3,2,575,-0.0821
1970,3,3,3,562,0.5427
1970,3,3,4,461,-0.0413
1970,3,3,5,593,-0.2614
1970,4,1,1,791,-16.2102
1970,4,1,2,826,-18.4161
1970,4,1,3,851,-17.3536
1970,4,1,4,829,-18.5227
1970,4,1,5,854,-18.4026
1970,4,2,1,449,-15.3416
1970,4,2,2,424,-16.0998
1970,4,2,3,465,-14.4603
1970,4,2,4,450,-16.4823
1970,4,2,5,456,-15.5102
1970,4,3,1,569,-9.4244
1970,4,3,2,443,-9.6822
1970,4,3,3,570,-8.9580
1970,4,3,4,548,-9.9470
1970,4,3,5,589,-9.7919
1970,5,1,1,779,-9.2801
1970,5,1,2,830,-9.3597
1970,5,1,3,850,-8.6767
1970,5,1,4,823,-10.0162
1970,5,1,5,865,-8.6515
1970,5,2,1,448,-8.9965
1970,5,2,2,422,-11.4833
1970,5,2,3,460,-10.0556
1970,5,2,4,452,-10.5302
1970,5,2,5,470,-9.5422
1970,5,3,1,560,-4.2981
1970,5,3,2,475,-6.6972
1970,5,3,3,568,-5.9363
1970,5,3,4,547,-7.7810
1970,5,3,5,604,-6.2114
1970,6,1,1,838,-7.8704
1970,6,1,2,880,-9.2929
1970,6,1,3,851,-9.4131
1970,6,1,4,825,-9.0610
1970,6,1,5,860,-8.4528
1970,6,2,1,465,-6.4294
1970,6,2,2,444,-7.3760
1970,6,2,3,452,-7.0843
1970,6,2,4,443,-8.0878
1970,6,2,5,472,-7.5428
1970,6,3,1,566,-4.5417
1970,6,3,2,527,-5.8040
1970,6,3,3,575,-4.2250
1970,6,3,4,543,-5.0342
1970,6,3,5,606,-4.8545
1970,7,1,1,824,4.3151
1970,7,1,2,880,4.3146
1970,7,1,3,830,4.5550
1970,7,1,4,838,4.4631
1970,7,1,5,835,3.5762
1970,7,2,1,471,7.4489
1970,7,2,2,442,7.9171
1970,7,2,3,449,7.4426
1970,7,2,4,449,7.5254
1970,7,2,5,463,7.2408
1970,7,3,1,561,8.5364
1970,7,3,2,523,6.7413
1970,7,3,3,557,7.7063
1970,7,3,4,560,6.4131
1970,7,3,5,604,7.0742
1970,8,1,1,824,5.9297
1970,8,1,2,867,6.1491
1970,8,1,3,848,5.3221
1970,8,1,4,865,5.6833
1970,8,1,5,904,5.3402
1970,8,2,1,455,5.9815
1970,8,2,2,427,7.8470
1970,8,2,3,455,6.8213
1970,8,2,4,441,7.2232
1970,8,2,5,497,6.6623
1970,8,3,1,552,4.3492
1970,8,3,2,505,5.0694
1970,8,3,3,565,5.1344
1970,8,3,4,567,5.3112
1970,8,3,5,626,4.7357
1970,9,1,1,797,14.8618
1970,9,1,2,847,14.8403
1970,9,1,3,853,13.7197
1970,9,1,4,851,13.7900
1970,9,1,5,875,13.6368
1970,9,2,1,440,11.4856
1970,9,2,2,421,11.1092
1970,9,2,3,449,10.2159
1970,9,2,4,454,10.3960
1970,9,2,5,456,10.3126
1970,9,3,1,536,3.5412
1970,9,3,2,494,5.3335
1970,9,3,3,567,3.0162
1970,9,3,4,535,3.9014
1970,9,3,5,587,3.3861
1970,10,1,1,839,-5.9020
1970,10,1,2,854,-7.6801
1970,10,1,3,852,-7.3996
1970,10,1,4,850,-7.3758
1970,10,1,5,902,-6.9349
1970,10,2,1,446,-4.4890
1970,10,2,2,409,-5.2187
1970,10,2,3,446,-4.0287
1970,10,2,4,458,-4.6362
1970,10,2,5,479,-4.4693
1970,10,3,1,565,-0.9946
1970,10,3,2,497,-1.4078
1970,10,3,3,564,-1.0386
1970,10,3,4,545,-2.3839
1970,10,3,5,618,-1.3235
1970,11,1,1,832,-0.6142
1970,11,1,2,888,-1.9592
1970,11,1,3,813,-1.5811
1970,11,1,4,824,-1.3022
1970,11,1,5,890,-1.9650
1970,11,2,1,436,3.0758
1970,11,2,2,420,1.3325
1970,11,2,3,423,2.5442
1970,11,2,4,440,1.9824
1970,11,2,5,467,3.7003
1970,11,3,1,547,5.5997
1970,11,3,2,513,4.2562
1970,11,3,3,554,5.5868
1970,11,3,4,541,5.4994
1970,11,3,5,619,5.6245
1970,12,1,1,847,7.9929
1970,12,1,2,890,8.5348
1970,12,1,3,844,10.0748
1970,12,1,4,861,9.4567
1970,12,1,5,884,9.6462
1970,12,2,1,437,7.3865
1970,12,2,2,420,8.4455
1970,12,2,3,434,9.5857
1970,12,2,4,449,9.0976
1970,12,2,5,465,8.0954
1970,12,3,1,544,6.0388
1970,12,3,2,511,6.4759
1970,12,3,3,561,6.0167
1970,12,3,4,539,7.1828
1970,12,3,5,624,6.4074
1971,1,1,1,839,16.0205
1971,1,1,2,897,14.2616
1971,1,1,3,832,15.6600
1971,1,1,4,850,14.7922
1971,1,1,5,806,15.1992
1971,1,2,1,433,10.8323
1971,1,2,2,413,9.9713
1971,1,2,3,438,9.1970
1971,1,2,4,433,9.3665
1971,1,2,5,427,9.4014
1971,1,3,1,547,5.1260
1971,1,3,2,503,4.9704
1971,1,3,3,561,4.4165
1971,1,3,4,533,5.2712
1971,1,3,5,573,4.2614
1971,2,1,1,846,5.2945
1971,2,1,2,905,5.5276
1971,2,1,3,793,6.5800
1971,2,1,4,852,6.0767
1971,2,1,5,810,6.1720
1971,2,2,1,431,3.1089
1971,2,2,2,409,3.8087
1971,2,2,3,412,3.3193
1971,2,2,4,431,2.9618
1971,2,2,5,435,2.6083
1971,2,3,1,547,0.8363
1971,2,3,2,515,2.1058
1971,2,3,3,515,1.7977
1971,2,3,4,545,0.8994
1971,2,3,5,576,1.1973
1971,3,1,1,810,6.0549
1971,3,1,2,812,6.0630
1971,3,1,3,783,4.5708
1971,3,1,4,864,5.4927
1971,3,1,5,788,5.2321
1971,3,2,1,425,6.1136
1971,3,2,2,378,5.6422
1971,3,2,3,404,6.5768
1971,3,2,4,424,5.2394
1971,3,2,5,420,5.1841
1971,3,3,1,539,4.4446
1971,3,3,2,490,3.7571
1971,3,3,3,517,4.1997
1971,3,3,4,558,4.2774
1971,3,3,5,564,3.7807
1971,4,1,1,850,1.9989
1971,4,1,2,783,3.0693
1971,4,1,3,785,1.6914
1971,4,1,4,854,2.5224
1971,4,1,5,783,0.9582
1971,4,2,1,429,1.7016
1971,4,2,2,360,4.0311
1971,4,2,3,400,3.5806
1971,4,2,4,409,4.4464
1971,4,2,5,412,3.0763
1971,4,3,1,545,2.1341
1971,4,3,2,463,4.8327
1971,4,3,3,515,3.7889
1971,4,3,4,557,4.7137
1971,4,3,5,560,3.6061
1971,5,1,1,826,-6.0252
1971,5,1,2,746,-6.1815
1971,5,1,3,785,-6.3907
1971,5,1,4,833,-6.3693
1971,5,1,5,782,-6.1330
1971,5,2,1,424,-4.1524
1971,5,2,2,347,-3.6413
1971,5,2,3,395,-3.6006
1971,5,2,4,410,-4.1656
1971,5,2,5,417,-4.4685
1971,5,3,1,545,-3.3191
1971,5,3,2,434,-2.9343
1971,5,3,3,511,-2.7622
1971,5,3,4,533,-2.7095
1971,5,3,5,571,-3.4140
1971,6,1,1,812,-2.8823
1971,6,1,2,656,-3.0394
1971,6,1,3,791,-3.0852
1971,6,1,4,791,-2.9654
1971,6,1,5,732,-2.9446
1971,6,2,1,413,-0.5353
1971,6,2,2,300,0.1680
1971,6,2,3,410,-0.9406
1971,6,2,4,393,-1.1528
1971,6,2,5,384,-0.7514
1971,6,3,1,548,0.7632
1971,6,3,2,383,1.1982
1971,6,3,3,521,1.0820
1971,6,3,4,519,0.7818
1971,6,3,5,545,0.6167
1971,7,1,1,722,-6.0130
1971,7,1,2,667,-5.8700
1971,7,1,3,781,-6.4481
1971,7,1,4,774,-6.1740
1971,7,1,5,706,-6.6109
1971,7,2,1,357,-4.7772
1971,7,2,2,312,-5.6838
1971,7,2,3,390,-5.4802
1971,7,2,4,389,-5.3119
1971,7,2,5,381,-5.2774
1971,7,3,1,492,-3.2249
1971,7,3,2,410,-4.9722
1971,7,3,3,516,-3.9591
1971,7,3,4,508,-3.9549
1971,7,3,5,521,-3.3141
1971,8,1,1,732,3.5439
1971,8,1,2,675,5.1660
1971,8,1,3,778,5.6355
1971,8,1,4,779,4.2173
1971,8,1,5,711,3.7754
1971,8,2,1,362,2.9961
1971,8,2,2,316,6.4591
1971,8,2,3,398,6.1283
1971,8,2,4,394,4.7410
1971,8,2,5,385,3.6276
1971,8,3,1,497,2.4661
1971,8,3,2,410,5.1511
1971,8,3,3,514,4.7407
1971,8,3,4,495,4.9123
1971,8,3,5,517,2.8768
1971,9,1,1,762,-0.9711
1971,9,1,2,708,-0.6241
1971,9,1,3,788,-0.9853
1971,9,1,4,787,-0.2154
1971,9,1,5,780,-0.5069
1971,9,2,1,386,-1.0113
1971,9,2,2,335,-0.6169
1971,9,2,3,393,-1.2123
1971,9,2,4,384,-1.0811
