year,month,rank_ME,rank_IM_6,nstocks,ret_vw
1968,6,3,2,431,0.6506
1968,6,3,3,358,0.6868
1968,6,3,4,285,-1.2630
1968,6,3,5,116,0.0120
1968,7,1,1,283,-0.4830
1968,7,1,2,437,-3.8002
1968,7,1,3,477,-4.4875
1968,7,1,4,474,-3.6651
1968,7,1,5,330,-4.8640
1968,7,2,1,185,-5.7344
1968,7,2,2,276,-4.6952
1968,7,2,3,273,-3.0398
1968,7,2,4,212,-1.5456
1968,7,2,5,145,-3.7373
1968,7,3,1,289,-5.1628
1968,7,3,2,423,-4.3648
1968,7,3,3,400,-3.2216
1968,7,3,4,234,-4.3386
1968,7,3,5,118,-6.8435
1968,8,1,1,309,1.6147
1968,8,1,2,494,3.6108
1968,8,1,3,499,4.1107
1968,8,1,4,465,5.4963
1968,8,1,5,383,3.3593
1968,8,2,1,192,1.5149
1968,8,2,2,296,2.9086
1968,8,2,3,279,2.4998
1968,8,2,4,215,4.0477
1968,8,2,5,176,5.9003
1968,8,3,1,286,1.8744
1968,8,3,2,429,1.0993
1968,8,3,3,412,2.1853
1968,8,3,4,238,2.1572
1968,8,3,5,156,2.2452
1968,9,1,1,316,8.5672
1968,9,1,2,549,7.7763
1968,9,1,3,674,6.6754
1968,9,1,4,477,7.4304
1968,9,1,5,354,7.8092
1968,9,2,1,206,6.0693
1968,9,2,2,310,5.7431
1968,9,2,3,343,6.4713
1968,9,2,4,229,7.0986
1968,9,2,5,164,8.2364
1968,9,3,1,292,5.4318
1968,9,3,2,435,5.3510
1968,9,3,3,475,5.5693
1968,9,3,4,240,6.7059
1968,9,3,5,154,6.2221
1968,10,1,1,317,-2.2590
1968,10,1,2,521,-0.6682
1968,10,1,3,551,0.1455
1968,10,1,4,505,0.2830
1968,10,1,5,344,1.0068
1968,10,2,1,201,-0.5223
1968,10,2,2,301,0.7622
1968,10,2,3,291,1.7332
1968,10,2,4,250,0.3105
1968,10,2,5,157,0.0045
1968,10,3,1,274,0.1058
1968,10,3,2,432,0.3615
1968,10,3,3,402,-0.1271
1968,10,3,4,264,-0.1924
1968,10,3,5,134,1.1342
1968,11,1,1,295,4.3721
1968,11,1,2,563,5.8483
1968,11,1,3,568,6.2991
1968,11,1,4,591,6.5440
1968,11,1,5,342,6.9900
1968,11,2,1,187,7.6828
1968,11,2,2,320,7.8905
1968,11,2,3,315,8.4541
1968,11,2,4,294,7.8618
1968,11,2,5,152,8.0233
1968,11,3,1,258,7.1997
1968,11,3,2,442,6.0621
1968,11,3,3,447,5.6245
1968,11,3,4,322,6.1733
1968,11,3,5,132,5.6390
1968,12,1,1,287,3.3742
1968,12,1,2,535,2.4702
1968,12,1,3,613,2.7248
1968,12,1,4,707,3.1219
1968,12,1,5,329,3.3003
1968,12,2,1,157,-1.1960
1968,12,2,2,299,-0.3717
1968,12,2,3,340,-0.3165
1968,12,2,4,383,-1.3319
1968,12,2,5,165,0.9574
1968,12,3,1,189,-0.6262
1968,12,3,2,398,-2.9605
1968,12,3,3,457,-3.8362
1968,12,3,4,484,-3.6665
1968,12,3,5,175,-2.4314
1969,1,1,1,288,-1.2301
1969,1,1,2,620,-1.2396
1969,1,1,3,623,-1.2027
1969,1,1,4,666,0.5563
1969,1,1,5,240,0.3181
1969,1,2,1,142,0.0329
1969,1,2,2,331,-0.9562
1969,1,2,3,344,-1.1286
1969,1,2,4,364,-1.0981
1969,1,2,5,128,-2.6312
1969,1,3,1,163,-3.6346
1969,1,3,2,429,-0.8233
1969,1,3,3,462,-0.6779
1969,1,3,4,448,-0.9724
1969,1,3,5,142,-1.6927
1969,2,1,1,276,-10.1572
1969,2,1,2,552,-9.5787
1969,2,1,3,601,-9.8852
1969,2,1,4,562,-10.0215
1969,2,1,5,323,-10.6701
1969,2,2,1,134,-7.9669
1969,2,2,2,308,-9.2628
1969,2,2,3,323,-8.0419
1969,2,2,4,319,-8.1725
1969,2,2,5,161,-11.1328
1969,2,3,1,159,-4.7422
1969,2,3,2,436,-5.5079
1969,2,3,3,467,-6.3685
1969,2,3,4,394,-6.9571
1969,2,3,5,175,-7.5693
1969,3,1,1,281,1.2356
1969,3,1,2,609,1.2639
1969,3,1,3,672,1.6289
1969,3,1,4,676,2.6337
1969,3,1,5,354,2.0514
1969,3,2,1,135,1.1577
1969,3,2,2,321,1.6504
1969,3,2,3,360,2.0482
1969,3,2,4,366,2.0743
1969,3,2,5,186,1.6431
1969,3,3,1,155,1.4376
1969,3,3,2,430,2.2590
1969,3,3,3,487,2.1424
1969,3,3,4,451,1.0096
1969,3,3,5,204,2.7872
1969,4,1,1,320,-2.0309
1969,4,1,2,603,0.2816
1969,4,1,3,692,0.1491
1969,4,1,4,666,-0.6853
1969,4,1,5,352,-1.7429
1969,4,2,1,150,-1.7172
1969,4,2,2,320,1.7771
1969,4,2,3,381,-0.1759
1969,4,2,4,373,0.2125
1969,4,2,5,183,1.7461
1969,4,3,1,152,-0.8961
1969,4,3,2,433,1.6951
1969,4,3,3,503,1.3753
1969,4,3,4,476,0.4744
1969,4,3,5,210,2.0435
1969,5,1,1,358,0.3190
1969,5,1,2,642,1.7748
1969,5,1,3,688,1.9718
1969,5,1,4,620,1.2371
1969,5,1,5,406,1.0996
1969,5,2,1,153,-1.4155
1969,5,2,2,330,-0.0935
1969,5,2,3,384,0.0816
1969,5,2,4,358,-0.9590
1969,5,2,5,216,-1.7522
1969,5,3,1,153,-2.7630
1969,5,3,2,449,0.2596
1969,5,3,3,505,-0.4573
1969,5,3,4,452,-0.1972
1969,5,3,5,266,-0.1910
1969,6,1,1,379,-12.0825
1969,6,1,2,682,-12.9559
1969,6,1,3,600,-13.2277
1969,6,1,4,655,-12.5771
1969,6,1,5,371,-11.9194
1969,6,2,1,165,-12.3395
1969,6,2,2,347,-11.1663
1969,6,2,3,350,-10.8038
1969,6,2,4,376,-11.0458
1969,6,2,5,202,-12.5875
1969,6,3,1,171,-8.0378
1969,6,3,2,453,-7.7672
1969,6,3,3,466,-7.9031
1969,6,3,4,487,-7.8044
1969,6,3,5,258,-9.2504
1969,7,1,1,417,-14.4678
1969,7,1,2,694,-11.7376
1969,7,1,3,579,-10.3930
1969,7,1,4,674,-10.4852
1969,7,1,5,373,-12.1398
1969,7,2,1,185,-8.7283
1969,7,2,2,348,-9.3658
1969,7,2,3,336,-7.9603
1969,7,2,4,377,-8.4243
1969,7,2,5,208,-9.1512
1969,7,3,1,181,-6.9206
1969,7,3,2,453,-6.6858
1969,7,3,3,451,-5.4441
1969,7,3,4,489,-5.4714
1969,7,3,5,286,-7.6890
1969,8,1,1,321,6.8532
1969,8,1,2,570,4.8926
1969,8,1,3,644,3.7187
1969,8,1,4,543,4.0357
1969,8,1,5,338,6.3355
1969,8,2,1,143,4.3829
1969,8,2,2,259,5.7101
1969,8,2,3,349,5.6318
1969,8,2,4,317,6.5125
1969,8,2,5,193,8.8290
1969,8,3,1,125,6.9814
1969,8,3,2,262,5.1571
1969,8,3,3,456,5.5141
1969,8,3,4,427,5.3907
1969,8,3,5,282,8.1532
1969,9,1,1,316,-4.2158
1969,9,1,2,554,-2.7162
1969,9,1,3,598,-3.0500
1969,9,1,4,518,-2.8261
1969,9,1,5,263,-1.0778
1969,9,2,1,132,1.7527
1969,9,2,2,240,1.9810
1969,9,2,3,318,0.8193
1969,9,2,4,301,-1.2317
1969,9,2,5,155,0.9492
1969,9,3,1,110,-1.0120
1969,9,3,2,248,-1.2357
1969,9,3,3,377,-0.6452
1969,9,3,4,422,-1.0673
1969,9,3,5,230,-0.1287
1969,10,1,1,274,13.4235
1969,10,1,2,501,9.5957
1969,10,1,3,616,9.6359
1969,10,1,4,499,12.1514
1969,10,1,5,260,10.6954
1969,10,2,1,134,5.8019
1969,10,2,2,227,6.6003
1969,10,2,3,325,8.8593
1969,10,2,4,287,8.0294
1969,10,2,5,154,11.3590
1969,10,3,1,142,10.1602
1969,10,3,2,217,6.9405
1969,10,3,3,377,7.6760
1969,10,3,4,403,7.1981
1969,10,3,5,234,4.6968
1969,11,1,1,255,-8.4758
1969,11,1,2,571,-7.2875
1969,11,1,3,580,-6.6011
1969,11,1,4,585,-7.4096
1969,11,1,5,276,-5.6340
1969,11,2,1,135,-6.1061
1969,11,2,2,262,-4.9135
1969,11,2,3,320,-4.2445
1969,11,2,4,333,-4.2906
1969,11,2,5,157,-1.8688
1969,11,3,1,137,-3.4083
1969,11,3,2,239,-2.5440
1969,11,3,3,363,-3.7163
1969,11,3,4,445,-2.4745
1969,11,3,5,246,-1.2191
1969,12,1,1,227,-9.5139
1969,12,1,2,598,-8.4941
1969,12,1,3,552,-7.4819
1969,12,1,4,578,-7.4491
1969,12,1,5,235,-6.1228
1969,12,2,1,119,-6.4194
1969,12,2,2,295,-5.6350
1969,12,2,3,305,-6.4783
1969,12,2,4,329,-5.8933
1969,12,2,5,131,-2.4592
1969,12,3,1,130,0.9794
1969,12,3,2,334,-2.7309
1969,12,3,3,351,-2.4556
1969,12,3,4,411,-1.0538
1969,12,3,5,184,0.9610
1970,1,1,1,260,-2.8197
1970,1,1,2,497,-2.2429
1970,1,1,3,640,-3.2999
1970,1,1,4,598,-5.3960
1970,1,1,5,255,-5.2123
1970,1,2,1,138,-5.4963
1970,1,2,2,271,-4.2588
1970,1,2,3,346,-8.3654
1970,1,2,4,335,-7.8522
1970,1,2,5,146,-5.2156
1970,1,3,1,150,-14.1436
1970,1,3,2,307,-6.3234
1970,1,3,3,386,-8.3033
1970,1,3,4,440,-7.4243
1970,1,3,5,192,-7.0931
1970,2,1,1,323,1.4518
1970,2,1,2,597,2.9618
1970,2,1,3,586,1.7870
1970,2,1,4,527,2.8871
1970,2,1,5,264,4.9492
1970,2,2,1,150,2.7989
1970,2,2,2,294,3.2858
1970,2,2,3,315,2.7145
1970,2,2,4,275,3.5220
1970,2,2,5,150,3.9324
1970,2,3,1,184,4.1860
1970,2,3,2,338,7.5191
1970,2,3,3,364,6.3690
1970,2,3,4,317,5.2825
1970,2,3,5,196,3.3092
1970,3,1,1,322,-2.1849
1970,3,1,2,612,-4.4033
1970,3,1,3,554,-4.8511
1970,3,1,4,498,-4.2624
1970,3,1,5,262,-4.2946
1970,3,2,1,150,-2.5201
1970,3,2,2,305,-2.3269
1970,3,2,3,295,-3.2455
1970,3,2,4,242,-3.8736
1970,3,2,5,150,-2.6962
1970,3,3,1,188,-4.2495
1970,3,3,2,351,-0.1618
1970,3,3,3,338,-0.7907
1970,3,3,4,251,-3.4623
1970,3,3,5,196,-2.8558
1970,4,1,1,345,-20.8118
1970,4,1,2,686,-17.2009
1970,4,1,3,629,-18.7705
1970,4,1,4,538,-18.6098
1970,4,1,5,290,-18.5303
1970,4,2,1,154,-17.5176
1970,4,2,2,332,-15.3751
1970,4,2,3,338,-16.7971
1970,4,2,4,268,-17.6408
1970,4,2,5,177,-17.7153
1970,4,3,1,196,-14.4843
1970,4,3,2,398,-11.0882
1970,4,3,3,368,-12.6987
1970,4,3,4,323,-13.0701
1970,4,3,5,289,-13.1176
1970,5,1,1,355,-10.6737
1970,5,1,2,651,-9.2791
1970,5,1,3,643,-9.4710
1970,5,1,4,585,-9.8644
1970,5,1,5,280,-8.5512
1970,5,2,1,158,-10.0786
1970,5,2,2,318,-10.4443
1970,5,2,3,355,-13.0130
1970,5,2,4,299,-10.9695
1970,5,2,5,184,-5.5225
1970,5,3,1,194,-9.2506
1970,5,3,2,365,-9.8137
1970,5,3,3,397,-9.6808
1970,5,3,4,365,-8.8559
1970,5,3,5,303,-6.5460
1970,6,1,1,364,-9.4923
1970,6,1,2,666,-9.4814
1970,6,1,3,669,-9.2374
1970,6,1,4,463,-9.6002
1970,6,1,5,251,-9.1334
1970,6,2,1,157,-8.4165
1970,6,2,2,321,-7.8913
1970,6,2,3,371,-8.6275
1970,6,2,4,264,-7.5873
1970,6,2,5,180,-5.6724
1970,6,3,1,198,-7.3176
1970,6,3,2,370,-6.5527
1970,6,3,3,415,-5.7187
1970,6,3,4,357,-4.1164
1970,6,3,5,289,-2.1953
1970,7,1,1,389,1.4460
1970,7,1,2,653,2.4364
1970,7,1,3,766,3.8848
1970,7,1,4,471,3.9154
1970,7,1,5,219,6.4810
1970,7,2,1,161,7.3734
1970,7,2,2,316,6.3009
1970,7,2,3,393,8.6072
1970,7,2,4,274,6.8601
1970,7,2,5,158,5.5822
1970,7,3,1,200,6.8432
1970,7,3,2,363,7.9691
1970,7,3,3,446,8.8280
1970,7,3,4,350,5.0940
1970,7,3,5,280,5.0115
1970,8,1,1,371,7.9256
1970,8,1,2,606,5.5969
1970,8,1,3,728,5.9176
1970,8,1,4,624,5.4889
1970,8,1,5,284,5.3868
1970,8,2,1,154,5.3526
1970,8,2,2,254,7.2139
1970,8,2,3,376,7.4039
1970,8,2,4,346,6.0087
1970,8,2,5,193,2.9619
1970,8,3,1,176,6.5668
1970,8,3,2,245,7.1877
1970,8,3,3,454,4.3009
1970,8,3,4,409,3.0435
1970,8,3,5,348,1.6925
1970,9,1,1,313,6.5215
1970,9,1,2,454,19.8845
1970,9,1,3,670,15.0167
1970,9,1,4,567,13.0074
1970,9,1,5,301,10.4788
1970,9,2,1,114,20.2066
1970,9,2,2,198,16.1678
1970,9,2,3,339,12.0916
1970,9,2,4,303,8.6293
1970,9,2,5,200,5.7254
1970,9,3,1,126,20.7338
1970,9,3,2,179,7.4019
1970,9,3,3,362,6.1682
1970,9,3,4,381,5.1174
1970,9,3,5,316,4.5102
1970,10,1,1,334,-12.4619
1970,10,1,2,494,-10.3834
1970,10,1,3,658,-6.9889
1970,10,1,4,575,-4.5633
1970,10,1,5,351,-4.0249
1970,10,2,1,113,-10.2522
1970,10,2,2,199,-7.7825
1970,10,2,3,326,-4.9583
1970,10,2,4,329,-2.6087
1970,10,2,5,222,-3.2394
1970,10,3,1,92,-8.7358
1970,10,3,2,183,-5.0511
1970,10,3,3,367,-3.1235
1970,10,3,4,465,-1.2474
1970,10,3,5,326,0.3869
1970,11,1,1,348,-3.2281
1970,11,1,2,544,-3.4328
1970,11,1,3,740,-3.1073
1970,11,1,4,631,-1.1777
1970,11,1,5,350,-0.4743
1970,11,2,1,140,-0.3099
1970,11,2,2,221,0.9619
1970,11,2,3,335,0.8160
1970,11,2,4,342,1.9440
1970,11,2,5,213,2.9357
1970,11,3,1,106,4.5109
1970,11,3,2,224,6.9178
1970,11,3,3,363,4.6556
1970,11,3,4,473,5.5813
1970,11,3,5,312,5.9347
1970,12,1,1,367,8.9223
1970,12,1,2,517,7.2663
1970,12,1,3,739,9.8537
1970,12,1,4,614,9.1421
1970,12,1,5,366,6.9075
1970,12,2,1,149,8.1206
1970,12,2,2,224,6.5499
1970,12,2,3,335,9.5554
1970,12,2,4,330,7.9531
1970,12,2,5,224,7.1633
1970,12,3,1,126,2.7089
1970,12,3,2,222,6.2187
1970,12,3,3,378,7.3480
1970,12,3,4,464,6.1267
1970,12,3,5,322,4.5090
1971,1,1,1,391,15.7432
1971,1,1,2,558,15.5707
1971,1,1,3,657,15.6421
1971,1,1,4,759,14.7816
1971,1,1,5,449,12.8866
1971,1,2,1,160,9.4680
1971,1,2,2,242,11.2005
1971,1,2,3,298,11.3739
1971,1,2,4,357,10.3967
1971,1,2,5,257,9.2675
1971,1,3,1,137,10.3859
1971,1,3,2,292,8.6053
1971,1,3,3,362,7.1107
1971,1,3,4,481,5.8032
1971,1,3,5,363,5.5992
1971,2,1,1,429,10.2962
1971,2,1,2,672,5.0954
1971,2,1,3,693,6.0132
1971,2,1,4,827,6.3094
1971,2,1,5,507,5.0524
1971,2,2,1,186,7.4244
1971,2,2,2,333,2.6585
1971,2,2,3,308,3.7064
1971,2,2,4,376,3.5860
1971,2,2,5,273,4.3246
1971,2,3,1,193,2.7934
1971,2,3,2,434,2.9983
1971,2,3,3,385,2.8555
1971,2,3,4,501,3.2003
1971,2,3,5,378,4.7599
1971,3,1,1,428,7.8818
1971,3,1,2,673,6.1783
1971,3,1,3,676,5.1901
1971,3,1,4,873,5.8103
1971,3,1,5,489,4.5385
1971,3,2,1,237,6.0173
1971,3,2,2,333,6.4002
1971,3,2,3,285,7.1468
1971,3,2,4,402,5.9186
1971,3,2,5,236,5.4036
1971,3,3,1,316,6.5552
1971,3,3,2,477,4.2315
1971,3,3,3,359,5.5122
1971,3,3,4,512,4.2751
1971,3,3,5,272,5.3816
1971,4,1,1,471,0.6338
1971,4,1,2,651,2.9456
1971,4,1,3,591,2.3207
1971,4,1,4,823,1.7991
1971,4,1,5,451,1.7275
1971,4,2,1,241,1.7826
1971,4,2,2,317,2.6236
1971,4,2,3,259,3.1277
1971,4,2,4,379,2.0796
1971,4,2,5,208,2.6496
1971,4,3,1,328,4.3106
1971,4,3,2,466,4.1356
1971,4,3,3,325,4.0023
1971,4,3,4,485,4.6614
1971,4,3,5,233,8.0988
1971,5,1,1,363,-6.3350
1971,5,1,2,606,-5.5536
1971,5,1,3,507,-6.2032
1971,5,1,4,779,-5.9733
1971,5,1,5,510,-6.8240
1971,5,2,1,215,-3.9903
1971,5,2,2,306,-5.5243
1971,5,2,3,228,-3.4365
1971,5,2,4,348,-5.2268
1971,5,2,5,216,-7.0987
1971,5,3,1,303,-1.9922
1971,5,3,2,430,-3.0704
1971,5,3,3,283,-2.3237
1971,5,3,4,430,-2.1436
1971,5,3,5,241,-2.6105
1971,6,1,1,337,-2.6538
1971,6,1,2,571,-3.3949
1971,6,1,3,552,-2.3654
1971,6,1,4,754,-2.3535
1971,6,1,5,441,-2.9551
1971,6,2,1,215,-2.1181
1971,6,2,2,298,-0.4193
1971,6,2,3,251,-0.2378
1971,6,2,4,354,-0.7321
1971,6,2,5,176,-2.2208
1971,6,3,1,316,0.1321
1971,6,3,2,422,0.2613
1971,6,3,3,284,1.3684
1971,6,3,4,439,0.2072
1971,6,3,5,163,0.6729
1971,7,1,1,373,-4.3612
1971,7,1,2,620,-5.8919
1971,7,1,3,574,-6.7649
1971,7,1,4,708,-7.2564
1971,7,1,5,309,-6.9020
1971,7,2,1,233,-4.2830
1971,7,2,2,314,-5.2554
1971,7,2,3,273,-5.8347
1971,7,2,4,302,-6.9426
1971,7,2,5,123,-6.8303
1971,7,3,1,334,-5.2909
1971,7,3,2,442,-4.3321
1971,7,3,3,308,-5.7593
1971,7,3,4,307,-5.6657
1971,7,3,5,109,-9.3923
1971,8,1,1,362,1.4347
1971,8,1,2,661,1.6843
1971,8,1,3,668,3.6173
1971,8,1,4,684,3.0616
1971,8,1,5,322,2.8606
1971,8,2,1,228,1.8646
1971,8,2,2,311,3.9165
1971,8,2,3,312,5.5698
1971,8,2,4,300,5.5927
1971,8,2,5,127,5.2808
1971,8,3,1,316,3.5763
1971,8,3,2,439,4.5652
1971,8,3,3,364,5.4756
1971,8,3,4,335,6.2919
1971,8,3,5,122,6.9339
1971,9,1,1,372,-0.6154
1971,9,1,2,609,-1.4070
1971,9,1,3,725,-0.9782
1971,9,1,4,698,0.1782
1971,9,1,5,458,0.1076
1971,9,2,1,220,-3.1607
1971,9,2,2,306,-1.8925
1971,9,2,3,324,-0.9428
1971,9,2,4,298,0.7587
