year,month,rank_ME,rank_ILR_12,nstocks,ret_vw
1967,9,3,3,601,3.7956
1967,9,3,4,504,3.9197
1967,9,3,5,277,4.4011
1967,10,1,1,844,-2.8499
1967,10,1,2,831,-2.5369
1967,10,1,3,895,-1.8485
1967,10,1,4,873,-2.7711
1967,10,1,5,633,-1.6730
1967,10,2,1,426,-2.5171
1967,10,2,2,426,-3.4251
1967,10,2,3,472,-1.5895
1967,10,2,4,454,-2.3966
1967,10,2,5,308,0.2665
1967,10,3,1,579,-3.8338
1967,10,3,2,580,-2.8782
1967,10,3,3,613,-2.6441
1967,10,3,4,509,-2.5369
1967,10,3,5,275,-1.9381
1967,11,1,1,852,0.1831
1967,11,1,2,836,-0.2634
1967,11,1,3,909,-0.4605
1967,11,1,4,902,-0.1316
1967,11,1,5,629,0.2611
1967,11,2,1,434,0.3054
1967,11,2,2,437,1.6212
1967,11,2,3,482,0.4753
1967,11,2,4,464,1.0417
1967,11,2,5,306,1.5805
1967,11,3,1,587,0.5163
1967,11,3,2,582,0.3454
1967,11,3,3,626,0.0515
1967,11,3,4,513,0.2839
1967,11,3,5,278,1.0732
1967,12,1,1,850,8.0440
1967,12,1,2,875,9.1856
1967,12,1,3,921,10.7560
1967,12,1,4,901,9.6777
1967,12,1,5,649,10.4692
1967,12,2,1,436,6.1726
1967,12,2,2,460,6.0225
1967,12,2,3,495,7.1616
1967,12,2,4,473,6.7267
1967,12,2,5,341,10.1026
1967,12,3,1,587,3.0951
1967,12,3,2,596,2.9850
1967,12,3,3,633,3.3084
1967,12,3,4,516,2.8925
1967,12,3,5,368,4.3025
1968,1,1,1,829,2.6326
1968,1,1,2,832,2.5969
1968,1,1,3,927,3.0361
1968,1,1,4,891,2.5692
1968,1,1,5,661,2.8660
1968,1,2,1,425,0.8080
1968,1,2,2,435,-1.3875
1968,1,2,3,512,-1.4936
1968,1,2,4,465,-1.8813
1968,1,2,5,355,-1.4730
1968,1,3,1,548,-3.8097
1968,1,3,2,570,-3.8969
1968,1,3,3,624,-4.0728
1968,1,3,4,498,-5.0233
1968,1,3,5,381,-5.3878
1968,2,1,1,775,-5.8217
1968,2,1,2,841,-6.1033
1968,2,1,3,915,-7.3716
1968,2,1,4,915,-6.5219
1968,2,1,5,631,-5.9812
1968,2,2,1,413,-4.7315
1968,2,2,2,442,-4.7996
1968,2,2,3,503,-5.6503
1968,2,2,4,485,-5.0903
1968,2,2,5,345,-5.6296
1968,2,3,1,487,-3.5503
1968,2,3,2,579,-2.9314
1968,2,3,3,617,-4.1726
1968,2,3,4,603,-4.6731
1968,2,3,5,369,-4.9315
1968,3,1,1,799,-1.4915
1968,3,1,2,906,-1.5614
1968,3,1,3,915,-1.8566
1968,3,1,4,922,-1.6780
1968,3,1,5,635,-1.7815
1968,3,2,1,425,-1.6176
1968,3,2,2,473,-1.1121
1968,3,2,3,502,-0.9912
1968,3,2,4,492,-0.7680
1968,3,2,5,346,-1.3505
1968,3,3,1,494,1.1968
1968,3,3,2,610,1.2453
1968,3,3,3,610,1.4782
1968,3,3,4,617,1.9358
1968,3,3,5,372,1.2555
1968,4,1,1,707,15.4173
1968,4,1,2,907,14.2648
1968,4,1,3,923,16.4421
1968,4,1,4,923,15.3472
1968,4,1,5,630,16.7742
1968,4,2,1,407,13.4345
1968,4,2,2,485,12.3574
1968,4,2,3,506,14.8065
1968,4,2,4,497,14.2498
1968,4,2,5,326,16.3870
1968,4,3,1,465,10.3023
1968,4,3,2,609,9.1560
1968,4,3,3,607,10.8580
1968,4,3,4,617,10.7409
1968,4,3,5,367,11.5282
1968,5,1,1,735,11.8824
1968,5,1,2,895,11.6354
1968,5,1,3,936,12.4903
1968,5,1,4,948,12.4814
1968,5,1,5,621,14.6681
1968,5,2,1,424,5.7086
1968,5,2,2,471,6.5440
1968,5,2,3,507,7.0399
1968,5,2,4,515,7.3512
1968,5,2,5,322,6.2746
1968,5,3,1,509,3.1066
1968,5,3,2,605,3.2415
1968,5,3,3,608,3.1217
1968,5,3,4,619,3.4239
1968,5,3,5,364,4.7210
1968,6,1,1,674,1.1452
1968,6,1,2,893,0.4024
1968,6,1,3,912,1.0378
1968,6,1,4,964,0.4430
1968,6,1,5,622,0.2972
1968,6,2,1,400,0.7279
1968,6,2,2,470,-0.3771
1968,6,2,3,481,-0.1950
1968,6,2,4,517,-0.2803
1968,6,2,5,332,0.5054
1968,6,3,1,491,0.5309
1968,6,3,2,611,0.6580
1968,6,3,3,579,0.0695
1968,6,3,4,618,-0.1559
1968,6,3,5,376,-0.0004
1968,7,1,1,662,-3.1532
1968,7,1,2,884,-4.0386
1968,7,1,3,894,-4.2287
1968,7,1,4,951,-3.7916
1968,7,1,5,607,-3.2523
1968,7,2,1,391,-3.8713
1968,7,2,2,477,-4.2617
1968,7,2,3,474,-4.0689
1968,7,2,4,513,-3.7329
1968,7,2,5,330,-3.5307
1968,7,3,1,477,-4.8712
1968,7,3,2,611,-3.9686
1968,7,3,3,571,-3.9894
1968,7,3,4,616,-4.6226
1968,7,3,5,363,-5.3184
1968,8,1,1,661,3.3477
1968,8,1,2,880,3.8006
1968,8,1,3,889,4.5950
1968,8,1,4,917,4.0258
1968,8,1,5,622,4.4907
1968,8,2,1,389,2.8851
1968,8,2,2,482,2.9898
1968,8,2,3,483,3.3809
1968,8,2,4,489,3.6731
1968,8,2,5,349,4.2415
1968,8,3,1,472,1.0499
1968,8,3,2,610,1.9828
1968,8,3,3,598,2.6870
1968,8,3,4,612,1.4747
1968,8,3,5,411,1.6144
1968,9,1,1,670,7.6338
1968,9,1,2,877,6.3936
1968,9,1,3,882,7.4234
1968,9,1,4,922,7.3712
1968,9,1,5,602,8.1046
1968,9,2,1,398,6.7677
1968,9,2,2,492,6.4968
1968,9,2,3,483,7.0594
1968,9,2,4,486,6.3069
1968,9,2,5,333,7.6370
1968,9,3,1,480,6.8469
1968,9,3,2,609,5.1578
1968,9,3,3,601,5.5353
1968,9,3,4,612,5.3029
1968,9,3,5,406,6.3241
1968,10,1,1,676,-0.2740
1968,10,1,2,903,0.2968
1968,10,1,3,892,-0.3380
1968,10,1,4,923,0.2017
1968,10,1,5,643,-0.1452
1968,10,2,1,400,0.4163
1968,10,2,2,509,0.6240
1968,10,2,3,484,0.5959
1968,10,2,4,482,0.8282
1968,10,2,5,355,-0.0351
1968,10,3,1,510,0.1256
1968,10,3,2,617,0.0663
1968,10,3,3,606,0.6346
1968,10,3,4,612,0.6617
1968,10,3,5,433,0.6068
1968,11,1,1,685,5.7469
1968,11,1,2,905,6.7931
1968,11,1,3,891,6.5539
1968,11,1,4,914,6.1975
1968,11,1,5,673,6.5775
1968,11,2,1,389,8.2026
1968,11,2,2,510,7.7617
1968,11,2,3,486,8.0519
1968,11,2,4,476,7.5707
1968,11,2,5,367,7.6790
1968,11,3,1,488,6.8632
1968,11,3,2,610,6.7780
1968,11,3,3,609,5.3288
1968,11,3,4,610,6.2587
1968,11,3,5,465,6.1822
1968,12,1,1,736,4.4972
1968,12,1,2,918,1.8777
1968,12,1,3,887,3.2903
1968,12,1,4,927,2.9398
1968,12,1,5,671,3.3377
1968,12,2,1,420,-0.8093
1968,12,2,2,505,-0.2498
1968,12,2,3,492,-0.7732
1968,12,2,4,491,-0.3729
1968,12,2,5,366,0.3831
1968,12,3,1,524,-3.1050
1968,12,3,2,605,-2.6675
1968,12,3,3,610,-3.4210
1968,12,3,4,609,-2.4384
1968,12,3,5,465,-3.1549
1969,1,1,1,747,-0.2963
1969,1,1,2,921,-0.7477
1969,1,1,3,931,-1.1917
1969,1,1,4,902,-0.2756
1969,1,1,5,717,-0.5124
1969,1,2,1,416,-1.2361
1969,1,2,2,506,-0.6221
1969,1,2,3,513,-0.8567
1969,1,2,4,490,-0.5429
1969,1,2,5,391,-1.5811
1969,1,3,1,524,-1.3220
1969,1,3,2,613,-1.9078
1969,1,3,3,618,-1.4556
1969,1,3,4,606,-1.2849
1969,1,3,5,494,-1.2047
1969,2,1,1,749,-10.2636
1969,2,1,2,916,-9.8983
1969,2,1,3,935,-10.3256
1969,2,1,4,911,-9.7198
1969,2,1,5,711,-9.9107
1969,2,2,1,411,-8.3925
1969,2,2,2,498,-8.8513
1969,2,2,3,513,-8.9688
1969,2,2,4,489,-8.9949
1969,2,2,5,383,-9.1721
1969,2,3,1,520,-7.8445
1969,2,3,2,617,-6.2007
1969,2,3,3,622,-5.6106
1969,2,3,4,607,-5.9193
1969,2,3,5,498,-7.0074
1969,3,1,1,792,1.0022
1969,3,1,2,910,2.6417
1969,3,1,3,936,1.7481
1969,3,1,4,907,1.8490
1969,3,1,5,745,1.3348
1969,3,2,1,425,0.6115
1969,3,2,2,495,2.1370
1969,3,2,3,509,2.7194
1969,3,2,4,477,1.3689
1969,3,2,5,406,0.8803
1969,3,3,1,539,0.5984
1969,3,3,2,619,1.5900
1969,3,3,3,622,2.5341
1969,3,3,4,590,2.2607
1969,3,3,5,503,1.9983
1969,4,1,1,787,-0.7631
1969,4,1,2,880,-0.4437
1969,4,1,3,942,-0.3514
1969,4,1,4,909,-0.4685
1969,4,1,5,695,-0.2735
1969,4,2,1,426,-0.3564
1969,4,2,2,481,-0.1514
1969,4,2,3,507,1.0673
1969,4,2,4,493,-0.0823
1969,4,2,5,382,0.8902
1969,4,3,1,539,0.4242
1969,4,3,2,598,0.3500
1969,4,3,3,619,1.1570
1969,4,3,4,594,0.6304
1969,4,3,5,474,1.2225
1969,5,1,1,769,0.6578
1969,5,1,2,924,1.1204
1969,5,1,3,940,0.9177
1969,5,1,4,895,0.8606
1969,5,1,5,749,2.6425
1969,5,2,1,415,-1.5272
1969,5,2,2,512,-0.3282
1969,5,2,3,505,0.5236
1969,5,2,4,485,-0.8858
1969,5,2,5,402,-0.6141
1969,5,3,1,494,-1.8481
1969,5,3,2,624,-0.8883
1969,5,3,3,619,-0.5522
1969,5,3,4,583,-0.6936
1969,5,3,5,524,-0.5450
1969,6,1,1,777,-12.8794
1969,6,1,2,931,-13.3164
1969,6,1,3,956,-12.7341
1969,6,1,4,920,-12.5589
1969,6,1,5,757,-13.0757
1969,6,2,1,417,-11.4742
1969,6,2,2,513,-12.0162
1969,6,2,3,518,-11.3625
1969,6,2,4,503,-10.4652
1969,6,2,5,409,-11.7244
1969,6,3,1,495,-9.6713
1969,6,3,2,615,-7.9299
1969,6,3,3,622,-7.9310
1969,6,3,4,595,-7.6373
1969,6,3,5,525,-8.5024
1969,7,1,1,779,-12.0326
1969,7,1,2,929,-11.7709
1969,7,1,3,966,-11.1898
1969,7,1,4,909,-10.3278
1969,7,1,5,724,-10.8862
1969,7,2,1,417,-9.2693
1969,7,2,2,501,-9.0531
1969,7,2,3,521,-8.2855
1969,7,2,4,495,-8.5084
1969,7,2,5,420,-9.1825
1969,7,3,1,498,-6.4991
1969,7,3,2,608,-7.4933
1969,7,3,3,623,-6.1949
1969,7,3,4,586,-5.3698
1969,7,3,5,522,-5.9220
1969,8,1,1,783,5.2998
1969,8,1,2,945,5.0835
1969,8,1,3,931,5.2931
1969,8,1,4,907,4.0351
1969,8,1,5,687,5.3350
1969,8,2,1,411,5.6493
1969,8,2,2,513,5.6034
1969,8,2,3,502,6.5303
1969,8,2,4,493,6.5576
1969,8,2,5,398,7.5064
1969,8,3,1,493,7.1233
1969,8,3,2,619,5.5007
1969,8,3,3,582,5.6631
1969,8,3,4,585,5.8649
1969,8,3,5,495,6.5051
1969,9,1,1,790,-2.2702
1969,9,1,2,966,-2.6700
1969,9,1,3,949,-2.5466
1969,9,1,4,968,-2.1306
1969,9,1,5,650,-0.9934
1969,9,2,1,419,1.2423
1969,9,2,2,515,0.1452
1969,9,2,3,500,-0.2532
1969,9,2,4,523,0.3760
1969,9,2,5,377,0.8540
1969,9,3,1,498,-0.5090
1969,9,3,2,618,-1.6335
1969,9,3,3,590,-1.1421
1969,9,3,4,615,-0.1241
1969,9,3,5,483,-0.3481
1969,10,1,1,805,10.0354
1969,10,1,2,898,9.2825
1969,10,1,3,957,10.3770
1969,10,1,4,963,11.1148
1969,10,1,5,647,11.0159
1969,10,2,1,442,7.2157
1969,10,2,2,487,7.2486
1969,10,2,3,512,6.9783
1969,10,2,4,520,7.7471
1969,10,2,5,373,8.6839
1969,10,3,1,510,7.3819
1969,10,3,2,588,6.7022
1969,10,3,3,595,6.8830
1969,10,3,4,613,7.1859
1969,10,3,5,480,6.9492
1969,11,1,1,816,-6.2837
1969,11,1,2,893,-7.3495
1969,11,1,3,960,-6.5367
1969,11,1,4,924,-6.4803
1969,11,1,5,626,-6.0346
1969,11,2,1,447,-4.8939
1969,11,2,2,497,-4.8348
1969,11,2,3,522,-5.0476
1969,11,2,4,498,-3.9428
1969,11,2,5,368,-3.8874
1969,11,3,1,519,-3.0435
1969,11,3,2,564,-3.6918
1969,11,3,3,602,-3.3764
1969,11,3,4,593,-2.4224
1969,11,3,5,476,-2.0164
1969,12,1,1,764,-7.4337
1969,12,1,2,898,-8.2802
1969,12,1,3,971,-7.5910
1969,12,1,4,927,-6.2237
1969,12,1,5,625,-7.1095
1969,12,2,1,424,-5.2745
1969,12,2,2,503,-6.4267
1969,12,2,3,526,-4.1816
1969,12,2,4,499,-4.6707
1969,12,2,5,362,-5.6830
1969,12,3,1,489,-0.3569
1969,12,3,2,574,-1.9249
1969,12,3,3,607,-1.5473
1969,12,3,4,595,-0.4311
1969,12,3,5,478,-0.3896
1970,1,1,1,698,-2.7015
1970,1,1,2,889,-2.7710
1970,1,1,3,984,-2.4627
1970,1,1,4,965,-3.6641
1970,1,1,5,630,-3.2739
1970,1,2,1,393,-6.5199
1970,1,2,2,496,-5.7572
1970,1,2,3,538,-6.7718
1970,1,2,4,509,-6.6180
1970,1,2,5,372,-4.2899
1970,1,3,1,456,-11.6174
1970,1,3,2,572,-7.6771
1970,1,3,3,615,-6.9454
1970,1,3,4,617,-7.8298
1970,1,3,5,485,-7.9296
1970,2,1,1,641,1.6268
1970,2,1,2,986,2.3097
1970,2,1,3,982,2.8198
1970,2,1,4,917,2.7447
1970,2,1,5,580,2.4194
1970,2,2,1,380,3.1683
1970,2,2,2,535,3.3579
1970,2,2,3,538,2.8152
1970,2,2,4,501,5.1926
1970,2,2,5,341,2.6317
1970,2,3,1,450,3.6049
1970,2,3,2,610,6.3579
1970,2,3,3,621,6.5544
1970,2,3,4,590,4.9141
1970,2,3,5,457,5.4992
1970,3,1,1,654,-3.4770
1970,3,1,2,984,-3.2189
1970,3,1,3,977,-3.6491
1970,3,1,4,934,-3.5610
1970,3,1,5,693,-4.3068
1970,3,2,1,388,-2.5225
1970,3,2,2,542,-2.4522
1970,3,2,3,531,-2.6983
1970,3,2,4,510,-1.8707
1970,3,2,5,397,-3.4377
1970,3,3,1,469,-2.9622
1970,3,3,2,608,-0.6480
1970,3,3,3,616,-0.6512
1970,3,3,4,602,-1.7894
1970,3,3,5,510,-3.4671
1970,4,1,1,634,-20.0954
1970,4,1,2,970,-18.0423
1970,4,1,3,986,-17.6661
1970,4,1,4,944,-17.7524
1970,4,1,5,814,-19.0608
1970,4,2,1,380,-18.2939
1970,4,2,2,503,-16.5033
1970,4,2,3,534,-15.5427
1970,4,2,4,516,-17.1405
1970,4,2,5,438,-17.8869
1970,4,3,1,488,-14.9150
1970,4,3,2,511,-12.1163
1970,4,3,3,626,-11.0240
1970,4,3,4,609,-11.9299
1970,4,3,5,571,-12.2491
1970,5,1,1,674,-9.0791
1970,5,1,2,969,-9.3329
1970,5,1,3,979,-9.6436
1970,5,1,4,941,-8.3773
1970,5,1,5,832,-8.8448
1970,5,2,1,404,-10.7816
1970,5,2,2,505,-10.6707
1970,5,2,3,523,-10.2016
1970,5,2,4,516,-9.6883
1970,5,2,5,457,-9.2954
1970,5,3,1,493,-9.0221
1970,5,3,2,510,-8.4273
1970,5,3,3,614,-8.5460
1970,5,3,4,610,-7.7386
1970,5,3,5,595,-7.8725
1970,6,1,1,759,-8.8393
1970,6,1,2,982,-9.4078
1970,6,1,3,970,-9.6389
1970,6,1,4,990,-7.7512
1970,6,1,5,837,-10.9391
1970,6,2,1,412,-9.0575
1970,6,2,2,500,-7.7287
1970,6,2,3,484,-7.0004
1970,6,2,4,538,-7.3930
1970,6,2,5,463,-6.7875
1970,6,3,1,507,-6.7715
1970,6,3,2,510,-6.1300
1970,6,3,3,535,-5.2935
1970,6,3,4,629,-4.9099
1970,6,3,5,584,-3.5100
1970,7,1,1,730,3.1086
1970,7,1,2,977,3.7855
1970,7,1,3,986,4.4692
1970,7,1,4,987,3.8420
1970,7,1,5,741,5.7246
1970,7,2,1,401,7.8997
1970,7,2,2,500,7.3842
1970,7,2,3,515,6.5264
1970,7,2,4,534,6.8470
1970,7,2,5,418,6.6734
1970,7,3,1,481,9.3698
1970,7,3,2,518,7.7990
1970,7,3,3,624,7.0729
1970,7,3,4,628,6.3844
1970,7,3,5,538,5.5561
1970,8,1,1,743,6.6758
1970,8,1,2,981,6.0691
1970,8,1,3,1016,5.6423
1970,8,1,4,959,4.2691
1970,8,1,5,836,5.5710
1970,8,2,1,398,6.3308
1970,8,2,2,506,6.9872
1970,8,2,3,521,5.7390
1970,8,2,4,519,5.8174
1970,8,2,5,461,4.6277
1970,8,3,1,490,6.9375
1970,8,3,2,513,5.7991
1970,8,3,3,628,4.1663
1970,8,3,4,629,4.7297
1970,8,3,5,571,3.4457
1970,9,1,1,748,16.0746
1970,9,1,2,972,14.8974
1970,9,1,3,1018,14.3921
1970,9,1,4,966,13.6516
1970,9,1,5,941,14.5810
1970,9,2,1,407,15.3461
1970,9,2,2,485,11.6998
1970,9,2,3,521,11.2795
1970,9,2,4,508,12.0043
1970,9,2,5,485,11.9038
1970,9,3,1,502,9.7020
1970,9,3,2,488,6.7681
1970,9,3,3,619,6.0765
1970,9,3,4,619,6.7563
1970,9,3,5,594,7.0280
1970,10,1,1,759,-8.1968
1970,10,1,2,1009,-7.6948
1970,10,1,3,1017,-6.9748
1970,10,1,4,977,-6.8891
1970,10,1,5,1006,-6.9213
1970,10,2,1,398,-6.7088
1970,10,2,2,503,-6.1391
1970,10,2,3,519,-4.7962
1970,10,2,4,506,-4.9291
1970,10,2,5,492,-4.4651
1970,10,3,1,523,-3.5834
1970,10,3,2,508,-3.6104
1970,10,3,3,617,-2.0863
1970,10,3,4,618,-3.3218
1970,10,3,5,606,-2.4412
1970,11,1,1,757,-2.7368
1970,11,1,2,1010,-1.8912
1970,11,1,3,1020,-2.0026
1970,11,1,4,999,-2.0551
1970,11,1,5,1007,-1.6895
1970,11,2,1,404,1.0592
1970,11,2,2,492,0.9960
1970,11,2,3,512,2.1159
1970,11,2,4,523,1.6483
1970,11,2,5,492,0.9917
1970,11,3,1,519,5.3058
1970,11,3,2,510,5.2996
1970,11,3,3,615,5.0846
1970,11,3,4,636,5.4683
1970,11,3,5,608,5.7701
1970,12,1,1,760,8.3446
1970,12,1,2,939,8.5845
1970,12,1,3,1015,8.5947
1970,12,1,4,1006,7.1955
1970,12,1,5,1005,9.1178
1970,12,2,1,393,7.1125
1970,12,2,2,452,8.4921
1970,12,2,3,522,7.7826
1970,12,2,4,530,7.0577
1970,12,2,5,509,8.6132
1970,12,3,1,518,5.0615
1970,12,3,2,506,7.1149
1970,12,3,3,615,6.9458
1970,12,3,4,642,5.9500
1970,12,3,5,621,4.8821
1971,1,1,1,709,14.2071
1971,1,1,2,1035,14.9941
1971,1,1,3,976,15.5961
1971,1,1,4,1013,14.5450
1971,1,1,5,997,14.2416
1971,1,2,1,371,10.8388
1971,1,2,2,490,11.0226
1971,1,2,3,516,10.3893
1971,1,2,4,533,10.2324
1971,1,2,5,502,9.7706
1971,1,3,1,504,8.4430
1971,1,3,2,553,7.4834
1971,1,3,3,615,6.5363
1971,1,3,4,641,5.8967
1971,1,3,5,621,6.4770
1971,2,1,1,720,8.6593
1971,2,1,2,991,5.9021
1971,2,1,3,988,5.5485
1971,2,1,4,1019,6.0894
1971,2,1,5,999,6.5992
1971,2,2,1,380,5.5995
1971,2,2,2,468,3.4597
1971,2,2,3,521,3.3930
1971,2,2,4,523,3.7562
1971,2,2,5,508,4.5402
1971,2,3,1,514,4.6253
1971,2,3,2,527,3.5458
1971,2,3,3,637,2.8778
1971,2,3,4,642,2.6635
1971,2,3,5,621,4.5708
1971,3,1,1,820,7.2235
1971,3,1,2,994,5.8579
1971,3,1,3,963,5.6218
1971,3,1,4,1047,6.1010
1971,3,1,5,958,5.6755
1971,3,2,1,412,6.7557
1971,3,2,2,465,6.2168
1971,3,2,3,506,6.3607
1971,3,2,4,524,6.3557
1971,3,2,5,480,5.4001
1971,3,3,1,543,4.5465
1971,3,3,2,523,4.6588
1971,3,3,3,597,5.0089
1971,3,3,4,637,4.7961
1971,3,3,5,598,4.6263
1971,4,1,1,856,1.3698
1971,4,1,2,1035,1.6112
1971,4,1,3,960,2.3049
1971,4,1,4,1040,1.6193
1971,4,1,5,989,1.7707
1971,4,2,1,424,2.1475
1971,4,2,2,511,2.2422
1971,4,2,3,503,2.6771
1971,4,2,4,520,2.8866
1971,4,2,5,487,2.3058
1971,4,3,1,551,4.5527
1971,4,3,2,624,5.1380
1971,4,3,3,594,4.6746
1971,4,3,4,646,4.3973
1971,4,3,5,606,6.0253
1971,5,1,1,800,-6.2350
1971,5,1,2,940,-6.0097
1971,5,1,3,967,-5.7918
1971,5,1,4,1041,-5.7376
1971,5,1,5,943,-6.5560
1971,5,2,1,404,-4.9755
1971,5,2,2,483,-4.8309
1971,5,2,3,512,-4.7748
1971,5,2,4,522,-4.5773
1971,5,2,5,470,-6.2957
1971,5,3,1,531,-2.7726
1971,5,3,2,598,-3.0131
1971,5,3,3,593,-2.6404
1971,5,3,4,647,-2.7241
1971,5,3,5,579,-2.6016
1971,6,1,1,829,-2.3300
1971,6,1,2,1012,-2.9337
1971,6,1,3,956,-2.8048
1971,6,1,4,1057,-2.5743
1971,6,1,5,975,-2.5723
1971,6,2,1,417,-1.1382
1971,6,2,2,503,-0.7687
1971,6,2,3,516,-0.6241
1971,6,2,4,534,-1.5367
1971,6,2,5,477,-1.2036
1971,6,3,1,536,0.2101
1971,6,3,2,619,0.3262
1971,6,3,3,593,0.2949
1971,6,3,4,632,0.4183
1971,6,3,5,586,0.6608
1971,7,1,1,822,-6.4967
1971,7,1,2,1012,-6.0771
1971,7,1,3,973,-5.8102
1971,7,1,4,1047,-6.0305
1971,7,1,5,943,-6.7469
1971,7,2,1,416,-5.9107
1971,7,2,2,515,-5.6292
1971,7,2,3,533,-6.5016
1971,7,2,4,529,-5.6951
1971,7,2,5,470,-5.8521
1971,7,3,1,535,-5.7470
1971,7,3,2,625,-5.1471
1971,7,3,3,631,-5.0446
1971,7,3,4,654,-5.1667
1971,7,3,5,561,-6.9182
1971,8,1,1,835,2.0338
1971,8,1,2,970,2.9849
1971,8,1,3,1015,3.3875
1971,8,1,4,1058,2.3760
1971,8,1,5,972,2.2569
1971,8,2,1,415,3.4922
1971,8,2,2,498,4.9183
1971,8,2,3,542,5.3444
1971,8,2,4,542,3.4451
1971,8,2,5,491,5.1942
1971,8,3,1,534,4.8498
1971,8,3,2,601,5.3064
1971,8,3,3,633,5.4694
1971,8,3,4,655,4.7641
1971,8,3,5,589,5.9642
1971,9,1,1,842,-1.0580
1971,9,1,2,975,-0.6072
1971,9,1,3,1019,-0.9301
1971,9,1,4,1058,-0.8859
1971,9,1,5,998,-0.0352
1971,9,2,1,418,-1.5254
