year,month,rank_ME,rank_CM_1,nstocks,ret_vw
1979,7,1,1,70,2.4540
1979,7,1,2,71,-0.5032
1979,7,1,3,46,3.7955
1979,7,1,4,31,4.8985
1979,7,1,5,65,3.9202
1979,7,2,1,18,4.6523
1979,7,2,2,15,0.7748
1979,7,2,3,14,4.9716
1979,7,2,4,12,0.3059
1979,7,2,5,16,-0.5633
1979,7,3,1,10,2.2989
1979,7,3,2,12,1.1236
1979,7,3,3,14,3.6936
1979,7,3,4,9,1.0981
1979,7,3,5,17,0.6025
1979,8,1,1,83,6.1548
1979,8,1,2,40,10.4194
1979,8,1,3,50,6.4812
1979,8,1,4,47,7.5810
1979,8,1,5,65,11.7257
1979,8,2,1,18,3.4982
1979,8,2,2,10,4.4638
1979,8,2,3,13,8.4524
1979,8,2,4,17,9.3398
1979,8,2,5,11,5.9897
1979,8,3,1,6,3.0011
1979,8,3,2,11,3.7716
1979,8,3,3,16,8.0130
1979,8,3,4,13,5.1172
1979,8,3,5,16,6.3641
1979,9,1,1,71,0.7830
1979,9,1,2,39,0.7922
1979,9,1,3,58,-2.8239
1979,9,1,4,56,1.3062
1979,9,1,5,60,-2.6769
1979,9,2,1,19,0.5835
1979,9,2,2,12,-2.8397
1979,9,2,3,6,-3.3331
1979,9,2,4,14,-2.2881
1979,9,2,5,14,0.1126
1979,9,3,1,15,1.0776
1979,9,3,2,19,-0.8148
1979,9,3,3,10,-1.2391
1979,9,3,4,8,9.4087
1979,9,3,5,10,3.8605
1979,10,1,1,80,-11.1400
1979,10,1,2,59,-12.8728
1979,10,1,3,58,-10.3697
1979,10,1,4,30,-8.0176
1979,10,1,5,54,-9.9793
1979,10,2,1,12,-2.9583
1979,10,2,2,19,-10.4702
1979,10,2,3,13,-14.6263
1979,10,2,4,12,-9.0512
1979,10,2,5,9,-10.3477
1979,10,3,1,10,-8.3388
1979,10,3,2,12,-5.5241
1979,10,3,3,12,-4.0251
1979,10,3,4,12,-9.4927
1979,10,3,5,16,-10.1514
1979,11,1,1,56,9.6939
1979,11,1,2,37,1.2452
1979,11,1,3,34,13.2011
1979,11,1,4,58,7.4725
1979,11,1,5,93,10.0273
1979,11,2,1,13,9.2422
1979,11,2,2,11,1.1771
1979,11,2,3,12,9.3916
1979,11,2,4,15,5.8183
1979,11,2,5,17,9.4310
1979,11,3,1,17,3.6873
1979,11,3,2,10,1.8028
1979,11,3,3,10,7.9534
1979,11,3,4,9,8.7362
1979,11,3,5,16,12.4168
1979,12,1,1,52,5.6998
1979,12,1,2,46,9.2345
1979,12,1,3,57,4.9198
1979,12,1,4,62,12.6417
1979,12,1,5,56,12.3922
1979,12,2,1,11,0.5896
1979,12,2,2,12,7.3057
1979,12,2,3,7,4.1578
1979,12,2,4,22,4.2591
1979,12,2,5,19,7.5009
1979,12,3,1,15,4.7890
1979,12,3,2,7,3.0737
1979,12,3,3,9,2.8688
1979,12,3,4,17,6.0367
1979,12,3,5,15,4.2434
1980,1,1,1,59,11.6242
1980,1,1,2,35,14.1004
1980,1,1,3,55,7.4750
1980,1,1,4,57,11.0239
1980,1,1,5,58,13.5905
1980,1,2,1,19,10.8730
1980,1,2,2,8,12.5994
1980,1,2,3,17,11.5350
1980,1,2,4,12,9.2908
1980,1,2,5,21,11.5351
1980,1,3,1,16,7.7829
1980,1,3,2,14,1.3270
1980,1,3,3,8,6.5979
1980,1,3,4,14,10.4736
1980,1,3,5,10,15.8348
1980,2,1,1,63,-1.8644
1980,2,1,2,68,-0.9984
1980,2,1,3,44,-0.6973
1980,2,1,4,37,-3.6515
1980,2,1,5,50,0.2752
1980,2,2,1,9,3.1805
1980,2,2,2,14,-5.9676
1980,2,2,3,17,-5.4401
1980,2,2,4,13,-3.2135
1980,2,2,5,20,-0.8887
1980,2,3,1,12,5.6546
1980,2,3,2,13,0.0507
1980,2,3,3,14,0.2107
1980,2,3,4,15,3.3798
1980,2,3,5,12,0.7718
1980,3,1,1,61,-20.1225
1980,3,1,2,44,-16.9105
1980,3,1,3,37,-15.4925
1980,3,1,4,61,-18.9401
1980,3,1,5,55,-21.1604
1980,3,2,1,16,-18.5207
1980,3,2,2,17,-16.3507
1980,3,2,3,13,-12.7085
1980,3,2,4,14,-19.2258
1980,3,2,5,16,-21.0779
1980,3,3,1,10,-15.4573
1980,3,3,2,9,-12.8735
1980,3,3,3,14,-14.6667
1980,3,3,4,13,-14.7304
1980,3,3,5,20,-19.5816
1980,4,1,1,71,4.9542
1980,4,1,2,35,5.7490
1980,4,1,3,41,4.4970
1980,4,1,4,57,2.9300
1980,4,1,5,53,5.2489
1980,4,2,1,20,7.6243
1980,4,2,2,15,9.2678
1980,4,2,3,13,1.5648
1980,4,2,4,17,0.0239
1980,4,2,5,12,7.0877
1980,4,3,1,14,9.6689
1980,4,3,2,14,6.6810
1980,4,3,3,11,1.1308
1980,4,3,4,15,0.4180
1980,4,3,5,10,4.1459
1980,5,1,1,44,6.8924
1980,5,1,2,42,4.1091
1980,5,1,3,62,7.8671
