year,month,rank_ME,rank_RE_6,nstocks,ret_vw
1976,7,1,1,24,0.8127
1976,7,1,2,18,1.9501
1976,7,1,3,8,-1.9946
1976,7,1,4,4,-2.0302
1976,7,1,5,12,2.2316
1976,7,2,1,45,0.0395
1976,7,2,2,39,0.3488
1976,7,2,3,29,-2.1925
1976,7,2,4,17,1.0062
1976,7,2,5,47,-0.6392
1976,7,3,1,91,-0.8591
1976,7,3,2,88,-1.6251
1976,7,3,3,123,-1.0162
1976,7,3,4,111,-0.6824
1976,7,3,5,78,-0.9587
1976,8,1,1,30,-3.5366
1976,8,1,2,21,-2.6306
1976,8,1,3,12,0.9362
1976,8,1,4,6,-0.9503
1976,8,1,5,14,1.3023
1976,8,2,1,57,-2.6802
1976,8,2,2,49,-1.5615
1976,8,2,3,35,-3.7557
1976,8,2,4,29,-2.1613
1976,8,2,5,60,-3.3146
1976,8,3,1,106,-0.9977
1976,8,3,2,119,0.4537
1976,8,3,3,158,-0.3794
1976,8,3,4,149,1.0412
1976,8,3,5,94,-0.6773
1976,9,1,1,29,1.5893
1976,9,1,2,27,1.6828
1976,9,1,3,12,3.4205
1976,9,1,4,7,1.2307
1976,9,1,5,16,2.0319
1976,9,2,1,60,2.7475
1976,9,2,2,55,3.9074
1976,9,2,3,43,4.9641
1976,9,2,4,35,3.3015
1976,9,2,5,67,3.0298
1976,9,3,1,116,3.4362
1976,9,3,2,147,2.1732
1976,9,3,3,176,1.8174
1976,9,3,4,172,2.5732
1976,9,3,5,104,4.9657
1976,10,1,1,33,-4.1180
1976,10,1,2,28,-3.6102
1976,10,1,3,16,-3.6047
1976,10,1,4,8,-3.2887
1976,10,1,5,22,-6.5716
1976,10,2,1,65,-3.4678
1976,10,2,2,66,-3.5701
1976,10,2,3,50,-3.7395
1976,10,2,4,45,-4.0040
1976,10,2,5,74,-2.1694
1976,10,3,1,133,-3.2258
1976,10,3,2,179,-3.0680
1976,10,3,3,210,-2.3283
1976,10,3,4,199,-1.6954
1976,10,3,5,116,-1.6803
1976,11,1,1,39,3.3808
1976,11,1,2,34,2.7947
1976,11,1,3,16,-0.0294
1976,11,1,4,11,6.1077
1976,11,1,5,25,5.9613
1976,11,2,1,71,2.8848
1976,11,2,2,78,2.6876
1976,11,2,3,61,4.9796
1976,11,2,4,54,4.5371
1976,11,2,5,80,5.7897
1976,11,3,1,146,2.1853
1976,11,3,2,195,-2.8082
1976,11,3,3,230,0.1913
1976,11,3,4,230,1.1539
1976,11,3,5,125,1.5691
1976,12,1,1,39,16.1590
1976,12,1,2,36,15.1287
1976,12,1,3,23,12.2520
1976,12,1,4,14,7.7371
1976,12,1,5,30,10.0064
1976,12,2,1,79,9.8510
1976,12,2,2,94,9.4183
1976,12,2,3,76,8.0739
1976,12,2,4,67,10.2227
1976,12,2,5,88,7.6298
1976,12,3,1,158,6.9961
1976,12,3,2,226,4.4640
1976,12,3,3,251,3.6125
1976,12,3,4,246,5.2520
1976,12,3,5,142,6.7280
1977,1,1,1,42,4.1495
1977,1,1,2,39,2.5201
1977,1,1,3,28,0.9990
1977,1,1,4,16,1.5231
1977,1,1,5,37,3.7248
1977,1,2,1,81,-0.9339
1977,1,2,2,90,-0.2912
1977,1,2,3,82,-1.9655
1977,1,2,4,79,-0.2763
1977,1,2,5,90,-0.2815
1977,1,3,1,159,-1.3348
1977,1,3,2,239,-6.5436
1977,1,3,3,260,-6.1970
1977,1,3,4,249,-3.9989
1977,1,3,5,150,-3.8146
1977,2,1,1,45,-3.3483
1977,2,1,2,42,-1.7280
1977,2,1,3,30,-4.0737
1977,2,1,4,20,-1.3287
1977,2,1,5,39,-3.4238
1977,2,2,1,83,-1.0043
1977,2,2,2,98,-0.7107
1977,2,2,3,96,-2.5309
1977,2,2,4,92,-1.5078
1977,2,2,5,98,-1.7436
1977,2,3,1,169,-2.4291
1977,2,3,2,253,-1.2131
1977,2,3,3,272,-1.2546
1977,2,3,4,256,-1.7953
1977,2,3,5,154,-1.7605
1977,3,1,1,49,3.6467
1977,3,1,2,38,2.4496
1977,3,1,3,29,0.8739
1977,3,1,4,19,-1.6924
1977,3,1,5,39,1.5049
1977,3,2,1,79,-0.6744
1977,3,2,2,95,0.2025
1977,3,2,3,91,0.1058
1977,3,2,4,93,0.8060
1977,3,2,5,101,-0.3425
1977,3,3,1,163,-1.4638
1977,3,3,2,246,-2.0117
1977,3,3,3,263,-1.3539
1977,3,3,4,245,-0.1612
1977,3,3,5,157,-1.8991
1977,4,1,1,48,0.5331
1977,4,1,2,36,-0.8163
1977,4,1,3,34,4.3898
1977,4,1,4,22,0.5789
1977,4,1,5,39,1.0369
1977,4,2,1,84,-0.1379
1977,4,2,2,95,0.1996
1977,4,2,3,95,0.1613
1977,4,2,4,89,0.5229
1977,4,2,5,101,2.6386
1977,4,3,1,161,0.8662
1977,4,3,2,255,-1.1232
1977,4,3,3,266,-2.0845
1977,4,3,4,249,0.2880
1977,4,3,5,162,2.7778
1977,5,1,1,49,-1.6772
1977,5,1,2,30,0.8831
1977,5,1,3,38,1.4050
1977,5,1,4,22,2.5910
1977,5,1,5,38,1.0416
1977,5,2,1,87,-1.2347
1977,5,2,2,85,0.1179
1977,5,2,3,89,-0.8193
1977,5,2,4,89,-0.6213
1977,5,2,5,100,-0.0140
1977,5,3,1,155,-2.5606
1977,5,3,2,254,-2.0294
1977,5,3,3,271,-1.4223
1977,5,3,4,255,-1.3003
1977,5,3,5,172,0.2070
1977,6,1,1,47,5.5450
1977,6,1,2,25,6.2970
1977,6,1,3,40,10.1933
1977,6,1,4,21,5.5465
1977,6,1,5,39,7.4624
1977,6,2,1,84,5.4440
1977,6,2,2,87,7.4003
1977,6,2,3,89,7.8770
1977,6,2,4,88,7.3223
1977,6,2,5,99,9.1269
1977,6,3,1,141,2.7465
1977,6,3,2,242,4.1514
1977,6,3,3,250,6.6274
1977,6,3,4,249,6.0120
1977,6,3,5,168,3.3885
1977,7,1,1,49,0.8521
1977,7,1,2,23,1.6780
1977,7,1,3,37,0.5703
1977,7,1,4,18,2.2153
1977,7,1,5,39,0.2379
1977,7,2,1,82,-2.4089
1977,7,2,2,93,-0.9863
1977,7,2,3,88,-0.3466
1977,7,2,4,84,-1.4243
1977,7,2,5,107,-0.0690
1977,7,3,1,146,-3.2817
1977,7,3,2,235,-2.3336
1977,7,3,3,252,-1.4679
1977,7,3,4,267,-0.4936
1977,7,3,5,177,-2.1489
1977,8,1,1,50,0.9150
1977,8,1,2,22,3.9515
1977,8,1,3,33,-1.6228
1977,8,1,4,18,-1.3121
1977,8,1,5,40,-0.4240
1977,8,2,1,83,-0.0102
1977,8,2,2,96,0.7375
1977,8,2,3,94,-1.0559
1977,8,2,4,86,-0.0009
1977,8,2,5,107,1.9279
1977,8,3,1,146,-3.1958
1977,8,3,2,237,-1.8877
1977,8,3,3,267,0.9756
1977,8,3,4,275,-0.8498
1977,8,3,5,179,-2.2497
1977,9,1,1,51,-0.9065
1977,9,1,2,26,-2.2687
1977,9,1,3,37,-1.4683
1977,9,1,4,17,2.2239
1977,9,1,5,38,1.0044
1977,9,2,1,87,-0.1451
1977,9,2,2,95,1.0611
1977,9,2,3,94,1.0701
1977,9,2,4,86,6.5417
1977,9,2,5,102,3.2755
1977,9,3,1,151,-1.7316
1977,9,3,2,227,-0.2025
1977,9,3,3,265,-1.0435
1977,9,3,4,261,0.1637
1977,9,3,5,187,1.7825
1977,10,1,1,48,-3.8878
1977,10,1,2,27,-1.1378
1977,10,1,3,34,0.7539
1977,10,1,4,16,-1.0925
1977,10,1,5,41,0.2077
1977,10,2,1,95,-3.4185
1977,10,2,2,93,-1.1295
1977,10,2,3,93,-2.3399
1977,10,2,4,85,-1.6146
1977,10,2,5,106,-3.7388
1977,10,3,1,145,-4.4639
1977,10,3,2,220,-4.3181
1977,10,3,3,254,-3.6688
1977,10,3,4,253,-3.5837
1977,10,3,5,182,-4.6375
1977,11,1,1,46,10.8043
1977,11,1,2,27,8.0105
1977,11,1,3,39,11.3341
1977,11,1,4,19,10.5985
1977,11,1,5,39,9.9668
1977,11,2,1,94,8.0743
1977,11,2,2,92,9.6313
1977,11,2,3,98,9.1765
1977,11,2,4,89,7.9975
1977,11,2,5,112,8.3905
1977,11,3,1,146,3.7416
1977,11,3,2,225,2.7751
1977,11,3,3,262,4.4872
1977,11,3,4,249,3.7074
1977,11,3,5,182,3.7365
1977,12,1,1,45,1.9739
1977,12,1,2,27,5.4941
1977,12,1,3,41,0.5265
1977,12,1,4,19,3.7965
1977,12,1,5,38,2.6644
1977,12,2,1,99,-0.3365
1977,12,2,2,91,0.5000
1977,12,2,3,93,2.5034
1977,12,2,4,87,2.6135
1977,12,2,5,111,2.8364
1977,12,3,1,147,0.1523
1977,12,3,2,223,0.4816
1977,12,3,3,268,0.8079
1977,12,3,4,250,-0.1580
1977,12,3,5,174,1.2024
1978,1,1,1,49,-3.5453
1978,1,1,2,30,-6.8283
1978,1,1,3,43,-2.6018
1978,1,1,4,23,-6.0865
1978,1,1,5,50,-5.2120
1978,1,2,1,105,-2.5600
1978,1,2,2,94,-4.3878
1978,1,2,3,94,-5.9829
1978,1,2,4,93,-6.3899
1978,1,2,5,114,-6.8413
1978,1,3,1,150,-4.8870
1978,1,3,2,239,-6.0944
1978,1,3,3,282,-4.9177
1978,1,3,4,256,-6.7144
1978,1,3,5,173,-5.9449
1978,2,1,1,49,3.0103
1978,2,1,2,33,3.2774
1978,2,1,3,52,1.1950
1978,2,1,4,24,3.7102
1978,2,1,5,50,4.2933
1978,2,2,1,103,0.2314
1978,2,2,2,94,0.5353
1978,2,2,3,96,2.0534
1978,2,2,4,92,2.7859
1978,2,2,5,116,2.1701
1978,2,3,1,146,-4.0638
1978,2,3,2,242,-2.4554
1978,2,3,3,280,-2.8877
1978,2,3,4,255,-1.4167
1978,2,3,5,175,1.8052
1978,3,1,1,49,6.2467
1978,3,1,2,36,9.7074
1978,3,1,3,60,7.8312
1978,3,1,4,20,11.1682
1978,3,1,5,53,8.2697
1978,3,2,1,100,6.4726
1978,3,2,2,93,6.4751
1978,3,2,3,95,5.4787
1978,3,2,4,92,6.8199
1978,3,2,5,111,8.4176
1978,3,3,1,141,4.1651
1978,3,3,2,236,2.9759
1978,3,3,3,276,1.3774
1978,3,3,4,261,2.8394
1978,3,3,5,176,2.9582
1978,4,1,1,54,6.7834
1978,4,1,2,36,8.6113
1978,4,1,3,65,8.3670
1978,4,1,4,22,9.5705
1978,4,1,5,54,10.3830
1978,4,2,1,102,7.5219
1978,4,2,2,96,7.9046
1978,4,2,3,101,8.0123
1978,4,2,4,96,10.1350
1978,4,2,5,113,11.5461
1978,4,3,1,150,7.1464
1978,4,3,2,244,8.2274
1978,4,3,3,273,9.1857
1978,4,3,4,264,9.9319
1978,4,3,5,184,7.4319
1978,5,1,1,54,8.8393
1978,5,1,2,38,6.0605
1978,5,1,3,67,13.1612
1978,5,1,4,20,10.8499
1978,5,1,5,53,9.7007
1978,5,2,1,100,7.4568
1978,5,2,2,93,7.6435
1978,5,2,3,101,7.2668
1978,5,2,4,93,7.4644
1978,5,2,5,120,7.1091
1978,5,3,1,146,1.6776
1978,5,3,2,221,1.8298
1978,5,3,3,254,2.6486
1978,5,3,4,248,1.2468
1978,5,3,5,179,1.1785
1978,6,1,1,61,-3.2929
1978,6,1,2,40,-0.5612
1978,6,1,3,66,2.3792
1978,6,1,4,24,-1.7082
1978,6,1,5,60,-1.9526
1978,6,2,1,115,-0.2093
1978,6,2,2,102,-1.9773
1978,6,2,3,118,0.0320
1978,6,2,4,95,1.0590
1978,6,2,5,128,0.7789
1978,6,3,1,154,-3.0485
1978,6,3,2,240,-2.6801
1978,6,3,3,262,-0.4981
1978,6,3,4,264,-0.4020
1978,6,3,5,175,-1.1352
1978,7,1,1,62,5.6619
1978,7,1,2,39,3.6584
1978,7,1,3,66,7.2081
1978,7,1,4,28,9.5080
1978,7,1,5,61,9.5866
1978,7,2,1,126,4.1264
1978,7,2,2,114,5.2759
1978,7,2,3,124,6.3244
1978,7,2,4,107,9.2550
1978,7,2,5,142,8.5680
1978,7,3,1,166,6.0952
1978,7,3,2,250,5.4543
1978,7,3,3,277,5.7843
1978,7,3,4,274,6.8685
1978,7,3,5,179,4.7869
1978,8,1,1,72,8.9251
1978,8,1,2,45,6.8010
1978,8,1,3,77,10.0508
1978,8,1,4,37,8.1651
1978,8,1,5,65,12.2491
1978,8,2,1,126,8.0359
1978,8,2,2,126,6.4568
1978,8,2,3,135,8.2648
1978,8,2,4,130,10.1888
1978,8,2,5,159,8.9520
1978,8,3,1,172,2.7604
1978,8,3,2,263,4.1596
1978,8,3,3,289,2.7059
1978,8,3,4,279,3.5175
1978,8,3,5,186,3.5852
1978,9,1,1,77,1.4033
1978,9,1,2,48,-0.4025
1978,9,1,3,77,-3.1094
1978,9,1,4,40,-2.8820
1978,9,1,5,65,-2.3243
1978,9,2,1,123,-1.5156
1978,9,2,2,133,-1.2463
1978,9,2,3,140,-1.5836
1978,9,2,4,146,-1.9758
1978,9,2,5,159,-3.0033
1978,9,3,1,172,0.9695
1978,9,3,2,256,0.7082
1978,9,3,3,284,-1.9581
1978,9,3,4,262,-2.8770
1978,9,3,5,176,-0.8525
1978,10,1,1,81,-25.3079
1978,10,1,2,53,-28.0974
1978,10,1,3,77,-23.7874
1978,10,1,4,42,-21.9309
1978,10,1,5,72,-26.1128
1978,10,2,1,130,-21.2975
1978,10,2,2,132,-20.2236
1978,10,2,3,143,-19.5705
1978,10,2,4,151,-19.2822
1978,10,2,5,167,-20.3692
1978,10,3,1,181,-11.6375
1978,10,3,2,280,-9.2885
1978,10,3,3,302,-9.0942
1978,10,3,4,277,-9.0103
1978,10,3,5,176,-9.6128
1978,11,1,1,85,6.2179
1978,11,1,2,47,13.2370
1978,11,1,3,70,6.9379
1978,11,1,4,44,9.4675
1978,11,1,5,70,15.2646
1978,11,2,1,133,8.6333
1978,11,2,2,130,6.1669
1978,11,2,3,134,6.6981
1978,11,2,4,156,6.5495
1978,11,2,5,168,6.7867
1978,11,3,1,163,3.9318
1978,11,3,2,279,2.8853
1978,11,3,3,305,2.0584
1978,11,3,4,277,2.7600
1978,11,3,5,170,3.8453
1978,12,1,1,110,-0.9653
1978,12,1,2,131,2.5528
1978,12,1,3,74,2.2621
1978,12,1,4,52,-0.3011
1978,12,1,5,88,3.4205
1978,12,2,1,156,0.4418
1978,12,2,2,181,1.7189
1978,12,2,3,137,0.6327
1978,12,2,4,171,2.3981
1978,12,2,5,183,3.5475
1978,12,3,1,165,-0.5104
1978,12,3,2,287,1.9884
1978,12,3,3,293,2.1553
1978,12,3,4,288,1.6619
1978,12,3,5,175,0.4752
1979,1,1,1,147,11.5525
1979,1,1,2,138,11.1197
1979,1,1,3,112,11.2973
1979,1,1,4,64,11.6237
1979,1,1,5,104,10.3339
1979,1,2,1,167,10.1684
1979,1,2,2,191,7.1861
1979,1,2,3,171,8.7124
1979,1,2,4,184,6.9262
1979,1,2,5,191,7.5623
1979,1,3,1,157,6.6709
1979,1,3,2,291,4.3496
1979,1,3,3,294,3.3105
1979,1,3,4,299,4.8135
1979,1,3,5,182,4.6538
1979,2,1,1,164,-3.3027
1979,2,1,2,150,-5.2322
1979,2,1,3,119,-3.9103
1979,2,1,4,75,-4.2826
1979,2,1,5,116,-3.1662
1979,2,2,1,182,-3.2529
1979,2,2,2,209,-2.5554
1979,2,2,3,176,-2.9924
1979,2,2,4,199,-3.2822
1979,2,2,5,193,-4.0600
1979,2,3,1,153,-1.3872
1979,2,3,2,293,-2.2846
1979,2,3,3,309,-3.8791
1979,2,3,4,303,-4.2026
1979,2,3,5,182,-2.6709
1979,3,1,1,171,9.8824
1979,3,1,2,157,10.4323
1979,3,1,3,139,7.4626
1979,3,1,4,77,9.8206
1979,3,1,5,121,9.8738
1979,3,2,1,184,9.4614
1979,3,2,2,218,9.1036
1979,3,2,3,183,9.3265
1979,3,2,4,202,10.1453
1979,3,2,5,192,10.7346
1979,3,3,1,146,7.8935
1979,3,3,2,288,5.5910
1979,3,3,3,302,4.9091
1979,3,3,4,310,6.1986
1979,3,3,5,176,5.2589
1979,4,1,1,182,1.4714
1979,4,1,2,162,2.3434
1979,4,1,3,139,2.5962
1979,4,1,4,89,3.2060
1979,4,1,5,127,2.6358
1979,4,2,1,186,1.7822
1979,4,2,2,221,1.4906
1979,4,2,3,195,2.4023
1979,4,2,4,203,3.3042
1979,4,2,5,186,3.0461
1979,4,3,1,138,0.1771
1979,4,3,2,288,0.4528
1979,4,3,3,297,1.0057
1979,4,3,4,305,-0.0600
1979,4,3,5,182,-1.0867
1979,5,1,1,192,-1.3099
1979,5,1,2,168,-2.1211
1979,5,1,3,139,-2.2446
1979,5,1,4,94,-3.0365
1979,5,1,5,125,-0.3087
1979,5,2,1,185,-0.7632
1979,5,2,2,228,-2.0405
1979,5,2,3,194,-2.6789
1979,5,2,4,197,-2.1836
1979,5,2,5,187,-1.3650
1979,5,3,1,124,-0.6813
1979,5,3,2,281,-1.7566
1979,5,3,3,296,-1.3847
1979,5,3,4,313,-2.2928
1979,5,3,5,184,-1.1245
1979,6,1,1,207,4.8534
1979,6,1,2,153,4.6582
1979,6,1,3,143,5.3110
1979,6,1,4,105,5.4544
1979,6,1,5,125,3.7789
1979,6,2,1,181,4.9604
1979,6,2,2,226,3.7804
1979,6,2,3,209,3.9405
1979,6,2,4,213,3.4022
1979,6,2,5,171,3.6140
1979,6,3,1,117,6.4353
1979,6,3,2,286,5.1816
1979,6,3,3,306,3.1386
1979,6,3,4,306,2.9746
1979,6,3,5,180,2.9663
1979,7,1,1,212,2.2195
1979,7,1,2,160,0.3501
1979,7,1,3,141,2.3428
1979,7,1,4,112,3.2484
1979,7,1,5,137,3.9034
1979,7,2,1,176,3.9487
1979,7,2,2,233,3.3621
1979,7,2,3,199,2.7371
1979,7,2,4,210,3.8365
1979,7,2,5,167,3.0661
1979,7,3,1,120,2.2493
1979,7,3,2,289,2.1257
1979,7,3,3,313,0.4296
1979,7,3,4,304,0.7238
1979,7,3,5,180,1.4970
1979,8,1,1,228,7.2782
1979,8,1,2,181,9.4771
1979,8,1,3,139,10.1211
1979,8,1,4,124,9.4380
1979,8,1,5,130,10.2328
1979,8,2,1,183,6.8478
1979,8,2,2,237,7.6997
1979,8,2,3,216,9.0687
1979,8,2,4,216,8.1058
1979,8,2,5,168,9.8749
1979,8,3,1,122,5.5965
1979,8,3,2,291,5.7004
1979,8,3,3,322,5.7608
1979,8,3,4,304,6.9320
1979,8,3,5,172,6.9914
1979,9,1,1,239,-2.7978
1979,9,1,2,189,-1.0894
1979,9,1,3,132,-0.3639
1979,9,1,4,130,-1.3201
1979,9,1,5,133,-0.1510
1979,9,2,1,190,-1.4621
1979,9,2,2,252,0.1927
1979,9,2,3,218,0.3665
1979,9,2,4,227,1.4975
1979,9,2,5,165,-0.8032
1979,9,3,1,128,-1.9358
1979,9,3,2,297,-1.4347
1979,9,3,3,325,-1.3286
1979,9,3,4,296,0.9106
1979,9,3,5,171,2.0118
1979,10,1,1,237,-12.7391
1979,10,1,2,196,-11.0755
1979,10,1,3,123,-10.9811
1979,10,1,4,138,-10.0152
1979,10,1,5,126,-12.0629
1979,10,2,1,188,-11.0539
1979,10,2,2,242,-9.9669
1979,10,2,3,219,-8.6551
1979,10,2,4,231,-8.9278
1979,10,2,5,167,-11.5229
1979,10,3,1,131,-8.2383
1979,10,3,2,288,-6.8633
1979,10,3,3,320,-5.7531
1979,10,3,4,285,-5.9979
1979,10,3,5,165,-8.1269
1979,11,1,1,233,8.6030
1979,11,1,2,205,6.7813
1979,11,1,3,93,5.7503
1979,11,1,4,139,10.0987
1979,11,1,5,132,9.7638
1979,11,2,1,185,8.0630
1979,11,2,2,244,8.9003
1979,11,2,3,210,7.8985
1979,11,2,4,230,8.0760
1979,11,2,5,163,8.6272
1979,11,3,1,132,6.7999
1979,11,3,2,276,5.7211
1979,11,3,3,322,5.7161
1979,11,3,4,273,5.8290
1979,11,3,5,160,4.5759
1979,12,1,1,232,5.1922
1979,12,1,2,194,5.9153
1979,12,1,3,114,4.5981
1979,12,1,4,137,7.4753
1979,12,1,5,137,8.2463
1979,12,2,1,181,6.3324
1979,12,2,2,239,4.7492
1979,12,2,3,216,5.2459
1979,12,2,4,218,3.9719
1979,12,2,5,167,9.2603
1979,12,3,1,122,1.6829
1979,12,3,2,283,0.3139
1979,12,3,3,320,2.1411
1979,12,3,4,274,3.4010
1979,12,3,5,161,3.7358
1980,1,1,1,232,7.5472
1980,1,1,2,198,9.9733
1980,1,1,3,119,10.4251
1980,1,1,4,137,10.2632
1980,1,1,5,127,12.1372
1980,1,2,1,182,6.5209
1980,1,2,2,242,4.9265
1980,1,2,3,211,5.1530
1980,1,2,4,222,6.1235
1980,1,2,5,165,9.1663
1980,1,3,1,124,5.8577
1980,1,3,2,277,2.3583
1980,1,3,3,325,2.7804
1980,1,3,4,274,7.6820
1980,1,3,5,171,12.2962
1980,2,1,1,235,-3.0783
1980,2,1,2,186,-3.6613
1980,2,1,3,123,-2.8846
1980,2,1,4,137,-0.8783
1980,2,1,5,125,-2.6209
1980,2,2,1,173,-3.1607
1980,2,2,2,238,-3.2556
1980,2,2,3,194,-4.6142
1980,2,2,4,211,-3.3567
1980,2,2,5,170,-2.3293
1980,2,3,1,123,-5.1815
1980,2,3,2,267,-2.6810
1980,2,3,3,338,-3.9305
1980,2,3,4,271,-2.7470
1980,2,3,5,164,5.3300
1980,3,1,1,231,-19.3993
1980,3,1,2,176,-17.3068
1980,3,1,3,129,-16.5361
1980,3,1,4,125,-18.0030
1980,3,1,5,129,-17.2651
1980,3,2,1,173,-16.7547
1980,3,2,2,233,-15.0941
1980,3,2,3,206,-13.7178
1980,3,2,4,202,-13.7490
1980,3,2,5,163,-18.2092
1980,3,3,1,121,-11.2737
1980,3,3,2,268,-6.3045
1980,3,3,3,334,-6.7486
1980,3,3,4,289,-11.0950
1980,3,3,5,169,-15.6192
1980,4,1,1,240,4.6067
1980,4,1,2,172,4.4374
1980,4,1,3,132,4.5908
1980,4,1,4,119,7.0366
1980,4,1,5,133,7.8949
1980,4,2,1,176,5.5874
1980,4,2,2,234,6.3218
1980,4,2,3,208,6.1647
1980,4,2,4,207,5.8351
1980,4,2,5,170,5.2640
1980,4,3,1,118,1.4482
1980,4,3,2,266,6.7224
1980,4,3,3,336,4.5876
1980,4,3,4,294,3.8626
1980,4,3,5,171,5.5267
1980,5,1,1,233,7.4893
1980,5,1,2,155,7.1204
1980,5,1,3,140,6.8614
1980,5,1,4,117,6.9126
1980,5,1,5,129,7.4995
1980,5,2,1,180,10.3023
1980,5,2,2,224,8.3508
1980,5,2,3,204,9.2184
1980,5,2,4,206,8.5409
1980,5,2,5,162,7.8233
1980,5,3,1,114,4.3460
1980,5,3,2,260,4.9609
1980,5,3,3,331,6.3860
1980,5,3,4,293,6.5535
1980,5,3,5,173,4.9224
1980,6,1,1,226,3.4274
1980,6,1,2,156,3.4380
1980,6,1,3,137,3.6012
1980,6,1,4,118,3.4582
1980,6,1,5,124,2.7879
1980,6,2,1,179,2.3916
1980,6,2,2,237,3.9999
1980,6,2,3,215,4.2985
1980,6,2,4,207,4.4468
1980,6,2,5,174,3.3783
1980,6,3,1,114,2.7442
1980,6,3,2,266,3.1107
1980,6,3,3,340,1.6819
1980,6,3,4,310,2.8951
1980,6,3,5,175,3.7522
1980,7,1,1,222,10.8367
1980,7,1,2,162,11.4105
1980,7,1,3,134,11.7132
1980,7,1,4,110,14.2906
1980,7,1,5,122,12.6465
1980,7,2,1,178,10.3920
1980,7,2,2,242,10.6696
1980,7,2,3,234,9.6031
1980,7,2,4,207,12.6923
1980,7,2,5,186,11.5140
1980,7,3,1,118,10.8802
1980,7,3,2,278,7.1986
1980,7,3,3,352,8.4977
1980,7,3,4,321,8.4685
1980,7,3,5,181,5.2361
1980,8,1,1,222,6.9322
1980,8,1,2,164,9.0065
1980,8,1,3,149,8.8281
1980,8,1,4,108,6.1267
1980,8,1,5,125,8.7504
1980,8,2,1,169,5.4727
1980,8,2,2,231,3.3653
1980,8,2,3,244,6.2421
1980,8,2,4,229,4.8331
1980,8,2,5,197,6.0131
1980,8,3,1,125,1.0852
1980,8,3,2,272,0.3191
1980,8,3,3,349,0.6656
1980,8,3,4,325,2.8370
1980,8,3,5,180,2.2202
1980,9,1,1,227,2.7283
1980,9,1,2,162,2.7164
1980,9,1,3,156,2.4851
1980,9,1,4,105,3.0575
1980,9,1,5,121,1.0330
1980,9,2,1,162,2.8122
1980,9,2,2,229,1.6584
1980,9,2,3,255,4.4802
1980,9,2,4,232,4.3013
1980,9,2,5,199,4.2995
1980,9,3,1,124,-0.0334
1980,9,3,2,255,0.1375
1980,9,3,3,339,1.3994
1980,9,3,4,329,3.0726
1980,9,3,5,181,5.6498
1980,10,1,1,230,2.6241
1980,10,1,2,169,3.2511
1980,10,1,3,153,5.0054
1980,10,1,4,114,5.8896
1980,10,1,5,132,5.2877
1980,10,2,1,157,-0.1676
1980,10,2,2,231,0.6963
1980,10,2,3,254,2.9033
1980,10,2,4,236,3.6986
1980,10,2,5,206,4.9237
1980,10,3,1,116,-2.6064
1980,10,3,2,239,0.1744
1980,10,3,3,341,-0.2457
1980,10,3,4,338,0.7066
1980,10,3,5,189,6.0592
1980,11,1,1,227,3.1390
1980,11,1,2,159,2.9035
1980,11,1,3,150,5.3461
1980,11,1,4,116,8.0792
1980,11,1,5,136,4.7149
1980,11,2,1,154,4.6464
1980,11,2,2,221,2.9047
1980,11,2,3,239,6.1102
1980,11,2,4,233,7.7712
1980,11,2,5,202,9.4673
1980,11,3,1,111,0.4270
1980,11,3,2,230,4.1612
1980,11,3,3,327,6.4735
1980,11,3,4,319,11.2293
1980,11,3,5,190,19.2410
1980,12,1,1,219,-2.9857
1980,12,1,2,154,-3.9258
1980,12,1,3,139,-4.3542
1980,12,1,4,116,-3.4670
1980,12,1,5,130,-5.2485
1980,12,2,1,152,-3.9204
1980,12,2,2,220,-2.4140
1980,12,2,3,244,-1.2030
1980,12,2,4,224,-3.1243
1980,12,2,5,202,-2.4518
1980,12,3,1,100,-2.8562
1980,12,3,2,217,-0.7359
1980,12,3,3,311,0.6865
1980,12,3,4,321,-1.3431
1980,12,3,5,186,-7.4648
1981,1,1,1,220,3.7580
1981,1,1,2,164,3.1469
1981,1,1,3,156,2.1273
1981,1,1,4,110,-0.3128
1981,1,1,5,136,2.9043
1981,1,2,1,161,2.3797
1981,1,2,2,229,-0.1600
1981,1,2,3,255,-0.3957
1981,1,2,4,226,-1.3986
1981,1,2,5,195,-0.7273
1981,1,3,1,100,-1.0753
1981,1,3,2,212,-0.5066
1981,1,3,3,322,-2.0048
1981,1,3,4,318,-4.4259
1981,1,3,5,203,-8.5341
1981,2,1,1,225,1.0945
1981,2,1,2,170,-0.0240
1981,2,1,3,153,0.8959
1981,2,1,4,113,0.1741
1981,2,1,5,139,2.4835
1981,2,2,1,169,1.8384
1981,2,2,2,244,1.3504
1981,2,2,3,252,1.9436
1981,2,2,4,217,2.1032
1981,2,2,5,194,1.6897
1981,2,3,1,97,4.1621
1981,2,3,2,212,3.8498
1981,2,3,3,321,2.2786
1981,2,3,4,336,2.6155
1981,2,3,5,207,-0.4025
1981,3,1,1,221,8.4058
1981,3,1,2,179,8.8057
1981,3,1,3,139,9.4670
1981,3,1,4,112,9.4543
1981,3,1,5,144,7.8626
1981,3,2,1,165,8.5794
1981,3,2,2,253,6.6611
1981,3,2,3,250,6.1070
1981,3,2,4,217,9.6866
1981,3,2,5,202,9.6616
1981,3,3,1,98,10.5967
1981,3,3,2,227,6.3744
1981,3,3,3,333,4.2534
1981,3,3,4,347,4.2456
