year,month,rank_ME,rank_CLA,nstocks,ret_vw
1994,11,2,1,125,-3.9354
1994,11,2,2,117,-2.9524
1994,11,2,3,119,-4.2087
1994,11,2,4,88,-3.9605
1994,11,2,5,176,-2.3530
1994,11,3,1,62,-5.4855
1994,11,3,2,81,-5.5122
1994,11,3,3,114,-3.5135
1994,11,3,4,145,-3.7013
1994,11,3,5,183,-1.5155
1994,12,1,1,868,-1.8218
1994,12,1,2,357,-0.4795
1994,12,1,3,272,0.9215
1994,12,1,4,289,-0.1013
1994,12,1,5,352,2.4370
1994,12,2,1,124,0.4083
1994,12,2,2,117,2.9994
1994,12,2,3,118,1.5935
1994,12,2,4,87,0.9294
1994,12,2,5,176,3.7752
1994,12,3,1,62,0.5163
1994,12,3,2,81,0.8266
1994,12,3,3,114,-0.5704
1994,12,3,4,145,1.9792
1994,12,3,5,182,1.3859
1995,1,1,1,866,1.1804
1995,1,1,2,350,0.6100
1995,1,1,3,272,0.0055
1995,1,1,4,285,1.4547
1995,1,1,5,347,2.2099
1995,1,2,1,123,-2.9081
1995,1,2,2,116,-0.4172
1995,1,2,3,116,-2.5982
1995,1,2,4,86,-1.7475
1995,1,2,5,176,-1.7059
1995,1,3,1,62,-0.4366
1995,1,3,2,80,0.6691
1995,1,3,3,114,1.3021
1995,1,3,4,144,1.7634
1995,1,3,5,182,2.1486
1995,2,1,1,856,1.7670
1995,2,1,2,349,3.1151
1995,2,1,3,272,2.9572
1995,2,1,4,284,1.4815
1995,2,1,5,347,3.1012
1995,2,2,1,122,2.5359
1995,2,2,2,115,4.6431
1995,2,2,3,115,2.5665
1995,2,2,4,86,3.8191
1995,2,2,5,175,5.9601
1995,2,3,1,61,4.5744
1995,2,3,2,79,2.7032
1995,2,3,3,114,4.0038
1995,2,3,4,144,4.3281
1995,2,3,5,182,4.1110
1995,3,1,1,849,-0.5535
1995,3,1,2,346,0.3422
1995,3,1,3,272,1.3653
1995,3,1,4,281,1.1980
1995,3,1,5,345,3.7925
1995,3,2,1,122,3.3532
1995,3,2,2,115,3.4776
1995,3,2,3,115,2.6161
1995,3,2,4,86,2.5063
1995,3,2,5,174,2.4974
1995,3,3,1,60,2.1503
1995,3,3,2,79,2.8178
1995,3,3,3,114,4.5351
1995,3,3,4,142,3.0367
1995,3,3,5,182,4.1843
1995,4,1,1,839,1.7987
1995,4,1,2,343,3.3525
1995,4,1,3,267,2.0384
1995,4,1,4,280,4.5521
1995,4,1,5,341,5.6008
1995,4,2,1,122,1.5486
1995,4,2,2,114,2.2168
1995,4,2,3,115,3.3398
1995,4,2,4,86,3.8650
1995,4,2,5,174,2.1301
1995,4,3,1,60,1.9947
1995,4,3,2,79,1.2931
1995,4,3,3,114,1.2997
1995,4,3,4,141,2.8208
1995,4,3,5,180,4.6662
1995,5,1,1,829,2.5278
1995,5,1,2,341,1.9273
1995,5,1,3,267,-0.9182
1995,5,1,4,280,2.9520
1995,5,1,5,339,1.8163
1995,5,2,1,122,-0.7562
1995,5,2,2,114,0.5712
1995,5,2,3,115,0.5953
1995,5,2,4,85,1.6084
1995,5,2,5,174,0.2639
1995,5,3,1,60,2.9712
1995,5,3,2,79,1.9410
1995,5,3,3,114,3.1804
1995,5,3,4,141,3.6856
1995,5,3,5,180,3.7088
1995,6,1,1,816,8.4112
1995,6,1,2,340,4.1381
1995,6,1,3,264,5.0792
1995,6,1,4,279,6.3880
1995,6,1,5,340,10.1653
1995,6,2,1,121,6.8469
1995,6,2,2,113,3.8200
1995,6,2,3,115,4.2166
1995,6,2,4,85,1.5588
1995,6,2,5,174,8.0580
1995,6,3,1,60,3.7371
1995,6,3,2,77,2.2852
1995,6,3,3,114,2.4622
1995,6,3,4,139,2.4140
1995,6,3,5,180,5.3704
1995,7,1,1,1005,5.1183
1995,7,1,2,409,4.5220
1995,7,1,3,249,5.8092
1995,7,1,4,262,5.3891
1995,7,1,5,357,6.7122
1995,7,2,1,164,6.1577
1995,7,2,2,131,5.8193
1995,7,2,3,110,4.3915
1995,7,2,4,136,5.2868
1995,7,2,5,210,9.5089
1995,7,3,1,64,5.2735
1995,7,3,2,94,5.2572
1995,7,3,3,123,3.8074
1995,7,3,4,160,2.0688
1995,7,3,5,234,4.1063
1995,8,1,1,993,3.8231
1995,8,1,2,407,2.9233
1995,8,1,3,249,2.5922
1995,8,1,4,262,1.9909
1995,8,1,5,355,4.3977
1995,8,2,1,162,-0.7414
1995,8,2,2,128,1.8488
1995,8,2,3,110,-0.9321
1995,8,2,4,135,1.6227
1995,8,2,5,210,1.5583
1995,8,3,1,63,1.1498
1995,8,3,2,93,-0.3234
1995,8,3,3,123,-2.5436
1995,8,3,4,160,0.9930
1995,8,3,5,232,0.1641
1995,9,1,1,982,2.4857
1995,9,1,2,406,1.8201
1995,9,1,3,247,1.6710
1995,9,1,4,257,2.2207
1995,9,1,5,353,2.9763
1995,9,2,1,162,1.8855
1995,9,2,2,127,0.7891
1995,9,2,3,110,0.3379
1995,9,2,4,134,1.3034
1995,9,2,5,210,3.1126
1995,9,3,1,63,-2.0715
1995,9,3,2,93,-1.3093
1995,9,3,3,122,1.7494
1995,9,3,4,160,5.0906
1995,9,3,5,231,4.5597
1995,10,1,1,972,-6.7801
1995,10,1,2,403,-5.4604
1995,10,1,3,245,-5.8227
1995,10,1,4,257,-5.5873
1995,10,1,5,352,-5.2320
1995,10,2,1,161,-9.2044
1995,10,2,2,127,-7.3504
1995,10,2,3,110,-6.2298
1995,10,2,4,134,-5.7533
1995,10,2,5,209,-6.7295
1995,10,3,1,63,-2.7891
1995,10,3,2,93,-2.9429
1995,10,3,3,122,-3.6878
1995,10,3,4,160,-0.3688
1995,10,3,5,230,1.8021
1995,11,1,1,962,0.8542
1995,11,1,2,401,0.9146
1995,11,1,3,242,1.8969
1995,11,1,4,256,2.5745
1995,11,1,5,350,0.9765
1995,11,2,1,159,3.9047
1995,11,2,2,127,7.3876
1995,11,2,3,109,6.3169
1995,11,2,4,134,3.6576
1995,11,2,5,207,2.3852
1995,11,3,1,63,2.2495
1995,11,3,2,92,4.9688
1995,11,3,3,122,7.0824
1995,11,3,4,160,4.2343
1995,11,3,5,229,1.9126
1995,12,1,1,955,0.1932
1995,12,1,2,399,2.0004
1995,12,1,3,241,1.5480
1995,12,1,4,252,-0.0110
1995,12,1,5,347,1.2365
1995,12,2,1,159,1.1902
1995,12,2,2,127,3.7332
1995,12,2,3,107,2.1057
1995,12,2,4,133,1.6422
1995,12,2,5,206,-0.2909
1995,12,3,1,63,0.5421
1995,12,3,2,92,1.0761
1995,12,3,3,122,2.3698
1995,12,3,4,159,2.3529
1995,12,3,5,228,-0.4586
1996,1,1,1,949,2.0995
1996,1,1,2,396,-0.9632
1996,1,1,3,241,-0.1344
1996,1,1,4,250,0.5704
1996,1,1,5,342,-0.0640
1996,1,2,1,159,1.5682
1996,1,2,2,127,-0.8045
1996,1,2,3,107,1.2944
1996,1,2,4,132,-1.3586
1996,1,2,5,206,-1.3736
1996,1,3,1,62,2.2939
1996,1,3,2,92,4.9915
1996,1,3,3,122,0.2066
1996,1,3,4,159,3.2476
1996,1,3,5,227,3.0987
1996,2,1,1,937,4.2379
1996,2,1,2,394,3.2885
1996,2,1,3,240,2.8117
1996,2,1,4,247,3.0387
1996,2,1,5,340,3.9794
1996,2,2,1,156,3.1183
1996,2,2,2,125,2.5468
1996,2,2,3,106,3.2280
1996,2,2,4,132,3.0749
1996,2,2,5,204,7.2553
1996,2,3,1,62,2.9938
1996,2,3,2,92,3.4571
1996,2,3,3,121,1.5102
1996,2,3,4,159,0.7137
1996,2,3,5,226,2.2166
1996,3,1,1,928,3.3445
1996,3,1,2,392,3.4671
1996,3,1,3,240,4.2884
1996,3,1,4,245,5.7587
1996,3,1,5,337,2.5248
1996,3,2,1,156,1.2853
1996,3,2,2,125,3.3912
1996,3,2,3,104,5.1480
1996,3,2,4,131,1.5095
1996,3,2,5,204,2.0817
1996,3,3,1,62,-0.7879
1996,3,3,2,91,1.7069
1996,3,3,3,121,4.6750
1996,3,3,4,158,-0.0251
1996,3,3,5,225,-0.2757
1996,4,1,1,923,8.8012
1996,4,1,2,387,7.3390
1996,4,1,3,240,9.7153
1996,4,1,4,244,8.9258
1996,4,1,5,336,11.3136
1996,4,2,1,156,7.0379
1996,4,2,2,123,5.4755
1996,4,2,3,104,10.0686
1996,4,2,4,131,6.6686
1996,4,2,5,204,8.3319
1996,4,3,1,61,3.4561
1996,4,3,2,89,0.9748
1996,4,3,3,119,2.3614
1996,4,3,4,158,1.6346
1996,4,3,5,225,3.9511
1996,5,1,1,919,9.4886
1996,5,1,2,386,8.9285
1996,5,1,3,237,4.5753
1996,5,1,4,242,7.8904
1996,5,1,5,334,9.4930
1996,5,2,1,155,6.8288
1996,5,2,2,123,7.9796
1996,5,2,3,105,8.2267
1996,5,2,4,130,4.2028
1996,5,2,5,204,4.3042
1996,5,3,1,61,1.4546
1996,5,3,2,89,1.2453
1996,5,3,3,119,2.2741
1996,5,3,4,157,2.0506
1996,5,3,5,224,4.2690
1996,6,1,1,910,-6.0547
1996,6,1,2,380,-5.7857
1996,6,1,3,234,-4.7058
1996,6,1,4,242,-5.1987
1996,6,1,5,330,-6.6381
1996,6,2,1,154,-5.2607
1996,6,2,2,123,-2.7978
1996,6,2,3,102,-5.0874
1996,6,2,4,129,-3.6043
1996,6,2,5,202,-6.1840
1996,6,3,1,61,-3.8123
1996,6,3,2,89,-3.0961
1996,6,3,3,119,-0.7557
1996,6,3,4,157,0.1046
1996,6,3,5,223,-0.0691
1996,7,1,1,1098,-10.4923
1996,7,1,2,422,-6.6720
1996,7,1,3,277,-8.3818
1996,7,1,4,263,-8.8781
1996,7,1,5,324,-8.3245
1996,7,2,1,220,-11.8213
1996,7,2,2,123,-7.8062
1996,7,2,3,133,-7.1772
1996,7,2,4,120,-8.7978
1996,7,2,5,229,-11.6824
1996,7,3,1,78,-9.8739
1996,7,3,2,106,-6.2361
1996,7,3,3,121,-5.1698
1996,7,3,4,162,-3.1941
1996,7,3,5,233,-5.3810
1996,8,1,1,1091,2.1687
1996,8,1,2,419,5.4686
1996,8,1,3,275,4.9723
1996,8,1,4,260,4.0889
1996,8,1,5,321,3.9019
1996,8,2,1,217,5.9082
1996,8,2,2,122,5.6044
1996,8,2,3,132,4.8393
1996,8,2,4,119,5.0342
1996,8,2,5,228,7.0801
1996,8,3,1,78,4.9239
1996,8,3,2,106,4.1480
1996,8,3,3,121,3.3385
1996,8,3,4,161,-0.0897
1996,8,3,5,231,3.1872
1996,9,1,1,1081,1.4079
1996,9,1,2,411,3.4251
1996,9,1,3,272,1.3990
1996,9,1,4,257,2.4873
1996,9,1,5,319,5.4149
1996,9,2,1,217,2.4405
1996,9,2,2,122,1.4404
1996,9,2,3,132,2.8541
1996,9,2,4,119,2.8192
1996,9,2,5,225,5.7053
1996,9,3,1,78,4.8511
1996,9,3,2,106,2.6896
1996,9,3,3,121,3.8490
1996,9,3,4,160,4.8023
1996,9,3,5,230,7.9232
1996,10,1,1,1072,-4.5369
1996,10,1,2,408,-1.1489
1996,10,1,3,269,-0.9512
1996,10,1,4,256,0.5200
1996,10,1,5,315,-1.3872
1996,10,2,1,214,-2.7397
1996,10,2,2,122,-2.1246
1996,10,2,3,131,-1.6176
1996,10,2,4,119,1.1560
1996,10,2,5,225,-2.9869
1996,10,3,1,78,-2.3509
1996,10,3,2,106,4.2646
1996,10,3,3,118,1.9389
1996,10,3,4,160,0.9891
1996,10,3,5,230,0.4930
1996,11,1,1,1064,1.1643
1996,11,1,2,406,3.2998
1996,11,1,3,267,3.8254
1996,11,1,4,255,4.1964
1996,11,1,5,313,2.6371
1996,11,2,1,213,0.8106
1996,11,2,2,122,3.9958
1996,11,2,3,131,3.8910
1996,11,2,4,118,2.0287
1996,11,2,5,223,5.9865
1996,11,3,1,78,4.9596
1996,11,3,2,104,5.5303
1996,11,3,3,118,4.5548
1996,11,3,4,160,7.0851
1996,11,3,5,230,8.9065
1996,12,1,1,1054,-1.1356
1996,12,1,2,403,0.7877
1996,12,1,3,265,0.4872
1996,12,1,4,255,3.4082
1996,12,1,5,312,3.6206
1996,12,2,1,211,2.0526
1996,12,2,2,122,0.0114
1996,12,2,3,131,3.6415
1996,12,2,4,118,2.5702
1996,12,2,5,223,0.4090
1996,12,3,1,78,-1.5119
1996,12,3,2,103,-1.6239
1996,12,3,3,118,-1.3125
1996,12,3,4,160,-0.7105
1996,12,3,5,230,-1.3992
1997,1,1,1,1043,7.0898
1997,1,1,2,396,3.8113
1997,1,1,3,261,3.2083
1997,1,1,4,253,4.6503
1997,1,1,5,309,5.7667
1997,1,2,1,211,2.2833
1997,1,2,2,121,3.3306
1997,1,2,3,131,1.8593
1997,1,2,4,117,1.3307
1997,1,2,5,220,4.7949
1997,1,3,1,77,1.9124
1997,1,3,2,100,3.7041
1997,1,3,3,118,3.7202
1997,1,3,4,158,4.3706
1997,1,3,5,230,9.1951
1997,2,1,1,1030,-2.9597
1997,2,1,2,394,-2.8222
1997,2,1,3,259,-1.8301
1997,2,1,4,251,-1.9133
1997,2,1,5,308,-5.8627
1997,2,2,1,209,-4.5896
1997,2,2,2,121,-0.9668
1997,2,2,3,130,-2.1585
1997,2,2,4,117,-3.2154
1997,2,2,5,220,-6.1525
1997,2,3,1,76,0.2531
1997,2,3,2,100,-0.8407
1997,2,3,3,118,-0.1422
1997,2,3,4,156,1.3747
1997,2,3,5,229,-1.6001
1997,3,1,1,1022,-5.7693
1997,3,1,2,392,-2.0265
1997,3,1,3,259,-2.7269
1997,3,1,4,248,-3.8408
1997,3,1,5,305,-5.7986
1997,3,2,1,209,-4.4874
1997,3,2,2,121,-2.0443
1997,3,2,3,130,-2.7455
1997,3,2,4,116,-3.2285
1997,3,2,5,219,-7.5935
1997,3,3,1,76,-4.5112
1997,3,3,2,100,-1.7758
1997,3,3,3,118,1.7013
1997,3,3,4,156,-5.0056
1997,3,3,5,229,-5.3918
1997,4,1,1,1013,-4.1283
1997,4,1,2,389,-4.9810
1997,4,1,3,257,-3.3634
1997,4,1,4,244,-2.3629
1997,4,1,5,303,-0.3721
1997,4,2,1,208,-0.4379
1997,4,2,2,120,2.3721
1997,4,2,3,128,2.1109
1997,4,2,4,116,1.2009
1997,4,2,5,219,-0.8474
1997,4,3,1,76,0.3414
1997,4,3,2,100,1.5721
1997,4,3,3,118,2.0643
1997,4,3,4,155,5.1732
1997,4,3,5,229,7.6004
1997,5,1,1,1002,8.8900
1997,5,1,2,385,10.5021
1997,5,1,3,257,8.7367
1997,5,1,4,245,11.8540
1997,5,1,5,302,12.7064
1997,5,2,1,208,13.9421
1997,5,2,2,120,10.5608
1997,5,2,3,128,13.3748
1997,5,2,4,116,11.0576
1997,5,2,5,214,15.3247
1997,5,3,1,76,8.1749
1997,5,3,2,100,6.5435
1997,5,3,3,117,6.7290
1997,5,3,4,155,6.2225
1997,5,3,5,229,7.1992
1997,6,1,1,994,6.3006
1997,6,1,2,382,5.5258
1997,6,1,3,255,5.4362
1997,6,1,4,243,8.5198
1997,6,1,5,301,3.7162
1997,6,2,1,207,5.0097
1997,6,2,2,120,4.7053
1997,6,2,3,127,5.2149
1997,6,2,4,116,5.4820
1997,6,2,5,212,3.2518
1997,6,3,1,75,1.6774
1997,6,3,2,100,3.1708
1997,6,3,3,116,4.6400
1997,6,3,4,154,3.0435
1997,6,3,5,228,4.4611
1997,7,1,1,1198,4.8357
1997,7,1,2,381,4.9540
1997,7,1,3,303,6.2580
1997,7,1,4,238,7.3768
1997,7,1,5,405,7.1864
1997,7,2,1,181,6.1170
1997,7,2,2,95,3.7133
1997,7,2,3,131,5.9202
1997,7,2,4,131,4.6801
1997,7,2,5,206,9.3351
1997,7,3,1,96,7.3804
1997,7,3,2,123,10.0176
1997,7,3,3,146,7.7456
1997,7,3,4,164,7.0161
1997,7,3,5,232,8.0403
1997,8,1,1,1184,5.1551
1997,8,1,2,377,5.6152
1997,8,1,3,299,4.1441
1997,8,1,4,235,5.3667
1997,8,1,5,403,6.0962
1997,8,2,1,180,2.7193
1997,8,2,2,93,4.7957
1997,8,2,3,130,2.8550
1997,8,2,4,130,4.6490
1997,8,2,5,205,4.8108
1997,8,3,1,96,0.8751
1997,8,3,2,123,-2.8953
1997,8,3,3,145,-2.0948
1997,8,3,4,164,-5.4063
1997,8,3,5,230,-4.9514
1997,9,1,1,1171,10.5666
1997,9,1,2,374,6.4468
1997,9,1,3,297,6.6535
1997,9,1,4,234,10.4668
1997,9,1,5,403,7.0505
1997,9,2,1,178,8.9430
1997,9,2,2,91,8.1388
1997,9,2,3,127,5.6843
1997,9,2,4,127,6.8484
1997,9,2,5,202,5.6374
1997,9,3,1,96,7.9871
1997,9,3,2,122,4.2706
1997,9,3,3,143,5.3915
1997,9,3,4,164,3.7794
1997,9,3,5,229,4.3707
1997,10,1,1,1156,-3.9118
1997,10,1,2,373,-3.9833
1997,10,1,3,295,-2.8005
1997,10,1,4,232,-4.2147
1997,10,1,5,399,-4.4407
1997,10,2,1,176,-5.2143
1997,10,2,2,91,-4.3322
1997,10,2,3,126,-4.2924
1997,10,2,4,126,-4.7976
1997,10,2,5,202,-7.4022
1997,10,3,1,94,-2.9106
1997,10,3,2,121,-5.8937
1997,10,3,3,143,-4.5441
1997,10,3,4,163,-2.9963
1997,10,3,5,227,-4.0818
1997,11,1,1,1135,-4.2037
1997,11,1,2,371,-1.8641
1997,11,1,3,293,-1.7439
1997,11,1,4,229,-3.2789
1997,11,1,5,397,-1.4422
1997,11,2,1,173,-3.6811
1997,11,2,2,89,-0.4740
1997,11,2,3,124,-0.2775
1997,11,2,4,125,-1.0137
1997,11,2,5,202,-3.2227
1997,11,3,1,94,1.2029
1997,11,3,2,120,4.1299
1997,11,3,3,142,0.9054
1997,11,3,4,162,3.7134
1997,11,3,5,227,4.4604
1997,12,1,1,1127,-4.0414
1997,12,1,2,370,-2.3118
1997,12,1,3,289,-0.8764
1997,12,1,4,226,-4.6075
1997,12,1,5,394,-4.9381
1997,12,2,1,171,-0.1120
1997,12,2,2,87,0.9031
1997,12,2,3,123,-0.3400
1997,12,2,4,125,-1.2346
1997,12,2,5,199,-2.5155
1997,12,3,1,94,2.2888
1997,12,3,2,120,0.1868
1997,12,3,3,142,0.1944
1997,12,3,4,161,1.7123
1997,12,3,5,227,-0.4935
1998,1,1,1,1109,-0.0744
1998,1,1,2,366,0.3966
1998,1,1,3,287,0.2187
1998,1,1,4,225,-2.2160
1998,1,1,5,387,0.4256
1998,1,2,1,169,-1.9853
1998,1,2,2,85,-0.8164
1998,1,2,3,119,0.5085
1998,1,2,4,124,-1.2662
1998,1,2,5,196,-0.7507
1998,1,3,1,94,-1.1241
1998,1,3,2,120,-0.3493
1998,1,3,3,142,-0.8129
1998,1,3,4,161,-0.2628
1998,1,3,5,226,4.8284
1998,2,1,1,1090,6.1228
1998,2,1,2,363,4.8429
1998,2,1,3,287,6.3162
1998,2,1,4,223,6.1669
1998,2,1,5,382,4.9537
1998,2,2,1,167,8.4035
1998,2,2,2,84,8.6532
1998,2,2,3,118,8.9148
1998,2,2,4,124,8.0657
1998,2,2,5,194,10.0180
1998,2,3,1,94,9.1744
1998,2,3,2,120,10.5894
1998,2,3,3,141,8.6707
1998,2,3,4,160,5.8709
1998,2,3,5,226,7.3800
1998,3,1,1,1075,5.0493
1998,3,1,2,360,4.8298
1998,3,1,3,286,3.9914
1998,3,1,4,221,6.5542
1998,3,1,5,376,3.5655
1998,3,2,1,166,2.8637
1998,3,2,2,84,4.6895
1998,3,2,3,116,4.8457
1998,3,2,4,124,4.5125
1998,3,2,5,193,2.8946
1998,3,3,1,94,7.4492
1998,3,3,2,119,5.2667
1998,3,3,3,141,4.3823
1998,3,3,4,160,3.5215
1998,3,3,5,226,3.3911
1998,4,1,1,1056,3.3267
1998,4,1,2,357,2.7064
1998,4,1,3,283,1.9229
1998,4,1,4,219,2.7332
1998,4,1,5,369,1.8603
1998,4,2,1,163,0.5384
1998,4,2,2,83,0.4109
1998,4,2,3,115,1.9238
1998,4,2,4,123,1.2989
1998,4,2,5,192,0.3259
1998,4,3,1,94,2.7150
1998,4,3,2,119,1.3316
1998,4,3,3,137,1.5130
1998,4,3,4,160,0.3981
1998,4,3,5,226,1.2037
1998,5,1,1,1045,-5.0039
1998,5,1,2,351,-2.6669
1998,5,1,3,279,-4.8150
1998,5,1,4,217,-6.9079
1998,5,1,5,365,-5.3517
1998,5,2,1,163,-6.6930
1998,5,2,2,83,-3.5421
1998,5,2,3,114,-4.6106
1998,5,2,4,123,-6.0663
1998,5,2,5,190,-6.9706
1998,5,3,1,94,-4.1836
1998,5,3,2,119,-1.1200
1998,5,3,3,137,-1.3839
1998,5,3,4,160,0.1663
1998,5,3,5,225,-3.8333
1998,6,1,1,1035,-1.3186
1998,6,1,2,348,-0.9489
1998,6,1,3,278,-0.2759
1998,6,1,4,214,-3.4384
1998,6,1,5,363,-1.2178
1998,6,2,1,162,1.0482
1998,6,2,2,83,0.7956
1998,6,2,3,114,-1.1011
1998,6,2,4,123,-1.3422
1998,6,2,5,188,-0.8896
1998,6,3,1,94,5.3549
1998,6,3,2,118,2.5312
1998,6,3,3,136,-0.0724
1998,6,3,4,160,1.6410
1998,6,3,5,224,6.6618
1998,7,1,1,1231,-7.3331
1998,7,1,2,414,-8.2788
1998,7,1,3,330,-6.7981
1998,7,1,4,241,-8.0639
1998,7,1,5,348,-7.4396
1998,7,2,1,183,-10.4043
1998,7,2,2,142,-6.9756
1998,7,2,3,147,-8.6193
1998,7,2,4,134,-8.3682
1998,7,2,5,201,-8.5372
1998,7,3,1,108,-2.0651
1998,7,3,2,128,-4.3827
1998,7,3,3,152,-3.2774
1998,7,3,4,160,-0.8451
1998,7,3,5,247,-0.2533
1998,8,1,1,1213,-24.6943
1998,8,1,2,409,-18.5673
1998,8,1,3,325,-17.9817
1998,8,1,4,240,-21.1474
1998,8,1,5,344,-20.5743
1998,8,2,1,183,-25.1825
1998,8,2,2,141,-18.9039
1998,8,2,3,146,-19.7882
1998,8,2,4,133,-17.4096
1998,8,2,5,200,-20.3305
1998,8,3,1,107,-19.4027
1998,8,3,2,127,-17.1998
1998,8,3,3,150,-12.8558
1998,8,3,4,157,-13.4209
1998,8,3,5,246,-13.2243
1998,9,1,1,1196,2.9233
1998,9,1,2,401,3.0899
1998,9,1,3,324,3.9863
1998,9,1,4,240,2.9874
1998,9,1,5,342,3.9742
1998,9,2,1,179,7.1010
1998,9,2,2,141,4.5308
1998,9,2,3,144,6.3046
1998,9,2,4,133,6.1592
1998,9,2,5,197,10.4662
1998,9,3,1,107,9.8994
1998,9,3,2,125,5.7806
1998,9,3,3,148,5.7597
1998,9,3,4,157,6.6134
1998,9,3,5,244,10.2912
1998,10,1,1,1164,2.2975
1998,10,1,2,395,1.6205
1998,10,1,3,323,2.0409
1998,10,1,4,240,6.8874
1998,10,1,5,339,5.3038
1998,10,2,1,179,5.9931
1998,10,2,2,140,3.7298
1998,10,2,3,143,6.2445
1998,10,2,4,133,6.5794
1998,10,2,5,196,6.1219
1998,10,3,1,106,4.7721
1998,10,3,2,125,9.2074
1998,10,3,3,147,8.4779
1998,10,3,4,156,9.3573
1998,10,3,5,242,6.2754
1998,11,1,1,1133,9.3871
1998,11,1,2,391,6.5459
1998,11,1,3,319,10.1748
1998,11,1,4,239,7.0343
1998,11,1,5,335,9.8707
1998,11,2,1,178,5.5997
1998,11,2,2,139,5.0315
1998,11,2,3,143,3.7787
1998,11,2,4,132,8.6739
1998,11,2,5,194,8.2709
1998,11,3,1,106,8.6552
1998,11,3,2,125,4.4921
1998,11,3,3,145,6.3691
1998,11,3,4,153,5.3822
1998,11,3,5,241,7.5992
1998,12,1,1,1107,-0.7588
1998,12,1,2,389,2.6878
1998,12,1,3,314,1.7788
1998,12,1,4,238,5.1714
1998,12,1,5,335,4.0210
1998,12,2,1,177,5.2379
1998,12,2,2,139,2.7819
1998,12,2,3,142,3.9003
1998,12,2,4,131,5.4701
1998,12,2,5,194,8.4862
1998,12,3,1,104,10.0206
1998,12,3,2,124,6.0239
1998,12,3,3,144,5.7418
1998,12,3,4,153,8.1688
1998,12,3,5,240,7.9731
1999,1,1,1,1076,6.7744
1999,1,1,2,384,4.4291
1999,1,1,3,307,5.5178
1999,1,1,4,236,4.7841
1999,1,1,5,331,6.8350
1999,1,2,1,177,2.4237
1999,1,2,2,138,-1.7538
1999,1,2,3,141,1.0679
1999,1,2,4,131,-0.0671
1999,1,2,5,190,2.9561
1999,1,3,1,104,7.6529
1999,1,3,2,124,5.1100
1999,1,3,3,143,0.2629
1999,1,3,4,153,3.5805
1999,1,3,5,240,6.8343
1999,2,1,1,1048,-6.9206
1999,2,1,2,378,-7.0010
1999,2,1,3,304,-7.3300
1999,2,1,4,229,-7.0160
1999,2,1,5,329,-10.1440
1999,2,2,1,175,-9.4373
1999,2,2,2,136,-8.3152
1999,2,2,3,140,-7.7715
1999,2,2,4,131,-10.4874
1999,2,2,5,189,-11.0371
1999,2,3,1,104,-4.2995
1999,2,3,2,123,-1.0826
1999,2,3,3,142,-1.2676
1999,2,3,4,152,-3.4504
1999,2,3,5,236,-6.6943
1999,3,1,1,1030,-4.7305
1999,3,1,2,370,-2.5802
1999,3,1,3,302,-3.1913
1999,3,1,4,227,-4.5260
1999,3,1,5,326,-3.2406
1999,3,2,1,173,-0.0059
1999,3,2,2,135,-0.4973
1999,3,2,3,139,1.6814
1999,3,2,4,131,0.6189
1999,3,2,5,187,-0.8398
1999,3,3,1,104,2.7077
1999,3,3,2,122,4.6900
1999,3,3,3,142,10.2776
1999,3,3,4,152,1.7919
1999,3,3,5,236,3.4461
1999,4,1,1,1006,9.0531
1999,4,1,2,365,12.7112
1999,4,1,3,297,12.4772
1999,4,1,4,224,11.1332
1999,4,1,5,320,6.1920
1999,4,2,1,169,11.3093
1999,4,2,2,133,9.0059
1999,4,2,3,137,11.3287
1999,4,2,4,130,5.0376
1999,4,2,5,186,6.6673
1999,4,3,1,99,4.3686
1999,4,3,2,122,4.5503
1999,4,3,3,142,7.4930
1999,4,3,4,151,5.0872
1999,4,3,5,233,0.2058
1999,5,1,1,983,3.9704
1999,5,1,2,360,7.3198
1999,5,1,3,292,4.5540
1999,5,1,4,224,6.4902
1999,5,1,5,319,6.3412
1999,5,2,1,168,1.6628
1999,5,2,2,132,3.2908
1999,5,2,3,137,4.5237
1999,5,2,4,130,1.9248
1999,5,2,5,185,3.6896
1999,5,3,1,97,-1.8616
1999,5,3,2,122,2.1571
1999,5,3,3,141,-4.2423
1999,5,3,4,151,0.9500
1999,5,3,5,230,-2.1050
1999,6,1,1,965,5.9054
1999,6,1,2,358,6.5964
1999,6,1,3,288,7.5214
1999,6,1,4,223,8.8591
1999,6,1,5,314,12.4692
1999,6,2,1,167,5.6997
1999,6,2,2,130,7.8014
1999,6,2,3,137,6.8853
1999,6,2,4,130,7.0282
1999,6,2,5,185,10.3309
1999,6,3,1,96,6.2820
1999,6,3,2,121,2.0030
1999,6,3,3,140,3.0724
1999,6,3,4,150,5.1092
1999,6,3,5,231,7.9498
1999,7,1,1,1060,1.1361
1999,7,1,2,408,1.1035
1999,7,1,3,298,-0.4328
1999,7,1,4,249,1.8803
1999,7,1,5,325,3.1333
1999,7,2,1,204,-5.5484
1999,7,2,2,131,-0.8595
1999,7,2,3,139,-1.6497
1999,7,2,4,138,-2.1290
1999,7,2,5,209,0.2375
1999,7,3,1,87,-1.1746
1999,7,3,2,110,-1.4590
1999,7,3,3,144,-1.6216
1999,7,3,4,166,-3.0252
1999,7,3,5,265,-2.6127
1999,8,1,1,1047,-3.2917
1999,8,1,2,405,-4.4784
1999,8,1,3,293,-1.6530
