year,month,rank_ME,rank_CLA,nstocks,ret_vw
1981,9,3,5,158,-6.5765
1981,10,1,1,650,7.2604
1981,10,1,2,293,8.2947
1981,10,1,3,258,8.9270
1981,10,1,4,191,8.3626
1981,10,1,5,259,9.1649
1981,10,2,1,129,7.7494
1981,10,2,2,95,7.9966
1981,10,2,3,91,6.2102
1981,10,2,4,104,5.9139
1981,10,2,5,136,9.3485
1981,10,3,1,70,3.7637
1981,10,3,2,85,5.5501
1981,10,3,3,103,3.2145
1981,10,3,4,122,6.3189
1981,10,3,5,158,6.3311
1981,11,1,1,649,-0.1597
1981,11,1,2,293,2.4816
1981,11,1,3,258,2.1513
1981,11,1,4,192,3.0077
1981,11,1,5,259,1.6406
1981,11,2,1,128,1.2033
1981,11,2,2,95,1.7106
1981,11,2,3,89,2.8664
1981,11,2,4,104,3.7012
1981,11,2,5,136,2.7657
1981,11,3,1,70,3.6992
1981,11,3,2,85,5.0906
1981,11,3,3,103,4.5456
1981,11,3,4,122,4.3904
1981,11,3,5,157,4.9874
1981,12,1,1,646,-3.3257
1981,12,1,2,289,-1.1996
1981,12,1,3,257,-0.3190
1981,12,1,4,191,-1.3414
1981,12,1,5,257,-0.3997
1981,12,2,1,128,-0.6886
1981,12,2,2,94,-1.8140
1981,12,2,3,88,-2.5283
1981,12,2,4,104,-1.8992
1981,12,2,5,135,0.0341
1981,12,3,1,70,-3.9389
1981,12,3,2,85,-2.5005
1981,12,3,3,102,-2.3864
1981,12,3,4,123,-3.8069
1981,12,3,5,156,-2.2414
1982,1,1,1,643,-1.6766
1982,1,1,2,288,-1.2788
1982,1,1,3,253,-2.2505
1982,1,1,4,192,-1.3657
1982,1,1,5,256,-1.7536
1982,1,2,1,128,-4.1829
1982,1,2,2,92,-3.6782
1982,1,2,3,87,-4.3233
1982,1,2,4,104,-3.7981
1982,1,2,5,134,-5.8111
1982,1,3,1,70,-1.6392
1982,1,3,2,85,-4.8365
1982,1,3,3,102,-1.0598
1982,1,3,4,122,-4.1422
1982,1,3,5,155,-1.3922
1982,2,1,1,642,-4.4063
1982,2,1,2,287,-2.9961
1982,2,1,3,251,-3.7894
1982,2,1,4,192,-4.5761
1982,2,1,5,255,-4.8166
1982,2,2,1,126,-3.8425
1982,2,2,2,93,-4.9876
1982,2,2,3,87,-4.7111
1982,2,2,4,104,-5.0920
1982,2,2,5,134,-6.8088
1982,2,3,1,70,-5.6159
1982,2,3,2,85,-5.8516
1982,2,3,3,101,-3.8940
1982,2,3,4,122,-6.0065
1982,2,3,5,155,-6.3022
1982,3,1,1,637,-1.1982
1982,3,1,2,285,-0.6270
1982,3,1,3,250,-1.6110
1982,3,1,4,189,1.0584
1982,3,1,5,251,-2.8187
1982,3,2,1,124,-1.0469
1982,3,2,2,93,-1.2978
1982,3,2,3,87,0.8550
1982,3,2,4,103,-1.5030
1982,3,2,5,133,-0.4800
1982,3,3,1,70,-1.3618
1982,3,3,2,85,-2.1391
1982,3,3,3,101,-1.2856
1982,3,3,4,122,-0.6835
1982,3,3,5,155,-1.3406
1982,4,1,1,632,4.6139
1982,4,1,2,284,6.0737
1982,4,1,3,249,4.4476
1982,4,1,4,187,4.5310
1982,4,1,5,249,9.3581
1982,4,2,1,122,5.3148
1982,4,2,2,93,5.2806
1982,4,2,3,87,5.8187
1982,4,2,4,102,5.2323
1982,4,2,5,131,8.0710
1982,4,3,1,69,5.2640
1982,4,3,2,85,4.4622
1982,4,3,3,100,4.2787
1982,4,3,4,121,3.5617
1982,4,3,5,154,5.9737
1982,5,1,1,623,-2.0132
1982,5,1,2,281,-2.1036
1982,5,1,3,250,-0.9182
1982,5,1,4,187,0.2542
1982,5,1,5,247,-2.4536
1982,5,2,1,122,-5.5223
1982,5,2,2,93,-3.0078
1982,5,2,3,87,-2.9853
1982,5,2,4,102,-2.7725
1982,5,2,5,131,-2.3009
1982,5,3,1,69,-5.5173
1982,5,3,2,85,-5.4533
1982,5,3,3,100,-4.4665
1982,5,3,4,120,-1.3714
1982,5,3,5,154,-1.4298
1982,6,1,1,614,-2.6402
1982,6,1,2,277,-2.5999
1982,6,1,3,248,-1.7329
1982,6,1,4,188,-1.3702
1982,6,1,5,245,-2.7902
1982,6,2,1,121,-1.3683
1982,6,2,2,93,-1.1926
1982,6,2,3,87,-1.8701
1982,6,2,4,102,-2.3193
1982,6,2,5,130,-1.6862
1982,6,3,1,70,-3.0577
1982,6,3,2,85,-2.3839
1982,6,3,3,100,0.7260
1982,6,3,4,120,-1.9973
1982,6,3,5,154,-2.2819
1982,7,1,1,702,-2.2572
1982,7,1,2,318,-0.1693
1982,7,1,3,269,-0.9867
1982,7,1,4,201,-0.6377
1982,7,1,5,245,-3.0538
1982,7,2,1,99,-1.8979
1982,7,2,2,102,-1.3974
1982,7,2,3,101,-0.4160
1982,7,2,4,101,-2.7570
1982,7,2,5,122,-0.7625
1982,7,3,1,53,-5.4150
1982,7,3,2,79,-2.4789
1982,7,3,3,109,-4.2478
1982,7,3,4,119,-2.5912
1982,7,3,5,154,-0.5327
1982,8,1,1,697,4.5507
1982,8,1,2,317,5.6588
1982,8,1,3,269,6.5187
1982,8,1,4,200,6.7492
1982,8,1,5,244,6.0880
1982,8,2,1,98,8.2308
1982,8,2,2,101,8.8773
1982,8,2,3,101,9.0669
1982,8,2,4,100,10.3951
1982,8,2,5,120,10.3885
1982,8,3,1,53,14.4124
1982,8,3,2,79,16.8834
1982,8,3,3,109,13.6377
1982,8,3,4,119,12.1194
1982,8,3,5,153,10.6763
1982,9,1,1,698,1.2775
1982,9,1,2,318,3.9766
1982,9,1,3,265,5.2620
1982,9,1,4,200,4.8029
1982,9,1,5,243,2.9010
1982,9,2,1,98,3.5443
1982,9,2,2,101,3.9203
1982,9,2,3,101,4.6644
1982,9,2,4,99,2.2393
1982,9,2,5,119,2.5138
1982,9,3,1,53,-1.6535
1982,9,3,2,79,0.3332
1982,9,3,3,108,0.3075
1982,9,3,4,121,2.0714
1982,9,3,5,151,1.1983
1982,10,1,1,695,12.0143
1982,10,1,2,313,13.7554
1982,10,1,3,260,13.3281
1982,10,1,4,198,14.8083
1982,10,1,5,242,15.5270
1982,10,2,1,97,14.8545
1982,10,2,2,100,12.4299
1982,10,2,3,100,13.9124
1982,10,2,4,98,13.2240
1982,10,2,5,117,12.5637
1982,10,3,1,53,15.4737
1982,10,3,2,79,16.1111
1982,10,3,3,108,11.1338
1982,10,3,4,120,10.2750
1982,10,3,5,151,11.1407
1982,11,1,1,685,9.9450
1982,11,1,2,313,10.7927
1982,11,1,3,261,9.8338
1982,11,1,4,197,10.7033
1982,11,1,5,241,7.9849
1982,11,2,1,94,8.3208
1982,11,2,2,99,7.5688
1982,11,2,3,100,10.1612
1982,11,2,4,97,9.4968
1982,11,2,5,116,8.0908
1982,11,3,1,53,7.0373
1982,11,3,2,79,8.0597
1982,11,3,3,108,3.3382
1982,11,3,4,119,1.8876
1982,11,3,5,151,6.6728
1982,12,1,1,682,2.0128
1982,12,1,2,315,1.8252
1982,12,1,3,260,3.1503
1982,12,1,4,199,2.3928
1982,12,1,5,241,1.1113
1982,12,2,1,95,1.2609
1982,12,2,2,99,2.8166
1982,12,2,3,100,0.7760
1982,12,2,4,96,0.7282
1982,12,2,5,116,1.5923
1982,12,3,1,53,1.8886
1982,12,3,2,79,-0.5872
1982,12,3,3,108,1.7458
1982,12,3,4,118,1.6921
1982,12,3,5,151,2.5061
1983,1,1,1,677,11.0674
1983,1,1,2,314,8.4830
1983,1,1,3,259,9.3710
1983,1,1,4,198,10.1330
1983,1,1,5,238,9.1701
1983,1,2,1,94,8.1374
1983,1,2,2,99,4.6812
1983,1,2,3,99,5.5403
1983,1,2,4,94,5.8503
1983,1,2,5,116,7.1683
1983,1,3,1,53,4.8929
1983,1,3,2,78,3.3882
1983,1,3,3,108,3.0516
1983,1,3,4,117,4.1106
1983,1,3,5,150,3.0390
1983,2,1,1,669,4.0175
1983,2,1,2,311,8.8124
1983,2,1,3,254,6.0890
1983,2,1,4,192,5.7898
1983,2,1,5,238,6.0565
1983,2,2,1,94,3.1216
1983,2,2,2,99,8.2342
1983,2,2,3,98,6.2386
1983,2,2,4,92,6.5237
1983,2,2,5,115,4.9118
1983,2,3,1,53,3.6424
1983,2,3,2,78,4.6545
1983,2,3,3,108,2.4910
1983,2,3,4,116,2.8999
1983,2,3,5,150,2.5242
1983,3,1,1,665,5.8941
1983,3,1,2,311,5.4174
1983,3,1,3,251,5.7022
1983,3,1,4,190,6.2931
1983,3,1,5,234,5.4475
1983,3,2,1,94,5.9257
1983,3,2,2,99,4.0439
1983,3,2,3,98,6.1243
1983,3,2,4,91,2.7216
1983,3,2,5,115,4.1772
1983,3,3,1,52,3.2690
1983,3,3,2,78,5.6984
1983,3,3,3,107,3.6255
1983,3,3,4,116,3.3173
1983,3,3,5,151,1.8467
1983,4,1,1,663,8.4160
1983,4,1,2,308,6.8009
1983,4,1,3,247,7.7411
1983,4,1,4,189,6.7999
1983,4,1,5,234,6.7144
1983,4,2,1,93,5.7816
1983,4,2,2,99,7.7616
1983,4,2,3,98,7.2697
1983,4,2,4,91,7.7735
1983,4,2,5,115,6.9040
1983,4,3,1,51,5.2422
1983,4,3,2,78,7.1871
1983,4,3,3,107,8.6938
1983,4,3,4,116,6.6810
1983,4,3,5,150,6.7806
1983,5,1,1,656,10.6765
1983,5,1,2,306,9.8728
1983,5,1,3,245,11.0195
1983,5,1,4,188,10.9355
1983,5,1,5,232,9.9218
1983,5,2,1,92,7.4376
1983,5,2,2,100,5.1863
1983,5,2,3,98,4.5979
1983,5,2,4,91,6.1368
1983,5,2,5,115,3.8744
1983,5,3,1,51,4.4261
1983,5,3,2,78,0.1415
1983,5,3,3,107,-0.2662
1983,5,3,4,116,-0.2483
1983,5,3,5,150,-0.7458
1983,6,1,1,649,4.2820
1983,6,1,2,302,4.5591
1983,6,1,3,247,3.3248
1983,6,1,4,188,6.1852
1983,6,1,5,232,5.0406
1983,6,2,1,91,5.0428
1983,6,2,2,99,6.9728
1983,6,2,3,98,7.4347
1983,6,2,4,90,6.1877
1983,6,2,5,115,6.7276
1983,6,3,1,51,2.3651
1983,6,3,2,78,4.1764
1983,6,3,3,106,3.8229
1983,6,3,4,116,5.6139
1983,6,3,5,150,5.6642
1983,7,1,1,846,-3.8982
1983,7,1,2,342,-2.0299
1983,7,1,3,265,-0.5823
1983,7,1,4,185,-1.6111
1983,7,1,5,268,-2.4671
1983,7,2,1,117,-4.8946
1983,7,2,2,105,-2.3546
1983,7,2,3,106,-2.7232
1983,7,2,4,84,-2.0948
1983,7,2,5,121,-3.3350
1983,7,3,1,64,-5.1912
1983,7,3,2,84,-4.5452
1983,7,3,3,100,-2.5033
1983,7,3,4,124,-2.5439
1983,7,3,5,157,-4.0215
1983,8,1,1,839,-4.7131
1983,8,1,2,340,-2.7814
1983,8,1,3,263,-4.0739
1983,8,1,4,185,-3.1022
1983,8,1,5,268,-2.9094
1983,8,2,1,115,-4.1168
1983,8,2,2,103,-3.5529
1983,8,2,3,106,-3.1055
1983,8,2,4,84,-4.1404
1983,8,2,5,121,-2.6667
1983,8,3,1,64,0.6271
1983,8,3,2,84,0.9290
1983,8,3,3,100,2.3547
1983,8,3,4,123,2.0161
1983,8,3,5,157,0.2592
1983,9,1,1,832,-2.8460
1983,9,1,2,339,0.5272
1983,9,1,3,260,2.0486
1983,9,1,4,185,1.0415
1983,9,1,5,266,-0.3318
1983,9,2,1,114,1.7646
1983,9,2,2,103,3.1563
1983,9,2,3,104,3.7750
1983,9,2,4,83,2.1101
1983,9,2,5,120,1.2402
1983,9,3,1,64,0.4897
1983,9,3,2,84,1.4170
1983,9,3,3,100,2.1835
1983,9,3,4,123,0.5272
1983,9,3,5,156,2.2467
1983,10,1,1,825,-7.8349
1983,10,1,2,335,-5.3274
1983,10,1,3,258,-6.6686
1983,10,1,4,183,-7.0738
1983,10,1,5,265,-6.3979
1983,10,2,1,114,-7.3837
1983,10,2,2,103,-5.2883
1983,10,2,3,104,-6.5207
1983,10,2,4,82,-4.9158
1983,10,2,5,119,-8.5817
1983,10,3,1,63,-4.1935
1983,10,3,2,84,-2.2255
1983,10,3,3,99,-2.1143
1983,10,3,4,121,-0.5592
1983,10,3,5,156,-2.1624
1983,11,1,1,820,2.2387
1983,11,1,2,335,4.0082
1983,11,1,3,258,4.6816
1983,11,1,4,183,4.8430
1983,11,1,5,265,3.7756
1983,11,2,1,113,5.8409
1983,11,2,2,102,7.5217
1983,11,2,3,104,5.6701
1983,11,2,4,81,5.1272
1983,11,2,5,119,6.1502
1983,11,3,1,63,9.3635
1983,11,3,2,84,3.8622
1983,11,3,3,99,2.6016
1983,11,3,4,121,2.2656
1983,11,3,5,156,0.9930
1983,12,1,1,812,-2.8044
1983,12,1,2,336,-0.9089
1983,12,1,3,259,-1.4706
1983,12,1,4,183,0.1678
1983,12,1,5,263,-1.3751
1983,12,2,1,113,-1.8743
1983,12,2,2,101,-1.3454
1983,12,2,3,104,-1.0814
1983,12,2,4,81,-0.6419
1983,12,2,5,119,-1.5628
1983,12,3,1,63,-1.9333
1983,12,3,2,84,-1.7666
1983,12,3,3,99,-0.5447
1983,12,3,4,121,0.0454
1983,12,3,5,156,0.4780
1984,1,1,1,802,-0.2768
1984,1,1,2,334,-0.2877
1984,1,1,3,257,0.2319
1984,1,1,4,182,-0.8631
1984,1,1,5,261,0.0830
1984,1,2,1,113,-3.4697
1984,1,2,2,101,-3.1647
1984,1,2,3,104,-3.8827
1984,1,2,4,80,-2.6011
1984,1,2,5,119,-3.1782
1984,1,3,1,63,-4.2198
1984,1,3,2,84,-0.2534
1984,1,3,3,98,1.8046
1984,1,3,4,121,-1.1756
1984,1,3,5,156,-3.4772
1984,2,1,1,788,-5.8730
1984,2,1,2,329,-6.1732
1984,2,1,3,254,-6.6392
1984,2,1,4,178,-5.2643
1984,2,1,5,260,-7.0426
1984,2,2,1,113,-6.3371
1984,2,2,2,100,-3.8629
1984,2,2,3,104,-3.7949
1984,2,2,4,80,-6.9484
1984,2,2,5,118,-6.4216
1984,2,3,1,63,-4.6257
1984,2,3,2,84,-5.0175
1984,2,3,3,98,-2.3409
1984,2,3,4,121,-2.5608
1984,2,3,5,156,-4.0496
1984,3,1,1,783,0.5337
1984,3,1,2,325,1.3409
1984,3,1,3,254,0.8454
1984,3,1,4,177,1.1283
1984,3,1,5,257,2.1602
1984,3,2,1,111,2.8506
1984,3,2,2,97,0.0214
1984,3,2,3,103,0.5538
1984,3,2,4,79,1.5982
1984,3,2,5,117,1.5175
1984,3,3,1,63,2.9353
1984,3,3,2,83,3.2737
1984,3,3,3,98,1.6024
1984,3,3,4,121,1.4357
1984,3,3,5,155,1.6181
1984,4,1,1,780,-3.8626
1984,4,1,2,325,-2.3921
1984,4,1,3,254,0.2279
1984,4,1,4,177,-1.1429
1984,4,1,5,254,-0.8342
1984,4,2,1,110,-1.5117
1984,4,2,2,95,0.1430
1984,4,2,3,103,0.8968
1984,4,2,4,78,1.9148
1984,4,2,5,117,1.4223
1984,4,3,1,63,-4.3659
1984,4,3,2,83,0.3768
1984,4,3,3,98,1.3654
1984,4,3,4,121,2.6279
1984,4,3,5,155,1.0929
1984,5,1,1,775,-5.4524
1984,5,1,2,322,-5.3306
1984,5,1,3,254,-4.9303
1984,5,1,4,175,-5.1060
1984,5,1,5,253,-4.5545
1984,5,2,1,110,-8.4045
1984,5,2,2,94,-6.0095
1984,5,2,3,101,-4.6835
1984,5,2,4,78,-5.3805
1984,5,2,5,116,-4.4513
1984,5,3,1,63,-8.0479
1984,5,3,2,83,-7.7342
1984,5,3,3,97,-5.1121
1984,5,3,4,121,-3.6622
1984,5,3,5,155,-4.8978
1984,6,1,1,766,0.1096
1984,6,1,2,320,2.3245
1984,6,1,3,253,3.1814
1984,6,1,4,175,2.7070
1984,6,1,5,251,4.7884
1984,6,2,1,110,3.1290
1984,6,2,2,94,3.0450
1984,6,2,3,101,4.3551
1984,6,2,4,76,1.9569
1984,6,2,5,115,3.8104
1984,6,3,1,63,2.4040
1984,6,3,2,83,2.6507
1984,6,3,3,97,1.5715
1984,6,3,4,121,3.5017
1984,6,3,5,155,2.2700
1984,7,1,1,942,-6.5363
1984,7,1,2,330,-5.0407
1984,7,1,3,263,-3.6918
1984,7,1,4,224,-4.2540
1984,7,1,5,233,-4.5858
1984,7,2,1,107,-6.6979
1984,7,2,2,83,-6.0925
1984,7,2,3,82,-6.1848
1984,7,2,4,103,-3.0328
1984,7,2,5,129,-4.4833
1984,7,3,1,46,-7.1770
1984,7,3,2,89,-2.4862
1984,7,3,3,101,-4.1973
1984,7,3,4,118,-2.8523
1984,7,3,5,157,0.1958
1984,8,1,1,934,8.5604
1984,8,1,2,326,10.5046
1984,8,1,3,261,10.4051
1984,8,1,4,223,10.0637
1984,8,1,5,232,13.5445
1984,8,2,1,107,15.0998
1984,8,2,2,83,13.7225
1984,8,2,3,82,12.7001
1984,8,2,4,102,12.6103
1984,8,2,5,128,13.3536
1984,8,3,1,44,15.7690
1984,8,3,2,89,11.5092
1984,8,3,3,101,12.6856
1984,8,3,4,116,11.4102
1984,8,3,5,157,10.7225
1984,9,1,1,925,-2.0276
1984,9,1,2,325,1.2604
1984,9,1,3,260,-0.3283
1984,9,1,4,222,-1.0432
1984,9,1,5,230,-1.8059
1984,9,2,1,107,-1.8435
1984,9,2,2,83,-2.0202
1984,9,2,3,81,-0.7807
1984,9,2,4,101,0.1726
1984,9,2,5,127,-2.8375
1984,9,3,1,44,-3.1369
1984,9,3,2,88,-0.9955
1984,9,3,3,100,-0.9953
1984,9,3,4,116,0.3171
1984,9,3,5,157,-1.6901
1984,10,1,1,906,-3.9750
1984,10,1,2,321,-3.6406
1984,10,1,3,260,-2.7039
1984,10,1,4,222,-3.8629
1984,10,1,5,229,-1.0818
1984,10,2,1,107,-2.1733
1984,10,2,2,82,-0.1725
1984,10,2,3,81,-4.0607
1984,10,2,4,99,-0.8235
1984,10,2,5,125,-2.3158
1984,10,3,1,44,-2.2282
1984,10,3,2,85,-1.3480
1984,10,3,3,100,0.1598
1984,10,3,4,116,-0.6473
1984,10,3,5,157,1.4419
1984,11,1,1,893,-4.8237
1984,11,1,2,315,-4.6215
1984,11,1,3,259,-1.6692
1984,11,1,4,219,-2.3268
1984,11,1,5,228,-3.6805
1984,11,2,1,107,-4.3621
1984,11,2,2,82,-1.5273
1984,11,2,3,79,-0.5978
1984,11,2,4,99,-1.2666
1984,11,2,5,126,-2.6115
1984,11,3,1,44,-1.6784
1984,11,3,2,85,-1.0481
1984,11,3,3,99,-1.4051
1984,11,3,4,115,-1.4664
1984,11,3,5,156,-1.5053
1984,12,1,1,876,-0.9147
1984,12,1,2,311,1.3414
1984,12,1,3,256,0.7012
1984,12,1,4,218,1.4141
1984,12,1,5,226,1.3056
1984,12,2,1,107,1.1797
1984,12,2,2,81,0.3986
1984,12,2,3,79,4.0905
1984,12,2,4,98,2.3617
1984,12,2,5,126,2.3242
1984,12,3,1,43,3.3069
1984,12,3,2,84,0.3558
1984,12,3,3,98,1.0131
1984,12,3,4,113,1.8072
1984,12,3,5,156,2.8965
1985,1,1,1,869,13.7158
1985,1,1,2,309,10.9132
1985,1,1,3,254,12.3343
1985,1,1,4,216,11.7906
1985,1,1,5,226,12.8946
1985,1,2,1,107,11.6274
1985,1,2,2,81,12.3813
1985,1,2,3,79,9.3922
1985,1,2,4,98,11.3649
1985,1,2,5,125,13.5734
1985,1,3,1,43,11.6137
1985,1,3,2,84,8.6931
1985,1,3,3,98,7.7537
1985,1,3,4,111,8.2885
1985,1,3,5,156,8.1304
1985,2,1,1,856,3.3208
1985,2,1,2,304,3.2023
1985,2,1,3,253,3.2082
1985,2,1,4,214,4.3543
1985,2,1,5,225,5.1863
1985,2,2,1,107,0.6311
1985,2,2,2,81,1.6466
1985,2,2,3,78,3.2318
1985,2,2,4,97,3.9103
1985,2,2,5,124,0.7213
1985,2,3,1,43,-1.7291
1985,2,3,2,84,0.9690
1985,2,3,3,98,1.6735
1985,2,3,4,109,2.7581
1985,2,3,5,156,0.9173
1985,3,1,1,847,-2.8386
1985,3,1,2,300,-1.3682
1985,3,1,3,247,-1.9597
1985,3,1,4,213,-1.0559
1985,3,1,5,224,-0.7051
1985,3,2,1,107,-3.5006
1985,3,2,2,80,-2.9819
1985,3,2,3,78,-2.1418
1985,3,2,4,95,-1.4831
1985,3,2,5,122,-2.4257
1985,3,3,1,43,-1.1563
1985,3,3,2,84,1.0784
1985,3,3,3,98,0.6149
1985,3,3,4,108,0.4023
1985,3,3,5,156,-2.1034
1985,4,1,1,842,-1.0353
1985,4,1,2,298,-1.5317
1985,4,1,3,246,-2.1391
1985,4,1,4,209,-0.9265
1985,4,1,5,224,-3.3673
1985,4,2,1,107,-3.5935
1985,4,2,2,79,-2.8608
1985,4,2,3,78,-0.8687
1985,4,2,4,95,-1.4999
1985,4,2,5,122,-2.1814
1985,4,3,1,43,-2.9069
1985,4,3,2,84,1.0464
1985,4,3,3,98,-0.2257
1985,4,3,4,108,0.4597
1985,4,3,5,156,-2.2109
1985,5,1,1,833,1.3635
1985,5,1,2,297,2.7277
1985,5,1,3,244,3.3789
1985,5,1,4,208,3.5008
1985,5,1,5,223,3.0542
1985,5,2,1,107,4.2425
1985,5,2,2,79,3.3302
1985,5,2,3,77,2.5366
1985,5,2,4,95,4.4399
1985,5,2,5,121,4.4099
1985,5,3,1,43,5.3808
1985,5,3,2,84,6.5051
1985,5,3,3,98,5.1906
1985,5,3,4,108,5.8167
1985,5,3,5,156,5.6578
1985,6,1,1,826,-0.1550
1985,6,1,2,296,-0.1714
1985,6,1,3,243,0.4901
1985,6,1,4,202,0.8230
1985,6,1,5,223,-0.1700
1985,6,2,1,106,-0.2383
1985,6,2,2,77,-0.7546
1985,6,2,3,76,0.5025
1985,6,2,4,94,2.8153
1985,6,2,5,119,1.4252
1985,6,3,1,43,0.1646
1985,6,3,2,84,1.2750
1985,6,3,3,97,1.0579
1985,6,3,4,108,1.7457
1985,6,3,5,156,0.8231
1985,7,1,1,962,2.3799
1985,7,1,2,344,2.1953
1985,7,1,3,265,4.1172
1985,7,1,4,218,3.8205
1985,7,1,5,252,3.3554
1985,7,2,1,118,4.2542
1985,7,2,2,88,3.7274
1985,7,2,3,104,3.2268
1985,7,2,4,84,1.9934
1985,7,2,5,126,3.6889
1985,7,3,1,41,-3.5346
1985,7,3,2,79,1.3671
1985,7,3,3,102,0.6262
1985,7,3,4,123,-0.0660
1985,7,3,5,158,1.2759
1985,8,1,1,956,-1.0918
1985,8,1,2,343,-1.1052
1985,8,1,3,263,0.2744
1985,8,1,4,213,-1.0335
1985,8,1,5,249,-1.3026
1985,8,2,1,118,-1.7320
1985,8,2,2,88,-2.2932
1985,8,2,3,104,0.2200
1985,8,2,4,84,-1.4532
1985,8,2,5,126,-1.9020
1985,8,3,1,41,-0.9433
1985,8,3,2,79,0.8162
1985,8,3,3,102,-0.9856
1985,8,3,4,123,0.4621
1985,8,3,5,158,-1.3736
1985,9,1,1,943,-6.7408
1985,9,1,2,341,-5.0767
1985,9,1,3,259,-5.5423
1985,9,1,4,212,-5.4573
1985,9,1,5,247,-4.0568
1985,9,2,1,117,-6.9450
1985,9,2,2,88,-5.1792
1985,9,2,3,104,-5.2998
1985,9,2,4,84,-6.0129
1985,9,2,5,125,-6.8843
1985,9,3,1,41,-3.2497
1985,9,3,2,79,-4.5276
1985,9,3,3,102,-3.7214
1985,9,3,4,121,-0.8890
1985,9,3,5,157,-3.1655
1985,10,1,1,938,1.1447
1985,10,1,2,339,2.1496
1985,10,1,3,256,3.3827
1985,10,1,4,210,4.0232
1985,10,1,5,245,1.7669
1985,10,2,1,116,4.7015
1985,10,2,2,88,3.6102
1985,10,2,3,104,3.2028
1985,10,2,4,84,1.3982
1985,10,2,5,125,4.6817
1985,10,3,1,41,0.3972
1985,10,3,2,78,4.0879
1985,10,3,3,101,3.2672
1985,10,3,4,118,4.9038
1985,10,3,5,156,3.9199
1985,11,1,1,929,5.8086
1985,11,1,2,337,6.6020
1985,11,1,3,251,5.4852
1985,11,1,4,206,5.9360
1985,11,1,5,243,4.6403
1985,11,2,1,116,7.9390
1985,11,2,2,87,7.2888
1985,11,2,3,103,5.1756
1985,11,2,4,84,6.1285
1985,11,2,5,121,9.7453
1985,11,3,1,41,10.1427
1985,11,3,2,77,6.5266
1985,11,3,3,101,8.1741
1985,11,3,4,118,4.6004
1985,11,3,5,155,8.9986
1985,12,1,1,915,3.3407
1985,12,1,2,335,4.3056
1985,12,1,3,250,1.7260
1985,12,1,4,204,4.2648
1985,12,1,5,243,4.4299
1985,12,2,1,116,4.7453
1985,12,2,2,87,5.4449
1985,12,2,3,103,4.2105
1985,12,2,4,82,3.3169
1985,12,2,5,119,5.4928
1985,12,3,1,41,4.8251
1985,12,3,2,77,6.0058
1985,12,3,3,100,4.1212
1985,12,3,4,116,1.6491
1985,12,3,5,155,5.7896
1986,1,1,1,894,3.3659
1986,1,1,2,332,2.6734
1986,1,1,3,250,-0.2320
1986,1,1,4,203,2.7386
1986,1,1,5,241,2.0160
1986,1,2,1,116,0.1967
1986,1,2,2,85,-1.0249
1986,1,2,3,103,0.2868
1986,1,2,4,82,1.5631
1986,1,2,5,117,2.0489
1986,1,3,1,41,-4.6412
1986,1,3,2,77,2.1940
1986,1,3,3,99,0.6344
1986,1,3,4,114,-1.3900
1986,1,3,5,155,0.3879
1986,2,1,1,888,5.6276
1986,2,1,2,329,6.7177
1986,2,1,3,248,6.1191
1986,2,1,4,203,6.9829
1986,2,1,5,240,6.3807
1986,2,2,1,115,5.6809
1986,2,2,2,85,6.4610
1986,2,2,3,103,5.9350
1986,2,2,4,82,8.5842
1986,2,2,5,116,7.2983
1986,2,3,1,41,6.7614
1986,2,3,2,76,8.0686
1986,2,3,3,99,7.9601
1986,2,3,4,114,7.1721
1986,2,3,5,154,7.7799
1986,3,1,1,885,4.1184
1986,3,1,2,325,4.7579
1986,3,1,3,248,5.0702
1986,3,1,4,203,5.6132
1986,3,1,5,238,5.6445
1986,3,2,1,114,6.8303
1986,3,2,2,84,5.9747
1986,3,2,3,102,6.5876
1986,3,2,4,82,5.3745
1986,3,2,5,116,3.3545
1986,3,3,1,41,2.5916
1986,3,3,2,76,5.0270
1986,3,3,3,99,4.6789
1986,3,3,4,113,4.1676
1986,3,3,5,154,7.0344
1986,4,1,1,876,2.2881
1986,4,1,2,323,0.0227
1986,4,1,3,246,0.7340
1986,4,1,4,202,2.3624
1986,4,1,5,238,2.7874
1986,4,2,1,114,0.5102
1986,4,2,2,84,0.1324
1986,4,2,3,102,0.1630
1986,4,2,4,82,1.5042
1986,4,2,5,115,4.2597
1986,4,3,1,40,3.3243
1986,4,3,2,76,-0.8643
1986,4,3,3,99,-1.6793
1986,4,3,4,113,0.5884
1986,4,3,5,154,0.3806
1986,5,1,1,869,2.8115
1986,5,1,2,322,4.9747
1986,5,1,3,242,3.5086
1986,5,1,4,199,4.4146
1986,5,1,5,237,4.4511
1986,5,2,1,113,1.8938
1986,5,2,2,84,3.3641
1986,5,2,3,101,3.6875
1986,5,2,4,81,5.5478
1986,5,2,5,114,4.3901
1986,5,3,1,40,2.5799
1986,5,3,2,74,5.1639
1986,5,3,3,98,5.5297
1986,5,3,4,113,6.7987
1986,5,3,5,153,5.3276
1986,6,1,1,856,-1.3213
1986,6,1,2,321,0.6773
1986,6,1,3,240,-1.2670
1986,6,1,4,197,1.0278
1986,6,1,5,234,0.7495
1986,6,2,1,112,-1.5533
1986,6,2,2,84,-0.4915
1986,6,2,3,101,-0.2856
1986,6,2,4,81,0.8041
1986,6,2,5,114,0.0436
1986,6,3,1,38,-0.2757
