year,month,rank_ME,rank_TBIq_12,nstocks,ret_vw
1978,8,1,5,483,9.2908
1978,8,2,1,240,5.8890
1978,8,2,2,251,9.0720
1978,8,2,3,243,7.6170
1978,8,2,4,269,9.1576
1978,8,2,5,258,8.9928
1978,8,3,1,246,2.1320
1978,8,3,2,352,3.5484
1978,8,3,3,359,3.3207
1978,8,3,4,307,2.9090
1978,8,3,5,235,4.9647
1978,9,1,1,489,0.0827
1978,9,1,2,404,-1.5943
1978,9,1,3,425,-1.5221
1978,9,1,4,450,-1.5193
1978,9,1,5,486,-1.7423
1978,9,2,1,245,-0.4499
1978,9,2,2,252,-1.2305
1978,9,2,3,245,-3.1491
1978,9,2,4,275,-1.6121
1978,9,2,5,261,-1.8791
1978,9,3,1,247,-0.7145
1978,9,3,2,349,-0.2563
1978,9,3,3,359,-2.3071
1978,9,3,4,304,-1.4106
1978,9,3,5,231,1.4654
1978,10,1,1,479,-24.7267
1978,10,1,2,373,-24.0579
1978,10,1,3,401,-22.7969
1978,10,1,4,428,-22.5014
1978,10,1,5,468,-24.2806
1978,10,2,1,236,-21.5645
1978,10,2,2,233,-19.2026
1978,10,2,3,232,-19.1366
1978,10,2,4,260,-19.1912
1978,10,2,5,253,-19.9364
1978,10,3,1,233,-10.1362
1978,10,3,2,322,-9.2093
1978,10,3,3,341,-8.4414
1978,10,3,4,285,-10.5181
1978,10,3,5,217,-10.4229
1978,11,1,1,504,7.9655
1978,11,1,2,407,7.8396
1978,11,1,3,425,8.9649
1978,11,1,4,445,7.9789
1978,11,1,5,485,7.6535
1978,11,2,1,251,7.2282
1978,11,2,2,244,8.0629
1978,11,2,3,253,7.4637
1978,11,2,4,270,5.2576
1978,11,2,5,259,5.6518
1978,11,3,1,238,3.5635
1978,11,3,2,343,3.3846
1978,11,3,3,355,2.6617
1978,11,3,4,297,2.6213
1978,11,3,5,238,4.3210
1978,12,1,1,499,1.8737
1978,12,1,2,405,2.1251
1978,12,1,3,425,1.4635
1978,12,1,4,451,0.5862
1978,12,1,5,482,0.7426
1978,12,2,1,254,1.4720
1978,12,2,2,252,2.1642
1978,12,2,3,255,3.0547
1978,12,2,4,274,2.3947
1978,12,2,5,262,2.4372
1978,12,3,1,235,-0.2103
1978,12,3,2,340,0.8752
1978,12,3,3,354,3.1587
1978,12,3,4,298,1.9535
1978,12,3,5,237,1.3382
1979,1,1,1,472,10.9792
1979,1,1,2,383,9.5475
1979,1,1,3,395,9.0303
1979,1,1,4,420,11.3049
1979,1,1,5,466,10.5897
1979,1,2,1,247,7.9600
1979,1,2,2,242,8.1324
1979,1,2,3,239,6.7997
1979,1,2,4,267,8.1851
1979,1,2,5,257,7.6265
1979,1,3,1,227,6.9376
1979,1,3,2,317,4.2232
1979,1,3,3,337,3.2970
1979,1,3,4,290,3.9396
1979,1,3,5,223,4.4702
1979,2,1,1,493,-1.9571
1979,2,1,2,409,-1.6720
1979,2,1,3,402,-2.7070
1979,2,1,4,448,-2.6745
1979,2,1,5,476,-2.0996
1979,2,2,1,248,-1.9245
1979,2,2,2,252,-2.0669
1979,2,2,3,261,-3.5448
1979,2,2,4,283,-4.1074
1979,2,2,5,253,-3.0523
1979,2,3,1,240,-2.5773
1979,2,3,2,335,-2.3577
1979,2,3,3,352,-3.1067
1979,2,3,4,296,-3.6017
1979,2,3,5,231,-2.4619
1979,3,1,1,489,9.9057
1979,3,1,2,408,9.1585
1979,3,1,3,406,9.0871
1979,3,1,4,449,9.4530
1979,3,1,5,483,8.7173
1979,3,2,1,247,9.9492
1979,3,2,2,253,10.5766
1979,3,2,3,266,10.7472
1979,3,2,4,279,9.7656
1979,3,2,5,254,9.4544
1979,3,3,1,236,6.0101
1979,3,3,2,338,5.0417
1979,3,3,3,350,5.8628
1979,3,3,4,296,5.1700
1979,3,3,5,235,7.3618
1979,4,1,1,467,2.4898
1979,4,1,2,374,2.7492
1979,4,1,3,382,2.7039
1979,4,1,4,417,2.3201
1979,4,1,5,459,2.0999
1979,4,2,1,238,2.8308
1979,4,2,2,238,2.0661
1979,4,2,3,258,2.0492
1979,4,2,4,266,2.0975
1979,4,2,5,238,2.8194
1979,4,3,1,222,-2.4725
1979,4,3,2,313,-0.5479
1979,4,3,3,328,0.4163
1979,4,3,4,275,0.8592
1979,4,3,5,227,2.9799
1979,5,1,1,492,-0.6731
1979,5,1,2,407,-0.8738
1979,5,1,3,414,-1.3632
1979,5,1,4,446,-1.6272
1979,5,1,5,477,-0.6933
1979,5,2,1,251,-0.6206
1979,5,2,2,271,-1.5282
1979,5,2,3,280,-1.7752
1979,5,2,4,295,-2.2054
1979,5,2,5,247,-1.2876
1979,5,3,1,246,-0.4792
1979,5,3,2,335,-1.2326
1979,5,3,3,352,-2.1076
1979,5,3,4,304,-1.5312
1979,5,3,5,246,-2.2065
1979,6,1,1,493,6.9596
1979,6,1,2,405,6.3254
1979,6,1,3,423,3.9767
1979,6,1,4,437,2.8765
1979,6,1,5,479,5.0873
1979,6,2,1,254,5.8437
1979,6,2,2,276,5.1360
1979,6,2,3,284,5.1097
1979,6,2,4,299,3.7871
1979,6,2,5,251,3.0872
1979,6,3,1,246,5.1762
1979,6,3,2,337,4.0557
1979,6,3,3,355,2.7789
1979,6,3,4,305,2.8355
1979,6,3,5,249,6.3950
1979,7,1,1,451,0.9727
1979,7,1,2,368,2.0495
1979,7,1,3,397,3.4425
1979,7,1,4,411,2.9830
1979,7,1,5,451,2.6088
1979,7,2,1,230,4.1227
1979,7,2,2,254,2.4587
1979,7,2,3,271,2.4206
1979,7,2,4,283,2.5598
1979,7,2,5,228,4.3186
1979,7,3,1,230,1.6388
1979,7,3,2,322,0.6619
1979,7,3,3,327,0.8002
1979,7,3,4,285,0.5582
1979,7,3,5,230,2.9255
1979,8,1,1,464,7.5751
1979,8,1,2,378,9.0784
1979,8,1,3,424,9.0348
1979,8,1,4,433,8.2809
1979,8,1,5,473,8.4795
1979,8,2,1,243,7.1529
1979,8,2,2,267,8.4712
1979,8,2,3,290,8.9615
1979,8,2,4,305,8.4180
1979,8,2,5,248,9.0651
1979,8,3,1,251,5.8919
1979,8,3,2,347,5.7143
1979,8,3,3,344,6.3592
1979,8,3,4,307,6.4122
1979,8,3,5,246,7.2963
1979,9,1,1,462,0.6906
1979,9,1,2,381,-1.3891
1979,9,1,3,427,-0.2827
1979,9,1,4,434,-1.3622
1979,9,1,5,472,-0.3932
1979,9,2,1,242,0.5773
1979,9,2,2,271,-0.1813
1979,9,2,3,296,0.5355
1979,9,2,4,303,-0.1781
1979,9,2,5,253,-0.8137
1979,9,3,1,252,-0.1962
1979,9,3,2,348,0.1123
1979,9,3,3,343,-0.8468
1979,9,3,4,310,-1.0047
1979,9,3,5,247,3.0620
1979,10,1,1,438,-11.3943
1979,10,1,2,353,-10.1522
1979,10,1,3,407,-10.2306
1979,10,1,4,404,-9.3817
1979,10,1,5,448,-10.3347
1979,10,2,1,237,-10.4245
1979,10,2,2,257,-8.8533
1979,10,2,3,284,-9.0119
1979,10,2,4,297,-9.6162
1979,10,2,5,250,-10.0125
1979,10,3,1,241,-7.4178
1979,10,3,2,338,-5.9938
1979,10,3,3,324,-7.3775
1979,10,3,4,298,-7.4932
1979,10,3,5,235,-3.8620
1979,11,1,1,470,10.0744
1979,11,1,2,375,9.3625
1979,11,1,3,429,8.1142
1979,11,1,4,425,7.6812
1979,11,1,5,469,7.5292
1979,11,2,1,246,9.0024
1979,11,2,2,276,8.8664
1979,11,2,3,304,8.8705
1979,11,2,4,310,8.0099
1979,11,2,5,267,7.8691
1979,11,3,1,260,6.2093
1979,11,3,2,358,6.8195
1979,11,3,3,344,4.6400
1979,11,3,4,316,4.5699
1979,11,3,5,244,6.5046
1979,12,1,1,474,10.7370
1979,12,1,2,377,8.6988
1979,12,1,3,434,7.1993
1979,12,1,4,427,8.6294
1979,12,1,5,475,6.1343
1979,12,2,1,249,7.1407
1979,12,2,2,280,5.5857
1979,12,2,3,306,5.5619
1979,12,2,4,314,5.5181
1979,12,2,5,269,6.2071
1979,12,3,1,262,3.1590
1979,12,3,2,360,1.8804
1979,12,3,3,345,2.9083
1979,12,3,4,317,1.5358
1979,12,3,5,244,1.6438
1980,1,1,1,445,12.5631
1980,1,1,2,355,10.9004
1980,1,1,3,407,9.9899
1980,1,1,4,407,8.3407
1980,1,1,5,453,10.3311
1980,1,2,1,240,8.4126
1980,1,2,2,260,7.6712
1980,1,2,3,295,6.8457
1980,1,2,4,292,6.0441
1980,1,2,5,261,6.4259
1980,1,3,1,254,5.7196
1980,1,3,2,344,4.4733
1980,1,3,3,329,7.3250
1980,1,3,4,305,4.7807
1980,1,3,5,239,9.7521
1980,2,1,1,460,-0.7869
1980,2,1,2,367,-1.2947
1980,2,1,3,426,-2.5057
1980,2,1,4,423,-1.9577
1980,2,1,5,474,-2.5115
1980,2,2,1,255,0.0207
1980,2,2,2,279,-1.3388
1980,2,2,3,311,-1.8931
1980,2,2,4,306,-3.7892
1980,2,2,5,279,-2.8097
1980,2,3,1,279,-0.9305
1980,2,3,2,367,-0.2058
1980,2,3,3,358,-2.5930
1980,2,3,4,332,-2.4384
1980,2,3,5,253,7.7762
1980,3,1,1,457,-20.4480
1980,3,1,2,362,-19.7181
1980,3,1,3,426,-17.2469
1980,3,1,4,424,-17.1179
1980,3,1,5,469,-17.5254
1980,3,2,1,257,-18.1727
1980,3,2,2,285,-16.8722
1980,3,2,3,306,-15.9899
1980,3,2,4,306,-15.1122
1980,3,2,5,276,-16.7184
1980,3,3,1,283,-10.8736
1980,3,3,2,363,-9.3148
1980,3,3,3,360,-9.5432
1980,3,3,4,330,-9.8086
1980,3,3,5,253,-14.4858
1980,4,1,1,434,6.5172
1980,4,1,2,333,7.3537
1980,4,1,3,394,7.1215
1980,4,1,4,394,5.6739
1980,4,1,5,449,6.6014
1980,4,2,1,243,6.2343
1980,4,2,2,266,7.4718
1980,4,2,3,292,5.1064
1980,4,2,4,299,5.0134
1980,4,2,5,267,6.5035
1980,4,3,1,268,6.4050
1980,4,3,2,348,5.6899
1980,4,3,3,335,4.6565
1980,4,3,4,310,3.0140
1980,4,3,5,236,4.6583
1980,5,1,1,451,5.8129
1980,5,1,2,364,6.5973
1980,5,1,3,413,6.4508
1980,5,1,4,418,6.4989
1980,5,1,5,453,6.9863
1980,5,2,1,260,9.3155
1980,5,2,2,283,7.7501
1980,5,2,3,306,8.2720
1980,5,2,4,310,8.6003
1980,5,2,5,276,7.6672
1980,5,3,1,280,6.1920
1980,5,3,2,369,6.0016
1980,5,3,3,358,5.5347
1980,5,3,4,317,5.4501
1980,5,3,5,256,5.1507
1980,6,1,1,447,4.3091
1980,6,1,2,368,2.6624
1980,6,1,3,411,2.7197
1980,6,1,4,419,2.9985
1980,6,1,5,455,5.0435
1980,6,2,1,258,5.2193
1980,6,2,2,284,4.5322
1980,6,2,3,306,3.6655
1980,6,2,4,313,3.1311
1980,6,2,5,277,4.5623
1980,6,3,1,279,3.2122
1980,6,3,2,367,2.3108
1980,6,3,3,365,3.4427
1980,6,3,4,325,4.0909
1980,6,3,5,255,3.3199
1980,7,1,1,419,11.1131
1980,7,1,2,343,12.4542
1980,7,1,3,374,12.0609
1980,7,1,4,385,12.4239
1980,7,1,5,438,11.5253
1980,7,2,1,248,10.2601
1980,7,2,2,258,10.7178
1980,7,2,3,288,12.1821
1980,7,2,4,290,13.0896
1980,7,2,5,262,11.1961
1980,7,3,1,258,6.5805
1980,7,3,2,337,5.8661
1980,7,3,3,334,7.4288
1980,7,3,4,298,9.3659
1980,7,3,5,231,5.7046
1980,8,1,1,438,9.0690
1980,8,1,2,369,7.2202
1980,8,1,3,383,8.2557
1980,8,1,4,410,8.8305
1980,8,1,5,443,8.1975
1980,8,2,1,257,5.4993
1980,8,2,2,278,4.0919
1980,8,2,3,296,5.3509
1980,8,2,4,301,5.8781
1980,8,2,5,273,5.3359
1980,8,3,1,267,0.4396
1980,8,3,2,352,2.0163
1980,8,3,3,365,1.5133
1980,8,3,4,318,2.1657
1980,8,3,5,242,1.8492
1980,9,1,1,436,3.5631
1980,9,1,2,370,3.1906
1980,9,1,3,383,3.4418
1980,9,1,4,408,3.3442
1980,9,1,5,440,4.0167
1980,9,2,1,257,3.1499
1980,9,2,2,276,2.6314
1980,9,2,3,289,3.8490
1980,9,2,4,300,3.9999
1980,9,2,5,285,4.3780
1980,9,3,1,269,1.8650
1980,9,3,2,354,2.2133
1980,9,3,3,365,3.5038
1980,9,3,4,317,1.9129
1980,9,3,5,244,4.7507
1980,10,1,1,409,4.9538
1980,10,1,2,327,5.2430
1980,10,1,3,361,5.1603
1980,10,1,4,390,6.1365
1980,10,1,5,415,5.3651
1980,10,2,1,245,3.6879
1980,10,2,2,264,3.7299
1980,10,2,3,267,4.0846
1980,10,2,4,277,2.4875
1980,10,2,5,267,1.9985
1980,10,3,1,249,-0.1682
1980,10,3,2,343,-0.4313
1980,10,3,3,356,2.5808
1980,10,3,4,304,1.7267
1980,10,3,5,235,5.1504
1980,11,1,1,429,9.0007
1980,11,1,2,355,6.1942
1980,11,1,3,377,6.5486
1980,11,1,4,406,5.4213
1980,11,1,5,429,4.4849
1980,11,2,1,273,9.0298
1980,11,2,2,281,8.2595
1980,11,2,3,278,8.8979
1980,11,2,4,294,6.4573
1980,11,2,5,282,4.6367
1980,11,3,1,263,6.6717
1980,11,3,2,369,8.8450
1980,11,3,3,380,13.6099
1980,11,3,4,316,10.6042
1980,11,3,5,250,16.2025
1980,12,1,1,426,-3.7833
1980,12,1,2,355,-2.4406
1980,12,1,3,378,-2.6994
1980,12,1,4,404,-3.7514
1980,12,1,5,422,-4.5296
1980,12,2,1,270,-1.9968
1980,12,2,2,287,-2.1832
1980,12,2,3,280,-2.5155
1980,12,2,4,303,-3.1669
1980,12,2,5,281,-2.7656
1980,12,3,1,258,-1.3928
1980,12,3,2,372,-2.1361
1980,12,3,3,387,-3.0412
1980,12,3,4,323,-3.5677
1980,12,3,5,251,-7.8085
1981,1,1,1,393,-0.4829
1981,1,1,2,326,-0.8321
1981,1,1,3,338,-0.0646
1981,1,1,4,384,0.3703
1981,1,1,5,412,1.0880
1981,1,2,1,264,-1.5535
1981,1,2,2,270,-1.2790
1981,1,2,3,264,-0.8426
1981,1,2,4,287,-0.2659
1981,1,2,5,265,-0.0985
1981,1,3,1,247,-1.2159
1981,1,3,2,345,-1.8462
1981,1,3,3,370,-5.4274
1981,1,3,4,299,-5.7641
1981,1,3,5,237,-7.8275
1981,2,1,1,412,0.5409
1981,2,1,2,346,1.1768
1981,2,1,3,363,1.4580
1981,2,1,4,398,0.9068
1981,2,1,5,412,0.5110
1981,2,2,1,270,0.9628
1981,2,2,2,278,1.5182
1981,2,2,3,276,1.8156
1981,2,2,4,303,2.9817
1981,2,2,5,273,1.4662
1981,2,3,1,266,0.7762
1981,2,3,2,377,2.4754
1981,2,3,3,389,2.6891
1981,2,3,4,311,2.9988
1981,2,3,5,254,-0.1404
1981,3,1,1,409,8.5476
1981,3,1,2,339,9.5884
1981,3,1,3,355,8.7915
1981,3,1,4,395,9.8476
1981,3,1,5,411,10.1143
1981,3,2,1,270,7.6042
1981,3,2,2,280,6.4155
1981,3,2,3,269,8.2230
1981,3,2,4,301,8.3780
1981,3,2,5,275,7.3141
1981,3,3,1,262,8.4940
1981,3,3,2,375,4.4775
1981,3,3,3,384,2.7624
1981,3,3,4,309,4.3796
1981,3,3,5,252,1.2227
1981,4,1,1,386,3.8223
1981,4,1,2,304,3.8795
1981,4,1,3,329,2.8141
1981,4,1,4,370,3.9211
1981,4,1,5,385,4.0582
1981,4,2,1,260,1.4774
1981,4,2,2,267,1.0936
1981,4,2,3,249,1.7043
1981,4,2,4,282,3.8935
1981,4,2,5,259,4.3513
1981,4,3,1,241,-0.8586
1981,4,3,2,351,-0.3955
1981,4,3,3,348,-3.1874
1981,4,3,4,286,-2.3871
1981,4,3,5,244,-3.0037
1981,5,1,1,410,4.3179
1981,5,1,2,327,5.4600
1981,5,1,3,342,4.5967
1981,5,1,4,379,3.6985
1981,5,1,5,415,2.9703
1981,5,2,1,278,2.2812
1981,5,2,2,290,2.8067
1981,5,2,3,275,4.4848
1981,5,2,4,297,3.6590
1981,5,2,5,273,3.9645
1981,5,3,1,260,0.4637
1981,5,3,2,377,2.1428
1981,5,3,3,359,0.2204
1981,5,3,4,325,-0.0515
1981,5,3,5,263,-0.8855
1981,6,1,1,415,-0.5008
1981,6,1,2,330,0.0747
1981,6,1,3,349,0.0889
1981,6,1,4,372,0.7117
1981,6,1,5,418,-0.3621
1981,6,2,1,279,-2.6974
1981,6,2,2,292,-3.6466
1981,6,2,3,268,-3.1610
1981,6,2,4,300,-1.7367
1981,6,2,5,279,-1.7562
1981,6,3,1,265,-0.7411
1981,6,3,2,378,-1.2185
1981,6,3,3,359,-1.8589
1981,6,3,4,333,-1.4589
1981,6,3,5,263,1.7037
1981,7,1,1,385,-3.2612
1981,7,1,2,304,-2.3314
1981,7,1,3,319,-2.9068
1981,7,1,4,338,-2.6941
1981,7,1,5,395,-3.2372
1981,7,2,1,252,-1.3706
1981,7,2,2,258,-1.1886
1981,7,2,3,254,-3.0555
1981,7,2,4,270,-2.5316
1981,7,2,5,261,-1.7738
1981,7,3,1,247,-1.3163
1981,7,3,2,336,-0.7874
1981,7,3,3,323,0.4743
1981,7,3,4,307,0.9156
1981,7,3,5,236,3.6364
1981,8,1,1,517,-8.7093
1981,8,1,2,382,-7.2346
1981,8,1,3,383,-8.3375
1981,8,1,4,425,-7.7168
1981,8,1,5,486,-8.4140
1981,8,2,1,290,-7.3477
1981,8,2,2,287,-6.6678
1981,8,2,3,281,-6.6825
1981,8,2,4,294,-6.3848
1981,8,2,5,283,-7.2080
1981,8,3,1,263,-5.3473
1981,8,3,2,364,-4.7709
1981,8,3,3,343,-5.7867
1981,8,3,4,325,-5.0516
1981,8,3,5,252,-5.7714
1981,9,1,1,524,-9.0846
1981,9,1,2,394,-8.9576
1981,9,1,3,391,-6.5712
1981,9,1,4,440,-6.6987
1981,9,1,5,505,-7.4145
1981,9,2,1,293,-7.7586
1981,9,2,2,290,-6.2178
1981,9,2,3,284,-6.9698
1981,9,2,4,298,-7.4243
1981,9,2,5,278,-7.1237
1981,9,3,1,260,-6.5076
1981,9,3,2,362,-3.9980
1981,9,3,3,347,-5.7871
1981,9,3,4,322,-6.1005
1981,9,3,5,256,-8.1484
1981,10,1,1,516,11.1968
1981,10,1,2,380,8.3707
1981,10,1,3,374,8.4443
1981,10,1,4,424,10.1026
1981,10,1,5,483,9.7449
1981,10,2,1,278,6.5530
1981,10,2,2,276,6.2511
1981,10,2,3,268,7.2118
1981,10,2,4,292,9.4061
1981,10,2,5,268,8.7999
1981,10,3,1,244,4.6862
1981,10,3,2,341,4.3912
1981,10,3,3,315,5.6182
1981,10,3,4,304,8.4361
1981,10,3,5,246,6.2085
1981,11,1,1,609,2.4871
1981,11,1,2,457,2.3742
1981,11,1,3,445,3.0063
1981,11,1,4,496,3.3401
1981,11,1,5,571,2.7095
1981,11,2,1,296,2.9653
1981,11,2,2,289,3.8674
1981,11,2,3,292,4.0391
1981,11,2,4,313,2.5865
1981,11,2,5,291,4.1131
1981,11,3,1,265,5.5267
1981,11,3,2,361,4.4927
1981,11,3,3,339,4.6949
1981,11,3,4,323,3.4859
1981,11,3,5,259,5.2360
1981,12,1,1,633,-2.5728
1981,12,1,2,461,-2.4370
1981,12,1,3,452,-0.7448
1981,12,1,4,516,-1.2030
1981,12,1,5,584,-0.1391
1981,12,2,1,300,-2.4051
1981,12,2,2,294,-2.2853
1981,12,2,3,298,-0.8442
1981,12,2,4,320,-0.3120
1981,12,2,5,288,-0.5209
1981,12,3,1,265,-3.2113
1981,12,3,2,367,-1.9811
1981,12,3,3,341,-2.1231
1981,12,3,4,322,-2.6834
1981,12,3,5,257,-4.1441
1982,1,1,1,627,-1.9470
1982,1,1,2,433,-2.8097
1982,1,1,3,438,-2.2916
1982,1,1,4,510,-0.8966
1982,1,1,5,576,-0.6399
1982,1,2,1,290,-3.0858
1982,1,2,2,284,-4.2859
1982,1,2,3,286,-4.5968
1982,1,2,4,306,-4.3251
1982,1,2,5,276,-3.6096
1982,1,3,1,260,-1.7406
1982,1,3,2,346,-1.4641
1982,1,3,3,320,-2.7400
1982,1,3,4,302,-2.4563
1982,1,3,5,245,-3.3481
1982,2,1,1,735,-5.0574
1982,2,1,2,524,-4.8260
1982,2,1,3,534,-3.8329
1982,2,1,4,597,-3.2454
1982,2,1,5,669,-2.7489
1982,2,2,1,299,-4.6551
1982,2,2,2,305,-4.0102
1982,2,2,3,316,-3.8106
1982,2,2,4,326,-4.9890
1982,2,2,5,294,-3.9231
1982,2,3,1,283,-2.8182
1982,2,3,2,368,-4.3114
1982,2,3,3,351,-6.7467
1982,2,3,4,320,-5.8593
1982,2,3,5,260,-5.4788
1982,3,1,1,774,0.0799
1982,3,1,2,542,-0.9097
1982,3,1,3,554,-1.4501
1982,3,1,4,612,-0.8394
1982,3,1,5,680,-0.6736
1982,3,2,1,301,-1.6107
1982,3,2,2,306,-1.0190
1982,3,2,3,316,-1.0144
1982,3,2,4,330,-0.2195
1982,3,2,5,302,0.1285
1982,3,3,1,282,-0.2550
1982,3,3,2,368,-1.1164
1982,3,3,3,353,-1.0683
1982,3,3,4,321,-0.1782
1982,3,3,5,262,-1.2641
1982,4,1,1,769,5.1398
1982,4,1,2,533,4.5437
1982,4,1,3,550,5.5515
1982,4,1,4,617,5.3520
1982,4,1,5,684,5.9061
1982,4,2,1,280,5.7601
1982,4,2,2,284,5.3191
1982,4,2,3,305,5.7118
1982,4,2,4,315,6.5527
1982,4,2,5,301,6.0824
1982,4,3,1,264,4.1244
1982,4,3,2,339,3.2653
1982,4,3,3,333,4.7233
1982,4,3,4,297,6.4562
1982,4,3,5,251,3.6009
1982,5,1,1,902,-2.9461
1982,5,1,2,636,-1.6475
1982,5,1,3,639,-1.7639
1982,5,1,4,690,-1.6864
1982,5,1,5,750,-1.7295
1982,5,2,1,300,-4.0973
1982,5,2,2,311,-3.4644
1982,5,2,3,332,-2.9215
1982,5,2,4,342,-3.6366
1982,5,2,5,322,-2.1166
1982,5,3,1,289,-2.9948
1982,5,3,2,368,-3.8574
1982,5,3,3,360,-2.6484
1982,5,3,4,324,-2.8282
1982,5,3,5,273,-0.2202
1982,6,1,1,922,-4.1213
1982,6,1,2,653,-4.3238
1982,6,1,3,669,-2.6042
1982,6,1,4,717,-1.8474
1982,6,1,5,769,-2.0062
1982,6,2,1,299,-3.0629
1982,6,2,2,311,-2.5385
1982,6,2,3,340,-2.6226
1982,6,2,4,347,-1.3790
1982,6,2,5,320,-1.9593
1982,6,3,1,289,-1.6254
1982,6,3,2,369,-2.7453
1982,6,3,3,363,-1.9232
1982,6,3,4,327,-1.4907
1982,6,3,5,271,-2.2267
1982,7,1,1,907,-1.5252
1982,7,1,2,633,-1.0771
1982,7,1,3,648,-1.2219
1982,7,1,4,702,-1.1095
1982,7,1,5,748,-0.6050
1982,7,2,1,283,-2.7163
1982,7,2,2,297,-3.0673
1982,7,2,3,316,-1.2417
1982,7,2,4,331,-0.0592
1982,7,2,5,301,0.4240
1982,7,3,1,269,-1.8748
1982,7,3,2,337,-2.0531
1982,7,3,3,334,-2.3453
1982,7,3,4,294,-1.3961
1982,7,3,5,250,-3.0420
1982,8,1,1,1023,6.5264
1982,8,1,2,698,6.0125
1982,8,1,3,711,6.2933
1982,8,1,4,769,6.5479
1982,8,1,5,811,6.0790
1982,8,2,1,310,10.6695
1982,8,2,2,323,9.1188
1982,8,2,3,339,10.2516
1982,8,2,4,351,10.6075
1982,8,2,5,316,10.7149
1982,8,3,1,287,15.2520
1982,8,3,2,371,13.0379
1982,8,3,3,365,11.2878
1982,8,3,4,310,11.6586
1982,8,3,5,264,12.4381
1982,9,1,1,1052,2.4295
1982,9,1,2,718,3.0406
1982,9,1,3,733,3.5561
1982,9,1,4,776,5.4855
1982,9,1,5,833,5.9117
1982,9,2,1,316,1.6017
1982,9,2,2,319,1.5175
1982,9,2,3,343,2.5667
1982,9,2,4,350,4.6719
1982,9,2,5,314,4.4858
1982,9,3,1,284,-0.9051
1982,9,3,2,371,-0.1133
1982,9,3,3,366,1.1520
1982,9,3,4,304,2.2157
1982,9,3,5,267,2.3366
1982,10,1,1,1036,13.4166
1982,10,1,2,682,14.2666
1982,10,1,3,705,16.1880
1982,10,1,4,737,13.6157
1982,10,1,5,806,14.3094
1982,10,2,1,299,14.0932
1982,10,2,2,303,12.4399
1982,10,2,3,334,13.2916
1982,10,2,4,341,14.3947
1982,10,2,5,301,12.9126
1982,10,3,1,268,12.0913
1982,10,3,2,361,10.3691
1982,10,3,3,343,10.5326
1982,10,3,4,286,11.4757
1982,10,3,5,253,9.3285
1982,11,1,1,1132,8.7510
1982,11,1,2,748,11.4294
1982,11,1,3,753,9.2020
1982,11,1,4,780,10.7976
1982,11,1,5,854,11.4314
1982,11,2,1,310,7.9673
1982,11,2,2,326,7.7838
1982,11,2,3,349,8.7095
1982,11,2,4,354,9.3709
1982,11,2,5,319,9.3138
1982,11,3,1,291,5.1699
1982,11,3,2,390,4.5701
1982,11,3,3,363,3.8411
1982,11,3,4,301,5.3296
1982,11,3,5,263,3.1579
1982,12,1,1,1145,1.9601
1982,12,1,2,773,2.2116
1982,12,1,3,753,1.3982
1982,12,1,4,784,2.0883
1982,12,1,5,868,2.8635
1982,12,2,1,310,-0.0681
1982,12,2,2,334,1.9049
1982,12,2,3,357,1.5196
1982,12,2,4,358,1.8765
1982,12,2,5,317,1.9102
1982,12,3,1,293,0.7434
1982,12,3,2,393,0.9327
1982,12,3,3,363,1.6088
1982,12,3,4,304,2.7116
1982,12,3,5,264,2.2449
1983,1,1,1,1111,10.9852
1983,1,1,2,734,10.0327
1983,1,1,3,703,9.4208
1983,1,1,4,722,8.1646
1983,1,1,5,811,8.7104
1983,1,2,1,291,8.0702
1983,1,2,2,325,7.0629
1983,1,2,3,333,6.0910
1983,1,2,4,339,6.0082
1983,1,2,5,305,5.3769
1983,1,3,1,277,6.1483
1983,1,3,2,357,5.8998
1983,1,3,3,337,2.6517
1983,1,3,4,289,2.4454
1983,1,3,5,248,3.8420
1983,2,1,1,1188,3.9952
1983,2,1,2,783,4.9136
1983,2,1,3,734,6.5385
1983,2,1,4,763,7.5478
1983,2,1,5,833,7.0830
1983,2,2,1,318,3.3862
1983,2,2,2,335,4.8758
1983,2,2,3,344,6.2657
1983,2,2,4,367,5.5115
1983,2,2,5,328,6.7972
1983,2,3,1,295,3.7464
1983,2,3,2,379,2.3030
1983,2,3,3,348,2.2088
1983,2,3,4,302,3.0651
1983,2,3,5,262,2.5575
1983,3,1,1,1207,3.6234
1983,3,1,2,791,2.7599
1983,3,1,3,735,4.2710
1983,3,1,4,766,5.9594
1983,3,1,5,825,5.7235
1983,3,2,1,320,4.7218
1983,3,2,2,337,2.4341
1983,3,2,3,334,3.8395
1983,3,2,4,362,3.2999
1983,3,2,5,335,4.0641
1983,3,3,1,293,1.1017
1983,3,3,2,383,1.8561
1983,3,3,3,349,2.5330
1983,3,3,4,303,4.3165
1983,3,3,5,256,5.0182
1983,4,1,1,1155,7.5341
1983,4,1,2,745,7.9303
1983,4,1,3,686,8.2731
1983,4,1,4,702,7.5165
1983,4,1,5,766,8.3349
1983,4,2,1,295,6.6396
1983,4,2,2,315,5.8208
1983,4,2,3,310,7.6905
1983,4,2,4,348,6.9273
1983,4,2,5,320,7.4180
1983,4,3,1,269,6.6131
1983,4,3,2,346,5.5608
1983,4,3,3,330,6.2125
1983,4,3,4,288,7.2715
1983,4,3,5,231,8.7457
1983,5,1,1,1240,11.1271
1983,5,1,2,799,9.9402
