year,month,rank_ME,rank_SGq_1,nstocks,ret_vw
1982,5,3,1,99,-0.4640
1982,5,3,2,131,-2.2052
1982,5,3,3,118,-3.8704
1982,5,3,4,159,-1.9477
1982,5,3,5,148,-4.4768
1982,6,1,1,232,-3.0923
1982,6,1,2,136,-1.3908
1982,6,1,3,160,-3.2548
1982,6,1,4,128,-0.5918
1982,6,1,5,165,-4.5335
1982,6,2,1,92,-3.8712
1982,6,2,2,82,-0.8974
1982,6,2,3,97,-0.9383
1982,6,2,4,101,-1.3786
1982,6,2,5,114,-3.1248
1982,6,3,1,97,-3.5909
1982,6,3,2,130,-1.0345
1982,6,3,3,125,0.3335
1982,6,3,4,158,-1.5232
1982,6,3,5,148,-4.0196
1982,7,1,1,234,-1.4032
1982,7,1,2,138,-1.3433
1982,7,1,3,157,-2.7543
1982,7,1,4,117,1.0903
1982,7,1,5,171,-0.9097
1982,7,2,1,89,-0.9082
1982,7,2,2,85,-1.5637
1982,7,2,3,96,-0.5363
1982,7,2,4,106,1.9330
1982,7,2,5,113,-2.9959
1982,7,3,1,95,-6.2254
1982,7,3,2,134,-2.3634
1982,7,3,3,116,-0.5985
1982,7,3,4,151,0.7108
1982,7,3,5,154,-4.1819
1982,8,1,1,223,6.7970
1982,8,1,2,159,8.8852
1982,8,1,3,157,7.0392
1982,8,1,4,135,7.6306
1982,8,1,5,183,8.3294
1982,8,2,1,93,11.2776
1982,8,2,2,88,11.1338
1982,8,2,3,104,10.4081
1982,8,2,4,95,10.5695
1982,8,2,5,110,10.0574
1982,8,3,1,91,14.8497
1982,8,3,2,126,13.6317
1982,8,3,3,130,11.8065
1982,8,3,4,149,12.5635
1982,8,3,5,157,11.5484
1982,9,1,1,246,-0.1808
1982,9,1,2,168,3.7932
1982,9,1,3,163,4.3657
1982,9,1,4,148,5.9721
1982,9,1,5,184,3.5856
1982,9,2,1,95,1.2088
1982,9,2,2,94,2.7190
1982,9,2,3,96,2.3241
1982,9,2,4,104,4.2031
1982,9,2,5,107,2.9306
1982,9,3,1,90,-1.0516
1982,9,3,2,121,0.4846
1982,9,3,3,135,0.7039
1982,9,3,4,146,2.4183
1982,9,3,5,159,1.0373
1982,10,1,1,262,12.2950
1982,10,1,2,163,15.4302
1982,10,1,3,163,13.5137
1982,10,1,4,137,13.1774
1982,10,1,5,185,16.5133
1982,10,2,1,89,11.7767
1982,10,2,2,100,12.7904
1982,10,2,3,96,14.5340
1982,10,2,4,99,14.8782
1982,10,2,5,114,12.7205
1982,10,3,1,85,12.8690
1982,10,3,2,124,10.7650
1982,10,3,3,138,10.6050
1982,10,3,4,150,9.1039
1982,10,3,5,157,12.8275
1982,11,1,1,266,8.4239
1982,11,1,2,191,10.2209
1982,11,1,3,170,8.4107
1982,11,1,4,141,10.0706
1982,11,1,5,231,11.2905
1982,11,2,1,98,6.0018
1982,11,2,2,92,6.8550
1982,11,2,3,89,8.2919
1982,11,2,4,109,8.8072
1982,11,2,5,136,10.1028
1982,11,3,1,82,3.8622
1982,11,3,2,129,0.9471
1982,11,3,3,143,3.7220
1982,11,3,4,147,5.0718
1982,11,3,5,165,7.7801
1982,12,1,1,307,0.5987
1982,12,1,2,216,1.3203
1982,12,1,3,188,2.2606
1982,12,1,4,171,2.1875
1982,12,1,5,246,3.1681
1982,12,2,1,95,1.8485
1982,12,2,2,89,2.0353
1982,12,2,3,97,0.3494
1982,12,2,4,107,1.8921
1982,12,2,5,149,1.7309
1982,12,3,1,81,3.5443
1982,12,3,2,126,3.6686
1982,12,3,3,140,1.2369
1982,12,3,4,154,0.9511
1982,12,3,5,168,1.0840
1983,1,1,1,327,9.2765
1983,1,1,2,217,9.2307
1983,1,1,3,179,8.2229
1983,1,1,4,181,8.9184
1983,1,1,5,247,10.9519
1983,1,2,1,96,6.6063
1983,1,2,2,88,7.2195
1983,1,2,3,99,4.8953
1983,1,2,4,113,4.7403
1983,1,2,5,157,8.0324
1983,1,3,1,78,6.1810
1983,1,3,2,131,4.8381
1983,1,3,3,136,4.3657
1983,1,3,4,155,4.2759
1983,1,3,5,167,2.9640
1983,2,1,1,318,3.3393
1983,2,1,2,214,6.0319
1983,2,1,3,181,6.3836
1983,2,1,4,183,5.6755
1983,2,1,5,272,6.8420
1983,2,2,1,94,4.8336
1983,2,2,2,98,5.0033
1983,2,2,3,103,6.2555
1983,2,2,4,114,5.9289
1983,2,2,5,171,5.0278
1983,2,3,1,80,2.0543
1983,2,3,2,134,2.1207
1983,2,3,3,131,2.5365
1983,2,3,4,150,1.7664
1983,2,3,5,171,4.0985
1983,3,1,1,338,3.9221
1983,3,1,2,232,6.4139
1983,3,1,3,197,4.8499
1983,3,1,4,187,4.9395
1983,3,1,5,325,4.3554
1983,3,2,1,85,4.6225
1983,3,2,2,108,4.9057
1983,3,2,3,95,3.3733
1983,3,2,4,113,3.1499
1983,3,2,5,185,3.0577
1983,3,3,1,87,1.8792
1983,3,3,2,132,3.7789
1983,3,3,3,142,2.2251
1983,3,3,4,146,3.0068
1983,3,3,5,166,2.9972
1983,4,1,1,368,5.5938
1983,4,1,2,237,7.5374
1983,4,1,3,206,6.8694
1983,4,1,4,192,7.0862
1983,4,1,5,363,9.0730
1983,4,2,1,90,4.0024
1983,4,2,2,116,5.6802
1983,4,2,3,96,6.8970
1983,4,2,4,101,6.1709
1983,4,2,5,193,8.5995
1983,4,3,1,87,6.9640
1983,4,3,2,131,8.7991
1983,4,3,3,138,6.9897
1983,4,3,4,146,4.5822
1983,4,3,5,175,8.2173
1983,5,1,1,389,11.7723
1983,5,1,2,256,9.5929
1983,5,1,3,200,10.0867
1983,5,1,4,196,9.8477
1983,5,1,5,373,9.9398
1983,5,2,1,97,5.4858
1983,5,2,2,110,7.0337
1983,5,2,3,96,4.9257
1983,5,2,4,113,4.6271
1983,5,2,5,201,7.7478
1983,5,3,1,91,1.8496
1983,5,3,2,132,1.7370
1983,5,3,3,130,-1.4228
1983,5,3,4,151,-0.3606
1983,5,3,5,174,-0.0595
1983,6,1,1,418,3.7914
1983,6,1,2,255,3.8165
1983,6,1,3,185,4.6680
1983,6,1,4,214,5.3665
1983,6,1,5,411,4.4864
1983,6,2,1,86,2.7468
1983,6,2,2,113,5.4942
1983,6,2,3,100,4.9518
1983,6,2,4,115,4.2766
1983,6,2,5,210,6.9868
1983,6,3,1,97,4.4942
1983,6,3,2,124,2.3707
1983,6,3,3,125,3.4639
1983,6,3,4,160,3.6158
1983,6,3,5,178,6.1295
1983,7,1,1,414,-1.8562
1983,7,1,2,250,-2.0000
1983,7,1,3,209,-1.2961
1983,7,1,4,210,-3.2689
1983,7,1,5,430,-2.8647
1983,7,2,1,96,-0.3688
1983,7,2,2,111,-2.3498
1983,7,2,3,96,-1.6749
1983,7,2,4,117,-2.4150
1983,7,2,5,197,-4.7265
1983,7,3,1,96,-3.0940
1983,7,3,2,123,-2.2101
1983,7,3,3,130,-3.7606
1983,7,3,4,148,-3.3795
1983,7,3,5,183,-3.3882
1983,8,1,1,422,-4.0263
1983,8,1,2,230,-3.3868
1983,8,1,3,205,-3.4562
1983,8,1,4,196,-3.7598
1983,8,1,5,395,-3.5309
1983,8,2,1,97,-3.1099
1983,8,2,2,114,-2.9665
1983,8,2,3,90,-3.5357
1983,8,2,4,113,-2.1453
1983,8,2,5,208,-4.4756
1983,8,3,1,96,3.3301
1983,8,3,2,121,4.2567
1983,8,3,3,139,0.9566
1983,8,3,4,153,-1.3689
1983,8,3,5,174,-2.1014
1983,9,1,1,434,-1.6731
1983,9,1,2,235,0.0537
1983,9,1,3,208,0.8132
1983,9,1,4,202,2.8955
1983,9,1,5,435,0.8773
1983,9,2,1,96,1.7930
1983,9,2,2,97,2.5856
1983,9,2,3,105,2.6781
1983,9,2,4,110,3.8692
1983,9,2,5,216,2.5222
1983,9,3,1,93,-0.8542
1983,9,3,2,125,0.2850
1983,9,3,3,151,2.8176
1983,9,3,4,136,3.4220
1983,9,3,5,167,2.6277
1983,10,1,1,427,-8.6065
1983,10,1,2,235,-5.1240
1983,10,1,3,190,-2.9320
1983,10,1,4,209,-3.3398
1983,10,1,5,445,-8.0407
1983,10,2,1,99,-7.4205
1983,10,2,2,100,-2.7078
1983,10,2,3,98,-5.7345
1983,10,2,4,112,-4.2929
1983,10,2,5,225,-9.2480
1983,10,3,1,90,-2.3290
1983,10,3,2,132,-0.3510
1983,10,3,3,149,-0.1422
1983,10,3,4,133,-1.0823
1983,10,3,5,162,-3.8625
1983,11,1,1,437,3.1514
1983,11,1,2,222,4.2973
1983,11,1,3,197,5.0635
1983,11,1,4,192,3.4969
1983,11,1,5,424,5.2383
1983,11,2,1,100,2.8485
1983,11,2,2,91,5.9579
1983,11,2,3,116,5.0696
1983,11,2,4,110,4.2495
1983,11,2,5,215,8.0651
1983,11,3,1,90,0.3620
1983,11,3,2,135,3.6950
1983,11,3,3,136,3.1544
1983,11,3,4,137,0.0330
1983,11,3,5,163,4.2932
1983,12,1,1,427,-2.3701
1983,12,1,2,228,-0.3440
1983,12,1,3,204,-0.1965
1983,12,1,4,208,-1.5874
1983,12,1,5,497,-3.1000
1983,12,2,1,96,0.0696
1983,12,2,2,97,-0.4029
1983,12,2,3,114,-0.7256
1983,12,2,4,108,-1.4492
1983,12,2,5,207,-3.5735
1983,12,3,1,93,2.2801
1983,12,3,2,129,-0.4326
1983,12,3,3,143,-2.5229
1983,12,3,4,137,-0.2527
1983,12,3,5,161,-2.9847
1984,1,1,1,429,2.6708
1984,1,1,2,226,1.5114
1984,1,1,3,213,-0.9456
1984,1,1,4,202,-1.2083
1984,1,1,5,523,-2.0428
1984,1,2,1,83,1.5846
1984,1,2,2,96,0.9350
1984,1,2,3,114,-2.2678
1984,1,2,4,105,-2.8965
1984,1,2,5,214,-6.2161
1984,1,3,1,95,4.2200
1984,1,3,2,133,1.0267
1984,1,3,3,143,-2.6014
1984,1,3,4,142,-4.5220
1984,1,3,5,153,-6.1178
1984,2,1,1,409,-5.9215
1984,2,1,2,237,-4.9553
1984,2,1,3,187,-5.9119
1984,2,1,4,223,-7.5515
1984,2,1,5,494,-7.2999
1984,2,2,1,89,-2.7145
1984,2,2,2,94,-5.0953
1984,2,2,3,107,-4.5422
1984,2,2,4,118,-4.9245
1984,2,2,5,202,-6.7364
1984,2,3,1,95,0.3072
1984,2,3,2,132,-2.8653
1984,2,3,3,141,-5.0490
1984,2,3,4,152,-4.9343
1984,2,3,5,144,-5.6264
1984,3,1,1,422,0.7377
1984,3,1,2,235,2.3291
1984,3,1,3,185,2.6292
1984,3,1,4,225,-0.7632
1984,3,1,5,531,0.4978
1984,3,2,1,85,0.2582
1984,3,2,2,89,0.2030
1984,3,2,3,99,1.0272
1984,3,2,4,130,1.5243
1984,3,2,5,210,0.9389
1984,3,3,1,98,0.9587
1984,3,3,2,138,1.5356
1984,3,3,3,147,1.6852
1984,3,3,4,143,2.7324
1984,3,3,5,134,0.8861
1984,4,1,1,419,-2.7731
1984,4,1,2,248,-0.4666
1984,4,1,3,186,-0.2487
1984,4,1,4,243,-1.1252
1984,4,1,5,557,-2.6615
1984,4,2,1,84,-0.7439
1984,4,2,2,81,1.3029
1984,4,2,3,94,1.0158
1984,4,2,4,135,0.0123
1984,4,2,5,203,0.3966
1984,4,3,1,111,2.5574
1984,4,3,2,138,0.1691
1984,4,3,3,142,1.2905
1984,4,3,4,141,-0.3929
1984,4,3,5,126,0.1159
1984,5,1,1,438,-4.6838
1984,5,1,2,245,-5.7258
1984,5,1,3,184,-4.0909
1984,5,1,4,262,-4.0750
1984,5,1,5,548,-5.7264
1984,5,2,1,90,-6.3304
1984,5,2,2,71,-2.2639
1984,5,2,3,92,-1.1912
1984,5,2,4,150,-5.2349
1984,5,2,5,196,-6.4151
1984,5,3,1,102,-3.9092
1984,5,3,2,153,-4.7508
1984,5,3,3,153,-4.7865
1984,5,3,4,127,-5.7348
1984,5,3,5,130,-5.7245
1984,6,1,1,444,0.0273
1984,6,1,2,246,1.0665
1984,6,1,3,197,2.3874
1984,6,1,4,261,3.6949
1984,6,1,5,572,2.3921
1984,6,2,1,93,0.0536
1984,6,2,2,69,2.8974
1984,6,2,3,96,2.8517
1984,6,2,4,148,4.5899
1984,6,2,5,204,4.9022
1984,6,3,1,109,1.8711
1984,6,3,2,151,2.4891
1984,6,3,3,153,2.1056
1984,6,3,4,124,4.2546
1984,6,3,5,126,2.7457
1984,7,1,1,411,-6.2595
1984,7,1,2,257,-5.5340
1984,7,1,3,210,-2.6957
1984,7,1,4,257,-2.2662
1984,7,1,5,582,-6.8091
1984,7,2,1,101,-7.6472
1984,7,2,2,67,-3.4264
1984,7,2,3,91,-1.4767
1984,7,2,4,150,-4.0092
1984,7,2,5,200,-6.0484
1984,7,3,1,104,-3.9299
1984,7,3,2,146,-2.8230
1984,7,3,3,158,0.4988
1984,7,3,4,126,-1.0311
1984,7,3,5,128,-0.9842
1984,8,1,1,390,9.7690
1984,8,1,2,219,10.1565
1984,8,1,3,229,8.8497
1984,8,1,4,268,12.0629
1984,8,1,5,540,13.1301
1984,8,2,1,97,12.0571
1984,8,2,2,75,9.7857
1984,8,2,3,106,10.9482
1984,8,2,4,140,12.2704
1984,8,2,5,200,16.1545
1984,8,3,1,106,12.0846
1984,8,3,2,139,11.0343
1984,8,3,3,146,8.5835
1984,8,3,4,143,10.9871
1984,8,3,5,129,14.2562
1984,9,1,1,389,-0.6755
1984,9,1,2,224,0.6543
1984,9,1,3,245,0.2528
1984,9,1,4,288,0.5234
1984,9,1,5,572,-2.7164
1984,9,2,1,91,0.6497
1984,9,2,2,78,-0.8916
1984,9,2,3,110,0.1936
1984,9,2,4,134,1.0917
1984,9,2,5,203,-4.6142
1984,9,3,1,111,1.5626
1984,9,3,2,136,-0.1812
1984,9,3,3,144,-0.8722
1984,9,3,4,138,-0.0831
1984,9,3,5,136,-3.0667
1984,10,1,1,388,-3.7201
1984,10,1,2,239,-0.4162
1984,10,1,3,257,-1.4670
1984,10,1,4,279,-2.3726
1984,10,1,5,579,-3.9260
1984,10,2,1,86,-2.0527
1984,10,2,2,79,-0.5965
1984,10,2,3,102,-0.2378
1984,10,2,4,132,-0.7253
1984,10,2,5,203,-3.0421
1984,10,3,1,113,-0.6907
1984,10,3,2,134,0.4951
1984,10,3,3,149,1.0490
1984,10,3,4,143,1.4875
1984,10,3,5,126,-1.7194
1984,11,1,1,350,-4.2243
1984,11,1,2,238,-1.0196
1984,11,1,3,242,-1.2533
1984,11,1,4,262,-3.6390
1984,11,1,5,626,-4.6981
1984,11,2,1,87,-2.0368
1984,11,2,2,83,-2.6875
1984,11,2,3,106,-1.0977
1984,11,2,4,134,-0.1635
1984,11,2,5,207,-4.5130
1984,11,3,1,114,-0.9008
1984,11,3,2,147,-0.2567
1984,11,3,3,145,-0.8078
1984,11,3,4,136,-1.4444
1984,11,3,5,121,-2.9801
1984,12,1,1,373,0.2707
1984,12,1,2,265,0.6571
1984,12,1,3,207,1.1231
1984,12,1,4,293,1.2453
1984,12,1,5,638,1.0670
1984,12,2,1,90,1.5255
1984,12,2,2,90,2.1393
1984,12,2,3,108,1.4156
1984,12,2,4,136,1.5152
1984,12,2,5,195,3.6354
1984,12,3,1,113,1.8988
1984,12,3,2,138,2.2109
1984,12,3,3,141,1.9455
1984,12,3,4,146,2.1817
1984,12,3,5,123,2.5773
1985,1,1,1,379,12.8233
1985,1,1,2,260,12.1867
1985,1,1,3,201,12.0754
1985,1,1,4,301,14.0920
1985,1,1,5,639,16.6809
1985,1,2,1,91,10.8526
1985,1,2,2,93,10.7180
1985,1,2,3,114,10.5145
1985,1,2,4,132,10.3749
1985,1,2,5,189,15.5254
1985,1,3,1,112,6.7945
1985,1,3,2,135,6.7417
1985,1,3,3,137,6.6094
1985,1,3,4,150,8.9368
1985,1,3,5,127,11.3876
1985,2,1,1,362,2.2300
1985,2,1,2,248,2.1885
1985,2,1,3,225,3.0108
1985,2,1,4,277,4.4847
1985,2,1,5,606,3.6921
1985,2,2,1,83,0.7328
1985,2,2,2,85,1.7977
1985,2,2,3,110,2.1111
1985,2,2,4,138,2.1657
1985,2,2,5,201,2.8710
1985,2,3,1,113,1.9195
1985,2,3,2,136,2.4133
1985,2,3,3,143,1.5102
1985,2,3,4,145,0.7778
1985,2,3,5,130,0.9680
1985,3,1,1,386,-3.8437
1985,3,1,2,226,-2.0602
1985,3,1,3,252,-0.1048
1985,3,1,4,287,-0.6781
1985,3,1,5,625,-3.3413
1985,3,2,1,92,-1.0131
1985,3,2,2,94,-1.2512
1985,3,2,3,100,-1.4996
1985,3,2,4,134,-1.7682
1985,3,2,5,207,-6.1304
1985,3,3,1,107,1.8241
1985,3,3,2,138,1.4717
1985,3,3,3,143,0.5007
1985,3,3,4,146,-1.9157
1985,3,3,5,128,-1.5292
1985,4,1,1,419,-3.8875
1985,4,1,2,231,-1.2877
1985,4,1,3,234,-1.7562
1985,4,1,4,271,-1.6583
1985,4,1,5,677,-1.3222
1985,4,2,1,94,-1.0584
1985,4,2,2,97,-1.4038
1985,4,2,3,98,-1.2580
1985,4,2,4,130,-2.1096
1985,4,2,5,211,-2.4509
1985,4,3,1,106,0.7085
1985,4,3,2,139,-0.0689
1985,4,3,3,140,-1.7609
1985,4,3,4,140,-1.5727
1985,4,3,5,140,-0.0255
1985,5,1,1,439,1.2296
1985,5,1,2,217,0.8845
1985,5,1,3,222,2.3554
1985,5,1,4,269,2.3625
1985,5,1,5,674,3.5236
1985,5,2,1,102,2.2564
1985,5,2,2,82,3.6106
1985,5,2,3,106,4.1331
1985,5,2,4,130,3.9082
1985,5,2,5,231,3.9339
1985,5,3,1,106,4.0031
1985,5,3,2,129,6.3421
1985,5,3,3,145,6.2293
1985,5,3,4,151,6.4985
1985,5,3,5,141,6.6812
1985,6,1,1,501,-1.8875
1985,6,1,2,230,0.1552
1985,6,1,3,232,0.6785
1985,6,1,4,273,0.3744
1985,6,1,5,652,0.9225
1985,6,2,1,101,-2.2779
1985,6,2,2,94,2.5629
1985,6,2,3,100,1.8496
1985,6,2,4,116,2.2711
1985,6,2,5,232,0.6573
1985,6,3,1,101,0.0757
1985,6,3,2,124,2.5853
1985,6,3,3,143,1.1332
1985,6,3,4,157,2.3929
1985,6,3,5,145,2.7222
1985,7,1,1,501,1.3868
1985,7,1,2,226,1.6714
1985,7,1,3,238,3.3608
1985,7,1,4,262,2.6448
1985,7,1,5,650,4.2340
1985,7,2,1,97,1.8043
1985,7,2,2,91,1.5628
1985,7,2,3,98,2.9367
1985,7,2,4,119,4.2985
1985,7,2,5,229,3.0184
1985,7,3,1,98,2.0218
1985,7,3,2,130,0.8295
1985,7,3,3,139,-0.5332
1985,7,3,4,158,-1.3566
1985,7,3,5,141,-1.2953
1985,8,1,1,464,-1.7696
1985,8,1,2,230,-0.4693
1985,8,1,3,241,-1.2481
1985,8,1,4,226,-0.5297
1985,8,1,5,617,-0.5473
1985,8,2,1,99,-0.5432
1985,8,2,2,94,0.1323
1985,8,2,3,109,0.5371
1985,8,2,4,124,0.0440
1985,8,2,5,221,-3.1567
1985,8,3,1,102,-0.5702
1985,8,3,2,128,0.5900
1985,8,3,3,133,-1.0888
1985,8,3,4,151,-0.1693
1985,8,3,5,152,-0.6158
1985,9,1,1,472,-5.7358
1985,9,1,2,244,-4.7763
1985,9,1,3,249,-4.3215
1985,9,1,4,238,-4.7724
1985,9,1,5,629,-7.3498
1985,9,2,1,104,-5.3413
1985,9,2,2,79,-4.6545
1985,9,2,3,111,-4.6801
1985,9,2,4,122,-5.2067
1985,9,2,5,220,-7.9529
1985,9,3,1,95,-2.8177
1985,9,3,2,127,-2.3137
1985,9,3,3,147,-2.7717
1985,9,3,4,142,-4.0158
1985,9,3,5,158,-5.7326
1985,10,1,1,479,1.1526
1985,10,1,2,239,0.7456
1985,10,1,3,228,2.2991
1985,10,1,4,249,3.0861
1985,10,1,5,642,2.9709
1985,10,2,1,103,0.8661
1985,10,2,2,87,3.9220
1985,10,2,3,112,2.7175
1985,10,2,4,117,5.2549
1985,10,2,5,218,5.0599
1985,10,3,1,91,3.2536
1985,10,3,2,127,4.8860
1985,10,3,3,146,3.7529
1985,10,3,4,139,4.8870
1985,10,3,5,158,3.9173
1985,11,1,1,464,6.3069
1985,11,1,2,242,5.0734
1985,11,1,3,218,4.4664
1985,11,1,4,246,6.8663
1985,11,1,5,603,6.5386
1985,11,2,1,106,7.5668
1985,11,2,2,87,5.9114
1985,11,2,3,100,7.2200
1985,11,2,4,120,7.8573
1985,11,2,5,226,8.5712
1985,11,3,1,86,5.3804
1985,11,3,2,125,5.5232
1985,11,3,3,152,7.5483
1985,11,3,4,145,7.8555
1985,11,3,5,151,7.5810
1985,12,1,1,500,3.8276
1985,12,1,2,259,3.0361
1985,12,1,3,194,4.8705
1985,12,1,4,247,6.6192
1985,12,1,5,587,4.5050
1985,12,2,1,110,2.0917
1985,12,2,2,93,5.0467
1985,12,2,3,91,5.2218
1985,12,2,4,112,4.2012
1985,12,2,5,232,5.0340
1985,12,3,1,87,1.7340
1985,12,3,2,128,4.9747
1985,12,3,3,143,3.8113
1985,12,3,4,156,6.1534
1985,12,3,5,151,3.9710
1986,1,1,1,523,1.4311
1986,1,1,2,232,1.0071
1986,1,1,3,200,3.1396
1986,1,1,4,255,2.3214
1986,1,1,5,597,3.7170
1986,1,2,1,105,-2.6509
1986,1,2,2,93,1.1348
1986,1,2,3,91,2.0438
1986,1,2,4,124,1.3445
1986,1,2,5,216,1.8048
1986,1,3,1,85,-1.6494
1986,1,3,2,128,0.4191
1986,1,3,3,142,-0.0617
1986,1,3,4,149,0.9269
1986,1,3,5,152,1.9488
1986,2,1,1,525,4.3408
1986,2,1,2,202,5.5350
1986,2,1,3,213,5.4971
1986,2,1,4,254,7.8142
1986,2,1,5,550,6.1596
1986,2,2,1,103,7.2547
1986,2,2,2,88,7.0152
1986,2,2,3,107,5.2475
1986,2,2,4,123,5.6839
1986,2,2,5,222,7.6857
1986,2,3,1,90,6.5130
1986,2,3,2,128,7.9852
1986,2,3,3,138,8.1712
1986,2,3,4,152,8.9071
1986,2,3,5,138,5.9153
1986,3,1,1,551,4.5519
1986,3,1,2,212,3.9730
1986,3,1,3,187,3.1575
1986,3,1,4,238,5.8559
1986,3,1,5,580,5.5353
1986,3,2,1,103,3.8566
1986,3,2,2,97,3.5183
1986,3,2,3,107,6.9504
1986,3,2,4,107,5.6934
1986,3,2,5,247,5.3569
1986,3,3,1,88,3.5383
1986,3,3,2,118,4.6952
1986,3,3,3,147,5.5873
1986,3,3,4,147,5.4374
1986,3,3,5,144,6.2793
1986,4,1,1,542,1.1592
1986,4,1,2,225,0.8309
1986,4,1,3,196,0.6817
1986,4,1,4,285,1.3201
1986,4,1,5,553,2.3959
1986,4,2,1,97,2.2446
1986,4,2,2,94,0.8275
1986,4,2,3,108,-0.0632
1986,4,2,4,112,1.4390
1986,4,2,5,238,2.9039
1986,4,3,1,90,-0.3994
1986,4,3,2,122,-1.6790
1986,4,3,3,148,-1.0817
1986,4,3,4,145,-0.5048
1986,4,3,5,150,0.7626
1986,5,1,1,489,3.4579
1986,5,1,2,226,3.6509
1986,5,1,3,216,3.5025
1986,5,1,4,289,2.4407
1986,5,1,5,561,4.0965
1986,5,2,1,95,0.7589
1986,5,2,2,107,2.8068
1986,5,2,3,106,3.8528
1986,5,2,4,133,4.5588
1986,5,2,5,226,4.1949
1986,5,3,1,98,4.5699
1986,5,3,2,122,5.4048
1986,5,3,3,136,4.3806
1986,5,3,4,147,5.8039
1986,5,3,5,150,6.7327
1986,6,1,1,486,-3.0520
1986,6,1,2,240,-1.6651
1986,6,1,3,228,1.2532
1986,6,1,4,278,-0.6210
1986,6,1,5,607,1.4403
1986,6,2,1,95,-4.4339
1986,6,2,2,109,-0.2589
1986,6,2,3,113,0.3693
1986,6,2,4,123,0.4032
1986,6,2,5,234,0.6498
1986,6,3,1,93,-1.9081
1986,6,3,2,124,1.5273
1986,6,3,3,128,0.9986
1986,6,3,4,145,3.2391
1986,6,3,5,161,2.9682
1986,7,1,1,491,-12.2897
1986,7,1,2,247,-6.6761
1986,7,1,3,224,-4.9201
1986,7,1,4,270,-6.7310
1986,7,1,5,598,-9.7211
1986,7,2,1,95,-10.4217
1986,7,2,2,113,-8.1982
1986,7,2,3,103,-7.5134
1986,7,2,4,125,-9.3100
1986,7,2,5,227,-10.7977
1986,7,3,1,94,-6.9500
1986,7,3,2,120,-2.8671
1986,7,3,3,128,-5.4402
1986,7,3,4,145,-4.7711
1986,7,3,5,163,-7.8536
1986,8,1,1,467,2.4332
1986,8,1,2,250,1.6018
1986,8,1,3,226,1.4060
1986,8,1,4,237,1.1876
1986,8,1,5,585,1.2414
1986,8,2,1,91,6.0138
1986,8,2,2,101,3.8794
1986,8,2,3,115,4.1312
1986,8,2,4,129,4.7480
1986,8,2,5,217,4.4728
1986,8,3,1,94,14.3373
1986,8,3,2,122,6.7530
1986,8,3,3,134,6.7909
1986,8,3,4,152,4.8365
1986,8,3,5,142,5.0354
1986,9,1,1,480,-4.3296
1986,9,1,2,253,-5.0720
1986,9,1,3,255,-4.3966
1986,9,1,4,243,-7.5287
1986,9,1,5,605,-8.0508
1986,9,2,1,103,-2.4615
1986,9,2,2,100,-4.3950
1986,9,2,3,112,-4.2209
1986,9,2,4,119,-6.7607
1986,9,2,5,216,-8.6213
1986,9,3,1,95,-1.5337
1986,9,3,2,115,-7.5641
1986,9,3,3,131,-7.5076
1986,9,3,4,155,-10.0793
1986,9,3,5,149,-9.8183
1986,10,1,1,484,0.6062
1986,10,1,2,263,1.2442
1986,10,1,3,253,3.7617
1986,10,1,4,250,3.6756
1986,10,1,5,596,3.3993
1986,10,2,1,103,2.4128
1986,10,2,2,96,2.1909
1986,10,2,3,109,3.5837
1986,10,2,4,118,6.0264
1986,10,2,5,219,6.1292
1986,10,3,1,97,3.4385
1986,10,3,2,114,6.2543
1986,10,3,3,134,4.1482
1986,10,3,4,155,7.0526
1986,10,3,5,147,8.2658
1986,11,1,1,434,0.0525
1986,11,1,2,278,0.5624
1986,11,1,3,253,1.5413
1986,11,1,4,279,0.1489
1986,11,1,5,564,-0.6006
1986,11,2,1,95,-0.5427
1986,11,2,2,103,0.2640
1986,11,2,3,107,0.9861
1986,11,2,4,110,1.6326
1986,11,2,5,214,-0.5630
1986,11,3,1,96,2.5949
1986,11,3,2,116,2.7144
1986,11,3,3,133,2.6101
1986,11,3,4,151,2.4032
1986,11,3,5,147,2.2833
1986,12,1,1,452,-2.7645
1986,12,1,2,298,-2.2255
1986,12,1,3,252,-1.3631
1986,12,1,4,275,-2.2150
1986,12,1,5,572,-4.9607
1986,12,2,1,91,-3.4970
1986,12,2,2,105,-1.3993
1986,12,2,3,113,-3.3117
1986,12,2,4,111,-1.3872
1986,12,2,5,222,-1.7799
1986,12,3,1,95,-2.0271
1986,12,3,2,118,-3.9511
1986,12,3,3,138,-4.0982
1986,12,3,4,147,-3.1149
1986,12,3,5,143,-1.1967
1987,1,1,1,436,11.5228
1987,1,1,2,312,9.2668
1987,1,1,3,244,9.4421
1987,1,1,4,281,10.8066
1987,1,1,5,578,12.0105
1987,1,2,1,85,11.0054
1987,1,2,2,104,9.9710
1987,1,2,3,115,11.9091
1987,1,2,4,111,12.5315
1987,1,2,5,214,15.5249
1987,1,3,1,97,13.2066
1987,1,3,2,113,9.8601
1987,1,3,3,130,11.0810
1987,1,3,4,150,14.8976
1987,1,3,5,137,17.2066
1987,2,1,1,412,7.1534
1987,2,1,2,301,6.8588
1987,2,1,3,222,7.1431
1987,2,1,4,272,9.1934
1987,2,1,5,557,9.8330
1987,2,2,1,88,7.3661
1987,2,2,2,97,5.2260
1987,2,2,3,109,8.0859
