year,month,rank_ME,rank_ROE_1,nstocks,ret_vw
1967,6,3,2,112,1.0848
1967,6,3,3,105,1.0197
1967,6,3,4,109,2.4434
1967,6,3,5,98,2.3441
1967,7,1,1,155,10.4985
1967,7,1,2,69,10.9171
1967,7,1,3,58,7.8291
1967,7,1,4,72,9.1526
1967,7,1,5,98,9.5435
1967,7,2,1,59,7.1502
1967,7,2,2,37,8.7400
1967,7,2,3,42,8.8789
1967,7,2,4,45,8.2862
1967,7,2,5,58,5.6868
1967,7,3,1,64,7.3057
1967,7,3,2,110,6.0800
1967,7,3,3,104,5.0164
1967,7,3,4,108,4.9432
1967,7,3,5,103,5.0899
1967,8,1,1,169,1.5300
1967,8,1,2,64,-0.8078
1967,8,1,3,61,-0.0723
1967,8,1,4,42,-1.6779
1967,8,1,5,97,-0.5142
1967,8,2,1,52,0.2201
1967,8,2,2,46,1.1036
1967,8,2,3,42,-1.4578
1967,8,2,4,42,0.3388
1967,8,2,5,54,1.0994
1967,8,3,1,52,0.3216
1967,8,3,2,95,-0.3295
1967,8,3,3,96,-1.3284
1967,8,3,4,114,-1.0039
1967,8,3,5,99,-0.3641
1967,9,1,1,169,7.7592
1967,9,1,2,73,7.1280
1967,9,1,3,58,7.3858
1967,9,1,4,46,11.7164
1967,9,1,5,96,10.0820
1967,9,2,1,56,3.6080
1967,9,2,2,49,5.5483
1967,9,2,3,40,4.6443
1967,9,2,4,31,2.6051
1967,9,2,5,63,4.3287
1967,9,3,1,50,0.8431
1967,9,3,2,90,2.8589
1967,9,3,3,96,2.4194
1967,9,3,4,116,5.4260
1967,9,3,5,104,3.1497
1967,10,1,1,168,-1.8923
1967,10,1,2,71,0.0955
1967,10,1,3,61,-1.7261
1967,10,1,4,50,-5.1032
1967,10,1,5,102,-0.9350
1967,10,2,1,56,-4.9258
1967,10,2,2,48,-4.4065
1967,10,2,3,41,-4.9783
1967,10,2,4,35,-3.5330
1967,10,2,5,62,-0.2677
1967,10,3,1,51,-5.6414
1967,10,3,2,94,-5.7564
1967,10,3,3,97,-2.7484
1967,10,3,4,109,-2.1085
1967,10,3,5,103,-0.1924
1967,11,1,1,173,-0.1092
1967,11,1,2,64,0.8304
1967,11,1,3,52,1.4364
1967,11,1,4,56,1.1145
1967,11,1,5,115,-1.1263
1967,11,2,1,47,-0.6780
1967,11,2,2,55,-1.1593
1967,11,2,3,35,-0.4785
1967,11,2,4,48,1.4548
1967,11,2,5,66,2.5309
1967,11,3,1,58,-0.4317
1967,11,3,2,86,1.5921
1967,11,3,3,103,-0.3577
1967,11,3,4,98,0.9117
1967,11,3,5,103,1.7544
1967,12,1,1,166,8.4183
1967,12,1,2,65,12.6929
1967,12,1,3,50,6.1846
1967,12,1,4,61,8.6233
1967,12,1,5,119,12.3105
1967,12,2,1,52,5.4656
1967,12,2,2,50,4.6852
1967,12,2,3,38,4.2229
1967,12,2,4,47,5.3126
1967,12,2,5,61,10.0730
1967,12,3,1,56,3.6932
1967,12,3,2,90,3.3783
1967,12,3,3,100,3.5561
1967,12,3,4,96,1.6716
1967,12,3,5,107,2.8778
1968,1,1,1,164,3.2252
1968,1,1,2,66,3.5660
1968,1,1,3,52,6.4831
1968,1,1,4,64,2.7170
1968,1,1,5,112,3.0163
1968,1,2,1,52,0.4177
1968,1,2,2,57,1.7130
1968,1,2,3,36,-1.1188
1968,1,2,4,40,-0.2302
1968,1,2,5,64,-2.3092
1968,1,3,1,54,-3.8891
1968,1,3,2,87,-1.6183
1968,1,3,3,98,-4.4506
1968,1,3,4,100,-4.2860
1968,1,3,5,109,-8.1329
1968,2,1,1,152,-7.3924
1968,2,1,2,66,-6.1180
1968,2,1,3,57,-7.1496
1968,2,1,4,75,-4.5096
1968,2,1,5,102,-6.1343
1968,2,2,1,58,-3.7226
1968,2,2,2,45,-5.8641
1968,2,2,3,42,-5.1447
1968,2,2,4,49,-5.5451
1968,2,2,5,61,-5.2293
1968,2,3,1,52,-3.0881
1968,2,3,2,90,-2.9982
1968,2,3,3,99,-1.0881
1968,2,3,4,92,-3.0219
1968,2,3,5,107,-3.7097
1968,3,1,1,154,-2.4992
1968,3,1,2,72,-0.2441
1968,3,1,3,61,-3.5804
1968,3,1,4,78,-2.2576
1968,3,1,5,96,1.3196
1968,3,2,1,56,-0.1602
1968,3,2,2,39,-0.4598
1968,3,2,3,37,-3.9389
1968,3,2,4,56,-3.3654
1968,3,2,5,65,1.7100
1968,3,3,1,54,0.1163
1968,3,3,2,91,-1.1106
1968,3,3,3,102,-0.9298
1968,3,3,4,90,1.8239
1968,3,3,5,104,3.0656
1968,4,1,1,158,15.6111
1968,4,1,2,67,12.4759
1968,4,1,3,59,16.2223
1968,4,1,4,84,18.0228
1968,4,1,5,99,19.0981
1968,4,2,1,56,10.4350
1968,4,2,2,40,10.5973
1968,4,2,3,38,12.4186
1968,4,2,4,54,13.3042
1968,4,2,5,62,19.6784
1968,4,3,1,53,8.4068
1968,4,3,2,93,8.7203
1968,4,3,3,103,6.8337
1968,4,3,4,88,9.6490
1968,4,3,5,106,11.3278
1968,5,1,1,179,9.2285
1968,5,1,2,64,10.8298
1968,5,1,3,64,11.0072
1968,5,1,4,86,9.9503
1968,5,1,5,128,14.7433
1968,5,2,1,66,5.5918
1968,5,2,2,49,4.9441
1968,5,2,3,46,7.2227
1968,5,2,4,53,5.6111
1968,5,2,5,69,9.9327
1968,5,3,1,58,1.9629
1968,5,3,2,106,0.2622
1968,5,3,3,104,0.1519
1968,5,3,4,104,2.6302
1968,5,3,5,112,2.8705
1968,6,1,1,183,0.8043
1968,6,1,2,67,2.2894
1968,6,1,3,58,3.4400
1968,6,1,4,86,2.4937
1968,6,1,5,133,-0.8376
1968,6,2,1,69,-1.8014
1968,6,2,2,47,4.3807
1968,6,2,3,51,1.0994
1968,6,2,4,54,-0.4010
1968,6,2,5,64,0.6019
1968,6,3,1,57,-0.7723
1968,6,3,2,106,2.7596
1968,6,3,3,103,2.0807
1968,6,3,4,109,-0.0171
1968,6,3,5,107,-0.2733
1968,7,1,1,192,-2.7917
1968,7,1,2,68,-2.9957
1968,7,1,3,48,-5.9954
1968,7,1,4,85,-4.7110
1968,7,1,5,131,-3.2009
1968,7,2,1,65,-2.6598
1968,7,2,2,47,-1.4829
1968,7,2,3,55,-3.0376
1968,7,2,4,55,-3.5029
1968,7,2,5,66,-6.4214
1968,7,3,1,58,-1.9790
1968,7,3,2,107,0.0470
1968,7,3,3,103,0.9221
1968,7,3,4,107,-3.6405
1968,7,3,5,109,-4.4707
1968,8,1,1,183,4.0059
1968,8,1,2,80,4.7778
1968,8,1,3,64,3.9115
1968,8,1,4,60,3.9246
1968,8,1,5,115,5.8487
1968,8,2,1,63,3.9024
1968,8,2,2,40,3.1581
1968,8,2,3,47,2.7420
1968,8,2,4,56,1.2101
1968,8,2,5,61,4.8109
1968,8,3,1,58,3.3961
1968,8,3,2,98,1.7159
1968,8,3,3,110,1.1004
1968,8,3,4,104,1.0193
1968,8,3,5,107,1.3180
1968,9,1,1,183,8.8849
1968,9,1,2,91,4.7908
1968,9,1,3,65,5.3501
1968,9,1,4,58,4.2912
1968,9,1,5,113,7.5245
1968,9,2,1,66,7.0823
1968,9,2,2,39,8.4513
1968,9,2,3,47,4.8077
1968,9,2,4,55,6.9075
1968,9,2,5,62,5.6142
1968,9,3,1,54,8.6834
1968,9,3,2,98,7.2696
1968,9,3,3,110,3.3588
1968,9,3,4,104,2.6349
1968,9,3,5,109,3.0420
1968,10,1,1,185,-1.2036
1968,10,1,2,92,2.1316
1968,10,1,3,66,-1.2413
1968,10,1,4,59,0.1912
1968,10,1,5,112,-0.8532
1968,10,2,1,63,-1.9518
1968,10,2,2,43,2.5231
1968,10,2,3,46,1.6476
1968,10,2,4,56,1.3489
1968,10,2,5,62,2.4397
1968,10,3,1,56,1.8621
1968,10,3,2,92,-0.3089
1968,10,3,3,114,2.9397
1968,10,3,4,103,-0.4180
1968,10,3,5,113,-0.2347
1968,11,1,1,194,5.6066
1968,11,1,2,74,7.1917
1968,11,1,3,69,6.3455
1968,11,1,4,71,11.4871
1968,11,1,5,128,7.6848
1968,11,2,1,61,6.6659
1968,11,2,2,50,8.1055
1968,11,2,3,43,8.1357
1968,11,2,4,59,8.9337
1968,11,2,5,65,8.1910
1968,11,3,1,53,6.1317
1968,11,3,2,93,6.5922
1968,11,3,3,109,5.8888
1968,11,3,4,111,3.8181
1968,11,3,5,106,5.6355
1968,12,1,1,196,0.7076
1968,12,1,2,72,3.4029
1968,12,1,3,68,-0.8435
1968,12,1,4,71,1.1263
1968,12,1,5,129,2.1310
1968,12,2,1,54,-1.9921
1968,12,2,2,56,0.0602
1968,12,2,3,40,-2.5474
1968,12,2,4,65,0.9089
1968,12,2,5,69,-2.5844
1968,12,3,1,55,-1.6150
1968,12,3,2,94,-3.5342
1968,12,3,3,112,-3.9606
1968,12,3,4,102,-3.5414
1968,12,3,5,110,-4.5104
1969,1,1,1,198,-1.3548
1969,1,1,2,74,-2.2559
1969,1,1,3,64,-1.7761
1969,1,1,4,72,-0.9332
1969,1,1,5,126,-1.0821
1969,1,2,1,58,-0.7583
1969,1,2,2,59,-0.3873
1969,1,2,3,44,-1.8816
1969,1,2,4,55,-1.5954
1969,1,2,5,68,-1.0517
1969,1,3,1,54,-2.0539
1969,1,3,2,90,0.6051
1969,1,3,3,109,0.3391
1969,1,3,4,109,-1.2735
1969,1,3,5,109,-2.7627
1969,2,1,1,194,-10.8626
1969,2,1,2,85,-10.3704
1969,2,1,3,68,-8.7285
1969,2,1,4,93,-5.9781
1969,2,1,5,93,-8.9495
1969,2,2,1,57,-8.9837
1969,2,2,2,57,-9.1780
1969,2,2,3,48,-6.0617
1969,2,2,4,56,-8.2592
1969,2,2,5,66,-9.0182
1969,2,3,1,59,-6.5072
1969,2,3,2,93,-4.7106
1969,2,3,3,107,-3.9031
1969,2,3,4,106,-5.1401
1969,2,3,5,110,-4.2029
1969,3,1,1,198,1.1428
1969,3,1,2,90,0.6280
1969,3,1,3,65,-0.0492
1969,3,1,4,97,3.6077
1969,3,1,5,102,3.9979
1969,3,2,1,51,0.7613
1969,3,2,2,52,2.8063
1969,3,2,3,56,2.2870
1969,3,2,4,52,2.8312
1969,3,2,5,68,3.1803
1969,3,3,1,64,1.9716
1969,3,3,2,94,5.5041
1969,3,3,3,105,3.6934
1969,3,3,4,105,2.9840
1969,3,3,5,107,3.4217
1969,4,1,1,192,-1.3419
1969,4,1,2,86,-0.8622
1969,4,1,3,66,-0.1464
1969,4,1,4,98,0.1089
1969,4,1,5,103,-1.6706
1969,4,2,1,52,-0.2918
1969,4,2,2,52,0.8204
1969,4,2,3,56,-1.5198
1969,4,2,4,54,1.6859
1969,4,2,5,68,1.7111
1969,4,3,1,63,0.7104
1969,4,3,2,99,0.4614
1969,4,3,3,105,1.8782
1969,4,3,4,103,1.9597
1969,4,3,5,107,2.9791
1969,5,1,1,233,0.4219
1969,5,1,2,81,1.1121
1969,5,1,3,74,-1.6479
1969,5,1,4,93,2.4464
1969,5,1,5,134,0.8338
1969,5,2,1,64,-1.4367
1969,5,2,2,67,-0.3346
1969,5,2,3,46,0.1421
1969,5,2,4,72,-0.4507
1969,5,2,5,74,-1.7855
1969,5,3,1,81,1.0572
1969,5,3,2,95,1.4109
1969,5,3,3,116,0.2726
1969,5,3,4,95,-1.0779
1969,5,3,5,128,0.5554
1969,6,1,1,239,-14.5408
1969,6,1,2,87,-13.1730
1969,6,1,3,73,-11.7863
1969,6,1,4,90,-13.2907
1969,6,1,5,125,-11.5801
1969,6,2,1,65,-11.4825
1969,6,2,2,66,-9.8540
1969,6,2,3,44,-10.4520
1969,6,2,4,76,-10.9830
1969,6,2,5,67,-11.4866
1969,6,3,1,81,-9.8599
1969,6,3,2,97,-7.9301
1969,6,3,3,119,-7.0715
1969,6,3,4,94,-6.0152
1969,6,3,5,132,-2.5822
1969,7,1,1,247,-12.3518
1969,7,1,2,91,-12.0619
1969,7,1,3,75,-10.5845
1969,7,1,4,92,-8.8040
1969,7,1,5,125,-11.3438
1969,7,2,1,61,-10.9803
1969,7,2,2,62,-7.1034
1969,7,2,3,46,-7.1945
1969,7,2,4,74,-9.6231
1969,7,2,5,71,-8.4543
1969,7,3,1,81,-8.4136
1969,7,3,2,99,-6.6003
1969,7,3,3,115,-6.6636
1969,7,3,4,95,-4.8099
1969,7,3,5,133,-5.2700
1969,8,1,1,222,3.4659
1969,8,1,2,121,6.0705
1969,8,1,3,80,2.2732
1969,8,1,4,83,3.9927
1969,8,1,5,100,7.3580
1969,8,2,1,64,7.2694
1969,8,2,2,42,4.8816
1969,8,2,3,64,4.4390
1969,8,2,4,64,6.3498
1969,8,2,5,72,7.5859
1969,8,3,1,63,3.7317
1969,8,3,2,107,5.7349
1969,8,3,3,103,3.5365
1969,8,3,4,109,5.3476
1969,8,3,5,124,5.2017
1969,9,1,1,225,-3.4390
1969,9,1,2,109,-3.4912
1969,9,1,3,92,-4.4052
1969,9,1,4,85,-3.3764
1969,9,1,5,90,-3.8040
1969,9,2,1,70,-1.4677
1969,9,2,2,46,-0.6475
1969,9,2,3,53,-2.2396
1969,9,2,4,64,-0.2875
1969,9,2,5,89,1.4571
1969,9,3,1,56,-2.6540
1969,9,3,2,108,-2.3724
1969,9,3,3,105,-4.8001
1969,9,3,4,106,-1.4029
1969,9,3,5,126,-1.0652
1969,10,1,1,222,11.6591
1969,10,1,2,108,8.6493
1969,10,1,3,96,10.7299
1969,10,1,4,86,9.4437
1969,10,1,5,89,13.2502
1969,10,2,1,70,7.7975
1969,10,2,2,51,5.1566
1969,10,2,3,54,8.2510
1969,10,2,4,64,8.0129
1969,10,2,5,87,8.3032
1969,10,3,1,61,6.1467
1969,10,3,2,108,5.4624
1969,10,3,3,105,2.7716
1969,10,3,4,108,6.4946
1969,10,3,5,124,5.5388
1969,11,1,1,231,-7.7270
1969,11,1,2,98,-8.0636
1969,11,1,3,82,-6.7192
1969,11,1,4,103,-6.5004
1969,11,1,5,105,-5.8451
1969,11,2,1,68,-6.1694
1969,11,2,2,53,-5.3099
1969,11,2,3,54,-3.2622
1969,11,2,4,63,-5.7061
1969,11,2,5,83,-4.6770
1969,11,3,1,60,-5.2643
1969,11,3,2,108,-4.5027
1969,11,3,3,109,-3.9318
1969,11,3,4,109,-3.3116
1969,11,3,5,127,-1.1761
1969,12,1,1,228,-11.5537
1969,12,1,2,104,-7.4837
1969,12,1,3,75,-9.7242
1969,12,1,4,108,-4.9712
1969,12,1,5,113,-7.3129
1969,12,2,1,68,-7.7057
1969,12,2,2,53,-3.8819
1969,12,2,3,58,-5.6863
1969,12,2,4,59,-5.7679
1969,12,2,5,81,-3.1433
1969,12,3,1,57,-3.4893
1969,12,3,2,104,-2.4195
1969,12,3,3,110,-1.8144
1969,12,3,4,113,-0.4357
1969,12,3,5,127,0.3449
1970,1,1,1,237,-0.2582
1970,1,1,2,103,-2.0917
1970,1,1,3,79,-3.4524
1970,1,1,4,97,-5.1654
1970,1,1,5,110,-4.9936
1970,1,2,1,62,-5.7412
1970,1,2,2,58,-3.8899
1970,1,2,3,57,-5.2265
1970,1,2,4,69,-8.3986
1970,1,2,5,75,-8.4617
1970,1,3,1,58,-8.2461
1970,1,3,2,98,-9.2502
1970,1,3,3,113,-7.9353
1970,1,3,4,114,-6.7652
1970,1,3,5,131,-9.1419
1970,2,1,1,237,2.8950
1970,2,1,2,125,3.0932
1970,2,1,3,81,4.5438
1970,2,1,4,90,0.9447
1970,2,1,5,93,1.8273
1970,2,2,1,62,4.7172
1970,2,2,2,61,5.7590
1970,2,2,3,61,3.8200
1970,2,2,4,56,3.1255
1970,2,2,5,83,3.4630
1970,2,3,1,53,9.3046
1970,2,3,2,97,8.3037
1970,2,3,3,111,5.6667
1970,2,3,4,122,7.0242
1970,2,3,5,131,3.0073
1970,3,1,1,236,-2.9199
1970,3,1,2,127,-3.1071
1970,3,1,3,81,-3.8201
1970,3,1,4,88,-3.9595
1970,3,1,5,102,-5.3537
1970,3,2,1,66,1.4893
1970,3,2,2,60,-0.1271
1970,3,2,3,59,-1.9639
1970,3,2,4,58,-2.3963
1970,3,2,5,84,-2.5837
1970,3,3,1,56,1.4695
1970,3,3,2,100,1.4326
1970,3,3,3,110,0.6919
1970,3,3,4,120,-0.3260
1970,3,3,5,130,-1.8922
1970,4,1,1,238,-17.2482
1970,4,1,2,128,-16.5004
1970,4,1,3,74,-16.0426
1970,4,1,4,96,-18.2925
1970,4,1,5,109,-19.6058
1970,4,2,1,66,-14.5546
1970,4,2,2,57,-13.1165
1970,4,2,3,62,-16.9508
1970,4,2,4,59,-13.5955
1970,4,2,5,78,-17.1855
1970,4,3,1,59,-10.1760
1970,4,3,2,100,-7.9676
1970,4,3,3,110,-8.5282
1970,4,3,4,118,-10.5575
1970,4,3,5,131,-10.3744
1970,5,1,1,275,-9.5047
1970,5,1,2,125,-8.2716
1970,5,1,3,67,-11.6492
1970,5,1,4,95,-11.3957
1970,5,1,5,155,-9.4953
1970,5,2,1,80,-11.4259
1970,5,2,2,74,-8.5507
1970,5,2,3,61,-9.4102
1970,5,2,4,70,-9.6289
1970,5,2,5,82,-12.6383
1970,5,3,1,66,-9.5544
1970,5,3,2,110,-2.7153
1970,5,3,3,126,-3.8398
1970,5,3,4,116,-6.1244
1970,5,3,5,139,-7.6820
1970,6,1,1,289,-10.3943
1970,6,1,2,128,-9.1461
1970,6,1,3,69,-9.9736
1970,6,1,4,96,-8.9813
1970,6,1,5,143,-7.2439
1970,6,2,1,79,-11.1295
1970,6,2,2,74,-8.7988
1970,6,2,3,65,-7.2759
1970,6,2,4,70,-5.9928
1970,6,2,5,80,-5.9641
1970,6,3,1,64,-4.7795
1970,6,3,2,108,-4.0833
1970,6,3,3,130,-4.8249
1970,6,3,4,114,-3.4572
1970,6,3,5,139,-5.0353
1970,7,1,1,295,2.7438
1970,7,1,2,127,6.9648
1970,7,1,3,74,3.2951
1970,7,1,4,84,7.5685
1970,7,1,5,147,4.5823
1970,7,2,1,80,6.8795
1970,7,2,2,73,8.6466
1970,7,2,3,59,8.6244
1970,7,2,4,74,6.7947
1970,7,2,5,75,8.2448
1970,7,3,1,60,11.3220
1970,7,3,2,108,8.3335
1970,7,3,3,130,8.4641
1970,7,3,4,115,8.2708
1970,7,3,5,143,5.0352
1970,8,1,1,296,7.2916
1970,8,1,2,147,5.8141
1970,8,1,3,106,8.1397
1970,8,1,4,81,4.8357
1970,8,1,5,86,4.9689
1970,8,2,1,80,7.6665
1970,8,2,2,76,9.2237
1970,8,2,3,62,6.5128
1970,8,2,4,73,7.3655
1970,8,2,5,72,5.0809
1970,8,3,1,52,5.6480
1970,8,3,2,93,4.6354
1970,8,3,3,121,6.5222
1970,8,3,4,128,5.7165
1970,8,3,5,148,3.5132
1970,9,1,1,302,15.9308
1970,9,1,2,141,13.1953
1970,9,1,3,110,14.8434
1970,9,1,4,83,15.5238
1970,9,1,5,85,15.8799
1970,9,2,1,81,14.1826
1970,9,2,2,79,11.6904
1970,9,2,3,67,9.8494
1970,9,2,4,60,8.6569
1970,9,2,5,80,13.5199
1970,9,3,1,53,6.4035
1970,9,3,2,94,5.3021
1970,9,3,3,114,1.8069
1970,9,3,4,134,1.7912
1970,9,3,5,152,7.1736
1970,10,1,1,309,-10.2634
1970,10,1,2,135,-7.3551
1970,10,1,3,116,-7.1144
1970,10,1,4,88,-5.6999
1970,10,1,5,77,-5.4253
1970,10,2,1,83,-7.4849
1970,10,2,2,72,-5.8021
1970,10,2,3,69,-3.6715
1970,10,2,4,54,-3.3159
1970,10,2,5,83,-3.6483
1970,10,3,1,54,-4.0230
1970,10,3,2,99,-2.1897
1970,10,3,3,113,-1.1094
1970,10,3,4,136,-0.0173
1970,10,3,5,153,-0.2644
1970,11,1,1,316,-2.8362
1970,11,1,2,138,-1.4944
1970,11,1,3,93,-1.7723
1970,11,1,4,88,-0.3891
1970,11,1,5,101,1.5838
1970,11,2,1,82,2.3028
1970,11,2,2,66,2.6174
1970,11,2,3,74,3.8115
1970,11,2,4,57,3.3262
1970,11,2,5,92,2.1007
1970,11,3,1,54,5.4513
1970,11,3,2,103,5.2674
1970,11,3,3,120,5.9223
1970,11,3,4,138,5.2968
1970,11,3,5,140,5.1578
1970,12,1,1,324,7.1501
1970,12,1,2,141,10.5264
1970,12,1,3,92,11.7624
1970,12,1,4,81,10.5764
1970,12,1,5,104,10.1402
1970,12,2,1,72,10.5030
1970,12,2,2,68,11.2647
1970,12,2,3,77,6.6165
1970,12,2,4,58,10.5971
1970,12,2,5,94,8.4075
1970,12,3,1,57,5.6842
1970,12,3,2,103,6.9047
1970,12,3,3,118,5.7058
1970,12,3,4,141,6.0182
1970,12,3,5,140,4.8972
1971,1,1,1,328,18.4032
1971,1,1,2,147,16.9886
1971,1,1,3,88,15.7055
1971,1,1,4,79,14.0914
1971,1,1,5,102,11.0392
1971,1,2,1,73,13.9379
1971,1,2,2,61,9.7064
1971,1,2,3,84,10.1140
1971,1,2,4,58,8.7192
1971,1,2,5,89,7.4112
1971,1,3,1,55,10.2013
1971,1,3,2,108,5.8772
1971,1,3,3,113,1.6689
1971,1,3,4,141,4.2946
1971,1,3,5,141,3.8984
1971,2,1,1,321,4.9779
1971,2,1,2,132,6.8147
1971,2,1,3,110,5.4079
1971,2,1,4,78,7.9763
1971,2,1,5,107,8.9526
1971,2,2,1,72,3.0459
1971,2,2,2,67,2.1976
1971,2,2,3,80,2.3966
1971,2,2,4,66,3.6857
1971,2,2,5,80,4.6085
1971,2,3,1,58,0.2412
1971,2,3,2,104,0.9394
1971,2,3,3,112,2.1164
1971,2,3,4,136,2.2542
1971,2,3,5,148,2.6467
1971,3,1,1,322,5.7746
1971,3,1,2,122,5.9693
1971,3,1,3,114,6.7821
1971,3,1,4,75,5.9440
1971,3,1,5,108,8.5265
1971,3,2,1,69,3.5464
1971,3,2,2,72,6.4610
1971,3,2,3,78,6.8680
1971,3,2,4,64,6.6564
1971,3,2,5,91,7.8929
1971,3,3,1,60,2.3902
1971,3,3,2,105,2.7016
1971,3,3,3,109,3.6589
1971,3,3,4,137,3.8595
1971,3,3,5,146,5.8672
1971,4,1,1,318,2.3263
1971,4,1,2,123,2.1619
1971,4,1,3,107,3.8029
1971,4,1,4,81,1.7568
1971,4,1,5,118,1.2463
1971,4,2,1,73,3.8206
1971,4,2,2,71,3.6392
1971,4,2,3,80,2.3280
1971,4,2,4,68,2.6489
1971,4,2,5,84,4.6977
1971,4,3,1,56,7.7132
1971,4,3,2,106,5.8380
1971,4,3,3,109,4.0138
1971,4,3,4,137,2.2801
1971,4,3,5,146,3.0592
1971,5,1,1,340,-7.3800
1971,5,1,2,141,-5.5352
1971,5,1,3,99,-5.3158
1971,5,1,4,78,-5.3331
1971,5,1,5,138,-5.2608
1971,5,2,1,83,-7.1247
1971,5,2,2,79,-3.1924
1971,5,2,3,78,-4.9215
1971,5,2,4,66,-3.4613
1971,5,2,5,96,-3.7097
1971,5,3,1,61,-5.3379
1971,5,3,2,105,-3.1755
1971,5,3,3,120,-3.0301
1971,5,3,4,136,-2.6596
1971,5,3,5,152,-3.3409
1971,6,1,1,339,-3.8685
1971,6,1,2,154,-2.9297
1971,6,1,3,103,-0.8176
1971,6,1,4,78,-3.9304
1971,6,1,5,123,-0.2647
1971,6,2,1,85,-2.9471
1971,6,2,2,77,-2.2138
1971,6,2,3,77,-0.9264
1971,6,2,4,70,-0.0113
1971,6,2,5,91,0.3169
1971,6,3,1,62,-5.1182
1971,6,3,2,101,-0.8408
1971,6,3,3,124,1.3042
1971,6,3,4,138,1.9427
1971,6,3,5,155,0.8837
1971,7,1,1,357,-7.7678
1971,7,1,2,157,-6.5348
1971,7,1,3,99,-4.8240
1971,7,1,4,79,-4.0157
1971,7,1,5,112,-7.6572
1971,7,2,1,70,-6.1834
1971,7,2,2,76,-4.3544
1971,7,2,3,80,-3.6669
1971,7,2,4,72,-4.5819
1971,7,2,5,96,-4.6156
1971,7,3,1,63,-5.5352
1971,7,3,2,101,-4.5519
1971,7,3,3,124,-3.7075
1971,7,3,4,138,-3.3436
1971,7,3,5,153,-4.2460
1971,8,1,1,338,3.9237
1971,8,1,2,163,4.4601
1971,8,1,3,125,4.5102
1971,8,1,4,93,6.8859
1971,8,1,5,92,2.3392
1971,8,2,1,71,6.0873
1971,8,2,2,77,7.8659
1971,8,2,3,83,4.1383
1971,8,2,4,70,2.3796
1971,8,2,5,84,3.6757
1971,8,3,1,57,9.9445
1971,8,3,2,103,6.5065
1971,8,3,3,119,3.6280
1971,8,3,4,145,2.4672
1971,8,3,5,161,4.9167
1971,9,1,1,336,-2.4221
1971,9,1,2,161,-1.4689
1971,9,1,3,122,0.1132
1971,9,1,4,90,2.5019
1971,9,1,5,105,2.3398
1971,9,2,1,72,-3.1810
1971,9,2,2,79,-0.6000
1971,9,2,3,77,-1.8244
