year,month,rank_ME,rank_Oq_1,nstocks,ret_vw
1988,6,1,5,1128,4.6685
1988,6,2,1,106,7.8381
1988,6,2,2,77,7.8491
1988,6,2,3,86,8.3222
1988,6,2,4,93,6.0504
1988,6,2,5,113,7.5405
1988,6,3,1,143,5.1746
1988,6,3,2,122,3.5760
1988,6,3,3,92,4.2781
1988,6,3,4,77,4.7791
1988,6,3,5,29,5.9976
1988,7,1,1,173,0.9771
1988,7,1,2,121,-0.8465
1988,7,1,3,178,-0.5232
1988,7,1,4,214,0.4395
1988,7,1,5,1091,-0.6074
1988,7,2,1,98,-2.9843
1988,7,2,2,75,-2.8545
1988,7,2,3,86,-0.0508
1988,7,2,4,86,-0.1297
1988,7,2,5,117,-0.4868
1988,7,3,1,146,-0.9530
1988,7,3,2,124,-1.1169
1988,7,3,3,93,-0.3984
1988,7,3,4,77,-0.7506
1988,7,3,5,27,-1.8990
1988,8,1,1,177,-2.7687
1988,8,1,2,141,-1.4944
1988,8,1,3,142,-0.9013
1988,8,1,4,233,-0.6171
1988,8,1,5,1077,-3.2353
1988,8,2,1,101,-4.2259
1988,8,2,2,75,-4.2182
1988,8,2,3,80,-2.6050
1988,8,2,4,90,-0.2230
1988,8,2,5,106,-2.5798
1988,8,3,1,138,-4.3816
1988,8,3,2,118,-2.0630
1988,8,3,3,93,-1.1263
1988,8,3,4,71,-1.1318
1988,8,3,5,24,-0.8594
1988,9,1,1,182,3.1304
1988,9,1,2,135,1.7451
1988,9,1,3,141,2.7986
1988,9,1,4,227,3.0375
1988,9,1,5,1080,1.6815
1988,9,2,1,98,3.5089
1988,9,2,2,77,2.7608
1988,9,2,3,80,3.0014
1988,9,2,4,84,3.5118
1988,9,2,5,102,4.3421
1988,9,3,1,138,2.7806
1988,9,3,2,117,4.0667
1988,9,3,3,90,4.5157
1988,9,3,4,74,5.3888
1988,9,3,5,21,5.2695
1988,10,1,1,187,-1.9203
1988,10,1,2,139,-1.7882
1988,10,1,3,135,0.3309
1988,10,1,4,232,-2.2305
1988,10,1,5,1084,-2.6245
1988,10,2,1,93,-1.8406
1988,10,2,2,69,-1.1642
1988,10,2,3,82,-0.7823
1988,10,2,4,89,-1.3637
1988,10,2,5,103,0.2500
1988,10,3,1,134,0.9867
1988,10,3,2,118,3.3957
1988,10,3,3,92,2.7338
1988,10,3,4,69,3.1982
1988,10,3,5,22,3.1860
1988,11,1,1,189,-2.3901
1988,11,1,2,146,-3.5794
1988,11,1,3,148,-2.5372
1988,11,1,4,240,-3.7482
1988,11,1,5,1112,-4.8142
1988,11,2,1,98,-2.5094
1988,11,2,2,76,-4.1005
1988,11,2,3,77,-3.3331
1988,11,2,4,95,-2.2933
1988,11,2,5,105,-2.8890
1988,11,3,1,135,-1.4082
1988,11,3,2,119,-1.9514
1988,11,3,3,91,-0.8905
1988,11,3,4,72,-0.9687
1988,11,3,5,25,-1.1373
1988,12,1,1,182,5.3402
1988,12,1,2,157,5.9934
1988,12,1,3,155,5.0538
1988,12,1,4,237,3.5136
1988,12,1,5,1121,3.2208
1988,12,2,1,94,5.8723
1988,12,2,2,83,5.5969
1988,12,2,3,69,4.3153
1988,12,2,4,94,3.3139
1988,12,2,5,98,5.2733
1988,12,3,1,137,2.7236
1988,12,3,2,116,2.0483
1988,12,3,3,97,2.5485
1988,12,3,4,67,1.1114
1988,12,3,5,24,2.6760
1989,1,1,1,184,4.8668
1989,1,1,2,148,2.4717
1989,1,1,3,162,4.4101
1989,1,1,4,231,3.5909
1989,1,1,5,1112,5.8684
1989,1,2,1,95,5.0138
1989,1,2,2,82,4.5931
1989,1,2,3,70,6.3108
1989,1,2,4,91,6.2616
1989,1,2,5,95,4.8876
1989,1,3,1,134,7.5929
1989,1,3,2,115,6.6133
1989,1,3,3,96,4.9702
1989,1,3,4,70,4.0210
1989,1,3,5,27,6.1532
1989,2,1,1,187,0.7950
1989,2,1,2,139,-0.0950
1989,2,1,3,206,0.0865
1989,2,1,4,223,-0.0427
1989,2,1,5,1122,-0.0173
1989,2,2,1,102,0.3113
1989,2,2,2,79,0.6589
1989,2,2,3,91,1.5704
1989,2,2,4,79,-0.0582
1989,2,2,5,104,2.6166
1989,2,3,1,137,-2.9373
1989,2,3,2,116,-1.9234
1989,2,3,3,98,-0.7369
1989,2,3,4,71,-1.5929
1989,2,3,5,25,0.1957
1989,3,1,1,192,3.4298
1989,3,1,2,146,3.0105
1989,3,1,3,206,3.2267
1989,3,1,4,224,2.4553
1989,3,1,5,1107,2.0567
1989,3,2,1,105,1.1958
1989,3,2,2,74,0.2084
1989,3,2,3,91,3.4388
1989,3,2,4,83,1.3418
1989,3,2,5,99,2.4508
1989,3,3,1,135,2.2407
1989,3,3,2,120,3.0765
1989,3,3,3,94,1.8554
1989,3,3,4,76,2.4421
1989,3,3,5,23,1.0203
1989,4,1,1,194,5.2303
1989,4,1,2,143,1.6633
1989,4,1,3,209,3.6720
1989,4,1,4,220,2.3039
1989,4,1,5,1095,2.4384
1989,4,2,1,106,7.5136
1989,4,2,2,75,6.0909
1989,4,2,3,87,5.1484
1989,4,2,4,86,4.5450
1989,4,2,5,104,4.3406
1989,4,3,1,138,4.9283
1989,4,3,2,117,6.3048
1989,4,3,3,90,4.5343
1989,4,3,4,75,5.4972
1989,4,3,5,25,8.1037
1989,5,1,1,179,4.4841
1989,5,1,2,173,5.5646
1989,5,1,3,202,2.9056
1989,5,1,4,255,4.6624
1989,5,1,5,1171,2.6749
1989,5,2,1,118,5.4697
1989,5,2,2,74,4.4379
1989,5,2,3,90,4.2299
1989,5,2,4,100,4.8070
1989,5,2,5,109,3.1042
1989,5,3,1,152,3.0764
1989,5,3,2,124,3.9299
1989,5,3,3,99,5.4390
1989,5,3,4,78,5.1574
1989,5,3,5,38,6.4847
1989,6,1,1,177,-3.6081
1989,6,1,2,172,-2.8470
1989,6,1,3,212,-2.4198
1989,6,1,4,230,0.5873
1989,6,1,5,1183,-1.8740
1989,6,2,1,114,-3.9158
1989,6,2,2,74,-4.4841
1989,6,2,3,98,-3.1526
1989,6,2,4,92,0.5431
1989,6,2,5,109,-1.4047
1989,6,3,1,155,-2.0208
1989,6,3,2,122,-0.7321
1989,6,3,3,98,0.5643
1989,6,3,4,77,2.2703
1989,6,3,5,41,-1.6273
1989,7,1,1,181,5.3520
1989,7,1,2,180,2.5587
1989,7,1,3,198,3.5929
1989,7,1,4,223,1.0397
1989,7,1,5,1163,2.3893
1989,7,2,1,105,4.4180
1989,7,2,2,78,3.1574
1989,7,2,3,95,4.4528
1989,7,2,4,85,5.7725
1989,7,2,5,109,6.1156
1989,7,3,1,154,6.7967
1989,7,3,2,119,8.8665
1989,7,3,3,97,9.5642
1989,7,3,4,77,6.8959
1989,7,3,5,35,5.4559
1989,8,1,1,195,1.2616
1989,8,1,2,178,2.5245
1989,8,1,3,181,1.4924
1989,8,1,4,230,2.9626
1989,8,1,5,1148,0.8460
1989,8,2,1,118,2.7398
1989,8,2,2,79,1.9946
1989,8,2,3,92,4.4696
1989,8,2,4,78,2.6558
1989,8,2,5,114,1.6240
1989,8,3,1,139,3.9016
1989,8,3,2,115,1.3330
1989,8,3,3,98,1.4213
1989,8,3,4,79,0.8444
1989,8,3,5,27,5.3226
1989,9,1,1,182,0.5486
1989,9,1,2,184,2.1382
1989,9,1,3,170,-0.3734
1989,9,1,4,242,-0.3901
1989,9,1,5,1145,-0.2070
1989,9,2,1,122,1.1626
1989,9,2,2,72,4.1808
1989,9,2,3,90,-0.2760
1989,9,2,4,80,0.8938
1989,9,2,5,111,-1.0270
1989,9,3,1,133,-0.7064
1989,9,3,2,122,0.7767
1989,9,3,3,95,-0.0627
1989,9,3,4,76,-0.0416
1989,9,3,5,28,-2.2979
1989,10,1,1,182,-5.3080
1989,10,1,2,180,-2.9670
1989,10,1,3,167,-3.7127
1989,10,1,4,242,-5.8628
1989,10,1,5,1126,-6.9085
1989,10,2,1,121,-4.8876
1989,10,2,2,73,-6.1386
1989,10,2,3,89,-7.3163
1989,10,2,4,82,-5.3713
1989,10,2,5,111,-4.8949
1989,10,3,1,136,-1.8635
1989,10,3,2,122,-1.7986
1989,10,3,3,100,-1.7831
1989,10,3,4,75,-1.6016
1989,10,3,5,27,-7.5886
1989,11,1,1,205,-0.5119
1989,11,1,2,195,0.1992
1989,11,1,3,166,1.4682
1989,11,1,4,268,-0.3182
1989,11,1,5,1092,-1.1421
1989,11,2,1,136,-0.1288
1989,11,2,2,72,0.5086
1989,11,2,3,91,0.3922
1989,11,2,4,85,2.0909
1989,11,2,5,113,3.1006
1989,11,3,1,139,2.1828
1989,11,3,2,127,2.0539
1989,11,3,3,98,3.7246
1989,11,3,4,76,2.4986
1989,11,3,5,29,1.3975
1989,12,1,1,219,0.3108
1989,12,1,2,189,0.8474
1989,12,1,3,169,0.1204
1989,12,1,4,262,0.0164
1989,12,1,5,1087,-2.0437
1989,12,2,1,134,2.8134
1989,12,2,2,65,3.4769
1989,12,2,3,90,2.6419
1989,12,2,4,94,0.9545
1989,12,2,5,111,-0.3023
1989,12,3,1,140,2.0747
1989,12,3,2,123,4.7933
1989,12,3,3,106,3.6640
1989,12,3,4,73,2.5326
1989,12,3,5,27,2.3191
1990,1,1,1,214,-8.5417
1990,1,1,2,188,-7.4851
1990,1,1,3,170,-6.2087
1990,1,1,4,262,-7.5592
1990,1,1,5,1083,-7.0635
1990,1,2,1,135,-9.2371
1990,1,2,2,64,-9.8457
1990,1,2,3,97,-9.0479
1990,1,2,4,92,-6.1017
1990,1,2,5,113,-11.3194
1990,1,3,1,141,-4.2535
1990,1,3,2,125,-8.1616
1990,1,3,3,100,-7.5375
1990,1,3,4,79,-7.6000
1990,1,3,5,28,-10.2441
1990,2,1,1,219,2.5580
1990,2,1,2,169,4.1455
1990,2,1,3,167,2.8713
1990,2,1,4,285,3.0412
1990,2,1,5,1103,0.8304
1990,2,2,1,132,5.4847
1990,2,2,2,80,4.0578
1990,2,2,3,82,1.9064
1990,2,2,4,94,2.2611
1990,2,2,5,111,3.0529
1990,2,3,1,135,2.1515
1990,2,3,2,125,1.0900
1990,2,3,3,109,1.4977
1990,2,3,4,76,1.3776
1990,2,3,5,26,0.5648
1990,3,1,1,209,6.9065
1990,3,1,2,163,4.8607
1990,3,1,3,173,4.6252
1990,3,1,4,264,5.0839
1990,3,1,5,1118,1.8460
1990,3,2,1,127,5.7457
1990,3,2,2,84,5.6620
1990,3,2,3,83,5.6082
1990,3,2,4,96,3.5519
1990,3,2,5,111,2.6033
1990,3,3,1,139,3.0736
1990,3,3,2,125,3.0592
1990,3,3,3,111,2.1485
1990,3,3,4,71,0.6953
1990,3,3,5,25,1.5465
1990,4,1,1,206,-2.1141
1990,4,1,2,161,-1.0735
1990,4,1,3,160,-1.2136
1990,4,1,4,259,-3.3782
1990,4,1,5,1120,-2.9022
1990,4,2,1,125,-2.4075
1990,4,2,2,88,-2.8733
1990,4,2,3,80,-4.1719
1990,4,2,4,102,-3.7023
1990,4,2,5,115,-5.1225
1990,4,3,1,138,-0.9786
1990,4,3,2,125,-3.0314
1990,4,3,3,115,-3.3373
1990,4,3,4,66,-5.5755
1990,4,3,5,26,-6.0865
1990,5,1,1,215,6.4014
1990,5,1,2,173,6.9335
1990,5,1,3,143,5.4353
1990,5,1,4,286,5.8810
1990,5,1,5,1144,3.8664
1990,5,2,1,141,11.0395
1990,5,2,2,86,9.3677
1990,5,2,3,92,8.2681
1990,5,2,4,118,7.9004
1990,5,2,5,114,7.7456
1990,5,3,1,144,10.7642
1990,5,3,2,128,8.5505
1990,5,3,3,118,7.9740
1990,5,3,4,71,7.7301
1990,5,3,5,32,9.6753
1990,6,1,1,216,2.6127
1990,6,1,2,170,2.2013
1990,6,1,3,151,3.1335
1990,6,1,4,269,1.8453
1990,6,1,5,1140,0.2841
1990,6,2,1,141,0.8853
1990,6,2,2,99,1.6269
1990,6,2,3,79,-0.4509
1990,6,2,4,121,0.9169
1990,6,2,5,106,-1.0241
1990,6,3,1,149,-0.5023
1990,6,3,2,126,-1.2552
1990,6,3,3,121,-0.4730
1990,6,3,4,70,-1.5027
1990,6,3,5,35,-2.4926
1990,7,1,1,217,-5.7260
1990,7,1,2,176,-2.8445
1990,7,1,3,148,-3.4701
1990,7,1,4,271,-4.3146
1990,7,1,5,1108,-3.9958
1990,7,2,1,133,-5.5587
1990,7,2,2,91,-4.5452
1990,7,2,3,81,-1.7554
1990,7,2,4,115,-0.8609
1990,7,2,5,112,-3.7930
1990,7,3,1,146,-0.2538
1990,7,3,2,132,1.2692
1990,7,3,3,116,-0.5000
1990,7,3,4,71,-3.6046
1990,7,3,5,33,-5.4831
1990,8,1,1,219,-12.7880
1990,8,1,2,148,-11.5687
1990,8,1,3,160,-14.7696
1990,8,1,4,198,-14.4624
1990,8,1,5,1120,-13.4785
1990,8,2,1,136,-13.7074
1990,8,2,2,95,-15.1999
1990,8,2,3,70,-13.2916
1990,8,2,4,117,-10.7638
1990,8,2,5,123,-11.5343
1990,8,3,1,142,-9.1869
1990,8,3,2,135,-7.5018
1990,8,3,3,106,-7.8739
1990,8,3,4,78,-8.8993
1990,8,3,5,23,-13.8361
1990,9,1,1,221,-9.8887
1990,9,1,2,153,-5.7786
1990,9,1,3,159,-10.0110
1990,9,1,4,207,-8.3311
1990,9,1,5,1114,-9.2462
1990,9,2,1,132,-8.4290
1990,9,2,2,95,-10.6815
1990,9,2,3,67,-9.6574
1990,9,2,4,106,-4.5601
1990,9,2,5,120,-9.2523
1990,9,3,1,138,-3.5476
1990,9,3,2,133,-3.0381
1990,9,3,3,108,-1.9470
1990,9,3,4,81,-5.4269
1990,9,3,5,24,-12.7010
1990,10,1,1,218,-5.2117
1990,10,1,2,151,-7.1056
1990,10,1,3,164,-7.2422
1990,10,1,4,201,-6.9190
1990,10,1,5,1116,-7.4755
1990,10,2,1,128,-3.2538
1990,10,2,2,99,-4.2445
1990,10,2,3,68,-8.5797
1990,10,2,4,100,-5.4235
1990,10,2,5,123,-9.6881
1990,10,3,1,139,-1.5099
1990,10,3,2,131,1.2888
1990,10,3,3,104,3.9001
1990,10,3,4,84,-0.8654
1990,10,3,5,27,0.1842
1990,11,1,1,215,8.7001
1990,11,1,2,149,7.3229
1990,11,1,3,186,3.2991
1990,11,1,4,231,4.3600
1990,11,1,5,1090,3.0228
1990,11,2,1,137,10.9813
1990,11,2,2,88,9.3308
1990,11,2,3,85,7.2690
1990,11,2,4,92,6.0837
1990,11,2,5,116,9.3690
1990,11,3,1,147,7.3985
1990,11,3,2,126,5.6357
1990,11,3,3,103,4.3046
1990,11,3,4,84,4.7469
1990,11,3,5,33,10.0124
1990,12,1,1,213,3.4512
1990,12,1,2,149,4.4548
1990,12,1,3,176,3.4173
1990,12,1,4,223,-0.1682
1990,12,1,5,1104,-1.9019
1990,12,2,1,137,7.1898
1990,12,2,2,89,6.1673
1990,12,2,3,91,4.8269
1990,12,2,4,97,3.9747
1990,12,2,5,113,3.2585
1990,12,3,1,151,3.1315
1990,12,3,2,126,2.4824
1990,12,3,3,99,1.5357
1990,12,3,4,82,1.5075
1990,12,3,5,34,3.7957
1991,1,1,1,208,11.6396
1991,1,1,2,144,10.5149
1991,1,1,3,167,8.8029
1991,1,1,4,224,9.6487
1991,1,1,5,1090,10.7922
1991,1,2,1,141,9.9217
1991,1,2,2,93,10.6744
1991,1,2,3,92,9.1040
1991,1,2,4,104,5.8259
1991,1,2,5,120,5.7346
1991,1,3,1,150,5.5032
1991,1,3,2,125,3.0214
1991,1,3,3,103,1.6138
1991,1,3,4,81,2.4145
1991,1,3,5,32,1.9680
1991,2,1,1,201,11.7505
1991,2,1,2,159,12.9871
1991,2,1,3,164,12.6499
1991,2,1,4,234,12.8127
1991,2,1,5,1088,14.1554
1991,2,2,1,131,10.7255
1991,2,2,2,89,10.7066
1991,2,2,3,84,12.5522
1991,2,2,4,102,11.0498
1991,2,2,5,125,10.0289
1991,2,3,1,152,6.6087
1991,2,3,2,130,5.0299
1991,2,3,3,115,6.8811
1991,2,3,4,73,6.8272
1991,2,3,5,25,11.0274
1991,3,1,1,203,8.8275
1991,3,1,2,143,7.6404
1991,3,1,3,163,7.8158
1991,3,1,4,258,9.1759
1991,3,1,5,1062,8.2315
1991,3,2,1,129,5.0941
1991,3,2,2,92,6.1285
1991,3,2,3,76,6.1428
1991,3,2,4,106,3.8209
1991,3,2,5,125,5.7774
1991,3,3,1,154,2.8555
1991,3,3,2,130,1.9565
1991,3,3,3,117,2.4603
1991,3,3,4,75,1.1844
1991,3,3,5,25,1.4404
1991,4,1,1,197,1.7117
1991,4,1,2,151,1.6138
1991,4,1,3,170,0.7554
1991,4,1,4,237,-0.1379
1991,4,1,5,1072,1.3487
1991,4,2,1,129,0.9620
1991,4,2,2,89,0.3893
1991,4,2,3,82,-1.5285
1991,4,2,4,104,0.7431
1991,4,2,5,121,-0.9408
1991,4,3,1,153,-0.2377
1991,4,3,2,128,0.7364
1991,4,3,3,119,-0.5490
1991,4,3,4,74,1.0305
1991,4,3,5,26,3.3854
1991,5,1,1,199,2.3504
1991,5,1,2,158,3.5131
1991,5,1,3,177,4.2247
1991,5,1,4,277,4.4915
1991,5,1,5,1075,2.6181
1991,5,2,1,138,3.6616
1991,5,2,2,83,3.9096
1991,5,2,3,90,6.0967
1991,5,2,4,107,4.1170
1991,5,2,5,133,5.3195
1991,5,3,1,156,3.4918
1991,5,3,2,138,3.4373
1991,5,3,3,122,3.2792
1991,5,3,4,88,3.6443
1991,5,3,5,28,4.2482
1991,6,1,1,193,-6.4651
1991,6,1,2,172,-3.8031
1991,6,1,3,175,-4.9798
1991,6,1,4,279,-3.4179
1991,6,1,5,1062,-3.5825
1991,6,2,1,135,-7.2761
1991,6,2,2,85,-3.1130
1991,6,2,3,94,-4.3373
1991,6,2,4,111,-4.3432
1991,6,2,5,129,-6.1143
1991,6,3,1,156,-4.3474
1991,6,3,2,134,-3.5970
1991,6,3,3,120,-4.2170
1991,6,3,4,90,-5.3307
1991,6,3,5,28,-7.5276
1991,7,1,1,198,1.7102
1991,7,1,2,167,3.6548
1991,7,1,3,180,4.4404
1991,7,1,4,273,2.2929
1991,7,1,5,1056,2.4736
1991,7,2,1,133,4.6092
1991,7,2,2,83,4.0024
1991,7,2,3,91,1.9394
1991,7,2,4,102,3.9181
1991,7,2,5,122,4.9803
1991,7,3,1,148,4.7675
1991,7,3,2,136,5.1232
1991,7,3,3,119,4.6611
1991,7,3,4,93,3.6456
1991,7,3,5,30,3.7257
1991,8,1,1,193,4.5133
1991,8,1,2,173,3.5487
1991,8,1,3,150,0.7212
1991,8,1,4,271,2.0129
1991,8,1,5,1042,3.4482
1991,8,2,1,135,4.1798
1991,8,2,2,90,3.8518
1991,8,2,3,83,2.7059
1991,8,2,4,109,4.3598
1991,8,2,5,121,3.5542
1991,8,3,1,144,2.8396
1991,8,3,2,130,1.6307
1991,8,3,3,123,3.2957
1991,8,3,4,80,2.1836
1991,8,3,5,31,2.8788
1991,9,1,1,209,0.4447
1991,9,1,2,153,-0.8399
1991,9,1,3,164,-0.3633
1991,9,1,4,263,1.5549
1991,9,1,5,1029,2.4939
1991,9,2,1,134,-2.1232
1991,9,2,2,90,-0.4790
1991,9,2,3,82,1.1562
1991,9,2,4,112,1.0528
1991,9,2,5,124,2.7669
1991,9,3,1,143,-1.5383
1991,9,3,2,127,-1.4566
1991,9,3,3,122,-0.1867
1991,9,3,4,86,-1.4798
1991,9,3,5,32,-2.2916
1991,10,1,1,208,2.4073
1991,10,1,2,154,2.8586
1991,10,1,3,168,-0.4187
1991,10,1,4,256,2.0359
1991,10,1,5,1040,3.6277
1991,10,2,1,135,1.4038
1991,10,2,2,87,2.2515
1991,10,2,3,75,1.9078
1991,10,2,4,105,0.6598
1991,10,2,5,128,3.7281
1991,10,3,1,146,3.0245
1991,10,3,2,123,-0.0514
1991,10,3,3,121,0.7732
1991,10,3,4,86,2.4086
1991,10,3,5,34,2.2954
1991,11,1,1,211,-3.6962
1991,11,1,2,149,-2.4661
1991,11,1,3,205,-3.4149
1991,11,1,4,259,-4.1651
1991,11,1,5,1023,-1.7742
1991,11,2,1,143,-4.5557
1991,11,2,2,98,-5.2675
1991,11,2,3,82,-5.7640
1991,11,2,4,100,-4.5468
1991,11,2,5,142,-7.4928
1991,11,3,1,145,-2.2259
1991,11,3,2,130,-4.1642
1991,11,3,3,127,-1.5621
1991,11,3,4,76,-4.9711
1991,11,3,5,35,-7.6054
1991,12,1,1,211,8.1274
1991,12,1,2,153,4.7710
1991,12,1,3,200,5.7368
1991,12,1,4,242,2.6184
1991,12,1,5,1028,1.9268
1991,12,2,1,138,10.0773
1991,12,2,2,112,9.6062
1991,12,2,3,75,9.3942
1991,12,2,4,106,6.6009
1991,12,2,5,138,5.4723
1991,12,3,1,149,12.5530
1991,12,3,2,130,10.8918
1991,12,3,3,125,8.2658
1991,12,3,4,77,5.5565
1991,12,3,5,37,8.1009
1992,1,1,1,204,10.7146
1992,1,1,2,163,12.8094
1992,1,1,3,194,11.7162
1992,1,1,4,243,11.3229
1992,1,1,5,1008,15.7074
1992,1,2,1,145,7.9254
1992,1,2,2,100,5.1898
1992,1,2,3,80,6.8383
1992,1,2,4,97,6.9392
1992,1,2,5,145,8.0129
1992,1,3,1,155,-3.4376
1992,1,3,2,133,-0.4990
1992,1,3,3,123,-0.5268
1992,1,3,4,79,1.7659
1992,1,3,5,34,3.1196
1992,2,1,1,202,1.8964
1992,2,1,2,188,2.8517
1992,2,1,3,167,5.6546
1992,2,1,4,227,4.5426
1992,2,1,5,1023,4.4402
1992,2,2,1,156,1.9636
1992,2,2,2,97,1.5937
1992,2,2,3,89,3.3253
1992,2,2,4,97,3.4753
1992,2,2,5,160,0.5659
1992,2,3,1,156,1.1313
1992,2,3,2,130,-0.0117
1992,2,3,3,123,-0.4804
1992,2,3,4,85,2.2340
1992,2,3,5,27,-2.4380
1992,3,1,1,215,-3.2697
1992,3,1,2,181,-1.9537
1992,3,1,3,152,-1.3728
1992,3,1,4,237,-1.5004
1992,3,1,5,1020,-1.5823
1992,3,2,1,153,-5.7252
1992,3,2,2,97,-1.5987
1992,3,2,3,93,-2.9754
1992,3,2,4,88,-4.3078
1992,3,2,5,156,-5.7586
1992,3,3,1,159,-2.8703
1992,3,3,2,124,-2.2318
1992,3,3,3,123,-1.1292
1992,3,3,4,84,-2.9995
1992,3,3,5,27,-0.3678
1992,4,1,1,214,-5.9871
1992,4,1,2,186,-2.6255
1992,4,1,3,156,-3.6653
1992,4,1,4,246,-4.8438
1992,4,1,5,1004,-6.7683
1992,4,2,1,150,-4.5352
1992,4,2,2,89,-3.4059
1992,4,2,3,92,-3.3526
1992,4,2,4,84,-1.4378
1992,4,2,5,153,-4.1999
1992,4,3,1,152,1.0876
1992,4,3,2,126,4.4058
1992,4,3,3,124,4.8665
1992,4,3,4,89,2.5457
1992,4,3,5,27,-1.5911
1992,5,1,1,230,-0.3448
1992,5,1,2,173,1.6408
1992,5,1,3,184,-0.9798
1992,5,1,4,245,0.0273
1992,5,1,5,1044,0.4351
1992,5,2,1,147,0.3948
1992,5,2,2,99,-0.0938
1992,5,2,3,83,0.7115
1992,5,2,4,92,1.0463
1992,5,2,5,149,1.3714
1992,5,3,1,158,0.8604
1992,5,3,2,137,0.1393
1992,5,3,3,125,0.0493
1992,5,3,4,92,0.7762
1992,5,3,5,36,0.1855
1992,6,1,1,222,-6.6505
1992,6,1,2,171,-6.6783
1992,6,1,3,187,-4.2697
1992,6,1,4,243,-5.2671
1992,6,1,5,1002,-6.1181
1992,6,2,1,139,-5.6325
1992,6,2,2,108,-4.5725
1992,6,2,3,86,-5.2506
1992,6,2,4,96,-2.3333
1992,6,2,5,156,-3.9943
1992,6,3,1,162,-2.9877
1992,6,3,2,133,-2.2001
1992,6,3,3,126,-0.3244
1992,6,3,4,92,-3.5070
1992,6,3,5,34,-5.0179
1992,7,1,1,228,0.7827
1992,7,1,2,176,-0.0069
1992,7,1,3,189,4.7321
1992,7,1,4,249,2.1402
1992,7,1,5,939,2.5245
1992,7,2,1,138,3.2960
1992,7,2,2,105,4.4397
1992,7,2,3,75,4.0390
1992,7,2,4,96,1.7007
1992,7,2,5,144,6.0187
1992,7,3,1,165,4.0796
1992,7,3,2,127,5.0464
1992,7,3,3,128,4.8522
1992,7,3,4,92,5.2169
1992,7,3,5,36,2.1195
1992,8,1,1,245,-1.7465
1992,8,1,2,197,-1.3582
1992,8,1,3,152,-2.1334
1992,8,1,4,226,-4.0313
1992,8,1,5,896,-2.9078
1992,8,2,1,152,-3.7095
1992,8,2,2,101,-0.2756
1992,8,2,3,80,-1.7704
1992,8,2,4,92,-0.3195
1992,8,2,5,131,-3.5512
1992,8,3,1,162,-0.6740
1992,8,3,2,125,-2.4624
1992,8,3,3,116,-1.4164
1992,8,3,4,88,-1.1829
1992,8,3,5,41,-3.3524
1992,9,1,1,245,0.6407
1992,9,1,2,184,2.9769
1992,9,1,3,153,2.8205
1992,9,1,4,222,-0.3158
1992,9,1,5,877,0.5594
1992,9,2,1,160,2.3626
1992,9,2,2,99,2.3005
1992,9,2,3,80,1.3795
1992,9,2,4,94,2.1825
1992,9,2,5,143,1.5741
1992,9,3,1,160,1.2536
1992,9,3,2,128,0.9865
1992,9,3,3,118,1.6945
1992,9,3,4,87,0.3235
1992,9,3,5,37,0.2526
1992,10,1,1,246,3.1986
1992,10,1,2,182,2.9962
1992,10,1,3,157,3.2064
1992,10,1,4,211,5.6119
1992,10,1,5,876,1.9733
1992,10,2,1,163,3.0239
1992,10,2,2,101,2.7578
1992,10,2,3,80,1.9698
1992,10,2,4,93,3.2886
1992,10,2,5,145,-0.3280
1992,10,3,1,162,2.6928
1992,10,3,2,128,0.0401
1992,10,3,3,119,0.6242
1992,10,3,4,88,0.9549
1992,10,3,5,37,1.5907
1992,11,1,1,235,10.3934
1992,11,1,2,179,8.9673
1992,11,1,3,163,9.1555
1992,11,1,4,245,8.3749
1992,11,1,5,909,8.8616
1992,11,2,1,165,8.6997
1992,11,2,2,88,8.3280
1992,11,2,3,81,5.4387
1992,11,2,4,100,4.7311
1992,11,2,5,140,7.0179
1992,11,3,1,170,3.4444
1992,11,3,2,124,2.2373
1992,11,3,3,126,2.0199
1992,11,3,4,82,2.2675
1992,11,3,5,38,7.4361
1992,12,1,1,226,2.5204
1992,12,1,2,186,2.0705
1992,12,1,3,159,4.6757
1992,12,1,4,241,5.0740
1992,12,1,5,904,1.5788
1992,12,2,1,166,2.0238
1992,12,2,2,89,4.1505
1992,12,2,3,82,4.6912
1992,12,2,4,100,2.5047
1992,12,2,5,139,1.3582
1992,12,3,1,172,1.2795
1992,12,3,2,131,0.1678
1992,12,3,3,124,2.7605
1992,12,3,4,84,2.2018
1992,12,3,5,38,0.6617
1993,1,1,1,224,2.8430
1993,1,1,2,190,5.7364
1993,1,1,3,166,1.5902
1993,1,1,4,236,7.3802
1993,1,1,5,904,6.5043
1993,1,2,1,164,1.3407
1993,1,2,2,95,1.8271
1993,1,2,3,82,2.3088
1993,1,2,4,94,4.0635
1993,1,2,5,143,1.9114
1993,1,3,1,168,-1.6673
1993,1,3,2,134,0.4244
1993,1,3,3,124,1.8588
1993,1,3,4,89,1.4819
1993,1,3,5,39,1.5399
1993,2,1,1,241,-3.6550
1993,2,1,2,203,-3.1714
1993,2,1,3,175,-3.7936
1993,2,1,4,245,0.9584
1993,2,1,5,876,-4.0190
1993,2,2,1,168,-4.2521
1993,2,2,2,97,-4.2561
1993,2,2,3,103,-0.8618
1993,2,2,4,86,-1.5375
1993,2,2,5,139,-1.6578
1993,2,3,1,167,0.2914
1993,2,3,2,135,3.0406
1993,2,3,3,120,3.4070
1993,2,3,4,91,1.4065
