year,month,rank_ME,rank_OPA,nstocks,ret_vw
1978,6,1,5,326,1.6633
1978,6,2,1,116,1.2321
1978,6,2,2,87,-1.0325
1978,6,2,3,98,-0.5873
1978,6,2,4,98,-0.7519
1978,6,2,5,145,-1.3487
1978,6,3,1,54,-4.2805
1978,6,3,2,85,-2.2482
1978,6,3,3,115,-0.5485
1978,6,3,4,128,-1.8456
1978,6,3,5,160,-1.6490
1978,7,1,1,665,4.7304
1978,7,1,2,353,5.0332
1978,7,1,3,290,5.1017
1978,7,1,4,245,7.4731
1978,7,1,5,292,5.4844
1978,7,2,1,126,5.0997
1978,7,2,2,94,7.6696
1978,7,2,3,98,5.9524
1978,7,2,4,99,6.5701
1978,7,2,5,156,7.4173
1978,7,3,1,58,8.0819
1978,7,3,2,91,3.3463
1978,7,3,3,106,6.1516
1978,7,3,4,135,5.4139
1978,7,3,5,163,7.0273
1978,8,1,1,658,8.3034
1978,8,1,2,353,9.4216
1978,8,1,3,287,9.3692
1978,8,1,4,245,9.5448
1978,8,1,5,291,10.0491
1978,8,2,1,125,7.3593
1978,8,2,2,94,8.4754
1978,8,2,3,97,7.9377
1978,8,2,4,99,9.4771
1978,8,2,5,155,8.3769
1978,8,3,1,58,1.4981
1978,8,3,2,91,4.2825
1978,8,3,3,106,3.3397
1978,8,3,4,133,4.0450
1978,8,3,5,162,3.9511
1978,9,1,1,654,1.4460
1978,9,1,2,349,-0.1487
1978,9,1,3,284,-0.4838
1978,9,1,4,243,-1.8727
1978,9,1,5,288,-1.1899
1978,9,2,1,125,-1.1802
1978,9,2,2,94,-1.4779
1978,9,2,3,95,-1.8273
1978,9,2,4,99,-1.9392
1978,9,2,5,155,-2.1682
1978,9,3,1,58,0.6631
1978,9,3,2,91,0.7176
1978,9,3,3,105,-1.6168
1978,9,3,4,133,-0.3920
1978,9,3,5,160,-1.4891
1978,10,1,1,653,-23.4399
1978,10,1,2,350,-23.8388
1978,10,1,3,282,-22.1621
1978,10,1,4,242,-23.7212
1978,10,1,5,288,-25.8825
1978,10,2,1,126,-21.0279
1978,10,2,2,92,-22.1470
1978,10,2,3,95,-20.2909
1978,10,2,4,99,-19.7374
1978,10,2,5,152,-21.1889
1978,10,3,1,58,-13.8702
1978,10,3,2,91,-8.4123
1978,10,3,3,105,-10.5374
1978,10,3,4,135,-11.2594
1978,10,3,5,160,-8.6926
1978,11,1,1,644,4.9528
1978,11,1,2,350,7.2958
1978,11,1,3,282,7.1409
1978,11,1,4,243,8.2973
1978,11,1,5,286,8.2855
1978,11,2,1,126,5.0314
1978,11,2,2,91,6.9024
1978,11,2,3,94,8.6801
1978,11,2,4,99,6.5093
1978,11,2,5,152,9.2734
1978,11,3,1,58,3.5049
1978,11,3,2,91,4.1981
1978,11,3,3,105,0.7645
1978,11,3,4,135,2.6872
1978,11,3,5,158,3.4219
1978,12,1,1,641,-0.1393
1978,12,1,2,347,2.7317
1978,12,1,3,282,1.3789
1978,12,1,4,242,2.5363
1978,12,1,5,284,3.6291
1978,12,2,1,125,2.0968
1978,12,2,2,92,2.7180
1978,12,2,3,93,3.5815
1978,12,2,4,98,0.3488
1978,12,2,5,153,3.6385
1978,12,3,1,58,-1.2025
1978,12,3,2,90,0.3748
1978,12,3,3,104,0.9728
1978,12,3,4,135,0.6174
1978,12,3,5,158,3.8692
1979,1,1,1,632,12.0973
1979,1,1,2,346,9.2722
1979,1,1,3,280,10.2318
1979,1,1,4,242,9.7847
1979,1,1,5,284,10.2163
1979,1,2,1,124,10.0000
1979,1,2,2,92,6.9721
1979,1,2,3,92,8.9569
1979,1,2,4,98,7.1734
1979,1,2,5,152,7.7254
1979,1,3,1,58,9.4138
1979,1,3,2,90,4.4791
1979,1,3,3,104,5.7420
1979,1,3,4,135,4.5058
1979,1,3,5,158,2.6964
1979,2,1,1,627,-1.9345
1979,2,1,2,343,-1.7806
1979,2,1,3,279,-3.8596
1979,2,1,4,241,-4.1675
1979,2,1,5,282,-2.7558
1979,2,2,1,122,-1.1472
1979,2,2,2,91,-1.8865
1979,2,2,3,89,-1.9217
1979,2,2,4,97,-4.0382
1979,2,2,5,151,-4.0747
1979,2,3,1,58,-2.5868
1979,2,3,2,88,-1.9869
1979,2,3,3,103,-2.9878
1979,2,3,4,135,-3.4956
1979,2,3,5,157,-3.2659
1979,3,1,1,621,8.2357
1979,3,1,2,340,9.4349
1979,3,1,3,279,7.9775
1979,3,1,4,240,9.1724
1979,3,1,5,282,11.4026
1979,3,2,1,121,10.5093
1979,3,2,2,90,11.8770
1979,3,2,3,87,9.5676
1979,3,2,4,97,10.8658
1979,3,2,5,149,10.4121
1979,3,3,1,58,8.9119
1979,3,3,2,88,4.5274
1979,3,3,3,102,7.0370
1979,3,3,4,135,6.5496
1979,3,3,5,156,6.1516
1979,4,1,1,620,3.3807
1979,4,1,2,337,3.5626
1979,4,1,3,279,2.7123
1979,4,1,4,240,2.1821
1979,4,1,5,282,2.6605
1979,4,2,1,120,3.3712
1979,4,2,2,89,3.6523
1979,4,2,3,87,1.2640
1979,4,2,4,97,2.2089
1979,4,2,5,148,2.0792
1979,4,3,1,58,-2.0860
1979,4,3,2,88,-0.0358
1979,4,3,3,103,0.6064
1979,4,3,4,135,1.6468
1979,4,3,5,156,0.8641
1979,5,1,1,617,-1.0458
1979,5,1,2,336,-1.7582
1979,5,1,3,275,-1.7060
1979,5,1,4,239,-1.8676
1979,5,1,5,281,-0.6878
1979,5,2,1,120,-0.6471
1979,5,2,2,89,-0.9082
1979,5,2,3,84,-1.5201
1979,5,2,4,97,-2.1345
1979,5,2,5,147,-2.4693
1979,5,3,1,58,-2.4342
1979,5,3,2,88,-1.7143
1979,5,3,3,103,-0.9272
1979,5,3,4,135,-3.4733
1979,5,3,5,156,-1.9081
1979,6,1,1,611,5.2532
1979,6,1,2,334,5.5410
1979,6,1,3,274,5.5706
1979,6,1,4,239,6.1955
1979,6,1,5,280,3.4909
1979,6,2,1,119,6.2434
1979,6,2,2,89,5.8727
1979,6,2,3,83,7.6892
1979,6,2,4,97,2.3592
1979,6,2,5,147,4.3410
1979,6,3,1,58,4.6150
1979,6,3,2,88,3.9611
1979,6,3,3,102,4.9792
1979,6,3,4,134,5.8933
1979,6,3,5,156,2.5207
1979,7,1,1,683,1.5550
1979,7,1,2,309,3.0941
1979,7,1,3,256,0.9176
1979,7,1,4,281,1.9479
1979,7,1,5,287,3.2089
1979,7,2,1,129,2.7450
1979,7,2,2,104,4.0441
1979,7,2,3,93,1.6147
1979,7,2,4,102,2.4098
1979,7,2,5,157,3.3097
1979,7,3,1,67,2.1166
1979,7,3,2,89,1.8132
1979,7,3,3,105,1.3201
1979,7,3,4,126,2.5089
1979,7,3,5,156,-0.3789
1979,8,1,1,678,7.8679
1979,8,1,2,305,7.7509
1979,8,1,3,254,7.5623
1979,8,1,4,280,8.8379
1979,8,1,5,285,9.2678
1979,8,2,1,129,6.9851
1979,8,2,2,103,7.7456
1979,8,2,3,92,10.0961
1979,8,2,4,100,8.3172
1979,8,2,5,154,9.5923
1979,8,3,1,66,7.7590
1979,8,3,2,89,4.4995
1979,8,3,3,105,9.5444
1979,8,3,4,125,7.0427
1979,8,3,5,156,6.2275
1979,9,1,1,674,-0.6663
1979,9,1,2,301,-1.6791
1979,9,1,3,252,-0.8595
1979,9,1,4,280,-0.1289
1979,9,1,5,280,-0.5176
1979,9,2,1,129,1.8153
1979,9,2,2,103,-1.6370
1979,9,2,3,92,-0.8239
1979,9,2,4,99,-0.2879
1979,9,2,5,154,1.5738
1979,9,3,1,65,0.2720
1979,9,3,2,89,-0.8049
1979,9,3,3,105,0.2631
1979,9,3,4,125,2.3909
1979,9,3,5,156,-0.4668
1979,10,1,1,671,-11.4247
1979,10,1,2,299,-10.1689
1979,10,1,3,249,-10.0215
1979,10,1,4,279,-11.1952
1979,10,1,5,279,-10.0328
1979,10,2,1,129,-10.5602
1979,10,2,2,103,-12.2283
1979,10,2,3,92,-8.9557
1979,10,2,4,98,-10.8127
1979,10,2,5,153,-8.1828
1979,10,3,1,64,-9.2625
1979,10,3,2,89,-6.4454
1979,10,3,3,104,-5.9664
1979,10,3,4,125,-6.4645
1979,10,3,5,156,-6.1590
1979,11,1,1,669,8.8277
1979,11,1,2,299,6.6209
1979,11,1,3,248,8.0449
1979,11,1,4,277,8.4519
1979,11,1,5,281,8.3990
1979,11,2,1,128,9.1836
1979,11,2,2,103,9.5267
1979,11,2,3,92,6.3919
1979,11,2,4,99,9.1572
1979,11,2,5,152,9.7318
1979,11,3,1,64,6.5282
1979,11,3,2,89,5.6157
1979,11,3,3,104,6.0169
1979,11,3,4,125,4.1133
1979,11,3,5,156,5.7306
1979,12,1,1,664,9.1008
1979,12,1,2,296,6.7310
1979,12,1,3,248,7.7438
1979,12,1,4,274,7.5216
1979,12,1,5,279,8.1698
1979,12,2,1,128,7.8995
1979,12,2,2,103,8.0712
1979,12,2,3,92,5.8323
1979,12,2,4,98,5.0450
1979,12,2,5,151,5.6608
1979,12,3,1,63,7.3103
1979,12,3,2,88,1.2886
1979,12,3,3,104,3.2327
1979,12,3,4,125,2.8999
1979,12,3,5,156,1.2950
1980,1,1,1,657,14.4164
1980,1,1,2,292,11.3415
1980,1,1,3,247,9.0050
1980,1,1,4,268,9.1866
1980,1,1,5,279,10.5812
1980,1,2,1,125,9.8374
1980,1,2,2,103,7.7747
1980,1,2,3,90,7.2264
1980,1,2,4,98,5.3759
1980,1,2,5,149,7.1719
1980,1,3,1,63,11.4287
1980,1,3,2,88,6.1697
1980,1,3,3,103,6.7167
1980,1,3,4,125,8.4664
1980,1,3,5,155,5.5041
1980,2,1,1,651,0.2653
1980,2,1,2,290,-0.8032
1980,2,1,3,245,-1.3760
1980,2,1,4,266,-3.0015
1980,2,1,5,274,0.3302
1980,2,2,1,124,1.3362
1980,2,2,2,102,-1.4087
1980,2,2,3,89,-2.4348
1980,2,2,4,98,-3.9012
1980,2,2,5,148,-1.7498
1980,2,3,1,61,-0.9006
1980,2,3,2,88,2.6459
1980,2,3,3,102,-0.1115
1980,2,3,4,124,2.5954
1980,2,3,5,155,-0.9249
1980,3,1,1,645,-20.9719
1980,3,1,2,288,-18.6772
1980,3,1,3,241,-17.8012
1980,3,1,4,267,-18.1190
1980,3,1,5,271,-19.6608
1980,3,2,1,123,-21.0811
1980,3,2,2,102,-19.2540
1980,3,2,3,88,-16.6928
1980,3,2,4,98,-15.7039
1980,3,2,5,146,-16.8307
1980,3,3,1,60,-15.8858
1980,3,3,2,88,-10.8820
1980,3,3,3,102,-11.0351
1980,3,3,4,124,-11.2843
1980,3,3,5,154,-10.2027
1980,4,1,1,640,5.2511
1980,4,1,2,287,5.9302
1980,4,1,3,240,7.0362
1980,4,1,4,266,6.2151
1980,4,1,5,272,6.9316
1980,4,2,1,121,8.1413
1980,4,2,2,101,4.7183
1980,4,2,3,88,3.7496
1980,4,2,4,98,5.0007
1980,4,2,5,146,3.8498
1980,4,3,1,60,2.9682
1980,4,3,2,87,6.9285
1980,4,3,3,102,3.8884
1980,4,3,4,124,4.8788
1980,4,3,5,154,2.2445
1980,5,1,1,634,6.1843
1980,5,1,2,289,6.5080
1980,5,1,3,241,8.0185
1980,5,1,4,266,5.7252
1980,5,1,5,270,8.6939
1980,5,2,1,121,7.8720
1980,5,2,2,100,7.9876
1980,5,2,3,88,9.1371
1980,5,2,4,98,9.2879
1980,5,2,5,145,9.0359
1980,5,3,1,61,6.7354
1980,5,3,2,87,6.0442
1980,5,3,3,102,6.0105
1980,5,3,4,124,5.5465
1980,5,3,5,154,5.0235
1980,6,1,1,630,4.7523
1980,6,1,2,287,3.4248
1980,6,1,3,240,3.8920
1980,6,1,4,266,2.9514
1980,6,1,5,267,4.9964
1980,6,2,1,121,4.9702
1980,6,2,2,101,7.7775
1980,6,2,3,88,3.5589
1980,6,2,4,98,3.1092
1980,6,2,5,143,3.4774
1980,6,3,1,61,2.9186
1980,6,3,2,86,1.4610
1980,6,3,3,102,3.1574
1980,6,3,4,124,3.0564
1980,6,3,5,154,3.2808
1980,7,1,1,683,8.8096
1980,7,1,2,350,9.7839
1980,7,1,3,275,11.3359
1980,7,1,4,231,12.9936
1980,7,1,5,288,13.6490
1980,7,2,1,146,8.1880
1980,7,2,2,92,11.6250
1980,7,2,3,102,11.8419
1980,7,2,4,108,12.4619
1980,7,2,5,173,13.9721
1980,7,3,1,61,8.5382
1980,7,3,2,92,9.3442
1980,7,3,3,112,6.2245
1980,7,3,4,129,8.5256
1980,7,3,5,155,8.9221
1980,8,1,1,678,6.6245
1980,8,1,2,349,8.2936
1980,8,1,3,275,10.5134
1980,8,1,4,231,10.0115
1980,8,1,5,288,10.6973
1980,8,2,1,144,4.1077
1980,8,2,2,92,9.1761
1980,8,2,3,102,5.2549
1980,8,2,4,107,6.3026
1980,8,2,5,173,7.3861
1980,8,3,1,61,2.0627
1980,8,3,2,92,2.8768
1980,8,3,3,112,2.0528
1980,8,3,4,129,0.5162
1980,8,3,5,155,2.3060
1980,9,1,1,674,5.3732
1980,9,1,2,347,2.2504
1980,9,1,3,274,2.5473
1980,9,1,4,230,4.0737
1980,9,1,5,285,4.4995
1980,9,2,1,143,2.7515
1980,9,2,2,93,3.1753
1980,9,2,3,102,1.8147
1980,9,2,4,106,3.9915
1980,9,2,5,171,6.4196
1980,9,3,1,61,2.4642
1980,9,3,2,92,2.8480
1980,9,3,3,111,2.7519
1980,9,3,4,129,6.3200
1980,9,3,5,155,2.5912
1980,10,1,1,668,4.8326
1980,10,1,2,345,4.6681
1980,10,1,3,272,4.7294
1980,10,1,4,229,6.3117
1980,10,1,5,283,8.0952
1980,10,2,1,143,3.7296
1980,10,2,2,92,6.5182
1980,10,2,3,101,3.3182
1980,10,2,4,103,3.0674
1980,10,2,5,169,2.7629
1980,10,3,1,61,0.9645
1980,10,3,2,92,0.8961
1980,10,3,3,109,2.3458
1980,10,3,4,129,2.7097
1980,10,3,5,155,2.7653
1980,11,1,1,663,7.0349
1980,11,1,2,343,6.6784
1980,11,1,3,272,8.5631
1980,11,1,4,226,8.3039
1980,11,1,5,284,11.1790
1980,11,2,1,142,9.2258
1980,11,2,2,92,9.9886
1980,11,2,3,100,7.0141
1980,11,2,4,103,5.0962
1980,11,2,5,169,10.0508
1980,11,3,1,62,8.1462
1980,11,3,2,90,12.7423
1980,11,3,3,109,15.8229
1980,11,3,4,129,15.3218
1980,11,3,5,155,10.9085
1980,12,1,1,659,-7.1721
1980,12,1,2,342,-4.3646
1980,12,1,3,270,-3.8298
1980,12,1,4,225,-4.4471
1980,12,1,5,283,-5.5452
1980,12,2,1,140,-4.5423
1980,12,2,2,91,-4.5982
1980,12,2,3,101,-1.7961
1980,12,2,4,103,-2.4034
1980,12,2,5,166,-3.3995
1980,12,3,1,62,-4.9023
1980,12,3,2,90,-2.4730
1980,12,3,3,109,-3.8684
1980,12,3,4,129,-6.1158
1980,12,3,5,155,-3.3521
1981,1,1,1,652,-0.0968
1981,1,1,2,344,0.3175
1981,1,1,3,267,-0.1852
1981,1,1,4,227,-1.5648
1981,1,1,5,281,-3.4961
1981,1,2,1,140,-1.0270
1981,1,2,2,91,-2.6427
1981,1,2,3,101,-0.3209
1981,1,2,4,102,-0.2811
1981,1,2,5,166,-3.1102
1981,1,3,1,62,-2.6498
1981,1,3,2,90,-4.8121
1981,1,3,3,109,-5.3829
1981,1,3,4,129,-6.3670
1981,1,3,5,155,-5.5231
1981,2,1,1,640,-1.1565
1981,2,1,2,344,1.4462
1981,2,1,3,262,0.0018
1981,2,1,4,227,-0.3581
1981,2,1,5,279,-2.2023
1981,2,2,1,140,2.9732
1981,2,2,2,91,1.0479
1981,2,2,3,99,2.5128
1981,2,2,4,102,2.8532
1981,2,2,5,166,0.1422
1981,2,3,1,62,1.4300
1981,2,3,2,89,2.3722
1981,2,3,3,108,2.4192
1981,2,3,4,129,3.4642
1981,2,3,5,155,1.3551
1981,3,1,1,639,5.9228
1981,3,1,2,339,8.8644
1981,3,1,3,259,10.0848
1981,3,1,4,225,10.2934
1981,3,1,5,274,8.6946
1981,3,2,1,139,5.3118
1981,3,2,2,91,8.3127
1981,3,2,3,98,6.5941
1981,3,2,4,101,7.3276
1981,3,2,5,164,9.9835
1981,3,3,1,61,14.5711
1981,3,3,2,88,8.4619
1981,3,3,3,108,3.8122
1981,3,3,4,128,3.6597
1981,3,3,5,155,1.7298
1981,4,1,1,641,3.3791
1981,4,1,2,337,3.1980
1981,4,1,3,256,4.7118
1981,4,1,4,225,4.5936
1981,4,1,5,272,4.9236
1981,4,2,1,136,0.3482
1981,4,2,2,90,-0.6840
1981,4,2,3,97,3.4167
1981,4,2,4,100,3.6343
1981,4,2,5,164,4.3511
1981,4,3,1,61,-0.6590
1981,4,3,2,89,-2.7193
1981,4,3,3,108,-2.0511
1981,4,3,4,128,-4.9004
1981,4,3,5,154,-1.3159
1981,5,1,1,632,2.7838
1981,5,1,2,335,4.6457
1981,5,1,3,254,4.6578
1981,5,1,4,224,4.9240
1981,5,1,5,272,5.6109
1981,5,2,1,136,0.7977
1981,5,2,2,90,2.3305
1981,5,2,3,96,4.6087
1981,5,2,4,100,4.1065
1981,5,2,5,163,5.1474
1981,5,3,1,60,0.9252
1981,5,3,2,89,-0.1748
1981,5,3,3,107,-0.3122
1981,5,3,4,128,-2.3628
1981,5,3,5,153,0.7817
1981,6,1,1,633,-2.6244
1981,6,1,2,334,0.2971
1981,6,1,3,253,-2.5843
1981,6,1,4,223,-1.4916
1981,6,1,5,272,-3.1962
1981,6,2,1,135,-1.4978
1981,6,2,2,90,-2.7739
1981,6,2,3,92,-2.5557
1981,6,2,4,100,-3.1299
1981,6,2,5,162,-5.0936
1981,6,3,1,60,-3.8227
1981,6,3,2,89,-1.6116
1981,6,3,3,106,-0.6338
1981,6,3,4,127,0.2218
1981,6,3,5,153,-1.5392
1981,7,1,1,749,-3.4506
1981,7,1,2,333,-1.7563
1981,7,1,3,286,-3.0529
1981,7,1,4,242,-3.9258
1981,7,1,5,284,-4.6062
1981,7,2,1,111,-1.9555
1981,7,2,2,103,-0.2090
1981,7,2,3,106,-1.4664
1981,7,2,4,113,-1.8541
1981,7,2,5,155,-3.7469
1981,7,3,1,58,-1.2156
1981,7,3,2,89,-1.5615
1981,7,3,3,109,1.1859
1981,7,3,4,125,0.2707
1981,7,3,5,171,1.0462
1981,8,1,1,745,-8.6037
1981,8,1,2,331,-7.9556
1981,8,1,3,285,-8.8114
1981,8,1,4,238,-8.9202
1981,8,1,5,282,-11.2107
1981,8,2,1,111,-7.5639
1981,8,2,2,103,-7.5775
1981,8,2,3,105,-8.1517
1981,8,2,4,113,-8.1620
1981,8,2,5,154,-8.1410
1981,8,3,1,56,-8.9538
1981,8,3,2,89,-7.5254
1981,8,3,3,108,-5.5226
1981,8,3,4,124,-5.6683
1981,8,3,5,171,-6.4867
1981,9,1,1,731,-11.2658
1981,9,1,2,329,-8.9068
1981,9,1,3,285,-8.1131
1981,9,1,4,236,-10.2855
1981,9,1,5,277,-9.3992
1981,9,2,1,111,-9.6299
1981,9,2,2,102,-7.2655
1981,9,2,3,105,-7.9770
1981,9,2,4,113,-8.3833
1981,9,2,5,153,-7.8206
1981,9,3,1,55,-8.3973
1981,9,3,2,88,-6.1543
1981,9,3,3,107,-7.3451
1981,9,3,4,122,-5.5781
1981,9,3,5,171,-6.3575
1981,10,1,1,726,7.7593
1981,10,1,2,328,7.2090
1981,10,1,3,283,8.4674
1981,10,1,4,233,8.0929
1981,10,1,5,274,10.4272
1981,10,2,1,110,6.9249
1981,10,2,2,101,7.5401
1981,10,2,3,105,7.3994
1981,10,2,4,113,7.3078
1981,10,2,5,153,8.7666
1981,10,3,1,55,2.7399
1981,10,3,2,87,-0.8091
1981,10,3,3,106,6.6824
1981,10,3,4,121,6.5798
1981,10,3,5,171,6.6040
1981,11,1,1,721,0.2612
1981,11,1,2,329,1.7256
1981,11,1,3,280,1.7585
1981,11,1,4,234,1.8068
1981,11,1,5,275,1.7887
1981,11,2,1,109,0.4592
1981,11,2,2,101,1.8196
1981,11,2,3,104,3.0592
1981,11,2,4,112,3.4082
1981,11,2,5,153,2.8870
1981,11,3,1,55,5.0313
1981,11,3,2,87,5.2720
1981,11,3,3,106,4.2867
1981,11,3,4,121,5.2018
1981,11,3,5,170,4.1613
1981,12,1,1,714,-3.3204
1981,12,1,2,326,-2.3653
1981,12,1,3,280,-1.4945
1981,12,1,4,231,-0.5481
1981,12,1,5,273,-1.0094
1981,12,2,1,109,-1.1337
1981,12,2,2,100,-2.5478
1981,12,2,3,103,-2.0378
1981,12,2,4,112,-0.6914
1981,12,2,5,152,-0.5139
1981,12,3,1,55,-3.8983
1981,12,3,2,85,-1.2873
1981,12,3,3,107,-2.5631
1981,12,3,4,121,-3.8470
1981,12,3,5,170,-2.6541
1982,1,1,1,710,-1.7139
1982,1,1,2,324,-1.2835
1982,1,1,3,277,-2.8178
1982,1,1,4,229,-0.9242
1982,1,1,5,273,-2.1646
1982,1,2,1,107,-3.9189
1982,1,2,2,99,-4.9978
1982,1,2,3,103,-5.9635
1982,1,2,4,112,-3.6945
1982,1,2,5,151,-4.4188
1982,1,3,1,55,-2.7053
1982,1,3,2,85,-3.0060
1982,1,3,3,106,-5.8621
1982,1,3,4,121,-2.4452
1982,1,3,5,169,-0.8800
1982,2,1,1,710,-4.9857
1982,2,1,2,324,-4.0465
1982,2,1,3,276,-3.7096
1982,2,1,4,228,-3.7636
1982,2,1,5,272,-5.4896
1982,2,2,1,105,-2.9115
1982,2,2,2,99,-7.2240
1982,2,2,3,104,-5.4531
1982,2,2,4,112,-4.4613
1982,2,2,5,151,-6.3967
1982,2,3,1,55,-4.2650
1982,2,3,2,85,-5.0079
1982,2,3,3,105,-4.6190
1982,2,3,4,121,-5.9687
1982,2,3,5,169,-6.4026
1982,3,1,1,703,-1.3672
1982,3,1,2,324,-0.8912
1982,3,1,3,274,-0.4828
1982,3,1,4,227,-1.3531
1982,3,1,5,268,-1.4895
1982,3,2,1,104,0.8470
1982,3,2,2,98,-0.9696
1982,3,2,3,103,0.1285
1982,3,2,4,112,-1.6396
1982,3,2,5,150,-1.4061
1982,3,3,1,55,1.1023
1982,3,3,2,85,-0.5723
1982,3,3,3,105,-0.9773
1982,3,3,4,121,-0.6848
1982,3,3,5,169,-2.3050
1982,4,1,1,698,3.1226
1982,4,1,2,323,4.2668
1982,4,1,3,272,4.3581
1982,4,1,4,226,6.9489
1982,4,1,5,267,9.9719
1982,4,2,1,103,5.0039
1982,4,2,2,97,6.0575
1982,4,2,3,103,5.4174
1982,4,2,4,111,6.7626
1982,4,2,5,148,6.8340
1982,4,3,1,54,2.9325
1982,4,3,2,85,4.0764
1982,4,3,3,105,4.3672
1982,4,3,4,120,4.0706
1982,4,3,5,167,6.0133
1982,5,1,1,692,-1.8593
1982,5,1,2,320,-1.8138
1982,5,1,3,268,-1.6534
1982,5,1,4,225,-1.6241
1982,5,1,5,266,-2.0956
1982,5,2,1,102,-4.1572
1982,5,2,2,97,-3.0401
1982,5,2,3,103,-4.5302
1982,5,2,4,111,-3.2912
1982,5,2,5,148,-2.4460
1982,5,3,1,54,-5.5534
1982,5,3,2,85,-3.8224
1982,5,3,3,104,-2.5148
1982,5,3,4,120,-2.2836
1982,5,3,5,167,-2.3656
1982,6,1,1,681,-3.4185
1982,6,1,2,316,-2.2453
1982,6,1,3,267,-1.5851
1982,6,1,4,226,-2.4004
1982,6,1,5,265,-2.4557
1982,6,2,1,101,-2.1376
1982,6,2,2,97,-0.2987
1982,6,2,3,103,-2.3064
1982,6,2,4,110,-0.4164
1982,6,2,5,148,-3.3377
1982,6,3,1,55,-1.6126
1982,6,3,2,85,-0.6015
1982,6,3,3,104,-2.5903
1982,6,3,4,120,-0.3558
1982,6,3,5,167,-2.8897
1982,7,1,1,909,-3.2032
1982,7,1,2,349,-1.0419
1982,7,1,3,314,-0.5313
1982,7,1,4,258,-2.3067
1982,7,1,5,256,-2.8689
1982,7,2,1,108,-2.9570
1982,7,2,2,92,-0.7459
1982,7,2,3,97,-1.9463
1982,7,2,4,121,-2.1045
1982,7,2,5,140,0.2873
1982,7,3,1,58,-5.6562
1982,7,3,2,84,-2.0364
1982,7,3,3,103,-3.6360
1982,7,3,4,122,-3.1533
1982,7,3,5,160,-0.8449
1982,8,1,1,900,3.8346
1982,8,1,2,347,5.8042
1982,8,1,3,313,6.5014
1982,8,1,4,258,6.2208
1982,8,1,5,255,5.7654
1982,8,2,1,106,8.4477
1982,8,2,2,92,8.8418
1982,8,2,3,96,8.1553
1982,8,2,4,120,11.3495
1982,8,2,5,139,9.3504
1982,8,3,1,58,16.8590
1982,8,3,2,84,15.3297
1982,8,3,3,103,12.7855
1982,8,3,4,122,12.4890
1982,8,3,5,159,11.0733
1982,9,1,1,897,1.6267
1982,9,1,2,348,3.6161
1982,9,1,3,311,3.7951
1982,9,1,4,256,4.5354
1982,9,1,5,255,2.6637
1982,9,2,1,106,2.4325
1982,9,2,2,92,4.3442
1982,9,2,3,96,4.7967
1982,9,2,4,119,2.6235
1982,9,2,5,138,2.4853
1982,9,3,1,58,-0.9294
1982,9,3,2,84,1.5903
1982,9,3,3,102,0.2554
1982,9,3,4,123,1.7940
1982,9,3,5,157,1.0289
1982,10,1,1,887,11.4474
1982,10,1,2,347,12.7839
1982,10,1,3,305,13.2429
1982,10,1,4,256,15.1234
1982,10,1,5,253,19.5401
1982,10,2,1,104,14.6113
1982,10,2,2,90,13.2534
1982,10,2,3,95,12.1978
1982,10,2,4,119,13.5430
1982,10,2,5,137,13.9434
1982,10,3,1,58,16.8892
1982,10,3,2,84,12.2698
1982,10,3,3,102,12.1758
1982,10,3,4,122,9.7989
1982,10,3,5,157,11.5660
1982,11,1,1,873,9.1573
1982,11,1,2,348,10.8312
1982,11,1,3,305,11.2538
1982,11,1,4,255,9.3428
1982,11,1,5,252,8.9000
1982,11,2,1,101,8.2537
1982,11,2,2,89,7.9407
1982,11,2,3,94,9.5589
1982,11,2,4,119,9.1284
1982,11,2,5,136,9.0178
1982,11,3,1,58,7.2223
1982,11,3,2,84,6.0865
1982,11,3,3,102,2.9669
1982,11,3,4,121,2.8033
1982,11,3,5,157,6.8570
1982,12,1,1,872,1.6817
1982,12,1,2,347,3.2471
1982,12,1,3,306,2.3496
1982,12,1,4,255,2.8007
1982,12,1,5,253,1.1771
1982,12,2,1,102,0.7944
1982,12,2,2,89,1.5064
1982,12,2,3,94,2.2088
1982,12,2,4,118,0.9465
1982,12,2,5,136,0.8957
1982,12,3,1,58,3.1762
1982,12,3,2,84,-0.2601
1982,12,3,3,102,1.1373
1982,12,3,4,120,1.1985
1982,12,3,5,157,2.8806
1983,1,1,1,868,10.8729
1983,1,1,2,343,9.2872
1983,1,1,3,305,8.8999
1983,1,1,4,254,10.8113
1983,1,1,5,251,11.1301
1983,1,2,1,101,6.9261
1983,1,2,2,88,5.0972
1983,1,2,3,94,5.3262
1983,1,2,4,115,6.8174
1983,1,2,5,136,6.7383
1983,1,3,1,57,4.9453
1983,1,3,2,84,3.5333
1983,1,3,3,101,3.5396
1983,1,3,4,120,2.9482
1983,1,3,5,156,3.7009
1983,2,1,1,857,4.8784
1983,2,1,2,339,4.6987
1983,2,1,3,300,6.6360
1983,2,1,4,253,7.4759
1983,2,1,5,248,5.4439
1983,2,2,1,102,4.0022
1983,2,2,2,87,5.2206
1983,2,2,3,92,5.5892
1983,2,2,4,114,6.8163
1983,2,2,5,135,6.3758
1983,2,3,1,57,2.4713
1983,2,3,2,84,4.9985
1983,2,3,3,101,2.7820
1983,2,3,4,119,2.5420
1983,2,3,5,156,2.4422
1983,3,1,1,851,5.6536
1983,3,1,2,336,4.3003
