year,month,rank_ME,rank_CTOq_1,nstocks,ret_vw
1972,6,2,1,38,-3.0261
1972,6,2,2,31,-3.7203
1972,6,2,3,37,-4.1294
1972,6,2,4,59,-2.5854
1972,6,2,5,62,-4.5418
1972,6,3,1,99,-3.6063
1972,6,3,2,92,-1.1813
1972,6,3,3,88,-2.3852
1972,6,3,4,69,0.1936
1972,6,3,5,74,-1.7617
1972,7,1,1,53,-1.8402
1972,7,1,2,61,-3.8048
1972,7,1,3,73,-1.9037
1972,7,1,4,97,-3.8452
1972,7,1,5,124,-4.9798
1972,7,2,1,42,-3.0437
1972,7,2,2,33,-3.5470
1972,7,2,3,39,-4.2621
1972,7,2,4,59,-0.6876
1972,7,2,5,58,-4.5136
1972,7,3,1,99,-1.5006
1972,7,3,2,89,0.4538
1972,7,3,3,92,1.3089
1972,7,3,4,64,0.8636
1972,7,3,5,76,-0.0088
1972,8,1,1,49,3.6153
1972,8,1,2,59,1.1912
1972,8,1,3,74,0.8059
1972,8,1,4,98,-1.0409
1972,8,1,5,121,-2.0253
1972,8,2,1,35,0.3200
1972,8,2,2,34,3.7918
1972,8,2,3,37,3.7413
1972,8,2,4,46,0.8171
1972,8,2,5,56,3.0024
1972,8,3,1,102,6.5201
1972,8,3,2,84,4.5130
1972,8,3,3,86,0.8744
1972,8,3,4,70,1.7325
1972,8,3,5,68,2.1207
1972,9,1,1,48,-6.6764
1972,9,1,2,59,-3.9458
1972,9,1,3,69,-4.5244
1972,9,1,4,99,-4.3708
1972,9,1,5,120,-4.9924
1972,9,2,1,40,-4.7594
1972,9,2,2,30,-3.6542
1972,9,2,3,43,-2.0505
1972,9,2,4,46,-2.7089
1972,9,2,5,57,-3.2232
1972,9,3,1,99,-0.0337
1972,9,3,2,83,-1.9921
1972,9,3,3,84,-0.8281
1972,9,3,4,66,-0.0360
1972,9,3,5,65,-1.1118
1972,10,1,1,50,-4.8179
1972,10,1,2,59,-0.9048
1972,10,1,3,69,-1.8658
1972,10,1,4,101,-2.3731
1972,10,1,5,121,-2.4732
1972,10,2,1,43,-0.1708
1972,10,2,2,31,-2.9533
1972,10,2,3,41,-0.8384
1972,10,2,4,45,-0.6357
1972,10,2,5,60,-3.2812
1972,10,3,1,98,2.6863
1972,10,3,2,84,-0.9729
1972,10,3,3,84,0.8268
1972,10,3,4,68,-0.2589
1972,10,3,5,63,1.4433
1972,11,1,1,31,3.2488
1972,11,1,2,25,2.0339
1972,11,1,3,33,3.7081
1972,11,1,4,39,7.8186
1972,11,1,5,20,4.3028
1972,11,2,1,18,2.3980
1972,11,2,2,13,0.9534
1972,11,2,3,17,8.0684
1972,11,2,4,19,9.3930
1972,11,2,5,17,6.6712
1972,11,3,1,14,-0.1884
1972,11,3,2,18,4.1762
1972,11,3,3,17,5.5225
1972,11,3,4,13,5.6615
1972,11,3,5,20,4.8979
1972,12,1,1,34,-4.6059
1972,12,1,2,26,-1.3584
1972,12,1,3,35,-4.8297
1972,12,1,4,32,0.9048
1972,12,1,5,29,-3.4565
1972,12,2,1,14,-3.7604
1972,12,2,2,14,-2.9255
1972,12,2,3,17,0.4076
1972,12,2,4,15,-5.7797
1972,12,2,5,21,0.6986
1972,12,3,1,17,-0.1901
1972,12,3,2,15,-0.1748
1972,12,3,3,15,-1.2173
1972,12,3,4,20,2.5338
1972,12,3,5,15,-3.9678
1973,1,1,1,33,-0.4160
1973,1,1,2,26,-8.1069
1973,1,1,3,40,-0.1563
1973,1,1,4,29,-5.6736
1973,1,1,5,40,-6.1149
1973,1,2,1,14,-9.6264
1973,1,2,2,13,-4.4851
1973,1,2,3,16,-12.6854
1973,1,2,4,17,-6.4237
1973,1,2,5,21,-2.7397
1973,1,3,1,19,-3.3828
1973,1,3,2,15,-5.1048
1973,1,3,3,17,-6.1470
1973,1,3,4,18,-3.3408
1973,1,3,5,15,-5.6706
1973,2,1,1,34,-8.0374
1973,2,1,2,30,-11.2100
1973,2,1,3,37,-11.4391
1973,2,1,4,34,-9.8013
1973,2,1,5,46,-11.2681
1973,2,2,1,13,-8.4569
1973,2,2,2,15,-7.4131
1973,2,2,3,16,-7.6819
1973,2,2,4,21,-10.8910
1973,2,2,5,20,-8.7981
1973,2,3,1,25,-8.3639
1973,2,3,2,15,-5.9008
1973,2,3,3,22,-5.6550
1973,2,3,4,20,-3.6372
1973,2,3,5,18,-7.7078
1973,3,1,1,38,-4.8342
1973,3,1,2,28,-3.7900
1973,3,1,3,40,-6.3677
1973,3,1,4,35,-2.1826
1973,3,1,5,53,-1.8018
1973,3,2,1,16,-9.7119
1973,3,2,2,16,-3.2419
1973,3,2,3,13,-4.9003
1973,3,2,4,23,-2.5521
1973,3,2,5,18,-4.9322
1973,3,3,1,23,-2.7583
1973,3,3,2,19,-2.6699
1973,3,3,3,28,-2.8068
1973,3,3,4,19,-5.0182
1973,3,3,5,22,-4.0537
1973,4,1,1,37,-6.4531
1973,4,1,2,34,-8.7250
1973,4,1,3,42,-10.2612
1973,4,1,4,34,-9.1672
1973,4,1,5,61,-8.1538
1973,4,2,1,16,-6.0187
1973,4,2,2,15,-14.2019
1973,4,2,3,14,-7.3780
1973,4,2,4,21,-6.7443
1973,4,2,5,18,-9.3564
1973,4,3,1,24,-8.8956
1973,4,3,2,19,-5.2928
1973,4,3,3,28,-8.2146
1973,4,3,4,25,-4.8035
1973,4,3,5,21,-8.4889
1973,5,1,1,46,-11.2659
1973,5,1,2,61,-9.2888
1973,5,1,3,57,-9.1010
1973,5,1,4,96,-11.8254
1973,5,1,5,144,-9.6164
1973,5,2,1,43,-10.0276
1973,5,2,2,36,-9.6871
1973,5,2,3,40,-8.3857
1973,5,2,4,63,-8.8669
1973,5,2,5,62,-7.1106
1973,5,3,1,96,-2.4575
1973,5,3,2,90,-1.8645
1973,5,3,3,86,1.0218
1973,5,3,4,77,-1.6573
1973,5,3,5,61,-3.1861
1973,6,1,1,68,-5.0662
1973,6,1,2,92,-4.5250
1973,6,1,3,84,-2.7822
1973,6,1,4,129,-4.3926
1973,6,1,5,183,-4.1174
1973,6,2,1,57,-4.2202
1973,6,2,2,42,-4.6640
1973,6,2,3,45,-5.6638
1973,6,2,4,61,-2.5981
1973,6,2,5,67,-4.0962
1973,6,3,1,115,0.4466
1973,6,3,2,103,0.5545
1973,6,3,3,98,-3.2661
1973,6,3,4,81,-2.2398
1973,6,3,5,77,-3.1088
1973,7,1,1,74,14.1723
1973,7,1,2,101,13.1124
1973,7,1,3,86,16.1534
1973,7,1,4,131,13.7081
1973,7,1,5,184,14.6371
1973,7,2,1,50,12.7901
1973,7,2,2,43,12.9173
1973,7,2,3,51,17.0380
1973,7,2,4,68,14.2374
1973,7,2,5,72,11.8542
1973,7,3,1,119,3.3144
1973,7,3,2,103,2.9787
1973,7,3,3,99,7.6914
1973,7,3,4,74,6.6049
1973,7,3,5,76,7.8136
1973,8,1,1,73,-6.9440
1973,8,1,2,101,-5.2567
1973,8,1,3,79,-7.3504
1973,8,1,4,132,-6.8472
1973,8,1,5,173,-6.0182
1973,8,2,1,47,-5.8044
1973,8,2,2,43,-2.8538
1973,8,2,3,47,-3.8802
1973,8,2,4,60,-4.6269
1973,8,2,5,75,-3.0226
1973,8,3,1,114,-2.8910
1973,8,3,2,100,-2.8601
1973,8,3,3,96,-4.9399
1973,8,3,4,74,-1.4341
1973,8,3,5,71,-2.8214
1973,9,1,1,72,13.0992
1973,9,1,2,101,9.0679
1973,9,1,3,80,11.9653
1973,9,1,4,132,7.5896
1973,9,1,5,170,8.4694
1973,9,2,1,52,12.5338
1973,9,2,2,36,12.9268
1973,9,2,3,52,11.4651
1973,9,2,4,63,12.2957
1973,9,2,5,78,11.3989
1973,9,3,1,108,6.7558
1973,9,3,2,101,-0.2890
1973,9,3,3,94,6.5167
1973,9,3,4,72,4.4070
1973,9,3,5,69,5.8163
1973,10,1,1,75,5.0351
1973,10,1,2,96,-1.7382
1973,10,1,3,91,1.1351
1973,10,1,4,130,-1.8067
1973,10,1,5,170,-1.6098
1973,10,2,1,48,7.3083
1973,10,2,2,37,0.1351
1973,10,2,3,53,-1.6811
1973,10,2,4,58,-3.0555
1973,10,2,5,83,-0.8488
1973,10,3,1,112,3.5467
1973,10,3,2,101,2.2589
1973,10,3,3,96,-0.2051
1973,10,3,4,75,-3.2435
1973,10,3,5,66,-3.9873
1973,11,1,1,49,-19.9827
1973,11,1,2,35,-23.2747
1973,11,1,3,46,-22.7558
1973,11,1,4,58,-23.2177
1973,11,1,5,32,-19.3216
1973,11,2,1,18,-20.8109
1973,11,2,2,20,-25.0175
1973,11,2,3,18,-22.0151
1973,11,2,4,22,-23.7130
1973,11,2,5,21,-20.0934
1973,11,3,1,18,-9.5292
1973,11,3,2,20,-15.0335
1973,11,3,3,17,-12.8141
1973,11,3,4,19,-20.1164
1973,11,3,5,17,-17.2382
1973,12,1,1,54,-7.7126
1973,12,1,2,35,-3.0384
1973,12,1,3,43,-6.6445
1973,12,1,4,55,-10.1903
1973,12,1,5,41,-5.6770
1973,12,2,1,16,-4.8258
1973,12,2,2,26,2.7818
1973,12,2,3,18,-4.1778
1973,12,2,4,20,-3.1357
1973,12,2,5,21,-0.1479
1973,12,3,1,19,4.4651
1973,12,3,2,16,-1.7873
1973,12,3,3,15,3.8954
1973,12,3,4,17,-2.7420
1973,12,3,5,18,1.4097
1974,1,1,1,52,19.6018
1974,1,1,2,39,18.9209
1974,1,1,3,39,18.2486
1974,1,1,4,51,17.3812
1974,1,1,5,56,14.1688
1974,1,2,1,19,8.2300
1974,1,2,2,21,6.7292
1974,1,2,3,17,14.9338
1974,1,2,4,18,13.6452
1974,1,2,5,23,10.5917
1974,1,3,1,21,-1.9718
1974,1,3,2,17,-2.8610
1974,1,3,3,17,-3.4399
1974,1,3,4,18,2.3873
1974,1,3,5,15,4.8513
1974,2,1,1,7,0.6829
1974,2,1,2,50,-2.4678
1974,2,1,3,54,0.4395
1974,2,1,4,60,-4.6416
1974,2,1,5,74,-0.5090
1974,2,2,1,12,-1.7127
1974,2,2,2,23,-4.3592
1974,2,2,3,29,-1.9327
1974,2,2,4,17,-1.6290
1974,2,2,5,27,0.3612
1974,2,3,1,62,0.4238
1974,2,3,2,31,2.4081
1974,2,3,3,22,1.2192
1974,2,3,4,25,-1.2290
1974,2,3,5,27,0.1491
1974,3,1,1,6,-2.8220
1974,3,1,2,50,-0.9626
1974,3,1,3,47,1.8123
1974,3,1,4,71,1.2098
1974,3,1,5,93,3.2714
1974,3,2,1,17,-1.7735
1974,3,2,2,31,-2.8906
1974,3,2,3,27,0.0541
1974,3,2,4,25,-1.3536
1974,3,2,5,28,-1.1525
1974,3,3,1,73,-3.8178
1974,3,3,2,34,-3.8427
1974,3,3,3,35,0.2181
1974,3,3,4,30,0.7109
1974,3,3,5,32,-1.3614
1974,4,1,1,6,-5.9205
1974,4,1,2,57,-8.8596
1974,4,1,3,50,-5.3809
1974,4,1,4,68,-4.8556
1974,4,1,5,99,-5.3983
1974,4,2,1,17,-7.5702
1974,4,2,2,28,-9.1194
1974,4,2,3,27,-8.2144
1974,4,2,4,29,-3.9987
1974,4,2,5,29,-6.0536
1974,4,3,1,73,-10.6420
1974,4,3,2,36,-9.2125
1974,4,3,3,34,-3.4781
1974,4,3,4,30,-0.0262
1974,4,3,5,33,-4.6160
1974,5,1,1,40,-7.8952
1974,5,1,2,74,-8.9545
1974,5,1,3,74,-7.3732
1974,5,1,4,111,-8.4818
1974,5,1,5,174,-5.8213
1974,5,2,1,61,-7.2722
1974,5,2,2,50,-9.5138
1974,5,2,3,53,-10.1018
1974,5,2,4,59,-5.9865
1974,5,2,5,92,-5.9357
1974,5,3,1,144,-6.1498
1974,5,3,2,114,-3.5264
1974,5,3,3,116,-1.2769
1974,5,3,4,95,-3.3670
1974,5,3,5,80,-2.5929
1974,6,1,1,56,-4.3111
1974,6,1,2,97,-1.7193
1974,6,1,3,102,-3.1605
1974,6,1,4,149,-2.1714
1974,6,1,5,215,-2.0417
1974,6,2,1,84,-2.5525
1974,6,2,2,57,-2.2538
1974,6,2,3,61,-4.0378
1974,6,2,4,65,-1.7638
1974,6,2,5,97,-0.1674
1974,6,3,1,162,-5.3353
1974,6,3,2,121,-1.0423
1974,6,3,3,132,-1.4405
1974,6,3,4,105,-0.9788
1974,6,3,5,100,-2.1065
1974,7,1,1,67,-3.4828
1974,7,1,2,107,-1.7061
1974,7,1,3,104,-5.1080
1974,7,1,4,162,-4.4421
1974,7,1,5,208,-4.6430
1974,7,2,1,88,-2.6916
1974,7,2,2,57,-4.8488
1974,7,2,3,64,-4.8523
1974,7,2,4,68,-2.2263
1974,7,2,5,102,-4.4005
1974,7,3,1,161,-2.0788
1974,7,3,2,120,-8.6277
1974,7,3,3,131,-9.1932
1974,7,3,4,105,-5.2324
1974,7,3,5,97,-10.2383
1974,8,1,1,57,-9.5443
1974,8,1,2,100,-8.1819
1974,8,1,3,102,-8.0152
1974,8,1,4,155,-6.8576
1974,8,1,5,199,-7.9933
1974,8,2,1,85,-7.5421
1974,8,2,2,55,-6.5351
1974,8,2,3,68,-8.2679
1974,8,2,4,68,-8.1608
1974,8,2,5,97,-8.1589
1974,8,3,1,156,-9.5001
1974,8,3,2,117,-7.8065
1974,8,3,3,122,-7.9671
1974,8,3,4,101,-10.5431
1974,8,3,5,93,-9.1863
1974,9,1,1,59,-5.6962
1974,9,1,2,105,-7.9860
1974,9,1,3,101,-8.7210
1974,9,1,4,157,-7.8750
1974,9,1,5,196,-6.7068
1974,9,2,1,79,-7.6275
1974,9,2,2,53,-12.7013
1974,9,2,3,61,-9.5084
1974,9,2,4,64,-9.5235
1974,9,2,5,104,-9.1828
1974,9,3,1,162,-4.6185
1974,9,3,2,118,-14.0654
1974,9,3,3,124,-13.0951
1974,9,3,4,99,-12.8206
1974,9,3,5,88,-13.5304
1974,10,1,1,52,13.6014
1974,10,1,2,107,6.7603
1974,10,1,3,105,10.0690
1974,10,1,4,155,5.6724
1974,10,1,5,195,5.8091
1974,10,2,1,83,9.1939
1974,10,2,2,53,13.1173
1974,10,2,3,61,7.3640
1974,10,2,4,68,7.5694
1974,10,2,5,104,10.5970
1974,10,3,1,161,15.0049
1974,10,3,2,115,17.2809
1974,10,3,3,123,18.7409
1974,10,3,4,98,16.3498
1974,10,3,5,89,21.7375
1974,11,1,1,8,-5.8620
1974,11,1,2,42,-6.3370
1974,11,1,3,63,-5.9003
1974,11,1,4,66,-5.7222
1974,11,1,5,74,-6.7221
1974,11,2,1,26,-3.3195
1974,11,2,2,26,-4.0424
1974,11,2,3,28,-5.0847
1974,11,2,4,26,-8.5049
1974,11,2,5,28,-5.6201
1974,11,3,1,76,-0.6835
1974,11,3,2,37,2.3042
1974,11,3,3,29,-6.8457
1974,11,3,4,26,-2.7937
1974,11,3,5,31,-5.7446
1974,12,1,1,8,-8.5726
1974,12,1,2,36,-9.5349
1974,12,1,3,65,-11.9276
1974,12,1,4,67,-13.2828
1974,12,1,5,81,-6.3310
1974,12,2,1,24,-2.0797
1974,12,2,2,23,-6.1263
1974,12,2,3,28,-9.0026
1974,12,2,4,32,-6.7646
1974,12,2,5,29,-3.3638
1974,12,3,1,74,-3.7492
1974,12,3,2,36,-1.1685
1974,12,3,3,32,-8.5615
1974,12,3,4,22,-3.7436
1974,12,3,5,29,-2.1821
1975,1,1,1,8,44.3556
1975,1,1,2,35,36.5461
1975,1,1,3,74,32.9127
1975,1,1,4,61,42.0492
1975,1,1,5,90,32.8057
1975,1,2,1,26,26.4682
1975,1,2,2,23,31.1392
1975,1,2,3,27,24.8471
1975,1,2,4,30,27.2245
1975,1,2,5,31,29.4717
1975,1,3,1,74,23.7269
1975,1,3,2,38,10.5903
1975,1,3,3,33,19.1277
1975,1,3,4,29,21.4346
1975,1,3,5,24,15.7162
1975,2,1,1,8,12.7989
1975,2,1,2,45,3.1297
1975,2,1,3,75,2.1238
1975,2,1,4,60,2.4629
1975,2,1,5,95,2.9587
1975,2,2,1,25,0.9091
1975,2,2,2,29,6.1622
1975,2,2,3,22,7.8469
1975,2,2,4,34,5.6118
1975,2,2,5,33,3.8620
1975,2,3,1,79,-0.3133
1975,2,3,2,43,6.8628
1975,2,3,3,34,10.0170
1975,2,3,4,32,8.1798
1975,2,3,5,29,5.0418
1975,3,1,1,9,11.1003
1975,3,1,2,57,9.7234
1975,3,1,3,65,11.2679
1975,3,1,4,63,10.8692
1975,3,1,5,99,13.8820
1975,3,2,1,28,0.4725
1975,3,2,2,27,3.4098
1975,3,2,3,25,7.2310
1975,3,2,4,36,5.9623
1975,3,2,5,31,8.1925
1975,3,3,1,79,-1.7914
1975,3,3,2,46,2.5220
1975,3,3,3,40,7.7872
1975,3,3,4,36,3.3981
1975,3,3,5,34,3.4539
1975,4,1,1,11,0.0660
1975,4,1,2,67,8.1053
1975,4,1,3,75,5.2590
1975,4,1,4,58,5.6444
1975,4,1,5,108,2.9811
1975,4,2,1,28,1.6136
1975,4,2,2,27,-0.0536
1975,4,2,3,23,5.4387
1975,4,2,4,33,6.0325
1975,4,2,5,33,0.1461
1975,4,3,1,79,0.5058
1975,4,3,2,44,0.5543
1975,4,3,3,41,8.4030
1975,4,3,4,40,8.0782
1975,4,3,5,35,1.3105
1975,5,1,1,42,3.7680
1975,5,1,2,77,6.1832
1975,5,1,3,92,7.3766
1975,5,1,4,115,10.0215
1975,5,1,5,165,6.5993
1975,5,2,1,75,6.0273
1975,5,2,2,60,9.5131
1975,5,2,3,47,7.6148
1975,5,2,4,55,7.5977
1975,5,2,5,98,5.6607
1975,5,3,1,143,6.5357
1975,5,3,2,111,4.1914
1975,5,3,3,110,3.6472
1975,5,3,4,110,7.1328
1975,5,3,5,100,7.5510
1975,6,1,1,68,7.8057
1975,6,1,2,105,9.0520
1975,6,1,3,128,8.3411
1975,6,1,4,145,8.8525
1975,6,1,5,202,11.2592
1975,6,2,1,83,5.7528
1975,6,2,2,69,6.0371
1975,6,2,3,50,7.8318
1975,6,2,4,76,6.3820
1975,6,2,5,104,7.1872
1975,6,3,1,164,9.0193
1975,6,3,2,119,1.9274
1975,6,3,3,123,5.4935
1975,6,3,4,112,5.7903
1975,6,3,5,117,5.7143
1975,7,1,1,72,-2.0463
1975,7,1,2,121,-1.5092
1975,7,1,3,138,-1.3605
1975,7,1,4,152,-1.8662
1975,7,1,5,210,0.1913
1975,7,2,1,87,-3.9754
1975,7,2,2,70,-5.6028
1975,7,2,3,55,-4.0351
1975,7,2,4,82,-2.1407
1975,7,2,5,105,-3.5785
1975,7,3,1,166,-5.5806
1975,7,3,2,122,-7.8478
1975,7,3,3,122,-6.8744
1975,7,3,4,107,-4.0927
1975,7,3,5,114,-7.7586
1975,8,1,1,74,-7.4770
1975,8,1,2,115,-8.0718
1975,8,1,3,140,-6.5010
1975,8,1,4,157,-6.8496
1975,8,1,5,194,-4.8770
1975,8,2,1,86,-2.6210
1975,8,2,2,66,-6.0353
1975,8,2,3,59,-5.8189
1975,8,2,4,81,-5.3770
1975,8,2,5,114,-3.7255
1975,8,3,1,166,-3.0206
1975,8,3,2,124,-0.5131
1975,8,3,3,134,-1.4633
1975,8,3,4,98,-2.0152
1975,8,3,5,109,-1.5294
1975,9,1,1,74,-6.9217
1975,9,1,2,112,-4.4683
1975,9,1,3,148,-4.9928
1975,9,1,4,157,-3.0040
1975,9,1,5,224,-2.8824
1975,9,2,1,88,-4.0220
1975,9,2,2,67,-3.8492
1975,9,2,3,63,-4.5682
1975,9,2,4,85,-1.5803
1975,9,2,5,113,-3.1439
1975,9,3,1,177,-2.3222
1975,9,3,2,129,-4.6535
1975,9,3,3,131,-3.6247
1975,9,3,4,106,-2.5423
1975,9,3,5,108,-3.2988
1975,10,1,1,81,-1.2827
1975,10,1,2,114,0.8617
1975,10,1,3,163,1.0390
1975,10,1,4,154,1.8411
1975,10,1,5,237,2.9396
1975,10,2,1,90,1.0277
1975,10,2,2,74,1.8747
1975,10,2,3,69,3.0260
1975,10,2,4,88,3.0434
1975,10,2,5,108,5.8984
1975,10,3,1,177,5.5391
1975,10,3,2,130,6.4119
1975,10,3,3,131,6.2134
1975,10,3,4,117,5.3830
1975,10,3,5,106,8.9648
1975,11,1,1,46,2.2142
1975,11,1,2,94,2.8692
1975,11,1,3,101,3.4380
1975,11,1,4,131,3.2518
1975,11,1,5,196,4.2441
1975,11,2,1,79,1.7029
1975,11,2,2,51,2.2321
1975,11,2,3,62,5.8381
1975,11,2,4,69,3.2606
1975,11,2,5,80,3.9582
1975,11,3,1,154,3.4831
1975,11,3,2,106,4.2777
1975,11,3,3,105,2.3695
1975,11,3,4,86,1.9245
1975,11,3,5,80,2.2889
1975,12,1,1,57,-1.1428
1975,12,1,2,104,-1.6934
1975,12,1,3,106,-0.9376
1975,12,1,4,148,-1.5298
1975,12,1,5,187,-1.8247
1975,12,2,1,77,1.0952
1975,12,2,2,56,-0.3949
1975,12,2,3,68,-1.0200
1975,12,2,4,70,-0.0136
1975,12,2,5,83,-2.2035
1975,12,3,1,155,0.5452
1975,12,3,2,105,-1.4723
1975,12,3,3,105,-2.5451
1975,12,3,4,89,-0.4984
1975,12,3,5,83,-0.5818
1976,1,1,1,54,24.1363
1976,1,1,2,99,24.7719
1976,1,1,3,105,26.7400
1976,1,1,4,133,26.3922
1976,1,1,5,188,22.2984
1976,1,2,1,79,13.8769
1976,1,2,2,59,17.8418
1976,1,2,3,59,22.3838
1976,1,2,4,70,22.6666
1976,1,2,5,81,19.9824
1976,1,3,1,158,9.5773
1976,1,3,2,105,13.7998
1976,1,3,3,104,15.1611
1976,1,3,4,92,10.6653
1976,1,3,5,85,8.2316
1976,2,1,1,60,9.8552
1976,2,1,2,98,13.7769
1976,2,1,3,99,14.5473
1976,2,1,4,124,12.2762
1976,2,1,5,195,13.2624
1976,2,2,1,80,4.0590
1976,2,2,2,56,9.0894
1976,2,2,3,58,10.0603
1976,2,2,4,73,9.6024
1976,2,2,5,88,6.3110
1976,2,3,1,156,0.1326
1976,2,3,2,106,-0.4709
1976,2,3,3,110,-0.3952
1976,2,3,4,93,0.3758
1976,2,3,5,86,1.9640
1976,3,1,1,70,0.7963
1976,3,1,2,91,-0.7781
1976,3,1,3,109,0.4485
1976,3,1,4,149,1.5652
1976,3,1,5,206,1.3897
1976,3,2,1,84,0.8202
1976,3,2,2,59,1.7115
1976,3,2,3,59,0.9129
1976,3,2,4,72,0.7901
1976,3,2,5,86,3.1489
1976,3,3,1,152,1.5728
1976,3,3,2,114,2.4381
1976,3,3,3,117,3.0854
1976,3,3,4,88,4.6266
1976,3,3,5,91,3.5642
1976,4,1,1,68,0.5054
1976,4,1,2,92,-1.7509
1976,4,1,3,115,-2.1368
1976,4,1,4,154,-1.4961
1976,4,1,5,207,-2.8850
1976,4,2,1,87,0.4983
1976,4,2,2,63,-1.8683
1976,4,2,3,61,-2.8154
1976,4,2,4,74,-0.9477
1976,4,2,5,81,-2.2172
1976,4,3,1,148,1.0675
1976,4,3,2,114,-1.4054
1976,4,3,3,115,-1.8945
1976,4,3,4,86,0.5769
1976,4,3,5,93,-1.2799
1976,5,1,1,77,0.4994
1976,5,1,2,107,-1.2407
1976,5,1,3,123,-1.6435
1976,5,1,4,191,-2.9070
1976,5,1,5,229,-4.3127
1976,5,2,1,97,1.4885
1976,5,2,2,68,-0.8108
1976,5,2,3,73,-1.0615
1976,5,2,4,84,-2.7113
1976,5,2,5,111,-3.6056
1976,5,3,1,167,-1.6595
1976,5,3,2,137,-0.8990
1976,5,3,3,135,-0.1803
1976,5,3,4,118,1.8910
1976,5,3,5,107,-3.2782
1976,6,1,1,92,5.1277
1976,6,1,2,125,3.2959
1976,6,1,3,142,3.9155
1976,6,1,4,209,3.8612
1976,6,1,5,271,2.4260
1976,6,2,1,104,4.0354
1976,6,2,2,80,4.4936
1976,6,2,3,84,4.5045
1976,6,2,4,92,5.7874
1976,6,2,5,124,3.5519
1976,6,3,1,177,4.3373
1976,6,3,2,139,3.9283
1976,6,3,3,137,5.1764
1976,6,3,4,129,4.6835
1976,6,3,5,106,3.7006
1976,7,1,1,88,-0.1229
1976,7,1,2,136,1.9466
1976,7,1,3,155,-0.5478
1976,7,1,4,209,-0.4160
1976,7,1,5,281,0.0244
1976,7,2,1,114,1.2964
1976,7,2,2,74,0.2520
1976,7,2,3,88,0.2828
1976,7,2,4,103,-0.5988
1976,7,2,5,117,-0.7299
1976,7,3,1,176,0.3484
1976,7,3,2,143,-1.4829
1976,7,3,3,134,-1.7023
1976,7,3,4,123,-0.6105
1976,7,3,5,108,-0.1866
1976,8,1,1,95,-1.8163
1976,8,1,2,109,-0.1479
1976,8,1,3,128,-1.5968
1976,8,1,4,156,-1.9705
1976,8,1,5,238,-3.6848
1976,8,2,1,110,-1.5030
1976,8,2,2,72,-2.5540
1976,8,2,3,90,-3.1520
1976,8,2,4,102,-2.2010
1976,8,2,5,115,-1.7904
1976,8,3,1,173,2.4251
1976,8,3,2,145,0.2303
1976,8,3,3,133,-1.8974
1976,8,3,4,122,-0.8720
1976,8,3,5,108,0.4135
1976,9,1,1,92,3.1694
