year,month,rank_ME,rank_ATOq_12,nstocks,ret_vw
1972,5,2,3,56,-4.0525
1972,5,2,4,68,-1.5917
1972,5,2,5,57,0.9670
1972,5,3,1,96,3.8911
1972,5,3,2,94,0.9213
1972,5,3,3,87,2.3533
1972,5,3,4,83,4.6197
1972,5,3,5,77,6.3040
1972,6,1,1,92,-4.2529
1972,6,1,2,78,-2.8982
1972,6,1,3,105,-2.7578
1972,6,1,4,128,-1.6921
1972,6,1,5,129,-4.4044
1972,6,2,1,51,-3.9376
1972,6,2,2,51,-3.2487
1972,6,2,3,66,-2.6757
1972,6,2,4,76,-2.9865
1972,6,2,5,73,-4.6433
1972,6,3,1,115,-3.7550
1972,6,3,2,109,-4.3559
1972,6,3,3,100,-2.1376
1972,6,3,4,95,-2.5073
1972,6,3,5,94,-1.9309
1972,7,1,1,95,-3.9688
1972,7,1,2,84,-3.7935
1972,7,1,3,108,-3.6364
1972,7,1,4,140,-4.0566
1972,7,1,5,147,-5.7619
1972,7,2,1,57,0.8416
1972,7,2,2,54,-5.3371
1972,7,2,3,70,-2.0746
1972,7,2,4,81,-2.7004
1972,7,2,5,82,-1.0826
1972,7,3,1,117,-1.3367
1972,7,3,2,113,-1.4002
1972,7,3,3,104,1.0514
1972,7,3,4,100,0.6005
1972,7,3,5,102,-0.6912
1972,8,1,1,97,2.7595
1972,8,1,2,90,3.0575
1972,8,1,3,119,0.6441
1972,8,1,4,148,0.0568
1972,8,1,5,156,-2.4588
1972,8,2,1,63,3.4612
1972,8,2,2,57,1.9213
1972,8,2,3,76,2.1079
1972,8,2,4,87,1.8832
1972,8,2,5,87,-1.5068
1972,8,3,1,120,7.2079
1972,8,3,2,114,3.2383
1972,8,3,3,108,0.9945
1972,8,3,4,108,2.0485
1972,8,3,5,106,3.8452
1972,9,1,1,98,-5.6578
1972,9,1,2,95,-2.4216
1972,9,1,3,127,-4.7773
1972,9,1,4,158,-3.2404
1972,9,1,5,163,-4.5134
1972,9,2,1,67,-1.8275
1972,9,2,2,58,-2.7860
1972,9,2,3,83,-2.2195
1972,9,2,4,89,-3.0889
1972,9,2,5,94,-2.3892
1972,9,3,1,123,-1.5423
1972,9,3,2,118,-1.0840
1972,9,3,3,113,-1.0694
1972,9,3,4,112,-0.7730
1972,9,3,5,109,-0.9519
1972,10,1,1,102,-5.7200
1972,10,1,2,97,-2.4207
1972,10,1,3,138,-2.2790
1972,10,1,4,163,-3.1975
1972,10,1,5,173,-3.0860
1972,10,2,1,72,-0.5063
1972,10,2,2,60,-2.1126
1972,10,2,3,84,-0.5445
1972,10,2,4,93,-1.1352
1972,10,2,5,97,-2.3722
1972,10,3,1,123,2.5874
1972,10,3,2,121,-1.5376
1972,10,3,3,118,0.1779
1972,10,3,4,114,2.2906
1972,10,3,5,110,0.7942
1972,11,1,1,117,4.6510
1972,11,1,2,119,6.6050
1972,11,1,3,162,4.7443
1972,11,1,4,190,6.4474
1972,11,1,5,178,6.0455
1972,11,2,1,79,5.1560
1972,11,2,2,73,6.4802
1972,11,2,3,95,7.5319
1972,11,2,4,108,5.4504
1972,11,2,5,98,7.1353
1972,11,3,1,133,5.4082
1972,11,3,2,133,5.0777
1972,11,3,3,131,5.3424
1972,11,3,4,120,4.1292
1972,11,3,5,113,5.4919
1972,12,1,1,121,-4.2165
1972,12,1,2,124,-1.2165
1972,12,1,3,169,-2.3175
1972,12,1,4,195,-1.8499
1972,12,1,5,180,-3.6639
1972,12,2,1,79,-1.4940
1972,12,2,2,76,0.0358
1972,12,2,3,97,-2.3122
1972,12,2,4,110,-1.6972
1972,12,2,5,102,-0.8007
1972,12,3,1,134,0.1115
1972,12,3,2,134,0.7642
1972,12,3,3,133,1.6926
1972,12,3,4,123,2.5269
1972,12,3,5,116,1.5401
1973,1,1,1,120,-1.0679
1973,1,1,2,127,-5.0759
1973,1,1,3,170,-4.0317
1973,1,1,4,197,-3.8091
1973,1,1,5,186,-5.5874
1973,1,2,1,79,-5.3444
1973,1,2,2,75,-5.3105
1973,1,2,3,94,-8.7816
1973,1,2,4,112,-7.7746
1973,1,2,5,103,-5.2054
1973,1,3,1,136,-2.2275
1973,1,3,2,133,-3.6983
1973,1,3,3,136,-1.8085
1973,1,3,4,123,-4.3053
1973,1,3,5,117,-3.7638
1973,2,1,1,120,-6.4600
1973,2,1,2,128,-8.8381
1973,2,1,3,173,-9.0739
1973,2,1,4,205,-8.9013
1973,2,1,5,190,-8.4000
1973,2,2,1,80,-7.9449
1973,2,2,2,75,-9.0458
1973,2,2,3,96,-8.1093
1973,2,2,4,113,-9.4462
1973,2,2,5,104,-8.6511
1973,2,3,1,136,-6.5326
1973,2,3,2,135,-4.3594
1973,2,3,3,137,-3.5919
1973,2,3,4,127,-3.3339
1973,2,3,5,121,-6.0186
1973,3,1,1,128,-3.4440
1973,3,1,2,132,-3.2480
1973,3,1,3,175,-3.6405
1973,3,1,4,208,-2.4034
1973,3,1,5,195,-3.1354
1973,3,2,1,82,-5.0805
1973,3,2,2,76,-2.1961
1973,3,2,3,96,-3.4885
1973,3,2,4,113,-3.7390
1973,3,2,5,106,-4.0436
1973,3,3,1,137,-1.1460
1973,3,3,2,136,-2.1016
1973,3,3,3,139,-1.0391
1973,3,3,4,128,-3.0707
1973,3,3,5,122,-2.5000
1973,4,1,1,124,-6.3064
1973,4,1,2,127,-7.1465
1973,4,1,3,168,-6.9814
1973,4,1,4,204,-8.9097
1973,4,1,5,197,-8.1309
1973,4,2,1,81,-7.7253
1973,4,2,2,73,-8.2937
1973,4,2,3,94,-5.4956
1973,4,2,4,108,-5.4606
1973,4,2,5,104,-9.5803
1973,4,3,1,134,-5.5443
1973,4,3,2,134,-6.5383
1973,4,3,3,134,-5.7096
1973,4,3,4,127,-5.1190
1973,4,3,5,121,-7.6984
1973,5,1,1,138,-10.7764
1973,5,1,2,154,-8.5430
1973,5,1,3,208,-11.7902
1973,5,1,4,239,-10.1839
1973,5,1,5,245,-7.0525
1973,5,2,1,104,-10.1354
1973,5,2,2,85,-8.5252
1973,5,2,3,109,-9.5036
1973,5,2,4,144,-9.7744
1973,5,2,5,129,-6.6747
1973,5,3,1,147,-4.1369
1973,5,3,2,159,-2.5933
1973,5,3,3,160,-3.5472
1973,5,3,4,152,-1.5548
1973,5,3,5,135,-3.6986
1973,6,1,1,155,-3.3659
1973,6,1,2,171,-3.9366
1973,6,1,3,231,-2.9399
1973,6,1,4,260,-3.9937
1973,6,1,5,271,-3.9564
1973,6,2,1,109,-1.6738
1973,6,2,2,90,-5.0769
1973,6,2,3,117,-3.4767
1973,6,2,4,146,-4.7959
1973,6,2,5,127,-6.5697
1973,6,3,1,155,-1.5038
1973,6,3,2,162,-0.7269
1973,6,3,3,160,-2.1958
1973,6,3,4,152,-1.5903
1973,6,3,5,140,-4.2680
1973,7,1,1,152,12.8431
1973,7,1,2,177,14.2161
1973,7,1,3,230,17.8702
1973,7,1,4,262,14.7122
1973,7,1,5,282,13.2796
1973,7,2,1,107,10.7849
1973,7,2,2,88,14.1244
1973,7,2,3,121,14.5399
1973,7,2,4,140,14.0799
1973,7,2,5,128,14.5443
1973,7,3,1,159,9.4171
1973,7,3,2,159,8.3868
1973,7,3,3,162,7.7215
1973,7,3,4,153,10.3253
1973,7,3,5,141,8.1951
1973,8,1,1,154,-4.8483
1973,8,1,2,180,-5.8452
1973,8,1,3,230,-7.3436
1973,8,1,4,264,-7.2560
1973,8,1,5,284,-5.4843
1973,8,2,1,106,-6.2217
1973,8,2,2,91,-3.1945
1973,8,2,3,122,-3.7850
1973,8,2,4,142,-3.4521
1973,8,2,5,132,-0.8630
1973,8,3,1,162,-1.8509
1973,8,3,2,157,-2.4465
1973,8,3,3,161,-3.9451
1973,8,3,4,150,-6.2863
1973,8,3,5,146,-3.2997
1973,9,1,1,158,10.2206
1973,9,1,2,181,11.6200
1973,9,1,3,231,9.8552
1973,9,1,4,269,8.4415
1973,9,1,5,288,7.5980
1973,9,2,1,106,12.9832
1973,9,2,2,91,13.2192
1973,9,2,3,122,11.9110
1973,9,2,4,142,11.5760
1973,9,2,5,133,10.9792
1973,9,3,1,160,8.0713
1973,9,3,2,159,5.5070
1973,9,3,3,160,3.9478
1973,9,3,4,152,5.9005
1973,9,3,5,146,6.7126
1973,10,1,1,143,4.1639
1973,10,1,2,166,2.0149
1973,10,1,3,183,-0.4546
1973,10,1,4,228,0.3286
1973,10,1,5,279,-0.4800
1973,10,2,1,98,4.6295
1973,10,2,2,77,2.0168
1973,10,2,3,117,-1.7781
1973,10,2,4,126,-2.4517
1973,10,2,5,127,1.0559
1973,10,3,1,146,3.2908
1973,10,3,2,141,-0.0418
1973,10,3,3,135,1.9170
1973,10,3,4,141,-0.4069
1973,10,3,5,141,-4.3355
1973,11,1,1,163,-18.4590
1973,11,1,2,177,-21.9101
1973,11,1,3,205,-21.2511
1973,11,1,4,251,-20.2876
1973,11,1,5,280,-21.0587
1973,11,2,1,100,-18.1474
1973,11,2,2,90,-20.7291
1973,11,2,3,123,-20.4005
1973,11,2,4,133,-22.8069
1973,11,2,5,130,-20.7208
1973,11,3,1,152,-12.7432
1973,11,3,2,142,-14.6156
1973,11,3,3,136,-14.3063
1973,11,3,4,153,-12.7389
1973,11,3,5,140,-16.2121
1973,12,1,1,178,-4.2142
1973,12,1,2,178,-4.3754
1973,12,1,3,213,-5.4777
1973,12,1,4,259,-3.1350
1973,12,1,5,286,-4.2666
1973,12,2,1,102,-1.4317
1973,12,2,2,93,0.2397
1973,12,2,3,126,-2.7651
1973,12,2,4,138,-3.4673
1973,12,2,5,134,-1.3049
1973,12,3,1,154,6.3689
1973,12,3,2,144,1.0275
1973,12,3,3,136,-1.2691
1973,12,3,4,156,-1.8322
1973,12,3,5,141,-1.7761
1974,1,1,1,182,18.1835
1974,1,1,2,179,19.5215
1974,1,1,3,214,17.4043
1974,1,1,4,262,14.6260
1974,1,1,5,295,15.3226
1974,1,2,1,104,10.9312
1974,1,2,2,92,9.7628
1974,1,2,3,128,12.5230
1974,1,2,4,135,10.3328
1974,1,2,5,134,8.4058
1974,1,3,1,154,-2.2967
1974,1,3,2,145,0.0210
1974,1,3,3,138,1.3316
1974,1,3,4,155,-0.1741
1974,1,3,5,142,2.3543
1974,2,1,1,185,-2.7479
1974,2,1,2,179,-1.0935
1974,2,1,3,214,-0.4161
1974,2,1,4,264,-0.7765
1974,2,1,5,298,-0.5430
1974,2,2,1,104,0.2740
1974,2,2,2,93,-0.4713
1974,2,2,3,129,-0.0208
1974,2,2,4,135,1.0002
1974,2,2,5,136,1.1062
1974,2,3,1,154,1.3982
1974,2,3,2,147,-0.1928
1974,2,3,3,139,1.4789
1974,2,3,4,155,-1.5261
1974,2,3,5,143,-0.6459
1974,3,1,1,191,0.2884
1974,3,1,2,182,-0.5180
1974,3,1,3,224,0.8585
1974,3,1,4,272,1.9238
1974,3,1,5,302,2.0489
1974,3,2,1,103,-3.5552
1974,3,2,2,96,-2.0711
1974,3,2,3,131,-1.5797
1974,3,2,4,137,-0.6217
1974,3,2,5,134,1.0751
1974,3,3,1,155,-3.5736
1974,3,3,2,150,-1.4521
1974,3,3,3,141,-0.0322
1974,3,3,4,156,-1.1258
1974,3,3,5,143,-0.6220
1974,4,1,1,190,-8.1231
1974,4,1,2,172,-5.3871
1974,4,1,3,220,-4.4439
1974,4,1,4,267,-4.8568
1974,4,1,5,305,-5.4917
1974,4,2,1,102,-8.7012
1974,4,2,2,95,-3.9104
1974,4,2,3,134,-2.5302
1974,4,2,4,135,-4.4759
1974,4,2,5,134,-4.7241
1974,4,3,1,152,-4.1001
1974,4,3,2,143,-4.8647
1974,4,3,3,140,-2.9217
1974,4,3,4,153,-1.1370
1974,4,3,5,143,-3.3411
1974,5,1,1,207,-9.1405
1974,5,1,2,200,-7.0807
1974,5,1,3,248,-9.1972
1974,5,1,4,310,-6.1724
1974,5,1,5,338,-7.1798
1974,5,2,1,117,-9.2807
1974,5,2,2,114,-8.7345
1974,5,2,3,150,-7.1487
1974,5,2,4,151,-5.7363
1974,5,2,5,153,-6.3782
1974,5,3,1,168,-5.8192
1974,5,3,2,173,-1.7537
1974,5,3,3,174,-3.1421
1974,5,3,4,177,-1.2948
1974,5,3,5,165,-0.9784
1974,6,1,1,225,-2.1736
1974,6,1,2,214,-3.7797
1974,6,1,3,269,-2.1356
1974,6,1,4,328,-3.0913
1974,6,1,5,348,-3.0484
1974,6,2,1,129,-1.0218
1974,6,2,2,119,-2.1328
1974,6,2,3,153,-1.8048
1974,6,2,4,159,-2.0983
1974,6,2,5,155,-1.5132
1974,6,3,1,172,-1.7142
1974,6,3,2,181,-1.9267
1974,6,3,3,175,-2.2623
1974,6,3,4,181,-0.1787
1974,6,3,5,166,-1.5856
1974,7,1,1,232,-2.9570
1974,7,1,2,223,-2.5577
1974,7,1,3,272,-4.2571
1974,7,1,4,327,-5.0423
1974,7,1,5,344,-5.6258
1974,7,2,1,130,-3.6129
1974,7,2,2,120,-4.1819
1974,7,2,3,150,-3.4352
1974,7,2,4,162,-5.2222
1974,7,2,5,152,-5.2616
1974,7,3,1,172,-7.3028
1974,7,3,2,181,-10.5447
1974,7,3,3,179,-8.8059
1974,7,3,4,183,-7.9700
1974,7,3,5,165,-11.7747
1974,8,1,1,229,-6.6761
1974,8,1,2,226,-6.6082
1974,8,1,3,272,-6.7390
1974,8,1,4,324,-6.9659
1974,8,1,5,339,-7.2704
1974,8,2,1,136,-7.0886
1974,8,2,2,120,-5.7895
1974,8,2,3,156,-8.7186
1974,8,2,4,169,-7.8079
1974,8,2,5,153,-8.8191
1974,8,3,1,174,-8.5486
1974,8,3,2,185,-10.8791
1974,8,3,3,175,-10.0930
1974,8,3,4,184,-11.7472
1974,8,3,5,169,-10.3310
1974,9,1,1,229,-10.1315
1974,9,1,2,223,-8.0050
1974,9,1,3,268,-8.2510
1974,9,1,4,327,-6.8847
1974,9,1,5,340,-7.3469
1974,9,2,1,135,-9.8714
1974,9,2,2,117,-11.1691
1974,9,2,3,153,-10.0189
1974,9,2,4,165,-12.2406
1974,9,2,5,157,-7.9098
1974,9,3,1,174,-12.6983
1974,9,3,2,185,-11.4210
1974,9,3,3,174,-13.3663
1974,9,3,4,187,-12.0392
1974,9,3,5,166,-12.4673
1974,10,1,1,212,9.6508
1974,10,1,2,178,7.3553
1974,10,1,3,216,7.6061
1974,10,1,4,271,5.8799
1974,10,1,5,312,9.1292
1974,10,2,1,124,11.2896
1974,10,2,2,104,7.4196
1974,10,2,3,121,7.7082
1974,10,2,4,146,9.7876
1974,10,2,5,137,13.1233
1974,10,3,1,145,16.0334
1974,10,3,2,151,16.8188
1974,10,3,3,148,20.3246
1974,10,3,4,172,16.8328
1974,10,3,5,153,17.9745
1974,11,1,1,222,-7.7348
1974,11,1,2,190,-5.0662
1974,11,1,3,220,-7.2327
1974,11,1,4,280,-6.0047
1974,11,1,5,310,-4.8780
1974,11,2,1,127,-4.3964
1974,11,2,2,110,-6.1920
1974,11,2,3,132,-5.9550
1974,11,2,4,150,-5.4758
1974,11,2,5,138,-4.7633
1974,11,3,1,150,-1.6762
1974,11,3,2,158,-4.6498
1974,11,3,3,147,-5.0668
1974,11,3,4,169,-4.6898
1974,11,3,5,155,-2.3147
1974,12,1,1,229,-8.6848
1974,12,1,2,200,-8.5031
1974,12,1,3,224,-10.7991
1974,12,1,4,281,-9.4383
1974,12,1,5,317,-7.0174
1974,12,2,1,128,-7.5360
1974,12,2,2,112,-6.4777
1974,12,2,3,136,-6.2547
1974,12,2,4,152,-6.0601
1974,12,2,5,140,-4.9043
1974,12,3,1,150,-2.1080
1974,12,3,2,160,-4.0444
1974,12,3,3,148,-4.3814
1974,12,3,4,168,-1.7496
1974,12,3,5,155,-3.2633
1975,1,1,1,227,36.1931
1975,1,1,2,203,29.2683
1975,1,1,3,221,35.3697
1975,1,1,4,283,35.4217
1975,1,1,5,319,28.4753
1975,1,2,1,130,28.1385
1975,1,2,2,111,28.4702
1975,1,2,3,135,27.2504
1975,1,2,4,148,28.3108
1975,1,2,5,140,26.1676
1975,1,3,1,151,12.3599
1975,1,3,2,162,12.8242
1975,1,3,3,151,16.1895
1975,1,3,4,167,15.7136
1975,1,3,5,157,16.6603
1975,2,1,1,234,5.1760
1975,2,1,2,201,4.7421
1975,2,1,3,227,1.6396
1975,2,1,4,288,2.1276
1975,2,1,5,318,4.7468
1975,2,2,1,131,7.0793
1975,2,2,2,111,4.0702
1975,2,2,3,137,5.6198
1975,2,2,4,152,3.5695
1975,2,2,5,142,5.8642
1975,2,3,1,153,7.5460
1975,2,3,2,166,8.6440
1975,2,3,3,156,9.7222
1975,2,3,4,170,6.7247
1975,2,3,5,160,5.6421
1975,3,1,1,236,11.8045
1975,3,1,2,213,11.2467
1975,3,1,3,230,11.3885
1975,3,1,4,285,10.5065
1975,3,1,5,322,12.5671
1975,3,2,1,131,5.2703
1975,3,2,2,113,8.7507
1975,3,2,3,138,7.8995
1975,3,2,4,153,7.6452
1975,3,2,5,141,9.0151
1975,3,3,1,153,5.5799
1975,3,3,2,167,6.1853
1975,3,3,3,156,2.2440
1975,3,3,4,169,1.9492
1975,3,3,5,161,6.3478
1975,4,1,1,227,4.1722
1975,4,1,2,214,6.3352
1975,4,1,3,229,4.2566
1975,4,1,4,272,5.4541
1975,4,1,5,324,2.8181
1975,4,2,1,129,3.4515
1975,4,2,2,109,6.0468
1975,4,2,3,134,3.8327
1975,4,2,4,149,4.9349
1975,4,2,5,142,5.5713
1975,4,3,1,152,5.6730
1975,4,3,2,165,7.7191
1975,4,3,3,158,5.8026
1975,4,3,4,168,3.5276
1975,4,3,5,157,4.0678
1975,5,1,1,241,6.6528
1975,5,1,2,252,9.4890
1975,5,1,3,271,9.8622
1975,5,1,4,316,8.4672
1975,5,1,5,344,7.6572
1975,5,2,1,145,10.9549
1975,5,2,2,133,10.0036
1975,5,2,3,151,7.4390
1975,5,2,4,176,7.1747
1975,5,2,5,165,5.4421
1975,5,3,1,170,5.0110
1975,5,3,2,208,4.2569
1975,5,3,3,201,3.5657
1975,5,3,4,200,5.7992
1975,5,3,5,183,5.7181
1975,6,1,1,254,10.2355
1975,6,1,2,274,8.2720
1975,6,1,3,287,8.4565
1975,6,1,4,326,9.4097
1975,6,1,5,348,8.7351
1975,6,2,1,148,4.0421
1975,6,2,2,136,7.0120
1975,6,2,3,155,8.8911
1975,6,2,4,184,8.9940
1975,6,2,5,172,5.0158
1975,6,3,1,172,6.0614
1975,6,3,2,209,4.9413
1975,6,3,3,207,6.4135
1975,6,3,4,201,6.0744
1975,6,3,5,187,4.7323
1975,7,1,1,254,-3.3679
1975,7,1,2,277,-3.6410
1975,7,1,3,293,-4.2939
1975,7,1,4,331,-2.5886
1975,7,1,5,345,0.3539
1975,7,2,1,150,-5.4184
1975,7,2,2,137,-4.3930
1975,7,2,3,156,-3.1409
1975,7,2,4,184,-3.2015
1975,7,2,5,173,-3.2803
1975,7,3,1,170,-7.2709
1975,7,3,2,209,-8.0434
1975,7,3,3,210,-5.7908
1975,7,3,4,204,-5.5307
1975,7,3,5,183,-7.0531
1975,8,1,1,257,-7.0938
1975,8,1,2,281,-6.3611
1975,8,1,3,308,-5.9991
1975,8,1,4,342,-7.0531
1975,8,1,5,344,-5.5936
1975,8,2,1,151,-5.5616
1975,8,2,2,151,-6.1802
1975,8,2,3,160,-5.3322
1975,8,2,4,189,-4.1522
1975,8,2,5,178,-3.3951
1975,8,3,1,175,-3.7194
1975,8,3,2,220,-1.8425
1975,8,3,3,223,-1.3798
1975,8,3,4,212,-1.6571
1975,8,3,5,184,-2.2954
1975,9,1,1,259,-4.5712
1975,9,1,2,281,-2.5912
1975,9,1,3,330,-3.3024
1975,9,1,4,351,-2.6405
1975,9,1,5,347,-3.5259
1975,9,2,1,153,-5.5443
1975,9,2,2,151,-4.2850
1975,9,2,3,164,-2.8492
1975,9,2,4,193,-2.4574
1975,9,2,5,181,-2.7009
1975,9,3,1,177,-5.3750
1975,9,3,2,222,-4.4162
1975,9,3,3,226,-1.4711
1975,9,3,4,216,-2.7108
1975,9,3,5,180,-2.5505
1975,10,1,1,243,-0.4529
1975,10,1,2,250,1.5345
1975,10,1,3,300,3.6971
1975,10,1,4,301,2.8976
1975,10,1,5,320,3.1080
1975,10,2,1,140,0.7152
1975,10,2,2,137,2.9580
1975,10,2,3,145,2.5961
1975,10,2,4,159,5.2079
1975,10,2,5,168,4.8995
1975,10,3,1,164,3.5990
1975,10,3,2,191,7.3266
1975,10,3,3,196,6.7445
1975,10,3,4,186,8.0848
1975,10,3,5,174,6.7576
1975,11,1,1,246,0.9719
1975,11,1,2,262,2.2853
1975,11,1,3,302,3.0278
1975,11,1,4,297,3.5243
1975,11,1,5,336,5.2974
1975,11,2,1,148,2.9328
1975,11,2,2,142,4.3155
1975,11,2,3,151,3.5433
1975,11,2,4,158,2.4850
1975,11,2,5,180,3.6183
1975,11,3,1,171,2.9563
1975,11,3,2,199,3.8339
1975,11,3,3,203,3.5370
1975,11,3,4,193,2.7434
1975,11,3,5,178,2.2083
1975,12,1,1,250,-2.1485
1975,12,1,2,265,-2.2881
1975,12,1,3,308,-1.0800
1975,12,1,4,301,-1.3143
1975,12,1,5,342,-1.7114
1975,12,2,1,151,0.1594
1975,12,2,2,142,-0.5787
1975,12,2,3,153,-2.1793
1975,12,2,4,161,-0.6242
1975,12,2,5,186,-1.2935
1975,12,3,1,172,0.1099
1975,12,3,2,199,-2.0116
1975,12,3,3,207,-0.8630
1975,12,3,4,196,-1.1018
1975,12,3,5,178,-1.3027
1976,1,1,1,226,27.2408
1976,1,1,2,234,27.8738
1976,1,1,3,289,25.6270
1976,1,1,4,287,24.9163
1976,1,1,5,336,22.7998
1976,1,2,1,148,18.8378
1976,1,2,2,136,21.0090
1976,1,2,3,148,22.1556
1976,1,2,4,160,23.2119
1976,1,2,5,186,19.1173
1976,1,3,1,169,15.7185
1976,1,3,2,199,14.2986
1976,1,3,3,203,14.2684
1976,1,3,4,201,13.0759
1976,1,3,5,178,7.8456
1976,2,1,1,230,14.3706
1976,2,1,2,234,13.9756
1976,2,1,3,300,12.9374
1976,2,1,4,290,13.5458
1976,2,1,5,341,12.9146
1976,2,2,1,151,8.4327
1976,2,2,2,137,8.5644
1976,2,2,3,159,8.8788
1976,2,2,4,164,8.5402
1976,2,2,5,194,4.2664
1976,2,3,1,172,0.6941
1976,2,3,2,203,0.1169
1976,2,3,3,207,0.5271
1976,2,3,4,205,-0.2039
1976,2,3,5,181,-0.8533
1976,3,1,1,241,-1.6407
1976,3,1,2,254,-0.2136
1976,3,1,3,324,2.0025
1976,3,1,4,300,1.1072
1976,3,1,5,349,2.4812
1976,3,2,1,158,2.4875
1976,3,2,2,140,1.8003
1976,3,2,3,163,0.5763
1976,3,2,4,169,0.9841
1976,3,2,5,198,1.6985
1976,3,3,1,171,2.7574
1976,3,3,2,205,2.2213
1976,3,3,3,217,2.9740
1976,3,3,4,207,3.4531
1976,3,3,5,185,3.7168
1976,4,1,1,223,-2.3439
1976,4,1,2,238,-1.6988
1976,4,1,3,313,-1.5638
1976,4,1,4,300,-1.7516
1976,4,1,5,346,-3.2672
1976,4,2,1,157,0.0651
1976,4,2,2,138,-0.2418
1976,4,2,3,160,-0.4067
1976,4,2,4,164,-1.8848
1976,4,2,5,192,-1.9181
1976,4,3,1,166,-1.1758
1976,4,3,2,196,-1.9312
1976,4,3,3,211,-1.7795
1976,4,3,4,204,0.2164
1976,4,3,5,186,-0.7584
1976,5,1,1,238,-2.7342
1976,5,1,2,270,-2.2751
1976,5,1,3,343,-2.5089
1976,5,1,4,330,-3.5720
1976,5,1,5,367,-4.4371
1976,5,2,1,161,0.6508
1976,5,2,2,147,-1.0852
1976,5,2,3,169,-2.2425
1976,5,2,4,178,-2.7279
1976,5,2,5,197,-2.5594
1976,5,3,1,179,0.2988
1976,5,3,2,207,-2.1572
1976,5,3,3,234,0.5479
1976,5,3,4,213,-0.0895
1976,5,3,5,183,-0.3655
1976,6,1,1,246,6.0430
1976,6,1,2,283,4.8950
1976,6,1,3,355,2.5744
1976,6,1,4,338,4.1218
1976,6,1,5,372,3.4151
1976,6,2,1,167,6.3295
1976,6,2,2,154,3.6396
1976,6,2,3,178,6.2542
1976,6,2,4,185,5.1388
1976,6,2,5,201,3.5364
1976,6,3,1,179,4.0130
1976,6,3,2,208,2.2981
1976,6,3,3,233,5.4924
1976,6,3,4,215,5.7155
1976,6,3,5,177,4.6041
1976,7,1,1,243,0.5673
1976,7,1,2,272,0.0589
1976,7,1,3,342,0.3764
1976,7,1,4,338,-0.1075
1976,7,1,5,367,-0.7868
1976,7,2,1,157,-0.4292
1976,7,2,2,152,0.2704
1976,7,2,3,170,0.3543
1976,7,2,4,177,-1.6189
1976,7,2,5,191,-0.5040
1976,7,3,1,178,-2.1449
1976,7,3,2,203,-1.5068
1976,7,3,3,226,-1.2898
1976,7,3,4,208,-1.1352
1976,7,3,5,169,-0.7057
1976,8,1,1,208,-3.2444
1976,8,1,2,237,-2.8820
1976,8,1,3,278,-2.1797
1976,8,1,4,278,-3.0650
1976,8,1,5,311,-2.8876
1976,8,2,1,161,-3.4790
1976,8,2,2,156,-2.0718
1976,8,2,3,174,-2.9018
1976,8,2,4,183,-2.2850
1976,8,2,5,190,-1.7562
1976,8,3,1,180,-0.9622
1976,8,3,2,210,-0.5299
1976,8,3,3,232,-1.4260
1976,8,3,4,214,-0.4458
1976,8,3,5,172,0.7648
