year,month,rank_ME,rank_OLEq_6,nstocks,ret_vw
1972,11,2,5,148,6.5855
1972,11,3,1,222,7.3509
1972,11,3,2,243,5.0313
1972,11,3,3,244,3.7984
1972,11,3,4,213,4.7723
1972,11,3,5,122,6.6830
1972,12,1,1,392,-2.8576
1972,12,1,2,170,-1.7606
1972,12,1,3,241,-0.6025
1972,12,1,4,289,-2.1128
1972,12,1,5,359,-4.0996
1972,12,2,1,185,-0.1240
1972,12,2,2,129,-0.2054
1972,12,2,3,145,0.7335
1972,12,2,4,148,-1.7984
1972,12,2,5,146,-2.7178
1972,12,3,1,231,0.0843
1972,12,3,2,242,0.9934
1972,12,3,3,243,1.9075
1972,12,3,4,211,1.8066
1972,12,3,5,123,1.2918
1973,1,1,1,300,-2.6137
1973,1,1,2,99,-2.9367
1973,1,1,3,212,-3.9815
1973,1,1,4,242,-3.7157
1973,1,1,5,331,-5.7160
1973,1,2,1,155,-5.1972
1973,1,2,2,101,-3.1787
1973,1,2,3,105,-5.3711
1973,1,2,4,123,-9.3860
1973,1,2,5,130,-6.2036
1973,1,3,1,191,0.3930
1973,1,3,2,210,-2.6938
1973,1,3,3,176,0.3704
1973,1,3,4,159,-3.4432
1973,1,3,5,114,-5.6509
1973,2,1,1,336,-8.7600
1973,2,1,2,101,-7.1624
1973,2,1,3,234,-8.0553
1973,2,1,4,266,-9.0014
1973,2,1,5,339,-8.8035
1973,2,2,1,173,-7.5545
1973,2,2,2,105,-6.7067
1973,2,2,3,112,-6.4940
1973,2,2,4,130,-8.9923
1973,2,2,5,138,-8.4363
1973,2,3,1,213,-5.9787
1973,2,3,2,227,-4.1311
1973,2,3,3,191,-1.4595
1973,2,3,4,165,-3.9031
1973,2,3,5,116,-5.7529
1973,3,1,1,363,-2.4604
1973,3,1,2,98,-3.3078
1973,3,1,3,237,-1.6179
1973,3,1,4,270,-2.0970
1973,3,1,5,345,-3.9953
1973,3,2,1,183,-3.6528
1973,3,2,2,102,-0.5682
1973,3,2,3,113,-3.8352
1973,3,2,4,132,-4.5132
1973,3,2,5,139,-3.3411
1973,3,3,1,224,0.3626
1973,3,3,2,231,0.1719
1973,3,3,3,192,0.3678
1973,3,3,4,163,-2.3333
1973,3,3,5,116,-3.7039
1973,4,1,1,367,-8.1984
1973,4,1,2,77,-7.6293
1973,4,1,3,207,-5.1838
1973,4,1,4,255,-7.3150
1973,4,1,5,335,-8.5931
1973,4,2,1,158,-7.0762
1973,4,2,2,88,-7.8024
1973,4,2,3,98,-4.8120
1973,4,2,4,120,-7.4977
1973,4,2,5,131,-7.4319
1973,4,3,1,198,-3.0196
1973,4,3,2,200,-2.3332
1973,4,3,3,176,-5.2153
1973,4,3,4,150,-5.0328
1973,4,3,5,107,-7.6626
1973,5,1,1,542,-9.9436
1973,5,1,2,215,-10.3998
1973,5,1,3,299,-8.2231
1973,5,1,4,320,-10.4915
1973,5,1,5,428,-9.5577
1973,5,2,1,220,-8.4092
1973,5,2,2,166,-6.6706
1973,5,2,3,163,-7.3977
1973,5,2,4,173,-8.8033
1973,5,2,5,168,-9.6718
1973,5,3,1,252,-3.9905
1973,5,3,2,321,-1.4657
1973,5,3,3,290,-0.6228
1973,5,3,4,298,-0.9401
1973,5,3,5,141,-1.9208
1973,6,1,1,564,-3.8249
1973,6,1,2,238,-4.7361
1973,6,1,3,302,-3.3119
1973,6,1,4,320,-3.9580
1973,6,1,5,465,-4.4811
1973,6,2,1,225,-4.1518
1973,6,2,2,172,-3.7485
1973,6,2,3,163,-1.6866
1973,6,2,4,179,-5.0127
1973,6,2,5,178,-4.9107
1973,6,3,1,262,-2.4809
1973,6,3,2,329,-0.5849
1973,6,3,3,289,0.4367
1973,6,3,4,305,-1.3005
1973,6,3,5,157,-4.2656
1973,7,1,1,486,13.1274
1973,7,1,2,233,12.8536
1973,7,1,3,281,12.6126
1973,7,1,4,282,13.1933
1973,7,1,5,449,16.8947
1973,7,2,1,199,11.5439
1973,7,2,2,161,11.1475
1973,7,2,3,150,12.2876
1973,7,2,4,162,9.8831
1973,7,2,5,174,12.8359
1973,7,3,1,234,7.8271
1973,7,3,2,308,4.4475
1973,7,3,3,268,3.6576
1973,7,3,4,285,4.5835
1973,7,3,5,151,10.2582
1973,8,1,1,541,-6.3148
1973,8,1,2,260,-5.9793
1973,8,1,3,319,-5.4273
1973,8,1,4,370,-7.3376
1973,8,1,5,502,-7.3789
1973,8,2,1,238,-3.6217
1973,8,2,2,183,-3.4134
1973,8,2,3,183,-2.9777
1973,8,2,4,194,-3.8488
1973,8,2,5,194,-4.5652
1973,8,3,1,265,-3.1755
1973,8,3,2,358,-2.4821
1973,8,3,3,316,-3.4384
1973,8,3,4,315,-3.2787
1973,8,3,5,167,-4.0314
1973,9,1,1,558,9.8443
1973,9,1,2,265,11.2690
1973,9,1,3,332,9.6009
1973,9,1,4,373,10.1928
1973,9,1,5,505,9.2396
1973,9,2,1,242,11.7948
1973,9,2,2,185,11.6861
1973,9,2,3,193,12.2181
1973,9,2,4,202,10.2461
1973,9,2,5,199,11.5676
1973,9,3,1,273,8.9566
1973,9,3,2,366,5.4646
1973,9,3,3,325,-0.1458
1973,9,3,4,324,5.2563
1973,9,3,5,167,8.0791
1973,10,1,1,493,-0.5789
1973,10,1,2,248,1.8030
1973,10,1,3,279,1.1274
1973,10,1,4,327,1.0967
1973,10,1,5,489,-0.5798
1973,10,2,1,217,0.3569
1973,10,2,2,175,1.2401
1973,10,2,3,174,1.3161
1973,10,2,4,175,-1.7807
1973,10,2,5,191,-0.3368
1973,10,3,1,241,0.3480
1973,10,3,2,338,-0.7810
1973,10,3,3,302,2.8736
1973,10,3,4,303,-1.3870
1973,10,3,5,160,-0.9343
1973,11,1,1,556,-19.4642
1973,11,1,2,244,-17.9390
1973,11,1,3,292,-17.7335
1973,11,1,4,348,-19.8188
1973,11,1,5,500,-22.1236
1973,11,2,1,238,-18.7448
1973,11,2,2,180,-18.0576
1973,11,2,3,175,-15.6418
1973,11,2,4,186,-19.6416
1973,11,2,5,197,-20.3513
1973,11,3,1,268,-12.4780
1973,11,3,2,342,-11.7898
1973,11,3,3,311,-9.5635
1973,11,3,4,320,-13.1436
1973,11,3,5,157,-14.4398
1973,12,1,1,572,-4.7817
1973,12,1,2,236,-0.6706
1973,12,1,3,300,-4.4040
1973,12,1,4,354,-5.0089
1973,12,1,5,502,-5.0628
1973,12,2,1,255,0.0606
1973,12,2,2,174,1.5420
1973,12,2,3,176,-0.6804
1973,12,2,4,188,-4.9881
1973,12,2,5,200,-2.0707
1973,12,3,1,271,6.1454
1973,12,3,2,341,3.4069
1973,12,3,3,314,-2.0786
1973,12,3,4,319,-2.2408
1973,12,3,5,158,1.4803
1974,1,1,1,420,18.7089
1974,1,1,2,103,13.0967
1974,1,1,3,220,13.6636
1974,1,1,4,304,16.6129
1974,1,1,5,393,19.8330
1974,1,2,1,204,10.5506
1974,1,2,2,102,6.3108
1974,1,2,3,134,8.0627
1974,1,2,4,137,13.1578
1974,1,2,5,165,12.3950
1974,1,3,1,226,-2.1143
1974,1,3,2,236,-1.1238
1974,1,3,3,210,-0.5316
1974,1,3,4,164,2.0007
1974,1,3,5,117,1.1148
1974,2,1,1,438,-2.3400
1974,2,1,2,106,-2.4419
1974,2,1,3,237,-0.0046
1974,2,1,4,318,0.5478
1974,2,1,5,402,-0.6028
1974,2,2,1,218,0.9486
1974,2,2,2,110,0.8348
1974,2,2,3,139,0.9559
1974,2,2,4,144,1.6452
1974,2,2,5,172,0.5513
1974,2,3,1,238,0.6734
1974,2,3,2,262,0.7457
1974,2,3,3,222,-0.5373
1974,2,3,4,165,-0.3399
1974,2,3,5,118,1.5155
1974,3,1,1,458,1.4002
1974,3,1,2,107,0.6257
1974,3,1,3,238,1.5395
1974,3,1,4,323,1.4334
1974,3,1,5,407,1.8297
1974,3,2,1,213,-0.6704
1974,3,2,2,109,-0.6266
1974,3,2,3,136,-2.3899
1974,3,2,4,144,0.4936
1974,3,2,5,166,-0.5562
1974,3,3,1,238,-2.7433
1974,3,3,2,265,-1.9727
1974,3,3,3,223,-1.1415
1974,3,3,4,163,-2.6728
1974,3,3,5,117,-4.1469
1974,4,1,1,432,-5.8272
1974,4,1,2,91,-5.5286
1974,4,1,3,217,-6.3290
1974,4,1,4,301,-4.4810
1974,4,1,5,396,-5.3729
1974,4,2,1,190,-7.0357
1974,4,2,2,95,-3.6373
1974,4,2,3,120,-5.9457
1974,4,2,4,130,-5.4539
1974,4,2,5,154,-4.2958
1974,4,3,1,210,-3.2510
1974,4,3,2,234,-4.7124
1974,4,3,3,201,-3.8887
1974,4,3,4,150,-2.4974
1974,4,3,5,112,-2.6500
1974,5,1,1,589,-8.0273
1974,5,1,2,257,-8.5041
1974,5,1,3,303,-7.1557
1974,5,1,4,380,-7.3971
1974,5,1,5,489,-7.9635
1974,5,2,1,254,-8.2490
1974,5,2,2,174,-7.3971
1974,5,2,3,185,-7.6506
1974,5,2,4,188,-7.1690
1974,5,2,5,191,-7.4487
1974,5,3,1,266,-4.6890
1974,5,3,2,364,-3.0834
1974,5,3,3,327,-2.4401
1974,5,3,4,316,0.0682
1974,5,3,5,149,-2.9135
1974,6,1,1,616,-2.6898
1974,6,1,2,272,-1.7797
1974,6,1,3,299,-2.6054
1974,6,1,4,384,-3.0821
1974,6,1,5,538,-2.9082
1974,6,2,1,259,-1.4277
1974,6,2,2,185,-2.2486
1974,6,2,3,193,-1.4542
1974,6,2,4,193,-1.5751
1974,6,2,5,198,-3.2071
1974,6,3,1,277,-1.0890
1974,6,3,2,375,-1.3591
1974,6,3,3,331,-0.9762
1974,6,3,4,332,-2.1379
1974,6,3,5,164,-0.7803
1974,7,1,1,534,-5.5997
1974,7,1,2,264,-3.3795
1974,7,1,3,272,-3.0637
1974,7,1,4,349,-4.1272
1974,7,1,5,517,-5.2026
1974,7,2,1,223,-3.2519
1974,7,2,2,172,-3.8397
1974,7,2,3,175,-3.0388
1974,7,2,4,180,-3.2329
1974,7,2,5,188,-4.3674
1974,7,3,1,233,-7.8372
1974,7,3,2,338,-8.5617
1974,7,3,3,295,-8.0587
1974,7,3,4,309,-7.3815
1974,7,3,5,156,-9.6722
1974,8,1,1,573,-7.0768
1974,8,1,2,294,-7.8724
1974,8,1,3,312,-7.6464
1974,8,1,4,416,-7.0360
1974,8,1,5,554,-7.6098
1974,8,2,1,238,-7.5181
1974,8,2,2,199,-8.1004
1974,8,2,3,205,-7.7413
1974,8,2,4,218,-7.8437
1974,8,2,5,207,-7.8938
1974,8,3,1,271,-8.6406
1974,8,3,2,398,-8.7145
1974,8,3,3,339,-6.8334
1974,8,3,4,340,-10.0699
1974,8,3,5,178,-11.5258
1974,9,1,1,594,-8.5470
1974,9,1,2,296,-8.0317
1974,9,1,3,317,-9.0806
1974,9,1,4,425,-7.4390
1974,9,1,5,550,-7.8423
1974,9,2,1,245,-9.7657
1974,9,2,2,204,-9.6080
1974,9,2,3,210,-8.4777
1974,9,2,4,225,-8.5393
1974,9,2,5,207,-8.6410
1974,9,3,1,274,-11.3273
1974,9,3,2,407,-11.8169
1974,9,3,3,350,-13.0608
1974,9,3,4,346,-11.1188
1974,9,3,5,177,-12.2602
1974,10,1,1,521,6.6689
1974,10,1,2,280,9.5713
1974,10,1,3,267,11.7494
1974,10,1,4,354,9.1311
1974,10,1,5,512,8.4127
1974,10,2,1,213,8.5224
1974,10,2,2,184,12.1775
1974,10,2,3,188,11.6304
1974,10,2,4,195,7.8394
1974,10,2,5,190,9.2440
1974,10,3,1,242,13.6182
1974,10,3,2,357,18.7474
1974,10,3,3,320,17.3625
1974,10,3,4,313,17.1667
1974,10,3,5,166,18.1207
1974,11,1,1,577,-6.8034
1974,11,1,2,276,-4.2747
1974,11,1,3,287,-5.2047
1974,11,1,4,371,-5.2272
1974,11,1,5,514,-5.8547
1974,11,2,1,233,-4.4150
1974,11,2,2,191,-4.5246
1974,11,2,3,199,-4.0742
1974,11,2,4,206,-5.2194
1974,11,2,5,194,-4.0434
1974,11,3,1,270,-4.2891
1974,11,3,2,361,-4.4048
1974,11,3,3,315,-4.3994
1974,11,3,4,318,-4.0881
1974,11,3,5,167,-2.7094
1974,12,1,1,590,-9.5376
1974,12,1,2,268,-8.2885
1974,12,1,3,288,-8.9062
1974,12,1,4,378,-9.0118
1974,12,1,5,496,-8.9074
1974,12,2,1,239,-6.8451
1974,12,2,2,189,-6.3590
1974,12,2,3,198,-5.6976
1974,12,2,4,211,-5.5454
1974,12,2,5,194,-6.6194
1974,12,3,1,269,-2.0382
1974,12,3,2,359,-0.7612
1974,12,3,3,318,-3.4359
1974,12,3,4,319,-2.5254
1974,12,3,5,168,-4.2989
1975,1,1,1,429,35.8365
1975,1,1,2,103,30.8983
1975,1,1,3,211,32.9052
1975,1,1,4,317,34.2948
1975,1,1,5,388,34.7791
1975,1,2,1,184,28.8286
1975,1,2,2,118,24.6484
1975,1,2,3,131,28.6974
1975,1,2,4,148,27.0198
1975,1,2,5,151,26.6474
1975,1,3,1,223,18.0190
1975,1,3,2,237,10.4841
1975,1,3,3,204,10.9868
1975,1,3,4,152,16.7954
1975,1,3,5,122,16.6373
1975,2,1,1,450,4.5770
1975,2,1,2,101,5.8780
1975,2,1,3,245,3.6792
1975,2,1,4,334,2.8122
1975,2,1,5,401,3.3487
1975,2,2,1,198,4.8376
1975,2,2,2,129,4.7517
1975,2,2,3,136,4.3301
1975,2,2,4,156,4.3146
1975,2,2,5,155,4.4477
1975,2,3,1,226,3.1660
1975,2,3,2,259,3.9556
1975,2,3,3,214,10.0137
1975,2,3,4,150,6.9376
1975,2,3,5,116,6.5619
1975,3,1,1,468,11.4099
1975,3,1,2,100,8.7768
1975,3,1,3,244,10.0659
1975,3,1,4,329,10.1117
1975,3,1,5,396,11.6383
1975,3,2,1,198,7.5226
1975,3,2,2,128,4.6860
1975,3,2,3,136,6.0644
1975,3,2,4,157,8.4148
1975,3,2,5,159,8.4731
1975,3,3,1,234,4.6448
1975,3,3,2,261,0.9463
1975,3,3,3,213,0.6059
1975,3,3,4,149,7.8054
1975,3,3,5,116,7.1510
1975,4,1,1,442,3.0462
1975,4,1,2,87,3.8327
1975,4,1,3,226,4.1990
1975,4,1,4,297,5.9573
1975,4,1,5,365,1.2319
1975,4,2,1,177,3.6606
1975,4,2,2,114,6.6029
1975,4,2,3,121,3.6709
1975,4,2,4,139,4.2239
1975,4,2,5,149,5.0515
1975,4,3,1,201,4.8967
1975,4,3,2,226,5.7523
1975,4,3,3,195,4.0079
1975,4,3,4,141,6.1324
1975,4,3,5,106,4.5675
1975,5,1,1,610,7.6159
1975,5,1,2,241,9.3772
1975,5,1,3,339,6.0561
1975,5,1,4,359,8.0038
1975,5,1,5,482,8.3863
1975,5,2,1,253,9.4024
1975,5,2,2,198,8.8272
1975,5,2,3,186,8.5685
1975,5,2,4,196,7.8368
1975,5,2,5,196,6.6931
1975,5,3,1,259,5.4600
1975,5,3,2,365,5.3918
1975,5,3,3,322,4.6136
1975,5,3,4,318,5.5832
1975,5,3,5,150,4.4664
1975,6,1,1,637,9.2672
1975,6,1,2,260,6.3274
1975,6,1,3,353,9.2307
1975,6,1,4,368,9.4414
1975,6,1,5,520,11.0620
1975,6,2,1,260,7.1874
1975,6,2,2,212,4.7714
1975,6,2,3,194,6.9022
1975,6,2,4,204,7.9347
1975,6,2,5,221,6.3474
1975,6,3,1,265,7.3079
1975,6,3,2,370,5.2436
1975,6,3,3,336,2.5756
1975,6,3,4,340,5.8170
1975,6,3,5,168,7.4899
1975,7,1,1,549,-0.8851
1975,7,1,2,262,-0.8619
1975,7,1,3,335,-2.6636
1975,7,1,4,329,-1.6180
1975,7,1,5,505,-2.1843
1975,7,2,1,239,-3.1196
1975,7,2,2,191,-3.6020
1975,7,2,3,180,-4.6300
1975,7,2,4,186,-3.0386
1975,7,2,5,219,-2.9113
1975,7,3,1,224,-5.2297
1975,7,3,2,349,-6.9351
1975,7,3,3,307,-7.7924
1975,7,3,4,326,-5.4780
1975,7,3,5,163,-6.5215
1975,8,1,1,630,-7.0839
1975,8,1,2,349,-6.2915
1975,8,1,3,381,-6.5591
1975,8,1,4,416,-5.6726
1975,8,1,5,556,-6.7243
1975,8,2,1,266,-4.5638
1975,8,2,2,225,-5.3849
1975,8,2,3,224,-4.1491
1975,8,2,4,223,-3.2126
1975,8,2,5,242,-4.6638
1975,8,3,1,257,-2.1685
1975,8,3,2,399,-1.5083
1975,8,3,3,418,-1.8347
1975,8,3,4,393,-1.9094
1975,8,3,5,179,-2.3358
1975,9,1,1,659,-3.9971
1975,9,1,2,356,-4.0552
1975,9,1,3,373,-3.7734
1975,9,1,4,410,-2.4997
1975,9,1,5,557,-3.3255
1975,9,2,1,266,-3.5481
1975,9,2,2,228,-3.4180
1975,9,2,3,225,-3.5979
1975,9,2,4,216,-3.3283
1975,9,2,5,242,-1.8914
1975,9,3,1,256,-3.9804
1975,9,3,2,400,-4.0547
1975,9,3,3,417,-3.3789
1975,9,3,4,390,-3.1987
1975,9,3,5,178,-1.9253
1975,10,1,1,571,2.0590
1975,10,1,2,325,1.1652
1975,10,1,3,265,0.3119
1975,10,1,4,304,0.9226
1975,10,1,5,497,1.5289
1975,10,2,1,233,2.9094
1975,10,2,2,190,1.8246
1975,10,2,3,187,2.9071
1975,10,2,4,168,3.6572
1975,10,2,5,220,2.6911
1975,10,3,1,194,7.1718
1975,10,3,2,299,7.1707
1975,10,3,3,355,6.2923
1975,10,3,4,329,6.3433
1975,10,3,5,161,7.9396
1975,11,1,1,655,3.4124
1975,11,1,2,351,2.6519
1975,11,1,3,285,1.5475
1975,11,1,4,326,2.8799
1975,11,1,5,495,3.7119
1975,11,2,1,253,4.1306
1975,11,2,2,203,3.8114
1975,11,2,3,193,2.5614
1975,11,2,4,187,2.9534
1975,11,2,5,215,2.4722
1975,11,3,1,225,3.6176
1975,11,3,2,315,4.3148
1975,11,3,3,382,2.2486
1975,11,3,4,345,3.0358
1975,11,3,5,168,2.5758
1975,12,1,1,660,-1.6251
1975,12,1,2,356,-1.4870
1975,12,1,3,285,-1.9231
1975,12,1,4,321,-2.5403
1975,12,1,5,481,-1.8469
1975,12,2,1,256,-0.5850
1975,12,2,2,205,-1.8531
1975,12,2,3,194,-0.1261
1975,12,2,4,190,-1.4089
1975,12,2,5,203,-0.9571
1975,12,3,1,232,-2.3276
1975,12,3,2,311,-1.2207
1975,12,3,3,382,-0.1054
1975,12,3,4,343,-2.1299
1975,12,3,5,169,-1.7429
1976,1,1,1,497,25.4059
1976,1,1,2,223,23.2752
1976,1,1,3,173,22.9408
1976,1,1,4,250,25.9010
1976,1,1,5,373,26.5203
1976,1,2,1,197,21.7611
1976,1,2,2,150,20.9348
1976,1,2,3,142,16.5623
1976,1,2,4,137,18.3953
1976,1,2,5,159,20.9845
1976,1,3,1,187,11.9949
1976,1,3,2,219,12.9625
1976,1,3,3,280,11.5117
1976,1,3,4,203,12.0515
1976,1,3,5,132,11.6330
1976,2,1,1,528,13.7774
1976,2,1,2,273,11.8102
1976,2,1,3,211,13.1625
1976,2,1,4,250,11.9828
1976,2,1,5,381,13.3412
1976,2,2,1,207,8.1590
1976,2,2,2,171,8.6886
1976,2,2,3,169,5.7545
1976,2,2,4,150,7.3939
1976,2,2,5,166,7.4325
1976,2,3,1,204,2.2981
1976,2,3,2,237,1.0659
1976,2,3,3,314,-1.0412
1976,2,3,4,232,-2.6280
1976,2,3,5,136,-0.4599
1976,3,1,1,552,0.4781
1976,3,1,2,289,2.5697
1976,3,1,3,230,0.2841
1976,3,1,4,268,-1.2007
1976,3,1,5,378,1.4065
1976,3,2,1,207,3.3686
1976,3,2,2,167,0.9684
1976,3,2,3,180,0.6934
1976,3,2,4,159,0.0829
1976,3,2,5,160,1.2750
1976,3,3,1,206,2.9503
1976,3,3,2,242,2.6456
1976,3,3,3,307,3.4037
1976,3,3,4,241,3.5358
1976,3,3,5,141,1.2007
1976,4,1,1,496,-3.0092
1976,4,1,2,274,-2.6367
1976,4,1,3,201,-1.9807
1976,4,1,4,214,-1.4215
1976,4,1,5,330,-2.9285
1976,4,2,1,185,-1.5594
1976,4,2,2,146,-0.4548
1976,4,2,3,161,-0.7747
1976,4,2,4,132,-0.1365
1976,4,2,5,146,-2.3997
1976,4,3,1,169,-1.0961
1976,4,3,2,201,-0.3399
1976,4,3,3,262,-0.3783
1976,4,3,4,216,-2.2730
1976,4,3,5,128,-0.4100
1976,5,1,1,678,-3.6863
1976,5,1,2,474,-3.0104
1976,5,1,3,328,-2.9597
1976,5,1,4,326,-1.1617
1976,5,1,5,413,-4.1670
1976,5,2,1,257,-2.1654
1976,5,2,2,224,-1.8099
1976,5,2,3,214,0.6635
1976,5,2,4,219,-1.4172
1976,5,2,5,207,-3.0133
1976,5,3,1,263,-1.0216
1976,5,3,2,284,-1.7740
1976,5,3,3,348,0.6625
1976,5,3,4,360,-0.8090
1976,5,3,5,246,-1.9344
1976,6,1,1,687,3.1464
1976,6,1,2,499,3.7177
1976,6,1,3,351,3.5925
1976,6,1,4,349,4.0310
1976,6,1,5,418,3.2526
1976,6,2,1,258,5.6244
1976,6,2,2,238,4.6015
1976,6,2,3,219,4.0535
1976,6,2,4,227,3.3384
1976,6,2,5,215,5.1136
1976,6,3,1,262,5.8279
1976,6,3,2,289,3.8136
1976,6,3,3,347,4.1219
1976,6,3,4,379,4.3566
1976,6,3,5,263,5.6598
1976,7,1,1,599,-0.1353
1976,7,1,2,475,-0.2879
1976,7,1,3,343,-0.2572
1976,7,1,4,320,-0.2446
1976,7,1,5,393,-0.1721
1976,7,2,1,233,-0.6828
1976,7,2,2,210,-0.5353
1976,7,2,3,205,-0.0182
1976,7,2,4,219,0.3979
1976,7,2,5,208,0.1495
1976,7,3,1,223,-1.7985
1976,7,3,2,260,-1.2702
1976,7,3,3,305,-1.2297
1976,7,3,4,377,-0.4749
1976,7,3,5,261,-0.5147
1976,8,1,1,536,-3.0471
1976,8,1,2,467,-2.1674
1976,8,1,3,341,-2.5549
1976,8,1,4,302,-1.8549
1976,8,1,5,354,-2.3775
1976,8,2,1,258,-2.4468
1976,8,2,2,237,-2.0582
1976,8,2,3,240,-2.4435
1976,8,2,4,248,-1.7213
1976,8,2,5,218,-1.1249
1976,8,3,1,238,-1.1019
1976,8,3,2,308,-0.1638
1976,8,3,3,369,-0.5711
1976,8,3,4,414,0.3836
1976,8,3,5,293,0.5617
1976,9,1,1,555,0.9343
