year,month,rank_ME,rank_GPA,nstocks,ret_vw
1982,5,2,2,124,-5.9920
1982,5,2,3,112,-3.0273
1982,5,2,4,134,-2.7964
1982,5,2,5,146,-2.6987
1982,5,3,1,136,-1.3260
1982,5,3,2,151,-2.2148
1982,5,3,3,120,-2.6714
1982,5,3,4,120,-3.0059
1982,5,3,5,131,-3.2326
1982,6,1,1,359,-3.8467
1982,6,1,2,295,-2.7870
1982,6,1,3,357,-2.3539
1982,6,1,4,410,-1.9533
1982,6,1,5,507,-2.1231
1982,6,2,1,122,-2.5218
1982,6,2,2,123,-3.3287
1982,6,2,3,112,-2.1007
1982,6,2,4,134,-1.3006
1982,6,2,5,145,-0.1047
1982,6,3,1,137,-2.0433
1982,6,3,2,150,-3.6272
1982,6,3,3,120,-1.8690
1982,6,3,4,120,-1.8621
1982,6,3,5,131,-0.0135
1982,7,1,1,507,-4.8189
1982,7,1,2,411,-3.0154
1982,7,1,3,414,-1.7640
1982,7,1,4,477,-0.0315
1982,7,1,5,495,-0.8642
1982,7,2,1,117,-2.2874
1982,7,2,2,115,-4.1687
1982,7,2,3,119,-2.3821
1982,7,2,4,132,-1.2452
1982,7,2,5,156,2.2216
1982,7,3,1,140,-1.4904
1982,7,3,2,142,-4.9224
1982,7,3,3,122,-4.6076
1982,7,3,4,133,-0.9699
1982,7,3,5,134,1.5579
1982,8,1,1,499,5.1327
1982,8,1,2,409,5.7342
1982,8,1,3,410,6.2414
1982,8,1,4,477,6.4043
1982,8,1,5,493,4.2933
1982,8,2,1,115,10.0646
1982,8,2,2,115,8.4428
1982,8,2,3,117,9.8089
1982,8,2,4,132,9.1989
1982,8,2,5,155,10.2641
1982,8,3,1,140,12.7942
1982,8,3,2,141,13.9178
1982,8,3,3,122,11.2072
1982,8,3,4,132,13.4907
1982,8,3,5,134,10.9203
1982,9,1,1,499,1.5606
1982,9,1,2,408,2.6062
1982,9,1,3,411,2.4114
1982,9,1,4,474,3.8053
1982,9,1,5,490,5.6645
1982,9,2,1,115,1.8189
1982,9,2,2,114,1.5851
1982,9,2,3,117,2.9421
1982,9,2,4,132,2.7588
1982,9,2,5,154,5.5385
1982,9,3,1,140,0.1823
1982,9,3,2,142,0.0652
1982,9,3,3,123,1.1669
1982,9,3,4,130,0.9272
1982,9,3,5,132,2.7173
1982,10,1,1,494,10.9952
1982,10,1,2,406,12.4750
1982,10,1,3,405,13.5626
1982,10,1,4,469,16.3287
1982,10,1,5,487,14.4723
1982,10,2,1,113,9.7253
1982,10,2,2,113,14.3362
1982,10,2,3,115,15.2160
1982,10,2,4,131,13.5184
1982,10,2,5,153,13.2268
1982,10,3,1,140,7.8591
1982,10,3,2,142,11.4436
1982,10,3,3,122,11.2986
1982,10,3,4,130,13.2565
1982,10,3,5,132,10.8402
1982,11,1,1,485,6.3911
1982,11,1,2,404,9.6407
1982,11,1,3,405,9.3021
1982,11,1,4,466,11.4030
1982,11,1,5,484,11.6864
1982,11,2,1,109,6.5061
1982,11,2,2,112,4.5851
1982,11,2,3,115,8.0356
1982,11,2,4,130,10.5087
1982,11,2,5,152,11.1885
1982,11,3,1,140,3.1367
1982,11,3,2,142,1.6037
1982,11,3,3,122,2.8190
1982,11,3,4,130,6.7992
1982,11,3,5,131,8.3306
1982,12,1,1,477,2.3877
1982,12,1,2,402,1.5283
1982,12,1,3,409,1.9182
1982,12,1,4,469,3.5789
1982,12,1,5,482,2.0818
1982,12,2,1,110,0.3188
1982,12,2,2,112,1.0389
1982,12,2,3,114,1.6793
1982,12,2,4,130,0.3239
1982,12,2,5,152,1.8583
1982,12,3,1,140,1.8397
1982,12,3,2,142,3.3043
1982,12,3,3,122,1.1002
1982,12,3,4,130,-0.4379
1982,12,3,5,130,2.0861
1983,1,1,1,473,12.2621
1983,1,1,2,399,10.4432
1983,1,1,3,407,10.0080
1983,1,1,4,465,9.6511
1983,1,1,5,480,9.6925
1983,1,2,1,108,7.5121
1983,1,2,2,112,8.9837
1983,1,2,3,114,5.7861
1983,1,2,4,128,6.7384
1983,1,2,5,151,4.6941
1983,1,3,1,140,6.8824
1983,1,3,2,140,3.8755
1983,1,3,3,122,4.9701
1983,1,3,4,130,3.0712
1983,1,3,5,129,2.0257
1983,2,1,1,469,2.7262
1983,2,1,2,393,4.9165
1983,2,1,3,404,5.5030
1983,2,1,4,462,6.8477
1983,2,1,5,472,7.3313
1983,2,2,1,109,2.5076
1983,2,2,2,110,3.4378
1983,2,2,3,114,5.9951
1983,2,2,4,127,6.5703
1983,2,2,5,149,7.2575
1983,2,3,1,140,1.2902
1983,2,3,2,139,2.1365
1983,2,3,3,122,3.4553
1983,2,3,4,130,3.5308
1983,2,3,5,129,3.1360
1983,3,1,1,467,2.5781
1983,3,1,2,390,3.2175
1983,3,1,3,401,5.3651
1983,3,1,4,461,6.3759
1983,3,1,5,465,7.4530
1983,3,2,1,109,1.4978
1983,3,2,2,110,2.1759
1983,3,2,3,114,6.7616
1983,3,2,4,127,2.6795
1983,3,2,5,148,5.0298
1983,3,3,1,140,1.4337
1983,3,3,2,138,3.4189
1983,3,3,3,121,2.3891
1983,3,3,4,130,2.8735
1983,3,3,5,130,3.9017
1983,4,1,1,464,8.4009
1983,4,1,2,388,7.6037
1983,4,1,3,400,7.9251
1983,4,1,4,459,7.6959
1983,4,1,5,461,6.9076
1983,4,2,1,108,5.8534
1983,4,2,2,110,6.3256
1983,4,2,3,114,7.2786
1983,4,2,4,127,6.1884
1983,4,2,5,148,8.2335
1983,4,3,1,139,6.3905
1983,4,3,2,138,8.7222
1983,4,3,3,120,6.5534
1983,4,3,4,130,5.1011
1983,4,3,5,130,7.6028
1983,5,1,1,457,11.1438
1983,5,1,2,383,10.4529
1983,5,1,3,398,10.0920
1983,5,1,4,457,11.0284
1983,5,1,5,458,9.3161
1983,5,2,1,107,5.8023
1983,5,2,2,111,7.0629
1983,5,2,3,114,3.8906
1983,5,2,4,127,6.6518
1983,5,2,5,148,4.1069
1983,5,3,1,139,-0.3587
1983,5,3,2,138,1.8217
1983,5,3,3,120,0.3019
1983,5,3,4,130,-0.5001
1983,5,3,5,130,-1.3946
1983,6,1,1,449,2.8563
1983,6,1,2,383,4.6153
1983,6,1,3,396,5.2922
1983,6,1,4,455,4.9504
1983,6,1,5,456,4.4700
1983,6,2,1,106,1.1605
1983,6,2,2,109,6.6304
1983,6,2,3,114,6.6255
1983,6,2,4,127,6.5624
1983,6,2,5,148,6.4567
1983,6,3,1,138,-0.0013
1983,6,3,2,138,4.5333
1983,6,3,3,120,4.8181
1983,6,3,4,129,4.6961
1983,6,3,5,130,5.7854
1983,7,1,1,563,-3.2559
1983,7,1,2,393,-1.4268
1983,7,1,3,463,-1.6412
1983,7,1,4,503,-3.4148
1983,7,1,5,474,-3.3263
1983,7,2,1,98,-3.0983
1983,7,2,2,132,-0.4146
1983,7,2,3,124,-2.4586
1983,7,2,4,151,-5.0964
1983,7,2,5,147,-3.8349
1983,7,3,1,132,-0.4797
1983,7,3,2,129,-3.8227
1983,7,3,3,137,-3.3042
1983,7,3,4,132,-3.7749
1983,7,3,5,151,-3.8701
1983,8,1,1,556,-4.3996
1983,8,1,2,391,-3.6978
1983,8,1,3,461,-4.4258
1983,8,1,4,502,-4.3604
1983,8,1,5,472,-3.1401
1983,8,2,1,95,-2.9060
1983,8,2,2,132,-1.3043
1983,8,2,3,123,-4.1820
1983,8,2,4,151,-4.1028
1983,8,2,5,147,-4.0666
1983,8,3,1,132,0.1652
1983,8,3,2,129,2.2069
1983,8,3,3,137,3.7815
1983,8,3,4,131,-0.3198
1983,8,3,5,151,-0.8280
1983,9,1,1,549,-1.8237
1983,9,1,2,385,-1.7368
1983,9,1,3,460,-0.1559
1983,9,1,4,499,-0.1185
1983,9,1,5,470,1.0784
1983,9,2,1,94,1.4322
1983,9,2,2,131,2.7805
1983,9,2,3,121,2.0091
1983,9,2,4,150,2.4502
1983,9,2,5,147,3.7476
1983,9,3,1,131,1.9068
1983,9,3,2,129,0.6415
1983,9,3,3,136,-0.3870
1983,9,3,4,131,3.6383
1983,9,3,5,151,3.5875
1983,10,1,1,542,-5.9642
1983,10,1,2,381,-7.3509
1983,10,1,3,455,-7.6333
1983,10,1,4,497,-7.3475
1983,10,1,5,469,-5.9721
1983,10,2,1,94,-3.0909
1983,10,2,2,130,-5.6480
1983,10,2,3,121,-6.7115
1983,10,2,4,149,-7.3294
1983,10,2,5,147,-6.8745
1983,10,3,1,129,1.8529
1983,10,3,2,128,-3.3891
1983,10,3,3,136,-1.4393
1983,10,3,4,130,-3.1472
1983,10,3,5,151,-1.1655
1983,11,1,1,537,0.2003
1983,11,1,2,381,1.9074
1983,11,1,3,451,4.4281
1983,11,1,4,495,5.0277
1983,11,1,5,469,4.7700
1983,11,2,1,93,2.0992
1983,11,2,2,128,4.4590
1983,11,2,3,120,5.3271
1983,11,2,4,149,7.2382
1983,11,2,5,146,6.0499
1983,11,3,1,129,1.5971
1983,11,3,2,127,2.3778
1983,11,3,3,136,3.8927
1983,11,3,4,130,2.8427
1983,11,3,5,151,0.8567
1983,12,1,1,533,-3.4091
1983,12,1,2,379,-2.1044
1983,12,1,3,449,-1.4740
1983,12,1,4,494,-1.8116
1983,12,1,5,467,-1.9690
1983,12,2,1,93,-1.8372
1983,12,2,2,127,-0.6289
1983,12,2,3,120,-0.7314
1983,12,2,4,149,-2.1985
1983,12,2,5,146,-2.5196
1983,12,3,1,129,-4.0503
1983,12,3,2,127,-0.2869
1983,12,3,3,136,1.0167
1983,12,3,4,130,-1.3588
1983,12,3,5,151,-0.9118
1984,1,1,1,521,1.4590
1984,1,1,2,378,0.6819
1984,1,1,3,448,-0.3126
1984,1,1,4,490,-1.2371
1984,1,1,5,464,-1.5658
1984,1,2,1,93,1.2165
1984,1,2,2,127,-0.4076
1984,1,2,3,120,-4.1903
1984,1,2,4,148,-4.1504
1984,1,2,5,146,-5.0863
1984,1,3,1,126,-0.8819
1984,1,3,2,127,3.5366
1984,1,3,3,135,0.0413
1984,1,3,4,130,-3.8584
1984,1,3,5,151,-4.7967
1984,2,1,1,504,-4.1884
1984,2,1,2,372,-5.1774
1984,2,1,3,443,-6.4431
1984,2,1,4,487,-7.1251
1984,2,1,5,462,-7.3027
1984,2,2,1,92,-4.4845
1984,2,2,2,127,-3.6016
1984,2,2,3,119,-5.9935
1984,2,2,4,148,-7.4691
1984,2,2,5,146,-5.1769
1984,2,3,1,126,-4.5647
1984,2,3,2,126,-2.1542
1984,2,3,3,135,-2.6672
1984,2,3,4,130,-5.3337
1984,2,3,5,151,-4.1492
1984,3,1,1,499,-0.1256
1984,3,1,2,368,0.4047
1984,3,1,3,440,-0.2115
1984,3,1,4,485,1.8634
1984,3,1,5,460,1.7548
1984,3,2,1,92,2.2433
1984,3,2,2,125,1.8271
1984,3,2,3,116,2.0255
1984,3,2,4,147,0.0147
1984,3,2,5,144,0.6823
1984,3,3,1,126,1.4185
1984,3,3,2,126,0.3553
1984,3,3,3,134,2.3927
1984,3,3,4,129,1.1201
1984,3,3,5,151,1.9762
1984,4,1,1,492,-2.9115
1984,4,1,2,370,-2.9302
1984,4,1,3,440,0.0598
1984,4,1,4,486,-2.0525
1984,4,1,5,455,-1.7864
1984,4,2,1,91,-2.1594
1984,4,2,2,122,-0.3701
1984,4,2,3,116,1.2811
1984,4,2,4,147,0.8073
1984,4,2,5,144,1.2460
1984,4,3,1,126,-2.4712
1984,4,3,2,126,1.4579
1984,4,3,3,134,2.3298
1984,4,3,4,129,0.8985
1984,4,3,5,151,0.7540
1984,5,1,1,488,-4.7333
1984,5,1,2,368,-4.7472
1984,5,1,3,437,-5.1460
1984,5,1,4,483,-5.2523
1984,5,1,5,453,-4.3767
1984,5,2,1,91,-4.1392
1984,5,2,2,120,-5.9749
1984,5,2,3,116,-6.2685
1984,5,2,4,146,-7.1379
1984,5,2,5,143,-2.9727
1984,5,3,1,126,-3.5598
1984,5,3,2,126,-5.5594
1984,5,3,3,133,-5.2758
1984,5,3,4,129,-4.9989
1984,5,3,5,151,-4.0565
1984,6,1,1,476,0.3117
1984,6,1,2,365,0.4760
1984,6,1,3,435,2.4958
1984,6,1,4,481,1.3323
1984,6,1,5,451,5.0894
1984,6,2,1,90,1.6436
1984,6,2,2,120,0.7996
1984,6,2,3,115,2.8926
1984,6,2,4,146,4.4961
1984,6,2,5,141,5.4094
1984,6,3,1,126,0.6712
1984,6,3,2,126,1.3541
1984,6,3,3,133,1.3031
1984,6,3,4,129,4.7879
1984,6,3,5,151,4.2721
1984,7,1,1,613,-7.0921
1984,7,1,2,473,-6.9363
1984,7,1,3,520,-3.5376
1984,7,1,4,490,-5.4348
1984,7,1,5,495,-4.1404
1984,7,2,1,107,-5.0149
1984,7,2,2,113,-7.0797
1984,7,2,3,132,-4.9742
1984,7,2,4,159,-5.0327
1984,7,2,5,136,-2.4627
1984,7,3,1,126,-1.8708
1984,7,3,2,143,-3.1231
1984,7,3,3,128,-1.7126
1984,7,3,4,119,-1.7332
1984,7,3,5,149,-0.2499
1984,8,1,1,606,9.1010
1984,8,1,2,467,10.1088
1984,8,1,3,519,9.2348
1984,8,1,4,489,12.6384
1984,8,1,5,491,10.1878
1984,8,2,1,107,12.0275
1984,8,2,2,112,14.3490
1984,8,2,3,132,12.2544
1984,8,2,4,159,13.2110
1984,8,2,5,135,13.5679
1984,8,3,1,125,10.1065
1984,8,3,2,143,11.2455
1984,8,3,3,128,12.3695
1984,8,3,4,118,10.9028
1984,8,3,5,147,10.1815
1984,9,1,1,597,-1.1595
1984,9,1,2,467,-0.8481
1984,9,1,3,515,-0.5950
1984,9,1,4,486,-1.7511
1984,9,1,5,488,-0.3991
1984,9,2,1,106,0.0964
1984,9,2,2,112,-0.4325
1984,9,2,3,133,-2.8988
1984,9,2,4,156,-2.5485
1984,9,2,5,134,-0.0896
1984,9,3,1,125,2.7503
1984,9,3,2,142,-0.7750
1984,9,3,3,128,-0.1770
1984,9,3,4,117,-2.1279
1984,9,3,5,147,-1.0905
1984,10,1,1,574,-3.6672
1984,10,1,2,466,-4.6690
1984,10,1,3,513,-2.6620
1984,10,1,4,484,-2.1391
1984,10,1,5,484,-1.5078
1984,10,2,1,106,0.7858
1984,10,2,2,112,-2.3203
1984,10,2,3,132,-1.8345
1984,10,2,4,153,-2.4342
1984,10,2,5,133,-0.4128
1984,10,3,1,125,1.2183
1984,10,3,2,142,-2.1302
1984,10,3,3,126,0.0722
1984,10,3,4,116,0.9582
1984,10,3,5,147,1.5136
1984,11,1,1,560,-4.0405
1984,11,1,2,459,-4.1614
1984,11,1,3,512,-2.9564
1984,11,1,4,479,-4.0501
1984,11,1,5,479,-2.5580
1984,11,2,1,106,-0.7993
1984,11,2,2,112,-3.3994
1984,11,2,3,131,-2.0828
1984,11,2,4,153,-3.2231
1984,11,2,5,133,-1.2777
1984,11,3,1,125,1.8248
1984,11,3,2,141,-1.0295
1984,11,3,3,126,-1.8521
1984,11,3,4,115,-1.3373
1984,11,3,5,146,-1.5383
1984,12,1,1,549,-1.3160
1984,12,1,2,449,0.4003
1984,12,1,3,508,0.1755
1984,12,1,4,476,1.9066
1984,12,1,5,476,1.2520
1984,12,2,1,106,1.3669
1984,12,2,2,112,1.5639
1984,12,2,3,131,2.9160
1984,12,2,4,153,3.6344
1984,12,2,5,131,1.9774
1984,12,3,1,125,2.0993
1984,12,3,2,139,1.3263
1984,12,3,3,126,2.3565
1984,12,3,4,114,3.4791
1984,12,3,5,144,1.8770
1985,1,1,1,544,11.9898
1985,1,1,2,445,12.7760
1985,1,1,3,505,12.5972
1985,1,1,4,473,15.0369
1985,1,1,5,475,12.7185
1985,1,2,1,106,9.0314
1985,1,2,2,112,11.2521
1985,1,2,3,131,14.5631
1985,1,2,4,152,11.7693
1985,1,2,5,130,11.3938
1985,1,3,1,125,5.9776
1985,1,3,2,138,6.7499
1985,1,3,3,125,9.1578
1985,1,3,4,114,8.3983
1985,1,3,5,143,8.2520
1985,2,1,1,532,3.7836
1985,2,1,2,442,3.7175
1985,2,1,3,501,3.0644
1985,2,1,4,469,3.2875
1985,2,1,5,473,4.5662
1985,2,2,1,105,1.6053
1985,2,2,2,111,3.2698
1985,2,2,3,130,1.3584
1985,2,2,4,151,2.1584
1985,2,2,5,130,3.2369
1985,2,3,1,125,0.2777
1985,2,3,2,138,2.6273
1985,2,3,3,124,1.3027
1985,2,3,4,114,1.9888
1985,2,3,5,142,1.4349
1985,3,1,1,530,-1.3583
1985,3,1,2,435,-2.0843
1985,3,1,3,498,-2.0528
1985,3,1,4,464,-2.9198
1985,3,1,5,470,-1.2989
1985,3,2,1,104,0.6338
1985,3,2,2,111,-0.2913
1985,3,2,3,127,-4.3071
1985,3,2,4,150,-3.3622
1985,3,2,5,129,-2.9712
1985,3,3,1,124,3.0848
1985,3,3,2,138,0.3456
1985,3,3,3,123,-1.8127
1985,3,3,4,114,0.2484
1985,3,3,5,142,-0.2372
1985,4,1,1,522,-1.9488
1985,4,1,2,432,-1.1983
1985,4,1,3,495,-0.9602
1985,4,1,4,458,-1.7386
1985,4,1,5,471,-1.2618
1985,4,2,1,104,2.4042
1985,4,2,2,111,-3.2948
1985,4,2,3,127,-2.7987
1985,4,2,4,150,-2.2038
1985,4,2,5,128,-1.1813
1985,4,3,1,124,-0.1140
1985,4,3,2,137,0.9445
1985,4,3,3,123,-0.2776
1985,4,3,4,113,-3.2573
1985,4,3,5,142,-1.1927
1985,5,1,1,519,0.5839
1985,5,1,2,430,2.0394
1985,5,1,3,491,2.4757
1985,5,1,4,452,3.9370
1985,5,1,5,465,3.4207
1985,5,2,1,104,4.8480
1985,5,2,2,111,2.2403
1985,5,2,3,127,3.9821
1985,5,2,4,149,4.2245
1985,5,2,5,127,6.0432
1985,5,3,1,124,6.2932
1985,5,3,2,137,4.7990
1985,5,3,3,123,5.2850
1985,5,3,4,113,6.5722
1985,5,3,5,142,7.1922
1985,6,1,1,509,-0.2926
1985,6,1,2,427,-0.4771
1985,6,1,3,484,0.0440
1985,6,1,4,453,0.3992
1985,6,1,5,461,2.7665
1985,6,2,1,103,1.2883
1985,6,2,2,109,0.8789
1985,6,2,3,125,0.7648
1985,6,2,4,147,0.7728
1985,6,2,5,125,2.6907
1985,6,3,1,124,2.7708
1985,6,3,2,136,2.1691
1985,6,3,3,123,1.2148
1985,6,3,4,112,2.2351
1985,6,3,5,142,0.7121
1985,7,1,1,669,1.4490
1985,7,1,2,473,2.0443
1985,7,1,3,548,3.0509
1985,7,1,4,486,3.9527
1985,7,1,5,558,2.6248
1985,7,2,1,106,0.0230
1985,7,2,2,118,3.2964
1985,7,2,3,137,4.8453
1985,7,2,4,145,3.3711
1985,7,2,5,147,2.8039
1985,7,3,1,131,-3.3995
1985,7,3,2,132,0.1198
1985,7,3,3,119,1.1514
1985,7,3,4,130,-0.4257
1985,7,3,5,153,0.0718
1985,8,1,1,660,-1.1775
1985,8,1,2,472,-1.2761
1985,8,1,3,543,-0.9861
1985,8,1,4,484,-0.1060
1985,8,1,5,551,-1.2010
1985,8,2,1,106,0.4836
1985,8,2,2,117,-0.7332
1985,8,2,3,136,-1.7429
1985,8,2,4,145,-1.4694
1985,8,2,5,147,-2.1468
1985,8,3,1,130,0.9681
1985,8,3,2,132,-0.3873
1985,8,3,3,119,-0.3366
1985,8,3,4,130,-0.4244
1985,8,3,5,153,-1.1091
1985,9,1,1,649,-7.3413
1985,9,1,2,466,-5.9239
1985,9,1,3,534,-6.0187
1985,9,1,4,481,-5.5506
1985,9,1,5,546,-5.6311
1985,9,2,1,105,-6.3317
1985,9,2,2,117,-5.5647
1985,9,2,3,134,-6.3811
1985,9,2,4,145,-5.9331
1985,9,2,5,147,-5.7768
1985,9,3,1,130,-5.5224
1985,9,3,2,132,-4.1861
1985,9,3,3,117,-3.0874
1985,9,3,4,129,-3.2896
1985,9,3,5,153,-1.6618
1985,10,1,1,643,1.3161
1985,10,1,2,462,0.3508
1985,10,1,3,529,2.7552
1985,10,1,4,478,2.4094
1985,10,1,5,543,2.8763
1985,10,2,1,104,3.9183
1985,10,2,2,117,2.4887
1985,10,2,3,134,2.8643
1985,10,2,4,145,2.6189
1985,10,2,5,147,5.4497
1985,10,3,1,130,5.4456
1985,10,3,2,131,3.3643
1985,10,3,3,116,4.3418
1985,10,3,4,128,3.0984
1985,10,3,5,150,5.0315
1985,11,1,1,632,3.1656
1985,11,1,2,455,4.4421
1985,11,1,3,529,6.7081
1985,11,1,4,475,6.2138
1985,11,1,5,534,8.2254
1985,11,2,1,104,6.4013
1985,11,2,2,116,5.4026
1985,11,2,3,132,7.5918
1985,11,2,4,144,8.3037
1985,11,2,5,145,8.3528
1985,11,3,1,130,4.6298
1985,11,3,2,131,5.0237
1985,11,3,3,116,5.8443
1985,11,3,4,126,9.1576
1985,11,3,5,150,9.0295
1985,12,1,1,618,2.7910
1985,12,1,2,451,1.8399
1985,12,1,3,525,3.6175
1985,12,1,4,470,4.8489
1985,12,1,5,531,5.2621
1985,12,2,1,103,2.6968
1985,12,2,2,115,3.1003
1985,12,2,3,130,5.0132
1985,12,2,4,144,5.5052
1985,12,2,5,144,6.1025
1985,12,3,1,130,4.1254
1985,12,3,2,131,2.8760
1985,12,3,3,116,4.0900
1985,12,3,4,125,5.4145
1985,12,3,5,148,5.6204
1986,1,1,1,601,4.1481
1986,1,1,2,443,1.0485
1986,1,1,3,522,2.3796
1986,1,1,4,467,2.7873
1986,1,1,5,524,3.4228
1986,1,2,1,103,3.5410
1986,1,2,2,115,-1.0376
1986,1,2,3,129,0.8187
1986,1,2,4,142,1.1704
1986,1,2,5,143,1.5757
1986,1,3,1,129,3.2333
1986,1,3,2,130,-0.3149
1986,1,3,3,116,-0.2769
1986,1,3,4,125,0.2404
1986,1,3,5,146,0.2838
1986,2,1,1,597,3.7397
1986,2,1,2,440,5.9880
1986,2,1,3,517,7.0879
1986,2,1,4,465,6.1990
1986,2,1,5,523,7.4203
1986,2,2,1,103,5.8256
1986,2,2,2,113,4.5597
1986,2,2,3,128,7.4758
1986,2,2,4,141,8.2737
1986,2,2,5,143,7.4222
1986,2,3,1,129,7.3685
1986,2,3,2,130,6.9670
1986,2,3,3,116,8.1062
1986,2,3,4,124,9.5488
1986,2,3,5,145,6.4950
1986,3,1,1,588,4.3201
1986,3,1,2,437,3.6592
1986,3,1,3,516,5.0815
1986,3,1,4,465,4.8146
1986,3,1,5,522,6.1208
1986,3,2,1,102,5.7907
1986,3,2,2,112,6.2684
1986,3,2,3,128,5.7161
1986,3,2,4,140,4.2897
1986,3,2,5,143,5.7821
1986,3,3,1,129,4.1889
1986,3,3,2,129,5.0616
1986,3,3,3,116,4.7990
1986,3,3,4,123,5.5616
1986,3,3,5,145,6.4402
1986,4,1,1,583,2.2390
1986,4,1,2,436,-1.4242
1986,4,1,3,511,2.4192
1986,4,1,4,460,2.5800
1986,4,1,5,519,2.7803
1986,4,2,1,101,0.6785
1986,4,2,2,111,-1.2561
1986,4,2,3,127,1.9530
1986,4,2,4,139,1.6702
1986,4,2,5,141,3.2299
1986,4,3,1,127,-4.1068
1986,4,3,2,129,-1.7665
1986,4,3,3,116,-0.9706
1986,4,3,4,123,0.5476
1986,4,3,5,145,1.7339
1986,5,1,1,566,4.7662
1986,5,1,2,432,5.0395
1986,5,1,3,509,3.1133
1986,5,1,4,455,2.6272
1986,5,1,5,518,5.0372
1986,5,2,1,100,1.8949
1986,5,2,2,110,3.4182
1986,5,2,3,127,2.9682
1986,5,2,4,138,4.1275
1986,5,2,5,139,5.6235
1986,5,3,1,125,3.9860
1986,5,3,2,128,4.6075
1986,5,3,3,116,5.3507
1986,5,3,4,120,5.6609
1986,5,3,5,145,6.2032
1986,6,1,1,555,0.8510
1986,6,1,2,424,-0.0860
1986,6,1,3,506,-0.0466
1986,6,1,4,452,-1.7764
1986,6,1,5,513,0.2187
1986,6,2,1,100,0.6461
1986,6,2,2,110,0.0101
1986,6,2,3,127,1.7954
1986,6,2,4,138,-1.7292
1986,6,2,5,138,0.6988
1986,6,3,1,125,2.7630
1986,6,3,2,127,0.5958
1986,6,3,3,114,1.5979
1986,6,3,4,120,1.2203
1986,6,3,5,143,2.2346
1986,7,1,1,654,-8.7292
1986,7,1,2,408,-9.8595
1986,7,1,3,521,-8.2114
1986,7,1,4,506,-8.8690
1986,7,1,5,594,-9.0427
1986,7,2,1,110,-9.3719
1986,7,2,2,105,-7.8935
1986,7,2,3,137,-9.0335
1986,7,2,4,163,-11.0386
1986,7,2,5,178,-9.8729
1986,7,3,1,127,-0.5959
1986,7,3,2,135,-5.0076
1986,7,3,3,119,-5.8695
1986,7,3,4,120,-6.5842
1986,7,3,5,152,-6.8416
1986,8,1,1,647,1.4814
1986,8,1,2,404,1.9266
1986,8,1,3,519,0.9138
1986,8,1,4,500,1.4946
1986,8,1,5,589,-0.1396
1986,8,2,1,110,4.7719
1986,8,2,2,104,7.1363
1986,8,2,3,137,3.9023
1986,8,2,4,163,2.9785
1986,8,2,5,178,3.8262
1986,8,3,1,127,7.5149
1986,8,3,2,135,8.2716
1986,8,3,3,119,10.1624
1986,8,3,4,120,5.8792
1986,8,3,5,151,3.4677
1986,9,1,1,632,-5.4670
1986,9,1,2,403,-6.0648
1986,9,1,3,513,-6.5288
1986,9,1,4,499,-6.7327
1986,9,1,5,585,-5.7444
1986,9,2,1,109,-7.2538
1986,9,2,2,103,-5.4966
1986,9,2,3,136,-5.0931
1986,9,2,4,163,-6.8426
1986,9,2,5,178,-6.1785
1986,9,3,1,127,-8.0489
1986,9,3,2,134,-6.7155
1986,9,3,3,118,-5.3664
1986,9,3,4,120,-9.8099
1986,9,3,5,150,-9.4996
1986,10,1,1,623,0.4010
1986,10,1,2,400,1.2189
1986,10,1,3,508,2.4797
1986,10,1,4,494,2.8653
1986,10,1,5,581,3.9119
1986,10,2,1,108,2.7945
1986,10,2,2,102,4.6864
1986,10,2,3,134,4.7014
1986,10,2,4,162,5.2408
1986,10,2,5,178,4.0418
1986,10,3,1,127,5.5645
1986,10,3,2,133,6.0103
1986,10,3,3,117,6.0995
1986,10,3,4,119,7.4358
1986,10,3,5,150,4.5593
1986,11,1,1,606,-2.2961
1986,11,1,2,394,-0.8473
1986,11,1,3,500,-1.6367
1986,11,1,4,491,1.2178
1986,11,1,5,574,1.2365
1986,11,2,1,108,-0.8487
1986,11,2,2,102,-0.1616
1986,11,2,3,133,0.6175
1986,11,2,4,161,1.3452
1986,11,2,5,178,1.7227
1986,11,3,1,127,0.4952
1986,11,3,2,132,1.4977
1986,11,3,3,115,3.4817
1986,11,3,4,117,3.4127
1986,11,3,5,150,2.6629
1986,12,1,1,592,-5.5836
1986,12,1,2,390,-5.1642
1986,12,1,3,497,-3.4602
1986,12,1,4,484,-0.9231
1986,12,1,5,566,-2.5111
1986,12,2,1,107,-3.8282
1986,12,2,2,100,-2.9667
1986,12,2,3,132,-2.3200
1986,12,2,4,161,-2.5352
1986,12,2,5,178,-1.4271
1986,12,3,1,127,-4.0539
1986,12,3,2,130,-3.2244
1986,12,3,3,115,-1.6186
1986,12,3,4,117,-2.5344
1986,12,3,5,149,-3.3441
1987,1,1,1,583,9.5639
1987,1,1,2,379,8.9714
1987,1,1,3,488,12.3904
1987,1,1,4,470,11.3943
1987,1,1,5,552,9.6468
1987,1,2,1,107,9.7198
1987,1,2,2,98,14.0776
1987,1,2,3,127,12.5282
1987,1,2,4,158,13.8977
1987,1,2,5,176,12.4188
1987,1,3,1,125,11.5002
1987,1,3,2,129,12.8481
1987,1,3,3,114,14.5859
1987,1,3,4,116,15.3018
1987,1,3,5,147,12.9064
1987,2,1,1,576,8.5707
1987,2,1,2,377,7.7675
1987,2,1,3,483,7.0054
1987,2,1,4,466,9.1759
