year,month,rank_ME,rank_FP_6,nstocks,ret_vw
1987,1,3,4,185,13.0849
1987,1,3,5,82,14.1960
1987,2,1,1,308,9.9513
1987,2,1,2,353,8.7457
1987,2,1,3,578,7.7159
1987,2,1,4,944,7.7470
1987,2,1,5,1530,9.3555
1987,2,2,1,247,9.2546
1987,2,2,2,281,9.4148
1987,2,2,3,332,7.7802
1987,2,2,4,311,7.2482
1987,2,2,5,197,8.2657
1987,2,3,1,288,5.4167
1987,2,3,2,339,2.2459
1987,2,3,3,325,3.8170
1987,2,3,4,203,7.1385
1987,2,3,5,84,5.1095
1987,3,1,1,313,0.8604
1987,3,1,2,368,1.8611
1987,3,1,3,573,2.5294
1987,3,1,4,913,2.2506
1987,3,1,5,1553,3.3427
1987,3,2,1,253,-0.1019
1987,3,2,2,285,2.2419
1987,3,2,3,332,2.2736
1987,3,2,4,300,2.0706
1987,3,2,5,202,4.0136
1987,3,3,1,281,3.1862
1987,3,3,2,337,2.4794
1987,3,3,3,331,1.9936
1987,3,3,4,204,3.5130
1987,3,3,5,81,6.6162
1987,4,1,1,311,-2.3735
1987,4,1,2,359,-2.2737
1987,4,1,3,540,-3.2490
1987,4,1,4,885,-3.2056
1987,4,1,5,1519,-2.4521
1987,4,2,1,255,-2.4923
1987,4,2,2,279,-2.7550
1987,4,2,3,303,-3.4851
1987,4,2,4,282,-2.9052
1987,4,2,5,194,-2.2250
1987,4,3,1,272,0.0238
1987,4,3,2,327,-1.5077
1987,4,3,3,325,-1.2219
1987,4,3,4,197,-1.3721
1987,4,3,5,79,0.9999
1987,5,1,1,349,0.8747
1987,5,1,2,397,-0.5866
1987,5,1,3,578,0.0467
1987,5,1,4,898,0.1258
1987,5,1,5,1593,0.5452
1987,5,2,1,270,0.4028
1987,5,2,2,290,0.2309
1987,5,2,3,312,-0.0929
1987,5,2,4,292,0.0112
1987,5,2,5,207,2.0916
1987,5,3,1,290,0.6470
1987,5,3,2,347,0.8738
1987,5,3,3,335,0.1179
1987,5,3,4,219,2.4036
1987,5,3,5,92,3.9992
1987,6,1,1,373,0.8527
1987,6,1,2,428,3.0100
1987,6,1,3,604,4.2848
1987,6,1,4,914,2.2164
1987,6,1,5,1602,1.6837
1987,6,2,1,272,1.9807
1987,6,2,2,289,3.5993
1987,6,2,3,303,3.5548
1987,6,2,4,274,3.4539
1987,6,2,5,196,2.6764
1987,6,3,1,304,4.3611
1987,6,3,2,355,5.4179
1987,6,3,3,349,4.6866
1987,6,3,4,228,3.8891
1987,6,3,5,93,3.9869
1987,7,1,1,389,2.0788
1987,7,1,2,437,3.2874
1987,7,1,3,609,3.1329
1987,7,1,4,852,2.9583
1987,7,1,5,1560,3.2819
1987,7,2,1,270,3.0508
1987,7,2,2,283,4.4428
1987,7,2,3,294,4.5847
1987,7,2,4,271,2.9209
1987,7,2,5,188,5.1652
1987,7,3,1,300,4.5411
1987,7,3,2,340,4.5937
1987,7,3,3,321,4.9124
1987,7,3,4,222,5.6022
1987,7,3,5,89,6.7127
1987,8,1,1,406,3.4291
1987,8,1,2,486,3.9006
1987,8,1,3,643,3.5898
1987,8,1,4,889,1.8037
1987,8,1,5,1636,0.1826
1987,8,2,1,280,4.4952
1987,8,2,2,294,4.4154
1987,8,2,3,299,3.7220
1987,8,2,4,272,3.3682
1987,8,2,5,213,1.8151
1987,8,3,1,297,4.7642
1987,8,3,2,325,3.9856
1987,8,3,3,319,3.0268
1987,8,3,4,232,2.2284
1987,8,3,5,100,1.0443
1987,9,1,1,412,-1.1692
1987,9,1,2,484,-0.8151
1987,9,1,3,658,-0.7855
1987,9,1,4,898,-0.6433
1987,9,1,5,1648,-1.3798
1987,9,2,1,269,-1.8849
1987,9,2,2,299,-2.1232
1987,9,2,3,300,-0.9720
1987,9,2,4,279,-1.8547
1987,9,2,5,214,-1.8027
1987,9,3,1,295,-2.9552
1987,9,3,2,307,-2.1738
1987,9,3,3,308,-1.2065
1987,9,3,4,235,-2.0630
1987,9,3,5,99,-0.9039
1987,10,1,1,413,-29.2601
1987,10,1,2,475,-29.7275
1987,10,1,3,662,-29.5915
1987,10,1,4,869,-30.1528
1987,10,1,5,1618,-33.0553
1987,10,2,1,249,-30.2533
1987,10,2,2,292,-30.6354
1987,10,2,3,290,-28.6891
1987,10,2,4,273,-26.4229
1987,10,2,5,197,-33.1892
1987,10,3,1,282,-22.0436
1987,10,3,2,290,-21.2827
1987,10,3,3,285,-19.8305
1987,10,3,4,229,-20.1050
1987,10,3,5,95,-26.1272
1987,11,1,1,453,-2.4490
1987,11,1,2,530,-3.5101
1987,11,1,3,722,-4.7240
1987,11,1,4,1009,-4.4915
1987,11,1,5,1704,-8.1096
1987,11,2,1,276,-4.7495
1987,11,2,2,332,-5.0487
1987,11,2,3,334,-4.0346
1987,11,2,4,326,-4.5527
1987,11,2,5,233,-5.6806
1987,11,3,1,331,-8.5160
1987,11,3,2,350,-8.7799
1987,11,3,3,320,-5.8044
1987,11,3,4,254,-5.5068
1987,11,3,5,107,-5.0135
1987,12,1,1,454,6.8593
1987,12,1,2,538,7.8507
1987,12,1,3,722,6.7637
1987,12,1,4,1050,6.6887
1987,12,1,5,1709,2.5273
1987,12,2,1,284,12.4763
1987,12,2,2,348,11.8103
1987,12,2,3,352,10.3472
1987,12,2,4,355,8.6787
1987,12,2,5,244,6.3027
1987,12,3,1,328,7.6767
1987,12,3,2,363,8.0945
1987,12,3,3,333,7.9131
1987,12,3,4,256,6.3066
1987,12,3,5,109,6.1830
1988,1,1,1,427,3.1296
1988,1,1,2,515,3.3651
1988,1,1,3,688,4.1237
1988,1,1,4,1028,5.0556
1988,1,1,5,1697,8.8872
1988,1,2,1,276,0.2462
1988,1,2,2,349,1.7518
1988,1,2,3,347,2.2483
1988,1,2,4,346,3.6301
1988,1,2,5,240,7.0205
1988,1,3,1,318,2.0014
1988,1,3,2,360,4.6255
1988,1,3,3,332,4.7568
1988,1,3,4,246,6.3796
1988,1,3,5,96,4.2104
1988,2,1,1,410,6.7664
1988,2,1,2,504,7.2713
1988,2,1,3,702,9.0213
1988,2,1,4,1064,8.9026
1988,2,1,5,1750,7.7011
1988,2,2,1,283,8.0187
1988,2,2,2,356,9.0727
1988,2,2,3,371,9.4927
1988,2,2,4,362,11.3377
1988,2,2,5,251,10.6213
1988,2,3,1,321,4.3460
1988,2,3,2,375,3.9794
1988,2,3,3,342,6.3022
1988,2,3,4,244,6.8244
1988,2,3,5,96,11.6400
1988,3,1,1,415,5.8243
1988,3,1,2,474,6.7708
1988,3,1,3,667,5.0103
1988,3,1,4,1068,5.4433
1988,3,1,5,1715,4.0416
1988,3,2,1,289,4.3376
1988,3,2,2,344,3.3566
1988,3,2,3,360,3.6508
1988,3,2,4,365,3.6015
1988,3,2,5,253,3.5022
1988,3,3,1,313,-3.8546
1988,3,3,2,371,-2.9013
1988,3,3,3,351,-1.1482
1988,3,3,4,233,-0.3920
1988,3,3,5,90,-1.6595
1988,4,1,1,379,1.8334
1988,4,1,2,446,1.9587
1988,4,1,3,619,2.7410
1988,4,1,4,1006,2.8776
1988,4,1,5,1612,1.4678
1988,4,2,1,278,2.0395
1988,4,2,2,316,2.6004
1988,4,2,3,348,1.7576
1988,4,2,4,344,1.2295
1988,4,2,5,235,0.9931
1988,4,3,1,285,1.0044
1988,4,3,2,357,1.3972
1988,4,3,3,321,0.8468
1988,4,3,4,214,1.1884
1988,4,3,5,75,0.9960
1988,5,1,1,434,-0.5099
1988,5,1,2,464,-2.4104
1988,5,1,3,635,-1.7670
1988,5,1,4,1038,-1.9657
1988,5,1,5,1657,-3.7976
1988,5,2,1,318,-2.2036
1988,5,2,2,336,-1.6543
1988,5,2,3,359,-0.8554
1988,5,2,4,341,-1.1457
1988,5,2,5,241,-1.8210
1988,5,3,1,307,-0.0495
1988,5,3,2,374,0.7428
1988,5,3,3,350,0.4734
1988,5,3,4,229,-1.0716
1988,5,3,5,83,-1.3032
1988,6,1,1,424,8.1804
1988,6,1,2,456,7.1772
1988,6,1,3,613,6.1488
1988,6,1,4,1010,7.2102
1988,6,1,5,1639,5.3766
1988,6,2,1,325,7.9638
1988,6,2,2,328,7.5981
1988,6,2,3,339,7.7762
1988,6,2,4,332,7.5171
1988,6,2,5,233,8.2345
1988,6,3,1,309,4.7084
1988,6,3,2,378,4.0514
1988,6,3,3,341,5.2970
1988,6,3,4,218,6.1845
1988,6,3,5,78,6.5627
1988,7,1,1,421,-0.6988
1988,7,1,2,430,-0.8120
1988,7,1,3,569,0.5124
1988,7,1,4,936,-0.6038
1988,7,1,5,1590,-0.4513
1988,7,2,1,320,-2.5443
1988,7,2,2,316,-2.7800
1988,7,2,3,325,-1.8981
1988,7,2,4,310,-0.8575
1988,7,2,5,213,0.1508
1988,7,3,1,297,-1.0601
1988,7,3,2,370,-0.7678
1988,7,3,3,324,-0.9835
1988,7,3,4,206,-1.5113
1988,7,3,5,70,-0.6997
1988,8,1,1,444,-2.7475
1988,8,1,2,434,-2.3331
1988,8,1,3,568,-1.9646
1988,8,1,4,947,-1.2239
1988,8,1,5,1614,-2.7627
1988,8,2,1,339,-3.8461
1988,8,2,2,317,-3.8372
1988,8,2,3,305,-2.3683
1988,8,2,4,309,-2.0182
1988,8,2,5,218,-2.9635
1988,8,3,1,279,-3.7562
1988,8,3,2,356,-3.2059
1988,8,3,3,331,-3.2239
1988,8,3,4,210,-1.9280
1988,8,3,5,75,-0.0777
1988,9,1,1,460,3.9841
1988,9,1,2,432,2.6839
1988,9,1,3,545,2.9867
1988,9,1,4,924,3.0752
1988,9,1,5,1584,1.2971
1988,9,2,1,335,2.9257
1988,9,2,2,315,2.7659
1988,9,2,3,288,2.4322
1988,9,2,4,300,3.6077
1988,9,2,5,209,2.3592
1988,9,3,1,270,3.2768
1988,9,3,2,359,4.7976
1988,9,3,3,321,4.3629
1988,9,3,4,221,4.5277
1988,9,3,5,80,2.1358
1988,10,1,1,438,-0.6425
1988,10,1,2,446,-0.5291
1988,10,1,3,519,-1.2413
1988,10,1,4,896,-1.7430
1988,10,1,5,1533,-2.7084
1988,10,2,1,317,-0.5569
1988,10,2,2,314,-1.0221
1988,10,2,3,276,-0.0711
1988,10,2,4,287,0.3044
1988,10,2,5,197,-0.8668
1988,10,3,1,265,1.6184
1988,10,3,2,340,2.6713
1988,10,3,3,301,2.8207
1988,10,3,4,214,3.9357
1988,10,3,5,75,2.1243
1988,11,1,1,461,-2.9538
1988,11,1,2,453,-3.3071
1988,11,1,3,530,-3.8375
1988,11,1,4,893,-3.0261
1988,11,1,5,1586,-5.0616
1988,11,2,1,318,-2.9789
1988,11,2,2,319,-3.5881
1988,11,2,3,308,-2.2733
1988,11,2,4,303,-2.6349
1988,11,2,5,206,-2.3857
1988,11,3,1,273,-1.8523
1988,11,3,2,341,-1.2154
1988,11,3,3,304,-1.1316
1988,11,3,4,224,-1.2669
1988,11,3,5,83,-0.0880
1988,12,1,1,461,4.8937
1988,12,1,2,453,3.9458
1988,12,1,3,538,3.8976
1988,12,1,4,861,4.3587
1988,12,1,5,1610,3.0368
1988,12,2,1,314,4.4826
1988,12,2,2,314,4.8572
1988,12,2,3,298,4.1353
1988,12,2,4,309,4.5445
1988,12,2,5,204,5.8713
1988,12,3,1,268,2.5420
1988,12,3,2,332,2.0490
1988,12,3,3,302,1.8377
1988,12,3,4,218,2.0453
1988,12,3,5,82,2.1495
1989,1,1,1,439,4.1411
1989,1,1,2,433,5.0794
1989,1,1,3,523,4.2919
1989,1,1,4,825,3.7704
1989,1,1,5,1586,5.8030
1989,1,2,1,309,3.7807
1989,1,2,2,296,4.7192
1989,1,2,3,302,4.4659
1989,1,2,4,304,5.1252
1989,1,2,5,204,7.3652
1989,1,3,1,247,6.7786
1989,1,3,2,308,7.0174
1989,1,3,3,284,5.5622
1989,1,3,4,207,6.8289
1989,1,3,5,73,7.9756
1989,2,1,1,449,-0.1191
1989,2,1,2,428,0.8428
1989,2,1,3,521,0.7000
1989,2,1,4,842,0.3339
1989,2,1,5,1617,0.7888
1989,2,2,1,305,1.0661
1989,2,2,2,312,0.6858
1989,2,2,3,315,0.4404
1989,2,2,4,318,1.0744
1989,2,2,5,203,1.8301
1989,2,3,1,258,-2.6811
1989,2,3,2,314,-2.8049
1989,2,3,3,285,-1.5118
1989,2,3,4,218,-1.2672
1989,2,3,5,77,-0.0578
1989,3,1,1,434,4.3975
1989,3,1,2,441,4.7732
1989,3,1,3,519,3.8415
1989,3,1,4,850,2.4751
1989,3,1,5,1608,1.6982
1989,3,2,1,292,2.5252
1989,3,2,2,308,2.7368
1989,3,2,3,319,1.8443
1989,3,2,4,312,2.2835
1989,3,2,5,191,3.4047
1989,3,3,1,253,1.4580
1989,3,3,2,312,2.6529
1989,3,3,3,279,1.5418
1989,3,3,4,206,1.0122
1989,3,3,5,74,0.9878
1989,4,1,1,419,3.7106
1989,4,1,2,422,4.4382
1989,4,1,3,512,5.3820
1989,4,1,4,811,3.7468
1989,4,1,5,1576,1.6650
1989,4,2,1,270,6.0900
1989,4,2,2,306,4.7420
1989,4,2,3,307,4.7923
1989,4,2,4,304,4.8807
1989,4,2,5,198,4.4863
1989,4,3,1,250,5.7438
1989,4,3,2,307,5.9504
1989,4,3,3,270,4.5311
1989,4,3,4,200,3.2583
1989,4,3,5,76,5.9540
1989,5,1,1,443,4.7094
1989,5,1,2,436,3.9834
1989,5,1,3,532,4.1325
1989,5,1,4,819,3.5093
1989,5,1,5,1612,2.3628
1989,5,2,1,276,5.1098
1989,5,2,2,316,4.7028
1989,5,2,3,299,4.9982
1989,5,2,4,313,5.3261
1989,5,2,5,207,4.2989
1989,5,3,1,270,3.7887
1989,5,3,2,325,4.6282
1989,5,3,3,284,4.3098
1989,5,3,4,201,3.4780
1989,5,3,5,78,5.1291
1989,6,1,1,441,-2.2790
1989,6,1,2,436,-2.9942
1989,6,1,3,541,-2.1555
1989,6,1,4,805,-0.8993
1989,6,1,5,1611,-1.9273
1989,6,2,1,283,-3.4232
1989,6,2,2,311,-2.3242
1989,6,2,3,301,-2.7826
1989,6,2,4,310,-0.9782
1989,6,2,5,203,-2.0118
1989,6,3,1,263,-1.4901
1989,6,3,2,324,-0.5349
1989,6,3,3,279,0.0560
1989,6,3,4,188,-0.3383
1989,6,3,5,78,-0.2886
1989,7,1,1,430,6.0386
1989,7,1,2,435,5.0712
1989,7,1,3,530,4.3846
1989,7,1,4,790,3.1793
1989,7,1,5,1559,1.9147
1989,7,2,1,276,5.2742
1989,7,2,2,307,4.6075
1989,7,2,3,294,5.4857
1989,7,2,4,308,4.2899
1989,7,2,5,186,2.1429
1989,7,3,1,259,9.7500
1989,7,3,2,312,8.1543
1989,7,3,3,271,7.3071
1989,7,3,4,175,7.2351
1989,7,3,5,64,5.2480
1989,8,1,1,439,1.7274
1989,8,1,2,453,2.6830
1989,8,1,3,550,2.3781
1989,8,1,4,808,1.8654
1989,8,1,5,1575,1.2130
1989,8,2,1,280,2.5366
1989,8,2,2,314,4.3084
1989,8,2,3,314,3.4067
1989,8,2,4,312,2.3978
1989,8,2,5,186,1.0874
1989,8,3,1,264,2.0119
1989,8,3,2,321,1.6916
1989,8,3,3,282,2.3636
1989,8,3,4,188,2.9768
1989,8,3,5,67,2.8472
1989,9,1,1,425,1.5795
1989,9,1,2,435,1.8864
1989,9,1,3,556,1.1096
1989,9,1,4,813,0.4201
1989,9,1,5,1566,-1.2861
1989,9,2,1,275,2.1103
1989,9,2,2,305,1.5329
1989,9,2,3,302,0.5655
1989,9,2,4,317,-0.5875
1989,9,2,5,193,-0.4456
1989,9,3,1,262,-0.3945
1989,9,3,2,320,-0.0064
1989,9,3,3,284,-0.4549
1989,9,3,4,192,-1.7930
1989,9,3,5,64,-2.8670
1989,10,1,1,420,-4.1075
1989,10,1,2,414,-4.3322
1989,10,1,3,514,-3.9684
1989,10,1,4,802,-4.3050
1989,10,1,5,1524,-7.6567
1989,10,2,1,284,-3.7417
1989,10,2,2,298,-4.5257
1989,10,2,3,295,-5.4786
1989,10,2,4,307,-6.8386
1989,10,2,5,189,-9.3952
1989,10,3,1,259,-1.3078
1989,10,3,2,308,-1.8648
1989,10,3,3,277,-2.0109
1989,10,3,4,178,-4.5140
1989,10,3,5,59,-7.5397
1989,11,1,1,431,0.4310
1989,11,1,2,419,0.4697
1989,11,1,3,544,0.1487
1989,11,1,4,833,0.0954
1989,11,1,5,1529,-1.6452
1989,11,2,1,294,0.5441
1989,11,2,2,301,1.1306
1989,11,2,3,309,1.2431
1989,11,2,4,319,2.0442
1989,11,2,5,199,1.9858
1989,11,3,1,268,2.4071
1989,11,3,2,321,1.6518
1989,11,3,3,295,2.9588
1989,11,3,4,193,2.4876
1989,11,3,5,62,-1.1248
1989,12,1,1,424,1.0332
1989,12,1,2,413,0.6241
1989,12,1,3,544,0.2436
1989,12,1,4,851,0.0182
1989,12,1,5,1524,-1.9761
1989,12,2,1,284,2.3425
1989,12,2,2,289,1.9613
1989,12,2,3,303,1.1886
1989,12,2,4,328,1.0932
1989,12,2,5,197,-2.0322
1989,12,3,1,270,1.7386
1989,12,3,2,329,4.0790
1989,12,3,3,291,3.5332
1989,12,3,4,196,1.8322
1989,12,3,5,60,1.0344
1990,1,1,1,393,-8.1689
1990,1,1,2,394,-7.9256
1990,1,1,3,525,-7.2642
1990,1,1,4,824,-7.0992
1990,1,1,5,1481,-7.3270
1990,1,2,1,283,-8.6579
1990,1,2,2,289,-8.4431
1990,1,2,3,289,-8.3587
1990,1,2,4,325,-8.5688
1990,1,2,5,194,-9.8676
1990,1,3,1,266,-6.2439
1990,1,3,2,318,-7.0708
1990,1,3,3,283,-6.9206
1990,1,3,4,191,-5.4193
1990,1,3,5,57,-9.5097
1990,2,1,1,391,3.6440
1990,2,1,2,413,3.7791
1990,2,1,3,554,3.1057
1990,2,1,4,878,2.5404
1990,2,1,5,1485,0.2792
1990,2,2,1,290,4.8574
1990,2,2,2,284,3.6087
1990,2,2,3,299,2.4418
1990,2,2,4,324,2.6434
1990,2,2,5,201,3.6666
1990,2,3,1,279,1.1434
1990,2,3,2,338,1.0773
1990,2,3,3,303,1.3010
1990,2,3,4,198,3.2711
1990,2,3,5,58,1.9768
1990,3,1,1,379,5.4089
1990,3,1,2,408,4.1162
1990,3,1,3,549,4.2164
1990,3,1,4,875,4.0173
1990,3,1,5,1466,2.9872
1990,3,2,1,289,5.4551
1990,3,2,2,274,4.8475
1990,3,2,3,293,4.3211
1990,3,2,4,313,4.2898
1990,3,2,5,202,5.0734
1990,3,3,1,286,3.2573
1990,3,3,2,344,2.8027
1990,3,3,3,310,2.9978
1990,3,3,4,198,2.0678
1990,3,3,5,58,2.7354
1990,4,1,1,348,-1.3735
1990,4,1,2,380,-1.5083
1990,4,1,3,535,-2.0783
1990,4,1,4,833,-2.8506
1990,4,1,5,1410,-3.5691
1990,4,2,1,275,-2.8587
1990,4,2,2,266,-2.6056
1990,4,2,3,284,-3.2458
1990,4,2,4,316,-3.1380
1990,4,2,5,204,-6.0124
1990,4,3,1,286,-0.6062
1990,4,3,2,334,-2.2576
1990,4,3,3,298,-3.0615
1990,4,3,4,181,-5.1607
1990,4,3,5,56,-6.5038
1990,5,1,1,363,7.7831
1990,5,1,2,392,6.9628
1990,5,1,3,535,6.5110
1990,5,1,4,856,5.8054
1990,5,1,5,1427,5.0826
1990,5,2,1,284,10.8945
1990,5,2,2,279,8.4203
1990,5,2,3,296,6.9965
1990,5,2,4,324,7.9075
1990,5,2,5,210,8.0497
1990,5,3,1,283,11.0581
1990,5,3,2,339,8.9065
1990,5,3,3,307,7.5991
1990,5,3,4,190,7.7792
1990,5,3,5,62,9.8693
1990,6,1,1,348,2.3930
1990,6,1,2,398,3.0024
1990,6,1,3,536,3.0149
1990,6,1,4,865,1.5898
1990,6,1,5,1439,0.5861
1990,6,2,1,297,0.5578
1990,6,2,2,296,-0.0749
1990,6,2,3,299,-0.2137
1990,6,2,4,327,-0.1956
1990,6,2,5,210,1.0642
1990,6,3,1,296,0.9001
1990,6,3,2,347,-1.1238
1990,6,3,3,305,-0.6387
1990,6,3,4,192,-1.7489
1990,6,3,5,62,-2.7315
1990,7,1,1,335,-4.1302
1990,7,1,2,398,-3.6227
1990,7,1,3,515,-4.1108
1990,7,1,4,832,-3.2692
1990,7,1,5,1379,-5.6443
1990,7,2,1,290,-3.7606
1990,7,2,2,293,-3.4999
1990,7,2,3,301,-2.9376
1990,7,2,4,317,-3.1172
1990,7,2,5,195,-4.8975
1990,7,3,1,274,-0.2509
1990,7,3,2,329,0.8219
1990,7,3,3,288,-0.4305
1990,7,3,4,181,-3.0268
1990,7,3,5,63,-5.7114
1990,8,1,1,338,-12.8076
1990,8,1,2,396,-14.1022
1990,8,1,3,522,-13.3257
1990,8,1,4,828,-12.3617
1990,8,1,5,1413,-15.2562
1990,8,2,1,301,-12.8214
1990,8,2,2,314,-14.2029
1990,8,2,3,318,-12.3649
1990,8,2,4,327,-13.3359
1990,8,2,5,201,-14.2132
1990,8,3,1,272,-8.7237
1990,8,3,2,333,-8.1225
1990,8,3,3,289,-8.8878
1990,8,3,4,192,-10.2085
1990,8,3,5,77,-11.7083
1990,9,1,1,344,-7.9547
1990,9,1,2,400,-7.4429
1990,9,1,3,544,-8.2772
1990,9,1,4,847,-7.6842
1990,9,1,5,1441,-10.3820
1990,9,2,1,301,-7.0614
1990,9,2,2,343,-8.4114
1990,9,2,3,348,-8.1053
1990,9,2,4,337,-8.2615
1990,9,2,5,215,-12.2186
1990,9,3,1,281,-4.5682
1990,9,3,2,341,-2.3397
1990,9,3,3,302,-4.2929
1990,9,3,4,197,-7.0685
1990,9,3,5,78,-14.0182
1990,10,1,1,326,-3.5488
1990,10,1,2,393,-5.0186
1990,10,1,3,556,-5.7811
1990,10,1,4,849,-5.9965
1990,10,1,5,1427,-8.4377
1990,10,2,1,296,-4.0528
1990,10,2,2,345,-4.1537
1990,10,2,3,372,-4.7203
1990,10,2,4,349,-6.2321
1990,10,2,5,231,-9.8466
1990,10,3,1,291,-0.0597
1990,10,3,2,364,1.4751
1990,10,3,3,316,0.0781
1990,10,3,4,199,-2.0992
1990,10,3,5,80,-3.2694
1990,11,1,1,308,5.2342
1990,11,1,2,398,6.3234
1990,11,1,3,586,5.4700
1990,11,1,4,879,4.4119
1990,11,1,5,1446,3.4788
1990,11,2,1,294,7.9074
1990,11,2,2,344,7.8985
1990,11,2,3,404,7.2630
1990,11,2,4,368,8.5636
1990,11,2,5,246,10.5576
1990,11,3,1,310,7.3073
1990,11,3,2,387,4.5931
1990,11,3,3,335,5.7501
1990,11,3,4,204,6.0213
1990,11,3,5,79,10.8783
1990,12,1,1,311,4.0637
1990,12,1,2,381,3.7962
1990,12,1,3,582,3.4847
1990,12,1,4,871,2.0842
1990,12,1,5,1430,-1.8229
1990,12,2,1,284,5.9758
1990,12,2,2,343,6.0832
1990,12,2,3,415,5.1896
1990,12,2,4,374,5.1689
1990,12,2,5,242,4.3050
1990,12,3,1,315,2.6606
1990,12,3,2,377,2.4990
1990,12,3,3,325,2.3940
1990,12,3,4,201,2.6125
1990,12,3,5,80,5.8863
1991,1,1,1,284,7.3554
1991,1,1,2,328,7.5844
1991,1,1,3,560,7.7684
1991,1,1,4,835,8.3836
1991,1,1,5,1369,12.7858
1991,1,2,1,261,9.0853
1991,1,2,2,327,6.7472
1991,1,2,3,397,7.6559
1991,1,2,4,376,9.9546
1991,1,2,5,234,9.3251
1991,1,3,1,303,4.0591
1991,1,3,2,362,2.8089
1991,1,3,3,308,5.9628
1991,1,3,4,194,8.2271
1991,1,3,5,79,10.0801
1991,2,1,1,298,9.0501
1991,2,1,2,339,11.4920
1991,2,1,3,538,11.7930
1991,2,1,4,843,11.7336
1991,2,1,5,1370,15.0422
1991,2,2,1,282,8.9301
1991,2,2,2,315,10.1138
1991,2,2,3,394,10.1792
1991,2,2,4,393,9.3730
1991,2,2,5,244,12.7750
1991,2,3,1,308,6.7550
1991,2,3,2,367,6.7392
1991,2,3,3,310,6.5592
1991,2,3,4,204,8.0988
1991,2,3,5,77,9.4612
1991,3,1,1,301,8.1142
1991,3,1,2,351,8.7353
1991,3,1,3,528,8.8361
1991,3,1,4,823,7.2343
1991,3,1,5,1357,8.5890
1991,3,2,1,284,5.5251
1991,3,2,2,325,6.2927
1991,3,2,3,385,5.0240
1991,3,2,4,394,5.2443
1991,3,2,5,248,7.2286
1991,3,3,1,312,2.9649
1991,3,3,2,361,2.5399
1991,3,3,3,305,1.3151
1991,3,3,4,199,0.5780
1991,3,3,5,77,2.8525
1991,4,1,1,306,0.7802
1991,4,1,2,349,-0.4459
1991,4,1,3,499,0.6408
1991,4,1,4,774,-0.3652
1991,4,1,5,1336,1.1861
1991,4,2,1,288,0.3727
1991,4,2,2,315,-0.2552
1991,4,2,3,362,-0.0425
1991,4,2,4,383,0.0727
1991,4,2,5,244,-1.7372
1991,4,3,1,298,-1.1040
1991,4,3,2,344,0.5865
1991,4,3,3,304,0.8075
1991,4,3,4,188,2.3630
1991,4,3,5,71,1.4229
1991,5,1,1,336,3.7619
1991,5,1,2,354,3.0461
1991,5,1,3,494,3.9099
1991,5,1,4,788,4.1376
1991,5,1,5,1377,2.6271
1991,5,2,1,299,4.2648
1991,5,2,2,322,3.7996
1991,5,2,3,340,4.3001
1991,5,2,4,384,4.7653
1991,5,2,5,245,3.9446
1991,5,3,1,295,4.3053
1991,5,3,2,349,1.8430
1991,5,3,3,309,4.8773
1991,5,3,4,195,7.8407
1991,5,3,5,71,8.4210
1991,6,1,1,345,-4.8178
1991,6,1,2,361,-5.6202
1991,6,1,3,478,-5.1073
1991,6,1,4,780,-3.9458
1991,6,1,5,1400,-4.0610
1991,6,2,1,312,-6.0228
1991,6,2,2,321,-4.1502
1991,6,2,3,336,-4.9953
1991,6,2,4,376,-4.6137
1991,6,2,5,248,-4.6199
1991,6,3,1,290,-4.5173
1991,6,3,2,344,-3.6229
1991,6,3,3,302,-3.7413
1991,6,3,4,197,-7.2622
1991,6,3,5,71,-5.9403
1991,7,1,1,359,3.7161
1991,7,1,2,364,4.1912
1991,7,1,3,473,4.7269
1991,7,1,4,760,4.1235
1991,7,1,5,1342,1.5820
1991,7,2,1,315,4.8990
1991,7,2,2,297,4.2281
1991,7,2,3,314,3.9163
1991,7,2,4,361,2.7876
1991,7,2,5,232,2.3408
1991,7,3,1,280,6.1961
1991,7,3,2,340,4.4583
1991,7,3,3,298,3.5058
1991,7,3,4,187,2.8332
1991,7,3,5,69,2.0112
1991,8,1,1,375,3.8327
1991,8,1,2,374,2.9831
1991,8,1,3,489,2.9323
1991,8,1,4,764,2.3214
1991,8,1,5,1383,3.1412
1991,8,2,1,319,4.0953
1991,8,2,2,321,4.3645
1991,8,2,3,347,3.5223
1991,8,2,4,366,2.9329
1991,8,2,5,242,2.6262
1991,8,3,1,285,3.6979
1991,8,3,2,350,1.5709
1991,8,3,3,304,2.2687
1991,8,3,4,199,1.9356
1991,8,3,5,73,-1.3418
1991,9,1,1,364,1.3297
1991,9,1,2,370,0.9990
1991,9,1,3,498,3.1078
1991,9,1,4,778,1.2026
1991,9,1,5,1377,1.2848
1991,9,2,1,309,0.1797
1991,9,2,2,311,1.6069
1991,9,2,3,348,0.5137
1991,9,2,4,379,0.9753
1991,9,2,5,245,-0.5372
1991,9,3,1,286,-1.6647
1991,9,3,2,352,-0.8129
1991,9,3,3,297,-1.2749
1991,9,3,4,203,-3.3638
1991,9,3,5,76,-1.4963
1991,10,1,1,360,4.1722
1991,10,1,2,343,3.4539
1991,10,1,3,497,4.2480
1991,10,1,4,766,2.8627
1991,10,1,5,1353,3.5642
1991,10,2,1,302,2.9245
1991,10,2,2,313,2.3631
1991,10,2,3,341,1.0918
