year,month,rank_ME,rank_ROA_6,nstocks,ret_vw
1984,12,3,3,293,2.1807
1984,12,3,4,294,2.4475
1984,12,3,5,273,2.8340
1985,1,1,1,1037,14.5435
1985,1,1,2,648,12.7011
1985,1,1,3,509,13.3272
1985,1,1,4,526,14.8434
1985,1,1,5,630,14.7442
1985,1,2,1,191,10.8387
1985,1,2,2,215,9.5691
1985,1,2,3,209,10.4196
1985,1,2,4,243,11.6525
1985,1,2,5,327,15.1009
1985,1,3,1,121,11.0292
1985,1,3,2,206,6.2919
1985,1,3,3,247,7.2243
1985,1,3,4,249,7.3029
1985,1,3,5,257,8.9330
1985,2,1,1,1006,2.5007
1985,2,1,2,652,2.7801
1985,2,1,3,511,3.7116
1985,2,1,4,527,3.3118
1985,2,1,5,617,4.1954
1985,2,2,1,185,1.2764
1985,2,2,2,214,1.0689
1985,2,2,3,209,2.3636
1985,2,2,4,245,2.3746
1985,2,2,5,333,2.9206
1985,2,3,1,123,0.4776
1985,2,3,2,216,1.7175
1985,2,3,3,258,1.3443
1985,2,3,4,271,2.4542
1985,2,3,5,267,0.9386
1985,3,1,1,1047,-3.2629
1985,3,1,2,690,-1.3506
1985,3,1,3,544,-1.7406
1985,3,1,4,551,-0.7007
1985,3,1,5,666,-3.2176
1985,3,2,1,201,-1.2979
1985,3,2,2,225,-0.2507
1985,3,2,3,221,-1.3464
1985,3,2,4,259,-3.8683
1985,3,2,5,344,-4.2156
1985,3,3,1,135,1.8631
1985,3,3,2,230,1.0557
1985,3,3,3,272,0.1693
1985,3,3,4,299,0.8669
1985,3,3,5,283,-1.3836
1985,4,1,1,1022,-3.8242
1985,4,1,2,690,-0.3525
1985,4,1,3,518,-0.9283
1985,4,1,4,542,-1.4549
1985,4,1,5,665,-1.0217
1985,4,2,1,185,-1.8436
1985,4,2,2,216,-0.6900
1985,4,2,3,204,-1.9016
1985,4,2,4,249,-1.0031
1985,4,2,5,324,-2.7306
1985,4,3,1,125,-1.1522
1985,4,3,2,218,0.4140
1985,4,3,3,245,0.9291
1985,4,3,4,271,-1.1849
1985,4,3,5,278,-1.7690
1985,5,1,1,1096,-0.2868
1985,5,1,2,679,2.7349
1985,5,1,3,552,3.4338
1985,5,1,4,570,3.9357
1985,5,1,5,681,4.2217
1985,5,2,1,205,2.1320
1985,5,2,2,238,2.8255
1985,5,2,3,224,4.1970
1985,5,2,4,265,4.2684
1985,5,2,5,341,4.0176
1985,5,3,1,131,4.1798
1985,5,3,2,253,5.6989
1985,5,3,3,297,6.8483
1985,5,3,4,315,5.7635
1985,5,3,5,293,6.4513
1985,6,1,1,1166,-1.4454
1985,6,1,2,709,0.6422
1985,6,1,3,593,0.7453
1985,6,1,4,607,1.1455
1985,6,1,5,706,1.3006
1985,6,2,1,214,-1.4385
1985,6,2,2,249,0.8968
1985,6,2,3,239,1.0940
1985,6,2,4,275,2.1974
1985,6,2,5,348,1.3172
1985,6,3,1,133,0.4558
1985,6,3,2,256,1.9657
1985,6,3,3,307,2.6634
1985,6,3,4,324,1.8428
1985,6,3,5,302,1.1405
1985,7,1,1,1117,1.6329
1985,7,1,2,667,3.1459
1985,7,1,3,568,2.4511
1985,7,1,4,578,3.1268
1985,7,1,5,695,3.1381
1985,7,2,1,202,2.9537
1985,7,2,2,244,1.6273
1985,7,2,3,226,1.9678
1985,7,2,4,260,3.0062
1985,7,2,5,340,3.4227
1985,7,3,1,125,3.5488
1985,7,3,2,236,-1.5280
1985,7,3,3,285,-1.2703
1985,7,3,4,304,-0.1716
1985,7,3,5,291,0.4052
1985,8,1,1,1131,-1.9043
1985,8,1,2,664,-0.2683
1985,8,1,3,548,0.0668
1985,8,1,4,613,-0.7557
1985,8,1,5,687,-0.9082
1985,8,2,1,210,-0.6633
1985,8,2,2,237,-0.5528
1985,8,2,3,227,-0.3115
1985,8,2,4,283,-0.6268
1985,8,2,5,356,-2.2870
1985,8,3,1,139,0.4186
1985,8,3,2,254,-0.3325
1985,8,3,3,291,0.2721
1985,8,3,4,308,-0.3715
1985,8,3,5,292,-1.1381
1985,9,1,1,1162,-6.9834
1985,9,1,2,683,-5.4631
1985,9,1,3,560,-4.5258
1985,9,1,4,616,-5.1275
1985,9,1,5,694,-5.8600
1985,9,2,1,219,-7.1441
1985,9,2,2,238,-4.9394
1985,9,2,3,231,-5.0151
1985,9,2,4,293,-5.6942
1985,9,2,5,350,-6.3368
1985,9,3,1,143,-4.8727
1985,9,3,2,262,-3.0988
1985,9,3,3,297,-3.5989
1985,9,3,4,314,-2.7119
1985,9,3,5,292,-3.7171
1985,10,1,1,1114,0.8066
1985,10,1,2,608,1.9658
1985,10,1,3,499,2.9078
1985,10,1,4,576,2.7784
1985,10,1,5,642,3.5857
1985,10,2,1,209,1.8398
1985,10,2,2,218,3.2006
1985,10,2,3,206,2.7418
1985,10,2,4,261,3.8708
1985,10,2,5,332,5.0838
1985,10,3,1,121,1.8747
1985,10,3,2,217,4.5835
1985,10,3,3,259,5.2219
1985,10,3,4,266,3.7610
1985,10,3,5,271,3.9277
1985,11,1,1,1114,4.7401
1985,11,1,2,634,4.8855
1985,11,1,3,527,6.0274
1985,11,1,4,564,6.4345
1985,11,1,5,627,7.9775
1985,11,2,1,207,6.4935
1985,11,2,2,237,6.4879
1985,11,2,3,220,7.0630
1985,11,2,4,271,7.6426
1985,11,2,5,332,8.8707
1985,11,3,1,132,6.8469
1985,11,3,2,235,4.5773
1985,11,3,3,275,6.1379
1985,11,3,4,285,6.7121
1985,11,3,5,279,9.2402
1985,12,1,1,1145,2.7724
1985,12,1,2,702,3.5832
1985,12,1,3,552,5.0488
1985,12,1,4,573,4.5098
1985,12,1,5,638,5.4387
1985,12,2,1,216,4.0754
1985,12,2,2,240,3.6696
1985,12,2,3,218,3.9126
1985,12,2,4,269,4.2645
1985,12,2,5,330,5.9376
1985,12,3,1,138,2.2898
1985,12,3,2,244,2.5539
1985,12,3,3,280,4.6918
1985,12,3,4,288,3.2384
1985,12,3,5,282,6.4427
1986,1,1,1,1065,2.1371
1986,1,1,2,670,1.9414
1986,1,1,3,511,1.7527
1986,1,1,4,532,1.5415
1986,1,1,5,586,4.8357
1986,1,2,1,197,-0.5412
1986,1,2,2,203,1.0056
1986,1,2,3,199,1.2317
1986,1,2,4,245,2.0562
1986,1,2,5,307,1.3592
1986,1,3,1,116,-1.0506
1986,1,3,2,207,1.2015
1986,1,3,3,240,0.4501
1986,1,3,4,243,0.6457
1986,1,3,5,258,0.2483
1986,2,1,1,1039,3.9723
1986,2,1,2,637,5.7804
1986,2,1,3,503,6.5927
1986,2,1,4,535,7.5066
1986,2,1,5,573,7.3069
1986,2,2,1,195,5.0798
1986,2,2,2,208,6.4343
1986,2,2,3,200,6.8367
1986,2,2,4,249,8.9455
1986,2,2,5,307,7.0149
1986,2,3,1,127,5.0732
1986,2,3,2,221,6.7929
1986,2,3,3,254,7.4160
1986,2,3,4,259,8.6579
1986,2,3,5,268,7.8404
1986,3,1,1,1091,5.6288
1986,3,1,2,683,4.5570
1986,3,1,3,527,4.8963
1986,3,1,4,562,4.6951
1986,3,1,5,626,4.3672
1986,3,2,1,212,4.6683
1986,3,2,2,226,6.0411
1986,3,2,3,221,4.3366
1986,3,2,4,266,4.6413
1986,3,2,5,324,6.3510
1986,3,3,1,144,2.5665
1986,3,3,2,236,3.8840
1986,3,3,3,268,4.5346
1986,3,3,4,279,5.6923
1986,3,3,5,278,6.7114
1986,4,1,1,1051,1.0077
1986,4,1,2,661,1.4631
1986,4,1,3,513,0.4545
1986,4,1,4,521,1.9271
1986,4,1,5,599,2.7811
1986,4,2,1,201,-0.0569
1986,4,2,2,223,2.3410
1986,4,2,3,200,1.1524
1986,4,2,4,246,0.0076
1986,4,2,5,310,3.4034
1986,4,3,1,128,-0.6535
1986,4,3,2,211,-2.0418
1986,4,3,3,246,-1.2641
1986,4,3,4,263,-0.8349
1986,4,3,5,269,0.7563
1986,5,1,1,1098,2.5235
1986,5,1,2,689,3.0956
1986,5,1,3,525,2.7279
1986,5,1,4,513,4.1393
1986,5,1,5,627,5.6113
1986,5,2,1,222,2.0667
1986,5,2,2,241,3.3662
1986,5,2,3,217,3.2152
1986,5,2,4,273,4.2409
1986,5,2,5,331,4.3602
1986,5,3,1,145,3.0218
1986,5,3,2,231,5.3478
1986,5,3,3,272,4.6612
1986,5,3,4,306,5.4450
1986,5,3,5,293,6.0186
1986,6,1,1,1146,-2.2261
1986,6,1,2,748,-0.1349
1986,6,1,3,576,0.8955
1986,6,1,4,566,-0.2572
1986,6,1,5,650,2.1594
1986,6,2,1,227,-2.9444
1986,6,2,2,255,-1.9186
1986,6,2,3,239,0.5537
1986,6,2,4,279,1.4206
1986,6,2,5,355,0.8035
1986,6,3,1,155,-3.8925
1986,6,3,2,233,0.0828
1986,6,3,3,290,2.2744
1986,6,3,4,312,1.2684
1986,6,3,5,297,3.1004
1986,7,1,1,1083,-10.1825
1986,7,1,2,738,-8.9743
1986,7,1,3,553,-7.7358
1986,7,1,4,546,-8.6956
1986,7,1,5,648,-8.6587
1986,7,2,1,215,-12.3518
1986,7,2,2,245,-9.0596
1986,7,2,3,227,-7.4462
1986,7,2,4,272,-8.1914
1986,7,2,5,353,-9.8797
1986,7,3,1,137,-9.8163
1986,7,3,2,215,-6.7038
1986,7,3,3,266,-2.6324
1986,7,3,4,287,-5.3322
1986,7,3,5,283,-5.9265
1986,8,1,1,1099,1.1037
1986,8,1,2,735,1.4615
1986,8,1,3,569,1.5878
1986,8,1,4,561,1.2273
1986,8,1,5,629,1.1893
1986,8,2,1,220,5.1119
1986,8,2,2,252,5.0737
1986,8,2,3,234,3.5922
1986,8,2,4,292,3.9413
1986,8,2,5,359,3.8388
1986,8,3,1,154,10.0837
1986,8,3,2,231,8.5177
1986,8,3,3,273,8.4181
1986,8,3,4,301,6.6195
1986,8,3,5,295,5.2722
1986,9,1,1,1145,-5.7505
1986,9,1,2,773,-5.4445
1986,9,1,3,584,-6.4886
1986,9,1,4,583,-6.8337
1986,9,1,5,643,-7.7051
1986,9,2,1,237,-4.8782
1986,9,2,2,255,-5.7214
1986,9,2,3,245,-4.4905
1986,9,2,4,295,-6.5708
1986,9,2,5,358,-7.7025
1986,9,3,1,153,-3.0061
1986,9,3,2,236,-4.6809
1986,9,3,3,275,-7.5974
1986,9,3,4,300,-8.1119
1986,9,3,5,299,-9.6840
1986,10,1,1,1109,1.1479
1986,10,1,2,704,2.5962
1986,10,1,3,553,3.2772
1986,10,1,4,520,3.4027
1986,10,1,5,595,3.8361
1986,10,2,1,220,4.3716
1986,10,2,2,222,3.1513
1986,10,2,3,224,3.4149
1986,10,2,4,262,4.5982
1986,10,2,5,337,5.6578
1986,10,3,1,129,5.9319
1986,10,3,2,207,6.4419
1986,10,3,3,242,6.1517
1986,10,3,4,259,4.8456
1986,10,3,5,272,6.4699
1986,11,1,1,1098,-1.3658
1986,11,1,2,710,-0.2247
1986,11,1,3,576,-0.4325
1986,11,1,4,533,1.4765
1986,11,1,5,603,-0.2652
1986,11,2,1,228,-2.8794
1986,11,2,2,225,0.0962
1986,11,2,3,234,0.0299
1986,11,2,4,275,0.2803
1986,11,2,5,341,2.4619
1986,11,3,1,141,0.8925
1986,11,3,2,221,2.0690
1986,11,3,3,245,2.5496
1986,11,3,4,275,2.7348
1986,11,3,5,277,2.7563
1986,12,1,1,1155,-3.6673
1986,12,1,2,774,-3.6949
1986,12,1,3,620,-1.8579
1986,12,1,4,544,-2.3736
1986,12,1,5,631,-2.8583
1986,12,2,1,235,-3.0064
1986,12,2,2,226,-3.7805
1986,12,2,3,233,-2.1788
1986,12,2,4,270,-2.4087
1986,12,2,5,343,-1.1126
1986,12,3,1,148,-3.2074
1986,12,3,2,213,-3.9683
1986,12,3,3,249,-3.6320
1986,12,3,4,282,-2.7722
1986,12,3,5,281,-1.7959
1987,1,1,1,1077,11.0133
1987,1,1,2,735,10.2094
1987,1,1,3,561,10.8670
1987,1,1,4,505,10.6576
1987,1,1,5,588,12.5117
1987,1,2,1,210,12.9692
1987,1,2,2,196,12.1060
1987,1,2,3,198,11.7091
1987,1,2,4,238,13.4581
1987,1,2,5,319,13.9118
1987,1,3,1,123,14.3244
1987,1,3,2,174,12.4151
1987,1,3,3,224,10.3727
1987,1,3,4,246,14.1624
1987,1,3,5,257,15.4810
1987,2,1,1,1038,8.6113
1987,2,1,2,720,6.8527
1987,2,1,3,546,8.2560
1987,2,1,4,509,8.9286
1987,2,1,5,586,9.4451
1987,2,2,1,208,8.8480
1987,2,2,2,196,7.6816
1987,2,2,3,201,6.8376
1987,2,2,4,247,7.9384
1987,2,2,5,317,10.0764
1987,2,3,1,131,4.8885
1987,2,3,2,187,4.1647
1987,2,3,3,238,1.9168
1987,2,3,4,267,2.4791
1987,2,3,5,266,7.6037
1987,3,1,1,1088,3.6228
1987,3,1,2,791,2.4177
1987,3,1,3,576,2.5445
1987,3,1,4,560,1.9796
1987,3,1,5,628,1.8217
1987,3,2,1,220,5.8281
1987,3,2,2,220,1.6860
1987,3,2,3,216,-0.0445
1987,3,2,4,264,1.1708
1987,3,2,5,337,2.0078
1987,3,3,1,150,5.3702
1987,3,3,2,207,5.7862
1987,3,3,3,253,1.7270
1987,3,3,4,290,3.1759
1987,3,3,5,280,1.7269
1987,4,1,1,1105,-1.9677
1987,4,1,2,796,-2.9689
1987,4,1,3,577,-3.5561
1987,4,1,4,526,-2.5229
1987,4,1,5,629,-2.6703
1987,4,2,1,211,-1.2082
1987,4,2,2,216,-1.7446
1987,4,2,3,214,-3.2774
1987,4,2,4,254,-2.9733
1987,4,2,5,331,-3.4449
1987,4,3,1,135,1.3198
1987,4,3,2,202,1.8548
1987,4,3,3,230,-3.0566
1987,4,3,4,257,-1.0150
1987,4,3,5,270,-1.1635
1987,5,1,1,1196,2.0423
1987,5,1,2,822,-0.2889
1987,5,1,3,622,-0.7136
1987,5,1,4,534,-0.1550
1987,5,1,5,658,-0.5271
1987,5,2,1,234,1.1128
1987,5,2,2,242,0.5694
1987,5,2,3,241,-0.5376
1987,5,2,4,278,0.0335
1987,5,2,5,348,0.2031
1987,5,3,1,147,3.6571
1987,5,3,2,226,1.0475
1987,5,3,3,258,-0.0896
1987,5,3,4,290,0.2858
1987,5,3,5,285,1.1510
1987,6,1,1,1264,2.2502
1987,6,1,2,879,2.4698
1987,6,1,3,666,2.2929
1987,6,1,4,577,3.8219
1987,6,1,5,708,1.5419
1987,6,2,1,237,1.9483
1987,6,2,2,250,3.0176
1987,6,2,3,246,2.8375
1987,6,2,4,283,3.6054
1987,6,2,5,353,2.7791
1987,6,3,1,153,3.8270
1987,6,3,2,229,4.1439
1987,6,3,3,270,4.7046
1987,6,3,4,291,5.3552
1987,6,3,5,287,4.6866
1987,7,1,1,1224,3.7692
1987,7,1,2,852,2.7608
1987,7,1,3,629,2.3651
1987,7,1,4,556,1.8811
1987,7,1,5,707,3.6659
1987,7,2,1,217,5.6163
1987,7,2,2,236,5.5782
1987,7,2,3,232,2.9638
1987,7,2,4,261,3.4534
1987,7,2,5,343,3.0596
1987,7,3,1,139,8.0161
1987,7,3,2,206,6.0759
1987,7,3,3,253,2.9111
1987,7,3,4,264,4.8169
1987,7,3,5,277,4.7483
1987,8,1,1,1253,-0.0365
1987,8,1,2,869,1.4670
1987,8,1,3,628,2.3384
1987,8,1,4,614,4.2206
1987,8,1,5,705,3.8368
1987,8,2,1,228,1.2707
1987,8,2,2,248,2.4560
1987,8,2,3,231,5.0176
1987,8,2,4,269,4.6772
1987,8,2,5,351,4.2446
1987,8,3,1,137,0.4749
1987,8,3,2,235,2.0456
1987,8,3,3,279,3.7703
1987,8,3,4,280,4.7254
1987,8,3,5,287,4.8807
1987,9,1,1,1311,-1.6645
1987,9,1,2,887,-0.6754
1987,9,1,3,647,-0.7381
1987,9,1,4,638,-1.4712
1987,9,1,5,723,-1.4819
1987,9,2,1,237,-1.0422
1987,9,2,2,252,-1.1826
1987,9,2,3,234,-2.8047
1987,9,2,4,270,-1.6110
1987,9,2,5,346,-1.9268
1987,9,3,1,142,-0.6514
1987,9,3,2,241,-2.4431
1987,9,3,3,283,-1.8919
1987,9,3,4,281,-1.7560
1987,9,3,5,286,-3.0004
1987,10,1,1,1289,-32.7351
1987,10,1,2,787,-30.3238
1987,10,1,3,591,-29.1776
1987,10,1,4,598,-30.1895
1987,10,1,5,687,-31.6541
1987,10,2,1,227,-34.5327
1987,10,2,2,228,-28.4163
1987,10,2,3,200,-26.0133
1987,10,2,4,245,-28.7957
1987,10,2,5,317,-30.9464
1987,10,3,1,121,-25.6835
1987,10,3,2,200,-22.8265
1987,10,3,3,248,-18.3727
1987,10,3,4,251,-20.9746
1987,10,3,5,259,-22.8997
1987,11,1,1,1295,-7.8322
1987,11,1,2,812,-5.4832
1987,11,1,3,592,-4.6857
1987,11,1,4,617,-4.4852
1987,11,1,5,698,-4.8546
1987,11,2,1,241,-3.7605
1987,11,2,2,240,-3.4602
1987,11,2,3,218,-5.9208
1987,11,2,4,266,-4.4674
1987,11,2,5,339,-5.5511
1987,11,3,1,127,-4.9997
1987,11,3,2,217,-6.5024
1987,11,3,3,274,-7.2198
1987,11,3,4,281,-7.9501
1987,11,3,5,271,-8.5475
1987,12,1,1,1337,2.3432
1987,12,1,2,864,4.7953
1987,12,1,3,638,6.8966
1987,12,1,4,628,7.4595
1987,12,1,5,723,8.1323
1987,12,2,1,252,5.3160
1987,12,2,2,259,7.4611
1987,12,2,3,226,10.3647
1987,12,2,4,278,11.2264
1987,12,2,5,354,14.8178
1987,12,3,1,136,8.1727
1987,12,3,2,221,7.6515
1987,12,3,3,279,5.5595
1987,12,3,4,287,7.6553
1987,12,3,5,273,9.7991
1988,1,1,1,1263,8.4072
1988,1,1,2,813,5.6693
1988,1,1,3,591,5.3721
1988,1,1,4,596,3.6929
1988,1,1,5,672,3.6778
1988,1,2,1,232,4.7045
1988,1,2,2,231,7.4262
1988,1,2,3,210,2.9475
1988,1,2,4,265,0.7488
1988,1,2,5,337,0.3184
1988,1,3,1,107,2.0838
1988,1,3,2,195,7.1591
1988,1,3,3,244,7.4523
1988,1,3,4,248,2.4900
1988,1,3,5,258,0.8949
1988,2,1,1,1225,5.8386
1988,2,1,2,783,9.6479
1988,2,1,3,579,8.4836
1988,2,1,4,574,8.9383
1988,2,1,5,665,8.9351
1988,2,2,1,220,7.8022
1988,2,2,2,237,8.2630
1988,2,2,3,206,11.0539
1988,2,2,4,265,10.1279
1988,2,2,5,339,10.6977
1988,2,3,1,121,5.6039
1988,2,3,2,211,6.8536
1988,2,3,3,246,3.3293
1988,2,3,4,268,5.7354
1988,2,3,5,262,5.0141
1988,3,1,1,1285,4.2981
1988,3,1,2,815,5.1950
1988,3,1,3,635,7.0464
1988,3,1,4,615,5.4426
1988,3,1,5,719,6.5447
1988,3,2,1,234,3.7576
1988,3,2,2,239,4.1808
1988,3,2,3,233,3.2927
1988,3,2,4,280,3.9508
1988,3,2,5,363,4.3260
1988,3,3,1,131,0.6420
1988,3,3,2,237,-0.3570
1988,3,3,3,268,-2.3152
1988,3,3,4,292,-3.4087
1988,3,3,5,275,-3.4297
1988,4,1,1,1284,0.7578
1988,4,1,2,793,2.5277
1988,4,1,3,625,2.0699
1988,4,1,4,572,1.4874
1988,4,1,5,713,3.0074
1988,4,2,1,231,1.3051
1988,4,2,2,223,1.6300
1988,4,2,3,224,2.5875
1988,4,2,4,268,2.4842
1988,4,2,5,356,2.1297
1988,4,3,1,130,1.8643
1988,4,3,2,225,1.4293
1988,4,3,3,241,1.3418
1988,4,3,4,256,1.9040
1988,4,3,5,256,-0.0559
1988,5,1,1,1318,-3.6842
1988,5,1,2,808,-2.1574
1988,5,1,3,624,-1.7208
1988,5,1,4,556,-2.2275
1988,5,1,5,711,-2.3154
1988,5,2,1,240,-0.9947
1988,5,2,2,243,-0.3898
1988,5,2,3,229,-2.6118
1988,5,2,4,283,-1.2530
1988,5,2,5,361,-2.2368
1988,5,3,1,140,-0.6601
1988,5,3,2,235,0.7298
1988,5,3,3,272,1.0463
1988,5,3,4,293,-0.1097
1988,5,3,5,277,-0.2497
1988,6,1,1,1399,5.1498
1988,6,1,2,869,6.7747
1988,6,1,3,636,7.6934
1988,6,1,4,585,8.0522
1988,6,1,5,747,8.5179
1988,6,2,1,251,6.1962
1988,6,2,2,243,7.7991
1988,6,2,3,241,8.4797
1988,6,2,4,284,7.5864
1988,6,2,5,366,8.8793
1988,6,3,1,139,4.6192
1988,6,3,2,237,2.8348
1988,6,3,3,280,4.1550
1988,6,3,4,295,5.2790
1988,6,3,5,283,6.1356
1988,7,1,1,1326,-1.0381
1988,7,1,2,831,-0.8316
1988,7,1,3,607,0.0604
1988,7,1,4,572,-0.6875
1988,7,1,5,711,0.0322
1988,7,2,1,227,-0.4684
1988,7,2,2,242,0.4230
1988,7,2,3,231,-1.0427
1988,7,2,4,279,-2.9555
1988,7,2,5,344,-2.8263
1988,7,3,1,130,-0.5884
1988,7,3,2,216,-0.0653
1988,7,3,3,269,-0.5440
1988,7,3,4,268,-1.4033
1988,7,3,5,265,-1.3804
1988,8,1,1,1322,-2.9322
1988,8,1,2,801,-1.4229
1988,8,1,3,608,-2.2828
1988,8,1,4,588,-2.5384
1988,8,1,5,699,-2.3655
1988,8,2,1,232,-3.5833
1988,8,2,2,250,-0.7322
1988,8,2,3,251,-2.4268
1988,8,2,4,290,-3.2871
1988,8,2,5,357,-4.3596
1988,8,3,1,132,-1.7057
1988,8,3,2,225,-1.3797
1988,8,3,3,277,-3.5140
1988,8,3,4,268,-3.4241
1988,8,3,5,268,-3.5963
1988,9,1,1,1359,1.0067
1988,9,1,2,800,2.3546
1988,9,1,3,629,2.9845
1988,9,1,4,598,4.0708
1988,9,1,5,691,4.0109
1988,9,2,1,243,2.6174
1988,9,2,2,250,2.9104
1988,9,2,3,267,3.6789
1988,9,2,4,289,3.0839
1988,9,2,5,351,2.6901
1988,9,3,1,134,3.1115
1988,9,3,2,228,3.8471
1988,9,3,3,280,4.2551
1988,9,3,4,274,3.5311
1988,9,3,5,266,4.7509
1988,10,1,1,1332,-2.9860
1988,10,1,2,729,-1.1500
1988,10,1,3,577,-0.6472
1988,10,1,4,561,-1.2013
1988,10,1,5,659,-1.2285
1988,10,2,1,228,-0.7421
1988,10,2,2,226,2.2055
1988,10,2,3,245,0.0134
1988,10,2,4,264,-1.2217
1988,10,2,5,316,-1.8082
1988,10,3,1,111,1.9112
1988,10,3,2,195,3.2162
1988,10,3,3,241,3.6693
1988,10,3,4,242,3.5423
1988,10,3,5,244,0.2358
1988,11,1,1,1311,-4.9311
1988,11,1,2,696,-3.6552
1988,11,1,3,551,-3.5026
1988,11,1,4,554,-4.4869
1988,11,1,5,639,-2.6530
1988,11,2,1,234,-1.9384
1988,11,2,2,242,-1.0736
1988,11,2,3,259,-2.4551
1988,11,2,4,284,-3.9307
1988,11,2,5,318,-3.5569
1988,11,3,1,116,-0.9586
1988,11,3,2,215,-0.2959
1988,11,3,3,266,-1.3099
1988,11,3,4,272,-1.1004
1988,11,3,5,259,-2.1433
1988,12,1,1,1369,3.3833
1988,12,1,2,756,3.4703
1988,12,1,3,589,3.4858
1988,12,1,4,575,4.2249
1988,12,1,5,680,5.4047
1988,12,2,1,238,6.0537
1988,12,2,2,248,3.2346
1988,12,2,3,261,4.7724
1988,12,2,4,283,4.9952
1988,12,2,5,319,5.3027
1988,12,3,1,116,2.4960
1988,12,3,2,220,1.6038
1988,12,3,3,269,1.4634
1988,12,3,4,278,2.2302
1988,12,3,5,265,3.1498
1989,1,1,1,1301,4.9334
1989,1,1,2,678,4.5302
1989,1,1,3,555,3.9900
1989,1,1,4,548,3.3007
1989,1,1,5,642,6.9933
1989,1,2,1,215,6.7440
1989,1,2,2,221,5.5846
1989,1,2,3,228,4.9733
1989,1,2,4,265,4.2008
1989,1,2,5,302,4.0773
1989,1,3,1,95,8.4229
1989,1,3,2,196,5.6607
1989,1,3,3,237,6.6098
1989,1,3,4,244,6.7343
1989,1,3,5,240,7.0895
1989,2,1,1,1256,0.8166
1989,2,1,2,652,0.3757
1989,2,1,3,527,0.9092
1989,2,1,4,534,1.2015
1989,2,1,5,638,-0.4175
1989,2,2,1,206,1.0574
1989,2,2,2,212,2.2889
1989,2,2,3,226,1.2928
1989,2,2,4,280,0.2099
1989,2,2,5,309,0.1789
1989,2,3,1,111,-0.8128
1989,2,3,2,209,-1.5063
1989,2,3,3,247,-2.2786
1989,2,3,4,257,-2.6826
1989,2,3,5,250,-2.2920
1989,3,1,1,1294,1.7660
1989,3,1,2,715,3.2968
1989,3,1,3,566,3.2195
1989,3,1,4,557,2.0108
1989,3,1,5,666,4.9865
1989,3,2,1,212,3.8124
1989,3,2,2,226,3.3108
1989,3,2,3,246,1.4002
1989,3,2,4,295,2.3453
1989,3,2,5,323,2.1765
1989,3,3,1,130,1.6919
1989,3,3,2,221,1.5040
1989,3,3,3,266,3.1940
1989,3,3,4,263,0.9213
1989,3,3,5,255,1.6824
1989,4,1,1,1261,2.5892
1989,4,1,2,720,2.3666
1989,4,1,3,544,2.8326
1989,4,1,4,538,3.8063
1989,4,1,5,650,5.4143
1989,4,2,1,210,4.3156
1989,4,2,2,225,5.1089
1989,4,2,3,229,4.4464
1989,4,2,4,279,5.0137
1989,4,2,5,305,6.6433
1989,4,3,1,122,5.5769
1989,4,3,2,206,3.7752
1989,4,3,3,231,6.2411
1989,4,3,4,242,4.7794
1989,4,3,5,247,5.7202
1989,5,1,1,1276,2.3627
1989,5,1,2,728,3.8293
1989,5,1,3,541,3.8271
1989,5,1,4,520,3.2852
1989,5,1,5,667,4.5211
1989,5,2,1,225,4.2591
1989,5,2,2,229,4.0457
1989,5,2,3,246,4.7868
1989,5,2,4,294,5.3880
1989,5,2,5,317,5.8126
1989,5,3,1,140,4.3776
1989,5,3,2,229,3.9755
1989,5,3,3,275,4.0878
1989,5,3,4,269,4.6398
1989,5,3,5,268,3.8045
1989,6,1,1,1369,-1.7753
1989,6,1,2,774,-1.6648
1989,6,1,3,612,-0.8910
1989,6,1,4,556,-1.3179
1989,6,1,5,708,-3.1020
1989,6,2,1,232,-1.7437
1989,6,2,2,247,-2.1519
1989,6,2,3,255,-1.5678
1989,6,2,4,311,-2.0991
1989,6,2,5,329,-3.9179
1989,6,3,1,141,0.4248
1989,6,3,2,233,0.2336
1989,6,3,3,285,-0.3217
1989,6,3,4,273,-0.5014
1989,6,3,5,274,-2.0444
1989,7,1,1,1292,1.6578
1989,7,1,2,748,3.2534
1989,7,1,3,596,4.0707
1989,7,1,4,527,4.2868
1989,7,1,5,682,5.0401
1989,7,2,1,208,2.9203
1989,7,2,2,235,4.1209
1989,7,2,3,240,4.5139
1989,7,2,4,297,5.4416
1989,7,2,5,315,4.6233
1989,7,3,1,127,5.9783
1989,7,3,2,205,6.8446
1989,7,3,3,261,7.5716
1989,7,3,4,248,8.8341
1989,7,3,5,247,9.9563
1989,8,1,1,1292,0.5400
1989,8,1,2,742,2.1657
1989,8,1,3,621,1.5713
1989,8,1,4,536,1.3429
1989,8,1,5,674,2.3330
1989,8,2,1,221,2.4994
1989,8,2,2,231,2.0881
1989,8,2,3,262,2.6636
1989,8,2,4,296,2.4682
1989,8,2,5,325,4.0673
1989,8,3,1,127,1.7123
1989,8,3,2,208,3.5168
1989,8,3,3,277,2.2568
1989,8,3,4,255,0.9977
1989,8,3,5,250,2.3595
1989,9,1,1,1324,-0.7021
1989,9,1,2,764,-0.3997
1989,9,1,3,668,-0.0511
1989,9,1,4,557,1.0747
1989,9,1,5,684,1.6332
1989,9,2,1,230,-1.4611
1989,9,2,2,244,-0.7688
1989,9,2,3,273,0.4465
1989,9,2,4,301,1.0483
