year,month,rank_ME,rank_RNAq_1,nstocks,ret_vw
1976,7,1,4,82,-2.1821
1976,7,1,5,70,0.1313
1976,7,2,1,60,-1.9273
1976,7,2,2,48,-0.0983
1976,7,2,3,52,0.6240
1976,7,2,4,68,-0.0147
1976,7,2,5,60,0.3329
1976,7,3,1,53,-1.1414
1976,7,3,2,71,-1.5057
1976,7,3,3,85,-1.7758
1976,7,3,4,84,-1.8598
1976,7,3,5,97,-0.9885
1976,8,1,1,195,-2.4874
1976,8,1,2,138,-3.4544
1976,8,1,3,104,-3.5080
1976,8,1,4,86,-2.4634
1976,8,1,5,108,-0.8021
1976,8,2,1,76,-4.2423
1976,8,2,2,68,-3.7794
1976,8,2,3,78,-2.1198
1976,8,2,4,73,-0.3615
1976,8,2,5,97,-2.6000
1976,8,3,1,63,-2.5053
1976,8,3,2,90,-0.9181
1976,8,3,3,108,-0.6448
1976,8,3,4,123,-1.5052
1976,8,3,5,146,0.6510
1976,9,1,1,216,-1.1725
1976,9,1,2,142,2.4854
1976,9,1,3,113,1.7358
1976,9,1,4,90,3.1928
1976,9,1,5,121,2.7718
1976,9,2,1,74,1.0207
1976,9,2,2,74,3.0849
1976,9,2,3,80,3.4192
1976,9,2,4,72,3.1152
1976,9,2,5,99,2.1966
1976,9,3,1,59,1.2315
1976,9,3,2,91,2.6561
1976,9,3,3,109,2.4515
1976,9,3,4,125,0.9226
1976,9,3,5,144,4.1540
1976,10,1,1,271,-3.0586
1976,10,1,2,166,-2.2536
1976,10,1,3,132,-3.0900
1976,10,1,4,118,-2.6114
1976,10,1,5,132,-2.9661
1976,10,2,1,77,-5.4003
1976,10,2,2,82,-1.9433
1976,10,2,3,78,-2.9012
1976,10,2,4,77,-1.8930
1976,10,2,5,100,-2.3397
1976,10,3,1,59,-3.4826
1976,10,3,2,91,-3.0060
1976,10,3,3,109,-1.2517
1976,10,3,4,132,-2.6168
1976,10,3,5,149,-3.0882
1976,11,1,1,291,1.7114
1976,11,1,2,184,2.3537
1976,11,1,3,123,2.6156
1976,11,1,4,127,3.1802
1976,11,1,5,163,3.6448
1976,11,2,1,79,6.4163
1976,11,2,2,78,5.9210
1976,11,2,3,82,4.5625
1976,11,2,4,69,3.6014
1976,11,2,5,97,3.7574
1976,11,3,1,51,1.8960
1976,11,3,2,87,1.7806
1976,11,3,3,93,-0.4744
1976,11,3,4,125,-0.6899
1976,11,3,5,137,-0.6228
1976,12,1,1,299,10.0921
1976,12,1,2,183,10.8693
1976,12,1,3,140,9.1690
1976,12,1,4,136,11.4852
1976,12,1,5,163,11.6861
1976,12,2,1,78,8.0745
1976,12,2,2,83,8.6110
1976,12,2,3,86,10.4005
1976,12,2,4,72,11.2168
1976,12,2,5,105,8.5812
1976,12,3,1,50,4.4400
1976,12,3,2,90,5.9231
1976,12,3,3,92,6.9074
1976,12,3,4,128,4.9152
1976,12,3,5,148,5.3758
1977,1,1,1,307,5.3931
1977,1,1,2,179,5.3941
1977,1,1,3,128,3.3085
1977,1,1,4,132,4.1939
1977,1,1,5,169,2.6989
1977,1,2,1,78,3.9864
1977,1,2,2,83,1.4639
1977,1,2,3,88,1.0857
1977,1,2,4,71,2.4036
1977,1,2,5,104,-1.4088
1977,1,3,1,51,-5.1026
1977,1,3,2,91,-3.2080
1977,1,3,3,95,-5.7982
1977,1,3,4,132,-6.2757
1977,1,3,5,151,-4.3850
1977,2,1,1,313,-2.4904
1977,2,1,2,174,-1.4044
1977,2,1,3,152,-0.7891
1977,2,1,4,137,0.1117
1977,2,1,5,142,0.5381
1977,2,2,1,74,-0.4734
1977,2,2,2,81,-1.6959
1977,2,2,3,87,0.1273
1977,2,2,4,84,-1.4479
1977,2,2,5,109,-1.5272
1977,2,3,1,59,-0.5134
1977,2,3,2,83,-3.1559
1977,2,3,3,109,-1.4741
1977,2,3,4,117,-2.4884
1977,2,3,5,149,-1.4789
1977,3,1,1,319,0.1743
1977,3,1,2,181,0.9980
1977,3,1,3,158,2.5379
1977,3,1,4,131,0.6734
1977,3,1,5,148,1.8911
1977,3,2,1,83,-1.0763
1977,3,2,2,76,1.1328
1977,3,2,3,84,-0.4341
1977,3,2,4,88,-0.6556
1977,3,2,5,108,0.3770
1977,3,3,1,61,-0.4287
1977,3,3,2,82,-1.9472
1977,3,3,3,115,-2.4078
1977,3,3,4,113,-1.6254
1977,3,3,5,144,-1.1416
1977,4,1,1,312,-0.0094
1977,4,1,2,181,1.7894
1977,4,1,3,166,1.0476
1977,4,1,4,131,1.7759
1977,4,1,5,151,2.0629
1977,4,2,1,83,0.4290
1977,4,2,2,78,0.4263
1977,4,2,3,87,3.1089
1977,4,2,4,88,1.9295
1977,4,2,5,103,1.6630
1977,4,3,1,60,1.5053
1977,4,3,2,83,1.9074
1977,4,3,3,111,0.0062
1977,4,3,4,118,0.8003
1977,4,3,5,148,-1.8335
1977,5,1,1,315,0.0477
1977,5,1,2,195,-1.2770
1977,5,1,3,170,1.2394
1977,5,1,4,144,0.3091
1977,5,1,5,152,-1.0648
1977,5,2,1,89,-1.3669
1977,5,2,2,78,1.1216
1977,5,2,3,75,1.2519
1977,5,2,4,99,0.1512
1977,5,2,5,108,0.0919
1977,5,3,1,55,-4.5194
1977,5,3,2,89,-2.0646
1977,5,3,3,124,-2.2355
1977,5,3,4,120,-1.1377
1977,5,3,5,156,-1.6630
1977,6,1,1,317,6.1242
1977,6,1,2,204,7.0152
1977,6,1,3,164,9.4059
1977,6,1,4,142,8.2073
1977,6,1,5,151,9.3201
1977,6,2,1,84,7.6923
1977,6,2,2,86,8.9709
1977,6,2,3,76,7.7808
1977,6,2,4,93,6.7452
1977,6,2,5,108,6.4297
1977,6,3,1,56,0.1048
1977,6,3,2,87,4.1517
1977,6,3,3,126,3.8183
1977,6,3,4,122,5.2950
1977,6,3,5,152,6.7814
1977,7,1,1,319,-0.4487
1977,7,1,2,201,0.1324
1977,7,1,3,151,0.0125
1977,7,1,4,140,-1.0470
1977,7,1,5,142,0.9105
1977,7,2,1,87,-1.8272
1977,7,2,2,84,-0.6003
1977,7,2,3,83,-2.2545
1977,7,2,4,102,-0.7610
1977,7,2,5,107,-0.6148
1977,7,3,1,54,-5.9112
1977,7,3,2,91,-2.4767
1977,7,3,3,125,-2.5078
1977,7,3,4,121,-0.9749
1977,7,3,5,156,-1.2371
1977,8,1,1,344,-2.8755
1977,8,1,2,189,-1.8012
1977,8,1,3,147,-1.2183
1977,8,1,4,135,-1.1934
1977,8,1,5,148,0.3227
1977,8,2,1,88,-1.1693
1977,8,2,2,92,-1.6454
1977,8,2,3,94,-2.6390
1977,8,2,4,88,-0.7707
1977,8,2,5,107,0.9969
1977,8,3,1,57,-3.5481
1977,8,3,2,102,-2.6977
1977,8,3,3,124,-1.1609
1977,8,3,4,141,-1.0441
1977,8,3,5,162,-0.6714
1977,9,1,1,351,0.7177
1977,9,1,2,184,0.6516
1977,9,1,3,153,2.2799
1977,9,1,4,136,0.7307
1977,9,1,5,137,1.8540
1977,9,2,1,92,-1.1250
1977,9,2,2,88,0.8729
1977,9,2,3,86,3.0900
1977,9,2,4,95,1.5461
1977,9,2,5,114,0.5160
1977,9,3,1,55,-3.5674
1977,9,3,2,100,-1.1510
1977,9,3,3,124,-0.2235
1977,9,3,4,139,-0.1147
1977,9,3,5,167,-0.1485
1977,10,1,1,347,-3.0252
1977,10,1,2,181,-2.9029
1977,10,1,3,147,-1.6637
1977,10,1,4,131,-1.7751
1977,10,1,5,146,-2.8933
1977,10,2,1,93,-3.0256
1977,10,2,2,86,-3.6088
1977,10,2,3,86,-3.5253
1977,10,2,4,93,-2.0597
1977,10,2,5,113,-4.5233
1977,10,3,1,51,-3.4586
1977,10,3,2,102,-4.8151
1977,10,3,3,129,-5.0539
1977,10,3,4,132,-3.7526
1977,10,3,5,165,-3.3452
1977,11,1,1,301,7.6696
1977,11,1,2,198,8.0576
1977,11,1,3,148,10.0572
1977,11,1,4,155,10.7341
1977,11,1,5,164,10.0019
1977,11,2,1,79,4.9403
1977,11,2,2,94,9.4038
1977,11,2,3,79,9.4994
1977,11,2,4,109,10.3893
1977,11,2,5,117,8.8465
1977,11,3,1,97,3.7044
1977,11,3,2,96,4.8344
1977,11,3,3,143,5.0689
1977,11,3,4,132,4.1789
1977,11,3,5,170,3.3926
1977,12,1,1,304,-0.2577
1977,12,1,2,196,1.2078
1977,12,1,3,154,1.7055
1977,12,1,4,151,2.6920
1977,12,1,5,163,3.5104
1977,12,2,1,77,-0.5071
1977,12,2,2,97,1.5992
1977,12,2,3,76,2.6632
1977,12,2,4,107,0.8707
1977,12,2,5,124,1.6976
1977,12,3,1,94,0.7831
1977,12,3,2,102,-0.9317
1977,12,3,3,140,0.4068
1977,12,3,4,133,-0.3800
1977,12,3,5,169,1.5061
1978,1,1,1,290,0.6248
1978,1,1,2,179,-0.1587
1978,1,1,3,170,-0.4958
1978,1,1,4,155,-3.0437
1978,1,1,5,159,-3.0874
1978,1,2,1,83,-0.4756
1978,1,2,2,99,-3.1295
1978,1,2,3,79,-4.8166
1978,1,2,4,108,-4.3209
1978,1,2,5,123,-6.2986
1978,1,3,1,94,-3.6974
1978,1,3,2,106,-5.6870
1978,1,3,3,139,-7.1152
1978,1,3,4,132,-6.9144
1978,1,3,5,166,-5.5886
1978,2,1,1,291,2.0565
1978,2,1,2,177,3.1381
1978,2,1,3,165,2.7159
1978,2,1,4,159,4.0751
1978,2,1,5,141,4.5675
1978,2,2,1,89,1.0595
1978,2,2,2,89,3.5478
1978,2,2,3,82,1.7066
1978,2,2,4,102,1.7195
1978,2,2,5,124,1.9258
1978,2,3,1,82,-3.1439
1978,2,3,2,120,-2.0455
1978,2,3,3,131,-1.3560
1978,2,3,4,118,-1.0791
1978,2,3,5,166,-2.1909
1978,3,1,1,287,6.1420
1978,3,1,2,178,8.0768
1978,3,1,3,161,9.6786
1978,3,1,4,157,6.8109
1978,3,1,5,146,8.9059
1978,3,2,1,93,4.6406
1978,3,2,2,87,5.5164
1978,3,2,3,81,7.2082
1978,3,2,4,87,6.9362
1978,3,2,5,127,6.6876
1978,3,3,1,84,3.2067
1978,3,3,2,118,2.6008
1978,3,3,3,137,4.6630
1978,3,3,4,119,3.3258
1978,3,3,5,158,1.2578
1978,4,1,1,286,7.9151
1978,4,1,2,185,7.3361
1978,4,1,3,168,7.6033
1978,4,1,4,148,9.5737
1978,4,1,5,153,9.0936
1978,4,2,1,90,4.7319
1978,4,2,2,86,5.4402
1978,4,2,3,80,6.8351
1978,4,2,4,86,9.9036
1978,4,2,5,126,9.7238
1978,4,3,1,83,3.2785
1978,4,3,2,113,5.7293
1978,4,3,3,140,9.0535
1978,4,3,4,121,9.9998
1978,4,3,5,157,11.2008
1978,5,1,1,271,6.3536
1978,5,1,2,197,6.8547
1978,5,1,3,177,6.3359
1978,5,1,4,149,9.1788
1978,5,1,5,161,9.2321
1978,5,2,1,78,5.4675
1978,5,2,2,97,5.3813
1978,5,2,3,91,5.5250
1978,5,2,4,95,6.9761
1978,5,2,5,127,6.0696
1978,5,3,1,98,1.2941
1978,5,3,2,110,0.2216
1978,5,3,3,133,2.2432
1978,5,3,4,127,2.1502
1978,5,3,5,160,2.1582
1978,6,1,1,265,-2.1516
1978,6,1,2,193,1.7421
1978,6,1,3,197,1.0071
1978,6,1,4,149,-1.0110
1978,6,1,5,154,0.6356
1978,6,2,1,80,5.0696
1978,6,2,2,98,-0.1811
1978,6,2,3,85,-1.6868
1978,6,2,4,102,-0.7601
1978,6,2,5,118,-0.5946
1978,6,3,1,100,-0.5079
1978,6,3,2,112,-1.7556
1978,6,3,3,125,-1.4102
1978,6,3,4,129,-0.8188
1978,6,3,5,162,-1.7453
1978,7,1,1,271,4.3926
1978,7,1,2,187,5.9235
1978,7,1,3,177,4.7413
1978,7,1,4,151,7.4411
1978,7,1,5,149,5.6428
1978,7,2,1,79,4.8063
1978,7,2,2,105,6.3462
1978,7,2,3,85,5.3076
1978,7,2,4,108,8.6365
1978,7,2,5,112,6.5664
1978,7,3,1,103,4.9378
1978,7,3,2,110,6.0359
1978,7,3,3,125,5.3358
1978,7,3,4,127,5.5286
1978,7,3,5,164,7.0414
1978,8,1,1,305,8.8151
1978,8,1,2,166,9.1580
1978,8,1,3,169,8.5363
1978,8,1,4,155,9.8307
1978,8,1,5,133,9.8684
1978,8,2,1,101,6.6733
1978,8,2,2,87,7.4085
1978,8,2,3,89,7.2582
1978,8,2,4,97,8.0509
1978,8,2,5,130,8.9389
1978,8,3,1,88,2.1450
1978,8,3,2,123,2.1072
1978,8,3,3,132,5.0562
1978,8,3,4,150,2.9309
1978,8,3,5,163,3.7056
1978,9,1,1,309,1.1824
1978,9,1,2,162,-0.4190
1978,9,1,3,157,-0.2289
1978,9,1,4,157,0.7793
1978,9,1,5,131,-1.2744
1978,9,2,1,104,-1.1023
1978,9,2,2,89,-1.2645
1978,9,2,3,83,-1.5370
1978,9,2,4,91,-1.6919
1978,9,2,5,143,-2.6372
1978,9,3,1,84,0.7745
1978,9,3,2,122,-1.2626
1978,9,3,3,135,-0.3597
1978,9,3,4,148,-0.9805
1978,9,3,5,166,-1.2380
1978,10,1,1,307,-24.0914
1978,10,1,2,163,-23.2169
1978,10,1,3,162,-22.0036
1978,10,1,4,152,-24.6829
1978,10,1,5,141,-21.3648
1978,10,2,1,102,-22.1707
1978,10,2,2,91,-19.2207
1978,10,2,3,76,-19.6178
1978,10,2,4,96,-20.0216
1978,10,2,5,139,-19.2434
1978,10,3,1,84,-11.0638
1978,10,3,2,124,-10.4407
1978,10,3,3,141,-10.9981
1978,10,3,4,145,-10.8127
1978,10,3,5,161,-8.7820
1978,11,1,1,266,5.3493
1978,11,1,2,187,7.5578
1978,11,1,3,173,8.5009
1978,11,1,4,152,9.3156
1978,11,1,5,143,9.7280
1978,11,2,1,84,4.3706
1978,11,2,2,100,10.0961
1978,11,2,3,88,5.0176
1978,11,2,4,101,6.4845
1978,11,2,5,117,7.5613
1978,11,3,1,96,3.4587
1978,11,3,2,114,2.8367
1978,11,3,3,127,3.6585
1978,11,3,4,129,3.0893
1978,11,3,5,159,3.0939
1978,12,1,1,264,-2.9074
1978,12,1,2,182,0.3575
1978,12,1,3,177,2.8671
1978,12,1,4,146,1.9323
1978,12,1,5,144,2.9216
1978,12,2,1,88,0.5688
1978,12,2,2,97,1.6231
1978,12,2,3,86,1.6815
1978,12,2,4,111,1.6940
1978,12,2,5,111,3.7534
1978,12,3,1,94,-2.1116
1978,12,3,2,113,0.6677
1978,12,3,3,125,0.6737
1978,12,3,4,130,2.0547
1978,12,3,5,165,3.2178
1979,1,1,1,262,13.4237
1979,1,1,2,173,12.9109
1979,1,1,3,180,9.8658
1979,1,1,4,146,8.9496
1979,1,1,5,143,10.1994
1979,1,2,1,90,10.4778
1979,1,2,2,98,7.9334
1979,1,2,3,89,8.3045
1979,1,2,4,106,8.0919
1979,1,2,5,111,7.9414
1979,1,3,1,94,7.7220
1979,1,3,2,114,4.7127
1979,1,3,3,121,4.8473
1979,1,3,4,135,4.1352
1979,1,3,5,169,3.5666
1979,2,1,1,289,-2.1439
1979,2,1,2,160,-2.8820
1979,2,1,3,152,-1.4513
1979,2,1,4,146,-2.6642
1979,2,1,5,144,-1.6595
1979,2,2,1,96,-1.4151
1979,2,2,2,96,-2.5185
1979,2,2,3,95,-3.0241
1979,2,2,4,85,-3.3413
1979,2,2,5,117,-4.0457
1979,2,3,1,85,-2.7682
1979,2,3,2,113,-2.6136
1979,2,3,3,121,-2.2288
1979,2,3,4,143,-3.6204
1979,2,3,5,158,-3.0968
1979,3,1,1,276,9.1469
1979,3,1,2,178,9.2892
1979,3,1,3,137,8.9491
1979,3,1,4,153,10.0824
1979,3,1,5,144,7.8490
1979,3,2,1,95,8.7642
1979,3,2,2,93,8.5721
1979,3,2,3,96,10.2400
1979,3,2,4,87,10.0299
1979,3,2,5,114,12.7146
1979,3,3,1,89,5.0367
1979,3,3,2,109,6.9564
1979,3,3,3,130,7.5973
1979,3,3,4,132,6.1943
1979,3,3,5,155,5.8574
1979,4,1,1,275,2.1524
1979,4,1,2,178,2.1911
1979,4,1,3,146,2.0678
1979,4,1,4,141,1.8471
1979,4,1,5,145,2.1761
1979,4,2,1,92,2.4584
1979,4,2,2,96,1.0557
1979,4,2,3,95,3.4820
1979,4,2,4,92,2.6053
1979,4,2,5,116,3.0854
1979,4,3,1,85,-2.2890
1979,4,3,2,115,-0.2223
1979,4,3,3,124,0.6463
1979,4,3,4,132,1.8272
1979,4,3,5,156,0.6148
1979,5,1,1,264,-0.2593
1979,5,1,2,191,-2.4594
1979,5,1,3,140,0.2179
1979,5,1,4,155,-1.6082
1979,5,1,5,147,-0.1633
1979,5,2,1,83,-0.3088
1979,5,2,2,106,-0.9191
1979,5,2,3,98,-1.2388
1979,5,2,4,102,-1.5162
1979,5,2,5,114,-3.0145
1979,5,3,1,96,-0.3320
1979,5,3,2,112,-1.7787
1979,5,3,3,130,-2.0656
1979,5,3,4,128,-0.2449
1979,5,3,5,165,-2.3969
1979,6,1,1,263,8.4247
1979,6,1,2,181,5.5700
1979,6,1,3,150,2.0393
1979,6,1,4,154,4.1282
1979,6,1,5,145,4.8473
1979,6,2,1,86,7.6837
1979,6,2,2,106,3.9853
1979,6,2,3,98,4.2516
1979,6,2,4,107,5.2381
1979,6,2,5,108,2.4530
1979,6,3,1,99,4.1961
1979,6,3,2,119,6.0654
1979,6,3,3,119,5.4094
1979,6,3,4,133,3.2674
1979,6,3,5,163,3.2685
1979,7,1,1,268,0.9469
1979,7,1,2,183,2.0427
1979,7,1,3,138,3.5590
1979,7,1,4,156,2.0678
1979,7,1,5,149,3.9657
1979,7,2,1,90,4.5282
1979,7,2,2,102,3.5955
1979,7,2,3,94,2.9489
1979,7,2,4,101,2.4980
1979,7,2,5,106,2.7731
1979,7,3,1,102,2.5981
1979,7,3,2,119,1.3448
1979,7,3,3,118,1.7402
1979,7,3,4,133,2.5518
1979,7,3,5,160,-0.1002
1979,8,1,1,305,7.9552
1979,8,1,2,152,7.8935
1979,8,1,3,153,9.1999
1979,8,1,4,143,8.0209
1979,8,1,5,144,9.2779
1979,8,2,1,96,9.7155
1979,8,2,2,87,7.7003
1979,8,2,3,87,6.9059
1979,8,2,4,105,8.8997
1979,8,2,5,117,9.8573
1979,8,3,1,88,4.5072
1979,8,3,2,137,5.2645
1979,8,3,3,135,8.0173
1979,8,3,4,138,7.3856
1979,8,3,5,159,6.0702
1979,9,1,1,311,-0.6530
1979,9,1,2,156,-1.8574
1979,9,1,3,152,-1.9741
1979,9,1,4,120,0.0470
1979,9,1,5,157,-0.0426
1979,9,2,1,93,1.7387
1979,9,2,2,88,-0.5801
1979,9,2,3,94,-0.0280
1979,9,2,4,99,-1.7262
1979,9,2,5,112,0.3225
1979,9,3,1,84,-1.9587
1979,9,3,2,135,-1.0643
1979,9,3,3,134,1.8096
1979,9,3,4,135,1.7772
1979,9,3,5,168,-0.2145
1979,10,1,1,299,-13.4289
1979,10,1,2,159,-10.0126
1979,10,1,3,156,-11.3440
1979,10,1,4,125,-10.1310
1979,10,1,5,148,-9.4599
1979,10,2,1,95,-12.5723
1979,10,2,2,91,-9.6428
1979,10,2,3,86,-9.8614
1979,10,2,4,100,-9.8610
1979,10,2,5,116,-8.6841
1979,10,3,1,84,-7.5177
1979,10,3,2,131,-8.3366
1979,10,3,3,135,-6.8111
1979,10,3,4,137,-5.4785
1979,10,3,5,169,-6.0641
1979,11,1,1,278,5.4877
1979,11,1,2,184,8.7606
1979,11,1,3,150,8.9044
1979,11,1,4,140,7.4903
1979,11,1,5,142,9.9695
1979,11,2,1,84,5.6971
1979,11,2,2,96,8.5019
1979,11,2,3,103,9.5100
1979,11,2,4,93,8.8196
1979,11,2,5,114,8.4872
1979,11,3,1,96,5.9192
1979,11,3,2,112,6.7547
1979,11,3,3,121,5.6939
1979,11,3,4,140,6.3975
1979,11,3,5,167,5.4888
1979,12,1,1,262,4.8381
1979,12,1,2,196,7.1170
1979,12,1,3,149,6.6075
1979,12,1,4,137,9.1234
1979,12,1,5,142,8.4522
1979,12,2,1,86,4.6381
1979,12,2,2,96,7.4061
1979,12,2,3,105,5.0409
1979,12,2,4,99,6.6053
1979,12,2,5,113,6.4795
1979,12,3,1,96,-1.0475
1979,12,3,2,108,3.8942
1979,12,3,3,129,3.2295
1979,12,3,4,138,2.1858
1979,12,3,5,166,2.7974
1980,1,1,1,258,7.8809
1980,1,1,2,188,11.7974
1980,1,1,3,147,12.5979
1980,1,1,4,133,9.3234
1980,1,1,5,138,10.4231
1980,1,2,1,89,6.4500
1980,1,2,2,99,6.2572
1980,1,2,3,100,5.9377
1980,1,2,4,95,7.4890
1980,1,2,5,117,5.2676
1980,1,3,1,98,0.4461
1980,1,3,2,105,6.6801
1980,1,3,3,129,8.7128
1980,1,3,4,139,8.4935
1980,1,3,5,166,6.7486
1980,2,1,1,262,-1.9174
1980,2,1,2,178,-2.5799
1980,2,1,3,164,-3.1065
1980,2,1,4,132,-0.9654
1980,2,1,5,118,-0.9774
1980,2,2,1,92,-3.6556
1980,2,2,2,93,-2.6674
1980,2,2,3,92,-2.2757
1980,2,2,4,104,-4.0826
1980,2,2,5,114,-1.5393
1980,2,3,1,90,-3.2250
1980,2,3,2,107,-2.2266
1980,2,3,3,125,-1.1930
1980,2,3,4,143,-0.4620
1980,2,3,5,165,3.9346
1980,3,1,1,256,-18.4627
1980,3,1,2,181,-16.5799
1980,3,1,3,155,-17.1960
1980,3,1,4,133,-18.3654
1980,3,1,5,116,-19.2622
1980,3,2,1,89,-15.4843
1980,3,2,2,85,-13.8150
1980,3,2,3,104,-17.1437
1980,3,2,4,99,-15.0618
1980,3,2,5,118,-15.4610
1980,3,3,1,98,-11.0386
1980,3,3,2,107,-11.5100
1980,3,3,3,121,-10.8531
1980,3,3,4,143,-12.5862
1980,3,3,5,157,-11.7241
1980,4,1,1,259,3.6443
1980,4,1,2,171,4.7370
1980,4,1,3,156,6.5170
1980,4,1,4,134,6.9862
1980,4,1,5,119,7.3877
1980,4,2,1,84,6.0588
1980,4,2,2,87,7.6323
1980,4,2,3,102,6.2096
1980,4,2,4,103,4.6258
1980,4,2,5,115,6.2906
1980,4,3,1,92,4.6580
1980,4,3,2,110,6.7282
1980,4,3,3,123,4.7916
1980,4,3,4,140,5.7471
1980,4,3,5,160,3.5371
1980,5,1,1,241,6.0248
1980,5,1,2,186,7.8618
1980,5,1,3,158,5.8812
1980,5,1,4,121,5.4192
1980,5,1,5,141,8.7307
1980,5,2,1,70,8.2356
1980,5,2,2,84,8.7767
1980,5,2,3,126,9.9790
1980,5,2,4,93,8.0732
1980,5,2,5,126,8.7066
1980,5,3,1,100,5.1718
1980,5,3,2,107,6.2397
1980,5,3,3,116,6.0495
1980,5,3,4,149,5.3160
1980,5,3,5,167,5.3099
1980,6,1,1,244,3.1669
1980,6,1,2,184,4.2329
1980,6,1,3,155,3.1404
1980,6,1,4,120,3.7026
1980,6,1,5,133,4.3915
1980,6,2,1,71,3.3095
1980,6,2,2,87,2.3565
1980,6,2,3,122,4.5882
1980,6,2,4,105,4.1433
1980,6,2,5,119,5.0224
1980,6,3,1,100,3.6625
1980,6,3,2,109,2.7014
1980,6,3,3,115,4.5637
1980,6,3,4,145,3.3368
1980,6,3,5,171,3.6536
1980,7,1,1,251,10.3613
1980,7,1,2,178,12.7256
1980,7,1,3,157,10.6746
1980,7,1,4,116,12.4251
1980,7,1,5,123,14.6528
1980,7,2,1,68,8.8997
1980,7,2,2,93,8.6150
1980,7,2,3,120,11.5598
1980,7,2,4,111,15.1101
1980,7,2,5,120,9.7776
1980,7,3,1,99,4.0662
1980,7,3,2,111,7.7382
1980,7,3,3,113,8.3304
1980,7,3,4,146,6.6007
1980,7,3,5,168,8.4724
1980,8,1,1,288,6.1061
1980,8,1,2,166,7.6984
1980,8,1,3,145,8.2240
1980,8,1,4,110,9.4449
1980,8,1,5,126,11.6796
1980,8,2,1,81,4.5865
1980,8,2,2,93,5.3462
1980,8,2,3,113,4.3059
1980,8,2,4,111,4.9965
1980,8,2,5,115,6.7975
1980,8,3,1,87,-0.4934
1980,8,3,2,122,0.9170
1980,8,3,3,122,0.2545
1980,8,3,4,141,2.7378
1980,8,3,5,177,1.9516
1980,9,1,1,299,2.3678
1980,9,1,2,174,2.3309
1980,9,1,3,133,3.2195
1980,9,1,4,101,4.4470
1980,9,1,5,124,2.9089
1980,9,2,1,80,2.9669
1980,9,2,2,98,0.9882
1980,9,2,3,105,1.7249
1980,9,2,4,109,4.6001
1980,9,2,5,127,5.7337
1980,9,3,1,82,-1.1020
1980,9,3,2,116,-1.1054
