year,month,rank_ME,nstocks,ret_vw
1975,1,1,2025,27.2143
1975,1,2,394,28.2466
1975,1,3,295,24.9612
1975,1,4,199,24.6639
1975,1,5,208,26.4609
1975,1,6,174,20.7025
1975,1,7,161,21.3041
1975,1,8,160,19.1032
1975,1,9,140,15.7569
1975,1,10,133,10.6116
1975,2,1,2004,4.8112
1975,2,2,394,5.5878
1975,2,3,297,5.8161
1975,2,4,198,4.3637
1975,2,5,208,3.7972
1975,2,6,174,5.3299
1975,2,7,161,5.0033
1975,2,8,160,4.2813
1975,2,9,140,5.3781
1975,2,10,133,7.5492
1975,3,1,2008,8.6116
1975,3,2,393,7.7021
1975,3,3,297,6.1921
1975,3,4,198,6.8733
1975,3,5,208,6.2133
1975,3,6,174,5.5584
1975,3,7,161,6.3740
1975,3,8,159,5.6604
1975,3,9,140,3.5756
1975,3,10,133,1.8389
1975,4,1,2004,3.8095
1975,4,2,391,4.6789
1975,4,3,297,4.4101
1975,4,4,198,3.9204
1975,4,5,208,5.3859
1975,4,6,174,5.3629
1975,4,7,161,5.9723
1975,4,8,159,4.9651
1975,4,9,140,5.2658
1975,4,10,133,4.8717
1975,5,1,2010,8.3227
1975,5,2,389,9.1120
1975,5,3,297,8.1905
1975,5,4,198,8.2766
1975,5,5,207,7.0926
1975,5,6,174,5.3283
1975,5,7,161,6.7505
1975,5,8,159,5.2529
1975,5,9,140,4.4866
1975,5,10,133,5.3745
1975,6,1,1990,7.8327
1975,6,2,389,6.3622
1975,6,3,296,7.3828
1975,6,4,198,6.4734
1975,6,5,206,6.1722
1975,6,6,173,6.3650
1975,6,7,161,6.4150
1975,6,8,159,8.1513
1975,6,9,140,6.4731
1975,6,10,133,4.1373
1975,7,1,2061,0.9005
1975,7,2,419,-2.3499
1975,7,3,258,-3.8509
1975,7,4,234,-3.2435
1975,7,5,226,-3.9175
1975,7,6,173,-4.0083
1975,7,7,161,-5.0492
1975,7,8,159,-6.2515
1975,7,9,136,-5.5291
1975,7,10,131,-6.7740
1975,8,1,2045,-6.0619
1975,8,2,417,-5.9410
1975,8,3,257,-5.5544
1975,8,4,234,-4.0140
1975,8,5,226,-3.7464
1975,8,6,172,-3.7766
1975,8,7,161,-3.1394
1975,8,8,159,-3.3600
1975,8,9,136,-1.1879
1975,8,10,131,-1.3690
1975,9,1,2041,-3.1621
1975,9,2,416,-3.5493
1975,9,3,256,-3.1659
1975,9,4,233,-4.3065
1975,9,5,225,-3.6725
1975,9,6,171,-3.8297
1975,9,7,161,-3.4392
1975,9,8,159,-3.8536
1975,9,9,136,-3.0822
1975,9,10,131,-3.3541
1975,10,1,2026,0.8932
1975,10,2,416,2.5380
1975,10,3,256,2.8672
1975,10,4,232,3.3201
1975,10,5,225,1.9132
1975,10,6,171,3.8865
1975,10,7,161,5.5248
1975,10,8,159,6.3867
1975,10,9,136,4.9738
1975,10,10,131,6.8007
1975,11,1,2018,2.1022
1975,11,2,415,2.3403
1975,11,3,256,3.2112
1975,11,4,231,2.9696
1975,11,5,224,2.2459
1975,11,6,170,3.9974
1975,11,7,160,3.6010
1975,11,8,158,4.4831
1975,11,9,136,2.5028
1975,11,10,131,2.7798
1975,12,1,2001,-1.7807
1975,12,2,416,-0.4522
1975,12,3,256,-1.4669
1975,12,4,230,-1.8753
1975,12,5,223,-0.7474
1975,12,6,170,0.2569
1975,12,7,161,-0.2169
1975,12,8,159,-1.1065
1975,12,9,136,0.2959
1975,12,10,131,-1.6476
1976,1,1,1988,21.2129
1976,1,2,415,19.7503
1976,1,3,255,18.1698
1976,1,4,229,18.4450
1976,1,5,222,17.3214
1976,1,6,169,16.0205
1976,1,7,161,15.4302
1976,1,8,159,14.0119
1976,1,9,136,12.8331
1976,1,10,131,11.1423
1976,2,1,1912,12.3369
1976,2,2,412,9.6835
1976,2,3,252,8.4942
1976,2,4,229,7.7382
1976,2,5,222,5.6157
1976,2,6,169,5.9551
1976,2,7,161,4.1904
1976,2,8,159,2.6535
1976,2,9,136,1.3624
1976,2,10,131,-1.7422
1976,3,1,1970,1.5876
1976,3,2,414,1.6295
1976,3,3,253,0.8875
1976,3,4,229,1.4741
1976,3,5,222,1.7487
1976,3,6,168,0.7602
1976,3,7,161,2.2907
1976,3,8,158,1.3701
1976,3,9,136,0.3414
1976,3,10,131,3.7141
1976,4,1,1939,-1.1009
1976,4,2,409,-1.8863
1976,4,3,252,-1.4273
1976,4,4,228,-1.1985
1976,4,5,221,-0.3499
1976,4,6,167,-1.1304
1976,4,7,161,-1.4666
1976,4,8,158,-1.2513
1976,4,9,136,-0.1913
1976,4,10,131,-0.9913
1976,5,1,1950,-2.9818
1976,5,2,410,-1.8441
1976,5,3,251,-1.6397
1976,5,4,226,-2.1717
1976,5,5,218,-0.8950
1976,5,6,168,-1.4921
1976,5,7,160,-1.1478
1976,5,8,159,-1.7172
1976,5,9,136,-0.0927
1976,5,10,131,-0.7068
1976,6,1,1939,2.0938
1976,6,2,408,3.3224
1976,6,3,250,2.8749
1976,6,4,227,4.0841
1976,6,5,218,5.8422
1976,6,6,167,5.7012
1976,6,7,158,4.7558
1976,6,8,159,5.5441
1976,6,9,136,4.5519
1976,6,10,131,4.0909
1976,7,1,2157,-0.0406
1976,7,2,371,0.1304
1976,7,3,268,-0.0032
1976,7,4,247,0.5566
1976,7,5,198,-0.0344
1976,7,6,177,-0.3989
1976,7,7,152,-1.0051
1976,7,8,153,-0.2064
1976,7,9,136,-1.0897
1976,7,10,129,-0.9020
1976,8,1,2146,-2.2053
1976,8,2,368,-1.7728
1976,8,3,266,-3.0086
1976,8,4,247,-2.1333
1976,8,5,196,-2.0935
1976,8,6,177,-2.0679
1976,8,7,152,-0.9430
1976,8,8,152,-0.8153
1976,8,9,136,-0.5275
1976,8,10,129,0.5432
1976,9,1,1932,1.1566
1976,9,2,355,2.5808
1976,9,3,255,2.3302
1976,9,4,241,4.0966
1976,9,5,193,3.0245
1976,9,6,173,2.9573
1976,9,7,151,2.2330
1976,9,8,151,2.4371
1976,9,9,136,2.5978
1976,9,10,129,2.7380
1976,10,1,2120,-1.8405
1976,10,2,365,-2.5783
1976,10,3,263,-3.0684
1976,10,4,245,-2.0141
1976,10,5,195,-2.2741
1976,10,6,177,-2.0234
1976,10,7,152,-3.2299
1976,10,8,151,-1.4185
1976,10,9,135,-3.2519
1976,10,10,129,-2.0689
1976,11,1,2099,2.2365
1976,11,2,361,4.5367
1976,11,3,262,3.7102
1976,11,4,242,3.5554
1976,11,5,193,4.0592
1976,11,6,176,4.3783
1976,11,7,151,3.0173
1976,11,8,151,3.2549
1976,11,9,135,1.9530
1976,11,10,129,-0.8101
1976,12,1,2099,10.6488
1976,12,2,365,8.8795
1976,12,3,263,10.0485
1976,12,4,245,8.9987
1976,12,5,193,9.1170
1976,12,6,177,7.0866
1976,12,7,152,7.7189
1976,12,8,151,7.0739
1976,12,9,135,6.6104
1976,12,10,129,4.5279
1977,1,1,2089,5.3594
1977,1,2,361,3.2183
1977,1,3,260,2.6292
1977,1,4,243,1.3817
1977,1,5,193,0.5744
1977,1,6,176,-0.4846
1977,1,7,152,-2.2835
1977,1,8,150,-2.5892
1977,1,9,135,-3.9140
1977,1,10,128,-5.0032
1977,2,1,2054,0.2416
1977,2,2,359,-0.3885
1977,2,3,257,-1.4522
1977,2,4,239,-0.7327
1977,2,5,190,-1.2505
1977,2,6,175,-2.8980
1977,2,7,152,-1.5373
1977,2,8,149,-2.4630
1977,2,9,134,-2.3136
1977,2,10,128,-1.3534
1977,3,1,2066,1.1738
1977,3,2,358,0.3482
1977,3,3,258,0.2800
1977,3,4,241,0.0382
1977,3,5,190,0.5817
1977,3,6,175,0.1497
1977,3,7,151,0.1123
1977,3,8,149,0.0209
1977,3,9,133,0.2476
1977,3,10,128,-1.9446
1977,4,1,2051,1.9547
1977,4,2,356,1.3714
1977,4,3,257,1.8007
1977,4,4,240,1.5908
1977,4,5,190,1.3046
1977,4,6,173,1.8164
1977,4,7,151,1.3435
1977,4,8,148,1.2732
1977,4,9,133,2.0611
1977,4,10,128,-0.5738
1977,5,1,2043,0.3465
1977,5,2,355,0.1725
1977,5,3,257,-0.2501
1977,5,4,240,0.1194
1977,5,5,190,-0.1560
1977,5,6,173,0.0989
1977,5,7,151,-0.5105
1977,5,8,149,-0.6319
1977,5,9,133,-0.4177
1977,5,10,128,-1.7582
1977,6,1,2039,6.0422
1977,6,2,351,6.4047
1977,6,3,253,6.4040
1977,6,4,237,7.6335
1977,6,5,189,7.4602
1977,6,6,173,6.2459
1977,6,7,151,4.8618
1977,6,8,149,5.7877
1977,6,9,133,3.9326
1977,6,10,128,4.7464
1977,7,1,2179,1.6087
1977,7,2,385,-0.3865
1977,7,3,268,-0.1397
1977,7,4,215,-0.6873
1977,7,5,200,-1.2708
1977,7,6,174,-0.6567
1977,7,7,150,-1.6761
1977,7,8,150,-2.2667
1977,7,9,135,-2.3775
1977,7,10,132,-1.3827
1977,8,1,2157,-0.5456
1977,8,2,381,-0.9118
1977,8,3,263,-0.6494
1977,8,4,213,-0.6835
1977,8,5,199,-0.6014
1977,8,6,171,-0.7040
1977,8,7,150,-2.1350
1977,8,8,150,-1.8991
1977,8,9,135,-2.4593
1977,8,10,132,-1.0919
1977,9,1,2137,1.9954
1977,9,2,380,0.9266
1977,9,3,260,0.8691
1977,9,4,211,0.4662
1977,9,5,199,2.3015
1977,9,6,169,0.7458
1977,9,7,150,-0.1338
1977,9,8,150,0.8329
1977,9,9,135,-0.0441
1977,9,10,132,-0.1140
1977,10,1,2121,-2.4127
1977,10,2,378,-2.4102
1977,10,3,259,-2.5368
1977,10,4,212,-3.2883
1977,10,5,199,-2.3988
1977,10,6,168,-3.0373
1977,10,7,150,-2.8146
1977,10,8,149,-3.9187
1977,10,9,135,-3.5448
1977,10,10,132,-4.2066
1977,11,1,2106,7.8448
1977,11,2,376,8.9248
1977,11,3,258,9.1337
1977,11,4,210,8.3494
1977,11,5,198,7.0224
1977,11,6,167,6.8504
1977,11,7,149,6.1458
1977,11,8,149,6.6926
1977,11,9,135,4.1776
1977,11,10,132,3.0289
1977,12,1,2096,2.6927
1977,12,2,377,3.2960
1977,12,3,258,2.4185
1977,12,4,210,1.7468
1977,12,5,197,1.7978
1977,12,6,167,1.2410
1977,12,7,149,1.1880
1977,12,8,149,0.4342
1977,12,9,135,0.8659
1977,12,10,132,0.5433
1978,1,1,2076,-0.4921
1978,1,2,373,-2.7534
1978,1,3,256,-3.4231
1978,1,4,210,-4.0927
1978,1,5,196,-4.7365
1978,1,6,166,-4.6274
1978,1,7,149,-5.0846
1978,1,8,148,-5.3642
1978,1,9,135,-5.2134
1978,1,10,132,-6.1057
1978,2,1,2045,3.4779
1978,2,2,368,2.7320
1978,2,3,254,1.3540
1978,2,4,208,1.5833
1978,2,5,194,1.7618
1978,2,6,166,0.2736
1978,2,7,148,0.3249
1978,2,8,148,-1.5435
1978,2,9,135,-2.0279
1978,2,10,132,-1.6236
1978,3,1,2037,7.7166
1978,3,2,366,7.4384
1978,3,3,254,6.9796
1978,3,4,208,6.3573
1978,3,5,194,5.5337
1978,3,6,165,5.2811
1978,3,7,148,4.7231
1978,3,8,148,4.6301
1978,3,9,135,4.3283
1978,3,10,132,1.6539
1978,4,1,2016,8.3739
1978,4,2,361,8.1030
1978,4,3,254,8.2789
1978,4,4,208,7.8508
1978,4,5,193,7.5632
1978,4,6,165,7.7102
1978,4,7,148,6.5446
1978,4,8,148,6.7283
1978,4,9,135,7.1302
1978,4,10,132,9.0043
1978,5,1,2010,8.4414
1978,5,2,358,5.9264
1978,5,3,253,7.3544
1978,5,4,205,5.6930
1978,5,5,190,5.9527
1978,5,6,165,4.4926
1978,5,7,148,4.3767
1978,5,8,147,3.3988
1978,5,9,135,3.1841
1978,5,10,132,0.6773
1978,6,1,1993,0.5754
1978,6,2,353,0.2066
1978,6,3,251,-0.0746
1978,6,4,206,-0.0118
1978,6,5,189,-0.6094
1978,6,6,162,0.4398
1978,6,7,148,0.0796
1978,6,8,146,-0.9878
1978,6,9,135,-1.2642
1978,6,10,132,-1.7921
1978,7,1,2017,5.0899
1978,7,2,394,5.7131
1978,7,3,263,6.3811
1978,7,4,232,7.4240
1978,7,5,199,5.7132
1978,7,6,163,4.8081
1978,7,7,149,6.5958
1978,7,8,145,7.0321
1978,7,9,137,4.9120
1978,7,10,130,5.6413
1978,8,1,1997,10.5012
1978,8,2,390,6.9069
1978,8,3,262,8.6801
1978,8,4,231,8.7203
1978,8,5,198,7.4337
1978,8,6,162,8.1871
1978,8,7,149,5.1852
1978,8,8,145,5.3943
1978,8,9,137,3.4231
1978,8,10,130,2.7849
1978,9,1,1980,0.3323
1978,9,2,387,-1.4419
1978,9,3,258,-1.7819
1978,9,4,231,-1.7566
1978,9,5,196,-1.6916
1978,9,6,159,-2.0881
1978,9,7,148,-1.6336
1978,9,8,143,-0.9834
1978,9,9,137,-0.6958
1978,9,10,130,-0.5236
1978,10,1,1962,-22.0483
1978,10,2,388,-22.5651
1978,10,3,256,-21.4453
1978,10,4,231,-20.1133
1978,10,5,196,-18.8033
1978,10,6,161,-16.7040
1978,10,7,147,-14.6828
1978,10,8,143,-13.3072
1978,10,9,137,-11.7271
1978,10,10,130,-7.5579
1978,11,1,1951,5.2535
1978,11,2,387,7.1246
1978,11,3,254,7.1171
1978,11,4,228,6.8247
1978,11,5,195,6.9712
1978,11,6,159,4.3047
1978,11,7,147,3.4291
1978,11,8,143,3.2540
1978,11,9,137,3.1409
1978,11,10,130,3.0981
1978,12,1,1937,1.8678
1978,12,2,385,1.8550
1978,12,3,251,2.2980
1978,12,4,230,2.8028
1978,12,5,195,2.2866
1978,12,6,158,1.5244
1978,12,7,146,0.8449
1978,12,8,143,1.2430
1978,12,9,136,0.4786
1978,12,10,130,2.0220
1979,1,1,1927,10.1495
1979,1,2,383,9.4163
1979,1,3,248,9.1809
1979,1,4,229,8.2451
1979,1,5,195,6.8165
1979,1,6,158,7.7169
1979,1,7,146,5.8439
1979,1,8,142,6.3598
1979,1,9,136,5.4003
1979,1,10,130,3.5323
1979,2,1,1914,-1.7728
1979,2,2,380,-3.0342
1979,2,3,246,-2.2378
1979,2,4,225,-3.1961
1979,2,5,191,-2.4204
1979,2,6,158,-3.5425
1979,2,7,143,-2.8334
1979,2,8,143,-3.6693
1979,2,9,136,-2.3904
1979,2,10,130,-2.7984
1979,3,1,1908,8.1566
1979,3,2,375,9.5939
1979,3,3,242,10.1365
1979,3,4,224,9.9183
1979,3,5,190,10.4275
1979,3,6,155,8.8777
1979,3,7,142,7.1331
1979,3,8,142,8.6435
1979,3,9,136,7.4492
1979,3,10,130,4.7334
1979,4,1,1897,3.1079
1979,4,2,375,2.6842
1979,4,3,241,1.0317
1979,4,4,222,3.4875
1979,4,5,190,1.6537
1979,4,6,156,1.3259
1979,4,7,141,2.1159
1979,4,8,142,0.9612
1979,4,9,135,-0.3417
1979,4,10,130,0.2004
1979,5,1,1884,-1.4525
1979,5,2,374,-1.5223
1979,5,3,239,-1.0881
1979,5,4,219,-1.4749
1979,5,5,190,-1.3407
1979,5,6,156,-2.2230
1979,5,7,141,-0.9419
1979,5,8,142,-0.8205
1979,5,9,135,-0.0138
1979,5,10,130,-2.1020
1979,6,1,1876,5.0722
1979,6,2,373,5.4451
1979,6,3,238,6.2007
1979,6,4,218,5.7230
1979,6,5,189,4.8819
1979,6,6,155,4.7731
1979,6,7,140,5.6285
1979,6,8,142,5.7524
1979,6,9,135,5.3719
1979,6,10,130,3.2736
1979,7,1,1990,1.7550
1979,7,2,399,3.5252
1979,7,3,273,2.6293
1979,7,4,213,3.4174
1979,7,5,200,2.5179
1979,7,6,159,3.7871
1979,7,7,150,3.0691
1979,7,8,144,1.9174
1979,7,9,134,2.9576
1979,7,10,129,0.3043
1979,8,1,1971,7.5734
1979,8,2,399,7.6813
1979,8,3,269,8.3778
1979,8,4,210,7.9204
1979,8,5,198,8.4235
1979,8,6,159,6.7029
1979,8,7,149,7.7413
1979,8,8,144,6.6724
1979,8,9,133,6.1043
1979,8,10,129,6.0121
1979,9,1,1953,-0.5758
1979,9,2,396,0.0977
1979,9,3,269,-0.7997
1979,9,4,209,0.3254
1979,9,5,198,0.4466
1979,9,6,159,-0.9690
1979,9,7,148,0.7153
1979,9,8,143,-0.9302
1979,9,9,133,0.2632
1979,9,10,129,0.3591
1979,10,1,1942,-10.2786
1979,10,2,394,-10.9474
1979,10,3,266,-11.3195
1979,10,4,209,-9.5475
1979,10,5,198,-9.3887
1979,10,6,159,-8.5857
1979,10,7,147,-8.8211
1979,10,8,142,-8.1316
1979,10,9,133,-7.6820
1979,10,10,129,-5.4108
1979,11,1,1935,7.6834
1979,11,2,393,8.5194
1979,11,3,265,8.8041
1979,11,4,209,8.7140
1979,11,5,198,9.6683
1979,11,6,159,7.3484
1979,11,7,145,8.8571
1979,11,8,142,7.3646
1979,11,9,133,6.9398
1979,11,10,129,4.8830
1979,12,1,1924,8.9389
1979,12,2,392,7.2216
1979,12,3,264,6.9650
1979,12,4,208,6.4579
1979,12,5,198,5.4984
1979,12,6,157,3.8040
1979,12,7,145,4.6367
1979,12,8,141,3.3431
1979,12,9,133,4.2158
1979,12,10,129,1.0957
1980,1,1,1901,12.6783
1980,1,2,390,8.7814
1980,1,3,260,8.0822
1980,1,4,207,6.9048
1980,1,5,196,7.4345
1980,1,6,156,7.1365
1980,1,7,144,6.6704
1980,1,8,141,7.5857
1980,1,9,132,6.8227
1980,1,10,129,6.0861
1980,2,1,1882,-0.1746
1980,2,2,385,-0.9518
1980,2,3,259,-0.4951
1980,2,4,204,-1.7950
1980,2,5,195,-2.0675
1980,2,6,154,-2.6242
1980,2,7,141,-1.9937
1980,2,8,141,-1.4332
1980,2,9,131,-2.6151
1980,2,10,129,1.8366
1980,3,1,1872,-19.7757
1980,3,2,385,-18.8039
1980,3,3,258,-18.4524
1980,3,4,203,-16.8636
1980,3,5,194,-17.8532
1980,3,6,154,-14.5497
1980,3,7,140,-14.5235
1980,3,8,141,-13.1828
1980,3,9,131,-10.5817
1980,3,10,129,-9.8967
1980,4,1,1860,5.0834
1980,4,2,382,7.5267
1980,4,3,257,6.0998
1980,4,4,203,5.3945
1980,4,5,193,5.7758
1980,4,6,154,7.8074
1980,4,7,139,4.7723
1980,4,8,141,6.7541
1980,4,9,131,4.7396
1980,4,10,128,4.4629
1980,5,1,1852,6.5612
1980,5,2,381,6.9402
1980,5,3,257,7.8182
1980,5,4,201,8.7134
1980,5,5,189,8.3518
1980,5,6,154,7.3606
1980,5,7,139,8.8811
1980,5,8,140,7.6282
1980,5,9,131,5.8611
1980,5,10,129,4.8046
1980,6,1,1836,4.2233
1980,6,2,378,4.4153
1980,6,3,255,4.3306
1980,6,4,200,4.8652
1980,6,5,190,4.8516
1980,6,6,154,4.2618
1980,6,7,138,5.2633
1980,6,8,139,4.5083
1980,6,9,131,3.6319
1980,6,10,129,2.6707
1980,7,1,1952,9.5747
1980,7,2,397,11.5746
1980,7,3,307,11.2768
1980,7,4,243,12.2682
1980,7,5,195,9.6741
1980,7,6,162,9.8550
1980,7,7,153,9.7230
1980,7,8,138,8.6288
1980,7,9,133,8.6189
1980,7,10,130,5.8486
1980,8,1,1942,8.9069
1980,8,2,397,7.9712
1980,8,3,304,7.3144
1980,8,4,242,6.1248
1980,8,5,194,4.5104
1980,8,6,162,4.4054
1980,8,7,153,3.4204
1980,8,8,138,1.3853
1980,8,9,133,2.5694
1980,8,10,130,1.2857
1980,9,1,1930,4.8881
1980,9,2,394,3.8189
1980,9,3,304,3.9199
1980,9,4,241,3.3068
1980,9,5,194,3.5160
1980,9,6,162,2.8470
1980,9,7,153,3.5557
1980,9,8,137,3.1726
1980,9,9,133,3.4869
1980,9,10,130,2.5392
1980,10,1,1916,6.7225
1980,10,2,390,4.8091
1980,10,3,299,4.4264
1980,10,4,238,3.8711
1980,10,5,194,3.4086
1980,10,6,162,1.7034
1980,10,7,153,1.4179
1980,10,8,137,1.3711
1980,10,9,131,1.7062
1980,10,10,130,1.9923
1980,11,1,1910,8.3284
1980,11,2,390,9.1046
1980,11,3,299,8.7891
1980,11,4,237,9.6488
1980,11,5,192,6.3683
1980,11,6,160,8.3149
1980,11,7,153,10.7985
1980,11,8,137,8.2603
1980,11,9,131,9.4444
1980,11,10,130,12.9141
1980,12,1,1895,-4.7657
1980,12,2,387,-5.6521
1980,12,3,297,-4.3818
1980,12,4,237,-3.0164
1980,12,5,191,-2.7087
1980,12,6,160,-3.2307
1980,12,7,153,-2.6506
1980,12,8,136,-3.2225
1980,12,9,130,-2.7963
1980,12,10,130,-4.1928
1981,1,1,1884,-0.7355
1981,1,2,386,-2.3406
1981,1,3,296,-1.4639
1981,1,4,235,-2.2094
1981,1,5,190,-1.0008
1981,1,6,160,-1.8771
1981,1,7,152,-3.1959
1981,1,8,136,-3.2392
1981,1,9,129,-3.6743
1981,1,10,128,-5.3443
1981,2,1,1866,-1.3196
1981,2,2,383,-0.6836
1981,2,3,294,0.6391
1981,2,4,235,1.9219
1981,2,5,190,1.6994
1981,2,6,159,1.9443
1981,2,7,151,1.5216
1981,2,8,136,2.7178
1981,2,9,129,1.1905
1981,2,10,128,1.9699
1981,3,1,1849,7.5903
1981,3,2,380,8.1494
1981,3,3,292,7.6948
1981,3,4,232,7.8086
1981,3,5,189,6.9820
1981,3,6,158,9.0195
1981,3,7,150,8.8450
1981,3,8,136,7.7064
1981,3,9,129,8.2016
1981,3,10,128,1.5199
1981,4,1,1839,3.2666
1981,4,2,381,3.8745
1981,4,3,288,2.2978
1981,4,4,230,3.7089
1981,4,5,188,1.2831
1981,4,6,159,1.0416
1981,4,7,150,0.4845
1981,4,8,134,-0.8019
1981,4,9,128,-2.0715
1981,4,10,128,-2.6610
1981,5,1,1820,3.9026
1981,5,2,381,4.1076
1981,5,3,287,4.5550
1981,5,4,230,4.0648
1981,5,5,187,2.5816
1981,5,6,156,2.6789
1981,5,7,149,3.0186
1981,5,8,135,2.0131
1981,5,9,127,0.8360
1981,5,10,128,-0.2679
1981,6,1,1817,-2.4625
1981,6,2,379,-2.7443
1981,6,3,285,-3.6643
1981,6,4,228,-4.5737
1981,6,5,186,-1.9014
1981,6,6,155,-2.9880
1981,6,7,148,-3.2842
1981,6,8,135,-1.4703
1981,6,9,127,-2.2410
1981,6,10,128,0.2772
1981,7,1,2259,-2.5365
1981,7,2,431,-3.4460
1981,7,3,281,-1.8294
1981,7,4,239,-2.2204
1981,7,5,211,-1.1462
1981,7,6,171,-1.9054
1981,7,7,155,-0.9947
1981,7,8,131,-0.3880
1981,7,9,132,-0.5107
1981,7,10,127,1.1092
1981,8,1,2243,-8.9363
1981,8,2,431,-9.0256
1981,8,3,280,-8.3961
1981,8,4,237,-8.3124
1981,8,5,210,-5.9990
1981,8,6,171,-6.8241
1981,8,7,154,-6.3759
1981,8,8,128,-4.5821
1981,8,9,132,-6.0953
1981,8,10,127,-5.1949
1981,9,1,2227,-10.8594
1981,9,2,429,-9.3403
1981,9,3,280,-9.3807
1981,9,4,237,-7.3309
1981,9,5,209,-7.6520
1981,9,6,170,-5.9234
1981,9,7,152,-7.1694
1981,9,8,126,-7.2228
1981,9,9,132,-6.4231
1981,9,10,126,-5.4761
1981,10,1,2197,7.8877
1981,10,2,428,8.4421
1981,10,3,277,8.1413
1981,10,4,237,8.2429
1981,10,5,209,7.3628
1981,10,6,170,6.9724
1981,10,7,151,7.0948
1981,10,8,127,6.0769
1981,10,9,132,7.0317
1981,10,10,125,4.8428
1981,11,1,2197,0.8508
1981,11,2,425,2.4947
1981,11,3,274,2.6618
1981,11,4,237,3.1937
1981,11,5,208,3.0557
1981,11,6,169,2.1956
1981,11,7,151,3.8028
1981,11,8,126,5.0838
1981,11,9,131,3.6652
1981,11,10,124,5.0719
1981,12,1,2182,-2.6371
1981,12,2,422,-1.6061
1981,12,3,274,-1.7572
1981,12,4,237,-2.0600
1981,12,5,207,-1.2790
1981,12,6,168,-2.2656
1981,12,7,151,-2.1349
1981,12,8,126,-2.9032
1981,12,9,131,-1.7411
1981,12,10,124,-3.0879
1982,1,1,2154,-1.6235
1982,1,2,421,-2.6432
1982,1,3,271,-3.1388
1982,1,4,236,-3.9698
1982,1,5,207,-4.9530
1982,1,6,166,-3.1415
1982,1,7,151,-4.3766
1982,1,8,126,-3.6683
1982,1,9,130,-2.9620
1982,1,10,124,-1.5728
1982,2,1,2148,-5.0354
1982,2,2,417,-5.1155
1982,2,3,270,-5.2191
1982,2,4,234,-4.8368
1982,2,5,205,-5.0554
1982,2,6,165,-3.2060
1982,2,7,151,-4.7027
1982,2,8,126,-3.9243
1982,2,9,129,-4.5910
1982,2,10,124,-5.8363
1982,3,1,2140,-1.0533
1982,3,2,415,-1.5189
1982,3,3,271,-1.1303
1982,3,4,232,-0.9759
1982,3,5,205,-0.1442
1982,3,6,165,-0.3612
1982,3,7,151,-0.5574
1982,3,8,126,-0.6259
1982,3,9,129,-0.9193
1982,3,10,124,-0.8087
1982,4,1,2124,5.0400
1982,4,2,410,6.6217
1982,4,3,268,5.9848
1982,4,4,231,6.3838
1982,4,5,203,5.7371
1982,4,6,165,5.5451
1982,4,7,150,4.9720
1982,4,8,125,5.1591
1982,4,9,129,5.3293
1982,4,10,122,3.6299
1982,5,1,2100,-2.1069
1982,5,2,406,-2.4872
1982,5,3,267,-3.4616
1982,5,4,231,-3.5751
1982,5,5,202,-2.8782
1982,5,6,164,-2.6441
1982,5,7,148,-4.0770
1982,5,8,125,-3.3168
1982,5,9,129,-4.6045
1982,5,10,122,-1.4656
1982,6,1,2082,-3.1471
1982,6,2,403,-3.2650
1982,6,3,265,-2.7167
1982,6,4,231,-1.3681
1982,6,5,201,-2.0814
1982,6,6,165,-1.6850
1982,6,7,148,-2.8998
1982,6,8,124,-1.2673
1982,6,9,129,-2.9387
1982,6,10,121,-1.7722
1982,7,1,2444,-2.1485
1982,7,2,371,-1.6329
1982,7,3,286,-2.4872
1982,7,4,221,-0.0792
1982,7,5,185,-1.1888
1982,7,6,170,-2.3108
1982,7,7,143,-1.7714
1982,7,8,130,-3.2394
1982,7,9,126,-3.0721
1982,7,10,124,-1.7219
1982,8,1,2405,4.2309
1982,8,2,371,7.2836
1982,8,3,285,8.0923
1982,8,4,221,9.3227
1982,8,5,181,10.7418
1982,8,6,170,11.2312
1982,8,7,143,12.1752
1982,8,8,129,13.0006
1982,8,9,126,12.5170
1982,8,10,121,12.8588
1982,9,1,2398,3.2008
1982,9,2,370,4.1337
1982,9,3,285,2.9790
1982,9,4,219,3.3002
1982,9,5,181,4.1747
1982,9,6,169,2.3415
1982,9,7,140,2.5020
1982,9,8,129,1.9330
1982,9,9,126,0.8588
1982,9,10,123,0.5822
1982,10,1,2370,13.4173
1982,10,2,369,15.6240
1982,10,3,278,14.9526
1982,10,4,219,13.5107
1982,10,5,180,13.0469
1982,10,6,169,13.9728
1982,10,7,138,15.0662
1982,10,8,129,12.6825
1982,10,9,125,11.0855
1982,10,10,123,10.0267
1982,11,1,2345,11.3972
1982,11,2,367,8.2760
1982,11,3,275,8.3820
1982,11,4,216,9.6959
1982,11,5,180,8.2444
1982,11,6,169,7.9874
1982,11,7,139,7.2934
1982,11,8,129,5.5138
1982,11,9,125,4.8484
1982,11,10,123,3.6163
1982,12,1,2329,2.4175
1982,12,2,368,2.1586
1982,12,3,274,1.2596
1982,12,4,215,0.4407
1982,12,5,180,1.2906
1982,12,6,169,0.8936
1982,12,7,138,1.7227
1982,12,8,129,2.0754
1982,12,9,125,1.7776
1982,12,10,123,1.6804
1983,1,1,2308,11.8976
1983,1,2,366,8.6484
1983,1,3,272,7.1932
1983,1,4,213,7.4125
1983,1,5,180,6.0083
