year,month,rank_ME,nstocks,ret_vw
1974,12,8,160,-3.3187
1974,12,9,140,-1.6009
1974,12,10,133,-2.1258
1975,1,1,1998,27.3286
1975,1,2,394,28.2295
1975,1,3,295,24.9421
1975,1,4,199,24.6467
1975,1,5,208,26.4264
1975,1,6,174,20.6845
1975,1,7,161,21.2796
1975,1,8,160,19.0884
1975,1,9,140,15.7492
1975,1,10,133,10.6061
1975,2,1,1990,4.7958
1975,2,2,393,5.6208
1975,2,3,297,5.8148
1975,2,4,198,4.3645
1975,2,5,208,3.7992
1975,2,6,174,5.3245
1975,2,7,161,5.0022
1975,2,8,160,4.2866
1975,2,9,140,5.3762
1975,2,10,133,7.5270
1975,3,1,1998,8.6354
1975,3,2,392,7.7122
1975,3,3,297,6.1851
1975,3,4,198,6.8756
1975,3,5,208,6.2175
1975,3,6,174,5.5632
1975,3,7,161,6.3685
1975,3,8,159,5.6550
1975,3,9,140,3.5762
1975,3,10,133,1.8392
1975,4,1,1999,3.7746
1975,4,2,390,4.6688
1975,4,3,297,4.4113
1975,4,4,198,3.9244
1975,4,5,208,5.3835
1975,4,6,174,5.3590
1975,4,7,161,5.9663
1975,4,8,159,4.9725
1975,4,9,140,5.2699
1975,4,10,133,4.8703
1975,5,1,1988,8.3227
1975,5,2,387,9.1432
1975,5,3,296,8.1964
1975,5,4,198,8.2701
1975,5,5,206,6.8755
1975,5,6,174,5.3225
1975,5,7,161,6.7514
1975,5,8,159,5.2504
1975,5,9,140,4.4892
1975,5,10,133,5.3582
1975,6,1,1978,7.8111
1975,6,2,388,6.3381
1975,6,3,296,7.3673
1975,6,4,197,6.4545
1975,6,5,205,6.1830
1975,6,6,173,6.3481
1975,6,7,161,6.3948
1975,6,8,159,8.1409
1975,6,9,140,6.4548
1975,6,10,133,4.1327
1975,7,1,2048,0.9033
1975,7,2,418,-2.3508
1975,7,3,258,-3.8481
1975,7,4,234,-3.2416
1975,7,5,226,-3.9137
1975,7,6,173,-4.0033
1975,7,7,161,-5.0410
1975,7,8,159,-6.2425
1975,7,9,136,-5.5233
1975,7,10,131,-6.7714
1975,8,1,2038,-6.0282
1975,8,2,417,-5.9391
1975,8,3,257,-5.5541
1975,8,4,233,-4.1722
1975,8,5,226,-3.7521
1975,8,6,172,-3.7784
1975,8,7,161,-3.1439
1975,8,8,159,-3.3660
1975,8,9,136,-1.1976
1975,8,10,131,-1.3795
1975,9,1,2028,-3.1679
1975,9,2,416,-3.5425
1975,9,3,256,-3.1609
1975,9,4,233,-4.3023
1975,9,5,225,-3.6690
1975,9,6,171,-3.8270
1975,9,7,161,-3.4344
1975,9,8,159,-3.8517
1975,9,9,136,-3.0756
1975,9,10,131,-3.3529
1975,10,1,2019,0.9506
1975,10,2,415,2.5448
1975,10,3,256,2.8649
1975,10,4,232,3.3202
1975,10,5,225,1.9146
1975,10,6,171,3.8830
1975,10,7,160,5.3495
1975,10,8,158,6.3777
1975,10,9,136,4.9738
1975,10,10,131,6.8001
1975,11,1,2007,2.1176
1975,11,2,415,2.3412
1975,11,3,256,3.2074
1975,11,4,231,2.9652
1975,11,5,224,2.2424
1975,11,6,170,3.9886
1975,11,7,160,3.5958
1975,11,8,158,4.4747
1975,11,9,136,2.4944
1975,11,10,131,2.7719
1975,12,1,1991,-1.7578
1975,12,2,415,-0.4076
1975,12,3,256,-1.4724
1975,12,4,230,-1.8854
1975,12,5,223,-0.7576
1975,12,6,169,0.2437
1975,12,7,161,-0.2286
1975,12,8,159,-1.1151
1975,12,9,136,0.2858
1975,12,10,131,-1.6465
1976,1,1,1913,21.2067
1976,1,2,412,19.7959
1976,1,3,254,18.2219
1976,1,4,229,18.4452
1976,1,5,222,17.3060
1976,1,6,168,16.0236
1976,1,7,161,15.4106
1976,1,8,159,14.0094
1976,1,9,136,12.8315
1976,1,10,131,11.1414
1976,2,1,1899,12.3038
1976,2,2,412,9.6773
1976,2,3,252,8.4854
1976,2,4,229,7.7335
1976,2,5,222,5.6079
1976,2,6,169,5.9499
1976,2,7,161,4.1893
1976,2,8,158,2.6367
1976,2,9,136,1.3615
1976,2,10,131,-1.7287
1976,3,1,1934,1.4563
1976,3,2,412,1.6470
1976,3,3,252,0.9185
1976,3,4,229,1.4705
1976,3,5,222,1.7505
1976,3,6,167,0.7083
1976,3,7,161,2.2843
1976,3,8,158,1.3726
1976,3,9,136,0.3408
1976,3,10,131,3.7123
1976,4,1,1930,-1.0776
1976,4,2,409,-1.8877
1976,4,3,251,-1.3800
1976,4,4,227,-1.2299
1976,4,5,220,-0.3520
1976,4,6,167,-1.1310
1976,4,7,161,-1.4645
1976,4,8,158,-1.2502
1976,4,9,136,-0.1891
1976,4,10,131,-0.9906
1976,5,1,1942,-3.0824
1976,5,2,410,-1.8398
1976,5,3,250,-1.5892
1976,5,4,226,-2.1656
1976,5,5,218,-0.8862
1976,5,6,168,-1.4847
1976,5,7,160,-1.1403
1976,5,8,159,-1.7099
1976,5,9,136,-0.0893
1976,5,10,131,-0.7117
1976,6,1,1930,2.1076
1976,6,2,408,3.3188
1976,6,3,250,2.8714
1976,6,4,227,4.0782
1976,6,5,218,5.8349
1976,6,6,167,5.6881
1976,6,7,158,4.7424
1976,6,8,158,5.5490
1976,6,9,136,4.5410
1976,6,10,131,4.0861
1976,7,1,2151,-0.0469
1976,7,2,370,0.1459
1976,7,3,267,-0.0098
1976,7,4,247,0.5573
1976,7,5,198,-0.0329
1976,7,6,177,-0.3950
1976,7,7,152,-1.0047
1976,7,8,153,-0.2083
1976,7,9,136,-1.0886
1976,7,10,129,-0.9009
1976,8,1,1940,-2.1562
1976,8,2,356,-1.7959
1976,8,3,257,-3.0929
1976,8,4,243,-2.0396
1976,8,5,194,-2.1005
1976,8,6,173,-2.0485
1976,8,7,151,-0.9209
1976,8,8,151,-0.7899
1976,8,9,136,-0.5201
1976,8,10,129,0.5459
1976,9,1,1925,1.1550
1976,9,2,354,2.4623
1976,9,3,255,2.3302
1976,9,4,241,4.0967
1976,9,5,193,3.0240
1976,9,6,173,2.9572
1976,9,7,151,2.2353
1976,9,8,151,2.4353
1976,9,9,136,2.5938
1976,9,10,129,2.7380
1976,10,1,2103,-1.8412
1976,10,2,361,-2.4974
1976,10,3,262,-3.0718
1976,10,4,242,-2.0014
1976,10,5,193,-2.2771
1976,10,6,176,-2.0084
1976,10,7,151,-3.2837
1976,10,8,151,-1.4217
1976,10,9,135,-3.2505
1976,10,10,129,-2.0701
1976,11,1,2096,2.2385
1976,11,2,361,4.5311
1976,11,3,262,3.7037
1976,11,4,242,3.5464
1976,11,5,193,4.0460
1976,11,6,176,4.3637
1976,11,7,151,3.0061
1976,11,8,151,3.2437
1976,11,9,135,1.9482
1976,11,10,129,-0.8141
1976,12,1,2096,10.6510
1976,12,2,365,8.8663
1976,12,3,263,10.0347
1976,12,4,245,8.9864
1976,12,5,193,9.1073
1976,12,6,177,7.0707
1976,12,7,152,7.7079
1976,12,8,151,7.0603
1976,12,9,135,6.6011
1976,12,10,129,4.5259
1977,1,1,2065,5.3905
1977,1,2,360,3.2249
1977,1,3,259,2.6133
1977,1,4,241,1.3253
1977,1,5,193,0.5737
1977,1,6,175,-0.4879
1977,1,7,152,-2.2834
1977,1,8,150,-2.5877
1977,1,9,135,-3.9129
1977,1,10,128,-5.0006
1977,2,1,2050,0.2376
1977,2,2,359,-0.3857
1977,2,3,257,-1.4484
1977,2,4,239,-0.7273
1977,2,5,190,-1.2448
1977,2,6,175,-2.8919
1977,2,7,152,-1.5295
1977,2,8,149,-2.4562
1977,2,9,134,-2.3047
1977,2,10,128,-1.3458
1977,3,1,2059,1.1572
1977,3,2,357,0.4525
1977,3,3,258,0.2841
1977,3,4,241,0.0406
1977,3,5,190,0.5868
1977,3,6,174,0.1404
1977,3,7,151,0.1155
1977,3,8,148,-0.1704
1977,3,9,133,0.2519
1977,3,10,128,-1.9422
1977,4,1,2044,1.9639
1977,4,2,355,1.3682
1977,4,3,257,1.8002
1977,4,4,240,1.5885
1977,4,5,190,1.3047
1977,4,6,173,1.8180
1977,4,7,151,1.3415
1977,4,8,148,1.2733
1977,4,9,133,2.0591
1977,4,10,128,-0.5727
1977,5,1,2042,0.3505
1977,5,2,355,0.1770
1977,5,3,257,-0.2439
1977,5,4,239,0.1451
1977,5,5,190,-0.1508
1977,5,6,173,0.1066
1977,5,7,151,-0.5023
1977,5,8,149,-0.6165
1977,5,9,133,-0.4044
1977,5,10,128,-1.7316
1977,6,1,2036,6.0382
1977,6,2,351,6.3936
1977,6,3,253,6.3933
1977,6,4,237,7.6228
1977,6,5,189,7.4546
1977,6,6,173,6.2390
1977,6,7,151,4.8558
1977,6,8,149,5.6965
1977,6,9,133,3.9263
1977,6,10,128,4.7439
1977,7,1,2173,1.6242
1977,7,2,384,-0.2168
1977,7,3,268,-0.1353
1977,7,4,215,-0.6845
1977,7,5,200,-1.2676
1977,7,6,174,-0.6560
1977,7,7,150,-1.6719
1977,7,8,150,-2.2634
1977,7,9,135,-2.3751
1977,7,10,132,-1.3825
1977,8,1,2150,-0.5539
1977,8,2,381,-0.9096
1977,8,3,263,-0.6451
1977,8,4,212,-0.9128
1977,8,5,199,-0.5973
1977,8,6,171,-0.6993
1977,8,7,150,-2.1302
1977,8,8,150,-1.8943
1977,8,9,135,-2.4487
1977,8,10,132,-1.0702
1977,9,1,2132,1.9914
1977,9,2,379,0.9063
1977,9,3,260,0.8711
1977,9,4,211,0.4679
1977,9,5,199,2.2991
1977,9,6,169,0.7491
1977,9,7,150,-0.1350
1977,9,8,150,0.8360
1977,9,9,135,-0.0419
1977,9,10,132,-0.1146
1977,10,1,2112,-2.3638
1977,10,2,377,-2.4328
1977,10,3,259,-2.5355
1977,10,4,212,-3.2847
1977,10,5,199,-2.3952
1977,10,6,168,-3.0345
1977,10,7,149,-2.8122
1977,10,8,149,-3.9148
1977,10,9,135,-3.5424
1977,10,10,132,-4.2057
1977,11,1,2095,7.8841
1977,11,2,376,8.9119
1977,11,3,258,9.1201
1977,11,4,210,8.3369
1977,11,5,198,7.0080
1977,11,6,167,6.8407
1977,11,7,149,6.1401
1977,11,8,149,6.6798
1977,11,9,135,4.1737
1977,11,10,132,3.0280
1977,12,1,2091,2.6928
1977,12,2,375,3.2226
1977,12,3,258,2.4174
1977,12,4,210,1.7407
1977,12,5,197,1.7932
1977,12,6,167,1.2385
1977,12,7,149,1.1837
1977,12,8,149,0.4321
1977,12,9,135,0.8615
1977,12,10,132,0.5434
1978,1,1,2063,-0.4781
1978,1,2,373,-2.7462
1978,1,3,256,-3.4218
1978,1,4,210,-4.0935
1978,1,5,196,-4.7348
1978,1,6,166,-4.6281
1978,1,7,149,-5.0820
1978,1,8,148,-5.3630
1978,1,9,135,-5.2112
1978,1,10,132,-6.1035
1978,2,1,2042,3.4703
1978,2,2,368,2.7333
1978,2,3,254,1.3571
1978,2,4,208,1.5860
1978,2,5,194,1.7625
1978,2,6,165,0.2420
1978,2,7,148,0.3312
1978,2,8,148,-1.5332
1978,2,9,135,-2.0140
1978,2,10,132,-1.6087
1978,3,1,2026,7.7166
1978,3,2,363,7.5026
1978,3,3,254,6.9702
1978,3,4,208,6.3489
1978,3,5,193,5.5500
1978,3,6,165,5.2696
1978,3,7,148,4.7109
1978,3,8,148,4.6233
1978,3,9,135,4.3211
1978,3,10,132,1.6513
1978,4,1,2015,8.3678
1978,4,2,361,8.0955
1978,4,3,254,8.2768
1978,4,4,206,7.6817
1978,4,5,193,7.5576
1978,4,6,165,7.7064
1978,4,7,148,6.5433
1978,4,8,148,6.7303
1978,4,9,135,7.1286
1978,4,10,132,8.9991
1978,5,1,2007,8.4469
1978,5,2,358,5.9297
1978,5,3,253,7.3469
1978,5,4,205,5.6905
1978,5,5,190,5.9500
1978,5,6,165,4.4888
1978,5,7,148,4.3762
1978,5,8,147,3.3985
1978,5,9,135,3.1772
1978,5,10,132,0.6865
1978,6,1,1988,0.5862
1978,6,2,353,0.2112
1978,6,3,250,-0.0799
1978,6,4,206,-0.0057
1978,6,5,189,-0.6034
1978,6,6,162,0.4486
1978,6,7,148,0.0857
1978,6,8,146,-0.9809
1978,6,9,135,-1.2534
1978,6,10,132,-1.7871
1978,7,1,2007,5.1103
1978,7,2,394,5.7085
1978,7,3,263,6.3782
1978,7,4,231,7.4561
1978,7,5,198,5.4927
1978,7,6,163,4.7999
1978,7,7,149,6.5888
1978,7,8,145,7.0263
1978,7,9,137,4.9098
1978,7,10,130,5.6381
1978,8,1,1991,10.4682
1978,8,2,389,6.9435
1978,8,3,262,8.6739
1978,8,4,231,8.7145
1978,8,5,196,6.9887
1978,8,6,160,7.6247
1978,8,7,149,5.1873
1978,8,8,145,5.3889
1978,8,9,137,3.4242
1978,8,10,130,2.7818
1978,9,1,1972,0.3326
1978,9,2,387,-1.4396
1978,9,3,258,-1.7769
1978,9,4,231,-1.7497
1978,9,5,196,-1.6855
1978,9,6,159,-2.0799
1978,9,7,148,-1.6282
1978,9,8,143,-0.9813
1978,9,9,137,-0.6884
1978,9,10,130,-0.5180
1978,10,1,1957,-22.0354
1978,10,2,388,-22.5421
1978,10,3,256,-21.4265
1978,10,4,229,-20.1880
1978,10,5,196,-18.7764
1978,10,6,161,-16.6845
1978,10,7,147,-14.6632
1978,10,8,143,-13.2921
1978,10,9,137,-11.7101
1978,10,10,130,-7.5499
1978,11,1,1943,5.2592
1978,11,2,387,7.1215
1978,11,3,254,7.1177
1978,11,4,228,6.8254
1978,11,5,195,6.9694
1978,11,6,159,4.3025
1978,11,7,147,3.4279
1978,11,8,143,3.2525
1978,11,9,137,3.1444
1978,11,10,130,3.1025
1978,12,1,1933,1.8503
1978,12,2,385,1.8601
1978,12,3,251,2.2995
1978,12,4,230,2.8053
1978,12,5,195,2.2898
1978,12,6,158,1.5264
1978,12,7,146,0.8460
1978,12,8,142,1.2015
1978,12,9,136,0.4849
1978,12,10,130,2.0225
1979,1,1,1922,10.2036
1979,1,2,383,9.4128
1979,1,3,248,9.1792
1979,1,4,229,8.2423
1979,1,5,195,6.8153
1979,1,6,158,7.7171
1979,1,7,146,5.8413
1979,1,8,142,6.3600
1979,1,9,136,5.4001
1979,1,10,130,3.5345
1979,2,1,1914,-1.7685
1979,2,2,378,-3.0316
1979,2,3,246,-2.2313
1979,2,4,225,-3.1885
1979,2,5,191,-2.4116
1979,2,6,157,-3.6689
1979,2,7,143,-2.8246
1979,2,8,143,-3.6535
1979,2,9,136,-2.3789
1979,2,10,130,-2.7865
1979,3,1,1904,8.1618
1979,3,2,374,9.5880
1979,3,3,242,10.1231
1979,3,4,224,9.9092
1979,3,5,190,10.4140
1979,3,6,155,8.8597
1979,3,7,142,7.1141
1979,3,8,142,8.6323
1979,3,9,136,7.4343
1979,3,10,130,4.7335
1979,4,1,1896,3.1074
1979,4,2,375,2.6828
1979,4,3,241,1.0317
1979,4,4,222,3.4875
1979,4,5,190,1.6541
1979,4,6,156,1.3260
1979,4,7,141,2.1155
1979,4,8,142,0.9662
1979,4,9,135,-0.3360
1979,4,10,130,0.1995
1979,5,1,1882,-1.4490
1979,5,2,374,-1.5225
1979,5,3,239,-1.0874
1979,5,4,218,-1.4901
1979,5,5,190,-1.3457
1979,5,6,156,-2.2274
1979,5,7,141,-0.9465
1979,5,8,142,-0.8185
1979,5,9,135,-0.0155
1979,5,10,130,-2.0880
1979,6,1,1872,5.0843
1979,6,2,373,5.4398
1979,6,3,238,6.1958
1979,6,4,218,5.7197
1979,6,5,189,4.8759
1979,6,6,155,4.7653
1979,6,7,140,5.6134
1979,6,8,142,5.7462
1979,6,9,135,5.3644
1979,6,10,130,3.2724
1979,7,1,1989,1.7524
1979,7,2,399,3.5198
1979,7,3,272,2.5027
1979,7,4,212,3.4388
1979,7,5,200,2.5127
1979,7,6,159,3.7835
1979,7,7,150,3.0681
1979,7,8,144,1.9160
1979,7,9,134,2.9555
1979,7,10,129,0.3032
1979,8,1,1967,7.5770
1979,8,2,399,7.6760
1979,8,3,269,8.3645
1979,8,4,210,7.9085
1979,8,5,198,8.4091
1979,8,6,159,6.6923
1979,8,7,149,7.7312
1979,8,8,144,6.6585
1979,8,9,133,6.0848
1979,8,10,129,5.9941
1979,9,1,1948,-0.5790
1979,9,2,395,-0.0390
1979,9,3,268,-0.8242
1979,9,4,209,0.3274
1979,9,5,198,0.4453
1979,9,6,159,-0.9674
1979,9,7,148,0.7145
1979,9,8,143,-0.9261
1979,9,9,133,0.2629
1979,9,10,129,0.3612
1979,10,1,1937,-10.2824
1979,10,2,393,-10.9323
1979,10,3,266,-11.3132
1979,10,4,209,-9.5397
1979,10,5,198,-9.3787
1979,10,6,159,-8.5760
1979,10,7,146,-8.8649
1979,10,8,142,-8.1196
1979,10,9,133,-7.6731
1979,10,10,129,-5.4071
1979,11,1,1934,7.6764
1979,11,2,393,8.5065
1979,11,3,265,8.7888
1979,11,4,209,8.6908
1979,11,5,198,9.6476
1979,11,6,159,7.3314
1979,11,7,145,8.8299
1979,11,8,142,7.3365
1979,11,9,133,6.9161
1979,11,10,129,4.8660
1979,12,1,1916,8.9352
1979,12,2,392,7.2145
1979,12,3,264,6.9572
1979,12,4,208,6.4489
1979,12,5,198,5.4979
1979,12,6,157,3.8009
1979,12,7,145,4.6323
1979,12,8,141,3.3431
1979,12,9,133,4.2165
1979,12,10,129,1.0968
1980,1,1,1893,12.7374
1980,1,2,389,8.7636
1980,1,3,260,8.0782
1980,1,4,207,6.9009
1980,1,5,196,7.4477
1980,1,6,156,7.1315
1980,1,7,144,6.6679
1980,1,8,141,7.5880
1980,1,9,132,6.8216
1980,1,10,129,6.0841
1980,2,1,1878,-0.1658
1980,2,2,385,-0.9407
1980,2,3,259,-0.4847
1980,2,4,204,-1.7828
1980,2,5,195,-2.0544
1980,2,6,154,-2.6140
1980,2,7,141,-1.9845
1980,2,8,141,-1.4233
1980,2,9,131,-2.5982
1980,2,10,129,1.8324
1980,3,1,1864,-19.7738
1980,3,2,384,-18.7424
1980,3,3,258,-18.4192
1980,3,4,203,-16.8484
1980,3,5,193,-17.8005
1980,3,6,154,-14.5309
1980,3,7,140,-14.5810
1980,3,8,141,-13.1722
1980,3,9,131,-10.5652
1980,3,10,128,-9.8468
1980,4,1,1857,5.1146
1980,4,2,382,7.5186
1980,4,3,257,6.0947
1980,4,4,203,5.3850
1980,4,5,191,5.8109
1980,4,6,154,7.7991
1980,4,7,139,4.7631
1980,4,8,141,6.7384
1980,4,9,131,4.7284
1980,4,10,128,4.4564
1980,5,1,1848,6.5655
1980,5,2,381,6.9299
1980,5,3,257,7.8039
1980,5,4,201,8.6991
1980,5,5,189,8.3357
1980,5,6,154,7.3429
1980,5,7,139,8.8605
1980,5,8,140,7.6078
1980,5,9,131,5.8368
1980,5,10,129,4.7716
1980,6,1,1833,4.2237
1980,6,2,378,4.4100
1980,6,3,255,4.3278
1980,6,4,199,4.9047
1980,6,5,190,4.8493
1980,6,6,154,4.2567
1980,6,7,138,5.2516
1980,6,8,139,4.5029
1980,6,9,131,3.6290
1980,6,10,129,2.6660
1980,7,1,1946,9.5772
1980,7,2,397,11.5720
1980,7,3,306,11.3294
1980,7,4,242,12.2502
1980,7,5,195,9.6711
1980,7,6,162,9.8120
1980,7,7,153,9.7239
1980,7,8,138,8.6316
1980,7,9,133,8.6189
1980,7,10,130,5.8464
1980,8,1,1935,8.9376
1980,8,2,397,7.9706
1980,8,3,304,7.3109
1980,8,4,242,6.1245
1980,8,5,194,4.5149
1980,8,6,162,4.4007
1980,8,7,153,3.4279
1980,8,8,138,1.3916
1980,8,9,133,2.5681
1980,8,10,130,1.2908
1980,9,1,1924,4.8982
1980,9,2,393,3.8251
1980,9,3,304,3.9281
1980,9,4,240,3.2965
1980,9,5,194,3.5233
1980,9,6,162,2.8493
1980,9,7,153,3.5594
1980,9,8,137,3.1829
1980,9,9,133,3.4923
1980,9,10,130,2.5392
1980,10,1,1914,6.7312
1980,10,2,390,4.8115
1980,10,3,299,4.4247
1980,10,4,238,3.8741
1980,10,5,192,3.1641
1980,10,6,162,1.7089
1980,10,7,153,1.4262
1980,10,8,137,1.3804
1980,10,9,131,1.7101
1980,10,10,130,1.9930
1980,11,1,1901,8.3426
1980,11,2,389,9.1393
1980,11,3,298,8.8323
1980,11,4,237,9.6434
1980,11,5,192,6.3696
1980,11,6,160,8.3145
1980,11,7,153,10.7883
1980,11,8,137,8.2532
1980,11,9,131,9.4317
1980,11,10,130,12.8933
1980,12,1,1892,-4.8241
1980,12,2,387,-5.6525
1980,12,3,296,-4.4047
1980,12,4,236,-2.9989
1980,12,5,191,-2.7164
1980,12,6,160,-3.2343
1980,12,7,153,-2.6559
1980,12,8,136,-3.2303
1980,12,9,130,-2.8044
1980,12,10,130,-4.2005
1981,1,1,1881,-0.7450
1981,1,2,386,-2.3407
1981,1,3,296,-1.4667
1981,1,4,235,-2.2077
1981,1,5,190,-0.9964
1981,1,6,160,-1.8917
1981,1,7,152,-3.1970
1981,1,8,136,-3.2376
1981,1,9,129,-3.6751
1981,1,10,128,-5.3392
1981,2,1,1862,-1.3234
1981,2,2,382,-0.6578
1981,2,3,294,0.6362
1981,2,4,235,1.9150
1981,2,5,190,1.6946
1981,2,6,158,1.4641
1981,2,7,151,1.5081
1981,2,8,136,2.7046
1981,2,9,129,1.1773
1981,2,10,128,1.9587
1981,3,1,1845,7.5675
1981,3,2,380,8.1365
1981,3,3,291,7.6672
1981,3,4,232,7.7969
1981,3,5,189,6.9703
1981,3,6,158,9.0066
1981,3,7,150,8.8327
1981,3,8,135,7.5345
1981,3,9,128,7.5344
1981,3,10,128,1.5180
1981,4,1,1833,3.2786
1981,4,2,381,3.8734
1981,4,3,288,2.2952
1981,4,4,230,3.7079
1981,4,5,188,1.2941
1981,4,6,159,1.0437
1981,4,7,150,0.4855
1981,4,8,134,-0.7996
1981,4,9,128,-2.0690
1981,4,10,128,-2.6617
1981,5,1,1815,3.9139
1981,5,2,380,4.1129
1981,5,3,287,4.5462
1981,5,4,230,4.0553
1981,5,5,187,2.5725
1981,5,6,156,2.6709
1981,5,7,149,3.0078
1981,5,8,135,2.0021
1981,5,9,127,0.8252
1981,5,10,128,-0.2694
1981,6,1,1814,-2.4664
1981,6,2,379,-2.7429
1981,6,3,284,-3.6522
1981,6,4,227,-4.5501
1981,6,5,186,-1.9000
1981,6,6,155,-2.9923
1981,6,7,148,-3.2830
1981,6,8,135,-1.4685
1981,6,9,127,-2.2432
1981,6,10,128,0.2748
1981,7,1,2254,-2.6006
1981,7,2,431,-3.4470
1981,7,3,281,-1.8302
1981,7,4,238,-2.2922
1981,7,5,211,-1.1485
1981,7,6,171,-1.9048
1981,7,7,155,-0.9983
1981,7,8,131,-0.3893
1981,7,9,132,-0.5125
1981,7,10,127,1.1074
1981,8,1,2234,-8.9649
1981,8,2,431,-9.0169
1981,8,3,280,-8.3849
1981,8,4,237,-8.2959
1981,8,5,210,-5.9917
1981,8,6,171,-6.8099
1981,8,7,154,-6.3614
1981,8,8,127,-4.5526
1981,8,9,132,-6.0696
1981,8,10,127,-5.1526
1981,9,1,2209,-10.8755
1981,9,2,428,-9.3542
1981,9,3,279,-9.4214
1981,9,4,237,-7.3221
1981,9,5,209,-7.6459
1981,9,6,170,-5.9309
1981,9,7,152,-7.1592
1981,9,8,126,-7.2084
1981,9,9,132,-6.4066
1981,9,10,126,-5.4768
1981,10,1,2191,7.8637
1981,10,2,428,8.4380
1981,10,3,276,8.0839
1981,10,4,237,8.1915
1981,10,5,209,7.3599
1981,10,6,170,6.9666
1981,10,7,151,7.0879
1981,10,8,126,6.0607
1981,10,9,132,7.0312
1981,10,10,125,4.8387
1981,11,1,2190,0.8408
1981,11,2,424,2.4745
1981,11,3,274,2.6541
1981,11,4,237,3.1825
1981,11,5,208,3.0478
1981,11,6,169,2.1912
1981,11,7,151,3.7943
1981,11,8,126,5.0732
1981,11,9,131,3.6505
1981,11,10,124,5.0421
1981,12,1,2167,-2.5903
1981,12,2,422,-1.6054
1981,12,3,273,-1.7345
1981,12,4,237,-2.0574
1981,12,5,207,-1.2796
1981,12,6,168,-2.2647
1981,12,7,151,-2.1357
1981,12,8,126,-2.8956
1981,12,9,131,-1.7368
1981,12,10,124,-3.0831
1982,1,1,2148,-1.6230
1982,1,2,420,-2.6061
1982,1,3,270,-3.1506
1982,1,4,236,-3.9699
1982,1,5,206,-4.9533
1982,1,6,166,-3.1418
1982,1,7,151,-4.3823
1982,1,8,126,-3.6746
1982,1,9,130,-2.9648
1982,1,10,124,-1.5767
1982,2,1,2145,-5.0339
1982,2,2,417,-5.1110
1982,2,3,270,-5.2216
1982,2,4,234,-4.8280
1982,2,5,205,-5.0536
1982,2,6,165,-3.2042
1982,2,7,151,-4.7065
1982,2,8,126,-3.9233
1982,2,9,129,-4.5961
1982,2,10,124,-5.8133
1982,3,1,2132,-1.0646
1982,3,2,414,-1.5668
1982,3,3,269,-1.0876
1982,3,4,232,-0.9821
1982,3,5,205,-0.1525
1982,3,6,165,-0.3710
1982,3,7,151,-0.5631
1982,3,8,126,-0.6296
1982,3,9,129,-0.9230
1982,3,10,124,-0.8126
1982,4,1,2118,5.0153
1982,4,2,410,6.6179
1982,4,3,267,6.0160
1982,4,4,231,6.3788
1982,4,5,202,5.8261
1982,4,6,164,5.5190
1982,4,7,150,4.9668
1982,4,8,125,5.1521
1982,4,9,129,5.3273
1982,4,10,122,3.6290
1982,5,1,2095,-2.0967
1982,5,2,406,-2.4839
1982,5,3,266,-3.4985
1982,5,4,231,-3.5592
1982,5,5,202,-2.8709
1982,5,6,164,-2.6259
1982,5,7,148,-4.0598
1982,5,8,125,-3.3054
1982,5,9,129,-4.5833
1982,5,10,122,-1.4415
1982,6,1,2070,-3.1367
1982,6,2,402,-3.2935
1982,6,3,265,-2.7168
1982,6,4,230,-1.3194
1982,6,5,201,-2.0790
1982,6,6,165,-1.6848
1982,6,7,148,-2.8956
1982,6,8,124,-1.2674
1982,6,9,129,-2.9349
1982,6,10,121,-1.7741
1982,7,1,2427,-2.1597
1982,7,2,371,-1.6317
1982,7,3,286,-2.4839
1982,7,4,221,-0.0806
1982,7,5,185,-1.1846
1982,7,6,170,-2.3023
1982,7,7,143,-1.7632
1982,7,8,130,-3.2327
1982,7,9,126,-3.0638
1982,7,10,122,-1.6982
1982,8,1,2398,4.2226
1982,8,2,371,7.2610
1982,8,3,285,8.0659
1982,8,4,221,9.2880
1982,8,5,181,10.7001
1982,8,6,170,11.1898
1982,8,7,143,12.1149
1982,8,8,129,12.9352
1982,8,9,126,12.4600
1982,8,10,121,12.7460
1982,9,1,2388,3.1918
1982,9,2,370,4.1330
1982,9,3,285,2.9738
1982,9,4,219,3.3023
1982,9,5,181,4.1771
1982,9,6,169,2.3436
1982,9,7,139,2.3720
1982,9,8,129,1.9308
1982,9,9,125,0.7773
1982,9,10,123,0.5813
1982,10,1,2362,13.4353
1982,10,2,368,15.6378
1982,10,3,277,14.9535
1982,10,4,219,13.5021
1982,10,5,180,13.0398
1982,10,6,169,13.9685
1982,10,7,138,15.0578
1982,10,8,129,12.6794
1982,10,9,125,11.0759
1982,10,10,123,10.0222
1982,11,1,2334,11.4250
1982,11,2,367,8.2715
1982,11,3,273,8.4387
1982,11,4,216,9.6856
1982,11,5,180,8.2383
1982,11,6,169,7.9881
1982,11,7,139,7.2943
1982,11,8,129,5.5180
1982,11,9,125,4.8498
1982,11,10,123,3.6243
1982,12,1,2327,2.4092
1982,12,2,368,2.1574
1982,12,3,274,1.2560
1982,12,4,215,0.5964
1982,12,5,180,1.2905
1982,12,6,169,0.8918
1982,12,7,138,1.7227
1982,12,8,129,2.0691
1982,12,9,125,1.7757
1982,12,10,123,1.6778
1983,1,1,2301,11.9002
1983,1,2,366,8.6489
