year,month,rank_ME,rank_CLA,nstocks,ret_vw
1980,9,2,3,94,4.7607
1980,9,2,4,110,4.4830
1980,9,2,5,158,5.4787
1980,9,3,1,60,1.5265
1980,9,3,2,84,4.3069
1980,9,3,3,120,2.9021
1980,9,3,4,123,2.6172
1980,9,3,5,155,4.3616
1980,10,1,1,619,4.6336
1980,10,1,2,279,5.6796
1980,10,1,3,240,2.5127
1980,10,1,4,216,6.0389
1980,10,1,5,241,7.5419
1980,10,2,1,142,5.8813
1980,10,2,2,88,2.6348
1980,10,2,3,94,1.6169
1980,10,2,4,108,4.8375
1980,10,2,5,157,3.4942
1980,10,3,1,60,1.4902
1980,10,3,2,84,2.1996
1980,10,3,3,119,2.5975
1980,10,3,4,122,1.5335
1980,10,3,5,155,2.9177
1980,11,1,1,617,6.2095
1980,11,1,2,279,7.0355
1980,11,1,3,239,5.9161
1980,11,1,4,216,8.2947
1980,11,1,5,241,10.3661
1980,11,2,1,143,11.6901
1980,11,2,2,87,4.7345
1980,11,2,3,93,8.1618
1980,11,2,4,108,6.1346
1980,11,2,5,156,9.1371
1980,11,3,1,60,8.0850
1980,11,3,2,84,15.9788
1980,11,3,3,118,13.5117
1980,11,3,4,121,9.6384
1980,11,3,5,155,14.3892
1980,12,1,1,612,-4.5713
1980,12,1,2,277,-5.6497
1980,12,1,3,236,-4.3117
1980,12,1,4,215,-3.9405
1980,12,1,5,239,-6.4098
1980,12,2,1,141,-4.2480
1980,12,2,2,87,-3.0416
1980,12,2,3,91,-1.3128
1980,12,2,4,108,-2.0301
1980,12,2,5,156,-5.0059
1980,12,3,1,60,-3.8096
1980,12,3,2,84,-4.2890
1980,12,3,3,118,-2.3779
1980,12,3,4,121,-3.0283
1980,12,3,5,155,-5.3681
1981,1,1,1,609,-0.1342
1981,1,1,2,276,0.2787
1981,1,1,3,236,0.4553
1981,1,1,4,213,0.1958
1981,1,1,5,239,-2.7886
1981,1,2,1,140,-2.4099
1981,1,2,2,87,-0.5200
1981,1,2,3,90,-1.4015
1981,1,2,4,108,0.0523
1981,1,2,5,155,-1.4965
1981,1,3,1,60,-4.1809
1981,1,3,2,84,-5.9257
1981,1,3,3,118,-4.6208
1981,1,3,4,121,-3.0615
1981,1,3,5,155,-7.0221
1981,2,1,1,605,-0.5048
1981,2,1,2,276,1.9527
1981,2,1,3,231,0.1912
1981,2,1,4,209,0.0416
1981,2,1,5,237,-1.9206
1981,2,2,1,140,1.3584
1981,2,2,2,87,3.2125
1981,2,2,3,89,1.3690
1981,2,2,4,108,2.1483
1981,2,2,5,154,2.1615
1981,2,3,1,60,0.0048
1981,2,3,2,84,2.5256
1981,2,3,3,117,1.9951
1981,2,3,4,121,4.5218
1981,2,3,5,155,1.4050
1981,3,1,1,600,9.4209
1981,3,1,2,272,8.6843
1981,3,1,3,230,7.6384
1981,3,1,4,206,9.5588
1981,3,1,5,237,8.7115
1981,3,2,1,140,5.6721
1981,3,2,2,86,10.9989
1981,3,2,3,88,6.9845
1981,3,2,4,108,5.6700
1981,3,2,5,151,9.2820
1981,3,3,1,60,11.0230
1981,3,3,2,83,5.5647
1981,3,3,3,116,8.7671
1981,3,3,4,121,3.6177
1981,3,3,5,155,1.4330
1981,4,1,1,599,4.2946
1981,4,1,2,271,4.5279
1981,4,1,3,227,4.8284
1981,4,1,4,206,2.7176
1981,4,1,5,236,5.1722
1981,4,2,1,136,1.6434
1981,4,2,2,86,1.1705
1981,4,2,3,87,1.6146
1981,4,2,4,108,4.2199
1981,4,2,5,150,3.1386
1981,4,3,1,60,-0.2870
1981,4,3,2,83,-1.7250
1981,4,3,3,115,-2.3501
1981,4,3,4,121,-1.5470
1981,4,3,5,154,-3.6284
1981,5,1,1,596,3.2476
1981,5,1,2,268,4.9941
1981,5,1,3,227,4.8519
1981,5,1,4,205,3.5327
1981,5,1,5,236,5.5033
1981,5,2,1,136,1.4714
1981,5,2,2,86,4.4946
1981,5,2,3,86,3.8741
1981,5,2,4,108,2.6213
1981,5,2,5,149,4.3641
1981,5,3,1,60,1.3221
1981,5,3,2,82,-0.7556
1981,5,3,3,116,-0.3734
1981,5,3,4,121,-0.7488
1981,5,3,5,151,-0.2161
1981,6,1,1,595,-2.0164
1981,6,1,2,268,-1.7256
1981,6,1,3,225,-0.3629
1981,6,1,4,204,-1.5245
1981,6,1,5,235,-1.3425
1981,6,2,1,134,-2.1385
1981,6,2,2,86,-2.7924
1981,6,2,3,86,-1.6166
1981,6,2,4,106,-3.3006
1981,6,2,5,149,-4.3495
1981,6,3,1,60,-3.0250
1981,6,3,2,82,-4.2224
1981,6,3,3,116,-0.5633
1981,6,3,4,119,-1.1535
1981,6,3,5,151,0.1388
1981,7,1,1,676,-3.8493
1981,7,1,2,298,-2.2168
1981,7,1,3,265,-3.0880
1981,7,1,4,197,-2.9796
1981,7,1,5,269,-3.0826
1981,7,2,1,132,-2.7855
1981,7,2,2,95,-1.4309
1981,7,2,3,92,0.1986
1981,7,2,4,105,-2.9486
1981,7,2,5,138,-1.7427
1981,7,3,1,73,-1.9090
1981,7,3,2,85,-0.1646
1981,7,3,3,105,-0.9169
1981,7,3,4,127,0.6440
1981,7,3,5,160,1.4756
1981,8,1,1,670,-9.5265
1981,8,1,2,296,-6.7214
1981,8,1,3,264,-7.8099
1981,8,1,4,196,-7.8464
1981,8,1,5,269,-10.8049
1981,8,2,1,131,-7.2614
1981,8,2,2,95,-7.7245
1981,8,2,3,91,-9.0338
1981,8,2,4,105,-8.0792
1981,8,2,5,137,-7.6203
1981,8,3,1,71,-9.2679
1981,8,3,2,85,-8.0357
1981,8,3,3,105,-6.0473
1981,8,3,4,126,-5.2493
1981,8,3,5,159,-6.2730
1981,9,1,1,665,-10.0408
1981,9,1,2,295,-8.0075
1981,9,1,3,260,-8.3071
1981,9,1,4,195,-9.1609
1981,9,1,5,267,-9.4106
1981,9,2,1,131,-9.4245
1981,9,2,2,95,-7.3960
1981,9,2,3,91,-7.8351
1981,9,2,4,104,-7.2242
1981,9,2,5,137,-7.8256
1981,9,3,1,70,-6.1968
1981,9,3,2,85,-9.0576
1981,9,3,3,104,-4.3742
1981,9,3,4,124,-6.2494
1981,9,3,5,158,-6.5784
1981,10,1,1,652,7.3098
1981,10,1,2,294,8.2904
1981,10,1,3,258,8.9262
1981,10,1,4,192,8.3655
1981,10,1,5,261,9.2315
1981,10,2,1,129,7.7471
1981,10,2,2,95,8.1271
1981,10,2,3,91,6.2116
1981,10,2,4,104,5.9162
1981,10,2,5,136,9.3558
1981,10,3,1,70,3.7646
1981,10,3,2,85,5.5501
1981,10,3,3,103,3.2180
1981,10,3,4,123,6.3281
1981,10,3,5,158,6.3346
1981,11,1,1,650,-0.1535
1981,11,1,2,294,2.4994
1981,11,1,3,258,2.1522
1981,11,1,4,195,3.1046
1981,11,1,5,260,1.5518
1981,11,2,1,128,1.2060
1981,11,2,2,95,1.7190
1981,11,2,3,89,2.8897
1981,11,2,4,104,3.7040
1981,11,2,5,136,2.7677
1981,11,3,1,70,3.7165
1981,11,3,2,85,5.1072
1981,11,3,3,103,4.5583
1981,11,3,4,122,4.4275
1981,11,3,5,157,5.0115
1981,12,1,1,648,-3.3339
1981,12,1,2,291,-1.2235
1981,12,1,3,257,-0.3149
1981,12,1,4,193,-1.3503
1981,12,1,5,259,-0.4870
1981,12,2,1,128,-0.6866
1981,12,2,2,95,-1.8608
1981,12,2,3,88,-2.5295
1981,12,2,4,104,-1.8997
1981,12,2,5,135,0.0416
1981,12,3,1,70,-3.9437
1981,12,3,2,85,-2.5056
1981,12,3,3,102,-2.3924
1981,12,3,4,123,-3.8106
1981,12,3,5,156,-2.2436
1982,1,1,1,644,-1.6328
1982,1,1,2,289,-1.2933
1982,1,1,3,255,-2.2555
1982,1,1,4,193,-1.3808
1982,1,1,5,257,-1.7914
1982,1,2,1,128,-4.1850
1982,1,2,2,93,-3.6507
1982,1,2,3,87,-4.3163
1982,1,2,4,104,-3.7938
1982,1,2,5,134,-5.8106
1982,1,3,1,70,-1.6355
1982,1,3,2,85,-4.8370
1982,1,3,3,102,-1.0502
1982,1,3,4,122,-4.1342
1982,1,3,5,155,-1.3910
1982,2,1,1,644,-4.4162
1982,2,1,2,288,-2.9591
1982,2,1,3,251,-3.7920
1982,2,1,4,193,-4.5890
1982,2,1,5,256,-4.8089
1982,2,2,1,126,-3.8465
1982,2,2,2,93,-4.9951
1982,2,2,3,87,-4.7197
1982,2,2,4,104,-5.1010
1982,2,2,5,134,-6.8140
1982,2,3,1,70,-5.6045
1982,2,3,2,85,-5.8727
1982,2,3,3,101,-3.9018
1982,2,3,4,122,-6.0302
1982,2,3,5,155,-6.3273
1982,3,1,1,640,-1.1699
1982,3,1,2,287,-0.5926
1982,3,1,3,250,-1.6001
1982,3,1,4,190,1.0711
1982,3,1,5,253,-2.6864
1982,3,2,1,125,-1.0896
1982,3,2,2,94,-1.3236
1982,3,2,3,87,0.8701
1982,3,2,4,103,-1.5029
1982,3,2,5,133,-0.4709
1982,3,3,1,70,-1.3582
1982,3,3,2,85,-2.1388
1982,3,3,3,101,-1.2787
1982,3,3,4,122,-0.6729
1982,3,3,5,155,-1.3375
1982,4,1,1,635,4.6744
1982,4,1,2,285,6.0670
1982,4,1,3,249,4.4515
1982,4,1,4,188,4.5245
1982,4,1,5,250,9.3538
1982,4,2,1,124,5.0211
1982,4,2,2,93,5.2849
1982,4,2,3,87,5.8254
1982,4,2,4,102,5.2354
1982,4,2,5,131,8.0723
1982,4,3,1,70,5.2838
1982,4,3,2,85,4.4710
1982,4,3,3,100,4.2807
1982,4,3,4,121,3.5633
1982,4,3,5,154,5.9737
1982,5,1,1,625,-2.0354
1982,5,1,2,284,-2.1087
1982,5,1,3,250,-0.9288
1982,5,1,4,188,0.2556
1982,5,1,5,249,-2.4420
1982,5,2,1,122,-5.5322
1982,5,2,2,93,-3.0281
1982,5,2,3,87,-2.9912
1982,5,2,4,102,-2.7786
1982,5,2,5,131,-2.3054
1982,5,3,1,69,-5.5508
1982,5,3,2,85,-5.4868
1982,5,3,3,100,-4.5052
1982,5,3,4,120,-1.3732
1982,5,3,5,154,-1.4514
1982,6,1,1,620,-2.6728
1982,6,1,2,278,-2.6047
1982,6,1,3,248,-1.7316
1982,6,1,4,189,-1.3658
1982,6,1,5,247,-2.7308
1982,6,2,1,121,-1.3684
1982,6,2,2,93,-1.1942
1982,6,2,3,87,-1.8616
1982,6,2,4,102,-2.3262
1982,6,2,5,131,-1.7646
1982,6,3,1,70,-3.0620
1982,6,3,2,85,-2.3830
1982,6,3,3,100,0.7401
1982,6,3,4,120,-1.9985
1982,6,3,5,154,-2.2848
1982,7,1,1,710,-2.2407
1982,7,1,2,319,-0.1692
1982,7,1,3,271,-0.9582
1982,7,1,4,203,-0.6381
1982,7,1,5,247,-3.0533
1982,7,2,1,99,-1.9043
1982,7,2,2,102,-1.3975
1982,7,2,3,101,-0.4188
1982,7,2,4,101,-2.7573
1982,7,2,5,122,-0.7617
1982,7,3,1,53,-5.4221
1982,7,3,2,79,-2.4832
1982,7,3,3,109,-4.2485
1982,7,3,4,121,-2.6126
1982,7,3,5,154,-0.5381
1982,8,1,1,699,4.5477
1982,8,1,2,317,5.6783
1982,8,1,3,270,6.5255
1982,8,1,4,200,6.7783
1982,8,1,5,246,6.1349
1982,8,2,1,98,8.2468
1982,8,2,2,101,8.9290
1982,8,2,3,101,9.1146
1982,8,2,4,100,10.4281
1982,8,2,5,120,10.4269
1982,8,3,1,53,14.4975
1982,8,3,2,79,16.9936
1982,8,3,3,109,13.8127
1982,8,3,4,119,12.2052
1982,8,3,5,153,10.7481
1982,9,1,1,700,1.2704
1982,9,1,2,318,3.9751
1982,9,1,3,269,5.3605
1982,9,1,4,201,4.8098
1982,9,1,5,245,2.8490
1982,9,2,1,98,3.5411
1982,9,2,2,101,3.9204
1982,9,2,3,101,4.6639
1982,9,2,4,99,2.2368
1982,9,2,5,119,2.5154
1982,9,3,1,53,-1.6538
1982,9,3,2,79,0.3282
1982,9,3,3,108,0.3117
1982,9,3,4,121,2.0691
1982,9,3,5,151,1.1978
1982,10,1,1,697,12.0235
1982,10,1,2,314,13.7641
1982,10,1,3,262,13.2900
1982,10,1,4,199,14.7385
1982,10,1,5,244,15.5861
1982,10,2,1,98,14.8575
1982,10,2,2,100,12.4385
1982,10,2,3,100,13.9216
1982,10,2,4,98,13.2289
1982,10,2,5,117,12.5712
1982,10,3,1,53,15.4799
1982,10,3,2,79,16.1217
1982,10,3,3,108,11.1425
1982,10,3,4,120,10.2798
1982,10,3,5,151,11.1445
1982,11,1,1,690,9.9179
1982,11,1,2,313,10.7953
1982,11,1,3,263,9.7488
1982,11,1,4,198,10.7104
1982,11,1,5,243,7.9909
1982,11,2,1,95,8.2587
1982,11,2,2,100,7.5364
1982,11,2,3,100,10.1665
1982,11,2,4,97,9.5144
1982,11,2,5,116,8.0979
1982,11,3,1,53,7.0386
1982,11,3,2,79,8.0709
1982,11,3,3,108,3.2961
1982,11,3,4,119,1.8772
1982,11,3,5,151,6.6807
1982,12,1,1,682,2.0142
1982,12,1,2,315,1.8268
1982,12,1,3,261,3.2875
1982,12,1,4,199,2.3943
1982,12,1,5,243,1.1612
1982,12,2,1,95,0.8852
1982,12,2,2,99,2.8218
1982,12,2,3,100,0.7804
1982,12,2,4,96,0.7300
1982,12,2,5,116,1.5895
1982,12,3,1,53,1.8869
1982,12,3,2,79,-0.5842
1982,12,3,3,108,1.7425
1982,12,3,4,118,1.6910
1982,12,3,5,151,2.5092
1983,1,1,1,680,11.0718
1983,1,1,2,315,8.4977
1983,1,1,3,260,9.4990
1983,1,1,4,198,10.0857
1983,1,1,5,240,9.1670
1983,1,2,1,95,8.2715
1983,1,2,2,99,4.6834
1983,1,2,3,99,5.5420
1983,1,2,4,94,5.8506
1983,1,2,5,116,7.1699
1983,1,3,1,53,4.8925
1983,1,3,2,78,3.3888
1983,1,3,3,108,3.0513
1983,1,3,4,117,4.1146
1983,1,3,5,151,3.0336
1983,2,1,1,670,4.0146
1983,2,1,2,311,8.8159
1983,2,1,3,257,6.0596
1983,2,1,4,192,5.7893
1983,2,1,5,240,6.0834
1983,2,2,1,94,3.1244
1983,2,2,2,100,8.2423
1983,2,2,3,98,6.2482
1983,2,2,4,92,6.5284
1983,2,2,5,115,4.9128
1983,2,3,1,53,3.6549
1983,2,3,2,78,4.6541
1983,2,3,3,108,2.5052
1983,2,3,4,116,2.8989
1983,2,3,5,150,2.5362
1983,3,1,1,666,5.8954
1983,3,1,2,311,5.4177
1983,3,1,3,253,5.7431
1983,3,1,4,191,6.2701
1983,3,1,5,236,5.4073
1983,3,2,1,94,5.9272
1983,3,2,2,99,4.0483
1983,3,2,3,98,6.1332
1983,3,2,4,91,2.7222
1983,3,2,5,115,4.1841
1983,3,3,1,52,3.2691
1983,3,3,2,78,5.7016
1983,3,3,3,107,3.6264
1983,3,3,4,116,3.3146
1983,3,3,5,151,1.8482
1983,4,1,1,663,8.4189
1983,4,1,2,309,6.8030
1983,4,1,3,249,7.7646
1983,4,1,4,189,6.8039
1983,4,1,5,236,6.7076
1983,4,2,1,93,5.7790
1983,4,2,2,99,7.7658
1983,4,2,3,98,7.2774
1983,4,2,4,91,7.7766
1983,4,2,5,115,6.9064
1983,4,3,1,51,5.2432
1983,4,3,2,78,7.1916
1983,4,3,3,107,8.6973
1983,4,3,4,116,6.6865
1983,4,3,5,150,6.7845
1983,5,1,1,658,10.6535
1983,5,1,2,307,9.8895
1983,5,1,3,246,11.0530
1983,5,1,4,188,10.9414
1983,5,1,5,235,10.0249
1983,5,2,1,93,7.5020
1983,5,2,2,100,5.1939
1983,5,2,3,98,4.6015
1983,5,2,4,91,6.1402
1983,5,2,5,115,3.8748
1983,5,3,1,51,4.4404
1983,5,3,2,78,0.1461
1983,5,3,3,107,-0.2901
1983,5,3,4,116,-0.2450
1983,5,3,5,150,-0.7578
1983,6,1,1,651,4.2595
1983,6,1,2,304,4.5595
1983,6,1,3,248,3.4353
1983,6,1,4,188,6.1859
1983,6,1,5,234,5.0574
1983,6,2,1,91,5.0428
1983,6,2,2,99,6.9771
1983,6,2,3,98,7.4347
1983,6,2,4,91,6.1527
1983,6,2,5,115,6.7317
1983,6,3,1,51,2.3625
1983,6,3,2,78,4.1788
1983,6,3,3,107,3.8942
1983,6,3,4,116,5.6160
1983,6,3,5,150,5.6659
1983,7,1,1,846,-3.9004
1983,7,1,2,344,-1.9362
1983,7,1,3,265,-0.5822
1983,7,1,4,185,-1.6146
1983,7,1,5,268,-2.4680
1983,7,2,1,117,-4.8957
1983,7,2,2,105,-2.3548
1983,7,2,3,106,-2.7250
1983,7,2,4,84,-2.0944
1983,7,2,5,121,-3.3362
1983,7,3,1,64,-5.1941
1983,7,3,2,84,-4.5537
1983,7,3,3,100,-2.5049
1983,7,3,4,124,-2.5452
1983,7,3,5,157,-4.0262
1983,8,1,1,840,-4.7137
1983,8,1,2,341,-2.9854
1983,8,1,3,264,-4.1244
1983,8,1,4,185,-3.0883
1983,8,1,5,268,-2.9084
1983,8,2,1,115,-4.1139
1983,8,2,2,103,-3.5501
1983,8,2,3,106,-3.1087
1983,8,2,4,84,-4.1441
1983,8,2,5,121,-2.6567
1983,8,3,1,64,0.6434
1983,8,3,2,84,0.9524
1983,8,3,3,100,2.3782
1983,8,3,4,123,2.0476
1983,8,3,5,157,0.2665
1983,9,1,1,833,-2.8804
1983,9,1,2,340,0.5544
1983,9,1,3,261,2.0460
1983,9,1,4,185,1.0106
1983,9,1,5,266,-0.3283
1983,9,2,1,114,1.7700
1983,9,2,2,103,3.1560
1983,9,2,3,104,3.7759
1983,9,2,4,83,2.1091
1983,9,2,5,120,1.1414
1983,9,3,1,64,0.4936
1983,9,3,2,84,1.4174
1983,9,3,3,100,2.1882
1983,9,3,4,123,0.5310
1983,9,3,5,156,2.2475
1983,10,1,1,826,-7.8364
1983,10,1,2,339,-5.3315
1983,10,1,3,259,-6.6372
1983,10,1,4,184,-6.9080
1983,10,1,5,266,-6.3940
1983,10,2,1,114,-7.3861
1983,10,2,2,103,-5.2901
1983,10,2,3,104,-6.5227
1983,10,2,4,82,-4.9244
1983,10,2,5,119,-8.5889
1983,10,3,1,63,-4.1961
1983,10,3,2,84,-2.2301
1983,10,3,3,99,-2.1158
1983,10,3,4,121,-0.5614
1983,10,3,5,156,-2.1644
1983,11,1,1,821,2.2267
1983,11,1,2,336,4.0665
1983,11,1,3,258,4.6850
1983,11,1,4,183,4.8699
1983,11,1,5,265,3.7810
1983,11,2,1,113,5.8506
1983,11,2,2,102,7.5371
1983,11,2,3,104,5.6811
1983,11,2,4,81,5.1444
1983,11,2,5,119,6.1543
1983,11,3,1,63,9.3836
1983,11,3,2,84,3.8697
1983,11,3,3,99,2.6006
1983,11,3,4,121,2.2591
1983,11,3,5,156,0.9808
1983,12,1,1,812,-2.8938
1983,12,1,2,337,-0.9346
1983,12,1,3,259,-1.4725
1983,12,1,4,183,0.1982
1983,12,1,5,263,-1.3724
1983,12,2,1,113,-1.8723
1983,12,2,2,101,-1.3453
1983,12,2,3,104,-1.0779
1983,12,2,4,81,-0.6434
1983,12,2,5,119,-1.5620
1983,12,3,1,63,-1.9324
1983,12,3,2,84,-1.7673
1983,12,3,3,99,-0.5395
1983,12,3,4,121,0.0459
1983,12,3,5,156,0.4784
1984,1,1,1,804,-0.2762
1984,1,1,2,335,-0.3382
1984,1,1,3,258,0.2286
1984,1,1,4,182,-0.9489
1984,1,1,5,261,0.0817
1984,1,2,1,113,-3.4727
1984,1,2,2,101,-3.1678
1984,1,2,3,104,-3.8893
1984,1,2,4,80,-2.6006
1984,1,2,5,119,-3.1802
1984,1,3,1,63,-4.2250
1984,1,3,2,84,-0.2562
1984,1,3,3,98,1.8019
1984,1,3,4,121,-1.1762
1984,1,3,5,156,-3.4788
1984,2,1,1,791,-5.8810
1984,2,1,2,331,-6.1647
1984,2,1,3,255,-6.6469
1984,2,1,4,178,-5.2123
1984,2,1,5,261,-7.0502
1984,2,2,1,113,-6.3356
1984,2,2,2,100,-3.8587
1984,2,2,3,104,-3.7969
1984,2,2,4,80,-6.9517
1984,2,2,5,118,-6.4228
1984,2,3,1,63,-4.6255
1984,2,3,2,84,-5.0232
1984,2,3,3,98,-2.3258
1984,2,3,4,121,-2.5494
1984,2,3,5,156,-4.0470
1984,3,1,1,783,0.5320
1984,3,1,2,328,1.1198
1984,3,1,3,254,0.8461
1984,3,1,4,177,1.1929
1984,3,1,5,257,2.1652
1984,3,2,1,111,2.8504
1984,3,2,2,98,0.0234
1984,3,2,3,103,0.5518
1984,3,2,4,79,1.5978
1984,3,2,5,117,1.5236
1984,3,3,1,63,2.9391
1984,3,3,2,83,3.2867
1984,3,3,3,98,1.6135
1984,3,3,4,121,1.4433
1984,3,3,5,155,1.6210
1984,4,1,1,782,-3.8593
1984,4,1,2,326,-2.3556
1984,4,1,3,254,0.2293
1984,4,1,4,177,-1.1514
1984,4,1,5,254,-0.8314
1984,4,2,1,110,-1.5109
1984,4,2,2,95,0.1423
1984,4,2,3,103,0.9000
1984,4,2,4,78,1.9209
1984,4,2,5,117,1.4239
1984,4,3,1,63,-4.3603
1984,4,3,2,83,0.3775
1984,4,3,3,98,1.3665
1984,4,3,4,121,2.6302
1984,4,3,5,155,1.0957
1984,5,1,1,775,-5.4555
1984,5,1,2,324,-5.3480
1984,5,1,3,254,-4.9295
1984,5,1,4,176,-5.0934
1984,5,1,5,254,-4.5199
1984,5,2,1,110,-8.4123
1984,5,2,2,94,-6.0201
1984,5,2,3,101,-4.6988
1984,5,2,4,78,-5.3945
1984,5,2,5,116,-4.4643
1984,5,3,1,63,-8.0666
1984,5,3,2,83,-7.7878
1984,5,3,3,97,-5.1405
1984,5,3,4,121,-3.6830
1984,5,3,5,155,-4.9160
1984,6,1,1,767,0.1106
1984,6,1,2,322,2.3182
1984,6,1,3,253,3.1837
1984,6,1,4,175,2.7530
1984,6,1,5,251,4.7908
1984,6,2,1,110,3.1297
1984,6,2,2,94,3.0482
1984,6,2,3,101,4.3588
1984,6,2,4,76,1.9582
1984,6,2,5,115,3.8102
1984,6,3,1,63,2.4033
1984,6,3,2,83,2.6439
1984,6,3,3,97,1.5750
1984,6,3,4,121,3.5035
1984,6,3,5,155,2.2736
1984,7,1,1,946,-6.5057
1984,7,1,2,332,-5.0249
1984,7,1,3,264,-3.6760
1984,7,1,4,224,-4.2570
1984,7,1,5,234,-4.5799
1984,7,2,1,107,-6.7008
1984,7,2,2,83,-6.0989
1984,7,2,3,82,-6.1940
1984,7,2,4,104,-2.9931
1984,7,2,5,129,-4.4857
1984,7,3,1,46,-7.1766
1984,7,3,2,89,-2.4900
1984,7,3,3,101,-4.1951
1984,7,3,4,118,-2.8535
1984,7,3,5,157,0.1941
1984,8,1,1,935,8.5531
1984,8,1,2,327,10.4815
1984,8,1,3,263,10.3988
1984,8,1,4,223,10.0649
1984,8,1,5,232,13.5460
1984,8,2,1,107,15.1065
1984,8,2,2,83,13.7302
1984,8,2,3,82,12.7064
1984,8,2,4,102,12.6151
1984,8,2,5,128,13.3668
1984,8,3,1,44,15.7837
1984,8,3,2,89,11.5437
1984,8,3,3,101,12.7109
1984,8,3,4,116,11.4438
1984,8,3,5,157,10.7317
1984,9,1,1,930,-2.0482
1984,9,1,2,326,1.3117
1984,9,1,3,261,-0.3451
1984,9,1,4,222,-1.0418
1984,9,1,5,231,-1.8074
1984,9,2,1,107,-1.8419
1984,9,2,2,83,-2.0249
1984,9,2,3,81,-0.7782
1984,9,2,4,101,0.1744
1984,9,2,5,128,-2.8516
1984,9,3,1,44,-3.1425
1984,9,3,2,88,-0.9927
1984,9,3,3,100,-0.9938
1984,9,3,4,116,0.3180
1984,9,3,5,157,-1.6873
1984,10,1,1,908,-3.9753
1984,10,1,2,322,-3.6323
1984,10,1,3,261,-2.7003
1984,10,1,4,222,-3.8567
1984,10,1,5,229,-1.0812
1984,10,2,1,107,-2.1700
1984,10,2,2,82,-0.1742
1984,10,2,3,81,-4.0649
1984,10,2,4,99,-0.8228
1984,10,2,5,125,-2.3187
1984,10,3,1,44,-2.2271
1984,10,3,2,85,-1.3509
1984,10,3,3,100,0.1613
1984,10,3,4,116,-0.6461
1984,10,3,5,157,1.4484
1984,11,1,1,896,-4.8107
1984,11,1,2,316,-4.6604
1984,11,1,3,260,-1.6637
1984,11,1,4,219,-2.3301
1984,11,1,5,229,-3.7310
1984,11,2,1,107,-4.3641
1984,11,2,2,82,-1.5312
1984,11,2,3,79,-0.6031
1984,11,2,4,99,-1.2662
1984,11,2,5,126,-2.6132
1984,11,3,1,44,-1.6832
1984,11,3,2,85,-1.0553
1984,11,3,3,99,-1.4070
1984,11,3,4,115,-1.4759
1984,11,3,5,156,-1.5106
1984,12,1,1,878,-0.9329
1984,12,1,2,312,1.3337
1984,12,1,3,257,0.6954
1984,12,1,4,218,1.4149
1984,12,1,5,226,1.3083
1984,12,2,1,107,1.1815
1984,12,2,2,81,0.4103
1984,12,2,3,79,4.0982
1984,12,2,4,98,2.3680
1984,12,2,5,126,2.3295
1984,12,3,1,43,3.3143
1984,12,3,2,84,0.3566
1984,12,3,3,98,1.0180
1984,12,3,4,113,1.8091
1984,12,3,5,156,2.9010
1985,1,1,1,870,13.7300
1985,1,1,2,311,11.0011
1985,1,1,3,255,12.3395
1985,1,1,4,216,11.8040
1985,1,1,5,226,12.8997
1985,1,2,1,107,11.6438
1985,1,2,2,81,12.3880
1985,1,2,3,79,9.3829
1985,1,2,4,98,11.3713
1985,1,2,5,125,13.5894
1985,1,3,1,43,11.6133
1985,1,3,2,84,8.6987
1985,1,3,3,98,7.7656
1985,1,3,4,111,8.2973
1985,1,3,5,156,8.1348
1985,2,1,1,858,3.3384
1985,2,1,2,305,3.2232
1985,2,1,3,254,3.2156
1985,2,1,4,214,4.3547
1985,2,1,5,225,5.1873
1985,2,2,1,107,0.6306
1985,2,2,2,81,1.6447
1985,2,2,3,78,3.2354
1985,2,2,4,97,3.9096
1985,2,2,5,124,0.7218
1985,2,3,1,43,-1.7316
1985,2,3,2,84,0.9732
1985,2,3,3,98,1.6789
1985,2,3,4,109,2.7651
1985,2,3,5,156,0.9176
1985,3,1,1,849,-2.8826
1985,3,1,2,302,-1.3377
1985,3,1,3,248,-1.9016
1985,3,1,4,213,-1.0545
1985,3,1,5,224,-0.7037
1985,3,2,1,107,-3.5025
1985,3,2,2,80,-2.9827
1985,3,2,3,78,-2.1411
1985,3,2,4,95,-1.4831
1985,3,2,5,122,-2.4279
1985,3,3,1,43,-1.1547
1985,3,3,2,84,1.0820
1985,3,3,3,98,0.6153
1985,3,3,4,108,0.4043
1985,3,3,5,156,-2.0999
1985,4,1,1,843,-1.5930
1985,4,1,2,299,-1.4977
1985,4,1,3,247,-2.1305
1985,4,1,4,210,-0.9425
1985,4,1,5,225,-3.3656
1985,4,2,1,107,-3.5963
1985,4,2,2,79,-2.8611
1985,4,2,3,78,-0.8707
1985,4,2,4,95,-1.4977
1985,4,2,5,122,-2.1813
1985,4,3,1,43,-2.9069
1985,4,3,2,84,1.0454
1985,4,3,3,98,-0.2269
1985,4,3,4,108,0.4565
1985,4,3,5,156,-2.2124
1985,5,1,1,837,1.3697
1985,5,1,2,300,2.6971
1985,5,1,3,246,3.3514
1985,5,1,4,208,3.5184
1985,5,1,5,223,3.0553
1985,5,2,1,107,4.2497
1985,5,2,2,79,3.3385
1985,5,2,3,77,2.5407
1985,5,2,4,95,4.4437
1985,5,2,5,121,4.4144
1985,5,3,1,43,5.3966
1985,5,3,2,84,6.4996
1985,5,3,3,98,5.1942
1985,5,3,4,108,5.7785
1985,5,3,5,156,5.6758
1985,6,1,1,826,-0.1668
