year,month,rank_ME,rank_Fq_12,nstocks,ret_vw
1985,6,3,5,126,1.3478
1985,7,1,1,519,2.0686
1985,7,1,2,486,1.8145
1985,7,1,3,524,2.2917
1985,7,1,4,416,3.1697
1985,7,1,5,406,2.6303
1985,7,2,1,120,3.4130
1985,7,2,2,139,3.0335
1985,7,2,3,147,3.8914
1985,7,2,4,132,3.8266
1985,7,2,5,121,4.3030
1985,7,3,1,73,-1.3958
1985,7,3,2,128,-1.7023
1985,7,3,3,130,1.7753
1985,7,3,4,146,2.1882
1985,7,3,5,128,0.0617
1985,8,1,1,734,-1.9916
1985,8,1,2,725,-0.1729
1985,8,1,3,777,-0.7776
1985,8,1,4,608,-0.8039
1985,8,1,5,516,-0.7393
1985,8,2,1,175,-2.4884
1985,8,2,2,207,-1.6911
1985,8,2,3,220,-2.5509
1985,8,2,4,188,-1.6515
1985,8,2,5,147,-1.1900
1985,8,3,1,110,2.9307
1985,8,3,2,182,-1.0235
1985,8,3,3,209,-0.3491
1985,8,3,4,200,-0.5485
1985,8,3,5,159,-1.2604
1985,9,1,1,778,-7.2266
1985,9,1,2,787,-6.0960
1985,9,1,3,818,-6.2296
1985,9,1,4,649,-5.4912
1985,9,1,5,549,-4.9988
1985,9,2,1,180,-8.0540
1985,9,2,2,219,-7.5393
1985,9,2,3,235,-6.7394
1985,9,2,4,204,-5.3674
1985,9,2,5,154,-5.9263
1985,9,3,1,117,-4.7748
1985,9,3,2,193,-3.9644
1985,9,3,3,216,-2.7157
1985,9,3,4,206,-3.5098
1985,9,3,5,168,-4.1580
1985,10,1,1,818,1.8813
1985,10,1,2,840,1.8504
1985,10,1,3,862,3.2581
1985,10,1,4,688,4.0692
1985,10,1,5,572,3.3835
1985,10,2,1,189,3.1276
1985,10,2,2,232,4.3251
1985,10,2,3,247,2.2335
1985,10,2,4,219,4.2999
1985,10,2,5,158,3.6015
1985,10,3,1,121,3.0864
1985,10,3,2,200,7.5286
1985,10,3,3,218,4.7527
1985,10,3,4,211,3.4891
1985,10,3,5,176,3.6462
1985,11,1,1,984,5.9213
1985,11,1,2,1026,5.6728
1985,11,1,3,1031,6.3315
1985,11,1,4,833,6.6854
1985,11,1,5,681,6.0557
1985,11,2,1,223,7.2466
1985,11,2,2,286,7.3647
1985,11,2,3,299,8.1471
1985,11,2,4,263,7.2338
1985,11,2,5,189,7.3325
1985,11,3,1,142,5.9824
1985,11,3,2,244,6.7822
1985,11,3,3,277,7.2504
1985,11,3,4,251,6.9864
1985,11,3,5,214,6.6391
1985,12,1,1,998,3.0825
1985,12,1,2,1052,2.9836
1985,12,1,3,1083,3.9075
1985,12,1,4,867,3.9560
1985,12,1,5,714,4.5285
1985,12,2,1,236,4.0515
1985,12,2,2,291,5.6711
1985,12,2,3,313,4.6317
1985,12,2,4,269,5.2779
1985,12,2,5,196,4.2242
1985,12,3,1,149,3.4929
1985,12,3,2,252,4.0799
1985,12,3,3,285,4.3152
1985,12,3,4,257,4.4421
1985,12,3,5,216,4.5229
1986,1,1,1,1006,2.3017
1986,1,1,2,1048,1.1160
1986,1,1,3,1092,3.1353
1986,1,1,4,867,2.6456
1986,1,1,5,714,2.5728
1986,1,2,1,243,-0.4006
1986,1,2,2,299,1.1413
1986,1,2,3,320,0.8841
1986,1,2,4,277,0.3230
1986,1,2,5,200,1.7689
1986,1,3,1,147,0.5949
1986,1,3,2,251,1.1088
1986,1,3,3,283,0.9318
1986,1,3,4,265,0.4491
1986,1,3,5,215,-0.7852
1986,2,1,1,1107,5.1246
1986,2,1,2,1191,6.0404
1986,2,1,3,1236,6.1910
1986,2,1,4,1008,7.2137
1986,2,1,5,804,6.9198
1986,2,2,1,269,6.9810
1986,2,2,2,335,7.4701
1986,2,2,3,349,7.3863
1986,2,2,4,313,7.6315
1986,2,2,5,219,6.0289
1986,2,3,1,188,8.2260
1986,2,3,2,278,6.9371
1986,2,3,3,316,7.8759
1986,2,3,4,289,7.9681
1986,2,3,5,235,7.9076
1986,3,1,1,1131,4.7615
1986,3,1,2,1222,4.4196
1986,3,1,3,1263,4.9111
1986,3,1,4,1038,4.9512
1986,3,1,5,813,4.8481
1986,3,2,1,276,4.8763
1986,3,2,2,343,5.5876
1986,3,2,3,363,5.2147
1986,3,2,4,320,5.7810
1986,3,2,5,224,5.6745
1986,3,3,1,187,4.3222
1986,3,3,2,284,4.3956
1986,3,3,3,322,4.6544
1986,3,3,4,293,6.9791
1986,3,3,5,236,6.7355
1986,4,1,1,1141,1.7523
1986,4,1,2,1219,0.6487
1986,4,1,3,1233,1.7564
1986,4,1,4,1037,2.3186
1986,4,1,5,813,2.2171
1986,4,2,1,277,1.3090
1986,4,2,2,346,1.4041
1986,4,2,3,369,1.2028
1986,4,2,4,324,0.5128
1986,4,2,5,222,1.5077
1986,4,3,1,189,-0.8801
1986,4,3,2,286,-0.1010
1986,4,3,3,322,0.0245
1986,4,3,4,288,-1.4019
1986,4,3,5,233,0.8112
1986,5,1,1,1261,3.4230
1986,5,1,2,1346,3.7025
1986,5,1,3,1362,4.0565
1986,5,1,4,1155,3.6089
1986,5,1,5,909,4.7415
1986,5,2,1,312,3.8530
1986,5,2,2,373,3.6348
1986,5,2,3,401,4.2481
1986,5,2,4,359,3.8651
1986,5,2,5,242,3.9312
1986,5,3,1,222,4.6447
1986,5,3,2,322,5.4990
1986,5,3,3,361,5.5368
1986,5,3,4,324,5.6437
1986,5,3,5,264,6.4544
1986,6,1,1,1258,-1.6356
1986,6,1,2,1364,-0.6082
1986,6,1,3,1379,-0.1803
1986,6,1,4,1176,0.2870
1986,6,1,5,925,2.0292
1986,6,2,1,318,-2.7850
1986,6,2,2,383,-0.9078
1986,6,2,3,414,-0.4741
1986,6,2,4,368,0.0098
1986,6,2,5,255,1.8992
1986,6,3,1,225,-1.6071
1986,6,3,2,329,0.5159
1986,6,3,3,364,1.2793
1986,6,3,4,322,1.7592
1986,6,3,5,265,2.4116
1986,7,1,1,1133,-9.9877
1986,7,1,2,1238,-10.1892
1986,7,1,3,1267,-9.0384
1986,7,1,4,1068,-7.7123
1986,7,1,5,837,-8.2414
1986,7,2,1,293,-12.2576
1986,7,2,2,357,-10.0789
1986,7,2,3,385,-9.9473
1986,7,2,4,340,-9.1505
1986,7,2,5,241,-8.8081
1986,7,3,1,219,-8.6902
1986,7,3,2,296,-7.2818
1986,7,3,3,336,-6.8536
1986,7,3,4,276,-6.1160
1986,7,3,5,222,-6.0388
1986,8,1,1,1213,0.9233
1986,8,1,2,1340,0.7590
1986,8,1,3,1361,1.4477
1986,8,1,4,1155,1.1013
1986,8,1,5,893,1.3465
1986,8,2,1,316,4.0563
1986,8,2,2,386,3.9530
1986,8,2,3,417,4.5210
1986,8,2,4,372,3.8884
1986,8,2,5,264,3.7926
1986,8,3,1,240,6.7269
1986,8,3,2,323,6.1936
1986,8,3,3,367,6.4714
1986,8,3,4,298,6.8735
1986,8,3,5,242,6.8796
1986,9,1,1,1214,-6.5534
1986,9,1,2,1340,-6.1068
1986,9,1,3,1366,-6.4832
1986,9,1,4,1161,-5.7437
1986,9,1,5,900,-5.5764
1986,9,2,1,317,-6.5606
1986,9,2,2,387,-6.1301
1986,9,2,3,420,-5.7325
1986,9,2,4,369,-5.3746
1986,9,2,5,262,-6.1764
1986,9,3,1,244,-7.2590
1986,9,3,2,324,-7.1364
1986,9,3,3,367,-7.2981
1986,9,3,4,306,-8.3317
1986,9,3,5,242,-7.7204
1986,10,1,1,1114,2.1013
1986,10,1,2,1224,2.7753
1986,10,1,3,1263,3.4549
1986,10,1,4,1068,3.1642
1986,10,1,5,842,3.6444
1986,10,2,1,295,4.3834
1986,10,2,2,359,4.4401
1986,10,2,3,392,4.1708
1986,10,2,4,342,3.9291
1986,10,2,5,241,4.6581
1986,10,3,1,228,5.6016
1986,10,3,2,302,6.9995
1986,10,3,3,336,5.1940
1986,10,3,4,277,7.2911
1986,10,3,5,221,5.8816
1986,11,1,1,1208,-1.3425
1986,11,1,2,1281,-0.6059
1986,11,1,3,1342,-0.1163
1986,11,1,4,1140,-0.4415
1986,11,1,5,922,0.2854
1986,11,2,1,315,-0.8158
1986,11,2,2,385,0.4067
1986,11,2,3,424,0.4880
1986,11,2,4,364,1.6571
1986,11,2,5,250,1.5306
1986,11,3,1,243,2.4829
1986,11,3,2,326,3.1311
1986,11,3,3,355,2.7498
1986,11,3,4,304,2.5104
1986,11,3,5,245,2.0289
1986,12,1,1,1200,-3.6874
1986,12,1,2,1277,-4.0463
1986,12,1,3,1331,-2.7748
1986,12,1,4,1130,-2.2476
1986,12,1,5,914,-2.1317
1986,12,2,1,314,-3.1158
1986,12,2,2,395,-3.1266
1986,12,2,3,426,-1.8514
1986,12,2,4,364,-1.5415
1986,12,2,5,243,-1.3747
1986,12,3,1,242,-3.6120
1986,12,3,2,323,-2.2584
1986,12,3,3,356,-2.6997
1986,12,3,4,306,-2.2854
1986,12,3,5,247,-3.2238
1987,1,1,1,1103,10.8408
1987,1,1,2,1165,11.4351
1987,1,1,3,1219,9.8139
1987,1,1,4,1055,10.4597
1987,1,1,5,832,12.0013
1987,1,2,1,291,14.8296
1987,1,2,2,366,13.1386
1987,1,2,3,381,12.9990
1987,1,2,4,339,11.9283
1987,1,2,5,221,12.0657
1987,1,3,1,220,13.6754
1987,1,3,2,294,13.9321
1987,1,3,3,325,14.2287
1987,1,3,4,281,13.9082
1987,1,3,5,218,13.2548
1987,2,1,1,1204,7.9743
1987,2,1,2,1270,8.4592
1987,2,1,3,1304,8.9657
1987,2,1,4,1139,8.9056
1987,2,1,5,898,8.5635
1987,2,2,1,307,8.7067
1987,2,2,2,387,7.6213
1987,2,2,3,400,8.5428
1987,2,2,4,365,9.3304
1987,2,2,5,236,8.6599
1987,2,3,1,232,7.2928
1987,2,3,2,317,5.7783
1987,2,3,3,345,5.7665
1987,2,3,4,306,4.1262
1987,2,3,5,255,4.4876
1987,3,1,1,1206,3.2379
1987,3,1,2,1273,2.4165
1987,3,1,3,1316,2.7223
1987,3,1,4,1149,2.8982
1987,3,1,5,905,2.8783
1987,3,2,1,300,1.8872
1987,3,2,2,387,2.1335
1987,3,2,3,389,0.7534
1987,3,2,4,365,1.8025
1987,3,2,5,241,2.7696
1987,3,3,1,230,2.4039
1987,3,3,2,315,3.1743
1987,3,3,3,351,2.6977
1987,3,3,4,305,3.9146
1987,3,3,5,257,4.0350
1987,4,1,1,1128,-2.7721
1987,4,1,2,1179,-2.1655
1987,4,1,3,1241,-3.1938
1987,4,1,4,1053,-2.1724
1987,4,1,5,838,-1.9882
1987,4,2,1,280,-2.7177
1987,4,2,2,361,-2.9866
1987,4,2,3,371,-2.4851
1987,4,2,4,334,-2.4636
1987,4,2,5,230,-2.3186
1987,4,3,1,203,0.7613
1987,4,3,2,298,0.7586
1987,4,3,3,329,-0.6682
1987,4,3,4,284,-1.5906
1987,4,3,5,244,-0.7134
1987,5,1,1,1232,0.7363
1987,5,1,2,1309,0.0265
1987,5,1,3,1324,0.6025
1987,5,1,4,1135,0.1179
1987,5,1,5,903,1.0690
1987,5,2,1,309,1.1204
1987,5,2,2,385,1.1668
1987,5,2,3,397,0.6616
1987,5,2,4,364,0.4677
1987,5,2,5,254,0.6776
1987,5,3,1,227,1.7213
1987,5,3,2,301,1.0867
1987,5,3,3,354,0.8806
1987,5,3,4,320,1.3429
1987,5,3,5,260,1.6563
1987,6,1,1,1234,2.3290
1987,6,1,2,1307,1.0351
1987,6,1,3,1336,2.4460
1987,6,1,4,1155,2.4483
1987,6,1,5,902,2.5056
1987,6,2,1,302,2.6468
1987,6,2,2,374,3.1608
1987,6,2,3,393,2.9835
1987,6,2,4,359,3.3577
1987,6,2,5,247,2.7752
1987,6,3,1,228,4.4501
1987,6,3,2,299,3.9312
1987,6,3,3,357,5.7989
1987,6,3,4,327,5.7532
1987,6,3,5,257,4.2505
1987,7,1,1,1118,3.6087
1987,7,1,2,1194,3.9734
1987,7,1,3,1213,3.5908
1987,7,1,4,1052,3.3374
1987,7,1,5,820,3.3970
1987,7,2,1,273,5.6076
1987,7,2,2,344,4.9918
1987,7,2,3,365,4.5078
1987,7,2,4,332,4.5052
1987,7,2,5,227,4.1155
1987,7,3,1,201,6.7364
1987,7,3,2,254,4.7752
1987,7,3,3,319,5.6992
1987,7,3,4,308,5.6565
1987,7,3,5,231,6.3953
1987,8,1,1,1201,0.3074
1987,8,1,2,1287,0.6084
1987,8,1,3,1312,2.7810
1987,8,1,4,1139,1.8888
1987,8,1,5,901,3.3325
1987,8,2,1,286,3.0852
1987,8,2,2,358,2.5917
1987,8,2,3,385,3.9230
1987,8,2,4,354,4.5933
1987,8,2,5,252,5.8894
1987,8,3,1,218,3.8856
1987,8,3,2,276,4.1772
1987,8,3,3,340,3.1409
1987,8,3,4,337,3.1490
1987,8,3,5,264,4.1785
1987,9,1,1,1209,-1.3537
1987,9,1,2,1290,-1.6772
1987,9,1,3,1311,-0.5254
1987,9,1,4,1140,-1.0496
1987,9,1,5,914,0.4775
1987,9,2,1,285,-2.1052
1987,9,2,2,353,-0.9612
1987,9,2,3,380,-1.4163
1987,9,2,4,353,-0.9490
1987,9,2,5,254,-2.0947
1987,9,3,1,213,-2.1991
1987,9,3,2,272,-4.0044
1987,9,3,3,340,-1.8847
1987,9,3,4,337,-1.2196
1987,9,3,5,270,-1.4908
1987,10,1,1,1131,-32.9008
1987,10,1,2,1201,-31.5854
1987,10,1,3,1206,-30.3014
1987,10,1,4,1062,-30.0187
1987,10,1,5,855,-29.8108
1987,10,2,1,260,-34.2843
1987,10,2,2,333,-32.4473
1987,10,2,3,359,-31.0089
1987,10,2,4,319,-31.0341
1987,10,2,5,235,-29.8970
1987,10,3,1,193,-25.9547
1987,10,3,2,248,-23.3106
1987,10,3,3,309,-22.9884
1987,10,3,4,313,-22.5176
1987,10,3,5,250,-23.5616
1987,11,1,1,1201,-8.4021
1987,11,1,2,1297,-6.5195
1987,11,1,3,1313,-4.6402
1987,11,1,4,1162,-4.3709
1987,11,1,5,916,-3.6929
1987,11,2,1,281,-6.5380
1987,11,2,2,353,-5.4771
1987,11,2,3,377,-5.0422
1987,11,2,4,342,-4.4061
1987,11,2,5,255,-3.9770
1987,11,3,1,205,-6.6466
1987,11,3,2,272,-8.5745
1987,11,3,3,333,-9.0359
1987,11,3,4,334,-8.3159
1987,11,3,5,272,-7.9234
1987,12,1,1,1205,3.9615
1987,12,1,2,1299,5.7072
1987,12,1,3,1319,5.3000
1987,12,1,4,1148,5.2097
1987,12,1,5,926,6.6728
1987,12,2,1,286,9.8386
1987,12,2,2,354,10.8264
1987,12,2,3,383,12.2354
1987,12,2,4,348,9.8584
1987,12,2,5,256,12.4311
1987,12,3,1,203,8.5438
1987,12,3,2,272,8.2009
1987,12,3,3,330,8.4138
1987,12,3,4,335,9.1481
1987,12,3,5,269,9.8262
1988,1,1,1,1102,6.3893
1988,1,1,2,1191,5.7360
1988,1,1,3,1228,5.6136
1988,1,1,4,1054,5.3181
1988,1,1,5,854,5.7705
1988,1,2,1,267,1.6247
1988,1,2,2,333,2.2758
1988,1,2,3,352,2.4113
1988,1,2,4,324,1.5994
1988,1,2,5,250,2.5866
1988,1,3,1,192,3.2388
1988,1,3,2,246,3.1988
1988,1,3,3,310,4.5694
1988,1,3,4,306,1.3388
1988,1,3,5,254,1.9971
1988,2,1,1,1191,7.2984
1988,2,1,2,1267,8.7328
1988,2,1,3,1331,8.5029
1988,2,1,4,1163,7.7986
1988,2,1,5,933,8.2343
1988,2,2,1,276,10.1607
1988,2,2,2,361,9.9328
1988,2,2,3,375,10.0732
1988,2,2,4,344,10.8096
1988,2,2,5,265,10.3593
1988,2,3,1,199,6.5851
1988,2,3,2,259,7.2981
1988,2,3,3,331,5.2805
1988,2,3,4,336,6.0573
1988,2,3,5,273,6.3229
1988,3,1,1,1179,4.2900
1988,3,1,2,1267,4.9329
1988,3,1,3,1328,5.9569
1988,3,1,4,1152,6.0338
1988,3,1,5,935,6.1817
1988,3,2,1,267,3.5762
1988,3,2,2,352,3.5889
1988,3,2,3,380,4.1370
1988,3,2,4,343,3.8148
1988,3,2,5,266,5.3190
1988,3,3,1,199,-2.6732
1988,3,3,2,253,-2.3423
1988,3,3,3,332,-1.3769
1988,3,3,4,340,-2.4041
1988,3,3,5,272,-2.6653
1988,4,1,1,1106,1.1121
1988,4,1,2,1163,2.3360
1988,4,1,3,1233,2.1957
1988,4,1,4,1068,2.5276
1988,4,1,5,858,3.3155
1988,4,2,1,243,1.4402
1988,4,2,2,329,2.0803
1988,4,2,3,359,1.8556
1988,4,2,4,331,1.7477
1988,4,2,5,243,1.7775
1988,4,3,1,180,0.3025
1988,4,3,2,223,1.2686
1988,4,3,3,302,0.6575
1988,4,3,4,313,1.4860
1988,4,3,5,249,1.6100
1988,5,1,1,1214,-2.6448
1988,5,1,2,1257,-2.7940
1988,5,1,3,1352,-2.7103
1988,5,1,4,1150,-1.8173
1988,5,1,5,947,-1.0960
1988,5,2,1,258,-2.8849
1988,5,2,2,338,-1.5081
1988,5,2,3,380,-1.5400
1988,5,2,4,348,-1.0460
1988,5,2,5,275,-0.1468
1988,5,3,1,192,0.3062
1988,5,3,2,240,0.1216
1988,5,3,3,322,0.0030
1988,5,3,4,334,-0.5552
1988,5,3,5,275,0.0841
1988,6,1,1,1200,5.5344
1988,6,1,2,1259,7.2363
1988,6,1,3,1346,6.3309
1988,6,1,4,1140,6.5141
1988,6,1,5,950,6.2371
1988,6,2,1,254,8.7970
1988,6,2,2,341,8.5074
1988,6,2,3,375,7.3240
1988,6,2,4,345,7.9525
1988,6,2,5,272,6.8308
1988,6,3,1,188,6.9791
1988,6,3,2,238,5.4322
1988,6,3,3,319,3.9909
1988,6,3,4,327,4.9611
1988,6,3,5,276,6.4997
1988,7,1,1,1046,-0.8069
1988,7,1,2,1067,0.4042
1988,7,1,3,1214,-0.6444
1988,7,1,4,1038,-0.6400
1988,7,1,5,879,0.1793
1988,7,2,1,222,-2.4177
1988,7,2,2,313,-2.1684
1988,7,2,3,343,-1.5495
1988,7,2,4,308,-0.8425
1988,7,2,5,247,-1.3574
1988,7,3,1,152,-2.1526
1988,7,3,2,211,-1.0751
1988,7,3,3,286,-1.0955
1988,7,3,4,293,-1.2179
1988,7,3,5,254,-1.4975
1988,8,1,1,1153,-2.7585
1988,8,1,2,1165,-2.3663
1988,8,1,3,1317,-1.8832
1988,8,1,4,1127,-1.4561
1988,8,1,5,962,-1.7997
1988,8,2,1,243,-3.9042
1988,8,2,2,337,-3.5508
1988,8,2,3,369,-2.6983
1988,8,2,4,334,-3.3040
1988,8,2,5,257,-3.1928
1988,8,3,1,169,-2.4532
1988,8,3,2,228,-2.7842
1988,8,3,3,318,-3.0060
1988,8,3,4,314,-4.0449
1988,8,3,5,286,-4.7399
1988,9,1,1,1149,1.8804
1988,9,1,2,1160,2.5965
1988,9,1,3,1306,2.5880
1988,9,1,4,1147,2.3843
1988,9,1,5,963,3.1829
1988,9,2,1,240,1.3193
1988,9,2,2,338,3.3051
1988,9,2,3,363,3.1237
1988,9,2,4,328,3.6962
1988,9,2,5,257,3.2707
1988,9,3,1,172,3.6846
1988,9,3,2,229,5.3347
1988,9,3,3,317,5.6000
1988,9,3,4,310,4.1311
1988,9,3,5,287,3.7922
1988,10,1,1,1060,-2.1180
1988,10,1,2,1082,-2.2843
1988,10,1,3,1221,-2.5147
1988,10,1,4,1056,-0.8933
1988,10,1,5,900,-1.3010
1988,10,2,1,218,-1.5974
1988,10,2,2,311,-0.2867
1988,10,2,3,352,-0.5050
1988,10,2,4,308,-0.4958
1988,10,2,5,243,-0.1892
1988,10,3,1,138,2.1548
1988,10,3,2,203,2.7779
1988,10,3,3,296,2.5752
1988,10,3,4,286,1.2963
1988,10,3,5,270,2.5999
1988,11,1,1,1143,-4.7260
1988,11,1,2,1169,-4.8631
1988,11,1,3,1313,-3.8331
1988,11,1,4,1143,-2.7494
1988,11,1,5,967,-3.7199
1988,11,2,1,240,-4.1699
1988,11,2,2,326,-3.2799
1988,11,2,3,387,-3.0877
1988,11,2,4,335,-2.7049
1988,11,2,5,270,-2.8785
1988,11,3,1,146,-2.9629
1988,11,3,2,223,-1.5040
1988,11,3,3,315,-1.0790
1988,11,3,4,323,-1.7512
1988,11,3,5,292,-1.5768
1988,12,1,1,1142,3.3729
1988,12,1,2,1162,4.0760
1988,12,1,3,1313,3.7984
1988,12,1,4,1135,4.3758
1988,12,1,5,963,4.6816
1988,12,2,1,238,4.7995
1988,12,2,2,314,4.3613
1988,12,2,3,380,4.8020
1988,12,2,4,328,4.9439
1988,12,2,5,269,5.6189
1988,12,3,1,147,2.5550
1988,12,3,2,222,1.9028
1988,12,3,3,312,1.9479
1988,12,3,4,320,2.7613
1988,12,3,5,292,2.5425
1989,1,1,1,1042,5.5818
1989,1,1,2,1059,4.6990
1989,1,1,3,1218,5.3886
1989,1,1,4,1047,5.7705
1989,1,1,5,883,5.0492
1989,1,2,1,226,5.6287
1989,1,2,2,281,5.2242
1989,1,2,3,359,4.5744
1989,1,2,4,303,4.6535
1989,1,2,5,260,4.0677
1989,1,3,1,129,6.6462
1989,1,3,2,194,7.2079
1989,1,3,3,277,6.6736
1989,1,3,4,287,7.3848
1989,1,3,5,276,7.9215
1989,2,1,1,1122,0.4918
1989,2,1,2,1159,0.3340
1989,2,1,3,1292,0.4352
1989,2,1,4,1126,0.8418
1989,2,1,5,949,1.3202
1989,2,2,1,244,0.7352
1989,2,2,2,311,0.6363
1989,2,2,3,375,0.9780
1989,2,2,4,332,0.9678
1989,2,2,5,276,1.4849
1989,2,3,1,150,-1.3789
1989,2,3,2,212,-2.3149
1989,2,3,3,307,-1.9091
1989,2,3,4,321,-1.8973
1989,2,3,5,288,-2.5593
1989,3,1,1,1113,1.7262
1989,3,1,2,1165,2.6077
1989,3,1,3,1277,2.7818
1989,3,1,4,1131,3.6355
1989,3,1,5,941,3.7991
1989,3,2,1,237,2.1316
1989,3,2,2,310,2.2387
1989,3,2,3,370,2.8653
1989,3,2,4,327,3.0864
1989,3,2,5,270,3.0216
1989,3,3,1,148,2.6251
1989,3,3,2,207,2.1572
1989,3,3,3,309,2.6624
1989,3,3,4,326,2.7123
1989,3,3,5,288,2.0269
1989,4,1,1,1048,2.6706
1989,4,1,2,1057,2.8440
1989,4,1,3,1192,3.1644
1989,4,1,4,1020,3.9214
1989,4,1,5,857,3.0533
1989,4,2,1,229,3.3965
1989,4,2,2,279,5.3840
1989,4,2,3,343,5.5458
1989,4,2,4,303,5.2952
1989,4,2,5,263,5.8020
1989,4,3,1,133,4.6485
1989,4,3,2,187,5.1330
1989,4,3,3,278,5.8798
1989,4,3,4,292,5.6600
1989,4,3,5,262,6.0238
1989,5,1,1,1116,3.0911
1989,5,1,2,1125,3.5065
1989,5,1,3,1265,3.9271
1989,5,1,4,1087,3.2136
1989,5,1,5,918,4.0300
1989,5,2,1,237,5.1656
1989,5,2,2,292,5.0910
1989,5,2,3,357,4.8807
1989,5,2,4,314,4.7651
1989,5,2,5,273,3.8634
1989,5,3,1,145,5.9053
1989,5,3,2,197,4.5049
1989,5,3,3,288,5.1411
1989,5,3,4,296,4.4766
1989,5,3,5,281,3.2910
1989,6,1,1,1120,-1.8770
1989,6,1,2,1126,-1.4870
1989,6,1,3,1256,-1.8059
1989,6,1,4,1076,-1.6392
1989,6,1,5,924,-1.7376
1989,6,2,1,230,-3.2130
1989,6,2,2,285,-1.7131
1989,6,2,3,358,-2.5086
1989,6,2,4,315,-3.1890
1989,6,2,5,274,-2.7476
1989,6,3,1,146,-2.2858
1989,6,3,2,195,-0.8660
1989,6,3,3,286,-0.7207
1989,6,3,4,296,-1.6458
1989,6,3,5,283,-1.7824
1989,7,1,1,990,3.3574
1989,7,1,2,1006,3.8455
1989,7,1,3,1093,2.9950
1989,7,1,4,967,3.8277
1989,7,1,5,823,4.6262
1989,7,2,1,206,4.5003
1989,7,2,2,262,3.1723
1989,7,2,3,320,5.1512
1989,7,2,4,285,4.9953
1989,7,2,5,247,4.7244
1989,7,3,1,120,6.8635
1989,7,3,2,175,8.1267
1989,7,3,3,261,9.0406
1989,7,3,4,263,9.8174
1989,7,3,5,246,9.3153
1989,8,1,1,1152,1.4032
1989,8,1,2,1124,2.0004
1989,8,1,3,1188,1.5880
1989,8,1,4,1058,2.3673
1989,8,1,5,901,2.2587
1989,8,2,1,232,3.2902
1989,8,2,2,296,3.4152
1989,8,2,3,350,3.8811
1989,8,2,4,309,3.3669
1989,8,2,5,275,3.1378
1989,8,3,1,152,3.7448
1989,8,3,2,206,1.2227
1989,8,3,3,290,1.4875
1989,8,3,4,290,2.5155
1989,8,3,5,264,4.5314
1989,9,1,1,1171,-0.0137
1989,9,1,2,1126,-0.5980
